Unnamed: 0,1_삼익아파트앞,2_한울중학교,3_남부여성발전센터앞,4_독산동정훈단지,5_독산4동주민센터,6_독산동성당앞,7_남문시장입구,8_남문시장.청춘삘딩,9_독산고개,10_구로디지털단지역(중),11_독산고개,12_독산사거리.한국전력구로금천지사,13_금천우체국.독산1동주민센터,14_독산초등학교,15_독산동정훈단지,16_남부여성발전센터앞,17_한울중학교,18_삼익아파트
2022-03-31 09:00:00,26,28,29,37,42,46,49,48,47,11,10,7,5,4,3,2,0,1
2022-03-31 10:00:00,12,11,15,23,24,22,24,26,25,12,11,10,11,10,8,3,7,0
2022-03-31 11:00:00,12,13,12,13,13,12,13,15,16,10,8,7,5,7,5,4,3,0
2022-03-31 12:00:00,9,11,9,11,12,15,14,14,14,7,6,7,10,11,10,9,5,0
2022-03-31 13:00:00,7,10,9,9,11,8,11,12,13,14,7,7,9,7,10,7,6,0
2022-03-31 14:00:00,7,10,8,9,9,7,9,8,10,12,9,11,10,9,7,6,5,0
2022-03-31 15:00:00,5,7,9,9,7,8,5,10,8,26,21,20,22,19,15,13,8,0
2022-03-31 16:00:00,8,6,7,7,8,7,10,10,9,24,25,24,30,26,19,15,11,0
2022-03-31 17:00:00,6,7,9,12,13,15,15,17,18,37,35,32,32,30,25,19,14,0
2022-03-31 18:00:00,5,6,6,8,8,9,9,14,14,52,38,37,46,38,35,29,23,0
2022-03-31 19:00:00,9,8,9,8,7,8,7,13,16,51,44,30,41,39,38,33,26,0
2022-03-31 20:00:00,3,2,1,3,3,0,0,4,5,38,39,38,37,37,29,22,19,0
2022-03-31 21:00:00,3,4,0,5,4,3,2,3,4,30,28,27,29,26,22,18,14,0
2022-03-31 22:00:00,2,1,2,3,1,0,1,2,3,45,39,37,37,34,23,20,15,0
2022-03-31 23:00:00,1,2,1,1,0,3,0,1,1,50,37,36,36,31,25,22,18,0
2022-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 05:00:00,21,22,23,25,27,19,26,25,20,3,1,1,2,1,1,0,0,0
2022-04-01 06:00:00,20,21,24,26,30,24,31,34,25,5,4,2,3,3,5,4,3,0
2022-04-01 07:00:00,46,50,34,55,57,48,57,58,52,18,8,7,8,6,4,2,1,0
2022-04-01 08:00:00,28,31,44,43,45,44,50,56,54,33,24,18,11,9,7,5,3,0
2022-04-01 09:00:00,18,19,24,25,35,35,39,41,40,10,8,8,8,3,4,2,1,0
2022-04-01 10:00:00,13,16,18,19,20,15,20,19,18,12,7,9,7,3,6,5,3,0
2022-04-01 11:00:00,17,11,15,16,14,16,16,15,12,13,13,10,11,6,10,9,6,0
2022-04-01 12:00:00,7,8,10,11,13,12,12,14,17,14,10,6,13,12,11,8,7,0
2022-04-01 13:00:00,7,5,8,10,12,13,12,11,11,15,12,11,13,11,10,7,6,0
2022-04-01 14:00:00,6,6,7,11,11,10,10,9,10,16,17,11,14,12,10,10,9,0
2022-04-01 15:00:00,13,6,12,13,10,14,14,13,12,23,22,21,19,15,11,9,8,0
2022-04-01 16:00:00,7,6,8,11,13,9,7,11,12,34,31,14,31,22,18,13,10,0
2022-04-01 17:00:00,7,7,6,9,12,14,15,14,14,29,28,29,35,31,29,11,8,0
2022-04-01 18:00:00,6,8,10,11,15,17,14,27,28,48,41,35,44,41,38,34,26,12
2022-04-01 19:00:00,8,9,11,14,15,14,13,15,16,46,41,40,47,41,36,29,22,0
2022-04-01 20:00:00,4,0,3,5,6,5,4,7,8,36,32,31,34,25,21,19,15,0
2022-04-01 21:00:00,6,3,4,3,2,3,3,7,0,30,24,22,22,18,18,15,12,0
2022-04-01 22:00:00,4,1,5,3,4,4,2,1,1,31,28,27,29,25,23,19,13,0
2022-04-01 23:00:00,2,2,2,3,3,1,0,2,2,30,29,17,33,31,23,18,16,0
2022-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 05:00:00,16,17,17,18,19,10,18,17,12,2,1,0,2,1,0,0,0,0
2022-04-02 06:00:00,9,10,11,12,15,15,12,16,13,8,6,3,3,1,4,0,3,0
2022-04-02 07:00:00,12,12,11,16,13,17,18,22,21,7,6,5,8,5,3,2,0,0
2022-04-02 08:00:00,13,17,18,23,25,27,26,28,28,12,10,7,7,6,6,4,0,1
2022-04-02 09:00:00,20,22,23,25,26,29,31,31,35,11,11,8,11,8,5,3,3,0
2022-04-02 10:00:00,17,16,17,22,26,27,26,29,30,16,10,8,9,9,9,4,3,0
2022-04-02 11:00:00,18,20,19,21,21,22,22,23,23,13,16,12,16,6,4,5,1,0
2022-04-02 12:00:00,22,23,26,33,10,13,30,32,30,12,10,8,10,14,15,10,8,0
2022-04-02 13:00:00,8,11,12,14,15,15,17,21,23,16,12,11,12,12,13,8,5,0
2022-04-02 14:00:00,8,9,11,13,17,16,17,23,22,13,13,10,15,12,10,5,6,0
2022-04-02 15:00:00,8,8,8,13,14,17,18,18,17,22,13,12,15,12,13,8,10,0
2022-04-02 16:00:00,10,10,11,12,12,14,13,17,17,23,19,17,16,13,12,11,6,0
2022-04-02 17:00:00,9,12,11,14,17,19,19,26,26,29,24,20,25,18,21,19,15,0
2022-04-02 18:00:00,6,7,9,9,9,8,7,10,13,27,25,24,24,21,18,18,13,0
2022-04-02 19:00:00,5,5,5,9,10,6,9,11,10,34,31,21,34,31,30,28,24,0
2022-04-02 20:00:00,5,4,7,5,8,3,2,8,7,28,25,22,23,21,20,18,14,0
2022-04-02 21:00:00,2,3,0,3,4,8,3,9,4,37,38,26,32,28,24,20,18,0
2022-04-02 22:00:00,3,4,4,5,4,3,5,6,4,38,33,22,35,33,26,22,17,2
2022-04-02 23:00:00,1,2,3,3,0,0,0,5,3,38,34,18,35,32,24,18,14,3
2022-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 05:00:00,10,0,9,11,9,12,13,11,10,2,1,3,5,4,3,2,1,0
2022-04-03 06:00:00,4,6,4,7,8,8,9,12,12,8,4,2,3,2,3,1,1,0
2022-04-03 07:00:00,10,7,6,8,9,10,9,11,11,4,3,1,0,1,2,1,0,0
2022-04-03 08:00:00,11,12,12,16,19,15,18,21,20,10,5,2,5,4,5,4,3,0
2022-04-03 09:00:00,13,14,15,18,19,22,19,25,22,7,5,4,6,5,5,4,0,0
2022-04-03 10:00:00,12,14,15,16,19,20,22,23,23,9,10,6,7,4,8,6,5,0
2022-04-03 11:00:00,18,21,9,23,23,16,18,21,21,8,4,3,6,4,4,1,1,0
2022-04-03 12:00:00,12,14,14,16,20,26,29,22,27,16,15,10,8,11,10,5,4,0
2022-04-03 13:00:00,12,16,17,13,14,17,16,20,20,16,17,16,18,13,10,9,6,0
2022-04-03 14:00:00,9,8,16,13,13,12,12,16,15,13,13,8,12,11,9,8,5,0
2022-04-03 15:00:00,9,9,8,11,10,13,9,14,9,24,11,13,18,14,15,14,9,0
2022-04-03 16:00:00,7,8,8,9,11,12,13,13,14,16,18,16,18,15,15,10,8,0
2022-04-03 17:00:00,10,11,11,10,13,14,7,11,11,19,17,17,24,22,18,15,9,0
2022-04-03 18:00:00,5,5,5,8,11,12,13,14,14,25,22,16,24,16,20,15,10,0
2022-04-03 19:00:00,4,5,6,8,4,5,7,13,14,20,17,16,20,16,12,11,9,0
2022-04-03 20:00:00,3,0,4,6,0,3,5,13,14,23,21,20,26,25,18,13,9,0
2022-04-03 21:00:00,3,0,3,6,2,0,7,3,3,27,18,17,23,17,19,14,12,0
2022-04-03 22:00:00,3,0,2,0,1,4,5,3,2,28,22,19,23,17,20,13,9,0
2022-04-03 23:00:00,0,1,0,2,1,0,0,0,0,19,15,14,17,11,11,16,4,0
2022-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 05:00:00,27,12,25,29,18,30,28,27,21,2,0,1,1,0,0,0,0,0
2022-04-04 06:00:00,20,21,23,28,30,33,33,35,33,5,4,3,4,1,3,1,0,0
2022-04-04 07:00:00,38,40,42,45,48,52,55,58,54,17,10,7,8,5,6,5,1,0
2022-04-04 08:00:00,31,36,38,45,47,49,52,56,52,28,24,16,9,7,4,4,1,0
2022-04-04 09:00:00,18,20,24,32,35,36,39,44,48,15,11,10,9,8,5,3,2,0
2022-04-04 10:00:00,13,15,15,19,20,22,21,26,28,13,10,7,7,5,5,4,3,0
2022-04-04 11:00:00,10,11,11,11,12,12,12,13,15,12,13,11,15,13,10,8,4,0
2022-04-04 12:00:00,9,8,9,10,4,11,13,13,16,8,7,5,12,10,9,7,5,0
2022-04-04 13:00:00,8,10,9,10,11,12,12,13,13,10,9,8,14,11,10,8,5,0
2022-04-04 14:00:00,5,6,6,9,7,9,12,13,12,15,14,13,15,14,12,9,7,0
2022-04-04 15:00:00,5,7,6,10,14,7,7,13,11,22,24,23,15,15,13,10,7,0
2022-04-04 16:00:00,8,9,8,9,10,9,8,11,11,30,27,24,26,22,18,13,12,0
2022-04-04 17:00:00,9,8,10,11,13,13,12,13,13,34,31,30,33,27,20,16,12,0
2022-04-04 18:00:00,7,7,6,8,9,9,5,13,14,45,42,40,53,50,36,32,25,0
2022-04-04 19:00:00,5,6,6,7,6,8,9,14,15,46,44,41,46,40,41,35,30,0
2022-04-04 20:00:00,3,4,5,3,4,5,2,8,9,40,38,36,36,32,26,23,19,0
2022-04-04 21:00:00,2,0,3,2,2,3,0,4,3,41,34,33,36,31,23,20,19,0
2022-04-04 22:00:00,3,2,4,5,0,4,2,1,1,28,23,24,28,27,21,20,16,1
2022-04-04 23:00:00,1,0,1,0,0,1,0,0,0,21,16,17,17,17,13,10,9,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,24,26,12,29,30,20,29,32,26,2,2,0,0,0,0,0,0,0
2022-04-05 06:00:00,21,22,25,29,33,35,36,35,30,5,6,4,3,1,2,2,1,0
2022-04-05 07:00:00,39,45,46,56,60,63,65,67,55,48,8,7,5,3,3,2,2,0
2022-04-05 08:00:00,35,39,39,45,49,52,55,58,54,28,22,15,11,7,6,3,2,0
2022-04-05 09:00:00,22,29,28,33,40,43,46,46,46,15,13,11,9,7,6,3,1,0
2022-04-05 10:00:00,14,19,17,18,22,25,19,31,32,11,9,7,9,8,4,3,2,0
2022-04-05 11:00:00,8,9,9,14,13,12,13,14,11,8,7,6,10,8,7,5,4,0
2022-04-05 12:00:00,10,15,17,14,15,10,14,15,13,10,14,13,15,12,7,5,5,0
2022-04-05 13:00:00,8,10,8,12,9,14,12,13,9,14,12,10,12,7,11,10,6,0
2022-04-05 14:00:00,6,8,6,11,12,11,12,15,13,13,12,7,15,13,12,11,6,0
2022-04-05 15:00:00,4,5,6,8,8,8,5,10,10,20,18,20,26,22,17,13,8,0
2022-04-05 16:00:00,5,8,12,13,13,12,12,13,12,36,32,31,35,20,17,12,11,0
2022-04-05 17:00:00,9,5,11,12,13,8,6,17,18,38,37,27,34,31,26,22,16,0
2022-04-05 18:00:00,12,8,12,10,13,12,13,18,12,52,48,46,49,46,43,33,27,0
2022-04-05 19:00:00,5,3,5,8,9,7,10,11,12,51,48,43,50,49,41,34,28,0
2022-04-05 20:00:00,4,6,1,3,5,1,4,12,11,37,32,29,34,32,26,21,17,1
2022-04-05 21:00:00,2,1,2,3,3,4,0,5,5,24,27,25,32,28,27,21,18,0
2022-04-05 22:00:00,5,0,3,5,2,3,2,3,4,43,34,33,35,30,23,20,18,0
2022-04-05 23:00:00,5,6,2,5,0,0,4,3,1,28,20,19,28,23,13,11,8,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,20,21,21,22,16,18,23,21,20,2,0,0,1,2,1,0,0,0
2022-04-06 06:00:00,17,18,20,22,25,23,24,31,27,10,10,8,6,6,5,1,2,0
2022-04-06 07:00:00,38,44,44,50,52,54,55,57,50,17,15,9,7,6,4,2,1,0
2022-04-06 08:00:00,34,40,41,45,49,47,50,56,53,22,19,14,13,10,8,5,3,1
2022-04-06 09:00:00,24,25,25,32,34,36,44,45,44,13,11,11,8,7,6,4,3,0
2022-04-06 10:00:00,14,17,17,22,23,16,17,27,26,9,7,6,7,6,6,5,3,0
2022-04-06 11:00:00,10,11,11,15,17,17,16,18,19,11,10,10,13,11,6,4,5,0
2022-04-06 12:00:00,7,9,11,13,14,13,15,17,15,10,10,10,11,12,8,5,4,0
2022-04-06 13:00:00,5,9,16,19,20,6,20,19,18,15,13,14,15,11,9,9,8,0
2022-04-06 14:00:00,6,8,6,8,7,8,9,8,8,11,13,12,14,13,11,10,7,0
2022-04-06 15:00:00,6,7,6,8,7,6,7,9,10,20,21,18,17,15,15,13,10,0
2022-04-06 16:00:00,6,8,11,11,13,9,12,16,15,29,26,26,25,21,16,13,11,0
2022-04-06 17:00:00,8,9,10,10,10,11,10,19,19,29,26,25,31,29,24,18,15,0
2022-04-06 18:00:00,7,8,8,8,11,10,7,24,30,50,42,39,44,37,34,22,17,0
2022-04-06 19:00:00,7,9,10,13,13,13,14,13,10,47,40,39,46,42,42,32,25,0
2022-04-06 20:00:00,8,0,9,4,1,0,2,4,6,33,28,27,30,29,26,23,16,0
2022-04-06 21:00:00,3,0,0,2,1,0,3,4,5,29,22,17,23,20,19,12,9,0
2022-04-06 22:00:00,2,2,2,2,4,3,0,4,3,38,29,30,34,32,24,23,19,0
2022-04-06 23:00:00,1,0,0,3,0,4,3,1,2,24,19,17,17,15,18,14,8,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,20,21,21,24,26,18,19,27,24,2,0,1,2,3,2,0,0,0
2022-04-07 06:00:00,25,28,30,37,43,44,28,43,38,25,4,3,4,4,3,1,1,0
2022-04-07 07:00:00,39,45,45,47,51,56,60,63,58,23,9,8,6,4,4,2,3,0
2022-04-07 08:00:00,34,37,41,46,48,45,52,57,55,40,27,21,9,9,6,3,2,0
2022-04-07 09:00:00,23,30,33,41,44,53,55,54,54,14,13,12,7,6,5,3,4,0
2022-04-07 10:00:00,11,15,13,20,19,20,19,19,17,15,6,6,7,7,5,4,2,0
2022-04-07 11:00:00,10,11,12,19,11,10,9,12,11,12,9,8,10,10,7,5,2,0
2022-04-07 12:00:00,11,11,14,15,13,14,14,16,19,9,7,8,9,8,10,5,4,0
2022-04-07 13:00:00,7,7,7,10,10,10,11,15,18,13,13,11,11,8,8,7,2,0
2022-04-07 14:00:00,7,8,9,10,12,10,13,16,13,12,10,10,14,10,7,6,4,0
2022-04-07 15:00:00,8,9,5,11,11,8,8,12,10,19,17,15,21,16,14,11,7,0
2022-04-07 16:00:00,9,10,11,12,14,12,15,15,14,36,36,33,37,33,21,17,9,0
2022-04-07 17:00:00,6,4,6,7,13,14,7,20,16,30,26,24,34,33,28,17,15,0
2022-04-07 18:00:00,6,7,7,10,11,5,12,18,22,43,43,39,46,42,36,31,24,0
2022-04-07 19:00:00,5,3,5,10,9,10,4,12,10,46,37,35,40,37,34,30,27,0
2022-04-07 20:00:00,5,2,3,5,3,2,3,7,6,40,35,21,35,29,26,21,18,0
2022-04-07 21:00:00,2,0,1,0,0,2,1,2,3,43,25,26,26,23,24,21,16,0
2022-04-07 22:00:00,1,2,0,3,1,1,0,3,2,36,30,21,29,25,22,18,14,0
2022-04-07 23:00:00,2,0,1,2,0,0,0,3,0,26,20,20,22,17,16,15,14,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,26,28,27,28,29,23,28,25,19,2,0,0,2,3,1,0,0,0
2022-04-08 06:00:00,17,20,21,25,28,28,31,34,30,11,8,7,7,5,3,1,0,0
2022-04-08 07:00:00,36,40,40,50,54,49,56,53,54,19,7,7,5,4,3,2,1,0
2022-04-08 08:00:00,34,36,38,48,51,44,53,59,49,25,23,15,13,13,7,4,3,0
2022-04-08 09:00:00,18,24,25,39,43,46,52,33,44,22,16,12,10,7,6,3,2,0
2022-04-08 10:00:00,14,18,17,22,16,23,26,26,29,11,8,7,8,7,8,6,4,0
2022-04-08 11:00:00,12,16,15,16,18,17,16,18,19,16,16,15,13,10,7,5,1,0
2022-04-08 12:00:00,9,8,9,12,14,13,14,19,19,8,7,8,9,11,10,4,3,0
2022-04-08 13:00:00,9,8,8,10,9,10,10,12,9,11,7,8,8,9,9,7,3,0
2022-04-08 14:00:00,11,10,10,10,11,10,9,8,9,15,13,12,12,9,9,8,7,0
2022-04-08 15:00:00,6,8,10,10,11,11,7,15,7,21,24,22,19,16,16,12,10,0
2022-04-08 16:00:00,8,11,7,12,13,12,13,17,15,26,26,25,25,18,14,13,12,0
2022-04-08 17:00:00,8,8,9,10,12,12,8,15,18,33,29,28,31,29,24,20,14,0
2022-04-08 18:00:00,9,7,8,11,16,15,16,25,35,46,41,40,44,37,35,27,22,3
2022-04-08 19:00:00,8,9,10,12,7,10,14,14,15,48,39,35,38,36,30,28,21,0
2022-04-08 20:00:00,7,0,6,5,3,5,5,10,4,26,23,22,29,26,23,21,17,0
2022-04-08 21:00:00,6,2,1,4,4,5,4,6,0,33,30,25,25,22,21,19,15,0
2022-04-08 22:00:00,3,2,0,3,2,0,0,4,3,39,33,32,37,34,29,24,20,0
2022-04-08 23:00:00,3,0,0,2,1,5,2,4,1,37,33,32,32,29,26,19,16,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,18,7,17,19,20,20,21,19,16,1,1,2,3,3,2,0,1,0
2022-04-09 06:00:00,9,11,9,13,16,8,16,18,17,5,4,1,2,3,2,0,2,0
2022-04-09 07:00:00,9,8,14,18,21,24,25,15,26,5,4,2,5,5,3,0,0,0
2022-04-09 08:00:00,18,22,22,24,28,27,25,28,29,11,9,4,7,6,5,4,1,0
2022-04-09 09:00:00,16,18,20,24,30,31,29,32,26,9,12,14,12,9,8,5,4,0
2022-04-09 10:00:00,18,21,21,35,39,43,24,48,42,10,10,10,11,8,6,6,5,0
2022-04-09 11:00:00,15,24,24,26,30,32,26,37,38,14,11,9,9,7,6,3,4,0
2022-04-09 12:00:00,14,17,16,18,19,22,23,23,24,15,14,9,15,13,14,13,5,0
2022-04-09 13:00:00,10,12,10,18,17,17,20,25,23,18,15,14,14,12,16,11,9,0
2022-04-09 14:00:00,8,10,9,13,12,13,15,17,17,13,11,10,13,11,10,7,4,0
2022-04-09 15:00:00,10,9,11,11,13,16,15,22,22,17,15,14,16,14,10,8,7,2
2022-04-09 16:00:00,9,11,12,12,15,17,14,19,15,27,18,15,19,15,13,12,8,0
2022-04-09 17:00:00,8,10,10,12,14,16,15,19,21,33,28,28,26,20,24,17,15,0
2022-04-09 18:00:00,6,0,1,7,8,10,12,16,17,25,18,22,23,21,22,19,10,0
2022-04-09 19:00:00,8,9,4,8,5,5,1,8,11,21,17,15,25,22,23,17,15,0
2022-04-09 20:00:00,6,7,8,8,10,11,12,10,4,28,24,21,23,19,17,12,12,0
2022-04-09 21:00:00,4,5,6,7,4,4,6,6,5,30,22,18,22,23,20,17,13,0
2022-04-09 22:00:00,4,2,0,4,8,0,6,7,5,29,25,24,23,21,17,16,13,0
2022-04-09 23:00:00,3,2,0,3,1,4,0,3,3,36,31,30,29,26,19,16,14,0
2022-04-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 05:00:00,11,0,11,13,7,8,7,9,8,2,1,0,2,4,0,0,3,0
2022-04-10 06:00:00,7,10,6,6,12,13,14,15,6,4,1,2,3,2,2,1,2,0
2022-04-10 07:00:00,7,8,6,8,8,7,8,11,11,4,5,1,5,4,3,1,2,0
2022-04-10 08:00:00,11,7,11,14,13,14,15,21,19,8,4,3,7,6,5,2,1,0
2022-04-10 09:00:00,15,17,18,22,24,27,33,35,34,9,9,4,7,8,7,5,3,0
2022-04-10 10:00:00,19,20,20,25,28,29,23,24,25,10,7,6,12,10,9,6,4,0
2022-04-10 11:00:00,11,13,18,19,21,28,29,28,24,7,9,9,12,10,7,3,1,0
2022-04-10 12:00:00,11,16,12,16,19,16,20,28,27,12,12,14,15,14,9,7,6,0
2022-04-10 13:00:00,12,13,15,19,22,23,19,25,26,12,11,10,16,14,15,12,9,0
2022-04-10 14:00:00,10,9,8,12,16,8,9,18,19,16,15,13,12,11,13,6,4,0
2022-04-10 15:00:00,13,14,17,20,20,19,19,17,18,20,19,18,23,19,13,13,9,0
2022-04-10 16:00:00,8,8,10,11,12,11,12,16,10,23,20,17,21,16,12,11,10,0
2022-04-10 17:00:00,6,7,7,14,15,9,13,12,8,21,18,7,19,16,15,13,12,0
2022-04-10 18:00:00,10,6,15,18,19,11,10,19,17,30,28,29,31,28,25,20,16,0
2022-04-10 19:00:00,6,6,5,8,10,13,14,15,11,22,21,19,21,19,17,14,11,0
2022-04-10 20:00:00,3,1,3,6,8,4,4,12,11,26,21,21,23,21,18,16,15,0
2022-04-10 21:00:00,2,0,4,2,3,2,3,2,1,39,35,31,31,27,25,22,13,0
2022-04-10 22:00:00,1,3,0,4,0,0,1,2,3,26,21,21,22,21,17,14,13,0
2022-04-10 23:00:00,3,4,0,5,4,1,0,2,0,26,25,23,21,19,14,10,9,0
2022-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 05:00:00,24,25,26,30,31,19,31,29,26,1,0,1,1,0,1,0,0,0
2022-04-11 06:00:00,21,21,22,21,27,28,29,30,29,5,7,6,3,3,3,1,1,0
2022-04-11 07:00:00,46,53,53,57,57,56,58,60,50,18,12,10,6,3,3,2,1,0
2022-04-11 08:00:00,37,40,40,48,51,54,55,60,54,29,23,18,14,13,8,5,3,0
2022-04-11 09:00:00,17,22,23,38,43,47,50,53,50,22,20,19,14,11,9,5,3,0
2022-04-11 10:00:00,14,16,19,21,21,23,22,24,23,9,8,11,10,6,7,5,3,0
2022-04-11 11:00:00,11,12,11,13,15,15,13,15,10,10,11,11,12,9,10,8,7,0
2022-04-11 12:00:00,9,9,8,11,10,13,14,14,16,9,12,11,16,13,11,10,8,0
2022-04-11 13:00:00,7,8,11,14,14,15,16,14,13,16,12,10,12,11,14,6,6,0
2022-04-11 14:00:00,6,7,8,14,7,15,5,9,14,19,15,13,13,14,12,12,9,0
2022-04-11 15:00:00,8,9,8,8,9,8,8,10,9,16,14,13,19,15,14,10,7,0
2022-04-11 16:00:00,8,11,13,10,10,10,9,14,13,33,27,21,22,20,18,15,11,0
2022-04-11 17:00:00,5,7,11,12,11,9,10,12,10,34,22,38,45,39,28,25,18,0
2022-04-11 18:00:00,5,6,2,10,7,7,10,20,22,48,42,43,47,41,39,32,25,6
2022-04-11 19:00:00,7,9,10,12,13,8,12,15,12,38,39,33,44,44,37,31,23,0
2022-04-11 20:00:00,2,3,3,4,5,6,4,6,5,39,34,33,34,30,27,23,20,0
2022-04-11 21:00:00,2,2,1,4,1,0,0,4,3,33,27,26,27,25,25,21,17,0
2022-04-11 22:00:00,3,2,4,2,0,0,1,3,3,41,26,25,31,29,27,21,15,0
2022-04-11 23:00:00,2,3,0,2,2,1,1,1,1,37,25,22,23,21,16,14,10,0
2022-04-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
