Unnamed: 0,1_도원교통차고지(가상),2_청덕초교,3_국민대학교앞,4_롯데아파트,5_일성아파트,6_평창동주민센터,7_평창파출소,8_갑을씨티텔앞,9_세검정초등학교,10_상명대입구.석파랑,11_하림각,12_자하문터널입구.석파정,13_경기상고,14_신교동,15_통인시장종로구보건소,16_경복궁역,17_세종문화회관,18_시청앞.덕수궁,19_삼성본관앞,20_서울역버스환승센터,21_갈월동,22_갈월동4호선숙대입구,23_남영역,24_용산경찰서,25_용산꿈나무종합타운.원효로우체국,26_원효로2가,27_용문시장,28_중앙하이츠빌라앞,29_도원삼성래미안아파트,30_도화동현대아파트,31_공덕역10번출구,32_서울대동창회관,33_공덕역,34_공덕역10번출구,35_도화동현대아파트,36_도원삼성래미안아파트,37_중앙하이츠빌라앞,38_용문시장,39_남정초등학교,40_용산e편한세상,41_용산꿈나무종합타운,42_용산경찰서,43_남영역,44_숙대입구역,45_갈월동,46_서울역버스환승센터.강우규의거터,47_시청앞,48_서울신문사,49_KT광화문지사,50_경복궁역,51_통인시장종로구보건소,52_효자동,53_경기상고,54_자하문터널입구.석파정,55_하림각,56_상명대입구.세검정교회,57_세검정초등학교,58_화정박물관,59_서울예술고등학교.평창동주민센터,60_예능교회,61_벽산평창힐스아파트,62_롯데아파트,63_평창동삼성아파트,64_국민대앞,65_청덕초등학교,66_도원교통차고지(가상)
2022-03-15 11:00:00,2,3,8,11,12,15,17,15,18,17,19,21,24,20,23,18,17,7,7,6,6,7,9,9,10,7,6,5,5,6,3,2,4,3,4,7,7,7,8,0,8,10,9,10,12,13,12,15,17,17,18,17,17,16,14,12,11,7,6,10,4,8,6,2,0,0
2022-03-15 12:00:00,1,3,4,9,13,14,15,14,19,22,19,16,17,20,19,15,13,13,13,10,7,10,11,12,11,7,7,9,7,7,6,3,2,3,5,6,8,10,11,9,12,8,7,11,11,12,13,15,20,23,16,25,26,24,22,20,18,15,14,12,10,8,7,1,0,0
2022-03-15 13:00:00,2,3,5,8,10,11,16,17,15,19,23,22,24,24,20,20,15,11,17,13,10,7,10,10,9,8,9,8,7,5,6,3,4,6,6,8,8,9,10,11,11,10,6,10,11,15,17,15,19,19,18,19,18,16,14,13,12,12,11,9,8,8,5,1,1,0
2022-03-15 14:00:00,2,2,8,10,11,45,51,27,48,50,34,49,49,36,38,28,22,16,12,10,7,6,9,9,8,9,8,6,7,5,4,3,3,5,9,10,8,12,14,2,17,18,13,9,11,14,14,12,17,19,19,20,18,19,18,17,15,14,10,8,11,5,5,3,0,0
2022-03-15 15:00:00,2,5,13,14,13,17,20,18,24,30,33,36,50,54,54,30,29,29,24,18,12,9,14,15,15,12,9,7,6,5,3,3,5,6,7,11,11,13,12,10,11,10,10,16,18,21,25,24,26,29,29,25,27,26,26,23,19,16,15,13,12,8,4,2,1,0
2022-03-15 16:00:00,2,5,14,18,20,51,51,33,53,54,37,35,39,53,47,40,38,28,26,18,13,10,13,13,11,12,11,11,7,6,5,3,3,8,8,7,9,9,9,8,9,8,6,10,12,15,18,25,27,26,26,27,27,25,29,27,23,19,13,13,12,12,10,5,3,0
2022-03-15 17:00:00,4,8,21,25,22,37,38,42,45,54,56,54,56,56,56,43,36,26,25,22,18,17,17,17,15,14,13,13,11,7,3,3,5,13,9,10,8,8,10,11,13,15,10,16,15,19,28,33,31,35,34,32,32,31,30,25,24,21,18,16,12,8,6,3,2,0
2022-03-15 18:00:00,1,5,9,22,24,28,32,25,33,37,57,40,58,62,65,54,46,34,38,28,24,20,21,22,21,21,21,19,16,14,4,3,9,15,10,9,9,9,9,8,13,18,17,21,23,30,38,45,45,42,42,44,46,43,40,40,33,30,19,17,13,10,8,6,5,0
2022-03-15 19:00:00,0,2,8,8,10,12,18,17,17,20,20,20,22,23,24,29,21,17,21,18,18,15,24,15,15,15,14,14,11,9,5,3,7,11,9,8,8,7,6,5,5,6,6,10,10,15,18,23,33,41,39,35,34,37,37,35,27,20,15,14,11,8,5,3,2,0
2022-03-15 20:00:00,1,3,6,9,4,11,10,10,12,13,13,13,7,15,15,16,16,17,15,16,15,13,23,20,18,18,14,13,8,6,5,3,4,13,9,10,8,5,7,6,7,3,5,6,7,10,17,22,25,28,25,24,24,20,24,26,21,17,15,11,10,9,8,5,4,0
2022-03-15 21:00:00,0,3,7,8,5,7,9,8,8,10,4,12,14,15,18,16,22,21,23,10,9,8,9,8,5,6,6,5,4,2,0,1,4,8,7,6,5,6,10,9,7,9,7,7,7,9,10,17,18,24,25,25,24,23,21,22,17,14,11,10,5,7,5,3,2,0
2022-03-15 22:00:00,0,3,4,4,5,8,7,8,9,9,8,4,10,9,11,14,15,14,14,12,7,7,9,9,8,7,7,6,5,2,1,0,7,9,7,6,3,6,6,5,5,5,5,8,10,14,15,12,18,22,22,21,22,18,16,18,17,15,13,6,9,5,3,3,0,0
2022-03-15 23:00:00,0,0,0,0,4,3,5,0,6,11,9,7,5,3,4,6,6,6,7,4,3,3,5,4,3,5,7,6,4,2,2,1,2,9,7,5,2,1,3,2,2,0,3,7,8,7,9,11,17,23,21,20,13,12,19,18,15,11,8,7,6,4,3,2,1,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,2,1,2,5,0,6,9,12,13,15,16,18,18,19,19,15,9,5,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,7,2,1,6,7,3,9,10,7,9,10,11,9,7,13,9,6,5,3,3,2,1,4,5,3,0,4,0,2,1,1,1,1,2,2,3,5,3,6,0,0,8,7,9,8,7,6,4,5,6,5,4,1,2,0,1,1,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,4,5,3,8,9,10,14,16,17,19,22,17,21,19,20,20,13,9,8,4,5,4,5,4,3,2,2,1,2,3,2,0,1,3,4,7,8,9,8,3,9,12,5,6,8,10,9,12,13,16,13,12,5,5,4,6,6,5,4,3,0,1,2,0,0,0
2022-03-16 07:00:00,5,9,8,14,20,28,34,26,35,40,43,45,35,49,48,40,27,16,13,7,6,4,5,5,2,2,1,3,6,7,5,2,2,8,11,21,23,24,16,17,19,21,20,23,21,27,27,29,38,50,46,39,26,19,27,26,22,23,18,11,10,1,0,7,1,0
2022-03-16 08:00:00,2,6,5,11,16,22,28,30,35,38,39,43,38,40,38,34,26,18,13,13,14,12,18,20,16,12,9,10,10,11,7,5,4,15,20,26,27,26,23,25,33,35,35,42,45,51,36,40,39,54,50,40,38,36,35,31,29,28,27,24,22,21,20,5,3,0
2022-03-16 09:00:00,1,3,4,7,8,11,15,16,20,22,25,30,29,32,28,20,20,10,7,6,6,4,7,4,7,4,3,4,5,6,3,1,3,9,10,10,11,12,13,18,21,26,27,25,24,26,30,37,41,43,40,38,35,34,33,26,14,13,23,12,18,16,12,3,2,0
2022-03-16 10:00:00,1,2,3,7,7,11,18,19,22,23,25,29,30,26,28,25,20,12,10,7,6,4,6,7,9,6,8,6,6,4,3,3,2,3,4,7,8,10,9,3,9,9,8,11,12,12,13,20,24,26,26,25,24,16,22,15,16,14,12,11,10,9,7,3,2,0
2022-03-16 11:00:00,1,1,4,5,7,10,14,11,17,18,19,18,22,25,23,14,17,10,11,9,6,5,6,8,9,8,9,10,9,8,3,3,3,7,9,10,13,10,11,6,11,11,9,8,10,15,12,16,32,30,28,20,29,11,25,21,20,18,17,6,8,7,13,1,0,0
2022-03-16 12:00:00,2,3,6,10,12,15,22,10,25,26,25,15,16,25,20,19,15,8,9,10,10,9,11,12,11,8,6,6,7,7,4,3,2,4,5,7,6,8,9,7,8,11,12,14,13,12,12,15,19,20,19,18,17,16,17,14,13,10,10,8,7,9,6,2,0,0
2022-03-16 13:00:00,1,5,11,13,15,28,29,28,30,26,25,28,29,29,31,22,19,17,12,10,6,5,11,11,6,7,6,6,6,5,3,2,3,7,9,11,7,11,8,6,12,13,7,9,8,11,11,16,22,23,23,23,21,20,19,17,16,14,13,13,12,11,8,2,1,0
2022-03-16 14:00:00,1,3,7,8,10,16,21,18,26,27,28,29,45,46,40,30,19,14,15,12,10,9,9,10,11,9,7,9,9,8,3,7,1,4,6,9,9,9,10,9,9,8,8,9,10,14,17,21,21,23,24,21,23,24,14,22,18,14,12,11,9,5,4,2,0,0
2022-03-16 15:00:00,2,8,11,14,18,20,26,19,21,27,30,31,30,33,30,28,26,20,17,13,12,11,11,12,11,10,7,5,4,5,2,0,4,6,5,4,7,7,7,8,7,8,9,13,12,12,16,22,22,26,21,22,19,21,23,22,22,18,13,12,11,9,8,3,2,0
2022-03-16 16:00:00,0,4,14,16,11,36,40,41,46,47,48,49,50,49,38,36,31,26,25,22,21,18,17,17,15,19,15,13,9,5,3,7,5,7,5,10,7,8,7,9,8,11,8,10,12,13,14,20,20,19,20,21,19,18,16,15,13,11,8,6,10,7,6,3,1,0
2022-03-16 17:00:00,3,6,27,31,33,42,46,44,47,48,51,52,56,58,58,41,37,37,35,27,22,19,20,19,18,17,15,13,12,9,6,5,7,10,10,11,12,14,13,13,14,15,15,17,18,21,24,22,30,34,35,35,36,35,32,31,27,24,21,21,15,12,8,7,4,0
2022-03-16 18:00:00,2,12,22,24,26,32,40,40,46,52,52,53,56,60,63,57,48,42,42,35,31,19,25,28,28,32,31,26,24,21,7,7,7,11,9,8,7,7,10,10,12,21,16,19,19,21,28,35,41,53,47,49,50,35,49,44,34,26,18,16,13,12,13,9,8,0
2022-03-16 19:00:00,1,4,6,12,15,17,16,17,19,17,18,21,24,25,24,22,26,24,21,18,16,13,18,15,16,16,18,15,9,6,5,5,6,10,8,7,5,6,8,7,8,10,10,12,13,13,20,21,24,39,40,39,40,40,34,33,27,22,17,14,11,8,6,5,3,0
2022-03-16 20:00:00,1,3,7,4,6,6,9,11,6,14,13,13,16,26,27,22,17,11,13,11,10,7,8,9,9,8,10,8,6,3,2,1,4,11,7,6,6,5,4,6,7,7,8,11,12,14,19,22,25,24,27,24,23,21,22,21,16,12,9,7,6,7,4,4,1,0
2022-03-16 21:00:00,1,2,5,5,5,15,20,8,18,14,15,17,11,16,17,17,15,14,14,14,8,9,9,11,7,7,8,7,5,3,2,1,6,10,8,6,3,4,3,5,4,5,5,5,4,6,10,13,16,26,24,21,20,19,20,18,15,8,11,8,6,5,3,4,2,0
2022-03-16 22:00:00,1,3,6,5,6,8,8,6,9,13,8,10,11,13,19,19,16,14,14,9,9,4,16,16,7,14,14,12,8,5,4,3,3,5,2,5,4,4,3,3,2,0,3,4,6,8,10,14,16,21,17,15,20,11,20,15,17,14,11,7,5,4,3,2,1,0
2022-03-16 23:00:00,0,1,0,0,0,0,0,0,0,0,2,7,8,0,8,7,6,6,10,9,7,6,9,7,6,4,8,7,5,3,1,0,2,6,5,3,1,5,2,4,4,4,4,5,4,6,5,8,9,17,16,15,15,7,13,13,12,8,6,5,3,1,0,1,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,1,1,2,2,3,0,5,7,8,9,10,5,11,11,11,9,5,0,4,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,3,4,1,4,5,7,10,1,11,12,12,13,13,10,15,13,11,6,3,3,4,1,4,3,4,1,5,6,2,3,2,2,1,2,3,3,5,0,2,1,6,1,2,6,11,12,11,9,10,10,7,6,0,0,0,5,1,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,7,8,4,10,11,9,16,17,22,24,26,31,25,23,24,22,14,7,6,4,2,1,3,1,0,1,0,1,2,2,2,2,1,3,3,5,4,5,6,5,5,5,5,8,9,13,12,13,14,16,14,9,8,5,6,4,5,3,2,1,0,1,0,0,0,0
2022-03-17 07:00:00,8,10,13,23,28,34,41,44,45,46,49,48,47,52,52,48,25,13,11,9,7,3,4,3,4,1,0,3,5,4,4,4,2,6,8,14,15,16,17,17,19,21,19,21,23,29,29,37,45,54,50,45,26,26,25,24,24,23,13,10,8,2,1,5,2,0
2022-03-17 08:00:00,4,6,6,11,13,15,21,32,36,35,37,37,39,40,39,42,30,19,13,10,10,11,11,8,7,4,5,5,11,11,7,6,6,18,19,24,28,23,22,21,23,25,24,25,25,35,35,33,47,56,51,45,42,38,36,34,32,28,27,26,24,23,21,4,2,0
2022-03-17 09:00:00,2,3,5,8,16,13,15,16,20,21,24,28,27,29,26,17,15,10,8,6,4,5,5,2,6,4,4,4,5,7,4,3,3,13,15,17,17,15,16,10,19,22,24,21,19,20,21,25,30,32,33,30,25,22,28,23,20,22,21,18,15,12,9,2,0,0
2022-03-17 10:00:00,7,5,5,6,7,17,19,13,23,25,26,29,30,30,29,21,16,8,7,8,6,5,9,7,6,3,5,5,5,4,2,1,4,6,10,11,11,11,12,12,15,15,14,12,11,14,16,18,19,20,19,18,17,17,14,15,13,12,14,9,9,8,6,8,1,0
2022-03-17 11:00:00,0,2,4,7,8,12,16,24,25,27,27,28,29,27,22,14,10,8,9,4,7,6,5,6,5,7,6,2,3,4,2,1,3,6,5,7,7,8,7,7,10,10,9,11,10,17,17,16,25,27,28,26,24,23,14,21,19,17,19,12,15,12,10,1,0,0
2022-03-17 12:00:00,1,3,7,11,12,13,15,14,15,17,16,17,19,19,23,22,15,11,12,12,11,11,9,10,8,9,10,6,6,5,3,2,2,6,7,9,6,8,9,5,12,11,9,13,7,11,14,16,18,19,19,18,13,11,16,15,17,14,11,11,11,8,7,4,2,0
2022-03-17 13:00:00,2,6,8,9,11,12,15,14,18,21,23,22,22,23,25,24,18,17,17,7,8,8,16,15,16,16,14,15,7,5,2,1,4,6,8,6,7,9,7,8,10,11,10,14,15,12,13,15,17,20,23,23,22,15,14,22,21,13,11,3,10,8,11,1,2,0
2022-03-17 14:00:00,0,2,5,10,13,35,39,22,40,42,23,21,43,45,39,21,23,18,11,13,11,10,15,14,13,11,10,8,8,6,4,3,3,3,4,3,3,4,3,3,4,4,6,9,9,11,15,17,18,26,27,24,22,20,18,16,12,16,11,10,8,6,0,4,0,0
2022-03-17 15:00:00,2,5,11,13,15,34,40,41,42,45,33,35,39,40,42,34,27,19,16,14,12,11,17,17,13,7,13,11,10,9,3,4,5,9,8,7,8,9,8,7,8,8,6,15,11,15,17,17,17,19,18,18,17,15,17,13,15,12,10,7,6,5,5,2,0,0
2022-03-17 16:00:00,2,9,18,20,21,27,28,29,32,37,36,37,41,43,44,28,33,30,28,22,13,8,13,12,13,14,13,8,12,8,6,5,6,11,10,9,8,10,6,7,8,8,9,10,12,11,15,19,19,24,27,26,26,23,21,19,17,13,11,9,7,6,5,4,3,0
2022-03-17 17:00:00,5,9,22,24,25,30,38,37,40,53,55,53,56,61,57,41,36,27,31,20,16,13,18,21,20,20,20,14,11,8,4,5,5,8,6,6,7,7,10,6,7,9,10,13,12,15,17,17,30,33,31,29,29,26,25,25,21,18,16,15,14,8,6,4,4,0
2022-03-17 18:00:00,1,4,14,23,25,32,33,34,36,45,45,46,49,60,62,51,48,39,40,21,19,17,24,22,22,24,26,25,17,16,5,3,9,14,11,9,8,9,14,11,13,15,13,16,15,18,25,36,40,51,52,48,43,35,34,40,31,22,15,13,10,9,8,5,2,0
2022-03-17 19:00:00,0,4,7,10,12,13,14,13,15,16,23,23,17,28,32,21,27,19,27,22,19,15,17,16,10,19,20,20,16,9,8,1,7,10,6,5,5,5,7,6,6,6,10,13,7,13,18,21,38,43,39,36,22,33,32,30,23,17,15,11,9,6,6,5,3,0
2022-03-17 20:00:00,2,3,5,8,5,7,10,8,10,14,13,14,16,19,20,22,19,15,16,14,10,8,14,13,6,13,10,8,4,2,3,2,3,5,4,3,4,4,5,4,4,5,7,9,11,12,15,16,20,26,26,27,26,25,22,20,20,16,15,12,9,7,2,3,5,1
2022-03-17 21:00:00,0,2,5,6,3,10,11,6,12,10,10,11,20,22,25,22,21,19,21,19,18,15,21,18,16,14,13,10,5,2,3,2,4,7,9,8,7,8,7,8,4,6,4,6,6,10,13,13,18,24,24,23,24,22,23,21,17,14,13,5,8,4,3,3,2,0
2022-03-17 22:00:00,1,7,9,10,4,9,11,11,12,13,12,13,9,11,15,13,12,13,14,12,7,7,11,13,7,12,14,13,11,3,4,1,5,7,4,4,3,2,3,2,0,3,3,7,7,7,11,12,13,21,20,19,15,18,19,18,12,11,9,8,7,4,3,3,3,0
2022-03-17 23:00:00,0,0,0,0,0,0,0,2,0,9,4,12,5,11,10,9,12,10,10,10,10,8,10,12,10,9,7,5,3,2,1,0,3,6,3,2,1,2,1,2,3,3,4,7,4,8,10,15,17,19,16,15,14,12,9,10,9,7,7,6,4,3,0,2,2,0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 04:00:00,2,1,1,5,0,6,10,13,14,15,0,18,17,18,19,15,10,6,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 05:00:00,2,2,2,4,3,5,8,10,12,13,6,12,6,7,8,8,7,5,3,3,2,1,2,0,3,1,1,3,4,1,2,1,2,3,2,3,5,2,3,6,7,8,6,7,6,5,5,5,5,6,4,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0
2022-03-18 06:00:00,5,7,2,12,13,15,16,16,24,16,19,18,19,16,17,12,9,7,5,4,4,3,4,4,3,1,2,0,3,6,2,2,0,3,4,9,8,8,3,7,7,8,8,8,10,11,9,10,11,17,14,8,7,2,3,6,6,5,4,2,2,1,0,0,0,0
2022-03-18 07:00:00,6,9,11,17,21,26,31,28,36,37,43,42,39,40,38,31,22,12,11,7,4,2,3,5,2,4,2,1,7,6,2,3,1,6,9,13,16,17,15,16,17,16,18,25,27,34,35,40,49,50,48,40,24,22,22,21,23,18,13,10,5,8,5,7,3,0
2022-03-18 08:00:00,3,6,7,11,15,16,22,23,26,25,30,33,30,41,39,33,23,12,11,9,13,8,11,9,7,5,6,6,10,9,6,5,4,13,13,15,18,19,21,25,29,32,27,31,38,39,36,35,48,52,45,35,38,32,39,36,34,31,23,21,19,11,18,4,3,0
2022-03-18 09:00:00,1,3,4,10,11,16,21,22,27,29,30,32,23,36,36,24,20,13,11,7,7,6,10,9,8,5,4,4,7,6,4,2,2,7,10,9,12,10,14,9,17,17,17,17,16,20,21,22,24,33,30,26,25,22,23,20,20,19,17,8,18,14,11,3,0,0
2022-03-18 10:00:00,2,2,3,5,11,15,18,14,17,19,29,25,28,27,25,16,17,13,13,10,7,5,5,4,4,4,5,6,5,5,3,2,4,5,6,9,9,12,7,10,13,13,14,17,19,19,19,19,24,25,19,17,16,16,16,14,15,14,11,8,12,10,9,2,0,0
2022-03-18 11:00:00,2,3,11,5,11,14,17,16,22,26,18,24,24,22,20,18,16,16,16,14,9,8,12,13,12,11,8,6,7,6,4,1,3,4,5,7,8,8,7,3,8,5,9,9,8,11,12,13,13,20,15,15,15,13,12,11,12,11,10,6,9,8,9,1,0,0
2022-03-18 12:00:00,1,2,6,14,15,15,19,22,24,22,23,24,24,25,26,22,17,10,10,8,9,4,7,9,10,9,8,4,8,7,2,1,3,5,7,4,6,7,8,9,9,4,11,10,10,14,15,18,20,18,19,14,18,8,18,17,14,15,15,14,7,12,10,2,0,0
2022-03-18 13:00:00,2,4,9,11,12,15,19,20,23,22,21,21,25,25,27,16,16,12,11,8,7,5,10,8,9,9,10,9,7,6,3,5,1,3,3,6,6,6,7,6,10,10,10,13,17,19,22,22,28,29,25,30,23,22,18,19,29,28,20,18,16,8,14,2,1,0
2022-03-18 14:00:00,1,3,8,11,12,32,38,39,42,43,33,34,35,36,27,21,17,14,13,8,9,7,8,12,12,10,15,15,14,9,2,4,6,9,10,13,6,9,7,4,8,9,7,12,14,14,18,21,25,26,28,27,26,22,21,19,19,13,10,9,9,6,8,2,1,0
2022-03-18 15:00:00,19,5,14,16,12,41,43,42,43,41,38,44,45,45,41,28,22,15,15,12,12,9,10,12,12,11,11,10,8,6,4,1,2,6,5,7,6,8,9,10,9,12,7,13,14,17,17,17,20,24,22,21,22,20,19,19,18,15,12,10,9,8,4,2,1,0
2022-03-18 16:00:00,7,4,15,20,19,24,30,31,32,40,40,41,50,57,53,41,34,24,26,20,14,12,18,20,18,13,13,11,10,9,3,2,4,9,9,8,8,8,9,8,7,6,6,12,12,12,15,20,24,28,26,23,30,27,27,26,22,19,16,12,11,9,4,2,1,0
2022-03-18 17:00:00,2,9,23,29,23,36,42,43,43,44,44,46,49,46,49,43,35,28,27,18,16,14,16,16,17,19,14,16,12,8,4,2,10,13,9,10,6,8,10,9,8,12,7,15,17,16,18,23,27,31,31,28,27,23,22,23,19,17,12,10,9,6,5,3,1,0
2022-03-18 18:00:00,2,7,15,23,27,30,36,35,39,44,43,43,44,54,55,48,51,36,38,26,24,20,22,21,20,22,21,21,17,11,5,3,10,14,13,12,10,11,13,9,13,17,15,16,20,22,23,27,39,43,45,42,41,38,38,37,30,24,19,14,13,10,7,5,4,0
2022-03-18 19:00:00,5,2,5,6,0,8,11,9,12,21,22,15,16,27,27,18,18,17,17,14,12,11,13,13,14,12,11,8,5,3,1,1,3,9,6,4,6,6,7,6,5,7,8,14,14,15,23,27,30,41,40,38,38,34,33,29,27,24,22,19,18,15,11,7,5,0
2022-03-18 20:00:00,2,1,5,3,7,7,9,8,7,9,12,12,13,19,17,17,16,11,11,9,9,7,11,12,8,6,7,6,4,4,3,3,6,8,9,6,4,7,8,7,6,5,7,7,7,12,16,17,22,28,26,27,28,24,23,22,19,17,13,12,11,7,1,2,4,0
2022-03-18 21:00:00,5,3,6,6,4,7,8,9,11,13,18,9,25,22,20,19,22,14,8,10,6,6,8,7,7,8,13,9,6,7,2,1,4,9,7,6,5,7,6,4,6,4,4,6,7,10,10,14,23,26,22,20,21,15,21,18,15,10,7,6,5,4,3,2,1,0
2022-03-18 22:00:00,2,4,6,5,5,6,7,6,8,8,4,5,8,12,15,13,15,13,13,10,11,12,15,7,14,14,11,8,6,5,3,1,4,6,7,6,6,8,3,0,5,6,6,13,5,14,9,13,17,20,19,9,18,17,19,18,16,13,8,8,7,6,4,3,2,0
2022-03-18 23:00:00,0,0,0,0,0,0,1,0,1,0,0,0,3,4,6,5,5,4,7,6,3,4,10,10,9,8,7,5,4,2,1,1,2,4,2,2,2,4,1,2,1,2,4,6,6,10,18,18,21,28,26,19,18,25,22,19,17,15,12,11,7,3,1,4,1,0
2022-03-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 04:00:00,1,0,0,0,2,0,1,0,2,3,0,0,3,3,3,4,1,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 05:00:00,1,1,1,1,0,2,3,2,5,4,7,3,5,8,7,6,6,2,0,3,2,1,3,2,0,0,1,1,2,3,2,1,1,1,0,1,3,4,0,1,5,4,2,5,6,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
