Unnamed: 0,1_도원교통차고지(가상),2_청덕초교,3_국민대학교앞,4_롯데아파트,5_일성아파트,6_평창동주민센터,7_평창파출소,8_갑을씨티텔앞,9_세검정초등학교,10_상명대입구.석파랑,11_하림각,12_자하문터널입구.석파정,13_경기상고,14_신교동,15_통인시장종로구보건소,16_경복궁역,17_세종문화회관,18_시청앞.덕수궁,19_삼성본관앞,20_서울역버스환승센터,21_갈월동,22_갈월동4호선숙대입구,23_남영역,24_용산경찰서,25_용산꿈나무종합타운.원효로우체국,26_원효로2가,27_용문시장,28_중앙하이츠빌라앞,29_도원삼성래미안아파트,30_도화동현대아파트,31_공덕역10번출구,32_서울대동창회관,33_공덕역,34_공덕역10번출구,35_도화동현대아파트,36_도원삼성래미안아파트,37_중앙하이츠빌라앞,38_용문시장,39_남정초등학교,40_용산e편한세상,41_용산꿈나무종합타운,42_용산경찰서,43_남영역,44_숙대입구역,45_갈월동,46_서울역버스환승센터.강우규의거터,47_시청앞,48_서울신문사,49_KT광화문지사,50_경복궁역,51_통인시장종로구보건소,52_효자동,53_경기상고,54_자하문터널입구.석파정,55_하림각,56_상명대입구.세검정교회,57_세검정초등학교,58_화정박물관,59_서울예술고등학교.평창동주민센터,60_예능교회,61_벽산평창힐스아파트,62_롯데아파트,63_평창동삼성아파트,64_국민대앞,65_청덕초등학교,66_도원교통차고지(가상)
2022-03-05 04:00:00,0,0,0,1,1,0,1,1,2,2,3,0,3,0,3,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,1,0,2,1,2,3,0,4,6,8,10,4,11,11,9,8,5,4,2,3,4,6,4,5,4,2,2,2,3,1,2,0,2,0,3,2,5,1,2,3,0,4,4,5,5,6,0,2,7,5,0,0,4,0,2,2,1,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,4,3,0,5,6,9,10,14,6,5,7,10,9,10,10,9,8,5,4,2,3,1,4,3,0,2,1,0,2,1,0,0,1,1,2,2,3,2,2,3,3,2,5,7,9,6,7,5,7,8,7,6,5,4,6,3,2,3,1,2,0,2,1,0,0,0
2022-03-05 07:00:00,3,5,2,5,3,7,10,7,16,12,11,18,17,14,15,12,12,6,5,4,3,1,2,1,1,0,2,2,4,3,2,1,1,4,3,3,4,5,1,3,5,6,6,6,8,10,6,9,12,12,11,7,8,9,8,5,9,7,5,3,4,3,2,1,0,0
2022-03-05 08:00:00,4,5,6,5,7,11,14,15,16,11,13,14,14,17,13,11,12,6,7,4,3,3,4,4,3,3,2,4,4,2,1,1,0,2,3,4,5,6,6,5,7,8,6,11,11,12,13,16,20,20,20,19,17,14,13,5,11,10,8,7,5,4,3,2,2,0
2022-03-05 09:00:00,2,4,4,6,7,13,14,17,22,23,24,18,25,19,23,17,13,11,7,5,5,4,5,0,4,3,3,4,4,5,3,1,3,6,5,8,8,9,9,5,7,8,7,10,12,12,8,10,12,15,14,15,14,16,15,14,14,8,9,12,8,7,4,2,0,0
2022-03-05 10:00:00,1,4,2,8,11,12,16,18,23,21,27,32,34,34,30,20,17,13,14,9,5,5,10,9,12,11,8,6,5,3,4,1,1,3,5,6,7,6,6,9,10,10,8,14,15,16,16,20,19,15,15,13,11,10,10,9,11,10,8,3,7,6,4,1,0,0
2022-03-05 11:00:00,0,3,6,8,8,15,19,24,27,26,25,25,24,24,22,17,11,7,6,4,5,7,8,9,8,8,7,10,12,11,10,3,6,4,3,10,8,11,12,12,12,13,10,14,15,17,18,17,22,21,24,19,20,9,9,8,9,8,6,2,5,2,4,3,0,0
2022-03-05 12:00:00,1,4,6,7,10,13,19,18,20,22,25,27,26,29,29,26,21,15,15,9,9,8,15,14,12,12,10,11,8,8,4,2,6,10,8,12,19,21,10,18,17,17,16,17,18,13,19,17,18,18,19,12,11,18,18,19,19,17,12,10,7,4,3,2,0,0
2022-03-05 13:00:00,1,3,5,9,10,13,18,20,23,26,27,29,30,29,28,29,23,16,10,8,7,8,15,14,9,9,6,8,8,7,4,2,5,9,12,17,16,18,14,10,20,19,16,16,19,21,22,20,20,21,16,16,17,15,14,14,12,9,7,6,5,2,5,3,1,0
2022-03-05 14:00:00,0,3,4,16,17,20,23,23,26,28,29,33,36,38,38,28,26,23,22,16,11,9,12,11,11,7,11,10,5,4,3,2,5,6,7,7,6,10,9,8,8,8,12,15,18,19,24,28,27,26,24,26,21,16,14,13,14,10,8,7,5,2,4,2,1,0
2022-03-05 15:00:00,2,3,8,15,14,20,25,23,28,29,31,35,19,41,51,45,34,29,23,16,13,7,13,13,14,10,9,10,9,6,6,8,4,6,6,8,9,12,11,9,8,9,5,12,15,17,16,17,16,17,14,16,10,16,12,15,11,11,10,6,9,6,4,3,4,0
2022-03-05 16:00:00,0,7,9,17,18,23,28,29,31,34,27,33,34,37,37,24,19,20,18,12,15,12,12,10,14,14,12,9,10,7,6,4,5,9,2,10,10,8,6,7,9,8,6,8,11,18,19,25,28,27,29,29,28,24,23,21,18,17,13,10,6,7,6,4,3,0
2022-03-05 17:00:00,2,4,8,10,7,11,15,17,19,20,21,32,33,39,38,28,24,23,23,19,13,12,18,20,18,12,14,13,10,6,2,5,6,7,6,7,6,7,9,10,13,12,14,16,14,14,20,22,24,26,24,20,20,19,16,19,19,16,15,13,10,5,2,3,1,0
2022-03-05 18:00:00,3,4,3,4,5,7,9,10,15,16,20,16,22,23,23,24,23,16,16,12,9,7,9,6,8,8,9,8,9,8,4,3,4,10,7,9,7,8,7,4,6,9,9,12,15,17,24,25,26,25,24,27,24,22,20,16,14,11,8,4,7,6,5,3,1,1
2022-03-05 19:00:00,2,0,0,3,4,5,10,7,13,14,10,14,16,17,20,24,24,22,20,9,7,4,9,7,9,7,8,9,7,4,3,0,3,7,6,3,5,7,5,4,4,0,4,6,3,10,13,16,16,24,15,26,25,16,14,12,10,8,6,5,4,3,2,2,1,0
2022-03-05 20:00:00,1,0,0,2,4,2,3,4,6,9,9,10,12,15,19,21,19,13,11,11,8,9,11,10,7,5,5,3,3,2,1,1,1,3,2,3,3,1,1,4,3,4,3,5,4,7,10,13,16,18,20,20,23,22,16,15,11,10,8,5,3,2,0,4,3,0
2022-03-05 21:00:00,0,2,3,4,3,6,7,2,5,3,0,4,0,9,11,23,23,19,19,17,11,10,10,11,12,5,12,5,6,4,3,1,2,4,5,6,3,5,3,4,4,5,4,7,6,9,10,14,18,21,20,20,18,16,15,13,10,9,7,5,4,3,3,1,0,0
2022-03-05 22:00:00,1,0,1,1,1,4,5,6,7,0,4,3,3,7,8,10,9,9,7,9,8,4,10,4,6,9,9,6,3,0,2,0,1,3,2,3,5,2,5,6,4,5,6,9,8,15,15,26,32,33,32,28,30,28,26,24,23,19,15,8,13,10,3,8,5,0
2022-03-05 23:00:00,0,1,0,0,2,0,0,0,1,0,0,0,0,2,3,3,4,2,0,5,4,3,5,5,4,5,7,6,3,2,2,0,4,8,0,2,2,8,0,2,0,3,5,4,5,8,7,10,10,17,18,16,15,13,12,11,10,9,5,6,5,3,0,2,1,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,1,0,0,0,1,2,0,0,1,2,0,3,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,1,1,1,0,0,1,1,2,2,3,1,4,1,3,3,3,3,2,0,1,3,1,2,2,0,0,1,1,1,0,1,1,2,0,0,1,0,0,1,0,0,0,0,1,1,0,4,0,6,7,6,0,0,1,5,0,2,1,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,3,3,0,3,0,3,4,3,4,5,4,5,6,4,1,4,1,2,1,1,2,2,3,0,2,0,1,2,0,2,1,0,1,2,0,2,0,1,0,0,0,2,3,5,7,5,3,4,8,6,4,3,5,4,0,0,5,4,1,0,0,0,0,0,0,0
2022-03-06 07:00:00,3,3,2,3,4,5,10,7,11,12,10,8,0,7,7,4,7,4,3,2,3,2,2,3,1,2,3,2,0,2,1,0,0,0,1,3,1,5,3,6,7,2,4,4,4,6,4,7,9,14,12,6,0,1,5,3,4,0,0,2,3,1,1,0,0,0
2022-03-06 08:00:00,1,1,2,4,4,5,8,5,10,12,12,11,12,16,14,11,10,5,4,2,4,3,4,0,2,4,3,3,3,4,1,0,1,2,4,9,10,10,12,0,12,11,8,9,6,7,10,8,11,11,9,8,4,5,6,3,4,5,4,2,3,5,2,1,0,0
2022-03-06 09:00:00,1,3,2,3,6,7,11,7,15,15,14,15,14,17,17,14,13,10,11,6,5,2,7,6,2,1,2,0,5,0,2,1,0,1,4,8,6,8,5,7,8,9,8,13,13,17,19,19,16,16,15,17,14,11,13,13,12,12,10,7,3,3,6,3,2,0
2022-03-06 10:00:00,3,2,0,5,6,8,10,9,12,14,15,16,14,19,19,17,10,8,9,8,7,6,8,8,7,5,6,5,3,4,2,1,3,8,4,7,9,8,10,9,13,16,15,14,13,15,13,15,15,17,15,10,11,13,12,12,11,10,7,8,6,5,3,2,0,0
2022-03-06 11:00:00,2,3,2,6,5,9,13,14,16,18,17,14,19,13,15,11,11,9,11,15,13,9,11,11,8,7,6,4,4,3,1,0,3,2,7,11,13,14,8,8,12,11,6,15,17,19,16,18,22,18,16,14,15,13,11,10,8,4,3,2,0,1,2,1,0,0
2022-03-06 12:00:00,4,6,6,7,8,11,17,18,23,25,24,29,32,33,32,25,18,13,9,13,6,12,10,8,5,5,7,6,4,4,4,3,2,3,3,7,7,9,17,16,14,17,9,15,14,18,17,20,18,17,16,15,14,11,11,10,7,7,6,4,4,3,2,2,0,0
2022-03-06 13:00:00,1,4,6,10,8,14,15,16,18,20,22,24,27,31,30,30,25,17,13,8,7,5,7,6,5,7,6,4,4,3,2,2,2,5,4,8,6,9,10,4,11,11,13,19,21,19,20,28,28,27,24,22,13,13,13,12,12,9,8,4,3,3,2,1,3,0
2022-03-06 14:00:00,3,5,8,9,10,12,19,21,22,23,19,26,27,27,24,15,15,15,14,15,11,9,11,9,8,10,8,7,4,4,2,2,8,9,10,6,11,11,12,7,12,8,7,10,24,29,31,27,23,24,24,21,21,20,19,18,17,16,12,10,8,5,4,1,0,0
2022-03-06 15:00:00,1,3,3,5,8,12,14,11,18,24,26,28,17,30,29,25,25,22,22,13,12,9,10,10,9,8,6,8,5,4,2,6,1,4,4,5,7,7,9,6,7,9,7,9,11,14,18,18,19,21,21,22,15,16,15,13,13,8,12,10,7,2,4,3,2,0
2022-03-06 16:00:00,1,2,4,6,9,13,14,14,17,20,23,27,28,31,32,25,22,17,16,16,12,9,17,17,16,13,10,9,7,4,3,1,4,5,5,7,6,9,9,5,8,8,8,10,12,14,18,17,15,18,19,24,22,18,17,16,16,10,13,11,8,5,2,6,2,0
2022-03-06 17:00:00,1,2,3,9,10,13,16,18,16,19,19,20,19,22,24,21,19,17,17,14,12,10,12,13,10,9,6,8,5,2,1,3,2,6,4,5,6,5,4,5,6,9,9,8,10,10,12,15,16,22,22,19,21,20,20,18,17,16,10,11,10,7,4,3,2,0
2022-03-06 18:00:00,1,1,1,3,4,6,14,16,18,18,16,14,12,15,18,18,21,17,14,14,12,11,16,17,19,20,17,13,6,5,2,1,5,10,8,3,5,8,6,7,4,4,4,6,8,7,13,15,16,22,23,24,22,21,15,20,14,11,7,5,5,6,1,4,3,0
2022-03-06 19:00:00,1,3,3,6,4,8,10,9,10,10,9,11,12,12,13,20,19,16,17,16,12,12,12,14,13,14,10,9,8,4,3,2,4,7,6,5,6,5,3,5,8,9,10,15,13,13,14,15,18,24,24,20,24,20,23,19,17,15,8,7,6,4,1,3,1,0
2022-03-06 20:00:00,0,1,1,2,1,3,3,4,4,5,6,7,9,10,12,11,13,10,10,11,7,6,9,6,7,6,5,5,5,2,2,3,3,4,4,4,4,6,7,0,3,6,8,9,5,10,11,12,15,20,22,23,18,15,14,12,9,8,6,4,4,2,3,2,1,0
2022-03-06 21:00:00,0,1,1,0,2,3,5,4,2,5,1,2,4,3,7,8,10,10,4,10,10,4,12,5,10,8,9,6,5,1,0,1,2,4,3,2,2,2,2,0,2,0,3,11,4,20,25,32,34,34,28,13,27,25,24,20,16,14,9,6,8,6,0,3,2,0
2022-03-06 22:00:00,0,0,0,1,0,2,3,4,2,3,0,3,4,4,4,7,4,3,2,7,6,5,8,7,6,5,7,6,4,3,1,1,3,4,3,3,1,3,0,0,4,3,4,6,7,7,10,13,13,19,14,18,12,13,23,18,18,17,14,15,13,10,5,9,3,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,1,2,1,0,3,2,3,1,1,1,0,1,0,0,1,2,0,2,0,0,1,0,1,3,3,2,3,4,6,8,12,14,10,13,12,11,7,10,5,4,4,5,4,3,1,2,2,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,1,1,2,6,8,1,11,14,16,19,20,2,21,22,22,18,12,8,0,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,2,2,3,4,4,5,7,5,11,12,13,14,14,12,11,9,7,6,5,1,2,3,4,3,1,0,1,2,3,5,3,2,1,2,2,3,4,5,4,0,6,5,4,8,8,7,8,6,6,6,5,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,4,4,2,9,9,11,16,15,19,20,22,22,23,24,27,17,14,8,9,3,3,3,6,5,1,3,2,5,5,5,3,1,2,2,3,5,6,7,7,8,9,9,9,12,13,12,14,15,14,10,8,7,4,6,7,3,7,6,4,1,2,3,1,2,0,0
2022-03-07 07:00:00,7,12,11,20,22,26,35,37,38,39,42,43,39,36,40,34,27,14,14,11,5,1,4,3,4,3,3,4,7,7,4,3,1,5,11,18,21,24,25,24,27,33,26,30,31,33,33,32,41,53,50,20,19,20,17,15,13,12,9,8,7,4,4,0,1,0
2022-03-07 08:00:00,4,4,6,9,14,18,25,25,31,33,40,44,42,42,45,38,31,15,16,17,17,15,21,22,21,18,16,11,16,13,11,7,6,18,23,29,30,30,27,30,34,35,37,38,39,41,36,44,48,58,52,45,32,34,33,29,30,24,19,13,12,11,10,2,1,0
2022-03-07 09:00:00,1,4,3,6,6,13,20,21,25,27,28,23,26,23,21,17,15,10,9,10,7,6,7,8,8,5,3,5,8,9,5,8,4,10,15,19,19,17,15,17,18,18,23,24,25,21,23,26,23,26,26,25,20,24,23,17,18,18,17,13,15,13,12,1,0,0
2022-03-07 10:00:00,1,2,3,6,8,15,21,21,24,28,28,18,28,29,24,19,17,12,7,7,5,3,4,4,4,3,4,3,3,1,2,0,3,5,4,7,6,6,7,7,10,7,11,11,12,12,12,15,21,23,22,21,20,18,17,15,17,16,14,11,10,8,7,3,1,0
2022-03-07 11:00:00,1,2,5,7,9,9,19,21,23,21,22,23,23,22,21,18,15,12,10,11,8,4,6,7,7,5,4,3,5,5,2,3,3,6,6,10,7,9,8,7,6,5,4,9,6,11,9,13,14,15,18,19,11,16,14,6,12,11,10,9,8,8,8,3,2,0
2022-03-07 12:00:00,2,4,7,10,12,15,17,17,18,20,20,20,23,27,26,20,14,14,10,9,6,7,8,6,8,7,7,5,4,4,2,3,4,3,5,8,14,9,11,4,8,6,10,10,10,13,13,13,19,23,22,22,19,20,17,18,18,16,11,8,6,7,6,3,1,0
2022-03-07 13:00:00,2,4,6,8,11,12,15,11,12,18,16,19,25,23,22,15,13,12,9,5,6,4,7,9,8,7,6,8,6,5,3,3,5,7,5,6,5,5,2,4,4,6,6,8,9,13,16,16,18,22,25,25,10,23,22,19,20,17,14,10,11,7,5,2,1,0
2022-03-07 14:00:00,0,1,4,6,7,10,15,12,18,19,20,17,33,35,37,22,16,13,15,9,7,6,11,12,11,9,9,9,7,4,5,3,3,6,9,13,16,16,15,14,14,16,14,11,12,16,14,15,18,23,19,18,20,20,18,18,17,11,7,8,7,5,4,3,1,0
2022-03-07 15:00:00,2,3,12,13,9,17,20,15,22,17,17,18,25,24,25,23,21,15,14,11,11,10,15,17,19,20,18,17,15,11,10,9,2,6,4,6,5,10,10,9,8,9,9,12,10,15,19,22,22,29,29,32,30,31,32,29,24,17,15,14,3,12,10,4,0,0
2022-03-07 16:00:00,1,6,11,16,15,18,23,22,22,29,31,35,36,45,46,34,38,25,21,21,20,15,17,16,17,14,10,8,6,3,2,1,3,7,7,7,6,7,9,11,12,11,14,8,11,15,16,23,20,31,29,30,28,26,23,23,25,23,16,13,9,7,3,3,6,0
2022-03-07 17:00:00,1,4,16,19,21,29,34,31,35,42,44,48,50,52,51,51,38,24,26,20,16,12,17,16,15,16,14,13,9,6,4,9,5,10,8,9,6,8,9,9,9,9,11,13,14,14,20,26,26,25,24,26,27,22,28,27,20,15,11,10,7,6,4,5,5,0
2022-03-07 18:00:00,1,2,10,17,21,22,30,31,38,45,46,49,48,46,43,43,39,29,35,27,28,26,28,28,22,23,19,19,20,19,4,3,8,13,11,10,9,13,15,14,12,15,16,25,28,33,42,39,43,48,44,43,40,39,37,34,29,22,19,17,16,13,11,6,3,0
2022-03-07 19:00:00,1,3,5,6,7,10,12,7,12,14,17,19,16,18,22,21,24,21,27,22,19,17,20,19,14,13,14,12,9,5,2,1,5,16,8,7,10,12,5,3,4,5,6,14,14,15,20,26,28,32,31,32,27,33,34,34,24,18,11,9,7,4,3,3,2,0
2022-03-07 20:00:00,1,2,3,4,5,7,9,10,11,8,9,10,11,15,18,15,14,12,13,11,9,8,11,12,10,11,10,8,5,4,2,2,4,8,6,4,3,4,11,10,9,11,12,13,10,9,14,17,19,27,26,26,25,22,21,21,19,14,10,8,6,4,2,3,1,0
2022-03-07 21:00:00,2,4,3,4,7,7,9,10,10,9,11,7,20,21,12,14,15,15,14,11,12,14,13,13,12,13,7,8,6,3,2,1,2,7,4,3,3,7,3,4,6,5,6,6,9,11,15,18,17,19,17,17,16,15,15,16,12,9,7,6,4,4,6,3,1,0
2022-03-07 22:00:00,3,5,6,4,5,7,6,3,0,12,4,9,1,9,10,9,9,10,12,9,6,6,9,11,10,7,7,8,4,4,1,0,4,4,3,3,2,1,0,0,4,3,3,4,5,6,7,11,14,16,18,18,16,15,11,13,10,8,6,5,4,1,0,4,1,0
2022-03-07 23:00:00,0,2,0,3,4,1,6,0,2,5,0,1,0,0,5,8,5,7,4,4,5,2,5,8,4,2,5,3,2,0,1,1,1,2,2,0,1,2,4,4,1,1,4,4,6,5,5,9,10,18,16,16,4,14,15,13,12,7,5,2,3,3,0,2,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,1,1,2,5,6,3,9,11,12,14,15,16,0,17,17,13,8,5,4,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,2,1,0,5,2,6,7,4,8,9,6,10,9,7,10,8,6,7,4,4,3,4,4,3,4,0,5,4,6,5,2,2,4,6,4,2,6,8,9,10,11,12,11,10,10,11,7,5,6,0,3,2,0,3,0,2,1,1,0,0,0,1,0,0,0,0
2022-03-08 06:00:00,6,7,4,10,11,16,19,20,30,21,31,23,23,22,23,20,11,6,5,4,3,2,3,1,3,2,2,3,4,4,3,3,1,3,4,6,8,8,7,3,5,8,8,6,6,8,6,10,14,15,8,4,3,4,5,0,4,2,3,0,3,2,2,1,0,0
2022-03-08 07:00:00,6,9,10,15,19,22,31,33,39,43,49,41,40,44,40,29,23,16,11,8,6,4,3,2,4,3,3,3,7,6,3,3,3,8,9,16,16,16,18,19,22,24,21,27,28,27,23,31,40,51,41,23,17,16,14,12,15,13,11,10,7,5,4,4,0,0
2022-03-08 08:00:00,3,6,6,9,13,17,24,26,32,35,32,50,48,47,50,38,25,18,16,14,22,21,25,16,13,10,10,7,12,12,9,5,3,14,19,25,27,27,23,23,23,22,25,30,35,43,38,38,41,54,49,44,36,34,36,34,24,22,21,20,17,15,14,6,2,0
2022-03-08 09:00:00,3,2,6,10,13,21,30,31,37,40,38,40,39,40,39,30,24,12,10,7,4,3,5,6,5,1,5,4,7,5,3,2,3,5,7,9,13,16,14,13,13,14,14,18,19,18,13,18,22,25,22,21,21,18,20,18,18,16,13,12,12,8,3,2,1,0
2022-03-08 10:00:00,1,3,3,11,12,14,13,15,20,19,21,24,26,32,29,24,21,12,9,8,7,5,6,6,5,3,4,3,3,5,2,1,3,4,5,9,8,9,6,8,9,10,7,8,9,12,11,17,34,38,42,42,12,12,34,16,15,14,11,7,10,6,4,1,0,0
2022-03-08 11:00:00,1,1,3,4,8,13,17,14,18,17,16,18,19,20,17,14,12,13,12,9,7,6,9,10,9,3,6,4,4,5,2,3,2,6,5,6,7,8,7,0,8,9,11,12,12,13,19,21,20,14,13,12,12,11,14,13,13,12,12,7,10,8,6,2,0,0
2022-03-08 12:00:00,1,2,4,8,12,16,18,14,18,17,19,23,25,24,24,15,13,11,9,10,9,8,13,8,12,5,11,8,5,6,2,4,4,9,8,10,9,11,10,9,9,8,8,11,13,17,16,17,16,16,19,20,19,16,13,14,15,14,15,15,13,12,6,1,0,0
2022-03-08 13:00:00,1,5,7,14,8,18,14,20,17,19,20,16,20,21,23,21,17,10,11,10,6,5,7,9,9,8,8,9,8,6,3,1,3,5,5,7,7,9,7,3,8,11,11,14,14,15,15,16,20,25,23,20,23,21,19,19,18,15,13,11,10,9,7,3,1,0
2022-03-08 14:00:00,2,1,11,14,15,18,19,10,23,27,27,24,26,29,27,22,21,19,15,12,10,8,9,12,12,13,9,8,5,4,3,2,2,5,5,4,6,7,5,5,7,9,6,16,15,16,17,17,19,19,19,17,18,17,14,12,13,8,8,4,4,4,3,2,0,0
2022-03-08 15:00:00,3,4,9,11,13,18,20,17,22,24,25,26,42,42,38,29,20,15,13,10,8,7,13,13,10,10,10,8,8,6,4,3,5,5,7,9,8,9,8,8,6,8,9,9,9,10,18,12,14,18,17,20,21,19,17,18,16,15,7,7,6,6,5,3,2,0
2022-03-08 16:00:00,1,4,10,16,16,19,21,20,24,30,24,32,28,36,37,35,32,20,23,18,14,13,22,26,28,28,25,21,11,7,6,2,6,9,7,11,11,12,10,11,12,11,10,10,15,18,23,24,26,29,29,37,41,26,39,35,36,27,16,13,11,9,8,6,6,0
2022-03-08 17:00:00,2,6,16,20,22,28,37,38,35,44,45,47,48,51,52,44,34,27,27,20,19,11,24,12,10,9,10,11,9,7,3,2,6,8,6,8,9,12,15,13,12,13,13,15,14,18,20,20,28,35,34,32,31,27,26,23,22,15,11,11,6,4,3,7,6,0
2022-03-08 18:00:00,7,3,8,14,18,24,33,35,35,40,41,44,46,55,54,45,41,35,39,29,27,20,23,25,22,20,23,20,17,15,3,3,5,13,14,13,12,13,20,19,19,22,19,18,21,21,24,26,39,49,47,50,49,43,39,35,25,23,15,15,11,7,6,4,1,0
2022-03-08 19:00:00,2,4,7,9,11,12,15,15,15,25,33,34,41,30,38,31,28,20,22,20,16,15,21,18,18,18,15,16,13,10,3,3,8,16,15,11,10,16,17,8,13,10,9,12,11,15,21,24,30,32,33,34,33,34,34,32,27,24,17,15,12,9,8,6,4,0
2022-03-08 20:00:00,1,6,10,6,6,8,14,13,17,17,8,20,20,23,25,21,16,14,11,10,9,7,12,13,12,8,10,11,5,3,2,1,2,7,5,6,5,4,4,5,4,5,6,9,10,14,14,18,20,25,25,27,26,23,20,21,18,14,11,8,7,4,1,3,2,0
2022-03-08 21:00:00,0,4,5,4,4,6,8,6,10,11,12,0,10,12,14,18,19,23,25,17,15,14,20,17,16,15,14,12,9,7,4,2,4,6,5,4,5,5,3,1,6,5,5,7,5,6,9,22,21,26,23,23,22,22,21,20,17,13,10,8,7,6,5,2,1,0
2022-03-08 22:00:00,1,2,3,6,4,6,9,0,8,9,7,11,3,10,9,9,18,19,22,12,14,7,15,13,14,14,12,10,8,7,4,2,4,6,4,5,3,2,4,4,3,1,5,6,5,7,15,16,22,23,22,20,16,21,21,16,13,12,8,5,6,2,5,3,1,0
