Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_은평뉴타운10단지,4_구파발역.롯데몰,5_진관동주민센터.은평우체국,6_동부센트레빌324동앞,7_동부센트레빌320동앞,8_신도초교.은평메디텍고등학교,9_신도중학교,10_폭포동.은평노인종합복지관,11_은평경찰서,12_연신초등학교,13_불광지구대,14_새장골유래비,15_연서시장,16_연신내역,17_동명여고.천주교불광동성당,18_불광역3.6호선,19_불광역3호선.서울혁신파크,20_한전성서지사.북한산푸르지오,21_녹번역,22_산골고개,23_홍제역(중).서대문세무서,24_홍제삼거리.인왕산한신휴플러스,25_무악재역,26_안산초등학교,27_독립문역.한성과학고,28_영천시장,29_금화초등학교.서울시교육청,30_서대문역사거리.농협중앙회,31_서울역사박물관.경희궁앞,32_광화문,33_종로1가,34_종로2가,35_종로3가.탑골공원,36_종로4가.종묘,37_종로5가.광장시장,38_종로6가.동대문종합시장,39_동대문역.흥인지문,40_동묘앞,41_신설동역,42_용두동사거리,43_제기동역.서울약령시,44_청량리수산시장,45_청량리역환승센터,46_청량리미주상가앞,47_서울성심병원,48_떡전교앞,49_서울시립대학교앞,50_전농로터리시장.동부교육지원청,51_전농우체국앞,52_청솔우성아파트.답십리시장,53_답십리2동두산아파트,54_답십리2동한양아파트앞,55_동답한신.대림아파트동대문체육관,56_촬영소사거리.동답초등학교,57_동답초교.대림아파트,58_동답한신동아아파트,59_동아.위더스빌아파트,60_자동차부품상가,61_답십리초등학교.현대시장,62_답십리2동시온교회앞,63_청솔우성아파트.답십리시장,64_전농우체국앞,65_서울시동부교육지원청.해성국제컨벤션고교,66_서울시립대입구,67_떡전교앞,68_서울성심병원,69_청량리역환승센타,70_청량리.청과물도매시장,71_제기동역.서울약령시,72_용두동사거리.한국의류시험연구원,73_신설동역,74_동묘앞,75_동대문(흥인지문),76_종로6가.동대문종합시장,77_종로5가.광장시장,78_종로4가.종묘,79_종로3가.탑골공원,80_종로2가,81_종로1가,82_광화문,83_서울역사박물관.경교장.강북삼성병원,84_서대문역사거리.적십자병원,85_영천시장,86_독립문역.한성과학고,87_무악재역,88_인왕산.홍제원아파트,89_홍제역(중).서대문세무서,90_산골고개,91_녹번역,92_한전성서지사.북한산푸르지오,93_불광역3호선.서울혁신파크,94_불광역3.6호선,95_동명여고.천주교불광동성당,96_연신내역,97_연서시장,98_종로약국,99_불광지구대,100_북한산대창센시티아파트,101_은평경찰서,102_폭포동,103_은평노인종합복지관.신도중학교,104_신도초교.은평메디텍고등학교,105_두산위브205동앞,106_두산위브253동앞,107_진관동주민센터.은평우체국,108_구파발(가상),109_구파발역2번출구,110_은평뉴타운10단지,111_진관공영차고지
2022-03-05 04:00:00,1,0,1,2,2,2,3,2,3,4,6,9,11,7,13,8,14,14,16,19,20,20,22,7,23,24,8,22,15,6,21,19,18,14,14,7,6,11,20,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,1,2,0,1,1,3,1,3,1,6,7,4,5,4,5,8,7,8,10,12,13,13,0,12,14,13,11,10,15,14,8,11,13,6,10,8,13,12,10,16,14,12,8,5,3,4,9,8,6,7,8,7,3,2,3,2,2,1,2,4,5,8,7,6,7,6,6,5,0,0,0,0,3,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,1,1,2,3,4,1,4,5,4,1,2,6,8,7,8,9,5,10,10,13,12,7,12,9,8,10,11,13,10,12,11,10,9,8,10,5,5,6,9,6,8,5,6,7,6,4,2,3,1,3,2,2,1,2,0,1,3,5,5,0,7,8,13,14,15,15,14,13,12,9,10,9,8,9,10,9,8,6,8,6,5,7,2,6,9,8,2,6,4,6,8,7,6,7,6,5,4,0,3,2,1,2,1,2,3,2,1,2,1,0,0
2022-03-05 07:00:00,0,1,2,6,6,5,5,7,6,7,8,15,18,16,8,9,10,9,11,8,11,12,16,17,12,11,16,17,12,15,12,12,11,9,9,8,9,8,10,9,4,8,4,3,4,0,0,3,5,5,4,1,4,3,2,2,2,4,5,4,5,7,9,15,9,14,11,13,13,13,12,11,11,4,12,6,11,5,7,7,8,8,7,9,11,5,4,4,5,4,6,8,6,7,4,4,8,6,10,7,7,6,8,9,10,10,8,6,1,0,0
2022-03-05 08:00:00,1,2,2,26,28,25,14,7,7,9,9,16,19,18,14,16,17,19,20,20,21,20,21,25,26,21,25,26,24,20,17,15,15,12,14,10,13,11,12,11,10,12,10,7,5,0,6,7,6,6,6,5,6,5,5,4,5,5,7,7,8,9,11,13,18,24,26,27,12,14,13,12,11,10,12,11,11,8,12,9,7,8,10,11,13,11,12,10,13,13,14,13,14,14,12,13,15,14,13,12,11,13,9,9,12,8,5,5,2,1,0
2022-03-05 09:00:00,1,0,2,6,11,11,11,10,11,12,13,20,29,27,21,22,21,22,26,27,27,28,29,29,30,27,30,29,26,24,22,22,23,20,17,16,14,14,8,9,10,12,12,13,18,17,13,16,15,12,6,12,13,12,10,9,6,6,9,7,9,12,16,18,23,26,32,30,26,25,22,20,20,20,26,18,19,18,15,13,14,12,11,16,18,17,14,10,15,15,18,15,14,14,13,10,11,10,10,10,12,9,5,15,13,11,8,4,1,0,0
2022-03-05 10:00:00,0,1,2,6,9,10,13,16,14,18,17,24,23,23,18,21,24,28,30,31,29,27,34,38,37,36,34,35,34,31,28,25,22,22,19,17,16,17,16,13,12,12,9,10,11,9,13,14,11,8,7,10,9,6,8,8,4,6,5,5,8,9,13,16,23,25,26,25,15,19,18,18,16,19,18,17,21,18,18,18,15,14,14,19,17,10,4,12,10,9,10,14,12,13,12,8,15,13,10,8,9,10,11,18,20,16,18,15,2,0,0
2022-03-05 11:00:00,0,0,1,13,14,15,13,14,15,20,22,28,29,25,20,25,24,24,25,29,31,31,39,42,44,43,42,47,50,50,46,44,41,39,31,24,17,17,17,16,15,13,9,13,19,18,19,17,15,10,8,9,5,8,4,7,9,8,10,7,10,12,17,20,22,25,25,22,20,22,21,20,18,20,23,25,29,29,31,19,19,21,24,26,27,25,23,24,30,25,23,26,27,33,26,25,15,15,14,14,12,16,17,31,32,27,24,23,17,1,0
2022-03-05 12:00:00,0,2,4,35,40,38,28,18,15,15,18,19,17,20,21,25,27,28,28,27,28,28,33,37,37,22,33,34,31,34,34,32,30,24,24,23,24,28,25,20,20,20,17,18,24,14,23,22,18,16,12,11,11,10,11,9,7,10,11,10,11,13,17,22,23,26,26,27,22,22,20,21,20,21,23,23,22,22,32,33,35,36,37,35,36,33,32,30,31,35,36,35,35,36,31,26,34,35,34,29,28,27,19,20,11,19,15,9,2,0,0
2022-03-05 13:00:00,2,0,2,11,16,17,19,20,20,19,15,20,22,20,15,15,18,24,27,25,25,34,42,41,42,30,44,49,49,47,47,44,38,34,33,29,23,23,21,23,19,16,19,18,17,14,16,16,13,12,7,12,11,11,8,5,7,10,10,6,14,15,19,22,28,26,24,24,21,25,25,25,26,29,32,31,29,27,31,33,33,32,31,26,22,20,21,20,21,20,16,20,25,23,21,11,17,19,17,13,7,11,12,17,19,18,12,9,2,0,0
2022-03-05 14:00:00,0,1,1,20,26,26,26,26,24,26,26,31,24,21,16,17,17,20,23,24,28,26,22,25,26,27,26,33,32,31,29,25,24,27,34,29,23,24,22,24,22,20,17,17,24,18,24,22,21,17,14,10,8,7,8,13,10,7,7,6,9,11,17,22,21,21,22,21,23,28,28,28,26,27,30,34,37,34,33,29,28,28,29,31,27,26,27,25,26,28,27,26,18,19,16,12,19,21,18,15,12,9,10,19,22,19,18,15,2,1,0
2022-03-05 15:00:00,2,2,3,10,13,14,14,22,22,24,24,28,30,27,19,23,21,25,28,29,29,29,36,37,31,37,37,33,24,32,33,31,30,27,27,23,23,25,24,23,24,23,20,19,32,30,30,29,25,21,17,14,12,12,7,11,7,7,9,4,12,15,17,22,23,23,26,26,20,20,20,19,22,24,31,32,37,39,39,42,43,45,46,46,39,37,36,32,25,28,23,23,21,17,16,11,21,18,20,19,4,22,18,35,39,38,35,31,6,3,0
2022-03-05 16:00:00,1,0,2,22,12,13,17,15,17,14,20,20,23,18,24,23,22,21,20,21,16,18,19,21,22,0,24,23,22,23,24,28,31,27,27,23,29,32,31,35,37,35,26,24,34,27,32,27,26,25,23,20,18,11,12,14,9,8,8,7,5,8,13,14,16,18,19,20,17,16,24,18,25,27,34,33,34,32,37,39,41,43,42,40,42,44,37,33,35,32,30,29,30,28,21,14,20,20,14,13,12,11,9,17,19,17,14,12,2,1,0
2022-03-05 17:00:00,0,3,2,11,14,16,17,14,13,18,17,17,19,20,14,13,11,13,15,13,11,12,19,23,14,13,24,26,24,22,21,19,22,23,22,23,23,25,24,24,25,27,25,25,24,22,23,31,24,18,16,14,9,7,13,11,9,7,6,5,10,5,10,12,16,17,20,21,23,26,27,26,21,26,26,35,42,40,38,43,41,43,46,42,40,38,35,27,26,26,23,20,18,16,14,15,23,24,18,16,13,15,14,11,8,9,7,6,2,0,0
2022-03-05 18:00:00,1,3,3,10,12,13,14,12,11,10,11,12,13,12,7,8,9,8,10,11,10,8,9,11,8,0,12,13,13,14,15,15,15,15,18,20,22,17,20,19,20,20,19,20,42,17,40,35,30,21,13,11,7,5,6,4,4,3,5,5,9,10,9,11,11,14,13,11,11,14,12,13,22,25,28,28,38,36,34,38,37,39,36,42,38,36,34,29,25,24,26,25,18,22,18,15,18,16,12,9,18,17,15,9,8,7,5,3,1,0,0
2022-03-05 19:00:00,0,0,1,9,11,11,10,5,6,9,10,9,5,7,8,10,11,13,16,16,15,13,15,16,15,14,11,11,11,10,11,10,11,12,15,15,20,21,22,19,19,16,14,16,20,22,22,18,17,14,15,12,12,10,9,10,4,4,3,2,5,3,9,10,9,5,9,10,10,9,8,2,9,8,15,20,23,20,23,33,32,37,34,36,36,32,31,26,19,16,17,17,15,14,13,15,19,21,17,12,8,11,5,10,8,5,5,4,2,1,0
2022-03-05 20:00:00,1,2,0,9,9,9,8,10,9,8,11,10,9,7,8,11,12,10,7,7,5,8,4,5,5,0,7,8,8,9,9,8,9,10,10,11,13,14,12,12,11,15,14,16,19,17,18,15,13,10,11,8,8,9,7,6,5,2,2,3,4,6,10,12,12,10,10,8,9,5,7,7,8,7,8,11,13,13,18,17,21,28,29,32,30,27,29,25,18,13,13,11,13,17,13,17,22,21,21,16,4,10,9,7,5,4,3,2,0,0,0
2022-03-05 21:00:00,0,0,1,11,14,13,11,10,7,7,6,8,10,10,9,13,13,12,11,9,10,3,8,9,5,0,8,7,6,6,7,9,8,10,12,10,11,13,11,13,14,14,17,8,30,28,29,26,19,15,13,11,10,4,7,5,3,4,4,3,8,7,7,8,11,9,8,0,7,8,7,8,8,10,8,13,14,14,16,20,24,26,26,22,21,22,16,20,16,12,13,12,10,12,9,12,17,16,11,11,10,9,7,5,3,4,2,3,2,0,0
2022-03-05 22:00:00,1,1,0,7,11,9,7,4,6,5,5,5,7,4,5,4,1,4,4,2,5,6,3,3,3,5,4,6,3,5,3,8,10,6,15,15,0,14,13,12,13,13,11,10,17,16,13,14,13,12,12,10,6,2,4,6,3,2,2,0,4,6,6,8,9,6,7,6,6,5,3,7,8,9,11,5,12,15,19,26,28,29,31,31,29,26,25,21,19,17,16,14,15,14,13,12,20,15,15,13,9,8,7,5,4,3,2,0,1,0,0
2022-03-05 23:00:00,0,0,0,4,5,4,4,5,5,3,4,2,5,4,3,5,4,4,6,7,1,6,7,7,8,0,7,8,4,5,8,8,8,9,11,0,10,15,11,12,13,15,14,5,16,13,16,14,12,8,9,8,6,5,4,4,3,2,1,2,3,4,5,7,5,6,6,3,8,7,5,5,6,8,10,11,12,9,21,36,20,41,22,22,20,19,18,16,15,15,13,11,8,9,9,10,16,15,13,12,11,10,4,8,5,1,0,0,1,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,1,0,0,2,0,0,3,0,0,2,1,3,4,3,3,4,5,6,5,0,8,6,7,7,2,0,4,7,0,6,4,0,3,0,4,6,5,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,2,0,0,0,0,1,3,1,0,2,3,7,4,5,2,2,5,7,7,8,9,11,12,13,5,6,11,10,9,7,8,8,6,6,5,0,4,5,4,5,4,6,5,2,3,1,2,1,0,2,0,0,0,0,1,0,2,4,4,0,2,6,2,4,7,6,5,2,1,3,0,4,3,4,5,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,1,0,0,0,0,2,1,0,2,3,0,5,3,0,2,4,5,4,4,6,4,3,4,6,5,0,0,5,5,5,5,6,4,6,8,4,0,3,3,4,2,0,3,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,2,3,5,6,7,8,7,5,4,5,5,4,2,5,6,5,0,3,4,5,0,4,7,8,1,9,8,8,6,0,0,4,4,3,2,3,4,2,1,0,0,1,1,1,0,0,0,0,0,0
2022-03-06 07:00:00,0,1,1,2,1,2,3,0,0,4,4,9,12,9,6,2,4,5,4,6,5,5,7,0,6,7,5,8,7,6,7,5,5,6,5,4,0,0,5,3,4,3,2,3,3,4,3,4,2,2,1,0,1,1,0,0,2,3,5,2,2,6,4,8,10,11,7,8,8,7,5,4,6,5,5,7,4,5,5,6,6,6,5,6,4,2,2,5,3,0,4,3,2,3,2,4,2,2,0,1,0,3,4,3,5,4,0,2,1,0,0
2022-03-06 08:00:00,1,0,2,2,3,2,4,3,6,5,6,12,17,14,11,12,15,18,19,21,20,17,17,19,22,12,19,21,18,16,10,8,10,6,4,6,7,3,5,3,6,4,5,5,7,3,6,5,2,2,4,3,1,0,1,0,3,3,5,0,6,7,10,13,13,15,8,12,7,7,5,8,7,6,4,5,6,5,5,5,4,5,7,7,10,6,9,2,8,9,8,5,6,8,7,6,7,5,6,4,5,6,1,4,4,4,2,2,1,0,0
2022-03-06 09:00:00,0,0,1,3,4,0,4,6,8,7,9,12,13,14,14,12,13,14,15,18,18,19,21,26,28,29,28,26,25,22,20,21,20,18,17,17,16,15,9,10,10,9,6,7,7,7,9,9,8,7,7,6,0,5,5,4,6,7,9,6,8,12,15,20,15,12,20,15,9,10,11,10,9,9,14,15,9,7,9,8,9,6,8,8,12,14,12,13,12,10,12,13,10,18,16,8,15,14,15,16,6,16,5,7,9,11,3,7,1,0,0
2022-03-06 10:00:00,0,1,2,4,6,9,10,10,9,10,11,13,14,13,16,16,17,22,23,29,30,29,26,27,22,23,28,28,30,29,22,23,24,21,18,20,18,17,13,8,9,9,9,11,14,0,12,12,10,9,8,9,8,3,4,5,7,11,9,7,13,10,14,19,21,19,20,21,18,17,20,13,19,15,14,13,13,14,12,8,11,7,9,9,10,8,11,10,10,12,11,11,8,9,10,7,9,8,7,6,2,7,9,12,10,9,6,5,1,0,0
2022-03-06 11:00:00,1,0,2,5,6,6,8,8,9,9,10,13,18,15,13,13,16,18,22,23,22,23,28,26,26,29,37,36,36,35,26,20,21,20,19,18,16,15,13,15,16,15,15,14,13,7,9,8,5,4,3,4,5,0,4,3,6,10,10,0,11,11,13,16,18,19,20,18,16,16,17,19,18,14,15,13,14,13,12,13,9,16,15,13,14,14,17,9,10,11,9,9,8,7,5,4,8,6,9,7,5,8,4,8,10,4,4,7,2,0,0
2022-03-06 12:00:00,0,2,1,4,6,8,12,12,12,13,13,20,26,20,17,19,22,21,26,28,28,26,30,29,27,32,33,35,31,34,31,24,23,21,20,19,18,16,16,18,14,17,11,11,12,13,14,11,14,13,16,12,12,11,6,5,5,12,15,5,20,14,23,22,25,28,34,30,27,27,27,26,22,20,23,22,26,26,24,26,31,29,28,29,26,26,26,23,23,25,23,20,19,18,15,14,16,13,11,8,10,8,10,10,9,10,6,9,2,1,0
2022-03-06 13:00:00,1,1,0,6,9,8,8,10,11,10,13,17,26,24,17,21,24,27,27,28,26,34,32,33,34,35,36,44,33,42,36,26,28,28,25,22,19,20,18,17,19,19,15,15,19,15,18,16,13,11,9,5,9,0,8,7,5,6,8,9,12,13,17,21,17,24,25,22,15,21,22,21,17,19,20,19,23,23,22,28,24,26,28,26,25,25,24,22,23,26,23,25,23,20,15,11,10,11,9,10,0,13,8,8,10,12,5,10,2,1,0
2022-03-06 14:00:00,0,1,3,11,14,15,12,8,9,9,6,13,15,11,9,12,13,16,17,17,15,17,22,23,22,23,27,28,27,29,24,27,28,21,27,24,23,24,20,21,20,18,16,14,23,7,24,26,24,18,17,15,15,0,11,8,6,8,9,0,8,10,12,15,18,23,19,22,23,29,28,27,28,30,28,32,36,39,34,34,31,34,38,34,30,28,24,23,21,21,22,19,15,12,11,8,11,11,9,6,7,8,3,7,7,6,4,4,2,0,0
2022-03-06 15:00:00,1,2,1,12,14,13,11,16,18,14,15,19,19,18,12,10,13,20,21,18,18,19,25,28,26,23,22,21,19,21,25,22,23,22,24,20,24,24,22,20,22,24,23,22,20,21,20,24,21,21,22,22,18,15,6,11,9,7,3,1,10,11,11,12,13,14,15,15,13,17,22,21,23,22,30,31,31,29,33,33,36,36,31,33,33,30,29,30,30,35,36,29,28,34,31,14,19,16,11,10,12,8,7,10,6,11,9,2,2,0,0
2022-03-06 16:00:00,0,2,3,13,13,14,15,14,14,22,27,28,20,30,14,15,16,16,23,21,22,20,22,23,16,24,23,28,20,29,27,25,26,23,22,18,15,12,19,18,17,18,15,17,26,24,17,25,24,21,17,16,14,0,13,6,5,5,4,0,12,12,15,21,19,17,18,17,13,16,21,20,18,27,26,33,39,43,49,49,50,47,48,46,45,44,40,33,26,23,23,19,18,19,18,14,16,13,11,10,9,10,8,8,9,8,7,5,3,0,0
2022-03-06 17:00:00,1,2,4,9,13,12,13,10,10,10,10,11,13,14,12,15,14,16,19,19,18,18,21,20,20,10,22,21,21,20,20,21,21,20,20,21,18,19,18,19,19,18,19,21,25,22,20,19,18,19,18,16,13,14,11,10,8,4,4,2,5,5,10,11,17,16,13,16,15,15,16,13,15,19,28,30,39,37,43,51,54,55,56,50,36,37,35,33,30,28,26,22,18,24,20,17,20,18,12,9,8,10,7,9,12,11,10,2,1,0,0
2022-03-06 18:00:00,0,0,1,13,14,15,11,8,12,12,6,11,13,12,13,17,7,17,17,21,21,21,16,14,15,14,14,16,15,10,12,19,20,22,22,23,25,24,25,29,31,30,27,24,19,10,18,14,17,15,11,8,6,3,7,8,7,5,4,3,5,4,8,5,9,8,12,12,12,12,9,9,11,17,18,21,24,26,29,27,29,32,35,41,39,38,37,32,24,23,20,18,17,17,20,13,19,20,15,12,2,12,10,9,8,3,5,4,1,0,0
2022-03-06 19:00:00,0,0,1,16,21,21,19,18,13,4,6,5,5,3,6,5,8,7,11,10,4,9,8,7,9,8,8,9,5,11,10,8,13,10,12,13,10,19,12,14,17,14,14,14,17,20,18,13,16,13,9,12,13,7,11,10,7,3,3,3,5,5,6,8,11,8,9,5,11,13,7,12,11,9,11,12,16,14,17,19,23,25,22,23,25,23,18,20,19,17,18,14,13,16,15,15,18,16,13,13,12,5,11,8,5,4,3,1,0,0,0
2022-03-06 20:00:00,0,0,1,8,7,7,8,7,8,8,7,10,12,12,7,6,10,10,12,11,5,10,10,4,5,8,12,11,4,9,6,7,7,9,11,10,11,13,11,11,10,8,0,9,12,12,11,10,9,8,7,7,8,7,5,4,6,5,2,1,5,6,10,11,12,11,11,10,10,11,8,6,7,11,11,12,14,15,19,21,21,25,28,30,27,21,21,21,22,23,23,15,20,18,13,10,12,11,12,11,4,7,10,8,1,7,5,3,0,0,0
2022-03-06 21:00:00,0,1,0,9,10,10,8,6,6,5,3,4,4,3,5,7,9,5,8,6,7,4,5,6,7,0,5,6,4,5,6,9,9,8,9,8,9,10,9,9,6,0,12,11,21,20,18,18,14,9,7,5,3,4,3,2,0,2,3,2,5,7,7,7,7,9,8,7,6,6,7,7,8,8,9,6,11,10,16,20,21,24,23,21,20,17,16,14,12,9,10,11,12,12,11,12,18,17,13,9,8,6,4,5,3,1,1,1,0,0,0
2022-03-06 22:00:00,0,1,3,8,9,9,10,8,6,5,4,3,3,4,5,6,7,8,10,6,8,9,10,7,10,0,11,10,6,9,7,4,10,8,6,7,7,10,10,10,8,9,10,3,10,9,10,10,11,10,8,7,6,1,4,1,3,2,1,3,4,0,5,7,6,6,7,7,6,4,3,4,3,3,5,6,7,6,15,21,24,28,12,31,29,27,24,23,17,12,11,10,10,11,9,13,17,12,14,12,10,7,6,2,1,0,0,0,0,0,0
2022-03-06 23:00:00,0,0,0,6,8,0,7,4,0,3,5,4,5,4,3,5,6,0,5,6,0,6,5,7,7,0,5,6,6,2,3,7,0,10,11,3,5,10,9,8,9,7,5,4,11,11,9,5,10,5,3,3,3,1,2,4,2,2,0,3,1,0,2,3,1,0,0,0,5,6,8,9,6,6,5,9,13,10,17,23,26,29,30,29,24,22,18,15,13,12,8,10,5,10,4,10,12,11,7,5,5,4,4,3,2,1,0,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,1,0,1,2,3,3,4,2,4,3,10,18,24,22,24,25,26,20,28,29,31,32,39,41,42,41,39,32,32,28,29,24,22,20,20,19,18,16,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,0,4,2,0,0,3,4,5,4,6,11,14,11,8,9,9,15,17,18,17,18,19,19,18,12,16,22,16,19,18,16,15,13,14,12,10,9,13,8,25,20,15,13,11,6,10,9,9,3,4,8,7,6,4,3,2,3,3,4,5,6,10,11,7,11,9,7,8,10,9,10,6,7,10,5,0,9,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,1,4,3,2,3,5,7,9,10,13,21,23,23,15,17,14,18,20,21,22,9,26,28,17,18,15,31,27,21,20,18,18,16,11,9,7,10,8,5,6,7,6,5,5,4,3,0,2,1,2,1,3,0,1,2,2,4,5,2,7,4,9,14,15,14,14,15,14,16,8,2,11,15,14,13,12,11,6,11,11,9,10,11,10,9,6,7,10,6,10,7,5,4,2,2,5,6,4,8,8,9,8,13,17,17,13,12,1,0,0
2022-03-07 07:00:00,0,3,9,16,19,12,16,17,20,23,26,37,48,40,20,26,32,32,34,37,36,37,33,43,44,44,48,42,38,32,25,20,17,16,15,14,12,11,7,6,6,8,9,11,17,16,12,19,17,11,7,6,7,8,5,4,10,17,18,16,18,23,29,36,33,26,28,29,18,20,20,20,21,22,21,16,12,12,10,11,12,13,10,10,11,10,9,4,8,11,13,23,25,26,39,38,21,21,19,20,22,24,23,17,31,33,27,22,2,0,0
2022-03-07 08:00:00,0,3,27,37,39,44,33,17,17,20,20,32,34,31,35,38,40,36,37,39,40,44,47,53,56,61,62,59,53,47,34,31,22,21,21,19,14,12,9,9,10,11,11,9,21,21,22,28,26,21,16,15,14,15,12,13,10,12,15,16,26,31,33,42,48,48,52,53,38,39,39,45,45,46,44,38,37,34,31,25,21,16,12,15,20,19,8,15,18,20,27,43,48,56,56,60,62,22,35,30,32,33,29,17,26,25,21,19,3,1,0
