Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_은평뉴타운10단지,4_구파발역.롯데몰,5_진관동주민센터.은평우체국,6_동부센트레빌324동앞,7_동부센트레빌320동앞,8_신도초교.은평메디텍고등학교,9_신도중학교,10_폭포동.은평노인종합복지관,11_은평경찰서,12_연신초등학교,13_불광지구대,14_새장골유래비,15_연서시장,16_연신내역,17_동명여고.천주교불광동성당,18_불광역3.6호선,19_불광역3호선.서울혁신파크,20_한전성서지사.북한산푸르지오,21_녹번역,22_산골고개,23_홍제역(중).서대문세무서,24_홍제삼거리.인왕산한신휴플러스,25_무악재역,26_안산초등학교,27_독립문역.한성과학고,28_영천시장,29_금화초등학교.서울시교육청,30_서대문역사거리.농협중앙회,31_서울역사박물관.경희궁앞,32_광화문,33_종로1가,34_종로2가,35_종로3가.탑골공원,36_종로4가.종묘,37_종로5가.광장시장,38_종로6가.동대문종합시장,39_동대문역.흥인지문,40_동묘앞,41_신설동역,42_용두동사거리,43_제기동역.서울약령시,44_청량리수산시장,45_청량리역환승센터,46_청량리미주상가앞,47_서울성심병원,48_떡전교앞,49_서울시립대학교앞,50_전농로터리시장.동부교육지원청,51_전농우체국앞,52_청솔우성아파트.답십리시장,53_답십리2동두산아파트,54_답십리2동한양아파트앞,55_동답한신.대림아파트동대문체육관,56_촬영소사거리.동답초등학교,57_동답초교.대림아파트,58_동답한신동아아파트,59_동아.위더스빌아파트,60_자동차부품상가,61_답십리초등학교.현대시장,62_답십리2동시온교회앞,63_청솔우성아파트.답십리시장,64_전농우체국앞,65_서울시동부교육지원청.해성국제컨벤션고교,66_서울시립대입구,67_떡전교앞,68_서울성심병원,69_청량리역환승센타,70_청량리.청과물도매시장,71_제기동역.서울약령시,72_용두동사거리.한국의류시험연구원,73_신설동역,74_동묘앞,75_동대문(흥인지문),76_종로6가.동대문종합시장,77_종로5가.광장시장,78_종로4가.종묘,79_종로3가.탑골공원,80_종로2가,81_종로1가,82_광화문,83_서울역사박물관.경교장.강북삼성병원,84_서대문역사거리.적십자병원,85_영천시장,86_독립문역.한성과학고,87_무악재역,88_인왕산.홍제원아파트,89_홍제역(중).서대문세무서,90_산골고개,91_녹번역,92_한전성서지사.북한산푸르지오,93_불광역3호선.서울혁신파크,94_불광역3.6호선,95_동명여고.천주교불광동성당,96_연신내역,97_연서시장,98_종로약국,99_불광지구대,100_북한산대창센시티아파트,101_은평경찰서,102_폭포동,103_은평노인종합복지관.신도중학교,104_신도초교.은평메디텍고등학교,105_두산위브205동앞,106_두산위브253동앞,107_진관동주민센터.은평우체국,108_구파발(가상),109_구파발역2번출구,110_은평뉴타운10단지,111_진관공영차고지
2022-03-25 18:00:00,1,6,3,25,27,24,18,17,15,17,14,15,18,16,11,12,15,15,18,23,19,15,15,18,22,21,22,21,21,22,24,27,28,28,26,29,29,31,30,32,35,34,30,29,43,42,39,37,34,32,17,18,16,14,11,9,9,6,12,12,20,23,23,29,40,45,42,38,23,24,24,26,24,28,28,34,39,45,49,51,59,65,63,63,67,64,63,55,41,38,37,31,31,28,23,30,48,45,37,28,25,20,18,15,13,11,9,5,1,0,0
2022-03-25 19:00:00,1,3,3,27,32,29,25,18,17,12,12,12,14,13,12,18,11,15,15,13,14,10,12,13,14,13,13,15,16,16,20,16,18,18,19,19,19,18,18,16,20,24,21,22,33,34,32,29,27,29,24,19,15,14,11,6,5,4,6,3,7,14,15,18,11,20,15,14,9,11,11,11,11,14,13,18,25,27,32,32,42,48,50,44,46,47,44,36,35,29,28,27,24,20,16,22,41,38,28,25,23,18,15,11,15,12,10,7,1,0,0
2022-03-25 20:00:00,0,1,2,18,18,16,13,10,8,7,5,6,7,7,6,4,7,8,10,9,8,7,8,8,3,6,9,14,6,4,12,11,10,7,9,7,8,10,11,9,17,11,16,17,20,17,16,14,11,9,8,7,7,4,12,11,6,4,3,3,5,9,10,10,6,8,9,8,9,5,10,5,13,14,14,18,19,17,22,26,25,29,30,31,30,27,26,25,25,23,22,19,16,14,14,16,21,19,16,12,13,10,7,5,4,2,3,1,0,0,0
2022-03-25 21:00:00,1,0,2,14,17,13,14,9,8,7,6,6,5,6,7,7,6,6,7,7,8,4,6,5,6,6,7,8,7,7,9,11,12,11,13,12,12,11,11,12,12,15,14,13,13,13,13,11,8,12,11,8,5,4,5,4,3,5,4,1,5,6,8,12,10,8,8,7,10,6,9,5,7,18,17,19,24,25,23,33,38,43,43,43,40,38,35,31,25,24,21,19,17,18,17,15,25,24,16,11,10,11,7,5,4,2,4,3,1,0,0
2022-03-25 22:00:00,0,1,0,15,17,15,11,10,9,6,3,4,2,5,2,7,8,6,6,6,4,7,7,6,7,3,6,6,4,3,8,10,10,14,16,14,17,22,25,23,21,19,18,19,23,22,22,16,14,13,12,10,8,7,8,7,4,2,2,3,5,6,11,12,15,6,10,9,8,9,7,8,9,13,14,16,17,18,21,25,26,28,29,27,24,26,21,21,19,16,23,22,16,16,18,18,32,30,24,18,14,12,9,5,4,3,2,0,2,0,0
2022-03-25 23:00:00,0,0,0,5,0,0,2,4,1,3,3,5,5,6,5,11,5,11,11,9,7,6,9,3,2,5,4,5,6,6,5,6,4,9,12,13,12,12,13,12,8,8,11,8,24,23,24,16,16,11,10,9,8,6,5,5,2,5,0,4,4,6,7,3,4,6,9,6,11,8,11,10,11,10,14,14,13,12,19,25,27,27,27,28,27,28,26,26,27,25,23,22,22,24,21,22,27,25,18,13,12,10,6,5,4,3,2,0,1,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,1,0,0,2,1,2,3,3,0,2,3,6,8,9,11,4,8,12,11,9,13,12,14,14,15,0,14,14,15,9,12,11,10,13,14,0,12,13,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,2,0,1,2,0,2,3,4,5,5,6,7,9,10,10,11,13,11,11,11,11,14,15,12,11,14,13,15,8,13,15,14,11,10,7,6,6,7,10,8,9,8,5,6,3,0,3,0,2,1,3,0,0,2,2,1,3,4,5,4,1,5,8,4,10,11,10,10,9,5,8,4,9,8,8,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,1,1,1,2,3,5,4,4,3,4,4,8,7,7,5,6,7,8,8,10,9,9,12,12,8,11,14,13,7,11,9,8,6,7,8,9,7,6,7,8,10,9,5,6,5,4,3,3,2,2,1,4,2,2,3,2,3,3,3,0,4,2,6,8,9,11,11,9,8,5,3,7,6,4,9,9,8,3,10,8,9,10,7,6,5,4,4,3,4,2,5,4,2,3,1,0,5,2,3,2,1,0,2,1,0,0,0,0,0,0,0
2022-03-26 07:00:00,1,0,0,1,2,3,3,5,7,8,9,17,16,13,11,12,13,12,7,11,10,10,15,12,11,17,15,15,15,12,13,13,12,11,11,9,9,6,10,9,2,8,2,2,8,6,4,7,6,4,3,0,4,4,2,3,4,3,4,3,3,3,6,8,9,10,11,9,11,10,11,12,10,10,10,11,10,5,9,8,7,6,7,5,6,0,4,4,3,5,2,2,1,4,4,2,3,2,2,2,0,1,3,6,8,7,6,4,1,1,0
2022-03-26 08:00:00,0,2,2,3,5,2,4,7,9,10,12,17,20,22,18,19,21,17,18,19,19,19,22,22,21,13,20,21,15,16,14,15,11,16,14,10,9,8,6,6,7,6,7,6,11,10,2,11,11,12,10,7,7,6,4,4,5,6,9,8,8,8,11,12,15,16,19,16,16,15,13,10,10,8,10,8,7,5,6,5,6,9,7,8,10,7,7,9,9,11,12,11,9,6,5,4,5,3,5,7,8,7,5,7,11,10,8,7,1,0,0
2022-03-26 09:00:00,0,1,2,6,7,7,8,7,7,8,8,13,17,19,18,18,19,15,19,21,21,23,23,27,29,22,28,27,21,22,21,20,18,19,16,15,11,10,13,12,11,8,5,7,15,7,14,15,14,9,6,4,5,0,4,2,3,6,6,4,8,11,15,18,20,21,21,20,20,19,18,17,16,16,15,14,13,12,11,9,10,10,8,10,10,9,11,11,11,12,13,14,15,11,10,7,8,8,6,9,8,6,5,9,10,9,7,4,1,0,0
2022-03-26 10:00:00,1,1,1,5,7,6,8,8,10,9,10,15,16,13,15,18,22,22,23,25,23,17,26,29,28,24,27,29,28,26,25,25,21,20,20,16,15,13,13,12,11,10,9,14,18,11,13,14,11,8,9,7,5,5,4,5,6,10,15,12,17,16,17,20,22,21,22,23,18,22,24,22,20,18,19,15,13,13,11,9,10,10,16,19,17,13,11,10,9,7,7,9,10,9,5,4,7,7,6,10,7,11,12,15,18,16,12,9,2,0,0
2022-03-26 11:00:00,3,1,2,7,8,8,12,16,11,15,17,17,26,26,18,18,18,20,23,25,26,26,29,28,27,21,32,39,24,37,36,35,34,31,28,25,22,21,16,19,20,14,10,12,13,14,14,12,11,10,8,9,10,9,8,7,6,7,8,7,11,12,16,19,24,24,23,17,17,18,20,20,19,20,16,18,17,15,15,17,16,17,18,18,21,16,14,20,17,16,17,15,13,13,12,9,11,10,11,11,7,9,8,14,15,15,14,10,1,0,0
2022-03-26 12:00:00,0,0,1,7,11,13,13,13,11,13,14,16,22,23,21,18,15,21,22,23,26,29,33,35,35,35,30,36,37,40,39,41,41,41,43,37,25,30,28,27,21,14,13,17,20,21,20,19,20,19,16,12,8,5,7,12,8,8,8,5,9,13,18,21,20,26,28,25,21,22,23,24,23,22,25,29,23,22,26,27,27,21,21,24,24,21,22,18,18,25,26,25,21,18,17,8,11,11,9,7,6,7,5,11,14,0,12,10,1,0,0
2022-03-26 13:00:00,1,2,3,12,17,16,16,13,15,15,17,17,17,16,14,19,20,25,24,28,28,29,32,32,35,35,34,37,36,36,33,31,29,28,28,28,23,23,24,20,17,19,14,12,16,15,17,17,13,14,13,11,11,10,8,6,7,10,11,7,10,13,20,25,26,29,26,24,24,29,29,31,30,30,31,31,32,29,33,37,39,41,40,42,34,33,29,28,27,29,29,19,18,18,18,12,15,15,13,10,11,11,10,10,12,14,13,12,2,0,0
2022-03-26 14:00:00,2,5,6,10,13,14,16,15,17,15,16,17,19,16,12,13,14,16,18,22,23,24,31,32,32,29,33,34,35,31,32,30,28,27,26,27,22,22,21,23,24,28,23,28,28,29,29,24,20,15,12,12,12,12,11,10,6,7,11,12,11,17,17,20,19,20,32,31,25,24,25,27,26,26,30,27,33,29,29,24,23,25,26,28,26,26,25,22,19,22,18,19,18,17,16,13,20,19,16,16,10,14,14,14,6,8,7,5,1,0,0
2022-03-26 15:00:00,1,3,4,10,11,9,12,9,15,14,16,17,19,16,12,13,14,17,20,19,22,21,21,19,20,21,23,29,30,32,27,25,33,32,30,27,28,30,34,30,28,27,26,27,31,31,33,28,24,17,15,13,11,12,4,11,9,8,8,6,7,9,16,20,24,22,18,22,20,26,26,25,23,27,31,34,35,37,40,42,42,39,43,47,38,37,34,31,31,24,23,20,18,21,16,17,16,14,14,8,7,9,8,8,9,8,9,6,2,2,0
2022-03-26 16:00:00,1,0,2,14,15,18,16,14,14,16,15,15,19,17,16,17,19,19,21,22,23,24,23,24,25,23,26,32,26,31,30,31,31,33,39,40,38,37,34,33,34,34,26,26,30,10,24,23,22,20,19,19,15,13,12,11,11,9,6,5,10,12,15,20,21,21,20,16,15,20,18,21,22,24,27,32,38,35,41,35,34,37,37,36,43,45,45,42,31,31,28,28,30,29,25,18,20,14,13,14,14,16,15,14,13,12,9,7,3,0,0
2022-03-26 17:00:00,2,4,3,13,17,15,16,16,15,17,15,14,13,10,10,10,10,12,17,15,18,17,18,19,19,15,18,21,22,22,22,22,21,21,21,21,20,22,25,29,28,23,23,21,29,30,26,27,18,18,19,17,10,7,7,5,4,8,10,10,9,10,12,13,14,14,15,14,16,18,19,21,21,22,26,25,31,32,35,43,43,48,50,44,40,37,36,27,23,25,25,22,19,23,15,11,20,20,17,14,13,13,11,12,9,7,7,6,2,0,0
2022-03-26 18:00:00,1,2,3,11,14,13,15,14,16,10,8,18,21,21,14,12,7,12,11,11,10,12,12,16,8,3,17,17,16,15,17,18,19,18,18,17,18,22,25,27,28,27,25,23,30,29,29,26,22,19,17,16,15,12,11,10,9,8,10,6,7,7,11,12,18,18,20,21,16,16,16,16,18,24,24,25,35,32,30,34,38,45,46,45,40,38,35,28,30,30,30,26,25,26,23,18,20,21,17,13,11,12,9,10,6,4,4,2,1,0,0
2022-03-26 19:00:00,0,4,1,12,17,18,18,13,12,12,11,12,13,11,10,12,11,15,17,18,13,15,13,14,14,9,15,14,12,9,14,15,16,17,17,16,17,21,23,24,23,22,19,18,19,18,15,14,12,11,9,17,5,14,13,8,7,6,5,2,7,7,12,13,14,9,10,9,13,9,14,0,12,14,17,17,26,22,23,27,30,35,31,38,37,36,32,29,27,23,20,17,16,12,9,11,21,17,12,12,11,9,9,8,8,7,6,2,3,0,0
2022-03-26 20:00:00,0,0,0,13,14,10,9,8,5,10,8,8,6,7,5,8,7,7,9,8,6,5,7,5,0,3,3,7,8,5,9,9,12,11,13,13,14,15,16,17,18,14,14,16,21,16,14,20,19,18,13,11,10,5,8,7,4,4,2,1,5,0,4,6,6,7,6,7,6,7,7,8,10,10,14,19,25,20,27,27,31,32,21,26,25,22,19,20,17,18,19,17,16,17,14,12,19,16,15,10,6,9,8,7,5,7,4,3,1,0,0
2022-03-26 21:00:00,0,0,3,14,15,13,13,12,11,4,12,8,5,5,6,4,6,8,11,11,12,9,8,8,8,6,12,11,0,4,11,9,7,8,12,6,12,13,13,12,12,11,13,11,19,16,15,20,15,13,12,12,11,10,3,6,2,2,2,3,4,5,5,4,7,8,9,5,8,6,9,12,11,11,15,17,18,7,19,29,34,36,35,39,37,20,33,32,21,21,19,15,16,15,14,11,14,13,12,9,8,7,6,6,4,5,6,1,3,0,0
2022-03-26 22:00:00,1,0,0,5,7,5,4,8,6,5,5,5,4,4,5,7,0,5,5,4,5,3,7,3,2,0,4,4,5,1,4,7,9,10,13,14,13,16,16,15,15,14,12,13,15,13,14,12,13,9,9,6,5,2,3,3,3,3,2,4,7,2,8,5,3,4,6,7,4,6,3,5,5,7,9,11,10,6,16,21,23,28,28,33,30,24,20,19,16,14,13,12,13,12,13,13,19,14,12,10,8,7,5,2,4,2,1,3,0,0,0
2022-03-26 23:00:00,0,0,0,10,11,3,9,7,6,5,0,4,5,4,3,6,8,5,6,0,4,2,4,4,4,0,6,5,3,5,6,9,9,13,16,15,17,16,11,10,9,9,12,11,20,18,17,15,12,13,12,10,9,7,5,6,5,3,2,0,3,4,3,3,0,9,6,0,4,5,6,3,5,2,9,11,14,9,18,28,30,29,30,31,27,29,27,24,19,17,17,13,15,12,11,11,18,16,14,10,11,7,10,3,1,1,1,0,0,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,1,0,0,1,2,0,0,0,0,0,0,3,2,0,0,2,4,5,4,7,8,3,6,7,0,0,0,7,2,4,3,0,0,0,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,1,0,1,1,2,2,2,1,2,3,1,5,7,4,4,4,5,3,5,5,4,5,6,7,0,0,8,7,0,9,8,9,6,5,8,6,8,9,4,8,6,4,1,5,4,0,0,0,1,3,2,3,0,0,2,1,0,2,2,0,3,5,5,6,6,7,4,4,4,0,6,4,0,5,5,0,0,3,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,1,1,0,0,1,2,0,3,4,2,5,7,8,3,7,9,10,11,3,7,3,8,7,0,4,8,8,9,0,8,8,6,7,4,7,5,6,6,6,5,3,5,3,2,0,1,3,2,3,1,0,0,2,0,1,1,3,2,2,3,4,3,5,3,4,5,5,6,5,5,0,4,2,5,3,6,4,2,5,6,5,6,0,2,0,0,4,5,4,4,5,3,4,3,3,3,1,2,0,0,0,0,2,0,0,0,1,0,0,0
2022-03-27 07:00:00,0,0,1,1,1,2,4,1,1,1,3,5,3,3,2,4,3,4,3,10,9,8,9,10,11,5,11,10,6,5,7,9,8,7,4,6,6,5,4,4,4,3,4,2,5,0,0,7,5,2,1,0,0,0,0,0,2,3,4,2,3,4,6,8,9,8,11,6,6,6,5,8,7,7,7,6,0,3,1,0,8,6,5,8,6,5,0,7,5,5,4,3,4,2,2,2,3,2,2,0,0,1,1,4,2,5,1,2,1,1,0
2022-03-27 08:00:00,0,0,0,3,3,0,2,3,7,9,8,12,21,21,10,10,12,14,19,20,18,18,19,21,20,19,20,18,11,16,15,13,12,7,11,11,4,4,3,4,3,4,3,4,4,2,1,4,5,5,5,4,2,3,0,2,3,5,4,4,5,5,5,8,9,10,11,9,10,9,9,4,7,7,10,4,9,6,5,10,13,12,10,10,7,4,3,6,9,8,4,8,7,6,5,5,9,8,3,7,5,5,3,4,7,6,5,4,2,0,0
2022-03-27 09:00:00,0,1,2,3,4,6,7,8,7,8,6,15,17,15,15,18,17,17,17,18,18,18,23,26,27,21,28,30,29,26,23,24,25,24,23,22,23,18,10,12,11,8,9,9,15,17,16,15,9,6,5,4,6,0,3,6,6,8,11,0,13,12,15,17,20,18,18,15,13,10,11,9,8,10,8,9,10,9,10,11,12,12,9,13,12,11,9,8,9,10,9,10,7,6,5,3,4,7,8,7,5,4,4,5,6,3,1,4,1,0,0
2022-03-27 10:00:00,0,0,2,6,8,10,9,8,11,9,14,16,23,21,17,20,21,21,20,20,17,22,25,26,23,19,28,29,26,27,25,24,23,22,23,24,24,22,16,14,15,9,8,9,13,12,7,10,9,6,7,6,5,2,4,6,7,6,9,11,14,12,19,22,23,23,24,22,20,24,23,19,17,17,16,17,14,13,13,13,12,13,11,15,17,18,15,14,10,10,12,13,10,10,5,6,10,8,4,10,10,12,9,8,9,1,6,5,2,0,0
2022-03-27 11:00:00,1,3,2,6,6,10,9,9,10,10,11,14,16,16,10,15,16,16,17,18,21,22,26,29,30,29,27,32,28,31,30,27,25,22,24,21,16,21,17,17,16,14,9,9,12,1,7,10,8,6,7,4,8,3,4,7,6,7,6,4,7,9,11,21,24,26,30,28,19,16,16,17,14,16,14,17,15,16,13,13,16,15,14,15,14,13,15,17,17,14,13,15,7,14,6,12,18,8,8,9,9,8,8,12,10,11,7,6,1,0,0
2022-03-27 12:00:00,0,1,2,5,6,7,6,12,13,14,13,14,17,17,23,24,25,24,22,23,23,24,32,37,32,39,37,42,31,40,38,35,32,31,32,27,23,22,18,16,16,12,8,8,9,12,12,15,13,14,10,9,8,8,6,4,8,9,14,13,15,18,22,24,24,28,29,28,27,25,24,25,21,22,21,22,20,19,22,22,21,21,26,21,23,21,21,19,15,16,19,13,15,14,10,9,13,16,14,11,0,10,9,11,10,9,8,5,2,1,0
2022-03-27 13:00:00,1,0,1,8,10,11,8,11,13,12,14,16,16,14,13,14,15,25,27,30,25,27,40,25,43,39,40,32,38,35,29,28,25,23,23,20,19,19,20,20,19,18,12,12,13,9,12,14,12,9,8,7,8,6,7,5,4,8,8,0,12,14,17,20,28,29,28,24,19,21,25,25,24,25,33,28,27,25,26,30,33,23,24,23,26,26,22,23,24,23,23,24,19,26,19,11,14,13,11,12,12,8,10,9,10,9,8,6,1,0,0
2022-03-27 14:00:00,2,2,1,7,8,11,12,16,19,10,18,20,22,19,19,19,20,22,24,27,26,30,27,29,29,28,33,34,32,37,37,37,30,28,28,28,24,28,19,20,18,19,19,21,21,22,22,22,21,20,19,18,16,11,8,5,9,16,15,14,16,16,21,23,24,25,25,25,20,26,28,28,29,30,32,33,38,36,41,46,43,44,45,44,40,38,36,32,24,23,22,22,18,18,17,12,15,19,20,17,9,15,12,14,17,16,12,9,1,0,0
2022-03-27 15:00:00,0,2,3,8,12,11,12,10,8,9,12,16,20,18,16,19,23,22,23,26,21,24,23,25,17,18,29,28,29,24,21,31,30,30,33,32,29,28,21,20,19,20,20,21,23,23,23,22,21,19,17,16,14,12,10,9,8,8,6,7,7,10,12,14,13,16,16,14,17,22,22,21,22,25,27,29,35,35,38,40,41,42,41,45,40,40,36,35,28,30,30,26,22,24,21,17,18,18,12,12,12,12,11,8,12,12,8,6,1,0,0
2022-03-27 16:00:00,0,4,1,12,12,12,14,13,16,17,13,14,14,10,10,16,11,15,17,20,21,19,19,19,19,21,25,26,27,29,27,27,28,26,25,27,23,26,23,21,22,23,18,20,31,31,26,31,28,25,24,20,17,19,11,15,10,8,5,1,7,6,13,10,11,14,9,13,15,25,29,30,32,32,35,35,37,36,39,41,45,46,47,46,39,37,32,35,38,40,40,34,31,25,22,17,20,18,15,12,13,13,11,8,10,8,6,4,1,0,0
2022-03-27 17:00:00,0,1,3,15,16,16,14,16,14,16,14,15,20,19,11,11,15,15,16,17,17,18,20,24,25,19,28,27,27,24,23,24,24,27,25,24,24,23,25,26,24,22,18,17,23,24,22,21,20,20,16,14,15,8,5,16,11,6,6,4,8,8,8,11,12,13,14,13,12,19,19,23,25,20,24,26,34,32,32,33,34,38,41,40,39,37,34,33,29,30,28,27,25,25,20,20,31,25,20,14,13,11,7,9,8,7,5,6,2,1,0
2022-03-27 18:00:00,1,1,3,16,10,9,13,11,11,11,11,15,14,12,7,14,14,10,15,18,14,11,7,8,9,6,10,11,9,10,9,9,10,12,20,21,15,16,16,15,16,17,16,17,20,18,19,18,15,17,14,11,11,10,7,8,8,5,6,5,7,2,12,15,16,15,15,15,14,17,18,15,16,18,21,25,31,24,32,38,45,45,48,53,48,38,36,29,31,30,27,25,21,17,16,15,18,17,13,12,8,11,9,6,7,5,4,3,1,0,0
2022-03-27 19:00:00,0,1,1,13,13,10,8,8,5,4,13,12,12,2,14,9,10,10,11,13,11,15,18,18,19,18,16,17,14,12,11,12,15,8,14,16,16,14,14,13,11,8,13,14,22,21,18,16,14,9,10,5,8,9,0,6,5,4,3,0,9,10,11,11,10,10,10,8,11,8,11,7,13,11,14,16,19,15,21,21,20,26,27,29,27,26,27,26,22,17,17,16,13,14,12,9,12,13,13,10,10,11,8,7,5,5,4,3,3,0,0
2022-03-27 20:00:00,0,1,0,11,12,14,13,10,11,9,8,7,7,5,5,7,8,11,11,9,9,7,8,7,5,7,8,8,5,10,8,5,6,10,10,8,7,8,15,12,7,8,12,10,16,16,15,15,13,13,8,11,10,8,9,10,7,5,4,0,7,6,13,13,9,9,8,9,8,10,12,11,10,8,11,11,12,6,18,26,25,26,27,27,26,24,23,15,20,19,17,14,12,14,13,11,16,17,16,15,15,14,13,9,6,4,3,2,1,0,0
2022-03-27 21:00:00,0,0,1,4,4,6,10,9,8,7,2,5,7,8,7,7,7,10,11,9,8,9,8,8,6,10,9,9,7,10,9,9,8,7,12,8,11,13,11,9,11,10,9,9,10,9,10,9,9,7,5,4,3,2,2,5,4,1,3,0,3,6,10,11,10,8,10,7,8,9,8,8,10,10,10,11,10,11,16,21,23,24,27,28,25,17,24,22,18,16,14,12,10,11,10,10,13,14,10,9,8,4,6,6,3,2,0,0,1,0,0
2022-03-27 22:00:00,0,3,0,6,8,6,5,4,6,5,4,3,4,0,4,5,2,5,6,2,7,6,7,1,0,0,7,6,1,0,8,11,13,4,15,12,8,14,13,8,13,9,9,12,11,11,0,11,13,11,11,10,6,9,8,6,5,3,2,1,4,5,6,4,8,7,5,3,7,9,8,2,3,10,8,5,11,6,15,19,22,28,32,31,30,29,28,27,24,23,21,20,20,14,12,15,22,20,16,10,8,9,4,3,2,1,0,0,0,0,0
