Unnamed: 0,1_우신운수종점(기점가상),2_남태령역,3_사당역,4_이수역,5_이수역,6_방배초등학교,7_방배고개,8_내방역,9_방배1동주민센터.방배아크로타워,10_방배역,11_신동아아파트앞,12_서울고등학교,13_서초중학교,14_남부터미널,15_국제전자센터,16_서일초등학교,17_서초그랑자이아파트,18_뱅뱅사거리,19_서초문화예술정보학교,20_양재역.양재1동민원분소,21_매봉역,22_도곡개포한신아파트,23_군인공제회관,24_도곡역3번출구,25_대치동우성아파트,26_대치역8번출구,27_대치동미도아파트,28_쌍용아파트,29_새마을운동중앙회,30_총회회관.휘문고입구,31_삼성역,32_강남경찰서.강남운전면허시험장,33_잠실종합운동장,34_종합운동장사거리,35_잠실새내역4번출구,36_잠실트리지움아파트앞,37_잠실역.롯데월드,38_잠실역1번.11번출구,39_잠실역9번출구,40_잠실역8번출구,41_잠실역.롯데월드,42_잠실5단지,43_잠실새내역.잠실2동주민센터,44_잠실엘스아파트앞,45_종합운동장사거리,46_잠실종합운동장,47_강남경찰서면허시험장,48_삼성역,49_휘문고.대치2동주민센터,50_대치동은마아파트,51_은마아파트,52_대치역1번출구,53_래미안대치팰리스,54_도곡역2번출구.동부센트레빌,55_숙명여고,56_매봉삼성아파트SK리더스뷰,57_매봉역양재최의원,58_양재역말죽거리.강남베드로병원,59_뱅뱅사거리.구영동중학교,60_뱅뱅사거리,61_서초그랑자이아파트,62_서일초등학교,63_국제전자센터,64_남부터미널.한일시멘트,65_서초중학교,66_서울고등학교,67_방배동신동아아파트,68_방배역,69_방배역.방배서리풀이편한세상,70_방일초교,71_내방역,72_방배고개,73_이수역,74_사당동우체국앞,75_방배노인종합복지관,76_사당역,77_사당자동차학원,78_남태령역,79_우신운수종점(종점가상)
2022-03-14 10:00:00,2,2,5,6,8,8,10,16,16,15,14,13,12,10,8,7,6,5,4,9,9,8,10,10,7,13,15,16,9,9,4,5,6,2,6,0,3,1,2,4,4,3,2,4,5,5,6,5,5,4,7,7,5,6,5,4,5,8,7,8,11,13,11,9,10,9,11,8,9,8,6,6,4,3,3,1,0,0,0
2022-03-14 11:00:00,1,3,5,7,10,10,9,9,9,8,9,9,11,7,8,9,7,6,4,6,9,10,9,9,7,9,8,10,8,15,13,11,7,10,8,6,5,1,3,3,1,1,1,2,4,5,6,8,6,6,5,5,6,4,5,4,3,4,7,7,6,7,7,8,8,9,10,11,9,10,10,9,6,6,5,2,1,0,0
2022-03-14 12:00:00,2,2,7,8,9,10,8,12,13,16,11,12,16,10,10,8,9,8,7,10,14,11,10,9,11,12,12,13,12,11,10,9,8,4,3,0,2,3,6,5,6,7,8,11,7,5,13,16,14,13,13,12,13,11,13,13,12,7,8,11,13,12,12,13,15,14,12,13,12,11,12,9,8,8,4,3,3,0,0
2022-03-14 13:00:00,2,8,5,6,7,4,9,14,12,13,16,15,14,13,13,10,9,7,5,6,7,8,7,7,9,10,8,11,10,8,7,5,4,5,3,4,1,0,2,9,10,7,6,8,7,7,8,15,15,12,8,9,9,10,11,14,10,9,9,9,11,11,11,13,13,12,14,13,11,10,11,10,6,7,6,6,2,0,0
2022-03-14 14:00:00,2,3,4,3,5,4,5,6,7,7,7,8,8,8,10,7,7,7,9,11,13,12,12,10,10,12,9,10,10,12,10,8,6,6,3,2,3,0,2,4,6,4,5,8,7,8,9,13,7,10,9,8,7,7,6,8,9,7,10,13,12,12,13,16,19,26,27,16,15,13,14,12,8,6,5,2,1,0,0
2022-03-14 15:00:00,2,1,4,8,7,7,6,10,12,12,13,12,20,20,22,20,19,19,17,17,15,18,17,13,12,9,11,11,16,16,12,8,10,10,8,7,3,5,9,5,5,12,7,7,3,8,9,11,10,12,9,7,7,6,16,18,16,10,11,8,10,13,13,14,18,34,34,29,29,29,24,15,11,8,6,2,0,0,0
2022-03-14 16:00:00,3,1,2,4,10,11,12,18,15,19,19,18,17,17,19,17,23,24,20,26,28,32,32,37,33,27,22,20,18,14,13,14,12,12,9,7,7,5,3,4,5,9,10,11,12,15,14,17,19,17,14,9,7,11,11,8,15,16,16,13,13,15,13,15,16,24,25,24,22,21,22,20,10,6,4,4,1,0,0
2022-03-14 17:00:00,1,2,7,10,15,14,11,11,12,15,15,19,23,9,9,10,11,9,9,14,19,19,19,16,19,21,20,21,24,25,22,21,18,10,10,9,4,2,4,8,9,5,7,10,14,15,16,21,17,18,16,10,11,10,13,11,9,10,11,14,17,27,18,25,34,43,37,32,27,24,19,21,15,12,10,5,2,0,0
2022-03-14 18:00:00,0,4,5,10,18,19,19,24,22,26,29,30,27,20,27,21,18,16,11,13,21,20,20,19,20,22,25,25,31,32,24,26,18,12,12,7,3,4,9,14,17,15,14,19,21,22,27,32,35,32,27,29,29,30,26,28,31,29,31,33,30,30,30,33,42,49,52,41,36,33,38,36,29,18,17,3,0,0,0
2022-03-14 19:00:00,5,2,6,8,10,11,12,16,17,19,18,17,17,16,19,16,12,11,7,11,11,6,10,9,8,11,15,15,16,14,14,13,11,8,6,5,4,2,4,10,10,8,10,10,10,8,11,25,24,15,11,19,24,25,25,24,20,21,20,19,12,13,13,18,22,25,32,34,33,27,19,16,8,7,5,4,2,0,0
2022-03-14 20:00:00,0,0,2,3,4,4,3,5,5,6,4,9,7,8,13,11,7,6,6,7,7,8,10,10,9,12,13,14,13,12,11,6,7,4,6,5,2,1,3,4,6,6,4,11,6,10,5,10,9,8,6,13,17,16,18,21,18,12,12,15,12,15,14,14,17,18,19,18,16,14,17,12,7,11,9,3,1,0,0
2022-03-14 21:00:00,0,1,4,4,6,8,6,12,11,12,11,8,11,9,8,8,9,2,7,10,10,9,12,11,11,14,14,13,14,10,11,8,6,5,2,1,0,1,3,7,8,7,3,7,8,9,9,12,11,13,11,11,13,11,14,13,12,10,11,12,7,12,13,16,15,15,15,16,18,17,14,11,11,6,3,3,1,0,0
2022-03-14 22:00:00,0,0,3,3,4,3,2,8,10,11,12,11,10,9,8,10,9,8,6,8,7,7,6,5,11,25,27,26,28,7,26,10,21,14,8,3,3,2,3,3,4,2,3,4,5,3,5,8,9,8,5,22,33,32,33,32,25,22,8,18,20,19,18,22,20,20,20,19,20,15,16,16,11,8,7,3,2,0,0
2022-03-14 23:00:00,0,0,0,0,2,3,0,5,6,8,9,7,8,0,7,6,4,3,3,4,7,0,8,7,9,5,7,6,5,0,8,3,9,2,4,1,1,0,2,4,0,3,0,0,2,2,5,6,5,4,1,6,4,4,2,5,5,3,5,5,2,6,4,9,10,10,9,11,10,8,10,8,6,4,2,1,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,1,0,14,24,26,27,26,27,28,5,28,27,0,29,30,31,28,18,13,13,12,14,11,0,10,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,0,2,4,10,15,15,15,14,8,11,11,9,10,10,9,8,10,9,11,14,10,11,9,7,5,5,4,2,3,3,2,8,3,7,6,2,1,1,0,2,4,1,5,4,4,0,5,2,0,2,1,0,0,0,1,0,0,0,1,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,0,1,2,6,10,9,10,12,14,12,13,5,12,7,5,7,9,8,5,8,9,8,7,6,5,5,6,6,5,5,4,3,2,3,2,1,0,2,0,3,5,6,0,0,3,5,0,5,3,1,1,4,0,3,2,3,3,4,5,7,8,3,5,7,3,8,7,4,8,6,3,3,3,4,3,3,2,0,0
2022-03-15 07:00:00,5,5,11,15,22,29,32,43,47,53,44,25,25,23,19,19,16,14,14,18,21,19,14,16,18,16,17,21,9,10,7,3,1,3,1,0,2,2,2,6,7,6,8,10,16,20,19,18,17,21,28,28,22,19,12,6,10,6,11,12,19,25,18,22,18,11,11,10,9,6,6,6,5,5,8,4,2,0,0
2022-03-15 08:00:00,0,17,24,28,35,37,36,50,51,53,47,44,39,37,37,32,26,14,14,16,16,13,12,10,14,14,14,17,20,13,9,8,6,5,4,6,4,1,2,4,9,9,10,14,17,18,15,22,11,14,13,20,19,18,16,12,11,10,13,14,19,23,17,31,27,22,19,23,24,21,14,10,6,6,4,2,1,0,0
2022-03-15 09:00:00,6,6,12,16,16,17,18,26,28,29,28,25,22,20,20,16,15,8,8,10,9,8,7,9,5,7,8,10,12,11,5,5,2,4,4,3,2,0,2,2,4,6,8,9,10,11,10,14,10,11,11,12,6,11,10,9,8,7,10,13,16,14,12,16,14,14,12,15,14,15,9,10,6,4,3,2,1,0,0
2022-03-15 10:00:00,0,1,6,8,9,10,11,17,15,15,15,15,15,12,11,11,13,10,9,8,7,8,10,10,13,12,18,19,19,14,7,7,8,6,4,3,3,1,4,4,5,5,4,5,6,4,0,7,5,5,6,5,3,3,4,4,4,3,8,5,9,9,9,9,15,7,16,13,10,9,7,6,6,3,3,3,1,0,0
2022-03-15 11:00:00,0,4,7,5,6,8,6,7,10,8,9,9,8,6,6,3,6,5,3,6,7,6,9,8,9,10,8,12,14,9,9,8,7,8,7,6,2,1,3,4,3,3,6,7,6,8,7,5,4,6,5,7,6,6,5,6,5,5,6,7,8,12,11,14,14,13,12,13,13,11,12,9,9,7,4,1,1,0,0
2022-03-15 12:00:00,1,2,4,4,7,7,6,9,9,9,11,10,12,9,9,7,5,10,8,6,9,6,8,10,10,10,11,10,11,0,9,8,0,7,6,4,4,3,3,2,4,2,4,5,7,6,9,11,9,10,11,14,12,11,12,10,8,8,11,9,14,13,12,12,12,13,12,14,16,15,12,11,8,6,6,5,4,0,0
2022-03-15 13:00:00,1,7,9,8,10,11,11,14,16,18,13,16,15,11,12,11,10,9,7,8,11,11,16,15,14,12,15,18,16,15,10,9,7,7,5,5,2,3,3,9,9,10,9,8,3,11,13,12,8,12,12,11,10,8,8,8,6,7,8,6,10,11,8,16,15,14,10,13,14,11,11,9,8,7,3,2,1,0,0
2022-03-15 14:00:00,0,3,5,5,7,7,8,13,13,13,13,17,19,16,12,13,11,11,9,10,10,10,14,10,12,13,14,16,18,17,15,4,16,11,10,6,3,3,5,5,4,5,6,6,7,8,9,13,12,13,11,9,8,7,8,7,9,7,9,10,11,11,10,12,14,15,20,17,14,13,13,11,9,8,5,3,1,0,0
2022-03-15 15:00:00,0,1,4,6,8,7,6,10,13,14,16,17,20,18,18,16,13,12,10,20,19,17,31,31,31,29,20,15,15,12,10,9,10,8,8,6,4,2,3,7,7,8,10,10,11,12,13,16,16,15,10,10,11,12,21,20,18,15,16,18,16,16,15,18,17,34,36,15,15,15,12,11,7,4,4,3,2,0,0
2022-03-15 16:00:00,4,1,5,9,14,12,13,15,15,18,17,17,18,16,16,14,15,12,9,13,15,16,19,20,21,18,18,18,18,15,13,14,17,16,8,4,3,7,9,11,12,16,18,11,28,35,16,36,33,32,23,9,9,11,10,10,8,13,14,16,15,19,19,22,23,41,44,42,40,33,30,23,13,9,5,2,1,0,0
2022-03-15 17:00:00,2,1,4,6,9,9,8,16,17,19,20,20,23,17,14,13,14,11,8,21,27,25,29,33,30,29,29,28,24,26,17,15,13,12,9,8,6,4,4,6,8,7,11,15,14,15,18,21,20,20,17,20,22,21,21,19,15,10,14,17,21,22,22,26,30,35,32,31,30,23,21,21,14,11,8,2,1,0,0
2022-03-15 18:00:00,4,2,7,9,14,15,14,23,21,26,25,26,28,18,21,21,23,21,14,16,23,16,23,22,22,23,25,33,35,32,25,21,23,19,12,10,4,4,10,15,18,19,17,19,24,26,29,32,38,35,31,21,22,23,19,25,22,21,29,35,33,37,36,41,46,47,47,50,46,40,40,37,28,24,16,6,5,0,0
2022-03-15 19:00:00,3,1,6,7,11,11,11,15,17,20,18,17,17,16,25,20,13,12,6,13,17,16,17,19,17,15,14,18,19,19,21,14,18,11,7,5,5,4,6,10,11,11,10,11,7,8,13,16,16,14,11,12,14,14,16,17,18,15,16,19,23,25,20,25,26,30,33,36,34,34,27,22,17,15,12,4,3,0,0
2022-03-15 20:00:00,1,0,3,4,6,6,5,10,10,13,5,9,7,9,8,8,5,9,7,9,11,10,6,9,11,13,12,13,11,9,10,8,9,7,4,2,3,2,6,11,12,7,11,7,10,12,9,11,10,12,11,9,10,9,11,12,11,9,14,12,20,18,15,22,21,23,25,26,27,25,22,15,9,7,3,4,3,0,0
2022-03-15 21:00:00,2,0,2,4,8,9,5,12,14,14,13,10,9,10,10,10,6,8,9,12,12,11,13,13,14,15,12,10,9,5,7,1,7,6,3,2,2,3,5,6,7,8,10,7,7,8,8,9,11,11,10,13,12,11,12,15,11,8,8,11,13,13,11,15,15,20,20,20,18,19,14,12,7,7,6,1,0,0,0
2022-03-15 22:00:00,1,3,3,4,7,10,2,11,11,12,12,10,10,12,16,13,10,8,7,11,12,11,9,10,20,36,39,41,41,9,38,17,37,18,10,6,3,5,5,5,7,7,5,10,9,6,11,13,12,14,14,20,22,22,22,19,15,11,12,19,20,21,20,21,24,27,30,26,26,20,16,16,9,8,5,1,0,0,0
2022-03-15 23:00:00,0,0,1,2,0,0,0,3,0,0,0,0,4,4,5,3,2,0,2,4,3,0,6,5,7,8,0,7,6,0,6,0,1,5,3,1,1,0,2,1,3,4,3,4,4,5,6,8,10,8,7,9,8,7,7,9,11,9,7,6,3,6,6,11,10,8,9,7,9,8,8,6,5,4,2,1,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,1,16,26,27,27,26,26,28,27,27,26,17,31,30,32,31,23,16,10,7,6,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,1,3,9,14,16,13,15,10,14,8,15,14,13,11,12,10,9,16,19,18,14,11,8,8,5,6,3,0,2,3,2,7,2,5,3,2,0,0,2,4,0,2,0,0,0,5,4,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,2,2,4,7,10,7,9,10,10,10,11,11,13,7,8,6,7,5,6,8,11,8,7,2,6,5,5,4,6,4,4,0,3,4,3,0,1,1,1,1,3,4,3,3,1,3,3,5,6,5,5,4,2,2,0,3,0,2,2,2,2,0,1,3,4,5,3,2,4,2,3,0,1,5,4,2,1,0,0
2022-03-16 07:00:00,3,10,17,19,22,23,28,35,39,43,40,23,27,19,22,17,17,13,13,17,15,15,16,15,10,15,16,32,26,17,10,8,5,4,0,3,2,0,3,4,6,6,7,9,11,13,13,15,14,17,20,20,19,13,8,6,8,6,10,16,27,25,9,11,10,9,8,11,9,7,6,7,9,10,4,5,3,0,0
2022-03-16 08:00:00,7,17,29,30,33,38,34,59,57,52,43,39,40,33,37,36,27,20,18,25,29,29,23,26,25,25,27,23,17,14,11,10,9,8,5,6,5,4,2,6,10,11,9,12,17,22,13,24,20,20,28,29,28,26,22,23,14,11,18,23,28,29,25,34,28,21,22,20,17,12,10,11,8,6,4,4,3,1,0
2022-03-16 09:00:00,8,8,12,15,20,21,23,27,28,29,25,22,23,20,20,18,15,10,8,12,15,14,13,11,9,9,9,9,9,8,5,3,5,4,3,4,3,2,2,6,7,9,5,8,10,13,12,14,10,10,11,10,9,10,9,8,7,6,9,8,10,11,10,12,11,11,12,15,13,12,10,8,4,3,3,1,1,0,0
2022-03-16 10:00:00,0,4,8,11,13,14,14,17,13,12,11,11,10,9,9,10,8,7,7,9,9,7,9,9,8,8,6,9,9,8,6,5,4,4,5,2,3,2,2,4,6,4,1,4,7,3,10,5,8,5,7,7,3,3,8,7,6,5,9,11,12,8,9,10,13,13,7,10,9,10,7,6,6,5,4,1,0,0,0
2022-03-16 11:00:00,3,3,5,6,10,11,8,15,12,13,11,13,10,10,11,9,9,8,8,10,14,14,16,14,10,9,10,11,11,10,8,6,3,3,3,1,2,2,3,3,4,5,3,5,5,5,6,7,6,8,7,6,7,6,7,8,6,6,5,5,5,6,6,9,7,10,6,11,10,8,8,8,6,5,4,2,1,0,0
2022-03-16 12:00:00,1,4,6,7,9,10,9,11,11,13,11,12,16,9,7,9,8,8,7,9,9,9,10,12,12,12,14,17,7,9,14,13,8,9,8,5,2,2,5,4,5,6,5,5,7,6,8,11,7,10,10,10,9,7,8,7,7,6,7,9,6,9,9,11,12,12,14,15,18,13,9,7,8,5,3,3,0,0,0
2022-03-16 13:00:00,0,5,8,8,12,8,13,12,13,12,12,14,14,14,13,13,9,14,11,12,10,10,14,16,15,14,13,11,11,10,10,9,5,8,8,3,2,4,5,6,7,5,6,7,8,7,8,10,8,7,7,6,8,8,7,9,10,6,9,6,10,9,7,10,11,11,13,15,16,14,13,9,7,5,3,3,2,0,0
2022-03-16 14:00:00,1,2,5,7,12,12,13,14,16,15,15,11,11,10,10,9,8,7,6,11,11,12,15,21,18,18,16,17,17,16,14,13,12,8,7,6,4,1,3,5,7,8,9,11,7,9,10,12,10,7,5,6,5,4,4,0,5,6,10,12,13,12,11,12,14,22,6,20,19,17,13,11,7,5,3,2,1,0,0
2022-03-16 15:00:00,3,1,5,8,11,11,11,12,13,16,13,15,19,19,16,9,6,8,11,12,11,11,11,11,12,14,14,15,16,15,16,14,13,12,10,7,5,6,6,11,12,7,9,11,10,13,12,14,18,15,12,9,11,11,13,15,11,11,11,11,12,13,12,13,19,27,26,26,23,15,16,14,11,10,10,3,2,0,0
2022-03-16 16:00:00,2,2,5,7,9,7,9,13,17,15,15,21,25,22,21,19,19,13,10,13,17,16,17,25,27,23,21,23,17,15,20,18,16,12,11,10,6,6,5,4,10,6,8,10,13,15,11,18,15,20,18,15,17,20,14,21,15,15,16,17,18,20,24,27,31,40,43,42,40,37,33,27,19,13,8,5,4,0,0
2022-03-16 17:00:00,0,7,14,15,17,15,13,14,16,17,16,17,19,13,14,12,12,11,10,10,12,9,16,14,16,18,19,21,23,22,23,24,16,21,19,17,5,5,6,9,12,16,20,14,21,23,26,27,27,22,21,18,20,17,19,20,17,15,14,16,22,25,22,25,25,31,25,31,30,26,24,20,15,6,4,1,0,0,0
2022-03-16 18:00:00,6,5,11,9,17,18,18,30,31,32,31,32,29,21,24,25,25,20,16,21,20,19,21,22,22,23,23,26,39,34,22,20,18,13,9,6,6,8,7,10,13,10,11,11,11,12,14,17,19,20,17,17,20,21,22,20,18,20,21,29,28,27,26,29,38,46,52,51,48,37,35,35,22,15,12,4,4,0,0
2022-03-16 19:00:00,1,1,6,5,11,12,11,11,13,16,18,21,24,14,15,14,13,9,6,13,10,7,11,11,16,21,15,19,20,20,18,19,16,11,6,4,3,5,6,8,10,9,10,10,10,11,12,19,14,17,13,14,13,10,13,12,12,12,14,16,16,16,17,23,28,28,30,28,30,22,21,20,15,13,10,2,1,0,0
2022-03-16 20:00:00,1,1,6,9,10,8,4,9,11,11,13,14,11,13,13,10,9,8,7,8,7,8,10,9,9,10,12,15,16,15,12,11,9,7,5,4,2,3,8,9,10,11,8,9,4,10,9,13,7,14,11,9,7,8,7,12,10,11,16,22,20,21,20,21,20,18,16,16,18,17,14,10,6,4,4,3,2,0,0
2022-03-16 21:00:00,0,2,5,5,8,9,7,11,13,14,16,15,14,13,12,10,9,10,7,9,9,7,8,6,11,13,12,12,10,11,7,4,8,6,5,4,1,5,8,11,13,12,4,4,5,7,4,13,9,10,11,15,22,20,19,19,18,18,18,19,15,15,15,18,24,23,22,20,20,15,13,12,8,6,5,1,1,0,0
2022-03-16 22:00:00,0,1,1,2,6,4,5,11,12,14,13,8,6,13,12,11,9,8,6,7,7,6,9,9,16,27,31,31,32,31,30,4,28,19,13,9,3,2,4,6,7,0,5,14,8,15,11,16,17,14,11,20,21,11,20,20,18,17,16,21,18,12,19,24,21,20,21,18,17,16,15,12,10,7,4,3,0,0,0
2022-03-16 23:00:00,0,0,1,0,6,7,5,8,6,8,7,7,5,7,0,8,0,6,4,7,12,13,15,13,14,13,11,11,7,6,10,0,5,8,5,4,2,0,2,3,4,0,6,7,6,5,8,7,3,7,8,8,0,8,7,5,8,6,6,5,6,5,8,11,12,12,10,15,14,12,12,9,6,3,3,3,2,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,0,0,12,22,25,25,26,28,29,28,27,26,15,31,32,34,30,21,13,11,10,8,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,0,0,4,11,13,13,12,13,10,11,12,11,11,11,10,11,10,10,14,15,11,6,11,9,10,9,8,7,0,3,3,5,5,2,4,1,0,0,0,1,2,0,2,0,0,0,3,0,0,2,3,0,3,0,4,3,2,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,1,2,3,8,9,10,9,11,12,13,9,11,11,6,6,7,8,7,7,6,7,7,6,4,4,4,4,4,2,3,2,0,3,3,2,1,2,0,2,4,5,3,1,3,6,7,8,7,6,5,4,6,1,4,0,3,3,1,3,2,0,2,1,3,4,1,0,2,3,4,0,2,2,3,4,3,0,1,0
2022-03-17 07:00:00,6,8,13,15,22,27,33,30,32,34,29,20,24,22,21,21,21,15,15,18,25,24,19,19,22,19,22,27,23,16,12,9,4,5,1,1,3,1,3,5,6,15,13,15,19,21,19,19,17,21,27,25,21,20,11,8,9,6,8,12,14,13,12,18,15,10,12,12,9,8,6,7,5,6,3,6,5,0,0
2022-03-17 08:00:00,1,16,21,27,34,35,36,59,60,58,53,53,51,44,52,43,31,19,20,21,19,17,16,18,20,19,22,21,19,14,10,9,5,2,4,2,3,0,3,2,8,9,11,12,15,17,19,22,17,16,16,18,12,19,18,20,17,9,13,15,19,29,28,41,29,24,24,29,27,24,14,10,10,5,4,1,2,0,0
2022-03-17 09:00:00,2,10,13,17,22,23,25,29,31,32,33,28,27,24,23,22,22,19,18,21,20,21,18,15,15,16,17,16,16,11,6,6,10,4,2,4,3,2,4,6,5,5,4,6,7,9,10,17,9,12,8,11,10,10,7,5,8,6,9,10,10,11,10,17,15,11,14,13,11,8,7,7,7,7,4,2,0,0,0
2022-03-17 10:00:00,1,1,8,8,10,10,12,15,12,12,15,16,18,13,10,10,6,6,5,8,9,7,6,6,7,6,7,10,8,7,6,4,4,3,2,0,2,0,2,3,5,6,4,6,7,4,8,11,5,7,5,6,5,4,4,5,5,8,6,9,12,10,7,10,12,12,12,12,11,12,11,6,5,0,6,3,1,0,0
2022-03-17 11:00:00,0,4,5,8,10,5,8,14,15,13,12,11,12,8,9,8,8,8,7,8,6,7,10,11,10,15,14,16,17,8,6,5,5,5,3,2,2,2,1,3,5,6,4,7,3,2,6,8,10,8,6,7,9,9,6,8,5,5,5,8,8,10,9,11,12,14,15,14,11,10,9,3,9,8,5,3,1,0,0
2022-03-17 12:00:00,0,3,6,7,13,3,11,13,13,13,12,7,10,7,9,9,11,9,7,7,7,3,7,9,10,10,12,12,11,16,14,12,11,10,9,3,2,1,1,4,5,2,6,3,7,9,3,7,6,6,7,11,0,10,13,13,8,5,7,5,6,7,6,10,11,12,11,11,10,8,8,6,6,5,2,1,0,0,0
2022-03-17 13:00:00,4,9,7,8,13,14,16,20,17,21,22,20,22,22,24,27,20,16,14,11,11,10,12,10,11,14,15,15,17,13,9,9,7,7,6,5,5,3,2,6,8,4,9,10,13,12,8,12,9,11,9,11,9,9,8,7,7,9,12,16,19,20,16,16,16,18,19,15,15,13,12,10,10,8,7,4,5,0,0
