Unnamed: 0,1_우신운수종점(기점가상),2_남태령역,3_사당역,4_이수역,5_이수역,6_방배초등학교,7_방배고개,8_내방역,9_방배1동주민센터.방배아크로타워,10_방배역,11_신동아아파트앞,12_서울고등학교,13_서초중학교,14_남부터미널,15_국제전자센터,16_서일초등학교,17_서초그랑자이아파트,18_뱅뱅사거리,19_서초문화예술정보학교,20_양재역.양재1동민원분소,21_매봉역,22_도곡개포한신아파트,23_군인공제회관,24_도곡역3번출구,25_대치동우성아파트,26_대치역8번출구,27_대치동미도아파트,28_쌍용아파트,29_새마을운동중앙회,30_총회회관.휘문고입구,31_삼성역,32_강남경찰서.강남운전면허시험장,33_잠실종합운동장,34_종합운동장사거리,35_잠실새내역4번출구,36_잠실트리지움아파트앞,37_잠실역.롯데월드,38_잠실역1번.11번출구,39_잠실역9번출구,40_잠실역8번출구,41_잠실역.롯데월드,42_잠실5단지,43_잠실새내역.잠실2동주민센터,44_잠실엘스아파트앞,45_종합운동장사거리,46_잠실종합운동장,47_강남경찰서면허시험장,48_삼성역,49_휘문고.대치2동주민센터,50_대치동은마아파트,51_은마아파트,52_대치역1번출구,53_래미안대치팰리스,54_도곡역2번출구.동부센트레빌,55_숙명여고,56_매봉삼성아파트SK리더스뷰,57_매봉역양재최의원,58_양재역말죽거리.강남베드로병원,59_뱅뱅사거리.구영동중학교,60_뱅뱅사거리,61_서초그랑자이아파트,62_서일초등학교,63_국제전자센터,64_남부터미널.한일시멘트,65_서초중학교,66_서울고등학교,67_방배동신동아아파트,68_방배역,69_방배역.방배서리풀이편한세상,70_방일초교,71_내방역,72_방배고개,73_이수역,74_사당동우체국앞,75_방배노인종합복지관,76_사당역,77_사당자동차학원,78_남태령역,79_우신운수종점(종점가상)
2022-03-05 04:00:00,0,0,3,8,9,0,8,7,8,6,10,0,0,0,0,12,14,11,7,8,8,6,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,1,0,7,10,9,0,7,3,6,0,4,5,6,0,6,5,5,8,8,0,6,6,4,3,2,3,0,4,1,0,0,3,2,3,0,1,0,1,2,3,0,0,3,2,0,4,4,3,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,1,1,4,3,5,7,7,5,9,7,5,6,5,7,6,4,3,3,5,7,7,5,2,1,2,5,3,0,1,2,0,1,0,0,0,0,0,0,0,2,0,1,3,4,3,4,5,2,3,5,6,5,4,2,0,1,1,2,3,3,2,1,5,3,1,0,2,0,2,1,1,1,1,0,2,1,0,0
2022-03-05 07:00:00,2,1,4,5,6,8,7,8,7,6,5,4,3,4,3,4,3,2,3,2,3,4,3,4,3,4,4,5,4,2,3,2,1,1,0,0,0,0,1,2,3,2,1,4,3,0,3,7,6,4,3,1,0,0,1,4,2,2,2,3,4,5,2,4,2,1,0,2,2,4,3,3,0,3,1,2,1,0,0
2022-03-05 08:00:00,2,3,4,7,8,9,7,11,10,11,11,12,9,10,9,10,9,7,5,4,3,4,5,4,5,3,5,7,5,4,6,0,4,6,4,3,1,0,0,3,5,7,2,6,5,6,4,7,4,6,4,5,1,3,2,3,3,3,3,4,5,4,4,6,6,7,9,11,12,11,7,8,7,9,12,12,8,0,0
2022-03-05 09:00:00,3,1,6,7,11,12,11,16,17,13,13,12,10,8,10,10,12,11,9,8,8,6,7,6,8,8,10,12,15,11,4,7,4,5,2,0,2,0,1,5,6,9,12,11,12,12,9,11,10,11,8,7,4,10,9,8,4,3,4,4,8,7,7,11,12,12,11,10,9,11,13,12,8,3,3,2,1,0,0
2022-03-05 10:00:00,2,2,8,11,14,16,13,14,17,19,18,17,17,14,12,11,8,9,5,8,11,6,8,7,9,8,9,12,13,6,10,5,6,10,7,3,2,1,2,2,3,4,5,7,10,12,0,13,10,8,10,9,6,2,7,6,2,5,6,5,9,11,8,11,11,16,15,13,12,10,8,8,7,7,4,1,0,0,0
2022-03-05 11:00:00,0,4,7,12,16,9,13,14,16,18,11,15,18,17,15,13,14,14,10,15,17,19,17,18,16,17,20,21,24,19,14,12,13,11,10,8,4,3,4,8,3,7,6,10,11,12,12,13,11,8,9,9,8,6,5,10,7,6,14,10,13,12,10,11,13,13,12,14,15,16,12,9,8,8,7,3,1,0,0
2022-03-05 12:00:00,0,3,6,7,15,14,11,14,14,15,17,18,19,14,15,14,15,12,11,11,13,13,14,15,19,24,25,27,27,22,29,18,17,16,16,7,6,2,6,10,4,12,15,15,20,23,5,26,23,18,9,11,12,13,14,13,12,9,10,8,11,12,11,14,13,27,26,24,24,23,21,15,9,7,5,3,2,0,0
2022-03-05 13:00:00,0,3,10,6,13,10,12,17,18,19,23,20,16,22,26,22,21,19,16,13,17,14,17,19,11,25,29,34,27,33,30,21,29,24,20,16,8,7,5,8,9,7,10,14,16,13,12,12,12,12,13,13,12,14,15,12,13,12,15,14,15,14,15,21,20,26,26,18,18,16,14,14,12,8,4,2,1,0,0
2022-03-05 14:00:00,0,8,8,8,12,16,15,16,16,13,14,14,14,10,11,11,10,7,7,12,11,13,14,15,13,17,21,28,30,28,17,0,17,15,17,13,9,9,7,8,9,11,11,12,13,12,11,12,13,12,10,10,12,11,12,10,13,11,10,12,13,10,12,14,14,16,16,22,20,21,18,14,12,9,7,4,5,0,0
2022-03-05 15:00:00,0,7,5,8,12,13,14,16,18,21,20,18,19,14,12,13,13,12,11,17,14,11,15,14,17,23,27,31,34,32,24,20,24,24,25,23,10,4,6,9,10,11,9,15,17,19,20,25,24,19,16,13,14,14,15,16,13,11,11,10,10,12,12,14,21,23,22,24,23,20,18,12,11,10,9,6,0,0,0
2022-03-05 16:00:00,2,2,6,13,14,14,12,11,10,15,16,13,14,10,9,8,6,4,4,7,19,20,18,16,13,19,17,22,20,18,17,12,16,14,13,10,8,7,7,10,14,16,17,20,20,21,12,23,19,16,14,11,10,11,10,11,9,8,10,10,12,15,10,17,20,22,17,20,19,18,16,17,16,15,9,2,0,1,0
2022-03-05 17:00:00,0,5,8,10,17,17,15,18,17,10,15,12,11,10,10,11,11,11,7,8,9,8,11,11,14,23,24,28,29,28,30,12,25,21,11,7,7,5,7,11,15,14,7,8,10,12,0,17,18,19,17,17,10,18,16,13,9,8,13,14,17,18,17,22,20,20,20,22,22,19,17,16,8,10,6,0,0,0,0
2022-03-05 18:00:00,0,1,4,5,8,5,7,11,14,11,10,14,13,9,8,8,6,5,4,5,6,8,10,13,11,17,17,27,31,32,27,23,20,20,18,16,6,8,11,14,19,7,15,17,15,11,3,19,16,19,18,13,14,12,11,10,10,7,9,9,11,11,8,14,17,17,19,15,20,17,19,17,11,9,8,2,1,0,0
2022-03-05 19:00:00,3,0,4,5,7,6,5,8,7,9,6,6,5,4,4,3,1,3,2,4,4,2,3,4,9,11,10,8,6,9,9,8,7,8,7,6,5,5,7,11,10,14,5,16,8,18,11,15,16,8,14,14,12,12,11,11,10,8,8,7,7,7,4,8,10,13,13,13,12,14,13,11,5,11,7,2,0,0,0
2022-03-05 20:00:00,0,0,2,2,5,2,1,9,6,9,8,8,10,9,12,11,6,5,7,5,8,5,8,7,5,6,6,5,3,4,4,3,3,5,5,2,5,2,3,6,10,5,9,8,10,11,10,11,10,5,7,8,5,7,9,4,8,3,8,7,9,8,7,9,10,8,9,9,8,12,11,10,6,5,5,3,1,0,0
2022-03-05 21:00:00,0,0,4,1,3,0,1,2,6,7,0,5,4,4,5,10,7,6,4,6,6,7,2,6,8,13,14,15,16,14,12,11,10,8,5,1,2,5,7,8,11,14,2,19,8,19,20,22,21,21,20,16,7,12,7,8,7,6,7,14,3,13,13,15,14,14,13,14,13,7,9,5,7,7,3,3,1,0,0
2022-03-05 22:00:00,0,1,3,6,9,5,7,9,8,10,10,10,9,10,8,10,6,5,4,5,6,4,4,6,7,16,13,12,14,13,4,3,11,9,5,3,3,3,4,3,7,6,8,18,19,13,0,18,15,17,14,18,18,16,18,16,17,14,12,12,10,12,10,13,14,13,14,14,12,12,15,13,9,7,6,2,1,0,0
2022-03-05 23:00:00,0,0,1,3,4,0,3,3,4,8,7,6,6,4,5,6,2,5,5,6,8,6,8,6,0,7,0,6,4,5,4,3,4,3,6,6,1,3,7,8,7,7,4,10,10,0,3,12,5,11,10,12,8,10,14,13,10,6,5,7,6,7,9,6,8,7,5,13,12,8,5,4,4,3,2,0,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,2,2,3,3,3,0,1,0,2,0,0,4,0,0,3,2,5,5,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,1,2,4,5,0,5,4,3,0,2,3,2,3,4,5,2,4,6,6,7,6,4,5,2,3,2,3,2,1,2,5,0,5,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,1,1,1,2,3,4,4,5,5,4,1,0,5,4,0,2,3,1,0,2,1,0,1,0,1,0,2,2,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,0,1,0,0,1,2,2,0,2,0,1,1,2,3,2,1,0,2,1,0,1,0,0,0,0,0
2022-03-06 07:00:00,1,0,3,2,3,1,4,5,6,6,5,3,9,5,4,1,5,4,3,3,2,2,2,0,3,2,1,4,0,3,1,1,0,1,0,0,0,0,0,1,2,1,2,0,1,3,4,4,1,1,1,0,0,0,0,0,0,1,1,0,3,4,0,2,3,0,5,3,2,4,1,1,1,0,0,1,0,0,0
2022-03-06 08:00:00,1,2,3,3,3,4,0,5,3,4,4,4,4,7,1,6,5,4,3,4,3,3,4,4,6,5,4,6,7,6,2,3,2,2,2,2,1,0,1,1,1,2,2,2,3,3,0,4,3,3,3,3,2,1,0,0,4,3,2,3,5,6,5,9,6,5,6,6,6,3,5,5,5,4,3,2,1,0,0
2022-03-06 09:00:00,0,1,2,1,4,6,7,8,10,10,9,8,7,6,5,3,4,5,4,5,4,5,6,5,5,4,5,6,5,4,3,4,3,4,2,0,2,2,4,1,5,1,3,7,8,12,3,10,5,10,0,7,7,5,5,3,3,2,4,3,3,4,5,6,8,6,5,6,6,7,7,4,4,2,1,0,0,0,0
2022-03-06 10:00:00,2,2,5,7,7,8,9,11,10,10,10,9,11,8,9,9,9,7,5,8,7,9,8,0,7,6,8,10,7,8,7,0,5,8,7,8,4,1,3,2,4,3,4,5,6,8,9,8,6,8,6,9,8,10,9,5,1,8,10,13,12,12,8,14,13,12,7,11,8,6,4,4,3,4,3,0,2,0,0
2022-03-06 11:00:00,0,5,4,4,6,7,6,6,7,7,6,6,9,5,6,6,7,3,7,7,7,3,4,3,5,6,5,10,4,6,5,2,0,5,0,0,2,2,3,6,7,5,3,5,4,6,7,6,5,6,6,4,8,1,10,11,6,6,6,8,9,7,7,9,7,10,4,12,9,6,6,4,2,3,1,0,0,0,0
2022-03-06 12:00:00,0,3,4,3,7,6,6,10,9,8,7,10,8,7,6,5,7,7,5,8,8,8,11,14,15,16,18,19,19,17,15,12,17,15,10,8,2,3,6,5,6,7,9,12,9,12,13,12,9,10,9,8,9,10,11,6,9,8,9,10,10,9,9,9,10,14,17,16,11,11,11,10,6,7,5,4,1,0,0
2022-03-06 13:00:00,0,3,6,6,7,7,9,15,13,10,6,9,7,10,10,12,7,6,7,6,10,11,11,15,17,21,23,29,29,27,22,10,19,14,14,9,4,4,10,11,13,4,8,11,13,17,5,19,17,15,13,13,13,11,13,12,11,7,7,7,9,7,5,12,14,15,14,15,16,13,7,12,6,3,4,2,0,0,0
2022-03-06 14:00:00,0,1,5,4,7,8,6,7,8,9,6,5,12,19,18,15,13,10,7,8,11,0,11,11,14,19,20,26,31,28,28,25,25,22,17,17,9,8,7,8,4,9,13,12,12,11,10,8,11,9,9,8,6,8,9,5,9,7,5,8,9,11,11,13,13,16,14,16,15,13,10,8,4,7,7,6,2,0,0
2022-03-06 15:00:00,5,1,0,6,10,9,8,11,12,13,12,12,13,12,0,12,5,13,9,9,7,8,11,15,19,17,17,26,25,24,18,15,11,13,15,14,4,5,7,8,10,11,10,10,9,9,10,13,12,10,10,12,12,15,12,10,8,7,5,6,7,7,6,9,12,16,5,8,7,11,13,12,6,4,2,1,0,0,0
2022-03-06 16:00:00,0,2,2,7,10,11,8,12,12,11,0,12,11,8,10,9,8,7,7,9,13,11,11,12,7,15,12,17,19,21,11,23,8,20,17,7,6,8,9,13,20,10,16,9,14,15,16,17,9,10,11,15,15,15,9,9,5,10,7,8,11,13,11,12,13,18,18,18,19,17,14,16,16,11,7,5,1,0,0
2022-03-06 17:00:00,0,5,6,5,9,8,6,11,12,10,9,9,9,9,11,10,5,3,2,12,12,13,12,11,9,17,18,16,17,13,17,12,16,13,8,11,9,8,9,12,14,12,15,14,13,15,16,23,21,17,15,12,8,7,7,7,6,7,8,11,5,12,12,15,14,15,15,12,16,13,11,6,9,6,5,3,1,0,0
2022-03-06 18:00:00,0,1,3,4,7,7,6,9,10,9,8,8,7,6,6,7,6,4,4,5,5,3,7,6,9,16,19,20,11,19,15,0,17,10,2,0,4,5,7,7,10,8,13,15,16,17,18,19,15,14,12,11,12,12,11,11,9,9,3,11,9,6,5,9,11,11,8,11,12,10,11,11,10,5,5,2,0,0,0
2022-03-06 19:00:00,0,3,8,9,9,5,10,9,6,10,0,12,4,10,9,9,7,6,4,5,5,7,8,9,8,10,10,9,11,9,8,0,7,7,8,2,3,3,5,6,13,8,12,11,7,8,0,12,13,14,13,16,0,16,17,15,9,11,11,10,8,8,7,9,15,14,13,16,15,15,11,12,7,5,2,0,0,0,0
2022-03-06 20:00:00,0,0,3,4,6,3,7,10,11,11,0,10,9,8,0,7,6,5,3,6,6,7,7,6,0,8,7,7,8,7,6,0,5,4,7,0,4,4,4,8,9,6,4,9,11,0,12,13,11,9,8,6,5,6,4,4,4,6,6,6,7,9,10,11,8,13,8,12,13,16,13,12,9,7,5,2,0,0,0
2022-03-06 21:00:00,0,0,1,0,5,3,2,6,5,6,4,5,6,6,8,4,6,5,3,3,2,4,4,5,7,10,9,8,4,4,6,3,5,3,3,2,3,5,6,12,15,0,12,15,13,0,15,15,8,14,12,12,11,12,8,10,8,8,4,7,6,5,5,6,7,6,0,10,8,7,8,4,4,4,3,1,0,0,0
2022-03-06 22:00:00,1,0,0,3,4,3,5,5,5,6,7,8,7,6,3,7,2,6,6,5,4,0,5,6,5,8,0,1,0,0,8,4,0,6,4,3,2,1,3,4,8,1,0,8,6,11,5,12,7,11,9,12,5,11,15,10,14,10,7,5,7,3,5,7,6,9,9,8,4,6,6,0,4,2,1,1,0,0,0
2022-03-06 23:00:00,0,0,2,1,3,0,2,0,3,3,0,3,0,3,0,4,2,0,3,3,4,5,5,5,0,0,1,5,4,0,3,2,3,2,1,1,0,2,3,5,0,4,3,5,6,0,0,8,0,5,4,7,0,7,5,6,6,6,6,5,7,0,6,10,10,9,3,8,8,6,5,3,4,4,3,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,3,0,13,22,25,26,26,13,28,27,26,24,12,28,29,29,25,20,17,15,15,9,9,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,1,6,10,16,14,14,12,11,10,7,9,6,10,5,9,7,8,11,14,6,9,8,6,5,5,3,7,6,2,6,5,5,3,3,1,0,0,0,2,3,0,3,5,0,0,6,5,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,2,2,3,6,11,8,12,10,12,13,11,10,11,7,4,6,5,5,6,4,4,4,5,4,5,3,7,7,8,8,6,2,4,2,1,0,1,1,0,2,3,3,4,5,4,7,3,7,7,6,5,4,2,0,3,2,2,3,3,6,12,11,8,10,8,9,8,0,7,5,6,1,8,8,2,3,0,0,0
2022-03-07 07:00:00,5,4,13,15,15,18,21,28,27,32,30,22,22,18,17,17,18,19,19,23,24,25,19,17,16,15,19,20,21,16,13,12,9,8,4,1,1,0,3,2,5,7,8,12,17,20,20,18,14,18,20,19,17,15,10,0,9,7,6,8,13,15,12,15,13,9,7,10,6,8,5,5,3,7,8,6,2,0,0
2022-03-07 08:00:00,9,14,18,23,31,35,38,49,53,55,51,46,43,38,36,30,21,15,15,21,21,20,19,17,18,18,20,26,23,18,14,8,12,7,6,6,5,2,4,6,7,10,9,13,14,17,17,32,15,13,13,16,12,13,14,15,11,11,14,16,17,17,13,23,22,16,13,18,18,19,16,8,7,6,5,3,2,0,0
2022-03-07 09:00:00,11,10,14,12,18,22,24,31,33,33,33,32,28,26,25,23,22,16,12,13,18,18,17,19,16,16,15,13,11,9,7,3,6,5,4,3,3,3,3,5,7,9,10,9,10,12,12,12,10,11,5,10,7,11,10,11,8,10,11,11,13,12,9,12,14,14,17,16,14,11,12,9,8,7,5,3,1,0,0
2022-03-07 10:00:00,0,1,6,16,21,11,20,19,13,18,17,17,16,10,12,11,11,9,6,8,3,4,5,6,6,7,10,11,8,10,7,7,8,4,3,3,3,2,3,7,6,5,3,4,5,7,7,9,7,6,7,5,0,4,8,6,5,4,5,6,8,5,5,7,7,8,9,12,10,9,7,4,3,2,3,2,0,0,0
2022-03-07 11:00:00,3,3,4,6,10,9,10,12,13,13,14,13,14,9,11,10,10,8,7,11,9,9,11,10,9,8,10,14,13,11,9,5,8,6,5,2,2,1,2,8,7,6,5,8,8,9,7,11,13,12,12,13,12,7,6,5,4,4,4,6,8,10,8,9,11,14,16,12,15,13,10,8,4,4,3,3,2,0,0
2022-03-07 12:00:00,1,1,4,6,8,10,7,15,17,15,15,15,16,12,13,11,7,10,9,12,14,13,14,18,20,23,24,17,17,15,12,9,8,6,5,5,4,2,4,6,7,6,6,7,5,8,9,11,10,9,6,5,4,5,8,3,7,7,7,10,9,11,11,14,12,13,9,8,13,12,13,12,9,9,7,5,2,0,0
2022-03-07 13:00:00,0,2,3,7,12,7,9,18,19,18,17,18,16,14,15,12,10,8,8,9,10,10,14,16,16,19,21,16,16,12,12,11,9,7,7,3,2,3,4,4,7,6,5,6,8,10,5,11,10,11,10,6,8,5,5,7,6,6,9,10,11,12,12,13,19,21,24,17,16,16,15,12,11,7,6,3,1,0,0
2022-03-07 14:00:00,2,4,4,8,12,10,9,14,20,20,13,17,13,11,11,10,10,7,3,11,10,10,13,10,13,14,12,14,15,16,16,15,12,10,9,7,4,2,3,6,7,6,7,8,11,11,12,13,14,13,11,8,9,10,9,10,11,13,15,15,16,7,16,18,19,27,30,9,8,10,11,10,7,7,5,3,2,0,0
2022-03-07 15:00:00,0,1,4,6,8,9,6,17,19,18,16,20,28,21,21,19,17,14,10,10,14,13,14,13,13,9,12,14,12,10,9,8,6,5,5,4,2,6,7,8,10,12,13,15,16,17,17,20,19,10,12,10,10,9,4,6,7,7,11,15,14,16,17,22,21,38,41,37,38,33,27,19,12,8,6,1,0,0,0
2022-03-07 16:00:00,0,5,6,5,8,9,10,12,13,14,12,13,15,9,10,8,10,8,11,16,17,19,25,20,20,20,18,18,17,16,18,17,11,6,5,3,4,3,4,10,13,15,16,18,23,24,22,22,17,22,17,15,12,14,18,17,15,14,18,18,19,19,22,24,27,35,39,40,38,32,26,20,9,8,7,3,2,0,0
2022-03-07 17:00:00,3,2,6,5,11,9,12,17,16,15,16,13,12,11,13,12,12,14,12,13,17,19,18,16,19,19,20,20,19,20,17,13,14,12,8,5,4,2,6,6,8,9,13,14,14,15,15,20,19,21,21,17,15,14,14,16,16,11,14,23,25,30,26,28,33,33,36,33,33,28,23,18,14,12,6,3,2,0,0
2022-03-07 18:00:00,0,4,7,7,14,15,12,23,23,24,25,30,33,20,26,17,15,13,9,16,16,19,24,24,25,26,26,26,33,35,24,26,21,14,8,8,3,3,8,9,11,10,10,11,11,14,19,23,20,19,14,15,17,18,21,20,18,19,22,24,23,32,28,35,37,43,43,41,39,31,33,33,24,17,14,4,2,0,0
2022-03-07 19:00:00,0,2,4,5,12,15,17,23,17,16,14,13,11,13,14,13,12,10,9,15,16,14,17,13,14,16,17,16,18,18,15,17,17,9,7,4,4,4,6,8,9,10,10,12,12,13,15,17,15,14,14,16,13,15,15,17,13,17,18,23,23,26,24,28,29,34,35,40,37,38,36,24,18,8,6,3,1,0,0
2022-03-07 20:00:00,0,3,6,6,7,6,4,9,11,10,10,9,8,8,8,10,9,5,3,12,14,9,16,15,14,13,13,13,13,12,9,5,8,7,3,2,0,0,3,4,6,2,7,3,7,7,8,12,11,9,7,10,12,14,15,18,15,13,14,14,11,13,11,9,12,11,12,13,14,15,13,8,6,8,5,3,2,0,0
2022-03-07 21:00:00,2,0,3,7,8,10,3,12,14,9,8,9,6,10,10,9,8,7,6,6,5,7,6,5,7,13,11,11,13,12,13,12,8,6,4,3,3,5,7,8,9,7,10,11,9,11,6,12,11,11,10,13,19,19,18,16,17,12,8,9,8,9,8,11,14,15,16,18,17,18,13,12,7,6,5,3,1,0,0
2022-03-07 22:00:00,0,1,1,4,11,2,9,12,9,8,3,9,9,8,5,5,4,4,4,5,5,4,5,5,9,20,19,24,26,19,22,20,15,13,7,5,3,4,4,9,5,1,8,10,0,8,10,11,11,12,10,25,29,27,25,24,22,19,19,16,17,17,16,24,19,20,19,22,21,22,17,15,10,8,4,2,1,0,0
2022-03-07 23:00:00,0,1,0,2,1,3,0,2,3,4,5,4,1,4,6,4,3,5,4,4,6,5,9,4,8,11,9,10,5,9,3,0,8,9,6,4,2,1,1,2,3,0,3,6,4,7,2,9,8,8,0,9,7,8,7,8,7,9,9,10,1,7,8,10,13,14,15,15,17,17,15,7,6,4,3,0,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,0,0,13,25,28,28,28,17,30,29,28,29,16,33,35,36,32,28,19,15,15,11,11,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,1,0,4,8,14,15,14,12,6,11,10,11,10,12,11,10,11,8,10,14,12,10,6,4,5,4,5,8,7,6,5,5,4,5,3,3,2,0,1,4,5,0,1,0,0,3,2,2,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 06:00:00,1,2,3,5,8,0,11,12,12,13,9,9,10,7,7,7,9,7,6,4,5,5,5,3,5,2,4,6,4,3,5,1,2,3,2,2,1,1,0,1,2,0,3,2,2,7,3,5,4,4,2,5,1,0,0,0,1,1,2,2,2,2,1,4,4,5,1,1,3,2,2,1,1,3,3,1,0,0,0
2022-03-08 07:00:00,17,14,17,17,19,22,25,41,43,35,34,21,23,19,15,15,21,18,17,18,22,21,18,17,18,20,22,28,27,17,7,6,5,7,6,5,5,2,2,4,8,9,12,13,17,18,10,20,15,20,22,21,20,16,8,7,9,5,7,8,16,19,12,15,15,17,6,13,7,13,4,6,5,5,6,5,4,0,0
