Unnamed: 0,1_은평공영차고지,2_덕은교.은평차고지앞,3_DMC첨단산업센터,4_상암고등학교,5_월드컵파크5단지,6_월드컵파크4단지후문.JTBC,7_월드컵파크3단지.난지천공원,8_월드컵경기장서측.문화비축기지,9_증산종합시장.증산중학교입구,10_증산역.증산동주민센터,11_북가좌119안전센터,12_북가좌사거리,13_DMC두산위브아파트,14_연가초교.DMC래미안클라시스,15_명지대,16_명지대삼거리,17_명지중고등학교,18_명지전문대.충암중고등학교,19_응암정보도서관,20_서울중앙교회앞,21_은가어린이공원구150번종점,22_우성공인중개사,23_응암정보도서관,24_충암고교앞.대주피오레아파트,25_응암초교.백련산힐스테이트3차,26_백련산힐스테이트2차,27_시립은평병원,28_영락중학교입구,29_녹번센트레빌아파트,30_응암1동주민센터,31_은평구청,32_녹번역,33_산골고개,34_홍제역(중).서대문세무서,35_홍제삼거리.인왕산한신휴플러스,36_무악재역,37_안산초등학교,38_독립문역.한성과학고,39_영천시장,40_금화초등학교.서울시교육청,41_서대문역사거리.농협중앙회,42_서울역사박물관.김구집무실(경교장),43_광화문,44_서소문,45_경찰청.동북아역사재단,46_서대문경찰서.농협은행.유관순활동터,47_영천시장,48_독립문역.한성과학고,49_무악재역,50_인왕산.홍제원아파트,51_홍제역(중).서대문세무서,52_산골고개,53_녹번역,54_은평구청,55_응암1동주민센터,56_녹번센트레빌아파트,57_영락중학교입구,58_시립은평병원,59_백련산힐스테이트4차,60_응암초교.백련산힐스테이트3차,61_충암고교앞.대주피오레아파트,62_응암정보도서관,63_서울중앙교회앞,64_은가어린이공원구150번종점,65_우성공인중개사,66_응암정보도서관,67_명지전문대.충암중고등학교,68_명지중고등학교,69_명지대삼거리,70_명지대,71_DMC센트럴아이파크아파트,72_연가초.연희중.래미안클라시스,73_DMC두산위브아파트,74_북가좌사거리,75_북가좌119안전센터,76_증산역.증산동주민센터,77_증산종합시장.증산중학교입구,78_월드컵경기장서측.문화비축기지,79_월드컵공원입구.문화비축기지,80_월드컵파크3단지후문,81_월드컵파크3단지.난지천공원,82_월드컵파크4단지후문.JTBC,83_누리꿈스퀘어.MBC,84_월드컵파크5단지.상암중고등학교입구,85_상암DMC입구,86_DMC첨단산업센터,87_덕은교.은평차고지앞,88_은평공영차고지(가상)
2022-03-14 22:00:00,0,0,1,3,4,5,0,2,3,13,14,9,7,5,5,7,8,9,7,2,3,0,0,3,3,2,5,2,4,5,4,3,2,2,2,1,0,3,2,0,1,2,4,13,13,18,19,16,16,17,20,22,23,22,24,18,17,13,8,5,6,7,7,2,0,0,2,0,2,7,11,0,8,6,5,3,0,0,0,1,0,2,2,1,1,0,0,0
2022-03-14 23:00:00,0,0,0,0,1,2,0,4,0,0,3,3,0,2,4,0,2,2,0,4,1,0,1,0,2,0,0,2,0,0,1,0,0,0,1,1,0,0,2,0,1,0,4,7,8,11,10,10,10,8,10,7,13,11,12,9,8,6,5,3,5,4,4,2,1,0,0,0,0,2,2,2,1,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,0,0,1,0,1,0,2,1,0,0,1,0,3,1,2,1,0,1,0,1,5,6,9,7,10,11,15,18,17,19,16,13,9,14,15,6,0,14,13,13,7,6,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,0,0,1,1,2,2,1,0,2,3,3,3,3,5,3,1,2,0,1,3,12,14,15,15,19,24,30,37,38,41,40,25,19,19,11,12,20,19,20,17,12,11,6,1,3,4,5,4,3,0,5,4,4,3,5,4,3,2,0,3,0,1,1,2,3,5,3,4,4,0,7,7,10,13,13,8,8,7,0,0,4,3,1,0,0,0,0,0
2022-03-15 07:00:00,1,2,11,4,6,5,7,7,7,8,10,11,13,20,17,20,9,1,5,13,27,31,33,38,41,45,61,65,66,67,61,42,43,42,41,41,40,39,34,28,21,19,13,5,3,7,3,5,5,4,5,7,14,14,17,16,15,15,14,11,5,5,4,10,13,14,15,15,13,13,14,18,24,32,28,22,19,11,18,15,14,11,6,1,0,0,0,0
2022-03-15 08:00:00,4,5,6,7,7,8,9,10,13,20,23,25,23,18,12,13,11,2,5,11,21,24,25,27,31,37,56,65,66,68,55,35,34,45,49,54,56,56,40,35,34,20,16,7,5,7,10,10,10,7,12,15,20,22,25,17,20,18,17,13,7,6,6,8,6,10,7,7,9,12,15,25,38,45,39,23,25,20,24,21,20,16,8,3,0,1,0,0
2022-03-15 09:00:00,1,1,3,11,5,4,4,13,14,20,22,10,23,21,22,21,20,4,4,8,12,10,13,15,20,26,41,47,53,53,46,23,22,24,24,25,33,34,29,25,18,15,8,6,5,6,4,4,8,3,10,3,14,15,14,12,11,10,8,6,3,2,3,5,5,5,5,6,7,8,11,12,14,17,17,13,9,10,12,10,8,11,6,1,0,0,0,0
2022-03-15 10:00:00,1,1,0,2,1,3,3,5,3,8,1,7,9,2,4,3,1,2,2,3,8,9,11,8,12,21,27,32,35,32,30,17,14,16,12,13,7,15,10,9,7,6,5,3,4,6,7,8,6,5,8,9,11,9,6,4,3,4,1,4,3,2,1,3,2,2,2,2,3,5,6,8,9,12,6,6,7,2,0,6,5,2,1,0,1,0,0,0
2022-03-15 11:00:00,0,0,2,2,0,3,0,4,3,6,7,7,6,5,7,6,2,4,3,4,6,7,9,4,5,10,15,16,17,16,16,13,10,8,6,8,6,6,8,9,7,6,4,6,3,7,9,11,9,7,10,9,10,13,15,10,14,12,4,6,8,8,9,5,5,6,6,7,9,8,10,9,9,11,5,7,4,6,4,0,5,7,3,0,0,1,0,0
2022-03-15 12:00:00,0,0,1,3,0,4,2,6,0,4,5,3,7,9,6,4,4,4,1,4,7,9,8,9,7,7,11,12,14,12,14,10,10,11,6,5,4,11,11,3,12,11,9,6,7,9,12,10,10,11,11,10,12,13,12,8,12,7,5,6,4,4,4,6,7,8,3,8,7,9,12,13,12,13,13,9,5,8,7,0,6,3,2,1,0,0,0,0
2022-03-15 13:00:00,0,0,2,6,8,7,7,5,7,9,9,7,6,6,6,7,5,5,3,5,9,7,9,11,12,13,20,12,11,17,14,8,7,9,12,12,12,10,9,6,3,3,4,6,5,10,12,11,11,10,8,10,10,11,13,12,10,8,7,6,6,6,5,4,3,3,3,4,4,5,8,8,12,12,10,6,4,6,4,4,3,3,2,1,0,0,0,0
2022-03-15 14:00:00,0,2,0,2,4,5,7,7,6,9,10,6,12,10,6,4,4,7,6,5,6,7,6,7,8,10,14,12,15,10,14,8,7,10,11,12,11,9,9,7,5,5,9,16,21,24,20,19,21,17,13,14,14,14,16,11,7,15,8,13,12,5,7,5,0,6,5,6,7,11,12,11,13,15,15,11,10,7,6,1,5,3,2,1,0,0,0,0
2022-03-15 15:00:00,0,0,0,4,5,6,7,8,5,10,8,9,9,12,8,3,4,6,6,9,8,0,9,11,12,13,15,14,16,14,11,9,8,8,13,10,9,8,6,4,4,4,6,14,13,14,20,20,18,17,19,19,21,16,16,15,13,12,10,12,11,9,6,4,2,5,16,10,12,15,18,17,16,16,16,11,10,7,5,4,0,9,6,5,1,4,1,0
2022-03-15 16:00:00,0,1,2,3,6,9,5,11,11,21,22,21,17,14,13,11,14,22,24,22,19,8,20,23,25,25,29,28,26,21,17,12,8,8,9,8,7,7,6,1,8,7,11,14,21,28,29,31,29,25,24,18,23,24,23,20,20,18,15,14,8,12,10,4,2,3,7,21,25,29,29,24,24,18,15,15,8,11,10,4,9,4,3,2,0,0,0,0
2022-03-15 17:00:00,1,0,2,6,10,17,11,18,16,26,25,21,19,13,10,8,8,10,9,8,9,5,8,7,9,11,13,11,14,13,13,11,11,9,10,8,9,9,7,4,8,9,14,26,32,43,38,39,32,29,30,31,30,29,29,28,27,24,19,19,17,15,16,5,6,7,8,7,8,12,19,22,21,21,18,9,8,8,7,6,4,7,6,3,0,2,2,0
2022-03-15 18:00:00,0,1,2,4,16,23,14,22,21,31,27,26,24,19,12,9,10,12,10,7,8,7,12,8,11,12,15,18,20,20,17,10,9,9,11,13,15,16,13,8,5,10,17,34,43,46,50,50,47,45,46,42,44,42,41,29,24,19,13,12,11,12,12,9,5,9,8,7,12,13,11,13,12,13,11,5,5,4,2,1,0,4,6,5,5,4,1,0
2022-03-15 19:00:00,0,1,2,4,6,15,9,13,14,25,25,23,20,16,11,9,9,10,9,9,5,2,5,5,7,8,11,12,13,13,12,9,9,10,9,5,8,6,5,4,5,7,13,20,26,34,33,33,31,28,26,26,39,38,39,38,33,23,19,17,16,13,12,4,2,3,3,3,4,7,8,8,7,8,7,5,3,3,1,0,0,2,3,3,2,1,0,0
2022-03-15 20:00:00,1,1,1,6,10,13,7,8,8,18,17,15,12,8,7,10,6,6,7,6,4,0,2,0,3,3,5,3,6,6,7,3,2,3,3,1,0,3,3,4,3,1,8,14,17,27,29,29,28,26,26,27,35,36,33,30,28,20,18,9,15,16,13,2,2,0,5,4,4,6,8,7,5,5,3,2,5,3,0,1,0,2,3,1,2,2,0,0
2022-03-15 21:00:00,0,0,1,1,4,6,0,8,3,12,13,13,12,9,7,7,6,7,5,5,4,0,4,2,5,2,5,4,1,2,6,4,4,5,6,3,3,4,1,1,1,2,7,15,15,16,17,18,20,20,15,19,30,27,27,25,22,21,18,17,16,13,12,2,0,0,6,7,8,13,13,14,15,13,10,6,3,5,3,0,0,3,1,1,0,0,0,0
2022-03-15 22:00:00,0,1,3,2,2,8,0,9,10,14,14,11,9,8,9,8,7,9,5,7,5,0,2,4,1,3,6,4,3,3,6,4,3,5,1,0,4,0,0,0,1,3,4,12,14,19,19,17,15,17,13,15,24,21,21,20,17,15,13,6,12,12,8,7,2,1,4,5,3,6,5,4,2,4,4,4,3,0,0,0,0,1,0,0,0,0,0,0
2022-03-15 23:00:00,0,0,0,0,5,3,4,9,1,3,4,8,5,5,4,4,3,3,0,2,2,1,0,0,1,0,0,0,2,2,3,1,0,6,0,4,3,3,2,1,0,0,5,8,10,11,13,12,13,12,14,16,19,17,19,13,18,13,10,6,7,6,9,1,2,2,1,1,1,2,4,1,2,2,0,1,0,0,0,0,0,1,0,1,0,1,1,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,2,2,3,11,12,13,14,16,8,20,24,23,24,20,17,8,17,0,0,16,15,12,13,7,1,6,2,0,0,2,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,0,1,2,1,2,1,2,0,2,2,3,2,3,4,3,2,1,0,2,3,14,15,18,19,22,26,31,31,36,36,29,22,21,10,17,18,19,20,21,9,16,14,8,5,7,6,0,4,3,2,2,2,3,4,3,1,3,2,0,1,1,2,1,3,4,5,5,4,7,8,6,8,11,13,11,6,8,7,0,0,6,3,0,0,0,0,0,0
2022-03-16 07:00:00,1,1,9,7,3,4,5,3,10,10,11,13,14,18,18,19,15,3,3,6,15,17,18,24,29,35,50,63,57,55,54,40,27,38,37,33,32,31,31,28,19,17,13,5,1,3,4,5,6,2,7,8,10,8,12,11,15,11,10,9,4,4,3,8,6,7,8,9,10,13,15,27,36,41,35,13,12,9,7,11,10,8,6,0,1,0,0,0
2022-03-16 08:00:00,6,7,9,6,7,3,6,7,9,21,23,24,20,13,10,9,6,2,4,13,19,17,20,26,38,44,62,67,65,66,63,40,40,43,42,49,47,45,40,36,32,26,21,8,4,7,9,11,11,8,14,5,22,16,15,15,14,15,11,13,7,5,6,7,6,6,8,8,9,13,14,23,30,39,38,29,29,20,20,28,26,18,7,1,1,0,0,0
2022-03-16 09:00:00,1,2,3,9,7,11,0,11,14,17,17,9,11,16,13,14,13,3,3,6,11,16,20,24,31,39,61,68,70,71,65,39,36,36,39,25,32,34,31,25,20,16,10,6,2,9,11,10,10,8,8,5,7,8,7,8,5,5,0,5,5,3,3,4,6,7,7,5,8,8,10,12,15,21,18,15,16,15,10,14,10,9,5,2,2,1,0,0
2022-03-16 10:00:00,1,1,0,5,4,3,5,3,4,9,8,7,4,1,4,4,2,3,0,4,11,6,14,3,15,17,22,24,23,20,24,14,12,15,17,19,20,18,17,14,11,10,6,2,3,6,6,7,6,4,8,7,9,7,8,7,6,5,1,4,3,3,3,3,4,5,2,2,5,8,8,5,11,12,15,9,0,8,7,0,6,4,2,1,0,0,0,0
2022-03-16 11:00:00,1,1,1,4,0,2,1,4,1,4,5,5,4,4,3,3,4,3,2,3,6,3,8,5,10,10,16,19,21,19,20,14,12,13,12,9,11,10,11,8,7,6,5,6,6,6,9,8,4,7,7,9,8,10,12,7,3,7,4,6,5,3,4,4,3,4,6,3,7,7,7,6,7,8,8,6,4,6,4,3,0,4,3,2,0,0,0,0
2022-03-16 12:00:00,1,1,0,2,5,4,3,4,5,9,10,9,8,6,5,5,4,5,4,7,7,9,11,8,7,11,14,18,19,17,15,10,11,9,2,5,6,8,8,9,4,4,4,6,5,6,15,14,9,6,8,9,13,13,10,12,10,8,7,4,4,5,4,3,2,3,8,9,8,9,10,11,10,12,10,5,4,2,2,3,2,3,1,1,0,0,0,0
2022-03-16 13:00:00,0,2,1,2,3,2,3,5,6,9,10,11,5,9,5,2,3,3,2,4,9,9,6,11,10,15,22,21,23,20,17,13,11,11,14,15,13,15,12,9,8,8,9,10,8,11,10,12,11,9,11,8,12,10,11,10,10,8,6,4,4,4,3,4,2,6,3,8,7,7,8,8,10,11,11,8,3,6,0,4,3,3,2,1,2,0,0,0
2022-03-16 14:00:00,1,1,2,5,5,5,6,5,6,10,12,10,11,10,9,8,6,5,3,5,8,8,10,11,15,15,15,20,19,18,16,11,10,9,6,11,6,12,7,8,7,4,5,13,9,28,21,18,18,16,19,20,19,18,16,12,13,12,11,6,10,4,4,2,0,5,8,9,10,12,12,12,11,11,12,10,10,7,5,2,2,4,2,2,1,0,0,0
2022-03-16 15:00:00,0,1,2,3,6,7,8,12,11,12,11,10,8,10,5,6,11,17,16,15,14,14,15,26,29,27,29,26,25,22,18,13,12,10,9,7,8,7,8,6,4,6,9,16,15,22,25,30,27,19,19,20,18,18,18,17,16,14,13,11,12,8,9,6,1,4,14,24,28,30,26,23,23,23,18,9,8,3,3,7,6,6,5,1,2,3,0,0
2022-03-16 16:00:00,0,0,2,4,5,6,8,9,7,20,8,22,17,9,11,8,8,9,7,7,6,0,7,10,11,11,15,14,13,13,14,12,11,10,8,11,10,9,9,7,7,5,10,13,15,24,26,29,15,24,20,20,27,30,24,22,20,14,9,0,11,10,10,5,4,4,7,10,9,15,19,16,18,15,15,11,10,9,3,8,7,3,3,3,2,0,0,0
2022-03-16 17:00:00,0,0,0,4,6,10,8,13,11,20,20,16,15,10,10,8,8,6,8,10,6,7,8,9,10,12,14,16,15,14,14,11,10,10,11,10,9,10,8,6,6,8,15,28,33,38,41,40,37,37,38,36,38,36,34,34,27,24,14,23,17,11,11,4,0,5,8,10,9,12,15,15,17,16,12,7,7,4,3,6,1,6,3,5,3,2,1,0
2022-03-16 18:00:00,2,0,3,7,13,25,25,24,22,36,32,27,22,16,11,6,6,6,8,12,9,12,11,14,13,15,19,17,17,14,18,13,11,8,9,9,8,8,7,7,7,12,26,52,59,68,63,61,57,52,49,52,60,53,45,42,33,27,25,22,21,20,15,4,0,5,5,3,6,8,15,14,15,11,14,8,7,7,6,2,0,10,9,0,8,4,2,0
2022-03-16 19:00:00,0,1,1,3,7,17,18,10,22,29,30,31,26,21,12,8,9,9,10,10,7,4,7,3,9,6,10,11,10,6,7,6,5,4,0,3,0,4,3,0,4,5,12,16,25,31,35,33,30,28,31,32,49,50,48,43,37,26,21,18,17,14,12,2,2,3,4,3,2,6,9,8,10,7,6,3,3,1,2,0,0,1,0,0,0,1,1,0
2022-03-16 20:00:00,0,0,1,3,3,7,6,12,5,14,11,10,6,5,6,4,4,5,4,5,3,0,1,3,5,9,10,11,12,6,11,8,0,6,5,0,4,6,3,3,1,2,5,15,17,18,21,21,23,21,20,19,23,24,27,20,23,22,19,8,18,12,9,5,4,2,4,5,6,7,6,6,3,5,6,3,0,4,2,0,3,2,1,0,0,0,1,0
2022-03-16 21:00:00,0,0,1,2,5,7,8,8,7,15,14,13,11,8,8,10,9,10,11,12,8,2,9,7,4,0,7,8,8,7,7,5,3,7,3,5,4,3,4,3,2,2,6,16,19,20,18,20,18,16,15,15,20,20,18,15,17,13,10,8,7,8,7,2,0,0,2,2,3,6,7,8,7,7,3,3,2,0,2,0,0,1,1,2,0,1,0,0
2022-03-16 22:00:00,0,0,2,1,2,7,0,9,6,13,15,12,11,8,7,4,6,6,5,4,2,0,4,1,5,1,5,0,4,2,3,2,1,3,1,2,1,1,0,1,0,2,5,10,12,17,19,18,13,17,17,16,27,28,25,23,20,16,14,12,11,10,12,2,1,2,3,1,10,11,12,10,10,4,2,4,3,3,0,0,2,1,1,1,1,0,0,0
2022-03-16 23:00:00,0,0,0,0,1,0,0,2,0,3,5,4,2,3,3,2,1,2,0,2,0,0,0,3,1,2,0,2,4,1,2,2,0,4,2,1,0,0,2,2,0,0,3,8,5,3,14,8,13,13,13,13,16,17,15,13,12,11,6,6,3,6,4,1,0,0,0,2,1,6,3,5,3,1,4,2,0,1,0,0,0,2,0,0,1,0,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,0,0,0,0,0,0,1,0,0,0,2,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,0,0,1,0,0,1,2,1,0,1,1,0,0,2,0,0,0,0,2,3,9,10,11,12,13,14,18,21,15,21,17,14,5,12,0,15,14,13,12,10,5,4,3,2,1,0,1,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,0,0,0,1,2,0,2,0,1,4,2,3,2,3,1,0,0,0,1,2,10,11,12,15,18,23,32,33,36,37,31,23,14,25,26,15,27,13,12,11,8,7,4,2,1,2,3,0,2,1,3,4,3,4,3,4,3,2,2,0,0,3,2,3,3,2,2,0,5,3,7,6,7,11,11,6,8,5,7,2,6,3,0,0,0,0,0,0
2022-03-17 07:00:00,1,2,4,3,1,5,6,10,11,13,15,14,18,24,27,22,14,2,4,8,18,19,23,28,34,44,57,59,57,55,52,42,32,44,51,53,51,52,42,33,24,18,16,3,3,5,5,5,2,4,6,5,12,14,18,18,21,21,11,9,3,2,3,6,6,7,8,8,8,14,18,23,29,34,30,14,16,7,8,13,12,9,7,0,0,0,0,0
2022-03-17 08:00:00,5,6,7,8,7,4,5,3,6,11,17,17,15,13,11,11,8,4,3,9,21,24,28,32,42,51,64,72,75,73,62,41,42,48,51,53,57,56,45,42,38,28,18,13,7,12,14,13,13,12,12,13,15,11,16,15,10,12,8,7,5,4,4,7,8,9,7,9,11,16,24,29,34,43,38,24,25,24,25,24,23,18,9,2,0,1,0,0
2022-03-17 09:00:00,0,1,2,8,11,10,7,11,10,15,16,18,20,19,16,16,13,3,2,3,9,9,14,15,20,23,32,35,43,44,36,24,23,32,31,25,32,33,32,27,21,16,9,4,3,4,6,3,2,5,7,9,11,4,10,11,11,5,3,9,7,4,8,6,6,6,6,7,9,13,17,18,24,30,29,23,25,7,3,11,8,16,7,5,4,2,0,0
2022-03-17 10:00:00,0,1,0,1,0,1,2,2,0,8,6,8,8,6,6,4,1,3,2,6,7,9,8,8,10,11,23,27,19,23,21,18,7,16,11,13,15,13,12,10,9,9,6,3,4,5,1,3,3,4,4,5,7,8,9,7,5,8,1,2,7,5,3,4,5,3,3,4,4,6,7,8,10,12,13,12,0,11,7,10,7,5,1,1,0,0,0,0
2022-03-17 11:00:00,0,0,1,4,5,2,4,7,6,5,6,5,5,4,7,2,6,5,3,4,5,1,7,8,9,11,14,17,17,16,15,10,8,10,11,9,5,8,6,5,6,4,4,3,5,6,7,5,6,6,7,6,8,11,10,7,9,7,6,5,3,2,3,2,4,4,5,6,6,9,10,4,12,12,10,9,8,7,1,6,0,4,3,0,1,0,0,0
2022-03-17 12:00:00,1,1,0,2,0,3,4,3,5,7,7,8,5,5,2,4,6,3,2,3,9,6,11,13,16,21,23,27,29,10,25,13,12,13,9,4,14,12,10,9,7,4,4,4,5,7,8,5,9,5,6,8,8,10,10,9,8,7,5,4,6,5,5,5,6,4,3,5,6,5,6,5,6,7,5,6,5,3,1,4,3,2,2,0,0,0,0,0
2022-03-17 13:00:00,1,2,3,5,6,7,4,7,6,13,12,10,9,8,7,4,4,5,4,5,5,5,7,9,10,10,15,16,18,15,15,13,12,11,11,1,6,10,9,8,5,3,3,6,6,8,8,9,11,10,9,9,11,12,8,7,9,8,8,7,5,7,6,4,1,3,6,2,7,8,9,8,10,11,9,5,6,5,4,0,3,2,1,1,1,0,0,0
2022-03-17 14:00:00,0,1,1,1,3,4,1,7,3,9,9,9,10,10,8,6,5,4,3,3,10,4,7,7,6,8,10,13,14,14,14,13,4,11,3,9,10,10,8,7,4,4,5,12,17,18,17,18,16,11,15,16,17,16,17,15,11,9,8,4,7,6,7,3,3,4,6,5,7,15,17,12,7,13,11,6,5,4,5,0,4,2,2,3,1,0,0,0
2022-03-17 15:00:00,0,0,1,3,6,4,5,7,5,8,8,8,8,9,7,5,4,6,3,5,10,11,12,14,16,18,18,18,18,15,10,12,5,8,7,7,2,7,5,6,3,4,6,11,15,15,19,21,22,19,18,19,19,21,21,18,13,10,10,9,8,7,5,4,3,3,12,14,9,11,12,16,19,20,17,11,10,6,4,0,4,3,3,3,2,1,0,0
2022-03-17 16:00:00,0,0,2,4,5,5,8,10,9,18,19,19,15,12,10,8,12,13,11,10,9,8,10,15,17,14,21,23,22,23,20,13,12,13,7,17,17,16,14,10,9,8,8,15,16,22,34,34,30,22,19,18,23,27,26,23,19,16,14,13,8,11,6,3,2,2,7,27,31,35,32,33,27,21,14,9,7,6,5,6,5,3,2,3,1,2,0,0
