Unnamed: 0,1_은평공영차고지,2_덕은교.은평차고지앞,3_DMC첨단산업센터,4_상암고등학교,5_월드컵파크5단지,6_월드컵파크4단지후문.JTBC,7_월드컵파크3단지.난지천공원,8_월드컵경기장서측.문화비축기지,9_증산종합시장.증산중학교입구,10_증산역.증산동주민센터,11_북가좌119안전센터,12_북가좌사거리,13_DMC두산위브아파트,14_연가초교.DMC래미안클라시스,15_명지대,16_명지대삼거리,17_명지중고등학교,18_명지전문대.충암중고등학교,19_응암정보도서관,20_서울중앙교회앞,21_은가어린이공원구150번종점,22_우성공인중개사,23_응암정보도서관,24_충암고교앞.대주피오레아파트,25_응암초교.백련산힐스테이트3차,26_백련산힐스테이트2차,27_시립은평병원,28_영락중학교입구,29_녹번센트레빌아파트,30_응암1동주민센터,31_은평구청,32_녹번역,33_산골고개,34_홍제역(중).서대문세무서,35_홍제삼거리.인왕산한신휴플러스,36_무악재역,37_안산초등학교,38_독립문역.한성과학고,39_영천시장,40_금화초등학교.서울시교육청,41_서대문역사거리.농협중앙회,42_서울역사박물관.김구집무실(경교장),43_광화문,44_서소문,45_경찰청.동북아역사재단,46_서대문경찰서.농협은행.유관순활동터,47_영천시장,48_독립문역.한성과학고,49_무악재역,50_인왕산.홍제원아파트,51_홍제역(중).서대문세무서,52_산골고개,53_녹번역,54_은평구청,55_응암1동주민센터,56_녹번센트레빌아파트,57_영락중학교입구,58_시립은평병원,59_백련산힐스테이트4차,60_응암초교.백련산힐스테이트3차,61_충암고교앞.대주피오레아파트,62_응암정보도서관,63_서울중앙교회앞,64_은가어린이공원구150번종점,65_우성공인중개사,66_응암정보도서관,67_명지전문대.충암중고등학교,68_명지중고등학교,69_명지대삼거리,70_명지대,71_DMC센트럴아이파크아파트,72_연가초.연희중.래미안클라시스,73_DMC두산위브아파트,74_북가좌사거리,75_북가좌119안전센터,76_증산역.증산동주민센터,77_증산종합시장.증산중학교입구,78_월드컵경기장서측.문화비축기지,79_월드컵공원입구.문화비축기지,80_월드컵파크3단지후문,81_월드컵파크3단지.난지천공원,82_월드컵파크4단지후문.JTBC,83_누리꿈스퀘어.MBC,84_월드컵파크5단지.상암중고등학교입구,85_상암DMC입구,86_DMC첨단산업센터,87_덕은교.은평차고지앞,88_은평공영차고지(가상)
2022-03-25 23:00:00,0,0,0,0,0,1,0,0,0,14,15,16,10,6,4,4,3,3,2,2,0,0,0,0,1,0,1,2,0,1,3,2,0,3,1,4,0,4,3,0,3,0,3,11,7,18,20,20,15,18,17,17,24,18,20,19,15,11,8,8,7,7,6,2,0,3,2,0,2,5,3,4,3,2,4,2,1,1,0,0,0,2,0,0,0,0,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,0,0,0,0,0,1,0,2,1,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,0,0,0,1,0,1,1,0,1,2,3,0,2,0,0,0,0,2,3,7,8,5,10,11,7,13,14,10,13,9,8,3,7,0,8,0,6,0,4,2,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,0,1,2,0,1,1,0,0,0,3,3,1,0,2,0,0,1,0,0,1,2,3,4,0,4,5,8,9,14,0,12,9,1,4,3,4,0,0,4,3,1,3,3,1,2,2,0,0,1,0,3,0,2,3,5,2,3,2,0,1,0,2,4,4,5,4,5,2,4,3,4,5,7,8,8,7,6,5,0,1,3,0,0,1,0,0,0,0
2022-03-26 07:00:00,0,0,1,2,0,0,0,1,2,5,6,6,4,5,3,2,1,0,2,2,5,7,8,9,8,10,13,14,16,16,15,6,5,9,10,11,10,6,5,2,4,2,1,1,2,1,0,2,3,2,3,1,5,6,6,5,1,4,0,0,2,1,3,6,5,3,2,2,2,4,3,4,3,6,5,2,3,2,2,0,3,2,1,0,1,0,0,0
2022-03-26 08:00:00,0,1,1,2,2,3,0,4,2,7,8,7,7,6,5,3,1,2,2,4,9,11,11,13,15,19,24,25,30,28,23,14,13,11,9,8,9,11,7,6,4,4,4,3,4,5,5,2,3,5,3,3,6,7,6,5,4,4,4,3,2,3,1,3,1,2,5,4,6,5,2,6,8,12,9,4,5,4,3,3,2,2,1,0,0,0,0,0
2022-03-26 09:00:00,0,0,1,1,2,1,0,0,3,8,2,2,5,3,2,1,2,3,4,5,10,13,16,17,11,18,19,21,25,24,21,14,14,13,15,16,15,15,15,12,9,7,5,2,3,5,2,4,5,3,5,4,8,12,12,11,10,7,5,1,3,4,2,3,3,4,1,3,4,3,5,4,7,13,13,8,3,2,1,0,7,6,2,0,0,0,0,0
2022-03-26 10:00:00,0,1,2,3,2,0,0,0,2,3,4,3,4,5,5,4,5,5,4,6,7,8,9,11,17,19,30,34,36,36,28,18,16,17,18,19,11,11,12,11,9,5,5,3,1,5,4,2,0,4,6,6,8,10,7,7,10,6,5,4,2,3,2,3,0,2,4,2,4,7,8,6,11,11,10,6,5,4,3,0,0,2,2,1,0,0,0,0
2022-03-26 11:00:00,1,2,1,6,6,7,4,6,3,7,6,8,6,9,5,5,16,15,4,3,9,8,11,13,14,16,22,26,29,28,22,13,13,15,16,18,18,19,14,11,5,12,5,5,6,9,10,7,11,11,15,14,10,11,13,8,11,12,11,6,9,4,3,3,3,3,4,3,4,5,8,8,7,11,10,5,3,3,1,4,1,3,1,0,1,0,0,0
2022-03-26 12:00:00,0,3,0,2,5,4,2,4,3,7,6,7,7,5,7,7,3,16,13,12,20,8,11,26,27,28,34,37,37,37,30,19,14,17,18,19,20,24,15,10,10,4,9,5,6,10,11,13,7,12,10,13,12,14,15,15,14,10,13,11,0,6,7,5,6,6,6,16,15,10,18,19,18,14,17,12,11,7,6,0,5,3,2,2,0,0,0,0
2022-03-26 13:00:00,2,0,1,3,0,3,2,4,5,6,6,7,7,8,8,7,7,6,5,6,12,8,14,15,19,25,35,38,38,37,31,16,16,15,11,13,10,14,14,11,10,8,6,6,7,12,6,6,5,7,6,8,16,17,14,14,13,11,11,6,10,8,7,5,4,5,7,6,5,8,10,9,10,11,9,6,5,2,0,0,0,1,1,2,0,0,1,0
2022-03-26 14:00:00,0,1,1,2,1,3,1,6,5,8,9,10,4,7,6,7,8,7,6,5,9,11,12,14,16,19,25,24,27,26,24,15,11,13,8,8,11,12,10,8,6,4,5,6,5,10,11,12,7,10,15,10,19,21,19,16,13,11,8,7,3,7,9,6,0,7,9,7,8,8,10,11,13,14,16,12,11,10,8,2,7,4,3,1,0,0,0,0
2022-03-26 15:00:00,0,1,1,4,5,3,0,6,6,11,9,10,12,14,10,5,9,7,6,9,8,6,12,14,15,15,24,23,24,25,19,10,13,11,7,10,6,12,11,10,8,7,9,13,12,14,17,16,9,13,16,16,22,21,23,23,23,16,13,3,2,6,6,8,5,8,9,7,9,9,12,11,12,14,11,8,5,5,2,1,2,4,2,3,0,2,0,0
2022-03-26 16:00:00,0,0,1,2,0,2,4,9,8,12,11,12,9,12,10,9,9,5,4,7,9,10,13,4,7,17,19,18,19,19,21,17,15,15,15,16,6,10,14,5,6,5,7,5,6,13,12,11,12,12,18,17,24,24,25,13,21,16,15,11,11,9,6,5,3,6,7,7,9,10,10,13,13,15,14,9,10,5,1,0,0,2,1,1,0,0,0,0
2022-03-26 17:00:00,1,0,2,3,4,1,2,7,8,14,16,15,11,15,15,14,12,12,6,11,9,9,7,9,11,11,16,16,17,15,14,10,7,10,10,11,10,8,6,5,4,3,4,8,12,17,20,19,17,17,16,15,23,23,20,18,17,14,8,8,6,4,8,5,2,6,6,2,4,8,5,10,13,14,11,5,2,0,6,0,0,4,2,1,0,0,0,0
2022-03-26 18:00:00,0,3,0,3,2,2,3,5,5,14,17,18,16,11,6,8,7,5,6,7,5,9,11,8,16,17,15,16,18,17,17,12,14,9,9,8,5,12,9,5,1,2,5,7,10,12,20,17,17,16,18,22,27,22,19,18,16,14,13,13,10,12,9,4,0,5,4,6,7,8,8,8,11,12,12,7,9,1,8,7,6,2,0,2,0,1,0,0
2022-03-26 19:00:00,0,0,1,0,2,3,0,5,0,10,12,14,14,13,8,5,2,3,4,5,2,0,3,2,5,5,8,11,11,10,5,6,3,7,5,4,6,3,1,0,3,1,6,16,8,13,12,13,12,8,16,19,25,28,25,22,18,18,13,12,9,7,6,3,0,3,6,7,6,6,7,6,8,9,5,3,0,2,0,0,6,6,5,2,0,1,0,0
2022-03-26 20:00:00,0,0,1,3,4,5,6,11,9,12,13,12,12,8,9,6,8,10,9,5,5,4,5,4,7,1,7,6,7,7,6,5,4,6,3,3,0,3,3,0,2,1,7,15,7,22,22,24,23,20,16,15,20,20,19,13,12,9,8,8,8,11,8,1,1,2,4,0,4,5,4,3,3,2,2,1,2,0,0,0,1,0,1,1,0,0,0,0
2022-03-26 21:00:00,0,1,0,3,3,3,0,6,0,9,8,7,6,5,9,9,2,9,2,8,1,0,4,1,4,2,3,3,5,3,3,2,0,3,5,4,0,3,1,0,0,0,5,8,7,12,15,14,12,11,12,13,22,18,17,15,12,11,8,9,10,11,10,2,3,2,3,4,3,4,4,3,4,3,3,2,0,1,0,0,0,3,1,0,0,0,0,0
2022-03-26 22:00:00,0,0,0,1,1,1,0,2,5,11,10,8,6,4,3,3,0,3,3,0,2,0,4,3,0,1,4,3,3,0,1,2,1,1,0,3,2,1,0,0,0,1,2,6,9,10,13,16,15,10,16,18,20,21,20,18,16,11,12,5,11,6,4,1,0,1,1,1,2,3,5,7,2,3,2,3,1,0,0,0,0,3,1,2,0,1,0,0
2022-03-26 23:00:00,0,0,0,0,0,2,0,3,4,5,7,6,5,3,3,4,1,5,0,4,1,0,0,2,3,0,1,0,4,3,2,3,1,0,2,2,2,1,0,0,0,2,3,5,4,9,11,9,10,9,13,12,24,19,22,20,18,16,14,13,0,11,9,3,1,0,2,3,3,5,7,6,4,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,2,1,3,0,5,3,6,6,0,5,7,3,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,1,2,0,0,1,0,0,0,2,0,2,4,3,2,1,0,0,2,2,4,5,4,4,5,5,6,5,5,7,6,3,3,4,3,5,3,3,2,2,1,0,2,2,0,0,2,0,0,0,1,0,3,2,0,0,1,1,3,0,0,2,0,2,1,0,0,0,0,1,2,0,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 07:00:00,1,1,0,1,0,0,0,2,0,3,0,0,0,0,2,1,0,1,1,3,6,5,8,9,12,14,16,18,19,12,9,7,7,8,9,6,10,9,10,9,4,2,3,1,0,2,1,2,0,2,4,6,5,6,4,0,2,1,0,3,2,2,1,1,0,2,1,0,1,3,2,0,3,7,5,2,0,2,1,0,1,0,1,0,0,0,0,0
2022-03-27 08:00:00,0,2,0,1,0,1,1,3,0,3,3,2,4,0,3,2,1,2,1,3,8,9,11,15,17,18,21,26,29,28,24,14,6,10,9,8,9,7,9,7,5,5,2,3,2,0,0,0,2,3,5,2,3,0,2,0,3,4,3,2,0,1,1,2,3,4,1,3,3,2,4,7,8,8,10,4,4,3,2,0,1,1,0,0,0,0,0,0
2022-03-27 09:00:00,1,2,1,0,0,2,0,1,2,2,4,0,4,7,6,0,0,2,0,6,7,9,7,8,15,17,27,30,35,36,24,11,10,11,12,8,11,9,9,8,7,6,5,2,4,3,4,4,0,5,5,7,7,7,3,8,7,5,4,4,2,3,4,5,4,6,1,2,7,9,8,9,13,15,8,5,3,1,1,0,0,0,1,0,0,0,0,0
2022-03-27 10:00:00,3,1,1,2,2,3,5,3,3,7,8,4,4,7,4,3,3,3,3,2,8,9,11,12,14,18,21,23,28,27,20,15,14,17,16,0,15,14,13,12,11,8,4,2,1,3,1,0,5,1,7,8,6,6,5,0,4,5,2,4,2,3,2,2,4,5,2,4,3,3,4,5,6,9,2,6,7,6,4,5,4,3,1,0,0,0,0,0
2022-03-27 11:00:00,1,0,0,2,3,1,4,3,3,7,5,5,5,6,4,3,3,4,3,2,5,7,7,9,14,15,20,21,19,18,25,12,9,7,10,11,8,16,15,12,10,7,5,4,5,3,3,0,0,2,5,3,5,6,6,5,3,5,4,2,3,3,3,5,4,5,5,6,6,8,12,12,14,13,14,9,0,6,1,0,5,2,1,0,0,0,0,0
2022-03-27 12:00:00,1,1,1,2,1,3,5,2,4,9,5,5,8,8,6,6,7,6,5,6,7,8,11,17,16,17,24,28,28,26,22,14,14,11,11,15,11,14,15,16,8,6,3,3,7,7,9,12,12,13,16,7,18,21,21,19,18,15,13,12,2,8,8,7,3,5,7,6,7,9,11,8,10,11,9,7,9,6,4,0,3,2,1,0,1,0,0,0
2022-03-27 13:00:00,0,0,0,1,1,6,7,8,19,7,20,18,16,10,7,7,8,5,5,7,7,11,13,9,10,17,22,18,18,20,23,16,14,14,19,25,12,22,25,24,18,14,5,7,6,5,7,5,5,6,8,8,13,13,11,9,10,7,5,6,3,6,5,5,4,2,6,7,6,9,11,12,15,19,18,16,5,9,5,0,4,5,3,1,0,0,0,0
2022-03-27 14:00:00,1,0,0,2,1,2,4,7,6,8,7,6,11,11,9,2,10,8,7,5,9,7,8,9,11,12,15,17,13,15,15,15,2,14,15,0,16,12,11,10,7,5,5,6,7,9,12,10,11,11,12,11,14,13,12,11,8,9,6,5,5,5,6,10,2,9,10,2,8,9,10,10,11,14,13,10,8,4,3,2,1,1,0,0,0,0,0,0
2022-03-27 15:00:00,0,0,2,3,0,1,4,6,5,9,8,10,10,9,5,4,3,3,4,3,6,7,6,7,8,10,13,14,16,15,17,6,2,6,6,9,6,10,7,6,7,4,3,8,9,10,13,16,13,12,8,9,16,17,14,13,13,10,9,6,8,7,8,4,0,4,9,8,3,8,10,9,6,10,11,7,5,5,6,3,2,4,2,0,0,1,0,0
2022-03-27 16:00:00,0,1,2,1,4,2,5,9,8,14,13,10,10,10,7,6,3,5,2,6,6,4,8,7,7,9,8,9,10,11,15,10,9,9,9,10,3,9,8,11,10,9,10,9,7,11,12,11,8,12,13,14,21,27,25,19,12,8,11,7,10,12,12,6,4,4,6,0,5,7,10,9,9,10,9,7,6,4,3,0,2,0,1,1,1,0,0,0
2022-03-27 17:00:00,0,0,0,0,2,3,7,12,6,10,11,10,6,8,7,4,6,5,5,4,4,5,4,5,7,6,10,11,13,11,10,7,8,6,4,0,4,3,5,4,3,2,7,11,14,13,16,16,15,15,18,19,26,26,25,25,21,14,12,8,11,10,11,8,7,0,5,8,0,12,16,8,19,21,15,8,2,1,0,0,3,0,0,0,0,0,0,0
2022-03-27 18:00:00,1,0,1,3,5,8,10,13,11,13,14,12,10,8,6,11,12,11,4,6,7,5,11,12,13,7,13,15,15,12,9,4,2,5,6,7,5,0,2,1,1,2,6,8,5,9,11,3,10,8,11,15,17,18,16,15,13,10,9,8,10,7,7,4,0,2,7,6,6,9,10,8,8,8,6,3,2,0,5,0,3,4,0,0,2,0,0,0
2022-03-27 19:00:00,0,1,1,3,4,5,0,6,5,15,10,13,11,10,7,9,9,12,8,7,6,5,4,3,5,7,6,4,5,5,4,4,2,1,0,0,0,2,2,0,0,0,3,5,8,11,13,8,7,6,9,10,13,15,14,11,10,10,7,11,5,10,10,2,1,3,5,6,5,8,9,7,7,4,4,5,4,1,5,0,0,3,2,2,0,0,0,0
2022-03-27 20:00:00,0,0,1,3,2,4,0,2,5,13,14,12,8,6,4,4,2,6,5,6,4,0,2,2,2,4,4,3,5,5,3,2,1,4,2,0,3,2,0,3,2,1,2,9,10,11,11,12,12,11,13,7,24,24,19,17,13,9,8,7,9,8,6,4,0,0,1,3,6,7,8,6,6,7,0,5,0,3,1,4,0,2,2,1,0,1,0,0
2022-03-27 21:00:00,0,0,1,1,2,4,0,6,3,7,4,6,6,3,6,7,6,2,5,5,2,2,4,2,1,3,3,2,2,2,1,0,1,0,1,0,0,1,0,0,0,0,8,10,10,16,21,19,15,13,13,17,20,20,20,17,15,14,13,8,7,12,10,1,0,0,1,0,3,4,8,7,5,6,2,3,1,0,0,2,1,2,1,2,0,0,1,0
2022-03-27 22:00:00,0,0,1,1,2,2,0,3,4,8,10,8,7,5,7,7,4,3,5,3,2,0,0,3,0,1,4,3,4,1,1,3,1,0,0,0,2,0,0,0,1,0,5,7,7,10,6,9,5,7,8,9,13,12,9,7,8,6,1,7,12,12,9,1,2,1,0,3,4,5,0,4,5,2,3,1,0,0,0,0,0,1,2,0,0,1,0,0
2022-03-27 23:00:00,0,0,0,0,0,2,0,0,0,7,8,6,5,4,2,3,2,0,3,0,0,0,0,0,1,0,0,1,1,0,1,0,2,1,2,0,1,0,1,0,1,0,1,6,3,4,7,0,4,3,4,4,8,8,9,5,8,9,3,0,2,7,6,3,0,1,0,2,3,4,5,0,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,0,1,1,0,0,0,1,0,1,2,3,1,0,3,1,0,1,2,2,10,12,13,14,16,14,22,25,26,27,24,16,15,15,0,6,14,13,10,11,5,0,3,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,0,1,1,0,2,2,1,0,1,2,3,2,2,4,0,0,3,2,3,2,13,14,17,19,25,28,38,43,46,45,35,17,16,19,27,26,26,22,19,15,13,11,8,2,2,2,0,0,0,2,3,3,6,3,4,4,3,3,2,1,1,2,2,3,3,3,3,0,5,4,5,7,9,15,16,6,8,4,0,0,0,3,2,0,0,0,0,0
2022-03-28 07:00:00,1,2,6,5,6,6,2,7,5,10,12,14,14,18,17,12,15,3,4,8,19,21,23,28,37,45,54,61,64,67,59,35,34,38,45,43,47,42,33,26,16,16,13,6,3,4,3,3,3,4,5,3,10,13,21,20,23,23,20,17,4,3,5,6,6,7,5,6,9,9,17,23,34,36,30,12,10,9,8,8,3,8,3,1,0,0,0,0
2022-03-28 08:00:00,4,9,9,7,3,4,3,5,8,14,19,22,15,12,11,7,4,4,4,9,22,25,27,25,33,37,61,66,70,71,58,49,49,54,55,55,55,59,53,49,45,30,18,5,3,6,8,7,8,7,9,11,23,21,22,12,17,13,11,8,5,3,7,11,7,11,11,14,16,23,25,34,44,50,48,29,33,32,19,25,31,19,10,3,1,0,0,0
2022-03-28 09:00:00,0,2,3,6,6,6,0,2,8,10,9,9,10,9,5,4,4,5,2,4,16,15,19,12,14,27,43,51,58,55,43,21,20,27,29,17,8,29,25,24,20,14,8,3,2,5,3,4,3,2,3,5,9,8,10,8,7,6,5,3,4,4,4,9,3,10,8,8,7,7,9,12,39,46,43,25,24,21,20,15,19,13,6,2,1,0,0,0
2022-03-28 10:00:00,1,1,1,1,0,2,1,3,2,6,6,5,5,4,4,1,2,3,2,8,9,11,12,10,14,14,21,22,25,26,26,16,14,15,9,16,17,16,14,11,10,8,6,5,0,5,7,8,8,4,7,8,9,9,11,0,8,6,3,2,0,1,3,2,4,3,0,6,4,6,7,7,10,8,11,9,10,5,9,0,7,7,2,1,0,0,0,0
2022-03-28 11:00:00,0,1,0,1,1,3,1,5,4,6,5,6,6,7,6,3,1,4,2,4,7,9,5,7,10,11,13,18,19,8,17,8,6,12,13,10,8,9,8,8,6,4,4,7,7,10,11,10,9,9,10,9,8,12,10,9,11,10,4,5,4,8,7,3,6,3,7,6,5,7,9,9,11,13,10,9,8,7,6,5,2,2,1,0,0,0,0,0
2022-03-28 12:00:00,0,1,1,3,0,1,4,4,0,6,6,5,4,5,2,2,1,2,2,3,10,5,11,12,9,10,16,17,16,17,17,10,12,10,9,4,0,9,7,6,4,5,3,5,6,5,7,10,8,6,11,8,11,8,12,10,8,11,3,10,8,2,8,5,6,7,2,6,5,6,6,6,8,12,11,6,7,6,5,0,5,3,3,1,1,0,0,0
2022-03-28 13:00:00,1,0,2,1,2,4,5,6,7,10,11,8,9,9,8,6,5,3,2,4,5,6,13,7,8,8,17,19,18,19,17,11,10,14,12,9,10,9,9,8,8,5,4,8,9,10,14,12,14,11,11,11,15,16,13,12,10,10,7,6,5,3,5,4,3,3,2,3,7,12,12,13,12,9,11,7,6,5,2,5,3,2,0,1,0,0,0,0
2022-03-28 14:00:00,0,0,1,2,4,4,5,6,7,9,8,7,8,7,5,3,5,6,5,4,5,6,6,7,7,8,13,13,14,12,12,8,9,10,10,8,10,9,10,8,6,5,5,9,11,14,25,23,14,11,15,14,15,16,15,13,11,10,9,8,6,6,8,4,5,4,5,6,9,9,9,10,9,11,10,5,6,3,3,0,6,5,3,1,0,0,0,0
2022-03-28 15:00:00,1,2,4,8,5,6,7,7,8,10,11,9,14,10,7,6,7,9,7,7,8,3,9,5,7,11,13,16,17,12,10,9,8,7,7,6,6,10,7,4,3,6,7,21,22,23,26,27,27,24,24,25,31,32,27,27,25,24,11,10,7,9,7,2,2,0,3,9,10,10,9,10,7,9,7,7,6,1,2,1,0,2,2,1,0,0,0,0
2022-03-28 16:00:00,1,0,5,9,10,8,10,14,10,17,17,18,16,8,7,6,9,8,7,6,9,10,10,15,13,16,17,21,21,20,18,14,14,14,14,15,13,15,13,12,10,8,13,19,18,29,29,27,27,24,26,27,32,34,33,29,27,25,23,22,16,14,13,4,2,5,7,15,15,19,20,21,19,21,20,13,12,10,6,5,0,4,2,1,0,0,0,0
2022-03-28 17:00:00,1,1,1,6,4,10,11,12,13,19,16,16,13,12,9,10,7,7,5,4,6,8,9,10,10,10,18,20,21,19,18,15,12,10,6,9,0,5,7,6,4,9,15,27,37,41,46,46,44,30,36,32,46,46,42,39,32,22,17,14,13,15,13,3,2,3,5,6,5,9,9,9,11,9,12,6,2,5,1,0,3,6,3,1,2,1,0,0
