Unnamed: 0,1_한성여객종점,2_청구빌라.연촌초등학교,3_하계1치안센터,4_한천중학교,5_서울과학기술대앞,6_공릉동.동신아파트앞,7_원자력병원입구,8_안마을,9_두산힐스빌아파트,10_태릉사거리,11_묵동구길,12_묵1동주민센터입구.먹골역,13_먹골역,14_한국전력동부지사,15_지하철7호선중화역,16_국민은행중화동지점,17_중랑역.동부시장,18_중랑교,19_삼육서울병원,20_시조사삼거리,21_떡전교사거리.동대문노인복지관,22_서울성심병원,23_청량리미주상가앞,24_청량리역환승센터,25_동대문경찰서,26_영휘원사거리.(구)홍릉사거리,27_정화여자중.상업고등학교,28_제기동한신아파트,29_제기시장,30_고려대학교앞,31_고려대역.고대앞삼거리,32_정화여자중.상업고등학교,33_동부아파트,34_청량리한신아파트.청량사입구,35_동대문노인종합복지관,36_떡전교앞,37_서울시립대학교앞,38_전농로터리시장.동부교육지원청,39_전농래미안크레시티아파트,40_동대문중학교,41_답십리1동주민센터.래미안위브,42_신답역앞,43_청계한신휴플러스아파트,44_동대문구청.용두역3번출구,45_청량리수산시장,46_청량리역환승센터,47_서울성심병원,48_휘경동입구,49_삼육서울병원,50_중랑교,51_중랑역.동부시장,52_중화동한신아파트,53_지하철7호선중화역,54_한국전력동부지사,55_먹골역,56_묵1동주민센터입구.먹골역,57_묵동구길,58_태릉사거리,59_두산힐스빌아파트,60_안마을,61_원자력병원공릉동삼익2차아파트,62_동부아파트,63_서울과학기술대앞,64_경기기계공업고등학교,65_하계1치안센터,66_청구빌라.연촌초등학교,67_한성여객종점
2022-03-18 22:00:00,3,4,5,0,6,4,7,8,6,8,7,6,5,5,3,4,3,3,3,3,2,0,0,4,1,3,2,0,0,2,1,0,0,1,1,2,3,2,1,0,2,3,3,9,0,9,7,8,8,8,16,16,13,15,14,9,8,7,6,5,4,0,3,2,1,1,0
2022-03-18 23:00:00,0,1,0,0,3,4,6,6,5,4,6,7,6,6,7,6,4,3,2,2,0,4,1,6,5,5,4,3,2,2,3,5,4,3,2,2,1,2,1,1,3,0,2,4,1,5,0,4,5,7,11,12,10,4,9,8,6,4,5,3,3,0,2,0,0,0,0
2022-03-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 04:00:00,0,0,0,0,1,1,2,0,3,0,0,0,4,0,0,6,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 05:00:00,1,0,1,1,0,1,3,3,2,3,2,0,5,3,6,0,3,1,4,3,1,2,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,2,3,0,4,2,5,4,5,4,5,0,0,0,4,2,0,4,0,2,1,0,0,0,0,0,0,0
2022-03-19 06:00:00,0,1,0,0,0,2,3,4,3,3,2,0,3,0,5,5,4,4,3,0,0,3,2,1,0,0,0,0,0,1,1,1,0,1,0,2,0,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,2,1,0,0,0,0,0
2022-03-19 07:00:00,1,2,0,1,0,3,5,6,5,7,8,9,10,12,11,12,9,6,5,1,3,3,4,3,1,0,2,1,0,0,1,0,2,1,0,0,3,2,1,0,1,3,5,5,1,3,3,0,0,4,4,5,4,0,3,4,5,3,3,2,1,3,0,0,2,2,0
2022-03-19 08:00:00,1,2,1,2,0,3,6,6,7,6,7,8,9,11,10,12,11,9,11,10,8,3,4,7,4,1,2,2,1,0,2,1,0,3,0,3,2,1,2,1,4,2,4,4,3,5,6,4,0,7,9,11,12,12,15,17,15,13,14,13,10,9,6,4,0,3,0
2022-03-19 09:00:00,1,2,0,0,0,3,9,16,18,16,7,11,7,12,12,11,10,0,8,9,8,6,4,4,2,2,1,0,1,2,2,4,0,3,3,3,4,3,4,3,4,7,6,8,5,6,5,2,3,4,4,3,4,3,8,7,7,6,4,4,5,4,0,0,2,1,0
2022-03-19 10:00:00,1,1,2,7,8,3,13,17,15,14,14,12,11,11,13,14,8,9,10,9,8,7,5,4,4,0,3,1,0,2,3,2,0,3,3,4,7,5,3,4,6,5,5,3,3,5,6,5,6,3,9,10,10,11,6,7,6,5,4,5,5,3,4,0,0,2,0
2022-03-19 11:00:00,1,1,2,5,3,6,8,7,7,8,7,7,9,10,11,10,11,10,4,9,7,6,6,3,0,2,0,1,2,1,2,0,0,7,1,3,4,5,5,4,5,3,2,3,3,4,5,2,7,0,5,7,8,7,8,7,8,5,7,5,4,3,0,2,0,1,0
2022-03-19 12:00:00,0,3,4,4,5,6,10,10,9,9,4,3,8,7,5,6,6,5,4,4,6,4,7,7,5,2,3,1,2,1,1,2,2,2,2,2,3,2,3,2,3,4,4,9,11,13,11,1,10,12,9,8,9,8,8,8,8,5,5,4,2,1,0,0,0,1,0
2022-03-19 13:00:00,2,4,5,0,6,3,10,14,14,11,10,12,15,13,19,18,14,16,14,0,12,13,11,6,5,3,2,0,3,1,2,3,2,3,4,3,2,2,0,1,2,2,4,6,9,8,9,8,11,10,10,12,9,12,10,12,12,10,8,7,5,4,4,3,1,2,0
2022-03-19 14:00:00,3,4,0,0,3,5,7,9,8,8,8,9,10,9,8,9,11,6,8,7,5,4,0,2,0,2,0,1,0,3,3,4,4,0,3,0,3,2,3,4,3,2,3,5,5,6,3,5,4,7,10,10,10,8,7,9,10,9,7,8,5,4,3,0,2,2,0
2022-03-19 15:00:00,2,3,0,6,2,0,5,7,5,5,6,8,11,12,11,10,7,6,5,0,5,6,4,5,4,3,1,2,0,3,4,3,0,0,1,0,0,2,2,0,3,0,3,8,10,17,20,0,23,23,19,17,16,16,11,10,3,10,8,6,7,6,5,4,0,2,0
2022-03-19 16:00:00,3,4,0,3,2,4,7,5,4,5,8,9,14,12,9,7,6,5,7,4,6,5,4,3,1,4,3,0,2,3,7,8,9,7,0,7,1,6,5,3,4,6,5,10,14,25,24,22,21,18,20,19,17,16,18,14,14,14,11,9,5,4,4,0,0,0,0
2022-03-19 17:00:00,1,4,6,0,4,0,6,6,5,4,3,4,7,2,9,8,3,0,2,0,1,2,0,7,0,6,3,2,1,4,3,3,3,1,2,3,4,3,3,0,0,3,4,7,7,11,13,12,12,22,29,24,23,18,15,17,17,12,8,5,3,2,1,0,0,0,0
2022-03-19 18:00:00,2,3,0,0,3,0,2,4,0,3,0,3,0,3,5,7,4,0,2,0,0,9,8,9,5,5,2,0,0,2,3,4,2,5,0,5,4,3,4,2,1,3,4,7,7,14,5,13,14,7,10,13,13,10,7,12,10,13,11,9,5,1,4,2,0,3,0
2022-03-19 19:00:00,2,1,0,4,4,4,5,6,2,4,8,5,5,6,8,7,5,3,4,4,3,0,2,4,4,3,1,0,2,2,0,0,0,0,0,1,1,0,0,0,2,0,1,4,5,2,0,4,5,0,8,9,10,11,10,11,12,12,9,3,1,2,0,0,0,1,0
2022-03-19 20:00:00,1,3,4,0,1,5,6,5,5,5,6,4,7,8,5,0,4,0,4,3,2,0,0,6,5,1,3,0,2,1,1,0,0,1,0,0,0,5,0,4,2,2,2,7,2,15,5,10,8,7,9,8,6,7,5,8,9,8,5,1,5,0,3,2,0,0,0
2022-03-19 21:00:00,3,3,0,3,2,6,5,6,3,7,3,8,5,7,5,4,3,2,3,2,2,0,1,3,2,0,1,0,0,1,3,2,1,0,0,4,1,0,1,0,0,2,0,5,2,8,7,0,7,4,6,5,7,5,5,8,9,5,4,5,3,2,3,2,1,0,0
2022-03-19 22:00:00,3,4,0,0,1,6,4,5,0,6,5,4,3,3,3,1,2,2,3,1,2,0,0,3,3,2,2,0,0,3,1,0,2,0,0,3,1,3,2,0,0,1,3,2,3,4,5,4,3,1,3,5,4,0,4,5,4,2,5,5,4,1,0,0,0,3,0
2022-03-19 23:00:00,1,4,0,0,6,6,8,9,12,12,14,14,15,14,12,11,10,0,8,8,6,5,0,3,0,0,0,2,0,1,1,0,0,0,0,1,1,1,0,0,2,0,2,2,0,5,0,1,0,3,5,4,2,1,4,3,0,4,0,5,2,3,0,0,0,1,0
2022-03-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 05:00:00,0,0,1,0,0,2,2,1,0,0,1,2,0,0,1,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,1,2,1,0,2,0,0,3,2,1,0,0,1,3,0,0,2,1,0,0,0,0,0,0
2022-03-20 06:00:00,0,1,0,0,0,0,2,3,3,2,3,2,2,0,3,4,3,4,0,2,1,2,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,2,3,2,2,0,0,1,1,0,0,0,0,2,0,0,1,0,1,0,0,3,0,2,1,0
2022-03-20 07:00:00,0,1,0,2,0,2,3,5,4,3,2,5,0,6,0,0,4,2,1,3,0,0,3,6,5,4,3,2,0,1,3,4,0,3,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,2,1,0,0,3,3,0,4,1,2,3,0,4,0,0,0,1,0
2022-03-20 08:00:00,2,2,3,1,4,1,5,5,6,4,4,3,2,3,3,4,5,3,5,4,2,1,1,2,1,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,2,2,2,3,0,2,2,2,1,2,3,4,2,3,6,5,5,4,3,3,2,2,1,0,0,0,0
2022-03-20 09:00:00,1,3,4,0,0,1,6,7,6,5,3,0,5,6,7,8,8,7,6,7,11,10,6,5,4,3,3,0,2,2,2,3,4,5,4,5,4,2,3,2,4,4,4,5,0,3,1,0,3,3,0,2,2,4,0,3,4,2,3,2,4,0,0,0,3,0,0
2022-03-20 10:00:00,1,0,0,0,2,2,6,9,10,11,11,10,9,9,8,10,11,9,8,0,6,5,6,5,4,3,1,0,2,4,8,9,5,6,6,5,3,0,2,2,2,2,3,4,4,1,6,3,2,3,3,1,4,0,3,2,4,4,4,3,4,2,3,0,3,0,0
2022-03-20 11:00:00,7,9,12,3,0,11,13,14,12,10,11,8,13,16,14,16,13,14,12,13,11,11,8,4,1,2,2,0,0,3,6,4,1,3,1,1,4,3,2,1,2,1,3,5,7,7,6,8,7,7,5,3,3,4,3,5,5,6,7,6,5,4,2,0,0,0,0
2022-03-20 12:00:00,2,3,3,4,6,7,12,17,18,15,14,13,14,15,14,13,10,7,6,5,4,0,1,3,0,0,0,2,0,1,3,2,1,2,0,0,1,2,0,1,0,2,3,6,3,8,8,6,9,7,10,16,19,18,18,17,16,13,12,8,7,7,6,5,4,3,0
2022-03-20 13:00:00,1,3,0,2,5,2,8,11,9,10,11,10,14,15,9,8,7,6,7,3,3,8,6,3,2,1,0,0,0,0,3,2,1,2,2,3,0,1,4,0,3,0,0,5,8,10,14,11,7,9,11,8,11,11,12,11,3,7,0,4,3,2,0,0,1,1,0
2022-03-20 14:00:00,1,1,1,1,2,4,7,13,7,9,7,10,9,11,12,13,12,4,13,12,3,11,9,3,0,0,0,2,1,1,5,4,0,0,0,1,0,2,3,2,0,2,0,3,4,7,8,6,10,10,9,7,8,8,10,10,9,9,8,7,6,5,3,1,3,2,0
2022-03-20 15:00:00,2,4,2,5,4,0,8,9,11,10,8,7,8,9,11,8,9,7,6,5,4,5,2,3,1,1,0,0,0,2,1,1,0,0,0,0,1,0,0,0,2,3,4,4,6,18,19,20,15,13,16,12,14,12,11,11,11,9,8,7,6,7,0,2,0,0,0
2022-03-20 16:00:00,1,2,0,1,2,4,6,8,0,7,5,8,7,6,7,10,9,0,9,8,4,7,6,5,4,4,3,1,0,1,2,1,1,3,0,0,2,1,4,0,5,3,0,8,6,9,11,8,16,17,14,10,12,7,11,12,14,17,12,10,6,2,5,0,1,0,0
2022-03-20 17:00:00,4,7,4,0,6,8,6,8,10,12,9,9,8,6,7,7,5,4,4,2,0,0,0,8,5,7,4,0,2,1,1,3,0,4,3,2,2,1,0,3,1,0,0,5,6,10,11,12,14,15,23,19,16,16,11,10,9,7,7,8,6,5,4,6,0,3,0
2022-03-20 18:00:00,1,1,1,0,1,3,4,5,6,5,4,3,4,3,4,1,6,4,4,3,2,4,1,5,2,3,3,2,5,2,6,5,3,2,1,1,2,0,1,0,2,0,3,7,11,16,19,17,19,18,22,21,18,16,15,16,15,19,16,12,7,4,2,0,2,0,0
2022-03-20 19:00:00,1,1,0,2,1,3,3,4,4,5,6,4,3,3,4,5,6,4,3,0,2,0,2,3,0,0,2,1,0,2,2,2,3,4,0,6,5,2,0,0,0,0,1,4,2,3,2,3,3,5,10,2,9,4,7,8,7,8,7,6,2,5,6,5,4,0,0
2022-03-20 20:00:00,1,2,2,0,0,1,3,4,2,5,4,5,0,6,4,8,5,1,4,2,2,3,2,4,2,3,2,0,0,2,3,2,2,3,0,1,1,0,0,0,0,1,1,5,0,4,5,6,5,8,8,5,9,8,4,5,4,3,2,1,1,2,1,0,0,0,0
2022-03-20 21:00:00,0,2,0,0,3,3,5,7,1,6,4,4,4,1,3,1,3,2,3,4,5,4,0,7,1,4,3,2,3,4,5,4,2,3,2,3,0,2,1,0,0,2,3,2,0,6,7,8,7,0,11,4,9,10,9,11,11,14,12,8,5,3,0,1,0,0,0
2022-03-20 22:00:00,5,7,8,0,4,7,6,6,4,8,9,6,7,5,3,2,3,3,1,0,0,0,0,2,1,0,0,0,0,2,0,4,0,3,2,1,2,0,0,0,1,1,2,3,1,4,3,0,2,4,5,5,5,8,4,8,9,9,8,3,4,4,5,4,0,0,0
2022-03-20 23:00:00,0,0,0,0,1,0,0,2,0,1,0,0,7,0,5,4,3,2,1,2,0,0,0,3,2,0,1,0,0,2,3,4,4,3,2,1,1,0,2,1,2,1,2,3,2,2,4,0,0,5,0,4,3,0,0,4,1,4,2,2,0,1,0,0,0,2,0
2022-03-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 04:00:00,1,1,2,1,0,3,4,5,4,5,4,0,5,7,7,8,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 05:00:00,0,1,2,0,0,0,3,4,3,1,4,0,5,6,5,4,5,3,4,3,3,0,2,2,0,1,0,0,0,0,1,2,0,2,2,3,2,1,1,1,2,3,3,2,2,3,2,0,4,5,0,5,6,0,5,4,0,0,4,0,0,1,0,0,0,0,0
2022-03-21 06:00:00,4,1,2,6,3,2,7,6,5,4,3,4,5,0,5,0,3,4,5,4,2,4,1,4,0,1,0,0,0,1,1,3,0,3,3,4,0,5,0,0,1,5,4,3,0,3,4,1,2,0,3,5,2,4,0,3,4,0,0,1,3,0,0,0,0,0,0
2022-03-21 07:00:00,3,6,7,3,5,6,9,12,10,9,12,10,14,16,17,21,23,18,16,15,14,14,12,7,6,4,5,4,4,7,13,13,7,17,16,15,12,4,3,0,5,6,4,5,3,6,9,5,10,4,14,16,15,17,16,16,18,13,17,16,15,14,11,5,4,2,0
2022-03-21 08:00:00,2,3,4,3,4,7,16,18,19,15,12,16,21,25,22,25,25,21,21,22,20,17,15,15,10,9,9,5,4,4,10,7,9,11,10,10,11,8,8,7,8,8,8,6,4,7,7,6,5,5,13,13,9,15,16,15,20,28,29,23,19,17,18,7,2,3,0
2022-03-21 09:00:00,0,3,4,0,5,4,8,13,16,14,14,12,14,9,13,13,11,12,11,9,12,9,7,7,6,3,1,0,1,2,3,6,6,7,4,4,5,4,6,5,6,7,4,6,5,6,5,4,7,6,9,8,7,8,6,9,11,13,8,8,6,7,6,0,4,2,0
2022-03-21 10:00:00,0,1,3,0,2,5,8,9,8,7,12,11,11,12,10,11,12,8,10,9,8,8,7,5,5,1,4,0,3,2,2,2,3,3,5,6,7,6,2,4,4,5,8,8,8,7,7,5,7,4,9,9,7,8,7,6,5,8,3,7,6,6,3,2,1,0,0
2022-03-21 11:00:00,0,0,0,1,5,6,7,8,7,5,9,10,9,8,8,6,5,10,9,9,9,5,8,5,2,4,2,3,2,6,2,3,1,4,2,5,2,6,8,5,5,6,2,6,5,7,8,7,7,9,11,3,4,3,4,3,5,11,12,13,10,7,4,3,0,2,0
2022-03-21 12:00:00,2,4,3,0,4,3,8,10,2,7,8,4,4,8,8,7,4,3,5,4,6,5,4,2,2,3,0,0,3,2,2,3,5,3,4,3,3,2,4,1,5,4,3,6,6,7,7,8,10,6,13,12,12,11,12,13,16,20,18,16,15,11,7,3,6,2,0
2022-03-21 13:00:00,2,1,1,0,3,5,4,6,9,8,8,7,5,8,7,5,6,4,7,3,5,5,2,5,2,4,3,0,4,2,3,3,0,1,4,2,3,2,4,4,5,0,6,7,7,10,12,14,11,12,16,15,16,15,12,17,14,16,15,13,10,6,3,0,1,2,0
2022-03-21 14:00:00,1,4,5,0,7,8,11,14,14,13,7,7,10,4,16,11,11,9,5,0,9,8,7,5,3,1,0,2,0,1,2,3,3,4,3,4,4,6,5,7,8,7,5,9,11,12,12,3,11,10,15,14,16,16,14,14,15,13,11,9,8,6,3,0,0,1,0
2022-03-21 15:00:00,3,5,6,24,27,33,38,39,38,33,29,21,20,19,14,8,6,5,4,3,4,2,3,6,2,4,3,2,3,4,5,5,2,4,4,4,0,3,2,0,3,3,3,7,7,12,11,9,10,11,11,13,10,10,7,8,3,15,13,13,8,6,5,8,3,6,1
2022-03-21 16:00:00,2,8,9,26,33,37,40,39,34,29,26,27,29,27,26,16,8,6,5,3,4,3,1,6,4,3,1,0,1,2,5,12,12,12,2,13,7,4,5,4,2,3,4,9,13,17,16,17,13,18,22,23,22,20,18,20,25,21,20,16,10,4,2,3,3,1,0
2022-03-21 17:00:00,1,3,3,4,6,8,17,19,18,15,13,14,14,13,14,13,11,7,8,7,8,8,5,6,7,5,0,4,3,1,5,12,11,9,6,6,4,4,5,6,5,4,6,12,15,21,23,22,22,24,21,18,17,14,12,14,14,14,14,10,7,3,4,4,3,2,0
2022-03-21 18:00:00,1,4,3,4,7,7,11,12,12,11,12,11,11,10,12,11,9,7,8,7,6,9,4,10,9,8,4,2,3,6,11,9,7,5,4,4,4,4,4,3,5,8,9,22,27,26,26,27,25,28,26,21,25,22,17,18,19,19,14,12,8,7,6,5,5,5,0
2022-03-21 19:00:00,1,1,0,0,3,4,6,6,6,5,8,7,9,8,6,5,3,0,3,0,4,0,6,10,7,6,6,5,4,2,4,6,5,1,3,4,5,4,0,3,2,3,4,8,9,13,16,15,13,17,28,23,25,20,15,20,18,15,14,10,8,6,3,3,2,2,0
2022-03-21 20:00:00,1,2,4,0,2,6,8,11,0,10,9,9,5,4,3,5,3,4,2,1,1,0,0,4,2,2,1,0,1,2,3,2,0,1,0,1,1,2,3,1,2,2,1,10,6,15,14,13,13,14,18,17,14,10,11,13,14,15,13,10,4,5,2,1,3,1,0
2022-03-21 21:00:00,4,2,0,4,5,6,10,9,12,13,7,13,11,2,10,9,7,5,3,0,2,1,0,5,4,2,2,0,1,3,2,2,1,1,1,2,2,3,1,0,2,2,3,7,3,10,8,8,8,14,13,10,9,10,7,6,7,6,4,3,3,4,0,0,2,2,0
2022-03-21 22:00:00,2,2,0,0,4,0,3,3,2,0,12,18,16,13,9,10,3,2,4,0,3,1,0,7,4,4,3,2,1,2,3,3,0,3,0,3,2,2,1,1,2,2,1,5,4,8,11,4,7,13,17,14,11,9,10,10,6,8,7,5,5,2,3,1,0,0,0
2022-03-21 23:00:00,1,0,0,0,1,3,5,7,2,6,6,7,7,6,5,3,1,2,2,2,0,0,0,3,0,1,0,0,1,3,4,2,3,1,2,2,0,2,4,0,1,2,2,3,0,3,2,3,0,4,6,5,3,2,2,5,4,4,3,3,1,0,3,0,0,0,0
2022-03-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 04:00:00,0,1,1,0,0,4,5,6,8,10,0,0,11,11,10,8,9,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 05:00:00,1,1,2,3,2,0,4,5,3,3,2,2,6,7,6,0,4,1,3,2,3,0,1,2,0,1,0,2,1,0,1,2,2,4,0,2,1,1,3,2,1,3,2,1,2,5,6,2,8,9,15,13,12,11,11,11,9,8,7,0,0,5,2,0,0,0,0
2022-03-22 06:00:00,2,1,0,1,0,2,5,6,6,4,5,6,7,8,10,0,7,5,4,3,2,2,1,1,0,2,1,0,0,0,2,2,2,4,0,4,3,4,0,5,2,4,3,4,3,2,2,3,4,2,5,4,5,7,6,6,5,5,0,1,4,3,2,0,0,1,0
2022-03-22 07:00:00,2,5,6,2,4,3,12,21,23,20,18,12,16,20,20,24,20,21,21,13,14,6,10,5,4,3,2,2,3,6,8,9,9,15,15,18,13,6,4,6,7,6,4,5,4,4,6,7,3,6,14,15,9,13,12,12,14,15,16,16,16,18,12,8,0,2,0
2022-03-22 08:00:00,1,2,3,5,2,4,11,14,13,15,13,15,17,16,18,22,25,27,29,29,26,22,18,14,13,12,10,8,6,2,9,8,3,11,9,10,11,11,11,10,10,10,12,9,7,6,7,9,9,12,22,23,26,25,21,25,27,35,35,34,26,18,14,7,6,4,0
2022-03-22 09:00:00,0,2,2,0,1,5,14,15,15,16,14,12,14,15,15,16,18,17,13,13,10,12,8,12,11,8,7,6,5,2,5,2,3,4,2,6,7,6,6,5,5,5,6,4,6,5,4,6,9,11,14,13,12,12,13,11,10,11,11,11,9,6,3,0,1,0,0
2022-03-22 10:00:00,1,2,3,0,3,5,9,14,13,12,12,14,16,17,17,19,13,11,9,8,8,0,5,7,0,3,4,0,0,1,4,4,0,3,3,1,4,3,2,3,3,4,5,5,4,6,5,7,6,9,11,11,11,9,9,9,7,11,7,8,11,8,2,1,0,0,0
2022-03-22 11:00:00,2,1,3,1,5,7,7,6,6,6,6,6,5,7,11,14,11,12,8,7,9,5,5,3,1,2,3,0,1,4,3,4,3,2,4,4,2,3,2,1,3,3,3,4,6,7,4,6,8,7,11,11,13,12,12,11,9,8,9,5,4,6,3,2,1,0,0
2022-03-22 12:00:00,2,3,3,4,5,9,11,5,10,7,8,8,10,12,9,9,6,4,8,7,5,0,3,3,3,2,0,0,1,2,4,6,5,5,6,3,2,3,2,3,4,7,6,5,13,12,13,12,12,11,14,14,11,7,14,15,10,18,8,17,13,13,9,0,8,4,0
2022-03-22 13:00:00,3,5,5,0,4,7,8,9,6,8,7,9,8,7,8,10,10,10,9,5,5,5,4,7,8,6,5,3,6,5,5,6,2,3,2,4,0,4,4,3,2,2,5,5,6,7,4,5,4,3,8,6,7,9,10,9,11,14,12,11,10,7,5,2,1,0,0
2022-03-22 14:00:00,4,5,2,0,6,5,4,8,2,4,6,8,11,6,11,11,8,7,8,0,6,4,4,4,1,2,2,0,1,2,3,2,0,3,4,3,4,3,4,2,1,3,5,7,8,9,5,7,5,4,5,5,4,6,7,7,9,7,6,5,3,6,3,2,2,1,0
