Unnamed: 0,1_한성여객종점,2_청구빌라.연촌초등학교,3_하계1치안센터,4_한천중학교,5_서울과학기술대앞,6_공릉동.동신아파트앞,7_원자력병원입구,8_안마을,9_두산힐스빌아파트,10_태릉사거리,11_묵동구길,12_묵1동주민센터입구.먹골역,13_먹골역,14_한국전력동부지사,15_지하철7호선중화역,16_국민은행중화동지점,17_중랑역.동부시장,18_중랑교,19_삼육서울병원,20_시조사삼거리,21_떡전교사거리.동대문노인복지관,22_서울성심병원,23_청량리미주상가앞,24_청량리역환승센터,25_동대문경찰서,26_영휘원사거리.(구)홍릉사거리,27_정화여자중.상업고등학교,28_제기동한신아파트,29_제기시장,30_고려대학교앞,31_고려대역.고대앞삼거리,32_정화여자중.상업고등학교,33_동부아파트,34_청량리한신아파트.청량사입구,35_동대문노인종합복지관,36_떡전교앞,37_서울시립대학교앞,38_전농로터리시장.동부교육지원청,39_전농래미안크레시티아파트,40_동대문중학교,41_답십리1동주민센터.래미안위브,42_신답역앞,43_청계한신휴플러스아파트,44_동대문구청.용두역3번출구,45_청량리수산시장,46_청량리역환승센터,47_서울성심병원,48_휘경동입구,49_삼육서울병원,50_중랑교,51_중랑역.동부시장,52_중화동한신아파트,53_지하철7호선중화역,54_한국전력동부지사,55_먹골역,56_묵1동주민센터입구.먹골역,57_묵동구길,58_태릉사거리,59_두산힐스빌아파트,60_안마을,61_원자력병원공릉동삼익2차아파트,62_동부아파트,63_서울과학기술대앞,64_경기기계공업고등학교,65_하계1치안센터,66_청구빌라.연촌초등학교,67_한성여객종점
2022-03-22 15:00:00,2,3,2,26,32,34,36,37,36,21,19,18,16,11,11,10,7,6,5,1,4,4,5,6,5,6,5,2,0,2,4,2,2,3,2,6,0,5,7,8,7,5,2,9,8,7,11,6,10,11,15,12,12,7,5,4,5,7,7,7,6,4,5,4,1,1,0
2022-03-22 16:00:00,4,9,14,30,33,31,30,30,27,22,19,16,16,17,13,12,5,6,7,6,0,5,5,4,5,3,3,2,1,2,5,7,1,7,5,6,7,10,3,5,4,5,6,10,13,16,14,16,14,11,13,12,14,15,13,16,16,16,14,12,8,8,3,2,2,0,0
2022-03-22 17:00:00,3,5,6,5,12,11,14,16,13,12,10,15,13,10,14,9,5,5,6,0,5,5,2,9,5,3,2,3,2,4,8,8,6,4,4,5,3,5,5,6,6,3,0,8,11,12,12,12,14,16,18,16,13,14,10,11,10,13,6,11,9,6,8,4,7,2,0
2022-03-22 18:00:00,2,6,4,6,14,15,16,21,15,12,14,13,17,16,13,14,9,9,12,12,11,10,9,8,6,5,6,5,6,3,6,8,7,6,5,6,7,5,4,2,5,8,8,14,20,31,33,34,33,32,28,25,24,21,18,19,17,18,13,9,5,6,6,3,3,4,0
2022-03-22 19:00:00,1,2,0,3,5,11,12,15,16,14,14,15,13,9,7,8,8,7,6,5,4,3,4,8,5,4,3,2,4,4,7,6,5,5,0,4,4,2,6,2,6,5,7,13,15,24,27,26,20,22,23,21,20,15,14,29,26,32,28,19,7,5,6,5,4,0,0
2022-03-22 20:00:00,3,5,6,0,5,7,10,11,7,9,2,8,9,8,7,8,6,5,3,1,2,3,3,8,4,5,3,0,2,3,3,0,1,2,0,3,3,2,0,1,2,7,5,7,7,8,9,7,9,12,13,12,10,9,10,12,11,10,9,7,4,3,2,2,0,1,0
2022-03-22 21:00:00,2,5,3,0,6,4,11,10,3,7,6,5,4,3,4,4,3,3,0,1,1,0,0,3,7,6,4,0,1,3,3,1,0,3,2,3,2,3,4,0,3,2,3,7,7,11,12,13,3,14,15,11,10,8,6,9,7,7,2,6,4,5,6,3,4,2,0
2022-03-22 22:00:00,1,2,2,0,4,3,6,9,8,12,12,13,10,8,7,2,6,5,3,4,0,1,0,3,0,1,0,1,1,3,3,0,0,1,0,2,0,1,1,1,1,1,6,8,0,11,11,9,9,10,13,11,9,6,6,8,5,8,7,4,4,3,2,1,2,1,0
2022-03-22 23:00:00,0,1,0,0,3,4,2,6,0,4,5,0,5,0,5,7,6,5,0,1,4,0,3,4,3,3,2,1,1,2,5,5,0,0,2,2,0,0,0,0,2,3,0,5,2,4,0,3,5,5,7,8,8,7,4,9,9,9,7,5,2,4,2,0,1,0,0
2022-03-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 04:00:00,1,1,1,0,0,3,5,6,7,0,0,0,9,3,4,0,7,6,7,5,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 05:00:00,0,1,1,1,0,0,5,4,3,2,4,5,2,6,5,4,4,2,3,2,1,1,2,3,2,1,0,2,1,0,2,0,0,3,2,1,0,3,3,2,3,3,3,2,4,8,10,0,11,13,16,14,15,12,11,10,7,5,0,0,0,4,1,0,0,0,0
2022-03-23 06:00:00,2,1,2,0,0,2,5,8,10,9,1,6,4,3,3,4,3,4,4,3,4,3,2,1,0,0,1,0,0,1,2,4,0,4,4,2,0,3,2,4,2,3,3,3,2,2,4,4,2,3,5,4,3,5,6,0,6,7,2,3,5,4,3,2,1,1,0
2022-03-23 07:00:00,1,4,3,3,3,4,18,29,31,25,29,22,25,25,26,33,20,19,20,18,15,15,11,6,4,5,4,2,4,7,12,13,9,13,12,14,14,7,7,7,8,8,10,4,4,6,7,8,4,7,12,14,16,15,14,8,18,19,19,18,17,14,12,4,0,0,0
2022-03-23 08:00:00,1,3,6,4,4,5,12,18,19,17,16,18,22,23,23,32,28,26,27,25,21,20,15,14,9,5,8,6,5,3,11,10,0,10,4,12,10,7,7,7,12,11,10,8,7,7,7,9,8,5,10,8,11,13,12,10,12,18,17,19,20,17,16,9,8,5,0
2022-03-23 09:00:00,0,1,2,5,0,2,9,13,12,9,6,7,10,11,12,14,11,10,2,9,11,9,7,6,4,2,2,3,2,2,3,3,4,3,2,3,3,3,5,3,4,4,5,5,5,5,4,5,7,7,12,12,10,6,10,10,12,7,11,11,9,7,6,5,4,1,0
2022-03-23 10:00:00,1,2,3,4,6,5,10,10,10,9,10,8,11,10,8,9,8,10,9,0,8,7,5,5,3,3,0,2,3,3,3,3,0,4,6,5,4,2,4,4,5,3,4,5,6,5,3,5,5,4,6,6,10,8,10,12,14,14,10,10,9,6,6,0,4,1,0
2022-03-23 11:00:00,1,2,0,0,3,4,7,7,7,6,8,8,7,6,7,8,7,6,2,8,0,9,7,4,0,1,2,0,1,1,2,0,2,3,0,3,3,0,1,2,3,3,0,5,5,5,4,3,6,4,8,5,5,7,6,7,6,1,4,0,4,2,3,0,2,1,0
2022-03-23 12:00:00,2,2,3,4,6,9,15,14,15,9,11,6,13,13,10,10,8,8,6,5,4,5,6,5,4,3,3,2,2,2,0,1,0,1,2,2,2,1,1,2,3,3,4,7,9,9,8,4,5,9,6,8,7,5,7,9,7,12,13,13,9,10,6,0,1,5,2
2022-03-23 13:00:00,5,7,8,4,7,8,10,7,12,13,12,11,10,9,6,7,7,9,9,6,5,5,2,4,2,2,2,0,1,1,4,5,4,3,3,1,2,1,2,1,2,3,2,5,5,11,9,9,4,9,12,11,7,11,11,7,12,14,15,15,14,10,6,4,3,2,0
2022-03-23 14:00:00,2,4,4,4,5,5,8,9,6,11,9,10,10,10,8,7,11,10,8,3,4,2,7,7,6,2,5,2,4,3,5,3,0,5,5,4,3,1,0,2,2,3,4,5,9,8,11,4,14,5,16,9,5,7,6,8,9,10,9,6,4,4,3,0,0,0,0
2022-03-23 15:00:00,4,7,9,29,34,35,33,34,34,28,24,20,10,18,15,14,8,8,10,11,10,9,6,4,2,4,0,0,3,2,4,5,4,4,4,5,6,7,6,8,8,6,8,8,8,10,8,6,8,8,14,13,10,11,10,10,11,14,1,12,11,11,9,8,6,5,0
2022-03-23 16:00:00,2,3,8,13,15,17,19,21,19,16,12,11,12,10,13,11,9,6,4,3,5,5,3,10,8,7,6,0,1,4,5,5,6,5,7,8,7,12,8,5,5,3,5,11,11,15,16,16,15,14,20,13,12,12,8,5,8,5,7,4,3,3,3,3,0,2,0
2022-03-23 17:00:00,4,3,4,5,13,21,24,29,25,23,20,22,20,12,17,16,11,10,8,7,6,6,4,7,6,5,2,2,1,4,5,5,5,5,7,3,5,4,5,5,5,6,7,9,9,14,17,9,16,18,19,15,16,15,12,9,13,12,6,5,4,3,4,3,0,2,0
2022-03-23 18:00:00,3,5,0,7,17,24,27,29,26,18,14,12,12,13,12,7,13,11,7,9,7,4,5,8,8,6,4,3,2,5,9,8,5,7,6,6,0,5,5,2,3,9,12,22,19,34,37,39,42,46,45,38,34,31,25,25,24,21,17,14,10,5,10,9,8,7,0
2022-03-23 19:00:00,5,6,0,0,2,1,4,3,0,4,4,7,0,1,4,7,4,2,2,2,1,0,5,10,5,4,3,2,1,3,7,6,9,4,4,2,4,3,4,5,3,5,5,10,14,16,17,15,16,14,15,16,20,16,14,19,15,17,14,9,5,5,4,0,2,0,0
2022-03-23 20:00:00,2,1,2,1,3,5,8,12,12,11,8,8,8,9,9,7,5,6,4,3,4,2,3,7,5,4,4,3,3,4,6,4,4,5,2,3,2,1,3,2,3,1,1,3,7,13,14,13,14,13,16,14,8,13,11,14,17,15,13,9,6,3,2,4,2,1,0
2022-03-23 21:00:00,2,1,0,4,5,7,8,11,7,9,5,5,4,6,5,3,6,1,10,9,8,7,6,5,4,3,1,0,1,1,3,0,1,0,1,0,0,1,2,0,0,2,0,8,2,10,9,10,8,10,8,6,7,8,6,3,5,4,4,4,3,2,0,2,1,1,0
2022-03-23 22:00:00,1,2,2,0,5,0,1,7,8,10,7,7,6,4,5,0,2,1,4,3,2,0,0,7,4,3,2,0,0,2,1,0,0,4,3,2,2,1,4,0,3,1,2,6,8,13,14,9,12,16,16,15,15,13,9,13,14,13,10,7,3,4,0,0,1,2,0
2022-03-23 23:00:00,0,0,0,0,0,2,3,0,3,0,5,6,5,7,5,2,4,2,1,0,1,1,0,4,3,2,2,1,1,3,1,3,0,0,0,2,1,2,2,1,2,1,2,3,4,4,5,4,4,3,10,6,5,5,3,7,6,5,2,2,1,1,0,0,0,0,0
2022-03-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 04:00:00,0,1,2,0,0,3,5,3,7,4,4,5,10,6,10,11,9,0,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 05:00:00,1,0,2,0,0,0,3,4,3,2,2,4,5,6,3,3,4,5,5,4,3,2,2,3,2,3,0,3,2,0,1,0,1,3,0,1,0,0,2,2,3,3,3,3,5,5,3,2,6,8,3,5,9,7,8,5,8,0,8,8,0,7,3,0,0,0,0
2022-03-24 06:00:00,0,1,1,2,0,3,5,6,6,4,0,4,4,0,5,3,4,3,3,0,0,4,3,3,2,1,1,0,0,0,2,2,3,3,4,2,1,2,3,2,1,1,2,3,3,2,3,4,5,1,5,4,1,2,5,4,4,4,3,2,3,2,1,1,2,0,0
2022-03-24 07:00:00,4,5,2,4,4,4,16,28,25,24,25,18,20,25,26,27,21,22,11,12,9,10,8,6,5,4,3,1,3,10,16,22,21,22,19,16,10,4,7,5,7,6,5,5,6,4,6,7,7,9,14,15,10,10,9,11,16,25,26,25,24,28,26,6,5,3,0
2022-03-24 08:00:00,2,3,4,4,5,7,14,22,24,20,25,23,28,29,26,25,30,26,24,23,19,21,19,15,11,7,7,5,5,1,8,7,9,12,8,12,13,8,10,10,9,10,5,6,2,7,7,5,5,7,7,14,13,15,15,13,20,24,23,22,19,18,14,7,1,5,0
2022-03-24 09:00:00,1,3,0,4,5,4,11,11,7,9,8,8,11,14,16,15,11,13,11,10,9,9,8,6,4,3,4,0,3,2,3,3,4,5,4,6,8,7,6,7,5,5,6,4,4,3,3,3,6,7,10,11,11,7,10,11,10,14,14,15,14,11,3,0,0,2,0
2022-03-24 10:00:00,1,3,4,4,0,5,5,7,7,3,3,6,6,8,3,11,7,8,8,3,3,2,1,2,0,3,1,0,1,1,1,1,1,1,3,0,4,5,5,5,4,5,4,4,5,4,5,4,5,8,8,6,9,7,7,6,5,7,7,5,4,7,4,0,3,1,0
2022-03-24 11:00:00,1,2,1,1,5,3,10,8,11,7,5,5,6,6,7,8,6,2,3,5,4,1,3,4,3,2,0,0,1,0,2,1,3,3,5,4,3,3,4,2,5,4,3,3,5,8,10,8,10,9,11,10,11,10,13,6,14,17,16,12,13,8,5,3,2,0,0
2022-03-24 12:00:00,2,3,4,5,4,6,10,12,12,13,11,9,10,12,9,10,8,5,3,4,3,1,4,5,1,4,0,2,2,3,1,5,0,3,3,2,2,3,2,2,4,4,3,4,4,9,6,10,11,10,13,12,11,10,8,8,7,7,6,6,6,4,3,3,1,2,0
2022-03-24 13:00:00,4,6,0,5,10,9,15,15,12,9,9,9,11,10,11,10,9,7,6,8,7,8,7,5,4,3,2,0,0,2,5,5,4,2,3,4,2,3,2,0,4,5,5,7,8,13,4,14,10,11,17,19,20,19,16,16,18,16,14,11,8,6,3,2,0,2,0
2022-03-24 14:00:00,2,3,0,10,11,12,9,13,13,11,10,11,12,10,10,6,8,8,6,7,5,7,3,4,4,3,1,0,1,2,3,4,0,2,0,0,1,3,4,0,1,2,3,6,7,5,5,6,5,4,9,8,11,9,8,11,10,8,7,6,6,5,4,6,2,4,0
2022-03-24 15:00:00,3,4,3,14,18,18,23,22,22,17,13,15,9,8,12,10,8,6,10,6,8,7,7,6,5,4,3,0,2,3,5,2,1,4,4,3,4,4,3,3,5,7,4,7,8,12,13,11,12,10,13,9,7,6,5,2,6,7,6,4,2,3,3,4,1,1,0
2022-03-24 16:00:00,3,6,7,11,14,17,26,28,28,25,22,18,10,7,7,8,7,7,4,4,3,5,7,6,6,5,4,1,2,5,3,4,4,6,3,5,3,5,6,5,6,5,3,9,14,17,20,21,24,25,22,21,18,17,17,20,19,19,14,10,9,7,6,5,3,1,0
2022-03-24 17:00:00,3,5,6,6,10,10,17,20,19,13,14,14,19,17,21,17,8,5,4,5,9,3,10,9,8,4,2,3,2,4,6,4,5,5,7,8,8,6,6,5,5,6,5,10,13,24,25,27,25,23,13,13,12,12,11,12,11,13,11,7,5,6,4,3,3,2,0
2022-03-24 18:00:00,3,4,3,5,10,13,15,21,19,19,12,10,8,8,10,11,8,7,10,9,8,9,8,7,5,3,2,1,1,3,7,8,6,6,3,3,5,4,3,2,3,7,5,16,20,23,26,25,25,19,24,21,23,23,23,24,21,25,20,17,14,6,6,7,6,4,0
2022-03-24 19:00:00,1,0,1,3,4,6,6,7,6,4,6,5,7,6,5,7,5,7,3,4,3,0,4,12,9,6,3,2,2,3,5,0,4,3,2,6,5,5,4,0,4,3,4,8,9,18,22,24,23,22,27,24,22,17,14,23,22,20,16,11,8,6,5,6,4,0,0
2022-03-24 20:00:00,1,2,4,0,5,0,6,8,9,8,10,6,5,2,4,0,5,4,1,0,4,2,4,7,6,5,4,0,2,4,4,1,1,2,0,1,0,0,2,0,1,2,2,8,6,9,10,8,9,8,9,9,11,9,8,12,11,11,10,9,5,2,7,1,0,6,0
2022-03-24 21:00:00,5,6,0,1,3,7,7,7,7,7,5,7,6,5,4,5,3,0,2,4,1,0,0,1,0,4,3,0,3,2,3,2,1,2,0,0,1,2,2,0,2,1,1,5,3,7,7,5,7,10,10,9,9,8,6,9,10,9,6,5,5,7,1,6,5,4,0
2022-03-24 22:00:00,2,2,4,2,3,6,0,6,0,3,7,6,3,5,4,3,3,2,1,3,0,2,0,7,0,4,4,3,3,4,3,2,2,0,5,0,4,0,3,2,1,2,1,7,0,8,6,9,13,13,14,12,12,10,9,14,12,13,12,9,4,4,3,0,2,1,0
2022-03-24 23:00:00,0,1,0,0,0,4,3,4,0,5,4,5,5,4,3,6,3,1,2,2,0,0,0,4,4,3,2,0,3,3,4,3,2,2,0,2,1,2,2,1,3,3,4,10,0,10,8,8,7,7,11,10,9,7,8,8,9,9,10,5,2,2,1,0,1,0,0
2022-03-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 04:00:00,0,1,1,0,0,3,5,6,8,5,7,10,13,0,12,14,10,8,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,1,0,1,0,0,2,2,3,2,1,2,1,6,8,7,5,5,7,5,4,4,3,3,2,0,3,1,0,0,1,2,3,0,4,3,2,0,2,3,2,3,3,3,4,4,8,9,10,9,11,12,11,10,5,8,9,8,7,0,0,0,5,3,2,0,1,0
2022-03-25 06:00:00,2,0,0,3,2,1,5,7,8,5,9,7,6,8,6,5,6,4,5,3,4,4,3,3,2,0,1,0,0,0,1,2,0,2,1,2,0,2,0,0,2,3,2,3,5,3,4,6,2,3,3,4,5,5,4,4,6,7,5,2,4,3,1,2,0,1,0
2022-03-25 07:00:00,1,3,3,5,0,6,15,20,18,13,22,21,21,24,25,26,26,19,19,15,11,10,9,7,6,5,1,4,2,4,14,17,5,19,16,19,16,6,2,5,3,5,8,9,9,10,9,8,5,8,20,21,17,17,18,19,23,25,23,20,20,19,16,4,0,2,0
2022-03-25 08:00:00,1,3,5,2,2,6,11,17,15,10,10,15,17,19,19,22,24,22,21,20,19,18,16,11,9,8,8,4,3,2,10,9,8,10,7,13,15,10,10,8,8,9,8,6,6,8,9,11,13,14,22,22,20,19,20,20,27,30,32,30,29,30,24,7,4,4,0
2022-03-25 09:00:00,2,2,3,4,3,1,9,10,17,15,17,22,24,28,25,28,20,19,20,16,13,12,7,8,7,3,0,3,2,3,5,8,3,7,8,6,4,3,1,2,4,5,3,5,5,4,6,6,8,9,8,9,10,10,8,8,7,8,6,9,9,7,6,0,5,2,0
2022-03-25 10:00:00,1,4,3,0,3,2,7,8,11,9,10,10,8,8,7,6,5,5,5,4,4,3,3,7,6,3,0,0,2,1,3,3,0,2,3,3,2,2,2,1,4,5,4,6,6,6,5,5,5,5,11,9,10,12,10,10,9,10,11,11,10,9,6,2,0,1,0
2022-03-25 11:00:00,0,2,2,2,3,5,8,9,9,10,11,12,14,13,11,10,9,7,5,4,7,6,5,3,0,2,3,1,3,1,0,2,0,2,3,2,0,2,3,0,5,6,6,7,0,5,2,6,9,8,8,7,8,7,4,5,5,6,6,7,6,6,4,0,0,3,0
2022-03-25 12:00:00,2,2,2,3,5,6,8,9,9,7,12,9,7,11,11,10,7,10,9,9,8,5,6,4,5,0,3,2,3,3,4,5,4,4,4,4,0,3,3,2,2,3,4,6,7,8,8,9,7,8,11,8,8,8,8,10,10,12,13,13,12,9,7,2,6,3,0
2022-03-25 13:00:00,2,3,3,4,7,7,12,16,9,10,12,9,9,9,8,6,10,4,3,1,2,2,3,5,2,1,0,0,2,1,5,4,3,5,4,1,3,4,4,5,6,0,5,4,6,8,10,9,8,8,13,14,14,18,16,11,12,17,15,12,9,8,3,0,0,2,0
2022-03-25 14:00:00,2,2,3,20,26,27,34,39,35,25,23,21,20,19,15,10,6,8,5,10,9,8,5,7,2,4,3,6,0,5,3,6,5,4,6,5,4,4,1,2,2,5,4,7,5,5,6,5,8,3,14,9,11,9,8,9,7,10,8,7,5,6,3,5,0,4,0
2022-03-25 15:00:00,1,4,6,20,22,25,25,26,20,19,21,21,18,20,19,17,10,7,8,5,10,9,7,7,5,2,2,0,2,3,6,5,2,5,4,6,7,6,5,4,5,5,4,6,6,6,0,5,11,15,18,17,17,15,16,16,17,17,13,7,5,0,3,4,0,3,0
2022-03-25 16:00:00,3,6,3,7,10,12,13,15,17,17,18,15,13,14,17,16,8,7,7,4,7,7,6,7,4,3,3,1,3,3,6,6,4,4,3,7,13,10,6,5,6,3,5,13,17,23,24,17,25,22,19,18,16,14,14,13,14,14,9,8,8,9,6,3,4,3,0
2022-03-25 17:00:00,2,0,3,7,11,12,18,20,19,17,16,15,13,9,5,6,4,4,3,4,6,0,5,6,5,6,3,5,4,3,6,0,5,6,2,4,3,1,3,1,3,4,1,17,21,24,24,25,25,25,28,25,23,22,17,24,26,24,22,9,5,4,5,1,1,4,0
2022-03-25 18:00:00,2,5,3,5,8,12,17,22,21,19,19,16,24,23,22,21,16,12,13,12,7,8,6,10,8,7,5,4,2,4,7,7,6,5,0,6,5,4,4,2,6,10,11,16,21,32,33,30,31,35,40,33,39,34,25,26,22,31,27,20,18,13,9,8,6,6,0
2022-03-25 19:00:00,3,2,0,6,0,6,8,9,10,11,15,13,13,12,13,11,11,10,9,10,11,12,11,12,10,7,5,4,3,5,8,4,5,4,2,4,2,3,5,3,4,6,2,6,7,19,12,11,16,11,19,19,21,18,16,24,19,20,16,10,7,5,1,4,6,3,0
2022-03-25 20:00:00,2,3,4,0,5,3,7,9,12,5,9,7,9,8,6,5,5,4,0,1,2,2,3,6,6,1,2,1,2,3,7,5,4,5,3,4,2,3,4,2,4,2,4,8,7,9,11,13,15,7,14,13,14,13,11,12,10,12,8,6,5,4,1,2,0,3,2
2022-03-25 21:00:00,3,5,0,2,5,5,7,8,7,8,9,10,8,5,5,9,6,5,6,5,4,3,1,6,4,2,1,0,3,5,6,0,6,3,1,0,1,3,2,0,3,2,4,8,0,9,8,10,10,11,14,11,14,13,9,12,15,9,13,10,8,4,0,1,1,3,0
2022-03-25 22:00:00,3,4,0,2,4,6,5,6,7,6,7,9,6,5,4,2,6,5,6,3,2,0,4,5,0,2,1,2,1,3,4,3,2,1,2,1,3,0,2,1,5,5,1,6,5,11,11,0,9,10,10,10,10,9,7,12,13,11,10,7,3,1,3,2,0,0,0
2022-03-25 23:00:00,0,1,0,0,0,2,7,9,12,3,13,12,0,10,9,7,6,3,0,4,0,0,3,2,3,3,1,1,2,2,4,4,5,5,3,2,1,2,1,1,2,2,2,5,0,4,4,5,5,4,5,4,4,3,5,11,7,7,7,6,2,3,2,0,0,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,1,1,0,0,0,2,0,1,0,1,2,4,3,0,4,1,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,2,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,0,1,0,2,0,1,4,5,0,4,4,3,5,4,6,7,6,7,2,2,6,4,2,2,1,1,0,0,0,0,2,3,2,2,0,2,0,1,2,1,3,0,1,1,0,1,1,0,0,2,0,0,0,0,2,3,0,2,2,1,2,1,0,0,1,0,0
2022-03-26 07:00:00,2,5,0,0,1,3,6,9,9,8,8,6,7,4,6,0,6,2,1,5,1,4,0,3,2,1,0,0,0,0,1,2,0,3,2,1,0,0,1,0,3,1,0,2,3,4,1,0,5,3,4,3,5,4,4,5,5,6,5,5,3,3,3,2,1,0,0
