Unnamed: 0,1_장지공영차고지,2_아이코리아,3_송파글마루도서관.버들어린이집,4_문현고등학교,5_문현중학교,6_건영아파트,7_문덕초등학교.문정고등학교,8_문정동푸르지오아파트,9_문정동래미안아파트,10_가락동쌍용아파트,11_가락동극동아파트,12_오금공원앞,13_오금동현대아파트,14_한양삼익아파트,15_송파동한양1차아파트,16_송파2동한양아파트,17_잠실여고후문,18_송파사거리,19_송파책박물관.헬리오시티,20_석촌동남현교회앞,21_배명중고교,22_송파구민회관구의회,23_삼전역,24_잠실우성4차현대아파트,25_잠실근린공원.성현교회,26_아시아선수촌아파트,27_잠실종합운동장,28_강남경찰서면허시험장,29_삼성역7번출구,30_봉은사역5번출구.광동한방병원,31_노블발렌티웨딩홀,32_서울의료원강남분원,33_강남경찰서.강남운전면허시험장,34_잠실종합운동장,35_아시아선수촌아파트,36_아시아선수촌아파트삼거리.성현교회,37_잠실우성4차현대아파트,38_삼전역,39_송파구민회관구의회,40_배명중고교,41_석촌동남현교회앞,42_송파책박물관.헬리오시티,43_송파사거리.석촌시장,44_잠실여고후문,45_한양공원,46_송파2동한양삼성아파트,47_삼익아파트미성아파트,48_송파경찰서.오금역,49_가락래미안앞,50_송파중학교,51_문정래미안현대아파트앞,52_문정동대우아파트,53_문덕초등학교.문정고등학교,54_건영아파트앞,55_문현중학교,56_송파구립산모건강증진센터,57_송파파인타운10단지.13단지,58_송파파인타운11단지,59_아이코리아앞,60_장지공영차고지
2022-04-01 19:00:00,3,1,0,6,9,4,12,13,15,11,7,5,13,11,10,10,11,8,8,8,10,9,10,8,7,9,3,3,5,4,5,8,10,23,23,23,15,14,24,25,22,15,17,15,12,11,12,12,13,11,10,6,12,9,6,8,7,8,7,0
2022-04-01 20:00:00,2,1,0,0,4,3,5,7,7,7,6,6,6,6,7,8,7,8,8,7,8,6,9,8,8,5,4,3,4,3,4,5,4,17,21,18,15,13,13,11,8,8,9,8,6,9,9,8,6,6,5,4,5,4,3,4,3,1,0,0
2022-04-01 21:00:00,0,0,0,1,7,6,6,8,5,4,5,3,9,8,9,8,9,9,7,8,7,9,7,3,10,11,10,6,2,5,6,6,9,18,19,17,16,17,18,20,16,16,17,17,18,17,8,5,6,7,7,6,5,4,1,5,4,2,0,0
2022-04-01 22:00:00,1,0,1,2,3,5,7,8,9,6,3,4,10,9,8,6,8,5,7,8,6,5,3,6,4,4,2,2,3,2,4,0,5,20,24,24,21,21,18,17,14,12,13,15,15,16,17,13,12,8,6,9,5,7,5,9,6,6,0,0
2022-04-01 23:00:00,2,1,3,0,4,3,4,7,8,7,5,5,7,8,7,4,8,10,7,9,6,9,8,4,3,2,1,1,4,3,2,5,6,16,19,15,13,12,11,13,12,8,9,7,4,4,3,5,2,4,3,3,2,1,2,5,3,1,0,0
2022-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 04:00:00,0,1,0,3,4,0,0,1,3,0,0,6,10,9,0,0,9,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 05:00:00,1,1,1,1,3,0,1,4,2,1,1,2,1,1,3,3,0,0,4,4,8,7,6,3,4,1,1,1,0,1,1,0,1,2,3,3,4,5,6,4,2,7,8,3,0,7,5,4,3,3,2,0,0,0,1,0,0,0,0,0
2022-04-02 06:00:00,1,2,0,1,4,1,5,0,4,4,0,4,2,2,0,3,0,0,4,4,2,2,3,3,5,4,3,2,2,3,1,0,0,5,0,5,4,2,2,2,7,3,5,4,0,3,3,2,1,3,1,1,1,0,0,2,0,0,0,0
2022-04-02 07:00:00,1,0,1,1,3,4,5,4,2,3,4,5,4,1,2,3,2,4,5,6,7,6,6,7,12,12,6,5,2,2,2,1,1,3,3,2,2,3,2,4,3,4,3,4,3,2,3,3,2,4,3,3,1,1,1,1,0,0,0,0
2022-04-02 08:00:00,2,1,2,2,5,6,7,8,6,5,6,7,8,7,7,7,5,8,7,11,9,9,10,11,12,12,6,4,4,2,3,4,0,3,4,5,7,6,9,11,12,13,10,8,7,9,6,6,3,5,6,5,3,4,3,4,3,2,1,0
2022-04-02 09:00:00,1,1,0,3,5,11,8,13,8,14,13,12,10,10,9,10,10,9,10,10,9,11,10,10,14,13,10,9,5,3,3,2,3,5,4,6,5,6,7,9,9,8,8,7,6,7,8,5,8,13,7,10,5,2,1,1,0,1,2,0
2022-04-02 10:00:00,1,0,0,3,5,6,8,9,9,8,9,14,12,9,11,12,10,11,11,13,14,17,16,16,15,13,6,4,1,2,2,1,1,3,4,7,4,7,10,12,10,12,9,8,9,6,5,4,3,7,6,6,4,3,2,2,0,1,0,0
2022-04-02 11:00:00,1,3,3,4,6,3,5,6,6,9,10,8,8,8,9,10,9,7,9,13,13,11,12,13,18,13,10,8,4,2,1,0,4,12,13,14,12,14,15,7,13,14,15,5,14,11,8,5,4,8,8,7,6,5,1,2,1,0,0,0
2022-04-02 12:00:00,2,3,0,3,5,4,5,7,12,12,11,14,14,14,13,17,19,14,15,16,17,17,18,20,22,18,10,7,2,4,0,2,5,13,12,13,14,15,9,15,14,13,11,10,10,10,13,9,10,13,10,11,7,7,4,4,0,1,0,0
2022-04-02 13:00:00,1,1,1,3,5,6,8,8,11,9,8,10,9,14,10,13,14,12,15,18,20,24,22,21,22,18,6,5,3,3,4,3,5,11,12,11,11,12,14,18,21,19,12,11,10,10,10,8,8,19,20,17,15,10,3,3,2,0,0,0
2022-04-02 14:00:00,0,1,2,3,5,6,4,8,8,6,5,6,6,7,6,9,7,5,7,8,7,9,10,12,14,14,8,6,3,3,4,4,4,9,10,12,12,11,13,15,14,15,16,14,19,21,18,15,13,9,9,8,7,5,3,1,0,1,0,0
2022-04-02 15:00:00,1,1,2,2,10,5,7,9,7,6,8,7,14,13,12,11,10,11,16,15,13,9,8,10,15,15,7,3,6,5,4,5,6,10,12,11,9,8,9,9,8,6,7,7,4,7,12,8,4,8,7,5,4,3,3,5,4,3,2,0
2022-04-02 16:00:00,1,2,1,2,7,8,7,9,8,9,7,5,7,5,9,11,9,11,14,14,9,8,8,8,11,10,6,4,3,3,4,2,5,11,13,11,13,13,13,11,13,9,13,12,11,11,10,11,8,10,8,9,6,8,4,8,2,7,0,0
2022-04-02 17:00:00,2,1,0,4,10,11,11,11,11,11,9,6,10,10,11,11,11,14,15,14,16,14,19,21,17,12,9,5,2,3,5,0,5,26,24,15,13,14,14,13,16,12,10,8,9,7,7,9,8,10,11,9,5,3,3,5,3,2,0,0
2022-04-02 18:00:00,4,0,0,1,4,8,9,9,9,11,9,6,10,10,8,9,8,9,10,11,13,8,8,8,8,10,5,4,3,4,5,5,4,13,14,15,11,15,17,18,13,13,13,8,11,10,13,11,8,8,9,8,7,5,6,7,3,2,1,0
2022-04-02 19:00:00,1,1,0,2,4,6,7,8,7,7,6,7,7,6,7,5,6,7,8,7,6,8,7,10,8,6,1,4,3,4,5,0,7,12,16,11,11,11,10,10,6,5,6,6,8,7,8,9,7,6,7,5,5,4,5,5,4,3,2,0
2022-04-02 20:00:00,1,1,0,2,3,4,6,6,4,6,6,6,8,7,9,8,7,8,6,5,8,6,6,4,5,3,3,2,3,3,2,2,4,17,18,12,12,13,12,12,10,12,12,11,8,9,8,6,6,6,6,5,4,3,2,6,4,2,0,0
2022-04-02 21:00:00,1,0,0,0,2,4,4,4,4,2,3,5,6,9,10,10,9,8,10,9,6,5,3,2,2,2,1,1,4,7,6,0,3,10,13,12,10,10,10,9,8,5,6,5,3,5,5,5,6,7,5,5,3,0,5,4,2,3,0,0
2022-04-02 22:00:00,0,0,0,2,6,5,8,9,6,5,5,6,5,4,4,4,5,7,6,5,4,7,6,5,7,5,10,8,8,8,5,0,9,18,20,19,19,13,21,19,12,13,12,13,11,7,10,9,9,8,8,6,6,3,3,5,3,2,0,0
2022-04-02 23:00:00,1,0,2,1,6,7,3,6,3,2,6,0,5,3,2,0,1,4,5,6,2,6,4,3,4,2,2,1,1,0,1,2,2,16,17,16,14,11,12,11,9,8,9,6,5,4,4,4,5,6,4,3,4,0,3,3,2,2,1,0
2022-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 04:00:00,2,0,0,0,1,2,0,0,0,0,3,0,2,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 05:00:00,1,1,2,0,1,1,1,2,3,2,0,1,3,0,4,0,3,4,5,4,6,1,2,5,5,4,1,2,2,3,0,0,0,0,4,7,8,8,0,7,2,9,8,6,5,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0
2022-04-03 06:00:00,1,1,0,1,2,1,2,0,3,2,3,3,4,2,1,0,1,2,2,3,4,3,3,4,2,1,1,0,2,1,1,0,0,2,3,3,2,1,3,0,4,3,3,0,3,2,3,2,3,1,0,1,0,2,0,1,0,0,1,0
2022-04-03 07:00:00,1,1,0,0,2,0,3,5,3,5,1,2,2,1,1,2,1,2,3,4,4,4,5,5,4,4,2,2,1,1,1,0,2,3,0,3,4,3,2,4,3,4,4,3,5,0,6,2,3,1,1,2,0,1,1,2,0,0,1,0
2022-04-03 08:00:00,2,1,0,4,5,8,9,6,8,8,7,8,7,6,5,5,4,5,7,7,7,7,8,9,11,8,4,2,7,8,1,1,2,5,5,8,9,7,4,11,8,8,7,5,7,8,6,6,5,6,5,4,3,2,2,0,0,1,0,0
2022-04-03 09:00:00,1,0,0,2,5,7,8,8,13,10,11,10,8,6,6,8,11,7,9,7,9,8,9,14,18,15,8,4,2,3,5,0,0,6,6,6,3,2,5,7,9,8,7,5,0,6,9,5,5,6,4,4,4,0,2,2,1,0,0,0
2022-04-03 10:00:00,1,1,0,3,5,6,7,9,7,7,8,10,10,11,11,12,11,6,7,10,10,10,12,11,12,11,8,7,1,1,2,0,1,7,5,10,9,9,10,13,6,13,9,12,10,9,9,6,3,8,9,11,10,6,4,5,1,1,0,0
2022-04-03 11:00:00,3,1,1,4,5,6,9,10,8,8,7,7,7,6,8,8,9,8,10,9,11,10,9,11,16,14,6,5,1,1,3,0,3,6,5,4,6,8,9,12,10,8,5,6,4,4,6,7,6,10,9,8,7,6,2,1,1,0,0,0
2022-04-03 12:00:00,0,2,0,3,6,7,8,12,11,9,7,4,9,7,7,4,9,9,8,11,14,15,10,13,18,13,8,4,2,0,2,0,0,5,5,7,8,10,9,8,9,12,14,12,11,9,12,9,4,12,14,11,8,6,4,2,1,0,0,0
2022-04-03 13:00:00,2,2,2,4,7,8,8,10,9,9,8,9,8,10,13,14,11,12,13,13,14,17,19,23,29,20,10,8,2,1,1,0,2,8,3,5,8,9,10,11,10,8,6,7,7,8,6,8,7,10,14,13,11,7,3,3,2,0,0,0
2022-04-03 14:00:00,1,0,0,1,7,5,8,9,10,9,7,8,10,9,9,11,11,11,11,12,15,14,12,14,14,13,9,4,2,2,2,0,4,7,9,9,8,7,5,8,6,6,5,4,4,4,6,6,9,9,10,12,5,3,4,5,1,0,0,0
2022-04-03 15:00:00,2,0,4,4,7,8,9,7,7,9,6,9,10,7,9,12,7,8,11,8,10,8,9,9,11,9,4,2,2,4,3,3,0,16,14,9,8,12,17,11,14,10,9,11,8,4,8,10,9,12,10,11,9,7,6,4,0,2,0,0
2022-04-03 16:00:00,4,0,0,3,9,7,11,13,8,6,5,3,6,7,8,7,8,11,6,11,10,9,7,10,8,7,6,2,3,3,6,7,5,14,16,12,11,12,12,13,11,11,11,9,5,5,8,8,6,9,9,8,7,6,4,4,2,0,0,0
2022-04-03 17:00:00,4,0,0,2,6,7,9,10,11,8,6,6,5,7,8,9,11,10,11,11,12,5,12,11,9,8,6,5,3,2,3,3,6,17,16,17,15,13,14,13,12,14,14,13,12,12,12,9,6,8,7,6,5,1,2,2,2,1,0,0
2022-04-03 18:00:00,1,0,1,7,13,14,16,11,8,7,7,10,9,8,7,7,5,6,7,4,8,8,9,11,11,7,3,2,5,6,6,0,3,17,15,13,12,14,11,10,11,11,10,9,8,8,8,7,8,9,8,10,3,6,4,2,0,1,0,0
2022-04-03 19:00:00,0,0,0,2,6,7,12,5,4,2,3,4,5,6,7,6,7,7,10,8,8,10,9,8,9,6,2,1,3,2,3,0,2,17,19,8,7,13,11,10,8,6,6,5,5,4,6,6,7,8,7,5,4,3,3,4,2,1,0,0
2022-04-03 20:00:00,1,2,1,3,7,8,2,7,6,10,9,7,7,6,6,7,5,2,6,6,5,5,6,3,5,3,1,0,2,2,1,0,2,15,23,15,10,7,7,7,7,8,6,4,4,5,6,6,1,6,2,7,1,0,6,6,5,1,0,0
2022-04-03 21:00:00,1,1,0,0,4,6,7,6,5,2,6,3,9,10,8,5,7,14,12,11,12,10,9,7,4,3,0,0,2,4,3,0,1,23,26,22,20,16,14,16,11,8,9,3,8,4,6,8,7,5,4,3,3,3,3,3,1,1,0,0
2022-04-03 22:00:00,1,0,0,1,2,4,4,6,3,3,4,3,3,4,5,3,3,5,8,10,3,9,7,5,4,3,1,1,2,0,2,2,4,12,15,12,12,12,10,10,10,8,8,8,7,6,8,5,4,5,3,2,1,0,3,3,2,2,1,0
2022-04-03 23:00:00,0,0,1,0,0,2,4,6,4,3,0,2,9,6,4,5,1,5,5,3,5,3,3,2,4,5,3,0,1,1,0,0,2,5,4,5,6,6,6,7,6,4,8,7,3,5,5,4,3,4,3,2,0,0,3,2,0,0,0,0
2022-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 04:00:00,2,3,0,3,5,0,0,1,4,0,0,6,10,9,8,0,8,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 05:00:00,1,1,0,2,2,2,3,3,3,1,0,1,3,1,2,2,3,3,2,3,4,9,12,12,8,5,6,4,2,1,2,0,0,3,4,2,4,4,5,6,0,5,4,1,3,5,7,3,3,0,2,0,1,0,0,0,0,0,0,0
2022-04-04 06:00:00,1,1,0,2,3,3,4,2,5,3,2,5,6,4,7,3,6,5,10,7,5,6,8,17,19,16,8,5,6,4,2,1,0,4,3,3,4,4,5,5,4,5,6,5,4,4,9,4,4,6,7,6,5,4,3,4,0,3,1,0
2022-04-04 07:00:00,8,9,10,8,8,10,11,16,19,22,26,22,20,17,17,16,17,18,20,25,21,25,28,40,56,48,13,6,11,9,2,1,2,5,6,8,11,14,17,16,20,26,24,23,16,17,17,10,12,15,16,11,9,7,4,4,0,1,2,0
2022-04-04 08:00:00,4,3,6,7,9,9,13,13,13,13,14,18,18,22,23,26,16,22,30,33,33,40,46,53,61,49,31,14,24,28,4,2,2,18,19,11,13,14,13,17,18,22,24,20,22,19,25,13,13,15,13,13,10,9,6,5,0,4,1,0
2022-04-04 09:00:00,1,1,1,2,4,5,4,7,7,5,8,10,8,10,11,12,11,10,13,15,18,21,23,27,39,32,20,10,12,12,6,3,1,7,7,4,3,3,5,7,6,10,10,11,10,7,8,6,7,8,11,10,10,9,4,3,1,1,2,0
2022-04-04 10:00:00,1,1,3,2,4,4,5,6,7,9,9,7,5,4,6,6,6,7,7,8,9,10,9,12,14,10,6,4,4,2,3,0,2,4,6,4,6,6,4,4,5,6,5,5,4,3,6,10,9,12,8,4,3,1,2,1,0,1,0,0
2022-04-04 11:00:00,1,2,1,2,4,3,6,7,8,7,7,6,5,5,6,7,7,7,7,6,7,8,7,6,8,5,4,2,1,2,2,2,4,7,4,5,5,9,5,12,11,10,9,8,2,5,6,6,5,7,9,8,9,8,3,2,1,0,0,0
2022-04-04 12:00:00,0,0,0,2,5,7,8,7,10,6,5,8,9,8,9,8,9,8,9,7,8,7,12,10,9,8,6,4,2,3,2,2,4,10,11,10,11,11,9,11,13,11,13,10,8,8,11,6,4,7,8,9,7,5,3,1,0,0,0,0
2022-04-04 13:00:00,1,0,2,2,6,3,5,7,7,6,6,5,7,8,11,10,9,9,9,9,9,9,8,8,9,8,6,4,2,3,4,3,4,10,9,9,8,6,7,7,7,8,9,8,7,6,9,8,9,8,6,6,5,5,2,2,1,1,0,0
2022-04-04 14:00:00,1,3,1,3,5,6,5,9,8,7,7,6,7,8,8,6,7,7,7,7,7,8,7,10,10,8,5,5,2,3,2,4,5,5,6,6,7,7,8,9,7,8,10,9,7,9,6,6,5,6,5,5,4,2,1,3,2,1,1,0
2022-04-04 15:00:00,2,2,3,5,8,9,12,23,10,18,18,14,12,9,6,5,7,8,7,8,8,7,8,9,7,8,7,5,3,4,7,2,7,20,20,17,16,13,12,24,25,25,25,22,19,17,18,15,13,16,12,9,9,7,5,10,10,7,5,0
2022-04-04 16:00:00,3,4,8,4,12,12,13,14,15,12,12,13,14,15,16,21,21,17,16,15,14,10,7,9,9,6,4,2,3,3,3,4,4,25,30,27,20,17,14,19,18,15,15,20,20,19,13,13,11,10,11,7,6,4,4,5,4,3,3,0
2022-04-04 17:00:00,2,4,6,6,10,10,13,17,16,14,14,12,17,17,17,16,15,13,12,12,9,11,10,11,11,10,6,3,3,4,9,11,12,18,24,22,17,15,15,17,17,17,16,17,16,15,17,17,11,13,11,8,5,3,4,10,10,8,6,0
2022-04-04 18:00:00,4,4,1,5,9,9,12,19,22,23,22,19,20,19,19,18,18,17,16,15,18,12,10,9,11,10,6,4,5,6,22,38,40,37,38,31,27,25,21,23,20,22,19,18,17,17,20,18,16,19,17,16,10,7,4,7,5,3,3,0
2022-04-04 19:00:00,1,1,2,4,7,6,9,11,8,8,8,9,17,14,9,9,10,16,14,16,15,15,11,7,9,10,5,2,4,7,8,10,15,27,29,26,27,22,22,22,16,13,12,10,10,15,13,12,11,9,8,8,12,6,4,9,8,5,4,0
2022-04-04 20:00:00,0,1,0,2,5,6,4,6,8,7,3,7,9,9,7,10,9,8,8,7,5,6,4,6,8,7,3,2,5,5,5,6,8,22,23,15,14,15,14,13,10,9,12,10,5,10,8,6,5,5,4,6,5,4,5,6,5,1,1,0
2022-04-04 21:00:00,0,2,1,0,9,6,11,7,10,10,11,12,13,6,6,5,8,9,8,7,7,6,6,4,6,6,3,4,3,2,5,6,8,22,20,15,13,15,15,15,12,13,13,9,11,11,7,7,8,7,6,5,4,4,3,5,2,3,3,0
2022-04-04 22:00:00,1,0,0,1,5,3,6,7,5,5,5,6,6,9,9,8,8,9,10,9,7,8,3,7,6,7,5,3,3,2,3,2,11,27,30,17,18,16,17,17,14,13,13,12,9,7,12,13,13,11,10,9,8,7,8,7,4,2,0,0
2022-04-04 23:00:00,1,0,0,0,4,2,1,6,4,3,2,3,5,4,3,0,3,5,8,7,6,6,5,3,1,4,0,2,2,0,1,2,1,11,11,8,6,9,6,8,6,5,6,4,1,4,4,4,1,1,3,2,3,2,2,3,1,0,0,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,1,2,0,3,4,2,0,0,2,3,0,5,9,9,9,0,8,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,1,2,0,3,2,1,3,3,4,2,1,3,3,3,4,2,3,4,3,5,6,8,9,11,12,10,6,5,3,2,1,0,0,1,1,3,4,5,6,7,2,8,8,3,6,6,5,4,4,5,3,4,3,0,0,0,0,0,2,0
2022-04-05 06:00:00,2,2,1,3,2,3,3,3,1,5,6,5,4,5,4,5,5,5,4,6,7,8,9,8,13,12,5,3,4,4,2,0,1,6,6,6,7,4,2,3,4,4,4,1,3,4,6,5,6,7,7,5,4,3,3,4,0,0,2,0
2022-04-05 07:00:00,19,9,17,11,11,12,10,12,14,17,18,25,21,21,20,21,20,20,27,31,20,24,36,41,52,36,15,8,14,10,2,2,1,5,5,9,9,11,12,13,18,22,24,22,23,24,20,13,13,17,16,11,9,8,6,4,3,2,1,0
2022-04-05 08:00:00,4,3,5,4,9,10,12,15,17,17,17,16,17,20,24,22,20,20,22,26,28,28,36,37,53,45,26,11,28,31,3,1,2,24,23,14,16,17,19,23,27,36,34,17,32,28,25,10,9,12,15,12,12,10,6,8,6,7,1,0
2022-04-05 09:00:00,1,4,3,4,5,4,6,8,9,12,11,13,13,14,14,13,12,10,12,16,16,18,20,27,36,33,16,8,11,10,3,2,3,7,6,6,8,7,8,9,8,11,10,10,6,7,9,6,6,7,7,5,5,5,2,3,0,3,0,0
2022-04-05 10:00:00,1,2,2,3,4,4,5,6,6,8,7,6,7,5,6,3,5,6,6,7,7,8,9,17,20,19,7,6,4,4,2,1,1,8,8,6,7,11,14,13,4,9,9,8,2,8,8,6,2,5,4,3,2,2,2,1,1,0,1,0
2022-04-05 11:00:00,1,2,4,3,5,5,6,8,4,6,4,5,7,6,7,8,9,7,6,7,8,9,10,8,10,11,5,5,3,3,4,1,3,6,6,5,6,5,6,7,12,11,10,8,6,5,5,4,3,5,5,6,5,3,4,3,2,0,1,0
2022-04-05 12:00:00,1,2,1,1,4,5,6,6,6,6,4,6,6,6,7,4,7,7,9,10,10,9,10,11,11,8,3,3,2,2,1,0,1,5,5,8,8,8,9,9,8,9,8,8,7,14,15,11,9,10,8,6,7,5,4,3,0,1,2,0
2022-04-05 13:00:00,2,3,1,3,5,4,5,6,5,6,6,8,16,14,12,11,10,10,11,10,11,12,11,10,12,10,7,4,4,3,4,3,5,9,10,9,7,7,6,7,7,14,14,12,11,7,6,8,7,6,6,5,4,3,4,4,3,1,2,0
2022-04-05 14:00:00,1,2,3,1,2,3,5,8,8,8,10,6,8,8,11,9,9,10,12,7,7,10,9,10,10,9,5,4,3,3,1,4,4,11,13,11,10,8,8,9,10,10,12,5,10,10,10,8,8,9,7,6,5,3,3,2,1,1,0,0
2022-04-05 15:00:00,2,3,4,5,6,7,11,25,22,17,12,11,10,11,11,11,10,9,8,8,8,6,7,5,6,5,2,2,3,3,4,2,4,10,9,9,9,8,8,11,9,11,8,9,8,10,11,11,11,12,7,7,9,10,9,4,3,0,2,0
2022-04-05 16:00:00,1,2,4,8,13,14,15,14,14,13,12,13,11,10,14,19,21,20,18,22,17,17,13,14,11,9,6,3,4,3,6,4,5,38,36,33,28,24,20,31,25,23,25,21,21,20,19,16,15,17,15,12,9,8,4,3,2,1,1,0
2022-04-05 17:00:00,4,3,5,6,11,11,9,11,11,9,9,9,13,14,18,20,21,12,12,10,10,9,8,9,14,9,4,2,7,10,9,10,11,20,22,20,21,18,18,15,17,18,15,16,15,12,15,13,11,10,8,7,4,2,3,7,6,4,3,0
2022-04-05 18:00:00,3,3,0,3,9,9,13,16,16,14,14,16,25,23,22,21,21,19,17,18,14,13,13,16,21,17,7,3,5,9,16,25,27,37,36,33,26,21,20,18,16,15,16,17,16,14,18,20,24,24,22,21,12,10,8,14,12,8,5,0
2022-04-05 19:00:00,1,0,1,3,8,10,10,12,11,9,9,6,12,12,12,13,10,15,14,15,13,11,11,9,11,10,5,4,3,5,5,6,11,34,33,20,16,17,17,20,16,13,14,10,11,13,13,16,13,15,12,9,7,4,3,11,4,6,5,0
2022-04-05 20:00:00,0,1,1,1,7,7,7,7,7,7,7,7,10,11,10,13,17,17,14,10,6,9,5,8,9,8,6,3,3,6,3,4,10,22,20,17,15,12,13,14,13,13,15,11,13,10,7,6,7,7,5,4,4,4,5,5,3,2,2,0
2022-04-05 21:00:00,1,2,1,0,4,5,7,9,8,10,7,6,9,10,8,8,6,8,8,9,8,7,5,4,4,3,2,3,4,4,6,3,8,20,22,16,14,16,15,14,15,13,14,13,12,8,6,8,8,7,6,7,6,3,4,4,1,3,2,0
