Unnamed: 0,1_정릉북한산국립공원입구,2_정릉산장아파트,3_정릉4동주민센터.경국사,4_삼덕단지.성북구립최만린미술관,5_정릉3동주민센터앞,6_고려대사범대학부속고등학교,7_청덕초교,8_국민대학교앞,9_롯데아파트,10_일성아파트,11_평창동주민센터,12_평창파출소,13_갑을씨티텔앞,14_세검정초등학교,15_상명대입구.석파랑,16_하림각,17_자하문터널입구.석파정,18_부암동주민센터.무계원,19_자하문고개.윤동주문학관,20_청운중학교,21_경복고교,22_신교동,23_통인시장종로구보건소,24_경복궁역,25_경복궁,26_안국동,27_조계사,28_종로1가,29_KT광화문지사,30_경복궁역,31_통인시장종로구보건소,32_효자동,33_경복고교,34_청운중학교,35_자하문고개.윤동주문학관,36_부암동주민센터.무계원,37_자하문터널입구.석파정,38_하림각,39_상명대입구.세검정교회,40_세검정.상명대,41_세검정초등학교,42_화정박물관,43_서울예술고등학교.평창동주민센터,44_예능교회,45_벽산평창힐스아파트,46_롯데아파트,47_평창동삼성아파트,48_국민대앞,49_청덕초등학교,50_정릉3동주민센터앞,51_삼덕단지.성북구립최만린미술관,52_정릉4동주민센터.경국사,53_정릉대우아파트,54_정릉북한산국립공원입구
2022-04-06 05:00:00,2,3,3,4,2,1,2,3,3,2,4,4,5,5,4,1,0,3,0,2,1,2,0,3,2,1,0,3,3,2,4,0,3,0,2,1,3,4,0,3,4,3,1,0,0,0,2,1,0,0,1,2,1,0
2022-04-06 06:00:00,3,4,3,4,5,7,8,6,0,7,8,9,10,7,0,9,4,10,7,6,7,8,6,5,3,1,1,3,9,10,9,5,3,0,2,2,2,3,0,0,2,3,2,2,0,0,0,1,1,0,1,0,0,0
2022-04-06 07:00:00,4,22,27,10,12,14,15,15,20,22,26,34,35,45,42,48,47,49,50,43,20,25,24,23,8,7,2,14,25,36,35,32,21,10,9,7,1,10,0,1,5,8,5,0,4,3,0,2,1,2,1,1,0,0
2022-04-06 08:00:00,6,12,19,15,16,16,15,13,18,21,24,23,24,32,36,37,41,45,46,33,35,41,33,28,19,14,9,12,22,38,37,34,27,17,17,17,16,16,17,16,16,13,13,8,6,6,6,6,4,2,4,2,1,0
2022-04-06 09:00:00,1,3,6,8,12,11,12,11,12,13,13,14,13,15,15,15,15,18,19,14,17,20,19,14,15,8,5,4,12,28,25,24,23,22,22,15,14,4,5,13,14,13,10,9,6,8,6,2,3,3,0,1,0,0
2022-04-06 10:00:00,1,4,5,7,10,0,9,8,15,9,16,17,17,23,23,25,25,26,28,14,27,27,22,16,13,9,4,3,9,13,12,11,10,9,7,3,6,4,7,4,5,2,2,4,1,4,3,2,2,2,1,1,0,0
2022-04-06 11:00:00,2,3,6,8,11,5,7,8,7,8,10,13,15,17,16,15,11,13,14,12,12,12,13,11,9,8,5,6,10,14,13,13,11,10,6,5,4,1,5,8,9,8,7,0,6,4,2,2,0,4,4,1,3,0
2022-04-06 12:00:00,2,3,4,6,10,10,9,6,9,10,11,12,0,15,15,17,16,16,19,0,20,19,18,12,11,8,8,11,20,22,21,20,14,13,8,10,10,11,9,9,9,9,8,6,5,7,8,3,2,1,1,2,1,0
2022-04-06 13:00:00,2,4,5,5,8,9,8,9,10,9,10,13,12,18,20,16,19,19,20,21,20,21,19,15,13,11,5,5,14,24,26,25,28,26,12,13,14,13,12,13,14,10,9,9,4,8,6,4,3,6,5,4,2,0
2022-04-06 14:00:00,0,2,1,2,6,7,9,7,8,9,11,10,13,14,16,14,15,17,16,15,15,18,18,15,11,9,12,8,16,17,16,18,16,17,16,15,13,10,14,15,13,12,11,9,8,9,7,10,9,6,4,1,0,0
2022-04-06 15:00:00,2,1,1,2,3,3,4,5,8,7,7,8,7,9,10,8,9,9,14,10,14,14,15,10,8,6,6,9,13,18,19,19,21,44,42,39,36,32,31,32,34,25,16,14,13,13,12,11,10,25,28,19,7,0
2022-04-06 16:00:00,2,3,4,6,7,8,7,8,9,7,14,17,8,19,20,23,22,27,28,30,41,44,40,19,17,12,12,12,17,25,24,24,25,25,27,27,26,28,14,28,24,21,15,16,13,12,12,10,9,9,8,3,1,0
2022-04-06 17:00:00,2,3,4,5,4,3,4,10,14,15,17,18,20,18,41,23,24,43,45,0,29,50,45,32,32,27,25,16,19,25,25,26,25,18,20,20,21,23,17,21,15,18,13,13,12,10,9,11,12,10,8,5,1,0
2022-04-06 18:00:00,4,1,0,4,2,6,5,7,8,11,12,15,16,10,21,20,18,24,27,17,28,32,34,17,15,13,11,15,30,43,39,37,41,35,41,37,35,35,35,34,31,29,26,25,23,21,19,18,9,9,8,4,2,0
2022-04-06 19:00:00,1,2,3,6,3,1,6,7,6,0,6,7,5,7,6,6,7,8,9,2,11,10,10,8,6,5,7,11,15,24,23,21,23,22,31,27,17,22,23,26,26,20,16,12,11,8,3,7,6,3,8,3,1,0
2022-04-06 20:00:00,0,2,1,2,2,3,0,4,0,4,3,9,0,8,5,7,6,6,8,0,9,9,9,7,6,6,5,12,15,23,23,24,26,11,23,22,21,21,20,19,16,16,13,14,12,7,0,11,12,9,8,5,1,0
2022-04-06 21:00:00,1,2,2,1,2,1,1,3,2,1,0,7,0,4,2,1,3,6,0,0,7,8,8,7,6,5,5,10,15,20,21,21,21,4,20,20,17,15,16,14,15,13,12,11,9,9,6,11,11,9,8,6,4,0
2022-04-06 22:00:00,0,1,2,1,2,2,1,4,5,6,7,8,4,6,4,0,0,5,4,3,5,4,3,5,4,3,6,6,13,27,26,27,26,25,22,14,13,19,18,13,13,17,15,13,11,9,8,7,6,5,5,3,1,0
2022-04-06 23:00:00,1,1,2,1,0,2,2,3,2,0,5,6,1,4,8,4,0,0,0,5,7,6,6,5,1,5,6,7,8,12,5,10,9,8,4,7,8,7,0,6,6,5,2,4,3,1,0,5,4,3,1,1,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,0,1,2,4,5,0,0,4,0,4,0,0,1,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,2,3,0,3,1,0,2,0,2,2,4,3,0,3,1,4,0,2,1,0,1,3,0,3,2,1,0,3,4,6,5,1,3,0,0,1,1,2,0,1,3,3,3,3,4,0,0,4,3,0,0,1,0,0
2022-04-07 06:00:00,2,4,4,4,4,8,7,6,10,5,11,13,7,15,16,16,6,15,10,9,7,7,8,6,5,2,2,1,6,9,6,5,4,0,4,1,2,0,0,0,4,3,0,0,0,0,0,1,0,0,0,1,0,0
2022-04-07 07:00:00,6,20,28,13,12,17,16,17,20,22,23,27,29,34,37,40,41,44,46,35,19,21,18,13,13,11,5,12,21,33,32,29,13,12,11,13,14,17,3,10,18,17,14,10,0,7,2,1,0,2,1,0,0,0
2022-04-07 08:00:00,8,23,29,23,22,11,9,11,13,17,19,29,28,33,33,35,38,40,40,30,27,31,27,20,14,9,10,15,30,42,37,31,29,19,16,28,31,30,29,28,26,25,22,21,18,16,8,5,4,7,8,2,0,0
2022-04-07 09:00:00,2,3,4,6,10,12,10,8,10,13,15,18,20,18,15,15,15,15,18,13,18,14,21,15,10,8,5,3,13,16,14,12,11,10,9,8,5,7,6,7,7,6,6,0,5,4,0,3,3,4,2,3,1,0
2022-04-07 10:00:00,2,2,3,5,8,4,5,4,6,9,7,14,11,15,17,14,12,15,16,0,18,18,16,14,9,10,4,3,7,15,8,10,11,12,6,8,3,1,9,0,0,8,6,4,2,6,6,5,3,4,1,2,1,0
2022-04-07 11:00:00,2,4,2,6,10,10,5,5,7,7,11,16,11,15,19,20,14,21,24,15,24,16,23,14,10,8,5,6,14,23,21,22,20,20,18,11,13,12,8,7,8,5,7,4,7,6,0,1,2,2,2,1,0,0
2022-04-07 12:00:00,4,6,4,4,13,7,12,9,9,11,10,12,10,14,15,14,16,17,22,11,22,24,23,22,11,9,5,7,10,16,15,15,14,8,9,10,5,10,6,6,6,5,5,4,3,5,2,2,1,4,1,2,0,0
2022-04-07 13:00:00,3,4,6,4,8,6,7,6,7,10,13,17,18,17,15,16,17,14,17,0,14,14,12,13,11,8,7,10,11,13,16,15,15,15,12,14,15,14,15,17,16,14,14,14,13,10,8,3,4,2,0,1,0,0
2022-04-07 14:00:00,3,5,8,9,9,6,6,10,12,14,16,19,22,20,21,19,20,18,22,13,19,21,25,23,12,11,7,8,9,18,20,21,22,21,16,14,17,16,15,16,17,17,14,12,11,9,8,5,6,21,26,20,7,0
2022-04-07 15:00:00,3,3,5,5,11,10,11,8,10,9,11,17,16,18,16,20,24,23,24,20,26,22,24,15,11,13,9,10,15,20,23,22,27,34,35,34,31,26,18,31,26,17,11,7,10,9,7,8,6,6,4,4,1,0
2022-04-07 16:00:00,2,5,3,5,6,3,7,10,13,14,15,17,19,21,23,23,21,24,28,33,43,47,43,26,18,13,8,12,15,20,19,20,29,34,31,29,28,29,21,28,22,16,12,15,14,12,6,15,12,10,11,8,4,0
2022-04-07 17:00:00,2,4,6,7,8,9,10,28,28,7,28,29,12,28,25,27,27,28,29,32,34,36,33,23,19,13,11,15,17,28,18,25,26,23,23,22,21,21,22,22,22,21,20,17,15,14,10,14,14,12,11,7,6,0
2022-04-07 18:00:00,3,2,3,1,4,5,3,7,9,9,12,15,16,23,34,33,32,31,28,32,36,42,39,26,23,21,10,18,34,39,39,42,43,0,41,31,40,39,38,34,32,27,27,25,22,19,14,16,12,8,6,4,0,0
2022-04-07 19:00:00,2,4,5,3,1,4,3,6,7,8,9,11,2,8,2,5,6,7,7,8,14,16,14,9,6,5,7,10,18,23,23,22,16,21,22,23,22,26,28,30,24,21,14,10,10,8,7,9,7,9,6,5,3,0
2022-04-07 20:00:00,2,1,0,2,2,3,1,1,3,0,4,3,4,3,4,3,3,4,10,3,7,13,13,5,3,3,5,11,15,20,19,20,12,10,15,19,10,19,17,15,14,12,9,10,9,7,0,7,3,7,6,2,3,0
2022-04-07 21:00:00,1,2,1,1,1,2,3,6,5,4,4,6,2,5,2,6,5,4,3,1,3,5,4,7,6,8,6,9,13,19,20,20,17,18,17,17,15,16,14,18,16,14,15,14,12,11,5,9,7,6,5,4,3,0
2022-04-07 22:00:00,1,1,0,0,1,2,0,3,1,1,3,4,2,3,3,1,2,7,2,0,9,13,12,8,4,4,3,8,16,23,24,21,15,18,17,15,14,16,11,15,12,11,8,7,10,8,6,7,7,6,5,3,1,0
2022-04-07 23:00:00,0,0,0,0,1,0,2,3,6,10,3,12,11,10,9,8,9,0,0,9,2,9,0,5,4,5,6,6,12,11,13,12,11,8,11,6,7,0,10,0,9,8,5,4,1,6,5,4,2,2,1,1,0,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,0,1,2,3,0,3,2,0,2,3,1,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,1,1,0,2,2,0,2,3,2,2,4,3,0,3,1,2,3,0,1,0,0,5,1,4,0,3,2,3,2,3,1,1,2,0,1,2,2,0,1,1,4,3,1,0,1,0,0,2,1,0,0,2,0,0
2022-04-08 06:00:00,2,4,7,7,9,9,10,9,6,5,8,10,9,8,3,8,7,9,9,8,7,8,10,11,6,3,1,5,9,10,8,6,4,3,2,0,1,1,0,2,4,1,0,0,3,2,2,1,0,1,1,0,0,0
2022-04-08 07:00:00,7,20,25,18,19,15,16,18,22,24,30,34,42,44,43,37,34,38,31,35,19,18,16,11,8,6,7,10,18,42,39,34,16,15,13,13,3,15,5,4,7,6,1,3,6,7,2,3,2,2,1,1,0,0
2022-04-08 08:00:00,10,21,27,19,19,12,11,8,11,10,15,20,22,24,29,46,45,46,46,30,24,27,27,19,12,10,6,9,26,45,36,32,23,20,19,17,16,15,14,17,15,13,12,10,9,3,6,5,3,4,3,1,1,0
2022-04-08 09:00:00,3,6,7,9,13,13,12,6,7,7,10,12,13,16,18,18,18,15,16,0,17,19,16,13,10,7,6,6,19,22,20,17,16,17,13,12,11,12,11,12,15,15,6,7,15,14,5,3,6,5,4,2,3,0
2022-04-08 10:00:00,1,4,2,5,8,8,7,5,9,11,6,14,15,16,14,13,12,16,15,0,15,19,16,15,11,8,8,5,10,16,9,10,9,8,7,5,4,5,3,0,4,4,4,0,3,2,2,0,1,2,3,2,0,0
2022-04-08 11:00:00,2,3,5,6,7,9,9,9,8,8,10,13,0,15,16,17,18,18,19,0,10,20,21,19,14,8,7,6,11,21,23,15,21,17,9,6,4,5,7,5,7,7,6,1,5,4,0,2,0,1,2,4,2,0
2022-04-08 12:00:00,1,2,3,6,8,3,6,8,7,8,8,11,10,12,13,11,10,15,14,0,17,13,14,11,9,11,8,7,12,17,18,16,15,20,15,15,10,14,8,11,12,11,5,5,10,9,2,4,2,2,1,2,1,0
2022-04-08 13:00:00,2,3,6,4,9,6,10,7,9,8,11,15,16,20,19,22,22,22,25,14,26,26,25,21,15,8,6,9,9,18,18,18,18,16,9,12,6,15,10,10,10,9,9,9,6,8,7,4,3,2,2,1,1,0
2022-04-08 14:00:00,3,4,7,6,8,9,9,13,14,16,20,19,18,19,19,19,19,20,25,26,28,29,27,16,11,13,10,8,14,20,19,21,16,15,17,14,10,12,12,12,11,10,9,9,10,7,8,6,2,27,32,26,6,0
2022-04-08 15:00:00,1,3,2,3,4,4,13,12,7,5,15,17,16,17,19,23,24,24,29,12,40,41,38,21,16,14,10,9,15,18,19,18,26,24,23,22,24,25,26,23,20,17,13,12,7,10,9,9,9,12,12,5,2,0
2022-04-08 16:00:00,3,4,5,3,5,6,5,8,11,13,10,15,16,17,19,19,19,23,26,31,33,32,30,16,18,14,11,12,17,22,20,24,27,43,41,40,41,34,33,34,37,32,21,17,16,13,9,15,12,6,6,4,1,0
2022-04-08 17:00:00,2,5,8,6,6,8,9,18,19,20,25,27,27,26,32,32,34,36,36,0,21,39,37,25,16,13,8,12,17,27,30,29,28,27,26,25,24,23,22,23,19,20,14,13,13,11,7,12,9,10,9,5,4,0
2022-04-08 18:00:00,1,2,3,2,4,2,4,11,10,7,13,17,12,19,24,25,26,28,37,34,38,54,50,24,24,20,14,17,34,41,37,35,34,21,34,33,33,33,30,30,24,21,18,16,15,13,12,12,13,8,9,4,2,0
2022-04-08 19:00:00,2,1,3,4,5,3,1,3,9,9,6,11,11,11,8,12,11,10,11,8,14,15,14,10,7,6,6,12,16,41,39,24,37,36,32,32,21,23,32,30,26,20,17,16,15,11,9,12,9,8,5,3,2,0
2022-04-08 20:00:00,1,1,2,2,6,5,4,4,5,4,6,3,2,3,4,6,0,4,13,0,4,14,12,10,9,8,9,14,15,19,20,15,14,19,17,14,18,13,16,12,14,14,13,12,11,6,7,7,6,5,4,3,2,0
2022-04-08 21:00:00,0,0,1,0,1,2,2,2,3,3,4,3,2,3,4,3,1,3,5,0,5,7,6,4,3,5,4,7,13,21,21,19,20,20,19,17,18,16,16,17,12,10,9,8,10,8,7,8,9,7,8,4,1,0
2022-04-08 22:00:00,4,1,3,3,4,3,7,6,4,3,7,8,7,0,5,3,1,6,4,0,6,5,5,7,3,2,5,8,10,15,14,12,7,13,11,14,6,15,14,5,8,7,11,7,5,3,7,9,2,4,3,3,2,0
2022-04-08 23:00:00,0,0,1,0,0,1,3,5,0,0,0,7,0,6,4,2,0,4,2,5,0,5,3,5,4,2,3,4,12,15,12,14,9,13,12,10,11,3,7,11,10,9,8,3,8,6,0,3,4,4,2,0,0,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,0,0,1,1,0,1,0,0,0,2,0,0,2,3,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,1,1,0,1,0,1,2,0,3,0,2,1,2,3,2,3,1,3,0,0,2,2,2,4,3,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,2,0,0
2022-04-09 06:00:00,2,1,1,1,2,3,3,3,0,4,3,5,0,4,3,2,0,3,2,0,1,3,1,1,0,0,0,1,2,6,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 07:00:00,1,3,2,3,1,5,5,6,7,5,6,4,7,9,10,11,5,10,11,10,8,9,8,7,3,3,3,3,4,7,7,4,4,3,1,2,1,2,0,0,5,0,1,2,4,2,0,2,3,3,0,2,1,0
2022-04-09 08:00:00,2,3,4,5,6,6,5,5,6,6,7,10,8,12,12,14,15,8,7,7,15,17,14,10,7,5,4,4,9,13,12,13,13,9,8,5,6,4,0,5,4,3,5,1,3,3,2,4,5,5,2,1,1,0
2022-04-09 09:00:00,2,5,5,7,6,7,6,7,7,6,9,11,8,14,14,17,17,18,21,19,20,24,23,12,10,7,4,4,11,19,21,20,20,17,11,10,5,9,0,8,7,7,7,5,6,4,4,3,4,3,2,1,0,0
2022-04-09 10:00:00,2,5,7,6,4,5,6,6,10,7,13,12,13,15,13,15,16,19,19,11,16,17,20,16,13,8,6,7,13,39,39,41,38,30,10,5,10,5,0,0,9,1,5,3,5,8,6,2,4,2,2,2,1,0
2022-04-09 11:00:00,2,3,3,5,8,6,7,7,10,9,14,18,12,16,15,18,20,19,20,18,20,25,25,16,12,10,9,6,18,42,13,38,12,36,11,7,8,7,6,9,7,5,6,7,5,5,4,4,0,3,3,0,1,1
2022-04-09 12:00:00,3,9,3,4,11,6,7,9,9,8,12,15,15,21,22,24,27,25,24,20,25,26,26,23,14,8,6,10,18,30,30,28,29,26,17,17,15,14,6,12,13,11,9,8,4,4,6,4,0,3,2,2,0,0
2022-04-09 13:00:00,2,3,7,6,8,9,10,8,10,11,10,17,19,27,28,29,24,27,38,40,41,40,37,22,17,13,13,13,18,24,28,27,27,21,18,12,15,14,9,12,13,10,7,8,6,9,8,6,7,3,4,2,1,0
2022-04-09 14:00:00,3,3,5,7,8,5,7,8,16,17,19,25,24,24,23,23,21,26,36,31,37,36,33,27,18,12,10,14,23,38,36,37,36,34,15,17,17,20,18,15,14,12,9,6,6,5,0,6,5,4,1,3,2,0
2022-04-09 15:00:00,4,3,7,9,9,10,9,9,9,10,12,16,18,21,19,13,20,27,29,28,35,31,28,18,15,15,10,17,21,27,33,35,37,32,31,30,1,34,29,29,28,24,23,19,14,15,6,10,8,7,5,2,1,0
2022-04-09 16:00:00,2,4,4,4,9,8,7,8,12,14,16,23,25,23,27,26,33,37,45,44,47,43,43,25,17,16,11,7,23,39,37,31,26,25,22,22,20,21,24,11,23,14,15,12,12,9,8,9,10,7,7,5,3,0
2022-04-09 17:00:00,4,1,5,2,4,0,5,6,8,9,12,21,22,22,23,10,12,17,35,29,36,38,33,22,24,10,10,13,20,22,22,23,24,18,27,25,25,22,21,22,23,18,15,10,14,13,13,12,11,9,7,5,2,0
2022-04-09 18:00:00,3,8,3,3,3,3,2,5,7,7,14,15,16,15,16,15,12,21,23,22,21,22,18,15,10,10,8,21,35,41,43,42,41,39,36,33,21,30,22,29,24,20,18,14,12,11,8,13,12,9,0,4,2,0
2022-04-09 19:00:00,0,0,1,2,1,3,1,1,3,0,2,4,3,3,7,7,6,13,20,19,14,22,22,8,6,5,6,10,14,15,18,12,16,14,13,11,15,17,15,15,10,16,9,12,9,7,6,7,6,9,8,4,0,0
2022-04-09 20:00:00,2,3,5,4,5,0,4,3,5,6,7,5,2,2,7,0,6,8,10,7,5,11,10,6,5,5,6,8,16,26,27,16,24,24,24,22,21,22,21,18,16,15,12,13,12,7,7,4,7,7,3,6,2,0
2022-04-09 21:00:00,0,2,0,1,0,0,3,1,1,0,5,2,4,6,6,3,5,4,8,6,11,5,10,9,6,7,6,9,10,16,13,12,13,12,15,14,13,11,9,16,14,16,12,13,12,12,11,11,10,9,3,3,0,0
2022-04-09 22:00:00,1,0,1,2,2,2,3,4,5,7,8,0,1,6,0,2,3,1,4,0,3,3,4,5,4,1,3,6,11,20,18,21,19,18,17,16,14,17,11,16,10,13,12,10,9,6,9,8,3,7,5,4,1,0
2022-04-09 23:00:00,0,0,0,0,1,0,1,2,0,0,1,3,0,1,1,0,0,0,2,0,2,4,2,1,0,3,2,6,13,19,12,13,0,6,6,10,18,17,18,17,16,10,8,7,6,6,4,1,4,5,4,2,1,0
2022-04-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 04:00:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 05:00:00,2,0,0,1,0,0,1,0,0,2,1,0,0,2,1,0,0,0,1,0,1,2,0,0,0,2,0,2,3,1,2,1,0,0,0,0,0,1,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0
2022-04-10 06:00:00,1,4,0,5,5,5,6,0,3,1,3,4,3,1,0,4,0,0,1,3,1,2,0,1,1,1,0,0,2,3,1,2,0,0,2,0,0,3,0,2,1,0,0,1,0,0,0,0,1,2,0,0,0,0
2022-04-10 07:00:00,1,1,3,5,6,8,4,5,8,7,9,9,6,10,9,10,11,8,7,10,5,9,7,6,4,3,2,5,11,13,14,11,7,5,3,2,0,0,0,0,3,2,2,0,1,1,0,0,2,1,0,1,2,0
2022-04-10 08:00:00,4,5,4,3,4,5,4,5,7,6,2,8,7,8,7,7,7,8,10,0,12,13,12,6,3,5,2,3,7,25,19,23,16,14,5,2,2,0,1,4,6,1,4,0,0,0,2,4,5,1,4,3,0,0
2022-04-10 09:00:00,4,3,7,4,11,12,7,11,12,3,11,15,16,19,8,18,15,16,13,0,5,16,15,7,6,2,2,9,15,34,36,30,31,25,14,15,16,7,6,8,9,9,8,5,2,6,0,5,4,2,5,4,3,0
2022-04-10 10:00:00,3,7,8,7,10,7,8,10,9,11,10,18,12,21,20,22,21,19,20,13,17,17,17,16,9,6,3,11,20,39,36,33,32,22,15,14,13,10,10,3,12,10,3,0,2,0,7,6,5,5,3,3,3,0
2022-04-10 11:00:00,2,2,8,7,11,3,16,11,10,9,12,13,13,15,13,17,16,15,24,14,23,24,21,12,7,6,4,8,14,38,39,38,37,29,18,7,6,5,5,0,8,5,6,5,4,4,2,4,5,6,2,1,0,0
2022-04-10 12:00:00,4,4,6,7,11,13,15,16,18,17,15,19,15,18,20,20,23,22,32,33,34,30,25,15,10,6,3,6,13,19,18,13,18,16,11,13,12,10,12,12,10,10,9,8,4,7,8,7,8,4,11,7,4,0
2022-04-10 13:00:00,7,9,8,7,6,9,9,9,12,12,19,23,17,22,23,24,21,36,51,49,50,47,41,19,14,11,11,9,14,25,28,24,29,28,18,18,19,14,17,13,16,13,14,14,7,9,8,10,7,10,8,4,3,0
2022-04-10 14:00:00,5,3,7,7,7,6,8,6,13,15,15,17,18,23,23,22,26,26,40,23,39,37,33,24,19,18,7,11,23,24,27,29,29,23,20,13,10,11,14,10,15,14,12,9,10,10,6,5,3,7,5,4,1,0
2022-04-10 15:00:00,4,4,5,4,6,5,6,7,4,10,15,18,19,16,15,12,11,12,23,25,35,37,35,20,16,16,10,12,14,26,25,21,20,25,20,22,20,18,17,18,21,14,11,10,8,6,7,4,6,2,4,1,0,0
2022-04-10 16:00:00,1,2,3,4,3,4,2,10,7,7,9,12,11,18,20,19,19,24,37,27,38,33,33,18,15,12,9,11,16,20,21,24,23,24,21,17,17,18,14,18,19,16,14,10,10,13,12,14,15,13,11,8,3,0
2022-04-10 17:00:00,4,2,9,2,10,2,12,12,13,13,12,13,9,13,13,14,13,16,19,0,20,16,22,19,13,9,8,9,12,16,25,25,24,22,22,22,20,21,20,19,16,12,13,12,10,7,0,10,10,7,8,4,3,0
2022-04-10 18:00:00,3,3,3,4,5,4,5,6,11,3,5,13,14,16,10,10,12,13,16,0,13,12,21,24,21,15,7,9,13,24,29,31,34,33,32,32,19,18,16,34,29,23,17,13,11,10,7,11,10,6,4,4,1,0
