Unnamed: 0,1_정릉북한산국립공원입구,2_정릉산장아파트,3_정릉4동주민센터.경국사,4_삼덕단지.성북구립최만린미술관,5_정릉3동주민센터앞,6_고려대사범대학부속고등학교,7_청덕초교,8_국민대학교앞,9_롯데아파트,10_일성아파트,11_평창동주민센터,12_평창파출소,13_갑을씨티텔앞,14_세검정초등학교,15_상명대입구.석파랑,16_하림각,17_자하문터널입구.석파정,18_부암동주민센터.무계원,19_자하문고개.윤동주문학관,20_청운중학교,21_경복고교,22_신교동,23_통인시장종로구보건소,24_경복궁역,25_경복궁,26_안국동,27_조계사,28_종로1가,29_KT광화문지사,30_경복궁역,31_통인시장종로구보건소,32_효자동,33_경복고교,34_청운중학교,35_자하문고개.윤동주문학관,36_부암동주민센터.무계원,37_자하문터널입구.석파정,38_하림각,39_상명대입구.세검정교회,40_세검정.상명대,41_세검정초등학교,42_화정박물관,43_서울예술고등학교.평창동주민센터,44_예능교회,45_벽산평창힐스아파트,46_롯데아파트,47_평창동삼성아파트,48_국민대앞,49_청덕초등학교,50_정릉3동주민센터앞,51_삼덕단지.성북구립최만린미술관,52_정릉4동주민센터.경국사,53_정릉대우아파트,54_정릉북한산국립공원입구
2022-04-10 19:00:00,2,0,2,1,1,2,2,3,3,0,0,5,0,5,6,5,4,7,3,0,4,9,10,11,10,6,7,7,16,19,20,22,23,18,21,19,18,17,16,14,15,12,10,6,5,2,2,7,8,4,4,3,2,0
2022-04-10 20:00:00,1,0,0,0,2,1,0,1,3,2,1,0,1,0,2,2,0,4,12,0,11,7,5,3,2,3,7,11,15,16,18,13,19,18,14,14,16,7,11,12,13,11,8,9,8,5,4,7,8,7,3,2,1,0
2022-04-10 21:00:00,0,2,0,2,1,0,1,2,2,1,3,4,0,4,5,6,5,0,5,0,6,6,4,2,4,5,6,11,12,17,17,15,13,11,13,12,13,11,12,13,11,8,7,10,6,8,6,8,7,5,4,3,1,0
2022-04-10 22:00:00,1,0,0,0,0,0,2,2,2,0,2,3,0,0,0,0,2,1,3,0,2,5,3,3,1,1,3,7,10,15,13,12,10,8,14,13,14,15,14,14,10,7,10,9,8,7,5,6,3,5,4,3,0,0
2022-04-10 23:00:00,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,0,0,2,1,0,0,0,2,1,0,0,3,6,6,13,12,4,3,2,11,9,8,5,0,0,6,4,5,6,3,5,4,7,3,2,2,0,0,0
2022-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 04:00:00,1,2,3,5,1,2,5,4,2,5,4,0,2,5,0,0,5,1,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 05:00:00,2,2,0,3,2,4,1,2,1,0,5,6,0,5,0,4,3,5,3,3,3,5,4,4,6,3,0,2,4,5,4,0,0,0,3,1,0,0,0,2,3,0,2,1,2,0,0,1,0,0,2,1,0,0
2022-04-11 06:00:00,1,3,4,4,8,10,11,6,7,6,8,8,7,9,8,6,7,10,9,8,8,9,9,5,3,2,1,2,6,7,6,5,2,1,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0
2022-04-11 07:00:00,5,21,25,21,13,16,19,12,22,23,29,33,37,42,42,43,39,40,40,36,21,23,24,18,11,10,4,11,29,37,38,33,15,12,11,12,7,11,8,0,10,9,7,5,4,4,3,2,0,2,3,0,0,0
2022-04-11 08:00:00,5,19,24,13,16,12,11,11,11,15,19,24,27,34,37,43,43,45,44,31,27,28,26,18,11,7,9,12,36,49,47,40,40,27,37,33,11,12,30,28,29,28,22,20,19,17,15,4,4,4,4,1,0,0
2022-04-11 09:00:00,2,4,5,9,12,13,17,7,10,12,14,16,11,19,19,19,17,18,21,13,20,19,19,13,12,8,4,4,18,27,24,20,18,7,10,12,1,14,0,13,14,6,5,6,6,5,5,3,2,1,3,1,2,0
2022-04-11 10:00:00,1,3,3,8,9,10,10,8,8,7,8,10,8,12,13,12,0,13,10,0,13,13,13,11,8,5,4,2,7,10,8,5,7,9,9,7,7,1,5,5,4,13,12,11,9,0,8,4,3,2,1,1,0,0
2022-04-11 11:00:00,1,4,4,6,10,9,8,6,11,15,16,19,18,19,13,14,18,15,14,6,17,21,19,12,11,5,5,8,14,17,9,6,16,15,14,12,5,2,12,10,11,12,5,3,11,7,6,4,0,2,4,0,2,0
2022-04-11 12:00:00,2,2,4,5,9,0,4,4,5,6,7,9,7,11,11,12,7,10,14,13,16,15,17,21,9,8,10,10,14,20,14,15,19,7,15,14,0,16,0,7,14,12,5,11,4,10,6,3,2,2,0,0,0,0
2022-04-11 13:00:00,1,4,4,10,11,7,12,9,12,11,12,12,11,14,16,15,15,19,17,18,24,25,27,20,18,11,9,8,12,19,16,17,16,14,12,14,11,12,8,10,8,5,7,6,8,7,6,4,2,2,1,1,0,0
2022-04-11 14:00:00,1,1,2,5,7,9,8,9,11,12,12,13,8,12,12,12,14,16,24,0,41,27,27,14,12,8,5,5,9,19,20,20,24,23,20,19,13,18,6,18,17,15,13,12,10,13,11,8,5,4,3,2,0,0
2022-04-11 15:00:00,1,1,1,4,6,6,7,7,9,10,10,13,14,14,13,14,13,17,23,25,29,43,41,22,13,12,11,14,15,22,24,25,25,50,48,46,44,39,42,39,31,25,18,11,10,9,8,10,8,34,40,26,6,0
2022-04-11 16:00:00,1,1,5,6,5,5,4,7,7,8,9,10,0,14,16,11,12,15,15,15,22,25,22,14,13,13,10,9,13,24,23,22,22,20,19,18,22,22,18,25,21,20,14,15,14,10,8,10,9,8,5,5,3,0
2022-04-11 17:00:00,2,5,2,4,2,4,5,14,14,17,19,22,23,23,29,28,29,27,35,35,37,36,31,17,16,11,11,16,22,33,27,29,28,25,26,26,24,23,20,22,20,18,17,13,12,11,10,9,10,10,8,7,2,0
2022-04-11 18:00:00,2,3,2,3,2,3,6,8,10,13,13,15,16,15,29,30,31,36,30,0,37,40,39,31,29,26,14,17,26,35,33,33,34,28,30,31,34,23,23,23,22,20,17,15,14,13,14,12,10,11,10,9,4,0
2022-04-11 19:00:00,2,1,1,1,2,2,3,4,4,2,3,4,3,7,11,4,0,12,9,13,14,9,14,11,9,10,13,16,25,30,29,22,24,23,27,24,23,22,34,31,26,22,16,8,12,10,5,13,4,10,8,6,2,0
2022-04-11 20:00:00,1,0,1,0,1,2,1,2,0,2,11,14,2,15,14,1,12,13,6,0,3,13,14,7,6,5,7,13,14,23,22,28,28,27,23,23,21,20,19,21,16,15,14,10,9,5,0,4,5,6,5,4,3,0
2022-04-11 21:00:00,0,2,0,2,4,1,3,5,6,3,1,4,5,2,3,2,3,1,1,0,8,11,13,7,4,4,3,9,15,21,19,13,19,10,20,17,10,16,14,15,13,10,9,9,6,6,6,10,9,4,2,1,0,0
2022-04-11 22:00:00,0,1,0,4,5,6,1,4,0,5,5,7,6,5,6,0,5,4,5,0,6,3,4,4,2,4,4,12,18,25,23,16,22,21,20,19,18,12,14,15,16,12,9,8,7,5,1,8,3,7,5,4,2,0
2022-04-11 23:00:00,0,1,0,1,2,3,0,3,1,0,2,5,0,3,5,5,3,4,0,0,3,0,2,2,0,2,1,5,11,12,11,11,0,0,10,9,2,7,4,8,5,7,6,7,6,2,1,3,2,2,2,0,1,0
2022-04-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 04:00:00,0,1,4,6,4,2,0,3,0,3,0,0,1,6,0,0,1,7,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 05:00:00,2,2,0,2,1,3,2,2,0,1,3,5,0,4,2,3,3,4,0,1,0,1,0,3,3,2,1,4,5,5,6,5,4,3,1,4,4,4,3,0,2,4,3,2,0,1,0,0,0,1,2,1,0,0
2022-04-12 06:00:00,2,3,5,5,8,10,3,4,6,4,0,5,5,6,6,7,4,9,9,5,6,9,7,5,4,3,1,2,3,4,4,1,4,1,3,2,0,4,0,3,6,5,0,0,3,4,2,1,0,1,1,1,0,0
2022-04-12 07:00:00,7,25,29,14,13,17,16,12,21,24,25,27,30,32,33,35,37,40,37,29,16,18,16,13,7,6,4,10,31,46,41,30,17,15,14,12,5,13,0,4,4,4,5,4,4,1,2,2,0,1,2,0,1,0
2022-04-12 08:00:00,11,26,29,16,15,16,15,8,16,17,19,22,24,32,36,37,39,41,45,23,21,32,29,22,16,9,5,8,28,33,31,28,25,20,19,19,20,19,15,17,17,14,12,10,11,10,8,3,2,3,2,1,1,0
2022-04-12 09:00:00,3,5,7,9,17,8,15,10,13,14,16,17,18,20,20,20,19,19,20,13,22,24,24,18,15,12,5,7,14,20,14,11,10,3,9,7,5,7,9,7,10,9,9,5,4,8,3,4,1,5,4,1,0,0
2022-04-12 10:00:00,1,3,4,7,10,13,14,7,11,12,11,12,11,14,13,14,12,15,18,12,12,19,18,13,11,8,5,4,9,17,14,16,15,14,9,6,3,7,5,5,6,5,4,0,1,4,3,2,2,1,4,2,7,0
2022-04-12 11:00:00,3,5,4,7,8,7,8,10,8,8,13,19,12,20,18,20,22,26,21,0,19,22,19,12,12,9,6,5,8,15,11,13,14,11,9,3,2,2,13,3,11,15,13,8,12,6,5,3,2,1,0,1,0,0
2022-04-12 12:00:00,1,2,5,6,7,5,7,5,9,9,10,10,11,13,14,16,18,12,20,9,17,22,23,17,10,8,4,8,17,17,18,17,17,16,11,15,8,10,10,15,9,14,9,7,5,7,3,3,1,3,1,2,1,0
2022-04-12 13:00:00,1,3,4,4,6,6,6,7,9,8,11,15,16,12,17,16,10,13,18,20,18,20,24,17,15,6,7,8,18,20,21,21,19,18,14,12,13,12,7,9,13,10,7,8,6,7,5,5,4,4,0,3,1,0
2022-04-12 14:00:00,2,4,3,4,7,8,8,7,7,10,15,20,9,22,21,23,18,23,26,19,28,30,27,17,11,9,7,12,23,21,22,23,19,17,16,10,9,9,7,10,8,7,7,4,6,4,3,3,2,26,35,27,9,0
2022-04-12 15:00:00,3,4,1,4,3,4,5,4,8,6,9,12,8,12,15,18,19,21,23,23,21,24,24,17,11,9,7,10,18,20,19,18,21,7,19,19,18,17,15,14,18,13,11,9,8,7,4,8,7,6,6,4,4,0
2022-04-12 16:00:00,1,1,5,3,4,6,5,9,13,9,11,14,9,13,21,15,15,15,16,20,43,45,41,20,15,13,11,9,10,16,20,23,38,56,55,52,50,46,41,40,37,28,16,14,13,10,9,10,6,8,9,5,3,0
2022-04-12 17:00:00,2,2,3,4,4,5,7,9,9,10,14,16,16,20,25,22,26,28,32,33,36,42,34,16,11,14,15,13,18,28,26,24,19,18,23,23,22,23,22,18,20,18,15,17,15,14,13,16,12,11,8,7,3,0
2022-04-12 18:00:00,2,3,4,3,4,2,5,10,12,13,16,20,11,22,28,27,26,30,31,16,32,42,46,18,17,15,17,24,38,47,47,46,48,32,43,42,41,40,37,39,36,35,17,15,13,10,9,11,10,7,5,3,1,0
2022-04-12 19:00:00,0,2,3,2,4,3,2,5,6,4,4,5,3,5,4,1,4,8,10,0,12,13,13,6,5,5,8,12,20,24,20,19,40,39,36,34,33,31,27,30,22,32,26,21,18,13,12,16,16,11,7,5,4,0
2022-04-12 20:00:00,1,1,0,0,2,3,3,4,3,4,4,3,5,3,2,2,2,5,6,0,8,11,13,5,4,4,7,11,13,21,20,20,17,0,16,16,13,15,14,13,14,11,12,11,10,5,4,5,6,6,3,1,3,0
2022-04-12 21:00:00,1,1,0,3,4,4,2,2,2,1,3,6,3,6,6,5,4,4,5,0,6,8,6,5,4,3,4,9,13,29,27,24,14,23,20,17,16,17,11,12,14,10,9,6,5,5,3,9,9,5,4,2,1,0
2022-04-12 22:00:00,0,1,0,1,3,4,1,4,4,2,5,5,3,3,6,5,3,3,4,0,5,5,9,5,3,4,3,11,9,18,19,20,19,0,16,18,11,15,6,15,13,13,12,11,8,7,5,7,6,7,4,3,1,0
2022-04-12 23:00:00,0,1,0,0,0,0,2,4,0,7,8,3,0,7,9,2,0,11,0,0,9,6,8,5,3,4,4,4,7,14,13,11,12,7,11,8,6,0,8,7,7,6,5,5,4,4,1,5,1,4,2,1,0,0
2022-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 04:00:00,0,1,2,4,5,0,4,0,1,4,0,0,1,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 05:00:00,1,2,1,2,1,2,1,0,1,0,3,3,5,4,0,5,0,4,0,3,3,4,5,4,2,2,1,4,8,6,3,2,1,4,5,7,8,7,0,1,9,7,6,5,0,4,1,0,3,0,0,3,0,0
2022-04-13 06:00:00,1,3,3,4,4,6,7,4,6,7,4,8,8,9,10,9,9,11,5,9,7,6,6,6,6,4,1,2,5,6,6,5,2,1,1,0,0,3,0,0,2,0,0,3,0,1,0,1,0,1,0,0,0,0
2022-04-13 07:00:00,6,26,29,17,20,17,19,19,21,23,26,37,31,44,40,42,44,47,48,42,19,20,20,11,8,5,3,12,23,34,30,23,14,11,10,8,1,10,11,1,12,11,5,4,3,0,0,1,0,0,1,0,0,0
2022-04-13 08:00:00,7,18,23,12,17,12,11,12,13,15,15,25,23,35,35,41,43,47,45,39,26,31,29,20,13,11,6,7,26,43,38,25,23,18,20,19,22,20,18,16,15,13,12,11,4,10,9,8,3,6,7,1,0,0
2022-04-13 09:00:00,3,4,5,12,16,10,15,8,11,12,13,14,15,18,17,17,19,19,20,0,19,17,18,16,12,9,6,8,10,25,23,18,14,9,8,12,7,16,12,14,18,16,14,12,11,10,9,5,3,2,0,1,0,0
2022-04-13 10:00:00,2,3,3,6,12,11,11,9,11,10,12,14,15,15,13,14,9,9,16,3,14,17,14,9,9,6,5,6,13,27,27,24,23,21,19,9,10,7,6,7,7,3,5,2,1,4,3,2,1,3,4,2,1,0
2022-04-13 11:00:00,1,1,2,5,11,8,10,4,6,7,6,9,8,10,9,10,11,13,15,12,14,15,12,12,8,7,5,6,9,13,11,10,11,10,9,9,0,7,5,6,7,6,4,5,3,4,0,3,1,2,1,1,0,0
2022-04-13 12:00:00,3,4,3,4,7,6,7,5,6,6,7,9,2,10,11,12,12,14,15,13,16,18,16,9,9,8,4,6,14,14,15,13,11,10,10,10,9,10,6,7,8,3,6,7,6,5,6,5,0,4,2,1,1,0
2022-04-13 13:00:00,1,0,2,5,9,10,7,7,8,8,10,13,12,15,13,12,11,11,14,0,17,23,21,13,13,7,5,9,14,24,25,25,32,29,22,17,16,15,7,13,6,12,10,9,8,3,7,5,4,3,1,2,1,0
2022-04-13 14:00:00,0,2,2,3,8,0,7,5,7,8,9,11,13,10,13,16,18,17,16,17,17,19,19,10,8,5,4,9,18,20,15,17,20,12,20,17,16,17,13,18,19,12,16,15,13,11,10,5,5,3,2,0,2,0
2022-04-13 15:00:00,2,2,3,4,5,4,5,4,4,5,6,7,1,8,15,15,14,15,18,23,23,20,20,14,13,7,5,13,14,16,15,17,20,38,33,32,28,28,27,28,25,21,18,16,15,10,8,12,11,44,48,33,13,0
2022-04-13 16:00:00,2,3,5,2,6,5,5,7,7,8,14,24,25,24,25,11,28,26,22,25,31,32,29,16,13,9,8,12,14,22,20,25,39,25,37,35,36,33,32,26,25,16,14,11,9,7,6,8,6,10,12,7,5,0
2022-04-13 17:00:00,1,2,3,5,6,2,8,9,8,10,11,13,12,13,23,18,19,23,28,0,32,38,34,25,21,18,13,19,21,24,23,25,26,25,24,21,21,23,23,21,19,18,18,17,15,15,14,15,14,11,8,6,3,0
2022-04-13 18:00:00,2,2,2,3,6,0,7,6,7,8,8,12,11,12,20,21,19,24,26,18,34,50,42,16,13,15,15,17,35,38,40,41,42,41,40,37,33,29,33,32,29,25,20,18,17,11,11,14,12,7,6,5,2,0
2022-04-13 19:00:00,1,0,2,3,2,0,1,3,2,1,2,7,4,4,4,4,4,7,10,0,12,13,11,8,6,8,10,16,17,24,27,27,17,28,23,22,26,34,33,29,28,21,17,16,13,11,8,9,7,5,5,3,3,0
2022-04-13 20:00:00,1,2,4,3,3,4,3,2,3,2,4,4,3,5,4,3,4,5,4,5,6,6,5,4,5,4,5,7,11,23,19,16,20,16,18,15,16,16,13,16,13,12,11,10,5,5,7,6,7,5,6,2,1,0
2022-04-13 21:00:00,1,2,2,3,2,0,3,5,2,4,8,9,3,11,5,3,4,4,5,0,6,4,6,3,2,2,4,10,14,19,21,22,20,14,21,18,12,12,11,16,18,12,9,10,8,7,6,8,8,8,6,4,2,0
2022-04-13 22:00:00,0,0,0,1,2,0,2,3,0,0,4,3,0,2,5,5,2,3,0,0,5,0,6,4,3,2,2,8,11,15,17,16,15,14,13,12,9,13,10,12,10,9,8,7,5,5,0,8,7,5,4,3,1,0
2022-04-13 23:00:00,0,0,0,0,0,0,1,3,2,2,3,4,0,0,3,3,1,3,0,0,2,3,4,3,1,0,2,5,6,8,7,5,6,7,6,5,4,0,0,5,3,4,3,3,4,0,0,3,4,3,0,1,1,0
2022-04-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,0,1,2,4,1,2,0,3,0,4,3,0,0,1,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 05:00:00,2,3,1,2,3,1,5,3,2,1,5,4,5,3,2,3,0,4,0,0,2,2,2,1,2,1,0,3,4,5,2,3,4,3,3,1,2,0,0,1,5,6,4,3,2,3,0,0,2,0,1,1,0,0
2022-04-14 06:00:00,1,3,4,4,4,5,6,5,5,6,7,8,6,8,3,7,9,13,8,7,5,6,8,9,6,5,2,3,2,4,5,2,3,0,2,0,0,0,0,0,2,3,1,0,1,2,1,1,2,1,1,0,0,0
2022-04-14 07:00:00,7,23,33,32,17,15,18,19,21,22,26,36,35,37,38,41,43,46,43,33,19,20,16,10,7,2,3,8,19,41,41,37,14,12,9,8,3,7,0,9,8,7,6,4,3,0,0,1,0,1,1,0,0,0
2022-04-14 08:00:00,11,27,26,15,17,18,13,10,11,15,17,21,38,45,43,45,47,50,47,27,25,31,29,16,11,9,5,11,25,32,30,25,24,15,23,22,23,23,15,13,15,20,17,15,14,13,8,4,2,2,3,1,0,0
2022-04-14 09:00:00,2,9,12,13,20,10,22,12,14,14,15,16,13,18,19,22,25,27,25,24,23,24,26,17,11,8,4,6,16,20,18,19,12,7,13,11,12,11,7,8,11,10,7,0,5,6,5,2,3,3,2,3,1,0
2022-04-14 10:00:00,2,3,4,7,10,9,10,9,11,15,10,14,13,15,16,15,16,15,16,0,15,22,19,17,13,9,7,5,17,17,10,9,3,16,11,7,6,7,3,5,5,4,4,3,2,3,1,2,3,5,0,3,0,0
2022-04-14 11:00:00,1,2,2,5,12,2,9,6,4,9,19,19,19,23,22,17,21,22,22,0,23,22,21,16,14,7,9,7,10,16,7,12,14,11,9,8,7,9,7,9,8,7,6,4,8,4,6,3,4,3,4,3,0,0
2022-04-14 12:00:00,2,3,1,6,10,8,9,4,9,8,8,10,11,12,13,13,13,12,18,0,19,18,17,12,13,4,3,8,13,18,18,18,18,9,14,11,9,10,5,11,8,7,6,4,3,3,6,4,3,1,2,1,0,0
2022-04-14 13:00:00,2,3,5,5,13,7,8,7,7,3,6,9,9,9,9,12,11,14,20,21,20,23,23,16,15,11,6,9,11,16,16,14,14,11,13,13,12,10,9,10,12,8,9,10,9,6,5,7,6,5,2,4,2,0
2022-04-14 14:00:00,2,4,2,4,6,4,5,6,9,9,10,11,8,8,12,12,9,10,18,0,21,20,24,16,14,13,9,7,10,15,15,18,18,16,12,13,13,13,12,16,14,12,11,12,9,8,7,5,6,29,34,21,8,1
2022-04-14 15:00:00,1,0,2,4,6,7,5,7,4,6,13,14,15,16,12,14,15,17,23,14,25,29,29,21,18,11,10,9,11,17,18,19,22,0,12,10,11,12,10,12,12,11,8,7,5,5,5,8,6,14,13,5,2,0
2022-04-14 16:00:00,2,3,6,4,5,3,5,9,12,13,15,17,16,19,26,25,26,24,25,26,40,38,33,17,10,10,8,14,16,29,28,30,31,55,47,48,55,53,50,49,38,32,21,16,15,11,9,10,9,8,8,7,3,0
2022-04-14 17:00:00,2,3,2,3,4,4,12,19,11,13,15,13,16,14,20,18,20,19,23,18,24,27,28,15,12,10,8,16,22,27,25,23,26,30,29,28,25,14,24,23,21,20,15,12,10,9,7,9,9,8,7,4,2,0
2022-04-14 18:00:00,1,2,4,2,3,2,5,8,19,19,25,24,22,19,24,22,21,25,34,33,35,37,39,20,17,13,11,17,27,33,31,34,32,31,30,26,29,25,27,28,29,25,18,16,17,14,11,12,11,11,11,7,2,0
2022-04-14 19:00:00,1,2,3,1,2,5,4,5,4,5,6,7,7,10,13,14,12,14,12,4,15,16,20,14,10,8,8,14,18,23,22,22,28,23,26,24,22,21,21,24,21,18,14,12,11,10,10,9,8,5,4,5,1,0
2022-04-14 20:00:00,0,2,3,2,3,0,5,7,3,0,4,5,0,6,4,5,4,6,5,0,6,7,6,6,6,5,12,12,15,20,21,20,23,22,20,20,18,9,17,15,14,11,9,8,6,4,6,6,4,5,6,5,2,0
2022-04-14 21:00:00,1,1,1,3,2,3,4,6,2,3,6,8,7,8,5,6,0,7,8,4,11,7,9,6,6,5,3,8,15,23,21,20,24,23,22,20,19,18,17,15,18,13,15,12,12,8,13,6,4,6,7,4,2,0
2022-04-14 22:00:00,0,0,0,1,2,0,0,1,2,3,2,2,0,1,3,0,2,2,4,0,7,8,8,5,2,4,4,9,17,33,31,30,30,28,25,16,10,15,16,20,17,14,14,9,10,7,12,10,9,4,5,2,1,0
2022-04-14 23:00:00,0,1,1,0,0,1,2,5,4,5,6,8,10,8,4,2,4,1,0,3,0,4,4,4,3,2,3,5,9,14,14,13,9,12,11,12,10,9,0,11,10,8,7,6,5,6,5,7,5,3,2,2,0,0
2022-04-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 04:00:00,1,2,3,5,0,6,0,4,0,4,0,0,1,5,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 05:00:00,3,4,0,2,3,2,3,0,0,1,4,3,5,5,0,4,3,1,3,0,3,4,1,4,3,2,1,3,4,4,5,2,1,4,2,1,3,2,0,3,4,1,5,4,5,4,3,2,1,0,3,2,0,0
2022-04-15 06:00:00,1,3,3,4,4,5,7,8,3,0,6,6,7,6,6,8,4,9,7,8,7,9,7,8,7,5,2,5,3,5,5,4,1,1,1,1,0,0,0,3,2,2,2,0,3,0,2,1,0,1,0,1,0,0
2022-04-15 07:00:00,4,20,25,15,16,17,18,17,22,23,25,35,37,39,42,44,34,46,44,42,23,22,22,13,8,6,4,11,28,43,36,32,14,13,12,12,13,0,9,3,9,8,6,5,4,3,2,1,0,3,2,1,0,0
2022-04-15 08:00:00,11,18,25,14,16,12,10,9,10,13,15,39,41,45,48,46,47,43,43,28,24,24,20,19,15,11,7,10,29,47,36,31,31,20,20,22,23,19,17,22,13,12,11,10,9,8,8,4,3,2,1,2,1,0
