Unnamed: 0,1_군포공영차고지,2_군포보건소,3_수리산역,4_5단지입구,5_도장중학교,6_산본공업고등학교,7_둔전초등학교,8_엘림복지원,9_군포문화예술회관,10_장미아파트,11_산본2동행정복지센터,12_산본래미안아파트,13_삼성아파트입구,14_금정역,15_산본1동,16_산본고가도로,17_미도아파트.메트로병원,18_명학초교,19_성결대.안양아트센터.명학역,20_만안구청,21_농림축산검역본부,22_서안양우체국,23_우체국사거리.안양초교.중화한방병원,24_비산농협,25_비산사거리.이마트,26_비산롯데캐슬,27_미륭아파트,28_삼호아파트,29_종합운동장,30_수촌마을,31_관양중학교,32_중촌마을,33_부림마을,34_인덕원역4호선.인덕원성당,35_린파밀리에,36_갈현동부대,37_찬우물,38_정보과학도서관,39_과천주공2.3단지,40_정부과천청사,41_KT과천지사,42_경기도립과천도서관앞,43_과천8.9단지,44_과천성당,45_환경사업소,46_선바위역,47_안골,48_식유촌우면성당.서초호반써밋,49_서초힐스아파트,50_서초힐스아파트,51_네이처힐5단지,52_성촌마을입구,53_형촌마을입구,54_서초아트자이아파트,55_서초동삼성아파트,56_서초역1번출구,57_지하철2호선교대역2,58_서초동유원아파트,59_롯데칠성,60_신분당선강남역,61_래미안아파트.파이낸셜뉴스(중),62_뱅뱅사거리,63_양재역.서초문화예술회관,64_일동제약사거리,65_현대빌라.에코맘코리아,66_우성아파트.양재초등학교,67_KT삼거리,68_KT연구개발센터정문,69_서울시품질시험소한국교원단체총연합회,70_성촌마을입구,71_형촌마을입구,72_서초힐스아파트,73_서초호반써밋,74_식유촌우면성당.서초호반써밋,75_안골,76_선바위역,77_환경사업소,78_과천성당,79_과천10단지,80_경기도립과천도서관앞,81_KT과천지사,82_정부과천청사,83_과천주공2.3단지,84_찬우물,85_갈현동부대,86_린파밀리에,87_인덕원역4호선,88_동편마을입구,89_부림마을,90_중촌마을,91_관양중학교,92_수촌마을,93_종합운동장,94_삼호아파트,95_동양월드타워,96_대림아파트,97_삼성래미안아파트,98_비산사거리.이마트,99_진흥아파트,100_서안양우체국,101_농림축산검역본부,102_만안구청,103_성결대.안양아트센터.명학역,104_명학초교,105_미도아파트.메트로병원,106_산본고가도로,107_산본1동,108_금정역,109_산본1동입구,110_산본시장,111_13단지아파트입구,112_산본2동행정복지센터,113_우방아파트,114_군포문화예술회관,115_남천병원.서울시남부기술교육원,116_극동아파트,117_둔전초등학교,118_산본공업고등학교,119_철쭉동산.철쭉공원,120_5단지입구,121_수리산역.5단지,122_군포보건소,123_군포공영차고지
2022-03-05 04:00:00,0,0,1,0,2,0,0,3,0,0,0,0,3,2,0,2,0,0,4,5,8,0,5,4,9,10,0,11,13,15,16,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,1,0,0,0,1,2,3,0,0,5,6,6,5,6,5,7,7,10,17,18,12,13,16,17,17,18,7,13,12,0,14,11,14,8,12,0,7,6,9,8,5,0,7,6,2,5,0,5,7,8,10,13,13,11,8,8,0,3,9,2,10,9,11,0,0,0,0,13,9,10,13,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,1,0,0,0,1,0,2,3,1,0,3,2,3,4,2,3,0,5,6,10,10,12,9,8,0,9,9,7,17,22,23,10,22,21,19,0,18,15,15,5,5,16,16,15,16,15,15,0,16,13,13,14,12,11,7,5,2,4,3,2,5,4,3,0,1,0,0,2,4,4,5,3,0,6,4,0,0,6,1,5,14,13,7,8,0,7,6,4,7,0,9,9,8,7,5,5,6,5,5,6,4,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 07:00:00,0,0,1,1,0,2,4,4,5,5,5,5,6,7,5,9,2,5,6,11,13,14,17,18,18,19,20,18,15,17,15,15,14,14,9,13,11,13,9,8,9,8,10,10,6,11,10,0,10,9,10,10,12,11,9,4,3,0,1,2,1,4,0,0,0,2,0,0,1,3,5,0,4,5,4,2,0,3,4,5,3,2,4,0,0,4,5,6,5,5,7,9,5,7,10,6,9,7,10,9,8,7,6,7,7,6,5,4,3,3,0,2,2,2,0,0,3,4,0,2,2,0,0
2022-03-05 08:00:00,0,3,4,2,3,4,5,6,6,8,11,11,10,8,9,10,13,7,10,12,17,17,20,19,20,23,22,19,19,21,26,27,22,20,8,19,14,18,18,15,12,12,13,14,11,14,9,15,14,15,15,19,21,18,17,10,8,8,4,4,2,2,5,3,2,3,1,0,0,4,6,0,4,5,0,4,1,3,3,4,3,3,3,4,0,0,9,7,9,13,14,15,16,4,18,0,15,17,19,18,14,12,12,11,10,10,9,8,3,6,7,0,5,2,3,2,3,1,0,1,2,0,0
2022-03-05 09:00:00,0,1,2,3,4,6,17,22,23,26,26,24,20,13,13,7,15,7,11,12,15,17,23,24,24,22,21,20,19,18,25,25,19,17,0,14,16,17,16,12,12,13,12,14,13,13,10,11,12,13,15,17,16,12,11,12,7,12,9,4,5,4,5,2,2,5,0,0,4,4,6,8,9,9,0,5,4,4,5,0,4,2,4,2,3,0,12,0,11,10,10,8,7,9,5,0,8,10,8,7,6,5,6,3,5,0,4,9,8,8,6,4,7,5,5,1,4,6,0,2,1,0,0
2022-03-05 10:00:00,0,0,1,2,2,1,9,13,5,5,15,14,11,6,8,9,6,10,12,17,20,19,24,20,18,21,9,22,19,18,17,15,14,14,18,0,20,18,17,11,13,14,11,13,13,10,12,13,15,16,16,12,18,16,17,11,9,7,6,5,6,5,6,0,5,2,4,0,2,4,4,3,4,0,0,6,7,4,9,0,7,6,6,3,0,0,15,16,15,16,13,13,14,15,15,15,12,13,13,8,9,7,8,0,10,0,7,8,7,4,3,6,3,5,4,4,5,6,2,3,0,0,0
2022-03-05 11:00:00,0,1,3,0,0,2,4,6,4,7,5,8,10,9,10,7,0,9,14,16,20,19,19,18,21,22,20,21,17,15,13,12,11,8,2,7,7,7,5,7,7,6,4,0,0,7,5,11,13,13,8,16,15,14,14,10,8,9,10,7,4,8,5,8,5,0,0,0,6,9,10,9,5,0,9,9,8,7,8,10,6,5,8,9,0,7,10,11,12,9,9,12,12,12,13,12,11,9,10,12,11,9,8,7,7,7,11,8,7,7,9,8,7,6,6,1,6,6,0,4,0,0,0
2022-03-05 12:00:00,0,1,1,2,0,6,8,8,7,8,8,9,11,9,10,11,10,9,11,16,20,17,21,20,18,16,16,13,16,16,17,15,13,10,9,8,9,10,9,7,8,10,11,12,10,10,0,10,13,14,14,15,16,11,11,9,8,8,7,8,9,9,11,11,10,7,0,0,9,14,16,17,16,0,0,8,7,7,5,9,12,12,10,0,0,0,18,15,15,20,19,19,16,17,18,19,18,26,27,20,16,11,14,13,14,13,9,16,15,16,17,0,4,16,13,7,4,2,0,1,0,0,0
2022-03-05 13:00:00,2,1,1,3,0,4,6,7,7,13,15,9,14,8,7,8,10,0,13,14,16,16,18,16,11,12,13,12,10,12,13,12,11,8,5,0,10,11,9,8,8,0,7,7,6,17,16,14,13,12,13,13,13,12,11,8,7,5,5,6,9,8,10,12,10,9,7,0,5,6,9,9,2,7,9,11,0,11,10,10,10,9,11,8,0,0,13,6,13,12,11,15,17,18,17,19,17,21,23,19,19,16,17,14,6,12,10,6,8,8,9,0,5,8,5,3,3,5,0,4,0,0,0
2022-03-05 14:00:00,0,1,5,0,0,7,0,2,2,4,3,3,8,9,10,7,0,9,11,12,16,13,15,13,12,12,11,12,9,9,8,9,7,8,5,0,0,4,4,6,10,7,5,9,10,16,15,10,12,14,10,14,16,14,13,9,7,6,9,11,10,12,14,10,13,14,13,0,15,13,12,11,12,8,0,10,0,12,7,9,8,10,11,9,8,12,20,21,20,19,16,13,11,16,15,15,14,17,13,12,11,10,12,13,11,8,10,9,6,6,5,5,4,3,3,2,3,2,0,0,0,0,0
2022-03-05 15:00:00,0,2,1,0,1,2,4,7,7,8,11,12,10,8,9,2,0,3,12,14,19,20,19,16,16,14,10,14,17,9,17,17,15,13,7,14,16,18,18,14,18,17,19,18,8,16,0,16,15,16,17,16,16,7,5,7,8,7,9,12,13,12,14,13,12,15,0,0,13,7,14,7,13,6,4,11,12,8,7,11,7,5,7,7,12,11,11,11,11,11,9,10,11,10,11,14,12,14,17,12,11,9,9,11,9,9,10,9,8,6,5,6,5,4,3,5,4,0,3,0,1,0,0
2022-03-05 16:00:00,2,1,0,0,0,5,6,7,8,12,13,15,15,9,5,6,4,0,8,9,10,11,10,10,14,14,10,11,16,15,16,20,15,11,11,0,12,15,10,9,15,12,14,11,9,12,5,9,10,11,11,13,13,10,9,7,8,10,9,9,10,11,13,15,16,17,13,19,21,23,9,19,17,18,16,10,6,17,20,17,21,23,20,21,29,28,30,26,26,21,21,22,23,25,24,23,23,30,34,26,20,14,10,0,8,4,4,8,10,10,9,8,6,1,5,4,3,2,0,1,0,0,0
2022-03-05 17:00:00,1,0,2,0,0,3,8,9,11,9,4,9,9,5,10,8,0,6,9,12,16,13,12,15,13,14,13,9,13,9,10,11,10,9,12,13,7,12,13,10,19,19,22,21,5,18,11,8,13,9,12,13,14,13,15,15,14,16,13,13,12,13,14,17,0,16,0,0,16,15,7,7,10,14,7,15,18,12,19,18,17,16,13,16,14,0,19,20,19,20,20,20,18,0,17,18,14,19,19,16,15,16,15,17,9,0,16,16,17,17,15,0,11,8,7,4,3,5,4,2,3,2,0
2022-03-05 18:00:00,0,1,0,1,0,3,0,3,4,5,4,3,6,8,9,7,11,10,13,13,19,19,20,15,18,11,18,15,11,9,9,7,7,5,0,4,0,2,5,4,7,5,6,4,3,7,0,0,6,0,5,6,8,8,8,9,11,11,13,14,19,20,21,22,0,24,0,23,24,22,22,21,12,14,13,18,15,7,17,16,15,10,0,0,0,9,24,25,22,19,18,16,17,16,11,17,15,19,21,16,15,16,15,8,11,13,12,19,19,17,16,0,15,11,7,3,3,3,0,2,0,1,0
2022-03-05 19:00:00,0,0,3,0,0,2,3,3,3,4,2,4,5,6,7,0,5,3,12,15,17,10,18,16,11,0,15,0,13,10,9,6,5,5,6,0,3,4,1,2,3,4,4,4,2,6,0,7,3,5,3,3,4,6,8,6,5,7,5,8,7,9,12,9,8,13,0,7,12,9,0,11,0,0,12,7,5,6,8,8,16,13,13,11,4,0,29,28,25,24,22,23,24,27,25,13,23,21,20,18,14,11,10,7,9,2,6,9,1,5,8,9,6,5,4,4,0,7,5,1,0,0,0
2022-03-05 20:00:00,0,0,1,0,0,1,4,5,0,0,0,6,5,4,6,4,3,7,7,8,7,9,7,7,9,6,9,7,5,3,3,2,2,0,3,0,0,3,4,4,4,3,3,2,2,3,0,3,2,5,3,5,6,3,4,2,4,3,0,5,0,4,8,9,10,10,0,0,0,8,7,0,0,0,0,9,8,8,9,8,9,9,9,8,0,0,13,15,17,13,15,14,13,14,12,11,11,17,16,15,6,6,5,4,3,0,3,8,7,8,9,8,0,7,4,4,1,0,0,1,0,0,0
2022-03-05 21:00:00,0,1,3,0,0,1,0,1,2,1,0,2,2,4,6,0,0,0,10,11,13,0,14,13,11,5,10,4,8,6,4,4,4,3,0,0,0,3,4,0,5,0,0,4,2,3,0,2,2,0,2,5,4,3,5,3,6,7,9,13,9,14,17,12,0,15,0,0,14,16,14,13,0,12,6,9,0,6,12,10,13,14,0,7,8,0,21,25,22,21,17,15,18,14,12,16,13,11,12,12,12,11,12,11,0,8,5,6,5,5,6,2,4,2,6,5,3,2,0,0,0,0,0
2022-03-05 22:00:00,0,1,0,0,2,0,1,2,3,0,1,0,3,2,5,0,6,0,5,7,9,8,8,5,7,6,7,5,3,4,5,4,4,3,2,0,0,2,0,1,4,3,1,0,0,7,0,8,7,1,0,3,0,1,2,3,7,8,8,16,14,6,15,12,0,10,0,0,9,13,12,11,10,9,0,10,0,0,9,0,12,6,12,11,10,0,18,18,18,17,17,16,12,0,7,14,15,19,19,16,16,10,8,7,0,5,0,15,16,16,14,9,7,6,0,0,3,3,0,1,0,0,0
2022-03-05 23:00:00,0,0,2,0,2,0,1,2,0,1,0,3,4,8,10,10,0,12,9,8,0,9,9,9,7,8,7,6,6,5,7,6,6,6,2,0,0,0,3,2,8,7,5,6,5,13,12,8,9,7,3,3,6,3,1,5,4,5,4,11,10,10,13,15,14,13,5,12,11,10,4,8,7,6,0,7,0,5,6,6,2,6,7,0,0,0,10,10,11,8,12,11,12,11,10,9,7,9,7,6,4,3,4,0,2,1,3,1,0,0,0,0,2,1,4,3,1,0,0,0,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,1,0,0,0,2,0,0,0,1,0,0,2,0,1,0,3,4,5,4,3,3,0,4,5,0,0,0,6,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,1,0,0,0,2,1,0,3,1,2,1,0,2,2,0,3,4,4,5,3,5,3,6,5,6,1,3,4,3,4,5,1,0,0,0,6,4,5,6,0,5,5,4,0,3,0,0,0,6,3,7,3,6,5,3,0,0,2,2,2,3,4,0,0,0,0,0,0,0,2,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,1,1,0,2,3,4,1,5,6,5,3,2,3,4,5,0,0,4,5,5,6,7,6,4,5,0,6,7,8,8,7,9,0,8,0,8,7,5,7,5,6,0,6,7,0,6,0,4,5,6,7,6,7,6,4,3,2,3,3,3,0,4,2,4,0,0,5,4,5,2,4,0,0,3,5,2,2,2,2,3,0,0,0,1,1,0,0,4,4,0,5,0,2,0,0,0,0,4,4,0,3,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,0,1,1,2,0,5,3,3,3,0,4,6,5,2,0,3,0,2,0,3,5,4,5,4,5,6,0,6,8,0,7,10,11,12,0,4,0,11,4,7,7,0,9,7,5,3,2,0,5,6,6,7,7,4,5,2,1,2,2,3,4,0,0,6,0,1,1,0,0,5,6,5,0,0,0,6,0,5,0,4,5,5,0,4,3,2,4,5,1,0,6,7,7,8,3,6,6,4,5,7,5,3,2,1,1,2,0,2,0,2,0,0,0,1,0,1,1,0,0,0,2,0,0
2022-03-06 08:00:00,0,0,0,1,0,2,4,4,4,6,8,6,2,6,0,5,7,0,9,14,15,17,18,16,19,7,21,20,17,19,21,20,17,16,6,15,17,16,13,4,4,0,7,6,2,6,5,0,0,8,5,5,11,4,5,3,3,3,4,0,3,2,6,5,2,0,0,0,5,3,4,0,0,4,0,3,0,2,3,0,3,0,4,0,0,0,3,4,5,7,8,13,15,0,9,7,8,10,10,7,8,7,2,7,8,7,0,4,0,2,0,0,3,2,3,0,1,0,0,0,0,0,0
2022-03-06 09:00:00,0,2,6,1,0,4,6,8,0,9,10,12,11,10,4,13,15,16,15,19,21,16,21,19,21,22,21,23,25,26,26,30,29,24,0,23,20,19,13,12,13,0,15,17,16,14,0,15,14,15,19,22,24,20,13,7,4,2,2,3,2,3,4,5,1,6,0,0,2,5,9,10,9,8,5,4,3,3,5,4,5,2,0,0,0,0,5,0,3,4,6,7,0,16,16,2,18,20,22,18,7,6,4,3,0,0,3,2,0,2,3,0,0,0,4,3,2,2,3,2,0,0,0
2022-03-06 10:00:00,0,4,6,3,4,10,11,12,13,12,12,14,13,13,15,11,13,11,15,17,26,28,29,28,29,31,25,29,22,18,25,24,19,16,5,0,0,15,13,9,6,5,8,8,4,8,0,7,7,9,9,8,10,9,6,6,3,5,6,3,1,2,3,3,2,4,0,0,5,5,5,5,4,5,1,3,0,1,0,2,5,6,1,0,0,5,6,7,8,11,14,17,14,12,18,11,19,20,4,15,10,9,10,8,9,10,7,6,6,9,0,3,0,0,0,4,6,3,5,4,0,0,0
2022-03-06 11:00:00,0,2,3,2,4,5,6,8,9,8,9,11,9,10,9,10,0,0,11,11,13,14,13,11,13,14,16,18,20,23,19,21,22,18,0,17,0,16,11,10,5,9,9,10,0,11,0,10,13,10,12,15,18,13,8,9,5,3,3,4,3,6,6,4,3,8,0,0,0,0,0,7,8,0,0,7,0,2,4,0,5,0,3,1,6,0,7,0,0,6,7,8,9,3,9,8,7,8,6,7,11,11,7,6,8,10,10,6,6,9,10,0,9,7,6,4,4,3,2,1,0,0,0
2022-03-06 12:00:00,0,2,3,0,0,4,4,5,6,8,5,7,8,8,9,1,9,8,8,12,14,16,17,16,15,14,17,15,16,16,17,16,14,10,5,0,11,10,10,8,9,0,7,7,6,8,0,6,9,9,12,13,12,11,7,7,8,7,4,9,11,11,6,5,11,3,0,10,11,11,6,11,0,8,0,7,8,4,8,9,11,5,6,10,0,5,12,10,13,11,11,13,12,13,14,0,13,19,20,15,16,15,14,5,5,7,12,6,9,10,11,0,8,6,4,3,4,5,4,3,2,0,0
2022-03-06 13:00:00,0,1,2,2,3,1,6,6,8,11,9,12,11,9,6,10,11,13,12,13,17,19,17,16,12,15,11,15,13,11,12,16,12,9,0,0,6,11,8,8,9,9,9,0,8,9,0,8,9,10,13,14,15,13,11,12,9,10,11,11,9,13,15,14,12,13,0,0,8,8,6,8,0,10,0,6,5,6,7,9,7,7,8,5,0,0,10,10,10,13,14,18,19,17,16,15,10,20,21,21,19,14,12,7,8,11,8,10,9,6,4,4,3,6,7,5,4,9,3,7,3,0,0
2022-03-06 14:00:00,0,0,2,0,2,2,3,4,4,5,5,7,7,9,5,0,7,0,10,10,12,13,16,14,11,3,11,10,12,9,11,12,11,9,6,5,0,6,8,7,8,8,7,7,8,8,0,0,9,9,10,11,14,12,10,12,13,14,12,12,11,10,11,12,14,15,0,0,17,17,16,14,15,16,0,11,10,9,7,8,9,9,12,7,0,14,16,4,17,16,12,14,19,10,20,8,18,19,15,15,13,13,11,12,9,11,10,8,8,7,4,6,5,4,0,0,5,4,3,2,1,0,0
2022-03-06 15:00:00,0,1,2,0,0,3,4,5,7,5,5,8,7,6,4,0,0,0,5,7,8,9,10,12,11,12,7,11,13,12,10,12,11,8,4,0,0,7,7,5,8,6,5,8,7,10,6,8,10,11,13,13,16,14,15,9,8,8,6,8,8,8,7,8,0,8,0,0,7,6,5,5,5,0,6,9,8,12,0,9,10,6,9,0,0,10,16,15,9,11,10,12,10,12,11,10,10,14,17,14,16,13,16,10,17,14,8,8,5,6,0,0,7,4,3,5,3,4,0,2,1,1,0
2022-03-06 16:00:00,0,0,1,0,2,1,3,0,5,7,6,9,8,3,0,2,0,2,7,8,9,8,4,7,9,8,0,7,8,9,8,7,9,7,0,8,6,7,6,5,8,0,9,8,7,13,10,7,10,9,9,12,14,14,10,13,8,14,13,9,12,12,9,11,12,9,0,0,18,11,16,16,13,15,16,10,10,9,10,11,11,8,13,11,8,0,13,11,7,4,10,12,14,0,0,12,11,12,7,8,4,7,8,0,0,13,5,18,15,14,13,11,6,4,1,0,1,2,0,0,0,0,0
2022-03-06 17:00:00,1,3,4,2,3,3,3,4,0,5,4,3,3,5,3,4,5,6,6,10,15,11,12,10,9,8,10,9,9,11,4,12,4,13,11,0,5,9,7,6,8,9,10,0,9,20,13,17,18,17,14,11,10,7,7,6,6,7,8,11,10,12,11,10,10,9,0,2,11,8,11,6,9,7,0,7,8,6,5,0,10,9,10,0,0,0,15,11,12,11,9,5,10,11,14,4,15,19,17,13,10,10,9,10,10,0,0,8,7,10,9,0,7,5,4,3,3,2,1,1,0,0,0
2022-03-06 18:00:00,0,0,1,2,0,5,7,6,7,11,3,11,12,6,0,0,2,0,8,10,13,0,16,12,11,9,7,7,7,5,9,9,9,7,0,0,0,5,0,5,6,5,3,0,4,5,4,0,0,0,5,10,4,7,7,11,16,18,17,19,16,21,24,23,21,13,0,14,22,18,19,19,20,22,0,15,22,10,23,20,18,13,12,19,9,3,36,20,35,31,28,21,24,24,25,24,23,25,23,15,16,12,10,10,3,0,8,7,6,3,4,1,3,0,3,1,2,0,0,1,0,0,0
2022-03-06 19:00:00,1,2,3,0,0,4,5,6,5,6,2,6,5,6,7,7,0,6,7,6,7,7,7,7,7,4,6,7,7,9,8,6,0,9,0,0,3,8,6,5,5,0,0,4,2,5,0,4,4,5,5,5,6,5,3,6,4,10,6,11,18,7,20,20,21,21,0,0,20,12,10,10,8,12,5,10,11,9,8,9,11,0,12,9,0,0,15,16,21,20,21,20,20,16,14,19,15,17,16,14,7,13,12,0,10,9,7,6,4,3,2,0,2,1,2,0,1,0,0,0,0,0,0
2022-03-06 20:00:00,0,1,0,0,0,3,1,4,0,0,0,6,6,7,9,0,0,7,5,4,5,0,4,3,4,0,1,2,2,3,4,6,3,6,5,0,0,0,3,3,5,2,3,0,0,4,0,0,5,5,2,3,3,4,3,5,6,7,6,10,7,9,11,12,0,13,12,0,5,13,4,11,10,11,2,10,9,7,8,9,12,13,5,9,0,0,10,0,0,14,13,13,12,13,14,14,13,22,24,20,13,10,12,0,11,10,9,6,2,4,3,0,0,0,4,3,3,0,0,1,1,0,0
2022-03-06 21:00:00,0,1,0,0,0,0,1,2,2,0,0,0,0,3,4,4,6,0,7,0,8,8,0,6,10,4,8,9,10,10,6,4,4,3,0,0,0,0,0,3,3,4,5,4,4,5,0,0,4,3,3,0,5,4,4,4,4,3,4,5,6,9,12,13,4,12,0,12,10,9,10,0,8,0,9,9,0,10,12,11,12,8,6,11,10,0,22,21,19,13,14,13,12,9,0,11,11,17,20,9,19,11,12,0,10,4,11,15,13,0,10,9,8,6,5,0,3,1,0,0,0,0,0
2022-03-06 22:00:00,0,1,0,0,2,0,3,6,3,0,0,4,0,6,6,4,2,5,4,4,5,3,2,7,8,8,8,0,8,6,5,5,4,5,0,0,6,0,2,3,6,0,7,0,3,14,9,6,16,15,8,7,0,8,7,5,8,9,10,11,12,10,11,9,8,10,9,11,9,10,10,3,6,0,3,10,0,8,6,0,8,8,7,9,5,0,11,12,6,11,8,9,7,0,6,7,8,9,10,7,9,8,9,7,0,0,8,10,9,3,5,4,3,2,3,2,2,1,0,0,0,0,0
2022-03-06 23:00:00,0,0,1,2,1,3,0,2,0,0,0,1,3,5,8,0,0,7,7,9,0,0,6,5,6,1,4,4,3,4,5,0,0,3,0,4,0,0,3,3,0,2,0,0,0,7,0,5,4,3,1,0,0,1,0,3,7,9,5,11,6,10,8,10,9,8,8,0,7,7,5,4,3,0,0,7,0,5,4,2,2,3,5,2,4,0,12,13,15,0,12,11,10,3,0,0,8,8,5,4,4,2,3,2,0,0,0,5,0,4,5,0,3,5,0,2,2,0,0,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,4,1,5,7,0,8,0,4,10,12,14,14,12,13,14,15,16,18,20,21,24,25,27,28,29,30,32,35,37,38,38,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
