Unnamed: 0,1_신림2동차고지,2_대학동고시촌입구,3_서울산업정보학교.삼성교,4_관악산입구.관악아트홀.중앙도서관,5_서울대학교,6_경영대,7_수의대입구.보건대학원앞,8_국제대학원,9_관악사삼거리,10_공동기기원,11_유전공학연구소.반도체공동연구소,12_에너지자원연구소,13_공대입구,14_농생대,15_자연대.행정관입구,16_문화관입구,17_법대.사회대입구,18_서울대정문,19_신림중.삼성고.관악아트홀.도서관,20_서울산업정보학교.삼성교,21_신성초등학교,22_영광메디컬센터,23_쑥고개입구,24_서원동문화교앞,25_신림역2번출구,26_패션문화의거리입구,27_롯데관악점.건강보험관악지사,28_서울특별시.보라매병원,29_보라매삼성아파트.모자원고개,30_신대방삼거리,31_성대시장,32_상도초등학교입구,33_청화병원,34_동작구청.노량진초등학교앞,35_노량진역,36_사육신공원,37_노들역,38_노들역,39_사육신공원,40_노량진역,41_동작구청.노량진초등학교앞,42_장성교회,43_장승배기역,44_상도초등학교입구,45_성대시장,46_신대방삼거리,47_보라매병원입구,48_롯데백화점관악점,49_패션문화의거리입구,50_신림사거리,51_서원동문화교앞,52_서림동주민센터.신화단지,53_삼성동시장,54_대학동고시촌입구,55_서울산업정보학교.삼성교,56_관악산입구.관악아트홀.중앙도서관,57_서울대학교,58_서울대정문,59_법대.사회대입구,60_자연대.행정관입구,61_농생대,62_공대입구,63_신소재,64_건설환경종합연구소앞,65_제2공학관,66_유회진학술정보관.제1공학관,67_유전공학연구소.반도체공동연구소,68_교수회관입구,69_관악사삼거리,70_국제대학원,71_수의대입구.보건대학원앞,72_경영대,73_신림중.삼성고.관악아트홀.도서관,74_서울산업정보학교.삼성교,75_신림2동차고지
2022-03-26 08:00:00,0,3,6,5,0,4,4,3,3,2,0,0,2,0,3,1,0,0,1,3,13,19,26,28,10,11,11,9,11,10,11,10,6,9,1,1,0,4,1,6,5,7,9,8,8,7,6,7,9,12,14,16,13,14,14,13,0,13,8,10,6,3,0,5,4,0,0,1,1,0,0,0,0,0,0
2022-03-26 09:00:00,2,1,4,4,6,3,2,0,2,1,0,2,1,1,1,0,2,0,3,9,14,24,36,41,13,14,10,7,7,9,13,13,14,10,2,0,0,2,0,6,8,3,7,8,8,8,6,7,7,11,12,6,10,8,11,8,12,6,7,10,4,2,1,0,1,3,2,0,2,2,1,1,0,0,0
2022-03-26 10:00:00,3,3,4,4,5,6,5,0,3,2,0,1,2,2,3,0,0,2,3,14,22,21,24,26,11,8,7,12,10,9,13,12,9,8,2,1,1,3,0,6,3,4,5,5,10,11,11,14,12,15,16,13,11,9,13,12,9,11,6,9,8,7,6,4,3,2,0,1,2,0,0,0,0,0,0
2022-03-26 11:00:00,0,2,5,2,7,9,0,8,4,0,2,4,4,5,7,5,0,7,6,9,11,20,26,29,11,12,14,18,17,18,23,22,18,19,1,0,0,3,0,6,10,8,11,12,13,12,17,13,9,15,12,16,15,15,17,18,10,5,4,15,10,11,2,8,7,6,4,2,5,0,2,0,1,1,0
2022-03-26 12:00:00,0,2,5,3,5,8,2,2,6,2,5,0,4,6,8,8,7,5,11,14,28,45,54,53,15,14,9,13,13,11,21,21,21,19,5,3,1,3,0,5,8,7,9,8,12,16,20,17,18,28,25,26,23,15,19,17,18,10,17,15,9,8,4,5,4,3,2,3,6,4,6,5,3,4,0
2022-03-26 13:00:00,10,2,3,0,0,3,11,9,5,4,4,3,5,9,8,0,8,9,10,12,20,24,26,26,9,10,8,12,12,15,19,21,21,19,3,1,2,4,0,9,10,13,12,12,11,12,12,12,15,35,33,33,30,18,16,18,19,20,19,17,12,0,11,0,5,6,1,4,5,0,4,4,3,1,0
2022-03-26 14:00:00,3,3,6,4,5,6,5,4,3,2,1,0,4,4,5,6,4,4,4,9,11,21,29,29,12,16,12,15,20,13,11,13,12,11,1,0,0,2,3,10,7,11,11,9,10,12,11,8,11,27,21,19,16,10,15,13,15,14,12,11,7,6,0,3,4,0,1,6,7,0,2,4,1,2,0
2022-03-26 15:00:00,0,6,7,0,7,5,0,0,5,0,6,5,4,5,6,6,8,4,6,11,18,20,21,22,12,13,5,10,10,12,11,11,14,9,5,2,0,3,0,9,11,13,16,15,12,16,22,21,19,30,29,26,21,8,8,8,5,5,7,4,13,1,0,14,8,2,2,6,8,0,0,5,2,4,0
2022-03-26 16:00:00,0,1,5,2,6,7,4,8,2,3,5,0,0,4,8,0,9,8,11,11,18,22,24,23,13,22,20,18,16,14,18,22,19,7,3,2,1,2,0,13,12,10,17,18,15,15,21,27,20,27,25,20,12,9,6,7,7,0,6,6,5,4,0,4,6,0,5,2,9,0,1,8,4,3,0
2022-03-26 17:00:00,0,1,2,2,0,3,5,0,2,3,2,3,4,5,11,11,9,11,13,16,20,18,23,30,14,11,13,18,19,14,12,12,11,10,1,0,0,3,4,15,17,13,20,18,19,18,18,17,13,34,31,28,23,9,8,7,5,0,5,9,11,3,0,9,7,5,1,6,6,0,0,7,5,4,0
2022-03-26 18:00:00,0,2,2,3,0,2,4,0,1,2,0,1,5,8,14,15,15,14,13,13,16,17,22,21,9,15,11,25,22,12,12,11,6,9,1,0,1,5,2,17,16,17,13,9,9,10,12,13,15,31,30,26,21,5,5,7,0,3,0,6,4,0,0,7,5,3,0,0,7,0,3,10,9,6,1
2022-03-26 19:00:00,0,4,3,0,2,10,0,9,0,5,0,1,3,7,7,3,10,8,6,7,11,14,16,15,11,17,13,14,15,9,11,11,13,11,3,2,0,4,2,21,20,24,22,21,24,23,19,14,10,14,19,13,17,5,3,3,4,3,2,1,0,0,0,0,0,0,2,1,4,0,3,0,0,1,0
2022-03-26 20:00:00,0,4,1,3,2,0,1,3,1,1,0,1,4,4,8,9,3,0,8,8,14,13,14,10,8,8,17,19,19,12,7,10,8,7,1,0,0,1,1,9,10,7,9,8,6,11,13,11,11,20,20,17,15,5,4,1,2,0,0,4,0,3,2,1,3,0,0,2,3,0,0,0,1,1,0
2022-03-26 21:00:00,1,2,0,0,0,2,1,1,2,0,0,0,1,2,8,2,6,7,6,4,7,11,11,9,6,6,5,10,8,9,5,7,5,0,1,1,0,2,3,18,13,15,17,14,14,14,13,12,13,26,23,17,16,4,4,3,1,0,1,2,3,0,0,0,0,0,0,2,4,3,2,3,1,2,0
2022-03-26 22:00:00,0,2,2,0,3,9,10,4,1,0,3,4,5,7,11,0,12,9,11,10,12,14,14,15,5,5,9,9,8,7,11,8,6,5,0,1,0,2,1,8,9,8,9,6,8,8,5,9,8,32,25,17,12,8,8,0,3,0,0,2,5,3,0,0,4,3,3,2,3,0,0,4,2,2,0
2022-03-26 23:00:00,0,1,2,0,0,0,0,0,0,0,2,0,3,6,15,0,16,0,5,11,10,8,7,6,4,10,6,7,8,4,5,7,5,4,1,0,0,1,2,11,11,6,12,10,8,9,7,7,9,29,26,20,16,6,3,2,0,0,0,0,3,0,0,0,4,3,1,0,4,0,2,0,3,1,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,1,1,2,2,2,1,0,0,3,1,0,1,1,0,2,0,0,0,0,3,5,8,11,12,5,7,4,8,6,5,3,4,0,1,1,0,0,2,0,0,0,0,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,1,0,1,0,2,1,0,0,0,0,0,1,0,1,2,0,3,0,2,1,9,10,8,9,4,8,4,5,4,3,6,10,10,4,2,0,0,1,0,0,3,0,0,1,2,4,1,0,2,6,3,5,4,3,0,2,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0
2022-03-27 07:00:00,2,1,1,1,0,0,1,0,0,0,0,0,1,4,1,0,0,0,1,1,4,5,9,8,5,5,3,6,5,6,6,7,6,8,2,0,0,1,0,3,2,5,5,7,8,11,5,3,4,10,6,8,8,7,7,6,1,8,1,3,6,0,0,2,0,0,0,1,1,0,0,0,0,0,0
2022-03-27 08:00:00,1,2,5,0,0,4,0,1,3,2,0,0,2,0,2,1,0,0,1,6,10,13,20,18,7,9,6,6,8,7,9,13,15,12,1,0,0,2,0,6,5,6,6,8,9,10,12,15,17,36,37,31,25,23,19,14,15,0,14,13,11,11,8,4,1,0,1,2,2,0,0,0,0,0,0
2022-03-27 09:00:00,0,3,6,0,6,5,5,0,5,1,2,4,3,2,0,0,0,1,1,4,9,12,17,26,6,8,5,6,6,7,13,10,9,6,1,0,0,2,2,7,9,7,13,14,18,23,22,22,20,39,42,40,41,40,37,16,17,17,13,15,14,5,11,3,0,0,2,1,2,0,0,3,2,0,0
2022-03-27 10:00:00,2,2,11,2,10,2,7,1,6,0,0,5,4,5,4,0,4,0,6,9,11,17,28,29,10,14,5,8,8,8,15,21,23,20,3,0,0,4,0,7,9,11,12,11,17,23,22,24,26,34,35,31,29,28,28,19,18,19,15,18,18,17,16,5,5,0,3,0,3,0,0,0,2,1,0
2022-03-27 11:00:00,0,2,5,3,0,4,0,3,3,1,5,2,6,5,0,3,2,3,4,9,16,21,23,27,10,11,12,11,12,9,14,17,16,15,2,1,1,2,1,5,7,10,6,12,12,13,14,14,16,27,22,21,23,22,22,18,22,21,12,20,18,10,15,5,4,4,3,2,4,0,3,3,0,2,0
2022-03-27 12:00:00,0,6,3,2,4,3,0,2,3,0,0,2,10,6,6,0,8,6,10,13,22,33,39,34,10,12,11,13,14,14,15,16,14,12,4,3,0,3,2,6,6,7,9,6,11,12,12,14,10,21,25,26,21,16,16,12,13,12,11,9,7,0,2,17,10,0,9,0,12,0,0,11,9,1,0
2022-03-27 13:00:00,0,5,8,7,9,8,6,2,5,4,3,2,8,6,10,12,11,8,22,29,30,38,47,42,14,14,11,13,13,10,12,12,11,9,4,1,1,0,2,6,7,7,9,12,16,17,16,16,13,18,17,17,17,15,18,15,16,10,15,11,9,6,7,15,14,9,14,13,14,0,9,13,8,7,0
2022-03-27 14:00:00,0,3,5,4,6,6,6,4,6,5,2,4,9,10,11,0,10,12,17,22,28,30,36,35,25,26,22,21,18,17,13,11,14,13,2,1,0,5,0,8,9,9,8,12,8,13,13,13,12,18,15,12,13,16,21,25,8,26,27,22,19,13,9,26,30,28,27,6,26,25,7,23,15,13,0
2022-03-27 15:00:00,4,4,6,6,7,8,7,2,3,4,4,0,6,6,8,7,8,6,15,15,20,27,32,30,21,17,13,20,17,17,16,12,9,7,2,1,0,5,0,10,7,5,8,8,7,9,9,13,13,12,12,9,8,9,10,8,9,7,6,8,7,6,4,6,8,6,0,6,12,0,5,3,8,7,0
2022-03-27 16:00:00,0,3,3,3,3,4,5,0,5,7,9,0,12,13,15,0,19,10,16,22,24,25,27,25,15,16,13,14,11,13,10,9,8,7,2,0,0,3,0,15,17,19,18,16,9,11,10,15,17,33,27,23,18,8,9,7,8,7,7,9,7,4,6,9,6,4,7,7,8,5,7,7,6,4,0
2022-03-27 17:00:00,3,3,4,2,6,4,7,3,6,9,10,0,9,10,14,12,16,14,21,21,30,34,38,36,16,14,13,11,11,13,12,13,10,11,3,4,2,3,0,17,17,16,15,15,14,15,14,14,15,23,21,19,12,11,6,2,4,2,7,4,4,6,0,16,18,3,19,3,17,0,5,15,3,11,0
2022-03-27 18:00:00,1,1,0,1,5,2,1,0,2,1,1,9,9,14,15,0,16,14,19,17,17,17,20,18,15,15,11,15,14,11,8,12,9,13,1,0,0,3,1,18,20,22,20,19,21,26,19,23,21,34,29,24,16,9,5,2,6,6,0,4,2,0,0,4,2,2,0,1,6,0,6,7,0,0,0
2022-03-27 19:00:00,3,1,1,0,2,7,2,1,2,4,5,0,3,6,9,10,12,0,11,8,10,13,16,14,14,11,11,15,14,12,10,8,7,6,4,2,0,3,0,10,13,14,10,17,14,11,7,9,10,25,21,17,16,6,6,5,0,4,3,0,2,2,0,1,4,0,3,3,5,0,2,6,6,5,0
2022-03-27 20:00:00,0,3,1,0,2,1,0,1,1,0,0,2,3,4,7,7,5,5,7,7,13,14,14,14,8,9,11,19,16,15,11,6,2,4,2,0,1,2,2,8,11,10,11,12,12,15,14,15,13,27,21,17,13,6,4,0,5,0,0,5,7,6,0,0,5,3,0,2,5,0,3,4,3,2,0
2022-03-27 21:00:00,0,1,3,0,4,2,3,1,2,0,3,0,5,6,8,5,11,4,10,6,8,10,15,16,7,11,10,8,9,8,9,6,3,0,0,0,1,4,3,14,11,9,13,13,10,11,10,6,7,20,15,11,9,9,4,0,13,2,11,12,2,0,0,3,12,0,0,10,2,0,3,2,1,0,0
2022-03-27 22:00:00,2,6,8,3,7,8,10,6,1,1,0,1,3,5,9,7,10,8,11,9,11,11,14,13,6,6,5,10,5,10,9,7,8,6,2,2,0,2,0,13,15,14,13,13,12,12,11,10,12,34,27,23,14,6,2,0,0,1,1,1,3,0,0,0,5,3,1,4,6,0,1,7,6,4,0
2022-03-27 23:00:00,0,0,0,0,0,0,0,0,2,0,1,0,3,7,14,0,0,13,10,8,4,0,6,3,8,11,10,13,4,10,12,7,1,4,2,1,0,0,0,9,15,14,10,8,8,10,7,10,11,29,26,20,17,6,3,2,4,0,0,3,4,2,4,0,5,0,2,2,3,2,3,0,1,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,6,9,3,13,8,12,11,7,5,4,3,2,2,1,0,0,0,0,2,7,12,25,23,6,6,4,5,4,6,4,7,6,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,0,1,2,1,5,4,3,1,2,1,1,0,0,2,1,2,0,2,1,2,8,14,23,21,9,11,10,7,7,6,9,16,17,13,4,0,0,1,0,4,1,0,2,3,7,6,4,5,4,9,11,10,10,10,3,9,8,0,8,0,7,6,5,4,4,3,0,2,1,0,0,0,0,0,0
2022-03-28 07:00:00,0,6,9,7,8,4,3,7,3,1,1,2,1,1,0,2,0,0,3,13,28,42,58,55,19,39,31,22,29,28,30,36,24,32,30,2,0,1,1,7,9,11,11,14,12,12,14,19,15,20,21,21,21,16,11,12,8,10,7,5,6,5,0,2,3,1,0,0,1,0,0,0,0,0,0
2022-03-28 08:00:00,1,13,25,26,31,23,20,19,10,8,3,2,1,1,2,0,0,1,4,11,25,39,57,62,20,44,32,18,28,31,45,54,57,51,6,1,0,6,5,23,27,33,36,35,33,31,28,25,25,42,48,54,54,50,46,44,43,43,40,27,15,10,9,9,8,4,5,3,1,0,0,1,0,0,0
2022-03-28 09:00:00,0,14,27,26,28,22,20,17,13,9,9,8,7,3,4,0,4,0,4,5,15,19,34,63,14,19,13,8,9,7,13,16,16,13,2,0,0,2,1,14,15,15,15,18,18,21,19,18,19,35,39,42,45,52,63,64,63,61,53,39,24,18,16,15,5,3,2,3,2,2,1,2,1,0,0
2022-03-28 10:00:00,7,7,10,10,14,16,12,10,8,11,8,5,3,4,7,0,0,4,5,6,10,12,17,21,10,16,11,13,9,8,13,10,6,8,3,2,0,1,0,9,4,3,11,9,8,10,12,14,16,33,33,32,31,33,38,35,38,33,33,22,20,17,16,11,5,4,1,0,6,3,1,7,0,6,0
2022-03-28 11:00:00,0,1,3,4,4,4,3,3,4,2,3,2,4,5,10,5,9,8,9,8,13,17,21,24,9,10,8,13,13,10,13,12,10,9,2,1,0,1,2,4,3,5,8,7,5,10,13,15,8,20,22,19,18,19,16,17,13,15,14,10,7,6,0,3,6,6,5,4,4,0,2,3,4,1,0
2022-03-28 12:00:00,2,7,13,0,15,11,7,1,5,3,6,2,9,11,17,10,18,16,16,18,25,25,28,31,10,11,12,17,18,18,11,12,11,10,3,2,0,3,0,12,5,13,11,7,9,12,11,14,14,17,17,16,15,16,18,13,17,14,13,9,8,6,5,5,4,5,6,0,6,5,4,4,3,2,0
2022-03-28 13:00:00,6,3,5,5,6,6,7,4,4,2,2,2,4,8,5,5,4,5,6,8,14,17,21,22,15,21,19,11,11,10,9,14,13,11,2,0,1,2,1,7,4,8,6,7,8,7,6,6,8,18,17,16,16,14,18,19,20,14,19,12,10,9,5,8,8,7,0,6,5,0,1,2,1,4,0
2022-03-28 14:00:00,5,3,7,0,4,2,4,3,4,2,1,0,6,7,13,15,13,8,8,12,18,19,22,23,17,18,14,15,17,15,14,12,11,10,3,1,0,3,0,7,8,7,8,6,9,6,7,11,12,20,22,18,15,9,8,8,10,10,7,7,3,4,3,4,5,3,4,0,5,2,5,6,3,1,0
2022-03-28 15:00:00,0,4,5,2,4,5,6,5,3,4,5,7,13,16,19,22,24,21,26,26,28,15,28,29,19,19,17,18,13,12,11,11,9,9,2,1,0,2,3,12,13,11,11,10,8,10,9,13,14,20,20,18,14,13,9,2,3,13,11,7,8,5,4,3,3,6,1,2,8,4,3,7,3,3,0
2022-03-28 16:00:00,1,2,2,2,3,4,0,3,5,3,8,5,10,13,21,23,21,24,22,12,17,20,22,22,13,14,10,19,14,17,15,12,11,10,3,2,1,7,8,13,14,16,13,13,13,16,18,18,16,19,14,17,10,4,6,2,0,0,4,6,7,0,0,7,3,8,9,8,11,0,12,8,6,4,0
2022-03-28 17:00:00,5,1,4,4,2,5,5,3,5,9,10,11,16,21,28,26,27,26,25,23,23,23,24,23,15,17,15,39,36,26,26,23,22,17,3,1,0,5,6,26,30,33,31,29,25,21,18,17,18,30,29,23,18,7,8,4,7,5,2,3,2,0,0,3,8,4,7,6,10,8,9,11,9,7,0
2022-03-28 18:00:00,0,3,3,0,2,4,5,4,5,9,13,21,32,48,57,34,56,47,38,44,41,40,38,34,14,16,16,62,57,34,41,32,32,30,2,1,0,15,18,43,39,37,43,38,37,39,32,26,24,55,45,30,28,6,6,5,4,4,4,5,6,0,0,4,8,11,12,14,14,10,19,21,16,8,0
2022-03-28 19:00:00,0,1,0,0,1,5,5,3,3,2,4,5,9,21,37,46,47,45,42,33,28,30,30,28,9,13,14,24,23,18,15,14,14,13,5,4,0,7,3,24,29,26,25,37,25,24,21,20,22,51,46,42,35,10,2,0,0,3,2,4,7,3,0,4,8,6,4,5,9,3,7,11,8,8,0
2022-03-28 20:00:00,1,5,1,0,0,6,8,1,2,2,4,5,10,17,24,25,20,24,21,19,19,19,20,18,7,8,18,21,20,13,8,9,6,6,1,2,1,3,5,11,11,11,13,14,12,12,12,11,11,33,28,19,12,4,4,0,0,0,0,5,4,3,0,0,5,5,0,6,7,2,12,13,11,8,0
2022-03-28 21:00:00,1,2,1,1,0,3,4,3,2,0,1,2,7,11,15,15,15,14,13,12,10,11,7,10,8,11,16,17,13,8,8,7,5,3,2,1,0,3,6,13,14,13,16,10,14,18,16,17,12,29,25,23,22,8,5,4,2,0,0,4,5,1,3,0,6,7,6,5,5,3,7,8,3,6,0
2022-03-28 22:00:00,0,1,3,0,2,2,3,2,3,2,4,6,7,11,18,12,17,17,15,14,16,15,13,10,5,14,12,13,11,7,7,10,9,8,3,1,0,5,3,10,17,13,16,15,15,16,9,15,18,20,17,14,12,5,3,1,0,0,0,3,4,1,1,0,7,4,6,5,8,0,9,11,8,4,0
2022-03-28 23:00:00,0,0,0,0,0,0,0,0,0,0,1,0,3,9,12,6,13,14,12,11,12,7,10,9,10,11,12,11,8,5,4,1,5,2,1,0,0,3,0,6,7,8,7,5,9,8,6,7,8,35,34,5,19,3,3,0,0,0,1,3,4,5,6,0,10,11,0,9,9,5,11,12,9,4,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,3,8,8,9,12,9,7,8,10,7,5,5,3,2,1,0,0,0,1,2,11,18,29,32,11,11,10,9,8,7,9,12,10,9,3,0,0,0,0,2,5,5,6,5,6,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 06:00:00,0,2,2,4,5,4,2,0,3,2,1,3,2,1,2,0,0,0,1,3,7,11,17,23,7,10,10,6,12,11,15,10,11,10,2,1,1,2,0,3,1,2,2,2,3,4,4,4,4,7,6,7,7,6,5,4,5,4,5,5,4,3,2,0,2,1,0,3,2,0,1,0,0,0,0
2022-03-29 07:00:00,4,3,6,5,7,0,6,5,4,1,0,0,1,1,1,0,0,0,2,10,31,58,45,47,15,32,22,19,29,28,29,35,41,25,2,0,0,3,3,6,6,7,8,8,12,14,13,15,10,16,15,16,21,20,10,0,11,10,9,9,7,6,0,5,4,2,1,0,3,4,3,2,0,1,0
2022-03-29 08:00:00,5,14,25,26,31,25,20,18,16,11,8,8,4,1,0,0,3,4,2,9,17,29,66,62,26,51,33,21,29,33,44,56,50,45,5,2,0,8,6,12,17,19,21,21,25,42,27,18,19,31,32,35,36,38,46,38,46,48,41,28,17,12,8,7,5,4,1,3,3,0,0,3,2,0,0
2022-03-29 09:00:00,0,7,17,12,25,17,14,13,13,12,11,7,5,3,1,0,1,0,2,6,11,21,33,36,17,23,19,12,12,12,13,13,10,31,2,0,0,5,6,15,16,16,15,14,16,20,20,19,19,38,37,38,37,44,57,55,55,54,49,35,22,16,15,14,9,3,7,4,5,4,2,1,0,1,0
2022-03-29 10:00:00,3,7,17,19,18,11,4,7,5,4,0,3,6,6,6,3,4,3,5,4,7,13,20,25,19,26,24,16,14,12,12,11,11,8,2,0,0,1,2,8,3,8,6,7,8,12,11,12,15,32,34,40,41,41,43,43,31,39,30,21,13,14,13,8,4,3,1,2,5,0,5,4,1,2,0
2022-03-29 11:00:00,0,2,5,3,2,4,4,3,3,2,0,2,1,3,4,5,0,5,4,5,8,13,15,17,11,13,9,15,14,13,20,22,19,15,2,0,0,2,0,4,2,5,6,6,8,12,8,8,9,19,18,19,17,19,21,19,20,19,17,14,17,11,10,9,5,8,1,7,2,0,1,2,1,0,0
2022-03-29 12:00:00,3,4,7,5,8,7,7,6,4,4,2,3,2,6,10,5,8,9,8,14,14,16,15,17,13,18,13,11,10,8,11,12,11,9,3,1,0,4,1,10,5,8,7,5,11,12,13,18,16,20,17,20,20,22,23,21,23,23,20,13,7,5,2,6,3,5,4,5,6,4,3,9,6,4,0
2022-03-29 13:00:00,7,3,6,5,8,7,7,5,3,2,0,1,3,5,11,5,10,8,5,9,19,23,28,27,15,19,15,18,20,16,13,13,7,10,5,3,0,4,5,6,3,8,8,3,6,12,13,14,10,22,23,24,23,26,39,21,39,38,33,20,13,4,5,7,10,3,2,8,6,7,2,7,5,0,0
2022-03-29 14:00:00,0,2,6,5,0,6,0,5,2,4,2,3,8,10,14,9,16,11,11,20,27,28,30,26,14,17,18,13,14,12,11,9,11,7,4,2,1,1,0,6,5,7,10,10,14,13,13,11,10,16,15,13,11,10,10,7,9,10,8,7,6,3,0,4,7,4,5,3,6,2,5,4,3,1,0
2022-03-29 15:00:00,2,3,4,3,3,5,4,4,5,6,7,6,9,10,16,17,20,20,19,19,23,19,18,19,13,14,12,22,23,12,14,10,7,5,3,3,2,4,3,9,10,13,12,12,8,8,9,13,14,22,20,17,12,14,13,6,5,14,12,10,7,6,5,5,4,2,0,3,4,2,8,11,9,2,0
