Unnamed: 0,1_선진운수종점,2_구산사거리,3_역촌중앙시장,4_구산역1번출구,5_대조동주민센터,6_연신내역.로데오거리,7_갈현중앙시장,8_갈현동성당앞,9_선일여고입구,10_갈현동미미아파트,11_한솔아파트입구선정중학교후문,12_구산동사거리,13_구산동주민센터.구산치안센터,14_구산중학교.구산교회,15_시립서북병원세현교회앞,16_역촌동주민센터,17_충북슈퍼앞,18_하나은행역촌동지점,19_역촌역.역촌오거리,20_서부경찰서후문,21_신진과학기술고등학교,22_응암시장,23_응암3동주민센터,24_은평문화예술정보학교,25_응암초등학교,26_명지전문대.충암중고등학교,27_명지중고등학교,28_명지대입구.서울무용센터,29_홍연2교현대교통종점,30_연희지하차도,31_서대문구청.보건소.구의회,32_서대문문화체육회관입구,33_홍연2교두산아파트앞,34_명지대입구.신원지벤스타,35_명지중고등학교,36_명지전문대.충암중고등학교,37_응암초등학교,38_은평문화예술정보학교,39_응암오거리,40_신사초등학교,41_신사동고개사거리,42_신사동고개.은평지역자활센터,43_서울기독대학교입구,44_시립서북병원세현교회앞,45_구산중학교.구산교회,46_구산동주민센터.구산치안센터,47_구산동사거리,48_한솔아파트입구선정중학교후문,49_갈현동미미아파트,50_선일여고입구,51_갈현동성당앞,52_갈현1동주민센터,53_갈현중앙시장,54_연신내역.로데오거리,55_은평연세병원,56_구산역4번출구,57_역촌중앙시장,58_구산사거리,59_선진운수종점
2022-03-13 12:00:00,6,7,8,9,8,0,1,0,0,0,0,0,1,0,2,2,3,2,4,3,3,3,3,1,2,0,1,0,0,2,1,2,3,5,6,7,0,8,4,7,8,7,5,0,7,3,4,0,5,0,5,4,3,3,3,2,0,1,0
2022-03-13 13:00:00,0,0,0,0,1,2,1,4,5,2,0,0,3,4,2,4,4,5,4,4,5,0,3,4,0,2,2,1,0,3,3,5,8,0,5,0,3,0,0,6,6,6,0,5,6,0,4,5,0,0,0,0,2,0,0,0,0,0,0
2022-03-13 14:00:00,0,0,1,0,0,0,0,0,1,2,4,5,6,0,1,4,1,5,2,6,6,9,4,9,5,3,1,0,0,1,2,4,5,0,2,3,4,4,0,3,0,0,4,5,0,2,5,0,3,3,0,3,2,2,0,0,0,0,0
2022-03-13 15:00:00,0,0,0,1,2,2,3,3,0,2,0,0,2,5,6,5,4,2,3,1,0,2,0,0,0,0,0,0,2,0,2,3,4,0,7,8,0,0,8,5,4,5,5,5,0,0,4,0,5,3,0,2,0,2,0,0,1,1,0
2022-03-13 16:00:00,2,4,0,7,0,0,0,1,4,0,6,1,0,0,0,1,0,0,4,0,3,0,0,4,0,3,1,3,2,1,1,1,3,3,4,4,5,6,7,7,7,8,4,3,5,5,0,0,0,3,0,1,3,2,0,0,0,0,0
2022-03-13 17:00:00,1,5,1,5,0,1,3,0,3,0,4,3,2,6,7,0,0,0,9,12,13,0,0,12,8,6,3,0,2,1,2,2,2,1,3,3,4,3,4,4,1,0,0,2,1,0,0,0,0,0,0,0,0,4,2,1,0,0,0
2022-03-13 18:00:00,0,1,2,4,6,1,1,3,4,0,5,5,4,3,1,0,4,0,5,6,7,4,3,0,0,2,1,0,0,2,0,3,0,0,4,6,4,6,10,9,8,9,8,0,6,0,7,10,8,0,4,2,1,8,0,2,1,4,0
2022-03-13 19:00:00,2,3,4,0,0,5,5,1,7,8,9,19,17,13,0,0,12,0,0,13,3,4,0,6,0,2,1,0,0,1,0,2,3,2,0,5,8,0,5,6,3,5,7,3,2,0,0,0,1,0,0,0,0,3,5,0,0,3,0
2022-03-13 20:00:00,0,1,0,2,0,2,0,1,0,0,0,3,3,2,2,3,4,0,0,0,3,5,0,4,3,0,1,2,1,0,1,0,0,0,1,2,0,3,4,7,4,6,7,0,3,5,4,0,0,3,0,0,0,3,2,0,0,0,0
2022-03-13 21:00:00,1,0,0,0,0,1,4,8,0,0,0,5,0,6,5,1,0,0,4,3,4,0,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0,1,2,3,4,3,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0
2022-03-13 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,2,1,0,1,3,1,0,0,0,0
2022-03-13 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,5,6,7,8,8,7,1,2,0,2,3,0,3,2,3,0,0,0,0,2,0,2,0,0,1,2,3,1,0,2,0,0,0,1,0,0,0,1,3,0,5,0,4,5,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 06:00:00,1,2,3,4,5,0,1,2,0,0,0,2,4,5,7,8,0,0,0,4,7,6,0,0,5,4,2,3,4,4,2,1,0,2,2,0,2,2,5,5,5,6,7,8,11,12,0,2,0,0,0,1,0,1,0,0,0,0,0
2022-03-14 07:00:00,7,11,13,10,10,5,1,8,9,10,12,10,16,15,16,18,21,22,27,29,39,41,0,40,32,14,8,7,8,4,3,5,10,10,8,8,12,14,19,19,24,34,39,42,43,44,42,41,27,6,4,4,2,3,0,0,0,2,0
2022-03-14 08:00:00,14,14,16,14,11,1,6,15,19,1,22,22,25,22,19,23,25,23,26,27,26,26,26,27,27,21,21,23,23,18,1,3,6,0,5,5,7,8,9,6,5,4,6,8,8,8,10,12,12,7,5,7,6,7,8,6,3,2,0
2022-03-14 09:00:00,0,2,0,0,0,0,2,2,3,0,5,4,6,7,8,7,10,9,13,14,7,16,5,0,14,7,6,7,5,3,1,3,5,2,8,7,7,8,6,6,5,5,4,4,6,5,6,2,5,4,2,3,2,2,0,1,0,0,0
2022-03-14 10:00:00,4,5,0,9,10,1,3,4,5,0,6,7,2,0,7,8,8,0,7,0,7,7,4,4,6,2,1,0,0,0,2,4,3,0,3,3,4,2,1,3,7,3,8,7,6,0,5,0,4,3,2,0,1,2,0,0,0,1,0
2022-03-14 11:00:00,2,4,6,4,0,0,2,3,3,4,0,2,4,3,3,5,6,7,5,0,7,7,6,8,5,7,6,2,1,5,5,6,1,7,7,5,6,8,6,7,0,6,7,6,5,2,5,4,3,2,1,2,1,1,1,0,0,0,0
2022-03-14 12:00:00,2,2,1,7,6,2,2,3,5,4,6,4,7,7,7,8,0,0,6,5,4,6,5,4,0,1,0,1,0,0,4,5,6,6,8,8,7,9,9,8,7,7,6,3,4,0,3,2,0,0,2,1,0,4,2,1,1,0,0
2022-03-14 13:00:00,0,2,1,2,1,0,3,4,0,5,7,0,10,14,13,14,17,15,2,8,16,17,18,17,12,2,2,0,3,4,2,4,5,4,4,4,3,5,7,8,6,5,7,7,5,4,6,2,3,4,1,3,3,5,4,3,2,0,0
2022-03-14 14:00:00,2,0,4,7,6,1,1,2,8,0,3,0,5,4,4,0,3,4,4,5,6,6,5,9,6,4,3,4,3,4,5,6,4,5,4,0,0,2,7,3,5,6,5,2,8,8,4,0,6,4,2,1,0,1,0,0,0,0,0
2022-03-14 15:00:00,3,0,4,5,0,1,1,2,14,15,16,14,15,12,8,7,6,7,5,6,9,7,6,7,0,5,5,1,1,4,7,3,3,4,5,29,39,37,31,28,26,23,13,11,11,8,8,2,6,4,3,2,1,3,2,1,1,0,0
2022-03-14 16:00:00,3,4,3,6,5,2,4,2,7,0,6,7,10,13,14,4,13,12,13,13,13,14,6,4,4,6,6,3,0,2,5,7,9,0,19,27,25,25,25,25,21,20,15,10,9,8,7,9,7,5,3,4,3,2,1,1,0,0,0
2022-03-14 17:00:00,3,0,4,5,3,5,5,0,7,0,1,2,3,0,6,3,0,2,4,6,10,9,10,13,10,9,8,6,8,6,5,7,9,12,12,15,0,16,7,13,11,18,16,14,17,16,16,19,18,12,7,5,4,5,0,4,3,2,0
2022-03-14 18:00:00,0,1,0,1,0,3,5,5,4,5,3,4,5,2,8,8,2,7,8,7,6,7,6,3,6,3,4,5,3,4,14,19,21,9,23,24,25,24,23,20,19,20,19,17,15,13,11,11,4,9,8,1,3,18,0,16,11,7,0
2022-03-14 19:00:00,0,1,0,2,1,5,5,6,9,8,0,10,10,9,8,6,7,4,6,0,5,6,0,0,5,3,2,0,3,4,4,4,5,5,8,5,8,9,11,10,11,10,9,10,7,6,6,2,3,5,3,0,0,12,9,9,7,2,0
2022-03-14 20:00:00,1,0,0,5,5,1,4,3,2,0,4,0,2,4,3,3,2,0,3,0,4,2,0,1,0,3,0,1,2,1,4,4,3,6,10,11,6,5,5,7,6,4,10,8,9,7,7,4,2,2,1,0,0,6,5,5,3,0,0
2022-03-14 21:00:00,0,0,0,0,1,2,0,0,2,0,0,1,0,2,2,0,3,3,6,0,7,5,4,4,2,0,0,1,2,0,4,2,3,5,4,5,0,6,6,6,5,5,7,10,10,9,7,6,0,3,1,0,0,7,6,5,4,0,0
2022-03-14 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,6,0,7,0,5,4,0,4,0,0,3,4,0,3,3,1,0,3,0,0,0,2,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,3,4,6,7,6,1,0,2,1,4,2,3,0,1,5,0,0,0,6,3,3,2,0,0,2,2,3,1,0,2,0,2,0,2,2,4,0,0,4,3,4,5,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,5,4,0,4,3,0,1,0,2,0,0,3,1,0,1,0,0,4,3,4,5,7,0,0,6,5,4,1,3,4,1,2,3,0,2,0,3,1,3,4,6,7,8,2,12,1,11,10,11,0,0,0,3,2,1,0,0,0,0
2022-03-15 07:00:00,9,8,12,11,9,0,3,10,11,13,15,17,19,20,23,24,25,15,18,19,39,41,40,24,29,13,8,7,6,5,1,6,9,5,7,7,10,12,14,15,20,32,42,46,45,45,44,0,42,3,4,3,1,2,1,0,0,0,0
2022-03-15 08:00:00,10,13,17,16,12,2,4,10,12,14,18,6,21,21,19,18,10,26,29,29,26,27,25,26,21,15,13,15,14,16,2,5,7,7,4,7,6,7,4,4,5,6,8,8,8,9,9,6,6,4,0,5,4,7,8,8,2,0,0
2022-03-15 09:00:00,3,2,4,8,7,1,2,2,4,4,5,9,12,19,16,7,18,12,14,15,17,15,17,16,15,6,3,5,3,6,5,3,3,5,4,5,6,6,6,5,7,7,7,8,9,9,12,12,10,6,5,5,4,4,3,2,0,1,0
2022-03-15 10:00:00,3,4,1,0,0,1,4,0,5,0,6,7,0,6,8,7,8,7,6,0,5,4,0,5,0,4,4,4,3,1,1,3,4,0,0,7,1,0,6,6,6,4,3,5,6,1,2,7,4,3,3,1,2,2,1,1,0,0,0
2022-03-15 11:00:00,2,4,5,4,5,1,1,2,1,1,0,0,3,2,4,6,0,3,6,5,6,6,6,5,5,4,3,2,0,2,2,3,6,0,6,7,0,8,8,9,8,5,6,8,8,10,9,3,0,8,7,5,3,2,0,1,0,0,0
2022-03-15 12:00:00,1,1,2,2,1,2,2,0,3,2,3,2,3,3,4,5,4,0,7,5,8,8,6,6,6,6,7,5,2,1,2,1,1,6,0,3,3,5,6,6,0,7,8,6,2,0,6,3,7,6,5,4,2,2,1,0,0,0,0
2022-03-15 13:00:00,0,0,0,1,0,1,2,5,5,0,6,4,9,10,11,10,11,12,14,15,14,11,10,11,10,2,3,0,4,3,3,3,5,4,8,11,12,10,9,10,9,8,10,10,10,6,8,10,6,8,7,7,2,2,4,3,0,0,0
2022-03-15 14:00:00,2,0,1,2,1,1,3,2,5,4,8,7,10,9,9,10,9,8,6,6,8,9,0,5,4,3,0,2,0,2,1,2,3,0,7,5,0,6,5,4,0,5,7,5,6,8,7,3,4,2,1,1,1,1,0,0,0,0,0
2022-03-15 15:00:00,0,0,0,1,0,1,0,2,5,5,3,2,0,4,5,0,5,2,6,3,7,7,0,9,7,11,12,0,10,8,4,3,2,3,7,23,23,25,24,23,23,17,14,13,14,13,12,9,8,6,7,5,1,8,7,4,3,3,0
2022-03-15 16:00:00,2,3,2,4,5,3,3,8,29,30,31,29,26,19,13,12,12,11,13,0,15,15,16,18,9,5,0,4,3,2,3,5,5,1,4,16,0,15,19,20,18,15,15,13,14,13,14,18,16,11,10,5,2,6,4,3,0,0,0
2022-03-15 17:00:00,2,0,0,3,0,2,4,5,11,12,13,12,11,9,6,7,6,0,6,8,11,10,8,17,13,9,6,5,7,5,4,7,8,9,11,18,18,16,19,20,22,24,24,20,18,15,14,11,11,10,8,6,4,6,5,2,0,0,0
2022-03-15 18:00:00,0,0,0,1,0,7,10,2,12,11,6,7,9,10,10,11,12,0,14,13,14,16,15,14,9,6,5,4,1,2,13,20,23,22,21,22,22,21,24,27,26,25,25,23,18,19,14,14,12,10,2,3,1,9,10,10,7,6,0
2022-03-15 19:00:00,0,0,0,1,1,3,3,5,5,0,4,5,6,2,5,0,0,6,9,0,8,7,6,7,8,5,3,2,2,2,4,0,5,0,7,10,11,0,14,13,12,10,5,14,7,11,11,10,8,7,5,2,3,11,10,0,8,4,0
2022-03-15 20:00:00,3,5,0,1,0,5,5,6,8,0,8,4,0,5,3,0,2,0,5,0,6,0,5,5,0,3,3,2,0,1,2,3,4,0,7,8,9,0,11,12,0,11,11,13,11,10,8,0,6,4,2,1,0,5,0,5,4,0,0
2022-03-15 21:00:00,0,0,0,0,0,1,2,4,2,3,0,0,3,2,3,3,0,0,2,3,3,2,0,1,1,1,1,0,1,0,2,1,2,3,4,9,0,0,10,14,4,13,12,12,10,5,4,3,0,2,3,0,0,2,4,5,4,0,0
2022-03-15 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,3,0,2,3,0,0,0,0,0,2,0,1,0,6,6,5,3,0,0
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,6,9,8,3,1,0,2,3,1,4,3,0,3,3,3,0,0,0,0,4,0,3,0,2,3,2,3,3,3,2,0,1,0,2,0,0,0,2,0,0,3,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,3,0,6,7,5,0,1,3,2,4,0,4,5,5,5,3,4,5,0,6,7,7,0,0,6,5,4,1,3,4,1,2,0,3,2,3,0,4,5,4,5,0,6,4,9,3,2,2,3,0,0,0,0,1,0,0,0,0,0
2022-03-16 07:00:00,9,16,19,17,13,1,3,6,6,7,9,10,13,11,13,10,15,17,19,21,43,46,47,45,37,35,5,0,4,5,3,4,7,10,9,10,11,12,17,19,28,47,55,60,58,57,53,21,46,7,6,2,1,1,2,0,0,0,0
2022-03-16 08:00:00,8,9,10,13,8,3,7,14,15,7,18,18,19,18,15,19,20,17,27,26,27,29,27,28,24,19,17,18,16,17,4,2,5,6,5,2,1,0,3,6,3,2,9,8,7,5,11,10,12,6,0,4,0,3,0,2,0,0,0
2022-03-16 09:00:00,0,1,1,7,11,2,3,0,4,2,5,5,5,9,9,10,12,11,12,13,12,13,11,12,9,5,3,5,3,3,2,2,3,0,3,5,2,3,5,3,7,7,8,6,10,0,7,8,7,6,5,1,3,1,0,1,0,0,0
2022-03-16 10:00:00,0,0,0,0,0,0,3,4,6,0,2,6,0,7,6,7,7,6,5,4,0,5,4,6,4,0,4,3,3,1,1,1,0,2,3,0,1,2,5,4,2,2,0,3,4,3,0,2,3,1,4,0,2,1,0,0,0,0,0
2022-03-16 11:00:00,2,1,0,3,2,2,1,3,0,0,0,0,4,3,4,5,7,6,8,9,8,8,3,9,5,5,4,3,1,5,3,1,1,0,0,3,3,0,5,6,4,0,5,4,5,0,4,0,3,1,0,0,0,1,0,0,0,0,0
2022-03-16 12:00:00,0,1,0,0,0,0,1,2,3,0,2,4,5,1,7,0,7,8,9,8,10,13,0,1,12,2,0,2,1,2,2,4,0,3,0,6,7,4,3,8,9,9,8,7,7,2,6,5,4,3,6,2,2,4,0,0,2,1,0
2022-03-16 13:00:00,1,1,0,0,0,0,2,4,5,3,5,6,7,6,5,5,6,0,8,9,6,11,4,9,0,9,5,4,4,5,5,5,6,0,6,7,7,6,9,8,8,9,8,7,7,0,0,0,6,5,2,4,1,0,0,0,0,0,0
2022-03-16 14:00:00,2,0,0,4,0,2,3,4,3,4,5,3,8,9,8,5,1,3,4,6,9,5,7,6,4,5,6,1,2,2,3,7,9,9,8,8,0,7,10,2,11,11,12,11,8,6,7,6,5,5,1,4,2,1,0,0,1,0,0
2022-03-16 15:00:00,0,0,1,4,0,2,2,4,13,14,15,14,14,15,10,0,9,10,6,8,9,7,0,6,5,6,5,0,0,4,5,2,3,4,10,23,29,32,33,32,29,24,19,15,16,14,9,10,9,5,4,7,3,3,4,3,0,1,0
2022-03-16 16:00:00,12,11,0,9,7,4,11,13,21,3,0,18,17,10,5,6,4,0,3,4,4,5,6,3,7,4,0,2,1,0,0,3,1,0,5,12,13,0,11,11,10,11,10,11,9,11,10,0,4,10,7,5,2,8,3,7,6,1,0
2022-03-16 17:00:00,2,0,0,0,0,1,2,3,5,0,5,0,4,0,4,6,0,0,8,9,6,11,0,8,4,7,5,3,4,6,3,5,3,4,6,10,11,0,18,17,15,13,14,14,14,13,9,7,6,3,2,0,0,4,0,1,0,3,0
2022-03-16 18:00:00,0,0,0,2,2,4,5,7,7,0,8,9,10,7,7,6,7,0,8,9,10,9,9,8,7,4,3,3,4,5,12,18,19,18,17,21,0,0,23,23,18,14,12,12,19,17,16,7,5,4,4,1,2,7,0,6,5,3,0
2022-03-16 19:00:00,1,2,0,7,0,2,1,3,9,7,8,4,7,4,4,3,3,4,5,0,6,5,0,4,6,0,3,4,0,3,3,4,1,0,5,5,6,7,9,10,7,8,10,8,7,6,0,14,12,10,8,1,0,16,14,15,12,9,0
2022-03-16 20:00:00,0,1,0,0,2,1,2,0,3,4,0,5,7,5,4,3,2,3,4,0,5,4,0,0,0,2,1,0,0,0,2,7,6,9,10,12,11,6,10,8,7,6,9,10,2,9,7,1,6,3,2,0,0,6,5,3,2,0,0
2022-03-16 21:00:00,1,0,0,4,0,1,1,2,5,0,3,2,4,1,4,6,0,7,7,7,1,2,1,0,5,6,4,3,3,3,5,6,7,0,9,3,11,10,0,11,12,11,12,11,7,6,6,5,4,2,1,1,0,4,0,0,0,1,0
2022-03-16 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,5,0,7,7,6,5,4,4,0,3,0,0,0,2,0,0,0,1,0,0,2,0,0
2022-03-16 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,6,7,8,6,5,1,0,2,0,2,3,0,1,1,4,0,0,0,3,4,0,3,0,0,2,2,3,4,1,3,0,0,0,1,3,4,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,4,0,0,5,1,0,1,2,0,3,0,2,4,2,5,3,0,3,0,4,5,7,0,3,6,5,3,0,2,3,2,1,0,0,0,0,1,1,3,4,4,8,0,4,3,2,1,0,1,0,0,2,0,1,0,0,0,0,0
2022-03-17 07:00:00,9,0,11,14,16,2,4,8,9,0,9,10,14,13,11,12,17,19,21,24,48,51,49,17,46,11,5,4,3,5,2,4,9,8,8,9,12,10,12,13,19,31,38,45,45,44,21,43,18,5,4,4,1,3,3,4,0,0,0
2022-03-17 08:00:00,6,8,9,8,7,3,5,9,13,14,16,17,22,17,19,22,25,24,28,27,29,29,28,27,22,19,19,9,16,14,3,3,4,5,5,0,6,5,4,5,5,4,3,15,14,13,13,13,12,6,7,6,2,5,5,3,2,0,0
2022-03-17 09:00:00,3,5,0,14,13,1,4,5,2,6,6,0,6,9,9,7,8,0,10,11,12,9,13,14,12,6,5,4,4,4,2,6,7,0,9,7,9,7,7,8,9,11,4,4,5,10,9,9,6,6,5,4,3,3,0,2,0,0,0
2022-03-17 10:00:00,3,2,3,4,3,1,3,5,1,6,0,6,5,7,8,8,10,6,10,7,8,10,10,9,8,4,3,2,0,1,1,0,4,5,4,6,0,0,6,7,6,0,9,8,7,6,6,9,6,4,5,3,2,1,1,0,0,0,0
2022-03-17 11:00:00,2,0,0,3,4,0,1,2,3,2,2,0,4,2,2,0,2,0,3,4,4,5,7,7,5,3,0,1,2,2,1,3,0,2,2,3,4,3,1,5,0,0,1,5,4,1,3,5,2,3,4,3,1,3,2,1,0,0,0
2022-03-17 12:00:00,0,0,1,6,6,2,1,3,2,0,0,4,3,0,3,6,0,0,9,9,8,8,5,6,4,4,1,0,0,2,4,3,0,4,5,6,6,7,8,6,5,2,7,6,5,0,2,0,6,1,5,4,1,2,0,3,0,2,0
2022-03-17 13:00:00,2,3,4,5,0,1,1,3,0,4,3,3,4,5,6,5,6,0,5,6,3,5,6,6,5,4,3,4,3,3,0,4,3,4,6,8,0,6,8,11,10,4,11,10,12,0,10,12,11,7,6,4,3,1,0,0,2,0,0
2022-03-17 14:00:00,3,0,1,1,0,2,2,4,0,4,5,4,5,4,6,6,4,0,7,8,10,8,3,7,5,4,3,5,2,0,4,4,3,0,4,5,6,5,8,7,8,7,5,7,8,6,9,13,11,10,4,9,7,2,1,0,1,0,0
2022-03-17 15:00:00,0,0,0,7,6,3,7,3,4,0,9,0,5,6,6,0,0,5,7,6,7,7,6,9,8,5,4,3,2,2,2,4,0,3,4,17,11,16,12,11,17,11,8,10,15,14,4,15,13,10,8,7,6,2,0,1,1,0,0
2022-03-17 16:00:00,4,8,0,8,7,0,3,5,20,21,23,23,21,15,12,15,14,12,4,13,15,10,11,10,9,7,4,4,2,1,1,4,6,8,14,22,23,18,18,17,0,3,12,10,8,6,4,3,4,3,2,2,0,7,7,8,6,4,0
