Unnamed: 0,1_양천공영차고지,2_신정현대아파트,3_양천고등학교,4_정랑고개.양천벤처타운,5_신트리아파트,6_신트리공원.목동아파트11단지,7_목동12단지,8_양천구민체육센터.양천일자리센터,9_양천구청,10_양천공원,11_목동중학교,12_목동8단지.한전,13_목동8단지지하도,14_서울남부지방법원.서울남부지방검찰청,15_진명여고,16_목동역.홍익병원,17_홍익병원목동관,18_금호어울림.대원칸타빌아파트,19_목동3단지후문,20_영도초등학교,21_신목중학교.목동2단지후문,22_월촌초등학교,23_목원초등학교.서울지방식품의약품안전청,24_신목동역2번출구,25_신목동역.서울지방식품의약품안전청,26_월촌중학교.목동1단지,27_목동5단지B상가.목5동주민센터,28_목동이대병원.목동6단지앞,29_한신아파트.선유도역,30_선유도역.롯데제과,31_당산역,32_당산역,33_선유도역.롯데제과,34_한신아파트.선유도역,35_월촌중학교.목동1단지,36_목동5단지B상가.목5동주민센터,37_목동이대병원.목동6단지앞,38_목동YMCA.서울에너지공사,39_목동한신청구아파트,40_목원초등학교.서울지방식품의약품안전청,41_신목동역2번출구,42_신목동역,43_신목동역1번출구,44_목원초등학교.서울지방식품의약품안전청,45_월촌초등학교.우성아파트,46_신목중학교,47_목동스카이아파트.목동3단지,48_금호어울림.대원칸타빌아파트,49_목동사거리,50_목동역.홍익병원,51_진명여고,52_서울남부지방법원.서울남부지방검찰청,53_양천구청.양천보건소,54_양천문화회관.양천일자리센터,55_목동10단지상가,56_신트리공원,57_신트리아파트,58_정랑고개.양천벤처타운,59_금옥중.금옥여고.백암고등학교,60_신정현대아파트.서부트럭터미널,61_양천공영차고지
2022-04-01 07:00:00,1,5,11,16,15,17,18,17,16,14,16,17,0,15,7,10,9,10,12,19,27,33,25,3,4,7,20,26,18,17,3,9,6,7,5,3,1,3,5,4,1,1,1,4,7,18,31,41,39,31,13,12,15,20,30,37,36,33,2,1,0
2022-04-01 08:00:00,6,11,18,20,27,19,29,28,26,21,18,3,0,17,11,13,15,15,18,21,24,32,24,3,6,8,15,18,14,13,8,29,11,9,5,7,3,3,7,6,2,3,3,4,5,12,19,31,35,26,33,31,13,11,6,10,8,5,2,1,0
2022-04-01 09:00:00,1,6,9,9,13,13,9,7,11,10,3,11,0,12,10,7,7,6,4,5,6,7,10,5,4,4,7,8,6,12,2,4,5,6,5,4,2,0,1,1,0,2,3,4,4,10,13,14,11,12,16,15,8,4,3,2,3,2,2,1,0
2022-04-01 10:00:00,1,2,5,7,9,10,9,10,8,6,8,11,12,11,10,7,3,8,7,7,8,7,5,2,0,4,6,9,8,4,3,5,3,3,0,0,3,0,1,0,0,1,4,3,4,5,9,10,12,8,5,1,4,3,0,3,1,2,2,1,0
2022-04-01 11:00:00,1,2,5,3,4,0,8,7,6,5,1,7,6,5,7,8,9,8,6,6,3,5,2,2,4,1,4,5,4,3,1,2,1,3,2,1,2,0,1,0,4,0,12,2,3,7,9,7,9,7,5,5,5,4,6,5,5,2,0,0,0
2022-04-01 12:00:00,2,4,6,0,5,7,6,6,4,2,4,3,1,4,6,5,4,4,3,5,5,7,6,2,3,1,4,2,1,0,1,5,4,5,3,2,3,0,0,1,0,5,4,6,3,7,7,5,6,6,9,8,7,3,3,5,4,5,2,0,0
2022-04-01 13:00:00,1,2,4,5,6,2,9,6,10,8,9,7,0,7,5,11,13,11,11,9,8,9,5,4,4,3,5,5,4,0,3,4,5,4,2,1,1,1,0,1,0,0,2,2,3,6,7,10,11,7,10,7,8,7,5,0,4,4,1,0,0
2022-04-01 14:00:00,2,4,6,6,7,10,9,10,13,11,11,13,0,6,9,11,8,8,5,9,8,7,5,3,4,3,4,6,6,5,2,5,7,7,7,2,5,0,1,0,0,0,5,0,6,10,12,12,12,7,10,9,7,7,4,4,4,0,1,0,0
2022-04-01 15:00:00,0,6,32,32,35,34,31,27,21,17,14,16,19,19,47,47,43,42,31,24,15,15,9,7,3,4,5,6,4,5,2,5,5,4,6,5,5,0,0,0,0,4,6,9,6,9,21,22,23,22,22,17,10,7,8,8,4,4,2,0,0
2022-04-01 16:00:00,1,24,42,43,43,43,35,26,19,11,11,13,14,6,13,14,15,13,8,13,12,12,7,5,6,2,7,6,7,5,3,7,6,4,3,3,3,0,0,1,1,1,3,3,6,11,13,13,9,6,5,4,12,9,8,8,6,4,3,2,0
2022-04-01 17:00:00,4,9,14,15,17,19,17,17,17,15,13,13,14,14,15,22,15,22,16,11,14,9,6,5,6,5,9,13,10,8,2,5,3,6,3,1,4,0,3,0,2,4,8,10,5,12,14,15,13,8,14,12,12,11,9,7,7,2,3,1,0
2022-04-01 18:00:00,2,5,10,11,13,13,10,12,11,10,11,12,13,14,13,22,19,10,7,7,6,4,5,3,6,5,11,11,11,12,8,12,13,14,11,8,6,0,0,7,5,0,14,10,13,15,21,19,10,8,17,19,21,17,18,17,12,10,8,5,0
2022-04-01 19:00:00,0,4,5,3,6,9,8,8,5,4,5,6,6,9,10,21,19,12,6,5,5,3,3,4,6,4,5,3,4,6,7,9,9,15,12,7,4,2,3,3,4,5,9,7,8,8,11,14,12,7,13,12,13,13,14,11,13,11,7,2,0
2022-04-01 20:00:00,0,1,1,3,2,0,2,2,0,0,4,5,4,0,7,9,8,7,6,5,3,4,3,2,3,2,1,2,1,2,2,4,4,5,4,4,2,0,0,0,0,1,7,0,6,5,7,8,9,9,10,7,12,13,15,12,9,7,3,1,0
2022-04-01 21:00:00,1,1,2,2,3,0,4,4,4,5,4,5,0,1,8,13,13,10,8,6,4,3,1,0,2,2,5,5,3,0,6,3,1,7,3,2,2,1,0,1,2,1,3,0,2,7,5,8,6,5,11,10,3,8,7,6,5,3,2,1,0
2022-04-01 22:00:00,0,1,2,0,0,2,6,11,5,0,0,10,7,6,9,13,16,11,11,8,4,3,3,1,3,1,4,5,4,2,4,5,8,9,7,4,2,2,1,3,2,1,5,0,3,9,11,10,12,8,11,10,14,14,15,14,14,12,6,1,0
2022-04-01 23:00:00,0,1,1,0,1,0,2,2,4,1,5,7,0,6,8,14,15,13,11,9,6,5,3,5,7,6,7,6,2,1,5,6,2,5,4,2,1,2,0,1,0,1,3,4,2,2,4,2,5,3,7,7,8,7,5,6,4,2,2,0,0
2022-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 05:00:00,2,0,2,2,3,1,0,2,2,0,0,0,0,1,2,3,2,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 06:00:00,0,2,0,1,4,0,3,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,2,3,1,1,0,0,0,2,0,0,0,0,0,0,0
2022-04-02 07:00:00,0,3,0,2,2,0,4,3,4,0,5,0,0,4,3,3,3,4,2,2,5,1,4,1,3,4,5,4,3,1,2,2,3,0,2,0,0,0,0,0,1,2,1,0,0,2,5,6,7,6,6,5,4,0,0,3,0,0,1,0,0
2022-04-02 08:00:00,2,5,8,10,14,14,14,2,7,6,5,1,0,6,6,4,4,6,5,4,5,4,3,3,4,5,6,9,6,5,4,1,0,0,0,0,0,0,0,0,0,1,0,3,3,7,9,11,9,10,14,13,7,6,6,5,4,2,2,0,0
2022-04-02 09:00:00,2,4,8,11,15,12,13,12,10,6,8,6,0,6,7,7,7,6,6,5,6,6,3,1,1,0,3,1,2,0,2,2,4,0,0,0,0,0,0,0,0,0,2,3,6,9,14,17,16,14,14,7,10,8,0,6,5,1,2,1,0
2022-04-02 10:00:00,1,4,3,5,4,0,5,4,3,2,0,6,4,5,7,10,10,11,6,7,8,11,9,2,3,3,5,5,3,5,1,4,5,4,3,2,4,0,3,2,2,4,5,6,7,7,12,13,16,10,7,5,6,5,6,0,5,0,1,0,0
2022-04-02 11:00:00,2,3,6,8,13,14,13,12,10,9,7,7,0,4,6,8,7,7,7,8,9,8,7,5,3,3,9,9,7,2,1,3,2,3,4,1,0,0,0,0,0,1,0,0,4,4,6,7,6,7,6,0,7,6,7,4,2,1,0,2,0
2022-04-02 12:00:00,2,5,6,5,6,5,6,7,9,8,1,2,3,5,7,10,7,12,8,5,4,6,5,0,1,2,4,5,4,5,5,6,7,7,6,2,2,0,2,1,0,2,2,3,3,8,11,8,12,11,11,9,7,8,4,7,3,4,3,1,0
2022-04-02 13:00:00,2,5,9,11,13,6,13,12,13,13,6,14,15,15,12,14,12,13,12,14,13,14,12,4,5,2,11,15,11,10,5,9,4,11,7,5,2,0,0,0,0,3,6,4,9,9,13,11,11,12,14,12,9,4,8,6,5,3,2,0,0
2022-04-02 14:00:00,0,2,4,3,6,8,10,8,7,3,6,3,0,2,5,12,10,10,7,6,4,3,3,3,5,6,8,10,4,8,3,5,4,2,2,0,1,0,2,0,0,1,4,3,6,8,9,10,11,8,8,0,8,7,9,7,5,2,1,1,0
2022-04-02 15:00:00,7,3,3,4,5,0,5,6,6,5,7,3,3,0,3,7,7,6,5,5,5,6,3,2,0,0,7,0,5,1,4,6,3,4,2,0,1,0,0,0,0,0,3,0,2,5,7,7,5,4,9,8,7,6,8,5,7,5,4,0,0
2022-04-02 16:00:00,1,5,7,8,13,0,15,0,14,12,11,9,8,8,3,4,4,5,5,5,6,5,5,3,3,0,9,11,7,6,3,3,2,0,3,1,2,3,2,1,0,1,5,5,7,8,7,5,6,4,6,3,4,4,7,5,4,3,0,3,0
2022-04-02 17:00:00,1,2,4,4,6,5,9,10,9,10,9,5,6,5,5,10,9,7,6,4,7,8,5,2,1,3,11,12,9,8,3,7,5,3,1,0,2,0,1,0,0,0,13,5,12,13,11,11,9,4,4,0,9,10,11,13,12,4,5,3,0
2022-04-02 18:00:00,0,3,2,3,4,0,2,3,3,4,0,3,5,8,6,8,7,6,3,2,0,3,1,0,1,0,5,6,7,0,5,7,8,14,9,7,1,4,5,2,1,6,7,6,9,10,11,10,5,5,7,8,9,10,9,0,7,0,5,2,0
2022-04-02 19:00:00,0,0,1,1,4,5,6,5,4,1,0,2,4,0,7,9,10,7,7,6,2,3,2,0,3,1,3,3,1,1,5,6,5,1,0,3,2,3,0,0,2,0,3,1,5,6,7,7,5,4,7,0,6,0,4,5,4,0,3,0,0
2022-04-02 20:00:00,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5,6,5,4,3,4,1,1,1,2,0,0,3,4,1,2,0,1,2,3,0,3,2,0,0,0,0,2,5,0,4,6,5,4,2,1,5,5,8,9,11,9,7,3,1,0,0
2022-04-02 21:00:00,0,2,0,0,1,0,0,3,2,0,3,2,0,2,4,11,9,6,4,0,4,1,4,0,0,4,6,3,0,5,2,3,4,7,5,2,1,0,0,3,0,1,4,0,0,3,0,0,2,1,4,5,11,13,3,2,1,1,0,0,0
2022-04-02 22:00:00,0,0,1,0,1,0,0,3,4,0,0,2,5,6,10,13,11,6,4,4,1,1,0,0,0,1,5,3,0,2,4,2,4,4,5,4,1,0,3,0,0,0,0,2,5,5,8,6,4,4,8,2,10,11,14,13,10,8,5,0,0
2022-04-02 23:00:00,0,1,0,0,0,1,0,2,0,3,4,4,0,1,5,14,8,6,4,2,1,0,1,0,0,1,2,4,3,5,5,7,6,0,4,3,3,0,2,0,3,2,3,1,2,1,3,2,3,2,9,8,7,8,5,2,2,0,1,0,0
2022-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 05:00:00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 06:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,0,1,2,0,1,2,3,1,0,0,2,0,0,1,0,0,1,0,2,3,4,3,0,2,2,3,2,0,0,1,0,2,0,1,0,0
2022-04-03 07:00:00,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,2,1,0,1,1,0,0,2,3,9,1,0,1,1,3,1,2,1,0,0,0,0,1,0,0,0,0,1,1,4,4,1,3,0,0,0,2,0,2,1,0,0,0
2022-04-03 08:00:00,0,0,2,3,5,0,1,4,0,2,0,3,0,3,2,3,4,3,3,4,5,2,4,3,0,3,4,5,8,4,1,3,2,1,0,0,0,0,0,0,0,0,2,1,0,2,3,6,8,5,5,6,3,2,3,0,3,3,0,1,0
2022-04-03 09:00:00,2,10,12,14,16,17,15,13,7,5,0,4,0,5,6,4,3,2,3,3,5,3,3,2,1,0,3,0,3,3,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,3,5,4,8,7,8,5,3,2,2,1,1,0,0,0,0
2022-04-03 10:00:00,1,4,7,9,14,13,11,0,10,8,5,0,0,6,6,5,5,5,3,6,5,6,5,2,0,3,3,0,4,3,1,0,0,1,1,0,0,0,0,0,0,0,3,1,0,2,7,4,6,3,5,5,4,2,1,0,3,1,0,0,0
2022-04-03 11:00:00,1,4,8,5,9,6,11,9,6,6,8,9,0,9,5,11,9,8,4,3,5,6,4,2,3,4,5,6,4,2,2,3,0,1,2,2,0,0,1,0,0,0,1,0,0,3,7,2,6,5,7,3,5,1,6,0,2,0,0,1,0
2022-04-03 12:00:00,2,5,0,0,0,2,0,8,6,7,5,0,0,0,5,6,6,4,5,6,8,9,8,3,2,2,7,12,9,8,2,6,6,4,1,0,0,1,0,0,1,0,2,1,3,8,10,16,7,10,3,4,2,2,2,1,0,5,0,5,0
2022-04-03 13:00:00,2,2,8,9,10,0,10,11,2,10,9,11,0,3,8,6,6,7,5,2,11,9,7,4,0,4,9,10,8,4,3,6,4,7,5,5,2,1,3,0,1,0,2,1,4,10,10,6,12,4,10,11,9,8,10,11,10,9,4,0,0
2022-04-03 14:00:00,2,0,4,0,3,0,5,7,3,0,7,2,0,0,5,6,6,5,6,7,4,4,2,0,3,3,4,7,5,0,2,4,5,10,8,2,3,0,0,0,0,0,1,0,2,4,6,7,8,6,6,3,9,0,7,5,3,4,3,1,0
2022-04-03 15:00:00,1,3,6,8,5,5,7,8,2,6,4,7,7,4,6,6,5,5,4,6,6,5,5,4,0,3,9,10,8,6,3,5,3,5,2,2,1,4,6,4,1,2,4,4,1,5,5,4,9,4,10,6,12,11,10,12,9,8,1,0,0
2022-04-03 16:00:00,1,2,4,0,6,0,6,7,7,10,9,6,10,0,9,12,13,8,5,4,4,6,2,2,2,1,3,6,5,4,3,2,1,2,1,3,1,0,4,0,1,2,7,0,0,4,4,6,5,2,3,0,5,5,6,0,0,5,1,0,0
2022-04-03 17:00:00,0,1,2,0,3,0,4,7,8,6,0,0,4,7,8,12,8,6,5,3,3,3,2,2,2,5,8,3,7,4,1,4,1,5,3,2,0,3,0,0,4,0,2,0,3,4,5,7,7,4,7,0,5,1,0,0,2,0,0,0,0
2022-04-03 18:00:00,1,3,4,2,5,0,6,7,5,5,5,6,0,6,5,10,6,4,3,5,7,0,2,1,2,0,2,2,1,1,5,6,7,12,8,7,0,0,0,0,0,0,2,0,1,2,4,3,6,1,9,1,7,6,5,5,6,0,2,1,0
2022-04-03 19:00:00,1,2,0,0,1,0,1,0,2,0,1,3,4,0,4,6,0,3,1,0,1,2,1,0,0,0,2,3,2,0,2,4,1,3,0,4,2,0,0,3,2,0,4,0,5,7,8,5,6,4,5,2,6,4,5,4,3,1,0,0,0
2022-04-03 20:00:00,0,2,2,3,1,0,1,0,2,2,0,0,0,0,3,4,2,3,1,0,0,0,0,0,1,0,0,3,1,1,3,6,5,6,5,4,2,0,1,0,0,0,3,3,2,0,0,2,3,0,5,4,5,4,5,3,4,0,1,0,0
2022-04-03 21:00:00,0,0,1,0,1,2,0,3,1,0,4,4,0,0,5,8,7,4,2,3,0,0,2,1,0,2,2,7,5,3,3,4,9,8,6,4,2,0,0,1,0,0,5,6,0,3,2,2,1,1,7,6,5,6,7,6,4,2,2,0,0
2022-04-03 22:00:00,0,2,0,0,1,0,1,2,2,4,0,6,7,4,6,9,10,8,7,3,1,2,3,0,5,0,5,6,3,1,1,3,4,6,2,4,1,2,3,2,4,0,5,3,0,2,3,7,8,3,5,0,9,4,7,3,5,0,3,0,0
2022-04-03 23:00:00,1,0,1,0,0,0,2,0,2,1,3,0,0,0,4,6,6,8,5,4,3,3,2,1,0,0,1,1,1,0,3,4,3,3,0,0,1,0,0,0,1,0,1,0,2,1,3,1,0,2,4,5,3,0,1,4,3,2,1,0,0
2022-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 05:00:00,0,2,5,3,6,7,5,0,5,1,0,0,3,0,2,3,4,5,4,4,3,6,4,0,0,0,1,2,1,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 06:00:00,0,2,1,3,8,1,1,6,0,4,2,3,5,4,4,5,3,7,5,11,10,14,12,1,1,1,5,4,3,4,1,3,2,1,4,5,2,1,2,1,0,0,1,2,3,5,5,9,10,7,3,1,2,0,3,0,3,1,0,0,0
2022-04-04 07:00:00,1,3,8,9,11,12,15,16,15,16,8,17,18,17,10,12,11,13,13,17,24,31,29,4,5,11,20,26,16,15,15,22,12,7,5,5,2,1,3,0,2,1,3,5,11,24,33,45,46,45,25,23,20,23,29,34,4,31,1,0,0
2022-04-04 08:00:00,11,22,30,32,36,37,37,23,21,17,16,15,11,16,16,19,20,25,20,22,30,33,27,5,9,10,19,22,20,18,25,37,16,10,5,6,2,4,5,0,0,0,1,2,3,9,18,25,30,26,31,30,15,14,15,10,11,11,6,4,0
2022-04-04 09:00:00,4,6,5,8,11,12,11,10,9,7,5,8,9,8,10,9,7,8,7,8,11,14,11,4,7,5,6,11,7,5,2,7,3,3,2,4,2,0,3,0,1,2,2,1,2,5,9,10,10,12,10,8,7,7,7,2,8,6,0,0,0
2022-04-04 10:00:00,1,2,4,1,6,5,7,8,7,7,6,6,4,3,6,6,7,9,6,4,6,4,5,3,0,0,3,6,3,2,3,4,4,5,1,4,2,0,3,1,0,2,0,0,1,8,8,9,8,3,1,0,4,2,1,3,0,0,2,0,0
2022-04-04 11:00:00,4,5,7,4,8,5,7,5,9,0,9,8,9,4,8,9,7,8,5,6,7,6,3,2,3,2,7,9,6,7,2,5,6,6,5,4,2,0,0,0,1,2,3,2,1,4,6,8,11,8,8,6,3,5,0,4,2,1,1,0,0
2022-04-04 12:00:00,1,2,3,5,5,6,8,7,7,5,6,4,0,0,8,9,8,9,8,6,5,6,0,2,0,0,3,5,1,3,2,4,1,3,3,3,4,3,4,0,0,0,2,2,2,5,8,8,10,5,3,2,5,0,6,4,4,2,0,0,0
2022-04-04 13:00:00,2,2,3,4,5,0,5,6,7,4,10,6,0,10,9,8,9,7,6,3,4,5,3,0,5,4,6,8,4,7,3,3,4,5,4,3,2,0,3,3,0,2,4,3,6,7,10,9,8,8,7,8,6,5,6,3,2,0,0,0,0
2022-04-04 14:00:00,3,2,6,5,9,8,10,9,11,9,10,7,11,3,8,9,8,5,6,5,5,3,2,3,3,3,2,3,3,3,2,3,4,8,7,6,4,3,4,0,2,2,4,4,5,7,13,12,13,9,7,6,3,7,9,3,5,4,1,0,0
2022-04-04 15:00:00,2,4,13,5,9,10,11,10,9,8,10,7,8,7,12,14,13,9,9,16,15,13,7,6,7,3,5,9,8,5,3,7,7,7,6,4,9,5,9,0,7,6,5,7,9,15,19,22,18,16,16,15,12,9,10,7,5,4,2,0,0
2022-04-04 16:00:00,2,23,53,51,51,47,41,34,27,20,19,17,26,29,46,46,42,43,30,26,24,17,13,11,12,8,7,7,4,2,5,8,7,8,6,5,6,6,2,0,1,6,7,6,7,10,15,12,10,8,13,12,9,7,9,8,7,4,1,0,0
2022-04-04 17:00:00,3,12,19,6,23,24,22,21,17,19,18,18,17,19,20,16,15,13,8,7,5,3,2,1,4,2,4,6,6,6,3,6,6,9,5,3,3,0,0,2,1,2,12,6,10,7,12,11,11,9,14,15,15,14,10,6,6,7,6,2,0
2022-04-04 18:00:00,2,3,7,9,10,11,10,14,22,20,21,25,26,27,24,34,35,28,21,14,9,6,6,5,8,6,6,8,9,10,13,18,22,22,5,5,6,3,3,5,4,5,15,14,8,10,12,14,11,9,27,28,27,25,24,20,15,15,6,2,0
2022-04-04 19:00:00,3,6,9,10,13,12,10,10,12,11,9,10,0,0,8,18,14,10,13,11,7,5,1,0,4,3,5,5,5,8,9,15,16,18,16,8,3,4,3,3,4,5,14,15,12,14,11,5,5,4,15,7,18,18,16,14,11,10,4,1,0
2022-04-04 20:00:00,0,0,4,0,3,6,7,5,9,5,7,4,0,5,6,13,13,8,5,6,6,2,1,1,3,3,2,2,0,3,8,9,10,11,3,3,3,2,1,0,2,2,7,7,6,5,6,8,6,5,11,2,12,11,11,10,8,6,5,0,0
2022-04-04 21:00:00,1,1,3,2,3,5,6,9,4,8,0,0,0,6,9,18,17,12,11,7,6,7,3,3,3,4,5,5,4,2,3,6,8,9,6,8,7,0,6,0,5,5,5,6,6,8,10,8,9,10,14,13,17,15,14,12,9,8,3,0,0
2022-04-04 22:00:00,1,0,3,0,2,0,3,5,4,4,5,7,6,9,14,20,16,12,8,7,3,1,3,2,4,3,7,1,6,4,2,3,4,5,4,3,1,0,0,2,0,0,6,4,5,9,8,4,9,7,12,0,23,25,25,4,21,14,8,0,0
2022-04-04 23:00:00,0,0,1,0,1,0,3,5,2,4,0,2,0,5,6,10,8,6,5,7,5,3,2,1,0,0,0,5,3,3,4,5,7,7,4,3,2,0,0,1,0,0,3,0,3,5,7,6,5,3,6,2,4,4,5,4,3,2,2,0,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,2,1,4,5,6,6,4,7,8,6,0,0,0,4,6,1,2,0,4,2,4,5,3,2,1,0,0,0,0,0,0,2,4,5,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 06:00:00,2,3,1,1,3,1,4,5,5,4,3,5,0,5,5,6,5,7,6,11,13,15,12,1,2,2,4,8,4,5,2,8,6,6,0,4,0,1,3,0,2,1,1,2,2,5,5,10,11,8,6,5,5,6,8,5,4,7,0,0,0
2022-04-05 07:00:00,1,5,9,10,12,11,17,16,15,14,14,18,18,17,8,9,6,11,12,14,22,29,27,5,6,11,20,26,22,20,3,6,3,3,4,2,1,1,2,0,1,1,0,5,7,25,36,45,40,33,19,18,16,17,18,20,19,10,4,4,0
