Unnamed: 0,1_은평공영차고지,2_덕은교.은평차고지앞,3_DMC첨단산업센터,4_MBC,5_SBS.YTN,6_공항철도디지털미디어시티역,7_디지털미디어시티역,8_청구아파트.참누리아파트,9_중동현대아파트,10_가좌행복주택.건영월드컵아파트,11_가좌역,12_월드컵아이파크,13_성산2교,14_성미약수터,15_경성중고.홍대부속여중고입구,16_성서초등학교,17_망원시장.망원동월드컵시장입구,18_기업은행서교동지점(최규하대통령가옥),19_성산초등학교입구,20_마포한강푸르지오,21_합정역,22_서울화력발전소입구,23_상수역,24_월드메르디앙아파트,25_한강밤섬자이아파트,26_서강해모로아파트,27_신수중학교,28_한국출판콘텐츠센터,29_신석초등학교,30_용강동주민센터,31_마포대교입구,32_마포역,33_공덕역,34_아현동주민센터,35_마포경찰서,36_아현초등학교,37_아현동가구단지,38_종근당.충정로역,39_한국경제신문사.서소문역사공원,40_서울역버스환승센터,41_남대문시장.회현역,42_남대문시장.회현역,43_한국경제신문사.서소문역사공원,44_충정로역2호선,45_아현초등학교,46_마포경찰서,47_아현동주민센터,48_공덕역,49_마포역,50_용강동입구,51_용강동주민센터,52_신석초등학교,53_래미안웰스트림아파트,54_신수중학교,55_서강해모로아파트,56_한강밤섬자이아파트,57_월드메르디앙아파트,58_상수역,59_서울화력발전소입구,60_합정역,61_메세나폴리스,62_성산초등학교입구,63_기업은행서교동지점(최규하대통령가옥),64_망원시장.망원동월드컵시장입구,65_성서초등학교,66_경성중고.홍대부속여중고입구,67_성미약수터,68_성산2교,69_월드컵아이파크,70_가좌역1번출구,71_가좌행복주택.건영월드컵아파트,72_중동현대아파트,73_청구아파트.참누리아파트,74_디지털미디어시티역,75_공항철도디지털미디어시티역,76_SBS.YTN,77_MBC,78_DMC첨단산업센터,79_덕은교.은평차고지앞,80_은평공영차고지(가상)
2022-03-05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,3,0,2,0,0,2,1,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,0,1,0,0,2,0,3,2,0,1,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,2,2,0,1,0,0,0,0,3,0,1,4,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 07:00:00,0,0,2,5,4,2,0,0,1,2,1,0,2,0,0,0,3,2,2,3,3,0,0,0,0,0,4,6,5,6,5,4,5,6,3,4,6,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,3,3,2,3,4,3,5,7,3,6,7,8,7,0,0,0,0
2022-03-05 08:00:00,0,0,0,0,1,1,0,0,2,4,2,0,5,4,0,6,8,0,6,5,6,0,5,0,2,0,3,5,7,5,3,2,6,5,8,7,8,7,3,6,1,0,0,0,0,1,1,0,2,2,4,4,5,6,5,0,4,4,3,2,1,0,2,2,1,0,0,2,2,2,2,1,0,1,2,1,0,0,0,0
2022-03-05 09:00:00,0,0,0,0,0,1,2,4,1,0,2,0,1,0,3,4,5,4,0,4,5,4,6,5,3,3,1,5,4,7,6,7,8,10,9,2,8,6,0,3,1,1,0,2,0,0,3,0,4,3,3,1,4,5,6,7,0,0,0,4,5,4,6,5,3,2,1,5,0,4,3,6,7,3,5,3,0,0,1,0
2022-03-05 10:00:00,0,0,0,4,0,3,2,0,3,4,4,3,8,10,12,13,9,5,8,7,10,8,6,0,0,0,6,10,11,10,8,6,0,4,9,10,11,12,12,10,0,1,0,1,4,5,3,1,3,7,0,9,10,6,0,6,0,7,5,4,4,0,3,2,3,2,0,4,0,3,3,2,2,3,1,2,1,0,0,0
2022-03-05 11:00:00,0,3,4,6,4,3,1,0,2,0,0,4,3,6,8,9,7,7,7,9,11,10,8,8,9,6,11,6,5,6,4,7,13,15,13,14,8,14,13,7,1,2,4,0,3,5,5,4,7,5,6,7,8,6,7,13,0,10,9,6,8,7,5,7,3,6,4,1,0,6,7,9,0,6,6,4,1,0,0,0
2022-03-05 12:00:00,0,0,2,3,2,2,5,6,7,8,8,8,10,9,0,11,9,10,8,11,9,6,8,0,6,0,7,14,11,9,10,9,9,8,13,12,12,11,11,5,0,8,8,10,9,9,1,0,3,2,4,0,8,7,5,8,10,11,0,7,7,0,5,7,4,0,5,2,0,0,1,0,0,0,4,3,0,0,0,0
2022-03-05 13:00:00,0,0,3,5,4,5,0,6,4,3,6,7,8,10,11,15,11,13,12,9,10,8,7,0,9,8,14,14,12,14,13,12,10,12,11,10,13,7,10,8,0,5,4,4,2,9,12,7,11,12,11,13,9,0,10,11,10,9,16,11,9,7,6,9,7,5,6,4,3,8,6,8,10,11,8,7,4,3,0,0
2022-03-05 14:00:00,0,1,0,5,4,6,1,6,9,8,7,5,10,12,15,14,18,22,23,17,16,15,13,12,11,0,10,11,11,4,10,8,0,12,11,12,11,10,2,1,0,3,6,5,5,0,6,5,8,4,8,12,10,12,11,13,10,8,10,12,12,11,10,7,4,6,5,5,0,5,4,4,4,5,5,3,0,0,0,0
2022-03-05 15:00:00,0,0,1,6,5,8,5,0,2,8,10,11,12,7,12,13,13,14,13,13,14,12,12,11,14,11,8,11,12,9,8,7,6,5,10,12,13,11,12,11,1,5,7,6,8,0,6,7,0,7,11,8,10,11,7,12,10,11,14,15,16,14,9,11,9,3,1,0,0,0,2,6,0,4,5,3,1,0,0,0
2022-03-05 16:00:00,0,0,0,3,6,5,4,6,6,9,8,8,10,6,12,14,14,14,14,11,13,12,9,8,9,7,9,8,10,9,8,6,5,4,8,6,6,6,8,7,2,16,17,19,10,21,22,21,21,0,16,14,14,12,0,11,0,12,13,14,19,18,20,17,13,10,12,11,0,8,8,0,6,7,7,6,4,3,0,0
2022-03-05 17:00:00,2,0,3,6,7,7,6,0,5,7,3,8,9,10,12,9,14,15,16,14,16,10,7,8,0,0,6,8,0,5,3,3,2,4,2,1,0,3,0,4,3,9,7,7,0,7,7,8,22,21,22,21,17,17,7,9,16,9,6,7,8,3,5,9,0,3,8,5,0,3,3,0,0,0,2,2,0,0,0,0
2022-03-05 18:00:00,0,0,1,4,4,3,4,4,4,5,0,0,7,8,10,12,11,11,0,12,15,13,6,5,8,3,4,6,7,7,6,6,5,4,6,3,4,6,7,2,1,5,6,8,6,8,8,7,8,6,0,10,7,6,5,7,2,8,11,11,13,12,12,11,10,7,5,7,6,4,5,6,5,5,5,3,3,2,1,0
2022-03-05 19:00:00,0,0,2,3,2,3,4,1,3,2,3,0,2,3,5,0,12,0,0,10,14,7,8,6,6,0,7,5,4,3,5,4,3,0,0,1,0,1,0,2,0,3,2,3,2,0,0,0,2,0,3,4,1,0,2,0,4,3,5,4,3,0,0,6,4,4,5,3,0,6,5,4,0,0,0,0,0,2,0,0
2022-03-05 20:00:00,0,0,1,4,0,3,1,0,0,2,1,0,1,0,3,0,4,6,5,6,7,6,9,0,6,6,9,8,7,6,2,6,4,0,2,0,3,0,2,0,0,2,0,3,0,3,0,0,5,6,0,5,3,0,0,4,5,0,9,10,8,6,5,8,0,7,0,3,3,0,1,1,0,0,0,2,0,0,0,0
2022-03-05 21:00:00,0,0,0,2,1,0,1,0,0,0,0,0,3,0,4,0,6,7,11,5,10,9,9,7,8,7,6,2,3,0,4,4,3,1,0,2,2,0,0,3,0,2,0,2,0,2,3,5,9,10,10,10,11,7,6,4,0,5,4,8,10,11,3,13,12,11,0,7,1,1,4,0,0,3,2,0,0,2,0,0
2022-03-05 22:00:00,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,0,0,3,1,0,4,6,7,0,6,6,4,5,4,3,1,2,4,3,1,1,0,0,0,0,0,3,5,3,5,4,4,0,8,11,11,10,7,10,9,0,5,11,13,12,17,18,17,16,15,12,9,0,8,6,7,4,0,6,4,3,1,0,1,0
2022-03-05 23:00:00,0,0,0,1,0,2,3,3,2,0,0,0,1,2,3,2,5,0,0,5,3,5,10,10,0,0,0,8,7,5,4,5,4,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,5,9,11,12,17,18,19,17,15,12,11,10,9,8,7,5,4,0,9,8,7,2,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,4,0,0,3,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,1,2,0,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0
2022-03-06 07:00:00,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,0,0,0,0,1,2,1,1,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0
2022-03-06 08:00:00,0,0,0,2,3,0,2,3,0,4,0,0,3,0,1,0,0,4,0,0,4,0,0,0,0,0,5,6,5,4,0,3,4,0,6,9,8,8,5,0,0,0,0,0,0,0,1,0,0,0,0,2,4,3,0,0,0,0,4,3,0,0,2,0,3,0,0,1,0,0,2,3,0,2,0,0,0,0,1,0
2022-03-06 09:00:00,1,2,3,2,0,1,2,2,1,0,2,3,4,3,4,5,6,0,4,5,6,2,7,5,7,0,6,8,8,7,13,12,11,0,11,11,6,0,5,2,0,1,2,3,1,4,0,3,2,0,3,0,2,0,0,0,0,0,0,2,3,2,0,0,0,0,1,0,0,1,2,3,3,1,1,2,1,0,0,0
2022-03-06 10:00:00,0,0,1,2,0,3,4,0,5,4,3,5,7,8,9,11,10,0,9,4,12,10,8,0,7,0,2,2,5,0,6,0,0,9,10,11,10,8,0,3,0,1,0,2,3,4,3,4,5,0,6,9,10,5,0,4,0,9,7,3,0,0,2,3,0,2,0,0,1,0,1,0,0,2,3,2,2,1,0,0
2022-03-06 11:00:00,0,0,0,2,0,1,0,0,0,5,4,1,5,2,0,3,5,3,4,0,4,1,5,0,0,1,6,0,3,5,6,8,8,5,4,4,4,5,0,3,0,1,0,2,4,5,4,3,3,4,6,5,5,6,0,8,0,8,0,3,2,0,1,2,4,2,1,0,2,6,6,7,6,5,5,3,0,2,0,0
2022-03-06 12:00:00,0,0,3,4,1,3,2,3,6,5,6,7,10,10,11,10,9,10,0,10,10,8,5,3,0,0,0,4,6,5,6,8,7,5,9,10,4,0,0,8,1,3,0,3,4,1,0,0,3,1,2,3,8,9,11,12,13,13,13,7,10,3,10,8,0,6,4,0,1,3,4,5,6,6,7,5,2,0,0,0
2022-03-06 13:00:00,0,2,0,6,0,2,1,3,5,6,3,0,0,0,0,0,11,12,13,12,11,14,16,3,14,0,12,9,4,9,6,3,2,4,6,7,3,0,2,1,0,4,0,4,5,0,6,3,6,0,8,7,7,8,0,10,11,12,12,7,7,0,5,6,4,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0
2022-03-06 14:00:00,0,0,0,3,4,2,1,3,0,4,0,0,8,9,13,7,13,11,11,10,12,11,9,0,8,0,0,4,6,0,4,4,4,7,8,9,11,5,4,5,2,3,0,4,6,4,3,2,6,6,7,6,7,8,6,7,0,0,0,1,4,5,0,7,0,6,2,4,3,2,0,3,0,0,3,0,0,0,0,0
2022-03-06 15:00:00,3,0,0,4,2,0,3,2,0,3,4,0,8,12,12,9,11,12,14,11,12,11,9,0,0,8,7,6,4,4,3,5,6,5,8,6,0,4,0,0,0,4,4,5,4,3,4,5,6,7,2,0,3,0,0,0,0,7,6,6,4,5,5,4,0,0,6,4,3,2,1,2,1,0,1,0,0,0,0,0
2022-03-06 16:00:00,0,0,3,4,0,4,4,0,2,3,3,0,0,4,9,10,7,8,0,2,5,9,7,5,0,6,6,6,6,0,7,0,0,0,4,7,3,0,6,6,2,4,6,5,0,4,3,0,4,5,7,3,8,3,7,8,7,8,9,2,8,6,6,8,5,4,2,0,0,0,0,4,0,0,3,2,0,0,0,0
2022-03-06 17:00:00,0,2,0,6,6,8,0,0,11,15,14,0,14,16,18,16,13,0,0,12,12,12,11,10,0,8,9,0,8,7,0,8,11,11,10,8,6,7,0,6,0,2,0,1,2,3,3,3,4,5,3,6,9,11,0,12,10,9,7,8,8,0,0,10,4,9,7,0,6,6,4,0,0,0,5,0,3,4,3,0
2022-03-06 18:00:00,0,0,0,2,0,2,1,0,0,0,2,0,8,11,13,15,10,9,7,6,7,4,2,0,0,8,8,7,5,3,2,1,0,1,3,0,0,0,4,2,0,7,6,3,4,2,4,5,5,4,5,4,0,6,8,0,10,0,10,6,9,7,9,8,7,5,0,6,0,0,4,1,0,0,1,0,0,0,0,0
2022-03-06 19:00:00,0,0,0,1,0,0,0,2,3,4,3,0,2,5,0,0,0,4,9,8,10,9,6,5,1,4,2,2,3,4,6,6,4,2,0,4,1,3,0,1,0,1,2,1,0,0,2,3,0,0,0,2,4,3,4,0,4,3,5,5,9,0,6,8,0,0,0,0,2,0,0,3,0,2,3,0,0,1,0,0
2022-03-06 20:00:00,0,0,0,7,6,9,6,0,0,4,0,0,0,0,4,5,5,4,5,5,7,6,0,0,0,0,2,3,2,0,1,0,2,0,4,2,3,1,2,1,0,0,3,4,0,5,4,3,4,1,2,5,4,0,4,5,0,0,5,4,7,0,8,9,7,6,5,3,0,0,3,0,0,0,4,4,4,3,0,0
2022-03-06 21:00:00,0,0,0,1,0,0,2,1,0,1,0,0,2,0,3,0,0,4,0,4,5,5,7,5,0,6,4,5,4,4,0,5,6,0,5,2,0,0,1,1,0,0,1,0,0,0,0,0,2,3,4,3,4,0,0,5,4,4,4,4,9,3,8,7,0,5,4,3,0,4,2,0,0,0,0,0,0,0,0,0
2022-03-06 22:00:00,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,3,8,4,6,5,4,2,4,0,5,0,0,4,0,0,2,1,2,3,2,0,0,2,1,0,1,0,0,1,3,4,3,4,0,4,0,6,6,4,11,12,9,10,9,7,5,6,4,6,5,3,0,2,3,2,1,0,0,0
2022-03-06 23:00:00,0,0,0,3,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,2,0,1,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,3,4,5,0,4,6,0,0,0,0,5,6,3,4,3,4,6,0,0,5,4,0,5,2,1,0,0,0,1,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,0,2,3,0,0,1,2,3,0,0,1,2,0,0,3,4,0,1,3,6,0,4,3,0,0,3,6,4,3,0,0,5,0,5,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,1,3,4,0,2,6,0,5,2,0,0,3,2,0,4,2,0,3,1,3,0,2,4,5,0,7,8,8,9,7,6,8,7,8,9,8,5,7,3,0,2,0,0,2,3,0,2,1,0,1,4,3,5,0,6,0,0,0,1,0,0,0,0,0,2,0,3,0,4,5,7,8,3,4,0,3,0,0,0
2022-03-07 07:00:00,0,0,0,4,3,2,4,5,5,6,5,7,5,7,5,4,7,8,2,6,8,0,8,8,5,0,5,7,10,9,4,3,4,10,12,7,12,11,10,3,1,0,0,5,1,2,1,0,1,0,0,3,7,6,7,8,0,0,9,8,9,10,11,10,6,7,9,10,11,12,17,26,24,18,19,13,8,1,0,0
2022-03-07 08:00:00,1,3,7,15,0,10,10,9,11,11,16,0,8,5,8,8,11,0,9,11,18,11,12,10,8,3,10,10,10,9,7,9,15,13,17,17,17,10,16,11,1,2,0,7,9,9,6,4,3,4,8,8,13,14,15,15,19,19,18,9,6,4,4,5,6,6,8,7,8,7,8,14,12,20,39,33,20,1,0,0
2022-03-07 09:00:00,1,0,2,4,3,2,1,2,4,3,5,6,3,5,6,8,9,8,7,5,10,7,7,6,5,0,8,11,14,17,15,10,12,14,11,11,0,12,10,7,0,1,1,0,3,5,3,4,8,8,11,7,4,7,0,8,9,9,10,9,10,9,11,9,7,5,4,6,0,8,0,9,10,19,19,16,18,0,0,0
2022-03-07 10:00:00,0,1,2,2,1,1,3,0,4,5,5,0,5,6,8,8,10,8,1,5,8,2,2,1,6,5,5,6,7,5,4,11,11,10,12,11,11,12,11,6,1,3,3,5,6,6,4,2,4,1,5,4,5,2,0,5,6,8,9,7,8,3,7,5,4,3,2,1,0,3,3,5,3,4,6,3,3,0,0,0
2022-03-07 11:00:00,0,0,1,3,0,1,0,0,2,0,1,0,6,6,3,0,5,4,0,2,4,0,5,4,4,0,4,5,7,7,1,6,0,8,7,3,8,7,8,7,1,3,0,5,0,6,6,5,4,3,2,3,4,5,5,6,2,0,4,4,5,0,3,4,3,4,1,0,0,3,2,0,0,3,3,1,3,0,0,0
2022-03-07 12:00:00,0,1,1,7,0,7,6,0,7,2,8,9,7,7,8,9,10,7,8,8,5,4,5,0,6,3,0,7,0,6,5,4,1,4,8,8,0,9,0,9,0,4,6,7,0,6,4,5,6,7,7,4,5,7,0,8,4,3,6,6,6,0,5,5,5,0,1,3,0,2,0,1,0,1,5,4,2,2,0,0
2022-03-07 13:00:00,0,1,2,4,0,4,5,0,6,6,3,0,7,8,4,8,9,6,10,9,13,9,13,12,10,6,7,12,12,13,15,13,14,13,11,11,10,0,8,8,1,3,4,3,5,8,9,7,11,11,12,13,9,7,3,7,6,5,7,6,6,5,6,6,4,3,4,2,4,1,1,0,0,7,7,6,2,0,0,0
2022-03-07 14:00:00,1,0,4,6,6,10,8,7,5,3,5,6,9,10,9,8,11,10,10,11,14,13,12,2,0,0,16,16,13,11,13,10,7,9,8,9,0,0,11,6,1,3,4,4,5,3,3,3,5,0,6,0,6,5,4,6,8,6,5,5,0,6,7,6,5,3,2,3,0,0,1,0,0,4,3,2,1,0,0,0
2022-03-07 15:00:00,1,0,4,5,0,4,3,0,4,4,4,4,5,5,6,8,7,8,0,8,9,10,9,7,5,6,7,8,9,8,0,5,8,8,7,8,3,7,7,6,1,12,0,9,5,6,9,12,14,16,15,12,13,15,0,0,7,14,11,8,11,10,8,8,6,6,6,4,3,3,1,4,0,6,5,3,2,1,0,0
2022-03-07 16:00:00,0,0,2,4,5,7,6,0,6,4,4,0,6,9,8,12,10,12,11,10,11,11,11,0,9,5,6,5,6,8,7,5,3,2,6,0,9,7,1,1,0,8,9,7,8,10,11,9,10,7,11,9,11,12,6,7,11,12,13,9,18,17,15,17,16,11,10,7,0,8,7,6,0,0,7,6,5,0,2,0
2022-03-07 17:00:00,0,1,22,31,28,12,5,6,4,0,7,8,8,10,9,9,11,12,10,10,10,8,0,7,0,5,5,5,6,5,2,2,4,3,7,4,3,3,7,1,2,10,6,7,7,6,7,9,14,17,16,16,15,14,0,13,11,3,8,10,10,9,8,6,2,1,2,0,0,2,2,3,0,1,5,2,2,0,0,0
2022-03-07 18:00:00,1,1,31,56,53,42,24,24,19,14,15,13,16,17,17,17,16,16,16,15,18,17,15,13,10,5,10,11,8,6,4,10,12,13,12,11,10,9,12,2,1,8,13,15,16,18,18,14,20,15,18,19,14,16,15,14,14,14,15,11,20,19,14,12,9,12,11,16,15,16,16,14,13,12,14,13,7,6,0,0
2022-03-07 19:00:00,0,1,13,22,22,14,11,0,7,8,7,9,10,6,9,6,6,3,5,16,11,10,6,5,5,0,3,2,2,3,4,6,7,8,10,8,7,8,9,4,2,6,7,8,6,6,9,11,11,9,8,7,6,5,0,6,0,9,6,3,12,4,10,9,8,5,7,6,4,3,0,3,2,1,3,2,1,0,1,0
2022-03-07 20:00:00,0,0,4,15,16,9,7,6,3,1,0,4,3,4,3,5,4,5,6,4,5,6,7,3,6,5,4,4,3,0,3,3,4,5,7,1,0,9,7,1,0,5,6,7,6,6,4,5,8,7,9,8,7,9,0,10,9,9,9,8,12,7,12,12,9,7,6,5,4,6,5,0,0,4,4,3,0,2,1,0
2022-03-07 21:00:00,0,0,3,13,10,6,5,5,4,3,1,0,6,0,9,10,10,0,9,7,8,5,8,3,9,0,9,8,0,2,5,5,6,1,4,1,0,0,0,0,0,2,3,5,7,7,8,3,6,6,7,9,5,0,0,1,4,4,6,6,8,0,6,7,6,6,5,0,0,0,4,3,0,2,3,0,0,2,0,0
2022-03-07 22:00:00,0,1,0,4,4,2,2,0,1,0,0,0,2,0,1,0,0,0,0,5,9,5,5,5,3,0,3,4,9,9,8,6,4,0,2,0,1,1,0,0,0,3,2,2,3,4,4,5,8,8,10,9,7,0,2,8,9,9,10,8,13,12,12,8,7,6,4,6,3,5,4,2,1,3,2,1,2,0,0,0
2022-03-07 23:00:00,0,0,0,2,0,0,0,1,0,0,0,2,0,3,0,0,1,5,6,9,9,0,11,10,8,0,4,0,1,0,4,3,4,3,1,0,0,0,0,2,0,0,4,3,2,2,1,2,3,4,5,4,5,6,0,3,0,8,6,10,13,4,7,7,8,7,6,0,0,8,9,8,7,4,1,0,1,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,0,2,1,0,0,0,0,2,1,0,1,1,2,0,0,3,3,4,1,3,4,0,2,0,3,0,6,3,7,6,5,4,0,0,5,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 06:00:00,0,2,3,2,0,2,1,2,3,3,0,1,2,0,0,4,3,4,4,2,5,3,4,0,4,3,2,5,5,7,6,5,2,3,6,8,7,8,7,5,0,0,0,2,1,3,0,1,1,0,1,0,2,0,0,4,5,1,6,3,1,0,0,0,0,5,0,6,5,7,10,13,14,7,7,5,3,0,0,0
