Unnamed: 0,1_은평공영차고지,2_덕은교.은평차고지앞,3_DMC첨단산업센터,4_MBC,5_SBS.YTN,6_공항철도디지털미디어시티역,7_디지털미디어시티역,8_청구아파트.참누리아파트,9_중동현대아파트,10_가좌행복주택.건영월드컵아파트,11_가좌역,12_월드컵아이파크,13_성산2교,14_성미약수터,15_경성중고.홍대부속여중고입구,16_성서초등학교,17_망원시장.망원동월드컵시장입구,18_기업은행서교동지점(최규하대통령가옥),19_성산초등학교입구,20_마포한강푸르지오,21_합정역,22_서울화력발전소입구,23_상수역,24_월드메르디앙아파트,25_한강밤섬자이아파트,26_서강해모로아파트,27_신수중학교,28_한국출판콘텐츠센터,29_신석초등학교,30_용강동주민센터,31_마포대교입구,32_마포역,33_공덕역,34_아현동주민센터,35_마포경찰서,36_아현초등학교,37_아현동가구단지,38_종근당.충정로역,39_한국경제신문사.서소문역사공원,40_서울역버스환승센터,41_남대문시장.회현역,42_남대문시장.회현역,43_한국경제신문사.서소문역사공원,44_충정로역2호선,45_아현초등학교,46_마포경찰서,47_아현동주민센터,48_공덕역,49_마포역,50_용강동입구,51_용강동주민센터,52_신석초등학교,53_래미안웰스트림아파트,54_신수중학교,55_서강해모로아파트,56_한강밤섬자이아파트,57_월드메르디앙아파트,58_상수역,59_서울화력발전소입구,60_합정역,61_메세나폴리스,62_성산초등학교입구,63_기업은행서교동지점(최규하대통령가옥),64_망원시장.망원동월드컵시장입구,65_성서초등학교,66_경성중고.홍대부속여중고입구,67_성미약수터,68_성산2교,69_월드컵아이파크,70_가좌역1번출구,71_가좌행복주택.건영월드컵아파트,72_중동현대아파트,73_청구아파트.참누리아파트,74_디지털미디어시티역,75_공항철도디지털미디어시티역,76_SBS.YTN,77_MBC,78_DMC첨단산업센터,79_덕은교.은평차고지앞,80_은평공영차고지(가상)
2022-03-26 12:00:00,1,2,1,4,7,5,6,4,10,12,15,17,17,18,0,17,10,13,10,12,10,10,7,0,0,7,10,12,9,11,10,13,15,12,15,16,16,16,0,5,0,3,2,4,1,3,0,5,6,0,7,6,7,0,0,9,1,10,11,8,9,10,7,10,9,8,7,0,0,3,4,5,2,3,4,2,0,1,0,0
2022-03-26 13:00:00,0,1,4,5,1,5,4,0,6,7,0,2,6,3,7,6,5,4,3,6,6,6,9,8,8,10,11,10,13,12,11,15,9,8,11,9,0,6,8,3,2,4,5,7,5,5,0,5,10,0,10,8,7,7,8,9,8,7,8,4,7,6,5,9,8,0,8,6,0,6,4,3,0,3,2,1,0,1,0,0
2022-03-26 14:00:00,2,0,1,2,5,5,7,10,11,9,11,0,14,24,25,27,24,23,21,15,14,11,12,11,12,10,9,6,7,8,7,5,5,5,7,4,9,8,6,7,2,4,4,7,8,7,8,9,10,9,7,6,7,11,12,14,0,15,14,8,11,10,8,11,11,9,3,2,3,4,3,5,4,3,6,3,4,2,1,0
2022-03-26 15:00:00,1,0,3,0,5,4,4,4,3,4,5,0,5,11,9,12,11,10,0,9,10,8,7,6,4,9,8,10,10,12,13,11,11,0,10,9,10,14,15,10,0,4,7,6,7,10,11,6,5,5,6,4,7,6,4,8,10,11,14,11,10,0,9,9,7,6,8,9,2,7,5,4,3,2,7,7,3,2,0,0
2022-03-26 16:00:00,0,0,1,5,4,5,2,3,6,7,6,0,8,9,10,9,13,14,14,14,11,13,12,11,12,13,10,10,11,8,9,11,12,13,12,12,12,11,11,8,1,9,0,9,10,9,8,6,10,12,16,15,14,13,0,0,0,9,11,10,12,12,8,7,5,0,3,2,0,3,0,0,0,2,3,2,1,0,0,0
2022-03-26 17:00:00,0,0,2,6,5,5,3,2,1,0,1,5,5,7,6,8,9,11,9,10,13,10,5,0,3,5,6,9,10,9,3,2,4,6,3,6,2,0,3,4,0,8,0,7,5,9,8,9,13,13,15,8,9,11,10,11,10,10,11,6,8,8,8,9,0,4,7,6,5,4,0,3,1,6,7,5,3,1,0,0
2022-03-26 18:00:00,0,0,2,3,0,6,4,4,3,0,0,0,4,5,6,5,9,12,11,9,13,13,14,5,0,0,4,5,4,5,6,3,2,1,3,2,1,3,3,0,0,2,1,0,1,2,0,4,1,0,4,13,13,14,13,12,8,11,11,9,18,0,17,17,16,15,13,10,8,4,1,3,0,4,5,3,2,0,0,0
2022-03-26 19:00:00,0,1,2,6,6,2,2,0,0,2,2,1,2,2,0,3,2,2,3,5,6,6,9,0,11,10,7,7,6,10,8,5,4,0,1,0,1,0,1,0,0,5,3,4,0,5,6,0,8,4,0,7,8,7,3,0,4,0,5,6,1,5,3,5,6,0,2,1,0,4,3,2,3,4,4,0,0,0,0,0
2022-03-26 20:00:00,0,1,0,5,0,3,1,0,0,0,0,0,3,4,0,6,8,9,0,0,10,9,5,3,4,4,5,5,2,3,8,7,0,0,9,5,4,1,0,1,1,2,0,4,0,1,0,0,3,0,0,5,8,9,10,11,0,0,7,6,9,4,2,9,8,0,2,0,1,2,0,1,0,0,2,0,2,0,1,0
2022-03-26 21:00:00,0,0,2,0,3,2,1,0,0,2,0,1,0,2,0,3,1,4,0,3,5,4,5,6,0,0,5,2,1,0,0,3,4,0,2,3,2,2,1,1,0,3,2,5,5,5,5,7,5,4,6,6,4,2,5,0,4,3,0,2,8,7,0,6,4,5,5,3,1,0,2,0,1,0,2,1,0,0,0,0
2022-03-26 22:00:00,0,0,2,2,1,2,3,0,2,0,0,1,0,6,0,3,6,9,10,6,8,12,11,12,0,5,11,6,5,6,0,5,5,4,3,0,0,0,0,2,0,1,0,3,2,5,0,6,9,10,8,0,6,7,5,0,2,6,9,11,13,12,14,12,13,11,8,0,0,10,0,6,0,0,6,1,3,2,1,0
2022-03-26 23:00:00,0,0,1,2,1,0,0,0,0,3,0,0,0,0,2,3,6,0,0,7,7,6,7,4,0,0,0,6,4,4,3,5,3,2,3,0,2,0,1,1,0,2,0,4,4,3,2,3,0,4,4,3,4,0,0,0,6,3,0,7,11,10,12,13,8,2,0,6,5,2,0,0,3,0,4,3,2,1,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,4,0,0,5,0,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,5,0,3,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0
2022-03-27 07:00:00,1,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,2,0,0,0,3,1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2022-03-27 08:00:00,0,0,0,1,0,1,0,2,4,3,0,0,4,5,2,6,1,5,4,1,2,0,0,0,0,0,0,4,0,3,0,2,0,0,1,3,4,3,0,1,0,1,0,1,2,3,2,1,1,1,0,2,0,4,0,0,2,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0
2022-03-27 09:00:00,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,4,5,4,0,0,4,2,4,0,3,2,5,7,5,7,6,7,0,6,5,5,6,7,0,6,0,2,0,2,0,1,0,0,0,0,0,0,1,3,0,4,6,4,4,2,2,1,0,3,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0
2022-03-27 10:00:00,0,0,5,9,0,8,7,8,4,7,6,7,10,12,15,16,14,15,15,13,12,1,8,6,1,5,0,4,0,0,4,5,0,6,0,0,7,6,0,5,0,0,0,0,1,0,0,0,2,0,1,2,8,10,0,11,1,12,12,7,8,7,5,3,0,1,0,3,0,0,4,0,0,6,5,0,2,1,0,0
2022-03-27 11:00:00,0,0,0,2,1,0,0,0,8,7,6,0,8,10,8,9,0,0,10,8,9,10,5,0,0,1,4,0,3,5,7,5,1,0,4,0,0,3,2,0,0,1,0,3,4,4,5,4,0,0,9,15,14,14,5,15,0,8,9,9,8,7,6,2,1,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0
2022-03-27 12:00:00,1,0,0,0,0,1,0,0,2,3,0,0,2,3,5,4,5,6,4,0,10,8,0,7,8,0,8,9,6,8,10,9,9,10,12,4,15,14,13,9,0,2,0,0,3,4,5,6,7,9,11,0,10,18,0,0,0,16,11,11,11,12,9,9,11,7,5,3,2,2,3,1,0,0,3,1,0,0,0,0
2022-03-27 13:00:00,0,0,0,2,0,2,5,4,6,4,5,0,6,7,12,13,12,11,13,9,16,14,13,2,12,0,0,15,0,0,14,5,2,0,0,3,4,0,5,3,0,4,2,3,0,0,7,7,7,4,0,9,8,11,0,11,0,11,14,11,10,9,6,13,11,9,0,8,0,0,7,8,0,7,12,11,10,0,9,0
2022-03-27 14:00:00,0,1,0,6,0,1,4,0,5,4,5,5,5,7,8,8,9,11,11,10,9,8,7,6,0,5,7,6,4,5,0,14,13,14,11,6,0,10,12,7,0,5,6,8,8,10,12,11,10,0,0,9,6,6,1,5,0,0,4,5,4,3,2,5,5,6,4,5,2,4,4,4,0,5,8,5,1,0,0,0
2022-03-27 15:00:00,0,0,1,0,2,5,3,3,1,0,0,0,0,5,2,0,4,6,0,4,5,0,5,6,8,7,6,9,11,0,0,9,5,8,4,8,9,11,0,11,7,12,3,4,10,7,5,5,7,0,7,0,8,6,0,0,7,12,10,6,11,10,9,10,11,9,8,7,5,5,5,6,0,7,8,0,4,2,1,0
2022-03-27 16:00:00,0,2,5,5,6,5,4,4,7,5,2,4,5,0,0,0,14,0,12,11,15,0,11,15,12,8,12,9,10,8,9,5,3,0,0,2,3,4,3,2,0,2,0,4,0,3,0,3,8,7,6,7,6,6,0,4,6,9,11,9,9,0,9,11,11,10,0,6,0,3,2,0,5,3,5,4,2,2,1,0
2022-03-27 17:00:00,0,1,0,2,4,6,5,0,4,3,0,4,4,4,5,6,5,8,3,5,14,11,0,0,0,0,1,0,0,0,1,5,5,0,4,5,4,6,2,3,0,0,3,0,3,5,4,5,0,6,6,8,10,11,5,12,6,14,15,15,16,14,18,19,17,15,0,12,11,8,5,3,0,4,3,0,1,0,0,0
2022-03-27 18:00:00,0,0,2,5,4,3,0,5,4,6,8,9,12,15,15,16,11,6,0,3,7,0,0,9,10,5,0,6,5,5,3,2,4,0,3,2,4,3,5,0,0,3,6,7,6,7,8,8,10,8,11,8,12,11,0,8,5,8,9,4,11,11,9,14,13,12,10,0,1,8,2,1,0,0,7,0,4,1,3,0
2022-03-27 19:00:00,0,0,2,7,8,6,5,3,0,6,2,0,0,0,7,6,10,14,12,11,11,9,12,0,0,8,6,4,3,3,0,2,3,6,0,6,0,4,0,2,1,3,0,4,0,3,0,0,0,0,3,0,5,11,7,8,8,7,6,9,3,11,6,9,7,0,6,3,0,2,0,0,0,0,0,0,2,1,0,0
2022-03-27 20:00:00,0,2,1,5,0,0,0,0,2,0,1,2,3,0,3,0,5,6,0,5,5,7,9,8,0,0,0,0,4,0,0,4,0,2,4,3,0,3,2,1,0,0,0,0,1,2,3,0,3,5,5,3,6,8,7,8,0,9,10,9,12,9,0,11,7,0,5,4,0,7,4,0,0,0,2,1,0,0,0,0
2022-03-27 21:00:00,0,0,0,2,0,2,0,0,0,2,1,3,0,5,6,1,3,0,4,5,7,6,5,0,4,7,6,3,1,2,3,2,3,4,1,5,0,0,0,0,0,2,3,2,3,2,0,3,4,5,6,5,4,3,0,0,0,2,5,7,9,0,9,11,10,9,10,5,0,0,3,0,0,2,1,0,0,0,0,0
2022-03-27 22:00:00,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,3,3,0,6,0,4,0,3,4,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,5,0,0,1,2,6,0,5,5,4,3,2,0,1,3,1,0,0,0,1,0,0,0,0,0
2022-03-27 23:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,5,4,8,7,0,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,6,8,7,5,2,0,0,3,2,0,3,5,5,0,6,9,0,8,5,0,3,0,0,0,0,1,2,0,0,0,1,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,2,4,5,0,4,3,0,0,5,5,5,6,3,3,0,0,5,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,0,0,0,1,1,2,3,0,4,3,1,0,1,1,0,2,0,0,0,1,4,0,2,0,2,0,0,3,4,5,0,5,6,4,5,0,6,9,7,4,0,0,0,1,1,0,2,0,2,0,1,3,1,3,0,5,0,0,3,2,0,0,0,0,0,3,0,5,4,7,8,0,0,7,5,0,0,0,0,0
2022-03-28 07:00:00,2,3,5,16,10,5,4,2,2,1,2,3,0,2,0,3,0,4,3,2,3,0,1,2,3,4,7,10,13,14,11,15,2,14,15,18,19,21,17,11,1,1,0,4,5,4,2,1,5,5,7,9,8,4,0,9,10,0,12,11,12,13,14,16,10,8,1,3,0,4,6,11,9,8,6,5,3,0,0,0
2022-03-28 08:00:00,0,5,6,14,12,9,4,3,10,7,6,0,7,6,9,11,10,12,11,9,16,15,16,15,13,12,9,13,16,15,11,11,15,16,19,12,10,10,9,4,0,2,0,5,7,8,6,8,6,7,7,7,9,9,10,14,14,12,20,15,15,11,12,0,12,13,14,16,0,20,22,25,24,42,46,41,27,0,0,0
2022-03-28 09:00:00,1,2,3,5,5,3,2,4,5,5,4,6,7,8,8,9,11,10,10,11,12,11,5,10,3,3,6,12,12,12,11,10,10,9,10,11,11,12,10,5,1,3,0,1,2,1,0,2,7,6,3,7,8,10,0,10,14,4,3,8,7,5,5,4,3,3,3,0,0,4,4,5,15,20,31,26,15,0,0,0
2022-03-28 10:00:00,0,0,1,2,1,3,2,1,2,3,2,5,6,7,8,9,9,12,14,10,11,8,7,0,10,9,9,10,9,8,7,7,7,8,8,13,9,12,13,7,0,2,2,4,4,6,4,5,6,0,8,10,9,8,0,0,7,10,7,9,9,9,8,4,5,2,1,1,0,2,3,0,0,5,8,7,3,0,0,0
2022-03-28 11:00:00,0,1,1,3,0,2,3,0,5,0,6,0,12,2,10,6,1,9,2,8,4,7,6,0,7,3,7,7,9,11,9,8,8,9,15,15,2,12,11,5,1,4,2,6,7,9,11,11,11,9,8,0,6,7,4,6,7,6,9,6,5,4,0,3,4,4,3,3,3,7,7,7,7,1,5,3,2,0,0,0
2022-03-28 12:00:00,0,1,5,6,6,6,5,0,4,4,3,5,6,8,2,11,8,8,0,8,9,7,3,4,0,2,2,7,9,7,8,7,8,8,11,10,5,8,7,6,1,9,3,1,5,6,5,5,7,8,8,7,6,4,5,8,0,0,3,3,6,2,6,4,4,3,2,1,0,0,0,0,1,0,3,2,0,0,0,0
2022-03-28 13:00:00,0,0,1,4,6,7,7,0,9,3,10,4,12,11,14,9,7,8,5,2,7,2,0,8,7,0,8,10,9,10,8,8,6,7,8,8,8,11,9,4,0,2,3,9,11,11,12,10,11,10,14,13,11,10,10,9,0,9,8,9,5,4,7,7,4,6,5,5,4,2,3,4,5,6,8,7,4,0,3,0
2022-03-28 14:00:00,1,0,2,4,4,2,2,3,4,0,0,0,9,0,0,3,14,15,0,11,10,9,11,10,5,9,4,11,0,7,5,3,5,5,4,5,5,5,0,3,0,4,4,6,6,7,6,7,10,11,12,8,9,11,10,12,13,17,18,11,12,10,7,6,4,0,3,5,6,5,3,4,6,6,4,5,3,0,0,0
2022-03-28 15:00:00,1,0,2,2,3,3,2,1,4,3,1,3,5,0,6,8,9,10,10,10,16,14,0,10,10,8,7,9,9,8,6,7,6,6,8,2,1,0,9,2,0,10,11,3,12,12,11,10,9,8,10,9,9,8,0,9,9,8,7,8,9,7,6,4,3,0,2,3,4,0,0,5,0,2,3,4,3,2,1,0
2022-03-28 16:00:00,0,1,6,10,10,9,5,0,4,0,5,6,11,10,12,16,15,15,13,12,9,9,8,7,4,7,5,5,6,10,9,9,9,8,11,10,9,11,9,5,3,12,11,11,12,14,14,12,14,16,20,19,13,12,11,0,12,10,9,8,5,7,4,5,4,0,4,3,2,4,6,5,4,3,4,3,1,0,0,0
2022-03-28 17:00:00,2,3,17,22,25,14,13,15,13,11,10,4,11,10,11,15,10,8,0,7,7,8,6,4,5,0,4,5,5,5,4,0,3,5,8,10,9,8,3,2,1,13,14,12,16,19,18,18,25,27,24,24,22,25,20,21,11,16,17,13,16,11,8,12,11,11,12,14,12,10,9,9,0,7,8,5,3,0,2,0
2022-03-28 18:00:00,0,0,23,43,40,21,10,0,9,7,7,8,9,10,11,13,13,17,8,17,14,14,14,11,11,10,10,10,13,10,6,12,14,17,14,11,8,8,7,1,3,9,9,10,11,11,14,14,16,15,11,12,10,11,10,12,13,14,15,14,14,13,10,8,6,7,7,13,0,11,11,11,8,6,10,9,6,4,3,0
2022-03-28 19:00:00,1,0,10,16,16,15,11,9,7,3,2,1,3,5,7,5,7,10,11,13,12,12,9,10,9,0,8,7,6,7,7,8,10,9,8,6,5,3,0,0,1,4,11,11,10,9,12,13,17,16,15,15,11,12,6,13,14,14,12,12,16,14,13,13,11,10,11,10,9,8,7,5,0,3,3,3,4,0,3,0
2022-03-28 20:00:00,1,0,9,21,6,8,3,0,2,2,3,4,4,5,6,3,6,6,0,8,9,4,8,5,0,5,3,4,1,0,2,0,3,0,5,4,0,5,6,0,0,1,1,3,0,1,0,1,6,7,5,7,9,5,6,8,7,7,9,7,12,11,12,10,11,8,6,5,0,4,3,0,0,0,0,1,2,0,0,0
2022-03-28 21:00:00,0,0,1,6,5,12,9,8,9,8,7,0,0,5,6,0,0,6,7,5,9,9,7,9,9,6,7,6,4,4,2,4,0,5,4,3,0,2,0,2,1,2,1,0,0,1,2,4,6,9,7,8,8,11,0,13,5,14,14,10,12,10,10,12,10,9,5,3,0,1,0,0,0,0,1,0,0,0,0,0
2022-03-28 22:00:00,0,0,3,1,4,3,4,2,4,3,2,0,4,4,5,7,8,9,0,8,10,9,9,0,8,7,7,5,2,4,3,4,4,0,3,4,2,1,2,1,0,3,0,3,0,6,5,6,7,12,11,10,9,8,7,0,6,8,9,8,11,0,10,9,8,11,9,6,5,6,2,4,4,3,4,3,2,0,0,0
2022-03-28 23:00:00,0,0,3,6,0,4,3,0,1,0,0,0,0,3,4,0,1,5,0,6,10,0,9,0,0,0,7,7,5,6,6,4,4,3,1,0,0,0,2,1,0,3,0,0,0,4,2,3,4,5,6,0,7,0,6,4,5,8,7,10,9,8,5,7,8,0,6,5,3,3,2,0,3,4,3,0,2,0,1,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,3,5,4,0,5,1,4,0,6,0,5,4,3,2,0,0,3,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 06:00:00,0,0,0,1,0,1,2,3,2,3,1,2,1,3,0,5,3,4,3,2,2,0,2,0,3,0,0,4,3,3,3,4,2,1,2,4,0,5,0,3,0,0,0,0,2,0,0,1,0,0,1,3,1,4,0,5,0,4,4,0,3,0,0,2,0,2,0,3,0,0,4,7,0,6,7,5,2,1,0,0
2022-03-29 07:00:00,1,1,2,7,6,4,5,4,11,13,7,0,7,2,3,5,8,9,8,6,7,8,9,3,3,4,4,8,10,12,14,14,17,19,20,23,22,26,24,11,1,2,0,4,6,4,3,2,7,0,0,8,6,6,6,8,7,0,9,8,9,10,5,9,9,9,2,1,0,3,7,10,8,8,3,1,1,0,0,0
2022-03-29 08:00:00,1,5,7,8,7,9,7,4,7,10,11,11,8,10,10,14,14,13,13,10,12,9,10,8,10,0,10,14,17,17,16,16,22,23,23,23,22,21,18,5,1,4,5,2,1,0,0,0,0,1,5,8,10,11,11,15,16,19,20,13,11,12,15,16,14,11,12,14,9,15,18,24,21,23,31,28,9,0,0,0
2022-03-29 09:00:00,1,0,2,7,6,10,9,7,0,8,8,0,7,0,8,11,10,7,10,9,10,6,2,3,0,0,5,7,7,9,6,5,8,12,13,14,15,15,14,7,2,0,0,2,5,4,4,5,5,0,6,7,8,3,5,8,7,9,9,8,10,9,9,8,0,7,5,1,0,8,6,0,5,11,19,18,10,0,0,0
2022-03-29 10:00:00,1,2,5,4,5,4,0,0,0,5,6,7,6,3,10,9,9,8,5,8,11,10,9,0,7,4,10,10,11,12,11,9,8,10,12,16,17,15,13,10,0,0,0,3,5,4,4,0,9,10,0,10,10,10,8,9,6,10,5,10,9,7,7,8,8,7,6,4,3,2,2,2,1,3,9,1,5,1,0,0
2022-03-29 11:00:00,0,0,1,2,1,1,0,0,2,4,0,0,8,9,6,9,6,5,0,5,8,7,7,6,8,8,7,8,3,7,4,7,8,6,7,0,5,6,0,6,0,1,2,3,0,0,0,0,7,7,9,9,10,9,8,9,7,9,8,6,6,4,6,6,5,4,2,2,0,4,3,3,2,3,8,7,0,0,0,0
2022-03-29 12:00:00,0,0,1,6,4,2,0,0,0,0,1,2,4,4,8,0,13,10,9,10,11,10,5,0,4,11,9,14,15,11,11,10,0,12,12,13,14,14,16,10,1,5,4,2,3,2,3,0,4,6,5,6,3,5,4,7,8,7,6,4,6,5,5,4,3,0,3,3,2,0,0,0,0,3,1,3,2,0,0,0
2022-03-29 13:00:00,0,1,3,5,6,6,3,5,0,6,0,8,1,7,0,7,7,5,8,10,11,10,9,10,0,9,8,9,10,11,10,10,10,10,13,12,11,10,8,4,1,6,2,7,8,9,7,8,11,10,8,7,6,7,7,8,0,9,10,9,10,9,8,8,7,4,6,1,2,2,4,3,0,2,0,1,0,0,0,0
2022-03-29 14:00:00,0,1,0,3,0,3,5,6,5,7,5,0,7,0,6,5,3,9,10,8,9,6,6,5,2,0,3,8,11,13,12,0,6,8,8,8,0,8,7,5,1,5,4,4,5,8,7,0,9,8,9,10,12,11,10,11,0,6,11,9,8,5,5,3,2,0,3,4,1,4,5,0,0,4,8,7,3,2,0,0
