Unnamed: 0,1_가산동기점,2_한일유엔아이아파트,3_디지털3단지.롯데정보통신,4_디지털3단지운동장,5_디지털3단지.(주)로옴코리아,6_가산디지털단지역,7_가산디지털단지역1호선,8_에이스하이엔드타워5차,9_구일우성아파트,10_구로1동우체국,11_구일우성아파트,12_가산디지털단지역입구,13_디지털단지오거리.가산파출소,14_디지털단지오거리,15_가산초등학교,16_모두의학교.금천문화예술정보학교,17_관악구보훈회관.신림푸르지오,18_난곡입구,19_호림박물관,20_남서울중학교.성보중고등학교,21_신림사거리.신림역,22_서원동승리교앞,23_서원동문화교앞,24_서림동주민센터.신화단지,25_삼성동시장,26_대학동고시촌입구,27_서울산업정보학교.삼성교,28_관악산입구.관악아트홀.중앙도서관,29_서울대학교,30_서울대학교치과병원.동물병원,31_서울여상.서울문영여중고앞,32_관악구청,33_서울대입구역,34_봉천사거리,35_낙성대동,36_낙성대입구,37_인헌중고.서울미술고,38_예술인마을.사당초등학교,39_남서울농협남현동지점,40_사당역4번출구,41_사당역,42_사당역9번출구앞,43_사당1동관악시장앞,44_예술인마을,45_서울미술고.인헌중고,46_낙성대입구,47_행운동주민센터,48_관악구청,49_관악경찰서.관악소방서,50_서울여상.서울문영여중고앞,51_서울대학교치과병원.동물병원,52_서울대학교,53_신림중.삼성고.관악아트홀.도서관,54_서울산업정보학교.삼성교,55_신성초등학교,56_영광메디컬센터,57_쑥고개입구,58_서원동문화교앞,59_신림사거리,60_신림사거리.신림역,61_남부초등학교,62_호림박물관,63_난곡입구,64_관악구보훈회관.신림푸르지오,65_천주교성령봉사회관.등불교회,66_KT구로지사,67_삼부르네상스.효성아파트,68_가리봉파출소,69_디지털단지오거리,70_구일우성아파트,71_구로1동우체국,72_구일우성아파트,73_디지털단지입구,74_디지털3단지.롯데정보통신,75_디지털3단지.영창실업,76_가산디지털단지역,77_디지털3단지.한일합섬,78_디지털3단지운동장,79_한일유앤아이아파트,80_가산동종점
2022-03-05 04:00:00,0,1,0,0,0,0,0,1,0,2,1,0,0,0,2,3,0,5,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,0,0,0,1,1,0,2,2,1,0,1,3,4,3,3,3,4,3,6,4,10,12,14,18,18,18,0,0,0,14,8,7,5,0,8,7,6,0,1,4,5,3,4,6,0,7,0,0,0,0,0,6,5,9,13,13,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,0,1,0,0,0,2,2,3,4,3,0,5,6,4,5,4,6,3,3,2,0,2,3,3,8,5,0,3,0,7,6,5,5,6,4,8,5,0,3,4,7,4,5,6,6,4,0,0,0,0,1,4,4,10,11,10,7,7,6,7,5,6,3,9,1,9,8,7,8,0,8,7,4,1,0,0,0,0
2022-03-05 07:00:00,2,0,0,0,0,1,3,2,3,6,2,4,6,5,0,8,7,10,11,7,6,2,5,4,6,9,10,12,7,11,10,8,6,8,8,6,5,7,5,0,3,6,5,5,4,4,6,4,5,0,0,3,4,3,6,8,10,13,6,5,5,5,4,5,5,3,4,3,4,1,4,0,4,3,2,1,0,0,0,0
2022-03-05 08:00:00,1,0,0,0,0,4,4,2,4,5,5,5,5,6,8,6,10,11,12,16,10,8,10,10,11,16,18,19,9,0,0,17,11,10,8,7,9,9,8,0,2,5,6,6,10,9,10,9,9,0,8,5,6,6,9,14,16,15,12,14,14,8,13,12,9,8,6,6,7,9,4,11,4,3,2,1,0,0,0,0
2022-03-05 09:00:00,0,1,1,1,0,2,3,1,4,7,9,11,9,13,16,16,17,17,18,19,15,12,16,18,21,24,28,26,25,20,24,23,18,17,15,12,11,10,9,0,5,9,8,10,11,12,13,17,16,15,13,8,8,9,13,14,22,22,13,7,9,7,11,11,12,14,15,12,8,7,7,2,7,8,2,0,0,0,0,0
2022-03-05 10:00:00,1,1,0,2,1,2,1,3,2,4,3,4,6,10,6,14,16,20,21,24,22,23,22,24,27,29,32,31,31,13,18,24,18,17,18,16,10,14,9,6,5,8,18,10,19,25,23,23,14,15,13,11,10,13,16,15,16,16,11,12,9,11,9,8,7,8,7,4,2,3,4,4,5,1,6,1,0,0,0,0
2022-03-05 11:00:00,1,1,0,3,0,2,2,3,4,9,5,7,9,9,12,14,16,16,17,17,14,12,12,18,23,27,31,32,32,33,32,31,17,16,13,14,14,10,8,0,4,10,11,10,12,17,20,20,16,16,21,18,29,26,17,23,28,26,22,19,17,8,10,10,6,5,6,5,4,3,8,0,9,8,5,3,2,0,1,0
2022-03-05 12:00:00,1,3,1,2,3,1,4,1,5,6,0,7,6,7,5,7,7,8,0,10,11,8,11,11,16,21,24,36,40,27,38,33,27,23,18,18,18,17,14,0,8,12,16,14,14,16,18,20,18,0,16,17,17,30,31,29,30,37,19,12,10,16,11,10,9,8,7,6,4,3,7,2,1,4,3,2,2,1,0,0
2022-03-05 13:00:00,1,1,3,5,4,4,5,2,3,5,6,9,7,10,13,10,12,11,14,14,13,15,14,16,13,21,27,39,47,44,38,34,18,15,14,11,8,8,7,0,6,11,16,15,15,19,22,22,23,11,17,20,22,16,21,22,28,21,13,11,11,11,11,8,9,8,6,5,4,2,1,0,5,0,2,3,0,3,2,0
2022-03-05 14:00:00,5,6,9,4,0,5,5,5,5,6,0,5,4,5,5,7,8,10,11,12,12,12,13,13,13,15,26,34,36,16,32,35,24,21,19,19,16,20,19,1,7,15,14,18,17,20,17,24,23,23,21,22,25,20,17,15,20,21,13,20,15,11,10,9,7,8,6,5,4,6,3,5,6,3,5,2,0,0,1,0
2022-03-05 15:00:00,0,2,3,2,1,4,4,5,5,7,4,7,9,6,10,10,11,13,13,14,10,9,12,12,10,13,17,25,24,25,0,24,20,18,14,16,17,19,10,1,3,8,9,12,13,18,21,22,22,18,21,14,23,18,20,21,23,23,14,14,9,0,7,10,8,10,8,9,9,8,7,4,6,2,1,5,0,0,0,0
2022-03-05 16:00:00,1,0,0,2,0,5,7,8,6,5,6,7,9,8,10,8,13,13,15,16,20,19,18,15,16,14,20,29,31,23,30,28,23,19,19,22,18,17,16,2,3,12,14,14,15,17,20,22,24,9,20,25,28,24,20,20,27,26,13,16,15,11,6,14,13,12,9,8,6,4,4,3,3,0,1,5,4,3,0,0
2022-03-05 17:00:00,0,2,2,1,3,7,5,8,6,5,6,8,9,15,10,15,15,19,21,21,26,30,28,20,15,28,26,29,37,34,34,26,19,17,22,14,14,14,10,3,7,14,19,16,16,19,19,31,25,24,0,31,32,23,19,17,19,20,17,17,15,14,18,11,18,16,12,7,6,2,6,0,3,0,4,5,4,2,0,0
2022-03-05 18:00:00,0,0,3,5,0,4,6,11,10,9,6,8,9,10,10,11,12,13,0,15,12,14,14,11,9,17,23,26,23,27,25,19,15,12,11,8,9,6,8,1,6,14,14,14,11,12,10,17,19,16,0,12,18,15,14,20,24,24,16,13,10,8,8,6,6,10,6,5,8,6,4,0,1,2,0,1,0,0,0,0
2022-03-05 19:00:00,1,3,1,4,3,4,4,0,1,2,0,3,8,9,10,11,12,14,9,14,16,17,9,8,7,7,10,9,10,6,8,9,9,10,11,10,8,8,4,3,6,15,17,13,12,16,15,15,14,0,13,15,14,14,11,9,9,11,7,13,10,11,6,4,4,5,2,1,0,0,1,0,0,1,0,3,0,0,2,0
2022-03-05 20:00:00,0,0,0,0,1,3,5,4,5,4,2,5,8,6,3,8,10,9,7,6,10,5,19,17,11,7,9,7,9,8,0,7,5,6,5,7,6,4,1,1,5,8,7,7,8,16,15,16,0,0,0,18,16,15,17,18,15,11,13,15,16,11,10,7,7,5,4,2,2,2,1,1,0,0,0,3,0,0,0,0
2022-03-05 21:00:00,1,1,0,3,0,4,6,7,3,5,0,6,10,12,12,15,14,12,12,0,13,14,12,12,11,10,12,0,9,10,0,11,8,7,4,3,3,3,0,1,3,5,10,7,10,14,14,22,16,0,21,0,19,12,12,11,12,12,10,12,11,8,6,5,4,5,4,0,2,1,1,2,0,0,1,3,2,0,0,0
2022-03-05 22:00:00,1,0,1,0,0,4,5,3,5,4,4,3,5,6,5,7,5,9,7,10,11,11,9,9,10,15,18,19,6,5,19,20,19,0,17,16,2,14,13,1,5,20,24,17,17,19,18,24,23,16,0,15,19,17,10,9,7,6,6,10,9,8,7,7,6,8,7,4,2,2,1,0,0,0,0,3,0,0,1,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,3,4,5,5,8,0,10,0,4,9,8,13,10,12,14,12,7,7,9,10,0,0,10,9,10,9,9,10,5,2,0,9,15,16,17,20,24,23,19,17,0,0,16,13,12,8,6,7,3,7,10,9,7,5,5,0,6,5,1,7,4,4,0,1,0,0,2,0,0,1,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,0,0,1,0,4,0,4,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,1,1,1,0,0,2,2,0,1,4,2,1,3,4,5,3,0,5,0,6,4,9,11,13,11,8,11,3,4,7,0,8,7,5,2,2,3,1,4,2,1,5,6,7,3,8,0,7,0,0,0,0,6,5,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,1,1,2,0,1,1,0,0,3,0,2,0,0,3,2,3,3,2,0,4,1,5,6,7,10,11,3,0,0,10,3,9,9,0,9,1,10,6,0,3,3,4,2,1,3,5,3,0,1,0,0,1,2,3,6,5,5,3,5,2,4,4,5,3,4,3,3,2,3,1,0,0,2,1,0,0,0,0,0
2022-03-06 07:00:00,1,0,0,0,0,0,1,0,2,3,5,2,4,5,0,7,8,2,0,9,8,0,2,0,5,4,5,3,5,0,2,4,4,3,2,3,3,4,2,0,1,6,5,4,6,3,7,4,3,2,0,0,6,4,4,4,9,9,9,6,6,5,4,0,0,2,2,0,0,2,3,0,2,0,1,1,0,0,0,0
2022-03-06 08:00:00,0,0,0,0,0,0,1,1,3,4,3,4,5,8,10,10,10,11,10,12,8,7,10,12,13,11,15,11,0,6,5,14,11,10,10,4,8,9,8,0,1,2,4,5,5,8,13,12,12,0,6,11,0,7,9,9,12,11,6,6,6,5,5,4,0,5,4,3,2,3,6,2,3,8,1,0,0,0,0,0
2022-03-06 09:00:00,1,0,2,0,0,1,3,0,5,7,8,11,12,11,14,15,16,18,19,19,19,10,20,19,16,18,22,19,19,14,18,14,9,9,9,4,4,8,6,1,3,5,11,13,12,9,15,14,13,0,11,8,8,10,14,17,19,21,11,7,4,6,3,5,3,3,1,1,2,0,7,0,6,7,6,1,0,0,0,0
2022-03-06 10:00:00,0,0,1,0,1,0,1,0,2,6,4,7,0,9,10,13,7,12,9,15,14,6,14,13,15,16,17,15,0,11,14,12,11,10,0,11,9,9,6,1,3,7,3,3,9,15,19,23,7,22,20,16,14,6,7,9,12,17,12,11,0,9,8,10,8,9,6,7,5,2,3,0,2,0,1,2,0,0,0,0
2022-03-06 11:00:00,3,0,0,1,1,2,1,0,3,7,8,9,5,8,9,9,6,7,8,9,9,8,10,9,11,22,24,24,25,13,24,19,14,13,11,10,10,12,9,1,2,4,8,10,13,22,21,16,11,0,15,13,13,12,13,13,15,17,12,9,7,5,4,6,3,2,0,0,1,1,0,0,0,1,2,1,0,0,0,0
2022-03-06 12:00:00,3,0,0,0,0,1,0,0,4,10,2,5,8,13,15,16,19,22,22,22,15,14,12,14,15,24,41,41,41,40,39,28,23,22,17,14,14,15,13,7,7,12,16,14,13,14,15,13,13,0,12,12,12,13,17,16,18,19,14,16,11,15,15,8,6,4,12,9,7,3,3,4,4,3,4,1,0,0,0,0
2022-03-06 13:00:00,2,3,0,1,0,1,0,0,1,6,7,7,8,9,12,13,17,20,22,19,16,15,15,15,16,20,25,28,31,0,0,32,24,26,23,22,23,22,16,0,6,12,13,15,14,19,21,17,15,17,15,15,17,19,26,29,33,34,12,14,11,10,9,8,7,7,7,2,5,2,2,1,4,3,2,0,0,0,0,0
2022-03-06 14:00:00,2,3,0,0,4,3,4,2,4,6,6,5,10,10,13,12,13,13,13,15,12,9,11,13,16,17,18,27,31,0,29,19,19,17,15,14,12,12,11,0,4,13,17,8,8,14,17,18,16,10,5,13,15,12,9,13,10,14,11,13,8,12,9,10,6,9,8,6,5,2,3,0,2,1,0,0,0,0,0,0
2022-03-06 15:00:00,2,3,0,2,0,2,0,0,0,5,6,3,5,6,8,9,14,13,14,18,10,7,13,15,14,13,12,18,21,0,20,18,13,6,10,10,11,12,10,2,7,11,15,13,14,15,13,12,9,0,10,0,26,25,25,24,11,12,7,11,13,6,13,13,12,10,9,8,4,1,3,3,1,1,1,1,0,0,0,0
2022-03-06 16:00:00,1,3,2,0,0,6,6,8,11,13,15,16,18,19,20,21,21,23,24,20,12,16,10,16,19,19,17,42,41,40,39,31,16,16,17,16,11,18,9,3,3,10,9,9,9,12,14,14,14,0,13,13,14,12,18,25,23,27,15,20,18,15,14,7,10,10,10,8,4,5,4,0,3,3,2,4,3,0,2,0
2022-03-06 17:00:00,1,1,2,0,0,5,2,0,2,4,5,7,9,10,0,11,13,16,17,14,12,14,13,12,10,21,33,35,37,36,28,28,16,15,13,11,12,11,11,1,7,12,14,13,15,18,21,24,24,17,0,0,24,23,26,28,29,27,13,15,14,14,12,8,7,6,7,8,7,5,3,0,5,2,1,4,2,0,1,0
2022-03-06 18:00:00,0,1,2,3,0,4,5,0,5,4,0,1,3,4,6,11,9,9,10,10,10,12,9,8,10,12,24,23,0,0,12,22,16,13,14,16,15,15,11,2,6,14,16,11,14,18,18,29,15,0,0,28,24,21,6,11,17,16,9,14,13,9,8,7,6,7,5,4,3,1,2,2,3,2,1,2,0,0,1,0
2022-03-06 19:00:00,0,1,0,0,1,3,5,2,4,5,0,8,7,6,5,7,7,8,0,8,10,10,10,11,9,12,14,0,9,11,0,10,12,10,9,7,6,7,3,0,2,13,13,15,17,20,18,18,18,0,17,19,17,24,22,22,21,22,12,11,9,10,9,8,7,3,6,5,3,1,0,0,0,1,0,3,1,0,1,0
2022-03-06 20:00:00,1,0,0,3,0,4,5,5,4,2,0,3,3,4,6,7,10,11,8,6,10,11,12,11,7,7,9,0,0,0,6,10,9,0,5,5,4,6,4,1,6,16,16,13,12,15,15,24,5,0,0,12,19,11,8,6,7,9,12,11,10,5,7,7,4,9,5,2,4,4,2,0,0,0,0,3,0,0,0,0
2022-03-06 21:00:00,0,2,0,3,0,2,3,4,3,2,0,4,6,6,5,6,6,0,0,6,12,13,14,14,7,10,16,0,9,0,15,12,7,9,6,8,6,4,0,0,8,20,20,17,17,19,20,19,13,0,16,22,19,16,12,11,11,9,5,8,6,4,5,7,1,8,7,4,6,1,3,0,0,0,0,2,0,1,0,0
2022-03-06 22:00:00,0,0,1,0,0,3,4,3,2,3,0,4,0,4,3,4,3,5,2,0,4,5,6,3,5,7,12,0,12,11,10,9,10,9,8,9,7,7,5,1,9,12,13,13,12,17,20,23,22,0,0,21,15,10,9,5,5,0,3,7,5,6,1,6,1,8,6,0,3,1,2,1,0,0,0,3,0,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,1,0,2,0,3,3,4,3,3,4,0,5,0,5,0,6,6,9,10,11,0,7,9,7,5,6,5,6,7,5,1,2,7,13,5,12,13,13,19,20,7,0,0,18,13,8,6,7,8,7,23,20,13,12,12,11,9,6,3,2,2,3,0,1,2,1,0,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,1,0,0,0,0,2,4,3,3,4,4,4,6,0,7,8,10,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,1,0,0,0,1,1,0,4,6,5,6,6,7,8,7,8,8,8,10,9,11,24,29,34,32,33,32,10,30,7,21,14,16,8,14,16,17,19,0,2,3,4,6,6,7,7,3,6,1,5,0,0,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,1,2,0,1,0,0,0,1,2,9,8,8,10,7,8,7,8,8,9,11,4,0,7,9,9,10,13,14,12,13,11,11,8,7,8,6,7,11,11,0,2,5,8,8,7,8,7,4,0,3,2,0,4,5,5,8,15,20,9,9,5,10,12,14,8,14,13,5,11,13,15,7,6,13,9,2,1,1,0,0
2022-03-07 07:00:00,4,0,0,0,1,12,14,3,13,18,17,16,14,15,14,18,22,21,23,24,8,9,13,16,14,19,28,39,38,36,33,29,13,12,13,5,14,17,16,1,3,10,12,17,25,35,37,36,35,10,8,9,9,19,20,26,41,43,25,23,17,18,20,24,22,24,20,17,14,9,14,15,18,18,10,4,3,2,0,0
2022-03-07 08:00:00,5,5,6,6,5,37,36,3,5,27,26,25,22,20,28,28,33,35,38,40,18,19,13,17,20,28,35,37,35,33,31,26,14,14,12,13,13,17,15,0,3,12,13,17,20,23,25,26,23,19,16,15,11,12,20,30,46,46,27,32,41,45,51,50,48,51,43,31,21,16,18,16,16,17,12,4,3,3,2,0
2022-03-07 09:00:00,2,0,1,1,2,14,16,2,2,8,8,10,10,10,13,14,15,11,11,15,13,8,11,14,19,21,24,28,27,22,21,20,20,20,19,15,9,12,11,0,4,10,16,8,15,19,24,23,24,21,19,16,13,11,11,14,21,38,20,19,20,22,21,22,20,21,16,12,9,8,8,9,13,10,7,3,1,0,0,0
2022-03-07 10:00:00,0,1,0,0,0,3,3,0,4,7,7,7,8,7,6,7,8,9,11,11,8,11,11,10,11,16,17,18,18,17,16,14,12,11,9,8,7,11,8,1,4,9,10,12,10,12,14,16,17,14,15,15,14,12,11,11,14,14,14,14,13,12,10,9,13,9,8,6,5,4,5,0,4,3,4,1,0,0,0,0
2022-03-07 11:00:00,1,0,2,1,2,3,3,2,5,6,0,6,7,8,8,10,13,14,15,14,13,7,15,14,12,12,12,12,14,11,9,10,7,7,6,4,9,8,7,0,5,8,9,8,9,11,11,11,8,0,10,11,10,9,8,6,7,7,4,5,4,5,5,5,3,6,5,0,4,2,5,4,5,4,5,4,2,0,2,0
2022-03-07 12:00:00,1,2,3,0,0,3,4,5,3,5,6,4,5,5,7,6,5,7,6,7,8,6,7,8,7,13,16,17,19,13,30,33,18,17,16,11,8,9,7,0,3,5,7,9,9,12,16,19,14,17,18,18,16,14,16,13,15,17,14,13,12,8,11,10,9,8,6,5,4,3,6,7,7,8,4,0,1,0,0,0
2022-03-07 13:00:00,1,1,0,2,1,5,4,5,3,6,4,6,7,5,8,9,7,9,6,11,9,7,8,11,10,17,21,21,14,23,16,21,31,26,24,18,16,12,7,0,8,12,15,18,20,26,24,25,23,22,20,19,18,14,12,10,17,19,17,16,13,12,5,7,5,4,6,2,4,2,6,0,5,1,5,2,0,0,0,0
2022-03-07 14:00:00,1,0,0,1,1,6,8,6,8,8,2,4,8,7,8,7,9,10,9,9,11,10,10,9,10,10,16,17,20,20,21,17,13,13,12,11,10,6,9,1,6,8,10,11,11,12,13,15,7,15,10,9,15,13,14,16,19,19,14,14,13,11,9,8,7,9,10,9,5,4,3,2,0,2,2,3,1,2,0,0
2022-03-07 15:00:00,2,1,2,2,3,4,5,7,4,6,7,6,7,7,8,8,9,8,10,14,11,7,12,11,10,12,17,20,26,27,25,27,21,21,19,16,10,11,8,1,4,9,12,13,17,17,20,25,25,11,26,16,22,21,13,11,13,12,9,13,14,15,10,8,7,6,5,2,4,5,3,5,4,6,4,2,0,0,1,0
2022-03-07 16:00:00,3,2,4,4,5,6,6,7,6,8,6,9,12,13,10,11,12,12,11,13,11,12,11,10,8,16,18,24,29,17,31,30,22,22,22,16,15,16,12,3,12,13,16,18,18,26,29,27,27,28,25,27,29,25,23,23,25,23,17,18,16,15,11,10,10,10,7,4,5,3,4,5,0,6,5,2,1,0,0,0
2022-03-07 17:00:00,0,2,0,3,6,12,15,14,12,10,11,13,14,16,17,16,19,21,19,22,22,23,18,14,15,18,20,21,40,45,44,41,25,25,24,20,16,11,9,1,5,15,13,13,15,20,21,30,27,17,28,25,26,18,18,20,18,17,16,23,22,21,19,16,15,14,8,7,7,7,6,7,7,8,5,2,1,0,0,0
2022-03-07 18:00:00,1,3,9,12,13,18,20,26,22,22,23,26,32,36,39,39,41,42,37,36,28,28,27,22,19,14,16,18,32,35,30,40,19,15,16,11,9,8,5,1,20,35,38,28,27,26,23,34,35,35,0,36,31,27,21,17,15,16,17,15,14,16,12,15,14,15,14,13,14,9,5,5,3,5,6,7,0,1,2,0
2022-03-07 19:00:00,1,3,5,8,7,15,15,20,18,18,18,23,27,25,27,22,22,20,15,19,22,25,24,21,17,12,13,10,34,34,33,20,10,9,8,6,8,6,3,1,8,18,20,15,15,18,16,29,22,22,21,29,28,17,10,10,11,12,8,17,14,13,11,13,12,13,11,9,8,4,2,5,6,2,3,4,5,3,3,0
2022-03-07 20:00:00,0,1,1,2,5,9,11,12,9,8,10,10,13,14,13,18,19,20,19,16,16,20,17,15,12,6,12,14,16,15,14,11,12,11,12,11,10,10,7,0,4,15,13,10,9,13,12,16,17,0,18,19,17,9,8,6,5,8,7,11,9,7,6,8,7,9,7,6,5,3,3,4,3,4,3,6,0,5,3,0
2022-03-07 21:00:00,1,3,0,1,3,7,9,11,8,10,11,13,14,18,17,16,18,16,12,14,13,13,10,7,6,9,9,4,12,9,8,10,10,10,9,8,7,7,4,0,5,15,14,12,11,16,18,20,17,19,18,17,15,11,8,8,6,5,7,13,12,10,8,6,4,5,5,4,2,2,3,0,0,4,3,2,0,0,1,0
2022-03-07 22:00:00,0,0,1,2,0,5,8,0,7,6,0,5,7,9,8,11,7,10,11,4,8,6,6,8,5,18,22,11,24,24,23,22,18,15,14,11,10,11,9,1,5,19,19,16,19,24,25,23,22,20,0,21,18,16,10,8,6,4,8,12,12,8,8,6,7,5,9,7,6,4,1,3,2,1,0,2,0,1,0,0
2022-03-07 23:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,5,0,8,6,5,6,7,8,6,7,7,9,8,3,7,8,9,7,6,4,3,5,8,21,22,19,21,23,21,17,18,0,0,0,15,13,11,11,10,8,6,19,14,13,12,8,3,1,3,0,0,2,2,0,0,1,0,2,0,0,1,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,0,0,0,0,0,0,0,1,2,6,7,5,0,4,5,10,0,11,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,0,0,1,0,0,1,1,0,2,6,3,4,5,6,0,7,8,7,9,11,17,18,24,27,27,31,33,32,30,28,0,24,13,13,5,5,14,14,18,0,2,5,6,7,6,8,1,8,6,7,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 06:00:00,3,2,0,0,0,1,0,1,5,10,2,8,9,4,6,7,9,7,6,8,7,5,4,6,7,11,15,16,13,12,14,12,9,5,4,8,9,11,11,0,5,7,9,9,6,10,11,7,4,7,0,6,6,6,7,9,15,17,10,12,13,10,11,14,13,13,11,10,8,12,16,17,11,17,10,3,2,1,0,0
