Unnamed: 0,1_은평공영차고지,2_덕은교.은평차고지앞,3_DMC첨단산업센터,4_MBC,5_SBS.YTN,6_공항철도디지털미디어시티역,7_디지털미디어시티역,8_청구아파트.참누리아파트,9_중동현대아파트,10_가좌행복주택.건영월드컵아파트,11_가좌역,12_월드컵아이파크,13_성산2교,14_성미약수터,15_경성중고.홍대부속여중고입구,16_성서초등학교,17_망원시장.망원동월드컵시장입구,18_기업은행서교동지점(최규하대통령가옥),19_성산초등학교입구,20_마포한강푸르지오,21_합정역,22_서울화력발전소입구,23_상수역,24_서강초등학교,25_광흥창역,26_신수중학교,27_한국출판콘텐츠센터,28_신석초등학교,29_용강동주민센터,30_마포대교입구,31_마포역,32_공덕역,33_아현동주민센터,34_마포경찰서,35_아현초등학교,36_아현동가구단지,37_종근당.충정로역,38_한국경제신문사.서소문역사공원,39_서울역버스환승센터,40_남대문시장.회현역,41_남대문시장.회현역,42_한국경제신문사.서소문역사공원,43_충정로역2호선,44_아현초등학교,45_마포경찰서,46_아현동주민센터,47_공덕역,48_마포역,49_용강동입구,50_용강동주민센터,51_신석초등학교,52_래미안웰스트림아파트,53_신수중학교,54_광흥창역,55_서강초등학교,56_상수역,57_서울화력발전소입구,58_합정역,59_메세나폴리스,60_성산초등학교입구,61_기업은행서교동지점(최규하대통령가옥),62_망원시장.망원동월드컵시장입구,63_성서초등학교,64_경성중고.홍대부속여중고입구,65_성미약수터,66_성산2교,67_월드컵아이파크,68_가좌역1번출구,69_가좌행복주택.건영월드컵아파트,70_중동현대아파트,71_청구아파트.참누리아파트,72_디지털미디어시티역,73_공항철도디지털미디어시티역,74_SBS.YTN,75_MBC,76_DMC첨단산업센터,77_덕은교.은평차고지앞,78_은평공영차고지(가상)
2022-03-05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,0,0,1,0,0,0,2,2,3,0,2,3,5,6,1,0,5,4,5,0,0,4,0,0,7,6,8,5,5,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,3,0,2,3,1,0,2,0,0,3,0,4,0,3,0,0,3,0,1,1,0,0,1,0,2,0,3,0,0,0,0,0,0,0,2,3,5,1,0,0,0,3,0,2,1,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2022-03-05 07:00:00,1,0,0,0,0,0,1,1,3,5,4,3,2,1,1,0,0,0,2,0,2,1,0,0,0,0,0,2,0,2,3,0,4,2,0,6,2,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0
2022-03-05 08:00:00,0,0,1,0,0,0,0,2,3,0,4,5,6,6,0,7,6,0,2,3,3,4,4,0,2,1,6,2,6,5,4,5,1,4,6,0,0,5,4,0,1,0,2,3,0,0,0,6,0,5,4,3,2,2,3,1,3,0,1,0,0,4,0,5,4,3,0,2,1,0,0,1,4,2,0,0,0,0
2022-03-05 09:00:00,0,0,2,2,0,0,0,1,3,0,0,1,4,3,4,4,4,0,5,4,5,4,5,6,0,7,13,3,9,0,5,7,7,7,7,0,6,8,7,0,1,0,0,2,3,2,0,0,2,4,5,7,8,0,0,0,5,1,3,0,2,3,0,0,0,0,0,2,1,1,0,0,2,1,0,0,0,0
2022-03-05 10:00:00,0,1,0,1,0,1,2,0,5,5,4,5,6,6,8,9,6,8,3,5,4,3,2,1,0,3,6,8,0,9,12,11,13,12,13,7,13,12,6,1,4,5,6,0,7,0,0,2,0,5,4,4,5,0,0,4,3,6,2,5,4,3,0,0,0,0,0,2,0,1,0,0,2,1,1,0,0,0
2022-03-05 11:00:00,0,0,1,2,0,2,1,5,6,7,2,8,7,8,9,0,10,9,9,7,11,13,9,5,12,11,7,10,9,6,5,4,0,5,0,4,5,3,4,0,2,0,0,2,0,1,7,7,0,8,9,12,13,13,12,13,13,11,7,0,5,6,6,5,0,2,4,3,5,8,0,4,3,2,1,0,0,0
2022-03-05 12:00:00,0,1,2,7,7,4,5,6,0,6,8,0,10,11,12,11,12,13,9,13,11,12,7,8,3,9,10,10,12,14,11,9,7,8,13,0,0,11,7,0,8,0,2,3,4,6,4,4,4,3,5,0,7,8,0,7,6,6,0,0,6,3,1,2,0,1,0,0,0,0,0,0,4,3,0,0,0,0
2022-03-05 13:00:00,0,0,2,2,4,3,2,3,4,5,4,5,8,0,11,13,11,7,9,10,14,13,0,8,9,11,12,15,3,13,11,7,6,6,7,4,4,3,3,1,5,6,10,10,9,9,9,12,9,11,12,9,11,12,12,11,11,10,11,11,11,8,8,3,0,6,5,6,11,13,12,11,9,7,0,0,0,0
2022-03-05 14:00:00,0,0,0,5,0,1,10,0,3,3,5,0,4,8,7,0,4,5,11,8,8,0,10,5,6,9,10,8,9,8,16,15,15,14,13,12,0,8,5,1,7,6,9,8,7,6,5,8,7,11,9,10,10,9,9,14,16,13,16,14,16,15,8,7,3,2,6,9,6,8,8,5,4,0,1,1,0,0
2022-03-05 15:00:00,0,1,1,4,2,4,0,3,5,4,6,7,8,8,10,14,9,10,7,6,7,7,7,0,6,3,5,4,0,1,3,6,7,8,3,13,11,12,9,1,5,0,5,0,4,0,3,5,0,6,6,8,11,10,11,13,15,13,18,8,20,21,15,13,9,5,0,3,0,2,0,0,0,0,0,0,0,0
2022-03-05 16:00:00,0,0,0,2,5,8,9,0,7,8,10,4,11,7,18,19,17,18,16,14,16,18,17,16,14,9,10,12,9,0,9,6,0,7,8,9,0,8,6,4,13,14,0,15,13,12,10,10,0,15,14,16,18,17,0,19,21,15,13,15,11,15,0,13,6,2,0,0,1,3,3,3,3,2,0,0,0,0
2022-03-05 17:00:00,0,0,4,6,0,6,3,2,4,0,1,3,6,9,12,15,14,18,20,21,22,19,11,9,0,12,11,10,11,10,7,6,5,7,6,7,6,0,2,3,6,9,6,7,8,6,6,7,9,11,11,13,14,15,14,9,12,14,18,15,11,16,6,8,6,5,2,6,4,5,0,0,6,4,2,0,0,0
2022-03-05 18:00:00,0,1,2,8,7,7,5,4,6,5,6,0,6,7,11,10,13,16,15,23,21,16,8,6,8,7,7,6,5,0,3,3,0,4,5,7,6,0,2,3,9,5,5,5,6,5,3,5,2,5,7,10,11,12,16,16,9,6,7,6,0,8,0,7,6,5,4,4,0,4,0,1,3,0,0,0,0,0
2022-03-05 19:00:00,0,0,0,2,1,3,4,3,4,1,2,0,3,0,4,2,5,6,8,10,10,10,12,7,0,4,5,0,1,4,3,3,0,3,0,0,0,0,1,0,1,2,7,6,2,7,8,6,4,3,1,0,3,3,0,6,13,10,11,6,9,10,8,7,4,4,0,5,4,0,0,4,0,0,1,0,2,0
2022-03-05 20:00:00,0,0,1,1,0,2,3,0,0,0,1,1,2,1,3,2,0,1,0,4,4,5,0,0,4,3,4,3,2,3,0,0,0,1,0,2,0,0,2,0,2,2,0,4,4,3,4,5,7,6,5,4,5,5,0,8,9,9,13,0,11,10,0,8,5,7,0,6,3,4,1,2,2,2,2,1,0,0
2022-03-05 21:00:00,0,0,3,8,0,5,2,0,0,0,0,0,0,2,2,0,3,0,0,9,7,6,1,0,5,4,1,3,0,2,5,5,4,4,2,1,0,1,1,0,3,0,2,2,1,5,2,7,0,7,2,7,3,0,3,6,6,4,7,0,6,7,6,4,3,5,0,6,5,2,0,0,3,1,2,1,0,0
2022-03-05 22:00:00,0,0,0,2,3,3,5,2,1,0,0,0,0,0,2,0,3,6,4,1,7,8,9,9,0,0,5,3,2,1,4,6,8,4,2,1,3,0,1,2,0,0,0,0,0,2,3,4,3,5,0,4,4,0,0,4,5,4,5,0,0,4,5,4,2,0,0,4,3,0,0,0,5,1,0,4,0,0
2022-03-05 23:00:00,1,0,2,6,0,0,0,0,5,2,0,0,4,0,0,9,8,0,9,0,11,7,10,11,0,12,10,5,0,2,0,2,5,3,4,3,0,0,1,0,0,0,2,0,0,0,0,0,1,2,0,0,0,3,2,2,4,7,10,4,10,11,0,9,9,6,0,6,0,0,0,0,2,1,0,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,3,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,0,0,0,0,0,1,2,1,0,2,0,0,2,1,1,2,2,0,0,0,2,0,1,0,0,2,3,4,1,0,2,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,2,1,0,0,0
2022-03-06 08:00:00,0,0,2,1,0,1,0,0,0,1,0,0,0,0,4,6,0,0,0,5,4,3,4,3,2,0,4,3,3,0,6,7,0,9,2,1,8,6,3,0,1,0,1,1,2,1,0,0,0,1,1,0,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,4,1,2,4,0,1,0,0,0
2022-03-06 09:00:00,0,2,0,0,0,0,0,1,2,2,0,3,4,5,6,0,8,10,9,3,7,0,0,0,0,0,2,2,4,0,3,3,5,4,5,4,0,1,1,0,0,1,0,3,0,0,0,1,0,2,0,3,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,4,0,0,0,3,2,1,0,0,0
2022-03-06 10:00:00,0,0,0,3,0,3,4,0,4,0,0,0,9,8,9,9,8,9,0,0,9,8,9,10,2,9,9,8,8,7,5,8,6,5,6,6,7,0,5,0,0,0,1,2,0,0,1,2,3,4,5,3,0,4,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 11:00:00,0,0,0,0,0,0,1,0,3,2,0,0,4,0,0,0,6,6,6,7,7,6,6,5,5,2,0,5,6,0,7,1,3,8,9,10,0,7,3,0,1,0,2,4,4,3,0,3,0,0,5,6,5,5,6,5,6,5,6,5,6,4,4,3,1,0,0,0,0,2,0,1,4,1,1,0,0,0
2022-03-06 12:00:00,0,1,0,3,2,4,0,0,5,3,1,0,3,5,6,7,7,6,10,9,12,11,9,1,0,2,3,0,4,0,3,0,10,10,11,0,10,9,6,1,3,0,0,4,6,0,5,6,8,7,7,9,11,12,0,5,6,5,9,0,7,8,0,7,4,0,3,2,1,1,0,0,4,0,1,0,0,0
2022-03-06 13:00:00,0,0,0,2,0,1,1,0,4,5,6,7,7,11,12,11,7,0,0,5,5,0,4,0,0,8,7,0,8,6,7,7,8,9,0,9,3,0,5,3,3,0,2,3,0,4,4,5,0,7,6,6,7,9,0,11,12,7,6,2,5,4,3,0,2,1,0,2,2,3,0,0,1,0,0,0,0,0
2022-03-06 14:00:00,2,1,3,4,0,3,4,3,0,5,6,0,6,0,7,6,7,9,10,14,16,13,9,6,9,8,6,6,4,3,0,2,2,4,0,3,4,3,2,1,5,0,11,0,6,5,7,8,7,9,11,12,13,12,0,10,8,8,8,7,4,9,0,0,2,0,1,0,1,2,0,1,0,0,0,0,0,0
2022-03-06 15:00:00,1,0,2,1,5,5,7,1,2,0,0,3,8,12,13,14,11,13,12,7,9,5,4,6,0,7,7,5,4,3,0,4,1,3,6,8,7,6,1,0,4,0,0,3,6,4,4,9,11,9,0,10,12,13,14,12,11,10,11,12,8,7,10,9,0,3,10,3,12,11,10,8,8,7,5,5,3,0
2022-03-06 16:00:00,1,0,3,6,7,4,5,7,6,7,8,0,8,10,12,13,10,10,9,10,8,7,6,4,1,0,0,0,0,0,3,4,5,7,4,3,6,8,3,1,6,8,9,7,6,8,6,7,0,7,6,5,5,6,0,4,4,6,13,14,14,12,9,8,7,8,7,5,3,4,0,0,2,3,0,0,0,0
2022-03-06 17:00:00,0,1,5,8,11,5,4,5,4,2,0,1,3,0,0,0,7,9,10,8,11,10,10,8,7,8,9,7,6,1,8,6,5,4,0,4,3,0,2,1,2,3,4,4,5,0,5,0,0,3,4,9,11,7,12,13,12,7,10,8,7,8,6,5,5,2,1,0,0,0,0,0,5,0,0,2,0,0
2022-03-06 18:00:00,0,0,2,6,6,6,7,6,5,4,0,0,5,8,9,10,12,13,1,10,3,9,6,9,0,8,7,6,6,0,0,7,0,6,3,7,5,0,3,0,2,0,0,9,11,0,5,6,6,8,0,4,6,0,0,8,6,8,13,15,16,13,7,11,7,6,4,3,1,0,0,1,2,0,0,1,0,0
2022-03-06 19:00:00,1,0,0,5,0,5,4,0,2,0,0,0,2,0,2,3,5,7,0,7,7,7,8,0,5,4,0,2,2,0,4,2,5,0,4,3,4,4,3,0,0,0,3,3,6,6,4,3,3,4,4,0,4,3,0,5,0,7,10,0,12,14,13,12,11,5,2,3,2,0,0,3,4,0,2,1,0,0
2022-03-06 20:00:00,0,0,0,1,1,3,2,2,1,0,4,0,5,0,6,0,6,0,4,2,2,0,0,8,1,5,2,2,1,0,3,0,2,0,1,1,0,0,2,2,3,0,4,4,5,4,1,6,0,0,4,3,0,4,4,4,5,8,11,10,6,10,9,7,5,3,0,0,4,0,0,0,5,3,0,1,0,0
2022-03-06 21:00:00,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,4,7,8,0,4,6,8,4,7,6,5,3,1,0,0,2,0,0,0,0,1,0,0,1,1,0,2,3,0,3,2,0,2,0,3,6,7,8,0,2,7,8,5,4,0,5,3,0,2,0,3,0,4,5,0,0,4,5,4,3,1,0,0
2022-03-06 22:00:00,0,0,0,1,0,0,2,0,0,1,0,0,2,5,3,0,6,4,5,5,6,8,0,7,0,4,3,1,0,0,1,2,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,6,5,4,0,3,0,1,0,7,0,8,8,0,7,3,0,2,0,1,0,0,2,3,0,0,4,3,0,1,0,0
2022-03-06 23:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,4,0,3,5,4,0,5,3,5,0,5,4,3,0,2,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,2,3,6,0,0,0,9,11,10,8,7,6,5,0,4,0,0,2,0,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,1,0,0,0,2,0,4,0,0,0,0,0,0,0,2,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,7,1,0,8,7,8,10,15,5,14,10,9,8,5,0,0,4,5,4,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,1,1,0,0,0,2,1,2,1,2,0,2,4,0,5,7,0,3,1,0,0,2,0,1,3,7,8,4,1,2,0,5,4,4,5,3,4,3,0,1,0,0,0,1,1,0,0,0,2,1,2,5,0,6,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2022-03-07 07:00:00,1,2,4,7,5,4,4,3,6,6,6,2,5,4,2,5,4,7,0,5,6,0,7,6,7,7,13,14,15,12,11,12,12,15,19,20,19,6,4,0,2,0,3,4,5,4,0,3,0,5,7,11,6,7,0,10,9,9,12,0,11,12,5,2,3,0,1,1,9,15,0,8,5,0,1,1,0,0
2022-03-07 08:00:00,1,2,3,9,0,8,5,7,7,7,6,7,6,7,8,12,15,15,5,13,9,3,7,6,6,6,14,17,17,15,15,17,20,23,25,22,20,15,8,0,1,2,11,13,13,12,10,11,3,9,8,11,13,12,10,10,10,11,11,11,10,10,12,14,13,16,15,19,27,29,29,35,37,35,21,3,2,0
2022-03-07 09:00:00,0,0,2,7,6,8,8,0,8,9,6,4,9,9,10,11,11,12,10,9,10,6,6,5,4,5,5,7,10,8,3,4,11,12,16,8,14,12,5,0,2,0,3,4,5,4,6,0,7,6,5,4,6,5,6,7,8,7,8,0,9,8,6,6,5,7,0,8,12,13,12,16,37,34,19,1,0,0
2022-03-07 10:00:00,0,0,0,5,1,8,5,4,5,2,3,3,4,3,2,3,12,11,4,9,8,10,10,9,7,6,8,8,6,7,8,6,8,7,5,6,5,0,3,1,4,0,0,1,3,3,5,1,5,3,5,6,5,4,3,4,0,3,4,5,4,2,4,3,3,3,1,4,3,2,1,2,2,1,1,0,0,0
2022-03-07 11:00:00,0,0,2,3,4,3,3,4,3,3,0,4,4,6,0,7,7,8,8,8,11,10,8,6,9,11,10,11,13,10,9,6,5,8,6,0,7,8,3,0,4,0,11,12,18,14,4,5,6,8,9,7,4,6,6,7,6,4,5,6,3,5,6,3,0,4,0,1,3,2,0,4,8,6,2,1,0,0
2022-03-07 12:00:00,0,0,2,7,8,6,4,3,4,2,0,1,4,5,9,9,10,10,9,8,9,7,6,5,2,7,5,5,4,6,6,11,10,5,5,8,7,8,3,1,4,4,5,3,3,5,7,9,0,8,7,8,10,9,10,11,10,9,8,6,6,8,6,6,5,7,0,8,6,9,7,7,4,2,0,0,0,0
2022-03-07 13:00:00,0,0,1,1,2,2,0,3,5,6,0,0,2,0,1,2,3,0,0,4,7,0,5,0,3,3,2,10,8,7,4,5,6,6,5,4,5,4,4,2,5,3,6,9,8,9,8,10,11,9,10,12,9,8,7,7,7,6,7,5,6,5,3,3,2,0,4,4,0,0,0,3,4,3,0,0,0,0
2022-03-07 14:00:00,1,1,4,4,5,5,6,7,5,5,5,6,5,5,7,8,7,4,7,6,8,7,7,8,9,2,10,9,9,10,8,7,8,7,6,5,6,3,4,1,4,0,4,4,7,9,9,9,5,6,4,4,12,13,13,10,9,7,9,11,9,8,10,6,7,6,0,2,6,7,6,7,5,4,3,1,2,0
2022-03-07 15:00:00,0,0,9,12,11,7,2,0,3,5,6,0,8,10,12,29,30,9,31,26,8,0,9,8,6,7,5,5,4,0,4,6,8,7,5,2,4,3,3,1,7,5,9,10,11,12,9,10,10,9,9,10,9,6,0,8,10,9,6,0,0,7,8,10,11,10,0,7,5,5,4,5,6,2,1,0,1,0
2022-03-07 16:00:00,0,0,4,0,7,3,2,1,2,3,0,2,8,8,9,5,9,0,0,26,25,23,18,14,12,8,6,4,5,4,6,8,9,7,9,7,4,7,3,1,8,9,11,11,13,16,15,17,19,15,12,11,10,9,8,7,9,10,15,8,14,13,0,14,12,9,0,7,8,7,6,0,5,6,5,4,1,0
2022-03-07 17:00:00,0,0,30,34,32,17,7,7,6,6,7,0,10,16,17,16,14,11,6,14,13,11,10,8,7,6,8,5,9,8,10,11,13,11,8,8,6,6,3,3,11,14,12,12,12,15,15,13,9,11,9,7,10,7,9,9,8,12,14,8,14,15,15,13,12,12,8,6,7,6,6,5,9,8,6,3,3,0
2022-03-07 18:00:00,0,2,27,47,49,29,18,18,11,15,13,12,13,13,13,14,14,16,15,14,18,15,13,9,10,10,6,5,4,4,4,7,9,10,9,8,6,7,5,2,11,14,17,16,17,18,17,20,24,21,20,19,20,21,20,17,16,15,21,19,15,10,0,8,9,8,9,7,8,9,8,3,8,6,3,4,3,0
2022-03-07 19:00:00,0,0,22,27,6,18,4,3,2,1,2,0,8,10,9,8,10,13,5,12,12,12,12,11,10,10,6,6,6,4,3,4,5,6,5,3,3,0,1,0,4,5,16,15,17,17,17,17,16,15,15,16,14,15,12,10,10,13,19,20,20,23,22,19,17,13,11,12,10,9,8,6,7,3,6,4,0,0
2022-03-07 20:00:00,0,0,7,13,17,12,7,0,5,4,0,0,6,2,6,5,7,0,0,8,8,8,8,8,7,5,6,5,0,2,4,3,5,5,0,4,0,5,0,0,3,0,5,4,2,2,0,5,4,7,6,0,7,8,8,9,8,5,7,6,5,7,7,6,5,6,5,7,6,4,0,0,3,0,2,0,0,0
2022-03-07 21:00:00,0,0,4,19,21,16,10,9,6,5,6,4,4,0,6,0,7,8,6,3,9,0,8,7,6,4,4,3,3,2,5,6,0,6,4,4,3,0,0,0,1,4,0,1,0,1,0,4,3,5,4,5,3,2,0,6,5,6,10,9,0,8,7,7,5,3,4,3,4,3,0,3,8,7,3,2,0,0
2022-03-07 22:00:00,0,0,3,4,3,6,2,4,1,0,3,0,0,0,0,1,0,2,0,3,7,8,8,5,7,4,4,4,3,3,2,0,2,4,0,0,1,2,2,1,3,2,2,2,1,3,3,5,6,5,0,4,3,1,4,5,6,5,6,0,4,5,6,5,4,3,0,2,0,1,0,0,0,0,0,0,0,0
2022-03-07 23:00:00,1,0,0,0,0,0,0,2,2,0,0,0,3,0,0,2,1,0,0,0,2,0,4,3,0,0,4,3,3,0,1,0,0,0,0,3,2,0,0,0,2,0,4,2,1,2,1,4,4,5,0,0,0,6,0,5,0,3,4,0,6,7,7,3,4,0,0,0,3,4,0,3,3,0,1,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,2,1,0,8,0,9,11,18,4,17,12,10,9,6,5,4,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 06:00:00,3,1,0,4,0,0,2,0,2,0,0,0,2,3,0,0,0,0,0,0,1,0,2,0,0,1,4,6,8,1,3,5,0,3,1,0,5,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,4,3,0,1,0,0,0
2022-03-08 07:00:00,1,2,2,6,7,3,3,2,5,6,5,3,6,5,3,8,8,7,7,6,7,6,7,6,4,5,7,10,11,9,11,13,12,14,15,19,17,16,6,0,1,0,2,4,0,5,4,2,0,4,7,10,7,8,9,9,11,10,12,13,14,16,9,4,6,6,6,12,18,7,8,6,10,9,6,2,0,0
2022-03-08 08:00:00,2,4,4,6,4,5,4,3,4,6,7,8,8,9,11,12,15,16,16,11,11,5,15,12,12,11,12,11,12,13,16,21,24,24,28,20,18,15,8,2,5,2,3,7,7,5,6,5,6,9,11,17,16,16,16,15,15,11,8,8,9,10,10,11,11,13,14,14,22,27,26,33,40,32,20,0,0,0
