Unnamed: 0,1_선일교통(가상),2_강북청소년수련관,3_무량사입구,4_국립4.19민주묘지,5_국립4.19민주묘지입구사거리,6_북부성모병원,7_수유2동주민센터우이시장,8_광산사거리,9_강북구청,10_수유역.강북구청,11_대한병원,12_수유중앙시장,13_광산사거리,14_쌍문초등학교,15_숭미초등학교,16_둘리뮤지엄.대우이안극동아파트,17_세그루학원,18_방학3동주민센터,19_방학동신동아타워,20_방학동신동아아파트,21_국민은행방학지점,22_신한은행방학동지점,23_방학사거리,24_창동아이파크,25_창동쌍용아파트,26_자운고등학교앞,27_창동동아청솔아파트,28_창동농협물류센터,29_창동역동측,30_창동동아아파트,31_창동주공19단지,32_창동주공18단지,33_서울외국어고등학교,34_녹천역,35_서울외국어고등학교,36_창동주공18단지,37_창동주공19단지,38_창동동아아파트,39_창동역동측(도봉방면),40_창동농협물류센터,41_창동동아청솔아파트,42_자운고등학교앞,43_창동쌍용.성원아파트,44_서울문화고등학교,45_방학사거리,46_신한은행방학동지점,47_국민은행방학지점,48_방학동신동아아파트,49_방학3동신동아프라자,50_방학3동주민센터,51_세그루학원,52_둘리뮤지엄.대우이안극동아파트,53_숭미초등학교,54_쌍문초등학교,55_강북중학교,56_강북구청,57_수유역.강북구청,58_대한병원,59_수유중앙시장,60_광산사거리,61_수유2동주민센터우이시장,62_북부성모의원,63_국립4.19민주묘지입구사거리,64_국립4.19민주묘지,65_무량사입구,66_강북청소년수련관,67_선일교통종점(가상)
2022-03-26 09:00:00,0,4,6,7,12,12,14,11,10,4,3,4,6,7,6,7,9,10,10,13,13,16,19,21,17,16,14,9,4,1,0,3,2,3,5,6,6,6,5,3,4,0,5,6,7,8,7,6,10,11,15,17,19,19,19,15,15,7,14,11,10,10,9,7,6,0,0
2022-03-26 10:00:00,0,5,9,12,14,10,14,15,9,3,4,5,8,7,8,7,6,6,8,8,8,9,9,13,13,12,9,8,3,2,1,0,0,1,2,5,3,4,3,5,3,3,3,7,5,6,6,5,8,10,10,6,8,11,18,12,4,5,1,2,5,4,3,3,1,0,0
2022-03-26 11:00:00,0,5,7,8,8,10,12,13,12,8,7,8,6,7,7,8,4,5,7,7,6,7,4,8,9,9,8,6,6,7,3,2,5,4,6,4,7,7,4,5,4,4,7,11,10,9,10,12,13,16,17,18,20,19,19,17,9,8,0,9,8,7,8,6,5,0,0
2022-03-26 12:00:00,0,6,5,9,10,13,17,16,14,10,8,0,9,11,10,11,10,12,15,14,14,11,10,12,12,11,10,7,3,3,1,1,0,3,5,6,7,3,7,9,11,15,13,16,18,16,15,14,16,14,13,14,16,15,14,11,9,7,7,4,6,4,5,3,4,0,0
2022-03-26 13:00:00,0,6,8,10,13,14,17,18,13,10,11,12,13,14,14,11,7,9,8,10,9,9,10,9,14,15,12,10,7,5,4,2,0,3,3,4,5,7,7,9,10,6,9,10,10,9,10,11,9,9,12,11,22,25,26,19,9,6,4,6,8,6,6,3,2,0,0
2022-03-26 14:00:00,0,3,4,6,8,8,13,11,11,15,15,9,18,16,9,8,11,11,10,8,13,15,10,11,14,13,15,12,3,2,0,2,0,4,4,4,5,4,5,7,8,0,6,10,12,12,10,8,8,10,12,9,14,16,16,9,9,6,7,10,4,4,9,4,3,0,0
2022-03-26 15:00:00,0,5,8,9,13,13,12,11,10,10,8,9,8,21,22,21,18,16,8,14,9,8,8,7,9,8,10,7,8,7,7,1,1,2,5,6,6,4,7,9,10,5,8,10,9,9,9,9,11,10,14,15,17,15,13,10,9,8,1,7,4,8,5,4,3,0,0
2022-03-26 16:00:00,0,9,10,15,15,14,15,13,11,9,8,0,9,10,11,10,8,9,7,10,8,10,10,9,10,7,7,7,6,5,1,0,5,4,4,7,8,12,15,14,13,19,18,10,18,16,13,10,12,13,14,16,14,15,14,12,9,7,8,5,7,5,3,2,1,0,0
2022-03-26 17:00:00,0,11,11,14,15,18,18,18,16,9,10,13,14,8,15,14,16,15,13,11,9,9,9,11,11,8,12,10,4,4,5,3,1,4,1,5,5,6,8,11,10,12,12,13,15,13,12,11,9,12,18,17,18,22,17,14,13,15,17,15,13,14,7,4,2,0,0
2022-03-26 18:00:00,0,11,12,14,16,17,16,13,10,13,14,16,17,20,20,19,10,11,12,13,10,9,8,8,11,10,9,9,8,7,7,4,3,2,3,3,3,8,13,15,12,13,11,17,13,13,10,11,10,14,20,21,21,23,21,15,14,6,14,13,10,11,9,7,4,0,0
2022-03-26 19:00:00,0,3,4,6,8,7,8,7,5,10,11,13,18,20,19,19,13,10,8,7,5,4,4,7,5,4,3,2,4,3,2,1,0,3,6,4,3,7,8,8,7,9,7,9,11,10,9,10,9,10,9,10,6,9,9,5,11,8,7,9,8,8,7,3,2,0,0
2022-03-26 20:00:00,0,4,4,5,5,4,5,3,4,14,6,7,13,12,11,8,6,5,4,0,4,5,4,4,6,2,5,4,5,4,3,1,0,2,2,3,0,4,9,9,5,5,10,11,13,9,12,10,7,5,5,5,6,4,3,4,12,7,11,9,7,5,3,3,2,1,0
2022-03-26 21:00:00,0,2,3,4,4,4,6,2,5,15,11,14,14,12,11,8,7,6,4,3,3,5,4,4,5,3,5,7,6,3,2,3,0,2,0,0,1,1,8,9,8,3,7,6,8,7,5,4,5,6,4,5,7,5,2,2,13,12,11,10,6,8,6,2,2,0,0
2022-03-26 22:00:00,0,2,5,0,6,0,3,4,4,17,8,20,12,19,16,13,15,13,11,7,9,10,9,7,6,0,4,3,5,3,3,2,1,1,1,0,1,0,10,11,5,12,11,11,11,11,6,6,8,7,1,5,4,3,2,2,11,11,12,11,10,5,8,5,3,0,0
2022-03-26 23:00:00,0,0,0,1,2,1,2,2,2,11,5,8,14,12,9,5,5,3,4,2,1,3,2,1,2,0,2,1,6,3,5,2,0,1,0,1,0,0,11,12,11,12,3,10,8,7,5,4,5,6,6,6,7,6,5,5,10,11,10,9,9,7,7,5,1,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,0,1,0,0,4,5,7,4,0,7,9,10,0,10,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,2,3,2,3,3,3,4,2,3,4,2,3,6,0,3,5,6,12,4,4,11,9,9,5,4,8,6,5,1,1,0,0,1,1,2,3,2,1,0,0,0,3,0,1,0,0,4,1,5,5,5,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,2,3,2,3,3,4,3,3,2,0,3,4,0,1,3,2,2,4,2,5,6,7,5,5,0,2,5,1,0,0,0,0,2,3,0,0,1,3,2,3,0,4,3,1,2,3,1,3,3,5,0,4,5,2,6,3,3,2,3,1,0,1,2,0,0,0
2022-03-27 07:00:00,0,4,5,6,5,5,6,7,4,1,1,0,0,1,1,0,1,1,3,4,6,7,5,5,6,0,5,4,0,0,0,0,0,2,3,1,5,4,3,2,0,1,2,3,4,2,3,4,4,5,6,6,7,8,4,5,5,4,3,4,4,1,4,1,2,0,0
2022-03-27 08:00:00,0,3,4,6,6,8,13,11,7,3,2,0,4,4,4,5,2,5,6,10,11,12,8,12,11,9,9,5,1,0,0,0,0,2,3,4,5,0,3,5,5,0,0,4,2,3,2,1,3,5,7,7,9,8,7,5,6,4,3,5,6,7,6,3,1,0,0
2022-03-27 09:00:00,0,4,7,11,12,17,18,18,14,13,1,5,6,4,5,6,5,6,8,8,9,10,8,8,8,6,6,7,4,1,5,0,4,2,4,4,2,3,5,3,2,1,4,5,6,6,3,2,7,11,14,12,13,14,15,9,5,3,3,7,10,12,12,7,1,0,0
2022-03-27 10:00:00,0,3,8,10,9,7,15,8,11,6,3,5,7,6,6,6,7,7,7,8,10,9,8,8,10,11,9,9,4,0,4,0,3,2,5,6,8,7,6,7,4,0,3,6,8,7,5,5,10,7,8,8,10,11,11,9,7,5,7,8,10,13,12,1,10,0,0
2022-03-27 11:00:00,0,5,7,6,7,8,10,8,7,6,3,5,6,7,7,7,5,5,4,3,4,5,3,6,10,3,11,8,2,2,1,0,1,3,2,5,6,4,4,7,2,0,5,6,10,9,6,6,13,14,14,13,11,9,10,9,8,5,4,7,7,4,7,4,3,0,0
2022-03-27 12:00:00,0,4,5,8,11,13,16,15,11,7,8,9,9,14,13,9,10,7,7,10,9,10,10,8,10,0,9,7,3,2,1,0,0,2,3,5,6,5,4,5,9,3,5,13,11,12,10,7,7,9,13,11,12,14,16,14,11,10,5,9,8,6,7,3,2,0,0
2022-03-27 13:00:00,3,7,9,12,15,8,16,13,12,8,9,5,11,10,10,11,11,13,12,10,10,14,15,11,8,12,11,9,4,2,2,2,1,2,3,4,6,5,5,10,7,9,8,11,12,8,10,9,12,12,13,15,17,14,10,10,7,5,0,5,6,4,6,2,4,0,0
2022-03-27 14:00:00,0,9,6,11,10,11,12,11,9,6,6,5,8,9,8,8,12,11,9,11,12,10,11,9,9,7,7,7,4,3,2,1,0,1,2,4,6,2,7,10,7,0,11,13,13,12,10,8,9,7,23,24,25,21,16,12,8,10,8,5,7,6,6,2,2,0,0
2022-03-27 15:00:00,0,7,9,10,9,12,13,14,8,13,14,5,13,10,12,10,9,9,9,7,8,6,7,9,8,6,8,7,2,2,1,0,1,6,6,8,6,4,6,8,5,2,12,12,11,10,12,11,10,15,19,20,11,21,21,16,11,10,9,8,9,2,8,4,1,0,0
2022-03-27 16:00:00,0,2,6,7,8,8,9,7,5,8,8,3,9,8,8,10,8,7,7,10,9,11,10,10,9,8,9,6,5,4,3,2,0,1,2,3,4,4,9,10,6,7,8,9,7,8,7,9,11,12,11,11,12,11,10,9,10,11,10,10,10,10,8,6,4,0,0
2022-03-27 17:00:00,0,13,4,21,23,26,14,25,18,14,13,11,11,10,11,10,9,5,7,5,8,7,8,9,10,6,7,4,7,5,3,3,1,3,4,4,3,4,12,14,6,13,14,10,11,10,9,9,8,7,8,3,8,6,7,5,8,9,0,6,5,8,7,4,3,0,0
2022-03-27 18:00:00,0,7,6,9,8,10,11,10,6,13,11,14,17,15,15,13,12,11,10,6,11,8,8,9,6,8,5,6,7,4,5,3,1,3,5,5,6,7,16,18,17,10,14,15,12,10,10,10,13,14,15,16,15,13,11,6,21,21,9,7,16,14,12,1,9,0,0
2022-03-27 19:00:00,2,3,5,6,5,7,9,7,6,9,9,10,12,12,11,9,8,5,5,7,6,7,5,6,5,4,3,5,10,10,9,8,6,1,0,1,1,2,10,11,5,12,10,9,10,8,6,4,6,6,5,7,8,6,6,4,7,10,5,8,8,10,5,4,1,0,0
2022-03-27 20:00:00,0,2,4,4,6,4,5,3,4,11,10,11,12,13,13,12,9,5,3,3,4,3,2,1,2,0,2,1,6,2,5,4,2,2,0,1,3,2,8,11,10,9,5,9,11,9,6,3,7,10,9,9,10,2,7,6,7,4,0,2,7,6,4,0,4,0,0
2022-03-27 21:00:00,0,4,2,5,1,7,9,10,8,10,9,8,10,9,8,6,5,5,0,4,5,2,2,5,7,0,4,2,6,6,3,4,2,0,0,0,0,0,6,8,6,5,7,6,8,11,9,8,11,12,7,0,9,5,2,4,7,8,7,6,8,0,8,5,3,0,0
2022-03-27 22:00:00,0,3,5,2,6,4,2,0,2,9,5,0,5,8,7,4,4,3,2,2,3,2,3,2,1,0,0,1,6,4,0,4,3,1,1,0,1,1,11,14,8,15,10,5,9,10,7,6,7,5,4,0,3,2,2,0,7,7,6,6,6,3,5,3,2,0,0
2022-03-27 23:00:00,0,0,0,0,1,0,0,1,0,6,5,6,5,6,6,5,3,2,2,3,7,7,6,2,3,1,0,0,5,4,1,0,2,0,1,1,0,2,8,4,7,5,4,5,9,7,8,7,7,6,5,6,4,5,2,1,7,6,8,8,5,3,2,0,1,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,0,0,1,4,5,0,0,3,7,5,6,7,8,0,9,8,7,11,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,3,2,5,6,5,9,9,8,4,4,4,5,4,5,6,7,7,8,4,9,9,14,13,10,8,12,10,3,2,1,0,1,2,1,3,3,2,0,2,2,1,3,0,0,0,0,0,4,4,7,1,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,0,4,9,11,14,10,14,13,12,5,5,3,6,5,4,5,6,4,5,5,7,6,6,11,20,0,19,12,1,0,2,0,0,2,1,3,4,3,2,1,3,0,5,6,7,6,4,5,7,13,15,8,14,12,7,8,4,2,1,3,2,0,2,0,1,0,0
2022-03-28 07:00:00,0,8,13,12,17,19,25,27,20,19,20,22,18,25,25,26,18,25,29,38,43,46,47,44,43,30,28,25,8,4,7,6,2,3,7,17,22,20,11,9,10,10,16,24,26,31,29,17,26,29,26,29,27,29,32,24,7,4,3,2,1,6,5,1,0,0,0
2022-03-28 08:00:00,0,4,7,11,16,19,24,26,22,9,10,10,11,12,20,20,11,12,16,18,19,20,22,17,24,25,37,34,26,25,4,3,3,4,6,13,16,16,10,11,12,7,9,9,14,8,8,13,14,18,22,26,27,26,27,17,14,11,7,10,5,9,9,7,6,0,0
2022-03-28 09:00:00,0,4,5,9,11,15,19,20,12,4,3,4,6,7,4,4,8,9,8,7,7,7,8,11,11,10,11,8,2,1,0,1,1,4,5,6,7,6,3,3,5,4,5,7,8,4,2,3,10,18,20,22,23,26,27,18,5,6,3,3,5,6,5,2,4,0,0
2022-03-28 10:00:00,0,2,5,7,7,9,14,13,11,5,7,8,8,8,4,7,6,6,6,8,9,7,6,7,0,12,13,10,6,5,0,4,1,5,5,6,7,6,4,3,4,4,5,6,4,4,5,3,6,12,12,11,8,13,12,8,5,6,0,5,5,3,4,1,1,0,0
2022-03-28 11:00:00,0,6,3,7,9,8,7,7,5,4,5,5,6,8,7,4,4,6,5,5,4,5,4,5,5,4,5,4,2,0,0,1,0,1,2,4,3,5,4,5,6,7,6,4,6,6,5,7,8,11,12,12,14,13,12,10,8,6,7,7,8,7,6,2,1,0,0
2022-03-28 12:00:00,0,2,6,7,8,9,10,12,10,8,10,8,11,12,13,11,9,7,7,6,8,8,10,10,11,11,10,7,5,5,3,2,1,2,1,3,4,5,5,8,7,6,9,8,10,10,11,9,9,9,10,9,10,11,9,8,9,5,10,13,12,11,4,2,2,0,0
2022-03-28 13:00:00,0,3,4,5,5,5,9,9,8,5,6,4,6,6,8,7,7,9,8,9,7,11,12,11,9,11,9,9,4,3,0,1,0,5,6,9,10,11,6,10,9,4,9,10,11,12,10,10,9,9,11,14,8,15,16,13,12,10,11,10,8,9,7,3,1,0,0
2022-03-28 14:00:00,0,3,5,9,10,9,10,10,11,8,7,7,8,7,8,5,8,11,10,8,9,8,7,8,8,7,9,8,4,5,5,3,0,3,4,4,5,4,7,9,10,9,10,6,11,9,8,8,9,11,10,7,9,12,11,9,10,10,10,9,7,8,6,6,1,0,0
2022-03-28 15:00:00,0,4,7,9,5,10,7,6,7,8,4,8,9,7,8,12,12,12,8,12,12,13,13,11,11,11,10,9,7,5,2,4,3,2,4,11,24,23,23,25,18,38,30,43,42,37,30,26,23,18,14,13,14,15,13,8,11,8,13,14,13,9,11,7,6,0,0
2022-03-28 16:00:00,0,5,6,9,11,12,14,13,12,14,16,17,9,15,14,13,26,27,25,22,16,15,12,10,7,10,7,8,5,4,2,3,2,6,32,19,17,33,21,24,22,20,18,18,19,14,11,10,9,9,34,33,31,15,14,28,12,13,8,11,8,7,5,3,2,0,0
2022-03-28 17:00:00,0,7,10,15,20,22,23,22,17,18,20,23,23,20,17,16,15,15,15,14,16,16,18,16,11,12,9,10,7,5,6,5,4,5,4,7,8,7,18,27,25,24,23,22,21,20,14,15,12,16,15,17,15,12,8,9,14,11,10,12,11,8,8,5,3,0,0
2022-03-28 18:00:00,0,9,10,11,14,15,15,13,8,27,27,27,26,25,26,25,20,16,13,12,13,14,15,14,17,15,13,11,14,15,13,11,8,2,5,4,5,8,17,20,21,20,19,20,19,16,17,18,16,17,25,24,21,21,16,13,33,34,30,23,20,19,14,6,3,0,0
2022-03-28 19:00:00,0,3,8,0,9,9,11,10,8,36,36,35,37,34,33,30,21,13,8,5,5,6,5,6,6,10,3,8,15,12,8,4,2,2,4,5,3,6,29,23,25,23,18,21,23,22,16,13,9,7,9,10,9,7,6,5,21,22,21,25,21,17,12,7,8,0,0
2022-03-28 20:00:00,4,3,2,6,5,3,3,2,4,12,8,19,20,15,14,11,10,9,8,7,6,5,5,4,4,3,4,0,5,4,2,2,1,1,1,2,0,0,16,17,15,14,8,8,12,9,6,6,5,4,5,3,7,6,3,3,12,11,19,17,10,8,7,4,3,0,0
2022-03-28 21:00:00,0,4,0,3,4,3,4,1,4,9,9,9,10,9,10,5,5,4,4,4,6,5,4,5,4,3,1,2,6,7,5,2,1,2,0,1,0,2,14,15,9,20,15,14,13,13,11,9,8,9,7,6,4,5,4,2,10,11,4,10,8,7,5,3,2,0,0
2022-03-28 22:00:00,0,1,2,1,1,0,4,3,2,15,16,16,14,13,12,11,29,28,27,28,29,30,28,15,6,3,4,0,5,3,3,1,1,1,4,4,2,1,10,13,10,0,9,9,10,7,6,8,6,6,17,7,17,13,8,6,14,4,13,14,12,11,8,4,3,0,0
2022-03-28 23:00:00,0,1,0,0,2,0,2,0,1,6,3,2,4,3,3,4,2,4,2,3,4,3,2,3,0,0,0,2,9,8,6,2,1,0,0,1,1,0,7,7,0,3,4,7,7,8,7,8,6,5,4,0,2,0,0,2,10,4,0,6,4,2,3,2,1,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,0,0,0,1,4,0,2,7,6,13,14,6,15,15,17,0,16,17,20,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,0,2,3,4,5,6,10,12,10,4,4,2,5,6,11,6,12,14,15,16,19,20,18,16,20,2,19,14,5,4,2,3,2,1,2,0,4,4,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 06:00:00,0,6,7,9,10,11,14,12,12,5,3,3,5,5,4,2,7,8,8,11,12,13,12,18,20,6,9,6,1,0,1,0,0,1,3,3,5,3,2,0,0,1,2,3,3,0,5,4,8,14,14,13,13,10,12,9,2,2,0,3,2,2,2,1,1,0,0
2022-03-29 07:00:00,0,8,15,17,22,26,25,28,25,15,19,18,17,22,19,19,13,17,21,28,34,36,37,39,41,31,34,25,11,8,10,9,2,2,5,11,18,17,10,9,8,5,10,18,10,20,19,21,23,25,28,27,31,33,33,24,10,0,3,3,2,0,1,0,1,0,0
2022-03-29 08:00:00,0,6,10,15,26,22,39,37,31,10,12,11,16,15,23,20,12,14,15,18,28,26,24,22,29,30,41,39,29,26,3,0,2,4,7,11,14,14,6,8,9,5,6,10,14,15,13,14,17,24,29,25,33,33,32,25,15,16,17,17,16,14,12,3,11,0,0
2022-03-29 09:00:00,1,4,10,11,13,15,18,19,16,7,6,7,8,6,8,8,7,9,7,10,11,12,14,15,20,6,20,17,2,3,0,2,1,3,3,6,7,7,4,5,4,6,5,6,8,7,5,6,15,21,22,26,28,30,29,21,6,5,6,6,5,3,3,2,1,0,0
2022-03-29 10:00:00,0,3,5,6,9,7,12,9,10,4,5,4,5,4,5,6,5,6,7,8,7,7,7,9,9,6,7,8,3,2,2,2,1,3,4,6,7,6,5,7,7,8,9,11,7,7,3,4,6,8,10,13,14,13,11,11,6,5,2,4,3,5,4,0,1,0,0
2022-03-29 11:00:00,0,5,8,9,6,9,9,10,6,5,4,5,4,6,5,4,7,5,5,6,7,10,12,12,16,15,13,10,2,0,1,1,0,3,4,5,5,4,8,7,2,8,5,9,5,7,5,10,4,11,13,14,14,15,14,11,8,5,2,4,7,6,5,2,1,0,0
2022-03-29 12:00:00,0,7,15,16,14,13,13,13,11,6,5,5,9,7,8,9,6,7,6,7,7,8,6,5,6,0,8,6,5,1,1,4,3,6,4,3,9,3,7,8,4,5,9,10,9,10,9,4,6,7,9,11,11,13,12,11,7,8,9,8,7,6,7,4,3,0,0
2022-03-29 13:00:00,0,4,5,5,4,5,8,8,6,10,5,2,7,9,7,9,8,5,6,8,7,8,7,9,9,11,10,8,3,2,1,1,0,2,3,5,3,5,7,6,5,5,1,8,10,8,8,6,7,5,5,8,10,9,8,7,5,5,7,11,10,10,7,4,2,0,0
2022-03-29 14:00:00,0,7,7,6,8,9,9,10,8,7,5,0,8,8,10,8,7,6,4,7,7,7,6,7,5,8,7,6,6,2,4,2,1,4,2,5,2,1,3,5,3,7,3,6,6,6,8,9,7,7,8,7,9,13,14,11,5,6,5,6,3,4,3,1,2,0,0
2022-03-29 15:00:00,0,4,6,8,8,10,7,6,9,11,10,9,13,13,15,15,13,12,10,8,7,9,11,10,9,9,10,7,6,3,4,3,1,3,3,3,15,21,23,15,10,11,8,14,20,18,15,16,14,11,11,9,11,14,9,6,7,5,5,4,7,9,8,7,5,0,0
2022-03-29 16:00:00,0,6,9,13,14,12,15,16,12,8,10,6,12,14,14,15,13,14,14,15,15,16,16,13,12,30,10,24,15,16,11,6,5,13,36,37,4,36,28,35,35,35,34,40,39,36,25,24,23,17,40,39,37,34,33,24,9,10,9,11,10,5,6,4,1,0,0
2022-03-29 17:00:00,0,6,6,7,9,9,10,9,8,15,17,18,18,14,21,18,15,15,16,14,16,14,14,12,13,12,12,11,9,3,6,2,3,5,7,6,8,10,13,17,16,15,16,18,19,17,18,17,12,12,15,15,17,14,12,10,15,15,14,13,13,10,12,6,6,0,0
2022-03-29 18:00:00,0,13,5,15,16,15,15,14,12,25,24,21,24,26,24,22,20,17,18,13,15,16,15,14,16,10,18,7,10,8,6,7,1,2,4,3,5,5,18,21,21,18,21,23,21,21,14,14,11,14,26,24,17,25,23,14,25,24,25,24,24,13,9,6,2,0,0
2022-03-29 19:00:00,0,6,7,7,9,7,10,7,8,29,19,28,28,25,21,20,13,11,10,8,8,7,8,6,7,7,4,6,9,10,8,5,3,2,3,4,5,4,18,22,14,12,15,16,16,13,20,17,13,10,10,8,7,7,4,5,21,20,20,18,23,21,16,8,3,0,0
2022-03-29 20:00:00,0,2,3,5,3,2,4,3,5,13,14,15,19,16,13,10,13,7,7,5,6,6,7,2,10,6,1,9,8,7,6,5,2,1,0,1,2,1,10,9,8,13,13,12,13,11,10,9,8,9,5,8,5,4,3,2,20,19,18,17,14,11,7,4,2,0,0
2022-03-29 21:00:00,0,5,4,5,7,3,7,4,5,12,10,13,15,14,10,13,11,7,5,7,6,3,1,3,7,6,0,3,5,4,3,2,1,2,0,1,3,2,9,10,5,9,8,9,11,9,7,6,6,7,5,3,8,5,2,2,13,11,10,12,11,10,7,6,4,0,0
2022-03-29 22:00:00,0,3,0,0,4,1,3,2,3,12,14,9,14,11,11,10,21,15,18,7,16,17,16,11,9,8,6,4,7,6,5,4,1,1,3,5,1,2,8,10,5,7,11,11,10,11,13,4,5,8,13,9,13,9,8,6,7,6,6,6,5,5,4,3,2,0,0
2022-03-29 23:00:00,0,1,1,2,0,0,1,1,2,15,13,13,10,11,9,6,4,3,2,1,2,2,0,1,3,0,0,1,4,3,2,0,2,2,0,3,0,3,5,8,4,7,4,6,6,6,5,5,5,3,3,2,1,4,0,1,6,7,8,9,8,1,4,3,1,0,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
