Unnamed: 0,1_선일교통(가상),2_강북청소년수련관,3_무량사입구,4_국립4.19민주묘지,5_국립4.19민주묘지입구사거리,6_북부성모병원,7_수유2동주민센터우이시장,8_광산사거리,9_강북구청,10_수유역.강북구청,11_대한병원,12_수유중앙시장,13_광산사거리,14_쌍문초등학교,15_숭미초등학교,16_둘리뮤지엄.대우이안극동아파트,17_세그루학원,18_방학3동주민센터,19_방학동신동아타워,20_방학동신동아아파트,21_국민은행방학지점,22_신한은행방학동지점,23_방학사거리,24_창동아이파크,25_창동쌍용아파트,26_자운고등학교앞,27_창동동아청솔아파트,28_창동농협물류센터,29_창동역동측,30_창동동아아파트,31_창동주공19단지,32_창동주공18단지,33_서울외국어고등학교,34_녹천역,35_서울외국어고등학교,36_창동주공18단지,37_창동주공19단지,38_창동동아아파트,39_창동역동측(도봉방면),40_창동농협물류센터,41_창동동아청솔아파트,42_자운고등학교앞,43_창동쌍용.성원아파트,44_서울문화고등학교,45_방학사거리,46_신한은행방학동지점,47_국민은행방학지점,48_방학동신동아아파트,49_방학3동신동아프라자,50_방학3동주민센터,51_세그루학원,52_둘리뮤지엄.대우이안극동아파트,53_숭미초등학교,54_쌍문초등학교,55_강북중학교,56_강북구청,57_수유역.강북구청,58_대한병원,59_수유중앙시장,60_광산사거리,61_수유2동주민센터우이시장,62_북부성모의원,63_국립4.19민주묘지입구사거리,64_국립4.19민주묘지,65_무량사입구,66_강북청소년수련관,67_선일교통종점(가상)
2022-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 04:00:00,0,0,0,2,4,0,0,0,3,5,8,0,4,5,9,0,0,7,10,13,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 05:00:00,0,3,2,6,8,10,13,14,11,6,4,3,7,6,8,8,5,7,8,5,10,11,12,9,15,14,12,8,3,0,2,0,1,2,1,0,2,2,2,2,3,0,4,0,2,0,0,0,3,5,3,4,5,7,11,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 06:00:00,0,5,9,10,14,13,15,17,10,6,6,8,5,8,10,9,6,6,5,6,5,5,3,6,10,5,8,6,2,0,1,1,0,2,3,6,9,8,3,2,0,2,3,4,5,3,5,3,7,7,8,8,10,11,12,10,3,2,0,2,2,2,3,2,1,0,0
2022-03-30 07:00:00,1,10,16,17,20,28,34,37,29,17,17,19,16,20,23,21,13,15,21,26,33,34,32,37,51,35,34,24,8,7,7,4,1,3,5,8,13,13,8,7,8,7,13,21,22,24,22,23,26,34,29,29,29,37,41,30,7,6,0,3,2,5,2,1,0,0,0
2022-03-30 08:00:00,0,8,11,14,17,21,25,31,23,9,10,11,12,13,15,15,12,14,13,18,20,19,17,18,22,24,40,38,35,32,4,4,1,2,5,8,12,13,11,10,11,10,9,11,13,11,11,11,14,22,32,33,30,29,29,25,16,13,14,13,12,11,11,7,5,0,0
2022-03-30 09:00:00,0,12,15,15,13,13,21,22,18,8,4,5,5,6,6,8,11,13,7,11,9,9,10,7,11,11,12,10,3,2,3,0,2,2,4,6,7,7,6,5,5,2,4,6,6,6,5,7,9,11,17,19,23,25,24,20,6,5,4,3,5,5,4,4,2,0,0
2022-03-30 10:00:00,0,5,8,11,14,12,12,13,10,4,5,3,3,2,5,2,4,5,6,7,8,8,6,8,10,8,8,7,2,3,1,2,0,5,4,6,7,4,5,7,0,5,6,7,6,5,5,4,5,8,10,11,12,10,13,8,5,2,3,4,3,2,2,1,1,0,0
2022-03-30 11:00:00,0,3,4,6,7,6,9,7,5,5,3,5,4,4,4,2,3,4,6,8,6,9,8,8,10,8,9,7,3,2,1,1,0,4,2,6,7,4,3,5,3,6,6,7,6,7,6,8,7,8,7,6,7,6,7,5,11,10,4,9,5,5,8,6,4,0,0
2022-03-30 12:00:00,0,6,6,7,9,8,10,9,8,8,6,5,9,8,7,7,5,4,4,5,6,5,7,5,8,7,6,6,4,5,1,3,2,4,4,7,6,7,5,5,4,6,5,7,6,5,3,2,6,7,7,7,8,8,10,8,4,5,5,6,6,5,2,4,2,0,0
2022-03-30 13:00:00,1,4,6,7,11,8,10,10,8,10,9,11,11,9,10,8,9,7,7,8,7,7,7,7,5,5,6,4,5,4,2,3,2,2,3,4,3,6,5,6,7,10,4,6,9,7,9,7,8,9,10,12,13,12,13,7,9,7,6,8,7,6,7,5,3,0,0
2022-03-30 14:00:00,0,3,4,7,8,9,10,12,7,7,8,6,11,11,9,9,10,9,6,5,4,7,4,9,5,8,3,5,3,1,1,0,1,2,4,9,24,25,28,24,9,5,8,9,8,6,6,4,5,6,9,8,11,10,10,8,6,9,7,8,5,5,5,3,1,0,0
2022-03-30 15:00:00,0,4,4,6,8,4,10,5,8,11,12,14,16,9,16,16,15,16,15,8,17,15,12,14,12,7,1,10,6,5,3,3,0,2,4,5,5,6,7,7,4,8,10,9,8,8,7,8,10,6,27,28,27,27,24,16,8,8,9,8,6,1,3,2,0,0,0
2022-03-30 16:00:00,0,6,7,5,6,7,9,11,9,13,14,16,17,15,17,17,39,38,34,34,35,33,28,28,20,21,20,17,10,7,5,4,2,25,34,4,33,32,16,20,19,43,16,44,40,35,31,27,29,25,27,25,22,23,19,11,11,13,12,10,8,8,6,4,3,0,0
2022-03-30 17:00:00,0,6,6,10,9,12,12,14,13,14,13,13,16,17,17,18,11,9,9,8,7,10,11,8,10,9,7,7,7,6,5,4,3,3,5,4,4,5,8,10,11,12,14,15,16,13,13,12,15,19,19,19,21,16,16,10,14,16,18,14,12,8,9,6,3,0,0
2022-03-30 18:00:00,0,12,7,11,15,12,21,20,18,25,25,30,30,20,21,20,15,16,15,15,11,12,15,9,9,11,11,8,13,8,9,4,3,3,2,5,4,5,26,30,10,25,23,29,28,26,21,20,5,11,14,15,10,15,11,10,32,24,33,21,18,12,14,10,4,0,0
2022-03-30 19:00:00,3,6,10,11,10,11,12,9,9,27,32,21,28,32,29,27,16,13,12,8,9,6,7,6,7,5,0,4,8,6,5,4,3,2,4,2,7,10,12,15,15,17,17,22,21,18,15,15,17,15,11,10,9,8,8,4,23,24,32,24,17,16,12,10,5,0,0
2022-03-30 20:00:00,0,4,3,3,3,5,6,4,5,17,17,18,19,20,19,15,9,7,5,4,4,6,6,7,8,5,3,7,6,4,3,2,1,1,0,0,2,3,8,6,16,15,15,6,12,11,8,6,7,11,15,17,10,15,13,4,23,22,17,18,15,10,10,5,4,0,0
2022-03-30 21:00:00,0,4,2,5,7,6,7,6,6,13,14,15,16,16,14,9,12,9,8,8,8,8,7,6,7,8,1,7,5,5,4,3,1,1,2,3,1,2,9,11,8,10,10,11,10,9,6,5,5,5,9,5,5,7,4,5,11,11,10,6,7,4,3,4,3,0,0
2022-03-30 22:00:00,0,1,0,1,2,1,3,1,1,10,9,11,13,11,11,10,13,10,12,11,10,9,7,8,4,0,6,4,8,6,6,4,2,2,2,1,4,3,11,13,0,11,12,11,10,8,7,4,6,5,5,5,4,5,5,3,8,9,6,8,9,7,4,5,4,0,0
2022-03-30 23:00:00,0,0,0,0,1,1,1,0,0,11,6,8,11,10,12,10,7,6,4,5,6,2,1,5,4,3,0,1,3,4,3,2,0,1,0,2,0,2,7,9,7,1,8,9,7,7,6,2,6,2,4,4,2,3,0,2,10,7,8,10,8,7,6,6,4,0,0
2022-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 04:00:00,0,0,0,1,3,0,2,6,7,11,13,0,5,17,17,0,15,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 05:00:00,0,4,5,7,7,8,7,7,6,3,3,5,6,4,8,8,8,4,10,16,17,18,16,13,15,9,4,12,7,0,2,1,0,2,0,1,2,2,0,0,0,0,1,0,0,0,1,0,4,6,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 06:00:00,0,6,10,11,14,9,13,11,9,5,3,3,5,5,1,5,4,3,4,5,6,5,6,6,8,0,7,5,1,0,0,0,0,1,2,4,6,5,3,2,1,0,2,3,4,0,3,4,7,10,12,14,7,14,8,12,3,8,0,4,5,6,3,2,1,0,0
2022-03-31 07:00:00,0,8,13,14,18,24,31,33,22,24,26,28,30,34,36,34,16,23,26,36,37,38,36,36,43,36,39,35,10,4,8,2,1,1,6,10,15,16,8,9,8,6,13,25,26,27,28,29,36,35,28,24,25,30,33,25,11,10,9,8,2,2,1,4,2,0,0
2022-03-31 08:00:00,0,7,12,14,16,18,24,27,19,11,12,12,12,11,10,11,11,14,16,17,20,19,18,18,20,25,38,34,24,22,5,3,2,3,6,10,15,12,7,8,10,9,8,10,13,14,17,15,20,21,27,25,28,26,27,18,8,7,7,7,8,7,6,3,4,0,0
2022-03-31 09:00:00,0,6,7,10,15,16,20,21,16,8,8,5,7,9,10,9,8,10,13,13,12,14,15,14,13,10,9,7,3,1,2,0,1,3,6,6,12,6,5,4,6,5,6,9,11,10,8,11,8,16,18,17,18,19,20,13,4,6,3,5,5,7,6,3,4,0,0
2022-03-31 10:00:00,0,6,8,8,11,14,17,11,11,4,4,5,6,7,8,6,7,8,10,9,10,8,9,7,9,8,6,7,2,1,0,0,0,5,3,10,5,7,5,4,5,4,7,10,7,10,11,10,12,11,12,13,15,13,8,7,4,4,4,2,5,4,4,3,1,0,0
2022-03-31 11:00:00,0,5,9,10,11,10,11,12,9,4,5,6,7,6,5,5,6,7,6,5,6,5,6,5,8,7,5,5,2,2,0,1,1,3,2,3,4,5,6,5,4,6,6,9,10,11,8,9,7,11,12,13,14,14,13,9,8,4,9,7,2,2,5,2,1,0,0
2022-03-31 12:00:00,0,3,6,8,11,15,18,11,14,5,7,6,7,9,8,7,8,7,7,5,9,7,7,8,6,7,7,6,3,2,0,0,0,3,2,3,4,3,3,7,9,7,12,9,10,11,10,9,8,5,9,13,15,15,14,11,7,8,7,6,4,6,4,3,0,0,0
2022-03-31 13:00:00,0,5,7,6,7,6,8,5,4,6,7,4,5,13,15,19,15,10,10,9,8,6,8,6,10,7,9,7,2,3,0,1,0,2,3,4,5,6,6,11,6,2,12,13,11,8,6,6,8,9,11,12,12,13,14,10,12,13,11,9,7,7,5,3,1,0,0
2022-03-31 14:00:00,0,2,4,8,11,13,12,10,10,8,7,1,8,8,10,6,10,9,10,6,13,12,13,12,10,6,9,11,4,3,2,1,0,2,3,5,22,23,20,20,8,6,6,8,7,5,7,7,5,11,11,8,14,8,15,9,8,7,6,10,6,6,3,1,2,0,0
2022-03-31 15:00:00,0,6,5,7,9,6,10,11,6,11,12,14,18,17,18,20,18,21,17,16,13,15,14,14,13,12,9,8,6,5,2,4,2,2,4,5,6,8,8,10,7,9,11,9,10,6,8,7,7,10,11,11,15,15,14,13,10,9,9,8,10,9,12,8,7,0,0
2022-03-31 16:00:00,0,7,6,10,10,12,16,14,11,9,11,13,16,13,13,13,14,14,15,13,12,11,7,9,11,17,17,9,5,6,5,4,2,10,31,33,29,34,17,18,25,41,43,42,41,37,28,27,20,22,32,30,29,26,31,22,9,5,8,8,7,6,7,4,1,0,0
2022-03-31 17:00:00,1,4,8,14,14,14,13,9,10,14,12,14,13,15,14,12,11,11,8,10,14,15,14,12,12,15,14,13,10,8,5,4,2,5,1,6,7,7,14,15,13,13,13,14,15,15,11,13,13,13,15,14,15,18,17,9,16,15,14,13,12,11,10,8,7,0,0
2022-03-31 18:00:00,0,5,8,8,9,11,14,15,15,34,25,34,31,30,28,22,18,16,19,19,21,22,20,18,13,12,15,10,10,9,5,5,0,5,5,6,7,5,17,20,21,19,16,17,15,15,12,11,13,17,26,26,24,22,21,16,23,16,23,24,19,17,16,6,2,0,0
2022-03-31 19:00:00,0,6,6,3,8,5,7,7,8,24,26,27,33,31,31,31,20,12,10,9,9,10,9,7,9,5,7,5,11,10,6,7,3,3,5,2,2,4,16,18,15,13,19,18,20,18,15,12,12,11,11,10,10,10,8,8,18,17,17,17,17,16,14,8,5,0,0
2022-03-31 20:00:00,0,3,4,5,4,4,4,3,5,22,23,24,22,23,20,16,14,10,9,6,5,4,4,3,4,4,5,1,7,6,5,2,1,1,1,3,2,4,10,15,1,9,15,13,13,11,9,8,9,8,10,10,9,4,6,4,16,17,17,17,13,11,9,5,3,0,0
2022-03-31 21:00:00,0,3,4,3,5,5,3,5,3,12,7,13,14,12,12,11,8,5,6,3,7,4,3,2,6,3,5,2,7,5,4,1,1,2,0,2,2,1,11,13,7,12,14,13,8,12,11,8,5,4,6,6,5,2,5,2,8,10,11,10,8,8,6,4,2,0,0
2022-03-31 22:00:00,0,1,2,3,2,2,2,2,1,11,13,14,13,10,12,10,18,16,17,4,9,16,9,10,7,8,6,2,8,7,6,3,4,3,5,6,1,7,9,15,14,11,11,9,10,9,8,8,7,6,9,5,10,7,6,3,15,14,15,14,13,12,9,8,6,0,0
2022-03-31 23:00:00,0,0,0,1,1,2,3,0,2,10,9,8,10,2,8,8,6,5,0,6,0,5,4,4,3,0,1,0,5,2,1,0,0,1,0,0,0,0,7,8,0,0,6,5,6,5,5,4,3,4,3,3,2,2,0,3,8,9,7,5,5,4,3,4,2,0,0
2022-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 04:00:00,0,1,0,2,4,0,3,0,3,5,7,8,9,10,0,0,9,7,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 05:00:00,0,3,1,5,6,7,8,7,6,4,5,3,5,4,7,8,6,7,8,11,12,11,12,11,14,13,12,10,4,3,1,0,1,1,2,3,3,2,1,3,5,0,5,0,4,5,0,1,10,11,11,5,7,8,10,6,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 06:00:00,0,5,9,10,12,10,12,13,11,7,3,5,5,6,5,6,9,3,8,8,9,8,5,7,7,0,9,6,1,0,2,0,0,1,2,3,5,2,4,0,3,0,4,4,3,4,6,2,10,11,9,12,15,14,12,13,3,1,1,4,0,3,2,1,0,0,0
2022-04-01 07:00:00,1,9,12,16,20,27,26,28,22,14,16,18,19,24,22,20,11,16,19,23,30,33,34,35,42,31,29,25,9,0,6,5,2,4,6,11,15,11,16,5,14,4,7,13,11,15,16,16,21,23,21,18,22,23,25,18,4,3,2,3,1,0,2,1,1,0,0
2022-04-01 08:00:00,0,7,11,14,17,18,21,24,18,10,11,10,10,18,19,11,10,11,14,15,17,16,17,17,28,23,34,31,27,22,4,2,2,7,4,10,18,16,13,11,11,12,11,8,10,12,13,13,22,26,28,30,32,29,28,17,17,16,17,16,15,13,12,9,5,0,0
2022-04-01 09:00:00,0,5,8,23,24,11,26,27,24,8,7,6,7,6,9,6,8,9,7,8,9,9,11,11,10,9,10,9,4,3,2,1,1,3,5,9,6,6,6,6,6,2,6,8,8,6,7,5,6,13,16,17,16,18,19,15,8,8,6,5,6,6,8,6,3,0,0
2022-04-01 10:00:00,0,5,8,4,9,10,14,17,13,7,6,3,6,7,7,6,8,7,7,8,11,13,11,9,8,0,10,7,2,0,1,0,0,3,2,6,7,6,7,7,6,7,8,10,9,7,7,7,10,12,14,15,16,15,13,11,14,5,4,12,7,10,5,4,2,0,0
2022-04-01 11:00:00,2,4,7,9,8,8,7,9,8,6,9,5,6,5,4,3,3,6,4,7,9,10,7,11,12,7,11,8,5,4,0,1,1,2,3,5,7,8,5,7,0,6,4,8,9,7,6,3,6,5,6,6,7,9,8,11,12,13,12,14,12,2,9,4,3,0,0
2022-04-01 12:00:00,0,3,4,5,9,5,8,8,7,12,5,7,14,15,16,15,12,5,8,8,9,9,9,7,8,6,7,7,2,3,1,1,0,6,3,5,6,4,5,6,8,9,7,7,8,6,6,4,5,9,12,11,12,11,9,10,12,13,9,11,12,11,9,7,2,0,0
2022-04-01 13:00:00,0,6,9,10,10,11,14,14,10,9,7,1,8,7,8,10,11,9,7,8,8,9,9,8,7,7,8,6,5,5,1,0,1,3,4,5,6,5,6,10,0,9,8,10,9,6,7,7,10,10,10,8,10,11,11,7,6,6,5,4,6,0,7,4,1,0,0
2022-04-01 14:00:00,0,5,9,13,9,13,15,15,11,6,5,8,10,7,9,8,7,7,7,6,7,6,9,6,9,7,8,6,7,8,6,4,3,3,2,5,21,23,24,24,13,15,8,9,16,14,12,6,12,10,11,13,14,13,12,11,25,24,8,8,10,9,7,8,4,0,0
2022-04-01 15:00:00,0,8,5,14,15,15,16,14,11,12,11,10,12,11,12,8,10,9,10,11,11,13,7,12,12,15,11,10,6,5,3,1,2,3,5,5,6,4,10,18,27,42,33,16,39,34,28,19,16,11,13,14,15,16,14,13,21,13,14,20,20,19,17,13,2,0,0
2022-04-01 16:00:00,0,9,11,14,16,15,14,12,13,12,12,7,14,18,17,17,15,13,14,13,12,11,11,10,14,14,15,9,6,7,6,6,2,11,27,29,34,33,19,21,24,20,19,20,20,21,19,16,11,10,31,31,29,29,15,23,16,14,12,15,13,12,12,11,3,0,0
2022-04-01 17:00:00,0,9,11,15,14,15,16,15,11,17,11,12,18,20,19,19,17,15,15,15,16,16,19,18,17,16,15,16,9,9,7,5,3,3,6,9,10,9,13,15,10,17,20,18,20,14,10,13,12,12,15,14,14,15,14,11,16,16,16,14,11,11,11,10,4,0,0
2022-04-01 18:00:00,0,14,15,16,16,15,12,12,10,24,29,31,33,30,22,24,16,15,14,14,17,15,15,14,12,11,11,9,12,7,5,4,1,6,6,6,8,5,23,26,25,25,27,29,29,22,22,18,15,16,22,21,22,22,20,17,29,28,28,25,15,12,8,5,4,0,0
2022-04-01 19:00:00,0,5,4,6,8,8,10,3,7,23,22,21,23,24,22,19,16,11,11,8,8,9,8,8,12,7,10,6,9,6,5,3,3,1,3,7,7,7,18,22,18,21,17,18,17,13,11,11,14,15,12,11,10,9,8,8,24,25,25,22,18,15,12,9,6,0,0
2022-04-01 20:00:00,0,2,2,2,2,5,4,4,3,14,16,17,15,13,12,11,8,7,6,4,5,6,9,8,7,5,5,4,10,8,5,4,2,2,3,4,5,1,7,8,4,7,6,7,8,8,9,9,7,8,6,5,5,3,4,4,17,18,19,17,15,13,10,4,1,0,0
2022-04-01 21:00:00,0,3,3,4,6,6,7,5,5,15,13,16,15,15,13,11,11,7,5,4,3,3,3,3,3,1,3,4,7,5,4,4,2,1,2,4,3,4,7,9,8,7,8,7,8,9,10,7,5,3,5,3,6,5,4,3,11,13,12,11,8,7,5,4,1,0,0
2022-04-01 22:00:00,0,3,3,0,3,3,5,3,5,18,11,19,20,20,17,12,16,15,16,6,9,3,16,12,6,6,4,4,7,6,4,2,1,1,3,5,1,2,12,14,11,9,14,15,19,17,14,11,7,10,16,15,13,10,6,4,13,0,11,11,4,10,5,3,1,0,0
2022-04-01 23:00:00,0,0,0,1,2,0,2,4,5,14,14,14,17,16,14,12,7,4,2,3,2,2,1,0,2,0,1,0,4,0,3,1,0,1,0,0,0,0,9,10,9,4,7,6,6,6,7,6,9,6,3,5,4,2,1,1,11,8,12,11,9,7,4,3,3,0,0
2022-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 04:00:00,0,0,0,1,1,0,2,3,2,5,7,7,12,13,15,16,15,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 05:00:00,0,2,2,3,5,4,7,9,8,5,2,4,6,6,12,6,11,3,14,13,17,17,17,16,14,13,13,10,4,0,1,0,1,0,0,1,2,2,3,1,2,0,2,0,2,3,2,2,5,4,6,5,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 06:00:00,0,1,2,3,4,4,7,9,7,4,1,2,5,4,6,5,3,4,3,4,6,2,0,1,5,0,4,3,1,0,0,0,0,1,1,2,2,0,2,0,1,2,2,4,1,3,0,2,2,4,6,7,6,6,10,8,3,4,0,5,3,0,2,2,1,0,0
2022-04-02 07:00:00,0,2,4,5,6,8,12,10,8,3,4,2,3,3,2,4,0,4,5,8,4,7,9,6,9,6,9,8,2,1,0,0,0,1,2,3,4,2,3,0,4,3,2,4,1,3,1,2,4,6,9,11,11,12,10,8,3,3,2,2,2,1,1,1,0,0,0
2022-04-02 08:00:00,0,5,7,9,14,13,15,15,12,5,6,4,9,9,10,9,11,10,12,8,11,10,10,9,13,11,10,8,4,0,3,1,0,1,2,5,7,7,5,7,8,0,10,12,6,11,9,9,10,13,13,16,17,17,17,14,11,7,7,6,7,10,6,7,6,0,0
2022-04-02 09:00:00,2,3,4,7,9,10,15,12,15,7,8,7,11,8,9,8,7,8,6,7,9,10,10,13,17,18,17,12,3,0,1,0,2,3,5,5,8,6,4,5,7,6,7,9,11,10,11,12,13,15,15,13,14,14,15,11,8,9,7,9,10,3,9,7,5,0,0
2022-04-02 10:00:00,1,6,8,4,10,7,15,15,8,5,6,5,3,8,5,5,4,7,10,8,9,12,9,10,16,15,14,13,4,3,2,1,1,4,6,10,9,11,6,8,7,7,7,11,6,6,4,3,6,9,14,0,11,14,15,11,7,7,6,6,6,2,5,6,5,0,0
2022-04-02 11:00:00,0,5,8,11,14,18,13,18,16,8,9,4,11,9,6,7,5,9,9,13,16,18,17,18,16,13,14,11,4,5,4,3,0,3,2,7,9,9,6,7,6,6,6,9,9,9,8,11,10,13,16,17,18,15,16,15,11,11,4,8,9,7,8,6,2,0,0
2022-04-02 12:00:00,0,4,5,6,8,9,12,11,8,9,9,10,10,10,11,11,10,10,9,9,13,16,12,8,17,16,14,13,7,6,5,4,2,7,6,5,8,7,7,8,11,12,11,14,14,12,16,13,13,22,22,23,26,24,23,19,14,13,0,10,12,7,10,8,2,0,0
2022-04-02 13:00:00,1,4,7,10,8,11,18,21,16,14,10,14,13,12,15,14,14,13,14,11,12,12,11,13,15,16,10,13,7,6,6,4,2,2,3,5,7,6,12,18,17,16,16,15,12,11,14,16,16,25,31,30,30,29,27,18,15,16,15,15,14,11,8,7,4,0,0
2022-04-02 14:00:00,0,13,14,16,18,13,16,16,15,11,7,5,13,13,10,14,11,8,10,10,6,12,12,13,10,9,8,6,4,2,1,2,2,3,5,6,8,6,6,10,11,10,9,11,14,8,12,8,9,10,12,9,11,11,10,8,14,15,3,18,16,17,11,8,4,0,0
2022-04-02 15:00:00,0,12,13,9,18,22,13,22,13,9,10,9,10,8,7,9,8,11,9,9,8,8,5,10,14,4,13,11,3,4,0,0,0,5,6,8,9,9,9,11,10,9,11,12,7,9,8,8,12,12,16,17,20,18,13,13,14,13,10,12,13,7,9,4,6,0,0
2022-04-02 16:00:00,3,9,9,12,15,8,16,12,13,11,13,9,13,12,15,10,14,15,10,9,7,9,9,10,13,7,12,11,7,5,4,2,1,2,3,5,5,4,7,11,12,11,8,12,13,11,10,9,10,9,13,17,15,14,13,10,12,16,13,12,10,9,6,3,1,0,0
2022-04-02 17:00:00,0,11,12,7,14,15,18,17,9,7,8,8,11,8,11,8,15,14,14,17,15,14,16,15,16,13,12,11,4,6,4,5,3,3,5,5,6,4,16,19,11,16,16,20,21,21,18,20,18,17,17,15,18,17,18,14,14,9,11,12,9,8,5,2,1,0,0
2022-04-02 18:00:00,0,9,11,19,20,19,18,10,16,16,19,18,17,14,13,14,11,11,12,10,13,12,7,9,8,7,5,5,5,3,4,3,2,4,3,7,4,6,13,20,15,14,9,20,18,16,13,11,12,17,22,24,25,23,22,11,16,11,12,10,11,12,7,5,2,0,0
2022-04-02 19:00:00,0,1,2,6,8,10,14,3,10,16,15,19,22,16,20,15,9,6,5,6,7,7,6,9,10,4,9,6,5,3,4,0,0,1,3,4,5,8,11,13,12,13,12,14,15,13,10,8,6,7,6,7,6,6,3,3,12,13,10,14,11,12,8,3,2,0,0
2022-04-02 20:00:00,0,6,7,6,8,11,7,4,8,11,13,14,15,15,11,10,7,3,4,3,4,4,4,3,4,4,2,4,6,7,5,2,1,2,0,3,3,1,7,9,7,8,4,7,6,4,6,5,5,4,6,4,5,4,3,2,14,10,11,13,12,10,8,5,3,0,0
