Unnamed: 0,1_월계동진아교통,2_월계삼호4차아파트,3_월계삼호아파트,4_월계미륭아파트,5_월계미성아파트,6_한천초등학교,7_한진한화그랑빌아파트,8_한진한화그랑빌아파트,9_석계역2번출구,10_석계역1번출구.A,11_석계역굴다리앞,12_석계역,13_태릉입구역,14_태릉입구역7번출구.서울생활사박물관,15_주유소앞다운복지관,16_화랑대역1번출구,17_예수사랑교회,18_화랑타운아파트,19_공릉우방아파트,20_공릉해링턴플레이스,21_서울과학기술대학교후문,22_삼익선경아파트,23_서울온천,24_노원경찰서.혜성여고,25_동천학교,26_서라벌고등학교,27_불암중학교,28_중계주공10단지.중계건영3차아파트,29_노원구민체육센터,30_상명고등학교.성원아파트,31_상계중학교정문,32_중앙하이츠2차아파트,33_와우패션클럽,34_롯데백화점노원점,35_노원역1번출구,36_상계6.7동주민센터,37_상계중학교,38_상명고등학교,39_노원구민체육센터,40_롯데우성아파트,41_불암중학교,42_서라벌고등학교,43_동천학교,44_노원경찰서,45_하계1동주민센터,46_대진고등학교.하계우방아파트,47_서울과학기술대학교후문,48_효성화운트빌원자력병원후문,49_태릉현대아파트,50_청솔아파트,51_화랑대역2번출구,52_경춘선숲길.토끼굴앞,53_서울생활사박물관.농협앞,54_태릉입구역,55_한진한화그랑빌아파트,56_석계역2번출구,57_석계역1번출구.A,58_석계역굴다리앞,59_석계역,60_한천초등학교,61_월계미성아파트,62_월계미륭아파트,63_월계삼호아파트,64_월계삼호4차아파트,65_월계동진아교통
2022-04-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 04:00:00,2,0,0,0,3,0,4,0,3,2,1,0,1,2,0,3,4,3,2,3,0,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 05:00:00,2,0,3,4,2,2,3,2,3,5,4,5,4,2,0,1,5,1,7,3,0,6,4,3,4,3,3,7,8,11,12,9,5,3,4,7,0,8,9,10,12,11,12,15,15,17,16,14,11,5,8,0,7,7,6,2,1,0,1,0,0,2,0,0,0
2022-04-11 06:00:00,3,4,6,8,4,4,0,7,4,3,0,2,1,2,3,4,7,7,6,7,6,5,6,8,5,0,8,14,16,23,31,30,8,3,4,3,3,4,4,7,9,8,10,11,14,14,15,18,26,22,14,13,13,9,6,6,1,0,0,0,0,0,0,0,0
2022-04-11 07:00:00,4,8,12,19,21,18,24,23,10,9,6,11,10,15,16,27,53,54,53,57,50,55,42,37,40,34,36,36,37,30,38,39,10,3,19,20,27,33,32,40,42,38,41,32,33,42,34,37,45,39,21,21,17,14,3,11,2,2,4,4,2,1,0,0,0
2022-04-11 08:00:00,4,14,19,24,25,31,33,27,9,5,8,10,10,29,30,41,44,36,44,33,29,29,29,25,34,32,33,36,36,40,42,39,15,3,21,26,27,19,24,25,27,25,24,26,27,24,22,23,28,26,16,15,18,13,12,8,2,2,4,3,1,1,1,0,0
2022-04-11 09:00:00,4,2,3,6,6,7,6,7,6,5,6,11,10,14,13,17,18,18,21,14,13,11,13,12,22,8,24,24,17,28,32,37,14,5,15,20,21,20,15,22,21,21,20,21,21,25,22,21,24,20,16,12,10,10,5,9,1,0,3,2,1,0,0,0,0
2022-04-11 10:00:00,2,3,2,2,5,3,6,5,0,5,7,4,6,7,6,10,12,11,14,14,13,12,17,16,18,17,18,18,21,21,22,17,7,4,12,13,11,12,9,10,11,8,10,12,16,20,21,25,24,22,14,12,9,6,2,5,2,3,4,3,1,1,0,0,0
2022-04-11 11:00:00,2,3,5,8,13,5,6,12,7,6,0,8,7,19,20,24,24,13,13,16,19,20,21,20,19,16,19,22,26,29,31,28,16,11,19,23,23,22,23,26,27,15,29,28,29,32,31,30,23,18,19,17,12,10,6,7,4,3,5,1,4,4,0,0,0
2022-04-11 12:00:00,3,4,5,3,5,6,7,6,5,5,6,9,5,15,15,18,22,23,20,17,16,15,15,15,16,15,15,16,16,20,20,19,10,9,16,15,17,22,20,16,15,19,20,19,15,17,16,18,15,12,9,6,6,6,0,5,2,3,4,3,0,0,1,1,0
2022-04-11 13:00:00,16,4,4,15,6,6,7,5,3,5,2,7,6,11,13,14,17,14,13,13,14,15,14,13,15,14,15,14,14,16,17,16,12,5,18,9,20,18,15,17,19,19,22,21,19,18,13,15,16,19,17,15,10,8,0,6,5,0,3,1,1,4,3,0,0
2022-04-11 14:00:00,6,9,10,11,12,15,16,15,9,7,7,9,10,17,16,24,28,19,21,20,22,19,17,20,27,18,18,19,15,14,15,13,9,7,21,18,24,23,20,21,12,19,18,16,16,17,19,22,26,23,21,20,15,13,12,12,3,5,4,3,1,2,1,1,0
2022-04-11 15:00:00,5,2,3,2,4,3,0,8,3,8,8,9,8,13,15,19,23,20,26,24,25,23,18,39,40,19,41,36,36,27,26,21,16,13,20,22,22,21,19,20,35,56,57,49,50,52,52,46,35,25,19,19,14,13,12,11,5,0,6,6,1,2,1,0,0
2022-04-11 16:00:00,4,4,5,6,7,8,9,7,3,9,7,10,14,11,14,20,25,18,27,31,30,34,36,34,39,38,37,28,25,24,26,23,11,10,29,17,29,31,27,24,28,34,35,56,53,55,52,38,30,18,20,19,18,15,11,9,6,4,6,5,5,4,1,0,0
2022-04-11 17:00:00,5,3,6,5,0,2,6,4,2,12,15,16,15,20,16,25,31,33,27,29,30,32,32,34,36,35,30,28,30,31,30,28,12,14,26,26,26,28,24,23,24,20,20,24,22,22,26,27,35,29,24,22,15,12,9,11,9,10,8,5,7,4,6,0,0
2022-04-11 18:00:00,4,4,6,5,6,6,5,7,5,19,20,22,21,39,41,44,45,39,41,48,51,50,47,44,46,45,36,35,38,39,40,31,17,16,44,48,46,42,35,26,24,17,22,22,22,24,25,24,28,25,17,17,15,14,12,11,8,9,14,13,11,9,4,5,0
2022-04-11 19:00:00,7,8,4,6,7,9,0,6,3,17,5,20,19,39,39,45,48,42,35,37,35,25,28,25,27,25,22,21,13,15,14,11,11,17,61,55,45,43,36,32,28,25,22,22,21,20,19,14,13,9,7,8,7,6,6,3,11,1,18,12,11,8,5,1,0
2022-04-11 20:00:00,4,1,6,2,3,0,5,6,5,8,8,10,7,19,20,23,18,19,20,21,20,17,16,17,14,13,11,11,10,8,9,7,6,6,39,39,37,35,26,27,24,23,20,18,16,19,19,14,12,9,8,2,6,8,3,2,3,4,10,8,6,2,1,1,0
2022-04-11 21:00:00,7,3,4,3,2,6,0,1,4,9,5,10,11,17,12,20,23,22,16,15,15,11,10,11,11,10,9,8,9,8,6,5,8,13,30,32,28,28,23,28,26,24,27,29,24,23,26,20,17,15,10,7,9,8,6,3,8,0,11,8,4,1,1,2,0
2022-04-11 22:00:00,2,0,3,0,4,0,0,2,1,10,12,13,11,25,22,24,23,17,14,6,12,8,11,12,9,10,9,10,10,10,6,9,6,8,23,25,23,24,22,26,26,24,25,28,29,31,28,17,14,12,10,9,10,7,5,4,7,3,10,9,6,4,2,1,0
2022-04-11 23:00:00,3,1,0,0,0,1,0,0,2,11,3,13,7,14,7,14,14,11,9,8,5,5,5,6,5,5,4,3,4,2,2,1,3,5,14,14,15,14,13,13,14,13,9,12,12,10,13,11,8,7,7,4,4,6,5,4,5,2,8,6,0,4,2,0,0
2022-04-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 04:00:00,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,4,7,0,2,8,0,0,6,5,6,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 05:00:00,2,2,3,5,5,6,0,4,4,4,2,4,2,3,3,5,8,2,9,8,7,3,4,4,4,2,6,8,10,9,6,6,4,2,4,5,5,3,4,7,4,6,8,10,11,14,12,11,11,6,7,4,6,5,0,3,0,0,0,0,0,4,0,0,0
2022-04-12 06:00:00,2,4,6,10,12,14,15,6,4,3,4,3,3,6,3,3,7,5,9,5,4,3,9,4,12,7,11,13,15,14,16,18,5,2,3,4,3,4,4,7,8,0,10,14,17,23,15,16,30,29,14,0,11,9,7,6,1,0,0,0,0,1,0,0,0
2022-04-12 07:00:00,3,8,10,11,13,15,19,16,9,6,7,8,7,11,13,19,40,46,52,56,54,52,30,26,29,22,22,34,37,35,45,45,11,4,19,21,23,25,26,29,34,32,35,32,33,35,31,29,38,37,20,20,17,13,11,10,2,0,1,2,0,3,0,2,0
2022-04-12 08:00:00,4,13,15,19,25,31,32,24,13,10,9,16,16,49,47,53,50,32,35,35,34,31,30,28,30,20,30,36,34,36,39,38,10,3,25,28,29,31,29,33,34,30,29,31,30,36,29,27,37,35,25,26,24,19,17,13,3,0,2,3,1,2,1,2,0
2022-04-12 09:00:00,2,5,8,7,8,9,11,9,5,5,5,8,8,20,19,23,24,20,14,13,11,13,13,11,14,10,15,19,21,22,27,23,8,6,14,15,17,17,15,19,20,17,24,23,13,22,17,19,19,18,13,8,9,8,13,7,5,4,7,5,0,3,0,3,1
2022-04-12 10:00:00,2,2,3,3,5,9,10,8,7,6,6,7,6,10,10,14,14,10,13,11,10,13,14,14,16,15,18,16,17,19,18,16,7,5,13,15,16,9,12,14,15,15,17,17,18,20,18,20,23,22,15,13,11,9,8,7,2,2,3,0,0,1,2,0,0
2022-04-12 11:00:00,2,4,5,1,6,3,7,2,6,10,11,13,11,25,27,31,35,22,13,14,14,15,12,13,16,13,15,22,23,21,20,18,11,9,13,19,20,24,25,26,19,14,19,20,21,21,19,21,25,18,15,15,9,9,7,7,4,1,5,4,3,4,3,2,0
2022-04-12 12:00:00,1,2,3,2,4,3,5,6,4,10,11,8,11,16,16,18,17,15,16,17,13,15,15,12,19,18,20,19,18,17,17,15,10,9,18,18,13,22,21,19,27,26,24,24,25,24,25,23,25,23,17,16,11,8,7,6,3,0,5,2,1,5,6,0,0
2022-04-12 13:00:00,7,5,2,6,8,9,11,10,4,6,6,6,7,11,12,21,22,15,21,19,19,20,19,16,20,11,20,18,17,16,15,14,9,9,17,19,24,48,47,46,47,46,47,47,23,20,18,17,18,17,13,12,11,9,3,7,2,1,3,3,2,0,1,0,0
2022-04-12 14:00:00,11,13,14,14,13,11,11,8,5,11,4,11,10,23,14,25,26,22,18,19,19,18,19,18,20,21,19,14,18,16,15,15,13,9,22,22,20,20,18,20,22,20,19,17,18,18,14,16,18,18,14,9,7,11,4,8,3,3,4,3,2,0,0,1,0
2022-04-12 15:00:00,2,4,2,6,5,4,2,3,2,8,5,4,4,12,12,15,21,20,26,20,26,23,21,44,47,46,35,27,25,29,24,25,15,15,24,16,24,25,22,25,23,42,56,40,41,26,43,34,24,17,17,14,12,15,14,12,4,6,2,5,2,0,1,0,0
2022-04-12 16:00:00,6,8,9,10,1,11,3,10,5,9,10,10,9,11,14,18,32,30,35,36,36,34,32,32,34,35,33,28,27,23,23,21,11,10,21,21,22,35,25,31,33,47,55,60,60,62,59,48,34,25,17,15,15,14,12,10,7,0,3,7,1,7,0,5,0
2022-04-12 17:00:00,2,3,4,5,6,7,6,5,8,20,22,24,22,39,39,43,54,50,51,54,53,28,28,28,32,31,27,22,29,27,27,19,10,13,28,28,26,27,27,26,26,16,27,31,29,18,30,17,22,19,13,13,12,10,9,8,7,0,9,8,7,6,4,1,0
2022-04-12 18:00:00,4,5,6,7,8,5,0,6,5,19,21,23,23,38,39,43,46,46,41,42,52,46,46,47,56,54,49,39,38,36,34,29,21,29,61,60,58,54,47,41,39,34,32,28,29,30,30,24,24,20,17,16,16,18,8,14,13,4,19,14,7,5,3,2,0
2022-04-12 19:00:00,6,4,6,6,10,11,0,9,7,14,8,16,18,39,40,48,52,43,31,30,31,25,25,23,27,26,26,25,23,22,21,18,13,17,36,38,39,41,41,28,25,24,22,22,19,21,21,16,19,16,11,14,10,9,8,7,7,5,9,7,6,6,4,0,0
2022-04-12 20:00:00,2,0,2,1,2,2,3,4,0,8,9,9,8,19,20,27,41,35,31,32,31,24,21,21,22,21,20,18,17,15,12,11,11,12,25,25,22,22,21,21,17,19,16,17,18,19,20,16,16,15,13,7,12,11,7,5,7,0,8,6,5,4,5,2,0
2022-04-12 21:00:00,4,4,3,3,0,4,1,4,0,10,10,9,11,22,21,22,20,17,11,9,10,8,7,12,11,10,9,11,10,9,6,5,4,15,38,37,31,27,27,26,15,25,21,18,18,17,18,15,10,10,8,5,5,7,5,3,6,3,9,8,6,4,2,1,0
2022-04-12 22:00:00,2,2,1,3,0,3,0,2,2,12,12,8,6,20,19,25,25,19,17,8,17,13,12,14,9,6,8,13,12,8,11,10,8,11,34,39,36,33,29,40,38,35,33,29,28,34,32,25,21,15,11,10,7,6,5,6,8,2,10,5,6,5,4,2,0
2022-04-12 23:00:00,5,2,0,0,0,0,0,0,3,11,13,5,10,15,13,17,15,13,10,11,10,6,7,6,4,6,5,4,1,1,3,1,5,6,16,19,18,18,16,16,12,13,11,8,12,10,11,9,6,5,4,3,4,6,5,2,6,2,9,7,6,0,2,0,0
2022-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 04:00:00,1,0,0,1,0,0,1,0,0,4,2,3,1,2,0,0,1,2,3,4,0,0,0,5,5,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 05:00:00,2,4,8,9,0,6,2,7,5,4,3,5,2,4,4,2,8,5,7,7,6,5,3,7,6,4,4,9,5,6,10,11,6,5,4,7,5,10,11,15,15,0,17,19,18,19,17,15,13,12,9,0,3,7,5,1,2,0,0,0,0,0,0,0,0
2022-04-13 06:00:00,3,7,9,12,17,19,6,16,6,4,3,6,6,5,6,6,10,9,10,9,4,8,7,5,7,6,7,13,15,16,19,18,8,3,5,5,5,7,7,9,11,9,13,11,12,17,6,19,24,21,12,9,11,10,8,7,2,0,1,0,0,0,0,0,0
2022-04-13 07:00:00,4,8,11,13,16,17,20,21,10,10,8,10,10,13,16,18,49,55,54,46,50,50,42,44,43,27,29,39,40,34,39,45,13,5,19,22,26,26,28,36,41,39,42,36,37,41,33,35,41,35,20,19,15,12,8,11,2,0,0,0,0,0,0,0,0
2022-04-13 08:00:00,3,9,11,22,28,31,34,29,12,8,8,10,10,36,35,40,42,22,27,27,25,26,26,28,30,27,30,34,33,36,36,30,14,3,19,26,24,27,25,28,26,22,20,21,23,25,21,19,49,45,25,22,19,15,14,13,3,3,4,2,0,1,1,0,0
2022-04-13 09:00:00,3,5,10,13,16,18,19,14,6,8,4,5,7,9,8,14,18,17,17,16,15,16,17,18,20,12,21,26,18,30,33,30,9,3,11,13,14,14,16,17,20,16,22,22,22,21,17,18,24,20,13,14,12,12,11,8,2,3,2,1,2,0,0,1,0
2022-04-13 10:00:00,2,3,4,3,5,6,4,6,4,6,5,6,7,12,11,15,15,12,12,14,12,13,13,14,16,7,15,23,24,26,25,18,9,4,7,9,11,14,12,16,16,0,13,14,15,16,14,16,17,19,14,11,13,10,9,6,3,0,3,3,2,0,2,0,0
2022-04-13 11:00:00,1,2,2,4,6,1,7,5,3,8,0,9,5,21,21,29,32,10,14,14,16,16,16,15,19,11,19,19,25,25,26,24,12,8,12,13,14,13,12,11,12,11,10,13,15,20,20,19,16,16,13,6,13,9,8,7,6,9,11,10,9,1,0,1,0
2022-04-13 12:00:00,2,1,2,3,4,2,3,4,3,7,9,8,8,14,15,18,16,16,20,21,19,20,20,20,23,22,23,24,22,22,23,20,12,8,24,26,25,23,23,22,22,19,17,18,19,21,20,18,20,19,16,15,12,7,0,6,3,2,1,1,1,2,0,1,0
2022-04-13 13:00:00,2,3,2,4,5,3,8,7,3,8,9,10,11,13,14,15,19,16,17,16,15,15,14,15,16,15,15,16,15,11,14,11,7,10,18,16,19,16,16,13,14,13,15,11,13,14,14,13,14,16,12,10,10,9,6,6,4,2,7,6,4,1,1,0,0
2022-04-13 14:00:00,14,3,15,13,13,11,8,7,4,7,8,9,7,17,18,19,22,18,26,29,27,23,22,21,21,18,20,20,21,20,18,14,10,10,18,21,20,20,18,18,18,16,17,16,19,19,21,14,21,19,17,11,16,16,6,14,5,0,4,0,1,4,1,3,0
2022-04-13 15:00:00,4,4,5,6,4,6,5,7,5,10,8,11,6,16,20,26,27,28,28,26,27,25,22,32,32,33,26,24,24,22,20,17,14,10,19,20,21,22,20,21,15,28,36,59,58,61,40,30,27,21,20,18,15,13,9,8,5,4,6,4,2,2,0,0,0
2022-04-13 16:00:00,6,7,9,8,4,10,9,6,4,8,7,9,6,18,20,24,31,27,27,28,27,30,31,39,41,40,36,32,14,24,23,19,7,9,18,17,18,25,24,25,23,23,25,31,38,44,55,34,27,17,13,12,10,12,11,10,6,6,8,7,5,4,3,2,0
2022-04-13 17:00:00,3,4,3,4,3,4,5,5,3,15,16,16,17,27,28,38,41,36,40,44,44,43,42,46,49,47,43,33,35,34,34,29,11,13,24,24,22,24,18,18,17,18,18,23,23,25,23,19,25,24,20,19,13,11,8,7,7,5,11,8,5,7,4,6,0
2022-04-13 18:00:00,3,2,3,5,6,3,4,5,4,20,7,18,19,37,38,46,46,45,40,42,47,41,34,34,33,32,29,30,33,35,33,26,17,17,46,45,44,35,32,31,30,28,26,24,22,26,29,28,29,26,17,17,15,13,10,7,13,14,17,16,12,10,7,1,0
2022-04-13 19:00:00,2,2,3,5,1,4,0,5,6,26,11,27,29,31,30,32,34,28,29,28,26,23,22,21,22,21,15,15,11,13,10,9,8,20,49,46,42,38,33,25,21,21,19,20,20,15,16,13,11,9,7,4,8,7,11,10,16,12,18,15,13,12,10,7,0
2022-04-13 20:00:00,5,3,2,4,5,0,0,6,3,10,10,12,13,19,20,25,28,25,23,5,22,20,18,17,10,15,12,10,8,7,4,10,10,9,34,33,29,23,19,19,20,19,19,13,16,17,16,14,15,14,13,6,7,4,5,2,5,5,9,7,6,4,3,2,0
2022-04-13 21:00:00,3,2,0,1,0,4,0,0,0,8,9,10,8,15,16,19,20,17,14,11,14,11,10,7,8,6,7,7,7,6,6,7,6,9,21,21,20,19,17,16,11,8,8,14,15,13,14,12,18,17,13,12,9,5,7,4,11,12,16,9,7,3,3,1,0
2022-04-13 22:00:00,2,0,2,0,3,0,0,2,1,10,12,11,11,21,10,22,24,22,20,14,19,17,14,13,12,11,12,12,13,12,12,6,4,12,26,25,25,25,25,24,23,23,23,24,26,30,30,26,19,15,12,11,9,12,11,2,6,4,7,14,9,8,3,5,0
2022-04-13 23:00:00,2,0,0,1,0,0,0,0,0,5,4,8,6,14,9,19,18,15,10,9,9,8,11,9,0,9,8,5,7,3,5,6,5,5,19,15,15,12,12,11,10,8,7,10,8,8,0,5,5,4,4,3,1,4,2,2,4,2,6,5,1,2,0,0,0
2022-04-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,0,0,1,2,1,0,0,0,0,1,2,1,0,2,0,0,2,1,4,3,0,3,0,0,4,0,5,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 05:00:00,3,0,4,1,2,0,5,4,2,4,3,3,2,4,0,4,4,1,6,3,0,5,3,3,4,2,5,5,6,8,6,8,3,3,4,5,4,6,7,6,7,0,9,11,12,12,5,12,10,7,11,10,9,6,1,3,2,1,1,0,0,0,0,0,0
2022-04-14 06:00:00,1,5,7,8,8,10,4,8,1,6,7,3,8,3,3,4,10,0,10,9,1,9,8,9,13,0,13,17,18,18,22,23,7,3,3,4,6,7,9,11,12,7,9,12,13,17,0,18,26,22,13,12,9,8,0,5,1,0,1,0,0,0,0,0,0
2022-04-14 07:00:00,6,11,15,19,23,25,27,23,15,7,6,10,7,10,13,20,37,51,52,51,50,44,40,34,37,27,28,35,41,44,51,52,9,4,30,36,42,44,45,46,47,41,39,32,31,40,31,35,50,40,27,26,16,13,7,11,2,2,0,0,1,1,0,1,0
2022-04-14 08:00:00,1,5,6,12,13,19,20,19,10,8,9,10,9,28,29,37,41,33,36,35,33,31,28,26,31,22,34,43,44,46,48,50,20,4,24,29,26,31,31,33,33,28,31,33,32,34,25,25,28,52,32,14,24,21,11,20,2,0,4,1,3,0,1,0,0
2022-04-14 09:00:00,1,4,8,12,17,9,10,11,5,7,9,6,9,16,14,16,19,18,18,20,20,18,20,20,19,18,24,31,33,36,36,28,12,4,10,14,15,18,17,16,18,9,16,18,17,17,17,19,29,30,20,18,16,14,9,11,4,3,4,3,1,0,1,2,0
2022-04-14 10:00:00,1,4,5,0,11,12,5,11,7,5,5,6,4,7,4,13,12,10,11,12,12,13,13,13,16,14,16,19,20,21,23,19,7,4,14,14,11,11,12,15,14,9,13,13,13,17,16,14,16,14,11,5,9,7,6,6,2,0,3,2,1,1,0,0,0
2022-04-14 11:00:00,3,4,3,3,5,6,4,4,3,5,4,7,6,27,28,34,33,18,14,13,14,15,13,12,17,11,18,20,20,19,20,20,11,9,16,17,16,19,17,17,17,16,16,16,17,20,18,17,17,17,15,14,15,13,13,12,5,5,8,6,5,4,0,0,0
2022-04-14 12:00:00,5,2,3,6,5,6,6,7,6,6,6,7,7,8,7,9,11,10,15,16,14,15,22,15,23,10,16,23,24,22,16,19,11,9,19,20,21,17,16,19,21,19,21,23,23,21,20,20,20,19,16,13,11,15,5,10,3,0,0,2,2,1,0,0,0
2022-04-14 13:00:00,9,6,10,8,10,11,13,12,10,9,10,12,11,16,15,19,21,15,17,17,16,18,15,15,16,12,18,19,20,19,18,16,12,10,20,21,22,22,19,21,20,10,22,22,23,20,20,16,21,18,15,14,15,11,7,6,6,4,6,3,5,4,0,0,0
2022-04-14 14:00:00,14,15,9,14,13,9,7,5,3,9,5,10,9,13,15,16,20,21,17,15,14,15,14,13,16,16,18,20,14,18,16,14,11,8,15,21,21,14,16,15,17,17,18,19,22,18,18,17,23,18,14,12,13,8,7,6,4,1,7,8,7,1,0,6,0
2022-04-14 15:00:00,1,3,2,4,3,4,5,3,3,10,11,13,10,14,16,9,16,8,21,22,21,21,21,33,36,28,34,29,29,27,26,23,15,13,27,26,12,25,25,27,30,33,20,43,44,45,44,34,24,20,15,11,9,9,5,4,7,0,4,4,3,5,4,0,0
2022-04-14 16:00:00,4,5,5,6,8,9,10,9,6,12,13,15,14,18,14,19,27,22,30,32,33,33,37,37,38,39,38,33,23,34,29,27,16,13,20,20,20,34,32,35,33,45,32,45,46,49,48,36,25,16,12,10,9,11,9,8,9,5,10,8,4,7,6,5,0
2022-04-14 17:00:00,4,4,5,5,4,6,6,6,4,12,13,14,12,20,20,26,32,34,33,34,34,34,33,33,30,30,26,21,17,20,19,18,12,12,17,18,18,18,17,18,19,16,18,17,20,20,25,21,29,28,20,18,15,13,10,8,10,11,13,12,11,9,6,4,0
2022-04-14 18:00:00,5,5,6,6,7,9,4,8,7,21,22,25,23,32,32,37,42,40,38,37,36,32,28,27,33,32,24,22,23,24,22,21,15,17,38,40,38,38,34,30,30,28,26,26,23,22,25,17,18,16,15,14,13,13,11,9,23,10,31,27,22,22,20,16,0
2022-04-14 19:00:00,9,3,1,14,15,15,18,15,12,17,18,18,19,31,27,43,44,38,36,38,38,31,26,23,21,19,18,18,19,19,21,16,11,16,37,37,31,29,21,23,16,20,21,19,18,18,17,14,13,12,12,10,9,10,10,9,11,0,12,19,16,14,10,5,0
2022-04-14 20:00:00,3,2,5,6,3,2,2,5,4,10,11,12,13,22,22,24,23,19,13,8,13,12,12,14,11,5,13,14,15,11,12,9,5,11,28,27,26,21,20,23,17,23,24,24,27,26,27,23,16,14,10,6,5,9,5,7,8,10,11,8,5,7,3,4,0
