Unnamed: 0,1_복정역환승센터3번승강장,2_위례31단지.위례포레샤인후문,3_위례아이파크아파트앞,4_서울위례별초교.위례별유치원,5_스타필드시티.위례지웰푸르지오,6_위례포레샤인17단지후문,7_덕수고등학교,8_위례포레샤인17단지정문,9_위례포레샤인18단지,10_비호아파트,11_송파파크센트럴,12_거여역4번출구,13_거여역,14_보인고교.오금동삼성아파트,15_오금동상아아파트,16_송파중학교,17_가락동쌍용아파트앞,18_가락동미륭아파트,19_문정1동주민센터.로데오거리,20_문정로데오거리입구,21_가락시장.가락시장역,22_송파역,23_석촌역,24_석촌호수.한솔병원,25_잠실역.롯데월드,26_잠실5단지,27_잠실새내역.잠실2동주민센터,28_잠실엘스아파트앞,29_종합운동장사거리,30_잠실종합운동장,31_강남경찰서면허시험장,32_삼성역7번출구,33_봉은사역3번출구.삼성1파출소,34_청담역.경기고교,35_우리은행청담지점.청담삼익아파트,36_영동교입구.청담자이아파트,37_영동대교북단,38_노룬산시장,39_건대입구역6번출구,40_건대입구(가상),41_건대입구역사거리.건대병원,42_어린이대공원역.화양천주교회,43_화양리,44_화양사거리,45_성수사거리.성수초등학교,46_경수중학교,47_영동대교북단,48_영동교입구,49_청담역.경기고교,50_봉은사.삼성1파출소앞,51_무역센타,52_강남경찰서.강남운전면허시험장,53_잠실종합운동장,54_종합운동장사거리,55_잠실새내역4번출구,56_잠실트리지움아파트앞,57_잠실역.롯데월드,58_석촌호수.한솔병원,59_석촌역,60_송파역,61_가락시장.가락시장역,62_문정1동주민센터.로데오거리,63_문정현대아파트,64_가락동쌍용아파트,65_가락동극동아파트,66_개롱역3번출구,67_삼환아파트,68_거여역현대아파트,69_거여역5번출구,70_송파파크센트럴,71_종점,72_비호아파트,73_위례포레샤인18단지,74_위례포레샤인17단지정문,75_덕수고등학교,76_송파위례리슈빌,77_스타필드시티.위례스타힐스,78_서울위례별초교,79_송파꿈에그린아파트,80_위례포레샤인.위례31단지후문,81_복정역환승주차장
2022-03-26 11:00:00,2,4,5,3,5,11,0,11,13,12,12,15,18,17,19,21,22,21,24,23,21,20,16,16,11,11,8,4,4,2,7,6,6,3,6,7,5,6,5,8,7,8,4,5,6,2,7,9,10,7,4,0,7,6,7,4,8,9,11,7,9,11,10,12,10,11,6,10,9,7,11,10,7,8,0,8,10,12,4,5,0
2022-03-26 12:00:00,10,9,11,11,15,14,16,12,18,17,18,18,22,19,17,18,22,21,26,26,29,29,28,29,13,15,15,11,10,11,10,11,12,10,10,9,10,10,8,7,10,8,8,6,6,8,9,7,9,9,9,9,6,3,7,8,9,10,10,13,14,14,15,14,12,14,11,13,18,16,14,21,12,6,13,12,10,11,6,4,0
2022-03-26 13:00:00,5,6,13,12,16,16,18,20,20,19,18,17,23,21,24,23,24,28,27,23,28,25,21,21,14,14,13,10,7,0,7,10,15,12,13,17,16,12,9,8,12,12,11,10,11,12,12,15,15,14,8,0,8,8,14,9,14,9,10,12,13,13,10,9,9,11,7,12,19,17,8,17,19,23,13,19,11,8,9,7,0
2022-03-26 14:00:00,6,7,9,7,11,11,12,16,18,19,18,22,23,23,24,20,25,25,24,23,20,21,18,18,15,14,11,10,11,7,9,12,14,9,3,11,12,13,9,1,6,6,5,7,7,6,8,7,7,7,8,10,9,10,12,14,16,17,19,16,18,19,19,21,12,21,20,20,24,9,26,28,27,27,16,23,14,10,6,4,0
2022-03-26 15:00:00,8,7,17,21,24,24,9,23,19,4,19,19,22,16,25,24,21,25,26,25,23,21,21,22,16,13,12,7,5,11,10,9,12,10,12,11,10,9,7,5,12,11,12,13,12,13,18,17,17,10,11,12,13,12,15,16,17,18,16,15,20,19,19,18,17,14,13,13,15,16,14,12,12,22,10,16,9,9,6,2,0
2022-03-26 16:00:00,10,10,16,10,19,16,18,20,21,19,20,21,23,24,26,24,23,22,23,21,21,20,19,17,12,15,10,9,6,5,2,10,15,13,14,17,11,12,5,3,6,11,10,7,8,9,13,15,17,13,11,11,9,9,8,7,16,16,17,18,14,14,14,13,12,15,13,15,14,13,8,15,14,16,15,13,17,14,15,15,0
2022-03-26 17:00:00,3,3,7,8,16,18,17,15,16,17,17,16,18,19,20,22,25,27,25,14,20,16,13,12,9,10,5,5,6,8,7,15,18,0,19,20,11,10,9,7,11,11,9,8,9,9,8,13,12,12,13,13,12,14,12,13,24,30,27,28,29,24,23,24,19,27,25,22,22,21,21,20,17,13,12,12,8,6,6,7,0
2022-03-26 18:00:00,8,9,15,15,17,17,15,19,16,16,17,14,14,20,22,20,19,18,16,17,15,14,11,17,13,12,11,8,0,8,7,13,15,17,10,15,17,15,13,12,13,8,4,5,6,0,5,6,8,7,8,9,10,12,13,12,23,22,22,22,21,26,26,26,14,24,23,16,15,14,16,15,14,14,5,12,10,7,8,7,0
2022-03-26 19:00:00,8,7,8,12,14,13,11,13,15,15,13,9,8,7,7,9,8,8,11,11,10,12,10,6,8,4,0,7,5,0,4,8,10,11,7,12,10,12,9,8,6,4,3,3,5,5,8,10,14,10,8,8,7,9,12,9,19,18,19,20,22,20,19,16,12,14,14,13,16,17,17,15,14,10,9,8,10,9,5,4,1
2022-03-26 20:00:00,4,5,11,11,15,11,16,17,12,14,13,11,11,10,10,8,8,7,8,7,7,8,6,9,6,5,4,6,6,0,5,9,13,6,12,12,11,8,7,4,7,4,3,3,2,3,5,5,4,7,5,6,6,6,10,9,15,13,16,14,17,18,18,14,15,14,12,10,11,11,11,8,10,9,7,7,7,6,4,0,3
2022-03-26 21:00:00,10,7,11,10,17,14,8,15,12,9,7,10,5,8,7,6,7,0,8,6,7,6,7,4,6,6,5,7,9,6,7,8,9,8,9,11,9,8,4,2,3,4,3,5,6,5,5,7,8,8,8,7,2,10,18,16,22,20,22,24,26,21,19,19,15,15,14,13,15,13,12,11,8,5,7,4,7,5,4,2,0
2022-03-26 22:00:00,5,4,8,5,16,17,0,16,15,13,12,11,12,4,12,10,6,8,7,5,6,5,3,3,4,5,0,6,6,12,0,14,17,7,15,15,12,11,10,6,9,7,4,2,3,5,5,6,4,1,9,10,15,17,18,9,23,24,23,22,25,24,22,19,19,22,19,20,19,14,11,6,10,13,10,8,5,0,3,1,0
2022-03-26 23:00:00,0,0,0,0,0,0,0,0,6,0,3,4,5,4,5,0,6,5,6,5,1,3,0,3,0,2,1,5,0,3,5,6,7,0,6,8,5,3,4,0,4,3,4,6,2,8,7,0,1,4,6,5,0,4,25,24,18,17,23,24,28,22,21,14,20,21,19,16,23,22,16,15,16,11,8,4,4,2,3,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,0,1,0,0,0,3,4,0,6,9,0,0,10,0,9,0,5,2,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,3,2,0,2,3,4,0,0,3,4,2,0,3,1,5,0,6,6,0,5,5,0,2,0,4,1,0,5,4,3,0,3,1,2,0,0,1,2,0,0,0,0,2,1,0,2,3,0,3,2,3,0,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,8,3,10,9,2,2,0,0,3,4,4,5,3,4,5,5,3,4,3,5,4,0,5,5,3,2,0,1,2,2,0,3,6,0,7,5,4,0,0,0,3,1,2,5,1,6,5,4,0,3,2,1,0,0,0,0,6,5,0,4,2,2,3,3,0,4,2,5,2,1,4,1,0,0,0,1,1,1,0,0,0
2022-03-27 07:00:00,2,0,0,2,3,4,5,6,7,0,7,8,10,9,8,1,5,8,5,7,0,2,7,1,3,0,1,4,1,2,1,3,1,0,0,1,1,1,1,0,1,2,4,0,0,5,3,4,1,0,0,3,0,2,1,0,2,1,2,1,3,3,4,5,4,3,0,4,3,0,4,2,3,3,0,4,3,1,2,3,0
2022-03-27 08:00:00,4,5,4,6,8,12,4,14,15,15,13,12,13,11,14,12,11,13,14,12,12,9,8,6,6,5,1,5,4,2,1,4,3,0,0,1,3,2,1,0,2,2,2,3,2,4,7,6,4,5,2,3,2,0,3,0,3,4,1,3,5,6,6,7,4,6,4,3,8,6,0,0,3,5,0,7,8,5,6,7,0
2022-03-27 09:00:00,7,6,6,4,3,5,6,10,13,7,12,15,16,7,20,19,18,18,18,8,16,11,9,6,6,6,2,6,0,0,4,8,6,0,5,5,4,3,1,3,1,2,5,6,0,7,9,6,6,6,4,1,3,2,3,3,6,6,5,6,4,8,7,11,4,10,6,9,9,10,11,10,9,10,8,9,6,7,3,0,0
2022-03-27 10:00:00,4,2,5,4,7,10,8,10,13,10,13,14,19,19,18,18,19,20,19,20,19,20,20,15,11,8,8,6,2,0,3,5,3,4,3,2,2,3,2,0,3,4,6,5,4,5,5,4,3,2,0,0,2,1,3,0,4,5,0,8,6,5,2,9,0,10,5,9,9,0,8,9,7,8,0,6,7,4,2,4,0
2022-03-27 11:00:00,2,7,9,5,4,9,0,12,13,7,15,11,12,12,13,0,16,15,14,11,15,14,11,8,9,0,6,7,5,3,2,6,7,8,0,4,0,3,6,5,9,7,6,7,7,8,9,0,8,12,10,9,7,8,9,8,4,8,8,5,4,8,6,5,5,9,8,7,11,10,11,0,13,10,14,12,9,8,7,4,0
2022-03-27 12:00:00,4,5,7,9,12,12,5,12,15,14,13,12,17,15,16,14,14,15,17,17,13,15,14,11,6,5,6,6,5,4,0,5,6,2,5,9,5,5,3,2,9,8,6,14,4,15,14,17,20,13,9,7,5,5,4,3,11,9,10,11,13,16,14,15,11,14,14,16,14,15,18,19,19,20,16,20,11,11,7,4,0
2022-03-27 13:00:00,9,8,8,9,12,12,0,14,15,9,18,20,15,14,16,13,13,15,16,15,15,14,13,12,8,3,6,5,4,5,0,9,8,9,8,9,8,7,4,3,7,8,12,10,12,14,6,10,6,8,4,9,7,5,7,0,11,11,8,12,12,10,10,9,11,8,8,9,19,7,13,8,15,16,8,15,12,9,8,8,0
2022-03-27 14:00:00,5,6,10,11,12,17,10,18,18,20,20,16,21,18,18,18,17,18,20,16,17,18,14,14,8,8,7,7,3,2,5,8,10,0,9,9,8,6,5,4,7,9,8,10,6,7,16,14,13,11,12,14,10,13,14,9,16,16,18,18,17,16,15,15,12,17,16,14,15,15,15,14,14,15,13,11,7,6,3,6,0
2022-03-27 15:00:00,5,5,11,13,20,21,19,21,23,23,19,16,18,18,20,13,18,21,22,19,20,21,18,20,14,12,12,10,7,9,7,7,11,0,5,10,9,10,11,4,14,9,10,9,4,11,12,13,0,13,7,11,7,9,12,12,14,15,15,16,18,15,14,17,16,21,20,19,20,14,21,20,19,21,16,15,9,9,3,1,0
2022-03-27 16:00:00,6,3,9,10,18,18,20,22,22,17,16,14,17,16,17,17,19,19,22,13,19,22,20,20,14,13,10,8,7,3,0,10,8,0,9,6,10,12,8,5,7,9,7,9,8,7,8,10,10,12,14,11,12,11,12,11,13,12,13,14,20,20,16,12,15,17,18,15,15,17,15,14,16,15,13,14,12,12,7,5,0
2022-03-27 17:00:00,6,6,13,14,19,18,18,24,22,14,23,16,14,12,14,13,13,7,16,4,15,17,10,12,9,7,5,4,8,9,9,12,15,18,18,6,13,12,9,8,8,6,3,5,3,4,5,7,0,6,7,9,8,9,9,7,23,22,26,24,23,21,16,16,16,16,19,18,24,23,22,21,20,18,17,14,12,11,7,6,0
2022-03-27 18:00:00,7,7,14,18,28,26,24,24,17,23,21,13,14,11,15,15,13,12,9,9,10,8,6,7,5,0,4,3,4,2,4,8,10,2,10,7,8,10,7,1,6,5,4,4,5,0,7,5,6,6,5,8,6,5,8,9,21,21,21,18,19,24,16,14,15,18,11,18,18,17,19,14,13,18,10,16,9,6,4,2,0
2022-03-27 19:00:00,8,5,12,12,21,19,20,18,22,16,15,13,17,15,16,19,10,5,18,17,10,10,6,7,5,3,3,4,4,5,3,7,12,11,12,6,9,9,10,8,9,4,6,2,0,7,5,5,0,4,5,7,7,7,8,7,16,15,17,17,16,17,18,18,14,16,17,13,18,16,16,10,12,11,12,6,13,10,8,5,0
2022-03-27 20:00:00,6,3,3,5,10,14,0,0,12,9,9,8,9,8,10,9,11,0,9,6,5,4,2,5,4,0,0,7,6,3,2,4,8,6,7,6,5,2,3,5,6,7,5,7,8,9,6,6,5,6,7,0,9,8,13,7,24,25,23,24,23,23,21,20,12,20,10,19,24,24,16,20,13,11,12,9,6,6,7,0,0
2022-03-27 21:00:00,3,1,9,12,18,17,0,16,8,12,11,8,10,8,9,4,7,8,10,9,7,4,8,11,9,0,4,5,6,17,16,18,21,0,22,20,15,14,12,0,12,9,5,3,6,6,7,10,7,8,7,7,10,11,14,13,19,18,20,21,23,22,19,18,11,17,16,15,17,10,15,13,11,5,7,9,15,13,7,6,0
2022-03-27 22:00:00,1,2,8,8,16,0,6,0,0,7,8,6,7,6,7,0,6,0,7,6,5,3,2,3,2,3,0,6,0,7,9,16,17,8,19,22,17,14,11,10,10,7,4,4,0,4,4,6,8,8,12,13,12,16,21,3,27,26,20,22,26,26,23,24,19,18,17,15,13,0,14,15,12,11,10,7,12,10,7,5,1
2022-03-27 23:00:00,0,0,0,0,0,8,0,0,7,6,5,3,4,2,0,1,2,1,0,1,3,2,0,3,1,1,0,1,0,0,0,3,2,0,3,3,0,2,6,0,7,1,3,0,3,4,2,4,3,5,5,5,4,7,13,0,22,23,22,23,24,18,15,11,9,12,0,7,10,8,9,0,9,8,0,4,2,0,0,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,1,0,0,0,0,0,0,2,4,11,20,27,29,30,29,5,28,27,25,20,14,15,15,9,6,0,8,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,4,0,4,0,0,1,1,4,6,6,7,6,8,9,8,6,6,8,7,6,6,7,6,5,7,0,0,6,5,3,4,4,4,1,3,0,4,3,3,2,0,1,4,7,8,6,17,14,11,11,10,8,7,6,7,5,5,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,5,0,4,3,7,12,12,14,14,12,12,10,14,16,17,18,14,16,14,13,10,8,6,10,6,3,4,5,6,5,3,4,5,3,2,2,3,4,1,0,1,2,3,5,6,7,10,9,9,6,7,6,5,5,6,4,3,8,6,3,7,7,8,9,4,8,0,7,8,2,8,6,7,9,4,9,12,14,5,7,0
2022-03-28 07:00:00,9,10,17,26,31,35,26,29,37,35,34,33,37,30,32,34,39,39,39,39,42,33,32,34,25,24,18,10,12,12,8,14,14,7,7,5,7,6,5,1,3,6,12,14,19,12,16,13,13,8,8,4,4,4,6,7,9,12,14,6,14,14,13,11,12,11,10,9,15,16,18,19,21,20,18,20,26,24,28,28,0
2022-03-28 08:00:00,6,5,13,10,15,21,21,25,33,35,33,30,40,42,49,48,49,42,41,39,38,37,35,45,22,21,17,16,17,16,6,15,29,27,23,19,14,15,8,3,11,14,22,24,27,29,31,29,28,19,8,6,5,6,7,8,10,11,11,14,21,13,12,13,13,16,18,16,18,16,18,20,22,21,21,27,22,20,20,15,0
2022-03-28 09:00:00,7,6,7,10,11,15,12,16,21,21,18,18,20,21,23,25,24,26,25,22,21,24,21,20,13,13,12,10,9,7,6,7,11,6,10,5,8,7,7,4,16,22,23,9,4,11,13,15,14,15,7,3,4,3,4,3,8,8,7,9,9,12,11,12,11,14,13,11,20,19,19,19,17,14,16,17,11,14,13,11,0
2022-03-28 10:00:00,2,3,4,5,8,8,4,11,15,8,10,10,13,13,12,13,12,16,16,10,15,11,9,13,12,13,9,7,4,7,6,7,10,5,9,5,6,5,3,0,8,10,9,5,5,8,8,8,6,7,3,3,4,3,4,1,4,5,5,9,13,11,11,10,10,11,12,9,7,6,7,3,6,7,6,5,5,5,4,5,0
2022-03-28 11:00:00,3,3,4,4,9,10,9,8,16,11,18,14,17,16,9,15,13,14,14,13,12,11,7,7,6,7,4,5,1,5,6,6,7,3,8,9,7,3,7,6,9,7,9,5,5,5,12,10,11,9,7,4,3,2,6,4,7,8,9,12,5,12,10,13,13,11,12,11,10,5,11,5,10,9,6,7,6,8,6,3,0
2022-03-28 12:00:00,3,4,6,7,10,9,8,5,8,6,10,10,11,11,11,12,15,12,14,13,13,12,11,11,7,6,6,5,5,5,5,6,8,7,6,7,4,0,4,3,4,3,6,7,7,7,11,13,11,6,6,5,4,3,4,4,9,10,12,15,17,17,16,9,11,15,13,13,14,14,13,14,14,12,8,15,11,8,5,3,0
2022-03-28 13:00:00,5,5,7,8,10,12,10,11,12,13,14,12,15,16,14,13,13,14,14,14,13,10,13,12,11,5,9,5,6,4,9,6,7,6,5,6,8,5,2,2,4,4,6,9,6,7,8,8,8,8,7,8,6,6,7,6,12,12,13,14,17,16,15,15,14,10,9,9,10,7,9,7,10,11,1,7,7,9,7,8,0
2022-03-28 14:00:00,5,7,8,10,17,15,17,12,16,15,13,9,16,11,18,12,16,17,19,18,17,15,16,15,12,13,10,7,5,6,6,7,7,8,11,3,10,3,7,6,9,9,7,8,6,9,10,13,12,9,5,4,5,7,10,9,12,10,10,11,14,13,11,11,14,17,18,14,15,14,14,13,10,10,8,8,8,8,5,3,0
2022-03-28 15:00:00,5,4,6,10,11,12,16,14,14,15,10,15,18,16,17,16,13,15,14,12,12,9,9,7,8,7,4,5,6,5,9,13,12,9,15,16,9,7,8,3,7,6,5,6,5,9,11,12,11,9,9,11,5,16,19,15,14,15,14,18,24,27,26,28,24,27,29,24,20,19,15,13,15,14,15,17,15,15,8,6,0
2022-03-28 16:00:00,10,7,12,17,17,19,23,25,25,24,20,18,23,17,18,19,20,21,23,22,20,18,15,17,13,10,7,4,6,5,8,11,14,12,12,10,9,9,7,5,4,6,4,3,5,7,8,8,10,7,7,12,11,11,19,20,23,23,19,30,30,36,35,33,32,34,36,31,26,25,25,23,19,18,17,14,16,14,10,10,0
2022-03-28 17:00:00,18,18,22,28,26,21,22,21,24,23,20,21,28,28,26,28,26,26,26,23,28,22,17,17,10,10,7,5,7,8,8,19,25,27,28,33,20,16,9,7,9,6,5,11,13,6,14,19,17,14,14,17,15,21,24,24,38,41,40,45,51,48,45,40,38,36,31,31,29,28,28,29,19,18,16,17,13,12,9,4,0
2022-03-28 18:00:00,23,17,20,24,29,27,26,26,26,24,27,22,21,20,20,21,24,22,18,17,16,12,14,12,11,10,9,7,4,7,12,18,26,21,20,24,20,22,17,15,12,9,4,11,20,22,23,32,30,22,21,23,22,23,24,24,36,41,43,42,49,49,45,42,42,45,40,37,42,42,42,40,32,27,23,14,13,12,9,8,0
2022-03-28 19:00:00,16,13,18,21,19,17,9,15,16,15,14,10,12,11,11,12,10,9,9,6,8,9,6,7,10,7,8,7,5,5,6,12,20,18,18,17,10,9,8,9,11,9,6,5,6,10,11,11,13,13,16,17,17,21,20,19,33,30,29,26,34,35,32,30,26,26,26,19,38,37,38,37,26,24,22,18,12,7,5,2,0
2022-03-28 20:00:00,6,8,10,7,12,9,8,10,12,9,10,9,9,8,7,9,7,8,9,6,9,7,6,6,6,5,5,7,5,4,7,12,14,13,17,15,11,12,8,7,9,8,3,7,6,7,9,9,8,6,7,10,9,10,12,12,19,20,22,25,27,24,29,25,24,23,25,21,27,26,31,17,20,14,10,7,9,4,4,0,0
2022-03-28 21:00:00,6,4,6,7,12,12,5,13,5,5,13,12,16,14,17,7,18,14,13,11,10,8,5,6,5,4,5,7,7,6,8,9,10,9,9,11,9,7,6,5,8,5,3,4,6,6,7,6,9,9,8,9,8,10,11,12,19,21,22,21,26,25,20,20,18,19,22,22,29,28,21,28,17,14,12,10,7,6,6,5,0
2022-03-28 22:00:00,7,4,9,6,13,6,8,9,10,8,8,7,13,15,16,11,7,15,13,11,7,4,4,5,3,3,3,5,6,6,7,11,17,12,15,18,10,9,7,2,10,6,4,7,3,4,5,7,5,6,8,9,7,11,18,17,23,25,26,27,27,24,25,22,21,23,23,16,29,27,25,22,21,17,13,8,18,14,11,7,0
2022-03-28 23:00:00,0,0,0,0,0,0,6,0,3,2,0,2,6,0,5,7,0,6,4,4,4,4,4,4,1,5,4,4,5,6,2,6,8,7,8,7,5,4,4,3,6,4,4,4,2,0,3,2,0,4,6,4,5,7,18,17,17,18,19,6,20,18,18,15,8,13,2,9,15,11,10,3,13,10,7,9,4,2,2,2,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,1,1,2,0,3,0,0,5,8,15,22,27,33,34,16,33,32,0,29,23,12,11,8,0,14,0,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,8,2,0,1,2,3,0,4,5,8,7,5,8,8,9,0,8,9,9,8,7,7,5,5,7,0,5,5,0,7,6,6,14,13,12,10,10,5,7,2,2,1,6,6,4,6,11,9,7,8,9,8,9,8,7,0,2,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 06:00:00,9,3,12,9,10,21,9,17,18,17,13,11,14,16,13,16,18,17,14,12,11,9,9,9,6,4,4,4,5,5,0,6,7,3,6,3,3,1,1,0,2,3,3,4,3,5,7,6,5,5,2,3,3,0,6,1,7,8,4,6,6,7,5,6,8,5,0,6,7,4,8,7,6,5,0,7,8,6,7,5,0
2022-03-29 07:00:00,7,9,20,27,33,30,27,40,43,39,46,32,38,35,33,33,39,39,40,41,36,27,27,20,20,22,18,11,15,15,9,14,16,12,14,11,9,1,1,0,7,13,24,18,22,24,32,27,24,16,8,5,4,6,5,4,6,8,9,11,12,13,15,16,15,13,12,10,14,14,16,17,19,22,15,13,16,16,14,14,0
2022-03-29 08:00:00,7,6,7,10,13,19,16,21,27,29,37,28,32,32,31,32,36,37,38,36,35,30,28,23,22,19,20,23,20,16,12,17,30,31,27,14,8,8,6,3,14,17,21,29,28,31,39,36,37,23,13,6,5,6,8,8,9,11,10,12,17,15,13,13,13,19,21,24,24,25,14,27,28,28,25,29,30,27,27,25,0
2022-03-29 09:00:00,6,3,5,9,6,7,9,12,20,20,19,19,22,19,19,20,21,21,20,22,20,20,22,25,15,12,9,9,11,10,7,10,17,12,13,8,7,6,5,6,16,20,22,8,12,14,20,16,18,13,8,8,6,5,4,2,5,5,5,4,5,6,6,9,11,11,9,7,11,8,10,11,12,11,5,10,9,9,7,7,0
2022-03-29 10:00:00,3,4,5,4,10,14,11,12,11,12,13,16,20,18,18,16,20,20,19,17,15,14,13,12,9,11,6,4,3,3,5,9,10,9,12,7,5,4,5,4,5,6,8,7,6,9,6,8,7,4,3,4,2,3,4,5,8,7,5,9,7,7,8,9,7,8,3,5,9,7,8,4,9,10,7,8,9,7,6,7,0
2022-03-29 11:00:00,4,4,6,5,4,6,7,8,14,3,16,19,20,19,18,19,13,18,21,20,18,9,15,8,6,2,5,4,0,4,4,5,4,0,3,3,1,6,2,4,2,4,2,5,3,5,8,5,5,3,3,4,5,4,4,1,3,4,5,9,10,10,13,10,7,9,9,10,12,13,8,7,14,6,13,11,9,8,6,5,0
2022-03-29 12:00:00,6,4,0,5,6,8,7,11,11,0,12,6,11,15,8,17,19,12,21,18,16,12,12,13,8,9,5,8,6,8,4,4,5,4,1,0,4,2,2,0,8,9,5,4,6,5,8,9,8,5,5,5,5,4,5,6,9,10,11,7,14,8,10,8,7,10,6,8,12,10,8,9,9,9,8,8,6,5,4,5,0
