Unnamed: 0,1_은평공영차고지,2_덕은교.은평차고지앞,3_수색교,4_수색역앞,5_디지털미디어시티역,6_증산교앞,7_증산종합시장.증산중학교입구,8_증산역.증산동주민센터,9_연서중학교입구,10_와산교,11_새절역.숭실고입구,12_응암오거리,13_은평문화예술정보학교,14_응암초등학교,15_명지전문대.충암중고등학교,16_명지중고등학교,17_명지대삼거리,18_명지대,19_DMC센트럴아이파크아파트,20_명지대사거리제일은행앞,21_백련시장,22_연희파크푸르지오앞,23_홍연시장,24_연희홍연아파트,25_서대문구청,26_서대문구보건소별관,27_정원여중,28_홍은현대아파트.스위스그랜드호텔,29_홍제역(중).서대문세무서,30_홍제삼거리.인왕산한신휴플러스,31_무악재역,32_안산초등학교,33_독립문역.한성과학고,34_영천시장,35_서대문역,36_경찰청.동북아역사재단,37_서울역버스환승센터,38_숭례문,39_남대문시장앞.이회영활동터,40_롯데영프라자,41_우리은행종로지점,42_청계1가.광교,43_을지로2가.기업은행본점.서울노동청,44_롯데백화점,45_북창동.남대문시장,46_숭례문.한국일보,47_경찰청.동북아역사재단,48_서대문경찰서.농협은행.유관순활동터,49_영천시장,50_독립문역.한성과학고,51_무악재역,52_인왕산.홍제원아파트,53_홍제역(중).서대문세무서,54_홍은현대아파트,55_정원여중.스위스그랜드호텔,56_서대문문화체육회관입구,57_홍연2교두산아파트앞,58_홍남교,59_백련시장,60_명지대사거리국민은행앞,61_명지대,62_명지대삼거리,63_명지중고등학교,64_명지전문대.충암중고등학교,65_응암초등학교,66_은평문화예술정보학교,67_응암오거리,68_새절역.숭실고입구,69_와산교,70_연서중학교입구,71_증산역.증산동주민센터,72_증산종합시장.증산중학교입구,73_디지털미디어시티역,74_수색역앞,75_수색교,76_덕은교.은평차고지앞,77_은평공영차고지(가상)
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,1,3,2,0,0,0,0,2,0,3,4,5,6,9,11,2,0,10,12,13,16,0,17,18,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,0,1,0,0,0,0,0,0,0,1,3,3,3,3,4,5,7,8,6,9,11,10,12,12,13,23,25,28,27,15,9,27,29,23,20,14,6,5,2,1,0,0,2,0,3,4,2,5,6,7,9,0,9,8,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 06:00:00,2,5,8,7,5,0,2,3,1,2,6,2,5,5,5,4,6,7,14,17,16,17,19,21,20,23,24,28,32,35,36,39,42,41,26,25,9,6,3,2,2,0,4,2,1,5,5,4,7,4,4,5,13,12,10,9,8,4,6,7,8,5,9,6,8,8,7,7,7,3,6,3,4,2,0,0,0
2022-03-14 07:00:00,7,10,5,8,9,10,14,15,19,9,26,28,28,21,14,14,13,17,19,25,35,39,45,48,49,53,57,61,64,64,63,63,65,51,32,31,11,6,4,4,3,1,17,20,23,31,8,6,9,12,14,15,17,19,23,26,26,27,25,27,28,26,25,17,16,18,17,6,3,0,7,5,6,3,1,0,0
2022-03-14 08:00:00,4,10,19,25,25,10,16,15,13,16,30,30,39,30,15,16,22,24,28,30,34,36,40,42,43,48,52,54,62,65,59,67,69,66,46,29,17,13,8,5,3,0,9,10,11,19,34,49,50,51,54,19,60,59,39,36,33,32,29,25,20,17,15,10,25,32,33,11,11,10,10,8,6,2,0,1,0
2022-03-14 09:00:00,2,5,5,6,14,10,12,15,18,20,33,39,37,32,9,11,11,12,16,26,29,30,33,36,37,38,39,40,38,38,40,39,37,38,31,25,15,9,7,3,2,2,4,4,3,6,5,21,14,22,35,36,40,42,27,40,39,40,43,40,42,45,39,8,11,10,11,4,4,4,6,5,5,4,3,1,0
2022-03-14 10:00:00,1,2,3,2,4,6,5,5,2,4,10,12,13,13,15,18,17,19,18,20,21,22,25,25,26,25,23,27,32,32,30,31,29,31,26,21,19,12,8,2,1,2,4,4,4,6,7,8,8,8,10,10,13,9,15,16,15,13,12,11,11,12,11,7,10,9,7,3,3,0,4,3,3,1,0,0,0
2022-03-14 11:00:00,0,2,3,4,7,6,4,5,0,6,10,13,17,15,22,4,23,22,19,17,16,17,18,21,20,23,23,24,23,12,14,13,19,20,17,18,16,12,5,4,2,3,6,6,8,10,10,13,14,16,15,15,19,16,15,15,14,12,11,13,12,11,7,16,5,16,16,5,6,8,9,5,4,1,3,0,0
2022-03-14 12:00:00,1,3,4,5,8,4,2,8,6,8,15,13,16,17,10,13,12,13,14,17,18,18,21,23,22,20,20,22,20,21,20,18,19,17,14,13,8,5,4,4,3,2,5,12,13,14,15,13,15,11,14,10,22,20,20,20,18,16,13,15,13,14,12,25,23,23,14,6,6,5,7,7,4,2,1,0,0
2022-03-14 13:00:00,1,4,5,8,21,22,19,19,0,19,39,39,37,37,11,10,10,10,11,14,14,12,15,16,17,18,25,23,20,21,20,21,19,16,16,15,7,5,4,3,2,1,4,6,10,12,16,32,33,34,37,37,39,37,40,39,37,34,35,32,31,22,29,12,12,12,7,5,7,2,9,6,1,1,0,0,0
2022-03-14 14:00:00,1,2,3,4,5,3,7,9,10,5,13,15,15,14,8,9,10,14,10,15,15,9,17,19,20,21,16,20,18,16,15,16,15,12,13,10,7,8,5,4,2,0,3,7,11,11,12,14,16,17,20,23,24,22,24,20,18,17,15,10,12,13,12,14,16,15,14,5,7,8,6,13,12,5,0,0,0
2022-03-14 15:00:00,1,2,1,3,6,4,3,4,5,5,12,12,12,10,17,18,18,20,19,18,21,13,20,20,19,22,17,21,15,12,12,9,14,13,10,8,4,4,3,4,3,0,8,11,15,22,17,18,20,23,23,23,22,20,20,21,19,18,15,12,15,17,14,30,30,28,25,15,14,13,13,8,4,2,0,0,0
2022-03-14 16:00:00,1,3,2,5,5,6,4,8,5,8,13,14,15,11,26,30,35,37,36,32,32,31,29,24,31,28,28,35,21,23,19,18,13,14,10,10,5,5,3,3,0,0,8,11,23,21,24,32,33,32,31,28,31,28,29,25,21,20,18,13,15,18,32,42,43,23,36,24,23,22,18,20,7,4,2,1,0
2022-03-14 17:00:00,2,6,4,10,12,11,9,10,8,7,14,21,21,19,24,25,26,31,30,33,34,34,37,38,37,41,26,63,59,58,28,57,54,48,35,25,11,9,8,4,6,2,11,15,24,34,36,41,44,45,39,39,44,41,40,39,32,30,22,20,20,19,16,35,36,35,32,21,22,20,20,19,6,4,3,1,0
2022-03-14 18:00:00,0,2,5,8,12,11,10,8,9,9,26,21,15,13,21,24,26,29,27,28,31,30,32,32,33,35,31,31,24,27,26,24,22,18,20,24,7,4,6,4,3,5,14,21,31,42,51,58,57,53,50,49,47,41,42,36,35,31,25,17,24,21,26,33,34,32,30,25,22,14,20,18,6,5,4,2,1
2022-03-14 19:00:00,1,1,1,3,8,9,8,6,7,8,21,22,20,17,12,9,7,12,13,14,19,21,15,19,14,17,18,17,13,12,14,13,12,11,8,10,4,2,1,3,2,4,11,16,20,24,26,29,27,34,33,31,38,35,33,31,25,22,19,15,17,15,15,14,15,11,10,9,7,7,8,7,6,3,2,0,0
2022-03-14 20:00:00,0,1,1,2,3,2,3,5,6,5,12,13,15,14,10,9,8,6,8,10,9,8,9,11,9,13,12,12,11,11,11,9,7,7,6,9,2,5,1,1,3,4,5,12,18,22,22,23,31,26,27,22,26,24,23,21,18,16,13,11,10,10,9,10,7,8,5,2,3,0,5,4,3,2,2,0,0
2022-03-14 21:00:00,0,1,2,1,3,0,3,3,3,4,9,10,10,6,4,6,4,5,5,6,7,8,8,6,10,12,8,6,8,7,12,11,9,8,5,5,3,3,2,1,4,5,6,10,13,14,18,14,18,18,18,16,21,20,18,15,12,10,10,10,7,9,9,8,8,7,5,3,2,2,3,2,2,1,0,0,0
2022-03-14 22:00:00,1,0,0,2,3,0,5,4,3,3,5,7,5,7,7,4,6,8,9,12,7,11,10,7,8,9,11,13,11,6,10,0,5,4,7,6,2,1,1,0,2,3,12,16,6,18,22,24,28,29,28,26,24,21,18,12,11,10,8,8,7,9,9,11,12,13,7,7,3,6,4,2,4,0,0,2,0
2022-03-14 23:00:00,0,0,0,0,1,0,1,0,0,0,4,7,7,6,4,1,0,5,0,1,2,0,0,0,0,4,0,4,3,3,0,5,3,5,2,4,1,0,0,0,1,0,3,4,3,6,8,13,13,12,14,15,23,22,23,21,19,18,16,13,11,11,8,4,2,1,2,2,1,0,1,0,0,0,2,1,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,1,2,0,0,1,0,0,2,0,4,6,8,9,12,3,0,15,16,18,20,21,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,0,1,1,0,1,0,0,1,2,0,2,1,3,4,5,6,7,8,10,12,14,16,16,17,26,33,33,37,32,32,33,31,29,24,20,17,9,3,1,0,0,0,1,0,0,2,3,5,6,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,2,4,5,5,4,0,3,2,1,2,6,9,10,9,5,7,9,11,14,15,18,21,23,20,21,26,28,33,25,27,28,29,32,24,19,18,10,6,4,2,1,0,2,3,0,2,4,5,4,3,5,6,7,6,7,5,5,5,4,3,2,3,4,5,6,9,4,4,0,2,2,1,0,3,0,2,0
2022-03-15 07:00:00,4,10,9,10,10,11,13,15,18,18,23,29,31,28,17,13,18,20,24,24,31,33,36,43,45,46,46,55,59,52,56,59,58,51,37,29,10,9,4,2,1,0,7,10,13,13,16,17,16,16,18,19,27,16,25,20,23,17,24,26,25,24,17,13,16,19,16,5,6,6,7,4,5,2,0,0,0
2022-03-15 08:00:00,8,12,18,26,20,21,22,19,20,18,33,38,34,27,15,16,21,26,33,41,42,44,50,56,56,61,47,61,60,63,64,66,65,60,44,35,19,15,7,4,3,2,9,12,14,16,12,22,22,22,27,28,34,34,38,33,30,29,28,28,26,24,18,15,26,26,20,6,12,11,10,10,7,3,2,1,0
2022-03-15 09:00:00,4,6,6,10,19,20,15,23,24,24,50,53,52,52,10,10,10,13,16,17,26,31,35,37,38,43,34,46,45,40,39,54,55,45,32,27,13,10,6,3,2,1,9,9,12,13,12,34,35,31,42,43,50,52,55,54,53,51,51,50,32,46,33,10,17,18,17,4,6,6,5,4,3,1,0,0,0
2022-03-15 10:00:00,1,2,1,2,7,1,6,8,0,9,12,15,14,15,13,14,16,19,16,19,20,20,23,25,27,30,33,33,25,27,27,27,29,29,26,25,17,15,4,2,3,0,4,5,7,8,10,13,11,12,12,13,18,20,16,14,19,9,17,15,10,9,10,7,6,8,6,4,4,1,3,4,1,2,0,0,0
2022-03-15 11:00:00,0,3,2,5,9,10,10,11,0,12,14,15,16,18,14,16,15,18,20,23,25,25,29,30,25,21,24,27,22,19,24,26,24,21,19,21,20,13,6,4,2,1,7,8,11,12,10,13,11,11,14,14,20,24,21,23,21,19,16,15,14,13,14,14,9,8,7,3,2,2,3,0,2,2,1,0,0
2022-03-15 12:00:00,1,1,2,4,4,2,6,8,3,9,15,9,12,11,11,12,12,13,13,15,17,17,20,21,22,23,25,28,25,25,23,24,22,17,13,14,10,7,6,3,2,2,6,8,13,15,15,19,22,17,21,18,21,20,21,21,20,19,17,16,14,13,12,18,18,15,15,7,8,8,7,10,3,4,3,2,0
2022-03-15 13:00:00,1,4,6,7,13,10,12,15,14,13,14,14,15,14,9,10,9,14,15,19,20,22,24,22,27,25,27,26,26,28,30,28,24,21,21,19,14,9,5,3,1,2,4,6,9,14,15,22,25,26,30,35,40,32,36,34,34,31,23,23,23,25,24,14,16,15,14,5,3,6,5,5,3,1,0,0,0
2022-03-15 14:00:00,1,2,0,1,6,6,4,7,3,6,11,9,12,12,11,11,11,17,19,21,23,15,15,24,19,25,37,39,30,17,19,17,18,17,13,14,10,7,5,3,0,3,5,12,18,20,16,21,22,25,25,20,22,21,26,26,25,22,15,13,14,17,17,17,17,18,12,8,7,2,5,5,2,4,3,1,0
2022-03-15 15:00:00,1,2,4,4,8,9,10,8,8,7,9,13,12,11,26,27,25,23,22,21,26,25,28,29,26,26,27,27,26,24,25,21,20,17,16,10,6,6,4,4,5,5,11,15,18,21,22,23,24,24,25,20,25,22,27,24,23,17,19,14,11,12,11,24,27,24,20,12,6,10,8,10,9,7,3,1,0
2022-03-15 16:00:00,1,2,4,11,12,8,9,8,3,7,14,15,15,13,22,37,38,41,39,37,37,30,38,38,39,36,35,34,27,25,24,25,24,21,17,15,6,3,4,3,6,0,5,12,24,27,27,42,42,40,38,32,31,27,27,26,22,20,16,14,14,15,37,46,44,38,32,23,22,20,15,15,8,5,3,2,0
2022-03-15 17:00:00,2,4,4,6,10,12,11,11,8,8,24,25,20,20,20,18,18,26,29,30,29,31,34,33,33,34,30,33,28,26,23,24,24,22,14,14,7,6,3,3,2,2,9,14,25,31,38,43,43,41,39,36,36,33,34,31,27,25,19,18,20,18,19,35,34,34,31,17,16,12,16,10,6,7,6,3,0
2022-03-15 18:00:00,1,2,6,7,10,3,7,10,5,4,21,19,15,14,21,9,23,27,26,27,33,34,36,22,39,40,32,39,32,30,28,27,26,25,22,32,7,8,4,2,3,4,13,24,30,37,48,59,57,54,52,51,51,45,45,42,35,33,26,17,15,19,20,23,30,25,17,10,8,9,10,11,5,6,5,1,0
2022-03-15 19:00:00,1,2,4,5,10,4,6,9,8,7,17,18,19,15,15,13,11,12,11,12,14,12,12,13,12,18,12,14,13,9,12,10,11,10,15,13,4,4,5,5,3,4,11,16,19,25,27,39,40,40,38,36,43,41,39,35,31,31,25,18,17,12,14,14,15,16,13,6,8,6,7,8,6,4,3,2,0
2022-03-15 20:00:00,0,3,2,3,3,5,4,5,5,2,18,23,18,14,12,12,11,10,13,11,10,9,8,8,11,10,10,11,9,10,9,9,10,9,11,10,2,1,1,1,2,1,9,19,27,28,27,35,37,36,34,31,32,34,30,27,22,13,17,15,11,9,11,9,8,11,9,2,2,3,1,5,3,5,4,0,0
2022-03-15 21:00:00,0,0,1,2,4,0,3,4,1,2,8,13,1,11,7,4,4,5,6,4,6,6,7,6,8,8,9,9,11,10,7,9,8,8,7,7,2,1,2,0,2,0,5,7,11,14,14,21,19,17,20,18,23,20,19,19,15,14,11,9,13,8,9,11,12,14,10,5,6,5,5,4,2,1,1,0,0
2022-03-15 22:00:00,1,0,0,0,4,0,1,9,7,6,14,13,12,8,7,8,7,9,10,12,8,7,12,11,8,12,7,13,11,10,4,11,11,10,8,6,2,1,0,1,2,3,6,9,12,17,18,21,20,19,19,19,22,20,17,14,12,10,9,8,6,8,9,15,16,17,13,10,9,8,7,5,5,3,1,1,0
2022-03-15 23:00:00,1,0,2,0,1,0,0,5,0,0,0,0,6,5,4,2,1,3,0,3,2,2,4,0,2,6,3,6,6,5,0,3,9,8,7,8,2,0,0,1,1,0,5,8,7,8,9,10,12,12,13,12,16,15,10,13,12,7,11,9,4,5,2,5,3,3,3,3,3,0,4,0,2,2,1,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,1,2,1,0,0,0,0,2,0,3,4,7,9,10,1,11,14,0,17,18,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,1,7,4,1,1,0,0,0,0,0,2,2,3,4,5,4,6,6,9,11,13,15,22,23,24,28,13,37,29,17,28,27,24,22,17,13,8,2,0,1,0,0,1,0,2,4,1,5,6,0,5,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,0,1,2,1,1,0,3,2,0,1,6,8,9,6,7,5,8,10,15,22,27,15,18,17,19,27,26,26,19,20,20,20,18,21,16,12,6,4,3,1,1,0,2,2,0,4,3,3,3,3,3,5,5,4,5,4,5,0,1,5,6,6,6,7,10,10,10,8,10,2,10,11,7,6,4,0,0
2022-03-16 07:00:00,8,13,15,17,15,10,15,20,22,9,27,28,27,23,16,14,15,20,25,26,31,33,35,36,38,45,47,52,55,60,62,53,63,57,36,29,15,7,4,3,2,1,6,7,8,8,7,10,9,8,13,15,19,20,20,21,19,18,18,19,14,17,13,7,5,9,8,5,4,5,7,9,7,5,1,0,0
2022-03-16 08:00:00,8,11,22,26,16,0,11,12,8,14,25,33,31,30,18,19,20,26,29,31,35,38,39,43,44,47,51,53,64,66,69,71,70,65,42,30,21,12,9,7,4,2,7,8,10,12,10,20,21,23,26,26,29,26,30,30,29,28,25,22,23,23,16,14,21,25,22,12,13,12,11,10,9,6,3,2,0
2022-03-16 09:00:00,4,6,5,5,11,9,12,15,7,9,31,29,17,28,7,8,9,11,11,13,19,21,21,30,31,31,32,37,36,39,40,41,39,42,32,25,14,8,5,0,1,0,4,7,10,11,10,16,18,20,24,24,32,34,36,34,35,33,32,30,28,26,28,8,9,11,11,8,5,9,10,9,5,2,1,0,0
2022-03-16 10:00:00,1,1,0,2,5,6,5,6,0,4,13,19,19,14,11,10,7,7,10,13,17,17,19,22,21,24,25,25,22,23,23,22,30,27,24,18,12,10,3,3,1,2,6,4,5,6,6,13,13,15,16,14,17,18,19,18,16,15,13,12,8,2,7,6,5,5,4,3,2,3,5,6,3,1,0,0,0
2022-03-16 11:00:00,1,3,3,5,9,5,4,10,9,3,10,8,13,13,11,13,9,14,14,19,20,22,24,20,24,25,27,29,22,24,13,25,28,24,17,16,14,12,3,1,0,0,3,4,6,8,9,21,24,23,19,14,22,22,23,22,13,22,12,20,12,18,13,10,10,11,9,4,1,0,6,2,4,4,1,0,0
2022-03-16 12:00:00,0,2,4,4,6,0,7,5,4,6,9,7,11,12,9,11,10,13,15,16,16,17,17,20,21,24,25,26,21,23,26,25,23,22,16,15,12,9,4,4,4,2,6,5,7,9,13,17,17,11,20,20,26,25,23,22,20,21,20,14,12,10,8,8,7,7,7,5,6,7,7,6,3,1,0,0,0
2022-03-16 13:00:00,0,2,1,3,5,4,6,5,3,6,19,23,23,22,9,11,12,16,15,18,20,21,22,21,26,30,50,48,45,35,34,32,25,22,19,18,14,10,5,3,2,3,4,6,8,13,18,25,22,21,23,24,28,26,27,27,26,25,22,20,17,19,16,9,9,8,6,3,3,3,5,6,1,1,1,0,0
2022-03-16 14:00:00,1,5,6,5,9,0,9,10,9,2,13,15,17,14,14,15,17,17,17,18,23,22,22,21,19,20,24,22,21,23,25,20,23,17,15,16,10,7,6,4,2,3,6,10,13,19,21,23,27,27,25,23,24,25,24,22,23,22,22,15,10,10,12,16,13,9,9,7,4,3,4,9,9,7,4,0,0
2022-03-16 15:00:00,1,2,3,5,8,6,7,8,8,5,11,14,18,9,17,30,31,34,21,39,38,23,24,36,36,32,25,30,21,22,21,22,17,18,14,11,7,4,2,1,3,0,13,21,27,27,28,30,28,31,35,32,35,33,30,27,17,25,17,15,16,16,22,41,43,39,23,20,18,9,15,11,6,3,1,0,0
2022-03-16 16:00:00,1,5,2,6,8,7,9,8,8,7,11,13,12,7,18,18,17,19,20,17,17,18,17,22,16,24,25,26,19,20,16,17,15,15,12,11,7,7,6,3,2,0,5,15,23,25,27,38,37,36,32,27,28,22,22,20,19,17,12,11,11,11,17,27,28,26,17,13,11,13,16,18,8,5,1,0,0
2022-03-16 17:00:00,3,2,4,4,6,5,7,6,5,6,11,10,10,9,19,19,21,26,27,32,34,33,34,35,34,34,25,34,22,21,19,20,22,20,23,20,5,7,5,6,0,2,10,15,30,33,35,40,41,40,37,35,41,35,35,29,25,20,18,17,18,19,15,38,37,37,33,14,12,11,12,12,5,3,4,4,0
2022-03-16 18:00:00,1,3,3,5,11,6,11,10,9,8,26,18,19,13,11,11,13,16,16,20,22,23,23,24,25,32,34,36,26,19,29,24,13,20,13,22,4,5,5,6,9,2,19,24,28,39,50,57,58,55,51,43,46,45,44,45,38,36,30,21,17,14,14,17,32,30,28,9,7,11,14,15,10,4,5,1,0
2022-03-16 19:00:00,1,1,1,2,7,0,8,7,6,6,19,24,20,14,13,12,14,16,12,13,12,12,11,12,11,14,12,13,12,15,15,8,7,13,8,10,3,2,1,2,2,5,11,18,24,31,38,47,42,42,37,35,42,37,34,33,28,24,19,13,13,14,16,21,19,13,7,4,3,2,6,7,8,9,5,3,0
2022-03-16 20:00:00,0,1,2,3,5,4,3,4,4,5,19,20,20,16,8,6,5,6,5,7,7,10,9,11,6,8,4,9,6,7,6,6,6,6,7,6,2,4,3,0,2,3,9,17,21,24,29,36,41,40,41,37,41,38,36,32,27,22,15,13,14,12,10,10,9,10,9,4,6,6,6,7,4,3,0,1,0
2022-03-16 21:00:00,0,2,3,2,3,0,1,8,9,1,12,10,8,8,10,6,5,6,7,9,10,8,9,0,10,9,8,10,9,7,8,4,9,7,6,5,2,0,0,0,3,2,10,11,14,23,17,24,21,22,21,21,23,22,21,12,17,15,14,9,9,7,7,10,10,5,6,6,5,3,3,1,1,0,0,0,0
2022-03-16 22:00:00,1,1,1,0,4,0,2,5,4,4,13,13,13,11,10,7,6,9,9,9,6,8,9,10,6,13,6,13,7,6,7,4,8,6,10,9,2,0,0,0,2,2,7,12,14,15,17,21,23,20,19,17,23,20,11,15,11,12,11,11,9,8,10,8,8,9,11,6,5,5,5,3,3,1,1,0,0
2022-03-16 23:00:00,0,2,3,0,0,0,4,5,3,0,8,5,9,7,4,5,4,3,1,0,5,4,0,6,0,10,2,4,11,11,3,1,12,10,7,3,3,2,0,1,0,0,4,9,11,13,14,22,23,22,19,17,17,16,16,14,13,11,10,8,7,5,4,3,3,5,2,2,2,1,2,2,1,2,0,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,0,2,0,0,1,0,0,2,2,4,5,7,0,8,9,10,12,0,14,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,2,1,2,3,2,0,0,0,0,1,1,2,2,6,7,6,5,4,6,7,8,7,19,21,12,27,13,33,28,26,25,0,22,14,11,9,5,3,1,0,1,0,0,1,0,1,1,3,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,2,5,10,9,8,0,0,3,0,1,5,9,8,7,8,9,10,12,13,15,18,19,23,22,20,23,26,27,27,29,30,31,25,20,13,12,6,3,2,0,0,0,2,2,1,2,3,3,4,5,6,3,10,9,8,6,4,3,4,4,5,3,7,4,11,13,15,6,7,6,8,3,5,3,2,1,0
2022-03-17 07:00:00,9,11,12,13,6,2,11,11,13,12,21,29,29,26,19,13,15,18,22,25,30,34,37,41,41,47,46,51,42,49,50,49,52,48,31,30,8,4,3,2,3,0,8,4,10,12,6,10,10,13,15,15,21,20,21,20,19,21,21,17,17,20,15,11,15,17,15,6,6,6,7,9,6,2,1,0,0
