Unnamed: 0,1_은평공영차고지,2_덕은교.은평차고지앞,3_수색교,4_수색역앞,5_디지털미디어시티역,6_북가좌동삼거리,7_DMC래미안e.편한세상요진아파트,8_모래내시장.가좌역,9_사천교,10_연희104고지앞.구성산회관,11_서대문우체국,12_연세대앞,13_세브란스병원앞,14_이대후문,15_영천시장,16_서대문역,17_경찰청.동북아역사재단,18_서울역버스환승센터,19_갈월동,20_숙대입구역,21_삼각지역,22_KT용산지사,23_신용산역,24_한강대교북단.LG유플러스,25_노들섬,26_상도터널노량진동,27_상도터널상도동,28_상도시장,29_상도동중앙하이츠빌.상도전통시장,30_숭실대입구역,31_봉현초등학교,32_성현동동아아파트,33_봉원중학교.행운동우성아파트,34_봉천사거리.위버폴리스,35_관악구청,36_관악경찰서.관악소방서,37_서울여상.서울문영여중고앞,38_서울대학교치과병원.동물병원,39_서울대학교,40_서울대학교치과병원.동물병원,41_서울여상.서울문영여중고앞,42_관악구청,43_봉천사거리.봉천중앙시장,44_봉원중학교.행운동우성아파트,45_관악푸르지오아파트,46_봉천고개.관악현대아파트,47_숭실대입구역,48_상도동중앙하이츠빌.상도전통시장,49_상도시장,50_상도터널상도동,51_상도터널노량진동,52_노들섬,53_한강대교북단.LG유플러스,54_신용산역,55_KT용산지사,56_삼각지역,57_숙대입구역,58_갈월동,59_경찰청.동북아역사재단,60_서대문.서울시교육청,61_독립문(가상),62_독립문공원.극동아파트,63_이대후문,64_세브란스병원앞,65_연세대앞,66_서대문우체국,67_연희104고지앞.구성산회관,68_사천교,69_모래내시장.가좌역,70_DMC래미안e.편한세상요진아파트,71_북가좌동삼거리,72_디지털미디어시티역,73_수색역앞,74_수색교,75_덕은교.은평차고지앞,76_은평공영차고지(가상)
2022-03-25 20:00:00,0,0,0,0,0,2,0,3,7,4,7,11,13,14,15,18,19,14,14,19,24,25,30,31,32,28,25,13,24,25,19,18,10,7,6,5,0,0,5,7,6,9,11,8,11,8,10,11,16,11,6,0,4,12,6,8,9,10,4,4,2,6,2,2,4,0,3,2,0,0,0,0,0,0,0,0
2022-03-25 21:00:00,0,0,0,2,3,0,1,0,2,6,5,6,8,12,10,11,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,4,3,2,1,0,0,5,6,3,6,12,18,18,14,12,12,11,16,12,17,12,16,14,14,14,14,11,11,10,11,9,10,12,13,11,9,8,4,7,5,3,2,2,0
2022-03-25 22:00:00,0,1,0,1,3,3,2,3,4,5,6,12,15,19,14,16,17,13,11,14,21,22,31,30,13,28,22,21,19,14,10,9,8,9,4,3,0,0,1,0,0,6,10,12,13,0,11,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,5,4,3,2,2,4,3,0,0,1,0
2022-03-25 23:00:00,0,0,0,0,2,0,2,2,5,4,8,14,17,19,17,15,14,16,16,22,30,35,38,34,37,36,29,27,23,23,15,12,9,7,2,0,0,0,3,2,0,4,14,12,12,10,14,11,12,20,9,19,14,13,14,15,18,19,18,12,15,14,8,6,5,4,4,4,3,2,3,3,2,1,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,0,1,0,2,3,3,6,8,7,4,8,6,4,5,7,8,9,7,7,7,7,0,6,6,0,5,2,0,0,4,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 07:00:00,1,0,2,1,4,2,3,5,7,4,10,8,9,9,12,13,14,5,2,3,4,4,4,2,5,5,4,4,5,7,6,7,4,2,2,1,1,0,1,0,2,2,3,5,7,9,9,9,5,11,12,11,9,0,10,8,5,6,7,8,0,11,8,7,0,0,0,1,0,0,0,0,0,0,0,0
2022-03-26 08:00:00,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,1,0,0,3,7,9,11,12,9,10,12,15,9,6,12,11,9,8,7,6,4,4,0,9,4,6,4,4,5,4,3,1,0,1,1,0,0,0
2022-03-26 09:00:00,0,1,3,6,6,6,8,14,18,16,18,15,14,13,21,20,16,9,10,8,10,9,10,11,12,11,10,7,7,7,10,11,10,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,2,1,0,0,0,0,0,0,0
2022-03-26 10:00:00,0,2,0,1,2,3,7,6,6,8,8,11,8,14,15,16,14,15,15,13,15,13,13,13,6,9,6,10,11,16,9,19,17,10,6,5,4,3,3,3,1,7,11,15,18,25,24,27,29,31,32,30,27,23,21,19,14,12,11,7,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,14,14,12,13,5,4,2,0,0,3,0,2,5,9,14,19,24,20,21,23,26,26,23,27,23,22,15,15,12,10,11,10,20,16,13,10,9,6,7,9,7,3,3,0,0,0,0
2022-03-26 12:00:00,1,3,3,4,4,5,7,11,12,16,20,19,20,22,25,24,22,17,16,17,16,16,15,7,6,4,5,0,5,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,5,4,7,6,7,2,6,5,4,4,2,2,2,1,0,0,0
2022-03-26 13:00:00,0,1,5,6,5,8,7,7,9,4,8,11,11,17,22,19,18,16,16,16,20,19,20,21,23,25,28,23,23,22,23,20,11,7,5,3,1,2,3,2,3,7,14,16,11,11,14,19,23,26,24,18,21,18,0,17,15,12,8,0,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,11,11,13,10,9,8,4,6,0,5,0,4,4,1,10,14,19,19,20,22,25,28,35,32,25,31,25,20,21,17,18,17,9,9,9,10,8,7,6,5,4,4,3,2,3,0,1,0,0
2022-03-26 15:00:00,0,4,3,6,9,10,11,12,14,16,15,16,17,17,21,22,21,23,14,23,18,4,9,9,11,14,8,6,9,12,11,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,16,15,13,0,11,11,9,9,8,8,4,5,0,4,4,3,0,2,0
2022-03-26 16:00:00,2,4,3,6,8,9,10,13,14,13,13,12,19,29,29,30,31,23,19,22,28,26,34,35,35,34,27,28,27,21,24,23,20,11,4,0,2,0,12,14,7,7,13,16,17,21,15,15,13,19,20,22,21,18,16,14,9,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,0,0,31,30,25,19,23,20,17,10,7,5,2,0,0,6,10,5,8,13,19,25,29,26,26,25,29,30,29,30,27,25,20,22,26,23,22,18,20,19,18,14,13,11,7,8,4,2,3,2,1,1,0
2022-03-26 18:00:00,1,0,0,0,2,4,5,0,0,4,5,5,0,10,11,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,10,11,12,0,12,19,5,24,23,21,21,24,22,18,13,10,8,4,3,3,0,0
2022-03-26 19:00:00,3,0,2,4,4,3,3,5,6,8,9,14,13,16,16,12,17,12,14,14,19,18,24,30,32,34,28,24,25,17,9,8,5,2,1,0,0,0,1,0,0,5,7,6,5,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 20:00:00,0,0,0,0,2,1,0,2,0,5,6,4,4,6,11,10,15,8,9,11,15,15,16,14,20,20,18,18,18,16,13,10,7,7,3,0,0,0,2,3,1,9,11,10,10,9,11,7,10,11,12,16,15,15,13,13,12,10,8,7,5,7,8,0,3,5,7,7,1,6,5,5,3,1,0,0
2022-03-26 21:00:00,0,0,0,0,2,0,2,2,0,0,0,3,4,5,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,2,0,0,4,6,7,8,7,8,5,6,8,3,12,13,17,8,10,19,20,16,11,8,9,9,7,7,7,6,4,7,6,1,3,2,1,0,0
2022-03-26 22:00:00,0,1,0,0,2,1,2,4,1,6,7,12,12,15,14,16,11,18,15,16,15,13,20,13,22,22,21,20,9,20,17,16,8,7,2,1,0,0,2,1,0,4,7,7,0,6,6,5,0,5,6,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 23:00:00,0,0,0,0,0,0,1,0,0,2,4,19,7,20,14,18,19,20,19,22,32,34,42,44,16,46,37,34,29,28,24,20,15,9,5,4,0,2,3,0,0,8,12,14,13,13,14,6,12,11,7,12,10,15,16,20,23,20,16,15,8,15,10,11,14,12,10,8,6,3,3,1,3,0,1,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,0,2,0,3,2,2,3,5,4,3,4,4,6,6,6,5,4,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 07:00:00,0,1,2,0,2,3,0,3,5,4,3,5,6,8,10,9,8,5,3,3,3,4,3,3,4,2,5,4,1,3,3,2,5,4,4,3,1,0,1,0,0,2,2,2,1,4,4,6,7,8,9,6,7,5,0,2,5,4,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,1,0,2,3,4,5,8,7,9,12,13,14,15,14,11,10,4,5,6,6,4,1,1,3,4,2,1,1,2,2,0,3,0,0,0,0,0,0
2022-03-27 09:00:00,1,0,2,3,5,2,5,5,9,11,12,12,7,10,13,12,11,10,8,9,10,2,7,2,8,11,6,0,6,9,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0
2022-03-27 10:00:00,0,0,4,1,5,6,4,6,7,9,11,6,27,34,33,32,28,23,20,21,23,22,13,12,11,12,13,15,15,15,13,15,18,17,14,14,13,12,2,3,0,7,10,14,18,21,19,20,21,22,21,20,19,18,8,11,8,9,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,7,4,5,3,0,2,2,0,3,9,12,19,24,24,23,28,27,33,30,15,27,24,18,14,13,16,10,8,5,9,9,7,7,7,6,2,1,5,4,1,0,0,0,0
2022-03-27 12:00:00,2,4,3,2,4,3,6,8,8,8,9,10,9,12,12,9,11,7,5,2,11,11,8,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,5,1,5,0,3,4,5,4,2,3,2,0,0
2022-03-27 13:00:00,1,4,1,3,5,8,6,8,9,9,10,12,12,15,15,18,16,17,14,13,16,18,25,26,30,34,27,27,26,22,18,17,14,10,9,8,7,4,4,5,0,9,9,9,13,21,17,0,11,22,19,17,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,19,20,19,20,21,17,19,14,15,23,17,19,16,15,14,4,3,5,3,12,14,0,16,16,23,24,25,25,29,27,31,32,31,32,26,27,25,23,21,22,18,15,15,14,12,11,9,9,8,7,2,6,2,0,0,0,0
2022-03-27 15:00:00,0,1,2,3,4,5,8,7,10,10,0,10,7,8,9,9,11,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,10,11,10,9,7,6,14,6,9,6,9,12,12,9,10,7,4,1,1,1,0
2022-03-27 16:00:00,0,2,3,5,6,7,7,7,10,13,15,15,20,22,23,23,19,18,20,26,25,23,32,31,32,28,18,15,14,16,16,15,8,3,1,0,0,0,21,0,6,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 17:00:00,0,0,0,0,0,0,0,0,0,0,7,8,15,14,19,16,17,13,15,14,24,24,28,26,33,28,27,28,23,25,16,15,16,9,6,2,3,1,13,14,13,12,22,23,21,20,18,17,22,26,26,20,16,19,15,14,18,18,17,2,13,9,10,9,16,14,11,8,7,1,6,2,1,0,0,0
2022-03-27 18:00:00,2,1,0,0,3,0,6,4,0,0,0,5,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,21,22,17,16,2,16,19,16,28,27,21,18,10,14,16,14,13,12,17,14,15,15,12,11,6,5,6,4,3,2,2,1,0
2022-03-27 19:00:00,2,1,0,2,4,2,2,2,1,5,5,8,9,10,12,13,7,13,11,17,18,14,24,24,27,28,25,18,17,10,9,4,4,7,3,0,0,1,1,0,0,2,7,0,7,3,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 20:00:00,0,0,0,0,0,0,2,3,0,4,0,7,6,10,10,12,13,8,9,12,20,22,38,25,29,31,29,26,18,20,16,12,9,8,3,0,0,0,3,3,2,6,9,12,12,14,10,11,10,11,11,0,10,11,3,10,12,8,8,8,7,12,4,7,7,6,7,6,5,0,2,5,3,0,0,0
2022-03-27 21:00:00,0,1,0,1,0,0,1,0,0,2,2,5,10,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,11,10,7,5,5,6,9,5,13,12,9,9,7,11,12,12,14,8,13,12,11,9,10,10,6,8,7,6,3,2,1,0,0
2022-03-27 22:00:00,0,1,1,1,2,3,2,3,4,5,7,8,8,9,8,11,12,12,14,16,18,19,21,21,15,21,16,14,11,9,7,6,3,1,1,0,0,0,2,0,0,3,8,9,7,6,7,0,4,7,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-03-27 23:00:00,0,0,0,0,1,2,2,0,3,4,6,10,13,13,10,13,0,11,10,10,19,20,21,22,21,21,17,13,13,18,14,13,12,7,2,0,2,0,3,3,2,6,10,11,9,10,10,7,6,11,11,12,11,10,9,9,7,4,4,7,3,7,5,6,3,3,2,1,1,0,0,1,0,0,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,1,2,0,3,2,5,6,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,2,2,5,12,8,9,12,15,17,16,14,16,14,17,22,18,17,15,9,7,7,3,5,6,0,6,4,5,7,12,0,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 07:00:00,0,0,0,0,0,0,0,0,0,12,15,14,16,19,21,23,20,12,14,15,18,6,22,21,6,21,21,22,22,27,24,15,21,18,17,15,4,2,3,0,4,8,13,28,35,44,36,42,42,54,50,47,47,46,43,36,39,37,11,9,0,14,7,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 08:00:00,1,6,7,10,9,6,12,12,12,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,4,1,6,0,7,16,18,30,44,51,43,50,51,52,54,53,50,44,40,34,34,35,24,22,21,24,15,15,11,12,9,6,4,5,2,5,4,1,1,0
2022-03-28 09:00:00,3,7,10,11,16,15,19,19,20,21,19,20,19,21,25,25,20,15,13,15,21,20,26,23,9,22,13,13,12,12,13,11,8,9,14,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,16,24,13,8,4,4,5,2,2,3,2,1,1,0,0,0
2022-03-28 10:00:00,0,0,0,0,7,9,10,12,13,10,12,18,15,16,20,15,15,14,14,15,18,14,20,23,22,21,18,16,15,13,13,12,10,7,9,8,6,5,2,3,0,4,6,7,11,14,15,9,17,12,12,10,11,10,11,11,8,9,7,6,3,9,7,6,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 11:00:00,2,6,2,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,5,8,10,10,11,13,12,14,19,19,14,15,15,15,12,12,13,11,10,9,15,10,11,9,8,8,6,4,5,2,3,2,1,0,0
2022-03-28 12:00:00,1,2,1,3,8,9,10,11,7,10,13,16,17,27,29,27,26,20,20,24,10,23,24,9,9,9,8,9,8,7,6,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,5,1,7,5,4,0,3,2,1,0,0,0
2022-03-28 13:00:00,0,1,4,5,10,11,12,12,11,12,11,12,12,18,18,15,16,10,9,8,8,7,15,20,9,19,16,17,13,16,18,15,10,8,16,11,3,10,3,1,4,5,7,8,9,10,12,8,11,16,16,12,16,12,10,10,5,8,7,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,11,10,7,6,4,5,5,4,6,1,3,0,0,1,3,4,2,6,17,19,18,17,16,16,19,20,19,7,17,16,20,17,13,15,13,10,7,16,18,9,10,9,8,4,4,6,3,4,1,1,0,0
2022-03-28 15:00:00,0,1,2,4,5,5,6,8,8,9,8,11,18,23,16,17,16,14,10,10,11,14,16,18,0,13,11,10,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,10,11,10,11,10,14,21,21,21,21,18,10,6,5,7,4,2,1,1,0
2022-03-28 16:00:00,0,0,1,1,7,6,7,6,7,7,9,14,22,46,31,37,35,28,25,30,32,31,37,40,28,36,25,23,19,24,16,12,10,5,5,4,0,1,20,23,43,45,43,43,41,37,30,26,22,24,18,22,21,8,6,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,14,13,12,12,10,11,8,6,2,2,1,0,19,26,26,20,24,24,24,24,27,26,25,29,31,29,29,28,26,24,24,19,18,21,20,24,35,32,31,30,32,23,22,20,18,14,12,10,6,0
2022-03-28 18:00:00,1,3,1,6,7,8,4,3,5,6,4,11,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,23,28,23,28,27,28,31,29,33,34,35,29,25,26,20,18,17,16,13,0
2022-03-28 19:00:00,0,0,1,1,2,6,7,5,5,5,8,13,16,29,26,24,25,22,23,22,25,26,27,28,30,26,25,21,20,26,18,16,12,9,4,1,0,0,15,19,20,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 20:00:00,0,0,0,0,0,2,0,3,3,0,5,10,9,11,7,10,16,12,11,17,19,21,28,29,32,32,29,26,22,20,16,15,11,5,3,1,0,0,13,20,17,11,16,15,20,20,15,15,14,15,14,11,12,11,13,10,10,9,8,9,8,9,9,8,8,10,8,7,4,1,0,0,0,0,0,0
2022-03-28 21:00:00,1,0,0,0,1,2,1,3,3,7,8,11,13,16,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,2,5,1,11,8,0,13,16,13,15,16,17,13,12,23,22,23,22,18,17,14,18,16,15,16,15,16,16,16,13,12,11,12,8,6,6,8,5,0,1,0
2022-03-28 22:00:00,0,0,0,2,2,1,1,5,2,5,7,12,16,22,15,17,19,17,11,18,18,15,19,19,18,19,18,15,15,18,9,7,9,5,2,0,0,0,3,4,0,7,9,10,0,11,10,10,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,11,10,9,7,4,0,3,2,0
2022-03-28 23:00:00,0,0,0,0,0,1,1,0,0,2,3,7,9,12,10,12,12,10,13,12,13,15,17,18,19,23,20,17,15,15,12,8,4,3,3,2,0,0,4,6,2,10,11,11,10,12,16,15,14,13,10,15,14,15,16,14,15,10,9,6,8,9,8,8,9,7,6,6,5,4,3,2,1,0,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
