Unnamed: 0,1_은평공영차고지,2_덕은교.은평차고지앞,3_수색교,4_수색역앞,5_디지털미디어시티역,6_북가좌동삼거리,7_DMC래미안e.편한세상요진아파트,8_모래내시장.가좌역,9_사천교,10_연희104고지앞.구성산회관,11_서대문우체국,12_연세대앞,13_세브란스병원앞,14_이대후문,15_영천시장,16_서대문역,17_경찰청.동북아역사재단,18_서울역버스환승센터,19_갈월동,20_숙대입구역,21_삼각지역,22_KT용산지사,23_신용산역,24_한강대교북단.LG유플러스,25_노들섬,26_상도터널노량진동,27_상도터널상도동,28_상도시장,29_상도동중앙하이츠빌.상도전통시장,30_숭실대입구역,31_봉현초등학교,32_성현동동아아파트,33_봉원중학교.행운동우성아파트,34_봉천사거리.위버폴리스,35_관악구청,36_관악경찰서.관악소방서,37_서울여상.서울문영여중고앞,38_서울대학교치과병원.동물병원,39_서울대학교,40_서울대학교치과병원.동물병원,41_서울여상.서울문영여중고앞,42_관악구청,43_봉천사거리.봉천중앙시장,44_봉원중학교.행운동우성아파트,45_관악푸르지오아파트,46_봉천고개.관악현대아파트,47_숭실대입구역,48_상도동중앙하이츠빌.상도전통시장,49_상도시장,50_상도터널상도동,51_상도터널노량진동,52_노들섬,53_한강대교북단.LG유플러스,54_신용산역,55_KT용산지사,56_삼각지역,57_숙대입구역,58_갈월동,59_경찰청.동북아역사재단,60_서대문.서울시교육청,61_독립문(가상),62_독립문공원.극동아파트,63_이대후문,64_세브란스병원앞,65_연세대앞,66_서대문우체국,67_연희104고지앞.구성산회관,68_사천교,69_모래내시장.가좌역,70_DMC래미안e.편한세상요진아파트,71_북가좌동삼거리,72_디지털미디어시티역,73_수색역앞,74_수색교,75_덕은교.은평차고지앞,76_은평공영차고지(가상)
2022-03-14 17:00:00,1,1,3,3,6,7,7,15,14,14,16,25,29,54,41,41,37,35,27,25,31,29,34,34,33,28,25,26,21,22,19,16,9,7,4,3,0,1,9,12,0,7,8,10,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,16,20,21,17,13,10,8,6,4,3,1,0
2022-03-14 18:00:00,4,5,6,6,7,6,4,7,9,10,12,24,33,51,32,42,52,35,38,35,43,38,47,54,40,57,44,41,31,39,28,21,20,14,6,3,2,2,29,36,35,22,25,25,24,19,18,15,19,23,22,21,24,20,19,19,19,22,25,14,12,14,15,15,10,8,0,6,4,0,0,0,0,0,0,0
2022-03-14 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,45,48,48,0,46,35,40,32,33,21,19,13,10,5,1,0,0,23,28,28,18,22,23,21,18,19,18,17,17,16,15,17,17,19,17,21,25,21,22,17,24,18,15,19,19,23,17,16,14,9,20,14,13,12,0
2022-03-14 20:00:00,1,1,0,2,6,7,6,7,0,3,8,10,7,12,11,14,15,12,8,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,18,16,5,13,12,9,14,11,11,11,11,8,7,5,4,2,2,0
2022-03-14 21:00:00,0,0,1,0,1,4,3,5,5,6,6,11,7,12,11,13,15,13,11,10,11,9,18,20,21,19,16,15,14,16,13,13,11,5,4,1,0,0,7,5,4,9,6,10,6,9,12,10,0,13,11,5,10,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,16,0,14,12,12,9,13,11,9,8,3,2,3,0,1,6,7,4,6,10,10,9,7,11,5,12,21,19,10,20,19,19,18,15,13,12,9,7,8,7,6,8,7,8,4,5,4,2,2,2,1,0,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5,4,4,8,9,8,6,5,3,4,2,1,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,2,2,3,4,7,15,19,20,24,25,24,20,19,19,16,14,9,7,6,6,7,6,5,5,0,3,0,4,5,4,6,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,1,4,3,3,3,4,4,7,10,10,8,10,9,8,12,10,7,7,6,8,6,2,4,0,0,5,5,5,5,6,8,9,9,8,7,1,0,2,3,2,0,4,8,9,10,12,15,16,17,18,15,14,15,7,11,10,16,16,15,19,0,24,0,22,23,24,23,27,26,0,24,0,0,0,0,0
2022-03-15 06:00:00,0,0,3,0,0,0,0,0,0,0,0,0,9,10,10,10,9,6,5,2,4,3,0,0,0,3,3,2,5,3,5,2,1,4,3,1,1,0,1,1,2,6,9,12,14,18,20,25,28,29,26,22,21,20,18,16,18,14,10,8,0,9,4,5,5,5,7,4,0,8,22,15,5,6,5,0
2022-03-15 07:00:00,19,22,24,24,28,31,37,44,43,43,45,43,37,39,44,33,34,29,18,16,11,10,11,7,0,11,9,0,8,13,16,22,17,8,0,0,0,0,0,0,0,0,0,0,0,13,16,19,21,25,25,26,25,24,25,22,17,19,21,15,13,17,7,6,5,4,3,3,3,3,2,4,3,0,2,0
2022-03-15 08:00:00,11,12,16,18,21,25,30,39,46,45,46,44,39,39,49,35,29,28,27,24,26,26,28,24,23,23,18,19,18,17,20,24,25,17,30,20,15,7,7,4,2,10,14,18,28,35,31,38,37,42,43,27,24,20,21,22,21,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 09:00:00,0,0,0,0,0,0,0,0,0,0,0,26,25,24,26,27,23,19,18,11,15,13,14,16,9,17,11,14,17,15,20,19,17,12,12,11,12,8,2,3,4,13,17,24,30,33,24,30,31,35,36,35,37,34,33,34,36,35,26,29,12,32,16,12,7,4,5,3,2,1,0,1,0,2,0,0
2022-03-15 10:00:00,1,3,5,6,6,8,8,10,5,11,10,6,11,13,12,10,9,10,0,0,10,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,0,13,9,11,12,17,19,20,20,21,11,18,19,23,21,14,19,19,11,12,8,7,7,5,4,3,4,2,1,0,0,0
2022-03-15 11:00:00,1,2,3,2,4,2,5,8,10,13,13,13,15,20,22,26,23,22,21,24,35,33,35,37,16,33,23,19,18,14,11,13,13,14,3,2,2,1,2,2,1,6,14,16,20,20,10,6,6,8,0,6,7,5,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 12:00:00,0,0,0,0,0,1,2,5,0,3,0,6,12,20,15,14,14,13,12,11,16,17,18,21,8,20,15,13,10,11,10,9,7,15,13,8,12,9,4,2,1,4,10,13,14,13,19,20,20,27,26,21,24,21,20,19,19,20,19,19,18,19,17,12,9,9,7,5,2,0,0,2,0,0,0,0
2022-03-15 13:00:00,4,1,3,5,7,7,7,9,11,13,13,11,9,14,14,10,13,10,0,8,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5,10,11,12,15,22,26,30,31,31,28,23,24,20,24,25,21,21,20,18,13,9,9,4,9,4,7,5,3,3,4,3,1,0
2022-03-15 14:00:00,1,2,3,3,4,4,3,4,5,7,9,11,12,22,17,17,17,14,13,14,17,15,19,18,21,15,13,17,13,14,14,13,12,8,6,3,5,1,6,7,2,8,15,15,16,19,18,17,13,21,14,19,18,18,17,16,16,0,0,0,0,2,1,0,1,5,4,3,2,4,2,2,3,2,1,0
2022-03-15 15:00:00,0,0,0,0,0,0,0,0,1,0,0,11,12,24,12,19,22,15,12,26,23,20,22,21,20,19,17,15,13,15,11,10,8,7,3,2,2,2,11,12,14,17,22,23,25,21,18,17,17,21,19,20,17,17,15,13,17,19,17,16,12,17,24,22,14,13,12,7,10,6,6,2,1,0,0,0
2022-03-15 16:00:00,2,3,7,8,9,10,8,7,9,11,11,19,25,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,8,8,10,11,17,9,18,19,21,19,18,20,18,18,28,28,19,17,15,18,26,31,37,37,29,22,19,18,13,8,6,4,2,0
2022-03-15 17:00:00,1,3,5,8,7,9,10,13,15,13,14,19,26,49,45,49,49,32,28,24,30,29,40,41,34,38,35,34,30,29,25,24,17,10,5,3,0,2,12,23,19,12,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,8,18,18,14,5,12,3,7,5,5,4,0
2022-03-15 18:00:00,1,3,4,7,9,5,12,11,12,14,19,32,43,57,51,60,57,46,44,39,45,36,46,46,48,45,41,36,29,27,21,18,16,12,8,6,5,3,20,47,46,31,37,37,36,34,24,24,25,27,23,23,34,28,24,23,19,24,23,24,23,25,26,27,21,25,18,15,13,0,9,19,0,0,0,0
2022-03-15 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,38,38,37,26,8,32,27,29,21,17,12,8,4,0,0,0,14,19,19,15,19,18,14,12,13,15,16,20,18,18,21,17,21,20,23,22,19,19,16,19,17,18,17,18,17,12,10,10,9,14,16,15,14,0
2022-03-15 20:00:00,1,0,1,1,4,3,3,4,5,6,7,7,8,11,10,12,13,9,8,7,6,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,12,8,13,15,16,15,8,11,13,16,13,17,13,11,8,9,7,5,3,2,4,0
2022-03-15 21:00:00,0,0,1,1,3,1,2,3,4,4,8,9,10,14,14,14,16,23,21,28,34,35,43,44,44,33,28,23,22,23,14,9,5,4,3,0,0,0,8,14,0,7,7,8,7,8,8,9,10,13,8,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,18,20,18,17,15,12,17,11,6,3,2,3,1,0,0,6,8,0,9,16,17,12,13,20,18,12,15,12,10,10,15,16,18,18,17,16,12,10,10,9,9,15,14,12,11,10,8,4,5,3,4,3,0
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,8,7,5,5,7,9,8,8,7,6,4,3,4,4,3,2,1,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,1,3,3,4,6,15,19,20,23,23,12,21,20,20,26,16,7,7,5,0,6,7,5,6,5,3,4,5,3,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,1,8,7,2,6,9,10,14,14,12,11,12,7,8,12,10,9,12,13,12,10,7,6,6,5,7,8,7,7,6,9,11,8,6,4,2,1,0,2,0,0,3,8,4,8,10,9,0,11,17,18,7,18,18,17,15,19,19,20,25,4,29,28,5,30,0,32,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,0,2,3,6,0,0,0,0,0,0,0,0,0,10,11,8,7,4,7,6,3,0,2,0,0,2,1,3,4,3,14,3,12,7,3,1,1,2,2,0,1,4,5,6,7,16,21,23,14,18,17,12,17,15,14,17,20,15,10,11,10,15,10,4,3,7,8,37,35,34,27,17,5,1,3,0
2022-03-16 07:00:00,11,15,16,18,22,27,30,45,37,47,46,51,50,36,51,47,46,24,19,18,22,21,19,16,0,15,11,14,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,22,28,32,39,37,35,36,36,33,30,26,27,18,16,13,21,9,7,6,3,5,4,2,6,3,3,2,0,2,0
2022-03-16 08:00:00,5,12,16,21,19,19,23,32,36,36,44,42,49,44,44,39,29,25,24,24,34,28,37,34,31,37,30,27,28,29,28,27,28,27,24,24,23,8,3,3,3,9,14,17,25,29,32,35,40,34,31,0,27,24,13,12,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,22,21,28,29,22,21,18,19,21,20,25,25,13,23,19,17,17,18,19,18,14,12,9,9,13,7,2,2,1,6,8,18,22,27,23,31,32,42,42,38,38,36,31,27,22,24,19,17,15,25,15,11,7,5,5,2,3,3,0,2,1,0,0,0
2022-03-16 10:00:00,2,1,2,6,9,8,9,10,11,12,12,13,14,23,14,12,10,10,10,7,4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,13,16,21,21,25,23,22,19,21,18,17,16,17,17,13,12,13,10,7,5,3,2,3,3,2,1,2,0,0,1,0
2022-03-16 11:00:00,1,1,2,2,4,5,6,11,12,15,14,18,22,23,22,22,24,18,13,17,18,16,19,18,18,17,11,13,10,11,9,7,6,5,3,2,2,2,2,3,0,3,10,14,14,15,11,10,12,14,16,14,13,8,8,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-03-16 12:00:00,0,0,0,0,1,0,2,6,9,4,4,10,13,18,14,13,12,13,12,12,16,18,17,18,9,14,10,11,10,7,7,6,4,5,7,3,2,4,5,4,4,6,9,13,14,18,19,20,19,24,25,18,20,18,17,17,15,16,14,13,13,12,13,9,7,4,6,4,7,5,4,1,1,0,0,0
2022-03-16 13:00:00,0,0,1,2,9,12,14,13,11,10,6,8,12,14,13,10,0,7,9,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4,7,9,12,14,14,12,13,14,17,18,17,16,14,15,16,18,21,15,15,14,22,15,10,11,10,9,7,4,5,4,2,1,1,0,0
2022-03-16 14:00:00,0,2,1,1,4,5,5,6,7,9,10,16,16,34,19,18,19,19,17,19,25,15,28,29,20,26,19,17,15,12,10,10,11,5,5,0,3,2,4,5,4,6,8,12,14,11,9,8,12,12,11,0,10,9,0,0,0,0,0,0,0,8,15,12,7,6,6,5,4,3,2,2,1,0,0,0
2022-03-16 15:00:00,0,0,0,0,0,0,1,0,0,3,5,10,22,34,30,28,28,18,14,16,15,13,15,20,22,23,18,17,14,16,14,14,13,9,4,2,3,3,11,16,17,16,16,14,15,19,20,20,22,27,25,24,22,20,10,18,16,16,19,19,17,20,39,22,22,21,18,11,11,9,8,2,1,0,0,0
2022-03-16 16:00:00,3,1,3,8,11,13,14,6,5,7,8,12,14,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,0,8,9,12,15,14,15,16,15,18,25,24,23,23,20,21,17,29,29,23,19,16,18,21,40,39,32,28,18,16,15,11,7,3,2,4,0
2022-03-16 17:00:00,2,3,6,5,10,10,7,15,17,17,21,27,35,60,51,44,46,32,28,25,32,27,38,43,42,34,34,29,28,26,23,15,12,10,4,3,2,0,13,14,14,5,15,18,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,25,25,26,23,18,15,13,4,3,0,0,0
2022-03-16 18:00:00,1,2,0,5,4,6,7,10,8,13,18,34,39,50,40,60,56,38,37,37,41,41,45,47,49,50,46,36,31,37,29,23,15,13,7,5,3,1,23,33,34,24,29,33,30,28,19,19,21,33,30,13,28,26,25,21,18,21,18,20,18,17,11,12,18,12,13,10,10,5,8,12,0,0,0,0
2022-03-16 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,24,25,36,24,37,36,46,33,22,16,14,9,6,5,4,6,13,12,13,20,21,19,16,18,18,9,19,20,17,14,22,20,17,20,22,20,20,19,23,22,22,23,24,22,20,17,16,14,16,11,9,8,0
2022-03-16 20:00:00,1,0,2,2,5,3,4,3,5,6,9,11,14,20,18,17,19,18,6,16,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,12,10,17,19,14,12,10,11,10,13,17,15,15,16,15,12,10,8,6,5,4,0
2022-03-16 21:00:00,0,1,2,4,5,7,2,6,5,9,10,11,10,14,12,17,18,18,20,20,28,23,33,27,27,31,30,26,26,22,15,10,8,6,3,0,0,0,7,7,1,10,6,7,8,7,7,8,7,6,0,0,5,2,4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,19,20,18,18,15,14,14,8,7,6,4,3,2,0,1,5,6,4,8,14,17,18,17,15,14,14,19,18,9,17,19,20,17,18,20,13,12,11,10,9,11,11,8,6,4,2,2,2,2,0,1,0,0
2022-03-16 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,8,7,10,4,11,0,5,10,9,8,7,8,7,5,4,1,2,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,5,7,6,7,10,20,24,26,26,28,15,28,25,25,19,15,10,7,3,2,4,0,5,5,0,3,0,4,6,5,7,8,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,1,6,2,3,4,6,3,15,15,16,15,14,11,8,14,15,12,8,9,9,10,4,3,0,0,5,6,7,8,7,9,11,8,4,4,0,2,0,2,2,0,5,6,8,12,11,9,10,14,14,14,13,16,7,14,3,21,19,17,22,0,25,24,23,23,24,27,33,31,28,21,16,0,0,0,0
2022-03-17 06:00:00,1,2,4,3,0,0,0,0,0,0,0,0,0,8,9,8,7,7,6,5,6,5,9,0,8,7,8,2,7,5,4,5,3,2,0,0,0,0,1,1,2,4,4,9,10,15,13,15,16,20,21,16,18,17,9,17,17,18,12,9,4,9,5,3,9,3,10,14,13,12,11,15,4,3,2,0
2022-03-17 07:00:00,7,14,15,20,23,23,31,41,51,48,47,49,47,40,36,33,30,28,19,18,28,26,11,12,10,13,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,17,21,22,0,21,16,15,15,17,14,15,15,11,21,12,7,6,4,3,4,3,4,3,4,1,3,0,0
2022-03-17 08:00:00,6,11,20,20,29,29,35,35,38,44,49,48,46,44,48,43,30,27,24,26,25,22,29,23,22,25,22,24,26,38,34,32,36,27,20,18,17,9,5,0,2,11,12,15,19,25,21,25,27,28,29,0,20,20,20,17,13,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,13,11,12,8,8,14,14,13,17,12,15,14,12,11,13,15,13,11,9,14,13,9,3,3,0,4,6,8,12,19,24,20,26,29,34,37,36,30,26,25,23,23,25,15,16,10,21,15,16,11,9,7,4,1,4,0,1,0,0,0,0
2022-03-17 10:00:00,0,1,3,2,7,10,6,11,11,8,9,11,10,11,15,16,13,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,7,8,13,16,5,17,18,19,6,19,16,4,11,14,23,16,15,14,24,23,13,12,11,7,6,5,5,3,3,2,0,0,0
2022-03-17 11:00:00,0,1,2,3,4,6,6,7,8,9,10,9,14,18,17,14,16,10,9,15,13,11,15,13,16,16,13,15,14,17,15,9,7,5,4,0,0,2,1,1,2,0,5,7,8,6,8,10,0,12,0,0,0,0,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 12:00:00,0,0,0,0,0,0,7,6,8,9,8,8,9,12,16,20,17,16,13,14,18,18,18,19,16,20,15,14,14,14,13,10,11,11,10,8,0,3,4,6,4,6,10,10,14,15,14,13,13,17,17,16,15,13,12,10,12,14,15,13,7,16,17,13,9,8,7,5,4,3,2,1,1,0,0,0
2022-03-17 13:00:00,1,1,0,2,6,7,7,9,8,10,12,11,14,19,14,16,11,13,12,16,19,20,24,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,4,0,10,12,17,9,16,12,13,14,17,8,18,18,15,14,15,17,17,13,15,11,23,18,14,12,10,8,7,6,0,4,4,2,1,1,0
2022-03-17 14:00:00,1,1,1,3,7,1,6,8,7,10,13,15,18,26,19,22,23,19,21,22,24,23,32,30,31,30,22,21,19,14,11,9,8,7,5,3,4,3,5,6,4,9,10,13,12,10,10,11,10,12,14,0,13,12,5,0,0,0,0,0,0,0,4,1,4,0,4,2,1,0,2,1,0,0,0,0
2022-03-17 15:00:00,0,0,0,0,0,0,3,0,4,0,5,10,13,30,28,25,26,16,13,12,14,11,14,18,19,19,22,20,18,15,12,12,10,8,3,1,0,1,7,13,14,18,16,17,19,21,25,25,24,25,24,23,20,20,16,13,15,15,15,14,13,13,17,18,14,15,14,9,8,8,7,4,2,0,0,0
2022-03-17 16:00:00,1,0,3,7,12,13,14,10,0,13,16,16,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,11,16,15,17,18,26,18,26,27,26,19,27,22,21,20,24,25,23,21,20,21,17,25,31,33,32,19,11,10,8,8,5,4,0,0
2022-03-17 17:00:00,1,3,4,7,10,11,9,10,10,10,13,23,36,59,48,46,36,29,25,22,30,23,34,36,37,38,33,30,29,32,24,20,15,8,2,1,0,0,10,4,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,9,8,8,7,5,1,0
2022-03-17 18:00:00,2,3,4,2,3,2,6,8,9,13,16,25,43,57,62,61,68,57,57,51,51,48,55,57,59,60,56,49,45,43,35,28,18,12,6,4,1,2,16,29,30,22,35,36,43,37,24,29,31,47,47,39,42,35,36,25,24,26,23,23,22,16,21,20,17,16,15,11,8,0,0,0,0,0,0,0
2022-03-17 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,32,32,41,32,40,35,32,35,27,19,14,13,4,2,1,0,14,15,12,11,19,18,17,19,19,20,14,25,25,23,18,18,17,17,22,24,23,22,21,22,22,23,25,21,18,15,12,11,10,17,16,15,12,0
2022-03-17 20:00:00,1,0,3,1,3,3,1,3,5,4,2,7,9,9,12,10,14,10,5,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,11,11,9,7,7,6,7,7,8,8,8,8,7,7,6,8,6,4,3,0
2022-03-17 21:00:00,0,1,2,0,2,1,1,3,2,5,5,9,8,13,14,14,21,16,16,16,21,22,27,28,29,29,27,24,21,20,11,9,5,4,3,1,0,0,6,6,0,5,9,10,0,9,8,6,6,9,7,9,6,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,19,21,0,18,16,13,14,12,15,10,7,6,2,0,0,0,6,6,0,6,14,16,14,12,9,8,9,11,11,9,12,12,13,8,12,12,9,11,4,10,7,11,11,9,8,7,6,4,3,4,3,2,1,0
2022-03-17 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,13,11,14,12,7,6,0,2,1,5,6,3,2,2,3,0,0,2,1,0,0,0
