Unnamed: 0,1_강동공영차고지(기점가상),2_강동공영차고지,3_고덕리엔파크1단지,4_해뜨는주유소,5_고덕천교차로,6_고덕자이.고덕천물놀이장,7_고덕자이,8_삼성엔지니어링,9_고덕리엔파크3단지서문,10_고덕자이.상일여고,11_상일1동주민센터.고덕사회체육센터,12_고덕센트럴.고덕숲아이파크,13_고현초등학교,14_상일파출소.고덕아르테온,15_상일동역1번출구,16_고덕그라시움,17_고덕평생학습관.온조대왕체육관,18_강동아트센터.강동경희대병원,19_명일동현대아파트,20_고덕삼환.주공9단지아파트,21_명일여자고등학교,22_명일1동주민센터,23_명일역1번출구.명일전통시장,24_굽은다리사거리,25_굽은다리역구민회관.강동홈플러스,26_십자성마을,27_강동주유소,28_천동초교삼거리,29_동아하이빌,30_천일초교사거리,31_천일중.구강사,32_서울현대요양병원,33_천호역현대백화점.노동권익센터,34_천호역.풍납시장,35_풍납1치안센터입구,36_강동구청,37_강동보건소,38_한양수자인아파트,39_JYP엔터테인먼트.윤선생영어교실,40_현대토파즈아파트,41_채선당앞,42_강동구청역농협중앙회,43_강동구청역1번출구.영파여고,44_천호역,45_천호역현대백화점.노동권익센터,46_서울현대요양병원,47_천일중.구강사,48_천일초교사거리,49_동아하이빌,50_천동초교삼거리,51_십자성마을,52_굽은다리역구민회관.강동홈플러스,53_굽은다리사거리,54_명일역4번출구.명일전통시장,55_명일1동주민센터,56_명일여자고등학교,57_고덕삼환.주공9단지아파트,58_한영중고한영외고,59_강동아트센터.강동경희대병원후문,60_강동경희대병원.명일동이마트,61_고덕그라시움,62_상일동역8번출구,63_고현초등학교,64_고덕숲.고덕센트럴아이파크,65_상일1동주민센터.롯데캐슬베네루체,66_고덕자이.상일여고,67_고덕리엔파크3단지서문,68_삼성엔지니어링,69_강동첨단업무단지.상일여고입구,70_고덕리엔파크3단지,71_강명초등학교,72_고덕천교차로,73_해뜨는주유소,74_고덕리엔파크1단지,75_강동공영차고지
2022-03-05 04:00:00,0,1,0,0,0,0,0,2,1,3,0,0,0,0,5,0,0,0,0,4,3,0,2,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,1,0,0,0,2,0,1,5,3,6,0,4,6,6,9,0,9,10,8,3,2,2,3,5,4,6,9,11,13,14,11,8,5,0,4,5,2,3,0,0,0,0,2,6,7,9,10,12,0,11,11,9,8,8,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,0,0,0,0,0,0,2,2,4,2,0,1,3,2,3,0,3,0,5,3,2,6,1,2,7,8,6,9,11,8,6,7,2,5,3,0,2,1,0,0,3,3,2,2,2,3,2,5,4,5,5,5,1,7,0,4,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
2022-03-05 07:00:00,0,0,0,0,0,1,0,1,3,4,5,6,4,3,4,3,3,2,1,2,3,4,5,7,3,8,8,9,8,7,9,11,7,5,0,4,5,6,6,7,0,6,5,0,5,4,4,2,5,4,5,3,4,4,5,6,6,5,3,4,3,3,6,5,1,4,0,0,0,1,0,0,0,0,0
2022-03-05 08:00:00,0,1,0,0,0,2,0,3,5,8,10,5,10,5,9,11,9,9,9,0,8,0,7,7,8,5,9,11,17,20,21,16,12,8,11,8,5,3,4,5,2,4,3,3,4,5,6,6,5,7,6,4,4,5,9,11,10,9,8,10,8,11,10,7,3,6,1,0,2,0,0,0,0,0,0
2022-03-05 09:00:00,0,1,2,0,3,0,2,2,5,8,10,17,19,20,21,4,13,10,13,15,3,13,12,7,8,7,8,12,14,15,17,15,12,14,12,10,9,9,9,10,6,5,10,8,8,0,6,8,10,12,12,11,11,10,5,11,5,10,5,3,0,4,0,1,3,2,0,0,0,0,0,0,0,0,0
2022-03-05 10:00:00,0,2,1,0,0,3,4,3,9,10,13,15,11,14,13,12,8,8,7,4,0,8,10,11,13,11,15,16,14,16,18,16,9,12,11,8,6,5,9,9,0,9,10,9,6,5,5,5,6,5,5,6,5,5,5,6,7,8,3,5,3,4,4,3,1,1,1,0,1,1,0,0,0,0,0
2022-03-05 11:00:00,0,0,1,2,1,3,1,4,9,13,15,12,18,10,20,21,17,13,11,12,11,10,11,10,10,12,13,17,17,19,21,17,11,13,10,8,3,3,4,7,0,2,0,5,7,4,8,9,11,11,9,10,8,7,5,4,4,4,4,6,7,9,5,1,8,7,4,0,2,3,1,0,0,0,0
2022-03-05 12:00:00,0,2,0,1,0,2,0,4,6,11,14,20,21,21,18,14,16,7,8,9,8,11,10,9,13,12,4,14,15,13,12,14,11,11,10,7,7,7,12,13,8,13,14,12,16,18,15,13,16,16,20,22,21,18,17,17,17,13,8,11,12,16,15,10,7,4,2,1,0,0,0,0,0,0,0
2022-03-05 13:00:00,0,2,0,0,0,3,0,1,7,14,17,18,19,18,16,15,15,6,6,6,7,11,11,12,11,17,19,23,22,19,14,13,9,6,8,8,7,7,10,12,15,7,16,12,10,11,11,10,9,11,9,8,18,16,18,17,12,10,10,14,11,16,9,11,8,4,2,0,1,0,0,0,0,0,0
2022-03-05 14:00:00,0,1,0,0,0,2,0,0,7,9,12,16,17,13,13,14,13,11,10,11,11,10,11,10,11,11,12,12,13,14,11,13,10,10,11,9,9,6,6,6,9,8,8,7,13,14,13,10,13,11,10,9,9,6,9,8,7,10,9,15,14,11,13,12,8,5,2,1,2,2,1,0,1,0,0
2022-03-05 15:00:00,0,0,0,1,0,0,0,3,6,12,14,6,16,15,17,8,14,13,15,16,16,15,14,15,15,10,11,11,15,16,17,14,10,11,11,10,12,9,8,10,0,11,8,9,15,15,12,9,8,7,10,12,13,12,15,15,2,12,13,23,24,29,29,9,21,18,4,1,0,0,0,3,0,0,0
2022-03-05 16:00:00,0,1,0,0,3,0,1,3,6,9,12,8,10,11,11,12,10,8,10,13,16,14,15,15,17,15,19,23,12,20,20,15,4,7,5,6,5,5,11,11,0,11,13,14,18,22,18,17,16,13,10,12,10,9,9,8,7,6,14,17,18,16,15,14,11,6,2,1,0,1,0,0,0,0,0
2022-03-05 17:00:00,0,0,0,0,1,0,2,2,4,6,12,12,13,14,12,11,8,8,8,0,3,6,6,9,10,6,11,9,7,7,7,10,5,9,8,8,6,7,8,7,6,8,11,8,17,20,18,18,15,11,7,6,8,4,9,8,9,10,10,23,21,22,20,18,11,9,7,6,3,1,1,0,0,0,0
2022-03-05 18:00:00,0,0,0,0,1,2,0,3,4,6,9,10,11,9,8,0,7,7,10,13,16,15,13,11,10,10,5,9,11,10,8,7,8,9,6,8,5,4,8,11,0,11,5,9,17,16,17,14,10,10,12,11,10,12,11,12,9,9,13,16,11,17,14,14,10,6,3,0,0,0,0,0,0,0,0
2022-03-05 19:00:00,2,0,0,0,0,0,0,1,2,3,5,4,0,1,6,5,8,9,7,8,8,9,8,7,7,9,7,8,7,6,11,10,6,8,0,6,4,3,6,6,0,2,4,5,11,12,10,12,10,7,7,9,10,8,10,8,9,9,8,10,4,9,8,7,6,4,1,0,4,0,0,3,2,0,0
2022-03-05 20:00:00,0,0,0,0,0,0,0,1,3,1,0,3,4,3,5,0,3,4,4,0,4,0,3,3,3,2,3,4,0,2,2,3,1,5,4,1,3,4,5,6,0,3,6,4,13,12,10,11,8,7,7,9,7,10,11,0,0,6,5,13,4,9,12,12,9,8,4,1,1,0,0,0,0,0,0
2022-03-05 21:00:00,0,1,0,0,1,0,0,0,2,4,0,1,0,0,1,0,1,5,1,4,3,0,6,6,2,0,7,5,3,3,5,6,1,5,0,2,3,0,7,5,1,6,7,8,15,14,9,9,6,6,7,7,6,7,9,7,8,7,10,15,16,14,10,12,9,5,2,0,0,0,0,0,0,0,0
2022-03-05 22:00:00,0,1,0,0,0,0,0,3,2,4,5,6,2,0,5,0,4,7,7,6,2,5,4,4,6,7,8,4,6,5,5,7,5,6,0,4,5,5,7,8,7,8,10,8,22,23,19,16,12,10,10,10,9,7,10,8,4,7,8,14,13,11,10,8,8,5,0,0,1,0,0,0,1,0,0
2022-03-05 23:00:00,0,0,0,1,2,0,1,0,0,3,0,0,0,2,6,0,0,5,5,6,4,5,7,4,5,4,5,3,1,5,4,3,3,6,0,2,4,3,2,1,2,1,5,6,16,2,13,10,5,3,9,11,8,6,8,6,6,5,4,7,9,5,0,3,8,7,2,0,0,0,0,1,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,2,0,2,0,0,1,2,0,0,4,4,0,5,4,5,0,5,5,3,2,3,2,2,1,3,0,0,4,5,12,13,13,0,14,16,14,13,13,11,8,7,6,0,4,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,3,1,2,0,0,0,0,1,4,5,2,6,5,7,6,2,1,0,0,0,1,1,3,0,2,1,0,0,0,2,0,2,3,4,5,4,4,3,1,0,4,3,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0
2022-03-06 07:00:00,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,2,1,2,0,2,3,4,3,7,9,6,7,0,3,4,0,2,1,0,2,2,0,1,0,1,1,0,2,0,1,1,4,0,5,0,0,4,0,0,3,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0
2022-03-06 08:00:00,0,0,0,0,0,0,1,0,2,4,10,2,5,9,10,0,8,3,10,11,11,10,8,9,9,9,11,13,16,18,19,14,7,8,0,6,5,8,4,1,0,1,0,3,4,3,3,1,1,3,4,6,5,6,5,7,5,6,2,6,5,5,0,4,4,2,0,0,0,0,0,0,0,0,0
2022-03-06 09:00:00,0,1,0,0,2,0,1,3,6,9,13,15,3,4,3,0,9,5,8,9,2,6,5,5,5,7,9,16,11,20,19,15,10,10,0,10,8,4,8,6,0,7,8,9,7,7,8,5,4,0,2,3,2,0,2,3,4,3,1,2,0,3,0,3,2,1,1,0,0,0,0,0,0,0,0
2022-03-06 10:00:00,0,0,1,2,0,0,0,1,6,8,9,10,11,12,12,12,8,13,12,13,10,12,11,6,7,5,6,8,9,12,12,8,7,7,5,8,5,5,4,6,7,0,6,5,4,8,9,7,7,7,7,7,4,3,9,12,13,12,3,9,2,8,0,0,6,4,2,3,0,0,0,0,0,0,0
2022-03-06 11:00:00,0,0,1,2,0,1,1,0,6,9,13,14,13,12,12,10,9,6,3,8,5,4,7,3,9,11,9,9,10,8,15,19,15,17,4,14,10,9,5,5,0,3,6,5,6,4,7,2,5,2,1,4,6,5,7,8,10,8,5,4,0,5,4,0,0,1,1,0,0,0,0,0,2,0,0
2022-03-06 12:00:00,0,1,0,0,0,0,0,1,4,7,11,12,14,13,12,11,10,10,10,8,8,8,7,6,8,7,10,9,10,11,12,11,3,7,0,5,9,2,8,13,0,13,13,10,8,9,11,13,12,11,11,11,0,11,16,5,10,0,6,5,0,3,1,1,0,1,0,0,0,1,0,0,0,0,0
2022-03-06 13:00:00,0,0,0,0,0,3,0,4,7,13,15,19,20,20,13,18,14,9,10,10,7,8,6,3,9,12,11,14,17,16,16,15,8,12,10,12,10,11,13,13,7,14,12,10,10,6,7,5,6,6,6,9,8,7,10,24,8,18,19,19,16,16,15,14,11,7,3,1,0,2,1,0,0,0,0
2022-03-06 14:00:00,0,1,2,0,3,2,0,0,2,4,8,9,10,0,10,7,6,11,0,10,5,9,11,9,9,8,9,11,7,10,9,9,6,5,5,4,2,5,7,9,0,8,11,7,11,12,11,10,11,9,12,16,12,9,7,7,6,7,9,10,8,6,5,4,6,5,1,0,1,0,0,0,0,0,0
2022-03-06 15:00:00,1,1,0,0,2,2,0,5,8,9,8,0,7,7,6,10,7,8,8,9,7,8,7,9,11,10,11,8,12,12,8,11,11,9,0,6,5,8,8,9,8,8,9,9,12,10,9,10,12,6,12,12,10,10,11,10,11,11,10,10,12,12,10,9,6,3,1,0,2,1,0,2,1,0,0
2022-03-06 16:00:00,0,1,0,0,0,0,1,0,4,10,11,0,0,10,8,9,11,11,7,10,4,8,9,8,9,10,8,13,15,14,6,10,5,6,6,6,7,7,7,7,0,12,5,9,13,12,13,10,10,11,7,10,9,3,10,7,13,11,7,12,11,15,8,12,4,3,1,0,2,0,0,0,0,0,0
2022-03-06 17:00:00,0,1,2,0,1,0,3,6,7,9,9,10,11,3,12,11,8,9,9,8,9,8,10,10,9,10,8,9,5,6,7,6,5,5,0,6,6,7,7,9,0,12,10,9,19,21,16,15,14,10,10,7,4,6,7,8,5,7,8,12,11,12,10,7,8,2,1,1,0,2,0,1,0,0,0
2022-03-06 18:00:00,0,1,2,0,1,2,1,1,6,9,10,9,0,5,8,9,9,10,7,0,9,10,11,9,8,8,8,5,6,6,6,5,6,9,0,8,6,3,9,5,0,0,12,11,16,17,14,13,10,10,8,13,14,13,11,11,0,8,7,11,8,13,12,11,8,4,3,2,2,2,0,1,0,0,0
2022-03-06 19:00:00,3,0,0,0,0,0,1,3,4,5,2,5,5,2,0,4,4,5,5,0,4,5,6,7,9,12,15,13,12,10,11,10,8,7,4,5,3,3,5,6,0,2,7,5,10,14,11,10,5,6,6,7,5,3,12,10,11,6,23,28,5,22,18,16,10,6,2,1,0,0,0,1,1,0,0
2022-03-06 20:00:00,0,0,0,1,0,0,0,1,2,3,5,0,0,4,3,0,0,3,0,4,1,2,3,4,7,10,9,9,7,6,4,5,2,3,0,2,0,2,3,4,0,3,5,7,12,13,11,10,5,6,5,5,0,3,4,3,3,4,3,10,0,11,7,9,6,4,1,0,1,0,0,0,0,0,0
2022-03-06 21:00:00,0,1,0,0,0,0,0,1,2,4,2,3,0,0,3,3,0,5,2,0,11,13,0,4,13,14,10,12,10,9,8,10,8,7,0,9,8,3,5,4,0,4,6,5,18,20,20,13,8,6,4,7,3,0,8,5,0,7,13,16,0,18,15,11,9,8,2,0,0,0,0,0,0,0,0
2022-03-06 22:00:00,0,0,1,0,0,1,3,2,0,2,2,0,1,1,0,0,0,5,0,0,4,3,6,0,6,7,9,8,7,6,5,0,6,6,4,5,3,5,4,3,4,6,5,6,13,17,14,14,11,12,7,6,6,4,9,8,3,6,8,11,0,13,12,8,9,5,1,1,3,0,2,1,0,0,0
2022-03-06 23:00:00,0,0,0,1,1,0,0,0,0,2,2,0,0,0,3,0,0,5,6,7,6,7,5,2,5,5,4,4,2,3,4,4,3,4,0,3,2,1,3,0,0,2,4,5,14,7,8,7,6,5,8,7,10,9,10,9,7,0,0,4,6,6,0,5,5,4,0,0,2,0,0,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,1,0,0,0,0,0,2,3,2,3,4,0,2,4,0,1,0,0,2,0,5,2,2,6,4,4,6,7,9,12,13,8,5,4,4,4,4,5,3,0,1,0,1,7,7,8,3,9,4,7,7,8,6,8,10,0,9,6,7,6,5,4,0,0,3,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,1,0,0,0,0,0,1,7,4,11,0,0,4,3,3,1,4,3,2,3,3,2,4,3,6,6,9,11,12,12,13,6,6,5,6,2,4,5,8,3,0,3,3,4,3,3,4,3,6,6,0,5,4,5,3,6,0,5,5,0,7,0,2,6,4,3,1,1,0,2,0,0,0,0
2022-03-07 07:00:00,0,5,7,2,10,3,1,5,11,12,19,22,21,12,12,10,8,7,9,12,11,11,7,8,7,10,10,17,26,31,37,35,14,11,4,11,8,8,8,13,10,10,9,9,7,11,14,15,17,18,19,22,22,26,31,31,29,21,20,24,30,36,37,35,32,30,23,1,0,0,0,0,0,0,0
2022-03-07 08:00:00,1,7,3,8,3,0,4,2,11,14,19,23,22,17,14,11,9,9,10,11,9,11,11,12,13,15,16,28,37,43,52,45,25,25,26,18,12,11,8,13,9,13,11,12,14,15,16,19,18,19,15,17,19,20,22,23,21,20,17,17,17,22,20,20,19,15,11,1,1,2,1,0,0,1,0
2022-03-07 09:00:00,0,3,2,1,1,0,1,2,5,8,11,13,14,13,12,11,8,7,8,7,8,8,6,9,7,10,15,22,22,24,27,27,20,23,22,18,14,12,5,8,7,9,11,7,9,9,9,8,9,10,7,9,9,5,10,8,9,2,5,8,9,9,8,6,3,2,2,0,0,0,1,0,0,0,0
2022-03-07 10:00:00,0,0,1,0,0,2,0,3,8,10,13,10,10,13,11,10,9,13,14,15,14,10,11,10,10,14,10,16,16,16,21,18,15,16,17,11,9,7,11,15,6,14,16,15,8,3,7,8,8,11,8,8,8,10,7,0,11,7,6,7,7,8,3,6,5,3,2,3,2,1,0,0,0,0,0
2022-03-07 11:00:00,0,2,0,1,1,1,0,3,5,9,13,12,9,12,8,6,5,9,10,0,8,9,9,10,10,10,11,12,13,15,15,15,19,19,8,14,17,16,13,15,16,1,15,5,8,6,7,3,6,7,7,5,9,5,9,0,8,0,10,11,12,10,11,10,9,5,1,1,0,2,0,1,0,0,0
2022-03-07 12:00:00,0,3,3,0,2,0,3,8,11,32,34,11,35,33,29,10,25,18,19,4,18,14,16,15,14,10,14,11,11,8,13,11,10,9,0,11,5,8,6,9,10,9,5,10,10,7,7,6,7,9,8,7,0,7,8,7,7,8,7,9,7,9,8,8,5,4,2,1,0,1,0,0,0,0,0
2022-03-07 13:00:00,0,0,0,0,1,0,0,2,6,9,13,14,15,14,12,10,10,8,6,2,5,7,5,9,9,9,10,11,12,13,15,16,13,12,7,6,3,3,6,7,0,7,8,7,14,15,12,9,11,9,9,10,11,11,12,6,9,8,11,9,9,13,12,11,8,6,1,0,1,1,0,0,0,0,0
2022-03-07 14:00:00,0,0,1,0,3,2,0,3,4,7,8,9,11,9,12,12,10,9,10,11,15,11,9,8,10,9,12,6,6,8,11,9,9,12,1,4,6,6,7,7,8,7,9,8,14,10,17,16,14,12,16,18,15,13,17,16,16,15,15,19,18,14,0,13,6,3,1,0,1,1,0,0,0,0,0
2022-03-07 15:00:00,0,1,2,0,2,1,0,6,7,11,14,16,17,16,16,14,14,15,16,14,15,11,18,17,19,20,20,16,14,13,14,13,10,8,7,8,5,8,11,12,8,14,16,14,16,16,18,18,16,15,15,11,5,10,12,14,12,13,12,15,14,18,16,15,13,10,4,6,3,0,2,5,4,0,0
2022-03-07 16:00:00,0,3,0,2,3,1,2,4,9,14,15,16,18,19,19,20,19,16,20,19,19,18,14,12,14,15,13,12,13,13,12,13,9,11,12,12,9,12,11,7,0,13,12,12,18,19,17,16,14,12,10,13,9,11,10,9,9,10,11,22,22,26,15,21,18,14,4,1,2,0,0,0,2,1,0
2022-03-07 17:00:00,0,0,0,1,2,3,2,12,16,20,22,21,24,20,18,16,16,16,18,18,16,15,9,13,13,14,13,16,16,15,16,15,10,15,0,15,14,12,17,21,20,18,18,17,18,19,17,15,11,14,11,9,12,14,16,15,14,14,14,17,17,22,20,15,9,6,0,2,5,4,6,3,2,0,0
2022-03-07 18:00:00,0,0,0,0,1,2,0,15,19,26,27,30,23,29,25,0,21,18,19,18,16,11,12,10,10,13,12,12,11,11,12,14,11,10,8,9,8,10,18,22,24,25,25,22,35,33,30,28,22,22,18,16,14,17,14,14,12,11,14,19,12,20,17,14,10,6,2,4,5,6,5,3,3,2,0
2022-03-07 19:00:00,0,1,0,0,0,0,1,8,9,13,14,18,12,0,12,0,10,12,10,11,9,6,8,7,13,16,15,14,13,13,13,14,12,12,3,13,12,11,6,8,6,10,13,14,30,29,22,20,11,10,9,10,13,11,17,16,11,10,11,12,10,16,15,14,11,9,3,2,3,0,0,0,0,2,0
2022-03-07 20:00:00,0,0,0,0,1,1,1,3,5,3,8,9,0,8,7,0,5,9,10,8,9,11,8,9,10,11,12,9,8,7,8,6,7,10,8,7,7,3,6,0,5,8,7,8,27,24,18,18,12,8,6,4,5,8,7,6,6,7,10,12,0,17,13,12,10,4,1,2,2,0,1,1,0,0,0
2022-03-07 21:00:00,0,0,0,0,1,0,0,2,4,7,9,4,8,3,5,0,0,10,9,5,6,7,8,8,11,13,11,8,5,4,4,4,5,6,4,4,5,3,8,7,3,8,10,11,19,18,15,14,12,6,7,10,5,7,7,0,5,6,10,12,10,11,8,8,5,3,1,0,0,0,0,0,0,1,0
2022-03-07 22:00:00,0,0,0,0,0,0,0,5,1,6,0,0,2,5,4,0,0,13,14,15,14,13,12,11,10,6,9,9,12,9,4,8,6,12,13,8,7,8,5,6,5,7,7,6,22,21,17,13,10,7,6,9,11,9,10,9,8,7,13,17,17,19,18,15,12,6,1,1,0,0,0,0,0,0,0
2022-03-07 23:00:00,1,3,0,0,0,1,4,5,7,9,3,4,0,5,10,9,7,10,11,12,0,11,11,2,7,10,9,7,6,4,4,3,2,4,0,4,4,3,1,1,0,2,3,4,11,12,10,9,7,7,5,6,3,6,7,8,7,6,0,3,3,5,0,3,2,1,0,0,0,0,0,0,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,0,1,0,1,0,0,0,2,4,6,0,0,0,0,0,0,5,0,0,0,0,5,4,4,6,7,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,0,1,0,0,0,0,0,2,3,5,4,0,3,3,4,2,4,3,3,2,2,0,5,4,5,6,7,12,15,17,21,19,10,7,0,6,1,6,3,4,0,5,4,5,6,6,7,6,6,9,11,12,14,13,7,0,0,12,5,5,0,0,0,0,0,4,2,1,0,0,2,1,0,0,0
2022-03-08 06:00:00,0,0,0,0,0,0,0,0,9,11,14,17,17,7,2,4,0,1,4,5,4,5,3,7,1,5,4,6,8,9,10,12,9,6,5,5,4,4,6,4,0,1,3,2,3,1,4,0,5,6,7,3,7,6,10,11,1,0,2,4,5,4,4,2,3,2,1,0,1,0,2,0,0,1,0
2022-03-08 07:00:00,0,5,3,3,8,9,8,3,9,11,17,22,20,15,8,8,6,5,8,6,9,7,9,7,6,8,9,14,22,27,31,30,13,5,2,6,6,6,10,11,8,8,9,7,8,8,14,14,16,17,18,21,21,23,27,27,32,25,26,29,35,36,0,33,31,28,19,1,0,0,0,0,0,0,0
2022-03-08 08:00:00,0,4,6,7,6,5,1,3,7,11,16,18,20,14,10,8,11,12,14,17,14,14,15,17,18,23,25,31,37,47,49,46,38,38,34,27,19,16,8,12,5,10,11,11,12,15,15,14,14,17,15,14,13,14,18,22,24,24,20,20,20,28,20,19,25,17,13,1,2,1,0,0,0,0,0
2022-03-08 09:00:00,0,1,0,0,3,0,4,1,5,8,10,14,15,13,11,9,9,10,11,12,10,12,9,11,9,10,11,12,13,15,23,20,14,19,18,14,11,9,6,6,5,6,8,6,6,4,8,9,9,10,12,11,12,13,15,13,12,11,7,8,8,11,10,9,8,9,7,2,1,0,2,1,0,0,0
2022-03-08 10:00:00,0,0,0,0,0,1,0,1,5,6,8,8,9,7,7,6,5,6,4,5,5,5,6,6,7,9,9,13,10,15,17,18,11,12,10,10,8,8,8,10,8,11,12,9,7,0,8,8,8,8,7,8,7,6,6,7,7,4,6,6,6,6,4,5,4,2,1,1,0,0,0,0,0,0,0
