Unnamed: 0,1_우방아파트,2_은천성결교회,3_신사동주민센터,4_봉림교,5_신림사거리.신림역,6_서원동승리교앞,7_서원동문화교앞,8_서림동주민센터.신화단지,9_삼성동시장,10_대학동고시촌입구,11_서울산업정보학교.삼성교,12_청담고시원,13_우리슈퍼,14_명호고시원,15_동작마트,16_제일성도교회,17_삼양슈퍼,18_금성마트용천사,19_삼양슈퍼,20_제일성도교회,21_동작마트,22_쑥고개입구,23_서원동문화교앞,24_신림사거리,25_신림사거리.신림역,26_봉림교,27_남부초교후문,28_신사동주민센터.신사시장,29_건영유치원,30_신대방역,31_우방아파트
2022-03-05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,2,3,4,4,2,2,0,0,3,2,1,0,0,0,0,0,0,1,3,2,0,4,1,3,0,0,0,0,0,0,0
2022-03-05 07:00:00,1,1,4,0,5,3,5,2,0,0,4,0,3,1,2,0,0,1,3,6,8,9,8,4,1,0,1,2,1,0,0
2022-03-05 08:00:00,4,7,4,3,3,1,3,4,4,4,3,0,1,1,2,1,0,4,7,8,10,16,18,5,2,1,4,6,1,0,0
2022-03-05 09:00:00,2,6,10,5,4,4,4,3,4,5,4,3,1,0,2,0,1,2,7,8,9,9,8,5,3,1,1,2,1,1,0
2022-03-05 10:00:00,1,2,5,1,3,4,4,6,7,7,6,2,5,6,6,5,0,3,6,8,9,9,11,8,4,0,2,4,3,0,0
2022-03-05 11:00:00,3,4,5,4,5,7,8,9,9,12,5,10,8,3,4,3,1,5,6,9,12,14,16,10,5,4,4,5,3,2,0
2022-03-05 12:00:00,1,0,3,0,5,6,6,7,9,10,9,0,6,8,4,7,2,3,7,9,12,14,12,6,8,0,5,5,2,1,0
2022-03-05 13:00:00,0,1,2,1,9,10,12,10,12,13,13,6,12,10,9,5,5,2,5,7,9,16,15,4,3,0,2,5,4,0,0
2022-03-05 14:00:00,1,1,2,0,9,11,5,11,15,9,17,15,12,13,15,10,8,2,6,10,11,12,13,9,7,6,3,4,1,0,0
2022-03-05 15:00:00,1,2,3,0,16,14,15,19,18,18,15,14,12,9,9,7,4,2,3,4,0,5,5,3,4,0,5,1,0,2,0
2022-03-05 16:00:00,1,2,6,0,14,14,11,13,16,13,18,16,12,11,0,8,3,2,4,7,8,11,12,6,9,8,3,5,3,1,0
2022-03-05 17:00:00,2,0,3,0,12,15,15,17,17,16,18,17,14,13,14,11,7,4,3,5,6,7,13,6,8,5,4,1,0,1,0
2022-03-05 18:00:00,0,0,2,1,8,13,12,14,15,17,19,10,16,15,13,7,6,2,0,3,2,6,9,4,7,4,5,6,4,2,0
2022-03-05 19:00:00,0,2,1,0,14,17,14,13,15,16,17,16,11,10,9,7,2,1,0,2,3,4,0,2,5,0,2,5,3,3,0
2022-03-05 20:00:00,0,1,2,0,14,15,15,16,17,13,18,17,13,12,9,10,3,4,0,5,0,7,7,6,7,7,6,3,2,2,0
2022-03-05 21:00:00,1,0,3,0,13,15,15,17,17,16,15,14,13,12,12,8,3,0,0,0,0,2,2,2,9,4,2,2,0,0,0
2022-03-05 22:00:00,1,0,0,0,12,15,15,14,14,16,19,14,13,11,0,11,7,1,2,0,1,0,0,3,7,8,3,2,2,3,0
2022-03-05 23:00:00,0,0,0,0,12,12,13,14,15,14,10,13,8,7,6,0,6,0,0,0,0,1,0,5,7,0,6,3,0,2,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,1,2,3,1,2,0,2,1,0,0,0,0,1,0,0,0,0,2,3,3,4,4,6,4,3,0,1,0,0,0,0
2022-03-06 07:00:00,3,3,4,3,6,4,0,0,0,0,0,3,0,0,2,1,0,2,3,5,6,7,4,1,2,0,2,1,0,0,0
2022-03-06 08:00:00,3,2,4,0,3,3,0,1,0,2,0,1,0,0,0,0,0,3,5,6,7,6,6,4,2,0,2,2,1,0,0
2022-03-06 09:00:00,2,3,6,6,5,4,3,6,5,4,4,0,3,2,5,2,1,2,3,5,5,10,11,6,3,1,6,3,2,0,0
2022-03-06 10:00:00,2,0,4,2,5,2,0,4,4,2,4,3,2,3,3,4,2,1,4,5,5,10,12,7,5,4,3,2,0,0,0
2022-03-06 11:00:00,2,1,3,2,3,4,3,3,5,6,6,5,4,0,7,3,2,5,7,8,9,13,14,7,6,0,5,2,0,0,0
2022-03-06 12:00:00,3,4,5,6,6,3,2,9,9,1,7,0,4,2,3,0,3,4,6,6,7,10,13,6,3,1,1,1,0,1,0
2022-03-06 13:00:00,3,4,4,0,7,9,8,8,9,7,10,8,6,5,6,5,3,3,5,8,8,21,18,6,2,1,4,5,1,1,0
2022-03-06 14:00:00,3,4,4,3,6,7,5,8,9,10,7,6,3,6,2,4,3,2,4,6,0,11,12,8,7,6,5,4,2,2,0
2022-03-06 15:00:00,1,3,5,0,14,16,14,14,16,15,14,12,11,10,9,7,5,1,3,1,4,3,5,2,5,3,2,1,0,1,0
2022-03-06 16:00:00,0,0,2,0,10,12,11,10,13,7,10,8,6,5,8,7,4,6,8,3,0,6,9,6,5,4,2,2,1,0,0
2022-03-06 17:00:00,5,0,8,0,15,18,16,12,17,16,17,13,10,9,11,9,5,1,4,0,3,6,0,1,5,0,5,4,1,2,0
2022-03-06 18:00:00,1,1,2,0,12,16,11,16,16,14,10,13,15,5,10,12,4,3,4,6,4,8,11,5,7,0,3,2,0,4,0
2022-03-06 19:00:00,1,2,2,3,11,14,14,13,17,13,16,13,12,10,11,8,4,4,0,1,0,12,14,3,13,0,9,7,4,1,0
2022-03-06 20:00:00,1,0,0,0,10,14,0,11,15,10,17,16,6,2,9,6,1,1,0,2,0,2,3,2,7,0,6,0,0,0,0
2022-03-06 21:00:00,2,2,4,0,8,12,11,10,0,10,11,10,12,10,9,7,7,1,2,1,0,2,2,2,16,15,4,2,1,1,0
2022-03-06 22:00:00,0,1,0,0,14,8,13,12,14,15,16,4,11,9,10,9,4,1,0,1,0,2,0,2,7,6,5,3,2,0,0
2022-03-06 23:00:00,0,1,0,0,6,4,4,0,0,7,8,4,7,5,0,4,3,0,2,0,0,5,4,6,12,11,7,3,0,1,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,2,4,9,3,2,3,1,0,3,2,0,0,0,0,0,1,0,1,6,8,8,8,9,5,1,0,2,4,0,0,0
2022-03-07 07:00:00,6,9,14,15,3,4,4,4,3,2,3,0,0,1,0,1,1,8,16,27,36,30,36,10,2,0,2,11,10,0,0
2022-03-07 08:00:00,5,12,24,22,8,9,10,12,13,6,6,4,2,4,2,4,0,7,14,24,37,46,49,10,7,3,7,12,10,0,0
2022-03-07 09:00:00,3,8,13,9,4,3,4,1,4,5,5,0,3,0,2,2,1,2,10,11,15,14,20,7,3,0,3,8,2,1,0
2022-03-07 10:00:00,3,3,4,3,4,3,5,6,6,4,5,4,3,2,5,3,1,2,5,5,6,7,9,5,3,1,1,4,1,0,0
2022-03-07 11:00:00,3,3,4,0,6,5,4,2,7,5,5,4,1,3,4,3,1,2,2,0,3,6,6,4,4,0,3,3,2,1,0
2022-03-07 12:00:00,2,2,3,2,6,9,8,10,9,7,8,7,5,2,0,4,1,2,5,7,8,9,8,4,6,5,2,3,2,1,0
2022-03-07 13:00:00,3,4,7,8,8,10,11,6,11,11,10,0,9,8,3,7,3,5,6,12,15,11,11,5,6,5,6,5,4,1,0
2022-03-07 14:00:00,2,3,5,4,10,8,7,6,10,9,11,10,6,0,7,6,3,1,5,5,6,6,2,4,5,4,2,2,0,1,0
2022-03-07 15:00:00,1,0,4,2,8,10,3,11,13,14,16,10,8,9,10,5,7,2,3,4,5,7,9,7,8,7,5,3,2,2,1
2022-03-07 16:00:00,1,3,3,2,9,10,9,10,11,12,17,15,13,10,9,9,6,2,3,4,5,2,6,3,9,5,4,3,0,2,0
2022-03-07 17:00:00,1,0,3,4,13,11,12,13,18,17,18,17,14,11,10,8,3,1,1,2,0,5,6,4,9,5,4,4,0,2,0
2022-03-07 18:00:00,1,3,2,4,26,27,25,24,24,23,27,26,23,22,24,22,12,1,0,4,0,6,3,5,11,9,5,2,1,1,0
2022-03-07 19:00:00,1,1,3,4,17,20,21,19,25,22,23,16,18,16,19,16,11,2,0,3,0,2,5,4,12,10,8,5,3,4,0
2022-03-07 20:00:00,2,2,3,1,14,14,0,13,17,16,18,16,13,14,15,13,6,2,2,0,1,3,4,3,13,0,7,2,1,3,0
2022-03-07 21:00:00,2,0,1,0,10,13,11,11,9,12,11,10,9,7,6,5,5,1,2,0,0,1,0,1,12,11,4,2,1,2,0
2022-03-07 22:00:00,0,0,2,0,10,13,0,12,10,11,13,7,12,10,6,9,3,0,0,0,1,2,1,1,5,2,3,1,0,4,0
2022-03-07 23:00:00,1,1,0,0,10,12,11,9,11,10,4,9,7,6,4,5,3,2,0,1,0,2,2,6,2,1,2,1,0,1,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 06:00:00,3,4,5,6,3,0,0,3,0,2,0,0,1,0,0,0,0,2,5,8,9,7,8,6,1,0,1,2,0,0,0
2022-03-08 07:00:00,5,10,14,13,3,1,4,5,4,5,4,2,2,4,0,3,2,6,14,24,28,29,29,11,3,2,3,13,11,0,0
2022-03-08 08:00:00,4,12,18,17,9,9,9,3,5,5,3,4,3,0,1,0,1,3,12,24,33,36,39,12,5,3,6,12,8,1,0
2022-03-08 09:00:00,3,6,11,10,4,1,1,3,2,1,2,0,0,2,1,0,0,2,9,8,9,12,25,7,2,3,3,5,8,1,0
2022-03-08 10:00:00,2,3,6,2,3,4,2,4,6,4,4,3,2,5,3,2,2,2,5,7,3,9,8,4,3,0,2,4,1,3,0
2022-03-08 11:00:00,2,3,5,4,7,3,6,5,4,5,6,4,3,1,5,2,1,0,3,6,7,6,5,3,2,2,0,1,2,0,0
2022-03-08 12:00:00,1,2,3,0,5,6,4,7,6,6,7,4,6,0,7,6,3,2,5,9,10,9,8,6,6,2,5,3,2,0,0
2022-03-08 13:00:00,1,3,4,4,3,5,4,3,6,3,4,0,2,1,2,1,1,2,5,4,5,4,5,2,4,0,2,1,0,0,0
2022-03-08 14:00:00,1,1,2,3,6,7,4,7,10,10,6,6,4,5,5,4,2,4,6,10,0,13,7,6,8,6,4,3,1,1,0
2022-03-08 15:00:00,4,1,7,1,16,16,16,16,18,18,10,8,7,5,9,6,3,2,3,5,5,8,12,8,11,9,3,9,6,1,0
2022-03-08 16:00:00,1,3,6,5,12,14,15,15,16,15,20,19,14,9,14,13,9,2,5,7,9,0,5,5,7,6,4,1,1,1,0
2022-03-08 17:00:00,2,3,5,0,12,18,19,20,26,26,21,20,17,10,15,12,8,3,4,4,6,8,7,5,11,10,6,3,2,1,0
2022-03-08 18:00:00,0,5,2,4,26,32,27,24,23,22,24,22,15,14,15,13,7,2,2,3,3,3,5,5,11,6,4,5,4,2,0
2022-03-08 19:00:00,2,3,0,4,19,22,32,32,31,27,31,18,19,15,21,20,7,1,2,2,3,5,7,8,20,15,8,4,2,4,0
2022-03-08 20:00:00,0,1,2,2,15,19,12,16,14,13,15,11,13,9,8,6,4,0,2,2,0,5,6,5,13,12,7,3,0,1,0
2022-03-08 21:00:00,1,2,1,0,11,15,13,12,13,12,15,6,11,9,6,6,3,1,0,1,0,5,1,4,12,7,5,2,1,1,0
2022-03-08 22:00:00,1,0,0,0,12,17,0,16,15,15,13,13,11,9,8,7,3,1,0,0,2,3,2,3,10,0,4,3,4,3,0
2022-03-08 23:00:00,1,0,0,0,16,19,18,14,0,0,19,17,16,12,11,10,6,1,0,0,3,1,4,2,8,6,3,0,0,3,0
2022-03-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 05:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 06:00:00,1,0,3,1,4,0,0,0,0,3,0,0,0,0,0,0,0,3,2,4,3,3,7,1,0,0,0,0,0,0,0
2022-03-09 07:00:00,1,0,0,0,4,0,0,4,3,2,0,1,0,0,0,0,0,1,3,5,7,8,6,4,1,0,1,1,0,1,0
2022-03-09 08:00:00,1,4,4,3,4,4,2,5,5,4,4,3,2,1,1,3,0,4,4,5,6,15,13,7,3,3,3,2,0,1,0
2022-03-09 09:00:00,2,3,5,1,2,1,2,2,1,1,2,2,1,0,0,2,0,1,3,4,5,8,6,3,1,1,1,2,0,0,0
2022-03-09 10:00:00,3,6,6,8,7,4,7,3,8,6,5,2,4,3,0,4,2,3,6,11,14,16,17,6,2,0,2,3,2,0,0
2022-03-09 11:00:00,1,1,0,2,3,5,4,3,8,6,7,4,4,2,3,2,0,2,5,7,10,13,15,8,4,1,2,3,1,1,0
2022-03-09 12:00:00,4,0,7,0,7,9,6,7,9,9,10,7,6,6,5,6,3,4,5,11,8,10,11,3,2,0,2,2,1,1,0
2022-03-09 13:00:00,0,3,4,0,10,12,12,9,14,11,12,7,9,8,6,4,1,6,4,11,9,15,19,6,5,3,2,4,3,0,0
2022-03-09 14:00:00,5,6,7,6,7,10,13,13,12,11,14,0,12,10,7,8,4,1,4,5,4,7,8,6,5,0,3,3,0,4,0
2022-03-09 15:00:00,2,1,4,0,8,11,4,11,13,14,16,14,11,8,16,9,11,5,5,8,6,11,12,6,7,2,2,1,0,1,0
2022-03-09 16:00:00,0,1,3,0,11,13,14,13,20,23,22,18,19,13,17,14,8,2,3,0,4,6,7,5,4,0,5,2,1,3,0
2022-03-09 17:00:00,2,3,5,0,19,21,0,20,23,22,20,15,12,9,13,11,8,0,1,2,5,3,7,6,10,0,8,5,3,4,0
2022-03-09 18:00:00,4,1,7,0,13,17,12,17,16,16,17,19,12,11,13,12,7,2,0,0,0,5,5,3,7,2,4,3,0,0,0
2022-03-09 19:00:00,2,1,0,0,17,22,21,16,15,15,15,14,11,8,7,6,5,1,0,3,4,5,5,3,8,0,3,4,0,2,0
2022-03-09 20:00:00,2,0,3,0,15,19,0,20,20,18,17,7,11,9,11,7,8,2,6,2,3,0,3,4,9,8,4,3,3,4,0
2022-03-09 21:00:00,2,2,3,0,20,21,20,19,20,23,24,16,23,10,9,8,4,0,2,1,2,3,5,2,14,12,6,1,0,1,0
2022-03-09 22:00:00,1,0,1,2,11,14,13,15,14,15,15,7,19,17,16,11,7,1,0,0,1,2,3,4,7,6,5,2,0,3,0
2022-03-09 23:00:00,0,0,0,0,8,11,11,10,8,7,9,7,5,4,4,2,3,0,2,0,1,3,3,5,6,0,4,3,2,1,0
2022-03-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 06:00:00,2,4,6,2,2,1,1,0,3,2,2,0,1,0,0,0,1,4,8,12,14,13,14,7,2,0,2,3,2,0,0
2022-03-10 07:00:00,7,10,13,12,5,0,5,6,3,1,3,2,0,5,0,0,4,9,16,27,33,35,40,7,1,0,2,14,12,1,0
2022-03-10 08:00:00,6,9,19,21,10,11,7,8,9,4,4,2,1,0,4,3,3,6,10,19,33,45,40,6,3,4,6,20,11,1,0
2022-03-10 09:00:00,4,9,11,8,4,5,4,3,4,3,5,4,1,3,3,2,1,5,11,14,14,14,29,5,5,2,3,8,0,1,0
2022-03-10 10:00:00,2,2,7,0,5,7,8,7,6,4,5,3,1,3,2,0,2,3,6,7,9,8,9,5,5,1,2,5,1,1,0
2022-03-10 11:00:00,1,1,4,3,3,0,1,4,8,4,8,0,1,3,4,6,3,1,2,5,7,8,6,2,1,0,0,2,0,1,0
2022-03-10 12:00:00,1,0,2,2,6,5,6,7,7,6,7,6,4,0,5,3,3,1,4,4,5,4,5,2,3,1,2,2,0,1,0
2022-03-10 13:00:00,2,3,3,2,6,7,6,8,9,13,14,13,11,0,8,7,5,3,2,4,2,6,6,3,4,3,4,2,3,0,0
2022-03-10 14:00:00,2,0,2,0,6,7,8,7,9,8,9,8,6,0,9,0,7,2,5,6,5,6,5,4,6,5,4,2,1,1,0
2022-03-10 15:00:00,2,3,5,5,8,13,11,13,16,16,20,16,15,14,18,15,11,2,3,3,2,4,3,4,7,3,6,5,4,0,0
2022-03-10 16:00:00,1,3,4,4,12,13,13,13,15,16,18,13,15,10,13,11,7,2,5,4,0,10,12,7,7,5,7,3,2,1,0
2022-03-10 17:00:00,1,2,3,4,14,18,17,16,15,15,15,14,12,12,13,12,6,2,5,7,0,5,5,4,7,6,5,4,3,2,0
2022-03-10 18:00:00,2,3,4,5,25,30,27,25,28,28,27,26,19,17,13,16,9,1,2,2,3,4,8,3,16,8,7,2,1,3,0
2022-03-10 19:00:00,1,1,2,1,21,25,24,24,21,19,22,18,15,9,17,15,7,0,0,1,2,4,3,5,11,9,5,1,0,1,0
2022-03-10 20:00:00,2,0,0,0,11,16,17,16,15,14,15,14,10,9,11,8,6,1,2,2,0,4,3,5,11,7,6,3,2,3,0
2022-03-10 21:00:00,1,2,2,3,11,18,19,18,16,15,19,18,12,10,13,11,3,0,1,0,0,1,2,2,12,10,3,2,0,1,0
2022-03-10 22:00:00,1,0,1,0,11,12,0,8,11,14,15,5,13,12,8,6,4,0,0,1,1,2,0,0,9,0,5,1,2,1,0
2022-03-10 23:00:00,0,0,1,0,6,6,9,8,8,9,9,8,6,0,10,3,5,2,1,0,0,4,0,1,4,3,5,4,3,1,0
2022-03-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 05:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 06:00:00,3,4,6,6,2,2,1,3,2,2,1,0,1,0,0,0,0,3,6,7,9,12,14,6,1,0,3,6,5,0,0
2022-03-11 07:00:00,5,8,12,10,3,5,6,1,6,7,6,3,0,3,2,1,0,9,14,28,30,36,31,11,1,0,3,13,10,1,0
2022-03-11 08:00:00,4,9,19,20,8,3,7,6,6,4,5,4,1,2,1,2,1,6,17,24,27,38,39,8,7,3,8,14,12,0,0
2022-03-11 09:00:00,3,9,14,8,3,4,3,2,2,3,2,0,1,3,1,0,2,2,6,6,7,11,34,8,3,1,5,7,4,1,0
2022-03-11 10:00:00,3,1,5,0,5,6,2,5,2,3,6,5,4,1,1,3,0,4,4,7,6,9,8,4,4,0,5,4,3,0,0
2022-03-11 11:00:00,1,2,4,5,5,6,7,4,7,5,6,4,5,4,5,2,2,1,2,3,4,6,8,4,3,4,1,2,0,0,0
2022-03-11 12:00:00,3,4,5,4,7,3,8,9,10,8,8,0,7,6,7,6,2,2,4,6,7,9,10,5,5,2,3,2,0,1,0
2022-03-11 13:00:00,1,4,5,2,5,7,7,8,6,6,8,3,6,1,5,4,3,3,5,5,7,8,9,5,5,4,3,2,0,1,0
2022-03-11 14:00:00,3,3,5,3,7,9,6,6,9,7,10,6,5,9,8,4,5,2,3,5,5,7,5,6,8,7,1,2,0,0,0
2022-03-11 15:00:00,3,1,6,2,5,6,6,6,7,9,12,7,12,11,13,12,7,7,2,4,8,9,5,4,9,8,7,3,0,1,0
2022-03-11 16:00:00,1,2,3,3,11,12,11,11,14,11,14,0,10,13,12,10,5,0,5,7,1,9,8,4,5,4,4,5,4,2,0
2022-03-11 17:00:00,2,3,8,7,15,17,15,16,16,16,14,13,15,12,15,13,8,2,3,4,6,7,8,6,8,5,5,3,2,3,0
2022-03-11 18:00:00,2,3,5,4,23,25,25,21,20,21,24,21,16,16,14,12,5,2,3,5,0,7,7,4,11,10,5,3,0,3,0
2022-03-11 19:00:00,2,2,3,0,14,17,16,22,18,17,23,22,19,17,15,14,4,1,1,4,0,7,7,2,8,6,4,3,0,1,0
2022-03-11 20:00:00,2,0,1,2,15,20,18,16,17,18,19,11,14,6,12,12,4,1,1,0,0,1,2,3,13,12,6,3,2,5,0
2022-03-11 21:00:00,1,0,2,1,14,17,16,15,10,14,16,15,11,8,10,9,1,0,1,0,1,2,3,5,13,9,7,4,0,3,0
2022-03-11 22:00:00,1,0,1,0,18,12,13,12,12,11,13,12,8,4,11,9,5,0,0,1,1,1,2,3,10,9,6,3,2,1,0
2022-03-11 23:00:00,0,0,0,0,13,17,18,16,14,15,14,13,10,4,10,8,6,1,0,0,0,2,3,1,8,7,3,1,0,0,0
2022-03-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 06:00:00,1,2,0,1,2,0,3,0,0,2,0,1,2,0,0,1,0,1,2,2,2,4,5,4,1,0,0,0,0,0,0
2022-03-12 07:00:00,1,3,4,3,3,5,6,1,2,5,4,2,0,0,1,2,1,3,11,13,17,17,12,9,1,0,1,1,0,0,0
2022-03-12 08:00:00,3,5,8,7,5,0,4,3,3,2,2,1,0,0,1,0,0,1,6,9,10,10,11,7,2,1,0,3,2,1,0
2022-03-12 09:00:00,4,5,7,6,3,5,3,2,4,2,4,2,3,4,5,4,2,4,7,9,10,12,9,5,3,0,4,3,2,1,0
2022-03-12 10:00:00,2,3,4,3,3,4,0,0,2,0,3,1,1,0,1,0,0,3,5,7,8,10,9,4,3,0,2,4,3,1,0
2022-03-12 11:00:00,1,4,5,3,5,6,7,8,8,8,8,0,6,0,4,4,3,6,7,9,7,14,16,10,3,0,3,5,3,1,0
2022-03-12 12:00:00,2,5,6,5,7,8,0,7,7,6,8,7,5,4,5,0,4,3,6,9,10,16,21,9,1,0,2,1,0,0,0
2022-03-12 13:00:00,3,4,7,2,7,7,10,11,11,8,12,6,4,0,7,5,4,6,10,12,14,17,16,5,3,1,2,5,2,0,0
2022-03-12 14:00:00,1,0,2,0,8,11,11,11,12,12,12,11,13,10,11,0,8,5,6,8,6,12,7,9,7,3,2,2,0,0,0
2022-03-12 15:00:00,3,4,7,3,10,14,9,8,18,17,19,12,16,13,14,13,7,4,3,7,0,8,9,8,7,3,4,3,2,1,0
2022-03-12 16:00:00,2,3,5,0,16,18,10,0,21,20,21,19,16,11,9,15,8,3,6,5,0,10,5,3,10,0,8,5,3,1,0
2022-03-12 17:00:00,2,0,8,0,14,17,17,0,20,19,17,14,9,7,10,8,5,4,5,1,5,2,2,2,10,0,8,6,5,2,0
