Unnamed: 0,1_우방아파트,2_은천성결교회,3_신사동주민센터,4_봉림교,5_신림사거리.신림역,6_서원동승리교앞,7_서원동문화교앞,8_서림동주민센터.신화단지,9_삼성동시장,10_대학동고시촌입구,11_서울산업정보학교.삼성교,12_청담고시원,13_우리슈퍼,14_명호고시원,15_동작마트,16_제일성도교회,17_삼양슈퍼,18_금성마트용천사,19_삼양슈퍼,20_제일성도교회,21_동작마트,22_쑥고개입구,23_서원동문화교앞,24_신림사거리,25_신림사거리.신림역,26_봉림교,27_남부초교후문,28_신사동주민센터.신사시장,29_건영유치원,30_신대방역,31_우방아파트
2022-04-10 08:00:00,2,4,6,5,7,7,6,6,5,3,5,1,4,0,0,0,0,1,4,7,7,11,11,4,5,0,1,2,1,0,0
2022-04-10 09:00:00,2,9,11,2,9,10,2,4,4,9,10,0,1,11,6,1,3,2,8,9,11,13,15,7,6,3,3,2,1,0,0
2022-04-10 10:00:00,8,6,13,0,11,11,0,11,7,4,5,0,4,3,3,1,2,3,5,8,7,7,7,5,7,5,4,6,5,2,0
2022-04-10 11:00:00,4,3,2,0,7,3,0,7,6,4,3,0,4,0,4,2,1,2,4,4,6,9,10,6,6,4,5,4,2,1,0
2022-04-10 12:00:00,9,0,12,0,5,5,5,6,6,5,8,4,6,5,1,4,2,3,6,9,8,11,5,5,4,3,2,5,1,2,0
2022-04-10 13:00:00,4,5,10,9,6,7,10,9,11,7,8,4,6,3,6,5,1,4,6,9,12,12,13,6,4,6,7,6,5,1,0
2022-04-10 14:00:00,2,3,1,0,9,13,15,15,14,8,19,17,8,14,0,13,7,3,7,8,10,12,14,4,6,5,3,3,2,1,0
2022-04-10 15:00:00,3,5,6,7,21,25,0,23,22,20,26,12,25,22,20,16,10,4,0,3,4,5,5,6,5,4,3,2,1,1,0
2022-04-10 16:00:00,5,2,0,1,11,16,16,17,20,21,19,12,14,13,14,9,7,3,6,3,4,9,9,8,7,6,3,2,4,3,0
2022-04-10 17:00:00,2,6,3,8,15,17,15,17,12,11,14,13,11,0,11,10,7,4,7,3,10,8,11,6,4,1,4,3,2,1,0
2022-04-10 18:00:00,3,3,0,6,13,17,10,15,16,21,23,13,10,7,0,5,2,1,2,0,4,11,6,4,6,2,3,2,1,1,0
2022-04-10 19:00:00,2,0,4,5,21,21,20,21,21,20,18,14,19,15,14,13,7,2,3,2,5,6,0,5,7,3,3,2,0,2,0
2022-04-10 20:00:00,5,1,0,6,12,16,17,0,18,17,21,7,12,10,10,9,8,2,1,2,0,3,4,1,8,0,5,6,4,2,0
2022-04-10 21:00:00,2,3,4,0,22,23,13,21,15,18,18,13,10,9,5,7,4,1,0,1,0,2,3,3,11,0,4,1,0,1,0
2022-04-10 22:00:00,0,1,1,0,11,16,17,16,15,16,17,16,10,9,10,9,4,0,0,0,0,1,2,1,14,11,5,3,2,1,0
2022-04-10 23:00:00,0,1,0,0,9,12,14,15,6,15,16,15,14,12,10,9,5,1,1,0,0,2,0,3,7,6,4,1,0,0,0
2022-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 06:00:00,2,3,4,3,2,0,0,2,3,3,6,0,3,0,2,1,2,3,10,12,13,16,17,9,2,0,2,3,0,0,0
2022-04-11 07:00:00,6,10,15,13,5,4,4,6,5,4,5,0,3,3,0,2,2,7,16,21,27,34,34,6,4,3,3,14,11,0,0
2022-04-11 08:00:00,3,10,17,17,6,5,1,6,9,4,5,4,2,0,2,1,0,4,10,26,36,42,42,8,5,4,8,14,13,0,0
2022-04-11 09:00:00,6,10,16,17,5,5,5,6,10,8,2,0,5,0,6,2,5,6,9,12,14,15,27,6,3,2,1,2,1,2,0
2022-04-11 10:00:00,3,5,4,4,7,6,5,4,5,3,8,0,7,6,5,4,2,3,8,8,10,9,13,4,2,0,3,5,4,1,0
2022-04-11 11:00:00,3,4,5,4,4,3,0,5,8,6,5,4,4,3,3,2,0,1,2,1,3,8,11,5,2,0,1,2,0,3,0
2022-04-11 12:00:00,3,4,5,0,8,8,8,11,15,13,7,11,9,8,6,3,3,2,3,6,2,6,4,3,4,3,1,5,6,1,0
2022-04-11 13:00:00,2,1,3,4,7,7,8,8,12,8,14,13,11,10,12,8,3,7,7,11,12,13,11,8,5,1,4,2,0,1,0
2022-04-11 14:00:00,2,3,5,0,5,8,9,10,13,11,12,10,6,0,6,5,2,3,6,4,8,10,6,5,6,6,4,3,2,2,0
2022-04-11 15:00:00,2,3,1,0,5,8,9,9,12,7,14,7,11,10,9,6,4,2,3,4,3,5,6,4,7,5,2,2,1,1,0
2022-04-11 16:00:00,2,2,2,1,9,11,12,14,17,19,25,24,22,13,19,17,9,2,4,3,5,7,9,6,10,5,8,5,1,1,0
2022-04-11 17:00:00,1,1,2,3,20,17,20,19,21,22,23,13,22,21,20,17,10,1,0,3,0,7,9,5,10,8,5,4,3,2,0
2022-04-11 18:00:00,3,3,4,5,28,32,31,27,26,25,27,25,19,16,20,17,12,3,0,3,0,5,5,3,13,12,5,4,0,5,0
2022-04-11 19:00:00,3,4,6,0,20,27,27,30,29,28,31,28,24,15,23,20,10,1,3,1,0,5,4,6,17,7,8,4,3,5,0
2022-04-11 20:00:00,3,3,4,3,16,22,19,20,17,18,20,17,14,13,14,11,7,1,2,2,0,1,3,4,17,6,7,3,2,4,0
2022-04-11 21:00:00,2,2,2,0,15,17,13,17,18,16,16,15,12,11,12,10,5,2,0,0,0,1,0,2,10,15,6,5,2,3,0
2022-04-11 22:00:00,1,0,0,0,14,15,12,11,13,12,13,12,10,9,8,6,5,1,0,0,1,3,0,4,12,0,5,5,3,2,0
2022-04-11 23:00:00,0,1,0,0,7,11,0,13,12,0,14,9,11,10,10,4,6,0,0,0,0,3,0,2,5,3,4,3,1,2,0
2022-04-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 05:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 06:00:00,3,4,5,5,3,1,5,4,5,7,7,6,4,3,2,0,0,2,6,9,8,9,11,7,3,0,2,3,0,0,0
2022-04-12 07:00:00,4,9,14,16,4,4,5,3,4,5,4,1,0,3,0,0,2,8,14,27,34,36,33,8,2,0,3,16,15,1,0
2022-04-12 08:00:00,6,14,23,14,9,7,3,5,9,9,4,2,1,3,0,4,2,6,14,22,33,50,49,14,5,4,7,18,15,0,0
2022-04-12 09:00:00,3,6,14,15,4,1,6,3,7,5,5,0,3,0,3,0,2,3,6,9,10,21,34,3,3,1,2,5,9,3,0
2022-04-12 10:00:00,2,2,2,1,7,7,8,7,7,4,5,0,4,0,4,3,2,2,8,9,10,11,14,5,4,0,2,5,4,1,0
2022-04-12 11:00:00,2,3,4,2,3,5,6,1,8,7,9,8,4,0,7,3,3,3,4,5,6,7,9,6,2,0,3,2,1,1,0
2022-04-12 12:00:00,1,1,3,0,6,8,2,1,9,7,8,5,6,3,4,3,2,2,3,7,3,7,8,5,3,2,1,2,1,2,0
2022-04-12 13:00:00,0,2,4,5,7,10,10,11,10,5,6,9,7,3,6,2,4,3,6,7,3,8,8,5,3,2,3,3,2,2,0
2022-04-12 14:00:00,3,2,5,0,3,4,3,4,8,11,9,0,5,8,9,8,4,3,5,7,8,7,6,5,4,3,0,1,0,0,0
2022-04-12 15:00:00,1,3,4,5,9,11,9,11,12,13,16,0,14,7,14,8,9,1,0,6,0,0,7,3,9,7,2,1,0,0,0
2022-04-12 16:00:00,1,1,2,2,11,15,16,14,20,21,24,21,13,20,20,13,9,2,3,2,0,4,3,2,5,4,3,2,1,1,0
2022-04-12 17:00:00,3,4,5,7,15,17,19,20,22,20,18,0,14,8,13,10,6,1,3,4,0,6,9,4,10,8,7,3,0,2,0
2022-04-12 18:00:00,2,6,7,7,22,28,28,25,28,23,26,20,20,18,19,17,13,3,3,4,5,9,8,7,11,8,7,5,4,4,0
2022-04-12 19:00:00,3,4,6,5,29,35,34,31,29,26,29,28,22,10,21,18,10,1,1,2,2,6,7,8,16,13,6,3,1,3,0
2022-04-12 20:00:00,1,0,1,2,11,13,12,12,9,15,17,0,12,11,13,11,7,1,2,0,1,3,10,4,16,10,11,3,1,3,0
2022-04-12 21:00:00,4,5,6,3,16,22,23,21,21,20,17,16,10,9,9,7,4,1,0,1,2,5,1,6,14,13,5,3,0,5,0
2022-04-12 22:00:00,0,1,1,0,11,19,18,17,16,21,23,13,18,16,17,15,4,0,0,0,0,1,0,2,10,7,6,5,0,4,0
2022-04-12 23:00:00,0,0,0,0,7,10,0,9,5,8,12,11,9,7,8,0,5,1,0,0,1,0,1,1,5,3,1,2,1,2,0
2022-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 06:00:00,3,5,6,4,3,4,0,0,3,4,3,2,4,0,0,0,3,3,7,10,7,11,12,6,2,1,2,2,0,1,0
2022-04-13 07:00:00,6,13,15,13,8,11,14,17,21,20,8,5,3,6,5,4,3,8,13,19,31,41,36,9,2,1,3,11,7,0,0
2022-04-13 08:00:00,5,13,25,25,8,7,6,3,9,2,3,2,2,0,1,2,1,6,20,31,40,56,49,10,5,2,6,18,15,0,0
2022-04-13 09:00:00,5,10,14,15,5,5,6,5,6,7,8,6,6,5,3,2,1,3,7,9,16,18,30,9,4,3,3,8,4,0,0
2022-04-13 10:00:00,1,2,7,0,3,4,5,6,7,4,3,2,3,0,2,2,1,2,4,7,12,14,15,7,3,0,3,5,4,2,0
2022-04-13 11:00:00,3,4,6,7,5,4,5,5,8,9,8,6,5,4,4,3,2,2,4,3,5,8,10,6,5,4,1,3,0,2,0
2022-04-13 12:00:00,1,3,3,2,4,5,4,6,9,7,7,6,5,3,4,3,1,2,4,3,5,6,10,5,5,4,2,2,0,1,0
2022-04-13 13:00:00,3,4,3,0,8,9,6,9,11,10,10,8,9,8,8,7,3,3,4,6,8,9,6,6,7,3,6,4,2,1,0
2022-04-13 14:00:00,1,0,2,0,9,12,13,0,19,17,12,10,11,9,10,8,5,1,4,5,0,6,4,2,2,0,0,0,0,0,0
2022-04-13 15:00:00,2,4,4,1,8,9,8,11,15,16,16,13,12,11,11,9,6,1,3,5,7,8,7,3,8,7,6,3,2,0,0
2022-04-13 16:00:00,2,3,0,0,13,9,15,16,16,16,22,0,16,11,16,12,6,2,5,4,5,12,12,4,9,0,7,3,2,1,0
2022-04-13 17:00:00,2,2,4,3,12,16,12,16,20,19,15,0,12,11,13,8,5,2,5,4,0,6,8,8,9,0,3,3,1,1,0
2022-04-13 18:00:00,4,6,8,0,26,32,33,29,28,25,25,23,17,16,18,16,8,2,3,4,0,8,5,6,16,15,7,5,3,6,0
2022-04-13 19:00:00,2,5,0,4,22,26,27,27,30,27,26,24,21,14,21,15,8,0,1,2,3,3,4,3,9,7,4,3,1,2,0
2022-04-13 20:00:00,0,1,0,0,10,12,12,14,19,15,17,14,14,12,15,8,8,1,2,0,4,5,3,4,10,9,5,2,0,3,0
2022-04-13 21:00:00,1,3,4,3,11,17,14,15,16,17,13,15,14,13,13,5,6,0,0,0,1,2,2,0,11,0,4,2,1,2,0
2022-04-13 22:00:00,1,1,2,1,11,13,7,10,12,13,15,10,9,6,8,6,2,0,0,0,1,5,2,4,9,0,5,4,2,4,0
2022-04-13 23:00:00,0,0,0,0,11,17,0,18,8,17,19,6,12,9,11,6,9,1,3,1,2,4,3,5,7,5,4,1,0,1,0
2022-04-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 05:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 06:00:00,3,4,6,5,2,2,3,0,2,2,2,1,2,0,0,0,0,3,8,9,11,10,9,5,1,0,2,4,2,0,0
2022-04-14 07:00:00,6,10,15,13,5,1,6,7,6,4,5,0,2,1,0,0,1,6,13,21,28,32,37,10,3,0,3,10,9,2,0
2022-04-14 08:00:00,5,12,24,22,9,8,9,11,12,7,6,4,5,4,0,4,2,8,14,25,32,47,49,11,6,2,9,16,14,1,0
2022-04-14 09:00:00,4,9,16,17,5,6,4,5,3,2,3,2,2,0,4,3,1,5,9,12,15,24,32,6,2,1,3,5,0,1,0
2022-04-14 10:00:00,2,4,7,1,5,5,4,4,8,9,6,5,2,0,4,3,2,2,4,6,6,8,9,2,2,1,1,4,2,1,0
2022-04-14 11:00:00,3,3,5,3,4,3,5,3,6,3,6,0,4,3,3,0,2,1,4,6,4,8,9,5,4,3,2,3,2,1,0
2022-04-14 12:00:00,1,2,3,4,5,4,6,2,5,7,4,6,4,3,3,3,2,1,4,4,5,6,8,3,4,2,2,4,5,1,0
2022-04-14 13:00:00,1,0,2,0,5,6,0,9,9,7,10,8,7,0,7,6,6,2,4,4,5,5,7,9,7,6,1,3,4,1,0
2022-04-14 14:00:00,1,0,5,0,5,7,8,7,11,9,9,8,8,5,4,4,3,2,4,6,0,10,10,5,6,0,4,3,0,2,0
2022-04-14 15:00:00,2,3,3,0,11,15,6,14,20,18,16,0,13,12,14,12,9,2,4,5,5,4,7,4,4,3,2,3,2,2,0
2022-04-14 16:00:00,3,5,5,0,6,8,9,10,14,14,21,9,16,15,18,17,8,2,3,4,3,11,11,6,10,8,6,1,0,1,0
2022-04-14 17:00:00,5,1,3,6,17,17,17,16,18,16,16,15,13,11,13,7,6,2,2,3,3,4,5,5,9,8,4,3,1,1,0
2022-04-14 18:00:00,2,2,3,1,23,27,28,28,27,28,27,20,23,24,24,19,12,2,5,10,9,10,9,8,11,7,6,3,1,2,0
2022-04-14 19:00:00,3,1,5,6,20,24,20,23,23,21,25,24,17,15,18,13,6,1,2,0,1,5,6,5,10,9,7,8,5,2,0
2022-04-14 20:00:00,4,0,5,4,11,14,25,24,22,22,23,22,17,12,10,9,6,1,0,2,2,1,2,2,14,12,7,3,0,3,0
2022-04-14 21:00:00,1,0,2,3,13,15,14,11,12,14,15,12,12,11,11,10,7,3,5,6,7,7,8,8,12,11,7,5,2,5,0
2022-04-14 22:00:00,0,1,2,0,16,18,17,13,18,19,20,15,13,10,11,10,6,0,0,1,2,3,4,5,11,8,7,3,0,4,0
2022-04-14 23:00:00,0,0,0,0,10,13,0,10,9,0,11,10,9,4,8,5,4,1,0,1,2,3,0,3,11,10,7,1,0,0,0
2022-04-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 06:00:00,2,2,5,4,2,0,2,0,2,1,2,0,2,0,0,0,1,3,6,6,7,10,15,8,1,0,1,2,1,0,0
2022-04-15 07:00:00,6,8,13,13,5,6,9,5,7,5,7,6,5,1,4,2,3,6,16,30,28,36,36,7,4,2,3,12,10,1,0
2022-04-15 08:00:00,7,11,21,18,7,7,8,7,6,3,4,3,0,0,1,3,0,4,12,16,36,42,45,6,5,2,6,17,16,0,0
2022-04-15 09:00:00,3,7,12,14,5,6,7,5,6,5,5,3,3,0,6,4,1,6,15,12,15,17,22,11,6,0,5,6,5,1,0
2022-04-15 10:00:00,2,3,6,5,4,5,7,8,7,8,2,7,6,5,5,3,2,4,5,7,8,14,18,4,3,0,4,5,2,1,0
2022-04-15 11:00:00,2,1,3,2,5,0,4,5,5,6,8,4,4,1,4,1,2,1,3,4,5,9,7,4,1,0,2,2,1,0,0
2022-04-15 12:00:00,2,4,5,7,7,9,6,10,9,6,7,2,5,0,4,3,2,1,3,4,3,8,10,4,6,5,3,3,2,3,0
2022-04-15 13:00:00,4,5,3,0,6,8,9,7,8,10,13,4,12,9,8,7,4,3,4,7,8,7,6,6,7,3,6,5,3,3,0
2022-04-15 14:00:00,2,3,4,3,6,7,2,8,9,11,17,16,14,12,11,4,5,2,3,8,9,6,7,3,4,2,3,1,0,1,0
2022-04-15 15:00:00,2,3,5,2,8,13,0,12,14,15,19,18,12,10,13,8,9,1,3,9,2,10,9,4,5,0,3,2,0,1,0
2022-04-15 16:00:00,1,2,3,5,16,18,16,16,22,21,20,20,16,13,16,15,9,3,6,7,5,6,6,6,10,9,8,4,0,1,0
2022-04-15 17:00:00,3,5,4,6,12,15,15,13,21,22,20,19,18,12,17,16,13,1,3,3,4,7,8,4,9,8,8,5,6,6,0
2022-04-15 18:00:00,4,6,7,6,24,28,27,23,23,19,21,19,16,14,15,10,7,2,2,7,10,6,11,5,9,7,6,2,1,4,0
2022-04-15 19:00:00,2,3,4,1,20,23,22,21,19,19,24,23,17,16,19,14,4,3,2,3,5,6,6,3,10,9,6,3,1,3,0
2022-04-15 20:00:00,1,2,1,2,14,18,18,18,19,20,20,17,13,10,13,10,9,1,0,0,2,4,2,3,9,5,6,4,2,3,0
2022-04-15 21:00:00,0,0,0,1,14,18,17,18,17,18,18,17,13,11,18,16,10,1,0,1,0,0,3,3,9,8,2,0,0,0,0
2022-04-15 22:00:00,2,0,4,3,13,14,15,12,10,13,15,13,11,9,13,6,3,1,0,1,2,2,3,4,14,9,5,4,2,1,0
2022-04-15 23:00:00,0,0,0,0,15,20,18,19,18,0,19,16,15,12,9,6,3,0,0,0,0,4,5,0,5,3,3,0,0,1,0
2022-04-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
