Unnamed: 0,1_양천공영차고지,2_신정현대아파트,3_양천고등학교,4_정랑고개.양천벤처타운,5_신트리아파트,6_신트리사거리,7_계남초등학교,8_고척파크푸르지오아파트,9_고척시장,10_고척중학교,11_동양미래대학.구로성심병원,12_구일역.제일제당,13_신도림동.구로역,14_신도림역,15_문래동남성아파트,16_남부지방법원등기국.구로세무서(에이스하이테크시티),17_영등포역,18_신길역,19_신길역1호선,20_신길새마을금고,21_대방역,22_현대아파트,23_KT동작지사,24_동작구청정문,25_동작구청.노량진초등학교앞,26_장성교회,27_장승배기역,28_상도초등학교입구,29_성대시장,30_신대방삼거리,31_보라매병원입구,32_롯데백화점관악점,33_패션문화의거리입구,34_관악우체국.양지병원,35_KT&G관악지점,36_봉천역.관악초등학교,37_KT관악지점,38_관악구청,39_관악경찰서.관악소방서,40_서울여상.서울문영여중고앞,41_서울대학교치과병원.동물병원,42_서울대학교,43_신림중.삼성고.관악아트홀.도서관,44_서울산업정보학교.삼성교,45_신성초등학교,46_삼성동주민센터,47_미림고개,48_미림여고.미림여자정보과학고,49_신우초등학교,50_삼성산성지,51_산장아파트,52_삼성산주공아파트,53_산복터널.관악산휴먼시아2단지,54_벽산아파트1단지.호압사입구,55_벽산아파트5단지,56_경인교육대학교,57_벽산아파트5단지,58_벽산아파트1단지.호압사입구,59_산복터널.관악산휴먼시아2단지,60_삼성산주공아파트,61_산장아파트,62_삼성산성지,63_신우초등학교,64_미림여고.미림여자정보과학고,65_미림고개.고시촌입구,66_관악농협신림지점앞,67_대학동고시촌입구,68_서울산업정보학교.삼성교,69_관악산입구.관악아트홀.중앙도서관,70_서울대학교,71_서울대학교치과병원.동물병원,72_서울여상.서울문영여중고앞,73_관악구청,74_서울대입구역,75_봉천사거리,76_낙성대입구,77_행운동주민센터,78_서울대입구역5번출구,79_KT관악지점,80_봉천역.관악초등학교,81_KT&G관악지점,82_관악우체국(양지병원),83_패션문화의거리입구,84_보라매공원.보라매병원,85_보라매삼성아파트.모자원고개,86_신대방삼거리,87_성대시장,88_상도초등학교입구,89_청화병원,90_동작구청.노량진초등학교앞,91_노량진수산시장.CTS기독교TV,92_현대아파트.유한양행,93_대방역,94_신길새마을금고,95_신길역,96_영등포역,97_남부지방법원등기국.구로세무서(에이스하이테크시티),98_문래동남성아파트,99_신도림역,100_신도림동.구로역,101_구일역.중앙유통상가,102_동양미래대학.구로성심병원,103_고척중학교,104_고척시장,105_덕의초등학교,106_고척근린공원.고척도서관,107_세곡초등학교,108_개봉푸르지오아파트,109_신정학마을아파트,110_신정현대아파트.서부트럭터미널,111_양천공영차고지
2022-03-05 04:00:00,1,2,1,0,1,3,4,5,10,11,10,4,10,10,0,9,5,8,2,8,5,6,5,0,0,0,7,6,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,1,1,1,3,0,3,4,8,9,7,0,6,5,3,2,7,8,4,4,7,6,5,4,3,3,1,3,4,8,4,7,6,4,4,5,2,6,4,0,1,3,0,5,3,1,0,2,0,1,0,1,0,0,0,1,0,5,0,7,9,0,0,12,13,12,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,1,1,2,1,3,4,4,7,8,9,8,7,7,4,0,3,4,1,3,3,4,3,0,3,1,0,2,4,3,3,5,6,3,5,4,3,1,5,2,3,0,4,0,0,4,3,2,1,0,0,1,0,0,1,0,2,2,4,5,6,5,2,2,8,7,7,11,9,12,0,6,5,10,3,1,1,2,3,4,5,2,3,4,3,4,3,5,8,7,6,1,0,2,4,3,2,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 07:00:00,2,3,4,5,6,5,6,9,10,11,12,0,14,10,4,9,8,7,5,8,7,8,4,7,2,8,8,7,5,6,5,5,5,3,1,4,3,6,3,3,0,0,0,5,4,3,4,4,0,0,3,5,2,1,0,3,3,7,8,10,12,0,6,14,7,7,9,11,4,0,10,9,7,3,2,3,4,2,3,4,1,6,3,5,5,5,5,8,10,7,7,7,7,7,6,5,4,0,7,3,6,5,3,1,2,3,0,2,2,0,0
2022-03-05 08:00:00,1,2,3,4,8,9,10,12,16,18,18,15,15,9,8,8,6,4,5,8,8,6,7,9,10,11,10,13,14,11,10,11,8,11,11,7,4,7,6,3,6,5,1,7,8,6,4,3,3,2,4,5,4,1,2,2,6,7,8,12,15,0,18,22,24,25,24,27,26,24,25,24,21,7,3,3,5,6,6,7,6,11,15,11,9,8,11,11,12,9,8,9,8,9,7,6,5,4,7,5,2,3,3,5,5,2,3,2,0,0,0
2022-03-05 09:00:00,1,2,4,3,5,5,4,10,16,19,23,20,21,9,4,10,11,12,7,9,11,9,10,8,8,9,9,7,9,10,10,10,10,13,13,12,10,15,11,0,12,12,11,8,8,5,4,5,0,4,3,4,3,4,3,7,9,10,10,10,9,0,9,12,14,16,24,27,29,24,3,27,22,6,4,5,8,9,9,12,6,11,14,16,17,15,18,16,16,15,14,12,15,15,17,7,6,6,8,8,7,8,8,6,4,4,1,2,1,2,0
2022-03-05 10:00:00,1,2,2,4,4,7,6,12,17,20,20,17,19,11,10,8,9,9,7,8,10,11,8,17,20,6,10,10,13,11,8,9,12,11,11,10,9,12,11,4,8,6,6,5,6,6,7,3,1,0,2,6,7,6,4,4,5,9,11,12,14,6,10,17,17,23,24,26,28,31,0,23,24,9,5,4,7,7,10,8,8,11,12,14,15,11,18,20,21,16,15,14,15,13,12,6,5,3,14,15,4,14,12,10,9,6,7,2,1,0,0
2022-03-05 11:00:00,0,2,4,5,10,10,6,22,23,29,30,30,34,16,17,16,12,13,10,11,10,11,11,14,16,20,21,19,18,21,20,18,18,17,15,15,14,15,15,0,11,14,14,11,11,11,10,8,0,7,9,8,7,5,3,3,5,8,12,13,14,13,7,15,18,19,28,33,34,29,35,34,29,12,7,6,8,11,9,12,11,10,11,15,16,14,23,21,22,22,19,14,22,25,23,20,21,20,30,28,26,10,12,13,14,12,4,3,1,0,0
2022-03-05 12:00:00,1,7,8,12,8,11,12,15,17,23,24,23,25,12,10,12,13,16,17,18,17,17,7,14,12,15,13,16,13,15,13,14,13,14,20,16,15,25,23,10,22,8,22,21,16,12,10,9,0,8,6,10,7,3,3,2,7,10,12,12,13,12,13,13,15,19,28,38,41,42,44,44,37,14,12,11,13,11,9,12,12,9,12,14,17,14,17,18,23,25,24,25,14,26,25,8,9,7,11,16,14,27,20,19,13,11,5,5,3,1,0
2022-03-05 13:00:00,3,3,6,8,9,11,12,14,19,23,26,29,28,15,14,16,12,12,9,12,13,15,9,24,23,23,16,12,18,17,18,14,12,14,15,13,12,24,23,24,24,25,24,21,18,17,15,13,12,11,11,10,9,3,3,6,6,11,11,13,16,5,0,17,18,27,37,39,45,43,39,38,31,10,8,9,11,15,16,18,18,21,22,20,20,11,14,23,28,28,20,22,18,24,24,14,15,13,15,16,17,14,11,8,7,6,3,4,2,2,0
2022-03-05 14:00:00,1,1,2,2,5,6,7,9,17,18,19,18,17,9,9,9,12,12,10,11,12,12,11,19,19,20,19,19,22,25,25,28,20,19,17,16,13,14,12,9,10,7,8,9,12,12,9,9,9,7,9,9,8,6,4,5,3,13,16,20,23,0,26,27,25,27,25,28,34,33,32,31,23,10,9,9,4,12,12,14,15,15,24,23,14,16,17,18,19,11,23,23,23,26,22,11,10,10,25,26,25,20,20,13,14,11,6,4,3,1,0
2022-03-05 15:00:00,2,3,4,3,5,8,7,9,14,17,14,14,15,14,13,10,16,14,13,14,11,12,13,16,14,21,17,18,18,26,24,15,15,14,13,13,13,24,23,14,24,23,20,13,12,10,7,10,3,7,8,8,7,6,5,7,8,10,6,13,14,3,12,15,16,18,23,34,39,36,38,36,32,9,8,8,8,11,10,12,13,12,19,21,21,16,19,22,26,27,24,24,27,29,26,13,14,8,24,25,24,25,21,24,14,12,7,5,2,1,0
2022-03-05 16:00:00,1,1,0,3,4,6,8,18,18,24,25,14,24,14,12,14,21,22,19,21,22,18,18,29,26,25,24,17,16,17,17,16,15,12,15,16,13,32,33,13,0,33,32,21,18,14,13,11,0,10,11,7,6,5,3,6,6,12,14,15,8,0,7,14,13,14,24,33,37,42,43,41,26,9,7,8,10,11,12,14,14,12,18,18,19,23,26,29,31,21,25,26,25,24,26,18,20,17,35,34,33,31,23,18,14,10,9,6,4,3,0
2022-03-05 17:00:00,2,5,3,6,7,11,10,16,15,20,24,22,20,11,15,15,21,21,24,19,23,24,26,30,29,28,26,24,14,21,18,18,11,9,11,11,11,23,24,0,21,26,25,22,23,20,19,18,13,0,15,13,15,9,8,5,8,15,16,4,9,0,10,8,14,14,18,21,27,27,28,27,26,7,7,5,5,7,9,10,12,12,19,15,11,9,17,17,20,12,15,14,15,17,18,22,21,17,37,33,32,29,26,19,14,12,8,4,1,0,0
2022-03-05 18:00:00,1,3,2,2,3,3,4,6,7,7,10,0,10,8,9,7,21,19,18,16,17,15,15,18,17,17,17,13,12,11,11,11,11,12,10,12,11,30,27,20,0,30,26,21,18,21,19,17,0,16,15,13,12,3,3,10,9,11,9,19,20,0,5,23,20,23,28,36,35,33,10,15,24,11,9,8,6,10,11,9,11,13,14,13,11,12,14,15,16,15,22,18,15,19,18,24,10,24,38,36,38,35,27,24,21,16,10,8,5,2,0
2022-03-05 19:00:00,1,1,2,0,3,2,2,4,7,3,11,9,6,6,5,7,19,18,16,17,16,15,18,19,17,17,16,14,13,13,9,7,7,9,10,14,13,31,30,0,31,15,30,25,23,21,20,16,0,12,12,11,6,8,3,5,2,5,4,4,5,0,4,6,3,7,7,8,9,6,10,2,12,6,5,5,4,4,9,9,7,10,18,14,9,8,8,7,13,12,13,12,11,11,11,14,0,10,20,18,17,22,22,18,15,14,8,5,3,1,0
2022-03-05 20:00:00,0,2,4,1,5,7,6,6,5,2,8,2,7,10,4,6,26,24,22,22,22,21,18,22,24,23,21,17,13,13,11,12,12,11,5,8,7,19,17,0,0,9,14,14,8,7,8,0,0,6,5,4,3,2,1,4,1,6,5,4,3,0,3,4,3,5,9,12,13,11,0,10,8,4,3,4,4,8,5,9,10,11,13,10,7,9,10,9,11,12,13,14,11,8,12,21,24,22,28,14,26,12,11,8,13,9,5,6,5,0,0
2022-03-05 21:00:00,1,0,0,0,4,1,0,3,2,4,4,4,5,7,7,8,19,18,16,18,18,16,16,31,31,30,25,23,17,18,17,15,14,12,6,10,10,28,21,0,0,27,27,21,22,20,19,16,0,15,13,14,12,3,1,6,6,2,5,4,5,0,0,3,4,6,6,6,0,5,2,3,5,3,2,3,3,7,4,8,6,8,13,12,10,8,5,7,6,3,11,10,10,7,7,17,8,18,32,23,30,32,27,19,12,10,6,5,3,2,0
2022-03-05 22:00:00,0,0,2,0,2,4,0,0,2,0,0,1,7,6,7,8,14,15,18,16,12,13,12,16,15,10,14,12,11,10,9,7,5,4,5,9,9,21,18,0,9,22,15,20,20,16,18,17,5,8,14,13,11,6,2,3,5,0,4,0,0,0,0,1,1,4,11,12,7,18,5,17,9,4,5,6,2,16,18,20,16,16,17,16,15,9,7,5,7,8,9,5,5,7,11,16,17,16,28,23,22,22,20,14,11,10,5,2,0,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,0,6,7,24,19,0,0,0,23,18,15,17,14,11,11,0,10,9,8,5,1,2,1,3,4,0,0,0,2,2,1,3,5,6,0,0,0,4,4,3,3,0,7,14,16,14,14,16,18,15,14,11,6,5,6,7,6,1,6,4,2,6,8,6,26,16,24,22,18,16,14,11,7,5,2,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,1,0,2,2,0,2,2,4,0,1,0,0,2,3,0,2,3,0,2,0,2,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,1,1,3,1,3,0,0,4,5,5,4,2,5,3,0,1,3,3,1,3,0,4,3,1,1,1,2,0,2,3,4,6,3,2,5,3,3,4,0,0,2,0,3,5,4,3,2,1,0,2,0,0,3,0,2,0,0,1,0,1,3,0,0,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,1,0,1,2,3,0,0,4,6,7,9,6,6,3,0,2,2,1,1,0,1,3,0,1,0,4,1,5,3,2,4,4,3,3,3,2,2,4,3,0,0,3,3,2,3,2,3,2,0,1,1,2,0,1,0,1,2,3,3,5,5,0,6,6,6,6,7,7,7,6,0,0,3,3,2,2,0,0,3,2,1,3,3,3,1,0,3,4,3,2,2,0,0,3,4,2,2,1,2,0,0,2,1,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,0,3,0,0,0,4,2,5,6,8,9,0,8,4,0,4,2,2,1,2,2,4,1,0,2,3,3,6,5,7,5,5,4,4,1,0,3,7,5,0,2,4,0,2,0,6,5,5,0,0,0,6,4,3,1,2,2,6,2,0,7,0,0,10,9,9,10,11,10,0,0,0,9,6,2,1,1,1,1,2,0,1,3,2,3,2,4,5,5,6,3,2,3,4,5,2,2,0,4,3,4,4,3,2,2,2,0,0,0,0,0
2022-03-06 08:00:00,2,3,4,3,7,8,9,8,13,15,14,6,14,8,6,6,5,4,5,7,8,6,1,6,4,4,6,5,6,6,8,6,5,5,4,7,8,13,13,12,10,9,7,8,7,6,7,6,5,4,1,3,0,3,4,3,5,8,0,8,9,0,10,14,15,19,25,26,13,12,0,10,19,3,1,3,4,5,7,7,4,7,8,7,7,7,9,11,12,11,7,9,8,9,8,3,3,2,2,3,0,4,3,0,3,3,2,2,1,0,0
2022-03-06 09:00:00,2,3,6,5,5,5,6,9,20,23,24,14,13,10,6,8,7,8,8,6,6,7,8,10,9,4,9,10,11,12,15,14,13,10,11,13,11,20,23,22,19,14,4,14,13,12,4,5,3,0,4,3,3,1,0,2,0,6,7,8,9,0,12,13,7,16,15,18,21,19,0,17,12,6,1,0,3,4,3,5,4,6,8,14,14,11,15,21,20,19,18,18,17,17,18,6,4,2,8,8,9,8,6,5,4,4,4,1,3,0,0
2022-03-06 10:00:00,1,2,2,5,7,9,7,14,17,17,17,9,21,7,8,8,10,10,9,7,7,8,5,10,9,7,8,9,12,12,11,15,9,8,11,10,10,9,8,6,5,9,8,7,4,4,11,10,0,6,9,12,6,9,5,3,5,17,6,20,19,0,20,23,21,24,25,26,16,25,0,23,17,5,4,4,4,6,0,8,7,8,11,11,14,12,8,8,16,12,12,13,12,13,14,6,8,3,13,10,10,9,9,9,6,7,5,4,3,1,0
2022-03-06 11:00:00,2,2,4,3,6,4,7,9,12,14,20,0,24,9,0,7,6,6,5,6,5,7,9,10,6,7,11,11,10,11,4,13,12,12,10,7,6,8,5,0,7,4,3,2,3,1,1,7,2,5,2,3,4,2,1,4,6,9,10,9,12,15,12,9,16,16,17,19,19,14,0,16,17,12,6,4,8,9,3,8,11,11,11,12,13,12,12,12,14,9,12,13,14,15,17,7,6,5,6,6,1,6,4,6,6,6,6,4,3,2,0
2022-03-06 12:00:00,2,3,4,8,11,7,10,13,21,25,25,24,21,13,10,11,10,6,9,11,5,5,6,8,10,6,10,9,9,9,10,12,12,8,8,11,9,17,17,0,6,15,14,16,14,12,5,9,7,8,5,8,6,6,0,2,4,9,12,13,11,12,10,16,16,18,21,25,30,35,34,33,27,7,5,6,6,8,11,15,9,14,19,20,17,17,23,22,25,25,25,16,26,25,22,17,15,14,16,15,3,19,16,14,10,11,5,4,2,0,0
2022-03-06 13:00:00,1,4,4,0,5,6,8,12,16,10,18,17,15,7,6,8,13,12,11,10,11,13,12,13,11,12,11,13,12,16,15,14,12,11,12,12,7,14,16,15,8,7,16,14,12,10,7,6,0,4,7,8,3,5,3,9,7,14,9,8,9,10,10,13,17,15,23,26,36,29,28,27,29,13,9,12,13,15,13,15,14,14,16,13,14,14,20,21,23,22,21,24,23,28,27,14,12,11,11,12,7,13,11,12,10,10,6,5,3,2,0
2022-03-06 14:00:00,0,1,2,3,6,8,7,14,21,26,29,14,24,15,15,16,15,16,15,14,12,11,10,11,3,13,12,11,9,12,11,13,11,12,12,10,9,15,14,0,13,13,14,13,11,11,13,11,0,10,10,10,9,6,5,6,9,14,15,16,17,0,15,19,21,22,23,24,28,26,28,26,21,7,6,5,6,5,4,8,9,10,13,14,12,12,16,17,19,17,19,19,20,24,27,20,18,17,22,22,14,21,21,7,6,8,5,3,1,0,0
2022-03-06 15:00:00,1,3,3,5,7,6,7,9,11,16,22,24,22,11,15,14,20,19,18,16,18,18,18,20,18,18,18,17,16,18,17,18,15,12,12,11,12,18,19,18,17,14,14,15,11,11,0,10,0,0,9,8,7,5,4,12,3,15,18,18,19,16,14,21,22,25,28,31,39,43,42,35,33,13,10,9,10,15,18,22,22,21,20,19,19,15,14,14,21,19,19,21,20,26,26,15,11,13,22,25,21,22,21,17,16,13,7,4,3,1,0
2022-03-06 16:00:00,2,2,3,5,6,7,6,10,10,12,14,16,15,8,0,4,16,15,13,15,16,17,18,20,17,17,16,15,16,15,15,14,10,10,11,9,9,21,15,16,14,15,18,13,15,12,11,11,4,9,9,5,4,6,4,8,7,11,7,9,8,0,10,7,11,16,22,26,32,36,34,35,29,14,10,7,6,8,7,6,7,8,11,10,9,12,14,15,16,17,15,13,15,18,17,13,12,13,19,18,16,20,16,15,8,6,4,2,0,2,0
2022-03-06 17:00:00,2,2,3,7,5,8,7,8,10,14,16,15,16,10,11,10,20,17,19,20,19,19,18,22,19,19,19,15,12,13,11,8,7,8,9,11,9,22,16,0,16,23,23,15,14,12,10,9,8,10,9,6,7,3,5,7,6,10,11,10,11,0,10,12,11,23,30,23,36,37,25,36,24,9,7,7,6,10,12,12,13,13,14,13,12,11,9,11,14,16,15,15,15,13,15,19,7,17,30,29,27,25,23,18,13,11,7,4,1,1,0
2022-03-06 18:00:00,1,0,2,0,3,4,2,4,10,11,14,0,14,9,12,9,24,21,24,21,20,21,22,20,20,21,21,17,21,20,15,12,9,10,5,9,10,22,23,22,20,17,18,16,11,13,12,10,0,0,7,7,6,4,3,6,4,10,2,2,0,3,0,8,6,15,21,25,24,27,19,18,18,6,4,3,5,7,6,7,8,8,14,11,12,9,11,12,13,11,16,13,12,11,13,20,19,18,27,27,28,27,23,19,13,9,7,5,4,2,0
2022-03-06 19:00:00,1,1,2,2,3,5,2,7,8,11,13,6,10,9,14,12,15,14,14,12,13,12,10,23,22,22,19,15,8,9,10,8,9,11,9,6,11,26,25,25,0,23,22,18,16,14,11,11,0,8,8,6,5,1,0,3,1,2,2,4,0,0,8,6,4,5,7,8,10,9,4,6,8,8,7,4,5,10,10,13,13,10,19,16,13,11,7,8,9,8,8,7,10,9,10,16,17,16,34,33,27,29,26,18,14,11,7,5,2,0,0
2022-03-06 20:00:00,0,1,2,0,0,2,3,6,5,3,6,0,3,4,8,8,18,13,11,17,10,11,18,13,11,9,11,10,9,11,11,9,9,8,5,4,7,17,18,0,20,14,14,15,13,12,12,11,0,0,10,7,6,3,2,2,0,9,0,6,0,5,6,5,4,7,10,12,11,12,7,11,11,5,3,6,5,8,13,12,11,14,15,12,9,8,9,8,4,4,9,9,7,6,5,17,18,0,28,26,25,24,18,14,9,8,4,3,2,1,0
2022-03-06 21:00:00,1,0,0,0,0,3,0,4,6,3,6,0,6,4,0,8,12,0,13,13,14,13,10,22,14,21,17,16,15,12,13,11,8,7,5,6,7,24,14,0,15,17,19,15,14,14,11,13,0,12,11,10,5,6,5,4,3,3,2,2,0,0,0,2,0,3,7,11,2,12,0,2,8,5,4,5,3,8,10,11,13,12,17,12,11,7,4,7,9,9,9,8,6,7,5,17,12,19,32,26,23,31,25,19,16,14,10,6,3,1,0
2022-03-06 22:00:00,0,0,0,1,0,3,0,1,3,1,4,5,5,6,3,4,20,19,17,16,15,14,13,17,17,18,17,15,17,13,7,9,12,12,8,13,14,21,19,18,0,17,18,14,11,10,9,7,6,3,2,6,6,1,1,1,0,3,2,1,0,0,0,0,1,3,7,2,8,7,0,6,4,2,1,5,7,8,9,9,8,5,12,10,7,6,4,6,7,0,7,6,5,6,7,12,14,15,24,23,19,24,22,20,14,9,5,2,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,5,17,16,0,0,17,0,14,10,13,3,9,0,8,3,7,6,2,0,1,0,2,0,0,0,0,1,0,0,2,3,4,0,2,0,0,1,4,3,4,7,10,11,12,6,14,13,9,8,7,6,6,4,5,5,0,4,3,4,7,8,8,20,19,16,17,13,10,9,7,3,3,1,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,2,2,5,1,6,5,6,9,16,16,18,17,11,16,14,12,11,9,9,7,0,4,2,4,5,3,5,0,8,12,14,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,2,3,3,4,6,5,8,13,16,10,14,13,10,1,11,10,11,0,11,3,8,6,5,3,4,3,1,7,9,8,8,13,10,6,8,7,7,7,0,6,3,0,4,4,1,4,3,0,0,2,0,1,2,0,1,2,3,0,5,0,0,0,11,14,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,1,2,3,4,7,8,7,16,20,21,21,22,18,8,6,7,6,6,8,7,6,5,4,6,5,6,7,8,11,10,9,9,5,4,2,4,5,10,9,4,6,3,2,5,7,6,7,6,0,5,7,7,6,5,2,3,5,10,12,14,16,17,0,22,16,25,26,16,17,16,16,14,16,4,1,1,2,3,1,5,6,5,5,6,7,7,7,11,12,9,11,12,11,12,13,10,7,8,8,0,4,6,0,0,0,0,0,0,0,0,0
2022-03-07 07:00:00,1,8,9,13,18,18,18,34,45,50,44,49,51,24,22,17,16,14,13,12,11,12,15,12,10,9,7,11,13,16,21,20,19,22,23,23,24,28,26,16,14,15,14,17,16,14,12,11,0,0,9,7,8,5,6,5,10,21,25,29,34,29,35,43,44,45,52,60,53,50,59,49,46,7,3,3,7,7,9,13,13,17,12,17,20,17,22,28,30,30,20,21,21,19,21,9,8,7,16,17,13,11,12,7,5,5,5,5,4,3,0
2022-03-07 08:00:00,1,6,10,12,15,20,20,36,47,48,49,48,42,25,22,18,16,17,16,20,17,15,15,20,15,17,19,18,24,32,35,34,20,22,25,28,25,25,26,24,24,22,18,13,10,8,7,7,6,5,7,7,7,6,5,13,15,30,34,41,44,0,43,46,44,49,52,57,58,53,52,47,38,8,4,4,7,10,17,19,18,21,29,24,21,23,29,36,42,37,29,30,29,32,39,31,17,16,19,18,15,14,11,9,5,6,7,7,4,3,0
