Unnamed: 0,1_양천공영차고지,2_신정현대아파트,3_양천고등학교,4_정랑고개.양천벤처타운,5_신트리아파트,6_신트리사거리,7_계남초등학교,8_고척파크푸르지오아파트,9_고척시장,10_고척중학교,11_동양미래대학.구로성심병원,12_구일역.제일제당,13_신도림동.구로역,14_신도림역,15_문래동남성아파트,16_남부지방법원등기국.구로세무서(에이스하이테크시티),17_영등포역,18_신길역,19_신길역1호선,20_신길새마을금고,21_대방역,22_현대아파트,23_KT동작지사,24_동작구청정문,25_동작구청.노량진초등학교앞,26_장성교회,27_장승배기역,28_상도초등학교입구,29_성대시장,30_신대방삼거리,31_보라매병원입구,32_롯데백화점관악점,33_패션문화의거리입구,34_관악우체국.양지병원,35_KT&G관악지점,36_봉천역.관악초등학교,37_KT관악지점,38_관악구청,39_관악경찰서.관악소방서,40_서울여상.서울문영여중고앞,41_서울대학교치과병원.동물병원,42_서울대학교,43_신림중.삼성고.관악아트홀.도서관,44_서울산업정보학교.삼성교,45_신성초등학교,46_삼성동주민센터,47_미림고개,48_미림여고.미림여자정보과학고,49_신우초등학교,50_삼성산성지,51_산장아파트,52_삼성산주공아파트,53_산복터널.관악산휴먼시아2단지,54_벽산아파트1단지.호압사입구,55_벽산아파트5단지,56_경인교육대학교,57_벽산아파트5단지,58_벽산아파트1단지.호압사입구,59_산복터널.관악산휴먼시아2단지,60_삼성산주공아파트,61_산장아파트,62_삼성산성지,63_신우초등학교,64_미림여고.미림여자정보과학고,65_미림고개.고시촌입구,66_관악농협신림지점앞,67_대학동고시촌입구,68_서울산업정보학교.삼성교,69_관악산입구.관악아트홀.중앙도서관,70_서울대학교,71_서울대학교치과병원.동물병원,72_서울여상.서울문영여중고앞,73_관악구청,74_서울대입구역,75_봉천사거리,76_낙성대입구,77_행운동주민센터,78_서울대입구역5번출구,79_KT관악지점,80_봉천역.관악초등학교,81_KT&G관악지점,82_관악우체국(양지병원),83_패션문화의거리입구,84_보라매공원.보라매병원,85_보라매삼성아파트.모자원고개,86_신대방삼거리,87_성대시장,88_상도초등학교입구,89_청화병원,90_동작구청.노량진초등학교앞,91_노량진수산시장.CTS기독교TV,92_현대아파트.유한양행,93_대방역,94_신길새마을금고,95_신길역,96_영등포역,97_남부지방법원등기국.구로세무서(에이스하이테크시티),98_문래동남성아파트,99_신도림역,100_신도림동.구로역,101_구일역.중앙유통상가,102_동양미래대학.구로성심병원,103_고척중학교,104_고척시장,105_덕의초등학교,106_고척근린공원.고척도서관,107_세곡초등학교,108_개봉푸르지오아파트,109_신정학마을아파트,110_신정현대아파트.서부트럭터미널,111_양천공영차고지
2022-03-14 19:00:00,1,5,4,3,4,4,5,6,6,6,5,7,8,9,11,11,14,11,11,11,12,12,11,22,23,20,18,15,12,16,15,11,10,9,8,20,22,53,53,54,55,55,52,47,45,45,44,43,0,40,36,33,22,10,5,10,10,20,19,15,14,0,3,12,10,12,14,9,3,24,16,22,14,5,2,2,9,10,10,14,16,15,19,17,12,10,13,15,17,16,17,16,14,14,15,14,19,20,54,55,52,51,39,26,17,13,9,7,3,1,0
2022-03-14 20:00:00,1,0,2,1,4,4,3,4,2,5,4,1,6,4,4,6,17,18,7,19,0,22,0,24,25,13,25,20,14,12,9,6,6,4,6,6,9,27,28,0,23,20,26,23,23,21,19,18,8,16,13,12,10,4,3,11,0,14,13,11,0,0,1,4,10,6,9,12,8,9,15,11,8,5,2,2,4,7,6,6,4,6,10,11,7,5,6,5,7,7,11,10,11,7,10,13,15,11,38,34,31,34,26,18,13,11,8,6,4,2,0
2022-03-14 21:00:00,0,1,1,2,5,3,4,4,3,3,4,3,6,5,6,9,11,12,7,11,9,6,10,20,20,19,16,14,10,9,5,8,5,6,6,6,7,21,0,29,12,20,28,19,23,24,21,17,19,18,16,14,13,3,1,1,1,3,0,2,0,0,0,1,4,5,7,5,4,7,6,5,11,6,3,5,5,9,11,14,9,10,20,19,8,16,11,8,12,11,8,7,6,5,6,11,9,0,20,21,20,21,20,12,8,6,4,5,2,0,0
2022-03-14 22:00:00,1,0,0,2,0,2,1,0,0,0,4,0,2,1,0,4,9,11,10,10,7,10,11,23,23,26,24,24,21,21,16,14,13,10,9,8,9,25,23,13,0,23,22,19,21,21,19,22,23,22,17,14,13,10,7,3,1,4,1,0,0,0,0,2,2,5,7,10,11,7,7,9,7,5,1,5,6,19,12,9,20,19,24,16,13,10,7,8,7,0,13,12,7,10,14,15,15,13,33,31,28,25,20,16,11,8,6,3,2,1,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,16,0,0,0,16,15,9,10,7,6,6,5,5,1,4,3,1,0,1,0,4,3,4,2,0,1,0,3,6,6,9,0,8,11,5,10,10,7,8,8,11,12,11,12,10,13,8,10,7,5,7,4,7,10,6,9,6,5,6,7,0,15,22,12,23,19,13,9,8,4,3,1,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,2,1,3,0,4,6,4,9,16,17,16,16,13,10,10,11,11,10,5,8,7,4,2,3,4,0,4,0,10,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,1,2,4,5,5,6,3,8,13,14,15,11,13,9,3,10,10,7,0,9,5,7,3,3,3,4,3,3,4,7,8,18,15,10,4,9,7,5,5,0,3,3,0,1,4,2,0,1,0,0,0,2,0,2,1,1,1,4,0,7,0,0,0,10,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,1,6,2,9,12,4,6,14,22,23,27,24,24,9,8,7,1,1,3,4,3,3,4,6,5,7,6,5,6,6,7,8,6,6,7,5,6,10,4,3,0,0,1,3,5,5,6,1,0,0,0,7,6,6,0,5,6,12,11,13,14,0,8,16,18,19,24,29,30,27,25,24,18,9,2,3,3,4,3,7,1,2,2,5,2,3,7,7,9,8,7,6,5,5,7,5,7,6,3,2,4,0,0,0,0,0,0,0,0,0,0
2022-03-15 07:00:00,1,4,10,13,16,20,18,33,51,52,52,53,59,19,19,16,15,15,13,11,11,12,8,7,8,7,8,5,10,15,17,17,16,16,18,17,17,29,30,16,13,12,16,17,16,17,19,10,4,0,9,16,18,15,16,5,11,19,23,25,28,0,30,33,35,38,41,48,40,39,40,38,32,8,5,3,6,8,9,11,13,8,18,15,17,15,25,29,20,18,18,19,17,17,16,27,11,9,11,11,10,11,11,8,9,8,2,7,5,6,0
2022-03-15 08:00:00,2,5,12,14,20,21,21,39,45,44,44,46,42,33,24,18,16,16,16,17,17,17,18,22,21,22,26,29,23,23,26,24,20,22,22,21,20,34,31,22,16,14,11,10,10,9,8,6,2,0,0,8,5,8,7,11,15,26,29,33,36,35,30,36,38,44,49,53,56,54,52,50,37,8,5,4,7,7,12,14,11,19,33,35,36,29,36,43,46,42,35,30,32,29,33,35,12,10,24,23,12,10,9,9,6,7,6,5,3,2,0
2022-03-15 09:00:00,1,2,7,9,14,15,9,17,20,22,24,23,21,18,17,16,14,12,11,11,10,10,9,7,8,9,9,8,16,16,12,16,15,18,18,12,8,13,15,13,9,5,4,7,6,4,5,8,4,4,10,5,3,9,1,8,8,13,14,14,15,3,16,19,20,21,23,36,36,36,35,32,26,8,3,4,7,5,8,9,7,10,11,8,11,10,14,15,18,17,19,15,14,14,13,7,7,5,8,10,11,13,8,8,3,6,4,3,1,0,0
2022-03-15 10:00:00,2,2,3,2,6,7,3,8,10,12,13,12,13,8,6,8,8,7,8,6,9,8,7,11,9,10,9,9,10,11,9,15,14,14,11,8,8,11,9,8,7,5,6,6,8,4,7,5,4,3,1,4,3,2,4,3,2,11,9,13,15,0,13,15,18,17,19,22,23,18,18,17,15,8,3,4,7,8,5,8,7,7,9,7,8,12,7,13,14,12,12,12,13,11,13,9,12,10,13,10,12,9,8,8,7,5,4,3,2,0,0
2022-03-15 11:00:00,1,7,5,4,10,11,12,12,16,19,19,20,18,7,8,8,6,4,4,6,5,4,5,7,8,11,8,7,6,6,7,8,10,10,11,9,8,11,9,10,8,8,9,9,11,10,9,8,3,8,7,6,5,5,7,4,5,8,8,10,11,6,11,12,13,10,15,19,17,16,18,19,18,6,4,3,4,5,5,5,6,5,8,9,8,9,10,10,11,7,10,10,10,9,9,7,6,6,5,5,5,7,6,7,7,3,2,3,2,0,0
2022-03-15 12:00:00,1,3,6,9,10,6,10,17,18,18,23,21,20,9,8,8,9,9,8,7,5,6,7,9,8,9,8,7,6,6,6,11,15,16,14,12,9,10,12,11,9,8,8,7,9,9,8,7,7,5,8,5,4,4,3,5,3,9,13,12,7,8,0,13,10,11,12,11,14,13,14,14,17,7,4,5,6,8,8,8,10,10,13,12,10,10,12,11,13,12,10,9,9,7,7,9,2,6,14,8,14,15,15,13,12,11,7,3,2,0,0
2022-03-15 13:00:00,1,3,2,4,6,6,7,10,11,12,13,10,11,9,8,7,9,8,7,8,14,15,14,20,19,20,7,20,18,14,11,10,10,10,7,6,6,12,13,12,11,7,9,8,10,9,10,11,5,1,9,8,7,3,0,4,5,8,10,10,13,0,11,14,13,15,24,18,22,21,19,18,14,7,5,4,2,6,9,7,5,6,8,12,10,8,9,10,10,10,12,12,10,10,10,10,11,9,15,14,16,14,12,9,6,6,7,6,4,0,0
2022-03-15 14:00:00,3,2,3,2,7,9,3,11,10,9,10,11,10,10,7,11,17,20,19,21,19,16,17,21,19,21,23,18,13,12,10,11,9,13,10,11,7,14,15,9,14,0,12,16,16,15,14,13,14,13,13,11,6,5,2,3,3,5,8,7,9,5,7,9,10,13,14,17,21,18,22,19,14,7,3,6,5,6,6,8,9,11,13,10,8,9,11,12,14,14,14,15,10,17,16,9,10,7,18,11,9,12,10,8,8,7,7,6,2,0,0
2022-03-15 15:00:00,1,6,5,5,7,8,7,7,10,12,12,17,13,9,10,9,14,16,15,14,12,11,12,13,13,15,16,12,10,9,12,15,14,14,13,12,12,19,19,19,17,19,19,14,16,11,10,9,7,5,6,9,9,4,3,13,14,16,14,14,7,14,15,16,15,14,20,27,33,32,29,22,13,6,4,6,6,10,11,14,13,13,14,13,15,11,11,9,11,11,13,12,13,15,18,16,18,11,27,28,28,28,20,18,14,11,7,5,3,2,0
2022-03-15 16:00:00,4,6,23,23,12,22,15,9,8,12,9,14,13,13,8,7,12,9,13,14,14,13,14,17,18,17,13,13,14,15,10,15,11,12,12,13,13,27,27,28,16,30,32,27,26,22,18,15,9,8,8,15,14,5,4,8,9,17,16,13,14,0,12,18,18,20,26,28,28,27,28,35,32,15,10,10,14,19,20,21,21,23,22,12,14,14,12,14,15,15,16,16,17,17,17,11,13,16,28,24,26,25,20,19,13,13,10,8,5,1,0
2022-03-15 17:00:00,3,4,7,10,13,14,7,16,18,19,23,24,25,14,9,13,21,21,22,21,19,20,18,23,22,23,22,15,12,11,10,10,11,13,12,18,18,38,38,37,39,41,37,33,30,22,20,20,21,16,19,15,13,7,3,15,16,17,15,14,14,12,5,13,14,18,24,29,30,38,41,38,33,16,9,8,11,15,14,16,15,13,18,18,18,9,12,13,14,14,14,16,20,18,17,18,24,23,27,28,29,34,31,18,12,11,9,8,6,1,0
2022-03-15 18:00:00,1,4,3,9,14,13,12,12,11,11,12,16,17,17,19,33,35,31,31,30,28,24,28,36,37,36,30,25,17,21,20,22,20,16,15,23,19,41,42,37,28,41,39,37,34,30,30,29,20,28,27,22,13,8,6,15,15,21,20,16,17,16,2,15,15,20,22,22,23,34,36,37,29,15,8,11,14,17,20,26,28,27,28,27,28,27,19,19,21,20,24,26,23,21,21,29,30,30,55,48,49,53,55,35,27,15,12,7,4,4,0
2022-03-15 19:00:00,1,3,3,3,3,4,3,4,5,7,9,8,14,11,14,19,26,25,23,25,24,25,18,28,30,28,21,19,13,17,13,12,8,10,13,16,17,47,47,47,0,46,41,38,42,39,37,35,29,34,33,26,20,9,2,6,14,13,11,4,12,0,11,11,10,10,11,13,15,27,30,29,21,11,9,6,7,10,11,14,13,11,30,23,19,10,10,10,13,14,19,12,20,16,18,14,16,19,53,56,57,58,47,33,27,24,15,10,3,1,0
2022-03-15 20:00:00,1,2,4,2,3,5,4,5,5,6,12,13,12,12,3,10,23,22,9,21,20,9,20,24,23,21,19,18,13,12,8,9,10,8,4,7,12,28,27,22,21,0,25,19,20,22,10,21,0,8,17,17,11,6,4,3,4,8,8,2,4,0,3,4,9,7,9,10,10,18,17,8,11,6,4,3,5,10,8,11,12,11,17,16,12,9,8,9,10,10,12,11,13,9,8,11,13,15,34,30,31,29,23,18,15,11,10,8,3,1,0
2022-03-15 21:00:00,0,1,0,0,1,3,2,1,2,1,3,0,2,2,3,10,14,12,8,11,11,11,9,14,15,15,12,8,9,7,6,6,7,9,7,9,12,27,28,10,0,26,24,21,20,20,16,18,0,10,13,13,11,8,1,8,1,9,6,6,4,7,0,8,6,6,11,13,11,15,14,14,10,5,5,4,6,8,10,11,12,10,12,10,6,9,9,10,12,3,12,10,11,12,14,13,14,15,37,35,34,34,28,20,14,13,10,6,3,1,0
2022-03-15 22:00:00,0,0,0,0,0,1,0,1,0,0,1,1,2,1,2,4,10,9,11,10,8,11,13,17,20,18,19,18,17,14,11,6,6,10,9,11,11,30,21,17,0,20,27,25,23,19,17,15,0,13,12,11,10,5,4,3,3,6,5,4,0,0,0,3,8,10,11,13,0,15,17,14,11,12,6,5,7,14,12,18,14,13,18,15,8,8,5,4,5,0,11,12,12,11,12,14,13,14,31,25,27,27,23,18,10,8,6,3,2,0,0
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,2,3,17,16,0,0,10,18,16,14,11,9,6,0,0,8,4,6,5,3,4,0,3,2,0,0,0,0,1,0,2,6,7,5,4,4,2,5,2,2,0,3,12,10,12,11,12,18,15,10,6,8,7,1,5,6,0,5,4,4,11,12,0,21,17,17,18,17,14,11,10,3,2,2,1,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,2,0,5,1,6,5,4,10,22,22,21,21,11,21,18,17,14,12,11,10,5,5,4,3,5,0,0,9,16,18,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,1,3,2,5,4,5,1,7,9,9,10,9,7,11,10,6,4,5,3,11,8,5,3,5,0,4,2,3,5,7,10,8,6,17,17,16,10,8,8,0,7,5,0,3,2,4,3,6,0,2,1,7,0,6,0,0,2,3,5,0,7,0,0,11,11,0,0,0,12,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,1,2,3,7,9,7,10,16,20,24,24,23,19,7,6,6,6,5,4,5,3,3,3,6,1,5,9,2,10,11,11,10,7,5,4,3,3,4,3,3,1,0,0,3,4,0,4,2,0,4,0,3,3,3,4,3,3,6,8,11,12,0,6,13,10,15,17,21,18,16,15,13,12,4,0,1,0,1,3,1,2,5,5,7,7,3,6,7,10,5,7,0,7,9,8,8,4,0,2,0,4,0,3,0,0,0,0,0,0,0,0
2022-03-16 07:00:00,1,7,11,15,21,21,22,34,44,49,42,48,44,22,17,22,15,18,19,7,10,15,11,7,7,10,11,13,13,19,20,23,16,15,21,22,23,24,22,14,12,11,9,8,9,9,8,7,8,0,6,7,7,9,11,8,13,25,28,29,33,32,33,39,38,40,39,41,43,40,30,33,30,13,4,3,6,7,10,14,17,20,26,26,31,29,34,35,34,31,24,24,23,20,14,12,8,7,11,10,11,10,8,7,7,6,6,5,3,6,0
2022-03-16 08:00:00,2,6,11,12,15,19,22,34,41,47,48,47,45,27,23,18,17,18,17,16,13,14,14,18,17,17,17,19,20,25,27,36,23,25,23,21,17,22,22,20,14,12,11,7,7,7,7,6,5,4,7,8,9,6,6,9,11,24,27,28,30,27,30,34,34,40,42,54,55,52,50,47,34,7,3,3,8,9,12,13,12,13,21,32,30,24,33,40,45,42,36,30,31,28,26,18,13,10,17,19,16,13,8,7,4,5,4,4,7,5,0
2022-03-16 09:00:00,3,3,7,8,14,9,13,18,24,26,27,25,26,16,13,12,8,8,9,8,9,6,7,7,6,7,9,9,13,12,13,13,11,13,17,16,15,16,15,13,9,6,8,7,7,6,5,4,6,1,7,6,4,4,2,7,7,14,16,18,19,11,20,27,29,31,32,32,27,30,34,34,25,10,5,4,8,11,10,12,10,11,14,16,17,12,15,17,21,20,19,19,18,19,19,12,5,3,8,4,7,9,8,9,5,6,4,2,1,0,0
2022-03-16 10:00:00,1,3,5,6,7,9,4,12,14,15,14,13,25,13,5,12,10,9,10,7,11,8,7,12,11,11,10,11,8,11,9,13,12,10,10,9,7,14,14,13,12,10,10,9,8,7,5,6,2,5,5,7,6,4,7,6,5,9,10,11,13,0,9,12,16,18,20,21,20,17,18,17,14,5,2,3,4,4,5,7,6,6,6,6,6,6,9,11,12,11,11,12,9,11,8,7,4,3,13,6,0,7,5,8,4,6,4,3,0,1,0
2022-03-16 11:00:00,2,3,4,4,6,7,6,13,18,22,20,9,16,5,0,6,10,10,2,13,6,12,10,9,11,8,10,11,13,6,8,7,5,6,6,7,8,14,9,0,8,13,10,8,9,10,8,5,0,0,7,7,2,6,4,4,4,6,7,8,9,0,9,11,12,15,20,20,21,22,21,23,20,8,4,3,5,9,4,9,8,7,10,10,8,7,9,10,12,11,12,16,14,15,14,8,11,10,15,16,16,16,13,12,15,12,4,4,2,1,0
2022-03-16 12:00:00,2,3,5,5,8,6,9,8,10,10,16,8,18,14,13,13,15,7,14,12,12,10,9,13,10,12,11,9,8,8,9,9,9,11,10,10,10,17,18,17,16,18,10,17,15,13,11,9,5,7,6,5,4,4,3,4,4,6,5,6,9,4,10,8,9,12,13,18,20,19,17,16,11,5,3,4,4,7,6,7,8,9,8,10,9,7,8,10,11,12,11,13,12,11,11,6,5,7,9,10,8,7,8,7,7,8,4,3,2,0,0
2022-03-16 13:00:00,3,5,6,2,7,8,6,10,13,14,15,15,17,11,6,10,10,11,9,11,10,14,12,10,11,8,10,11,11,17,14,12,12,12,10,10,9,13,14,15,9,8,10,11,9,7,8,7,8,0,7,8,7,6,5,2,4,8,9,8,10,9,9,11,10,16,18,20,22,24,25,23,20,11,9,9,10,11,11,12,10,10,14,10,12,12,15,16,19,19,16,17,15,15,15,12,9,10,16,16,13,12,9,6,6,5,4,2,1,0,0
2022-03-16 14:00:00,2,5,5,5,4,5,5,9,14,13,13,13,15,12,12,13,14,13,14,12,14,13,13,15,13,12,10,9,13,12,12,16,12,15,14,11,13,17,15,0,14,13,9,13,13,18,16,16,15,12,14,12,11,7,6,5,3,6,5,6,4,5,5,7,7,9,13,14,19,16,21,19,19,11,7,6,8,9,11,10,10,10,12,11,13,13,14,14,12,13,12,15,14,17,11,7,8,5,15,14,15,15,11,10,9,9,4,4,2,1,0
2022-03-16 15:00:00,5,4,7,6,7,6,5,8,9,10,12,15,12,5,7,6,8,0,8,9,8,9,13,17,17,16,12,11,15,11,8,9,9,13,12,12,13,19,18,21,16,15,20,16,14,13,11,12,0,11,10,9,8,4,3,9,7,12,12,10,11,0,11,12,10,11,12,14,18,27,30,20,27,12,11,12,6,15,13,9,2,10,15,17,17,17,14,13,16,10,13,12,17,19,16,16,18,16,24,19,23,21,23,20,13,11,5,3,2,1,0
2022-03-16 16:00:00,2,4,7,7,11,10,10,11,14,15,14,16,19,17,5,17,21,22,9,22,19,20,18,21,17,19,14,12,14,15,12,12,10,14,13,17,15,25,27,27,29,26,32,30,28,28,15,24,14,23,20,19,17,5,6,9,11,16,15,16,17,9,10,18,19,22,32,34,35,40,40,41,33,16,12,9,11,15,13,16,16,14,17,14,15,14,11,9,12,10,13,12,12,11,14,15,13,12,27,25,24,23,20,14,14,13,11,7,5,4,0
2022-03-16 17:00:00,2,3,4,8,9,11,11,13,12,13,25,30,26,16,17,16,11,10,9,13,13,16,18,25,24,24,20,21,16,18,16,20,15,17,17,17,12,32,34,33,33,31,30,28,28,30,25,22,21,20,18,20,18,11,9,12,13,14,13,14,7,9,17,22,22,29,28,29,18,19,32,33,20,8,5,6,7,11,9,13,13,17,22,20,19,13,14,18,19,13,20,21,16,15,17,15,20,21,36,26,33,33,24,22,13,12,11,6,5,3,0
2022-03-16 18:00:00,2,2,3,6,9,10,9,11,10,12,20,35,33,15,16,30,41,42,40,38,37,35,38,42,42,41,34,24,16,17,14,26,20,21,21,21,21,48,49,48,39,38,47,45,39,37,27,29,28,27,22,17,13,10,9,15,13,19,17,16,19,0,12,17,17,19,20,24,21,38,49,47,29,11,11,8,11,15,12,20,17,17,24,20,18,17,14,14,18,16,22,23,22,20,21,27,31,36,47,46,46,45,41,32,27,19,15,10,10,6,0
2022-03-16 19:00:00,2,4,5,4,6,4,3,6,5,8,14,15,18,10,12,13,17,17,15,20,19,18,20,25,34,32,33,32,15,12,11,9,9,11,11,17,22,51,42,40,37,37,48,42,40,36,37,33,22,31,30,25,22,10,3,6,7,12,11,11,0,4,9,13,11,9,10,11,5,14,16,20,14,7,3,2,6,10,12,12,12,12,17,13,12,10,7,6,8,9,12,12,11,9,15,14,16,16,55,27,28,58,47,28,16,13,8,7,7,3,0
2022-03-16 20:00:00,1,2,1,1,4,6,6,6,4,4,5,5,8,7,8,12,22,19,15,18,14,19,12,19,16,16,16,15,10,12,9,10,10,10,10,9,10,29,17,19,0,28,27,29,26,25,23,22,12,12,20,15,11,6,3,11,9,12,11,9,8,0,7,8,4,9,6,10,12,13,13,9,12,6,4,7,5,12,11,15,8,15,17,18,18,12,8,9,10,10,10,11,12,10,8,12,14,11,30,23,29,30,22,19,13,11,7,6,4,1,0
2022-03-16 21:00:00,1,4,2,1,3,4,2,4,4,0,4,5,3,5,6,6,13,14,13,12,11,11,8,17,15,10,14,9,8,10,9,9,9,9,7,7,11,23,17,0,10,11,18,17,15,15,14,12,12,9,11,9,9,5,2,1,2,3,0,2,0,0,0,3,4,6,7,9,8,11,7,2,9,4,3,5,6,8,10,11,12,11,15,12,11,9,7,8,8,8,10,8,11,10,8,12,13,12,34,30,26,26,26,23,16,13,9,6,2,0,0
2022-03-16 22:00:00,0,1,3,3,1,2,3,5,0,2,5,5,5,1,6,8,14,13,12,15,11,14,18,19,18,20,18,15,16,11,10,7,6,12,10,7,8,27,21,18,0,21,18,15,12,13,12,11,0,10,9,8,6,4,1,4,1,3,3,2,3,0,0,2,3,7,11,8,0,7,8,11,9,6,6,3,9,9,9,12,12,13,16,15,13,9,7,8,8,6,13,14,13,6,11,13,16,5,24,20,21,21,17,11,10,8,6,4,2,1,0
2022-03-16 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,4,2,4,8,14,0,0,0,26,23,17,19,17,16,15,0,14,11,9,8,5,3,0,0,1,0,0,0,0,0,1,0,2,5,7,3,8,7,6,4,4,3,3,6,6,7,7,7,9,22,18,15,7,7,6,5,4,9,8,7,5,6,10,12,11,25,24,24,26,20,16,8,6,4,2,3,2,0
