Unnamed: 0,1_자동차매매단지,2_송내역A,3_송내역,4_법원.검찰청.복사골문화센타.반달마을,5_꿈동산.사랑마을,6_상도중학교,7_상지초등학교,8_상동시장,9_복사골마을,10_그린타운상가.무지개마을,11_중앙공원.미리내마을,12_부천시청,13_신중동역3번출구.롯데백화점.홈플러스중동지점,14_신중동역6번출구.중흥중학교,15_부천세무서,16_손가면옥,17_농협신흥지점,18_약대오거리.동부하이텍,19_KEB하나은행도당동지점,20_도당사거리,21_내촌사거리,22_부천우편집중국.부천실업고,23_오정동경인OBS방송국,24_오정구청입구.덕산고등학교,25_원종IC(경유),26_고강지하차도입구(경유),27_양원초교.광영여고,28_신월5동주민센터.신월중학교,29_신화중학교,30_강서구청소년상담복지센터,31_화곡역,32_화곡본동시장,33_한국폴리텍1.서울강서대학교,34_우장초등학교,35_강서구청.한국건강관리협회,36_경복비즈니스고등학교,37_가양역.마포중고등학교,38_월드컵파크7단지,39_상암고등학교,40_월드컵파크5단지,41_상암DMC홍보관.YTN,42_상암초등학교,43_상암휴먼시아아파트,44_월드컵경기장북측,45_성산아파트,46_성산119안전센터,47_성산2동주민센터,48_중동초등학교,49_성산2교,50_연희104고지앞.구성산회관,51_서대문우체국,52_연세대앞,53_세브란스병원앞,54_이대후문,55_이대부고,56_이대부중,57_세브란스병원앞,58_연세대앞,59_서대문우체국,60_연희104고지앞.구성산회관,61_성산2교,62_중동초등학교,63_성산2동주민센터,64_성산119안전센터,65_성산아파트,66_월드컵경기장북측,67_상암휴먼시아아파트,68_상암초등학교,69_상암DMC홍보관.YTN,70_누리꿈스퀘어.MBC,71_월드컵파크5단지.상암중고등학교입구,72_월드컵파크7단지,73_가양역.마포중고등학교,74_경복비즈니스고등학교,75_강서구청.한국건강관리협회,76_우장초등학교,77_한국폴리텍1.서울강서대학교,78_화곡본동시장,79_화곡역,80_화곡푸르지오,81_신화중학교,82_신월5동주민센터.신월중학교,83_광영고.신동아파밀리에아파트,84_고강지하차도입구(경유),85_원종IC(경유),86_오정구청입구.덕산고등학교,87_오정동경인OBS방송국,88_부천우편집중국.부천실업고,89_내촌사거리,90_도당사거리,91_KEB하나은행도당동지점,92_약대초등학교입구,93_손가면옥,94_부천세무서,95_신중동역5번출구.중흥중학교,96_신중동역4번출구.롯데백화점.홈플러스중동지점,97_부천시청,98_중앙공원.미리내마을,99_그린타운상가.무지개마을,100_복사골마을,101_팰리스카운티.장말문예사거리,102_상동시장,103_상지초등학교,104_상도중학교,105_꿈동산.사랑마을,106_반달마을.법원.검찰청,107_송내역.반달공영주차장,108_자동차매매단지
2022-03-05 04:00:00,0,0,0,0,0,0,1,2,3,0,0,5,0,6,9,10,0,11,0,0,12,16,16,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,1,1,0,2,3,5,6,7,6,5,5,0,6,4,4,3,3,0,5,9,11,12,12,12,16,15,12,12,8,12,14,15,15,12,11,7,6,4,3,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,1,2,2,0,0,3,1,4,4,0,3,4,8,9,0,7,4,0,0,7,6,6,0,0,5,5,8,9,12,10,9,8,13,12,12,17,6,5,4,3,2,0,0,0,6,5,6,0,3,2,1,0,0,1,0,1,0,0,2,0,0,0,0,4,5,0,1,6,0,0,7,8,3,8,0,0,8,9,10,0,8,10,10,10,9,8,8,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 07:00:00,1,2,0,3,2,0,0,6,7,8,10,12,11,23,13,13,22,21,12,12,13,12,15,0,0,14,9,15,16,13,10,11,13,16,14,12,13,12,11,10,9,3,0,0,5,4,1,0,4,0,4,3,1,0,0,0,1,2,1,3,3,0,4,0,0,5,6,5,6,3,0,5,4,0,4,4,4,5,6,9,6,7,7,7,7,6,6,8,7,4,1,3,0,5,3,3,2,0,0,2,0,0,0,0,0,0,0,0
2022-03-05 08:00:00,1,4,0,4,4,0,6,11,15,10,14,13,13,14,13,12,11,10,9,9,12,14,14,16,16,16,12,20,22,22,18,20,19,20,22,20,22,17,14,7,8,5,7,5,6,7,8,0,3,6,5,4,2,1,2,1,0,3,6,5,6,1,2,5,0,3,4,4,5,2,6,9,8,6,6,9,9,9,9,7,8,10,11,11,11,10,10,13,12,0,12,12,12,8,5,4,3,5,3,6,6,5,0,0,5,0,0,0
2022-03-05 09:00:00,0,3,0,3,2,4,5,6,10,12,5,11,12,14,11,12,4,3,13,10,11,14,19,12,12,12,11,20,19,20,17,17,19,19,18,15,18,12,12,10,6,5,6,5,4,4,4,4,0,4,2,0,0,0,1,1,2,3,6,0,0,0,4,5,3,5,0,2,7,0,5,10,9,7,11,12,10,8,8,8,7,9,10,10,10,2,11,14,12,13,14,10,12,10,8,4,0,7,4,6,8,8,4,0,9,6,3,0
2022-03-05 10:00:00,0,5,0,6,7,3,0,9,12,12,5,8,7,8,0,9,5,11,12,9,13,13,17,21,21,21,20,11,10,17,10,0,12,15,15,13,7,6,6,4,5,6,0,0,5,4,3,2,0,3,0,1,0,0,1,0,2,3,5,6,4,3,7,6,7,4,3,0,6,5,4,6,8,8,5,11,9,6,5,0,3,6,0,0,0,7,9,7,0,3,0,6,3,2,5,3,5,0,2,3,0,0,0,5,5,3,1,0
2022-03-05 11:00:00,1,6,0,0,3,0,7,4,5,6,0,5,7,6,0,9,3,10,7,5,13,11,15,8,8,8,16,18,13,14,11,17,18,19,20,17,16,12,0,9,8,6,4,3,2,2,5,0,1,1,0,0,0,0,1,2,3,5,1,6,4,5,4,6,6,6,0,5,5,6,5,10,14,18,16,9,6,8,7,6,2,6,7,7,7,6,6,7,8,7,6,7,5,4,4,2,2,0,4,5,4,1,0,0,2,3,0,0
2022-03-05 12:00:00,1,4,7,0,0,8,7,7,6,5,7,5,6,11,12,9,12,14,0,13,17,21,23,14,14,14,11,21,14,19,16,22,21,26,28,23,15,15,12,10,9,5,4,4,0,5,5,0,4,4,3,1,1,0,0,2,4,6,0,9,9,6,7,5,6,5,7,8,4,0,9,12,8,7,8,12,6,10,9,6,8,8,8,8,8,9,11,12,13,6,5,12,10,9,8,7,7,7,6,6,4,0,0,5,3,2,1,0
2022-03-05 13:00:00,0,3,7,4,4,5,0,0,5,6,6,7,9,9,8,9,10,10,10,9,11,10,10,11,11,11,13,17,18,18,14,14,16,18,13,11,15,13,12,9,6,0,0,6,7,5,5,0,3,4,3,1,0,0,0,0,0,1,1,7,8,7,9,13,16,12,14,10,11,9,10,13,13,12,11,9,10,11,13,11,8,9,11,11,11,9,12,14,13,0,9,12,11,10,8,8,8,5,6,7,10,12,0,6,11,4,8,0
2022-03-05 14:00:00,1,3,5,9,5,0,12,13,14,15,16,14,12,13,12,14,0,16,0,12,12,15,20,20,20,20,18,20,13,16,17,19,17,16,17,20,18,9,16,14,8,7,6,5,6,3,7,8,6,1,1,2,1,1,2,0,2,0,2,4,0,3,7,8,0,3,14,14,14,16,14,14,14,15,15,18,16,15,16,14,10,11,12,12,12,11,9,8,11,12,0,10,0,8,7,6,7,5,5,5,4,5,0,0,6,5,2,0
2022-03-05 15:00:00,3,3,6,0,3,8,7,7,8,10,9,9,9,17,9,16,8,17,18,0,19,17,14,13,13,13,12,16,17,13,11,16,17,15,15,14,12,10,9,8,8,7,4,8,0,10,9,0,2,2,1,0,0,0,0,1,2,4,3,7,5,0,7,5,6,3,3,6,6,5,6,17,16,18,19,9,20,15,19,20,15,13,12,12,12,13,13,13,10,0,11,12,13,12,6,6,4,6,5,6,5,5,3,2,1,4,0,0
2022-03-05 16:00:00,0,2,4,6,0,0,4,6,6,7,6,7,9,10,0,0,10,11,0,11,11,15,15,15,15,15,14,17,16,19,11,9,10,12,14,15,20,19,14,9,6,0,6,0,6,6,4,2,2,4,0,2,2,1,1,0,0,2,3,2,0,0,3,4,6,7,3,6,11,10,9,15,17,15,14,16,15,17,25,26,24,24,22,22,22,14,12,17,15,16,17,14,11,10,7,6,4,0,7,3,0,4,0,0,3,2,0,0
2022-03-05 17:00:00,0,5,6,7,0,4,5,5,8,8,0,5,6,9,12,6,0,11,12,4,13,15,17,18,18,18,13,12,15,16,17,17,18,17,15,15,20,13,9,0,7,11,4,0,10,11,8,7,6,1,2,1,0,0,0,1,1,5,8,10,9,8,9,6,8,9,0,9,12,12,14,23,15,12,16,0,17,16,17,14,15,16,14,14,14,15,13,13,12,11,12,11,13,11,10,10,6,7,6,7,3,6,5,0,0,3,0,0
2022-03-05 18:00:00,0,6,8,9,1,4,3,2,4,0,4,5,6,0,7,6,5,0,5,6,7,5,6,4,4,4,0,8,10,10,7,9,10,7,12,12,13,7,7,8,8,7,9,7,6,4,3,2,2,4,1,5,0,3,2,1,2,3,6,9,5,0,6,7,0,7,6,6,10,11,13,15,16,15,14,17,15,11,10,12,11,12,15,15,15,10,12,11,11,13,8,15,16,13,10,7,12,5,10,9,8,11,0,10,10,3,1,0
2022-03-05 19:00:00,0,5,5,6,6,8,0,9,13,12,13,12,10,10,0,9,7,8,0,0,7,0,7,0,5,5,6,0,6,7,9,9,9,7,9,10,15,9,7,4,3,2,1,1,0,0,0,0,2,3,2,0,0,0,1,1,1,6,5,9,8,7,4,3,3,2,3,1,4,7,8,6,10,10,9,7,6,5,6,7,0,8,0,0,0,7,3,2,0,0,3,3,0,5,3,3,1,2,2,3,0,3,0,2,0,7,6,0
2022-03-05 20:00:00,1,5,6,7,0,0,6,5,4,3,0,6,9,11,0,12,6,7,0,8,9,11,10,11,11,11,12,9,11,12,11,12,13,11,10,7,10,7,6,4,5,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2,10,6,7,7,5,8,9,7,6,8,11,14,0,13,9,14,10,9,11,11,11,10,8,11,11,11,7,8,9,10,9,0,8,6,5,6,8,7,7,6,5,3,0,3,4,1,0,0,0
2022-03-05 21:00:00,0,13,4,12,11,0,4,0,9,3,3,3,7,10,9,9,8,9,10,11,10,10,9,7,7,7,5,7,6,8,7,7,0,6,5,6,9,7,8,11,7,7,5,3,5,4,3,0,4,2,0,5,8,0,0,1,1,2,0,0,2,2,3,4,5,5,8,7,10,12,14,18,16,14,17,13,12,9,10,0,8,9,10,10,10,9,9,10,9,0,0,9,4,6,5,4,4,3,6,0,4,0,0,3,1,1,0,0
2022-03-05 22:00:00,1,7,6,0,4,0,3,2,8,6,5,6,6,8,5,6,6,9,0,10,7,7,7,8,8,8,5,9,10,9,10,11,9,8,8,1,12,9,4,6,8,8,9,7,8,7,3,0,0,2,1,0,0,0,1,0,3,4,5,8,5,0,5,4,3,0,2,2,12,15,17,18,16,14,13,11,9,10,14,15,14,15,9,9,9,14,10,11,8,0,0,7,5,6,8,7,8,7,5,1,2,1,0,0,1,0,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,5,0,4,0,10,0,12,0,0,0,0,0,13,9,6,5,5,5,0,6,0,7,7,7,6,6,8,7,5,4,2,7,0,2,0,1,6,2,0,5,3,1,0,2,1,0,0,0,2,7,0,10,9,8,6,3,0,7,4,4,8,9,10,6,10,10,17,9,4,7,8,10,8,9,8,8,8,6,8,5,6,5,0,3,4,6,2,7,1,4,4,3,1,0,0,0,1,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,0,0,1,3,0,0,1,2,0,0,3,0,4,0,0,5,9,10,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,1,0,0,0,1,0,2,0,1,3,3,0,4,0,3,2,0,0,2,3,2,4,4,4,0,2,9,9,6,5,11,13,6,8,5,3,3,2,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,1,4,3,0,0,0,4,0,3,3,4,3,2,2,0,0,0,0,0,2,3,5,0,0,0,0,0,5,3,7,9,5,0,8,7,10,6,5,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,3,2,3,4,0,3,0,0,0,7,0,6,0,9,6,5,4,3,2,3,3,0,1,4,0,0,0,0,4,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,0,2,0,1,0,0,0,3,1,2,4,3,4,0,5,5,4,6,0,5,4,3,4,0,0,3,0,0,0,3,3,5,7,8,7,6,8,2,4,5,2,0,0,1,1,2,1,2,0,1,0,0,0,0,0,1,0,2,0,0,2,3,2,3,1,0,2,0,2,3,4,1,4,0,3,0,3,2,3,2,2,1,3,3,3,0,3,5,4,1,0,0,0,4,2,1,1,2,0,3,0,0,0,4,3,0,0,0
2022-03-06 08:00:00,0,3,4,2,7,3,5,6,8,10,11,2,11,3,0,0,2,10,0,0,13,13,11,12,12,12,9,8,9,11,8,8,11,13,15,14,12,7,13,9,5,4,0,4,6,2,4,0,0,5,3,1,0,0,0,0,0,1,1,3,0,0,2,3,0,3,0,1,3,3,4,3,3,3,4,4,4,6,7,4,8,11,3,3,3,0,4,5,5,0,4,5,1,6,3,4,3,3,3,5,0,2,2,4,0,1,0,0
2022-03-06 09:00:00,0,1,0,1,0,2,2,3,5,0,5,7,6,0,0,7,6,7,0,0,7,11,13,15,15,15,16,14,17,15,10,15,16,18,17,17,12,11,10,7,4,5,4,1,0,2,2,0,1,0,1,0,0,0,1,0,0,2,1,4,0,6,2,6,6,4,4,2,3,3,5,6,8,0,4,7,10,9,8,5,6,6,7,7,7,6,12,13,10,0,9,12,10,6,5,3,0,4,3,6,5,4,3,3,1,4,0,0
2022-03-06 10:00:00,0,1,3,5,6,0,0,3,6,9,7,7,8,9,0,8,0,7,6,8,11,8,10,11,11,11,10,10,11,11,9,9,11,12,13,13,14,13,12,10,5,5,1,4,3,4,0,4,3,2,0,2,0,0,0,0,2,0,6,2,0,7,8,8,9,5,8,3,6,4,0,7,9,0,7,8,9,7,7,7,2,8,9,9,9,8,11,13,10,11,8,8,7,8,10,6,5,4,5,3,2,2,1,3,0,1,0,0
2022-03-06 11:00:00,0,2,1,0,0,0,0,2,3,4,0,3,2,3,3,8,4,10,9,0,11,14,12,7,7,7,0,13,11,11,10,16,17,20,21,15,13,10,8,9,4,6,5,3,2,4,4,5,0,2,0,2,1,0,2,0,1,1,2,3,0,2,1,0,2,3,0,0,0,5,4,7,11,7,11,0,7,10,5,5,4,9,0,0,0,8,7,7,8,0,1,0,3,7,1,4,1,2,0,6,7,3,6,0,5,0,1,0
2022-03-06 12:00:00,0,3,2,2,2,0,0,2,0,5,6,0,7,6,7,4,0,12,0,0,4,11,16,11,11,11,8,18,19,20,16,16,16,18,16,13,14,10,11,10,6,6,0,3,5,7,5,7,6,4,3,4,0,1,0,3,0,0,1,2,5,6,7,7,6,7,6,5,6,5,0,11,12,14,13,4,12,7,1,0,6,6,5,5,5,3,4,7,0,1,0,9,8,5,7,3,2,2,0,0,3,5,0,0,4,1,0,0
2022-03-06 13:00:00,0,2,5,0,5,0,3,4,7,0,6,8,7,8,0,0,7,5,0,4,8,9,10,0,0,0,0,9,10,9,15,17,20,19,21,18,12,11,7,0,7,5,0,5,6,8,6,0,3,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,5,2,7,11,12,13,12,13,13,12,8,3,6,5,0,0,0,4,6,8,10,0,3,0,6,4,5,4,3,4,5,5,0,5,0,4,0,3,1,0
2022-03-06 14:00:00,0,2,1,2,4,0,0,4,5,9,10,7,6,6,7,8,0,0,6,9,10,8,13,14,14,14,8,17,10,16,12,17,15,13,14,15,16,14,13,7,8,5,8,7,6,6,4,0,7,3,2,1,0,0,1,2,1,4,5,6,1,0,5,5,4,3,6,4,6,6,8,10,8,0,8,7,6,6,8,6,7,7,8,8,8,7,8,8,9,0,0,0,11,10,6,6,5,4,3,1,3,2,0,0,0,1,0,0
2022-03-06 15:00:00,0,5,0,2,3,0,4,6,8,7,0,7,6,0,0,5,5,0,5,0,5,8,8,3,3,3,0,9,10,7,9,12,13,12,15,15,13,9,6,5,3,0,0,2,4,3,3,7,0,6,7,1,0,2,1,3,4,6,2,8,9,0,5,8,1,0,3,6,5,7,10,11,10,11,14,14,14,10,13,11,10,11,4,4,7,10,8,9,7,0,5,10,11,9,8,6,8,0,6,3,4,2,0,0,0,0,1,0
2022-03-06 16:00:00,0,6,0,0,7,0,5,4,5,0,0,3,7,6,5,6,5,7,5,0,6,6,7,0,0,0,0,0,2,3,4,5,7,8,8,8,10,8,0,8,4,4,5,7,6,3,0,3,0,2,0,0,0,0,0,1,8,9,8,8,7,6,7,4,8,8,9,11,10,8,11,15,16,17,15,16,14,14,12,11,12,13,14,14,14,12,9,9,8,0,6,6,5,9,7,9,4,8,8,8,5,6,1,5,9,5,0,0
2022-03-06 17:00:00,0,4,5,4,0,0,3,0,4,3,0,3,6,7,7,9,8,1,0,0,3,10,9,9,9,9,8,10,13,6,10,12,13,13,10,10,9,12,10,0,6,5,2,5,2,6,7,0,0,1,0,1,0,0,0,1,2,4,6,8,8,8,5,7,8,6,7,5,7,8,9,10,19,16,16,15,14,9,12,10,11,12,13,13,13,11,11,8,3,0,9,0,0,8,6,7,5,3,6,0,5,2,2,0,1,2,0,0
2022-03-06 18:00:00,0,6,5,8,5,5,4,4,8,0,7,6,5,0,6,4,0,5,0,5,0,8,9,8,8,8,0,10,9,8,14,10,9,11,11,9,10,8,6,6,4,4,0,4,5,5,4,0,5,2,3,1,0,0,0,2,2,6,8,9,10,8,7,6,6,8,7,5,12,13,14,19,21,20,18,15,13,8,11,10,9,8,0,0,0,7,7,7,8,0,9,10,0,9,11,9,8,6,3,4,2,3,0,0,2,0,0,0
2022-03-06 19:00:00,0,4,0,5,7,0,6,7,10,9,7,8,5,6,5,0,0,0,0,2,3,6,5,6,6,6,5,9,9,10,11,12,11,8,11,10,12,8,0,6,3,0,3,1,2,1,2,0,3,3,1,1,0,0,1,1,0,5,0,4,2,0,0,3,0,0,0,5,6,9,10,11,20,16,13,8,7,6,7,8,7,4,8,8,8,7,6,6,4,0,0,5,0,4,3,8,7,5,6,5,3,0,2,0,1,1,0,0
2022-03-06 20:00:00,0,3,4,3,0,2,0,0,1,0,0,3,6,7,0,8,9,10,4,8,10,11,12,0,0,0,11,10,3,9,6,10,15,12,13,12,17,13,11,9,7,4,5,3,0,4,3,3,0,2,0,1,0,0,0,0,2,6,4,9,3,8,6,4,0,6,5,5,9,10,11,12,14,15,13,12,7,5,7,6,6,5,0,0,4,6,6,2,0,7,0,0,1,0,6,5,3,0,2,2,1,0,0,0,1,0,0,0
2022-03-06 21:00:00,0,8,9,8,0,3,0,4,6,6,7,4,10,7,10,8,0,0,7,0,8,6,6,5,5,5,0,7,6,6,7,4,0,2,3,6,6,5,3,4,4,2,3,1,0,0,0,0,4,2,0,3,1,0,0,3,3,4,5,9,10,7,8,8,6,7,8,4,10,12,13,14,16,15,14,11,8,10,6,7,5,5,5,5,5,0,5,4,3,0,2,3,0,2,2,3,2,0,0,1,0,3,0,0,1,0,0,0
2022-03-06 22:00:00,0,4,5,4,0,0,3,3,3,0,1,4,4,4,3,5,4,6,0,4,5,5,3,4,4,4,3,7,0,5,7,9,8,9,8,5,13,10,5,0,3,5,0,4,3,2,1,0,4,3,2,4,0,3,2,0,0,1,1,3,0,2,4,2,2,0,1,2,5,7,4,0,11,6,12,10,9,9,8,10,9,0,0,0,0,7,7,8,7,0,0,6,3,4,3,4,4,3,3,4,3,2,0,0,1,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,3,2,0,0,0,0,3,4,4,7,6,5,8,6,4,5,2,1,3,3,2,1,0,0,2,0,0,2,1,0,0,1,0,0,0,2,3,3,4,0,3,0,2,4,0,2,0,6,7,9,5,12,13,11,8,7,6,8,7,4,4,0,0,0,0,4,5,4,0,0,4,0,0,0,7,7,5,3,1,3,0,0,1,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,1,0,0,0,0,3,4,2,5,0,5,6,0,8,9,0,12,0,11,12,15,22,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,3,1,3,2,0,2,4,5,8,0,8,9,10,5,12,13,15,14,0,16,19,21,22,22,22,18,23,24,20,15,18,19,21,21,15,16,14,9,8,5,0,0,0,3,6,5,4,3,1,0,0,0,0,0,1,0,0,0,1,2,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,2,5,1,6,7,7,7,9,12,14,15,16,20,26,27,27,26,18,16,0,30,18,24,25,25,25,0,30,13,26,22,24,25,23,24,20,17,14,12,9,8,9,0,2,11,12,13,14,12,8,4,5,3,2,1,0,4,6,3,6,5,6,7,8,0,9,9,5,7,8,8,10,11,10,8,12,13,12,17,13,16,19,0,0,0,10,11,10,4,7,6,3,0,2,1,0,0,0,3,5,0,0,0,0,0,0,0,0
2022-03-07 07:00:00,1,5,6,7,8,10,17,24,33,35,36,38,45,58,57,52,53,50,47,27,44,42,54,59,59,59,59,47,49,44,39,41,48,52,53,55,54,52,41,23,13,9,6,6,9,13,14,9,13,10,13,10,6,3,0,0,3,5,2,7,6,5,9,16,17,16,18,19,20,18,11,26,20,16,13,20,18,21,25,26,27,36,37,37,37,34,33,28,22,20,16,18,20,17,5,5,6,4,5,7,6,0,5,8,9,3,1,0
2022-03-07 08:00:00,1,8,10,12,13,12,17,22,30,32,33,37,43,46,49,52,50,49,43,42,43,36,38,42,42,42,55,58,60,58,54,63,64,66,64,62,61,55,40,20,8,8,7,0,9,8,10,11,11,13,12,10,6,2,2,0,3,6,9,15,13,14,18,21,22,22,25,24,24,15,7,23,19,18,18,13,23,25,32,31,28,33,35,35,35,32,28,28,28,24,19,22,25,22,12,9,7,9,13,15,16,15,14,12,12,10,4,0
2022-03-07 09:00:00,0,4,0,5,0,2,4,6,12,12,14,13,22,21,25,24,25,23,22,10,27,31,35,36,36,36,38,41,46,44,43,49,47,46,47,55,59,50,36,22,7,8,6,5,5,12,9,4,10,8,7,4,2,1,1,0,2,3,0,6,0,9,8,9,10,9,0,7,7,5,7,13,14,15,17,17,14,16,15,11,10,11,10,10,10,11,12,14,13,12,7,12,9,12,8,7,3,8,8,7,5,3,0,4,2,4,0,0
2022-03-07 10:00:00,0,3,5,5,0,7,4,8,11,11,10,5,11,10,12,14,13,7,13,12,14,12,16,12,12,12,10,15,16,14,20,22,23,26,24,27,32,31,24,19,9,10,5,9,6,7,5,7,0,8,7,4,3,1,0,0,2,3,3,4,0,4,1,5,5,0,0,6,5,8,9,9,11,10,11,5,10,9,9,6,5,5,0,0,0,6,5,6,5,3,4,4,6,5,4,3,3,2,4,3,2,4,4,3,4,3,1,0
