Unnamed: 0,1_자동차매매단지,2_송내역A,3_송내역,4_법원.검찰청.복사골문화센타.반달마을,5_꿈동산.사랑마을,6_상도중학교,7_상지초등학교,8_상동시장,9_복사골마을,10_그린타운상가.무지개마을,11_중앙공원.미리내마을,12_부천시청,13_신중동역3번출구.롯데백화점.홈플러스중동지점,14_신중동역6번출구.중흥중학교,15_부천세무서,16_손가면옥,17_농협신흥지점,18_약대오거리.동부하이텍,19_KEB하나은행도당동지점,20_도당사거리,21_내촌사거리,22_부천우편집중국.부천실업고,23_오정동경인OBS방송국,24_오정구청입구.덕산고등학교,25_원종IC(경유),26_고강지하차도입구(경유),27_양원초교.광영여고,28_신월5동주민센터.신월중학교,29_신화중학교,30_강서구청소년상담복지센터,31_화곡역,32_화곡본동시장,33_한국폴리텍1.서울강서대학교,34_우장초등학교,35_강서구청.한국건강관리협회,36_경복비즈니스고등학교,37_가양역.마포중고등학교,38_월드컵파크7단지,39_상암고등학교,40_월드컵파크5단지,41_상암DMC홍보관.YTN,42_상암초등학교,43_상암휴먼시아아파트,44_월드컵경기장북측,45_성산아파트,46_성산119안전센터,47_성산2동주민센터,48_중동초등학교,49_성산2교,50_연희104고지앞.구성산회관,51_서대문우체국,52_연세대앞,53_세브란스병원앞,54_이대후문,55_이대부고,56_이대부중,57_세브란스병원앞,58_연세대앞,59_서대문우체국,60_연희104고지앞.구성산회관,61_성산2교,62_중동초등학교,63_성산2동주민센터,64_성산119안전센터,65_성산아파트,66_월드컵경기장북측,67_상암휴먼시아아파트,68_상암초등학교,69_상암DMC홍보관.YTN,70_누리꿈스퀘어.MBC,71_월드컵파크5단지.상암중고등학교입구,72_월드컵파크7단지,73_가양역.마포중고등학교,74_경복비즈니스고등학교,75_강서구청.한국건강관리협회,76_우장초등학교,77_한국폴리텍1.서울강서대학교,78_화곡본동시장,79_화곡역,80_화곡푸르지오,81_신화중학교,82_신월5동주민센터.신월중학교,83_광영고.신동아파밀리에아파트,84_고강지하차도입구(경유),85_원종IC(경유),86_오정구청입구.덕산고등학교,87_오정동경인OBS방송국,88_부천우편집중국.부천실업고,89_내촌사거리,90_도당사거리,91_KEB하나은행도당동지점,92_약대초등학교입구,93_손가면옥,94_부천세무서,95_신중동역5번출구.중흥중학교,96_신중동역4번출구.롯데백화점.홈플러스중동지점,97_부천시청,98_중앙공원.미리내마을,99_그린타운상가.무지개마을,100_복사골마을,101_팰리스카운티.장말문예사거리,102_상동시장,103_상지초등학교,104_상도중학교,105_꿈동산.사랑마을,106_반달마을.법원.검찰청,107_송내역.반달공영주차장,108_자동차매매단지
2022-03-13 15:00:00,1,2,0,4,0,0,5,6,5,6,4,3,5,8,0,8,5,10,9,7,5,5,9,9,9,9,8,10,12,13,11,14,16,15,14,13,12,8,5,10,8,7,0,6,1,4,5,2,5,2,0,1,0,0,0,1,3,7,4,10,6,0,6,2,0,0,0,3,3,2,5,11,10,12,6,10,10,10,10,5,9,10,0,0,0,9,13,14,12,13,10,10,10,10,11,4,7,6,4,7,6,4,0,0,4,1,1,0
2022-03-13 16:00:00,0,8,9,8,0,0,0,9,9,7,5,0,6,7,0,9,0,8,3,8,5,8,9,10,10,10,0,9,0,7,8,13,10,8,11,6,12,0,11,5,5,0,0,6,5,5,6,5,2,4,3,2,1,0,0,1,4,6,7,5,6,8,9,10,9,10,7,9,12,8,9,13,18,21,22,23,16,13,8,10,10,0,6,9,9,6,7,4,7,6,5,7,5,6,6,10,10,1,4,8,3,2,0,0,0,0,1,0
2022-03-13 17:00:00,1,8,2,2,0,0,7,7,8,8,7,7,7,10,4,5,8,3,7,8,0,6,9,7,7,7,7,9,11,12,14,15,16,16,16,15,19,17,16,17,14,7,13,6,3,11,6,3,1,4,0,1,0,0,0,1,0,2,3,7,2,8,7,6,5,4,4,0,9,0,9,10,12,14,14,22,18,10,10,8,9,9,0,0,0,7,8,13,11,10,10,8,7,9,10,8,8,5,7,3,3,0,2,1,0,0,0,0
2022-03-13 18:00:00,0,4,5,6,0,2,5,6,2,7,6,0,7,8,9,0,7,10,9,6,8,12,14,13,13,13,5,16,17,15,14,15,6,14,13,12,11,9,10,9,5,0,7,1,6,5,3,4,3,0,2,1,0,1,2,3,5,8,5,10,5,0,11,11,6,8,4,7,12,12,8,12,14,15,13,10,9,12,17,15,9,14,13,13,13,9,8,7,0,0,6,10,0,7,5,6,7,6,4,5,4,3,0,0,1,1,0,0
2022-03-13 19:00:00,0,4,0,0,2,1,0,3,4,5,0,2,6,0,6,7,6,7,6,5,4,6,7,0,0,0,0,2,8,6,6,3,6,7,8,8,12,8,8,7,6,4,0,4,3,3,0,3,2,1,0,1,1,0,0,2,2,3,0,0,0,0,2,0,0,12,11,11,12,13,13,14,13,8,14,12,14,11,15,16,13,13,0,0,4,5,11,10,8,3,0,7,9,8,9,10,8,8,7,3,5,2,0,0,1,0,0,0
2022-03-13 20:00:00,0,1,1,0,0,0,1,3,3,3,2,5,9,5,0,4,0,7,0,8,7,6,8,0,0,0,0,0,7,6,6,8,11,10,10,7,6,5,2,1,3,0,0,2,0,0,3,1,0,1,0,0,0,0,0,0,1,5,2,6,5,5,6,5,0,4,4,3,8,10,11,9,7,3,8,10,9,4,11,11,7,6,13,13,13,12,10,10,0,2,3,0,9,2,7,2,8,7,5,7,6,5,0,4,0,0,0,0
2022-03-13 21:00:00,0,4,4,0,3,5,4,6,3,4,5,3,6,6,0,0,0,0,0,5,6,6,4,6,6,6,0,3,5,5,5,5,6,5,8,4,7,6,4,3,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,4,0,0,2,0,3,8,7,7,13,9,15,4,11,10,10,7,8,6,8,5,0,6,10,10,10,6,7,8,2,0,0,6,0,5,6,5,5,4,3,4,3,0,0,0,2,0,0,0
2022-03-13 22:00:00,0,4,5,4,5,4,1,3,4,2,3,3,4,6,2,0,0,0,0,0,7,8,7,3,3,3,0,5,4,0,3,5,5,5,6,4,6,5,4,1,2,0,5,1,4,0,0,0,0,0,1,0,3,0,0,0,1,2,0,0,0,2,0,3,0,0,0,2,8,8,11,5,12,11,11,12,12,12,13,11,11,8,0,0,0,5,7,6,5,0,0,4,0,3,4,4,4,5,2,4,5,3,2,1,0,4,3,0
2022-03-13 23:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,3,4,1,4,4,3,2,4,1,0,0,2,0,0,0,0,1,2,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,3,4,2,3,0,6,11,10,9,0,8,7,10,9,0,0,0,0,0,0,8,7,6,0,0,4,3,0,0,3,2,2,2,0,2,0,0,0,0,0,0,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,1,0,2,0,0,0,3,0,4,0,0,0,4,0,7,9,0,11,0,0,11,15,23,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,1,3,4,3,4,0,5,6,9,10,0,10,10,14,11,12,13,15,14,15,19,17,19,20,20,25,22,24,21,22,18,13,15,17,18,16,16,12,9,4,6,6,5,0,4,5,4,0,4,2,0,3,2,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 06:00:00,0,4,2,5,6,5,7,8,14,8,12,12,13,17,21,21,23,24,22,21,25,32,25,27,27,27,10,29,31,31,22,23,26,26,26,20,21,15,12,8,8,7,3,1,4,3,6,0,5,3,2,5,3,2,0,0,0,0,1,2,2,6,7,5,8,12,5,0,5,5,13,12,9,8,9,11,0,12,17,16,15,15,0,0,0,7,13,10,7,0,6,0,0,5,3,0,2,0,4,6,0,0,0,0,0,4,0,0
2022-03-14 07:00:00,2,8,4,10,12,15,19,26,34,34,26,28,31,41,43,39,40,40,39,32,44,38,48,54,54,54,54,52,59,54,39,48,54,57,56,49,53,43,30,19,11,11,10,9,9,11,13,14,15,10,10,8,7,7,0,0,0,2,3,7,7,9,10,12,16,18,16,17,19,17,14,25,15,14,21,25,29,49,57,58,57,55,33,33,33,26,25,22,15,12,9,14,14,11,6,6,7,6,9,10,4,0,3,0,2,8,0,0
2022-03-14 08:00:00,0,6,7,13,15,14,20,23,35,36,36,39,40,50,48,42,40,35,28,25,41,38,43,44,44,44,40,41,43,40,44,50,61,61,61,58,62,52,35,16,8,7,9,10,12,11,14,13,16,16,14,17,9,2,0,0,1,2,4,9,5,0,10,12,13,0,14,13,8,7,9,22,23,21,17,17,20,23,28,27,29,30,33,33,33,28,31,30,27,26,23,25,25,22,16,14,13,19,20,22,22,8,21,21,18,14,4,0
2022-03-14 09:00:00,0,4,1,5,1,0,4,4,9,11,14,13,8,12,13,12,6,11,10,11,16,16,21,22,22,22,25,35,42,39,30,35,40,45,47,48,51,45,34,19,8,6,7,5,5,7,6,0,7,5,3,2,1,0,0,0,2,3,5,8,5,6,9,10,11,3,10,7,14,13,12,14,13,14,16,16,17,15,14,16,9,17,17,17,17,12,19,20,20,19,15,7,14,11,9,6,4,6,6,7,6,7,0,0,6,5,1,0
2022-03-14 10:00:00,0,3,5,6,0,8,2,4,8,6,7,5,6,7,7,6,8,8,8,0,9,13,15,16,16,16,15,18,18,19,19,20,19,18,21,22,25,24,27,21,10,9,6,0,8,7,7,6,8,5,7,5,2,0,0,0,3,3,4,5,2,1,5,3,6,5,6,4,4,6,4,8,8,6,5,4,4,4,5,4,3,3,4,4,4,3,5,7,0,4,6,7,4,7,8,4,3,3,0,5,0,0,0,2,4,3,0,0
2022-03-14 11:00:00,0,2,0,3,3,4,4,5,8,3,5,7,9,9,5,4,8,8,9,7,9,9,14,15,15,15,16,14,12,18,16,11,13,15,19,23,24,20,19,13,9,4,8,0,7,7,8,6,7,4,6,4,4,0,1,2,5,8,6,5,8,7,7,6,9,7,10,9,8,7,3,11,10,9,8,7,6,6,12,13,3,3,0,0,0,3,3,5,4,0,6,3,0,4,3,5,4,4,5,5,5,5,3,4,3,2,2,0
2022-03-14 12:00:00,0,3,6,8,3,9,8,8,10,8,6,8,7,11,14,5,13,13,14,8,16,15,15,18,18,18,17,18,19,18,24,28,31,31,32,29,33,26,18,17,10,9,0,8,0,5,6,5,5,3,2,2,0,0,0,0,1,2,0,4,1,0,5,8,4,8,6,5,10,13,16,17,13,15,15,15,13,10,8,7,12,9,11,11,11,10,9,11,4,5,10,9,6,5,6,6,4,7,6,6,5,5,0,3,3,1,0,0
2022-03-14 13:00:00,1,7,4,0,3,6,0,6,7,6,7,8,10,9,6,10,9,9,0,8,9,10,10,11,11,11,14,9,13,17,21,24,29,30,28,23,24,18,19,20,12,11,10,9,8,11,11,6,11,11,10,7,3,1,0,1,4,0,0,7,0,6,2,8,0,2,0,4,7,8,6,7,13,13,14,11,13,12,10,11,10,11,12,12,12,11,11,9,8,5,9,6,7,6,5,4,6,4,6,0,3,0,0,2,0,0,0,0
2022-03-14 14:00:00,0,5,5,4,6,0,5,6,10,9,8,7,6,6,0,0,5,7,9,8,9,6,6,7,7,7,3,8,26,14,24,12,11,12,14,12,13,10,11,9,4,3,0,0,4,3,0,4,2,2,0,1,1,0,1,3,5,3,4,0,6,3,5,6,5,4,5,3,7,9,9,12,16,15,15,14,11,10,10,11,10,6,11,11,11,10,12,13,12,3,4,13,5,4,11,5,5,3,4,2,1,0,1,0,2,1,0,0
2022-03-14 15:00:00,1,6,6,6,9,10,7,7,10,9,9,10,15,17,16,0,5,7,10,7,10,9,10,11,11,11,12,15,19,17,12,12,15,12,13,10,11,9,7,6,8,8,9,8,8,11,9,9,8,5,3,2,2,2,3,0,4,8,0,7,6,7,7,10,9,8,7,5,8,8,10,14,28,29,28,22,18,14,17,16,17,17,11,11,11,14,13,16,14,7,4,13,12,10,7,6,8,7,5,5,5,5,4,1,3,1,0,0
2022-03-14 16:00:00,2,8,11,8,10,7,9,8,12,13,5,11,10,8,7,15,14,13,10,13,16,15,15,0,0,0,34,42,42,37,24,18,15,16,16,16,22,16,11,8,8,9,8,9,8,3,5,0,0,3,1,2,0,0,24,25,32,31,27,25,23,24,23,24,22,5,24,24,23,25,24,28,24,26,26,26,19,15,19,15,15,15,17,17,17,14,14,13,14,0,16,16,13,11,11,12,11,11,11,8,8,6,5,4,9,8,1,0
2022-03-14 17:00:00,1,14,19,18,10,19,16,16,17,16,17,16,15,10,17,15,15,16,19,21,26,27,35,34,34,34,10,32,33,28,15,16,19,19,17,15,21,14,12,12,13,11,9,10,10,10,9,8,9,6,3,2,1,1,4,6,9,8,12,14,15,14,12,11,9,12,11,18,26,31,38,44,41,37,31,30,30,28,28,26,23,24,23,23,23,17,20,22,20,21,26,25,24,14,11,10,11,10,11,9,6,3,0,4,0,3,1,0
2022-03-14 18:00:00,0,12,13,13,13,14,15,16,14,10,12,15,20,21,22,23,25,28,36,38,43,42,46,47,47,47,36,35,33,27,20,27,25,25,28,22,23,15,13,14,16,10,11,16,15,14,12,11,9,7,4,3,1,1,1,10,12,12,10,15,16,17,15,15,14,12,15,27,39,52,61,65,57,57,55,47,41,38,40,36,31,32,34,34,34,27,26,26,31,35,37,44,50,51,41,40,34,15,34,27,25,23,21,20,19,10,3,0
2022-03-14 19:00:00,0,15,16,17,13,14,11,13,10,8,8,6,9,12,13,13,6,14,16,13,19,19,22,0,0,14,25,24,25,22,18,23,25,16,14,12,22,15,13,15,13,12,11,10,9,6,5,7,5,4,3,0,0,0,0,3,5,8,9,11,15,0,11,9,9,10,9,13,22,27,33,35,37,37,34,30,25,22,26,28,33,29,32,32,32,27,23,25,24,23,17,18,25,21,23,22,20,18,18,15,8,0,6,4,1,0,0,0
2022-03-14 20:00:00,1,6,7,7,9,4,6,5,5,4,2,6,13,8,0,14,6,7,15,16,18,14,10,11,11,11,10,11,11,11,13,13,12,8,11,10,11,8,7,6,9,6,8,7,4,5,5,4,3,2,1,1,0,0,1,2,4,2,2,5,0,6,6,6,5,7,8,11,22,31,38,41,37,33,28,26,19,15,14,12,11,12,11,11,11,10,16,18,14,0,15,13,14,15,12,12,10,9,0,6,4,1,0,1,0,1,0,0
2022-03-14 21:00:00,0,8,6,9,0,0,8,3,6,4,4,4,7,9,0,4,5,8,8,8,10,8,9,0,0,0,8,7,6,9,9,8,9,7,7,7,13,11,6,5,5,6,7,5,6,6,3,3,1,0,1,0,3,0,1,1,2,6,7,11,10,9,9,8,7,1,5,9,11,18,19,24,21,15,17,12,13,10,16,12,15,15,18,18,18,15,13,9,12,0,13,12,11,15,12,10,11,10,2,8,7,6,0,1,4,3,0,0
2022-03-14 22:00:00,0,5,4,5,7,3,6,2,5,6,2,8,8,9,10,11,7,13,0,0,12,12,11,10,10,10,9,8,0,8,9,10,9,8,7,7,9,7,6,5,7,0,8,5,7,7,5,4,3,2,0,1,2,1,1,1,2,5,6,3,6,7,5,4,0,5,3,4,11,13,16,15,17,16,18,18,13,13,17,18,15,14,0,0,0,11,8,11,10,5,11,12,8,12,6,10,8,9,8,7,4,3,3,1,1,0,0,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,0,2,0,2,3,7,6,5,6,4,8,5,4,3,4,2,0,1,3,3,0,1,0,2,0,1,0,0,0,0,1,6,3,10,5,3,6,2,1,0,5,10,12,7,14,6,12,11,10,10,12,11,15,13,12,11,0,0,0,8,7,8,7,0,5,6,4,5,4,6,7,0,4,2,5,4,0,0,1,3,2,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,1,0,1,0,0,0,2,3,4,0,0,5,8,9,10,12,0,14,0,0,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,0,4,3,4,4,5,4,6,7,10,9,8,9,15,16,16,18,11,10,11,13,16,26,27,27,27,25,24,22,22,18,20,21,22,22,19,18,15,11,9,5,4,3,0,4,3,3,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,1,3,4,5,5,4,5,9,12,14,12,15,17,18,18,20,19,18,17,0,21,26,27,22,22,22,26,25,28,26,21,23,18,22,23,20,25,18,11,10,7,8,0,7,9,12,0,7,3,9,8,6,2,0,1,0,0,0,0,2,2,4,6,3,4,7,6,5,7,0,8,12,13,12,11,12,11,9,15,17,14,15,0,0,0,11,12,12,6,5,5,0,0,6,1,0,0,2,0,3,4,0,0,0,0,0,0,0
2022-03-15 07:00:00,2,6,8,12,13,15,17,23,31,36,38,49,39,58,56,55,56,44,41,40,52,49,62,65,65,65,62,53,56,50,36,41,53,58,59,59,58,51,22,14,19,14,14,12,13,9,9,11,11,14,15,15,14,13,1,0,1,2,7,4,6,6,7,12,16,18,20,20,19,16,12,24,20,22,23,29,30,29,31,31,32,30,28,28,28,25,29,24,18,20,18,18,18,15,10,10,6,4,7,8,7,0,9,0,6,8,1,0
2022-03-15 08:00:00,1,11,12,20,25,26,32,37,42,44,42,41,43,54,55,43,42,50,44,42,47,43,59,62,62,62,61,62,62,59,44,53,56,60,58,52,52,44,30,22,9,8,9,7,7,10,11,9,10,7,7,6,4,3,1,0,2,5,7,11,10,3,11,11,0,0,10,8,10,9,11,15,19,17,20,24,39,38,40,37,24,23,24,24,24,24,30,31,28,22,15,14,17,14,11,7,9,11,9,13,10,13,14,9,15,14,3,0
2022-03-15 09:00:00,0,4,0,5,0,0,6,8,12,14,18,16,12,14,12,8,11,11,10,16,19,24,28,30,30,30,31,38,40,38,31,38,44,45,48,53,49,43,29,15,5,3,0,6,5,9,9,9,5,6,5,4,2,1,0,1,2,1,3,4,4,5,6,8,9,5,6,8,6,5,9,10,12,13,10,9,7,7,9,8,0,8,10,10,10,0,11,14,13,0,12,12,14,13,11,9,7,8,8,8,7,6,0,0,4,3,1,0
2022-03-15 10:00:00,0,1,2,4,0,2,3,4,7,8,9,9,8,11,8,8,4,0,4,10,11,11,11,13,13,13,8,15,16,16,17,20,25,28,31,22,30,27,22,15,6,4,5,0,5,6,7,5,0,6,5,4,2,1,1,0,3,2,2,6,5,4,4,5,7,7,7,7,8,7,8,10,10,9,7,7,5,4,6,7,6,6,5,5,5,4,14,13,12,3,10,3,8,5,3,3,3,0,4,3,1,0,0,4,2,0,0,0
2022-03-15 11:00:00,0,4,3,4,4,5,5,6,7,10,5,12,10,7,0,7,8,9,9,8,11,12,14,16,16,16,17,18,20,18,12,8,10,15,17,18,22,12,17,10,9,5,0,0,2,3,5,3,0,4,1,2,0,0,1,0,2,4,5,6,0,5,6,6,5,6,6,8,9,5,5,7,9,10,10,8,11,10,7,0,2,4,3,3,3,5,7,5,6,3,0,2,3,4,3,4,4,1,3,3,5,4,0,0,2,0,0,0
2022-03-15 12:00:00,1,5,2,3,4,0,3,6,11,13,14,13,12,12,13,10,6,14,14,0,17,16,17,18,18,18,16,17,20,19,20,26,28,18,17,16,16,15,11,10,7,4,0,5,3,5,5,2,3,2,2,1,0,0,0,0,4,3,2,5,0,6,2,7,7,8,5,9,11,13,14,15,13,12,9,8,7,7,6,4,5,7,9,9,9,5,9,8,6,9,8,9,6,8,4,5,3,4,4,5,5,4,3,5,4,2,0,0
2022-03-15 13:00:00,1,4,3,4,0,5,6,0,9,5,10,9,8,12,13,14,10,12,12,10,12,8,19,20,20,20,19,19,21,20,17,15,16,29,32,34,31,28,22,19,10,9,8,6,8,13,13,13,15,14,2,9,6,3,2,1,1,1,2,5,0,5,0,5,0,0,0,0,6,7,10,16,17,16,15,17,16,11,9,9,6,8,7,7,7,11,12,14,13,14,14,11,8,7,6,5,6,7,6,5,5,3,0,2,4,3,1,0
2022-03-15 14:00:00,1,4,2,0,4,3,6,8,10,6,0,10,8,9,7,2,10,10,11,8,9,9,10,11,11,11,12,14,4,8,13,15,16,19,24,26,32,19,14,11,8,7,4,3,6,5,6,7,8,6,5,2,1,0,6,5,9,2,2,7,3,9,8,18,20,17,11,7,9,13,17,19,15,17,17,14,12,11,8,7,8,7,0,0,0,0,8,8,7,5,6,7,0,6,4,5,4,5,4,5,6,5,2,0,2,2,1,0
2022-03-15 15:00:00,0,4,6,7,4,6,0,9,9,7,10,10,11,12,13,9,0,10,13,0,13,12,12,9,9,9,9,14,20,20,16,13,17,7,21,21,24,18,13,13,10,10,9,8,6,8,10,10,6,6,3,4,3,1,37,38,37,38,7,37,36,10,30,27,26,9,24,22,14,12,11,16,14,0,17,15,14,15,13,11,10,12,11,11,11,12,12,12,12,12,12,13,10,12,8,8,7,7,7,7,6,8,7,0,1,0,0,0
2022-03-15 16:00:00,1,7,8,9,5,7,3,8,10,9,5,9,13,10,11,13,5,14,15,0,17,13,12,6,6,6,21,24,26,24,16,13,15,11,14,17,19,12,10,9,8,5,6,4,0,5,3,4,5,3,2,2,1,2,4,6,9,10,11,7,10,6,9,10,10,10,9,9,15,17,18,21,27,34,30,26,26,27,31,30,25,25,26,26,26,22,15,16,18,0,17,17,17,14,9,12,13,16,9,12,8,5,4,8,6,5,1,0
2022-03-15 17:00:00,0,8,10,7,9,9,5,11,10,12,9,12,12,18,19,20,19,20,21,17,26,24,22,23,23,23,22,22,21,16,16,16,16,17,20,19,24,19,15,15,9,8,7,7,8,10,8,8,6,5,3,2,1,0,3,4,6,8,11,11,8,12,6,10,9,12,11,18,26,32,49,57,41,42,36,33,29,21,28,28,23,24,22,22,22,21,19,22,21,23,33,37,35,30,17,15,15,14,14,15,12,8,0,7,6,5,1,0
2022-03-15 18:00:00,1,15,22,21,18,17,20,22,24,23,21,16,20,27,28,26,27,29,32,32,37,43,45,46,46,46,37,36,34,27,20,20,21,22,24,19,22,16,16,17,19,21,22,24,22,15,18,19,19,14,6,1,2,1,0,3,4,4,5,7,8,7,10,11,12,16,17,22,26,40,49,54,57,54,47,44,38,33,42,42,39,37,36,36,36,28,26,20,19,0,28,33,37,36,24,31,25,24,20,20,16,15,14,13,11,9,3,0
2022-03-15 19:00:00,0,8,9,12,7,16,12,13,13,12,8,8,10,13,17,19,11,20,21,20,22,20,17,18,18,18,16,13,12,16,14,17,16,15,18,16,32,20,17,13,10,12,6,9,7,5,4,0,5,4,3,2,2,0,0,1,4,5,6,9,10,0,10,9,8,9,10,19,33,38,52,52,46,34,42,43,37,33,36,32,33,37,37,37,37,32,31,29,25,13,19,23,21,19,20,17,19,18,18,11,7,7,3,6,5,3,1,0
2022-03-15 20:00:00,1,11,13,7,6,14,13,10,10,7,6,7,15,12,11,10,9,18,12,14,16,17,13,12,12,12,12,17,16,14,11,9,9,9,9,8,10,4,10,9,11,2,0,8,10,5,8,0,7,4,2,2,0,1,0,2,3,6,4,7,5,3,4,7,8,3,5,8,16,24,31,35,40,38,33,31,28,23,24,21,16,15,15,15,15,14,15,17,15,11,16,14,15,13,14,10,12,13,12,10,5,4,0,3,2,2,1,0
2022-03-15 21:00:00,0,7,5,8,0,5,4,4,6,5,4,3,7,8,5,8,6,7,9,10,12,13,8,11,11,11,9,6,5,7,9,10,8,6,7,6,9,7,6,5,6,0,3,4,0,0,2,4,0,0,0,0,0,2,1,1,2,3,6,7,7,7,7,7,0,6,6,7,13,17,22,28,28,27,21,18,17,15,19,18,17,19,13,18,18,12,10,14,13,10,15,15,11,13,10,8,7,6,4,5,7,5,0,1,4,3,1,0
