Unnamed: 0,1_7단지영업소(가상),2_온곡중학교노원정보도서관,3_상계초등학교,4_노원역9번출구,5_상계주공3단지,6_상계주공2단지,7_상계주공1단지,8_어린이교통공원,9_마들근린공원.노원에코센터,10_창동주공17단지,11_창동주공4단지,12_도봉문화정보도서관,13_창림초교창동신창아파트앞,14_국립현대미술관창동레지던시,15_신창.창동시장,16_창동서울탁주앞,17_번동사거리,18_북부시장입구,19_강북경찰서입구,20_수유사거리,21_수유시장.성신여대미아캠퍼스앞,22_미아역.신일중고,23_도봉세무서.성북시장,24_미아사거리역,25_월곡뉴타운,26_길음뉴타운,27_미아리고개.미아리예술극장,28_돈암사거리.성신여대입구,29_삼선교.한성대학교,30_혜화동로터리.여운형활동터,31_명륜3가.성대입구,32_창경궁.서울대학교병원,33_현대그룹빌딩,34_이화동(이화장),35_충신동,36_동대문,37_종로5가.효제초등학교,38_종로5가.효제동.김상옥의거터,39_방송통신대.이화장,40_혜화역.마로니에공원,41_혜화역.동성중고(장면총리가옥),42_삼선교.한성대학교.조소앙활동터,43_돈암사거리.성신여대입구,44_미아리고개.미아리예술극장,45_길음뉴타운,46_월곡뉴타운,47_미아사거리역,48_도봉세무서.성북시장,49_미아역.신일중고,50_수유시장.성신여대미아캠퍼스앞,51_수유사거리,52_강북경찰서입구,53_북부시장입구,54_번동사거리,55_창동서울탁주앞,56_창동.신창시장,57_국립현대미술관창동레지던시,58_창림초교창동신창아파트앞,59_도봉문화정보도서관,60_창동주공4단지,61_창동주공17단지,62_마들근린공원.노원에코센터,63_중계역1번출구,64_백병원,65_상계주공4단지,66_상계주공6단지,67_노원역1번출구,68_상계초등학교,69_7단지영업소(가상)
2022-03-05 04:00:00,1,1,3,2,6,2,3,0,7,7,9,6,14,16,17,18,19,16,13,17,15,12,11,11,12,12,11,10,9,7,7,6,5,2,4,12,14,0,14,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,1,1,3,3,0,1,4,3,6,6,2,8,10,9,11,10,12,11,11,9,10,9,7,8,12,7,10,8,7,6,5,4,3,1,10,10,11,11,0,12,16,18,19,20,23,23,22,23,28,28,29,30,31,30,31,32,33,30,24,11,21,12,7,6,4,1,0,0
2022-03-05 06:00:00,0,0,2,3,1,2,2,5,7,7,6,4,6,5,10,12,11,11,10,10,8,9,8,7,7,9,10,8,5,7,4,6,5,3,1,1,0,0,1,2,1,0,2,5,8,10,9,9,6,6,6,7,6,7,6,10,8,9,10,7,8,7,3,2,3,0,0,0,0
2022-03-05 07:00:00,0,2,1,3,7,7,3,10,9,10,11,12,15,19,23,28,29,27,26,22,24,17,16,15,13,14,8,6,3,5,6,7,5,1,4,1,1,0,0,2,0,6,6,7,6,3,6,7,6,7,6,6,8,11,10,13,17,14,16,17,18,16,5,5,4,3,1,0,0
2022-03-05 08:00:00,0,1,1,2,3,4,6,10,12,13,14,12,12,14,15,21,19,19,20,18,17,14,14,14,11,13,15,18,15,12,8,3,3,1,0,0,1,2,2,2,3,5,3,4,5,6,10,10,13,13,15,16,21,21,23,23,24,27,25,24,28,26,9,8,7,3,1,0,0
2022-03-05 09:00:00,0,2,2,4,6,9,11,15,17,21,25,26,23,27,27,27,26,29,25,20,20,18,17,18,18,19,25,23,18,14,10,7,5,4,2,1,2,0,2,3,2,4,4,5,4,6,8,7,9,11,12,11,12,14,15,16,20,26,25,25,27,28,19,14,13,8,1,0,0
2022-03-05 10:00:00,0,1,1,5,6,7,8,13,14,14,16,14,19,25,27,36,37,35,33,29,27,25,24,23,21,21,20,18,16,11,9,8,5,4,3,2,4,5,4,5,4,1,5,5,5,6,7,8,9,9,9,8,10,11,14,16,17,21,19,22,24,26,21,18,16,6,2,0,0
2022-03-05 11:00:00,0,0,1,5,7,8,11,21,19,20,16,15,15,21,23,22,21,23,22,19,18,14,16,16,13,14,15,11,9,8,6,6,5,4,5,3,3,0,4,5,4,7,8,7,8,7,11,13,12,11,16,17,11,13,12,12,14,16,14,16,20,20,15,14,15,8,1,0,0
2022-03-05 12:00:00,0,1,1,9,13,12,15,19,18,22,23,22,22,22,21,26,28,30,28,26,21,21,19,13,12,11,12,8,13,3,11,10,7,3,2,3,3,3,5,5,6,11,12,11,14,17,16,15,17,19,20,17,20,20,16,25,24,28,26,26,25,26,20,19,20,10,2,0,0
2022-03-05 13:00:00,0,1,1,7,13,14,13,19,24,25,25,24,22,21,24,23,24,24,24,17,22,21,21,17,14,19,17,14,13,10,5,3,5,3,5,2,5,5,4,7,8,11,16,20,20,17,16,21,19,25,26,24,26,25,21,26,27,30,31,30,29,29,15,14,17,10,1,0,0
2022-03-05 14:00:00,0,1,2,8,13,13,13,28,27,31,25,23,23,19,21,20,19,21,18,15,17,17,16,14,16,17,14,15,11,9,8,8,9,7,7,6,7,5,8,10,9,8,21,24,23,20,20,19,20,22,20,18,17,13,14,14,16,19,17,18,29,25,15,16,13,5,1,0,0
2022-03-05 15:00:00,2,1,3,18,23,24,23,28,28,27,29,31,29,28,22,25,23,24,25,18,16,15,14,19,12,10,9,8,6,5,5,4,0,2,4,6,11,8,10,12,15,19,18,20,19,20,21,21,21,26,24,23,24,25,25,27,29,32,29,32,35,21,17,16,17,9,1,0,0
2022-03-05 16:00:00,0,2,3,9,13,16,19,30,28,28,28,26,22,21,16,18,12,19,20,17,19,18,18,13,9,9,8,6,4,4,4,1,2,3,3,6,8,9,7,11,13,16,15,15,14,14,22,21,21,23,27,26,25,20,21,20,20,22,21,22,21,32,18,18,16,10,1,0,0
2022-03-05 17:00:00,0,1,3,8,11,12,16,26,25,21,21,19,17,20,18,20,22,28,29,27,22,20,19,13,11,9,8,6,5,4,3,2,0,3,2,3,6,5,3,12,12,11,13,16,18,14,20,20,22,23,27,26,25,26,21,25,25,28,23,29,28,27,20,17,15,6,2,0,0
2022-03-05 18:00:00,0,0,1,9,11,11,17,23,23,22,21,20,18,20,20,23,23,21,19,18,20,18,16,9,10,9,11,9,9,6,4,0,5,2,3,6,9,8,11,10,15,18,22,23,23,23,28,25,27,29,32,27,28,27,27,25,27,25,24,25,23,22,13,12,9,7,1,0,0
2022-03-05 19:00:00,0,0,0,6,16,18,22,34,31,31,29,27,23,20,16,17,17,19,16,14,12,9,8,4,8,8,6,5,6,4,2,0,2,1,4,5,6,4,3,7,6,8,12,11,10,11,18,19,24,28,27,19,25,24,18,19,18,16,15,13,13,14,9,8,6,4,2,0,0
2022-03-05 20:00:00,0,0,1,16,14,15,17,20,19,15,16,15,13,17,15,16,14,13,11,10,9,8,8,8,6,5,3,3,4,0,0,0,5,4,2,2,4,0,3,5,6,7,12,13,17,14,26,25,21,20,23,24,23,21,17,13,14,14,12,11,11,10,4,0,2,2,1,0,0
2022-03-05 21:00:00,0,0,4,18,18,9,20,32,32,27,25,22,16,12,11,10,11,10,9,8,6,5,4,8,6,4,3,3,2,1,2,1,0,0,0,2,4,5,4,6,16,15,23,24,25,13,18,17,15,16,17,16,20,19,17,14,11,11,3,9,6,7,5,4,5,1,3,0,0
2022-03-05 22:00:00,0,0,2,13,13,14,18,27,22,21,22,13,17,12,13,10,9,9,7,4,7,4,4,9,8,6,3,3,5,0,6,0,3,1,0,4,3,0,4,5,9,9,15,14,16,22,25,14,25,24,22,21,18,17,13,13,10,9,8,8,7,6,2,3,3,2,1,0,0
2022-03-05 23:00:00,0,0,2,14,16,6,17,20,17,16,15,13,12,11,11,10,8,7,6,4,5,5,6,5,8,4,3,3,2,0,2,0,0,0,2,3,3,4,5,11,9,13,11,12,12,15,18,12,18,18,21,18,19,18,15,16,15,12,9,8,5,6,4,3,2,3,1,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,2,3,5,0,7,9,5,6,8,0,7,8,9,10,11,12,13,12,10,11,10,9,8,0,6,4,3,1,0,1,0,0,0,1,2,0,0,3,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,1,0,2,4,3,4,6,6,8,11,10,8,8,8,10,7,9,6,10,9,10,9,8,7,6,2,5,5,4,3,0,2,3,3,4,2,2,1,1,5,2,2,7,8,6,10,11,13,14,15,16,18,7,18,17,7,18,17,16,15,10,14,13,10,6,0,0,0
2022-03-06 06:00:00,0,0,1,1,2,1,1,4,2,8,1,7,8,8,7,9,10,12,12,11,8,7,8,6,5,0,4,3,2,1,0,1,0,0,0,0,0,1,1,0,1,4,3,0,6,3,5,5,3,5,5,4,5,4,6,3,6,8,7,6,6,5,2,1,3,0,0,0,0
2022-03-06 07:00:00,0,0,1,2,2,4,4,5,5,4,6,0,4,7,9,7,7,8,9,7,6,5,6,5,4,1,3,2,2,0,1,3,2,0,0,1,0,0,0,1,0,0,2,1,1,6,5,3,2,4,5,4,4,5,5,6,8,12,11,12,9,8,3,1,2,0,1,0,0
2022-03-06 08:00:00,0,0,1,2,3,2,4,6,11,11,14,8,12,12,13,15,15,16,15,13,13,14,13,13,10,12,9,10,9,4,6,4,1,2,1,0,1,0,0,1,1,2,2,3,3,0,5,6,7,8,10,9,4,10,10,13,14,18,17,17,18,16,8,3,5,4,1,0,0
2022-03-06 09:00:00,1,0,0,2,1,3,5,12,11,13,14,14,16,21,24,27,28,29,25,24,20,20,17,16,12,12,15,14,7,7,6,3,3,1,2,1,1,0,0,2,1,3,3,3,5,8,11,12,14,12,12,11,10,14,10,14,16,19,12,21,23,21,9,8,7,7,1,0,0
2022-03-06 10:00:00,0,1,2,3,4,6,8,15,16,18,21,20,19,20,20,22,25,27,28,20,19,16,17,15,18,15,12,11,10,9,12,13,10,7,5,2,2,0,3,5,7,10,8,8,13,11,12,11,11,14,14,8,15,14,11,14,16,16,15,19,21,22,9,7,5,5,1,0,0
2022-03-06 11:00:00,0,2,1,4,6,7,6,12,14,13,13,8,13,14,16,19,21,18,18,16,17,14,11,13,11,6,7,3,5,5,4,2,2,1,6,9,0,1,0,0,2,3,5,7,11,11,13,14,14,15,13,13,0,12,14,12,11,12,11,12,13,11,9,2,9,5,0,0,0
2022-03-06 12:00:00,0,0,1,4,3,6,6,10,11,14,15,14,15,16,19,24,25,26,30,22,20,15,13,12,12,13,12,10,9,8,7,0,5,4,5,3,11,4,10,8,9,9,10,11,8,10,14,15,13,17,19,17,13,17,14,11,15,22,21,21,24,25,14,11,6,7,1,0,0
2022-03-06 13:00:00,1,1,2,6,7,6,8,17,18,17,16,16,14,20,13,17,18,21,22,18,17,21,21,23,17,20,22,18,12,9,6,5,4,1,1,3,2,2,5,7,7,7,11,12,11,9,17,18,17,20,20,21,19,20,20,18,20,25,26,26,26,23,16,15,12,7,1,0,0
2022-03-06 14:00:00,0,1,4,12,18,17,16,17,15,12,13,12,13,18,21,25,26,30,28,23,23,22,17,18,16,15,6,12,10,6,4,5,3,2,4,5,7,5,6,8,11,15,17,20,18,19,15,14,15,23,23,25,20,23,24,22,23,21,17,24,23,21,12,12,10,8,1,0,0
2022-03-06 15:00:00,0,2,1,8,13,12,12,17,16,19,18,18,17,22,19,16,19,23,22,21,18,15,14,14,15,14,11,9,9,7,8,7,6,7,4,3,5,6,8,11,19,22,26,17,20,14,17,16,16,19,22,20,19,19,17,13,14,16,15,19,22,21,12,13,14,8,0,0,0
2022-03-06 16:00:00,0,1,2,8,14,15,13,27,28,26,27,24,19,27,26,26,25,25,21,17,17,15,14,12,8,11,11,8,7,5,6,3,4,3,2,11,5,2,6,9,16,17,19,17,16,17,22,20,23,27,30,28,24,19,18,19,23,22,18,21,21,21,13,11,10,8,2,0,0
2022-03-06 17:00:00,0,0,2,9,15,16,19,22,23,25,25,24,22,27,27,28,27,26,21,18,18,17,15,11,9,12,9,8,7,4,4,0,7,4,5,4,12,14,0,16,19,20,22,19,19,19,24,16,26,25,26,27,29,27,22,19,18,17,19,19,17,14,11,6,5,5,0,0,0
2022-03-06 18:00:00,0,0,1,9,13,14,13,23,23,25,25,24,21,21,16,15,14,13,10,9,11,9,7,8,10,8,6,5,6,1,2,0,0,1,1,2,0,0,4,6,9,14,16,15,15,9,16,16,16,20,26,25,25,26,21,17,15,15,14,17,16,13,10,7,11,6,2,0,0
2022-03-06 19:00:00,0,1,1,11,13,8,18,26,27,25,20,12,20,16,9,12,14,13,12,11,9,3,8,5,3,2,1,4,6,1,3,5,4,0,3,1,5,3,4,2,5,9,12,13,13,12,13,13,14,19,22,24,23,19,15,13,13,14,13,11,12,9,6,5,7,6,1,0,0
2022-03-06 20:00:00,0,0,3,10,8,11,12,17,16,13,16,14,11,12,10,10,11,12,8,8,7,8,7,5,5,3,3,2,2,3,0,2,3,2,1,0,0,0,2,5,7,10,14,15,9,18,18,19,19,22,18,17,16,17,12,11,13,14,12,14,11,10,4,3,4,4,1,0,0
2022-03-06 21:00:00,0,1,3,13,19,14,15,26,26,23,24,22,15,9,10,8,9,8,9,5,4,4,3,7,6,4,5,3,3,1,3,4,0,0,1,2,5,0,2,5,7,9,14,18,16,17,18,18,18,18,18,16,15,14,13,10,11,10,0,11,9,7,3,4,2,2,1,0,0
2022-03-06 22:00:00,0,1,2,10,11,18,24,33,21,29,28,26,21,15,14,13,10,8,7,4,7,4,2,2,3,2,0,1,2,0,0,0,2,0,1,1,3,3,4,6,14,16,16,14,17,16,20,19,20,21,25,21,19,18,23,19,15,6,9,14,13,10,6,4,2,2,0,0,0
2022-03-06 23:00:00,0,0,0,5,5,5,10,15,5,11,10,6,9,8,7,6,3,4,4,6,10,9,6,5,4,5,4,3,0,1,2,0,0,0,0,3,2,0,0,4,5,5,9,8,9,0,16,0,17,17,17,16,15,13,12,12,12,12,11,9,8,7,5,4,1,2,1,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,1,1,5,6,5,7,6,8,8,12,15,14,24,29,30,30,34,26,25,27,24,22,22,24,23,25,22,16,18,15,9,6,4,0,8,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,0,1,1,2,0,2,2,4,5,7,3,7,13,14,14,16,17,7,18,16,17,14,16,15,10,13,9,13,10,10,10,8,7,5,13,12,0,19,20,19,17,16,15,21,23,27,12,29,36,39,39,39,13,36,39,39,41,36,36,36,29,10,6,5,2,0,0,0
2022-03-07 06:00:00,0,1,3,5,7,6,6,10,15,16,17,18,18,17,21,20,21,23,23,20,16,8,13,11,11,10,9,9,9,7,5,3,5,4,2,1,0,1,1,0,1,2,5,6,7,8,5,5,6,11,14,13,13,13,12,16,17,21,16,18,18,17,4,4,5,4,0,0,0
2022-03-07 07:00:00,0,2,2,6,7,8,10,18,23,21,24,23,28,34,40,47,48,55,55,53,48,42,37,37,40,44,33,30,25,24,23,10,7,4,4,3,2,0,3,4,4,5,6,6,8,9,15,16,15,17,20,16,16,23,29,30,34,43,41,50,55,40,14,11,11,5,4,0,0
2022-03-07 08:00:00,0,1,1,9,13,13,16,26,30,35,38,38,37,38,37,39,39,42,42,37,35,31,27,30,31,40,35,33,33,31,27,24,16,10,4,2,3,3,3,4,3,6,9,12,11,12,15,23,27,28,33,32,31,31,35,38,44,49,48,51,53,38,20,14,12,9,4,0,0
2022-03-07 09:00:00,0,1,2,4,7,8,8,17,18,20,24,22,21,22,24,27,26,27,27,23,27,23,23,27,24,25,21,20,18,13,17,14,9,5,3,4,5,3,0,5,6,7,6,5,5,7,12,9,15,18,16,15,15,15,19,21,23,26,26,27,26,27,16,14,13,8,2,0,0
2022-03-07 10:00:00,1,1,2,5,8,12,12,15,17,18,19,18,19,18,22,26,26,24,25,20,21,20,20,16,16,17,15,11,10,11,8,8,7,4,4,1,3,0,1,7,1,6,8,9,10,8,12,13,12,15,16,14,15,16,17,17,19,27,12,27,24,24,14,14,10,9,4,0,0
2022-03-07 11:00:00,1,2,3,7,11,14,15,21,22,21,23,21,19,20,22,24,23,25,25,20,15,15,15,11,9,7,8,10,9,9,6,8,7,6,2,3,3,3,2,4,4,7,6,5,8,6,8,8,11,13,15,10,13,9,12,12,13,14,11,16,13,17,11,6,7,6,2,0,0
2022-03-07 12:00:00,0,1,1,5,8,13,17,26,23,25,32,30,26,25,24,25,23,26,27,21,17,15,15,11,9,7,5,7,6,5,4,3,4,2,0,2,4,3,4,7,8,10,14,14,15,13,16,16,15,20,16,15,15,16,17,16,19,18,10,19,18,15,15,9,8,4,1,0,0
2022-03-07 13:00:00,0,0,2,7,8,15,17,20,20,19,22,19,24,26,27,30,27,33,28,27,21,20,17,19,15,14,11,6,5,4,7,5,5,1,3,4,5,4,3,6,5,9,11,14,8,15,21,25,15,27,28,27,27,26,22,24,27,27,28,29,30,24,15,13,10,6,4,0,0
2022-03-07 14:00:00,0,1,4,10,15,19,20,30,31,28,29,24,27,28,26,27,23,23,19,19,18,14,12,9,9,10,12,11,11,4,10,9,5,9,5,5,9,6,11,14,13,13,22,21,21,21,22,23,23,18,20,18,20,21,18,20,24,26,25,26,27,25,15,14,12,8,1,0,0
2022-03-07 15:00:00,0,0,3,10,16,16,22,29,33,36,40,37,30,27,30,29,28,26,26,19,18,18,19,23,19,19,18,9,9,5,7,1,7,4,4,6,12,6,16,21,23,22,25,24,24,22,26,29,25,30,32,33,30,30,25,19,20,21,17,21,19,18,13,12,10,7,3,0,0
2022-03-07 16:00:00,0,0,1,6,14,18,21,33,41,42,43,42,42,37,34,37,36,34,31,27,28,29,25,22,20,15,12,7,3,3,3,0,0,3,2,9,5,10,13,14,18,17,17,21,19,18,32,33,35,42,42,41,35,30,25,20,21,23,21,25,24,23,14,11,10,8,2,0,0
2022-03-07 17:00:00,0,1,2,13,14,16,26,39,40,36,38,35,33,27,24,26,23,27,26,22,19,16,18,14,15,14,12,6,5,0,4,1,3,0,3,8,14,17,18,20,21,22,25,26,25,24,25,24,26,32,30,29,28,28,28,28,28,30,28,27,25,23,13,12,10,6,0,0,0
2022-03-07 18:00:00,0,2,5,15,15,19,24,38,39,39,39,35,32,32,24,21,22,22,21,19,22,19,19,16,13,10,11,10,7,2,6,2,4,4,6,11,20,24,28,31,36,37,36,34,35,32,28,28,30,31,34,30,26,30,28,27,26,28,27,28,24,23,12,11,11,8,3,0,0
2022-03-07 19:00:00,0,1,2,10,17,17,19,44,47,45,44,36,31,25,23,23,22,18,16,14,12,10,11,11,12,7,4,10,7,5,4,2,3,3,4,4,8,9,9,11,24,24,33,32,28,33,43,44,43,41,38,35,32,28,24,20,23,21,20,19,20,19,7,7,8,6,2,0,0
2022-03-07 20:00:00,1,0,2,8,10,12,14,24,23,21,21,18,14,11,15,13,12,13,11,13,10,9,8,6,7,6,5,4,2,1,1,3,2,0,2,4,6,6,9,11,11,13,26,23,23,28,30,28,30,30,27,26,25,24,21,16,15,16,9,8,12,9,5,5,6,4,1,0,0
2022-03-07 21:00:00,0,0,2,10,11,12,15,22,22,22,22,21,17,15,14,12,8,10,5,7,8,7,7,5,3,4,5,5,3,2,2,3,4,0,4,7,6,5,8,12,17,15,19,16,20,16,18,17,18,17,18,19,16,18,20,12,13,14,15,13,11,8,5,6,4,3,1,0,0
2022-03-07 22:00:00,0,0,3,8,11,12,16,24,27,25,23,22,21,20,19,18,16,14,12,9,9,7,7,6,4,4,3,2,2,3,4,0,0,1,3,3,4,5,8,13,14,15,15,15,16,15,20,21,19,21,19,18,17,14,17,13,17,17,10,6,14,14,3,4,3,4,2,0,0
2022-03-07 23:00:00,0,0,0,6,6,5,7,14,11,11,10,7,8,7,5,9,7,4,6,4,6,6,4,6,6,4,3,4,4,3,2,4,5,2,2,1,5,3,6,8,12,8,17,15,15,14,17,17,18,20,19,18,17,17,12,10,7,8,5,7,6,5,4,2,3,2,1,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,1,1,5,12,13,14,6,12,11,21,24,14,31,35,37,38,43,40,37,30,28,27,25,27,21,27,25,22,18,14,11,9,7,0,8,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,0,1,0,1,4,5,7,6,7,10,8,9,13,16,13,12,11,15,12,11,13,11,12,7,20,18,6,16,16,13,11,10,7,6,5,14,14,0,16,15,15,18,20,23,24,27,33,34,35,38,38,40,38,36,38,38,40,44,41,38,37,32,18,12,10,7,0,0,0
2022-03-08 06:00:00,0,0,1,3,3,3,4,7,11,10,12,11,14,13,17,19,20,21,19,16,14,15,14,14,13,12,10,9,7,8,7,7,4,3,2,1,2,3,2,3,4,3,4,6,6,4,4,2,5,12,10,5,8,8,7,15,20,22,15,21,20,17,6,7,7,5,1,0,0
2022-03-08 07:00:00,1,1,2,7,6,10,13,21,30,29,29,29,35,36,39,43,42,39,40,39,37,35,30,35,34,34,30,32,30,23,23,20,15,9,4,1,1,0,1,3,4,7,4,7,9,10,12,13,15,19,22,23,22,27,34,40,48,52,51,53,53,41,11,10,10,11,4,0,0
2022-03-08 08:00:00,1,1,3,9,11,13,16,33,37,41,44,42,40,47,48,46,43,45,43,44,42,32,29,27,35,30,29,31,31,29,24,20,13,8,5,3,3,2,1,0,2,5,8,10,12,12,24,27,30,32,40,40,40,38,39,46,52,59,49,63,58,38,14,10,10,7,2,0,0
2022-03-08 09:00:00,0,1,1,4,7,9,14,17,20,23,26,21,25,24,34,38,39,39,35,28,28,26,23,22,21,23,23,20,16,15,13,13,10,8,5,3,4,1,3,2,2,5,4,3,5,10,14,15,16,18,25,15,26,27,25,24,30,39,37,41,39,35,18,13,10,9,1,0,0
2022-03-08 10:00:00,0,1,2,3,3,8,10,12,14,13,15,11,14,14,16,17,19,21,19,18,16,15,21,17,15,14,16,15,12,11,9,8,5,5,4,3,4,0,4,4,5,5,7,9,10,9,9,10,11,13,15,6,18,19,20,19,24,31,18,32,35,31,20,13,12,10,2,0,0
2022-03-08 11:00:00,0,2,3,6,12,15,18,21,23,23,25,24,20,19,17,18,19,21,21,18,17,13,19,18,10,20,21,15,8,14,8,7,5,3,2,3,4,2,5,9,8,9,6,9,11,10,13,11,10,14,16,17,15,15,15,16,17,20,15,20,20,20,13,9,7,4,1,0,0
2022-03-08 12:00:00,0,1,2,7,9,12,16,23,21,25,27,26,24,25,27,28,25,28,30,25,21,20,21,11,11,11,9,8,8,8,8,7,6,4,3,3,4,5,6,8,10,11,15,15,14,16,20,19,14,25,28,28,27,28,25,25,25,29,30,26,26,26,12,13,9,7,1,0,0
2022-03-08 13:00:00,2,1,4,7,11,14,20,22,21,20,22,21,22,21,22,24,24,27,23,25,20,23,20,17,16,16,18,15,13,13,11,9,2,1,7,4,3,8,8,4,9,11,14,16,17,13,13,18,17,19,22,22,23,24,21,19,24,20,21,20,18,16,11,7,14,6,2,0,0
2022-03-08 14:00:00,0,1,2,8,15,16,18,24,26,27,32,17,29,31,26,27,27,30,28,23,19,17,14,12,13,14,10,8,8,7,6,4,5,3,6,7,7,6,9,8,11,13,14,14,14,14,16,18,20,27,27,27,28,28,26,17,17,18,19,19,20,18,12,8,6,4,2,0,0
2022-03-08 15:00:00,0,1,2,9,14,17,23,33,32,32,29,26,25,23,25,27,26,27,27,24,19,13,9,6,8,8,7,6,3,2,4,4,3,3,3,2,10,2,8,16,17,19,23,24,26,24,24,23,24,30,29,28,27,20,17,16,16,16,14,17,16,13,12,10,8,6,1,0,0
2022-03-08 16:00:00,0,1,2,9,14,20,26,35,39,40,39,35,37,34,28,30,29,30,33,24,25,25,22,16,15,14,15,11,8,10,11,10,9,7,5,6,11,14,14,14,20,21,23,27,27,26,36,35,35,38,41,41,37,37,24,19,21,25,22,23,33,30,20,15,14,11,1,0,0
2022-03-08 17:00:00,0,1,2,9,15,20,25,31,32,32,39,37,33,30,29,28,28,28,28,26,20,16,17,15,12,11,9,6,5,4,5,2,4,3,4,11,17,19,21,22,24,25,27,26,34,30,34,36,45,46,45,45,46,48,37,37,35,40,38,40,35,30,20,18,14,9,2,0,0
2022-03-08 18:00:00,1,1,2,8,14,19,24,43,43,40,44,41,34,26,22,22,23,23,23,21,18,15,14,16,17,13,12,6,5,4,5,3,8,9,7,10,22,18,24,26,29,35,42,38,36,36,40,44,42,46,49,42,47,45,40,33,32,33,32,33,32,24,13,12,11,10,3,0,0
