Unnamed: 0,1_흥안운수상계4동종점,2_흥안운수종점,3_불암현대아파트,4_동아불암아파트,5_불암대림아파트,6_상계벽산아파트,7_상계동주유소,8_상계119안전센터,9_상계중학교,10_상명고등학교,11_상명초등학교,12_중계건영2차아파트,13_백병원,14_상계주공4단지,15_상계주공6단지,16_도봉면허시험장,17_상계주공7단지,18_상계주공9단지,19_상계주공12단지,20_상계주공14단지,21_노원초등학교,22_수락산역3번출구,23_두산아파트.도심공항수락터미널,24_노원교,25_도봉역,26_서울북부지방법원.검찰청.도봉역성황당,27_도봉견인차량보관소,28_천주교도봉동교회,29_오봉초등학교,30_방학2동공영주차장,31_방학2동주민센터,32_방학중학교,33_신방학중학교앞,34_방학3동신동아프라자,35_방학3동주민센터,36_쌍문동성원아파트,37_쌍문동한양.현대아파트,38_쌍문동청구아파트,39_방학동삼익세라믹,40_방학동신우빌라,41_방학동도깨비시장입구,42_거성학마을아파트,43_도봉새마을금고본점,44_방학역,45_도봉견인차량보관소,46_서울북부지방법원.검찰청.도봉역성황당,47_도봉역,48_노원교,49_두산아파트.도심공항수락터미널,50_수락산역,51_노일초등학교,52_상계주공15단지,53_상계주공11단지,54_상계주공10단지,55_대림아파트상가,56_도봉면허시험장,57_상계주공3단지,58_상계주공2단지,59_상계주공1단지,60_중계역2번출구,61_중계3단지목련아파트,62_상명고등학교.성원아파트,63_코오롱아파트.양지대림아파트,64_상계119안전센터,65_상계동주유소,66_상계역,67_불암대림아파트,68_상계시장,69_동아불암아파트,70_흥안운수종점,71_흥안운수상계4동종점
2022-03-26 05:00:00,2,2,0,3,0,4,2,3,0,1,2,4,5,2,8,3,4,7,7,6,3,7,4,5,5,6,0,5,4,0,0,4,3,3,6,4,4,7,7,5,8,9,9,5,7,0,8,0,7,4,4,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,1,2,1,2,2,2,3,3,2,2,0,2,2,2,0,0,1,0,4,3,4,6,5,4,4,4,3,4,4,2,3,2,1,0,3,2,0,1,0,4,6,6,5,6,7,2,6,5,3,3,3,2,2,2,0,3,3,3,4,3,4,2,0,5,3,2,1,1,1,0,0
2022-03-26 07:00:00,2,0,0,3,5,5,6,9,8,9,7,3,1,2,1,5,0,0,6,2,0,7,8,0,6,6,4,8,0,7,5,3,2,3,1,1,3,2,4,6,7,6,6,5,7,6,7,6,5,3,3,3,2,4,4,3,2,0,0,3,4,2,4,5,2,1,0,0,0,0,0
2022-03-26 08:00:00,3,3,3,6,5,5,6,9,8,10,11,5,5,3,1,4,0,6,5,4,5,6,7,6,5,7,8,7,5,7,8,10,9,5,6,6,8,9,10,11,12,16,14,13,12,16,18,17,12,7,7,9,8,6,7,8,7,3,5,8,8,5,10,14,12,9,8,6,4,1,0
2022-03-26 09:00:00,3,7,8,12,5,8,5,10,9,10,12,9,7,7,6,7,1,6,4,4,5,5,7,6,4,5,0,6,4,3,6,5,4,3,6,4,4,6,0,7,9,15,14,11,12,14,16,17,14,10,14,15,15,8,14,13,7,3,4,8,8,7,10,8,6,4,3,2,1,0,0
2022-03-26 10:00:00,2,4,0,9,8,7,5,11,11,13,11,8,7,6,8,9,0,7,9,9,9,7,9,3,9,6,0,6,7,5,4,3,3,7,8,9,7,7,8,11,12,14,10,8,7,9,12,11,11,9,11,9,9,9,6,6,5,3,4,4,6,7,6,10,8,6,4,3,2,1,0
2022-03-26 11:00:00,1,3,2,7,9,7,5,7,7,10,11,9,7,7,7,8,6,8,8,8,8,10,14,13,13,9,6,10,8,9,8,6,5,5,5,5,4,6,7,8,9,5,9,12,12,15,12,14,11,15,15,14,13,12,11,9,8,8,5,7,10,7,10,9,8,7,6,4,1,0,0
2022-03-26 12:00:00,4,2,7,9,8,5,4,6,7,0,9,8,5,9,9,10,10,11,15,15,17,18,18,17,15,14,13,8,12,10,9,7,5,5,3,6,8,10,11,8,9,11,14,11,12,13,16,15,14,10,14,15,14,13,12,9,9,9,11,11,10,7,10,12,8,6,5,4,3,2,0
2022-03-26 13:00:00,5,7,1,10,10,8,7,11,0,10,11,7,8,7,9,13,14,14,12,11,13,14,15,16,14,14,11,12,11,7,8,6,0,4,4,6,8,9,8,11,12,14,17,17,16,15,18,16,12,12,13,12,12,11,9,7,9,10,11,15,17,7,11,14,11,4,1,3,1,2,0
2022-03-26 14:00:00,2,2,3,3,2,4,3,5,5,6,8,7,7,3,5,7,0,4,8,10,12,11,13,0,9,7,11,9,3,8,6,4,5,3,6,5,3,8,7,9,8,11,14,14,2,12,13,11,12,8,7,6,8,9,4,8,8,9,10,14,13,16,15,12,9,8,7,7,5,3,0
2022-03-26 15:00:00,3,5,0,5,3,6,9,4,8,7,5,6,4,6,10,7,7,10,9,4,8,9,9,13,7,14,10,10,9,8,6,6,0,3,2,3,4,6,6,9,10,12,9,7,6,9,11,0,8,7,9,8,8,6,6,5,3,1,5,8,10,9,8,6,8,5,4,3,3,0,0
2022-03-26 16:00:00,1,2,2,5,3,5,6,5,3,7,5,6,3,6,9,12,8,13,14,4,12,14,15,14,12,12,7,10,7,12,11,10,8,4,5,5,6,8,9,7,8,12,14,13,12,13,14,13,10,8,10,9,8,9,7,5,4,7,8,11,10,11,10,10,8,9,6,6,5,2,0
2022-03-26 17:00:00,3,2,0,4,5,5,6,8,7,8,7,9,11,17,24,28,11,0,10,11,10,12,14,12,13,15,12,11,0,12,10,8,7,6,6,14,6,13,10,16,12,18,14,13,12,15,14,15,11,6,5,9,6,5,8,7,4,7,6,13,14,12,10,9,9,9,8,6,2,1,0
2022-03-26 18:00:00,2,4,3,7,6,5,6,8,3,2,6,4,7,7,10,14,10,11,25,23,24,22,21,19,17,16,17,16,15,14,13,9,8,5,7,8,7,8,7,9,7,5,8,8,9,17,11,12,10,9,8,9,10,11,1,6,7,6,3,13,12,15,14,11,9,7,4,3,3,1,0
2022-03-26 19:00:00,2,3,4,4,3,5,6,8,7,2,6,2,4,3,5,7,0,7,10,8,15,16,16,13,12,11,11,9,10,10,8,4,2,7,6,3,3,3,4,6,5,6,3,6,5,9,18,19,18,17,12,13,12,11,10,9,14,17,16,21,20,21,16,12,11,9,6,6,3,1,0
2022-03-26 20:00:00,0,1,1,3,4,7,8,6,4,5,1,4,3,1,3,5,2,6,9,0,13,12,12,0,14,15,14,13,7,11,10,9,5,7,7,7,4,2,5,7,6,6,7,6,5,7,7,6,5,7,5,2,4,3,3,4,2,4,5,7,4,5,5,6,1,3,4,1,2,0,0
2022-03-26 21:00:00,1,5,2,3,3,3,6,6,0,5,4,3,3,2,4,7,0,3,6,6,7,9,12,11,8,7,1,13,11,9,6,6,6,5,4,5,4,6,7,8,4,5,6,10,9,10,3,6,4,2,2,5,6,7,0,2,6,1,5,12,8,11,8,6,5,6,5,4,3,0,0
2022-03-26 22:00:00,1,3,0,3,0,4,4,5,2,3,2,1,4,7,7,9,7,8,6,7,7,8,10,5,10,18,19,18,17,12,9,7,6,5,4,4,2,3,0,3,3,0,0,3,0,4,5,0,3,4,3,2,4,5,0,3,4,3,4,9,8,6,5,5,5,10,8,7,4,1,0
2022-03-26 23:00:00,2,4,2,3,3,5,4,5,0,4,3,4,1,3,4,8,0,6,7,0,8,13,15,12,10,14,10,9,8,8,5,4,0,3,2,3,5,5,4,0,0,3,3,3,4,3,3,4,3,2,0,0,2,1,1,1,3,1,2,4,0,1,1,5,4,10,9,7,3,1,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,2,4,0,0,0,5,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,2,3,0,3,1,3,4,5,0,3,4,3,2,2,3,6,5,0,4,2,3,2,2,1,2,3,0,0,0,0,1,4,3,0,4,1,5,6,7,8,8,7,8,5,7,7,2,6,6,5,4,5,7,0,0,5,0,6,0,0,7,8,9,8,9,7,0,4,0,0,0
2022-03-27 06:00:00,0,0,0,2,2,0,1,3,0,4,0,4,1,2,0,2,0,0,4,3,2,5,4,4,0,5,3,2,0,4,0,3,0,2,2,2,2,3,0,4,5,3,6,5,4,4,2,3,4,2,3,2,1,0,4,0,5,4,0,4,3,0,4,3,0,3,0,0,0,1,0
2022-03-27 07:00:00,1,1,2,4,0,4,3,3,1,0,2,2,2,3,0,0,0,2,3,2,4,2,3,2,0,4,2,5,4,4,2,4,3,2,1,2,2,1,2,3,1,2,0,3,2,1,4,0,3,2,1,0,0,2,1,0,2,1,2,3,1,3,2,3,2,0,0,0,0,0,0
2022-03-27 08:00:00,5,6,7,8,6,5,3,4,0,0,5,3,4,2,1,1,2,0,5,4,5,6,7,6,5,5,0,0,3,0,0,4,3,2,2,2,4,8,4,7,8,8,8,5,5,9,10,9,5,3,4,2,1,2,2,0,1,2,3,2,2,0,1,4,2,3,2,3,1,0,0
2022-03-27 09:00:00,4,5,4,9,10,9,8,13,0,0,11,5,4,3,4,5,4,1,3,0,3,6,8,1,7,6,5,6,7,6,7,3,2,5,6,6,7,8,9,2,12,14,16,9,8,15,12,13,11,6,7,5,0,0,5,2,3,1,2,4,5,2,6,4,3,8,7,6,5,1,0
2022-03-27 10:00:00,2,8,8,12,9,7,7,7,0,5,8,6,3,0,2,5,0,3,6,7,8,10,11,7,11,8,3,8,5,5,6,0,5,5,4,5,7,9,9,8,11,13,12,10,8,11,12,11,7,7,3,6,5,6,2,4,5,5,3,4,5,6,7,7,4,7,6,4,2,0,0
2022-03-27 11:00:00,2,4,4,7,6,8,10,11,0,11,9,2,3,4,7,8,0,10,13,16,13,12,15,4,4,11,9,6,0,4,4,4,4,3,3,6,5,8,0,9,11,0,11,12,12,13,14,15,14,11,7,6,5,4,3,2,3,4,0,8,7,3,9,13,9,4,4,0,3,1,0
2022-03-27 12:00:00,2,3,0,6,7,7,10,12,10,0,10,5,4,3,6,7,3,7,9,3,9,10,12,10,10,12,0,11,8,10,8,7,7,1,0,1,8,8,5,5,7,9,10,11,2,14,15,16,13,20,23,21,21,22,19,13,15,13,15,7,4,9,6,10,9,7,0,2,4,1,0
2022-03-27 13:00:00,3,4,6,7,8,7,8,10,9,4,10,9,9,10,8,13,12,11,12,10,7,8,9,2,9,7,6,4,5,0,4,5,5,6,4,7,7,8,7,0,9,8,10,12,12,14,17,11,16,13,14,10,8,8,6,3,4,5,1,16,17,6,17,14,10,7,5,3,4,1,0
2022-03-27 14:00:00,4,6,0,7,3,4,6,8,1,7,8,5,4,6,15,12,12,6,13,13,13,14,14,12,11,12,11,11,10,9,8,6,6,7,6,4,7,8,6,7,7,9,9,10,11,12,14,13,5,8,10,10,9,0,4,7,6,7,6,11,8,5,6,5,8,6,5,4,1,0,0
2022-03-27 15:00:00,3,6,6,8,8,12,12,13,12,11,10,8,9,9,8,12,5,9,13,8,13,17,15,14,13,14,15,14,0,9,11,8,10,7,6,6,7,7,6,2,9,3,8,9,4,17,19,15,12,8,8,12,9,8,9,7,6,9,0,9,10,8,7,8,6,3,3,3,3,2,0
2022-03-27 16:00:00,2,5,0,7,4,7,4,10,0,10,8,5,4,5,13,18,0,19,19,16,13,16,17,15,15,14,18,17,17,16,15,15,13,5,5,4,3,3,4,6,9,8,9,7,10,12,19,20,18,9,7,8,8,6,7,9,10,11,4,13,14,10,8,9,8,13,9,5,2,0,0
2022-03-27 17:00:00,2,2,4,6,0,9,6,7,6,7,8,5,4,6,6,9,9,8,9,8,13,17,19,14,12,20,21,7,20,21,16,15,17,16,16,10,11,14,15,18,23,22,23,22,6,21,22,22,19,15,10,5,5,7,6,4,7,3,3,10,2,9,6,3,5,6,5,4,3,0,0
2022-03-27 18:00:00,1,5,0,7,6,7,11,9,0,9,10,6,7,6,7,14,15,5,15,15,14,14,13,17,13,11,10,9,10,9,9,8,6,6,5,5,7,7,7,6,9,0,12,10,8,11,11,10,7,9,10,12,10,4,5,7,8,5,6,12,13,8,7,6,5,9,5,8,4,3,0
2022-03-27 19:00:00,1,3,0,5,3,3,2,5,0,0,4,2,1,3,4,8,0,7,7,0,9,14,17,14,12,13,10,11,10,8,8,7,6,4,1,8,9,7,4,8,9,7,12,9,4,9,6,0,8,6,8,9,10,7,9,8,6,7,5,11,13,13,10,6,9,9,9,7,3,1,0
2022-03-27 20:00:00,1,0,0,1,2,3,4,3,0,0,0,1,4,5,12,14,12,13,9,4,6,8,10,9,6,9,12,12,13,10,7,2,7,6,7,1,6,7,3,0,4,8,8,3,9,11,14,13,14,10,8,7,8,0,6,4,3,0,4,4,0,3,3,4,1,4,3,3,2,0,0
2022-03-27 21:00:00,1,4,2,0,3,5,4,4,0,4,4,3,3,2,7,12,11,10,11,9,11,16,22,20,17,17,16,17,7,16,15,8,7,2,6,3,2,3,2,5,2,5,8,5,10,4,10,0,9,6,5,4,4,0,0,1,5,0,6,9,6,8,8,3,8,7,4,5,2,0,0
2022-03-27 22:00:00,0,1,2,0,0,3,2,4,0,1,3,2,2,0,2,5,0,0,5,7,4,9,8,5,9,8,9,10,5,8,7,7,1,0,5,3,3,2,1,0,1,0,3,2,3,3,8,5,6,4,2,5,4,4,5,4,2,5,4,10,12,10,8,6,5,10,8,7,7,4,0
2022-03-27 23:00:00,1,3,0,0,1,3,0,1,0,2,0,0,3,0,0,4,0,5,6,0,2,9,7,9,5,10,7,13,6,12,8,6,5,5,3,4,3,3,2,3,0,0,2,0,1,3,4,3,1,2,0,3,3,0,0,1,3,0,4,8,7,6,4,1,0,5,4,3,1,1,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,4,7,1,11,12,21,22,3,3,19,17,11,3,2,4,0,0,0,3,2,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,3,2,0,4,3,4,6,3,0,4,4,7,6,5,8,6,7,0,7,5,5,5,6,4,4,6,5,3,0,0,2,0,4,5,8,7,6,9,9,12,14,10,12,10,9,9,5,7,6,4,5,4,2,0,0,0,0,3,0,2,1,2,3,0,3,1,0,0,0,0,0
2022-03-28 06:00:00,3,5,1,10,0,7,5,8,8,6,9,3,0,2,1,0,2,0,2,4,5,5,8,3,6,5,1,6,4,2,4,5,6,3,3,3,6,2,7,9,10,10,8,6,8,8,9,7,4,4,5,3,5,0,4,0,4,5,4,4,4,5,8,7,8,4,4,3,1,0,0
2022-03-28 07:00:00,10,12,16,20,21,23,24,31,29,26,20,10,12,13,12,6,5,6,4,7,10,9,14,13,11,14,2,17,9,10,13,14,14,11,14,12,8,11,12,16,19,26,26,19,14,16,18,17,15,12,14,20,19,19,21,21,16,12,11,8,7,8,12,16,14,5,4,2,1,0,0
2022-03-28 08:00:00,5,8,10,15,11,15,16,26,22,25,22,7,7,8,9,12,7,0,13,11,10,14,19,15,16,14,0,16,18,16,14,11,10,8,7,18,20,19,14,21,23,25,24,21,19,20,21,20,19,12,12,19,18,11,16,14,8,7,6,9,11,9,14,19,12,8,6,2,3,1,0
2022-03-28 09:00:00,4,6,6,11,15,11,11,10,10,18,17,10,13,10,11,0,12,14,16,15,10,9,10,10,11,13,8,7,0,7,8,9,3,5,3,4,6,6,6,7,9,9,10,11,10,15,24,23,19,15,14,13,9,12,11,11,8,6,6,9,10,9,10,7,7,5,3,2,3,1,0
2022-03-28 10:00:00,3,4,5,7,5,10,8,11,0,9,14,13,12,9,11,11,0,12,11,12,8,6,7,8,5,6,7,5,0,4,4,3,2,2,3,5,4,7,7,11,12,13,11,9,9,11,12,8,9,12,13,13,15,16,16,15,16,14,16,14,4,13,13,13,13,12,10,5,3,1,0
2022-03-28 11:00:00,3,3,0,7,8,8,7,9,4,9,9,7,5,6,10,10,9,4,13,11,10,12,13,12,11,9,6,8,7,6,5,6,7,8,8,9,6,8,9,7,12,13,12,13,12,12,16,17,16,12,14,14,18,6,8,15,13,12,12,13,14,8,12,10,7,9,7,4,3,1,0
2022-03-28 12:00:00,4,6,5,10,6,10,11,10,9,9,7,7,8,9,11,12,13,14,12,11,10,16,19,16,12,11,13,12,13,11,10,12,11,11,3,9,12,11,5,7,8,10,9,10,11,13,14,7,10,6,8,8,9,8,7,8,9,12,13,16,16,16,10,13,10,8,7,6,3,2,0
2022-03-28 13:00:00,2,1,3,6,7,7,0,12,0,4,12,9,9,10,15,16,9,16,16,14,14,17,16,15,14,14,13,11,11,12,10,9,9,9,8,7,5,9,11,0,12,15,16,15,16,15,17,15,15,15,12,7,10,10,10,11,9,9,9,12,12,12,11,9,7,8,6,5,3,1,0
2022-03-28 14:00:00,4,4,5,6,7,6,8,11,12,11,11,9,11,10,9,8,10,6,14,12,12,18,21,15,17,14,11,10,10,9,6,5,6,6,6,6,7,7,7,7,8,8,10,12,12,11,13,11,12,9,13,12,7,13,13,11,13,11,11,16,15,10,6,11,11,12,9,7,5,0,0
2022-03-28 15:00:00,1,2,0,6,5,7,10,9,6,9,10,6,9,12,17,26,16,16,16,16,18,19,24,23,19,25,24,23,22,19,11,6,10,7,6,8,8,6,5,6,8,10,10,10,10,13,16,10,12,10,13,12,11,10,10,15,16,7,11,11,11,15,15,14,12,11,10,7,4,0,0
2022-03-28 16:00:00,1,3,0,9,10,8,6,6,0,8,12,7,11,12,19,25,29,27,26,23,22,24,28,20,27,26,22,21,20,16,15,9,11,10,8,11,10,11,12,11,9,11,7,11,5,14,15,16,13,14,15,8,16,14,13,10,15,21,23,21,25,32,30,19,25,18,18,15,13,8,0
2022-03-28 17:00:00,2,3,4,8,9,12,14,15,14,15,13,8,9,9,15,20,19,15,17,18,18,21,26,22,20,24,23,22,21,18,13,12,10,8,7,5,7,9,11,13,14,18,17,16,15,17,19,18,16,18,19,17,19,17,16,14,14,16,19,23,21,19,16,14,14,12,12,11,6,3,0
2022-03-28 18:00:00,2,0,3,5,6,8,8,9,6,9,8,5,7,9,12,17,19,18,17,16,16,21,28,27,22,22,23,24,23,19,21,19,16,15,13,14,9,9,11,10,11,6,12,14,14,20,21,20,13,12,15,13,10,10,11,8,12,10,12,22,18,18,14,13,12,18,17,11,4,2,0
2022-03-28 19:00:00,2,6,0,8,0,19,18,16,17,16,14,9,9,8,10,13,7,0,13,12,14,21,26,25,24,25,24,24,22,16,15,15,12,10,7,7,8,10,6,10,11,13,12,10,10,13,17,15,11,9,9,8,9,10,9,7,8,7,8,25,25,21,14,10,7,13,12,9,3,2,0
2022-03-28 20:00:00,1,3,2,2,4,7,6,6,0,4,5,3,5,5,6,9,11,8,13,10,9,13,18,15,14,14,11,12,13,12,5,6,7,5,4,3,3,4,5,5,6,0,5,7,4,8,8,9,4,6,8,9,6,5,6,4,3,5,6,21,18,15,9,6,2,9,12,10,4,3,0
2022-03-28 21:00:00,2,4,0,4,3,7,8,6,5,4,5,4,3,3,4,12,5,0,13,11,13,18,20,20,17,14,9,13,13,11,8,7,5,7,6,4,3,5,6,7,6,5,4,6,5,10,6,5,5,4,4,2,3,0,2,0,5,7,6,16,15,9,11,6,6,7,6,4,3,1,0
2022-03-28 22:00:00,1,2,0,3,4,4,3,2,0,3,0,4,4,3,5,8,0,8,10,9,11,16,15,13,15,18,0,17,16,14,11,10,8,7,7,6,4,4,5,6,2,3,5,5,3,4,8,4,7,6,2,1,1,2,3,2,4,3,4,19,17,13,9,7,5,8,7,4,3,1,0
2022-03-28 23:00:00,2,0,0,0,0,3,3,3,2,0,0,3,4,5,4,8,0,0,10,11,10,14,15,13,11,6,7,10,8,6,5,6,5,4,0,4,0,2,4,3,2,2,4,5,0,2,6,1,0,7,6,5,3,2,0,1,3,0,0,10,4,8,5,5,4,10,9,7,4,2,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,4,7,0,10,0,19,20,21,20,17,0,9,1,0,4,5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,2,3,2,3,3,5,7,3,4,6,4,6,4,3,3,5,0,4,5,4,5,4,5,3,4,3,0,2,0,2,3,3,4,1,6,2,8,11,8,12,12,13,14,12,14,14,13,14,11,10,9,8,8,0,0,6,4,3,0,6,7,8,8,0,9,9,8,0,0,0,0
2022-03-29 06:00:00,1,2,0,4,5,4,5,7,3,7,9,3,4,2,5,0,1,0,2,2,6,7,8,7,5,6,3,4,4,4,3,7,6,4,5,5,7,1,5,10,11,12,13,11,10,9,10,0,9,7,8,10,2,0,3,2,0,1,2,4,3,5,7,10,7,3,2,7,0,0,0
2022-03-29 07:00:00,11,14,19,26,26,29,30,44,34,32,25,10,6,7,6,5,6,5,5,8,9,12,16,14,13,18,7,9,19,18,8,15,15,14,12,7,15,16,17,19,21,25,22,17,15,13,16,15,14,13,14,19,14,15,16,17,13,10,11,9,10,8,14,16,13,5,4,3,2,1,0
2022-03-29 08:00:00,10,17,19,19,19,20,25,28,26,27,26,12,8,8,4,9,0,4,10,8,14,16,17,15,13,13,0,15,16,10,14,11,9,5,8,12,15,16,18,20,22,24,23,19,18,17,24,23,18,14,13,15,9,14,15,13,10,6,5,9,11,9,13,15,14,7,4,5,3,2,0
2022-03-29 09:00:00,5,8,9,11,10,11,12,15,12,15,14,10,6,8,6,7,9,10,12,10,10,10,13,6,15,15,17,15,16,17,16,13,12,6,4,6,8,10,13,15,16,16,15,14,14,15,17,18,15,11,8,11,0,9,10,10,7,5,3,8,6,5,8,9,7,7,6,4,2,1,0
2022-03-29 10:00:00,2,3,4,9,7,7,9,10,8,9,10,9,7,4,6,7,8,4,9,8,8,8,9,8,8,8,0,7,8,9,6,8,6,1,7,11,8,12,13,14,14,15,13,12,10,9,12,11,17,10,10,9,10,11,12,10,11,14,14,11,10,11,7,12,10,12,11,9,4,2,0
2022-03-29 11:00:00,3,6,5,7,8,9,8,9,9,10,7,7,8,8,10,14,0,9,15,13,10,11,13,11,9,8,7,9,9,8,8,8,8,6,5,6,8,4,10,9,10,0,11,12,15,20,24,25,24,20,16,17,16,16,14,11,14,13,10,12,13,13,14,13,11,10,7,6,3,2,0
2022-03-29 12:00:00,4,8,8,11,11,8,9,12,9,10,11,7,6,8,10,9,1,6,7,8,13,13,15,13,12,11,10,9,0,4,7,8,6,7,8,10,8,7,6,7,8,6,7,6,4,10,14,15,16,11,5,10,9,10,8,5,7,8,9,17,16,16,12,12,9,7,7,6,2,2,0
2022-03-29 13:00:00,3,2,3,6,5,8,9,12,11,11,11,9,8,6,9,9,0,0,9,8,9,13,15,16,15,16,15,12,12,11,9,10,11,11,12,9,8,8,12,7,10,11,9,12,10,12,15,17,15,13,14,13,12,12,12,11,9,7,8,12,9,10,12,13,10,7,4,5,4,2,0
2022-03-29 14:00:00,1,2,4,9,7,7,9,9,0,7,9,6,8,10,7,8,5,8,11,9,11,13,13,0,11,11,10,13,14,11,8,8,9,8,9,9,4,5,6,9,9,10,7,13,6,13,12,11,11,8,7,6,6,4,5,6,7,6,8,11,13,12,9,7,8,6,6,3,3,1,0
2022-03-29 15:00:00,4,5,6,7,6,5,4,8,6,5,8,5,8,9,12,15,13,14,16,15,17,18,14,13,11,14,12,13,15,12,11,6,7,7,6,7,7,6,6,7,11,12,12,12,13,13,17,18,16,16,11,10,14,18,10,14,15,15,13,12,8,9,10,9,8,12,10,5,3,2,0
2022-03-29 16:00:00,1,4,2,7,6,8,8,9,8,9,10,11,14,12,14,25,11,14,22,19,15,15,22,23,24,24,17,23,20,16,12,9,10,9,7,8,8,8,8,9,10,12,10,13,14,15,16,17,14,11,12,13,12,10,10,8,14,19,20,23,24,29,28,25,24,23,21,17,9,6,0
2022-03-29 17:00:00,2,6,4,8,9,11,13,13,10,11,10,7,12,12,17,16,17,18,17,15,15,17,19,18,17,18,17,14,0,13,12,11,12,11,12,12,10,11,10,11,15,14,15,17,16,21,23,21,16,12,13,14,14,15,11,13,10,12,10,16,17,17,17,15,14,24,25,20,9,4,0
