Unnamed: 0,1_흥안운수상계4동종점,2_흥안운수종점,3_불암현대아파트,4_동아불암아파트,5_불암대림아파트,6_상계벽산아파트,7_상계동주유소,8_상계119안전센터,9_상계중학교,10_상명고등학교,11_상명초등학교,12_중계건영2차아파트,13_백병원,14_상계주공4단지,15_상계주공6단지,16_도봉면허시험장,17_상계주공7단지,18_상계주공9단지,19_상계주공12단지,20_상계주공14단지,21_노원초등학교,22_수락산역3번출구,23_두산아파트.도심공항수락터미널,24_노원교,25_도봉역,26_서울북부지방법원.검찰청.도봉역성황당,27_도봉견인차량보관소,28_천주교도봉동교회,29_오봉초등학교,30_방학2동공영주차장,31_방학2동주민센터,32_방학중학교,33_신방학중학교앞,34_방학3동신동아프라자,35_방학3동주민센터,36_쌍문동성원아파트,37_쌍문동한양.현대아파트,38_쌍문동청구아파트,39_방학동삼익세라믹,40_방학동신우빌라,41_방학동도깨비시장입구,42_거성학마을아파트,43_도봉새마을금고본점,44_방학역,45_도봉견인차량보관소,46_서울북부지방법원.검찰청.도봉역성황당,47_도봉역,48_노원교,49_두산아파트.도심공항수락터미널,50_수락산역,51_노일초등학교,52_상계주공15단지,53_상계주공11단지,54_상계주공10단지,55_대림아파트상가,56_도봉면허시험장,57_상계주공3단지,58_상계주공2단지,59_상계주공1단지,60_중계역2번출구,61_중계3단지목련아파트,62_상명고등학교.성원아파트,63_코오롱아파트.양지대림아파트,64_상계119안전센터,65_상계동주유소,66_상계역,67_불암대림아파트,68_상계시장,69_동아불암아파트,70_흥안운수종점,71_흥안운수상계4동종점
2022-03-05 04:00:00,2,5,0,4,5,10,11,12,0,8,7,6,3,0,3,5,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,2,3,2,0,3,0,6,0,3,4,4,2,1,8,8,4,7,6,4,8,5,8,6,5,5,0,0,0,0,4,3,3,2,5,4,5,7,8,10,11,6,11,9,0,5,4,5,7,3,3,3,4,0,0,5,4,4,0,5,0,0,0,6,0,0,0,0,0,0,0
2022-03-05 06:00:00,1,1,0,2,0,2,0,3,0,2,5,2,1,2,1,3,3,0,2,4,5,6,7,6,6,5,1,4,3,0,2,2,1,1,2,3,2,2,0,3,2,6,7,6,4,7,4,6,2,3,4,5,0,1,3,0,2,2,2,3,4,4,2,3,2,5,1,4,2,0,0
2022-03-05 07:00:00,4,2,3,2,2,4,5,8,9,10,6,4,2,0,3,3,3,0,2,4,6,5,6,0,5,4,8,2,3,7,8,6,4,3,2,6,6,6,3,5,6,8,3,7,9,3,13,10,2,5,4,5,3,4,3,3,1,1,2,4,6,4,5,5,2,1,0,0,2,0,0
2022-03-05 08:00:00,6,7,8,12,13,12,13,16,15,6,17,10,7,5,5,3,2,3,5,5,4,5,5,0,5,7,7,6,6,5,4,4,4,3,4,5,8,10,11,11,14,16,15,13,13,15,18,15,14,9,9,7,3,4,6,4,3,2,5,7,7,7,6,7,4,3,2,3,1,2,0
2022-03-05 09:00:00,5,7,8,9,12,12,14,16,7,15,19,11,11,10,10,5,9,8,7,8,10,8,7,5,7,10,4,8,5,7,6,7,5,4,5,5,5,8,6,5,8,11,10,9,7,11,15,13,11,9,8,7,6,0,8,7,4,5,4,8,10,9,5,4,4,3,0,1,4,1,0
2022-03-05 10:00:00,1,3,3,7,7,8,8,12,11,10,9,9,9,10,9,10,8,10,10,10,10,11,16,7,13,8,6,5,4,1,5,5,5,4,2,5,6,7,5,9,10,13,14,12,9,13,16,14,13,8,8,7,10,10,8,7,8,7,9,12,12,12,10,11,8,5,4,3,5,1,0
2022-03-05 11:00:00,4,6,7,11,8,5,6,8,8,2,4,6,9,11,11,12,11,12,13,9,16,16,16,9,13,11,12,12,11,9,6,5,6,3,4,6,6,5,7,7,8,8,10,7,10,11,14,15,12,14,16,14,15,13,11,11,8,9,9,10,10,9,10,9,7,7,0,6,5,3,0
2022-03-05 12:00:00,4,10,2,13,3,7,6,12,11,9,6,4,5,4,9,11,6,10,10,9,9,9,11,9,8,9,8,13,15,14,9,5,10,8,3,9,8,6,8,7,10,11,10,7,10,13,22,12,18,15,16,14,15,14,10,5,6,8,7,11,9,8,8,10,7,7,0,0,4,1,0
2022-03-05 13:00:00,1,6,7,11,10,10,11,12,0,13,10,6,6,4,8,8,9,10,9,7,9,15,16,15,14,13,13,11,10,10,9,10,8,8,6,2,7,8,9,4,11,12,13,10,5,8,13,11,10,11,16,14,14,15,15,11,9,11,9,13,6,12,11,9,9,12,11,10,4,2,0
2022-03-05 14:00:00,3,9,10,11,9,6,8,11,12,11,10,7,7,7,8,7,10,9,10,10,12,11,15,13,11,14,14,12,15,9,5,5,6,6,6,7,8,7,9,1,11,4,3,6,7,12,15,13,14,14,6,13,12,13,12,10,11,12,8,16,16,16,13,9,8,10,9,8,3,2,0
2022-03-05 15:00:00,3,5,0,3,10,5,3,7,8,3,8,8,9,8,12,11,10,10,11,11,12,14,15,14,13,12,11,12,9,13,9,5,8,4,2,3,2,3,5,6,7,9,8,11,11,14,18,7,14,15,15,9,8,10,7,11,6,5,7,9,7,11,13,15,7,13,10,6,4,1,0
2022-03-05 16:00:00,1,5,4,5,7,3,8,10,11,1,10,5,7,4,11,15,14,10,14,13,17,18,22,21,13,21,20,18,0,17,11,12,12,10,9,7,7,5,8,11,15,14,11,13,13,15,14,11,9,7,9,13,11,10,10,8,7,11,10,14,13,15,12,10,8,10,7,8,5,3,0
2022-03-05 17:00:00,6,12,6,12,7,12,10,9,9,5,9,9,8,7,10,16,16,17,19,20,18,22,22,19,16,17,16,17,16,13,10,9,5,6,6,5,10,8,11,0,16,12,17,22,20,22,22,20,16,12,11,7,9,8,3,5,4,7,7,12,14,12,14,12,8,9,8,7,5,4,0
2022-03-05 18:00:00,2,2,2,7,7,9,8,7,0,5,6,4,5,5,6,10,9,10,17,15,15,16,18,16,13,11,12,14,9,13,12,11,5,9,5,6,5,6,5,6,7,7,10,11,11,13,16,13,13,11,11,12,16,16,14,9,9,8,8,17,12,16,12,12,10,16,5,14,9,7,0
2022-03-05 19:00:00,3,2,3,5,4,7,6,5,1,4,4,2,5,7,10,10,9,10,12,10,12,16,24,12,20,16,15,15,12,14,10,8,7,9,8,7,6,7,6,10,11,7,10,8,8,9,10,9,11,10,11,9,7,0,6,5,9,10,12,14,0,12,11,9,7,6,6,5,3,2,0
2022-03-05 20:00:00,1,2,3,4,2,6,4,6,7,6,2,1,3,6,6,10,4,5,10,6,12,13,15,8,14,14,0,12,4,10,7,2,5,5,0,4,4,6,7,2,10,0,8,7,2,9,10,6,9,8,6,5,1,0,4,0,4,5,2,9,6,7,5,3,3,10,11,6,3,1,0
2022-03-05 21:00:00,0,3,0,0,3,4,5,4,0,3,0,2,3,3,5,11,1,0,7,12,11,18,16,13,8,11,8,10,8,10,8,6,5,3,4,3,4,2,5,7,8,7,0,6,2,5,7,8,7,5,4,1,2,1,2,1,3,0,0,9,9,7,6,8,10,9,3,4,2,0,0
2022-03-05 22:00:00,1,2,3,4,2,6,4,3,2,2,1,1,5,1,6,8,6,0,9,8,9,11,13,12,12,13,9,10,7,7,5,7,6,5,2,5,2,5,7,2,4,4,8,8,7,8,6,9,8,6,5,4,3,3,2,2,3,4,4,10,0,6,9,7,5,8,7,6,5,3,0
2022-03-05 23:00:00,0,2,1,2,2,4,3,3,0,0,0,3,0,2,0,6,0,0,7,6,1,9,9,3,7,11,0,9,8,7,5,4,4,3,1,5,6,3,2,0,3,3,4,3,0,3,5,2,2,4,2,3,4,3,2,3,4,3,3,10,9,9,7,6,2,5,1,4,2,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,1,2,2,3,2,0,0,0,0,0,0,2,1,0,3,4,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,1,3,0,4,0,3,0,2,0,1,1,1,2,3,4,4,5,3,3,1,2,3,5,3,5,5,4,3,0,1,0,2,1,5,7,4,5,6,5,2,3,0,4,3,2,4,3,0,3,2,2,2,0,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,1,2,2,3,0,2,4,4,0,3,2,1,0,0,1,0,2,2,6,3,4,5,5,4,5,6,0,4,2,0,3,3,2,1,2,1,4,1,0,3,5,6,1,6,7,6,3,8,6,3,2,2,1,0,0,0,0,1,0,2,2,2,0,3,4,5,0,4,1,0,0
2022-03-06 07:00:00,1,1,2,2,0,2,3,3,2,0,3,2,2,1,0,0,0,1,0,1,2,3,4,0,0,3,1,0,0,5,4,3,1,1,1,4,3,3,4,3,0,6,3,3,4,5,3,0,1,2,2,3,0,0,0,1,0,3,0,7,2,5,0,4,4,2,0,2,0,1,0
2022-03-06 08:00:00,4,5,5,5,4,1,7,5,6,3,6,7,5,5,5,5,0,0,6,2,5,5,6,5,3,5,0,4,0,3,4,4,3,4,4,4,5,6,4,7,8,9,9,9,3,12,16,15,11,6,6,6,8,0,2,7,3,4,5,3,4,4,1,5,2,2,1,1,1,0,0
2022-03-06 09:00:00,2,6,0,8,7,10,11,12,11,12,13,12,9,8,7,8,3,0,7,5,5,7,11,6,6,8,7,6,6,5,7,8,7,9,4,10,11,12,11,14,15,16,15,11,12,11,13,8,10,4,4,3,5,4,3,4,6,4,3,3,0,4,4,3,2,0,8,0,1,0,0
2022-03-06 10:00:00,5,7,0,8,9,5,6,6,0,6,7,5,3,4,6,8,9,0,12,11,9,8,10,8,7,13,4,10,6,6,8,6,6,3,3,5,7,6,7,8,7,10,13,10,10,15,12,11,13,11,10,11,12,12,0,6,2,5,0,8,10,10,11,5,9,9,5,2,1,0,0
2022-03-06 11:00:00,1,2,3,6,8,9,8,10,0,8,8,7,4,3,4,9,0,6,4,6,7,7,8,6,3,5,4,3,0,2,1,0,5,4,2,3,4,1,3,6,4,8,5,4,5,7,7,0,6,5,7,7,9,6,7,5,4,5,6,7,8,9,8,9,9,8,6,0,3,3,0
2022-03-06 12:00:00,2,4,0,10,10,6,7,10,9,9,10,6,5,5,8,10,9,11,10,8,9,11,15,8,13,10,13,13,15,15,13,12,12,9,5,6,6,7,9,7,11,12,13,13,14,15,16,13,11,6,7,6,9,11,7,6,8,9,6,6,5,5,6,7,6,3,4,3,1,0,0
2022-03-06 13:00:00,2,2,3,6,7,4,6,7,6,4,0,4,5,0,6,5,0,0,7,6,10,11,13,11,14,14,12,12,11,14,11,9,9,7,8,6,8,7,7,9,8,10,8,9,0,9,11,0,8,7,7,9,7,8,7,4,6,3,4,11,10,10,10,9,7,10,12,11,7,1,0
2022-03-06 14:00:00,6,6,8,9,8,11,10,11,10,4,3,3,5,5,6,8,5,7,6,5,4,7,10,8,9,12,9,10,0,11,9,4,8,8,6,3,4,8,0,11,11,10,9,7,8,7,12,11,9,7,7,7,6,0,8,4,4,3,6,7,7,8,7,9,8,8,2,5,4,0,0
2022-03-06 15:00:00,3,6,2,7,8,9,9,8,6,6,7,6,0,8,12,18,4,16,17,18,16,15,16,15,13,15,12,12,11,10,7,4,6,4,3,5,6,5,7,6,9,8,9,4,10,11,14,12,6,5,6,5,6,0,2,5,4,5,7,9,5,6,7,8,6,9,8,6,3,1,0
2022-03-06 16:00:00,2,7,8,6,7,6,7,8,8,7,8,6,4,8,8,9,8,7,6,4,6,14,15,14,11,14,13,14,13,12,11,13,13,10,7,5,6,4,10,11,13,14,13,9,10,12,12,14,11,9,11,9,10,0,0,8,6,5,0,8,8,3,7,6,5,7,5,0,0,2,0
2022-03-06 17:00:00,1,5,9,0,7,7,7,7,0,7,6,5,5,5,9,13,11,11,11,10,12,14,15,14,13,12,13,14,14,12,10,9,6,9,5,6,3,7,5,7,11,9,10,6,11,12,14,15,13,11,14,9,8,8,9,7,9,6,11,13,11,10,7,6,0,7,3,6,5,3,0
2022-03-06 18:00:00,3,4,2,4,0,4,4,6,0,7,2,5,4,2,5,11,0,10,12,0,12,14,17,14,12,13,12,12,10,8,6,5,3,3,4,5,6,6,7,0,8,5,9,10,8,10,11,12,11,11,12,11,7,10,7,3,9,10,4,16,13,15,13,13,9,8,7,4,2,1,0
2022-03-06 19:00:00,1,2,0,0,2,4,3,3,0,2,3,2,4,2,5,7,3,7,10,9,9,11,14,12,11,12,11,13,9,10,7,6,6,5,5,4,3,4,3,0,5,5,5,6,5,6,7,0,6,6,6,5,3,6,2,4,5,2,7,14,13,15,12,9,8,9,4,7,5,0,0
2022-03-06 20:00:00,1,3,0,3,3,4,5,5,4,3,4,3,2,3,4,11,0,8,9,6,7,13,17,8,14,12,11,10,10,8,4,6,5,4,4,4,3,3,0,4,4,0,4,5,4,7,10,9,0,8,6,3,2,5,1,2,2,3,0,13,11,9,7,3,2,6,0,4,3,0,0
2022-03-06 21:00:00,0,2,1,0,1,4,3,4,2,3,1,0,3,0,5,8,0,5,5,4,5,9,10,11,10,10,0,12,13,11,8,7,4,3,3,2,1,2,4,0,0,5,0,4,1,1,5,4,0,1,2,1,2,1,0,1,0,3,0,8,0,7,4,6,2,5,4,3,1,3,0
2022-03-06 22:00:00,0,4,0,3,4,3,3,4,0,2,1,2,2,4,5,9,3,2,9,0,4,8,5,7,5,9,1,10,0,9,5,4,3,2,1,5,5,3,6,1,3,5,3,0,4,3,4,3,3,3,2,1,2,0,0,2,0,3,1,7,0,6,3,4,0,6,4,2,3,0,0
2022-03-06 23:00:00,0,0,0,0,1,4,0,0,0,3,2,2,3,1,0,4,5,0,7,6,7,11,10,5,7,7,5,7,0,5,5,3,4,4,3,3,3,1,4,3,2,0,1,2,2,0,3,1,2,3,2,4,3,0,0,0,2,1,3,9,8,4,6,5,3,7,2,5,1,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,3,6,0,9,10,16,17,18,17,14,13,7,2,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,2,3,1,4,2,4,5,7,4,0,6,4,4,3,3,6,7,0,5,6,6,5,6,5,4,5,1,0,0,4,2,3,4,2,5,5,7,9,10,13,15,16,13,10,0,9,10,9,8,7,8,8,7,0,3,6,4,3,0,3,4,0,5,4,4,0,0,0,0,0,0
2022-03-07 06:00:00,2,4,0,7,7,7,5,8,9,11,8,2,2,0,1,3,0,0,3,3,5,5,6,4,3,4,2,3,2,3,2,4,3,4,2,3,6,3,8,8,9,13,11,8,3,9,10,0,5,5,7,8,5,0,2,7,4,2,6,9,8,8,11,14,12,5,4,3,1,2,0
2022-03-07 07:00:00,7,9,13,25,27,31,34,43,41,29,23,11,10,11,10,7,6,8,6,8,12,12,15,14,13,15,14,16,17,16,12,9,14,10,7,5,8,12,13,16,17,20,19,15,14,13,16,17,15,13,13,21,18,16,11,10,7,9,4,10,8,11,15,24,19,4,4,3,2,1,0
2022-03-07 08:00:00,5,10,11,20,19,21,25,33,33,34,25,14,9,7,8,9,9,8,11,12,14,16,19,18,15,17,15,16,14,16,15,12,10,8,8,12,16,17,20,24,26,31,29,23,21,23,24,23,20,14,15,16,16,13,16,13,8,6,5,9,7,9,9,17,14,7,6,3,2,1,0
2022-03-07 09:00:00,4,6,6,11,13,11,16,17,15,17,17,10,9,10,7,9,5,7,9,8,8,9,9,8,8,7,6,5,5,6,7,8,6,6,5,6,8,9,11,9,17,19,17,16,15,15,23,20,17,12,13,12,13,13,14,11,9,6,8,9,10,11,11,13,11,8,6,4,2,3,0
2022-03-07 10:00:00,5,4,6,8,3,9,10,12,0,12,15,10,10,11,8,9,8,9,11,9,2,10,12,12,11,9,8,6,7,6,5,3,0,4,3,5,6,6,7,9,7,8,6,6,7,10,12,13,12,10,8,9,12,6,7,11,8,9,11,16,15,12,13,15,12,8,6,3,1,1,0
2022-03-07 11:00:00,3,6,6,7,8,9,10,9,0,8,9,7,8,9,9,10,7,9,13,10,12,11,12,10,11,9,9,10,5,8,6,7,4,8,7,6,7,8,10,14,8,9,12,13,10,13,14,12,10,8,8,6,7,7,8,7,9,11,14,13,12,12,13,13,12,11,9,7,5,1,0
2022-03-07 12:00:00,2,4,3,5,4,5,7,8,0,7,7,7,5,7,12,12,0,11,13,11,13,12,14,13,12,13,12,8,7,9,7,8,5,4,4,5,7,7,6,7,10,8,6,10,9,9,12,11,10,9,8,9,12,7,11,10,9,10,11,12,11,10,12,11,10,10,9,7,6,3,0
2022-03-07 13:00:00,2,4,3,7,8,8,10,11,0,8,11,8,8,6,8,9,0,7,10,9,14,16,17,16,18,15,11,13,14,11,11,5,8,5,3,5,6,6,5,5,7,8,9,9,4,12,13,12,11,10,10,9,9,8,10,4,9,8,8,9,7,7,11,8,8,9,8,7,3,0,0
2022-03-07 14:00:00,2,6,7,10,4,6,8,14,14,13,11,7,13,14,19,20,14,18,19,17,14,16,18,4,16,15,14,13,12,12,10,7,6,5,5,7,7,8,9,11,12,11,12,12,0,18,19,13,12,9,5,11,13,14,12,9,7,8,2,10,9,6,6,7,6,8,6,5,4,1,0
2022-03-07 15:00:00,2,6,7,7,8,10,10,14,7,13,13,11,12,10,13,15,13,18,18,15,15,19,19,16,15,18,11,17,18,17,12,10,9,5,6,6,7,8,9,11,14,14,8,15,14,16,19,15,15,11,11,9,8,6,8,9,14,15,16,15,16,17,14,13,13,22,26,25,14,8,0
2022-03-07 16:00:00,1,3,4,5,7,7,9,10,5,4,11,12,17,18,21,19,18,14,21,19,19,23,25,23,27,24,23,20,17,16,13,12,14,11,10,15,16,16,14,13,13,14,10,14,16,18,21,22,19,14,14,14,16,5,12,10,12,14,18,20,22,37,34,32,26,24,21,17,12,7,0
2022-03-07 17:00:00,2,3,3,5,5,6,8,7,4,9,10,9,11,10,12,16,16,13,17,18,18,18,20,16,15,13,15,15,14,13,8,8,7,6,4,33,33,32,34,35,41,12,42,40,41,44,41,39,33,24,20,17,13,13,11,11,11,10,9,17,16,15,16,10,12,15,12,9,6,5,0
2022-03-07 18:00:00,3,6,7,10,11,11,10,11,2,11,11,9,9,7,9,15,16,17,22,17,15,22,24,24,22,31,29,30,29,25,19,17,15,12,11,8,7,8,10,11,12,13,12,13,12,17,19,18,15,10,11,9,8,7,6,7,8,10,12,23,21,24,21,16,9,19,13,7,5,4,0
2022-03-07 19:00:00,3,4,0,5,0,6,4,6,2,3,0,3,2,11,15,17,16,0,14,6,16,19,24,20,22,21,19,19,19,16,12,10,7,6,8,7,6,6,5,4,11,10,10,10,10,13,17,16,13,9,8,5,4,7,6,4,9,9,9,27,26,24,19,13,12,19,14,10,3,2,0
2022-03-07 20:00:00,1,2,2,2,3,6,7,4,2,0,2,2,2,3,4,6,5,6,9,8,12,16,14,13,11,16,9,15,3,12,10,7,6,4,3,4,3,7,2,6,8,7,3,8,7,9,10,8,7,4,8,10,9,5,0,7,7,9,0,19,16,14,9,7,5,18,16,11,7,2,0
2022-03-07 21:00:00,0,2,2,3,0,5,6,5,2,2,5,3,5,6,8,9,9,0,8,9,10,15,16,14,12,11,11,9,7,8,5,2,0,2,0,2,3,1,4,5,6,4,5,7,2,7,11,0,11,8,6,4,0,3,2,0,5,6,7,15,14,13,9,7,8,7,5,3,3,0,0
2022-03-07 22:00:00,1,2,0,2,0,4,6,4,0,0,2,3,4,6,8,9,5,9,12,10,11,13,12,9,11,12,6,12,11,9,6,4,6,5,2,5,3,1,4,5,7,0,9,5,6,8,8,7,5,5,5,4,0,0,0,1,5,6,5,10,8,10,10,10,4,13,10,10,4,3,0
2022-03-07 23:00:00,1,3,5,0,4,6,5,4,0,5,0,4,2,3,0,5,0,0,7,6,7,9,10,9,8,8,0,5,7,5,2,3,2,3,2,2,3,3,0,2,3,5,2,3,2,5,5,4,3,5,3,4,2,1,2,3,3,2,2,13,0,11,6,6,5,6,4,3,2,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,3,6,1,10,0,17,18,19,18,15,2,9,3,2,6,3,0,0,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,2,3,4,0,5,6,7,5,7,8,7,4,5,4,5,5,4,5,4,4,4,4,5,4,3,5,1,0,0,4,3,0,4,5,7,7,9,10,10,11,12,14,11,9,6,10,9,0,8,6,1,2,0,0,1,0,6,5,0,0,0,2,0,0,0,0,0,0,0,0,0
2022-03-08 06:00:00,2,4,0,6,5,6,7,10,11,12,10,3,1,2,2,3,4,0,2,5,4,5,6,5,6,6,5,5,0,3,0,5,4,4,3,4,8,4,9,8,10,12,8,8,8,7,7,8,8,6,7,10,9,0,1,0,4,4,2,4,3,5,7,11,9,9,5,3,2,1,0
2022-03-08 07:00:00,11,14,16,30,33,36,37,44,43,28,22,7,8,9,7,3,1,4,4,7,9,17,18,17,11,15,5,18,8,19,19,18,11,8,5,6,9,11,13,16,18,21,21,19,17,16,21,22,19,12,13,23,17,14,9,10,8,7,6,6,8,10,18,29,22,5,6,2,4,1,0
2022-03-08 08:00:00,5,7,8,16,17,18,20,29,28,25,25,10,10,9,8,9,8,0,9,11,13,17,23,22,21,18,18,17,7,10,14,11,10,9,9,14,18,20,22,26,31,39,40,34,35,36,41,39,33,18,15,13,11,11,13,12,8,6,0,9,11,11,13,16,14,10,8,6,1,4,0
2022-03-08 09:00:00,6,8,9,11,13,12,19,20,0,18,20,14,14,14,14,16,7,14,16,15,13,9,9,6,8,6,7,9,7,7,4,4,3,3,3,4,7,10,11,13,12,15,16,11,10,11,12,0,10,13,8,7,8,5,7,6,5,6,8,8,8,6,8,8,8,6,5,4,3,1,0
2022-03-08 10:00:00,4,3,4,6,4,7,6,9,0,10,12,7,8,8,8,8,6,5,8,8,7,9,11,3,11,10,11,9,5,7,5,6,4,5,2,5,7,7,8,6,10,11,10,8,6,10,11,12,11,8,6,6,6,6,7,8,8,7,5,8,8,8,9,9,5,7,5,4,2,0,0
2022-03-08 11:00:00,3,7,3,9,9,9,10,9,10,4,9,7,6,7,7,4,8,7,9,8,10,12,12,10,10,10,9,9,8,7,9,6,11,9,6,6,6,10,4,9,7,8,9,8,8,9,11,8,10,8,9,9,10,11,10,11,11,8,10,12,11,7,9,9,7,8,9,7,5,1,0
2022-03-08 12:00:00,2,4,3,7,9,9,8,8,0,9,11,9,8,9,8,7,5,10,10,5,10,11,14,13,12,11,6,12,8,11,9,8,4,6,3,4,5,6,6,6,9,10,7,11,8,11,12,10,10,9,8,8,9,5,5,7,14,13,9,10,12,10,11,14,11,11,6,8,5,4,0
2022-03-08 13:00:00,4,8,7,9,10,10,9,11,0,9,9,8,5,4,6,8,6,5,9,7,13,16,18,15,12,10,10,6,5,4,5,4,6,5,5,6,8,13,4,13,14,9,15,12,13,17,19,18,19,16,20,18,19,13,20,16,10,11,12,17,16,14,13,10,9,14,14,12,8,5,0
2022-03-08 14:00:00,4,7,3,7,9,11,6,12,11,12,11,8,10,10,11,12,13,13,12,12,8,13,14,11,10,10,8,12,13,12,8,6,5,5,6,6,6,10,11,13,16,15,13,12,13,12,18,17,13,12,12,10,11,12,9,10,12,10,12,19,18,18,17,6,14,16,0,9,7,5,0
2022-03-08 15:00:00,2,6,4,10,6,8,9,8,9,8,8,8,9,8,18,20,21,19,16,15,16,26,26,24,18,17,10,12,0,9,6,8,7,6,5,5,4,5,1,3,5,6,5,7,7,16,12,17,15,12,11,12,11,11,12,11,12,11,12,13,16,11,9,10,7,13,12,10,6,3,0
2022-03-08 16:00:00,3,5,6,8,7,6,7,9,8,9,10,6,8,12,15,15,12,12,15,13,18,19,20,19,18,15,11,14,12,11,9,6,10,7,6,16,19,18,11,20,20,8,20,19,3,20,25,22,17,18,17,13,13,8,8,17,19,21,24,26,28,33,31,26,21,21,19,16,12,5,0
