Unnamed: 0,1_국민대앞,2_고려대사범대학부속고등학교후문,3_국민대후문,4_정릉연립,5_솔샘사거리,6_정릉대림아파트.청소년문화의집,7_정릉동풍림아파트,8_SK아파트.벽산아파트상가,9_삼각산동SK아파트북한산시티미양초등학교,10_두산위브아파트입구,11_동북프라자,12_삼양동사거리,13_성암국제무역고등학교,14_삼양동사거리입구,15_미아사거리역,16_성북우체국현대백화점,17_미아사거리역,18_삼양동사거리입구,19_성암국제무역고등학교,20_삼양동사거리,21_동북시장,22_두산위브아파트입구,23_삼양동벽산라이브파크미양초등학교,24_SK아파트.벽산아파트상가,25_정릉동풍림아파트.청소년문화의집,26_솔샘사거리,27_국민커뮤니티센터,28_국민대후문,29_고려대사범대학부속고등학교후문,30_국민대앞
2022-04-03 17:00:00,1,0,0,0,3,2,5,3,0,4,0,6,1,1,0,3,14,7,0,13,14,10,12,9,1,0,1,0,0,0
2022-04-03 18:00:00,4,0,0,0,6,4,5,5,6,7,8,9,0,6,1,4,8,11,0,9,10,10,9,4,2,0,0,0,0,0
2022-04-03 19:00:00,3,0,4,0,6,0,5,6,7,8,8,6,5,4,1,3,9,13,12,11,7,10,7,4,0,0,0,0,0,0
2022-04-03 20:00:00,1,0,0,0,0,1,2,1,3,0,0,2,2,0,1,6,11,9,0,10,10,0,6,6,3,2,0,0,0,0
2022-04-03 21:00:00,0,0,1,0,1,0,0,0,0,0,2,2,2,0,0,1,13,10,9,10,8,6,5,3,2,3,2,0,0,0
2022-04-03 22:00:00,2,0,1,0,4,2,0,1,2,1,1,0,2,1,0,0,7,0,6,7,6,4,0,6,5,0,0,0,1,0
2022-04-03 23:00:00,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,6,6,5,0,7,5,2,4,2,1,0,0,1,0
2022-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 05:00:00,1,1,0,0,1,0,0,1,3,8,12,10,4,8,0,1,3,2,2,2,1,3,0,4,3,0,0,2,0,0
2022-04-04 06:00:00,1,0,0,0,1,1,2,5,7,9,7,6,12,10,0,0,4,0,3,3,0,2,2,6,5,4,0,3,2,0
2022-04-04 07:00:00,1,2,1,3,3,7,9,16,16,22,25,28,31,25,1,0,5,4,5,6,10,12,14,25,29,23,28,23,8,0
2022-04-04 08:00:00,5,9,8,5,6,7,10,12,18,22,24,25,21,19,3,2,15,17,16,11,12,13,14,21,19,33,25,27,9,0
2022-04-04 09:00:00,1,2,2,3,4,3,4,2,5,5,6,15,17,12,0,0,5,5,3,4,3,5,5,8,7,13,12,6,6,0
2022-04-04 10:00:00,2,1,0,0,1,2,3,3,4,7,11,15,14,8,1,1,7,6,7,6,5,6,6,7,9,10,11,3,2,0
2022-04-04 11:00:00,2,0,3,4,2,3,5,6,3,11,4,10,9,8,2,0,11,12,13,13,4,10,9,7,7,17,16,6,4,0
2022-04-04 12:00:00,2,0,3,4,5,3,5,6,7,8,8,10,9,8,1,1,7,6,7,6,6,5,6,5,4,5,6,3,0,0
2022-04-04 13:00:00,1,2,6,0,3,6,6,6,5,7,7,6,8,3,0,1,5,7,3,7,6,9,4,7,6,10,9,2,0,0
2022-04-04 14:00:00,3,1,7,0,4,5,4,4,5,7,7,6,1,3,1,3,9,0,6,5,5,1,6,8,1,5,0,4,3,0
2022-04-04 15:00:00,4,8,9,0,9,8,7,5,7,10,9,12,9,9,3,1,15,12,13,12,7,6,6,5,3,4,1,1,0,0
2022-04-04 16:00:00,4,24,25,26,28,28,25,12,11,8,3,12,13,10,1,1,16,17,16,12,13,13,11,8,6,1,1,0,0,0
2022-04-04 17:00:00,14,16,27,26,24,25,25,15,7,14,13,13,9,12,1,3,12,13,9,13,16,13,6,8,2,1,1,0,4,0
2022-04-04 18:00:00,5,6,10,1,18,14,12,10,10,14,18,27,27,22,0,5,17,15,0,14,18,17,9,7,6,4,0,3,0,0
2022-04-04 19:00:00,4,2,4,0,8,6,6,4,6,6,6,10,9,6,1,2,13,17,10,15,12,16,14,14,7,5,4,3,2,0
2022-04-04 20:00:00,2,0,3,2,5,4,3,2,2,3,3,2,4,2,0,4,11,10,7,6,11,7,3,5,2,1,0,0,0,0
2022-04-04 21:00:00,3,4,6,4,5,4,5,4,4,3,3,2,2,0,0,1,6,9,11,11,12,10,8,7,4,0,0,0,0,0
2022-04-04 22:00:00,2,0,0,0,4,0,5,2,4,4,5,6,5,1,0,5,11,13,14,12,15,14,11,7,5,4,0,2,1,0
2022-04-04 23:00:00,1,1,0,0,0,1,0,0,0,1,2,0,0,1,0,1,7,8,7,6,6,7,6,5,2,2,0,1,0,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,1,0,0,0,1,0,0,0,2,2,3,5,6,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-04-05 06:00:00,0,0,0,0,1,2,3,3,5,8,8,10,11,9,0,0,3,4,0,1,0,2,3,4,0,4,0,3,2,0
2022-04-05 07:00:00,2,3,1,6,7,9,10,5,7,12,15,21,23,20,0,1,3,0,3,4,7,8,8,18,23,22,23,19,7,0
2022-04-05 08:00:00,1,3,1,4,6,4,7,9,10,13,13,20,20,13,1,1,7,6,7,6,9,12,13,19,22,33,29,18,10,0
2022-04-05 09:00:00,2,2,0,2,2,2,5,6,7,12,13,8,12,10,0,2,1,5,2,4,4,5,4,6,6,11,10,3,0,0
2022-04-05 10:00:00,1,2,3,1,5,7,8,8,9,0,11,7,9,7,0,0,4,5,4,4,4,5,6,8,8,9,8,4,0,0
2022-04-05 11:00:00,2,0,2,0,4,0,6,7,6,5,4,5,6,4,1,1,5,5,2,4,8,10,0,12,8,10,11,6,2,0
2022-04-05 12:00:00,1,0,3,4,4,6,8,10,13,14,15,14,13,10,2,2,8,6,7,8,9,10,10,10,9,9,7,6,3,0
2022-04-05 13:00:00,1,2,3,0,4,5,4,3,4,6,7,8,9,8,0,3,12,1,11,10,9,6,2,6,5,9,8,6,0,0
2022-04-05 14:00:00,3,6,4,0,0,4,3,4,10,8,9,14,13,11,3,2,8,7,9,8,9,10,8,7,8,8,0,3,0,0
2022-04-05 15:00:00,3,0,5,1,6,7,6,6,8,8,13,13,14,12,1,3,8,3,7,6,5,3,5,6,5,4,3,2,0,0
2022-04-05 16:00:00,6,37,38,0,9,37,41,24,22,15,9,6,5,4,0,1,18,20,19,9,18,17,18,13,4,4,0,5,2,0
2022-04-05 17:00:00,11,12,23,14,19,17,19,15,14,14,15,14,13,14,3,3,18,14,11,8,11,7,8,7,4,5,5,3,1,0
2022-04-05 18:00:00,8,6,15,15,13,10,10,8,12,13,15,21,19,17,2,4,10,9,10,9,13,11,10,9,5,3,2,3,1,0
2022-04-05 19:00:00,5,4,5,4,12,9,7,7,8,8,7,8,6,7,1,2,14,17,17,14,12,11,11,10,6,5,4,3,3,0
2022-04-05 20:00:00,5,0,6,0,8,5,5,6,6,5,6,6,5,3,0,7,10,10,5,9,9,10,9,7,5,2,1,1,0,0
2022-04-05 21:00:00,2,4,0,0,4,0,5,3,1,3,3,3,1,2,0,0,9,11,7,5,10,8,5,6,3,3,0,1,0,0
2022-04-05 22:00:00,3,4,0,1,3,1,3,0,2,3,5,6,2,5,0,2,8,9,8,7,9,5,5,7,3,2,0,0,0,0
2022-04-05 23:00:00,2,0,0,0,3,0,2,1,5,0,7,0,6,4,0,0,8,0,4,7,6,6,3,4,3,0,1,0,0,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,0,0,0,0,0,0,0,1,2,3,4,5,4,3,0,0,2,0,2,1,3,4,0,5,0,1,0,0,0,0
2022-04-06 06:00:00,1,1,0,0,2,1,3,5,6,12,4,11,6,8,0,0,5,0,1,1,0,0,2,6,8,6,3,4,3,0
2022-04-06 07:00:00,1,3,2,3,5,8,10,9,10,17,22,23,21,13,1,0,3,3,4,5,7,10,11,19,30,29,28,20,7,0
2022-04-06 08:00:00,1,2,1,3,5,7,12,11,12,16,17,21,15,16,2,1,6,6,5,7,7,9,8,14,16,37,35,27,13,0
2022-04-06 09:00:00,1,3,2,0,2,3,6,6,6,7,9,8,7,8,2,1,5,5,3,7,5,3,6,8,8,16,13,9,8,0
2022-04-06 10:00:00,2,3,1,0,2,4,5,8,4,6,4,5,7,2,3,1,1,0,2,3,5,8,3,9,10,9,7,3,1,0
2022-04-06 11:00:00,2,3,1,0,0,0,4,4,11,10,13,11,12,11,2,5,6,5,0,6,6,8,7,7,8,11,2,5,0,0
2022-04-06 12:00:00,4,0,6,5,7,8,8,6,5,6,6,7,6,5,1,2,5,9,9,9,6,6,5,9,6,7,8,2,0,0
2022-04-06 13:00:00,3,2,3,0,4,5,7,5,5,6,7,6,7,5,0,1,5,6,0,3,4,3,4,7,2,10,2,4,0,0
2022-04-06 14:00:00,2,0,4,2,3,0,6,6,10,13,16,15,14,13,2,5,12,11,13,0,12,15,13,8,6,5,3,2,0,0
2022-04-06 15:00:00,3,8,10,0,10,9,7,4,6,5,9,11,10,8,3,2,23,24,23,19,15,12,10,6,3,2,3,1,0,0
2022-04-06 16:00:00,7,51,52,47,11,42,42,19,18,17,14,11,10,5,0,7,21,20,20,17,15,16,15,13,6,6,5,3,1,0
2022-04-06 17:00:00,16,15,25,22,22,23,22,19,15,14,15,16,15,8,1,3,13,14,12,10,9,8,9,13,5,6,4,3,2,0
2022-04-06 18:00:00,7,8,10,12,13,11,15,10,11,11,12,10,12,9,2,4,16,18,18,19,17,16,15,8,4,4,2,1,0,0
2022-04-06 19:00:00,3,4,5,0,6,10,5,4,6,9,11,10,10,5,0,2,9,11,10,12,12,13,11,7,4,4,3,0,0,0
2022-04-06 20:00:00,3,2,6,5,5,5,3,0,4,5,4,6,7,6,1,3,11,12,8,12,14,13,12,10,7,5,4,2,1,0
2022-04-06 21:00:00,2,4,5,0,6,5,3,4,3,2,1,4,6,1,0,1,10,12,14,7,11,9,7,5,2,1,0,0,0,0
2022-04-06 22:00:00,3,1,3,3,4,4,5,5,3,3,3,4,0,3,1,1,7,8,7,4,6,7,7,6,4,2,1,1,1,0
2022-04-06 23:00:00,2,0,0,0,0,1,2,0,2,3,4,4,0,3,1,1,4,0,0,7,4,5,5,4,2,1,0,0,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,1,0,0,0,1,0,2,0,1,4,5,0,2,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2022-04-07 06:00:00,1,0,0,0,1,3,2,3,3,6,6,5,6,5,0,0,3,0,0,2,1,2,4,6,6,8,0,5,5,0
2022-04-07 07:00:00,2,3,2,4,6,8,9,9,13,25,31,36,33,30,0,2,8,9,7,6,7,10,11,24,31,30,28,23,4,0
2022-04-07 08:00:00,1,1,2,2,3,7,7,9,11,16,17,29,27,25,2,1,8,9,7,8,9,7,6,11,11,30,29,20,10,0
2022-04-07 09:00:00,2,2,3,3,2,5,7,6,5,6,5,8,12,12,2,0,5,6,5,6,4,6,3,7,7,11,0,5,4,0
2022-04-07 10:00:00,2,1,2,0,4,5,7,7,10,12,14,14,13,12,1,2,2,4,3,2,6,4,4,7,8,9,8,5,4,0
2022-04-07 11:00:00,3,0,4,3,5,2,6,9,9,11,12,15,13,8,4,2,7,8,6,8,9,10,8,6,5,11,8,5,3,2
2022-04-07 12:00:00,1,0,1,0,2,2,3,6,3,5,4,4,5,4,1,0,2,3,4,5,6,8,5,7,8,8,2,4,3,0
2022-04-07 13:00:00,2,0,3,0,3,2,4,4,6,7,10,11,13,7,1,1,4,5,0,4,8,0,7,9,4,2,3,2,0,0
2022-04-07 14:00:00,2,0,3,4,7,6,6,7,10,7,16,14,13,10,1,3,14,16,15,14,7,6,5,10,6,6,5,2,0,0
2022-04-07 15:00:00,2,0,5,4,6,7,9,8,11,15,3,5,3,2,1,2,15,14,14,11,14,12,10,5,4,2,3,1,0,0
2022-04-07 16:00:00,5,39,40,10,42,41,38,20,17,14,15,17,2,16,1,3,20,21,20,8,16,15,13,9,7,2,0,0,0,0
2022-04-07 17:00:00,18,0,27,26,21,24,24,15,14,10,10,13,12,10,1,2,10,11,12,11,10,10,9,10,4,6,3,2,1,0
2022-04-07 18:00:00,4,0,8,9,12,10,12,13,13,13,17,19,17,14,1,12,25,24,21,21,17,14,11,9,5,5,4,2,2,0
2022-04-07 19:00:00,4,4,6,0,9,10,8,7,10,10,11,10,9,8,0,8,10,13,11,10,14,12,9,7,4,5,3,2,2,0
2022-04-07 20:00:00,3,4,6,7,7,4,4,5,0,7,8,9,8,6,1,4,6,7,10,10,14,10,8,6,4,2,0,3,1,0
2022-04-07 21:00:00,5,5,6,0,8,9,7,4,0,2,4,4,5,4,1,4,8,8,3,9,11,11,8,6,5,4,3,2,1,0
2022-04-07 22:00:00,1,0,3,0,2,3,0,1,1,2,5,11,3,9,0,1,7,6,3,5,6,3,5,4,3,3,2,1,1,0
2022-04-07 23:00:00,2,1,0,0,0,0,1,1,2,3,3,4,5,4,1,1,8,1,0,7,6,0,5,5,2,3,1,0,0,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,2,0,0,0,0,0,0,1,0,4,3,4,3,2,0,0,2,0,0,1,2,2,0,2,0,0,0,1,0,0
2022-04-08 06:00:00,1,2,1,0,0,0,2,3,4,8,9,8,10,7,0,0,3,2,0,4,3,2,3,5,4,3,0,0,4,0
2022-04-08 07:00:00,1,2,0,4,5,6,7,10,12,22,26,31,33,26,0,0,4,2,4,7,8,10,13,23,36,34,0,19,6,0
2022-04-08 08:00:00,2,3,2,3,6,5,8,11,17,26,28,34,33,24,1,1,8,9,8,5,8,11,9,11,14,29,27,15,6,0
2022-04-08 09:00:00,1,2,3,0,2,3,6,5,8,9,7,10,12,8,2,0,4,7,6,6,5,4,5,5,10,8,6,5,4,0
2022-04-08 10:00:00,0,1,3,0,2,3,6,7,8,3,6,11,12,8,1,1,2,0,1,2,3,2,2,3,4,9,5,3,2,0
2022-04-08 11:00:00,2,3,0,0,1,3,4,2,4,5,9,4,10,7,2,0,6,7,6,7,5,4,3,7,4,6,5,2,0,0
2022-04-08 12:00:00,2,0,4,0,5,8,10,8,5,6,4,4,4,2,1,1,7,6,3,8,7,6,5,5,1,4,4,0,3,0
2022-04-08 13:00:00,3,2,5,0,8,8,8,6,7,8,7,6,6,4,1,2,6,0,3,4,5,6,7,8,5,10,11,2,0,0
2022-04-08 14:00:00,3,4,13,7,8,9,9,8,9,10,9,9,5,7,1,1,3,3,2,5,7,5,6,6,3,4,1,2,1,0
2022-04-08 15:00:00,2,26,5,4,27,15,16,11,4,10,10,13,6,9,1,3,12,13,14,12,9,8,9,9,10,5,1,3,1,0
2022-04-08 16:00:00,4,5,7,0,8,7,12,10,10,8,11,14,15,11,2,0,14,15,14,15,20,22,20,16,8,5,4,3,1,0
2022-04-08 17:00:00,8,0,14,13,15,17,17,13,12,7,8,11,12,10,2,0,6,0,4,5,6,0,5,4,5,4,1,2,0,0
2022-04-08 18:00:00,5,9,11,10,13,11,9,7,10,17,23,28,27,20,1,7,18,19,18,17,20,17,15,11,5,6,5,3,1,0
2022-04-08 19:00:00,4,5,9,8,8,13,10,8,7,8,12,13,0,11,0,5,14,11,10,9,13,11,9,9,4,3,2,1,0,0
2022-04-08 20:00:00,2,0,3,0,3,1,3,2,0,3,4,2,3,3,0,2,11,9,13,10,10,8,7,5,4,2,0,0,0,0
2022-04-08 21:00:00,4,0,6,0,3,2,6,4,5,5,4,4,5,2,2,1,5,4,4,6,10,9,5,5,3,2,1,0,0,0
2022-04-08 22:00:00,2,0,0,0,4,5,6,5,0,4,2,5,4,3,0,1,10,11,9,9,10,8,10,7,5,4,2,1,0,0
2022-04-08 23:00:00,3,0,0,1,0,0,1,1,0,0,3,1,0,2,2,1,8,9,6,7,6,6,7,3,3,4,3,1,1,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,1,0,0,0,0,0,1,1,2,3,4,7,10,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-04-09 06:00:00,1,0,0,0,1,2,0,2,0,3,3,3,4,0,0,0,3,0,0,3,0,0,2,3,2,0,2,1,1,0
2022-04-09 07:00:00,2,0,3,2,4,5,3,2,0,4,3,4,6,5,1,1,2,1,2,1,1,2,0,1,1,0,0,0,0,0
2022-04-09 08:00:00,1,2,1,0,3,1,6,10,11,13,11,11,12,9,1,0,7,2,4,2,3,3,3,6,4,6,3,4,0,0
2022-04-09 09:00:00,0,0,0,1,1,3,5,6,8,10,12,14,15,12,1,1,7,6,3,4,3,3,0,5,5,3,5,0,4,0
2022-04-09 10:00:00,1,1,4,0,3,0,5,0,6,11,13,18,17,16,2,0,1,2,3,1,3,5,4,7,7,5,0,2,0,0
2022-04-09 11:00:00,1,0,4,5,4,6,3,7,10,11,12,13,13,10,1,4,6,5,5,5,7,9,8,7,7,6,0,0,0,0
2022-04-09 12:00:00,1,0,0,1,4,7,8,4,4,4,7,9,9,7,3,1,3,3,0,0,9,5,11,12,15,10,9,7,1,0
2022-04-09 13:00:00,4,5,6,0,4,3,6,8,10,11,14,20,19,15,4,2,20,20,6,20,18,18,16,16,10,9,6,4,3,0
2022-04-09 14:00:00,5,6,2,3,6,0,6,6,8,12,13,12,12,13,1,2,8,7,9,11,11,11,8,5,9,6,0,0,0,0
2022-04-09 15:00:00,3,0,0,2,4,7,5,6,3,7,9,14,17,13,1,2,5,8,2,9,9,15,14,9,4,2,7,6,5,0
2022-04-09 16:00:00,5,2,0,0,2,8,8,11,9,12,14,14,15,11,1,1,11,10,9,8,15,16,15,16,6,7,2,4,1,0
2022-04-09 17:00:00,7,7,8,6,10,9,8,8,12,18,15,16,16,13,2,1,7,6,7,4,10,10,9,9,4,5,0,4,2,0
2022-04-09 18:00:00,4,5,0,0,5,7,6,5,5,6,8,6,5,0,1,2,11,9,7,9,10,6,9,8,3,3,0,0,0,0
2022-04-09 19:00:00,3,0,0,0,6,0,3,2,3,4,9,9,10,8,0,3,11,7,0,10,12,10,10,9,6,2,5,2,0,0
2022-04-09 20:00:00,2,4,0,0,3,4,5,6,4,8,5,6,7,6,0,2,8,8,10,8,12,7,8,8,1,4,1,0,0,0
2022-04-09 21:00:00,3,4,3,0,5,4,5,3,4,2,4,6,0,2,0,2,8,9,8,9,11,5,9,6,2,2,0,1,0,0
2022-04-09 22:00:00,7,0,0,2,2,3,1,4,0,1,1,3,5,4,0,2,3,2,3,7,6,7,5,5,2,3,1,2,1,0
2022-04-09 23:00:00,1,0,0,0,4,0,3,5,1,2,1,0,0,1,0,1,10,11,10,9,9,2,8,6,4,5,3,2,0,0
2022-04-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 05:00:00,0,0,0,0,0,0,0,0,2,3,0,3,0,2,0,0,3,2,0,0,3,5,0,4,2,0,0,0,0,0
2022-04-10 06:00:00,1,0,0,0,2,0,1,3,2,4,0,3,0,1,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
2022-04-10 07:00:00,1,0,2,0,0,1,0,1,1,1,2,0,2,1,0,0,1,0,0,1,2,4,4,3,4,1,0,0,0,0
2022-04-10 08:00:00,1,0,2,0,2,2,4,5,4,4,4,6,8,4,0,0,1,2,3,0,5,2,4,8,0,7,0,6,5,0
2022-04-10 09:00:00,2,0,0,1,0,0,3,4,3,5,7,8,12,9,2,0,2,2,0,3,4,1,2,3,4,2,0,0,0,0
2022-04-10 10:00:00,1,1,2,1,3,0,5,5,3,7,9,11,13,11,1,2,4,2,3,1,5,3,3,7,6,5,0,4,3,0
2022-04-10 11:00:00,3,5,6,7,0,1,5,4,5,9,9,8,6,7,1,1,4,3,3,0,5,8,6,5,5,2,0,4,0,0
2022-04-10 12:00:00,0,1,1,0,8,0,4,7,10,17,17,24,24,18,1,1,6,6,3,5,8,10,6,7,6,5,4,3,2,0
2022-04-10 13:00:00,1,0,2,0,0,1,7,10,12,13,12,12,0,11,1,1,7,8,7,7,9,10,8,7,3,2,1,1,0,0
2022-04-10 14:00:00,1,0,1,0,3,0,6,9,0,8,9,13,14,10,2,3,4,6,0,4,8,7,5,6,3,4,0,2,1,0
2022-04-10 15:00:00,3,0,0,0,4,6,5,6,6,8,9,10,11,9,0,1,14,13,12,13,12,12,9,10,4,4,0,2,3,0
2022-04-10 16:00:00,2,0,3,0,0,2,4,3,8,11,15,15,16,15,1,1,17,13,0,14,11,13,11,9,6,3,4,2,3,0
2022-04-10 17:00:00,2,0,0,0,4,2,3,2,9,10,12,13,15,12,3,2,11,11,9,10,10,5,9,13,12,4,3,2,1,0
2022-04-10 18:00:00,1,2,0,0,3,5,3,3,6,6,8,12,0,11,1,0,11,14,14,11,10,13,11,8,5,6,3,0,0,0
2022-04-10 19:00:00,1,2,4,0,5,3,3,3,6,6,8,10,3,7,0,1,5,0,6,6,8,11,8,6,3,1,0,0,0,0
2022-04-10 20:00:00,4,0,0,0,5,2,1,4,3,4,8,8,2,5,0,4,14,13,12,0,11,10,8,3,1,0,0,0,0,0
2022-04-10 21:00:00,2,2,0,0,3,2,1,1,2,3,3,4,5,4,1,2,12,7,11,5,6,0,4,6,3,0,0,0,0,0
2022-04-10 22:00:00,1,0,0,1,4,5,0,0,7,3,4,3,0,2,0,0,8,7,4,4,5,4,2,2,2,1,0,0,0,0
2022-04-10 23:00:00,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,1,7,3,4,2,6,7,5,5,2,3,1,0,0,0
2022-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 05:00:00,1,0,0,0,1,2,0,0,1,2,4,5,4,3,0,1,2,0,2,0,0,3,0,4,3,2,0,0,0,0
2022-04-11 06:00:00,0,0,0,0,2,2,3,6,4,9,7,11,14,9,0,0,2,0,2,2,2,3,4,7,8,6,5,0,1,0
2022-04-11 07:00:00,1,4,4,6,6,9,7,11,12,17,22,26,29,18,0,0,2,2,5,6,8,12,14,20,36,39,22,19,8,0
2022-04-11 08:00:00,2,3,1,6,6,8,9,12,15,17,15,17,22,17,3,2,13,15,16,11,10,13,12,18,18,41,28,23,9,0
2022-04-11 09:00:00,1,2,2,0,4,4,6,7,4,7,8,10,14,12,1,1,4,3,6,1,2,4,6,9,9,14,14,4,2,0
2022-04-11 10:00:00,2,3,5,5,5,5,4,3,6,5,5,7,6,4,1,0,3,5,6,5,6,7,8,9,11,16,14,3,2,0
