Unnamed: 0,1_개화역광역환승센터,2_개화역1번출구.개화검문소,3_개화119안전센터,4_방화중학교,5_국립항공박물관.공항동천주교회,6_공항동송정중학교,7_강서면허시험장.메이필드호텔,8_마곡수명산파크7단지,9_마곡수명산파크5단지6단지,10_마곡수명산파크2단지,11_마곡엠밸리15단지아파트,12_마곡역,13_마곡나루역4번출구.서울식물원,14_마곡나루역,15_롯데R&D센터,16_마곡실내배드민턴장,17_겸재정선미술관.서울식물원,18_양천초등학교.겸재정선미술관,19_등촌3동주공4단지아파트,20_등촌3동5단지아파트.등촌고등학교,21_등촌3동주공10단지아파트,22_서울서진학교,23_가양동천주교영등포공업고등학교,24_가양2단지성지아파트.동양고등학교,25_가양한강타운아파트,26_양천향교입구,27_양천향교역,28_서울강서우체국,29_서울호서전문학교.등촌주공3단지아파트,30_발산역2번출구,31_발산역.우장산힐스테이트,32_명덕고등학교.서울스타병원,33_우장산역,34_강서힐스테이트아파트,35_우장산동주민센터,36_문성유치원,37_우장산투웨니퍼스트오피스텔,38_우장초등학교,39_강서구청.한국건강관리협회,40_경복비즈니스고등학교,41_가양역.마포중고등학교,42_가양역.현대프린스텔,43_강서구청별관,44_가양7단지상가,45_가양3동도시개발9단지아파트,46_이마트.강서소방서,47_강서구청별관,48_가양3동도시개발6단지아파트,49_가양2동강변아파트,50_대림경동아파트,51_탑산초등학교허준박물관,52_가양동천주교영등포공업고등학교,53_가양2단지성지아파트.동양고등학교,54_가양한강타운아파트,55_양천향교입구,56_양천초등학교.겸재정선미술관,57_겸재정선미술관.서울식물원,58_마곡실내배드민턴장,59_롯데R&D센터,60_마곡나루역,61_마곡나루역5번출구.서울식물원,62_마곡역(가로변),63_마곡엠밸리14단지아파트,64_마곡수명산파크2단지,65_마곡수명산파크3단지4단지,66_마곡수명산파크7단지,67_강서면허시험장.메이필드호텔,68_공항동송정중학교,69_국립항공박물관.공항동천주교회,70_공항동지하도입구,71_롯데몰.김포공항역,72_방화동도시개발11단지,73_개화119안전센터,74_개화역광역환승센터,75_강서공영차고지(종점가상)
2022-03-05 04:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,1,0,0,0,0,1,5,8,0,7,4,0,0,0,0,0,0,0,0,0,1,4,1,2,1,0,1,1,0,0,0,2,1,0,2,2,3,4,2,0,3,2,0,1,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,0,1,1,0,0,2,3,4,7,9,7,2,0,0,0,0,1,0,0,0,0,0,3,0,2,2,0,0,1,0,1,0,0,1,0,6,8,5,2,0,0,0,0,0,0,1,1,0,0,0,2,2,3,1,2,0,1,0,2,1,0,2,1,0,0,1,2,1,2,0,0,0,0
2022-03-05 07:00:00,0,1,0,1,0,1,0,1,4,7,8,6,5,2,2,1,0,0,1,0,0,0,1,2,5,3,2,3,0,2,1,0,0,0,2,1,3,3,5,4,1,0,2,0,0,1,0,2,0,0,0,0,4,4,2,4,3,3,0,2,3,0,3,2,1,2,1,0,1,0,2,0,0,0,0
2022-03-05 08:00:00,1,3,0,3,2,0,2,3,6,11,11,10,4,2,1,0,0,2,1,0,0,0,1,5,7,6,7,3,6,5,4,2,4,4,3,1,4,9,11,6,7,6,5,3,1,2,0,3,4,0,6,5,8,7,7,7,8,7,6,9,9,8,6,5,4,5,5,4,6,6,3,3,3,0,0
2022-03-05 09:00:00,0,1,0,3,0,1,2,6,8,12,14,9,9,4,0,0,1,3,2,1,1,0,1,2,8,9,12,0,11,9,10,8,7,5,4,4,4,6,6,5,4,2,1,0,0,2,0,3,2,3,2,4,4,5,3,0,4,6,0,7,10,9,3,3,4,6,7,6,5,1,2,1,1,0,0
2022-03-05 10:00:00,0,1,2,4,0,3,4,5,8,11,18,15,8,4,0,3,1,2,1,0,0,2,2,3,8,0,10,0,8,8,8,6,6,9,9,11,9,8,10,9,8,6,3,1,2,2,1,2,3,4,3,2,1,3,0,2,3,0,2,4,4,8,7,7,8,7,5,3,4,4,1,0,0,0,0
2022-03-05 11:00:00,0,1,0,2,5,4,4,5,8,15,12,10,4,1,2,0,1,2,2,0,3,1,5,6,10,9,8,8,8,9,9,11,10,5,10,8,7,7,14,11,8,1,6,0,2,2,2,1,3,1,2,0,5,0,4,3,2,0,4,6,5,4,4,3,2,2,2,1,7,4,3,2,0,0,0
2022-03-05 12:00:00,0,1,3,2,1,0,3,5,7,10,11,13,9,6,0,1,4,2,1,0,2,1,2,3,8,10,11,11,9,6,11,13,14,15,11,9,8,10,14,12,7,6,5,4,3,5,0,3,4,6,7,0,5,7,6,6,8,0,7,7,7,8,8,8,7,5,4,3,3,0,2,0,0,0,0
2022-03-05 13:00:00,0,0,0,2,0,0,1,5,7,11,11,11,10,5,0,0,2,0,1,0,1,2,4,6,16,15,12,13,5,14,13,11,14,16,14,7,11,12,16,13,12,9,8,6,3,2,1,3,6,6,2,6,8,6,7,7,11,7,9,11,13,10,8,6,8,5,5,4,6,3,2,0,0,0,0
2022-03-05 14:00:00,0,2,0,1,3,2,4,2,11,12,13,19,10,6,0,5,5,4,5,4,2,3,2,5,9,9,10,8,8,9,9,12,17,19,19,15,12,12,15,12,5,8,6,4,2,3,0,3,3,5,2,3,3,7,6,4,5,5,4,6,8,7,5,4,3,6,7,6,3,2,1,0,0,0,0
2022-03-05 15:00:00,0,0,1,4,4,0,3,7,11,15,19,16,7,5,2,0,4,0,1,0,0,1,2,4,8,4,10,0,9,8,13,11,13,14,12,11,9,12,13,11,8,7,6,4,3,3,3,4,3,5,7,4,8,11,4,8,8,1,9,13,14,12,14,10,8,7,4,0,9,7,2,0,0,0,0
2022-03-05 16:00:00,2,1,2,1,0,0,4,8,11,15,14,17,10,4,0,1,3,0,2,0,4,0,2,6,11,10,9,10,11,10,10,9,10,14,14,11,15,14,14,12,9,7,5,3,4,6,5,3,4,3,2,2,0,7,6,9,9,10,8,14,16,13,11,9,5,4,3,1,3,2,0,0,0,0,0
2022-03-05 17:00:00,1,0,0,2,0,1,3,4,5,11,14,14,7,6,5,0,1,3,0,0,2,3,0,7,9,9,14,15,11,12,13,14,16,16,19,16,11,13,13,12,9,6,2,1,1,6,5,4,4,3,0,2,4,5,4,5,4,8,7,9,15,13,12,5,2,1,1,0,8,1,2,0,0,0,0
2022-03-05 18:00:00,1,6,0,7,7,0,8,9,8,9,8,4,3,5,0,6,3,5,3,2,0,4,0,2,5,8,8,9,2,6,12,14,15,15,12,11,6,6,7,6,3,2,3,2,0,4,2,5,6,0,0,5,6,12,10,9,11,8,0,17,18,16,14,5,4,2,6,0,3,0,2,1,0,0,0
2022-03-05 19:00:00,1,0,0,2,0,0,1,3,3,5,8,9,7,3,0,3,0,2,1,0,0,0,3,4,6,4,6,0,3,7,6,5,8,7,7,6,4,5,4,4,8,7,4,4,0,4,2,4,0,0,0,2,1,0,0,4,2,1,0,9,15,14,12,5,2,4,1,2,2,0,0,0,0,0,0
2022-03-05 20:00:00,0,2,0,3,1,0,3,3,2,4,0,3,2,0,0,1,0,1,0,0,0,2,0,1,4,2,4,0,4,8,11,7,11,9,7,6,5,4,4,0,2,3,2,1,0,2,3,4,1,0,0,3,3,3,2,3,0,0,2,8,14,12,9,10,4,3,1,0,3,0,2,1,0,0,0
2022-03-05 21:00:00,1,3,0,2,1,2,0,1,4,3,4,3,4,7,0,2,5,3,0,2,0,1,3,0,0,0,4,3,4,5,5,3,7,8,6,5,6,5,6,5,6,5,3,2,1,4,1,3,0,0,0,0,0,3,0,2,0,0,2,10,14,13,10,7,4,2,4,3,0,2,1,0,0,0,0
2022-03-05 22:00:00,1,0,2,3,0,0,1,3,0,2,4,5,3,3,0,0,2,1,0,0,3,0,0,0,1,2,3,5,0,9,13,14,13,14,12,10,5,2,3,2,4,3,0,0,2,4,3,0,0,0,2,0,3,4,1,0,0,2,0,9,13,12,10,7,5,4,7,4,1,0,1,0,0,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,7,13,11,0,10,7,4,5,3,4,3,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,14,21,17,11,6,4,1,1,0,0,0,0,0,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,1,0,0,0,0,1,1,2,4,5,4,0,0,0,0,0,0,0,0,0,2,1,0,4,3,2,0,2,1,1,0,0,1,0,2,0,0,2,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,0,0,0,0,0,1,4,5,6,3,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,2,0,0,0,0,0,2,0,3,0,0,4,5,8,7,5,4,0,0,3,0,0,3,4,2,2,0,0,2,1,1,0,0,0,0
2022-03-06 07:00:00,0,1,0,2,0,1,0,2,4,3,4,4,1,1,0,0,0,0,0,0,0,0,0,3,4,1,1,0,1,2,0,2,1,3,3,1,3,4,0,3,2,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,3,2,0,1,0,2,1,0,3,1,1,0,0,0,0
2022-03-06 08:00:00,0,0,1,1,0,0,0,2,6,11,11,9,7,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,2,3,3,1,2,4,2,4,3,2,1,0,3,0,1,0,2,2,0,2,1,2,0,0,0,0,0,0,3,3,1,0,0,5,2,3,0,0,2,0,1,0,0,0
2022-03-06 09:00:00,0,2,0,1,0,0,2,4,9,11,12,10,6,2,0,0,1,0,0,0,0,0,1,4,6,2,3,2,4,5,4,4,5,4,4,5,4,6,7,4,3,1,2,0,1,0,0,0,1,0,0,0,3,2,1,1,0,2,0,3,4,0,2,3,2,1,2,1,3,1,5,2,1,0,0
2022-03-06 10:00:00,2,3,2,3,2,1,0,6,6,13,13,11,4,2,0,0,0,1,0,0,0,1,1,3,5,3,5,0,6,5,0,7,8,10,8,7,2,9,9,6,5,3,4,0,2,0,0,1,3,4,0,2,3,3,1,0,3,0,0,5,4,3,3,3,2,1,2,0,4,3,2,0,0,0,0
2022-03-06 11:00:00,0,1,1,2,0,0,2,5,6,7,7,4,3,3,0,0,2,1,0,0,1,2,2,2,3,4,3,4,4,4,5,4,6,4,5,2,4,6,10,5,4,2,1,3,2,1,0,0,1,0,0,0,2,3,2,1,0,2,2,4,6,5,4,1,6,6,5,6,3,2,1,0,0,0,0
2022-03-06 12:00:00,0,1,1,2,2,0,0,3,7,12,13,11,7,2,1,0,1,1,1,0,1,2,4,5,5,4,5,0,4,4,4,4,4,7,5,8,2,5,14,10,5,6,4,2,2,2,3,4,3,4,0,3,5,7,2,6,4,1,5,3,3,0,1,2,4,0,2,1,6,2,3,1,0,0,0
2022-03-06 13:00:00,0,2,0,4,0,2,0,4,5,9,13,9,4,3,0,0,2,0,1,0,2,2,3,5,6,4,7,6,5,5,4,5,6,9,8,10,11,9,12,11,5,4,3,1,2,4,5,4,8,1,2,9,6,7,5,0,0,0,0,8,10,4,7,3,4,1,3,0,4,3,2,2,1,0,0
2022-03-06 14:00:00,1,0,2,3,2,2,1,2,3,9,7,7,3,3,1,0,2,0,0,2,2,0,0,1,7,7,7,0,6,15,17,15,14,11,8,6,7,8,11,9,5,6,3,1,2,4,3,3,0,0,0,3,2,0,2,4,6,0,0,7,7,9,7,4,6,5,4,3,4,1,1,0,0,0,0
2022-03-06 15:00:00,0,1,2,5,1,0,4,7,6,9,8,9,5,3,0,2,0,0,1,0,1,2,2,3,6,7,4,5,7,9,8,12,13,17,16,12,11,11,15,12,9,8,4,4,2,2,2,1,0,1,3,0,4,5,4,0,3,0,2,5,8,7,6,5,6,5,3,4,3,0,3,1,0,0,0
2022-03-06 16:00:00,1,2,2,1,2,3,5,7,9,10,10,10,5,3,0,0,0,2,1,0,1,0,3,6,9,7,5,6,5,9,11,10,11,14,13,6,7,8,10,5,8,0,7,6,3,1,0,2,2,3,0,5,5,4,5,6,3,5,4,11,11,5,8,6,2,1,2,0,0,1,0,0,0,0,0
2022-03-06 17:00:00,1,2,0,4,5,0,6,6,6,10,2,11,6,2,0,1,2,2,0,0,2,0,4,7,9,10,9,0,9,7,8,7,5,8,9,12,9,6,8,4,5,4,3,3,0,6,4,4,4,0,0,0,6,5,5,3,5,0,3,14,15,14,11,6,5,3,4,4,5,4,1,1,0,0,0
2022-03-06 18:00:00,0,1,0,1,0,0,2,3,2,4,3,4,3,4,0,0,3,2,0,1,0,0,0,3,7,11,7,12,8,9,2,8,8,5,4,3,2,3,7,5,7,4,3,2,1,1,0,2,0,2,2,1,1,2,1,1,1,0,3,11,15,14,15,8,6,5,4,2,4,0,2,0,0,0,0
2022-03-06 19:00:00,0,3,0,2,0,0,2,2,3,4,5,3,5,3,2,3,1,2,0,0,0,0,0,1,3,3,0,4,0,8,9,10,9,10,8,4,6,4,3,0,2,1,0,1,1,1,0,0,0,0,0,0,1,2,0,3,0,0,0,6,8,7,9,4,3,1,2,1,2,0,3,0,0,0,0
2022-03-06 20:00:00,3,1,0,5,0,4,0,4,2,5,1,4,3,2,0,0,1,0,1,0,1,0,0,0,1,0,3,0,2,5,0,5,9,6,8,7,5,4,7,6,4,1,0,0,0,2,3,3,4,2,0,2,5,4,0,2,2,0,1,6,17,11,14,6,4,2,0,1,1,0,0,0,0,0,0
2022-03-06 21:00:00,1,2,0,3,1,0,1,3,5,4,3,2,2,5,0,4,3,0,0,0,0,2,1,0,1,0,4,2,3,6,7,6,7,8,5,6,1,0,4,0,2,3,0,0,0,1,0,2,0,0,0,0,1,0,0,0,2,0,0,7,14,13,10,6,3,3,1,0,1,1,1,0,0,0,0
2022-03-06 22:00:00,0,0,0,1,0,0,0,0,3,3,4,1,2,3,2,1,0,0,0,0,1,0,0,0,0,0,2,1,0,7,9,9,9,10,10,9,6,4,4,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,13,12,5,4,1,1,0,0,0,0,0,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,10,0,5,6,3,4,5,3,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,5,12,8,11,4,3,1,1,2,1,0,1,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,0,0,1,1,0,2,3,5,9,10,8,6,2,0,1,0,0,0,0,0,2,3,5,7,6,1,0,3,2,1,1,1,1,2,2,3,7,10,8,3,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,1,1,0,2,1,0,0,4,10,15,18,16,11,2,0,0,1,0,0,0,0,0,1,9,9,3,0,0,2,2,1,1,1,1,2,4,4,6,8,5,5,4,2,0,2,1,1,3,3,0,2,3,4,5,2,6,5,0,4,2,2,2,3,5,7,4,3,4,6,1,2,1,0,0,0
2022-03-07 07:00:00,0,6,7,8,6,2,2,11,31,46,52,42,16,5,4,0,2,2,4,4,1,5,5,9,13,11,10,10,8,9,8,6,4,7,9,13,15,23,30,22,10,8,7,7,3,3,0,4,6,7,6,5,8,10,8,11,13,10,8,6,7,6,8,5,10,11,11,10,14,15,8,5,3,0,0
2022-03-07 08:00:00,0,8,2,10,8,6,5,17,23,32,37,40,19,9,6,2,1,2,1,1,2,3,4,7,9,9,10,11,11,5,1,10,9,14,16,19,24,35,39,29,22,21,15,9,5,2,2,4,5,6,5,4,15,14,10,12,16,14,13,13,22,19,18,16,14,13,6,6,6,9,5,4,2,0,0
2022-03-07 09:00:00,0,1,1,3,0,0,3,7,18,23,25,22,10,5,2,0,2,1,1,1,0,1,2,5,10,9,11,12,10,4,5,7,7,8,6,7,7,13,14,9,8,8,5,6,5,4,2,1,5,6,3,7,10,10,7,7,6,6,6,8,8,7,5,4,5,5,4,3,2,1,1,0,0,0,0
2022-03-07 10:00:00,0,0,0,1,0,2,3,3,5,8,9,10,5,3,0,3,0,2,1,3,0,0,3,5,11,10,11,5,7,7,6,5,5,7,5,8,7,10,12,9,7,6,4,3,2,2,1,4,3,5,4,3,5,5,3,6,7,5,4,3,4,4,3,2,3,2,5,4,4,2,3,0,0,0,0
2022-03-07 11:00:00,0,1,0,1,1,0,3,6,7,11,13,11,7,3,0,2,0,1,1,1,2,2,3,1,5,6,4,5,6,2,5,6,9,6,3,7,8,6,9,9,10,8,6,4,3,6,0,1,5,5,6,5,7,5,3,4,4,1,6,5,7,6,3,2,3,2,3,4,2,0,2,1,0,0,0
2022-03-07 12:00:00,0,1,1,2,2,1,3,4,6,10,12,10,5,2,1,0,0,0,0,0,1,0,0,3,5,7,9,12,9,6,6,6,8,7,7,6,6,6,6,4,5,7,3,2,2,2,2,1,2,1,0,1,2,3,2,4,0,3,3,8,16,14,12,8,7,5,4,3,4,3,2,1,0,0,0
2022-03-07 13:00:00,0,1,0,2,0,0,3,4,9,11,8,9,5,3,0,2,2,1,2,0,3,2,1,2,6,5,6,7,6,8,9,8,10,12,9,7,4,6,6,4,5,2,2,2,0,3,0,1,1,4,0,0,2,1,0,5,4,5,7,12,16,14,12,4,3,3,5,5,3,3,3,1,0,0,0
2022-03-07 14:00:00,2,1,0,3,4,1,4,6,8,11,12,9,5,2,0,2,1,3,1,4,3,2,4,7,10,4,12,12,10,8,8,5,8,10,7,7,6,5,10,7,6,5,3,0,2,2,2,0,0,0,1,2,2,3,1,5,5,3,5,11,14,8,7,4,5,4,4,0,4,3,2,1,0,0,0
2022-03-07 15:00:00,0,0,1,2,3,0,3,5,7,8,7,8,4,3,0,3,4,3,2,6,7,6,10,12,13,10,14,14,17,19,13,15,21,24,20,19,14,15,20,17,14,12,6,4,3,4,4,5,5,2,3,5,6,5,8,11,7,6,7,9,12,6,13,8,7,5,8,9,8,6,5,1,0,0,0
2022-03-07 16:00:00,2,3,2,3,2,2,4,5,9,9,12,10,5,3,0,0,1,1,0,1,1,2,3,9,11,14,15,12,15,20,24,25,26,29,18,15,13,11,22,22,20,17,15,10,6,7,1,5,3,4,2,2,6,5,6,5,6,7,7,13,18,15,12,11,6,7,4,4,3,1,2,1,0,0,0
2022-03-07 17:00:00,3,5,5,4,4,4,7,13,14,17,13,19,7,4,0,0,3,1,2,1,3,1,4,3,11,10,16,17,20,18,17,17,16,15,16,13,9,8,7,7,5,3,4,2,3,7,7,6,7,3,5,0,8,6,7,8,9,7,11,16,27,28,21,11,4,2,6,2,2,5,2,1,0,0,0
2022-03-07 18:00:00,0,3,0,1,0,1,8,11,16,19,20,17,8,8,9,9,7,3,1,0,2,3,5,6,8,11,14,16,15,22,23,25,23,26,22,18,12,8,14,13,5,5,3,2,0,5,0,3,5,3,6,4,3,4,0,8,9,9,8,31,45,46,28,16,8,5,6,5,7,9,5,1,0,0,0
2022-03-07 19:00:00,1,1,0,2,2,2,1,3,4,4,5,8,6,5,4,7,6,6,3,3,3,2,1,3,4,6,9,11,10,15,15,13,17,21,16,12,7,6,10,7,4,4,3,2,0,3,5,3,2,4,3,3,3,1,3,4,1,0,2,30,48,43,34,17,9,6,5,4,4,3,2,1,0,0,0
2022-03-07 20:00:00,0,2,2,4,2,3,2,0,6,3,6,7,3,5,0,0,4,2,1,2,2,0,3,2,3,2,5,2,4,10,12,13,10,11,8,7,5,5,8,7,8,5,5,3,5,5,2,0,3,2,4,0,3,0,2,0,0,4,0,13,16,13,12,11,5,2,2,4,2,0,1,0,0,0,0
2022-03-07 21:00:00,1,2,3,3,2,0,1,2,1,1,3,2,1,3,0,0,2,1,0,0,0,0,3,4,3,5,8,0,7,15,8,7,17,20,16,13,4,5,7,2,7,5,4,3,1,3,4,7,4,0,1,0,3,2,0,3,0,0,0,7,16,13,11,6,4,4,2,1,0,1,1,0,0,0,0
2022-03-07 22:00:00,0,2,0,4,3,0,1,1,2,3,3,5,4,5,2,4,3,2,3,1,2,0,2,2,2,1,3,3,2,7,10,15,17,15,13,12,5,4,5,4,3,5,2,0,0,1,1,0,0,0,0,0,0,0,0,3,0,4,0,14,18,16,14,7,3,1,0,0,0,0,0,0,0,0,0
2022-03-07 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,6,0,7,8,7,5,3,0,3,2,1,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,12,15,13,11,7,4,3,1,1,1,0,0,0,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,0,0,0,1,1,0,0,3,7,11,12,11,5,1,0,0,0,0,0,0,0,1,2,3,6,5,4,0,1,0,2,1,2,3,2,4,5,8,11,9,4,2,0,0,0,0,1,0,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 06:00:00,1,2,0,3,2,0,2,4,11,15,16,16,10,3,0,2,0,0,0,0,0,0,1,2,3,3,4,3,2,0,0,3,2,2,3,5,0,11,13,4,3,1,2,2,0,1,2,2,4,0,0,1,5,6,0,6,5,5,3,4,4,3,4,5,5,6,6,7,8,9,3,2,1,0,0
2022-03-08 07:00:00,0,2,3,4,3,2,2,8,24,40,43,36,14,4,2,4,1,3,4,3,4,2,3,11,21,17,18,17,15,14,13,4,2,4,7,13,17,20,22,20,11,9,9,7,3,3,0,5,7,9,8,7,9,10,9,11,9,6,5,6,7,6,12,14,17,8,6,8,15,13,4,3,1,0,0
2022-03-08 08:00:00,2,7,0,8,7,7,6,10,23,33,39,38,17,8,6,4,2,3,3,0,0,2,3,5,9,8,17,17,11,8,7,7,8,10,11,19,32,47,52,53,44,36,24,12,8,3,4,9,3,10,9,10,11,13,13,17,21,20,14,19,29,25,21,18,20,16,8,7,7,7,5,4,3,0,0
2022-03-08 09:00:00,0,3,0,2,2,2,1,9,18,31,34,29,10,5,2,0,3,1,0,0,0,0,0,5,7,7,9,5,9,4,4,5,6,9,7,7,8,9,12,11,11,9,8,6,5,3,4,1,3,3,4,4,5,6,4,5,9,8,3,10,12,7,6,7,5,3,3,1,3,4,1,0,0,0,0
2022-03-08 10:00:00,1,0,0,1,0,0,2,8,13,17,16,15,6,3,0,0,0,0,1,0,3,0,2,3,4,5,6,7,4,1,2,3,4,6,5,5,7,9,13,11,8,7,4,2,3,1,0,2,0,0,2,0,2,3,4,5,0,0,3,5,7,7,5,4,5,3,4,2,5,4,1,0,0,0,0
