Unnamed: 0,1_영인운수차고지,2_대한항공.메이필드호텔,3_강서면허시험장.메이필드호텔,4_강서면허시험장.메이필드호텔,5_외발산신광명마을,6_신월5동주민센터.신월중학교,7_신화중학교,8_강서구청소년상담복지센터,9_화곡역,10_화곡역.현대주유소,11_까치산역4번출구,12_화곡동유림아파트,13_강서한방병원,14_보람쉬움아파트.신영시장,15_서서울호수공원,16_과학수사연구소입구,17_경창빌딩,18_강신중학교,19_서부트럭터미널.신정동일하이빌아파트,20_신정현대아파트.서부트럭터미널,21_개봉1동사거리,22_개봉고가,23_개봉역,24_철산리버빌아파트,25_구일우성아파트,26_디지털단지입구,27_디지털3단지.롯데정보통신,28_디지털3단지운동장,29_디지털3단지.(주)로옴코리아,30_가산디지털단지역,31_가산디지털단지역1호선,32_에이스하이엔드타워5차,33_구일우성아파트,34_철산리버빌아파트,35_개봉역,36_개봉1동사거리.개봉푸르지오아파트,37_신정학마을아파트,38_서부트럭터미널.신정동일하이빌아파트,39_강신중학교,40_신월동남부주유소,41_국립과학수사연구소입구,42_서서울호수공원,43_보람쉬움아파트,44_강서한방병원,45_화곡동유림아파트,46_까치산역2번출구,47_화곡역,48_화곡푸르지오,49_신화중학교,50_신월5동주민센터.신월중학교,51_신월중학교입구,52_외발산신광명마을,53_강서면허시험장.메이필드호텔,54_외발산신광명마을,55_영인운수차고지
2022-03-21 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 04:00:00,0,0,0,0,0,0,1,0,2,4,17,18,23,25,26,31,0,27,24,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 05:00:00,0,0,1,1,0,3,2,2,3,5,7,7,8,9,10,10,10,11,9,10,10,27,24,22,21,8,17,15,6,2,1,0,1,2,6,10,11,4,10,0,8,9,11,11,8,2,1,0,0,0,0,0,0,0,0
2022-03-21 06:00:00,0,0,0,0,0,1,4,3,2,5,8,9,8,10,11,17,18,18,20,17,16,17,10,12,14,14,13,7,7,2,1,0,2,3,6,6,3,7,8,6,5,8,20,23,20,10,5,0,2,1,1,0,0,0,0
2022-03-21 07:00:00,0,0,0,0,1,3,5,4,4,2,12,10,18,22,27,32,35,34,29,31,36,27,25,23,18,21,19,18,10,10,8,6,5,0,6,8,7,5,6,6,6,15,29,63,53,15,16,5,7,14,2,2,0,0,0
2022-03-21 08:00:00,0,0,1,0,0,11,21,21,4,5,10,14,19,20,22,28,29,30,28,27,30,33,29,29,27,27,23,18,8,28,32,7,7,6,10,12,12,13,15,15,15,27,38,64,56,6,6,3,0,1,2,1,0,0,0
2022-03-21 09:00:00,0,0,1,0,0,2,6,6,3,5,5,8,6,6,10,10,12,12,16,15,23,23,19,9,0,16,14,12,6,6,9,8,6,0,8,10,11,8,10,10,11,9,12,18,17,7,3,0,1,0,0,2,0,0,0
2022-03-21 10:00:00,0,1,2,2,3,2,3,4,3,5,12,11,7,6,6,9,4,5,6,7,3,5,1,2,0,0,2,1,1,5,2,5,3,0,6,6,6,5,5,6,6,7,12,16,13,6,2,2,1,1,0,0,0,0,0
2022-03-21 11:00:00,0,0,0,2,2,6,7,3,5,6,8,7,9,9,6,9,10,4,11,12,12,10,6,0,0,8,4,4,7,3,7,6,7,2,9,10,9,7,6,7,6,6,9,11,13,6,5,3,2,3,2,0,1,0,0
2022-03-21 12:00:00,0,0,0,0,2,3,2,3,6,5,6,6,6,8,5,9,11,12,11,10,13,12,8,6,3,8,5,0,9,8,7,4,7,6,6,6,5,5,4,1,10,10,10,11,11,6,4,5,3,2,1,0,1,0,0
2022-03-21 13:00:00,0,0,2,2,3,4,4,5,6,10,9,7,8,7,9,8,8,7,7,8,8,7,7,1,1,1,0,3,5,8,11,10,3,3,11,9,9,10,8,8,10,12,15,16,15,6,3,0,2,0,0,0,0,0,0
2022-03-21 14:00:00,0,0,1,0,3,0,6,7,6,5,13,9,4,6,9,12,12,13,12,11,10,6,8,6,4,0,0,2,3,4,4,5,6,0,7,6,8,8,5,3,9,8,9,16,14,7,5,3,1,2,1,0,0,0,0
2022-03-21 15:00:00,0,1,4,5,6,6,7,6,8,11,16,17,15,14,11,11,10,6,9,7,6,3,1,0,6,0,0,6,9,10,10,13,14,0,12,10,11,10,11,10,11,13,13,13,13,9,6,5,3,3,2,1,1,0,0
2022-03-21 16:00:00,0,0,5,2,1,28,14,27,23,21,36,32,19,15,17,16,16,16,18,18,13,7,7,6,4,0,5,0,7,11,13,15,16,15,23,20,20,21,20,19,16,18,15,12,15,7,8,6,5,4,1,0,0,0,0
2022-03-21 17:00:00,0,2,3,0,4,3,0,4,8,0,22,21,15,14,13,13,10,12,14,14,12,7,6,5,4,3,5,7,15,24,27,31,34,32,38,34,24,35,34,32,28,29,29,19,22,13,8,0,0,0,0,0,1,0,0
2022-03-21 18:00:00,0,1,3,3,4,10,13,14,13,17,55,52,33,16,17,17,16,17,19,15,15,10,8,7,7,5,7,11,22,41,46,49,45,42,41,41,42,27,27,23,21,19,24,24,23,15,8,4,0,4,3,1,0,0,0
2022-03-21 19:00:00,0,0,1,0,2,5,6,6,9,12,39,33,16,9,7,7,7,12,11,10,11,7,5,4,2,0,4,4,8,18,19,20,17,15,34,30,29,23,40,35,26,22,19,19,14,8,8,6,3,1,0,0,0,0,0
2022-03-21 20:00:00,0,0,1,1,0,1,0,2,4,8,22,23,11,10,10,5,6,8,0,0,9,6,5,4,4,1,2,5,8,17,23,25,24,23,22,21,20,16,13,11,10,10,12,10,9,9,6,5,4,3,1,0,0,0,0
2022-03-21 21:00:00,0,0,0,1,2,1,0,2,3,11,21,21,14,9,6,6,2,0,3,5,8,7,7,0,6,7,3,6,7,17,22,24,23,0,20,18,18,20,16,8,12,9,9,11,9,5,2,1,1,1,0,0,0,0,0
2022-03-21 22:00:00,0,0,0,0,1,0,0,1,2,3,14,12,7,5,4,6,5,0,5,6,6,4,5,0,4,3,0,4,7,14,13,14,15,15,18,18,16,14,7,13,9,8,7,4,8,7,6,1,4,1,0,0,0,0,0
2022-03-21 23:00:00,0,0,0,2,0,1,0,0,2,3,23,19,13,7,2,3,2,1,1,2,1,1,0,0,0,2,0,0,2,5,6,0,6,0,8,7,8,6,7,6,5,8,4,6,3,4,1,0,0,0,0,0,0,0,0
2022-03-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 04:00:00,0,0,0,0,0,0,2,1,0,3,10,10,14,9,7,17,17,0,16,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 05:00:00,0,0,0,1,2,3,4,2,3,4,5,6,8,7,9,11,10,12,13,17,17,22,23,9,12,22,21,19,9,5,4,0,2,5,7,9,11,5,5,8,7,8,9,10,7,1,0,0,0,0,0,0,0,0,0
2022-03-22 06:00:00,0,0,0,0,0,4,5,4,2,2,7,9,9,12,10,17,18,19,18,17,18,16,11,8,12,13,12,10,7,1,2,0,3,2,6,6,5,5,7,8,1,9,15,22,25,15,2,0,1,0,0,0,0,0,0
2022-03-22 07:00:00,0,1,0,0,1,5,7,7,3,5,11,12,25,26,29,34,39,40,34,32,35,32,33,17,22,27,24,22,9,8,9,7,8,3,10,17,16,15,12,11,12,13,27,36,35,23,25,3,22,12,6,3,2,1,0
2022-03-22 08:00:00,0,0,0,0,1,2,3,5,7,4,12,14,16,19,22,33,33,32,26,26,27,25,32,31,28,24,22,15,6,32,34,12,13,11,14,18,19,19,18,15,16,23,27,30,28,4,4,2,3,4,4,1,0,0,0
2022-03-22 09:00:00,0,0,1,0,0,1,0,2,4,6,7,8,6,7,8,9,9,10,11,12,22,18,11,0,3,25,21,19,8,11,12,4,4,6,6,7,7,7,8,11,16,15,19,27,29,4,4,3,2,1,0,0,0,0,0
2022-03-22 10:00:00,0,0,0,0,1,2,4,3,2,3,10,9,9,8,7,12,14,16,15,14,14,10,9,6,8,9,8,1,1,2,1,1,2,1,5,3,2,6,7,6,5,6,8,11,11,3,5,5,4,3,1,1,0,0,0
2022-03-22 11:00:00,0,0,2,3,2,5,4,3,2,4,7,4,5,6,5,6,7,8,9,8,7,7,7,5,8,7,0,0,6,7,3,7,4,5,9,10,11,0,9,11,10,11,12,17,15,9,3,2,1,0,0,0,0,0,0
2022-03-22 12:00:00,0,0,0,1,3,4,6,6,4,5,9,8,8,13,12,11,12,13,6,14,12,9,6,2,1,5,4,5,5,6,9,7,0,0,6,7,4,9,8,9,9,10,12,13,14,5,3,4,0,3,0,0,1,0,0
2022-03-22 13:00:00,0,0,5,2,0,3,6,6,8,10,11,2,5,6,9,10,10,11,10,11,11,7,5,0,4,6,1,5,3,3,6,6,5,4,8,9,7,5,5,5,4,6,8,9,10,5,2,0,0,1,0,1,0,0,0
2022-03-22 14:00:00,0,0,2,1,3,2,0,4,4,5,10,10,6,7,8,5,6,7,7,7,8,7,7,0,6,7,0,8,8,9,11,0,12,10,10,11,12,10,12,10,12,11,4,9,9,2,3,2,0,3,1,1,0,0,0
2022-03-22 15:00:00,0,1,2,1,2,2,9,8,7,9,16,17,12,13,14,10,0,10,10,9,8,7,6,1,2,0,0,0,6,11,14,17,19,0,21,19,15,16,15,14,15,6,7,14,16,7,6,5,0,2,0,0,0,0,0
2022-03-22 16:00:00,1,2,1,5,5,12,13,13,12,9,18,13,11,11,14,16,9,18,23,25,29,23,12,10,8,6,7,2,6,9,10,11,18,19,12,15,16,21,20,15,14,13,13,11,15,13,9,7,4,2,1,1,0,0,0
2022-03-22 17:00:00,0,3,4,0,5,4,6,5,6,11,26,21,12,9,9,11,0,13,15,19,19,13,5,6,7,3,6,10,13,26,29,33,30,30,29,23,21,21,21,20,16,15,13,13,11,8,3,2,0,0,1,0,0,0,0
2022-03-22 18:00:00,1,3,4,1,4,9,10,9,10,12,52,49,29,14,14,16,15,9,11,12,11,9,9,7,6,6,13,17,26,30,32,40,27,39,36,31,27,29,27,26,17,14,15,13,12,8,9,9,6,2,0,0,0,0,0
2022-03-22 19:00:00,0,0,4,1,5,3,7,6,8,12,43,36,27,17,10,7,0,7,13,14,12,4,2,1,1,0,4,6,9,21,23,21,23,21,27,28,26,24,21,20,17,14,17,16,12,7,9,7,3,2,1,0,0,0,0
2022-03-22 20:00:00,0,0,0,0,0,1,0,2,4,5,17,19,16,12,9,8,7,10,8,8,5,6,5,2,0,0,4,0,7,11,13,17,15,14,20,22,21,20,21,17,14,13,11,12,9,6,5,3,2,1,0,0,0,0,0
2022-03-22 21:00:00,0,1,2,2,0,0,1,3,2,5,15,13,13,9,9,11,7,12,14,17,16,7,6,0,2,4,2,2,4,12,18,18,13,9,15,16,15,14,12,11,8,9,12,8,7,7,1,0,0,1,1,0,0,0,0
2022-03-22 22:00:00,0,0,0,0,0,1,0,2,5,6,14,13,6,4,4,5,0,7,0,4,6,5,4,3,1,0,0,2,3,8,9,17,15,14,15,13,14,15,16,0,14,11,9,7,4,6,4,1,0,1,0,0,0,0,0
2022-03-22 23:00:00,0,0,0,1,0,2,0,0,3,3,9,7,9,8,6,5,3,0,2,3,2,0,0,0,0,2,0,3,2,6,9,3,11,4,12,12,10,12,13,13,5,12,9,8,7,5,4,3,2,1,0,0,0,0,0
2022-03-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 04:00:00,0,0,1,0,0,0,1,2,2,3,9,11,13,14,18,19,22,23,20,19,23,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 05:00:00,0,0,0,1,0,2,1,1,3,2,6,8,10,11,7,10,11,12,9,13,12,10,9,0,20,19,15,14,6,5,4,3,2,3,5,5,6,5,5,3,4,6,9,9,7,2,1,0,0,0,0,0,0,0,0
2022-03-23 06:00:00,0,0,0,0,0,2,0,3,3,3,6,6,10,12,13,18,19,23,25,26,29,13,10,10,13,13,12,8,6,4,3,0,3,2,6,6,5,5,3,5,4,10,16,19,17,8,2,0,1,0,1,0,0,0,0
2022-03-23 07:00:00,0,0,1,1,3,8,21,17,4,4,10,13,24,27,28,34,35,35,30,29,30,31,28,27,23,23,22,11,14,7,6,1,3,3,10,15,17,5,16,15,6,15,23,45,40,9,8,4,6,4,2,1,1,0,0
2022-03-23 08:00:00,0,0,0,0,0,3,5,10,8,9,17,19,20,23,26,27,30,32,34,33,34,29,26,27,28,26,23,20,10,18,21,9,9,8,12,13,15,14,15,14,11,16,33,52,41,6,6,6,4,2,1,0,1,0,0
2022-03-23 09:00:00,0,0,1,0,0,3,5,4,3,4,7,5,5,5,7,11,11,17,20,19,24,23,22,15,0,20,19,17,7,17,16,7,8,3,7,8,10,12,8,11,12,10,14,25,25,4,4,2,1,1,0,0,0,0,0
2022-03-23 10:00:00,1,0,1,0,2,0,1,2,3,2,4,3,4,5,7,8,8,9,8,8,11,6,4,5,2,6,6,5,4,6,7,4,6,0,6,7,4,5,6,6,6,6,8,16,15,5,1,0,0,2,0,1,1,0,0
2022-03-23 11:00:00,0,0,1,0,1,2,0,1,3,4,6,2,4,3,5,10,12,13,12,12,10,7,7,5,6,7,6,6,5,4,3,3,4,0,8,10,7,8,7,4,6,8,11,11,9,3,2,0,2,1,0,1,0,0,0
2022-03-23 12:00:00,0,1,0,2,3,3,1,3,4,5,8,7,7,9,12,10,6,13,11,15,17,15,12,12,1,13,12,6,4,6,3,5,7,0,6,6,6,5,3,0,4,5,7,11,9,6,4,3,2,1,1,0,0,0,0
2022-03-23 13:00:00,0,1,0,2,0,2,0,4,5,7,8,7,11,10,9,9,6,7,7,8,7,7,4,3,2,0,1,10,8,2,0,5,4,1,8,9,5,8,7,5,6,8,10,13,12,5,2,1,0,1,2,1,0,0,0
2022-03-23 14:00:00,0,0,0,1,4,6,5,4,4,5,9,11,8,8,7,6,5,3,7,6,5,3,3,3,1,2,0,3,5,6,7,8,4,0,14,15,17,18,17,17,14,10,12,12,13,5,3,0,2,0,1,0,0,0,0
2022-03-23 15:00:00,0,1,1,0,3,21,23,3,24,20,19,9,7,9,8,11,12,13,14,14,14,11,7,8,7,6,0,7,6,9,10,12,11,0,11,14,15,16,16,13,12,9,9,9,7,4,2,3,3,2,1,0,0,0,0
2022-03-23 16:00:00,0,0,1,2,1,5,5,7,7,8,22,18,17,13,11,10,11,12,11,11,7,4,5,0,3,4,0,4,5,11,10,5,12,11,15,15,17,29,26,19,17,16,16,17,10,9,6,4,3,2,0,1,0,0,0
2022-03-23 17:00:00,0,3,5,4,7,5,7,7,8,10,30,27,18,13,13,11,0,12,13,10,12,9,7,6,4,4,3,5,10,25,28,28,27,26,32,29,29,27,24,18,16,16,15,17,18,11,9,5,4,2,1,0,0,0,0
2022-03-23 18:00:00,1,3,6,3,7,8,9,7,9,15,59,54,28,16,25,26,24,24,22,27,23,11,9,8,7,9,13,21,30,30,31,35,34,32,37,37,36,36,35,30,23,24,22,22,16,9,6,4,3,2,2,0,0,0,0
2022-03-23 19:00:00,0,0,2,0,4,3,0,1,6,10,54,43,26,12,11,9,10,11,9,9,10,8,6,3,5,4,4,8,13,23,27,33,35,33,29,26,25,24,17,18,17,17,19,14,10,5,5,4,3,2,1,0,0,0,0
2022-03-23 20:00:00,0,0,0,0,0,1,0,1,3,0,19,18,16,11,9,7,0,6,5,5,7,6,7,5,4,2,3,4,10,23,32,34,32,31,33,14,13,10,9,7,8,7,7,5,9,6,7,3,0,5,5,0,0,0,0
2022-03-23 21:00:00,0,0,4,4,2,1,2,7,7,8,21,16,10,5,6,6,2,0,0,5,3,2,2,1,3,0,6,5,0,12,18,20,10,21,21,28,26,24,22,21,21,15,14,13,11,7,6,3,4,2,1,0,0,0,0
2022-03-23 22:00:00,0,0,0,1,0,2,0,0,2,3,19,17,12,9,6,5,3,6,4,7,7,5,4,2,1,0,2,0,4,11,12,13,13,12,10,14,14,13,15,14,12,7,6,7,7,6,4,3,2,1,0,0,0,0,0
2022-03-23 23:00:00,0,1,0,0,0,0,0,1,3,4,25,27,15,12,6,5,3,6,9,8,4,2,1,1,0,0,0,2,3,7,8,0,6,0,14,10,3,10,7,9,10,9,8,7,7,3,2,2,0,0,1,0,0,0,0
2022-03-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 04:00:00,0,0,0,0,1,0,1,0,0,3,6,8,10,12,13,16,0,16,13,14,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 05:00:00,0,0,0,0,0,4,6,3,3,5,6,6,7,7,8,9,10,10,9,13,14,15,26,13,27,23,23,22,11,9,3,0,4,0,5,8,0,0,7,0,0,6,10,13,12,1,0,0,0,0,0,0,0,0,0
2022-03-24 06:00:00,0,0,0,0,0,2,3,3,3,4,6,6,7,12,9,16,18,20,23,28,27,19,12,13,11,6,11,5,5,8,6,4,2,3,8,9,7,9,9,8,5,9,17,26,24,8,2,2,1,0,1,0,0,0,0
2022-03-24 07:00:00,0,0,1,1,1,13,27,20,5,9,13,19,23,25,25,38,39,33,24,25,27,30,23,25,21,23,22,21,9,15,14,6,11,12,21,24,22,10,6,8,7,17,29,44,38,21,21,4,5,14,4,2,1,0,0
2022-03-24 08:00:00,0,0,1,0,0,2,2,26,7,10,14,15,20,20,24,25,25,25,25,27,26,23,21,22,21,21,21,20,10,25,29,7,7,5,12,11,22,20,17,15,14,23,35,63,56,10,9,8,5,5,3,3,1,0,0
2022-03-24 09:00:00,0,0,3,1,0,5,5,4,3,4,6,7,7,7,10,13,15,16,15,17,18,15,14,14,15,15,14,14,7,13,13,3,4,5,6,8,8,8,8,8,9,11,16,22,24,6,3,2,1,0,0,0,0,0,0
2022-03-24 10:00:00,0,0,1,0,3,5,6,6,6,4,10,6,7,7,7,8,7,10,0,3,9,8,8,8,0,6,5,5,2,4,6,5,4,6,8,7,6,3,7,6,9,10,14,11,12,4,3,2,1,1,0,0,0,0,0
2022-03-24 11:00:00,0,0,1,0,1,2,3,0,1,4,5,4,4,5,6,6,7,6,5,6,6,3,8,0,7,7,6,1,0,4,6,4,5,4,6,8,5,9,1,8,9,10,7,13,16,5,3,2,1,0,0,1,0,0,0
2022-03-24 12:00:00,0,0,0,2,4,5,2,6,6,2,9,8,5,5,7,7,6,10,11,9,8,5,6,0,4,4,6,0,3,4,5,3,4,4,8,8,7,7,5,6,5,6,10,14,15,6,4,2,2,2,2,1,0,0,0
2022-03-24 13:00:00,0,1,5,6,0,4,2,2,5,7,10,7,7,8,8,9,9,4,6,8,7,6,6,7,6,5,3,5,6,6,8,6,8,7,8,7,8,8,8,9,8,8,9,12,12,5,4,0,3,4,0,3,1,0,0
2022-03-24 14:00:00,0,0,3,4,0,5,5,7,6,7,12,9,11,9,8,10,3,13,15,16,16,15,8,0,0,9,0,8,8,12,16,7,14,8,13,8,6,9,9,4,9,8,10,10,10,6,5,0,4,2,1,0,0,0,0
2022-03-24 15:00:00,0,1,2,3,4,1,2,4,6,7,17,13,9,8,9,10,0,6,7,8,8,9,6,0,2,2,2,3,3,6,7,11,10,0,9,10,8,7,10,11,8,10,9,10,10,5,3,2,0,1,0,0,1,0,0
2022-03-24 16:00:00,0,0,1,2,0,10,9,10,12,16,18,18,19,19,11,11,11,12,13,9,11,8,5,5,4,4,0,3,2,7,8,8,8,6,8,9,10,16,15,13,14,15,16,17,16,7,5,5,3,0,3,1,0,0,0
2022-03-24 17:00:00,0,3,8,5,4,6,5,7,8,8,18,17,14,10,14,16,17,14,15,15,14,10,6,5,5,4,5,7,12,23,23,28,30,30,35,34,16,17,14,15,15,15,15,14,15,11,9,4,2,1,0,0,0,0,0
2022-03-24 18:00:00,0,1,2,2,3,6,7,7,10,11,27,29,20,14,17,16,17,16,17,19,17,13,9,8,9,6,16,22,26,28,31,38,42,40,41,41,43,34,33,30,29,22,27,30,26,13,13,11,7,6,0,0,1,0,0
2022-03-24 19:00:00,0,1,3,2,4,7,3,6,10,12,46,42,25,9,7,8,10,10,7,9,9,8,11,10,9,2,10,13,13,14,23,28,25,24,23,25,25,22,16,19,17,21,19,16,14,8,18,16,11,5,5,2,1,0,0
2022-03-24 20:00:00,0,0,0,1,1,4,0,6,8,8,27,23,15,7,6,4,7,5,6,0,8,4,2,3,0,3,3,4,12,18,21,12,20,19,22,16,22,23,20,20,14,12,12,11,7,9,1,6,4,2,0,0,0,0,0
2022-03-24 21:00:00,0,2,1,2,1,3,3,4,7,12,19,17,11,9,7,5,5,3,0,7,4,5,3,0,1,3,0,4,5,14,18,20,0,19,21,17,16,16,15,14,13,10,8,7,8,7,4,4,0,2,1,0,0,0,0
2022-03-24 22:00:00,0,1,0,0,0,0,1,2,4,4,18,14,8,5,5,6,0,3,8,9,8,2,2,2,1,2,1,0,3,13,15,16,14,14,20,19,20,18,16,12,12,10,9,9,5,4,4,0,3,1,0,0,0,0,0
2022-03-24 23:00:00,0,0,0,1,0,0,0,1,4,5,13,13,11,5,6,7,8,7,0,4,6,2,0,1,0,0,1,1,2,7,6,0,6,4,8,16,15,14,11,4,8,6,4,5,4,4,4,2,1,0,0,1,0,0,0
2022-03-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 04:00:00,0,0,1,0,0,0,2,0,0,4,11,12,15,16,20,23,23,22,21,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,0,0,1,0,0,5,9,8,2,4,3,5,7,9,8,11,12,16,15,18,19,25,27,24,22,21,17,7,8,5,4,3,5,4,8,10,0,0,8,6,7,8,13,14,15,2,2,1,0,0,0,0,0,0,0
2022-03-25 06:00:00,0,0,1,0,0,2,5,6,2,2,6,6,9,11,10,13,14,15,14,13,12,10,8,8,9,9,13,10,6,4,3,1,4,2,4,8,6,6,6,5,6,7,18,21,19,8,2,0,0,1,0,0,0,0,0
2022-03-25 07:00:00,0,0,3,0,1,10,12,3,2,4,13,18,21,24,23,33,26,37,29,28,33,29,25,27,26,22,16,12,12,9,7,3,2,3,7,8,5,5,6,7,7,14,30,41,41,19,19,7,17,7,4,2,1,0,0
2022-03-25 08:00:00,0,0,0,1,0,2,4,11,10,12,14,16,22,23,29,33,31,32,30,29,26,26,25,20,26,24,21,16,10,11,11,6,5,2,9,9,13,13,14,10,11,16,34,49,45,6,6,3,2,3,5,4,0,0,0
2022-03-25 09:00:00,0,0,0,0,0,3,5,6,5,6,7,7,8,9,9,9,0,10,10,0,15,16,15,16,0,14,13,13,8,6,7,3,0,0,5,6,9,10,9,9,12,9,16,21,23,5,2,1,0,0,0,0,0,0,0
2022-03-25 10:00:00,0,1,2,2,3,3,3,0,6,7,6,6,6,8,9,10,3,0,10,11,9,6,5,5,0,4,4,5,4,3,3,2,1,0,4,5,6,4,5,5,8,14,15,18,17,7,4,1,3,0,0,2,0,0,0
2022-03-25 11:00:00,0,0,3,0,4,6,6,7,6,8,10,9,7,6,5,8,8,10,12,13,14,10,6,5,5,3,0,6,7,4,5,6,7,5,9,8,11,11,10,9,7,6,7,11,10,4,6,5,4,5,0,4,2,0,0
2022-03-25 12:00:00,0,0,3,1,4,7,0,6,5,6,15,14,10,10,10,12,0,13,15,14,12,9,8,6,4,5,4,5,4,8,10,7,8,3,10,12,9,12,9,11,12,12,13,16,11,5,6,4,2,2,0,0,0,0,0
