Unnamed: 0,1_홍연2교(기점가상),2_연희파크푸르지오앞,3_홍연시장,4_홍연2교현대교통종점,5_명지대입구.신원지벤스타,6_명지대삼거리,7_명지대,8_DMC센트럴아이파크아파트,9_명지대사거리제일은행앞,10_백련시장,11_홍남교.서대문두바퀴환경센터,12_연희A지구아파트,13_연희동자치회관,14_연희3거리,15_연희교차로,16_연남동,17_홍대입구역(가상),18_홍대입구역,19_서교동,20_합정역(가상),21_합정역,22_선유도공원,23_선유고등학교,24_선유중학교,25_당중초등학교,26_오산당요양병원,27_교보앞,28_영등포구청,29_당중초등학교,30_선유중학교,31_선유고등학교,32_선유도공원,33_합정역(가상),34_합정역,35_서교동,36_홍대입구역(가상),37_홍대입구역,38_연희동대우아파트,39_연희교차로,40_연희동자치회관,41_연희A지구아파트,42_홍남교.자전거대여소앞,43_백련시장,44_명지대사거리국민은행앞,45_명지대,46_명지대삼거리,47_명지대입구.서울무용센터,48_홍연2교현대교통종점
2022-04-09 22:00:00,0,0,0,1,1,3,5,4,6,5,9,10,0,15,24,25,20,13,15,8,21,17,13,10,6,2,4,3,5,4,8,8,5,24,31,16,43,42,35,34,33,27,25,16,9,3,1,0
2022-04-09 23:00:00,0,0,0,0,0,1,3,4,6,7,0,0,0,3,8,7,2,10,11,0,19,9,17,10,7,2,3,4,6,5,6,5,4,35,37,36,56,57,54,53,49,41,40,29,16,7,5,0
2022-04-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 04:00:00,0,0,0,0,1,1,0,0,2,3,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 05:00:00,0,0,0,1,0,2,3,3,3,7,4,6,3,7,5,6,4,2,3,1,0,2,1,1,0,1,2,0,1,1,2,0,0,2,3,0,6,0,2,1,0,0,0,0,0,2,1,0
2022-04-10 06:00:00,0,0,0,2,1,2,4,6,7,4,8,9,0,10,10,7,7,2,1,1,1,0,2,1,0,0,1,1,2,1,1,0,0,3,3,0,4,5,4,3,3,3,2,0,2,1,0,0
2022-04-10 07:00:00,0,0,2,3,2,5,10,12,12,13,9,12,13,17,22,20,15,4,2,0,2,0,1,3,3,1,0,0,1,2,3,0,2,3,1,0,5,3,5,2,4,1,3,2,1,0,0,0
2022-04-10 08:00:00,0,0,1,2,2,10,18,20,13,23,27,27,25,19,20,20,18,6,4,1,2,0,3,3,2,1,3,4,3,5,5,4,3,3,3,2,9,9,8,7,3,8,7,6,2,0,0,0
2022-04-10 09:00:00,0,1,2,7,8,14,16,20,24,26,31,34,29,36,37,36,34,10,8,4,6,0,4,5,3,3,2,2,5,9,9,0,7,8,7,3,19,16,13,7,12,10,3,7,5,1,0,0
2022-04-10 10:00:00,0,1,2,5,8,14,19,21,22,25,35,35,31,35,45,41,33,17,11,9,5,3,1,3,4,5,4,3,4,7,13,14,13,12,5,3,25,24,18,17,17,11,9,6,3,4,0,0
2022-04-10 11:00:00,0,0,5,8,9,12,21,24,28,34,42,43,42,47,60,58,54,29,13,9,6,5,6,5,4,1,5,5,8,11,12,13,8,17,19,17,28,28,26,21,18,19,13,12,7,1,0,0
2022-04-10 12:00:00,0,0,3,5,7,10,15,21,25,32,46,47,49,54,61,55,50,24,19,15,21,11,7,4,5,3,5,5,7,11,12,14,12,17,18,14,36,20,16,15,14,15,14,11,4,3,3,0
2022-04-10 13:00:00,0,0,5,7,5,13,19,24,30,33,36,37,37,45,47,47,45,19,15,14,11,12,8,4,3,4,4,8,10,13,14,12,10,18,18,15,22,32,20,19,16,10,8,6,4,3,1,0
2022-04-10 14:00:00,0,0,2,4,5,15,22,24,25,31,35,33,34,39,47,46,44,28,23,20,14,12,8,3,3,3,5,9,14,15,13,21,19,25,30,25,27,24,17,16,15,16,10,8,5,3,1,0
2022-04-10 15:00:00,0,0,1,6,9,10,22,23,24,28,36,38,39,45,54,49,45,33,25,22,18,21,18,16,10,7,7,9,14,18,22,22,15,27,22,12,38,39,36,30,27,26,18,17,9,5,2,0
2022-04-10 16:00:00,0,0,3,4,4,12,35,41,47,49,53,54,58,63,67,64,48,20,18,16,19,16,13,11,9,7,4,5,12,15,18,29,27,28,28,27,37,36,37,27,26,23,21,17,12,7,4,0
2022-04-10 17:00:00,0,1,3,8,3,11,20,36,42,22,25,31,39,39,47,63,58,38,17,15,25,23,18,13,11,7,9,10,17,21,22,27,22,34,34,32,38,31,32,27,26,22,20,17,9,6,4,0
2022-04-10 18:00:00,0,1,1,3,0,4,12,14,19,23,24,23,28,34,38,35,32,22,19,12,22,19,17,16,10,6,10,11,13,11,14,34,31,27,28,25,47,45,41,39,34,30,18,15,7,2,1,0
2022-04-10 19:00:00,0,0,0,2,4,4,7,8,9,12,10,13,26,37,39,32,27,12,13,11,10,12,7,6,2,4,3,6,7,3,4,9,6,13,14,17,44,43,39,39,32,29,25,17,5,3,1,0
2022-04-10 20:00:00,0,0,1,1,1,4,7,7,9,12,13,0,6,18,22,21,16,10,12,10,15,11,9,9,4,1,3,3,4,4,5,9,8,18,20,18,39,39,37,31,28,27,27,23,8,2,0,0
2022-04-10 21:00:00,0,0,0,1,0,3,7,5,8,10,14,9,10,16,20,21,19,10,9,6,11,12,10,9,5,2,3,3,5,5,9,6,8,26,28,15,52,50,45,41,37,31,28,19,8,4,1,0
2022-04-10 22:00:00,0,0,0,1,0,4,7,8,6,9,3,7,8,8,9,9,14,9,8,4,10,0,9,4,4,3,3,5,4,4,13,0,10,18,25,0,53,45,45,39,35,30,25,20,11,6,1,0
2022-04-10 23:00:00,0,0,1,1,0,2,4,0,6,3,2,3,4,10,11,14,10,10,9,8,9,11,9,8,6,3,1,2,3,0,4,0,0,13,22,21,43,38,34,23,22,21,19,15,9,4,2,0
2022-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 04:00:00,0,0,2,6,8,0,10,11,12,18,25,0,0,24,18,8,7,5,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 05:00:00,2,0,1,1,2,7,9,10,11,14,16,15,14,17,16,14,10,4,5,2,5,4,2,3,2,1,3,4,3,4,2,0,0,3,1,2,6,0,0,2,0,1,0,0,0,0,0,0
2022-04-11 06:00:00,0,0,1,4,6,9,15,17,20,24,27,26,13,30,31,30,19,12,10,9,8,7,6,4,3,2,4,3,3,4,5,2,3,4,5,4,5,6,5,4,2,5,0,1,2,0,0,0
2022-04-11 07:00:00,0,1,5,7,10,21,28,41,35,44,47,56,54,55,61,42,39,17,14,12,30,27,13,16,9,2,3,7,11,10,11,0,9,8,7,6,20,12,14,5,12,11,10,9,7,4,0,0
2022-04-11 08:00:00,0,0,2,7,9,22,28,34,45,57,53,56,55,67,68,59,53,23,20,19,37,33,17,15,10,9,10,13,18,23,27,24,23,27,23,22,51,45,38,36,35,33,28,23,9,3,1,0
2022-04-11 09:00:00,2,0,4,9,10,15,20,21,23,36,42,44,40,48,52,47,42,31,20,12,16,11,10,11,8,6,6,7,9,13,14,5,13,15,14,10,51,47,46,43,42,39,34,33,22,3,3,0
2022-04-11 10:00:00,1,0,4,5,6,11,17,20,23,27,27,26,29,36,39,36,33,17,14,8,9,3,7,6,7,6,3,3,6,10,12,4,11,12,11,10,15,17,15,11,10,10,11,10,6,3,1,0
2022-04-11 11:00:00,0,0,3,4,6,8,12,14,17,21,22,22,24,29,31,29,22,12,10,9,10,7,8,5,4,3,3,2,11,13,17,5,15,22,19,15,28,25,25,22,21,19,17,14,4,1,0,0
2022-04-11 12:00:00,0,0,2,2,4,12,21,17,20,26,21,24,28,33,37,32,30,14,10,9,11,9,8,6,5,3,4,3,9,10,10,8,9,12,13,12,27,26,23,20,20,16,14,11,5,2,0,0
2022-04-11 13:00:00,1,0,2,5,5,11,20,24,26,29,33,33,34,37,40,40,32,11,7,8,11,9,7,7,6,5,4,6,10,11,12,13,10,10,11,9,28,27,25,23,22,19,18,14,7,4,1,0
2022-04-11 14:00:00,0,0,2,6,5,12,30,31,21,23,22,27,27,35,39,41,38,17,16,10,9,7,7,6,4,5,6,4,7,7,12,11,8,14,13,11,28,27,27,32,31,32,27,20,9,4,3,0
2022-04-11 15:00:00,0,1,2,4,5,8,18,19,32,36,38,40,40,46,48,48,42,19,18,17,14,13,14,12,6,4,3,4,10,11,15,14,13,16,16,14,28,30,27,28,27,22,14,13,8,5,2,0
2022-04-11 16:00:00,1,1,1,2,4,21,32,36,37,38,40,42,43,50,56,45,43,21,16,13,14,16,11,10,8,1,6,6,13,17,17,21,20,20,21,20,28,34,31,31,29,26,21,14,6,3,3,0
2022-04-11 17:00:00,0,1,5,4,6,25,44,48,52,52,57,58,48,63,65,64,56,19,18,16,19,12,13,10,9,5,7,8,23,21,30,28,28,25,26,24,45,42,39,37,35,31,25,16,11,6,3,1
2022-04-11 18:00:00,0,1,1,4,8,16,41,46,49,55,57,59,61,66,67,66,56,29,24,15,34,28,21,15,9,6,10,17,24,28,53,54,48,47,50,47,61,50,48,48,39,38,28,22,11,6,4,0
2022-04-11 19:00:00,0,0,1,3,4,9,22,22,23,25,28,29,28,31,39,41,38,22,17,15,21,19,20,13,9,7,9,16,23,20,31,32,31,34,36,32,77,70,64,59,57,45,33,17,7,5,1,0
2022-04-11 20:00:00,0,0,1,1,3,6,15,14,15,17,24,25,26,32,34,35,33,15,14,12,22,19,14,11,6,5,6,6,8,10,11,10,9,20,23,21,45,41,38,36,32,30,29,15,9,3,2,0
2022-04-11 21:00:00,1,0,1,1,2,5,12,11,10,13,14,8,10,16,23,24,23,8,9,8,11,9,7,5,3,5,7,6,10,6,9,10,8,23,24,17,36,32,35,31,29,22,17,14,10,4,3,0
2022-04-11 22:00:00,0,0,1,1,0,5,11,12,14,13,14,7,14,16,19,18,18,12,12,11,15,17,13,10,6,4,7,7,11,8,13,0,11,22,28,27,33,28,27,25,23,19,14,11,5,4,3,0
2022-04-11 23:00:00,0,0,0,1,2,1,4,0,6,3,0,6,3,8,9,10,8,7,8,0,11,6,9,6,3,1,3,5,8,8,10,0,6,24,26,9,34,33,27,24,23,21,18,18,9,5,0,0
2022-04-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 04:00:00,0,0,2,6,7,2,9,10,11,16,22,0,23,5,18,10,7,5,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 05:00:00,0,0,1,2,3,9,11,12,13,15,16,15,14,18,19,15,11,6,5,4,4,2,1,3,1,3,5,2,2,4,2,0,1,3,4,3,3,0,0,2,1,0,0,0,0,0,0,0
2022-04-12 06:00:00,0,0,1,4,5,11,16,23,28,30,32,33,30,34,37,36,27,8,7,3,6,4,6,2,1,4,4,2,3,5,5,3,3,4,4,2,10,11,9,7,1,6,0,3,1,0,0,0
2022-04-12 07:00:00,0,2,3,7,11,23,28,35,40,45,59,63,61,64,67,60,57,18,13,12,23,21,14,16,7,3,6,9,17,19,19,17,16,11,11,10,17,16,11,10,8,10,10,8,5,0,0,0
2022-04-12 08:00:00,1,0,2,8,15,25,32,38,43,55,63,64,60,67,73,66,60,29,31,29,64,59,27,25,10,6,6,8,13,15,19,0,17,27,24,18,65,66,60,60,58,57,52,39,21,6,2,0
2022-04-12 09:00:00,0,1,2,4,4,14,20,23,25,30,33,32,34,37,40,65,56,24,16,15,16,14,10,9,5,5,5,8,14,17,18,0,17,14,14,10,40,36,34,31,20,30,17,27,16,3,0,0
2022-04-12 10:00:00,0,0,2,4,6,7,12,15,19,26,32,32,33,35,42,41,32,16,12,8,10,8,8,6,5,5,4,4,9,12,14,7,11,13,14,12,33,29,27,26,25,23,21,17,5,2,1,0
2022-04-12 11:00:00,0,0,4,4,5,12,15,18,21,27,30,29,28,30,31,26,21,15,8,7,7,5,6,4,3,3,4,3,9,13,17,10,10,16,16,15,20,21,19,16,15,11,14,13,5,3,2,0
2022-04-12 12:00:00,1,0,1,2,3,9,21,24,30,35,18,27,32,34,35,37,32,19,15,8,9,5,8,7,4,2,6,4,10,15,16,15,12,14,13,12,25,25,24,19,18,14,13,8,3,1,0,0
2022-04-12 13:00:00,1,1,2,4,4,10,17,14,16,18,20,22,23,24,30,32,26,13,14,12,10,9,8,7,5,2,4,5,11,10,15,19,10,12,12,9,35,33,33,32,29,26,20,16,9,1,0,0
2022-04-12 14:00:00,0,1,3,3,5,8,23,24,24,26,31,34,31,36,41,36,33,19,16,14,15,14,10,8,5,5,4,4,8,9,10,4,8,13,14,13,28,25,24,22,22,19,17,16,6,4,1,0
2022-04-12 15:00:00,0,0,1,2,3,7,17,18,22,26,24,26,26,32,37,34,32,19,17,15,15,15,13,11,7,5,6,6,10,9,14,16,15,21,24,23,26,21,18,20,17,19,14,11,5,2,1,0
2022-04-12 16:00:00,0,1,2,4,6,18,34,40,40,43,45,46,48,49,55,47,41,21,16,15,10,12,9,10,8,8,5,4,13,13,15,14,13,21,19,17,36,32,30,28,25,19,15,15,7,2,1,0
2022-04-12 17:00:00,0,0,2,6,8,28,51,51,52,56,57,58,48,62,61,59,54,22,20,19,22,21,17,14,11,7,9,7,15,16,27,31,22,33,40,39,52,46,44,44,40,32,26,14,8,4,1,0
2022-04-12 18:00:00,0,1,3,8,8,26,54,59,60,65,66,70,69,71,68,65,61,20,22,20,21,19,21,17,9,10,17,14,30,38,66,60,57,48,50,44,71,67,59,55,51,34,26,21,13,5,3,0
2022-04-12 19:00:00,0,2,1,2,3,6,10,10,11,12,14,17,29,30,35,33,28,12,10,9,13,0,11,10,6,4,5,9,13,13,15,14,13,27,32,30,48,46,46,47,50,44,40,19,8,4,2,0
2022-04-12 20:00:00,0,0,1,1,2,6,20,23,26,27,13,25,19,26,21,27,23,11,9,8,10,9,7,4,7,3,4,3,9,8,9,0,8,15,16,12,55,48,44,39,38,32,24,18,8,3,2,0
2022-04-12 21:00:00,0,0,0,3,0,6,10,9,10,11,13,14,16,22,29,38,31,15,16,8,11,4,7,6,5,4,8,5,6,4,7,0,6,16,20,19,41,38,37,34,33,30,23,17,16,3,2,0
2022-04-12 22:00:00,0,0,0,4,3,6,10,14,16,11,17,13,13,15,21,20,17,14,13,9,15,16,10,8,4,3,4,6,11,10,10,9,9,18,22,21,45,41,42,38,35,32,26,16,11,5,2,0
2022-04-12 23:00:00,0,0,2,1,3,1,2,0,1,4,5,4,5,8,9,7,11,8,9,8,11,6,9,6,6,1,2,2,5,0,6,0,0,20,25,9,46,39,39,38,35,30,24,17,9,8,5,0
2022-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 04:00:00,0,0,0,3,3,0,5,7,8,12,22,24,0,11,16,8,7,5,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 05:00:00,0,0,1,2,3,7,8,12,13,16,18,14,13,19,21,17,13,7,5,3,6,8,5,0,3,5,3,3,4,4,3,4,3,3,3,2,5,3,0,2,0,0,1,0,0,0,0,0
2022-04-13 06:00:00,0,1,1,4,5,8,14,23,26,37,45,48,20,53,55,25,18,8,8,5,6,5,7,8,7,4,2,3,4,9,9,5,5,4,6,5,7,8,7,8,0,7,6,5,3,2,0,0
2022-04-13 07:00:00,4,1,4,9,14,29,40,53,60,66,72,75,48,53,59,52,46,23,19,16,28,23,12,13,8,7,7,6,12,18,23,0,18,15,9,7,18,18,16,17,19,18,14,12,8,2,1,0
2022-04-13 08:00:00,0,0,1,6,11,24,27,40,44,57,64,66,75,82,83,77,70,33,29,28,51,48,27,24,11,8,9,12,18,18,19,18,17,21,19,16,56,58,50,48,47,46,42,36,24,3,2,0
2022-04-13 09:00:00,0,1,1,5,7,15,21,30,32,37,25,42,41,45,48,42,40,21,15,14,17,11,11,10,4,3,5,5,7,12,17,14,15,12,13,6,36,32,26,21,19,26,23,15,10,4,0,0
2022-04-13 10:00:00,0,0,1,3,2,12,18,20,20,30,31,27,30,38,42,40,33,15,12,10,12,5,9,7,3,3,4,2,6,7,8,13,12,10,11,9,22,19,17,14,16,15,10,13,7,3,1,0
2022-04-13 11:00:00,0,0,3,2,4,8,17,19,22,25,27,28,29,32,35,37,28,13,12,8,9,4,7,6,3,4,4,5,8,13,16,4,15,18,23,21,27,22,20,19,12,16,13,10,5,2,0,0
2022-04-13 12:00:00,0,0,2,3,4,7,15,18,21,26,29,32,32,36,47,47,39,14,12,8,10,3,9,7,6,5,4,4,9,11,14,13,12,12,14,13,22,22,20,17,16,14,13,13,4,3,1,0
2022-04-13 13:00:00,0,0,1,1,2,9,16,18,20,22,27,30,31,36,41,38,35,15,13,11,12,9,12,11,3,4,3,4,14,14,19,0,16,20,22,21,36,31,26,25,23,22,21,16,8,6,2,0
2022-04-13 14:00:00,1,0,2,1,3,8,15,16,19,24,26,27,26,31,35,37,35,15,14,12,7,9,8,6,4,2,3,5,7,9,14,13,9,12,12,11,29,27,23,21,20,19,17,14,7,3,1,0
2022-04-13 15:00:00,0,0,3,2,6,13,20,23,20,24,26,27,25,34,32,32,27,15,12,10,9,8,6,7,7,6,3,4,10,10,15,0,10,20,20,19,34,29,23,23,21,19,17,15,7,4,3,1
2022-04-13 16:00:00,0,0,1,5,3,17,34,38,39,42,44,51,58,61,62,57,47,18,13,12,10,9,7,8,6,3,6,5,9,14,17,16,13,19,20,19,35,30,26,27,26,20,17,11,5,5,3,0
2022-04-13 17:00:00,0,0,2,5,6,24,36,44,45,49,54,56,62,69,71,68,62,22,17,12,11,10,9,8,7,3,8,8,14,17,27,20,25,29,36,32,50,47,36,32,31,28,25,18,11,4,1,0
2022-04-13 18:00:00,0,0,1,2,4,12,25,28,29,41,42,47,55,69,75,72,63,20,19,17,17,18,15,12,10,8,14,16,34,46,73,58,72,63,61,60,76,68,56,53,49,40,32,21,14,3,2,0
2022-04-13 19:00:00,1,0,2,4,5,9,13,17,17,21,25,29,31,33,43,46,43,17,14,13,13,10,9,8,6,4,8,6,15,19,22,13,19,27,27,25,59,56,45,42,38,32,25,17,9,6,4,0
2022-04-13 20:00:00,0,0,1,1,2,5,11,13,13,15,16,17,18,20,22,22,19,12,13,8,16,15,11,9,7,4,4,7,13,15,17,0,15,19,22,0,52,53,48,49,41,33,25,16,9,7,4,0
2022-04-13 21:00:00,0,0,1,2,1,4,13,12,14,15,14,15,18,21,29,29,26,12,8,7,13,0,7,6,4,3,3,6,8,9,13,5,10,21,21,0,50,43,39,41,40,29,24,19,12,4,1,0
2022-04-13 22:00:00,1,0,0,2,2,5,22,23,26,10,28,29,28,17,31,29,28,13,11,7,12,11,9,6,5,3,3,3,7,8,10,3,9,23,31,21,46,38,34,31,29,35,26,22,7,6,2,0
2022-04-13 23:00:00,0,0,0,0,0,2,4,6,3,3,6,4,3,5,8,7,10,8,8,0,8,4,5,4,3,2,3,2,4,1,5,0,0,14,16,9,46,45,39,36,34,26,24,22,8,4,3,0
2022-04-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,0,0,2,6,7,4,9,10,11,15,21,22,2,21,15,7,5,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 05:00:00,1,0,2,3,3,5,6,11,8,14,17,18,13,19,16,14,11,4,4,3,5,2,4,3,1,2,4,2,3,4,5,0,3,3,4,3,7,6,5,4,3,2,0,0,0,0,0,0
2022-04-14 06:00:00,0,0,2,7,8,9,12,18,21,23,25,19,22,24,27,27,22,5,4,2,5,2,4,5,2,2,3,3,3,4,8,2,6,6,5,3,5,6,5,0,2,3,1,1,1,1,0,0
2022-04-14 07:00:00,0,2,3,6,11,25,36,47,48,45,58,60,60,63,68,61,53,17,14,13,29,26,12,15,8,4,4,7,11,12,14,13,12,14,13,12,23,20,18,15,14,5,9,7,6,1,0,0
2022-04-14 08:00:00,0,1,3,6,9,21,26,33,54,64,68,67,68,72,71,61,60,28,25,24,38,35,20,19,12,8,8,9,13,16,20,0,19,15,13,11,71,69,64,64,35,61,55,41,19,3,1,0
2022-04-14 09:00:00,5,1,2,4,7,13,17,27,33,41,52,55,55,59,63,61,50,19,15,12,16,10,13,12,6,3,6,7,11,16,17,0,15,16,14,12,33,31,29,26,25,24,22,21,17,4,1,0
2022-04-14 10:00:00,0,0,2,5,4,9,14,18,21,27,29,30,29,38,41,38,29,18,11,9,10,3,9,8,6,4,4,6,7,11,14,0,13,9,11,8,25,24,22,21,22,22,20,17,5,1,0,0
2022-04-14 11:00:00,0,1,1,3,3,10,14,18,19,24,26,29,24,24,23,28,23,12,10,8,11,10,11,9,5,3,5,5,8,11,12,4,11,19,16,14,20,21,23,24,21,13,17,13,8,1,0,0
2022-04-14 12:00:00,0,0,1,4,5,7,16,19,23,28,35,40,41,48,53,49,43,16,15,8,14,11,12,11,3,3,3,2,7,9,13,14,13,15,16,14,25,25,22,19,20,19,17,13,7,3,0,0
2022-04-14 13:00:00,1,0,0,1,3,10,15,18,20,25,25,26,28,29,33,34,29,13,12,12,10,9,9,8,6,3,4,4,11,12,14,7,10,15,15,12,24,24,24,20,19,17,16,10,5,2,1,0
2022-04-14 14:00:00,0,1,1,2,2,10,21,25,25,29,29,30,30,32,43,37,33,14,11,9,13,12,9,9,6,4,3,5,9,13,17,16,16,20,21,19,33,30,31,31,30,27,23,19,7,4,2,0
2022-04-14 15:00:00,0,0,0,3,3,6,15,20,22,29,31,26,31,32,34,34,31,17,12,9,14,12,10,14,7,7,3,3,9,10,13,10,11,21,20,19,30,31,28,25,26,22,20,14,4,3,2,0
2022-04-14 16:00:00,1,1,2,4,4,23,35,40,41,45,47,48,47,57,62,57,53,22,21,18,15,13,14,14,7,4,5,7,16,17,21,19,17,21,23,17,31,29,26,24,22,20,14,9,5,4,1,0
2022-04-14 17:00:00,0,2,1,5,7,21,34,43,47,50,52,52,54,58,65,57,53,19,17,14,19,17,15,11,10,5,11,11,19,17,34,33,32,32,31,28,66,57,50,50,48,44,39,12,10,3,1,0
2022-04-14 18:00:00,0,1,2,4,2,17,39,42,47,50,53,53,57,66,67,64,60,23,27,24,17,18,16,14,11,10,11,11,31,35,75,64,60,45,45,41,65,57,56,59,54,44,37,25,15,10,9,0
2022-04-14 19:00:00,0,0,1,2,4,9,15,19,21,24,27,31,30,36,44,46,41,19,16,14,16,0,13,9,6,4,5,7,16,16,18,20,18,33,37,23,51,49,45,42,40,34,27,18,10,5,3,0
2022-04-14 20:00:00,0,0,1,1,3,6,12,10,14,18,22,16,23,29,34,35,30,13,11,7,11,0,9,8,4,4,8,7,9,10,13,13,10,23,26,17,41,40,37,33,29,25,19,16,6,3,2,0
2022-04-14 21:00:00,0,0,1,2,1,6,10,10,11,12,13,12,13,15,19,20,17,8,7,5,13,12,12,9,5,3,5,5,10,8,12,11,10,26,31,27,41,38,35,32,29,27,21,16,8,4,1,0
2022-04-14 22:00:00,0,0,1,1,2,6,10,12,12,14,14,15,15,15,20,18,17,10,12,11,17,16,11,9,5,3,5,5,5,6,8,1,7,23,27,25,47,45,33,31,26,24,19,15,8,6,5,0
2022-04-14 23:00:00,0,0,2,1,2,3,4,2,0,13,0,3,12,14,13,6,9,8,8,7,12,9,12,9,3,0,2,4,8,7,9,3,0,18,25,24,42,33,41,35,33,29,22,17,7,3,1,0
2022-04-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
