Unnamed: 0,1_영인운수차고지,2_대한항공.메이필드호텔,3_강서면허시험장.메이필드호텔,4_마곡수명산파크7단지,5_마곡수명산파크5단지6단지,6_마곡수명산파크2단지,7_마곡엠밸리15단지아파트,8_마곡동로사거리,9_발산역,10_등촌3동천주교회,11_등촌3동주공10단지아파트,12_서울서진학교,13_가양동천주교영등포공업고등학교,14_가양2단지성지아파트.동양고등학교,15_가양한강타운아파트,16_양천향교입구,17_양천향교역,18_서울강서우체국,19_서울호서전문학교.등촌주공3단지아파트,20_발산역2번출구,21_발산역.우장산힐스테이트,22_명덕고등학교.서울스타병원,23_우장산역,24_화곡중고등학교,25_대원시장,26_화곡역,27_화곡역.현대주유소,28_신월초등학교,29_가로공원.나누리병원,30_화곡중앙골목시장,31_화곡대림아파트,32_화곡동백구사,33_다운어린이공원.치유하는교회,34_까치산역4번출구,35_화곡8동주민센터.까치산시장,36_서울신정초등학교,37_화곡2동주민센터,38_성석교회,39_목동사거리,40_목동역.홍익병원,41_목동7단지,42_목동대학학원,43_오목교역.동신한방병원,44_관악고등학교,45_양평신동아아파트,46_교보앞,47_당산동진로아파트,48_김안과병원,49_영등포시장로터리방면,50_경방타임스퀘어.신세계백화점,51_김안과병원,52_당산동진로아파트,53_양남동로타리,54_양평1동주민센터,55_관악고등학교,56_오목교역.동신한방병원,57_목동대학학원,58_목동7단지.종로학원,59_목동역.홍익병원,60_홍익병원목동관,61_화곡동남부시장,62_화곡2동주민센터,63_서울신정초등학교,64_화곡8동주민센터,65_까치산역2번출구,66_화곡동백구사,67_화곡동대림아파트.화곡중앙시장,68_가로공원.나누리병원,69_신월초등학교,70_화곡역,71_화곡역1번출구,72_대원시장,73_화곡중고등학교,74_우장산역,75_명덕고등학교.서울스타병원,76_발산역.우장산힐스테이트,77_발산역3번출구,78_서울호서전문학교.등촌주공3단지아파트,79_서울강서우체국,80_양천향교역.휴먼빌아파트,81_가양한강타운아파트,82_가양2단지성지아파트.동양고등학교,83_한보구암마을아파트,84_강서한강자이아파트,85_등촌3동대림아파트,86_등촌3동천주교회,87_등촌주공5단지아파트,88_발산역4번출구,89_발산역9번출구,90_마곡동로사거리,91_마곡엠밸리14단지아파트,92_마곡수명산파크2단지,93_마곡수명산파크3단지4단지,94_마곡수명산파크7단지,95_강서면허시험장.메이필드호텔,96_외발산신광명마을,97_영인운수차고지
2022-03-12 22:00:00,0,0,0,0,0,1,0,1,1,0,2,2,0,0,0,2,0,0,1,3,6,6,5,10,0,10,14,3,11,9,11,9,6,8,2,7,5,2,1,0,0,0,0,0,0,0,0,0,1,12,16,17,19,9,18,13,14,10,12,8,10,8,6,7,9,9,7,5,0,4,3,3,2,0,4,5,6,6,5,5,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2022-03-12 23:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,5,6,0,0,8,0,5,7,7,8,7,6,3,5,5,8,6,4,0,1,0,0,2,1,2,0,1,0,0,0,8,1,10,0,12,11,0,9,0,14,12,10,11,1,9,20,14,9,8,4,5,3,4,5,7,6,5,5,4,5,8,5,3,1,1,2,0,0,0,3,0,2,0,0,0,0,0,0
2022-03-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 05:00:00,0,0,0,1,3,0,0,1,0,0,0,0,1,1,3,0,4,3,4,5,0,4,0,0,0,0,3,2,3,4,6,3,3,2,0,0,3,2,0,1,0,0,2,0,1,2,0,0,1,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 06:00:00,0,0,0,1,1,2,0,0,0,0,0,0,0,1,2,1,0,0,0,1,2,0,0,2,0,1,2,0,0,3,4,5,3,2,2,3,0,5,4,3,3,1,3,3,2,2,0,0,0,0,1,0,0,1,0,2,1,1,3,0,2,4,5,0,2,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-03-13 07:00:00,0,0,0,0,2,0,1,0,0,0,0,1,1,2,2,1,3,0,3,0,4,0,0,3,0,4,4,0,1,2,3,3,2,2,3,2,1,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,4,0,2,5,5,6,4,5,4,3,1,0,4,0,3,0,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0
2022-03-13 08:00:00,0,0,0,2,3,4,3,2,3,1,0,0,0,3,4,0,0,4,4,6,5,7,4,8,6,7,5,7,4,6,4,7,6,5,8,6,7,10,8,7,6,3,3,2,1,2,0,0,1,0,0,0,1,0,0,0,1,0,1,1,5,6,7,7,5,6,5,6,8,8,9,0,10,9,9,0,10,10,2,9,4,3,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0
2022-03-13 09:00:00,0,0,0,0,2,3,0,1,0,0,1,0,1,0,9,3,3,4,3,1,2,4,5,6,0,2,4,3,3,4,5,8,0,9,5,5,8,9,12,11,6,0,10,0,0,5,0,4,2,2,3,2,0,2,2,1,0,0,2,0,2,4,0,0,3,6,8,9,10,9,8,9,6,6,8,4,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 10:00:00,0,0,0,0,5,0,6,5,3,1,2,0,0,3,4,0,11,0,8,7,6,9,8,0,8,7,0,6,6,6,9,10,3,11,11,11,13,16,14,12,10,8,9,4,8,7,6,7,2,3,1,4,0,0,0,0,0,0,0,0,4,8,11,11,7,6,6,5,6,4,4,0,5,2,1,3,0,0,0,0,0,1,0,0,1,0,1,0,2,0,1,0,1,1,0,0,0
2022-03-13 11:00:00,0,0,0,1,2,0,4,1,0,0,1,2,3,4,3,3,0,0,4,2,5,3,2,0,7,8,4,10,9,6,6,0,2,8,11,12,3,13,14,11,10,0,8,5,8,6,6,5,2,5,6,0,3,5,4,4,3,5,8,7,8,11,3,3,3,4,3,4,4,3,0,1,1,2,3,0,2,1,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-03-13 12:00:00,0,0,0,3,1,4,4,3,2,2,0,0,3,0,5,3,6,6,2,4,2,3,4,3,3,2,4,2,5,9,3,10,10,10,12,11,8,7,14,11,5,7,8,3,10,8,7,3,2,5,7,8,9,0,3,4,5,6,7,1,5,7,10,10,5,7,10,4,5,9,9,12,9,7,2,6,2,1,0,2,0,0,2,0,0,1,2,0,0,0,3,2,1,1,0,0,0
2022-03-13 13:00:00,0,0,0,1,2,4,3,1,0,1,0,0,5,9,8,9,7,0,6,7,8,7,8,7,5,6,6,2,6,11,11,13,13,9,13,10,7,11,12,9,10,9,9,4,3,9,8,2,1,3,4,0,4,9,9,9,12,11,10,8,7,8,4,7,10,11,5,2,6,6,8,7,9,1,8,6,4,3,1,2,0,0,1,0,3,1,1,0,1,0,1,0,0,0,0,0,0
2022-03-13 14:00:00,0,0,0,2,1,4,0,0,0,0,0,0,1,8,10,10,10,3,9,7,9,9,9,3,0,10,0,3,9,8,5,9,8,12,10,6,10,12,10,8,7,7,7,0,8,0,9,7,2,6,13,5,14,7,0,6,4,4,5,3,7,9,14,13,11,12,13,13,11,10,0,0,10,11,5,6,5,4,3,1,0,1,0,0,0,1,0,0,3,2,0,1,0,0,0,0,0
2022-03-13 15:00:00,0,1,0,5,8,11,1,0,0,0,0,2,0,1,5,2,6,0,5,13,13,15,15,20,5,17,13,7,12,5,4,7,3,7,0,9,8,9,8,7,8,5,6,8,7,5,4,3,2,5,6,6,0,16,11,13,14,15,16,15,13,11,6,0,10,10,9,10,9,8,10,8,9,10,11,9,7,5,4,6,3,3,2,0,2,1,0,1,2,0,0,0,1,0,0,0,0
2022-03-13 16:00:00,0,0,0,1,5,6,4,2,8,0,0,4,1,1,2,0,8,9,14,12,13,15,13,14,12,12,10,7,10,11,12,12,11,9,10,11,10,11,15,14,13,10,9,9,0,10,8,3,1,15,17,4,5,18,17,21,24,9,7,6,7,7,9,9,9,4,6,5,6,6,7,7,8,9,6,5,4,3,4,3,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2022-03-13 17:00:00,0,0,0,0,1,3,6,7,5,5,0,0,1,1,7,5,7,8,5,16,0,20,17,15,14,12,11,0,9,13,12,12,2,8,14,12,7,8,7,6,4,7,8,3,7,4,3,4,3,20,23,0,10,0,5,11,25,25,22,22,16,16,14,13,19,17,13,13,11,7,8,10,9,7,13,14,4,0,0,2,0,0,3,0,0,2,2,3,4,0,2,1,0,0,0,0,0
2022-03-13 18:00:00,0,0,1,0,2,0,3,2,0,3,0,0,0,4,3,4,5,6,4,10,4,4,3,6,2,9,8,9,5,8,0,7,6,9,9,9,8,6,10,4,6,5,12,11,12,3,9,2,5,32,34,34,32,32,32,29,31,32,31,28,26,23,24,22,18,11,7,6,6,5,7,6,6,5,6,2,4,3,1,1,3,2,0,1,2,4,0,3,1,0,3,1,0,0,0,0,0
2022-03-13 19:00:00,0,0,1,2,3,0,0,2,1,2,0,0,1,0,0,2,3,0,1,6,4,0,7,6,5,0,4,0,3,2,0,3,2,4,7,5,4,2,2,1,1,0,0,2,0,0,0,0,1,12,13,11,14,15,13,7,13,14,16,14,13,14,12,11,12,11,3,0,0,4,3,3,4,3,3,0,2,0,1,1,0,2,4,3,0,1,0,0,1,0,0,0,0,1,0,0,0
2022-03-13 20:00:00,0,0,0,1,1,0,1,0,0,1,0,1,1,0,2,3,6,0,5,16,19,18,0,0,8,7,6,0,5,4,3,3,0,7,0,5,6,6,5,4,0,1,3,0,0,0,2,1,1,17,16,0,15,0,0,15,16,15,13,12,12,11,9,0,10,8,7,0,8,8,5,3,5,4,5,4,4,3,1,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0
2022-03-13 21:00:00,0,0,0,0,0,1,0,0,2,2,3,2,0,0,1,2,3,2,3,8,9,6,17,10,16,15,15,11,10,11,11,9,0,13,13,11,5,3,0,1,0,0,0,0,0,0,0,0,1,14,19,0,3,18,15,9,10,11,9,7,6,5,3,0,11,10,9,6,5,4,4,0,8,7,6,0,7,6,1,5,1,0,0,2,0,1,0,1,1,2,4,3,2,0,0,0,0
2022-03-13 22:00:00,0,0,0,0,0,1,0,0,2,1,0,0,2,1,0,0,3,0,4,13,18,21,22,22,24,22,19,16,15,13,10,6,3,6,5,2,1,6,5,2,0,1,3,2,0,2,1,1,0,2,3,0,0,0,1,6,8,9,14,13,14,13,13,13,21,12,6,5,0,0,2,0,4,0,3,5,8,1,0,10,2,1,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0
2022-03-13 23:00:00,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,4,0,3,0,2,0,0,4,3,4,3,2,0,6,7,6,5,2,1,0,0,0,2,0,2,2,1,1,0,2,4,0,4,0,3,3,4,2,4,0,5,4,5,0,8,4,7,0,6,8,8,0,7,6,3,2,3,2,0,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,0,0,0,1,3,0,0,2,0,0,0,0,0,3,4,0,1,0,5,6,7,9,2,8,9,7,6,7,7,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,0,0,0,2,5,6,0,5,1,0,0,2,2,4,6,5,7,0,3,7,7,6,6,4,5,3,4,0,3,5,8,9,7,5,5,4,7,9,6,5,2,0,0,4,3,0,2,1,0,1,1,2,1,2,1,1,1,0,2,1,2,3,4,2,1,0,3,0,0,2,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 06:00:00,0,0,1,3,4,2,3,2,1,0,0,0,0,2,1,2,4,0,3,2,2,0,4,2,1,3,2,2,2,9,8,12,10,3,4,5,6,11,8,7,5,0,3,0,3,2,0,0,0,2,1,0,0,0,1,0,1,2,0,0,6,13,16,14,10,8,11,8,12,13,10,7,10,0,11,6,6,5,2,3,1,1,1,2,0,0,1,0,3,0,0,0,1,0,0,0,0
2022-03-14 07:00:00,0,2,0,3,7,10,11,9,11,11,9,6,7,12,15,14,15,14,13,9,13,6,5,2,1,4,2,3,6,25,38,45,39,12,13,16,17,31,32,24,11,11,11,10,7,9,6,4,1,4,5,6,5,2,0,1,0,2,2,1,13,28,40,33,9,10,20,26,26,27,28,29,24,25,21,22,24,21,20,25,24,16,12,6,3,1,1,4,3,0,4,4,4,5,4,0,0
2022-03-14 08:00:00,0,0,0,8,13,16,15,7,11,4,2,2,2,11,17,11,10,0,8,6,6,6,5,4,4,3,7,8,8,11,11,20,17,15,15,16,23,42,37,25,22,21,21,16,16,11,9,5,1,13,11,11,6,7,8,7,6,7,12,9,17,29,39,30,15,18,22,26,22,25,27,28,27,16,28,20,22,18,15,8,9,8,4,4,5,5,2,4,7,4,2,3,0,0,3,0,0
2022-03-14 09:00:00,0,1,0,8,11,12,10,7,5,4,3,2,2,3,7,4,9,10,12,9,4,10,6,9,9,8,7,9,9,10,15,16,13,14,10,9,18,18,16,11,0,14,16,15,5,14,12,3,1,11,14,7,4,7,3,7,8,8,10,8,12,18,19,18,14,19,23,24,25,22,21,23,20,18,16,11,9,6,5,4,3,2,3,0,3,0,2,2,4,0,3,4,1,0,2,0,0
2022-03-14 10:00:00,2,0,0,3,4,4,3,2,4,2,3,0,0,4,6,2,7,6,3,4,6,8,8,11,4,14,11,12,8,13,16,18,13,8,13,12,8,10,8,3,6,5,3,2,1,1,2,0,0,4,3,3,2,3,2,1,0,2,4,3,9,10,10,9,10,9,11,13,15,15,14,15,16,14,13,11,9,8,7,5,4,2,2,3,1,4,0,3,2,0,1,0,0,0,0,0,0
2022-03-14 11:00:00,1,0,2,1,3,2,4,3,1,0,3,3,5,7,8,10,12,0,10,8,9,11,9,11,9,9,12,7,10,10,9,8,6,7,7,7,10,14,13,11,10,7,3,2,0,4,1,1,0,4,4,0,1,3,2,2,0,0,3,4,7,7,7,6,6,6,6,6,5,6,6,5,7,8,7,5,6,4,5,6,3,5,2,4,2,3,3,2,3,3,2,2,0,0,3,0,0
2022-03-14 12:00:00,0,0,0,1,3,2,3,0,1,2,0,2,3,4,6,6,8,9,7,7,7,7,7,7,0,8,8,8,9,12,10,12,11,13,16,18,15,17,16,12,9,8,7,0,8,0,7,5,2,4,5,3,4,4,5,5,6,8,7,10,11,11,10,8,6,7,10,4,3,10,7,0,9,11,9,6,8,8,5,6,4,4,3,1,2,0,2,3,1,4,3,1,0,0,0,0,0
2022-03-14 13:00:00,0,0,1,2,5,6,6,5,2,1,4,5,6,6,11,13,12,12,11,9,8,11,11,11,11,10,10,7,9,12,13,12,9,6,7,7,6,7,6,5,5,4,3,0,4,7,3,2,1,3,0,4,5,3,5,6,8,3,9,7,10,14,12,11,9,11,12,0,10,10,14,6,12,14,14,8,12,10,7,4,3,3,4,3,3,3,0,2,1,1,0,1,1,0,0,0,0
2022-03-14 14:00:00,0,0,0,2,5,1,2,2,1,3,4,3,2,4,8,6,13,13,13,13,16,16,15,15,8,14,14,13,12,9,13,14,0,10,12,10,8,9,9,8,8,6,5,4,1,0,0,1,1,6,8,11,12,14,13,12,11,8,13,15,14,14,16,12,11,8,9,11,3,11,12,13,12,10,11,5,7,5,6,3,2,4,4,1,6,5,4,1,0,2,1,0,0,0,0,0,0
2022-03-14 15:00:00,0,0,2,4,5,4,4,3,3,3,5,3,28,32,36,36,35,36,37,35,35,33,32,35,32,29,29,28,21,15,16,18,15,14,13,12,11,12,16,13,11,7,5,5,4,3,1,1,0,5,5,7,8,6,3,0,9,8,13,14,8,7,14,15,14,15,8,10,9,8,6,7,7,9,10,10,2,9,3,5,4,3,5,5,6,5,0,3,2,3,2,2,1,0,0,0,0
2022-03-14 16:00:00,0,2,0,4,8,0,8,6,3,3,2,1,3,5,10,12,16,21,22,27,28,27,29,24,23,19,16,6,16,16,17,14,13,12,13,12,9,10,8,7,6,5,5,7,6,4,5,2,0,7,11,9,10,6,7,8,12,7,13,12,9,7,6,6,10,6,7,9,9,8,8,8,7,6,6,7,10,9,6,4,5,4,8,9,7,7,5,5,7,8,7,3,2,2,1,0,0
2022-03-14 17:00:00,0,1,0,5,7,0,8,6,5,5,5,4,8,10,11,12,14,15,16,16,19,19,17,33,32,27,26,24,17,10,8,7,10,9,8,8,7,5,6,7,7,4,7,8,6,4,0,2,3,5,7,8,7,11,7,8,11,12,20,17,16,12,13,12,15,14,11,11,13,9,11,9,9,9,9,10,12,11,4,15,10,8,8,7,8,7,5,3,4,3,2,1,3,1,0,0,0
2022-03-14 18:00:00,2,4,8,7,7,5,9,12,9,5,4,7,13,13,12,26,38,41,40,35,38,34,30,32,30,27,35,30,28,22,20,19,16,26,27,22,12,8,6,4,2,4,5,3,6,8,7,3,5,14,16,19,21,22,24,24,27,27,46,39,25,12,14,15,29,19,9,10,12,6,13,8,11,10,8,6,7,6,5,5,4,2,0,4,5,7,6,3,4,4,5,2,3,0,0,0,0
2022-03-14 19:00:00,0,0,0,1,3,5,4,2,2,2,5,5,4,3,2,2,4,4,5,8,7,7,8,7,24,21,24,8,16,13,11,12,10,20,19,18,12,8,4,4,2,0,2,0,0,3,1,0,0,9,11,10,8,7,8,6,13,19,29,25,21,20,22,24,31,26,11,9,5,7,5,6,4,6,4,0,5,0,0,4,1,2,2,3,3,4,1,2,5,4,4,3,0,1,0,0,0
2022-03-14 20:00:00,0,0,0,1,3,2,0,0,0,1,2,0,0,1,3,4,9,0,10,19,22,20,20,19,16,13,11,8,7,5,3,4,4,13,13,7,5,3,3,0,2,2,5,2,0,0,1,0,2,14,16,17,16,15,15,13,14,12,19,20,17,15,15,14,12,8,5,5,5,8,7,7,6,7,7,0,6,3,5,9,5,1,2,0,0,2,0,2,2,3,2,0,0,0,0,0,0
2022-03-14 21:00:00,0,0,0,0,1,0,0,0,1,2,0,0,3,2,3,4,8,10,9,12,14,16,14,17,16,13,11,8,11,8,6,5,7,8,5,7,5,5,3,3,2,5,5,2,1,4,1,0,1,8,9,10,0,9,8,7,7,4,12,11,10,12,10,11,15,8,4,3,0,4,0,2,4,5,2,2,4,0,3,9,5,3,4,3,0,1,1,0,2,0,3,2,2,1,0,0,0
2022-03-14 22:00:00,0,0,0,1,0,1,0,1,0,5,3,0,0,6,5,4,8,0,7,9,10,15,17,19,18,7,18,17,17,15,0,14,13,11,8,5,3,1,2,1,1,1,1,0,2,2,1,0,0,2,9,8,11,12,11,10,11,16,17,14,11,9,8,9,9,6,3,2,0,2,0,3,0,2,1,1,0,0,0,1,2,1,0,0,0,0,0,2,2,3,2,1,0,0,0,0,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,1,3,0,0,4,7,6,4,6,0,0,9,8,7,9,9,11,9,7,5,4,4,4,5,0,7,8,4,1,2,1,0,3,4,3,1,0,2,1,0,0,4,0,0,0,5,1,0,5,6,11,6,5,4,3,7,11,8,3,3,5,0,1,4,5,6,5,4,5,0,0,5,3,1,0,0,0,2,1,0,3,0,2,0,1,0,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,0,0,0,0,1,2,2,1,0,0,1,0,1,2,4,4,3,5,5,6,9,10,12,2,10,8,6,7,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,0,0,0,1,2,1,0,0,0,0,0,2,2,0,1,1,4,0,0,4,1,6,7,3,7,6,5,0,4,6,7,9,2,3,6,2,6,7,6,6,5,5,4,4,4,2,4,2,1,3,4,3,2,3,6,0,0,5,3,3,2,4,4,0,3,0,7,2,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,0,0,0,2,3,1,0,0,0,0,1,0,1,1,2,4,0,3,3,4,3,1,2,3,0,1,3,0,4,17,25,28,21,9,10,8,7,10,8,6,0,5,0,4,0,3,1,0,0,0,0,1,1,2,1,2,3,2,3,2,7,10,12,13,10,6,7,8,10,12,14,13,10,10,9,8,3,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2022-03-15 07:00:00,0,1,0,2,6,11,10,8,9,10,8,6,3,9,11,7,12,13,10,11,7,12,2,4,6,4,5,6,6,23,32,40,36,11,11,12,12,23,20,13,15,15,11,11,9,8,7,2,0,6,9,5,5,8,7,5,4,6,5,7,12,27,39,24,17,19,23,34,37,35,27,33,27,30,25,22,23,21,18,20,19,18,8,5,3,3,4,0,2,3,5,4,2,1,0,0,0
2022-03-15 08:00:00,0,1,0,6,8,10,10,6,8,4,5,4,4,5,7,7,19,18,18,13,13,11,10,13,12,10,11,11,12,21,30,35,32,24,24,23,23,23,22,15,14,13,7,11,10,7,7,4,0,19,4,15,12,9,9,8,7,4,3,4,12,20,28,28,13,16,21,27,26,22,25,26,24,28,29,13,25,24,22,17,17,12,7,3,3,4,1,5,4,3,4,0,5,0,2,1,0
2022-03-15 09:00:00,0,1,0,2,7,8,4,3,3,3,0,1,1,2,7,2,8,9,10,5,5,7,6,8,4,7,3,4,5,10,16,24,21,15,13,12,11,21,26,15,15,10,14,13,12,13,9,5,2,5,6,3,4,3,2,1,0,0,3,3,2,5,8,7,7,16,17,23,21,16,15,15,13,14,11,12,8,6,4,2,2,0,0,2,3,0,2,0,4,1,2,1,1,0,0,0,0
2022-03-15 10:00:00,0,0,0,2,4,6,7,4,3,2,0,1,0,2,4,5,4,0,4,4,5,6,5,8,6,6,10,5,9,11,13,15,13,6,0,5,5,4,6,3,2,3,6,6,5,3,2,1,1,5,6,7,3,8,7,6,8,10,8,7,7,13,14,8,9,8,8,10,12,13,14,13,12,8,6,5,6,3,4,5,4,2,3,1,3,3,0,1,2,0,2,1,0,0,0,0,0
