Unnamed: 0,1_송파레미니스후문,2_신흥운수입구,3_오금동사거리,4_송파도서관,5_오금공원앞,6_오금역2번출구,7_오금공원사거리,8_오금동대림아파트,9_방이동대림코오롱아파트,10_신구블레스밸리,11_방이초등학교,12_방이시장입구,13_서울방이동고분군,14_방이우체국,15_송파나루역,16_송파구청.방이맛골,17_잠실역8번출구,18_잠실역.롯데월드,19_잠실5단지,20_잠실새내역.잠실2동주민센터,21_잠실엘스아파트앞,22_종합운동장사거리,23_잠실종합운동장,24_강남경찰서면허시험장,25_삼성역7번출구,26_봉은사역3번출구.삼성1파출소,27_청담역.경기고교,28_진흥아파트,29_강남구청.강남세무서,30_청담동래미안아파트,31_강남구청역,32_세관앞,33_논현동사거리.학동역,34_영동시장,35_논현사거리.논현역5번출구,36_반포역,37_고속터미널,38_센트럴시티,39_고속터미널,40_반포역,41_논현사거리.논현역4번출구,42_영동시장,43_논현동사거리.학동역,44_세관앞,45_강남구청역,46_삼성동서광아파트,47_강남구청.강남세무서,48_진흥아파트청담역,49_청담역.경기고교,50_봉은사.삼성1파출소앞,51_무역센타,52_강남경찰서.강남운전면허시험장,53_잠실종합운동장,54_종합운동장사거리,55_잠실새내역4번출구,56_잠실트리지움아파트앞,57_잠실역.롯데월드,58_잠실역1번.11번출구,59_송파구청.방이맛골,60_방이동사거리,61_송파나루역,62_서울방이동고분군,63_방이시장입구,64_방이초등학교,65_올림픽공원남2문,66_신구블레스밸리앞,67_방이동대림코오롱아파트,68_오금동대림아파트,69_오금공원사거리,70_오금역3번출구,71_가락현대5차아파트,72_우창아파트,73_송파참병원,74_인애가요양병원,75_송파레미니스후문
2022-03-05 04:00:00,1,1,3,0,2,0,2,2,0,3,6,1,0,7,8,0,6,0,9,8,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,2,0,1,0,0,0,1,2,1,2,4,5,5,3,5,0,4,5,5,8,4,0,9,3,8,8,7,6,7,2,7,3,6,3,1,1,0,0,2,0,2,1,3,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,4,6,2,1,1,1,0,2,3,5,5,4,5,4,4,6,4,4,1,0,3,0,1,0,4,1,2,4,0,3,2,2,1,0,0,0,0,0,3,0,3,3,1,2,2,0,4,1,3,0,0,2,1,0,2,3,2,1,0,1,0,1,2,0,0,0,0,1,0,2,1,1,0,0,0
2022-03-05 07:00:00,3,4,4,4,3,5,4,5,0,6,9,11,10,1,12,10,8,1,0,1,0,2,4,0,3,3,0,2,4,3,4,2,1,0,0,0,0,0,2,0,4,0,1,0,1,0,2,4,5,3,4,3,2,2,3,2,4,7,3,0,6,1,4,3,4,5,2,3,2,0,0,2,1,0,0
2022-03-05 08:00:00,6,7,2,5,5,4,6,8,8,10,15,17,17,19,22,13,10,11,10,8,8,7,6,5,6,6,7,0,8,7,6,4,4,4,4,3,0,1,1,2,4,0,3,2,3,3,4,4,5,3,4,3,4,2,6,4,5,8,8,6,5,1,6,5,6,7,6,7,6,4,1,2,1,0,0
2022-03-05 09:00:00,3,0,4,6,6,5,4,5,9,13,16,19,20,21,22,20,10,9,8,8,6,7,5,5,6,10,9,6,6,5,5,5,4,4,3,1,1,1,4,3,3,6,9,9,7,6,8,11,12,11,2,0,3,3,3,3,0,8,3,9,10,9,6,4,0,2,4,2,1,3,2,3,0,0,0
2022-03-05 10:00:00,4,4,6,5,6,4,9,13,16,16,21,24,23,24,22,21,8,8,9,6,6,6,6,5,8,8,8,12,8,0,8,9,7,4,3,2,1,1,4,1,5,7,8,9,10,11,8,8,11,11,8,9,5,10,12,11,9,9,8,7,9,3,4,6,7,6,5,3,2,4,0,3,2,0,0
2022-03-05 11:00:00,5,2,6,8,4,6,7,14,17,19,19,24,25,27,25,25,16,15,13,9,7,8,7,5,6,7,8,7,10,6,7,3,5,2,3,2,0,1,5,6,7,6,9,6,5,6,7,3,8,6,6,2,5,6,13,10,14,19,22,22,14,13,7,7,6,7,5,4,3,4,2,3,2,0,0
2022-03-05 12:00:00,8,9,11,16,14,9,9,12,13,18,19,23,23,25,28,30,19,16,9,11,12,12,11,6,11,15,0,13,14,13,4,5,12,5,3,1,1,0,5,2,6,6,12,11,9,15,16,17,18,15,12,11,12,14,17,17,19,18,19,20,18,19,18,18,16,13,11,10,9,7,3,2,0,0,0
2022-03-05 13:00:00,3,4,5,8,8,8,7,10,15,20,23,29,27,29,33,24,16,17,16,15,9,8,10,8,3,10,9,4,8,8,9,7,4,4,2,1,2,3,6,5,8,8,9,8,9,13,16,15,14,16,14,15,18,19,20,18,20,23,20,19,17,14,13,16,15,12,11,8,6,6,4,3,2,1,0
2022-03-05 14:00:00,4,4,5,6,7,8,5,8,11,10,13,17,21,23,17,18,12,13,14,9,8,7,9,7,9,8,9,8,8,5,5,5,5,3,3,0,1,2,6,7,9,10,13,14,15,19,16,15,15,16,17,15,5,16,20,18,18,17,17,17,20,18,14,15,12,8,6,3,4,5,3,4,2,0,0
2022-03-05 15:00:00,3,6,7,10,10,8,13,16,23,25,27,27,28,26,23,24,13,13,11,8,7,9,9,9,11,10,9,9,7,0,7,5,4,5,0,0,2,0,2,5,6,2,7,4,7,8,18,19,20,17,14,13,14,12,18,19,17,22,29,28,19,27,12,12,10,11,10,7,6,7,6,5,3,0,0
2022-03-05 16:00:00,4,2,5,7,6,2,10,15,17,25,20,25,24,22,20,22,11,12,13,13,9,9,0,8,12,13,9,9,10,8,10,10,9,7,5,1,2,1,3,6,8,12,13,16,14,13,15,11,15,12,13,11,13,17,18,16,21,30,32,24,18,16,18,17,15,9,6,6,4,4,3,2,2,0,0
2022-03-05 17:00:00,1,2,3,4,4,6,10,13,19,22,28,30,31,32,24,32,22,20,20,13,10,8,6,8,11,12,10,11,12,12,12,11,9,6,6,5,1,1,4,6,7,9,9,9,7,11,14,15,15,15,18,18,20,21,24,23,21,32,25,23,24,23,21,20,18,15,9,5,1,3,4,3,0,1,0
2022-03-05 18:00:00,1,0,2,3,2,3,6,10,14,12,11,20,11,21,16,13,13,15,13,10,9,7,6,7,7,10,7,6,3,6,7,4,8,5,4,2,0,0,4,1,4,3,4,3,3,5,4,5,4,5,9,10,9,9,14,17,26,31,31,30,29,27,22,22,22,19,15,11,9,10,6,4,2,1,0
2022-03-05 19:00:00,0,1,1,1,2,3,3,6,11,6,11,13,9,14,11,11,8,10,11,9,7,1,4,6,6,2,5,4,4,4,4,2,0,3,3,2,1,1,2,0,3,3,5,5,6,3,8,9,5,6,7,9,5,9,11,12,14,24,28,26,22,19,16,15,14,9,8,4,3,2,1,1,0,1,0
2022-03-05 20:00:00,1,0,1,0,2,1,2,3,4,7,6,7,0,8,9,6,5,6,6,4,4,2,0,1,3,10,9,6,7,4,7,10,9,3,5,4,2,1,6,6,0,7,7,4,6,5,6,6,5,7,4,10,10,11,15,15,23,25,26,23,20,18,13,11,11,10,8,6,4,4,3,3,2,1,0
2022-03-05 21:00:00,1,0,2,3,2,0,3,5,7,6,6,7,5,6,10,11,6,5,0,4,7,8,7,0,6,5,5,0,6,2,7,4,6,2,4,3,0,0,5,4,5,5,7,6,6,6,5,6,5,5,8,3,5,3,4,7,14,18,18,14,14,12,13,10,8,0,6,6,5,5,4,3,1,0,0
2022-03-05 22:00:00,0,1,2,3,4,5,1,5,6,4,3,8,4,3,2,7,5,3,5,4,5,0,0,6,7,6,8,7,2,3,5,6,4,4,4,1,0,1,4,0,5,4,5,5,6,4,4,2,7,9,10,9,8,11,14,13,14,20,20,19,15,0,14,12,13,12,10,6,5,5,3,1,0,0,0
2022-03-05 23:00:00,0,0,0,1,0,0,0,0,1,2,0,2,2,0,0,9,7,5,0,6,3,0,0,0,4,3,0,3,2,5,5,4,4,1,2,1,0,0,1,0,1,2,3,0,4,0,0,0,1,0,4,3,3,4,9,0,11,18,18,21,23,20,16,10,15,13,13,6,4,5,4,3,2,1,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,1,1,2,1,2,1,2,0,0,1,2,3,2,3,1,4,2,3,3,4,2,0,3,2,0,0,0,0,5,0,2,2,4,3,2,0,1,0,1,0,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,2,2,0,1,1,1,1,0,0,3,0,4,0,3,0,3,2,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,3,2,0,1,0,1,1,1,0,1,3,0,2,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,1,0
2022-03-06 07:00:00,1,0,2,2,1,2,1,0,0,0,2,4,3,4,5,6,3,1,2,1,3,2,0,3,2,3,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,1,2,0,0,1,1,3,3,2,0,0,0,1,0,0,3,3,2,4,0,1,0,2,3,4,2,1,0,1,0,0,0,0,0
2022-03-06 08:00:00,3,4,5,6,5,4,0,2,4,6,7,9,8,9,9,10,4,0,0,0,2,3,2,1,3,2,0,2,3,2,0,1,1,0,0,1,0,0,2,2,1,2,3,2,0,4,1,0,4,1,0,0,4,0,0,0,7,6,4,5,4,5,4,0,5,6,6,5,0,2,4,1,0,0,0
2022-03-06 09:00:00,5,6,7,7,5,5,6,8,9,11,14,16,18,19,17,17,11,10,4,3,8,6,5,2,6,0,3,4,3,4,5,2,6,4,2,1,0,0,4,5,0,6,1,2,1,0,3,4,7,3,3,1,4,3,4,0,6,16,14,11,12,10,6,0,6,5,5,3,5,3,1,2,0,0,0
2022-03-06 10:00:00,4,2,6,8,7,4,4,7,12,13,15,20,15,25,26,25,14,6,5,4,12,11,3,9,8,0,2,7,0,0,6,5,1,3,2,0,0,0,1,0,3,3,7,6,5,3,4,0,6,5,6,0,0,7,11,8,8,11,10,10,10,9,6,0,6,4,5,3,0,0,0,2,1,0,0
2022-03-06 11:00:00,4,0,5,3,5,1,6,9,13,14,18,22,15,21,23,20,6,0,5,6,7,6,3,3,5,7,0,0,6,5,6,4,2,0,1,0,0,0,3,1,0,2,6,0,4,6,5,6,8,7,8,7,4,7,6,4,6,8,9,5,0,0,6,4,0,3,4,2,0,0,0,0,0,0,0
2022-03-06 12:00:00,6,0,4,4,4,3,4,8,10,12,13,19,21,8,22,21,14,14,5,11,10,7,4,3,3,4,3,4,8,4,0,0,3,2,0,0,1,2,6,6,9,9,9,7,6,7,5,6,8,5,4,10,13,6,16,10,15,17,15,14,8,8,9,7,8,7,5,4,3,0,2,1,0,0,0
2022-03-06 13:00:00,3,4,5,4,6,0,10,18,22,24,23,24,25,26,25,19,12,13,12,6,13,4,5,4,5,5,4,3,7,7,6,4,5,4,0,0,1,0,4,5,6,7,9,8,5,5,8,9,11,10,12,14,13,13,15,14,20,24,23,18,12,16,15,13,11,12,13,11,10,9,3,1,0,0,0
2022-03-06 14:00:00,6,7,7,9,10,8,12,14,22,23,26,32,26,31,27,24,10,12,10,8,9,12,10,8,10,12,10,9,7,8,7,4,2,3,1,2,1,0,4,4,4,6,9,10,7,9,12,8,9,8,8,8,8,8,15,11,15,19,19,16,14,13,13,12,10,11,9,7,6,4,3,3,0,0,0
2022-03-06 15:00:00,3,3,4,6,5,5,9,11,13,13,16,19,20,18,22,24,11,11,11,11,9,7,3,6,4,7,5,6,11,5,9,8,8,7,2,1,1,1,5,6,7,7,7,10,11,13,9,12,13,13,13,14,15,17,16,15,14,29,25,25,21,17,16,13,12,12,11,6,3,1,0,2,0,0,0
2022-03-06 16:00:00,1,1,4,6,5,2,8,9,15,13,17,20,18,18,17,19,17,10,16,14,12,5,4,0,3,4,3,3,5,3,0,2,4,3,5,0,3,2,8,8,7,8,10,9,8,9,11,10,12,11,12,10,12,14,17,16,16,22,21,13,14,19,17,15,14,14,12,6,7,9,3,7,4,2,0
2022-03-06 17:00:00,2,3,4,7,6,0,16,19,19,13,22,22,22,22,24,16,12,18,8,15,12,6,6,0,5,9,7,5,5,6,7,5,5,2,0,1,0,0,5,6,8,6,7,1,4,6,6,8,7,6,6,0,4,7,14,6,16,22,25,23,21,20,16,0,10,19,16,15,2,4,3,0,1,0,0
2022-03-06 18:00:00,1,0,3,7,6,4,4,9,12,13,3,15,15,0,17,15,6,10,11,7,0,6,7,8,9,10,8,6,7,3,7,5,4,2,1,0,2,0,5,4,5,8,6,12,11,3,14,0,5,13,14,13,12,13,23,22,24,20,18,16,14,10,11,8,7,6,5,4,14,11,9,7,4,1,0
2022-03-06 19:00:00,2,1,0,2,3,0,5,6,9,8,8,7,7,8,10,7,5,5,4,5,4,5,6,0,7,7,8,6,9,3,8,4,3,2,0,0,0,1,2,1,3,1,2,0,5,4,4,2,5,4,6,5,6,9,12,4,9,18,25,27,26,12,21,19,20,16,14,8,1,8,7,4,2,2,0
2022-03-06 20:00:00,0,1,0,1,1,0,2,3,5,3,5,6,4,3,7,9,5,6,5,0,5,0,4,6,7,4,6,1,0,5,3,0,3,0,1,0,0,1,5,7,6,5,6,6,5,5,0,6,0,0,3,6,7,7,11,11,18,20,12,13,14,12,11,9,7,6,4,3,3,4,2,1,1,0,0
2022-03-06 21:00:00,1,0,0,1,0,0,1,3,3,4,5,6,7,4,4,7,8,3,7,6,4,8,9,0,8,8,6,5,3,2,4,2,2,1,0,0,0,0,3,4,5,7,7,6,6,8,6,7,6,7,7,6,2,4,6,0,7,13,21,16,16,15,13,14,9,11,10,9,3,6,5,4,2,1,0
2022-03-06 22:00:00,0,1,0,0,0,0,1,3,7,0,7,7,6,0,1,8,6,7,6,4,3,2,0,0,3,0,3,2,0,2,2,3,3,1,1,0,0,0,2,0,0,2,2,3,4,4,5,4,0,5,7,0,0,9,8,5,8,21,21,21,18,17,10,10,10,8,5,6,5,5,4,3,1,0,0
2022-03-06 23:00:00,0,0,0,1,0,1,0,5,6,0,0,7,9,10,9,14,5,5,0,1,4,0,3,0,4,3,0,0,3,2,4,5,2,3,1,0,0,0,1,0,1,1,2,0,3,4,2,3,1,0,5,3,4,5,8,0,11,17,16,16,14,12,10,3,9,8,2,3,2,3,1,2,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,1,2,4,0,0,0,6,0,2,0,11,13,0,17,3,16,14,18,0,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,2,2,3,3,2,1,2,3,4,5,7,8,0,9,10,9,8,8,0,9,10,8,15,12,10,4,9,8,9,0,7,5,3,2,1,0,1,0,5,1,2,1,5,4,3,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,4,6,8,9,7,3,3,5,8,13,18,22,22,22,20,18,9,8,10,8,7,10,7,6,5,7,5,5,4,5,6,4,3,1,1,0,0,0,4,3,5,7,8,5,4,3,5,9,10,7,3,2,2,3,4,3,1,3,2,4,1,2,1,3,0,0,0,0,1,1,0,2,0,0,0
2022-03-07 07:00:00,12,17,18,22,17,8,10,13,18,24,32,40,40,45,49,45,18,19,19,19,20,19,18,12,10,9,8,7,7,6,8,5,5,3,2,1,1,0,3,4,3,7,10,9,7,8,7,15,12,8,5,4,3,3,5,6,6,5,4,5,4,4,3,6,6,8,7,6,4,5,4,2,0,0,0
2022-03-07 08:00:00,14,18,23,26,18,9,11,20,22,27,37,53,56,56,59,55,19,17,18,20,20,24,22,20,19,24,22,19,23,22,29,12,8,5,8,6,3,2,9,11,15,16,18,14,12,13,10,22,32,25,20,7,8,8,8,9,9,27,21,22,22,19,18,19,18,21,18,14,12,9,8,4,3,1,0
2022-03-07 09:00:00,4,4,7,8,8,7,10,12,16,18,21,28,24,28,24,24,11,12,12,10,16,15,16,11,17,19,17,15,16,17,14,6,5,3,1,0,1,1,9,8,10,13,15,12,6,7,8,19,25,17,11,6,6,3,6,7,9,10,8,7,4,8,5,6,6,5,3,5,2,4,2,2,1,0,0
2022-03-07 10:00:00,3,6,7,5,5,3,6,7,8,13,17,19,12,20,18,19,11,11,10,9,6,5,5,5,7,5,6,4,5,6,5,5,4,2,3,3,2,2,7,0,4,5,6,7,6,5,4,8,12,6,4,4,4,6,7,3,6,7,7,7,8,7,7,6,7,11,8,5,3,3,0,2,0,0,0
2022-03-07 11:00:00,5,3,6,6,5,4,5,6,9,13,16,18,17,16,15,12,11,6,4,1,5,2,7,6,7,6,5,5,7,7,8,8,4,5,3,4,1,2,6,7,0,8,6,5,8,6,7,7,9,8,6,5,2,3,7,9,8,9,9,9,9,5,7,6,8,6,4,3,2,3,1,3,1,0,0
2022-03-07 12:00:00,2,5,4,6,5,4,4,6,8,9,10,11,13,14,15,13,10,4,9,7,6,5,6,3,5,7,6,1,5,8,5,4,2,3,4,3,1,1,6,9,8,7,7,9,11,12,7,8,9,11,6,4,5,5,7,7,6,10,11,11,12,13,11,10,8,8,5,3,2,2,1,2,2,1,0
2022-03-07 13:00:00,2,3,4,6,6,6,8,15,11,13,14,17,19,20,18,15,10,11,11,7,5,8,7,6,7,8,7,6,9,7,8,8,5,4,5,2,1,2,7,6,3,8,9,5,9,10,11,15,16,10,8,8,14,14,16,10,15,17,12,13,0,11,12,9,11,11,9,6,4,4,2,0,1,0,0
2022-03-07 14:00:00,5,4,3,6,2,5,6,10,15,17,19,20,19,14,18,14,12,9,10,5,5,6,4,7,9,8,9,8,11,12,14,14,10,7,6,0,1,0,4,5,7,8,13,16,15,15,15,11,10,9,5,5,9,11,13,11,14,14,12,13,5,8,7,5,7,6,6,6,5,4,2,1,0,0,0
2022-03-07 15:00:00,4,3,3,6,7,6,6,10,10,9,11,13,10,14,15,12,11,14,8,15,13,11,10,10,9,13,8,10,11,11,12,13,10,9,5,3,1,2,6,5,7,8,14,13,11,12,18,13,14,13,12,12,11,11,17,14,13,14,13,14,16,17,12,10,7,9,6,5,4,3,2,3,0,1,0
2022-03-07 16:00:00,3,2,3,7,4,2,8,11,13,14,14,14,15,16,10,10,8,10,10,9,9,11,11,12,11,12,11,11,13,15,16,11,6,3,4,1,3,0,6,5,7,10,11,16,16,15,17,22,20,19,17,18,16,7,10,12,13,18,24,22,22,20,16,12,18,15,10,6,5,4,4,3,1,2,0
2022-03-07 17:00:00,1,2,3,7,8,6,9,10,13,14,19,17,16,16,19,24,12,8,12,9,9,5,7,7,9,12,10,9,8,7,7,6,7,6,4,1,1,2,5,5,3,4,10,13,10,12,16,14,16,16,13,11,13,18,21,19,20,33,35,31,30,29,23,22,21,20,12,7,7,8,7,5,1,2,0
2022-03-07 18:00:00,3,5,5,14,13,13,16,15,18,20,22,25,26,26,25,26,14,22,21,14,6,8,7,24,40,48,15,10,10,8,8,8,8,7,6,4,1,0,2,2,5,6,9,14,15,17,24,27,29,22,21,21,22,20,25,26,26,41,39,37,37,30,23,22,22,16,17,12,10,14,10,9,8,2,0
2022-03-07 19:00:00,1,2,2,3,5,7,4,6,9,11,15,12,7,15,13,14,9,10,9,8,6,7,5,9,11,17,11,9,9,7,9,8,7,5,4,1,1,2,3,4,5,9,12,11,10,11,14,16,15,15,17,17,16,16,25,23,25,40,36,34,31,29,19,18,15,16,12,11,7,13,10,12,7,2,0
2022-03-07 20:00:00,1,0,2,0,1,4,6,7,8,8,9,16,16,18,18,14,8,7,5,4,1,4,0,4,7,7,6,7,8,5,9,10,7,5,5,2,0,1,6,1,6,7,8,9,8,9,10,10,10,10,12,14,14,13,14,13,14,26,26,26,18,26,19,16,11,10,10,6,5,6,5,2,0,2,0
2022-03-07 21:00:00,0,0,0,2,1,3,3,2,5,4,2,7,8,0,11,12,8,7,0,4,0,3,0,0,0,5,3,6,8,7,12,13,7,6,2,0,0,0,5,1,6,8,8,6,6,7,10,12,3,12,13,14,12,13,19,13,17,22,26,25,24,17,16,7,16,15,15,9,7,7,6,3,2,0,0
2022-03-07 22:00:00,1,1,0,3,0,1,4,9,12,12,11,10,10,11,8,12,8,6,7,6,6,5,6,6,6,11,13,10,8,5,6,7,6,4,3,2,1,1,2,0,3,2,3,5,6,7,3,8,6,7,9,8,8,10,9,8,9,16,15,17,16,16,12,11,11,9,11,8,8,9,9,6,4,0,0
2022-03-07 23:00:00,0,1,0,0,0,0,0,2,2,1,0,2,0,0,0,2,1,0,0,0,2,2,0,1,3,3,2,0,4,4,7,8,6,4,2,2,1,0,3,0,4,5,5,6,5,5,4,3,0,4,5,8,9,12,18,16,17,22,22,21,20,8,12,6,0,9,10,7,4,7,0,6,4,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,1,2,4,0,0,0,5,6,0,0,10,11,13,17,8,18,12,17,18,19,17,0,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,1,1,1,0,0,0,2,4,0,5,7,6,5,7,4,6,6,10,0,11,10,9,8,7,14,6,13,12,11,0,9,8,8,6,4,2,3,1,3,5,2,3,4,3,2,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 06:00:00,5,7,11,13,7,5,2,3,5,9,12,14,15,17,18,17,8,8,0,8,6,7,5,3,7,6,5,5,4,4,3,1,3,2,2,0,0,0,2,2,4,5,7,6,5,3,3,4,5,4,2,0,4,1,2,1,3,6,3,2,2,0,2,1,2,3,3,0,4,2,1,3,0,0,0
2022-03-08 07:00:00,7,13,14,14,14,5,9,11,16,23,31,36,37,44,46,40,23,23,21,18,17,16,14,13,8,11,12,6,10,5,8,7,6,3,4,3,2,1,3,0,3,5,7,6,5,12,6,14,20,8,6,5,6,4,7,8,8,9,6,7,4,6,6,7,9,9,7,6,4,6,4,3,1,0,0
2022-03-08 08:00:00,14,16,22,21,16,9,16,21,27,30,39,45,44,44,38,39,16,15,17,18,17,20,19,13,16,20,16,17,16,14,27,8,5,6,4,4,2,0,5,7,5,7,7,7,8,12,8,19,27,18,14,8,6,7,8,9,17,22,15,16,16,16,15,13,13,16,13,11,13,6,5,8,2,0,0
2022-03-08 09:00:00,3,4,6,6,5,4,7,10,16,17,24,29,30,30,30,37,15,14,15,13,14,15,16,14,16,18,15,13,12,12,13,8,5,3,1,0,1,2,12,14,14,18,14,9,4,9,8,13,19,12,9,5,4,4,5,5,7,10,8,9,8,4,6,6,2,5,1,2,1,1,0,2,0,0,0
2022-03-08 10:00:00,3,3,5,5,6,3,4,7,9,10,13,14,14,10,13,13,9,7,6,7,7,5,6,8,8,8,9,9,8,5,9,4,4,0,0,0,0,0,7,0,6,6,7,7,5,9,8,8,11,5,4,4,6,4,6,7,9,8,8,7,7,8,7,7,7,4,4,5,3,7,6,3,2,0,0
2022-03-08 11:00:00,1,3,3,6,4,6,7,9,11,13,11,15,15,16,15,16,12,12,11,6,7,4,5,6,7,8,9,2,7,6,8,5,5,3,3,1,0,0,4,4,4,3,5,3,4,3,7,10,7,8,8,8,0,8,11,10,12,17,16,15,14,12,12,10,8,11,4,3,2,1,1,0,1,0,0
