Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_은평뉴타운10단지,4_구파발역입구,5_박석고개.신도고등학교,6_세명컴퓨터고등학교,7_연신내역.로데오거리,8_은평연세병원,9_구산역2번출구.예일여고,10_하나은행역촌동지점,11_역촌역.역촌오거리,12_서부경찰서후문,13_신진과학기술고등학교,14_응암시장,15_응암3동주민센터,16_대림시장,17_동도하이츠아파트,18_KT가좌지사,19_북가좌2동주민센터,20_DMC래미안e.편한세상2.4단지,21_북가좌삼호.DMC아이파크아파트,22_DMC파크뷰자이별동상가,23_DMC파크뷰자이,24_모래내삼거리,25_모래내시장.가좌역,26_사천교,27_연희104고지앞.구성산회관,28_연남동,29_홍대입구역(가상),30_홍대입구역,31_서교동,32_합정역(가상),33_합정역,34_선유도공원,35_당산역,36_당산역삼성래미안아파트,37_삼환아파트,38_신화병원,39_영등포시장,40_영등포시장,41_영등포시장로터리방면,42_경방타임스퀘어.신세계백화점,43_영등포시장,44_신화병원,45_당산푸르지오아파트,46_당산역삼성래미안아파트,47_당산역,48_선유도공원,49_합정역(가상),50_합정역,51_서교동,52_홍대입구역(가상),53_홍대입구역,54_연희동대우아파트,55_연희104고지앞.구성산회관,56_사천교,57_모래내시장.가좌역,58_삼성래미안2차아파트,59_DMC파크뷰자이,60_동부센트레빌아파트,61_북가좌삼호.DMC아이파크아파트,62_모래내우체국.증가교회,63_북가좌초교사거리,64_북가좌2동주민센터,65_KT가좌지사,66_동도하이츠아파트,67_대림시장,68_응암3동주민센터,69_서서울농협본점,70_백련산SK뷰아이파크아파트,71_신진과학기술고등학교,72_서부경찰서후문,73_역촌역.역촌오거리,74_삼성타운,75_구산역1번출구.예일여고,76_구산역1번출구,77_대조동주민센터,78_연신내역.로데오거리,79_세명컴퓨터고등학교,80_박석고개.신도고등학교,81_구파발역입구,82_은평뉴타운10단지,83_진관공영차고지
2022-03-05 04:00:00,0,1,0,2,2,4,6,7,6,3,9,11,13,13,15,17,0,16,17,14,14,15,14,13,12,11,13,14,12,14,14,0,18,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,2,1,5,6,7,4,4,8,10,9,7,7,7,6,5,6,6,18,8,17,9,13,7,14,12,11,10,10,9,7,10,0,12,11,10,6,8,0,6,3,4,0,4,5,6,0,5,3,0,4,7,8,8,2,6,6,0,6,0,0,3,1,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,1,1,1,4,6,8,5,8,7,8,6,8,8,7,7,5,7,6,5,6,6,6,5,7,6,5,6,5,6,5,4,5,0,3,4,5,1,2,2,2,3,3,3,0,0,3,0,2,3,4,3,5,5,6,6,7,8,4,2,1,3,2,3,4,4,4,6,7,8,9,10,9,5,7,2,5,4,3,2,2,0,0
2022-03-05 07:00:00,0,0,3,1,5,8,12,16,14,12,12,11,11,11,2,10,9,7,8,8,11,13,13,12,11,10,9,11,9,6,4,3,6,0,3,3,3,2,3,0,5,4,2,3,7,7,8,0,0,7,6,0,4,4,4,4,2,3,6,7,6,7,6,7,7,9,11,13,14,10,13,5,8,8,7,10,8,4,3,2,1,1,0
2022-03-05 08:00:00,0,1,4,4,7,13,15,18,19,16,15,12,10,12,13,15,15,15,14,16,15,19,20,19,16,15,14,15,12,9,7,4,7,5,8,6,7,4,3,1,2,3,3,4,8,5,5,0,4,5,5,0,7,6,6,5,6,5,5,6,6,6,9,9,13,14,17,18,19,17,17,16,15,16,14,14,11,6,5,4,2,1,0
2022-03-05 09:00:00,0,2,4,1,5,9,13,15,17,19,19,17,20,19,20,24,27,21,22,24,23,31,32,31,28,28,30,35,34,19,15,10,19,0,16,18,15,14,7,2,3,5,5,6,6,8,9,0,7,9,9,8,8,7,6,9,10,3,10,11,6,7,10,10,11,12,16,16,21,19,29,28,25,24,22,23,21,11,10,7,1,0,0
2022-03-05 10:00:00,0,1,2,3,6,5,15,17,21,18,18,17,16,18,18,16,15,13,15,17,20,20,22,23,23,21,18,25,19,16,11,11,12,0,19,20,18,19,13,6,3,12,9,10,15,12,15,8,14,11,10,8,6,8,6,9,14,15,14,14,12,13,12,16,18,12,17,13,19,24,24,28,31,28,25,22,20,10,10,7,1,0,0
2022-03-05 11:00:00,3,1,2,6,7,10,16,16,24,25,26,26,19,19,22,22,26,23,24,29,32,37,40,36,32,30,34,34,31,23,17,16,20,0,18,19,17,15,10,6,8,9,13,12,15,15,21,19,0,19,19,10,18,15,16,14,19,18,22,17,18,18,18,17,21,20,30,30,29,17,22,20,20,20,19,27,21,8,5,2,1,0,0
2022-03-05 12:00:00,0,6,7,7,9,11,21,21,23,24,25,23,23,25,24,29,32,33,29,34,35,36,36,37,36,31,29,33,32,22,16,19,18,0,16,15,19,18,14,6,7,18,24,24,29,25,27,22,25,22,18,17,17,17,17,16,16,15,14,15,17,17,20,20,25,23,27,26,31,30,31,33,32,29,25,23,22,11,6,4,3,2,0
2022-03-05 13:00:00,0,1,1,7,5,8,16,19,22,23,23,24,27,25,21,22,24,32,29,29,28,31,33,33,32,32,33,32,30,23,22,21,30,11,28,29,22,19,17,8,8,17,22,19,20,20,25,26,24,26,21,18,20,15,16,16,20,20,22,21,20,19,17,19,19,16,21,21,20,20,21,24,29,30,26,28,22,12,8,7,2,0,0
2022-03-05 14:00:00,0,0,3,5,7,12,25,25,26,24,24,23,21,21,19,19,18,19,21,24,25,25,26,24,26,26,29,25,24,15,16,13,18,16,16,17,17,16,15,16,13,13,17,16,19,20,21,0,17,21,25,24,23,20,18,19,20,21,26,25,24,27,25,16,20,16,26,25,26,27,24,25,26,30,26,27,24,10,9,7,2,0,0
2022-03-05 15:00:00,1,2,4,8,6,9,19,20,21,22,28,28,28,26,20,26,16,25,29,30,29,30,33,27,30,28,39,37,34,28,26,21,20,19,20,19,15,13,12,11,8,20,27,29,31,31,39,34,30,30,31,29,27,20,19,18,18,18,17,18,17,18,15,17,16,15,17,18,16,16,18,19,21,19,18,22,23,6,6,5,2,1,0
2022-03-05 16:00:00,1,0,4,6,15,17,26,26,26,26,29,30,32,31,29,31,30,28,26,27,26,28,26,28,32,36,35,36,28,18,20,18,20,16,18,19,16,15,14,8,9,19,26,26,28,27,34,28,31,21,21,18,27,25,25,22,28,27,24,23,20,22,23,23,25,23,23,23,23,20,20,23,24,26,24,22,24,11,10,7,1,0,0
2022-03-05 17:00:00,1,2,3,10,14,16,26,31,31,32,30,30,30,31,33,29,30,27,21,23,22,23,24,23,26,25,27,25,22,18,19,18,16,18,15,17,17,13,11,10,8,21,26,26,32,27,32,30,27,26,25,24,26,27,26,29,27,27,24,25,24,20,23,25,24,25,27,31,34,26,26,26,24,25,25,26,22,8,7,4,2,1,0
2022-03-05 18:00:00,0,2,3,6,6,8,23,23,23,24,23,20,22,17,18,16,15,13,14,16,18,20,20,23,21,23,25,27,22,20,18,16,28,15,25,25,21,17,12,20,18,34,45,45,39,34,35,35,31,34,35,33,41,35,33,34,33,21,32,27,24,22,23,22,23,24,27,24,26,33,34,34,36,35,36,37,27,12,8,0,1,0,0
2022-03-05 19:00:00,1,2,6,9,7,11,27,14,27,26,27,27,28,24,16,17,11,15,14,11,15,20,13,19,18,19,27,26,11,20,17,14,14,0,10,9,8,6,5,7,6,15,18,19,21,20,23,20,20,17,21,11,27,31,23,31,30,29,27,24,20,20,18,17,19,14,19,18,18,22,21,20,19,20,19,20,18,8,6,5,3,0,0
2022-03-05 20:00:00,1,2,0,4,10,17,27,26,28,28,24,22,21,19,18,19,18,11,16,14,13,13,12,13,12,10,12,15,11,9,8,7,10,0,9,9,7,3,5,4,2,11,12,11,14,13,14,0,13,14,15,14,21,20,22,21,25,24,24,22,22,21,20,17,20,19,19,18,15,18,18,19,16,13,13,20,22,15,6,5,2,0,0
2022-03-05 21:00:00,0,3,3,5,6,8,23,22,23,19,18,16,15,16,14,13,10,9,4,7,9,11,7,11,10,5,7,11,5,10,12,0,16,0,13,12,7,6,4,4,3,17,20,21,19,17,20,0,18,19,21,19,29,25,25,25,27,28,24,19,20,16,13,21,17,20,18,18,17,17,15,11,11,10,8,12,9,14,8,2,3,1,0
2022-03-05 22:00:00,0,0,1,3,7,11,23,25,29,28,30,29,22,18,13,9,11,11,14,11,10,9,8,7,7,8,10,10,8,9,14,4,14,0,13,19,11,10,7,5,8,16,15,13,18,17,23,21,18,23,26,25,35,33,34,33,36,35,33,34,33,29,29,30,30,29,25,25,26,24,14,20,16,10,14,13,14,8,3,4,2,0,0
2022-03-05 23:00:00,1,0,0,3,4,5,28,29,24,22,17,16,15,11,10,12,10,8,8,9,8,9,7,5,6,6,5,13,4,13,19,18,22,0,18,19,14,11,10,12,2,20,21,17,20,19,19,0,17,16,26,25,40,34,30,34,34,30,28,24,25,24,26,23,21,19,20,18,17,18,21,20,18,16,17,18,15,9,4,3,2,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,1,4,0,5,6,3,6,0,8,6,4,0,3,7,4,5,6,7,0,6,0,6,6,3,2,3,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,2,0,0,0,5,4,3,3,1,0,4,3,3,1,4,4,0,5,7,8,0,9,4,7,4,6,5,7,6,6,7,5,5,0,0,3,4,0,4,0,1,3,2,0,3,0,6,0,0,5,4,0,5,4,2,0,0,0,5,6,0,0,0,7,0,8,0,0,7,0,6,7,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,1,0,0,0,0,2,4,0,3,3,4,5,6,4,2,3,3,4,4,3,1,5,7,7,6,7,5,6,5,4,0,0,2,4,3,2,1,0,0,0,0,3,0,3,3,0,3,0,2,2,0,0,3,1,1,4,3,2,4,2,3,3,4,2,2,3,4,5,6,5,6,6,2,5,6,5,6,5,2,1,1,0,0
2022-03-06 07:00:00,0,0,1,1,4,3,5,2,8,9,6,8,9,10,9,7,5,6,6,5,3,6,3,5,2,3,2,5,4,2,1,0,2,0,0,1,1,0,0,0,1,3,0,0,3,2,4,0,3,3,4,0,6,5,4,3,3,3,4,3,4,1,5,2,4,5,5,6,7,8,9,11,11,10,7,7,0,4,3,2,0,0,0
2022-03-06 08:00:00,0,1,5,1,0,6,8,8,9,8,7,8,10,12,11,11,6,12,11,8,10,13,14,10,14,10,10,11,8,8,4,2,4,0,0,3,2,6,2,1,1,2,3,3,4,6,5,0,5,5,6,0,5,4,5,4,5,4,3,5,5,5,7,9,6,5,9,8,11,10,12,12,11,10,8,9,7,4,2,0,0,0,0
2022-03-06 09:00:00,0,0,1,0,7,13,6,7,15,16,12,13,14,14,12,10,12,10,15,16,18,20,21,19,18,17,15,19,16,15,16,9,15,9,8,10,13,12,7,1,1,5,6,6,7,6,8,0,7,7,9,5,10,11,9,10,7,11,9,12,10,13,14,12,11,12,15,15,15,15,14,14,11,12,12,14,11,6,5,3,1,0,0
2022-03-06 10:00:00,0,0,1,3,2,7,12,15,19,19,24,22,22,25,28,26,23,25,27,27,26,25,28,29,25,25,27,27,22,17,14,13,19,10,17,18,20,21,16,2,0,11,0,10,11,5,13,13,0,10,8,5,6,4,4,5,10,7,10,12,11,11,10,11,11,13,10,11,14,14,14,16,17,17,16,6,13,6,5,3,1,0,0
2022-03-06 11:00:00,0,0,3,2,4,12,14,12,16,17,15,14,14,16,9,14,12,17,15,17,20,22,24,22,23,24,22,20,17,14,13,11,14,6,16,20,22,20,17,7,10,13,16,18,23,22,19,0,14,13,11,0,10,6,4,6,8,9,9,11,6,9,10,10,10,11,15,20,26,27,29,30,27,28,25,24,20,9,7,4,3,0,0
2022-03-06 12:00:00,0,1,3,4,6,8,14,14,17,20,10,15,19,19,19,20,22,23,26,18,23,34,39,37,34,27,31,28,25,19,15,13,14,11,14,8,10,11,9,4,6,18,18,22,28,24,19,18,17,16,14,13,21,12,11,13,14,13,10,13,12,12,13,15,16,17,19,22,23,23,24,18,15,19,18,19,16,11,8,6,3,0,0
2022-03-06 13:00:00,0,0,1,3,5,8,19,20,19,17,22,20,23,21,20,20,19,22,21,22,22,29,32,31,32,30,32,32,30,24,18,17,16,14,13,15,10,12,10,5,7,21,16,18,24,21,26,0,22,15,15,14,18,17,15,18,21,20,19,17,18,17,16,14,17,22,25,26,25,20,25,25,24,18,18,18,14,9,6,3,0,0,0
2022-03-06 14:00:00,0,2,2,3,5,9,15,16,15,11,15,10,16,17,15,19,19,20,22,24,22,25,25,24,24,26,25,24,21,15,15,13,18,16,16,15,13,11,12,7,6,11,21,16,25,26,25,0,14,25,24,21,20,17,14,13,15,9,14,13,11,13,14,14,18,19,18,21,19,22,26,26,24,26,25,28,29,9,3,7,4,3,0
2022-03-06 15:00:00,0,0,2,6,7,12,23,21,24,25,25,18,24,25,22,17,16,15,17,17,15,21,23,23,24,25,29,30,27,25,19,15,13,12,10,14,14,12,11,9,8,22,28,28,30,20,20,7,19,21,22,23,25,24,21,16,17,18,16,15,14,10,18,19,19,17,20,18,16,15,15,16,17,17,18,18,18,10,8,7,0,0,0
2022-03-06 16:00:00,1,2,2,5,9,9,18,20,23,22,24,24,24,26,25,26,27,30,29,27,27,31,30,33,30,31,32,30,29,23,23,8,27,26,21,22,14,13,9,9,8,16,20,19,31,27,28,23,26,28,32,29,32,29,32,30,33,30,29,25,21,23,14,19,20,20,22,19,21,21,22,22,21,19,18,20,18,7,4,1,0,0,0
2022-03-06 17:00:00,0,0,2,5,7,7,16,17,16,13,17,17,23,22,24,20,21,22,20,22,19,22,22,32,32,31,31,28,25,16,13,12,13,12,10,7,11,6,10,11,10,25,24,24,25,24,31,32,30,32,28,15,26,22,22,21,27,27,27,27,26,20,28,29,25,21,17,17,17,19,19,21,20,18,16,17,16,8,6,2,1,0,0
2022-03-06 18:00:00,1,2,3,4,7,11,17,20,21,13,22,21,17,21,18,21,18,22,24,24,19,11,14,12,21,24,26,35,30,18,14,12,16,6,15,14,10,6,4,19,19,41,45,43,43,41,32,39,38,31,33,29,34,33,33,31,31,29,28,28,25,25,23,21,18,18,23,24,24,26,28,28,29,26,25,26,23,8,7,6,1,0,0
2022-03-06 19:00:00,1,0,0,2,2,3,13,15,16,15,13,7,9,11,10,10,9,8,11,12,11,17,14,14,12,13,15,14,12,12,13,11,16,12,13,10,6,8,7,7,6,13,13,17,15,16,18,17,17,19,16,15,29,20,23,26,30,28,30,27,24,22,23,25,22,18,14,15,13,12,12,12,15,13,12,13,13,8,3,2,0,0,0
2022-03-06 20:00:00,1,0,0,4,2,4,17,12,18,16,15,10,11,12,11,10,10,9,10,11,8,9,10,6,8,7,14,18,16,12,8,7,13,0,11,16,13,2,11,12,7,11,12,15,16,14,13,0,11,20,24,22,31,27,25,27,29,28,26,26,14,21,24,20,19,16,17,18,19,15,19,21,18,19,19,19,16,7,3,1,1,0,0
2022-03-06 21:00:00,0,0,0,3,5,4,18,22,21,20,14,14,16,16,11,9,7,6,8,4,4,9,5,7,6,9,8,12,11,12,14,8,9,0,3,12,9,7,2,2,4,15,16,16,18,16,19,16,11,19,21,14,23,21,21,23,22,22,20,19,18,18,15,14,12,9,14,13,11,12,12,14,13,14,12,9,10,7,5,4,1,0,0
2022-03-06 22:00:00,0,0,1,3,6,7,12,13,14,14,15,12,10,10,11,14,11,8,5,5,4,7,4,2,3,2,7,8,7,7,7,13,14,7,12,10,7,4,0,6,5,16,17,15,15,15,16,8,14,20,22,0,31,27,25,25,27,26,24,24,26,22,19,18,19,17,17,17,18,17,12,15,12,11,9,6,13,11,5,0,2,0,0
2022-03-06 23:00:00,1,0,0,3,4,3,10,11,12,12,12,12,12,0,11,14,11,10,10,1,9,6,8,0,5,3,4,6,5,5,10,9,7,0,11,8,6,5,7,5,3,9,10,7,4,11,12,0,0,16,21,20,39,37,36,37,23,34,32,29,15,14,14,26,23,11,17,14,11,12,13,11,12,11,9,6,8,4,0,3,1,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,1,0,1,5,6,7,9,11,11,15,16,9,19,21,22,16,23,12,24,25,26,19,19,21,20,18,16,17,0,16,15,14,18,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,1,2,0,2,4,6,7,6,7,8,7,8,9,11,11,9,9,10,13,16,18,21,21,20,12,8,14,16,15,12,11,13,0,10,11,12,9,8,7,6,4,5,7,4,7,8,0,2,6,0,0,10,10,9,10,9,8,0,8,0,0,8,5,6,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,1,2,0,3,5,9,11,5,6,8,8,8,10,9,10,10,13,13,15,19,27,30,16,14,15,14,12,11,7,6,4,6,0,7,6,5,3,4,3,2,3,1,3,4,2,5,0,1,4,3,0,4,3,2,4,3,4,6,7,7,0,2,3,4,5,5,6,7,9,12,13,11,11,10,13,12,10,7,4,1,3,0
2022-03-07 07:00:00,0,1,6,7,12,16,18,18,16,14,16,13,17,21,20,18,22,23,22,24,27,42,51,47,34,33,30,35,28,19,17,16,17,7,12,13,13,10,4,2,3,14,12,13,22,10,9,0,4,4,5,4,6,4,4,6,3,3,7,7,9,10,11,13,16,21,26,33,30,35,44,43,42,40,32,34,34,26,17,5,3,2,0
2022-03-07 08:00:00,0,2,6,7,12,18,31,31,33,34,33,30,26,25,23,23,19,19,21,25,27,33,36,38,33,33,35,40,36,27,26,11,26,24,16,18,16,9,9,5,7,14,12,12,26,13,15,0,14,12,8,5,11,10,8,7,8,7,7,8,8,11,12,14,14,15,17,32,31,32,34,32,31,33,31,36,35,23,21,17,12,5,0
2022-03-07 09:00:00,0,1,6,8,10,10,14,19,20,21,20,18,17,16,17,18,20,21,22,23,25,26,29,28,25,23,20,26,21,13,11,9,12,11,13,13,9,7,6,3,4,11,13,14,22,19,15,0,16,11,8,7,10,8,8,7,9,7,8,8,9,11,11,10,12,16,22,24,25,23,22,23,22,23,22,26,26,13,10,6,1,0,0
2022-03-07 10:00:00,0,1,2,5,6,10,14,14,18,16,16,13,17,18,15,16,16,16,16,22,22,26,26,23,24,23,24,28,22,11,9,6,6,6,6,8,6,9,5,2,3,9,7,6,9,8,9,0,7,9,10,7,7,6,5,7,9,12,11,10,11,11,10,12,15,17,18,16,16,16,19,19,21,24,22,22,20,8,7,5,1,0,0
2022-03-07 11:00:00,0,0,2,3,6,9,18,18,18,20,19,16,17,15,12,12,10,14,14,15,15,17,19,20,19,17,16,17,15,11,12,10,11,8,8,7,6,5,5,4,2,7,8,9,11,9,12,0,11,9,10,9,11,8,10,10,10,10,12,10,11,12,9,9,13,12,15,17,20,23,23,21,21,21,18,14,16,8,7,4,1,0,0
2022-03-07 12:00:00,0,0,3,3,6,9,14,15,44,45,19,39,28,25,25,17,21,22,26,27,31,32,29,25,24,21,21,23,18,14,12,11,10,9,7,7,6,5,3,2,2,7,9,12,12,14,17,0,9,13,12,11,16,12,11,12,16,13,12,14,11,13,14,16,17,16,17,17,19,21,21,19,15,14,15,18,17,14,11,4,2,0,0
2022-03-07 13:00:00,0,1,2,3,5,10,12,13,16,14,13,15,16,16,22,21,19,15,16,15,15,14,14,15,15,14,14,14,9,11,9,8,9,0,8,9,8,4,3,4,4,15,12,12,10,9,10,0,8,11,12,10,11,11,11,12,15,11,16,17,16,18,20,19,22,20,25,27,29,30,31,32,29,26,20,21,20,18,17,9,2,0,0
2022-03-07 14:00:00,0,1,2,6,7,11,23,24,24,24,24,24,19,23,23,19,18,17,17,19,21,22,21,21,19,17,13,18,16,9,8,5,7,6,7,10,9,6,6,3,4,12,15,7,13,10,12,8,11,12,8,5,11,10,12,13,11,10,9,11,12,11,13,12,14,12,15,18,17,16,18,19,19,20,15,17,12,8,16,10,2,0,0
2022-03-07 15:00:00,0,4,6,11,18,17,26,26,24,27,26,22,22,20,18,20,17,19,19,20,19,19,19,22,24,25,26,28,25,14,11,6,15,14,11,10,10,8,5,4,6,9,11,14,15,16,18,0,17,16,17,9,19,19,19,20,23,20,22,19,18,20,23,24,26,14,22,21,21,22,32,34,31,30,29,28,27,21,9,8,2,1,0
2022-03-07 16:00:00,1,2,3,6,9,25,32,33,31,28,25,24,23,24,24,22,19,18,18,18,16,17,17,17,20,16,21,21,19,16,11,6,10,7,8,8,7,5,9,7,7,14,17,22,28,25,27,22,11,31,15,29,39,38,31,35,44,46,39,34,32,29,27,26,25,24,22,22,27,26,26,26,26,28,27,20,19,8,6,5,3,2,0
2022-03-07 17:00:00,1,9,10,14,22,24,34,33,29,25,25,24,22,23,20,20,18,16,17,18,17,17,19,19,21,19,25,26,19,15,14,12,13,0,18,15,12,12,10,5,4,17,22,29,29,23,25,20,23,21,21,19,35,31,34,34,39,36,31,26,24,26,23,22,23,22,25,27,29,28,34,32,33,29,24,23,21,10,8,2,3,0,0
2022-03-07 18:00:00,2,13,15,23,27,29,39,33,34,33,33,30,24,27,28,23,18,16,19,19,18,19,18,18,19,19,26,24,23,20,24,21,30,29,27,33,19,15,13,9,10,26,28,28,32,30,42,39,37,35,37,9,43,41,38,38,50,49,46,34,29,31,22,23,21,20,22,23,23,26,27,30,32,31,32,33,31,14,9,7,4,0,0
2022-03-07 19:00:00,0,3,3,4,7,11,32,25,29,26,26,26,20,21,16,17,15,13,13,17,20,21,23,25,26,24,32,28,26,16,16,11,15,0,14,13,10,8,7,5,4,12,15,13,15,18,19,18,18,21,28,13,33,35,39,47,57,53,42,33,30,31,31,27,27,26,28,27,28,24,23,23,29,28,22,20,21,11,6,6,2,1,0
2022-03-07 20:00:00,0,2,0,5,5,9,18,17,11,12,14,14,11,12,10,9,8,8,9,11,4,10,9,8,10,8,8,6,3,7,8,7,14,0,13,15,10,5,5,4,6,14,9,8,16,10,20,11,6,12,15,13,18,22,23,28,27,27,25,24,22,20,17,10,16,13,18,18,17,15,18,20,20,19,17,18,24,16,12,8,6,1,0
2022-03-07 21:00:00,0,0,0,3,4,6,17,8,18,16,14,14,10,12,8,7,8,9,8,9,7,6,4,5,7,6,5,10,9,12,11,10,11,0,10,17,8,7,5,4,6,11,10,10,12,7,12,11,9,15,16,13,29,29,29,28,28,27,25,25,20,11,18,14,16,18,18,17,19,17,16,19,17,16,15,16,15,15,11,6,4,0,0
2022-03-07 22:00:00,1,0,1,2,7,4,17,22,25,23,25,22,16,13,14,12,11,9,10,9,9,9,8,3,7,6,7,8,7,8,9,6,12,0,10,9,8,7,6,3,1,9,12,12,12,11,16,17,0,16,19,18,25,23,21,24,27,24,23,24,22,20,19,14,19,18,17,19,18,16,16,14,14,13,8,10,10,9,8,3,2,0,0
2022-03-07 23:00:00,0,1,0,2,4,0,16,17,21,20,21,15,13,8,10,7,9,8,9,7,6,5,4,4,6,5,6,5,0,12,9,8,9,5,7,6,6,5,4,3,6,12,7,10,9,9,8,0,0,10,12,7,17,17,14,18,14,17,15,14,16,9,15,14,17,16,16,17,16,17,18,17,9,10,8,8,15,11,8,1,3,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
