Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_은평뉴타운10단지,4_구파발역입구,5_박석고개.신도고등학교,6_세명컴퓨터고등학교,7_연신내역.로데오거리,8_은평연세병원,9_구산역2번출구.예일여고,10_하나은행역촌동지점,11_역촌역.역촌오거리,12_서부경찰서후문,13_신진과학기술고등학교,14_응암시장,15_응암3동주민센터,16_대림시장,17_동도하이츠아파트,18_KT가좌지사,19_북가좌2동주민센터,20_DMC래미안e.편한세상2.4단지,21_북가좌삼호.DMC아이파크아파트,22_DMC파크뷰자이별동상가,23_DMC파크뷰자이,24_모래내삼거리,25_모래내시장.가좌역,26_사천교,27_연희104고지앞.구성산회관,28_연남동,29_홍대입구역(가상),30_홍대입구역,31_서교동,32_합정역(가상),33_합정역,34_선유도공원,35_당산역,36_당산역삼성래미안아파트,37_삼환아파트,38_신화병원,39_영등포시장,40_영등포시장,41_영등포시장로터리방면,42_경방타임스퀘어.신세계백화점,43_영등포시장,44_신화병원,45_당산푸르지오아파트,46_당산역삼성래미안아파트,47_당산역,48_선유도공원,49_합정역(가상),50_합정역,51_서교동,52_홍대입구역(가상),53_홍대입구역,54_연희동대우아파트,55_연희104고지앞.구성산회관,56_사천교,57_모래내시장.가좌역,58_삼성래미안2차아파트,59_DMC파크뷰자이,60_동부센트레빌아파트,61_북가좌삼호.DMC아이파크아파트,62_모래내우체국.증가교회,63_북가좌초교사거리,64_북가좌2동주민센터,65_KT가좌지사,66_동도하이츠아파트,67_대림시장,68_응암3동주민센터,69_서서울농협본점,70_백련산SK뷰아이파크아파트,71_신진과학기술고등학교,72_서부경찰서후문,73_역촌역.역촌오거리,74_삼성타운,75_구산역1번출구.예일여고,76_구산역1번출구,77_대조동주민센터,78_연신내역.로데오거리,79_세명컴퓨터고등학교,80_박석고개.신도고등학교,81_구파발역입구,82_은평뉴타운10단지,83_진관공영차고지
2022-03-26 09:00:00,17,0,2,5,7,9,10,13,20,21,21,20,19,17,16,19,19,20,17,21,22,29,32,30,29,28,25,29,24,21,17,15,17,0,15,14,14,13,9,6,2,5,6,7,9,5,6,0,0,5,7,4,10,12,11,11,10,7,6,10,10,11,10,4,9,10,10,11,13,14,16,18,21,23,26,25,22,13,9,2,1,0,0
2022-03-26 10:00:00,16,0,3,5,8,9,14,15,18,15,17,19,20,18,18,16,15,15,16,20,23,26,25,26,27,28,28,30,26,18,18,7,19,0,19,20,13,16,11,3,3,4,4,4,14,9,7,0,7,11,12,4,15,14,9,13,18,16,16,14,16,15,16,15,17,17,19,20,20,18,24,21,17,17,16,17,17,10,10,8,1,1,0
2022-03-26 11:00:00,0,1,4,5,8,10,16,18,16,17,17,14,15,17,16,17,17,18,16,18,21,23,25,22,21,22,23,23,20,14,12,8,11,5,12,13,15,13,7,4,6,13,9,9,15,15,16,0,8,14,13,10,10,8,8,14,17,12,14,12,12,12,13,14,18,18,18,19,20,18,19,19,20,22,19,23,19,7,6,5,3,0,0
2022-03-26 12:00:00,0,0,2,5,13,15,26,27,28,27,23,26,35,35,36,33,32,32,35,40,22,28,26,31,28,29,30,30,27,22,14,11,16,10,15,13,12,10,11,7,4,19,20,21,20,19,20,19,18,15,17,14,19,19,14,16,24,15,23,20,18,17,19,21,26,25,31,33,34,31,34,34,34,38,33,33,29,10,8,4,1,0,0
2022-03-26 13:00:00,0,0,3,6,7,9,18,21,23,19,22,19,20,21,24,26,27,27,29,30,34,36,37,37,39,39,41,44,43,27,26,23,23,10,24,26,26,22,16,7,6,14,12,21,26,26,31,19,29,27,25,24,27,22,20,19,21,20,15,18,17,15,16,20,13,19,21,22,23,22,21,23,25,29,26,27,21,11,8,7,3,1,0
2022-03-26 14:00:00,0,0,2,8,9,10,15,17,21,20,22,23,21,20,18,20,19,20,23,23,26,27,30,31,30,31,32,31,26,26,28,23,19,18,18,16,16,16,16,10,9,20,21,20,18,17,18,16,15,20,20,19,28,22,16,13,15,13,13,17,18,15,17,14,21,24,26,24,26,23,21,17,18,23,16,28,26,15,12,7,2,0,0
2022-03-26 15:00:00,1,0,4,4,7,10,14,15,17,15,21,22,21,23,22,22,22,22,21,25,28,29,29,31,31,31,33,31,29,22,23,18,18,7,16,16,19,16,15,12,12,17,21,22,21,20,22,21,20,21,26,21,28,26,22,29,32,29,25,27,29,23,26,28,28,24,23,25,27,27,24,25,28,29,27,27,22,9,6,5,2,1,0
2022-03-26 16:00:00,0,2,7,9,10,8,21,19,22,23,21,19,21,24,23,21,22,21,24,30,34,37,39,42,40,44,42,41,40,30,27,13,11,0,12,15,11,9,7,7,9,31,30,33,36,39,44,38,37,26,31,15,35,33,30,33,35,38,35,33,30,32,28,28,24,24,24,23,25,24,25,24,24,20,17,20,18,14,10,9,2,0,0
2022-03-26 17:00:00,0,2,4,5,10,16,27,30,33,33,35,35,28,28,29,27,28,28,29,31,31,36,39,39,34,34,36,42,37,26,26,24,21,14,18,16,19,15,14,12,9,25,27,27,38,34,36,35,33,32,26,24,40,38,31,29,23,28,22,22,19,20,20,26,28,27,28,27,27,28,30,29,31,32,32,34,31,11,10,4,2,1,0
2022-03-26 18:00:00,3,1,4,5,10,13,23,22,27,26,27,24,26,27,25,27,25,26,19,29,26,27,26,25,27,31,31,30,28,22,23,20,19,19,15,16,12,14,12,27,25,40,42,43,48,42,47,45,41,38,43,42,49,38,36,36,36,39,37,34,33,30,28,25,29,25,27,24,26,24,24,29,25,22,24,25,26,14,7,4,2,0,0
2022-03-26 19:00:00,1,7,2,10,12,7,17,21,23,23,22,22,22,22,19,17,17,18,18,18,19,19,19,20,19,18,20,21,17,15,15,14,22,20,14,17,18,17,11,13,9,18,20,20,24,21,23,22,21,24,34,20,36,24,25,24,24,24,25,29,29,26,21,20,16,15,17,18,17,19,18,22,20,22,15,15,23,8,5,2,3,0,0
2022-03-26 20:00:00,0,4,2,5,3,6,17,16,17,17,16,16,19,15,14,14,15,14,12,12,10,11,10,8,11,12,14,16,13,14,16,14,19,12,14,17,12,10,9,10,6,15,17,16,16,18,18,0,16,18,19,0,26,26,26,31,29,26,27,26,24,10,25,28,24,23,23,21,18,21,22,23,20,23,24,17,23,9,10,5,4,2,0
2022-03-26 21:00:00,0,1,2,4,10,12,19,17,19,19,20,15,15,15,12,13,12,0,10,9,8,10,8,8,10,0,13,15,13,13,13,10,19,11,14,16,15,12,11,8,5,14,14,17,16,14,14,0,12,13,18,14,32,31,26,26,28,27,28,24,22,18,16,13,15,16,17,16,18,14,11,8,12,13,11,14,15,7,4,5,3,0,0
2022-03-26 22:00:00,2,2,3,6,5,7,26,29,20,19,22,18,15,14,14,10,10,10,11,9,9,8,8,9,6,5,8,9,8,11,18,7,26,0,24,24,20,14,11,6,6,14,21,22,23,22,24,0,21,19,24,19,38,36,36,31,34,33,31,33,26,28,28,26,21,20,18,19,19,11,16,13,9,8,10,8,11,5,4,3,2,0,0
2022-03-26 23:00:00,0,0,0,2,3,4,29,31,26,25,23,18,17,14,14,13,12,10,10,8,6,6,8,6,7,7,7,8,7,16,22,20,23,22,18,18,15,13,8,7,6,22,22,21,20,19,21,0,19,23,34,33,51,43,40,37,34,31,29,26,26,25,23,21,20,19,19,18,18,18,19,15,15,14,12,14,13,7,5,3,1,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,2,0,4,10,11,12,0,16,16,18,4,17,3,6,15,0,16,0,0,15,14,14,15,13,14,12,14,15,0,17,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,1,0,2,0,2,4,5,6,4,0,0,3,4,3,5,3,0,2,4,3,3,4,5,4,4,3,2,6,4,5,4,2,5,0,2,1,13,0,12,11,9,3,0,0,3,4,3,0,0,3,0,0,3,5,2,4,3,0,6,2,6,0,0,5,0,6,7,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,0,1,2,2,0,2,3,5,5,6,5,6,7,6,5,5,4,6,6,8,5,8,7,5,4,5,5,0,3,6,0,6,5,4,3,2,2,0,0,0,1,3,4,6,4,0,0,1,3,0,0,3,1,0,2,2,1,3,2,3,3,4,0,6,7,7,8,0,3,0,11,0,0,10,9,9,6,5,3,1,1,0
2022-03-27 07:00:00,0,0,1,0,3,4,6,5,6,6,7,9,9,10,9,8,7,7,9,11,12,1,12,3,10,9,4,5,4,3,3,2,3,1,1,2,3,1,1,0,1,2,0,3,3,4,2,0,1,3,0,2,3,2,3,3,4,2,3,3,4,4,4,3,3,5,4,5,4,5,7,4,4,2,2,5,7,3,2,1,0,0,0
2022-03-27 08:00:00,0,2,3,0,6,8,10,9,13,14,13,9,11,14,9,14,14,16,16,16,18,19,21,22,18,19,19,17,16,11,8,7,8,6,6,3,6,5,3,1,2,3,4,1,5,3,4,2,0,4,0,2,6,4,3,5,4,2,7,7,9,9,11,10,10,10,10,13,14,14,16,15,17,6,16,17,14,6,5,1,0,0,0
2022-03-27 09:00:00,0,0,3,1,4,7,13,14,15,16,14,15,12,10,11,13,14,11,17,19,15,20,24,22,21,20,22,23,19,19,17,11,14,0,13,14,15,12,8,2,0,2,4,2,4,4,5,2,4,5,6,5,8,7,8,9,6,5,9,8,7,8,5,6,8,10,12,13,12,11,13,12,17,19,18,13,14,7,5,2,2,0,0
2022-03-27 10:00:00,0,0,3,5,6,10,19,21,23,10,24,28,33,31,31,32,29,29,29,27,24,26,25,24,26,25,27,26,24,16,11,16,18,19,20,23,13,20,15,3,4,9,8,10,8,10,11,0,0,8,7,0,11,8,8,10,11,5,11,11,10,11,10,11,12,11,14,13,13,15,15,17,19,18,19,18,19,7,7,5,0,0,0
2022-03-27 11:00:00,0,0,1,3,6,10,10,11,10,10,15,16,16,17,17,20,14,13,16,18,19,21,22,23,24,22,19,25,23,17,17,12,19,18,19,18,20,19,15,8,9,13,18,18,20,20,23,22,20,22,19,17,14,4,4,8,8,10,11,13,8,14,8,0,14,16,15,16,18,13,16,17,17,11,18,16,14,7,2,4,2,0,0
2022-03-27 12:00:00,0,2,3,6,5,12,15,13,15,13,16,12,16,17,19,13,15,21,21,25,26,30,29,28,26,26,28,33,27,24,17,15,15,13,14,16,12,10,7,6,8,13,15,15,23,21,23,5,0,21,19,18,19,17,18,16,17,20,21,20,18,17,17,15,18,18,28,25,28,30,35,34,34,33,33,38,37,23,12,9,2,1,0
2022-03-27 13:00:00,0,0,3,6,7,8,13,14,17,18,19,15,20,23,26,26,27,26,23,29,31,33,36,35,30,26,31,32,29,20,16,14,15,17,13,16,16,15,12,8,5,13,10,14,21,24,32,32,25,28,26,23,17,15,11,15,16,15,13,17,17,18,19,18,22,23,25,22,20,19,18,28,28,27,25,22,21,14,7,5,2,0,0
2022-03-27 14:00:00,0,2,3,8,12,14,21,22,21,22,19,18,20,21,19,17,18,20,20,21,20,20,24,25,26,27,34,36,34,27,22,18,13,8,15,15,14,10,11,8,9,15,16,16,19,18,21,0,20,21,27,22,25,21,19,19,19,17,20,15,13,16,17,16,18,21,27,26,26,23,23,23,20,20,19,22,22,13,11,10,2,1,0
2022-03-27 15:00:00,0,4,4,7,9,11,23,23,24,16,25,24,24,23,21,26,15,24,23,28,27,31,31,31,29,21,27,27,22,21,18,16,16,12,15,16,16,12,9,6,7,15,17,16,20,22,27,26,23,28,31,17,39,33,23,21,25,23,22,23,24,23,20,18,22,23,26,25,25,26,29,30,28,28,25,33,31,11,7,4,3,0,0
2022-03-27 16:00:00,0,4,7,9,12,14,23,24,23,22,22,20,21,24,24,29,32,32,28,28,27,29,30,29,28,30,31,33,32,27,37,36,30,34,27,25,15,12,14,9,10,19,25,26,29,27,28,22,27,25,29,27,25,26,24,23,24,22,26,24,21,19,19,21,21,20,24,25,25,24,21,24,24,23,22,17,21,10,8,2,2,1,0
2022-03-27 17:00:00,3,3,6,12,11,12,22,24,27,30,30,31,28,29,28,24,26,23,25,25,24,25,27,23,23,25,24,24,20,16,12,14,13,14,12,13,11,7,9,12,12,23,25,26,29,20,23,22,17,28,31,27,35,30,26,22,23,23,22,21,21,22,18,15,20,19,21,22,25,28,27,30,36,32,28,25,21,10,5,9,1,0,0
2022-03-27 18:00:00,0,4,1,6,4,7,14,15,18,14,19,16,21,19,21,23,22,22,23,24,22,22,23,23,21,20,37,36,32,22,20,19,21,0,14,9,13,12,14,25,32,31,40,42,44,24,47,30,45,35,37,36,40,34,31,26,25,24,25,23,19,25,21,19,18,17,22,20,22,22,27,24,23,23,19,14,15,10,5,4,2,0,0
2022-03-27 19:00:00,0,0,2,4,5,4,22,24,26,21,24,26,22,16,14,13,10,12,13,17,20,18,17,15,18,4,19,14,11,17,15,10,21,17,16,15,10,6,5,4,7,25,28,29,27,26,9,25,9,19,18,16,44,41,40,37,37,34,34,30,30,23,31,27,28,25,21,20,18,18,20,20,19,16,13,13,12,6,2,0,1,0,0
2022-03-27 20:00:00,0,1,0,3,5,6,15,14,18,15,13,12,12,12,11,12,10,10,10,8,7,6,9,14,16,12,12,16,14,11,10,8,10,7,5,6,5,4,4,4,5,21,24,22,23,21,23,0,22,24,24,16,40,36,35,33,35,29,25,22,25,24,22,21,21,19,17,16,17,17,18,21,19,11,16,10,8,7,4,2,0,0,0
2022-03-27 21:00:00,0,0,2,4,5,7,16,17,17,12,17,17,10,8,8,6,4,6,7,8,7,8,8,9,8,6,10,9,7,9,9,0,10,6,8,8,7,3,6,3,2,19,23,22,25,16,15,0,14,17,17,16,25,22,25,18,24,25,21,21,20,14,20,20,25,25,23,20,16,13,10,14,12,11,9,10,9,9,5,3,1,0,0
2022-03-27 22:00:00,0,0,1,2,5,7,20,11,21,19,17,17,20,18,18,19,17,15,14,8,8,7,9,3,7,4,8,18,15,10,11,10,15,7,7,13,6,4,3,2,3,19,18,15,13,12,11,0,5,18,23,0,32,28,28,28,28,27,26,25,23,21,19,22,23,16,19,14,18,19,16,12,8,7,11,10,8,5,3,2,0,0,0
2022-03-27 23:00:00,0,0,1,0,2,3,17,16,22,21,20,16,13,11,10,9,8,6,6,4,7,7,6,6,5,5,6,7,5,7,7,6,11,11,12,14,6,4,3,4,3,14,14,14,13,12,14,0,0,17,25,14,39,34,33,35,20,34,30,29,28,26,25,24,21,18,16,15,16,16,17,11,16,15,13,13,11,5,5,2,1,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,1,0,2,3,4,6,10,0,9,14,18,18,21,23,24,25,0,26,20,15,0,27,26,22,21,20,17,19,15,14,9,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,1,0,1,0,2,4,4,4,4,6,7,7,8,8,9,8,8,7,9,11,13,16,20,17,13,17,16,17,16,12,11,10,11,8,8,10,6,8,6,4,3,5,9,10,10,7,6,0,5,6,0,5,8,2,3,6,5,5,0,8,2,3,9,8,0,7,12,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,0,1,6,2,7,5,9,10,9,9,9,11,7,6,12,10,7,8,12,16,17,23,29,28,18,18,17,16,13,10,8,0,6,0,3,4,6,3,3,2,3,7,3,7,6,4,6,0,5,3,3,0,4,5,5,6,4,2,6,6,7,1,9,7,14,17,9,10,12,15,17,13,18,12,11,11,11,7,5,3,1,0,0
2022-03-28 07:00:00,1,1,9,10,10,15,19,19,16,17,22,20,22,26,23,20,19,18,24,28,26,38,49,44,38,37,36,36,30,24,25,14,18,0,7,9,8,6,5,1,2,15,15,18,31,19,8,7,3,5,4,4,5,5,5,7,7,3,10,11,8,11,12,11,16,19,27,28,33,29,40,40,40,40,37,36,36,27,12,5,3,2,0
2022-03-28 08:00:00,0,1,7,9,12,21,23,27,26,24,27,25,27,27,25,23,22,19,21,25,35,46,54,44,41,41,40,44,39,20,24,11,23,19,21,21,12,8,8,4,3,31,28,21,31,26,29,28,24,16,10,9,12,10,9,7,8,6,9,9,12,13,16,18,19,25,28,31,36,38,41,38,40,41,40,50,43,21,15,12,9,5,0
2022-03-28 09:00:00,0,3,4,4,9,13,11,12,13,13,15,15,16,21,20,21,23,21,21,22,22,25,30,30,30,27,24,30,23,17,12,11,17,11,12,12,11,9,5,3,2,9,7,8,13,14,17,0,16,16,15,14,10,8,6,7,8,5,6,6,3,7,8,9,11,13,14,19,19,19,18,20,19,19,20,28,25,12,7,5,1,0,0
2022-03-28 10:00:00,0,1,2,5,7,10,15,10,15,16,17,15,14,13,11,12,13,11,13,15,16,20,23,17,16,16,16,14,12,11,9,8,9,0,5,8,6,6,4,3,2,3,9,11,20,18,19,0,17,9,5,5,6,5,6,4,7,6,6,7,9,7,8,8,9,11,14,15,14,13,14,14,14,13,14,13,13,8,6,5,2,0,0
2022-03-28 11:00:00,0,1,2,5,8,9,14,13,15,17,18,17,18,23,24,20,14,19,19,19,20,21,20,18,15,15,16,17,14,8,8,7,8,0,7,10,8,8,5,4,1,6,6,5,11,11,11,0,8,9,7,5,9,6,8,10,10,11,10,10,11,10,10,11,10,10,13,12,14,13,17,16,18,18,16,14,14,10,9,7,4,0,0
2022-03-28 12:00:00,0,1,3,5,7,6,15,14,13,12,15,14,15,15,15,15,16,15,17,18,18,22,24,22,22,19,16,15,13,9,7,5,9,6,7,8,8,7,5,3,2,6,9,8,12,10,11,5,10,11,12,11,12,10,6,9,10,9,9,9,10,13,14,15,16,10,15,13,13,15,16,12,13,15,14,14,13,11,9,6,2,1,0
2022-03-28 13:00:00,0,0,2,3,5,6,12,12,12,11,15,18,16,16,13,15,15,16,19,17,18,21,22,22,21,18,19,21,18,14,13,11,10,6,13,11,10,5,4,3,5,9,6,10,15,14,15,6,14,12,13,7,14,11,11,6,15,14,13,14,15,18,17,15,14,12,21,22,22,23,22,21,21,20,19,17,18,10,7,5,1,0,0
2022-03-28 14:00:00,0,1,2,6,8,11,19,19,19,21,23,14,15,19,18,16,16,16,21,24,22,22,23,24,17,26,26,21,24,14,10,9,9,1,9,9,11,9,6,5,5,6,9,9,13,12,14,8,12,10,10,8,13,12,12,14,12,18,18,16,17,12,16,14,17,16,19,20,21,23,26,22,22,22,19,18,15,10,5,3,2,0,0
2022-03-28 15:00:00,1,3,2,6,14,15,25,27,44,24,24,24,18,19,17,14,15,15,15,15,16,20,21,20,20,20,22,23,19,13,12,8,13,12,11,10,9,5,4,3,5,9,11,15,17,17,19,0,16,17,19,14,25,25,23,29,39,22,18,14,13,12,16,18,19,19,18,18,19,20,24,25,29,28,26,27,24,12,6,5,2,0,0
2022-03-28 16:00:00,1,1,4,6,11,31,47,48,46,44,40,37,30,28,28,22,19,20,19,21,22,26,27,25,22,8,21,21,16,11,11,10,13,9,11,9,10,8,7,8,9,15,18,18,19,19,26,24,20,21,23,18,25,24,24,27,38,36,36,33,30,28,25,24,26,23,28,27,23,22,29,28,27,26,22,31,28,11,9,8,7,2,0
2022-03-28 17:00:00,1,5,7,9,14,15,31,31,28,27,23,27,21,22,21,22,22,22,20,20,19,22,23,23,28,29,33,33,30,21,21,18,20,18,20,21,16,16,13,10,10,23,25,25,27,25,29,26,26,25,31,28,37,35,33,32,38,35,30,27,26,26,30,31,28,27,29,31,31,28,30,32,28,30,26,27,24,11,7,5,4,0,0
2022-03-28 18:00:00,1,13,14,18,21,23,39,39,43,40,36,33,32,28,27,21,23,19,17,22,25,25,20,20,25,24,26,27,23,21,21,19,16,0,14,14,15,12,10,8,14,23,26,29,35,34,38,36,34,36,39,35,52,44,40,41,41,38,35,37,33,31,29,26,28,27,28,30,32,31,32,34,39,35,34,41,38,21,10,8,8,0,0
2022-03-28 19:00:00,2,3,4,4,11,12,30,30,30,30,31,29,25,22,22,20,19,14,16,10,15,13,12,16,13,14,17,22,20,14,11,11,13,11,11,10,12,10,10,5,5,23,24,21,29,25,27,26,25,25,26,24,33,29,36,35,39,38,33,30,27,26,23,24,22,21,21,20,21,24,29,29,30,29,24,25,23,15,9,8,3,1,0
2022-03-28 20:00:00,0,1,1,2,4,5,14,19,21,20,19,15,12,14,13,14,11,13,10,15,14,12,8,10,12,11,14,15,13,11,9,8,14,0,9,8,9,6,5,3,4,16,18,17,15,13,13,5,14,16,16,11,24,23,26,25,20,23,23,20,17,16,16,15,17,15,16,15,13,9,14,9,12,13,14,13,10,7,6,7,2,0,0
2022-03-28 21:00:00,0,1,4,3,6,8,15,18,22,19,20,15,15,13,11,10,9,5,9,11,10,8,7,6,4,5,7,12,8,13,15,6,19,0,17,15,10,7,5,4,3,15,15,18,19,17,23,0,20,22,22,16,33,26,29,29,30,21,27,22,21,19,18,15,15,14,15,15,14,12,13,15,13,15,15,15,18,14,6,3,2,0,0
2022-03-28 22:00:00,0,0,0,2,4,7,17,22,33,30,24,21,18,17,16,14,8,13,12,12,11,8,8,4,7,8,6,10,9,15,15,5,15,0,12,19,13,7,6,4,4,19,21,20,21,18,19,10,18,16,20,19,35,30,32,30,32,29,28,26,25,23,24,23,15,21,19,16,14,12,14,14,13,12,14,14,16,13,6,5,2,0,0
2022-03-28 23:00:00,0,1,0,0,2,3,13,12,12,12,13,12,12,12,9,12,7,11,10,7,6,6,5,6,5,6,8,6,3,6,7,0,12,0,9,9,7,3,2,5,6,11,13,13,14,16,19,18,17,22,21,20,32,30,28,31,30,32,30,27,23,21,19,13,16,14,13,13,12,11,11,10,10,6,11,10,8,5,4,2,0,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,1,0,2,4,5,8,11,12,13,18,21,22,25,28,30,28,29,29,30,20,23,31,25,25,26,25,21,22,19,19,13,0,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,1,1,1,2,6,9,9,0,9,4,9,10,9,10,10,9,8,8,9,10,11,12,14,12,13,13,8,14,11,14,13,11,18,12,12,13,9,11,7,6,7,9,11,11,11,7,5,0,6,5,6,0,9,8,8,9,6,5,6,7,8,0,7,6,5,0,6,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 06:00:00,1,1,3,3,4,5,5,7,9,8,9,11,9,10,9,12,13,15,18,19,23,27,31,29,16,16,17,21,20,15,13,11,8,7,8,7,5,4,3,1,4,4,2,4,7,5,3,0,0,2,2,0,3,2,4,4,6,2,6,7,3,4,8,7,10,7,11,13,14,17,24,22,19,18,16,17,16,9,4,1,0,0,0
2022-03-29 07:00:00,1,2,6,7,10,14,19,25,30,29,28,29,30,27,27,25,25,26,27,29,30,43,54,53,42,40,38,44,40,23,21,15,22,22,15,11,11,10,5,4,2,15,17,21,39,20,17,10,9,9,9,8,9,5,5,4,6,5,7,10,11,10,10,10,13,17,24,25,30,35,41,39,44,41,29,32,31,21,12,5,2,0,0
2022-03-29 08:00:00,0,1,8,4,13,16,26,29,30,29,29,28,24,34,33,31,29,27,27,35,38,56,60,53,42,41,41,47,42,35,30,26,24,9,22,22,18,13,9,6,5,21,19,19,32,31,39,17,37,28,20,17,13,10,9,9,9,7,10,12,15,17,20,21,26,27,30,34,38,43,37,45,42,42,36,41,31,25,17,15,10,6,0
