Unnamed: 0,1_대진여객차고지(가상),2_정릉산장아파트,3_정릉4동주민센터.경국사,4_북한산보국문역2번출구,5_성북청수도서관.정릉4동성당,6_정릉시장입구,7_정릉우체국앞,8_숭덕초교,9_정릉길음시장,10_미아리고개.미아리예술극장,11_돈암사거리.성신여대입구,12_삼선교.한성대학교,13_혜화동로터리.여운형활동터,14_명륜3가.성대입구,15_창경궁.서울대학교병원,16_원남동,17_종로4가.종묘,18_종로3가.탑골공원,19_종로2가,20_롯데백화점,21_신세계앞,22_남산3호터널,23_용산한신아파트,24_해방촌,25_용산구청.크라운호텔,26_한강중학교앞,27_반포대교남단한강시민공원입구,28_고속터미널,29_신반포자이아파트,30_잠원성당,31_잠원한신아파트,32_신동중학교,33_신반포13차아파트,34_롯데캐슬아파트,35_신사중학교,36_광림교회.현대고등학교,37_현대아파트,38_압구정파출소,39_한양아파트.압구정로데오역,40_청담초등학교앞,41_프리마호텔,42_영동교입구,43_청담역.경기고교,44_봉은사.삼성1파출소앞,45_무역센터,46_삼성역,47_휘문중고등학교,48_대치동현대아파트,49_농협대치지점,50_대치SKVIEW아파트.서울교회,51_대치역7번출구.선경아파트,52_개포동역.개포시장,53_경기여고,54_수도전기공고후문,55_개포도서관,56_개포주공1단지,57_개포중학교,58_래미안블레스티지아파트,59_개포도서관,60_수도전기공고후문,61_개포주공5단지경기여고,62_개포동역.개포시장,63_대치역6번출구.강남구민회관,64_은마아파트,65_은마파출소,66_대치현대아파트,67_휘문중고등학교,68_삼성역,69_삼성역7번출구,70_봉은사역3번출구.삼성1파출소,71_청담역.경기고교,72_우리은행청담지점.청담삼익아파트,73_프리마호텔,74_청담초등학교,75_한양아파트.압구정로데오역,76_압구정파출소,77_현대아파트,78_광림교회.현대고등학교,79_신사중학교,80_롯데캐슬아파트,81_신반포13차아파트,82_신동중학교,83_잠원한신아파트,84_잠원성당.아크로리버뷰아파트,85_뉴코아아울렛,86_고속터미널,87_반포대교남단한강시민공원입구,88_한강중학교,89_용산구청.크라운호텔,90_국군재정관리단,91_이태원동남산대림아파트.용산동아파트,92_용암초등학교입구.이태원주공아파트,93_남산3호터널.서울애니메이션센터,94_롯데영프라자,95_우리은행종로지점,96_종로2가,97_종로3가.탑골공원,98_종로4가.종묘,99_종로5가.광장시장,100_종로5가.효제동.김상옥의거터,101_방송통신대.이화장,102_혜화역.마로니에공원,103_혜화역.동성중고(장면총리가옥),104_삼선교.한성대학교.조소앙활동터,105_돈암사거리.성신여대입구,106_미아리고개.미아리예술극장,107_길음뉴타운,108_길음역,109_길음뉴타운10단지.라온유아파트,110_숭덕초교,111_정릉우체국앞,112_정릉시장입구,113_성북청수도서관.정릉4동성당,114_북한산보국문역1번출구,115_정릉4동주민센터.경국사,116_정릉대우아파트,117_대진여객차고지
2022-04-05 22:00:00,0,1,0,0,0,3,0,2,4,5,5,4,7,10,11,14,15,20,22,24,25,25,23,23,26,20,19,12,12,11,11,10,7,6,7,6,10,11,10,12,15,19,17,20,14,17,16,21,33,31,26,18,13,10,6,3,0,0,1,1,0,2,2,8,21,29,29,27,30,24,19,18,16,13,13,11,16,16,16,12,10,10,9,8,9,26,32,28,23,20,21,18,18,15,14,26,30,18,25,28,27,30,30,26,37,32,28,23,19,17,13,12,13,26,21,5,0
2022-04-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,2,4,3,2,3,4,6,5,6,5,8,6,7,5,7,9,8,7,5,0,4,3,2,0,1,0,0,1,2,1,1,2,0,4,9,9,7,9,9,8,6,9,7,6,7,7,7,7,10,7,6,6,7,8,9,16,13,12,11,10,13,7,11,8,7,9,11,12,12,10,11,12,15,13,19,16,15,13,11,9,11,8,5,10,9,5,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,2,6,6,9,11,14,15,18,18,24,24,27,26,29,27,26,24,18,16,13,6,5,20,21,21,23,19,18,17,16,15,1,14,0,11,8,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,3,4,4,7,9,8,9,12,13,16,15,23,12,22,23,25,24,20,19,18,17,13,12,12,11,13,12,11,10,9,8,8,6,5,9,9,14,16,17,15,17,17,17,12,8,5,9,7,4,6,5,4,4,2,0,1,0,0,1,0,2,1,3,2,0,3,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 06:00:00,4,11,12,8,10,14,15,17,17,18,19,15,15,14,16,14,11,11,10,10,8,9,9,11,14,17,12,10,7,5,6,4,4,5,5,5,9,10,11,5,5,6,7,9,11,15,11,6,4,4,2,8,6,5,0,0,0,1,1,2,2,4,4,5,5,6,7,3,5,12,3,9,9,5,6,4,3,5,6,4,5,6,10,11,11,14,13,16,14,9,11,14,12,11,6,4,4,3,2,1,0,0,1,0,3,3,2,3,2,2,0,0,0,0,0,0,0
2022-04-06 07:00:00,13,23,23,23,26,36,44,50,58,57,48,47,44,43,37,36,27,26,24,15,11,11,14,18,17,22,20,17,17,14,13,17,20,26,27,20,19,22,22,18,20,22,35,33,22,32,19,23,15,17,8,15,5,3,2,0,0,7,10,12,13,12,18,30,45,45,23,16,16,19,14,13,14,9,8,9,8,7,5,5,9,10,17,19,26,32,33,39,39,32,33,33,32,19,14,9,10,9,10,8,6,5,4,9,8,9,0,11,10,8,2,7,2,1,1,3,0
2022-04-06 08:00:00,11,23,23,29,38,44,51,55,62,59,59,53,50,50,49,36,32,27,26,17,14,15,24,33,37,41,37,19,18,16,19,18,19,20,19,21,33,33,45,29,26,22,50,55,40,36,16,12,8,6,5,5,6,4,1,0,0,5,9,12,15,16,18,24,26,47,22,14,25,39,35,29,20,16,16,14,9,6,6,9,13,15,21,28,29,39,42,40,40,41,47,49,42,32,19,17,18,16,13,9,7,4,4,4,9,7,8,12,10,13,12,12,11,12,11,2,0
2022-04-06 09:00:00,8,17,19,21,24,26,29,31,38,35,33,43,44,42,43,35,27,22,19,21,15,13,18,24,23,28,27,18,11,10,9,10,13,15,13,11,17,20,27,18,15,16,21,28,21,22,8,6,5,3,2,2,1,3,2,1,0,5,6,7,6,8,9,8,10,23,16,19,31,49,45,44,14,10,10,9,7,5,5,5,8,9,11,15,17,24,25,25,25,27,33,31,27,22,14,13,12,10,10,8,7,7,6,4,4,5,6,6,5,7,5,5,4,4,3,0,0
2022-04-06 10:00:00,5,8,12,13,16,22,24,23,27,25,22,24,26,27,25,23,18,16,17,17,15,17,19,23,21,23,17,8,8,8,9,10,10,11,8,7,14,17,15,10,8,7,11,11,10,10,7,4,2,2,3,1,0,2,1,0,0,3,3,4,5,8,7,10,10,9,8,6,10,9,9,9,10,11,7,8,7,8,9,6,8,14,9,18,23,41,43,40,39,37,42,37,27,16,17,15,11,8,6,7,7,5,4,6,7,8,9,9,6,10,7,6,5,4,2,2,0
2022-04-06 11:00:00,3,7,9,6,12,13,13,17,19,21,23,24,23,21,23,22,25,25,29,30,28,27,27,31,33,37,29,15,17,14,13,14,13,13,17,17,15,13,14,10,8,10,9,11,7,10,8,6,5,4,3,2,1,2,0,1,0,4,4,4,5,5,5,7,10,11,10,8,7,10,10,13,11,11,9,10,11,14,13,15,9,16,17,12,18,24,25,21,22,22,22,22,21,20,19,17,15,13,11,12,7,9,11,8,6,7,5,8,9,5,8,6,4,6,3,2,0
2022-04-06 12:00:00,3,14,10,10,12,17,20,20,22,20,18,18,18,16,17,17,15,17,16,21,19,20,19,20,19,23,20,15,13,10,11,10,9,8,8,7,11,12,12,10,9,8,8,9,7,9,7,5,3,1,2,1,0,0,0,0,0,3,4,3,3,5,5,7,8,10,10,9,11,10,9,10,9,12,13,13,10,10,8,9,10,10,12,16,22,26,27,29,28,28,38,43,39,34,33,29,30,29,27,13,28,20,9,17,16,8,12,13,9,8,9,8,7,8,5,2,0
2022-04-06 13:00:00,4,9,9,11,12,15,16,23,26,24,18,17,17,17,20,19,17,19,18,19,19,20,17,18,20,21,18,14,13,11,10,10,8,8,8,9,12,10,12,14,14,14,16,11,14,21,25,23,16,15,4,3,3,1,2,0,0,3,1,5,2,5,8,9,11,13,13,10,13,15,11,9,12,15,17,15,13,12,14,12,12,14,15,17,20,23,19,22,25,27,27,28,26,25,27,27,24,17,23,18,25,25,25,23,25,24,23,21,15,14,12,10,9,7,6,4,0
2022-04-06 14:00:00,6,10,9,10,10,12,14,16,19,19,16,15,13,16,17,14,16,20,22,29,32,25,23,22,24,25,22,17,13,11,10,13,12,12,12,14,10,10,10,9,10,12,9,10,9,14,35,24,22,17,7,6,2,1,3,0,0,3,3,4,4,6,5,7,8,8,22,20,8,11,10,10,10,11,14,15,13,17,16,15,15,19,20,20,14,25,25,21,23,23,25,25,22,21,20,16,22,23,16,21,22,18,20,12,13,13,14,12,8,11,10,8,3,6,4,2,0
2022-04-06 15:00:00,4,7,5,9,13,12,15,18,22,17,13,17,14,14,17,16,20,19,19,25,26,32,31,31,34,37,31,19,15,15,14,13,12,12,16,16,20,23,23,19,19,19,19,20,14,19,43,41,28,20,15,10,8,4,7,5,0,10,11,7,8,10,12,12,13,16,16,18,16,14,11,14,11,15,11,11,12,29,9,8,7,12,13,13,14,25,28,20,23,23,23,22,22,20,20,20,23,23,25,20,25,15,26,25,26,26,27,25,22,19,16,11,9,11,10,5,0
2022-04-06 16:00:00,4,7,6,6,9,13,15,16,19,20,19,20,18,17,19,20,21,20,23,23,32,36,33,38,32,32,21,19,22,16,14,15,13,12,11,14,21,22,23,26,25,27,42,44,41,43,35,30,18,11,12,10,10,9,6,3,0,6,10,11,34,36,34,31,23,14,12,10,10,13,11,12,13,17,17,20,30,31,37,32,32,29,30,29,26,39,39,30,34,30,29,25,22,27,25,23,21,23,21,22,23,21,23,31,32,41,29,28,20,18,12,12,10,13,12,5,0
2022-04-06 17:00:00,3,9,8,7,9,16,19,22,25,20,16,15,17,18,21,23,25,25,27,27,32,32,29,31,31,30,29,26,25,25,24,24,23,23,17,15,18,17,15,26,66,65,57,35,20,27,21,16,11,11,10,7,5,4,3,0,0,11,13,17,17,16,22,26,25,29,29,28,28,28,21,31,35,32,30,31,18,20,19,15,16,18,18,20,21,44,43,39,37,28,29,28,26,26,23,26,29,30,30,30,31,29,32,32,32,40,41,41,35,36,29,18,14,15,14,5,0
2022-04-06 18:00:00,9,10,8,12,13,18,25,35,38,31,20,21,20,22,25,41,39,39,50,53,54,55,47,49,47,43,33,32,19,17,19,22,21,21,19,12,16,20,19,19,30,39,40,28,20,26,25,20,15,13,12,10,11,5,5,4,1,5,8,9,10,9,11,18,24,31,35,31,29,26,25,23,29,31,29,30,23,22,30,25,28,32,35,39,38,45,44,39,45,46,35,31,30,29,35,38,40,46,50,51,49,44,43,44,40,37,36,34,30,25,19,15,14,23,21,10,0
2022-04-06 19:00:00,3,8,7,6,8,10,12,12,13,12,11,11,9,13,14,17,18,26,26,30,29,30,30,30,31,30,23,22,18,17,11,11,10,9,7,7,10,12,13,16,30,34,38,26,18,21,20,19,11,10,9,9,8,5,4,2,0,0,2,2,2,6,8,10,11,13,15,13,15,20,15,16,18,23,20,17,12,22,30,30,28,24,24,21,16,40,38,27,30,27,25,22,21,20,19,21,27,28,31,34,32,31,37,41,44,41,41,47,37,30,22,20,17,26,24,7,0
2022-04-06 20:00:00,2,6,7,5,7,9,10,10,11,9,7,6,7,9,8,9,11,12,15,28,28,26,23,25,27,23,19,16,15,14,13,11,5,10,7,8,10,10,15,17,14,15,13,12,12,15,14,13,9,8,8,5,1,1,3,2,0,2,1,0,2,7,5,11,12,13,14,8,12,12,11,14,9,13,9,12,11,14,16,14,13,13,11,13,19,34,31,27,27,17,17,14,14,16,11,15,22,23,22,19,22,19,21,20,22,23,21,15,14,12,10,9,6,8,7,5,0
2022-04-06 21:00:00,1,2,3,3,3,6,8,7,9,9,6,7,6,8,8,9,10,13,15,24,25,25,20,19,19,16,15,16,12,10,8,6,6,4,7,9,11,13,13,14,18,15,13,11,8,16,18,15,11,7,5,9,7,4,2,2,0,2,3,3,4,5,2,7,17,21,24,20,20,16,7,12,10,12,11,12,9,9,14,15,12,12,14,13,18,27,31,24,25,21,19,19,15,13,13,21,24,23,23,12,15,20,25,25,21,22,20,24,23,21,19,10,9,10,9,5,0
2022-04-06 22:00:00,0,0,1,3,4,4,2,6,7,6,5,11,8,13,13,12,15,18,22,22,26,27,20,21,26,21,14,26,23,22,19,17,15,11,8,10,10,12,11,12,10,11,12,13,11,13,9,19,17,16,16,8,6,4,4,3,0,2,0,1,3,7,5,8,21,34,30,25,25,21,15,15,16,17,13,12,10,13,17,14,12,13,9,11,14,34,39,27,26,23,22,20,15,16,15,15,17,16,20,18,17,21,20,26,32,27,29,29,24,20,17,15,13,16,15,9,0
2022-04-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,3,0,5,4,11,13,11,9,4,9,9,11,13,9,6,5,5,4,3,2,3,1,1,0,1,0,1,2,3,4,5,7,9,8,7,12,11,9,6,6,7,9,8,5,7,8,6,4,5,5,4,6,9,9,9,10,9,11,9,12,11,8,15,21,14,22,15,15,15,16,16,17,15,15,17,13,13,10,8,6,7,6,4,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,2,5,4,7,8,11,12,16,15,29,29,32,31,31,27,28,23,18,13,11,10,9,14,15,15,17,15,15,0,14,8,13,0,12,8,5,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,3,5,2,8,12,9,13,15,12,17,18,16,12,12,14,11,15,14,10,11,10,9,12,10,11,12,9,8,7,3,3,4,7,6,6,8,11,15,15,14,21,13,14,10,9,8,8,7,7,6,0,5,2,4,3,0,0,1,2,1,3,1,4,2,0,4,5,4,5,3,0,3,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 06:00:00,5,10,9,10,13,18,21,25,27,28,27,16,17,17,15,13,16,12,10,9,8,6,9,11,9,13,12,6,5,6,6,5,3,7,5,6,10,11,13,9,9,8,8,9,7,8,5,6,4,3,0,5,4,1,2,0,0,1,1,2,5,6,6,7,8,10,8,4,6,9,5,8,4,5,2,3,4,3,3,4,5,6,8,10,9,11,11,12,6,0,14,15,11,10,6,4,5,6,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 07:00:00,15,41,38,26,30,34,49,50,56,54,45,39,38,33,32,26,24,23,19,14,11,10,15,21,20,19,17,16,17,11,13,19,23,27,23,19,21,25,24,20,23,23,29,29,21,31,19,19,16,21,21,19,4,3,1,0,0,8,11,10,10,14,21,33,50,57,18,13,23,28,18,11,13,9,11,8,10,7,8,9,12,15,16,22,31,43,46,32,32,34,32,32,28,22,14,11,10,11,10,9,8,6,6,7,3,6,6,4,5,4,0,1,2,1,0,0,0
2022-04-07 08:00:00,8,39,41,42,49,55,62,65,65,61,58,60,60,55,50,45,39,30,24,16,13,14,23,28,27,33,22,22,18,19,18,20,19,18,20,19,30,29,31,23,19,20,41,52,36,42,10,10,8,5,4,7,5,3,1,0,0,7,7,13,16,17,18,24,40,41,22,16,34,52,45,45,19,12,11,10,7,6,6,11,8,11,18,24,25,42,46,43,46,51,57,57,43,32,21,16,17,16,15,13,10,8,6,6,15,7,9,16,12,15,12,11,9,13,12,3,0
2022-04-07 09:00:00,7,11,13,16,21,24,25,27,33,32,35,39,40,39,32,34,29,25,22,19,17,14,19,22,20,28,24,14,13,11,12,19,20,25,23,17,24,32,42,36,18,18,25,30,26,22,8,6,4,1,3,0,0,2,0,0,0,5,7,7,8,10,12,21,21,20,17,15,28,34,33,36,14,10,12,11,11,7,5,6,7,10,12,15,18,38,40,38,36,35,44,46,36,24,17,16,12,11,12,10,10,9,7,6,5,4,4,6,7,8,4,5,2,6,4,4,0
2022-04-07 10:00:00,5,11,13,13,16,20,20,23,26,27,28,28,25,23,29,27,28,25,20,22,16,13,13,20,19,18,17,12,11,10,11,11,12,13,12,11,14,13,17,12,10,7,8,10,9,11,6,7,5,4,1,1,0,3,0,0,0,5,6,6,8,9,9,10,12,13,14,11,13,12,11,10,8,9,7,10,7,8,5,6,9,13,12,15,18,27,26,26,23,15,26,22,18,13,11,11,7,6,9,7,8,6,7,9,9,8,7,8,7,7,5,7,6,6,4,3,0
2022-04-07 11:00:00,12,9,11,9,11,13,15,17,22,24,21,19,18,15,19,24,21,21,26,26,22,23,22,24,24,27,24,11,13,13,11,8,7,11,10,9,11,12,13,12,11,9,11,11,8,11,9,6,5,2,3,2,0,1,1,1,0,2,4,7,8,6,9,11,8,9,10,6,7,9,7,7,8,10,10,10,10,14,14,11,12,14,13,14,15,26,28,26,27,28,30,27,26,20,19,17,15,15,15,14,13,10,11,6,8,9,9,10,7,9,8,5,3,2,4,2,0
2022-04-07 12:00:00,6,11,8,9,9,17,17,20,21,18,19,17,16,16,18,16,15,15,18,23,22,23,21,19,21,23,20,16,15,14,12,11,9,10,10,10,12,10,11,10,11,9,11,12,10,13,12,10,4,2,3,2,2,2,1,0,0,2,3,4,4,6,7,6,8,10,11,8,10,12,11,11,10,12,10,9,7,7,9,12,11,12,14,14,18,26,25,24,23,22,21,27,25,23,21,19,15,17,15,14,11,13,12,14,14,12,10,11,11,15,9,10,7,6,5,3,0
2022-04-07 13:00:00,4,13,11,12,13,18,17,19,18,17,15,19,18,21,23,21,18,18,17,19,23,22,23,26,21,21,22,17,19,18,16,13,13,14,16,12,9,9,8,9,8,10,10,13,10,16,21,22,8,5,2,3,1,2,1,0,0,3,4,4,6,8,7,12,11,10,11,8,17,17,15,17,15,20,18,14,16,14,15,16,16,17,14,16,17,25,25,25,22,24,24,27,25,21,21,19,17,15,13,10,13,13,9,12,13,13,14,13,9,11,11,9,7,5,5,6,0
2022-04-07 14:00:00,2,7,5,5,8,8,13,17,15,16,15,14,14,13,15,15,24,25,25,29,34,35,30,33,22,22,20,12,11,10,8,9,9,10,9,10,10,11,10,10,9,8,9,10,8,10,32,31,19,13,7,5,4,2,2,1,1,3,6,7,5,8,10,7,6,9,11,10,9,10,5,10,15,8,13,8,10,9,11,9,9,10,10,9,12,30,30,29,24,22,23,22,20,22,21,16,17,16,19,20,19,13,19,16,14,15,16,16,14,14,11,8,7,7,6,4,0
2022-04-07 15:00:00,6,8,7,9,10,13,14,16,19,17,18,17,15,17,18,16,17,20,21,25,23,21,19,32,32,35,29,19,17,14,13,18,14,12,10,13,12,12,12,12,14,13,17,18,13,17,39,33,20,12,10,5,4,3,2,1,0,10,11,6,9,7,5,9,12,10,9,9,10,11,11,13,11,12,11,10,9,12,23,19,17,19,21,18,16,28,30,22,26,27,32,30,23,26,26,26,26,27,31,30,30,22,29,27,30,35,33,26,24,21,15,10,8,6,8,2,0
2022-04-07 16:00:00,3,8,9,11,14,14,16,24,26,17,14,17,16,19,20,23,23,22,24,31,33,35,31,32,34,38,34,21,17,17,12,11,13,19,18,26,34,33,29,25,26,31,38,38,36,37,33,22,14,10,10,6,8,7,4,0,0,6,9,9,41,41,40,31,18,14,17,16,19,16,13,17,14,19,21,20,20,21,20,19,19,17,19,22,21,26,30,28,27,26,24,26,25,26,26,22,22,18,21,19,19,19,20,25,28,27,31,32,23,17,15,12,10,12,11,6,0
2022-04-07 17:00:00,5,6,7,6,9,13,19,20,22,23,16,17,17,23,27,29,32,34,34,36,43,37,35,37,47,49,39,38,19,16,14,16,14,17,13,13,13,10,14,15,30,30,31,23,21,30,27,15,17,6,5,4,3,2,2,1,0,9,12,7,11,22,30,41,33,25,34,30,19,20,17,19,27,27,21,16,15,17,19,21,22,20,20,21,23,38,41,31,31,27,31,29,31,28,26,26,25,31,33,32,28,27,33,31,29,29,28,27,25,27,22,16,11,17,13,8,0
2022-04-07 18:00:00,5,8,6,10,11,13,16,25,38,33,22,17,17,15,19,27,31,35,41,56,52,53,41,41,40,38,31,30,29,22,18,14,14,15,15,13,20,20,25,26,44,46,44,28,20,25,23,21,17,13,12,12,10,6,5,2,0,7,12,13,14,14,15,22,24,27,35,29,30,30,25,33,45,43,41,37,29,23,21,23,23,22,24,25,33,50,53,45,38,29,29,28,27,26,29,32,35,42,43,46,39,34,36,37,33,28,28,34,31,26,22,17,16,18,15,6,0
2022-04-07 19:00:00,6,12,10,10,9,11,11,12,18,15,9,10,7,9,10,14,20,21,25,26,27,27,25,26,26,25,22,17,22,17,11,10,8,8,9,14,16,14,12,17,25,24,24,17,14,24,19,13,12,11,9,12,8,6,5,4,0,3,5,6,5,4,4,6,9,10,13,11,14,14,10,13,20,23,17,18,28,26,26,23,22,19,21,21,24,39,37,29,31,31,24,21,20,23,24,27,25,28,29,27,27,29,28,31,38,30,34,41,32,26,20,13,11,20,14,5,0
2022-04-07 20:00:00,4,7,6,6,9,13,7,11,11,9,9,7,8,9,7,11,14,13,17,31,38,37,31,32,34,33,25,12,13,12,11,10,9,10,10,11,12,15,12,13,17,15,14,12,11,12,10,6,5,7,8,7,2,3,2,1,0,3,1,1,2,3,6,8,9,9,10,11,11,11,9,9,8,10,10,11,9,7,11,16,14,13,20,18,15,25,28,22,24,23,20,20,12,15,15,16,18,17,19,16,17,17,19,20,19,32,30,37,33,31,25,17,13,12,11,4,0
2022-04-07 21:00:00,2,5,5,6,6,7,9,6,14,13,10,12,11,11,10,12,11,12,15,19,20,20,18,18,17,16,15,14,13,11,8,7,6,6,6,8,12,17,19,16,15,13,7,20,22,22,20,19,21,21,9,8,5,4,3,2,0,1,2,0,6,6,5,6,15,22,41,34,33,11,6,10,8,7,10,11,12,12,10,9,9,10,8,7,12,20,19,18,16,15,17,14,16,12,12,15,18,21,22,15,19,23,22,24,23,21,23,22,20,17,16,10,8,11,8,5,0
2022-04-07 22:00:00,0,0,1,0,1,3,4,7,6,5,9,7,4,10,1,11,11,13,16,19,18,23,16,14,14,12,11,14,13,12,13,10,7,5,12,12,12,13,12,9,10,10,10,11,7,9,8,13,17,14,12,13,6,11,5,3,0,2,2,1,3,5,4,13,36,53,49,36,32,30,23,21,22,21,17,18,19,20,18,17,16,15,14,15,14,35,40,30,26,20,17,19,16,13,15,22,29,30,29,32,33,30,32,33,31,25,21,28,20,20,17,11,9,9,9,5,0
2022-04-07 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,8,7,5,6,5,7,10,12,10,7,6,7,6,7,9,8,6,5,3,4,5,3,2,1,1,0,2,0,0,3,2,0,3,6,8,7,6,8,8,7,5,9,10,9,12,5,13,14,11,13,12,4,10,8,12,11,9,9,8,12,11,12,12,10,12,16,17,14,13,14,16,22,25,26,25,23,21,18,14,11,9,8,9,7,3,0
