Unnamed: 0,1_대진여객차고지(가상),2_정릉산장아파트,3_정릉4동주민센터.경국사,4_북한산보국문역2번출구,5_성북청수도서관.정릉4동성당,6_정릉시장입구,7_정릉우체국앞,8_숭덕초교,9_정릉길음시장,10_미아리고개.미아리예술극장,11_돈암사거리.성신여대입구,12_삼선교.한성대학교,13_혜화동로터리.여운형활동터,14_명륜3가.성대입구,15_창경궁.서울대학교병원,16_원남동,17_종로4가.종묘,18_종로3가.탑골공원,19_종로2가,20_롯데백화점,21_신세계앞,22_남산3호터널,23_용산한신아파트,24_해방촌,25_용산구청.크라운호텔,26_한강중학교앞,27_반포대교남단한강시민공원입구,28_고속터미널,29_신반포자이아파트,30_잠원성당,31_잠원한신아파트,32_신동중학교,33_신반포13차아파트,34_롯데캐슬아파트,35_신사중학교,36_광림교회.현대고등학교,37_현대아파트,38_압구정파출소,39_한양아파트.압구정로데오역,40_청담초등학교앞,41_프리마호텔,42_영동교입구,43_청담역.경기고교,44_봉은사.삼성1파출소앞,45_무역센터,46_삼성역,47_휘문중고등학교,48_대치동현대아파트,49_농협대치지점,50_대치SKVIEW아파트.서울교회,51_대치역7번출구.선경아파트,52_개포동역.개포시장,53_경기여고,54_수도전기공고후문,55_개포도서관,56_개포주공1단지,57_개포중학교,58_래미안블레스티지아파트,59_개포도서관,60_수도전기공고후문,61_개포주공5단지경기여고,62_개포동역.개포시장,63_대치역6번출구.강남구민회관,64_은마아파트,65_은마파출소,66_대치현대아파트,67_휘문중고등학교,68_삼성역,69_삼성역7번출구,70_봉은사역3번출구.삼성1파출소,71_청담역.경기고교,72_우리은행청담지점.청담삼익아파트,73_프리마호텔,74_청담초등학교,75_한양아파트.압구정로데오역,76_압구정파출소,77_현대아파트,78_광림교회.현대고등학교,79_신사중학교,80_롯데캐슬아파트,81_신반포13차아파트,82_신동중학교,83_잠원한신아파트,84_잠원성당.아크로리버뷰아파트,85_뉴코아아울렛,86_고속터미널,87_반포대교남단한강시민공원입구,88_한강중학교,89_용산구청.크라운호텔,90_국군재정관리단,91_이태원동남산대림아파트.용산동아파트,92_용암초등학교입구.이태원주공아파트,93_남산3호터널.서울애니메이션센터,94_롯데영프라자,95_우리은행종로지점,96_종로2가,97_종로3가.탑골공원,98_종로4가.종묘,99_종로5가.광장시장,100_종로5가.효제동.김상옥의거터,101_방송통신대.이화장,102_혜화역.마로니에공원,103_혜화역.동성중고(장면총리가옥),104_삼선교.한성대학교.조소앙활동터,105_돈암사거리.성신여대입구,106_미아리고개.미아리예술극장,107_길음뉴타운,108_길음역,109_길음뉴타운10단지.라온유아파트,110_숭덕초교,111_정릉우체국앞,112_정릉시장입구,113_성북청수도서관.정릉4동성당,114_북한산보국문역1번출구,115_정릉4동주민센터.경국사,116_정릉대우아파트,117_대진여객차고지
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,2,1,0,2,3,3,4,3,5,5,0,5,4,2,3,3,3,2,3,5,6,6,5,5,0,6,5,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 05:00:00,3,4,0,4,2,3,5,6,7,7,3,6,6,4,7,6,2,7,7,8,7,8,8,7,6,6,5,6,3,3,2,0,0,4,3,3,6,3,6,5,4,5,4,5,4,3,0,5,4,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,2,3,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 06:00:00,1,3,2,3,4,6,7,5,6,7,4,5,4,6,3,5,5,5,3,4,1,3,3,4,2,5,2,4,3,4,0,3,2,4,3,2,3,5,4,3,2,3,3,4,1,3,2,1,0,1,0,1,0,0,0,0,0,1,1,1,2,1,3,6,3,7,8,7,4,3,2,0,4,0,2,1,1,2,2,0,0,2,3,0,0,4,1,3,3,0,2,1,0,2,0,2,2,0,0,2,0,2,1,0,1,0,0,2,1,2,0,4,0,0,3,2,0
2022-03-13 07:00:00,3,4,3,4,3,5,6,7,11,9,10,6,11,13,7,13,11,9,8,7,4,4,5,9,8,7,2,3,2,0,1,1,0,2,4,0,4,3,5,4,4,3,4,6,4,6,4,4,2,1,0,3,2,0,0,1,0,1,1,0,2,4,0,5,5,4,2,0,4,4,2,3,3,1,2,2,1,2,1,3,0,1,3,4,1,4,0,4,5,4,2,3,3,4,3,2,3,3,2,2,1,1,3,1,2,2,1,1,3,2,0,0,0,3,2,0,0
2022-03-13 08:00:00,7,9,8,7,10,12,12,14,18,13,11,11,11,8,12,10,9,10,7,6,7,5,6,9,6,10,0,7,6,5,3,5,6,8,6,3,4,5,7,3,8,4,10,9,10,17,18,7,3,2,1,3,1,0,0,0,0,2,1,3,4,6,5,6,4,7,7,3,4,5,3,6,4,5,5,6,3,2,1,4,1,2,6,7,7,9,3,7,6,8,7,5,6,6,5,4,4,3,4,3,1,4,3,5,8,7,6,5,3,5,4,4,2,3,0,1,0
2022-03-13 09:00:00,4,6,6,6,8,11,13,13,17,19,15,15,13,12,13,16,16,14,11,15,14,14,16,20,21,24,23,13,8,7,6,5,5,4,5,4,9,7,8,6,6,7,9,11,7,16,16,11,6,2,0,3,0,0,2,0,0,2,4,3,4,9,8,9,13,8,6,5,7,8,7,10,7,6,3,4,3,2,0,2,3,5,7,8,7,8,7,8,7,7,8,8,7,7,5,5,5,1,6,3,5,4,2,4,3,4,6,6,6,1,5,5,4,5,3,3,0
2022-03-13 10:00:00,4,12,6,11,13,18,16,20,29,24,21,20,18,20,19,15,13,13,10,9,12,14,19,21,20,23,21,10,11,10,9,6,8,9,6,6,7,7,8,7,9,8,13,14,12,9,8,6,4,2,3,1,2,0,1,0,0,2,7,2,6,7,7,12,11,13,9,7,8,11,7,11,7,7,6,7,5,5,4,7,8,9,8,9,8,17,16,16,16,14,14,14,11,9,9,8,7,7,8,3,1,6,3,7,5,8,3,9,10,15,14,10,9,13,3,5,0
2022-03-13 11:00:00,6,10,12,17,19,22,27,27,29,25,22,20,22,22,22,21,20,17,16,17,18,17,20,22,25,19,16,10,9,9,10,9,10,5,9,10,14,13,10,4,10,12,14,14,11,14,9,9,6,5,3,2,0,0,0,0,0,6,7,9,8,13,14,10,13,12,14,9,10,9,9,6,11,10,10,8,9,10,8,7,9,10,11,9,11,24,26,27,26,27,28,30,21,17,12,14,14,14,10,10,5,4,11,6,5,2,3,6,7,8,6,6,5,7,5,3,0
2022-03-13 12:00:00,8,14,14,15,15,21,25,28,26,25,23,21,19,22,16,18,17,18,20,20,26,26,35,38,43,46,43,17,17,14,13,15,10,17,16,14,15,10,10,9,14,13,12,13,19,21,18,17,16,8,4,2,3,0,0,0,0,3,9,11,12,11,14,15,20,23,20,13,13,8,6,9,9,9,10,10,14,12,11,13,14,15,16,17,15,23,14,21,23,27,32,35,34,30,26,22,22,10,23,22,22,14,12,10,8,9,8,9,11,11,5,11,6,6,7,5,0
2022-03-13 13:00:00,7,8,9,14,14,19,27,25,25,23,18,20,19,16,20,21,17,16,15,14,16,18,14,17,20,25,28,14,15,13,10,12,14,14,15,12,10,14,10,15,14,16,18,18,18,20,13,12,12,11,9,3,3,5,3,1,0,6,9,11,11,13,14,24,25,25,23,19,14,12,9,10,9,7,11,10,10,8,9,9,7,9,13,14,16,20,22,18,19,20,23,23,19,18,20,15,17,14,14,13,13,13,14,17,17,16,14,13,12,10,8,8,7,6,5,3,0
2022-03-13 14:00:00,4,15,9,10,13,17,18,22,23,24,21,23,21,27,9,24,18,18,17,20,18,19,20,25,27,28,24,12,12,8,8,10,11,12,13,15,16,17,16,18,19,20,18,12,11,13,12,10,9,8,7,6,2,0,5,1,4,4,7,5,5,10,12,14,12,10,9,7,10,7,8,8,10,11,10,12,10,10,12,13,10,14,13,15,16,23,22,29,29,24,25,23,23,24,26,27,25,23,21,19,20,17,20,19,16,15,7,16,14,13,11,8,6,6,5,3,0
2022-03-13 15:00:00,7,9,1,8,11,13,13,16,18,19,19,17,17,20,15,17,18,18,22,28,26,22,21,20,21,22,20,22,22,19,16,15,11,9,11,11,10,10,11,8,9,12,12,13,17,19,15,15,12,9,8,5,0,4,1,0,0,6,2,8,8,10,9,12,15,14,19,11,13,10,10,12,12,11,10,8,9,14,15,15,8,9,16,16,17,31,31,29,30,26,26,28,23,25,26,24,22,16,15,14,14,13,14,13,18,16,14,17,13,12,10,9,8,5,4,2,0
2022-03-13 16:00:00,4,10,11,11,16,16,19,21,21,20,14,18,17,16,18,13,16,19,22,25,32,34,26,25,26,25,22,15,18,13,13,12,12,8,9,4,9,8,9,7,10,9,11,10,10,13,15,13,11,7,4,2,1,2,1,1,0,5,7,8,9,10,12,16,9,13,11,8,10,8,4,10,14,13,12,12,12,14,11,13,14,16,18,22,21,26,27,26,25,24,27,28,27,22,19,23,18,21,27,26,15,24,19,14,14,11,15,16,15,13,11,7,8,4,7,5,0
2022-03-13 17:00:00,7,8,8,9,14,21,23,22,21,19,15,14,14,15,12,16,16,20,21,25,29,30,29,35,34,34,28,15,17,13,11,11,7,10,12,13,12,11,11,10,12,13,12,10,12,12,12,10,8,9,6,3,5,3,1,0,0,2,4,5,9,15,19,23,29,30,34,27,25,19,15,15,16,16,15,11,13,15,14,15,13,11,12,11,15,30,28,22,24,22,29,27,27,20,21,26,23,24,23,22,22,21,19,18,19,21,20,20,16,14,12,10,10,8,1,4,0
2022-03-13 18:00:00,5,9,10,8,9,10,14,15,16,14,15,14,15,15,14,13,13,19,19,29,33,30,28,31,33,33,28,16,18,17,19,19,17,16,18,11,10,11,9,8,11,11,13,14,18,21,17,16,8,7,7,8,0,7,6,3,0,2,4,4,2,9,6,10,24,27,29,19,16,13,12,13,20,25,19,20,18,17,25,23,18,16,15,17,18,37,41,32,31,29,25,24,15,27,26,27,28,25,17,26,15,22,23,20,21,19,17,22,16,14,9,5,2,6,1,2,0
2022-03-13 19:00:00,3,4,0,5,5,8,8,7,8,7,6,7,5,10,10,11,10,15,17,19,15,15,13,17,16,16,14,14,12,10,10,11,8,3,7,8,9,9,12,13,16,7,14,12,10,14,14,18,13,11,8,5,3,3,2,1,0,2,7,8,1,3,5,6,11,15,10,11,8,5,3,6,6,8,7,8,9,12,15,14,15,14,13,0,13,28,27,19,18,15,15,13,16,14,11,18,23,15,20,19,18,20,23,23,21,22,23,25,21,18,11,8,7,6,4,2,0
2022-03-13 20:00:00,3,5,3,6,7,10,11,6,13,10,7,5,5,6,7,5,8,8,16,21,25,19,23,21,24,20,18,9,7,7,7,7,5,7,10,9,8,7,5,3,7,8,8,6,13,14,16,12,9,8,7,6,0,4,3,0,0,1,1,0,1,3,0,2,7,9,11,8,9,8,6,5,6,8,12,13,14,18,21,16,14,13,12,11,11,21,22,17,16,15,17,14,13,15,17,16,18,17,19,17,15,17,17,14,19,15,14,11,11,20,20,15,11,13,1,8,0
2022-03-13 21:00:00,1,3,0,0,9,12,10,6,8,5,5,4,5,7,3,7,6,9,11,13,14,18,15,19,18,17,15,8,9,7,3,6,3,2,9,9,6,5,6,5,6,5,6,7,13,17,13,12,12,10,12,8,7,5,3,1,0,0,2,1,1,3,0,4,10,13,12,9,10,8,6,5,7,7,6,6,7,9,13,10,9,8,10,9,16,28,12,26,25,24,23,21,22,22,22,19,23,19,20,17,22,26,25,29,26,25,23,22,20,18,13,9,4,6,5,3,0
2022-03-13 22:00:00,0,0,0,0,0,2,0,1,2,2,1,3,3,5,4,2,6,7,8,12,13,6,13,17,17,6,4,9,8,3,3,2,5,6,8,12,13,11,14,12,14,13,10,11,10,17,13,11,18,20,17,12,10,7,6,4,1,0,1,0,0,1,0,2,14,18,17,8,9,15,14,10,9,11,12,12,7,9,9,7,5,6,4,5,9,18,20,16,15,15,16,18,17,13,13,17,19,17,19,18,16,14,18,16,14,14,15,19,17,15,12,9,8,5,6,5,0
2022-03-13 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,1,4,2,3,5,3,2,2,2,5,3,2,2,0,1,0,0,0,1,0,0,0,1,2,3,6,6,5,4,8,3,6,6,5,1,5,5,5,4,6,5,2,4,4,0,0,12,8,7,7,6,7,6,6,8,2,13,14,14,10,12,12,14,15,14,13,11,16,17,15,14,8,5,4,2,0,1,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,2,4,4,5,7,9,10,14,15,30,25,31,28,29,26,29,25,17,14,11,10,6,15,9,16,16,10,13,0,12,11,0,0,9,5,4,9,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,2,5,4,7,8,12,11,11,14,18,19,18,20,19,13,12,19,14,12,12,10,9,11,12,11,11,10,14,13,9,11,10,8,8,8,7,9,19,17,16,16,16,15,12,10,9,9,4,8,6,4,4,2,1,0,0,0,0,1,0,0,1,1,0,3,1,4,0,3,3,2,2,5,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 06:00:00,3,7,9,12,14,13,15,20,21,22,21,19,18,17,18,16,13,13,13,9,8,7,9,11,12,17,14,9,5,4,1,6,4,4,4,5,11,14,14,7,7,9,13,14,12,13,12,6,4,3,3,5,4,3,3,0,0,1,2,3,3,6,5,4,5,10,8,6,5,7,3,6,6,6,5,4,3,2,4,4,7,5,6,9,8,13,14,14,11,5,12,8,8,5,6,5,6,5,5,2,1,5,6,5,3,0,0,0,2,1,0,0,0,0,0,0,0
2022-03-14 07:00:00,12,25,24,24,27,35,41,45,47,48,44,44,34,36,35,33,25,20,17,14,12,11,14,19,19,21,18,16,14,11,12,18,22,24,22,20,14,15,15,12,12,15,23,27,25,28,16,14,7,9,8,9,3,4,3,1,0,7,9,11,13,15,20,35,39,43,40,14,14,17,15,16,12,8,8,13,11,4,6,7,7,10,13,19,28,34,31,31,29,30,34,33,30,23,14,9,10,6,13,6,4,3,2,5,4,3,1,4,7,6,1,3,2,2,1,0,0
2022-03-14 08:00:00,9,19,20,24,35,44,39,45,54,56,58,60,55,54,45,45,34,30,26,16,13,13,20,27,26,30,26,21,20,20,20,18,18,18,17,15,39,38,43,26,21,19,38,42,33,32,15,7,6,5,3,5,1,3,3,2,0,5,7,12,11,13,16,44,55,64,26,19,30,30,27,25,20,17,16,11,10,10,11,12,13,18,22,26,30,52,53,56,49,51,55,58,35,22,17,13,11,9,12,9,7,5,7,6,10,9,10,17,17,14,9,6,5,7,3,1,0
2022-03-14 09:00:00,6,13,15,19,21,24,27,32,38,35,34,36,36,36,37,37,28,21,19,17,15,14,15,18,19,19,18,12,11,8,12,13,11,15,12,11,25,27,32,26,15,16,17,26,17,20,12,8,4,3,0,3,4,3,0,0,0,5,6,7,6,10,12,12,15,13,12,9,15,33,29,31,16,9,9,8,6,5,4,4,4,17,7,19,22,30,34,35,31,33,40,40,28,24,20,17,18,17,14,10,8,10,5,8,7,8,7,10,8,9,5,4,3,3,2,1,0
2022-03-14 10:00:00,4,10,12,13,16,21,23,24,26,26,26,23,25,24,23,24,21,15,14,13,12,10,10,14,13,13,11,15,13,13,11,9,8,7,8,7,14,9,8,7,6,8,10,14,12,12,9,6,3,5,4,2,2,2,1,0,0,3,4,3,5,4,5,7,7,9,10,3,9,11,10,12,11,12,11,11,6,7,8,10,5,9,6,8,10,17,15,20,25,28,38,37,24,17,14,12,10,8,8,6,3,6,5,5,5,6,9,7,8,6,7,9,4,8,7,5,0
2022-03-14 11:00:00,8,10,9,9,11,15,15,18,20,17,16,16,19,16,19,18,16,16,16,16,18,20,21,23,21,21,20,11,11,12,9,13,11,10,11,10,8,7,7,8,12,12,13,12,10,13,9,8,4,5,4,4,4,3,1,2,0,4,7,6,3,8,7,8,9,9,9,7,9,8,6,5,9,10,9,9,8,7,6,6,5,10,8,9,9,17,13,17,17,13,17,20,18,14,14,12,11,12,15,19,17,13,10,8,8,10,11,12,14,12,8,5,3,6,5,2,0
2022-03-14 12:00:00,3,10,10,9,8,12,13,14,16,13,11,12,9,12,13,11,11,14,18,17,13,11,11,12,11,12,11,11,10,11,10,10,10,9,7,6,6,7,7,7,7,8,10,11,7,9,8,5,5,1,4,4,2,3,2,1,0,3,4,5,4,7,9,11,12,11,8,7,5,6,4,3,8,8,7,9,10,10,8,8,9,8,10,12,11,22,24,26,28,22,24,26,24,18,14,13,17,17,20,17,16,15,9,13,12,9,10,10,10,9,10,15,13,12,10,4,0
2022-03-14 13:00:00,4,8,7,6,9,14,20,22,23,22,21,13,20,20,17,15,14,15,14,20,15,15,14,14,17,17,15,14,11,11,10,9,8,6,5,9,10,6,9,8,9,9,10,9,11,17,26,24,15,3,4,4,3,1,0,0,0,3,4,5,4,8,8,7,10,10,8,7,6,8,7,6,9,8,7,5,7,9,8,6,6,13,13,13,9,16,16,20,22,19,28,26,18,17,18,17,20,19,17,16,16,12,11,13,12,14,15,11,11,13,11,12,10,2,9,3,0
2022-03-14 14:00:00,5,7,7,8,9,7,10,13,16,15,12,13,12,9,10,14,14,12,13,13,15,14,13,16,15,14,13,15,15,14,12,12,12,10,10,11,10,11,10,11,13,12,11,14,15,20,32,30,21,13,9,7,4,3,6,4,0,2,3,4,9,12,10,14,11,7,10,10,7,8,7,7,7,5,9,5,10,9,9,8,7,11,12,13,10,24,18,18,19,18,19,16,14,14,13,13,12,12,13,12,14,14,13,12,13,12,12,11,12,14,12,10,9,8,5,3,0
2022-03-14 15:00:00,4,11,10,7,8,11,16,13,17,15,10,10,9,14,18,19,20,21,23,19,23,22,21,22,20,21,19,12,12,11,9,9,8,9,9,10,10,9,13,12,18,17,32,28,32,33,28,22,11,8,5,6,4,4,2,3,0,7,10,2,13,13,12,13,12,13,16,9,9,11,9,11,11,13,13,13,30,34,34,29,26,23,21,18,16,19,16,19,16,17,25,23,17,13,15,15,17,18,19,20,15,21,24,23,20,40,35,31,24,21,18,12,11,12,10,3,0
2022-03-14 16:00:00,4,7,8,6,10,12,12,14,16,15,11,9,8,10,16,15,14,20,21,21,20,20,18,24,22,19,17,17,20,17,15,15,11,9,8,9,11,12,13,12,11,12,13,16,16,25,19,13,7,6,6,4,2,3,1,0,0,8,11,13,15,20,19,23,18,17,21,19,17,15,10,11,12,14,16,16,14,18,26,23,18,15,16,19,16,27,27,24,25,21,20,22,22,21,19,17,15,16,17,14,17,14,19,27,25,24,23,21,18,19,14,15,14,13,12,5,0
2022-03-14 17:00:00,7,5,6,6,6,11,13,16,21,19,15,12,13,15,16,22,22,20,20,25,25,27,24,22,20,21,19,14,11,13,11,12,11,11,11,10,13,15,15,14,32,36,35,27,19,29,24,15,12,8,10,7,6,5,2,0,1,10,12,15,18,23,23,25,17,16,19,19,26,30,20,18,29,31,21,20,10,12,13,11,14,12,15,14,18,30,30,29,31,29,26,23,18,21,22,25,30,31,31,27,28,22,22,22,26,23,21,23,20,20,17,12,10,10,9,4,0
2022-03-14 18:00:00,4,7,6,7,12,13,11,17,22,22,16,18,10,20,21,33,32,32,31,41,43,43,34,41,41,45,35,21,16,13,13,11,10,9,10,11,15,23,24,27,33,42,40,32,25,28,24,20,18,17,11,15,13,11,10,6,0,2,7,10,8,7,8,8,9,14,34,23,26,28,13,14,25,25,22,23,15,18,23,21,22,21,23,24,26,63,58,53,48,32,29,26,23,28,28,35,37,39,39,38,37,39,43,36,35,35,35,37,31,30,21,19,14,23,21,6,0
2022-03-14 19:00:00,3,9,6,7,6,7,9,15,16,12,6,4,7,9,10,12,17,21,26,33,32,32,31,29,29,28,22,21,19,18,12,12,10,7,9,13,16,16,15,15,19,21,17,17,12,18,15,12,11,11,10,8,8,6,4,3,0,2,3,5,3,5,6,10,10,13,17,12,14,14,10,12,20,29,23,19,10,9,17,15,17,12,17,18,15,22,23,25,21,14,15,13,15,20,19,20,23,22,23,24,24,24,21,21,27,27,30,35,36,33,25,17,16,20,16,8,0
2022-03-14 20:00:00,2,4,6,6,6,6,7,6,9,7,7,5,3,10,7,14,14,11,12,15,20,23,20,18,18,18,10,12,11,9,7,7,5,7,9,6,13,12,13,12,16,11,15,12,8,9,11,12,9,8,8,6,5,5,3,2,0,2,2,0,1,4,3,4,6,9,12,10,11,10,9,11,8,6,7,6,7,8,15,13,12,13,10,11,12,26,24,19,17,14,13,13,12,13,10,11,14,17,14,17,16,16,15,17,21,18,16,16,15,14,12,11,9,15,13,5,0
2022-03-14 21:00:00,1,3,4,2,2,6,7,8,9,5,7,6,8,9,8,4,7,12,15,19,20,19,15,15,15,15,13,15,14,12,5,6,4,5,9,8,6,8,11,12,12,15,12,9,10,13,17,9,11,12,8,6,2,4,1,0,0,3,2,4,2,8,3,10,10,13,32,28,27,12,10,8,7,10,9,8,10,10,10,9,5,6,4,8,13,26,28,22,19,15,15,13,12,10,12,19,21,22,23,18,21,22,23,26,23,21,19,17,15,11,12,7,7,10,9,5,0
2022-03-14 22:00:00,0,1,0,1,2,7,9,4,9,5,4,3,0,6,0,7,8,11,13,15,16,16,13,13,12,13,12,23,24,14,12,10,7,5,6,8,9,8,7,8,12,12,13,11,9,12,12,19,29,23,16,13,7,11,8,4,0,1,2,0,1,2,2,13,27,38,43,31,32,24,20,19,15,16,14,13,13,21,22,18,18,16,14,11,14,23,18,20,19,19,15,13,12,10,11,20,28,30,26,28,30,29,31,26,27,25,27,22,18,16,12,11,6,9,8,4,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,4,0,3,2,2,3,2,5,5,4,5,4,5,5,6,5,4,3,2,1,1,1,0,0,1,1,1,2,1,3,4,5,7,8,7,11,13,12,11,7,9,8,8,5,5,8,7,6,4,5,6,5,11,13,10,8,6,6,4,4,9,9,15,13,17,16,11,18,19,18,17,19,16,15,16,10,9,7,4,3,2,1,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
