Unnamed: 0,1_삼화상운차고지,2_인덕삼거리,3_신도브래뉴.한전노원변전소,4_광운대역,5_월계현대아파트,6_물류센터,7_석계역1번출구.B,8_석관동주민센터,9_장위동동원베네스트.온누리병원,10_돌곶이역,11_새석관시장,12_월곡중학교,13_상월곡역,14_월곡역,15_성북구보건소,16_KT월곡지사,17_종암경찰서,18_종암동주민센터,19_숭례초교,20_고대앞,21_우신향병원,22_안암오거리,23_대광초교,24_신설동로터리.신한은행앞.서울풍물시장,25_청계8가.황학교,26_청계8가.영도교,27_청계7가.맑은내다리,28_청계6가.버들다리,29_청계6가.동대문시장,30_청계5가.광장시장,31_청계4가.세운교,32_청계3가.관수교,33_청계2가.수표교,34_청계2가.삼일교,35_청계1가.광교,36_을지로입구역.광교,37_해운센터.롯데영프라자,38_북창동.남대문시장,39_염천교,40_중림동교차로,41_서울의료보건고등학교.서울역서부,42_손기정체육공원입구,43_만리동고개,44_한겨레신문사,45_신덕성결교회,46_공덕역.공덕시장,47_공덕역.2번.출구,48_동도중학교.서울디자인고등학교,49_대흥역,50_마포아트센터,51_대흥교회,52_이화여대입구,53_신촌기차역입구,54_신촌아트레온,55_연세로.문학의거리,56_연세로.명물거리,57_세브란스병원,58_신촌기차역,59_이화여대입구,60_이화여대입구,61_대흥교회,62_서강대학교후문,63_용강초등학교,64_동도중학교.서울디자인고등학교,65_공덕역.1번.출구,66_서울대동창회관,67_공덕시장,68_신덕성결교회,69_한겨레신문사,70_만리동고개,71_손기정체육공원,72_서울역서부,73_서울역버스환승센터,74_숭례문,75_남대문시장앞.이회영활동터,76_롯데영프라자,77_우리은행종로지점,78_청계1가.광교,79_청계2가.삼일교,80_청계3가.세운교,81_청계4가.배오개다리,82_청계5가.방산시장,83_청계6가.평화시장,84_청계6가.오간수교,85_청계7가.동평화.청평화시장,86_청계8가.영도교,87_황학동롯데캐슬,88_신설동로터리.서울풍물시장,89_신설동역1번출구,90_대광고등학교앞,91_안암오거리,92_우신향병원,93_고려대학교앞,94_숭례초등학교,95_종암동주민센터,96_종암경찰서,97_KT월곡지사,98_종암SK아파트,99_월곡역,100_동덕여대앞,101_한국과학기술연구원입구,102_월곡중학교,103_새석관시장,104_돌곶이역8번출구,105_돌곶이역,106_석관동주민센터,107_석계역굴다리앞,108_물류센터,109_월계현대아파트,110_광운대역,111_신도브래뉴.한전노원변전소,112_인덕삼거리,113_삼화상운차고지(가상),17_종암사거리입구,96_종암사거리입구
2022-03-11 18:00:00,0,1,2,5,4,4,7,8,14,14,11,11,9,17,17,13,,11,9,9,9,11,10,10,12,11,10,10,10,12,8,10,9,13,13,18,19,27,33,21,32,28,20,17,15,17,14,12,13,13,9,5,9,7,3,0,0,10,16,18,17,19,16,14,14,11,23,22,22,22,19,20,10,12,12,14,14,18,23,12,24,23,25,29,25,23,20,19,21,22,23,18,21,18,23,,31,29,27,25,21,19,18,14,15,11,8,8,7,8,5,3,0,10.0,29.0
2022-03-11 19:00:00,1,3,2,5,6,5,12,10,15,13,14,12,13,15,14,13,,11,10,11,10,2,10,11,12,11,5,7,5,15,14,15,15,14,15,18,21,22,23,8,27,23,22,18,14,14,14,14,16,18,11,8,5,4,0,0,2,9,10,11,11,12,13,13,16,15,16,13,13,15,12,10,7,7,8,10,11,6,13,9,15,12,14,15,14,12,12,15,18,17,19,17,16,13,9,,12,8,13,14,13,13,11,11,12,13,7,6,6,7,5,4,0,9.0,11.0
2022-03-11 20:00:00,0,2,1,2,3,1,8,9,8,8,13,14,15,12,11,10,,8,7,7,8,9,9,9,10,8,5,4,0,8,0,0,0,3,0,6,7,7,8,7,9,9,13,11,10,7,8,6,5,5,4,2,3,2,0,0,0,4,5,4,4,5,7,11,12,15,20,14,13,11,11,9,6,5,6,8,12,10,12,14,13,8,12,17,13,11,17,11,12,13,10,8,9,8,7,,4,6,5,6,4,7,8,9,7,8,7,6,5,4,2,0,0,9.0,7.0
2022-03-11 21:00:00,0,0,0,1,1,3,5,4,7,6,7,6,7,6,9,9,,6,7,7,5,6,7,9,7,8,7,6,1,5,0,9,8,7,7,9,9,10,15,7,17,14,16,13,12,11,8,8,8,6,5,3,1,3,0,0,0,8,9,5,10,11,10,14,6,8,9,9,8,6,6,5,6,5,6,9,8,4,8,7,0,8,7,11,11,10,16,17,18,18,16,12,15,14,12,,16,13,12,14,11,13,14,13,12,12,4,3,1,2,1,0,0,6.0,15.0
2022-03-11 22:00:00,0,3,0,3,3,1,3,6,0,7,3,5,3,5,6,6,,3,1,2,0,4,2,4,4,3,5,0,4,3,0,1,2,6,4,6,6,10,9,10,11,8,25,26,24,17,15,13,7,6,4,5,1,3,0,0,0,4,9,7,6,7,10,11,15,14,19,19,17,12,12,11,6,9,9,11,13,14,16,16,16,18,3,19,20,17,15,16,14,12,12,15,15,12,9,,6,3,5,7,6,0,7,4,6,4,2,1,0,0,0,0,0,4.0,7.0
2022-03-11 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,,2,3,4,0,5,5,6,1,2,4,3,5,4,0,4,0,4,6,8,8,10,10,12,15,9,13,7,6,5,7,8,7,6,4,5,6,3,0,0,0,8,4,8,9,5,6,4,10,9,10,10,9,8,8,6,3,0,2,6,9,0,6,3,0,8,3,6,20,15,14,16,14,7,13,12,11,8,10,,10,7,9,4,7,8,9,3,10,6,5,2,4,2,1,0,0,3.0,12.0
2022-03-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-12 04:00:00,3,2,2,4,0,5,9,0,12,13,14,15,14,13,14,14,,19,6,18,17,17,6,4,18,0,22,4,21,19,0,0,17,14,13,8,8,7,0,5,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0
2022-03-12 05:00:00,0,2,0,0,1,0,3,2,2,2,3,4,3,4,5,6,,9,11,6,3,10,2,8,9,8,9,1,7,6,1,5,0,0,0,0,1,0,0,0,0,3,6,5,0,3,3,7,8,9,3,7,1,1,0,0,0,1,0,1,2,1,3,1,4,3,4,1,3,6,7,5,5,0,7,0,5,0,4,0,0,3,6,0,4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0
2022-03-12 06:00:00,1,3,1,4,6,1,4,2,3,5,6,4,7,6,7,5,,6,9,8,11,6,12,7,11,10,8,4,4,3,3,0,0,4,0,4,4,2,0,0,3,1,4,4,2,3,2,0,1,2,3,0,1,0,0,0,0,2,1,2,1,3,2,2,2,2,3,0,3,4,0,2,4,3,2,3,2,2,0,1,0,1,0,2,6,1,1,5,4,5,3,5,4,2,2,,2,3,2,0,0,0,3,1,4,3,1,0,0,0,0,0,0,4.0,2.0
2022-03-12 07:00:00,2,1,0,2,3,5,4,4,0,4,6,5,5,4,7,8,,6,8,5,8,9,9,8,7,5,6,4,5,4,4,0,3,3,0,3,2,3,2,3,2,1,3,6,3,3,4,3,4,5,5,3,0,2,0,0,0,3,0,4,3,2,3,0,5,5,6,7,6,7,6,5,5,0,7,8,6,4,8,0,0,6,4,7,5,4,4,2,0,0,0,3,0,3,3,,4,5,6,5,1,2,2,0,1,0,2,0,1,0,0,0,0,7.0,4.0
2022-03-12 08:00:00,1,3,3,4,5,6,7,8,8,11,12,13,16,14,10,9,,8,10,9,7,9,8,7,6,6,7,4,7,6,0,5,0,3,5,6,4,3,3,0,2,3,11,15,14,8,9,6,7,5,5,2,4,2,0,0,0,4,3,4,3,5,5,4,6,6,12,13,20,23,22,20,13,7,7,6,0,0,4,0,3,2,3,6,2,2,0,3,2,4,1,2,3,2,7,,6,7,6,5,0,7,6,3,2,2,2,1,0,0,0,0,0,6.0,5.0
2022-03-12 09:00:00,0,2,4,7,6,5,6,7,8,8,9,10,7,9,12,10,,12,14,13,13,11,10,7,9,10,11,11,9,6,2,5,2,7,0,0,4,3,0,4,0,3,6,10,10,10,9,7,6,7,7,6,4,3,0,0,1,4,4,5,6,7,6,5,4,4,7,9,11,14,15,12,10,10,12,10,9,9,8,5,4,6,4,6,5,4,4,3,4,2,3,4,3,3,4,,1,5,6,3,2,4,2,4,2,4,3,1,0,0,0,0,0,9.0,4.0
2022-03-12 10:00:00,1,1,4,4,4,7,8,10,4,10,12,13,13,13,16,17,,14,16,17,18,20,18,13,14,13,11,10,9,9,4,3,2,6,0,4,5,3,6,7,7,4,8,11,12,11,10,9,6,8,6,5,3,4,0,0,0,1,3,6,7,7,6,8,7,8,11,13,17,17,17,16,9,7,9,5,6,5,7,0,0,7,6,7,5,6,5,5,2,6,7,6,3,5,6,,5,4,5,7,3,6,5,4,1,2,1,0,1,0,0,0,0,13.0,2.0
2022-03-12 11:00:00,1,4,5,5,5,6,9,7,8,11,12,11,13,16,17,16,,13,16,16,19,19,7,17,15,12,13,12,14,9,0,3,0,6,4,3,3,4,5,6,6,8,9,9,10,11,10,10,9,11,10,7,5,4,0,0,0,6,8,10,11,12,15,18,15,14,17,16,19,21,19,17,12,12,8,11,5,0,10,7,10,3,4,3,4,5,8,6,7,9,11,6,7,6,8,,9,6,7,9,8,8,7,5,6,5,4,5,6,5,1,0,0,11.0,5.0
2022-03-12 12:00:00,1,3,0,4,5,2,7,8,7,11,11,12,12,10,15,14,,14,17,19,22,24,23,19,9,8,6,7,2,6,4,3,11,7,9,8,10,11,13,13,16,15,18,24,22,16,16,13,9,9,9,6,1,2,0,0,0,4,5,6,8,9,9,11,14,6,18,0,16,24,25,26,24,23,16,15,10,10,9,0,12,13,13,11,12,12,13,13,14,13,11,9,10,9,9,,17,18,13,12,9,8,7,3,3,6,3,2,0,3,0,0,0,13.0,14.0
2022-03-12 13:00:00,0,0,0,2,3,3,6,9,4,8,10,10,13,13,14,16,,12,15,16,17,17,14,15,16,14,13,14,16,19,4,18,16,6,13,12,12,9,9,7,11,11,18,21,20,12,11,8,9,14,11,11,5,4,3,3,0,9,7,10,12,11,10,11,14,18,18,16,18,21,21,20,18,17,11,8,9,12,14,15,9,16,15,10,11,12,13,14,15,7,11,9,8,7,7,,7,8,9,11,0,11,13,8,6,5,3,3,2,1,0,0,0,11.0,7.0
2022-03-12 14:00:00,0,1,1,4,5,4,5,4,6,8,8,9,7,10,9,8,,8,10,9,16,17,15,17,19,19,18,19,18,18,16,14,16,13,0,0,13,16,16,0,15,11,16,19,17,15,11,11,12,7,6,11,4,2,0,0,0,5,8,14,13,11,8,8,8,12,20,21,20,23,21,18,13,13,20,20,18,0,0,16,17,20,9,20,17,13,15,19,11,11,10,10,8,8,9,,8,11,10,11,10,8,6,10,4,1,6,2,0,2,1,1,0,8.0,13.0
2022-03-12 15:00:00,0,2,3,2,1,5,11,10,11,11,16,17,17,11,12,14,,9,8,10,11,10,12,10,9,8,16,17,17,13,14,15,5,13,4,0,9,10,11,10,13,13,12,16,0,13,11,12,9,11,9,6,7,3,0,0,0,7,9,12,13,14,11,10,8,8,16,17,20,13,16,15,11,8,15,15,18,0,0,19,16,14,14,15,15,13,10,13,11,18,13,12,11,10,12,,15,16,11,9,1,3,10,4,9,8,4,5,4,2,0,0,0,14.0,13.0
2022-03-12 16:00:00,1,3,0,0,4,2,9,0,8,7,10,9,7,14,13,11,,10,10,11,10,10,8,9,11,16,19,12,15,17,16,13,12,16,0,0,16,12,14,11,14,16,19,20,23,22,17,14,13,13,12,4,3,5,0,0,0,6,8,9,9,11,12,15,15,16,16,16,15,12,11,4,14,14,19,18,17,0,0,17,18,16,14,14,16,15,16,21,19,18,12,13,10,10,12,,18,17,15,15,12,12,11,11,8,10,3,4,3,2,1,0,0,11.0,16.0
2022-03-12 17:00:00,1,2,3,4,4,3,11,12,14,12,12,7,12,14,11,9,,10,9,8,9,10,8,9,9,15,17,18,16,17,16,14,0,12,10,0,12,13,12,11,14,20,24,27,25,17,15,17,15,13,11,9,7,8,0,0,0,12,10,13,14,13,13,11,13,10,18,0,11,9,11,11,6,7,10,13,15,14,18,9,16,15,19,23,23,22,15,17,16,15,14,13,14,14,13,,10,12,10,9,0,3,5,10,9,7,4,5,4,1,1,0,0,7.0,9.0
2022-03-12 18:00:00,0,5,6,2,6,4,8,9,11,13,12,13,10,11,10,11,,8,7,8,2,7,7,6,8,8,8,6,10,7,9,12,8,8,7,0,10,12,11,11,13,11,10,10,10,9,10,7,8,10,7,7,6,0,0,0,0,8,9,13,14,13,13,11,11,13,18,17,16,7,5,4,3,2,2,6,8,0,0,9,10,8,4,17,16,16,15,18,11,17,14,10,14,10,9,,11,8,14,16,15,12,9,10,12,9,7,5,4,2,1,0,0,11.0,11.0
2022-03-12 19:00:00,0,1,0,2,0,0,4,8,6,3,7,4,4,5,4,1,,0,3,0,3,2,0,3,9,3,6,4,6,3,0,0,3,7,0,0,6,7,6,0,8,7,8,8,7,8,7,5,6,5,4,3,2,0,0,0,0,5,5,4,7,6,6,5,0,7,8,7,7,8,8,6,2,0,0,7,10,0,0,11,8,12,11,18,14,15,15,17,18,15,14,13,12,11,13,,13,10,10,11,9,7,6,8,5,4,3,2,1,2,1,0,0,1.0,12.0
2022-03-12 20:00:00,0,1,0,0,0,1,6,6,7,7,6,3,7,7,8,6,,6,6,6,3,6,4,4,4,3,2,0,5,6,7,0,0,6,0,0,8,10,10,0,14,7,9,8,7,4,6,2,3,2,1,0,2,3,0,0,0,5,9,10,11,3,10,6,5,4,7,7,6,6,4,9,7,6,2,7,11,0,0,0,13,5,0,9,0,11,12,12,13,0,12,9,8,12,7,,8,0,8,5,7,8,9,3,11,7,6,7,6,0,0,0,0,5.0,6.0
2022-03-12 21:00:00,1,0,0,2,0,0,4,3,5,4,5,5,4,7,6,3,,0,2,3,3,5,5,6,0,0,5,7,8,9,0,0,0,8,0,0,1,11,0,9,11,7,10,4,5,7,8,7,5,0,3,1,5,5,0,0,0,11,14,15,9,13,13,7,12,9,10,9,8,10,10,4,5,2,0,5,13,0,0,0,6,14,0,9,0,10,10,12,12,8,6,9,3,10,9,,8,7,6,7,4,6,5,3,0,4,2,4,3,0,0,0,0,1.0,8.0
2022-03-12 22:00:00,0,0,0,3,0,1,5,7,4,5,7,6,5,5,3,4,,3,3,4,6,5,1,3,3,4,0,4,2,0,0,0,2,1,0,0,3,4,5,0,4,6,4,4,0,2,0,1,2,0,4,0,1,2,0,0,0,4,5,4,6,5,3,5,7,7,13,13,9,2,3,5,5,0,4,1,3,0,0,4,5,0,7,15,16,4,23,7,24,25,24,25,22,11,12,,0,0,4,7,0,6,5,5,0,4,2,0,1,0,0,0,0,3.0,8.0
2022-03-12 23:00:00,0,0,0,0,0,0,0,0,0,8,7,7,6,4,3,0,,0,0,0,4,6,0,5,4,0,0,0,5,6,0,0,5,4,0,0,4,6,6,7,12,10,4,4,1,4,3,3,4,1,5,0,4,2,0,0,0,5,8,9,7,2,6,6,7,6,5,1,4,4,3,4,3,0,2,6,7,0,0,4,3,0,0,5,0,6,8,8,5,8,0,11,10,8,11,,0,0,7,6,4,2,3,2,0,0,2,0,0,3,0,0,0,0.0,8.0
2022-03-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-13 04:00:00,2,1,0,1,2,2,3,0,0,1,2,3,4,1,4,6,,6,6,1,4,0,5,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0
2022-03-13 05:00:00,0,1,0,0,0,1,3,3,2,3,3,3,3,5,3,0,,0,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,2,0,2,0,1,5,0,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2022-03-13 06:00:00,0,0,1,0,1,0,1,1,0,2,2,3,1,4,3,2,,3,3,0,4,0,0,3,4,0,0,2,0,2,1,1,0,0,0,0,0,1,0,1,0,1,2,4,4,3,0,2,2,3,2,1,1,0,0,0,0,1,0,0,1,2,3,0,1,0,1,0,3,5,2,3,3,0,2,0,2,0,0,0,1,3,0,1,0,0,2,2,3,0,0,0,0,2,2,,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.0,2.0
2022-03-13 07:00:00,0,0,1,2,2,1,1,0,2,2,0,3,2,0,1,3,,1,3,3,0,2,2,2,0,3,1,2,0,0,0,0,0,2,0,0,1,1,1,0,0,0,3,5,2,3,3,3,0,4,3,0,0,1,0,0,0,0,1,2,1,0,2,0,1,0,2,1,2,4,7,2,2,0,1,2,1,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2,,1,0,0,2,1,4,1,1,0,3,0,2,1,3,0,1,0,2.0,3.0
2022-03-13 08:00:00,0,1,0,3,2,3,5,8,10,4,11,0,6,5,6,5,,6,4,0,4,3,2,3,2,6,1,5,0,0,0,4,0,1,3,0,0,2,2,1,2,0,5,9,3,7,3,6,2,3,3,2,1,1,0,0,0,2,3,5,6,2,1,0,0,1,3,5,5,6,0,0,2,0,1,0,3,0,0,0,0,0,1,0,0,0,0,2,3,4,2,3,2,3,5,,4,3,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5.0,0.0
2022-03-13 09:00:00,2,1,1,4,3,6,9,5,8,9,8,9,9,10,9,11,,11,7,10,9,5,8,5,4,8,7,2,2,6,0,0,0,0,0,0,1,3,1,0,3,4,6,8,8,5,4,3,4,2,3,1,3,0,0,0,0,8,12,13,1,11,8,4,5,3,3,4,7,10,9,6,4,3,2,2,0,0,0,0,0,0,2,3,0,2,3,1,4,5,3,2,3,4,4,,0,3,2,4,0,2,5,1,0,3,1,0,2,1,0,0,0,10.0,3.0
2022-03-13 10:00:00,0,1,2,2,4,2,7,6,8,9,9,10,11,13,10,9,,7,8,8,7,7,8,4,6,6,3,0,0,4,1,0,2,3,0,0,2,4,0,0,4,4,7,8,3,4,5,4,7,4,3,6,4,2,0,0,0,3,4,6,10,12,10,10,7,6,8,0,6,12,13,11,6,0,5,6,5,0,0,0,0,6,0,5,6,5,3,2,1,2,3,3,2,3,2,,0,0,2,4,0,2,3,4,5,3,2,1,0,0,0,0,0,8.0,5.0
2022-03-13 11:00:00,0,2,2,2,3,2,3,0,2,5,6,7,7,7,13,8,,8,9,8,9,7,7,6,5,4,3,3,2,0,0,2,0,1,0,0,6,3,2,3,5,5,8,10,9,6,5,5,5,3,1,4,3,1,0,0,0,1,2,3,4,5,5,7,6,7,9,9,10,16,17,15,7,4,6,4,7,0,0,0,8,7,4,6,5,5,5,5,4,4,2,1,0,1,2,,3,1,4,7,8,0,10,6,3,4,3,1,0,1,0,0,0,7.0,2.0
2022-03-13 12:00:00,0,3,1,4,2,5,6,7,5,8,7,8,11,16,15,14,,13,13,15,13,11,3,9,8,10,5,8,2,5,7,0,10,8,3,0,7,2,4,3,5,6,7,9,6,7,5,15,16,5,11,10,3,2,0,0,0,4,5,5,6,6,4,6,6,6,6,7,16,22,23,23,16,15,11,7,3,0,0,7,7,7,7,6,9,8,5,5,0,5,7,5,7,11,7,,12,11,12,11,10,9,7,5,0,6,2,4,2,2,1,0,0,11.0,8.0
2022-03-13 13:00:00,1,4,0,4,3,4,7,8,0,10,9,10,10,9,13,12,,5,14,15,13,12,13,10,9,8,7,9,8,3,7,0,6,6,5,0,8,7,6,4,7,8,10,16,15,11,12,11,12,12,4,13,2,3,0,0,2,5,5,7,6,8,6,6,5,6,13,9,13,16,15,12,11,10,9,7,4,0,0,0,6,5,4,6,7,6,6,7,8,6,6,5,4,4,6,,7,8,9,8,0,6,14,13,2,11,3,0,2,0,1,0,0,10.0,6.0
2022-03-13 14:00:00,2,2,0,0,3,4,6,8,7,9,9,6,8,9,7,8,,9,12,2,8,7,8,6,7,8,0,7,6,6,2,2,1,0,0,0,5,2,0,1,6,5,6,7,8,7,7,9,8,11,10,7,6,4,0,0,0,6,10,9,10,8,6,4,7,7,3,0,6,10,8,7,8,6,8,10,9,0,0,0,10,9,0,9,10,8,11,11,0,10,8,7,8,5,8,,4,0,7,5,6,7,6,5,5,3,1,3,0,2,0,0,0,7.0,5.0
2022-03-13 15:00:00,0,1,0,4,3,0,1,2,0,7,3,4,6,7,8,8,,6,7,6,7,7,8,7,7,11,0,4,9,10,0,9,0,7,0,0,6,3,5,0,7,10,11,14,10,11,10,9,8,8,4,0,6,1,0,0,0,2,4,5,4,5,4,6,8,9,9,5,10,5,7,5,5,6,5,10,11,0,0,8,7,9,4,10,11,9,5,10,11,10,9,7,8,7,7,,6,9,7,8,7,4,5,4,5,2,4,3,2,1,1,0,0,8.0,10.0
2022-03-13 16:00:00,0,2,0,4,2,7,9,9,8,5,4,7,9,3,8,2,,8,7,5,6,8,7,6,6,8,9,8,6,9,0,3,6,3,0,0,5,5,6,7,8,7,7,8,7,6,5,6,6,7,6,5,1,2,0,0,0,4,5,6,6,10,8,10,13,9,11,12,16,16,11,8,6,0,2,5,4,0,0,6,0,0,0,5,4,5,5,9,8,6,8,6,5,4,5,,5,10,9,13,11,12,11,12,11,6,8,6,5,4,3,1,0,6.0,7.0
2022-03-13 17:00:00,1,1,0,2,1,3,6,5,7,5,0,0,4,5,4,4,,3,5,4,5,2,0,4,4,4,3,6,0,4,2,5,3,4,0,0,3,4,6,7,8,7,9,13,6,10,4,7,6,4,5,4,4,8,0,0,0,9,5,12,11,12,12,11,10,12,8,7,6,5,3,1,5,3,3,7,7,0,0,0,0,0,0,8,7,7,7,10,12,13,12,4,6,5,6,,4,6,6,8,7,3,7,6,5,4,3,2,1,0,0,0,0,3.0,7.0
2022-03-13 18:00:00,0,1,0,1,2,0,3,2,5,4,4,0,0,5,4,5,,6,4,6,7,9,0,7,5,4,0,2,0,3,0,2,0,5,0,0,4,5,7,2,9,8,9,8,9,10,11,9,6,3,5,3,3,1,0,0,1,3,4,5,6,5,6,7,9,10,11,14,13,5,4,1,5,3,6,7,9,0,0,10,8,7,8,6,10,8,11,18,19,3,19,18,17,15,14,,11,5,11,11,7,5,6,0,1,4,2,0,0,0,0,0,0,4.0,11.0
2022-03-13 19:00:00,0,0,0,2,2,0,2,0,2,3,3,0,3,3,3,5,,9,11,8,9,9,12,10,13,11,6,4,2,0,7,0,0,4,0,0,6,7,8,0,9,4,5,7,7,6,6,5,7,6,5,1,2,2,0,0,0,3,5,6,0,6,9,7,3,7,12,13,13,8,6,5,3,0,5,6,7,0,0,0,5,6,8,9,9,9,8,11,15,16,13,12,15,12,9,,8,6,6,7,5,7,6,5,4,0,2,3,1,2,1,0,0,5.0,6.0
2022-03-13 20:00:00,0,1,0,2,2,0,3,4,3,5,6,6,7,7,9,7,,9,10,11,4,10,6,10,11,11,9,3,0,0,0,0,1,2,0,0,3,2,1,2,7,7,7,6,2,4,5,4,5,3,0,0,4,1,0,0,0,4,5,7,9,8,5,8,9,10,11,10,8,6,8,6,3,2,4,7,11,0,0,0,0,10,0,7,2,0,6,4,8,4,6,5,0,6,7,,8,0,5,4,0,3,4,4,5,3,3,0,1,4,2,1,0,7.0,8.0
2022-03-13 21:00:00,0,2,0,4,0,7,4,0,0,3,0,1,0,2,0,3,,4,7,8,6,7,0,5,5,5,4,0,4,0,1,0,0,2,0,0,2,5,6,3,11,10,11,9,0,9,4,8,6,4,2,0,1,5,0,0,0,8,9,8,7,9,5,8,8,7,10,8,8,7,5,6,5,0,4,6,5,0,0,0,6,7,9,13,15,11,11,10,9,0,10,8,8,5,6,,0,6,0,5,0,4,3,5,3,3,1,0,0,0,0,0,0,3.0,8.0
