Unnamed: 0,1_보성운수기종점,2_서울난향초등학교.난향동주민센터,3_관악산휴먼시아.신림푸르지오2차,4_관악산휴먼시아아파트1단지입구,5_삼성산주공아파트,6_산장아파트,7_삼성산성지,8_신우초등학교,9_미림여고.미림여자정보과학고,10_미림고개.고시촌입구,11_관악농협신림지점앞,12_영광메디컬센터,13_쑥고개입구,14_서원동문화교앞,15_신림사거리,16_패션문화의거리입구,17_롯데관악점.건강보험관악지사,18_보라매공원입구,19_신대방역,20_신사시장.평화교회,21_난곡사거리,22_신림청소년독서실.신림체육센터,23_난곡우체국사거리,24_신일교회앞,25_세이브마트앞,26_남강중고등학교입구,27_우림시장.난곡보건분소,28_난우중학교입구,29_신림복지관앞,30_서울난향초등학교.난향동주민센터,31_관악산휴먼시아.신림푸르지오2차,32_관악산휴먼시아아파트1단지입구,33_삼성산주공아파트,34_산장아파트,35_삼성산성지,36_신우초등학교,37_미림여고.미림여자정보과학고,38_미림고개.고시촌입구,39_관악농협신림지점앞,40_영광메디컬센터,41_쑥고개입구,42_서원동문화교앞,43_신림사거리,44_신림사거리.신림역,45_남부초등학교,46_호림박물관,47_신림청소년독서실.신림체육센터,48_난곡우체국사거리,49_신일교회앞,50_세이브마트앞,51_남강중고등학교입구,52_우림시장.난곡보건분소,53_난우중학교입구,54_신림복지관앞,55_보성운수기종점(가상)
2022-03-05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,3,1,4,5,3,7,9,9,8,12,9,11,6,2,3,0,2,0,0,4,0,5,4,1,0,5,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,0,1,1,2,0,0,2,5,6,8,7,4,2,2,3,3,5,4,2,2,3,2,4,0,3,4,3,3,2,4,3,0,2,1,2,4,4,7,6,6,4,4,3,0,3,2,0,0,0,1,1,0,0
2022-03-05 07:00:00,0,2,1,2,3,0,0,2,3,7,5,8,9,12,5,1,3,3,4,0,0,4,4,0,0,3,3,1,3,2,1,3,2,0,0,1,1,4,5,11,15,15,3,5,7,0,1,2,1,0,0,0,0,0,0
2022-03-05 08:00:00,6,1,4,2,3,4,4,0,6,9,10,17,22,24,7,3,3,2,8,4,8,9,11,9,8,8,7,8,5,9,8,9,9,10,0,11,9,12,15,16,18,16,4,9,9,0,2,8,6,4,3,3,0,0,0
2022-03-05 09:00:00,0,0,1,2,3,4,0,3,4,4,5,7,14,16,6,6,4,4,11,10,10,0,10,8,7,6,6,0,4,5,4,7,3,7,8,6,11,12,15,15,16,14,4,6,5,7,8,8,5,5,3,2,1,0,0
2022-03-05 10:00:00,0,1,3,5,4,5,0,6,7,9,12,20,23,22,10,6,6,7,10,0,9,8,12,4,8,11,11,9,5,3,5,6,3,7,0,7,9,14,16,17,21,23,6,10,9,4,10,10,9,6,4,2,1,1,0
2022-03-05 11:00:00,0,2,3,6,7,11,10,4,13,18,18,18,18,19,5,7,9,4,11,10,8,10,11,10,11,11,7,8,7,8,9,11,15,17,12,15,18,14,16,17,19,22,12,11,6,6,8,8,7,10,9,6,4,3,0
2022-03-05 12:00:00,0,1,3,4,0,5,4,3,8,10,14,20,31,35,6,5,8,9,10,0,7,8,9,8,11,14,15,17,16,16,13,15,15,16,0,15,19,18,28,31,31,33,4,9,8,10,8,7,5,5,4,4,3,2,0
2022-03-05 13:00:00,0,2,3,7,8,8,0,9,12,14,24,24,20,23,8,8,11,12,36,35,37,38,38,36,19,18,18,15,19,14,11,16,9,16,10,9,9,10,22,16,20,18,7,13,13,0,12,10,8,6,7,6,0,0,0
2022-03-05 14:00:00,0,0,1,0,0,3,0,3,7,10,14,17,22,25,3,5,11,0,22,23,24,23,23,20,32,27,26,22,17,14,10,9,10,9,9,10,11,7,12,16,13,17,11,21,22,21,22,22,19,21,18,8,2,1,0
2022-03-05 15:00:00,0,1,2,3,2,3,0,2,5,5,8,12,14,13,5,9,6,0,18,18,17,19,15,17,20,18,15,13,11,10,12,12,6,0,10,7,14,16,15,22,17,22,15,26,28,29,27,28,22,17,12,5,4,3,0
2022-03-05 16:00:00,0,1,6,5,4,0,7,8,10,11,17,15,19,16,6,6,10,10,25,21,26,28,27,23,23,22,18,17,16,12,10,10,13,14,10,13,13,16,19,21,22,24,16,27,29,30,28,16,26,20,14,9,6,3,0
2022-03-05 17:00:00,1,2,4,1,7,5,6,6,8,18,8,11,19,10,8,10,8,8,28,26,26,27,26,23,26,26,31,29,26,18,16,15,12,14,0,13,17,20,26,28,33,31,8,29,31,30,28,26,23,15,9,6,3,2,0
2022-03-05 18:00:00,0,2,1,3,1,8,0,9,10,14,24,26,30,25,5,7,9,7,19,18,19,20,21,17,14,11,10,6,0,8,2,1,0,1,2,0,3,3,9,4,7,10,12,18,18,18,18,15,16,12,10,5,3,0,0
2022-03-05 19:00:00,4,1,0,1,0,0,0,0,7,7,7,12,15,15,9,7,10,0,34,22,32,31,19,28,26,25,23,19,18,16,10,4,3,2,0,1,3,6,8,10,8,8,8,16,17,18,19,17,16,10,7,3,1,0,0
2022-03-05 20:00:00,15,1,2,0,0,1,0,0,0,1,6,6,2,0,3,5,10,0,20,16,21,23,21,15,17,12,11,9,8,12,6,5,4,7,0,2,10,9,10,7,4,1,5,22,0,23,19,16,18,12,9,4,2,1,0
2022-03-05 21:00:00,5,1,2,1,0,0,0,0,1,2,5,7,8,7,4,3,6,6,24,26,23,22,21,19,19,16,16,15,13,10,5,3,2,1,0,0,2,4,2,3,2,4,7,19,18,16,19,20,4,15,12,4,3,0,0
2022-03-05 22:00:00,0,1,2,1,0,0,0,0,2,1,4,2,4,4,4,5,5,4,26,24,22,15,23,19,17,13,9,9,8,7,3,3,2,2,0,0,1,0,4,7,3,3,6,24,13,21,22,19,18,12,8,4,3,2,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,2,4,0,0,5,6,5,3,2,19,3,20,7,10,18,17,12,9,7,5,6,4,3,1,0,0,2,2,1,5,7,8,7,6,25,4,7,16,23,22,19,14,7,5,3,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,1,0,0,0,0,1,0,3,4,6,7,9,10,11,5,2,2,1,3,0,0,3,4,4,2,0,3,0,1,2,0,1,2,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,1,1,1,0,0,1,3,5,2,3,5,7,3,2,1,0,4,4,0,0,3,1,4,2,0,2,0,1,0,0,0,0,0,0,1,2,3,3,0,2,1,4,5,0,2,4,1,0,2,0,0,1,0
2022-03-06 07:00:00,3,1,2,1,0,1,0,0,0,0,3,4,6,6,2,1,0,0,4,0,2,0,5,4,4,5,9,10,7,5,5,3,2,0,0,0,1,2,4,5,6,5,1,0,2,0,1,1,0,0,0,0,0,0,0
2022-03-06 08:00:00,0,1,2,4,3,1,0,0,1,2,4,8,12,13,4,2,2,0,11,13,12,11,0,2,6,5,7,2,0,6,7,6,5,0,0,4,9,6,7,10,14,16,4,6,7,2,5,3,0,2,0,2,1,1,0
2022-03-06 09:00:00,2,0,0,1,2,4,0,0,6,7,9,9,13,10,5,5,4,3,6,5,6,8,7,8,8,8,9,8,7,4,4,6,5,6,0,1,7,6,8,11,13,12,5,10,10,4,9,8,0,4,2,0,1,0,0
2022-03-06 10:00:00,0,1,4,4,0,7,6,5,7,8,12,15,6,16,4,4,5,7,13,13,12,11,10,7,8,7,6,5,5,4,4,7,10,11,12,13,14,13,14,15,20,18,7,13,13,15,14,14,13,12,11,8,3,0,0
2022-03-06 11:00:00,0,1,3,5,5,6,0,7,8,10,13,20,22,22,6,6,7,6,11,6,10,4,7,2,8,9,8,7,5,4,3,4,0,8,7,6,5,7,7,7,7,19,8,6,5,4,4,1,0,3,2,3,0,0,0
2022-03-06 12:00:00,0,5,6,10,8,9,0,8,10,10,12,20,21,21,9,8,7,9,10,8,7,7,10,0,5,3,10,8,4,1,8,9,8,10,8,9,10,10,14,16,17,16,8,10,13,10,9,0,5,4,6,5,4,0,0
2022-03-06 13:00:00,0,2,2,5,6,8,10,9,12,14,16,22,26,26,10,7,7,10,13,0,10,12,12,10,3,7,7,8,2,0,7,7,4,0,7,4,1,7,11,15,20,22,18,14,11,11,8,6,5,8,7,3,2,0,0
2022-03-06 14:00:00,0,0,2,4,6,7,8,7,6,13,17,21,26,26,8,8,14,15,24,23,21,23,21,22,18,15,14,13,2,12,7,7,5,7,4,6,0,8,11,17,20,21,5,15,21,20,16,15,6,13,12,9,8,5,0
2022-03-06 15:00:00,0,2,3,6,7,9,3,0,6,7,13,14,15,13,8,8,8,7,20,7,19,29,30,30,24,24,22,17,14,15,11,12,13,14,0,9,16,13,11,13,14,17,10,19,20,23,19,15,12,8,7,5,4,3,1
2022-03-06 16:00:00,0,1,2,3,3,4,10,11,12,7,14,12,17,17,4,9,16,16,22,11,22,23,21,19,15,12,15,14,4,13,7,6,7,0,3,2,6,7,9,14,14,11,12,24,25,25,25,20,14,14,10,8,6,7,0
2022-03-06 17:00:00,0,0,2,2,5,8,0,0,15,18,20,21,24,26,8,6,12,12,25,25,23,20,19,18,18,16,16,15,10,12,8,11,14,0,0,3,15,13,22,24,28,23,11,12,11,13,12,12,10,9,9,6,1,0,0
2022-03-06 18:00:00,0,0,1,0,0,1,0,0,2,0,18,23,24,22,7,8,14,13,21,20,21,20,17,15,15,17,13,12,8,9,4,3,2,2,0,0,3,2,7,10,11,16,13,34,35,37,35,34,30,20,17,6,5,4,0
2022-03-06 19:00:00,0,2,1,2,0,0,1,0,3,4,0,5,0,5,3,4,11,12,28,26,23,18,19,18,19,18,17,16,15,13,8,6,3,0,0,1,1,3,6,4,7,9,6,8,0,0,5,7,6,5,6,4,3,1,0
2022-03-06 20:00:00,0,1,0,0,0,2,0,2,3,4,9,10,0,0,6,3,12,4,33,31,27,25,22,18,14,13,17,16,16,15,3,3,0,0,0,0,1,3,4,6,6,5,10,19,14,13,20,16,11,11,8,4,3,0,0
2022-03-06 21:00:00,0,0,0,0,0,0,0,1,2,1,5,6,5,0,3,2,5,4,11,0,16,16,11,0,9,10,11,2,0,10,9,8,5,4,0,0,2,2,5,6,7,6,7,16,18,0,17,18,0,14,10,2,0,1,0
2022-03-06 22:00:00,1,0,0,0,0,0,0,0,1,2,1,3,5,3,3,6,7,8,16,13,17,16,14,13,11,10,7,4,2,4,2,1,0,0,0,0,1,1,6,0,0,4,5,13,14,0,14,12,7,11,10,4,3,1,0
2022-03-06 23:00:00,0,0,0,1,0,0,0,0,0,1,4,0,4,3,4,11,10,6,19,10,20,18,14,8,11,9,6,6,6,5,2,1,0,0,0,0,1,2,2,0,1,0,4,19,20,19,19,18,16,15,13,4,3,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,3,2,4,5,6,6,0,3,10,10,9,14,15,14,7,4,5,6,6,3,0,8,8,8,7,6,0,0,0,3,3,2,1,0,0,0,5,7,9,9,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,1,2,6,2,6,0,7,10,14,13,15,18,17,5,3,2,1,4,3,0,2,3,1,6,7,8,10,9,10,9,9,5,12,2,13,19,19,20,17,8,16,3,7,6,0,3,1,1,4,1,1,0,0,0
2022-03-07 07:00:00,6,5,10,17,18,20,0,23,28,41,46,47,49,45,13,5,3,5,13,11,12,11,10,4,9,11,11,13,5,11,19,19,21,25,22,24,25,33,40,26,29,23,4,10,19,18,3,17,15,13,6,5,2,0,0
2022-03-07 08:00:00,5,2,5,13,15,12,0,13,22,33,40,46,50,47,8,18,4,3,12,12,11,12,11,9,10,11,11,10,11,10,9,14,16,19,0,19,18,23,25,44,58,50,6,11,10,10,8,9,9,8,5,4,2,0,0
2022-03-07 09:00:00,0,1,5,6,7,7,0,0,10,16,20,23,31,30,9,10,5,5,13,9,11,12,13,8,11,13,11,7,10,7,8,10,13,14,0,11,17,17,26,31,40,34,8,11,10,10,4,5,2,4,4,1,0,0,0
2022-03-07 10:00:00,0,1,3,5,0,6,6,5,7,11,9,12,15,13,7,4,9,10,13,10,11,9,8,6,10,9,10,12,2,10,7,4,2,1,0,0,6,11,10,10,11,9,7,6,6,4,8,8,7,5,5,3,0,2,0
2022-03-07 11:00:00,0,3,4,6,1,2,0,2,7,9,8,11,10,9,3,5,12,12,17,0,14,13,8,12,12,13,11,12,7,7,7,9,8,2,1,7,9,8,7,6,7,6,3,5,5,3,4,5,9,7,6,5,3,1,0
2022-03-07 12:00:00,0,1,3,4,0,6,0,0,7,9,11,10,11,8,3,3,7,7,14,0,17,16,16,15,14,12,11,9,13,13,8,9,6,4,0,5,9,9,9,11,14,13,4,15,18,17,13,8,6,8,9,8,5,0,0
2022-03-07 13:00:00,0,2,1,1,3,4,0,0,6,6,8,10,5,11,6,7,17,9,22,20,11,13,15,14,16,14,11,10,6,9,5,4,4,0,0,3,4,5,10,12,13,13,8,17,20,22,22,20,18,12,12,10,4,4,0
2022-03-07 14:00:00,0,1,1,2,5,2,0,6,0,8,14,21,8,10,8,9,13,4,21,22,21,19,18,16,17,20,22,36,36,30,12,10,7,5,10,10,11,12,13,16,18,19,8,15,16,16,13,15,13,6,5,4,0,2,0
2022-03-07 15:00:00,1,2,4,5,4,6,0,7,6,5,8,4,9,11,7,10,18,18,26,23,23,24,22,20,19,19,17,7,16,13,10,8,9,8,0,7,11,14,15,15,15,16,14,22,26,27,27,25,23,16,12,8,6,5,0
2022-03-07 16:00:00,0,2,3,0,4,2,4,2,12,22,7,24,25,12,13,11,12,16,31,30,31,29,29,27,29,29,33,31,30,27,12,11,9,9,0,7,18,25,23,22,25,24,13,22,19,23,27,24,20,17,14,7,4,3,0
2022-03-07 17:00:00,1,6,5,4,2,5,0,3,7,12,16,17,17,18,13,7,11,9,30,26,29,26,24,23,25,23,20,19,18,12,7,8,2,9,3,7,7,8,9,13,15,20,18,27,21,21,23,20,19,12,8,7,6,3,0
2022-03-07 18:00:00,1,1,2,3,4,0,5,0,6,8,11,14,16,22,9,10,20,20,51,53,55,54,52,45,43,26,24,24,23,20,9,7,4,3,0,5,7,8,19,20,19,19,19,36,37,35,35,31,28,23,16,6,4,3,0
2022-03-07 19:00:00,0,2,2,3,1,3,0,0,2,2,7,7,7,7,6,11,15,13,40,43,43,42,40,38,41,35,28,26,20,18,5,4,1,3,0,0,5,6,11,9,12,5,16,44,43,41,37,29,36,26,16,8,6,3,0
2022-03-07 20:00:00,0,1,2,0,0,2,0,0,1,3,2,3,4,5,4,6,8,5,29,24,27,26,23,22,21,19,18,17,16,12,6,3,5,0,2,0,2,4,13,12,13,12,7,19,20,21,20,18,16,12,9,4,3,2,0
2022-03-07 21:00:00,0,2,0,2,0,1,0,0,1,0,3,4,4,5,4,8,10,8,24,25,24,24,23,22,21,20,12,12,11,10,6,3,2,0,0,1,1,3,4,6,6,2,8,15,13,16,17,10,15,15,9,6,3,2,0
2022-03-07 22:00:00,0,1,0,1,0,1,0,2,3,4,12,6,11,10,7,5,9,7,34,32,33,32,15,14,18,19,13,12,11,10,10,3,1,0,0,0,0,3,5,5,6,2,4,21,22,21,21,18,15,14,11,4,1,2,0
2022-03-07 23:00:00,0,0,0,0,0,0,0,0,0,0,2,0,1,1,5,2,4,4,16,15,14,13,30,28,27,18,13,8,7,6,6,3,1,2,0,0,0,1,4,4,0,3,6,27,0,9,3,25,23,20,17,5,4,3,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,0,2,2,3,0,4,0,5,6,8,9,13,15,16,8,6,5,4,3,4,0,6,6,6,7,6,5,0,0,5,2,1,1,0,0,2,3,4,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 06:00:00,0,3,5,8,7,7,0,8,10,11,9,10,10,13,4,4,5,4,10,9,8,7,3,0,8,7,5,6,5,4,3,3,2,0,1,0,4,9,11,6,9,10,4,5,1,0,1,0,0,2,1,0,0,0,0
2022-03-08 07:00:00,0,4,14,25,27,36,0,35,43,51,53,54,27,51,6,7,6,7,10,9,6,12,9,12,15,14,18,16,4,15,19,27,28,29,11,28,17,22,24,36,52,52,5,9,10,9,8,8,6,4,6,3,2,0,0
2022-03-08 08:00:00,0,1,6,15,15,18,11,19,21,22,33,40,53,53,10,22,4,4,22,24,23,23,24,19,19,18,15,14,11,6,6,10,10,9,0,7,16,19,21,24,35,36,4,5,3,3,10,1,9,2,8,5,4,3,0
2022-03-08 09:00:00,0,1,4,9,10,11,0,6,9,14,17,15,26,40,7,14,5,6,12,12,11,11,9,10,10,9,8,4,3,6,5,9,4,5,1,5,8,14,20,21,27,33,4,7,9,3,7,6,5,4,1,1,0,0,0
2022-03-08 10:00:00,0,1,2,3,2,4,3,0,4,5,6,11,10,13,11,7,6,7,10,6,8,10,8,6,7,7,8,8,6,10,10,10,6,4,0,3,8,7,6,11,17,14,4,9,10,3,3,8,6,4,3,1,0,0,0
2022-03-08 11:00:00,0,0,1,1,2,2,0,0,3,6,9,9,12,14,5,5,6,4,10,11,11,12,15,9,13,13,13,12,12,9,7,4,7,8,3,7,6,9,9,11,15,18,6,10,4,7,6,2,2,5,4,2,0,1,0
2022-03-08 12:00:00,0,1,3,5,6,8,0,1,9,11,12,11,15,14,4,6,10,10,9,8,0,10,9,8,11,14,16,15,15,12,11,16,15,16,17,3,14,16,18,17,19,17,6,7,6,5,9,8,6,2,2,4,0,0,0
2022-03-08 13:00:00,0,2,4,4,5,8,0,0,7,11,18,20,21,17,5,8,10,12,14,9,10,12,15,17,15,14,11,12,9,8,5,0,4,5,0,0,5,0,6,5,6,7,4,5,2,11,6,7,5,3,4,2,1,0,0
2022-03-08 14:00:00,0,0,2,0,3,0,0,4,3,5,8,11,12,13,4,5,17,15,23,22,22,25,25,23,22,20,19,18,15,11,8,9,6,4,3,4,7,6,5,6,10,10,6,10,8,9,10,8,7,6,0,4,1,3,0
2022-03-08 15:00:00,0,4,5,8,4,6,5,4,2,6,9,15,11,11,3,5,16,16,24,25,26,23,21,19,20,30,32,34,37,33,11,6,4,0,0,5,8,9,10,10,11,16,15,21,26,19,31,27,22,13,10,6,8,3,0
2022-03-08 16:00:00,0,2,6,7,6,7,8,6,28,39,37,16,36,31,15,17,22,21,36,35,33,39,35,33,32,28,32,31,28,26,10,7,5,7,6,6,23,42,45,44,46,41,16,34,32,31,28,18,15,14,13,8,6,5,0
2022-03-08 17:00:00,1,1,7,12,11,14,0,11,15,19,29,32,29,26,9,12,18,18,40,0,38,44,42,40,36,40,29,28,24,20,10,9,9,10,0,5,8,6,7,28,30,29,14,34,32,33,34,32,27,21,14,10,8,5,0
2022-03-08 18:00:00,1,1,2,4,3,2,3,0,8,13,30,34,31,29,10,10,26,23,46,30,45,47,41,43,42,41,34,31,30,21,9,7,4,6,0,5,7,8,11,13,10,9,12,35,36,37,38,33,26,21,14,4,3,2,0
2022-03-08 19:00:00,5,4,4,4,3,0,0,0,3,3,7,2,10,9,8,7,12,22,64,42,62,59,55,43,39,37,34,32,27,21,12,9,7,6,8,6,4,5,9,10,12,10,17,49,36,48,46,42,37,31,23,13,10,7,0
2022-03-08 20:00:00,1,0,1,0,0,2,2,0,4,5,8,10,9,10,6,7,17,18,34,37,37,33,28,32,29,27,19,18,18,15,8,6,5,3,0,2,2,2,7,8,7,7,8,25,26,27,27,25,20,17,13,8,7,5,0
2022-03-08 21:00:00,0,2,3,2,1,0,0,0,3,0,12,3,11,11,4,3,8,6,26,28,29,27,26,13,24,23,19,18,17,15,7,5,4,2,2,1,3,2,8,7,8,6,11,18,16,9,15,12,16,11,13,8,6,3,0
2022-03-08 22:00:00,0,0,2,1,2,3,1,0,4,1,4,5,4,6,4,5,8,7,23,0,23,25,22,23,25,21,15,14,13,12,6,2,0,1,6,7,6,4,6,8,10,4,7,36,38,39,34,32,29,27,22,8,4,3,0
2022-03-08 23:00:00,0,1,0,0,1,0,0,0,2,0,4,0,1,3,3,5,5,4,24,25,27,7,0,23,19,14,13,12,9,4,5,4,0,0,0,3,0,0,5,6,5,6,6,14,15,16,16,13,12,9,8,4,3,0,0
2022-03-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 05:00:00,2,1,1,3,4,5,0,6,8,7,8,11,13,14,6,2,3,0,3,2,0,4,4,3,3,4,4,3,0,0,2,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 06:00:00,0,1,3,4,0,4,3,4,5,4,8,6,6,12,3,1,2,2,4,3,2,0,5,2,5,3,6,8,7,5,3,1,2,0,1,4,2,2,4,5,7,6,2,3,2,0,2,1,0,0,0,0,0,0,0
2022-03-09 07:00:00,0,1,3,3,1,4,0,0,6,8,9,5,9,11,2,1,2,0,8,0,0,7,6,6,5,1,6,5,4,3,3,0,4,6,0,2,7,9,5,7,9,9,1,6,7,7,6,4,0,3,2,0,1,0,0
2022-03-09 08:00:00,0,0,1,3,4,5,0,7,4,10,15,15,16,14,3,3,3,2,4,5,4,5,1,4,6,7,8,0,7,3,6,6,8,6,5,6,8,8,11,12,14,14,5,4,5,5,4,3,2,3,1,1,0,0,0
2022-03-09 09:00:00,0,2,3,5,6,2,1,3,7,9,10,12,11,11,8,5,4,6,12,11,9,8,8,7,8,7,5,5,1,2,3,5,6,2,1,7,5,8,6,8,9,12,6,1,3,3,2,1,0,0,1,0,0,0,0
2022-03-09 10:00:00,0,2,4,5,6,8,0,7,9,9,12,15,18,17,4,3,5,4,9,0,0,9,7,0,7,6,10,7,6,6,6,8,0,6,0,7,10,12,19,21,26,23,5,4,1,2,3,3,2,2,0,3,2,0,0
2022-03-09 11:00:00,0,4,6,6,10,12,0,13,17,23,28,31,33,31,7,5,8,5,10,0,0,10,11,9,9,9,11,0,11,13,7,7,7,7,6,6,10,13,16,21,26,24,5,7,6,0,7,0,6,4,0,4,0,2,0
2022-03-09 12:00:00,0,4,6,7,8,10,0,9,9,11,15,19,23,23,6,3,7,7,12,11,11,14,12,13,15,15,17,16,10,14,9,10,12,0,3,13,13,15,18,20,26,26,5,10,10,11,11,8,5,6,4,1,1,0,0
2022-03-09 13:00:00,3,2,4,6,6,7,0,6,7,8,19,28,45,44,16,12,13,12,9,10,9,12,11,9,8,11,12,10,10,9,8,9,10,14,0,0,14,13,12,5,14,20,4,12,13,11,11,13,11,14,8,6,3,0,0
2022-03-09 14:00:00,0,3,6,7,5,0,0,4,6,10,13,19,24,23,6,4,7,8,17,16,17,18,17,14,13,13,12,10,9,7,10,9,8,10,0,0,11,10,7,9,11,18,9,14,12,12,10,9,6,4,2,1,3,0,0
2022-03-09 15:00:00,0,0,1,6,7,0,8,9,11,14,18,21,19,2,4,9,16,11,28,29,27,24,26,25,24,25,20,18,19,14,11,7,6,7,0,5,5,5,7,10,13,13,5,21,23,23,19,19,18,12,7,6,3,2,0
