Unnamed: 0,1_보성운수기종점,2_서울난향초등학교.난향동주민센터,3_관악산휴먼시아.신림푸르지오2차,4_관악산휴먼시아아파트1단지입구,5_삼성산주공아파트,6_산장아파트,7_삼성산성지,8_신우초등학교,9_미림여고.미림여자정보과학고,10_미림고개.고시촌입구,11_관악농협신림지점앞,12_영광메디컬센터,13_쑥고개입구,14_서원동문화교앞,15_신림사거리,16_패션문화의거리입구,17_롯데관악점.건강보험관악지사,18_보라매공원입구,19_신대방역,20_신사시장.평화교회,21_난곡사거리,22_신림청소년독서실.신림체육센터,23_난곡우체국사거리,24_신일교회앞,25_세이브마트앞,26_남강중고등학교입구,27_우림시장.난곡보건분소,28_난우중학교입구,29_신림복지관앞,30_서울난향초등학교.난향동주민센터,31_관악산휴먼시아.신림푸르지오2차,32_관악산휴먼시아아파트1단지입구,33_삼성산주공아파트,34_산장아파트,35_삼성산성지,36_신우초등학교,37_미림여고.미림여자정보과학고,38_미림고개.고시촌입구,39_관악농협신림지점앞,40_영광메디컬센터,41_쑥고개입구,42_서원동문화교앞,43_신림사거리,44_신림사거리.신림역,45_남부초등학교,46_호림박물관,47_신림청소년독서실.신림체육센터,48_난곡우체국사거리,49_신일교회앞,50_세이브마트앞,51_남강중고등학교입구,52_우림시장.난곡보건분소,53_난우중학교입구,54_신림복지관앞,55_보성운수기종점(가상)
2022-04-14 16:00:00,0,3,6,9,12,13,0,15,32,41,45,45,42,35,17,16,9,6,27,26,26,22,27,26,22,24,25,29,29,25,11,7,7,3,6,7,18,24,27,24,30,28,28,42,35,37,31,27,20,16,10,7,5,3,0
2022-04-14 17:00:00,2,1,5,3,4,5,0,1,6,9,9,10,12,12,7,8,23,22,26,28,25,26,28,26,29,24,23,24,24,25,17,17,14,15,14,11,15,12,12,14,12,13,10,25,26,32,32,31,28,24,20,10,7,4,0
2022-04-14 18:00:00,0,5,4,4,6,4,6,5,8,11,15,18,21,18,14,11,39,21,46,47,46,47,44,41,39,37,36,34,33,27,13,12,11,14,0,13,15,19,27,16,27,25,16,44,46,50,50,44,38,27,14,8,5,5,0
2022-04-14 19:00:00,0,0,4,5,3,5,0,0,4,4,9,13,13,22,11,12,12,18,56,57,54,50,49,43,40,33,27,24,22,17,7,5,4,0,0,0,3,4,8,11,15,13,13,38,41,39,40,37,32,29,22,9,6,5,0
2022-04-14 20:00:00,0,0,0,2,0,1,0,0,8,11,12,5,12,7,7,6,9,8,23,20,21,20,20,27,27,25,20,18,23,20,9,4,3,0,0,2,7,15,16,17,5,11,11,27,28,11,24,23,21,19,17,9,7,4,0
2022-04-14 21:00:00,3,0,0,2,0,0,0,0,2,1,8,5,9,7,8,10,11,10,35,25,23,23,24,21,20,17,16,9,15,14,6,4,2,1,0,0,3,2,10,11,6,7,6,17,10,15,15,15,14,12,9,5,4,2,1
2022-04-14 22:00:00,0,2,0,1,0,0,0,0,4,3,7,0,7,8,5,4,8,5,30,31,34,34,36,35,31,27,24,21,20,15,7,2,1,1,0,0,1,7,10,11,12,12,12,32,31,30,27,24,23,20,16,7,5,3,0
2022-04-14 23:00:00,0,0,0,0,0,0,0,0,1,0,2,5,3,3,4,3,4,2,25,24,21,18,15,13,10,8,6,4,7,8,2,1,0,0,0,0,2,1,3,2,3,0,4,23,0,7,26,5,25,20,14,6,3,2,0
2022-04-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 05:00:00,0,1,2,4,2,4,0,6,12,17,20,25,33,31,14,8,5,0,6,0,3,5,2,6,7,6,4,0,1,4,3,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 06:00:00,0,1,4,8,7,4,0,9,10,12,14,13,17,16,5,3,1,2,5,5,0,6,3,5,7,3,4,6,4,3,6,9,10,8,0,7,11,12,7,7,8,8,2,3,3,5,6,3,5,6,5,4,3,2,0
2022-04-15 07:00:00,0,2,8,14,17,21,19,18,23,27,29,33,43,51,8,12,3,2,12,14,0,14,14,16,19,18,20,20,13,21,32,42,43,47,0,48,27,38,42,44,53,45,8,6,4,2,0,3,4,2,2,4,0,3,0
2022-04-15 08:00:00,0,1,9,16,21,27,8,24,31,43,44,50,52,51,11,32,6,5,16,15,13,16,9,14,13,13,15,14,12,11,8,9,12,17,13,13,19,26,29,36,43,45,6,10,12,0,7,10,8,9,6,4,2,1,0
2022-04-15 09:00:00,0,1,5,7,5,9,10,0,15,20,26,35,54,54,12,8,5,4,9,8,7,8,11,10,9,11,7,4,6,8,9,11,11,14,8,9,19,22,19,17,22,27,6,5,6,6,9,7,7,6,6,6,2,1,0
2022-04-15 10:00:00,0,1,3,5,6,8,0,0,9,11,12,16,16,16,9,9,5,5,11,3,10,6,8,8,11,10,12,10,8,7,7,7,6,4,5,5,6,13,11,13,18,18,6,7,7,7,8,6,5,3,2,1,0,0,0
2022-04-15 11:00:00,0,1,5,5,0,6,0,4,7,10,16,17,6,19,7,5,9,10,13,14,14,10,9,10,11,9,8,9,8,8,7,7,6,7,6,4,7,8,8,12,17,14,6,8,9,3,8,9,8,6,2,5,4,1,0
2022-04-15 12:00:00,0,3,6,3,5,7,6,8,9,9,12,14,23,24,9,6,7,6,19,12,20,20,19,17,16,14,12,10,0,9,5,9,5,3,0,4,10,9,12,12,13,13,8,12,12,10,11,10,9,7,6,3,2,1,0
2022-04-15 13:00:00,0,3,3,5,3,6,0,0,10,13,16,15,14,12,5,6,15,14,19,0,19,18,17,16,17,13,14,13,12,10,7,9,8,5,0,3,10,9,13,14,18,16,4,8,5,4,7,3,2,2,4,1,0,2,0
2022-04-15 14:00:00,0,0,1,4,2,0,0,5,10,9,14,17,10,18,6,7,13,12,25,26,25,17,20,21,24,23,22,47,46,39,12,5,5,7,0,9,13,13,16,13,15,16,8,13,13,11,11,10,8,6,5,3,2,1,0
2022-04-15 15:00:00,0,1,4,5,5,8,0,1,27,34,37,42,42,40,8,9,17,14,31,32,32,30,26,24,19,15,21,21,15,17,13,13,12,13,0,12,15,15,15,20,22,24,10,20,21,21,20,20,15,13,15,13,6,1,0
2022-04-15 16:00:00,0,4,2,3,4,5,0,5,21,27,30,32,32,30,17,14,13,12,18,20,20,29,27,22,21,28,29,31,28,25,12,11,10,5,11,6,16,23,23,24,22,20,16,38,30,30,29,27,20,19,17,11,9,8,0
2022-04-15 17:00:00,0,1,3,4,2,5,5,6,11,15,27,28,30,29,15,10,17,16,43,44,43,42,38,36,35,35,30,30,25,22,13,11,15,16,9,10,14,11,15,20,16,19,10,36,36,36,32,26,23,19,17,8,6,5,0
2022-04-15 18:00:00,0,2,4,4,5,7,4,8,9,15,25,25,33,30,14,13,24,25,52,48,50,48,47,43,38,31,30,26,20,16,7,5,4,7,0,8,11,13,17,25,29,28,13,33,34,35,33,31,28,25,20,10,10,6,0
2022-04-15 19:00:00,1,5,4,2,1,4,0,4,6,7,9,10,13,21,7,11,18,20,46,47,46,46,42,41,36,33,28,26,22,19,6,4,3,4,0,5,6,7,9,21,26,26,25,51,47,46,40,37,36,32,23,12,8,7,0
2022-04-15 20:00:00,0,1,0,2,1,0,0,0,6,2,10,0,12,10,4,3,10,11,33,32,32,30,29,28,29,29,22,21,17,20,11,10,8,8,0,7,6,10,11,12,14,16,13,14,17,19,35,32,32,20,12,7,5,3,0
2022-04-15 21:00:00,0,0,2,1,0,0,0,0,1,3,5,6,0,7,8,9,18,15,34,32,34,32,30,28,22,23,16,14,17,13,7,5,1,4,0,0,7,6,5,7,7,6,9,19,18,16,15,15,15,9,9,6,2,2,0
2022-04-15 22:00:00,0,3,2,0,1,0,0,2,1,2,4,4,1,7,5,5,7,5,29,30,33,34,33,30,27,26,23,20,17,19,7,4,2,3,0,1,3,3,11,12,12,9,8,26,25,26,25,25,22,19,14,7,4,2,0
2022-04-15 23:00:00,0,0,1,0,0,0,0,0,1,1,5,4,6,2,5,5,7,6,19,26,29,25,19,20,20,19,12,8,9,8,3,1,1,0,0,0,0,1,4,2,5,3,5,21,22,0,21,19,18,11,9,4,1,3,0
2022-04-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
