Unnamed: 0,1_중곡초등학교,2_방약국앞,3_면남초등학교,4_지하철7호선사가정역,5_사가정역,6_면목두산아파트2차,7_사가정센트럴아이파크아파트,8_장안교앞,9_장안2동주민센터,10_장안동현대아파트앞,11_휘경여중고휘경주공아파트,12_서울준법지원센터.동성빌라,13_동일스위트리버앞.휘봉고교,14_휘경유수지견인차고지앞,15_휘봉초등학교,16_한국산업인력공단서울지역본부,17_동부아동상담소.동국대부속중고,18_장안삼성래미안2차아파트,19_장안삼성래미안2차아파트.성복교회,20_장안현대홈타운앞,21_구민회관앞,22_파라브아파트,23_장한평,24_장한평역,25_북한연구소앞,26_우리은행장안지점앞,27_현대벤처빌,28_(구)경남호텔앞,29_장안동삼성쉐르빌아파트,30_장안사거리,31_동대문구.성동구선거관리위원회,32_촬영소사거리.우성그린아파트,33_전곡시장앞,34_배봉초등학교.전농우성아파트,35_전동초등학교.전농동SK아파트,36_전농사거리,37_전농래미안크레시티아파트,38_동대문중학교,39_래미안크레시티.답십리도서관,40_롯데캐슬노블레스,41_청량리역6번출구,42_청량리.청과물도매시장,43_제기동역.서울약령시,44_용두동사거리.한국의류시험연구원,45_신설동역,46_동묘앞,47_동대문(흥인지문),48_종로중부새마을금고,49_동대문역사문화공원,50_동대문역사문화공원,51_충무아트센터.스포츠센터.중부소방서,52_신당동떡볶이타운.중구여성플라자,53_청구역,54_동화동,55_신당동삼성아파트,56_신금호역,57_금호고등학교.금호자이1차아파트입구,58_래미안하이리버아파트,59_금호사거리,60_금남시장앞.백범학원터,61_금옥초등학교앞,62_옥수삼성아파트.래미안옥수리버젠,63_극동그린아파트앞,64_극동그린아파트,65_옥수삼성아파트.래미안옥수리버젠,66_미타사입구,67_금옥초등학교앞,68_금남시장앞.백범학원터,69_금호사거리,70_금호동벽산아파트,71_금호고등학교,72_신금호역,73_대현산배수지공원입구,74_신당동대우푸르지오,75_동화동,76_청구역,77_신당동떡볶이타운.중구여성플라자,78_충무아트센터.스포츠센터.중부소방서,79_동대문역사문화공원,80_동대문역.흥인지문,81_동묘앞,82_신설동역,83_용두동사거리,84_제기동역.서울약령시,85_청량리수산시장,86_청량리역6번출구,87_전농시장앞,88_동대문구답십리도서관앞,89_동대문중학교,90_대한노인회동대문구지회,91_전농사거리,92_전동초등학교.전농동SK아파트,93_배봉초등학교.전농우성아파트,94_전곡시장앞,95_답십리촬영소.우성그린아파트,96_동대문구.성동구선거관리위원회,97_장안동삼성쉐르빌아파트앞,98_국민은행장안동지점,99_장안현대홈타운앞,100_구민회관앞,101_파라브아파트,102_장한평,103_장한평역,104_북한연구소앞,105_우리은행장안지점앞,106_현대벤처빌,107_(구)경남호텔앞,108_장안동삼성쉐르빌아파트,109_새서울병원,110_NH농협장안평지점,111_장안동근린공원,112_장안교은석초등학교,113_홈플러스면목동점,114_면목두산아파트2차,115_사가정역,116_면목시장,117_면남초등학교,118_방약국앞,119_중곡초등학교,55_신당동삼성아파트.금호여중,74_신당동대우푸르지오.금호여중
2022-03-05 04:00:00,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-05 05:00:00,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,3,2,3,2,3,3,2,2,2,3,3,0,1,2,5,1,1,6,0,6,7,5,4,5,0,4,2,1,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-05 06:00:00,1,0,0,1,5,1,3,0,0,0,0,0,0,0,3,2,0,1,0,4,5,6,9,7,0,7,2,5,1,1,3,3,5,5,6,7,8,0,7,8,7,6,5,3,2,2,1,0,1,0,0,1,1,1,0.0,1,0,1,0,1,2,1,0,0,1,0,0,0,1,3,1,2,3,0.0,4,2,0,3,3,2,1,3,2,3,3,0,3,0,0,1,2,0,0,0,1,0,0,1,0,3,2,3,7,8,0,1,6,4,3,0,0,0,0,0,0,0,0,0,0,,
2022-03-05 07:00:00,0,1,0,0,3,0,4,3,0,0,0,0,0,0,2,1,3,1,0,4,6,0,7,7,7,0,6,3,4,3,3,3,5,7,9,10,11,7,8,9,7,6,4,6,5,4,7,6,6,0,5,0,6,2,7.0,2,2,1,0,0,0,0,0,1,0,0,1,4,5,5,5,5,6,5.0,7,7,5,3,4,3,2,5,3,4,5,3,0,0,2,4,4,1,3,3,4,1,3,2,0,2,2,3,16,0,14,9,6,4,1,1,0,2,2,2,0,0,0,0,0,,
2022-03-05 08:00:00,0,1,0,0,4,0,0,0,5,0,1,0,2,3,5,4,5,7,6,8,6,8,9,13,12,13,15,12,10,9,8,9,10,14,16,17,19,17,19,20,18,14,13,12,11,9,4,3,2,0,2,3,6,7,9.0,12,13,10,4,1,0,2,1,2,3,2,2,4,3,4,4,4,5,6.0,9,8,9,6,5,7,6,7,8,7,9,8,9,3,9,8,7,8,6,4,4,2,0,3,5,6,9,6,7,6,7,7,7,2,5,6,7,12,12,3,1,1,0,0,0,,
2022-03-05 09:00:00,2,4,2,0,4,0,4,1,0,4,0,0,1,1,2,2,0,3,0,7,8,7,6,7,5,6,10,12,4,7,5,8,9,11,13,13,15,14,15,15,14,10,9,6,6,5,3,3,1,0,4,6,3,4,2.0,4,0,2,0,2,0,0,0,0,2,0,0,2,3,4,4,5,5,6.0,9,8,8,6,5,4,3,7,1,9,18,18,18,22,22,23,23,22,11,10,13,9,4,2,8,11,15,12,15,7,14,14,11,6,4,3,5,5,7,6,1,0,2,0,0,,
2022-03-05 10:00:00,3,3,5,2,3,3,2,0,0,0,0,0,2,3,1,4,0,6,5,7,7,8,5,7,8,8,6,5,7,8,5,10,10,9,8,9,7,10,11,13,13,10,9,11,7,8,8,7,2,3,1,5,5,4,4.0,6,7,8,6,4,0,1,2,1,5,0,5,8,9,0,10,7,4,4.0,10,9,9,8,8,7,6,8,3,7,6,6,3,6,7,7,7,21,16,14,10,9,6,4,6,2,5,7,17,19,19,13,9,5,4,3,4,4,3,3,0,1,0,0,0,,
2022-03-05 11:00:00,0,1,0,0,5,0,3,1,1,1,0,0,1,1,0,1,3,3,2,6,6,7,7,12,12,13,13,10,7,8,11,7,11,19,19,20,22,22,20,18,15,13,12,11,8,7,8,7,8,0,7,11,14,9,7.0,8,9,6,6,4,0,1,0,0,3,0,2,7,6,7,8,7,8,10.0,11,11,9,10,9,6,6,8,8,11,14,10,10,8,6,9,10,13,10,9,9,7,6,9,11,12,8,9,11,13,14,13,12,9,6,4,1,1,3,2,1,0,0,0,0,,
2022-03-05 12:00:00,1,2,0,2,5,4,2,3,3,2,0,2,1,2,3,0,4,5,0,8,8,9,6,11,0,11,9,7,7,9,12,12,10,15,17,17,16,16,17,19,18,16,14,12,9,6,5,6,7,4,5,7,8,7,7.0,8,5,7,9,5,1,4,0,1,5,0,7,8,6,10,9,10,8,11.0,14,9,12,6,8,5,9,1,10,10,22,24,23,24,20,21,20,20,19,21,18,15,13,3,6,8,6,5,8,11,13,13,10,7,7,6,6,6,6,5,4,3,0,1,0,,
2022-03-05 13:00:00,1,3,4,3,6,5,5,6,3,4,3,2,0,0,0,0,2,3,4,4,5,9,12,17,17,11,17,16,13,17,15,16,14,20,18,20,24,17,22,22,14,11,10,9,7,6,6,6,13,16,15,14,19,16,14.0,10,7,6,6,5,2,1,0,0,2,3,3,3,4,5,4,5,6,6.0,14,11,9,7,7,10,11,12,11,11,17,14,14,14,15,17,17,17,15,10,9,8,9,7,7,8,7,9,19,20,19,17,14,7,6,5,4,7,3,4,1,0,2,1,0,,
2022-03-05 14:00:00,1,0,2,1,6,7,7,5,5,4,5,3,1,0,3,0,0,0,0,3,6,1,8,18,17,16,13,11,8,9,9,12,11,16,16,18,17,8,15,15,12,14,15,14,10,9,8,8,13,15,13,14,17,16,10.0,10,11,12,9,6,4,3,2,3,4,0,4,6,7,11,10,8,10,11.0,8,10,11,7,4,8,9,8,8,11,16,15,14,15,16,15,11,13,14,13,12,10,7,8,7,9,8,10,11,6,10,9,8,6,10,8,5,5,5,4,2,1,0,0,0,,
2022-03-05 15:00:00,0,1,2,1,6,3,0,4,1,2,3,2,2,1,4,3,5,6,5,6,7,0,6,13,12,11,9,5,6,7,9,8,9,15,14,13,15,10,15,16,14,9,9,0,9,6,8,9,11,11,9,12,13,11,8.0,3,0,0,0,2,0,0,0,1,7,3,7,9,10,12,10,9,8,4.0,7,7,7,10,9,5,9,9,12,12,28,28,21,21,15,21,19,16,15,16,16,11,8,8,9,10,10,10,27,0,23,17,15,11,10,7,3,6,2,5,1,1,0,0,0,,
2022-03-05 16:00:00,2,0,4,1,4,0,4,3,1,1,2,0,4,0,3,0,3,2,6,6,7,4,8,12,12,11,10,9,9,10,11,10,9,17,15,15,14,15,7,7,8,4,5,4,3,2,3,2,12,0,10,12,13,12,9.0,4,5,0,4,3,0,2,2,4,6,2,5,9,11,14,14,10,8,6.0,12,11,10,10,9,13,17,20,20,12,19,20,19,21,20,11,21,21,18,10,9,8,9,8,7,18,11,13,30,29,29,20,16,14,13,11,7,5,8,5,3,4,0,2,0,,
2022-03-05 17:00:00,0,1,3,2,3,0,4,4,3,2,0,4,2,0,5,5,0,11,6,8,9,7,11,21,12,18,12,11,9,10,10,9,10,13,18,5,0,13,17,18,11,10,12,4,11,9,11,9,11,10,8,10,10,11,8.0,4,5,7,6,4,0,0,1,0,2,2,4,6,9,10,7,5,6,0.0,6,7,2,6,10,10,12,13,15,21,30,28,30,31,28,29,29,23,19,18,16,15,9,9,3,5,6,9,32,20,31,26,22,19,17,12,8,10,9,8,3,1,3,0,0,,
2022-03-05 18:00:00,2,1,3,4,5,0,5,4,4,0,3,1,0,0,0,3,0,4,4,5,6,7,9,23,17,22,20,16,12,12,14,13,12,12,9,10,8,7,8,5,9,9,6,4,5,8,9,6,12,13,7,14,14,12,8.0,6,6,4,5,5,2,2,2,0,3,2,4,4,6,5,5,4,3,5.0,4,5,5,9,14,17,21,21,22,11,11,11,13,12,15,27,25,20,15,13,7,11,6,3,6,5,3,14,37,38,36,19,15,11,8,4,3,5,4,2,0,2,3,1,0,,
2022-03-05 19:00:00,2,3,2,0,5,4,4,2,3,1,0,0,0,0,0,1,2,0,3,1,2,3,5,11,12,11,10,11,11,6,6,9,8,10,9,10,8,6,0,7,6,6,2,3,5,6,4,4,7,0,7,9,10,7,7.0,9,3,8,7,0,0,0,0,0,1,0,0,6,5,6,1,8,1,3.0,0,7,8,6,5,9,5,12,13,14,15,23,15,23,24,0,22,23,15,5,15,14,10,6,4,5,5,4,9,9,10,32,26,22,18,15,12,6,10,5,2,2,1,0,0,,
2022-03-05 20:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,2,1,2,15,17,18,18,11,9,8,1,8,7,8,9,7,6,5,3,0,0,3,2,0,1,0,3,0,9,2,10,8,10,9,6.0,2,4,3,3,0,0,0,0,0,1,1,0,3,4,2,1,2,1,0.0,0,1,2,0,5,4,6,7,8,6,7,8,3,9,10,12,12,9,7,6,5,4,0,2,2,1,0,3,16,0,7,13,10,5,3,3,2,1,3,1,1,0,2,0,0,,
2022-03-05 21:00:00,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,6,17,19,15,9,7,4,6,4,7,0,7,6,2,4,4,2,4,0,0,1,0,3,0,0,0,5,0,3,4,11,9,5.0,3,5,6,5,4,0,1,0,2,0,0,0,1,1,1,2,0,0,0.0,1,0,0,0,3,3,0,0,0,9,5,11,8,6,4,6,4,4,3,3,0,1,2,5,0,0,0,3,10,4,8,4,2,2,2,2,2,1,0,0,1,0,0,0,0,,
2022-03-05 22:00:00,0,0,0,0,4,3,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,3,12,11,12,10,9,7,11,12,11,9,9,6,4,6,3,1,4,3,1,0,0,2,1,0,0,0,3,2,5,12,9,2.0,4,5,4,0,3,1,0,0,1,2,3,0,2,4,2,4,3,0,0.0,0,3,3,2,4,5,6,7,0,8,11,12,9,7,6,10,7,7,5,6,5,4,4,4,3,2,4,4,14,13,11,6,4,4,5,5,3,6,2,3,2,1,0,0,0,,
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,7,0,6,0,7,6,0,4,0,5,0,3,2,3,0,0,3,0,2,4,0,5,7,8,6,4.0,3,3,1,0,0,0,0,0,0,1,0,0,3,2,4,2,1,0,0.0,0,1,4,0,3,2,4,3,4,0,5,6,5,6,0,2,2,7,5,4,5,0,3,1,0,0,0,10,17,15,16,9,9,8,6,6,1,5,5,3,0,0,0,0,0,,
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 05:00:00,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,2,2,0,4,3,5,4,3,2,1,1,0,1,0,2,3,0,2,4,0,2,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2.0,3,0,0,2,1,0,0,1,0,0,0,0,2,2,3,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 06:00:00,0,0,2,0,3,0,4,0,0,0,0,0,0,0,1,0,0,2,0,2,3,0,3,2,0,1,0,0,0,0,0,1,1,3,4,3,2,0,3,2,1,2,0,0,1,3,2,1,1,0,0,0,1,0,2.0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,4,3,1,0,0.0,0,3,0,0,1,0,2,0,3,2,4,0,5,4,0,5,0,6,4,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 07:00:00,0,0,0,0,2,0,0,0,0,0,4,3,1,5,4,3,0,1,2,2,3,0,2,5,4,2,3,2,0,4,5,3,4,5,6,7,5,0,9,3,8,4,0,3,2,0,1,0,0,0,0,0,0,0,0.0,1,0,3,0,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0.0,2,1,0,0,0,0,1,0,1,0,2,1,0,1,0,2,1,2,1,1,0,0,0,0,3,4,5,2,6,5,3,4,1,1,3,1,0,2,0,3,1,0,0,0,0,,
2022-03-06 08:00:00,1,0,0,1,5,0,6,4,5,0,6,4,5,5,6,5,0,4,5,4,6,0,2,4,0,5,2,5,4,0,5,6,5,8,9,10,11,0,13,11,7,4,3,2,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,4,3,4,6.0,7,0,5,4,2,1,0,2,0,2,3,0,2,1,0,1,0,2,0,1,0,1,0,2,4,4,6,7,9,10,12,10,9,6,5,4,3,4,0,3,1,0,0,0,0,,
2022-03-06 09:00:00,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,2,3,3,0,6,4,5,5,6,5,3,6,3,4,5,6,6,7,8,9,10,13,12,14,13,10,9,9,0,8,7,2,6,3,0,1,4,4,0,3.0,4,4,3,0,1,0,0,0,0,0,0,3,6,10,12,0,4,14,4.0,7,13,6,11,2,2,3,0,4,1,4,0,2,4,3,5,4,3,2,0,5,2,1,3,4,5,6,9,14,15,6,10,8,5,4,6,3,4,4,3,2,0,0,0,0,,
2022-03-06 10:00:00,0,0,1,0,2,3,1,0,4,2,0,0,5,6,0,7,4,6,6,8,11,13,8,9,6,2,8,8,8,8,9,8,9,10,9,7,8,0,9,9,10,10,11,0,8,7,7,4,5,1,2,6,2,5,3.0,4,0,3,2,1,0,0,3,0,4,0,2,7,11,13,14,12,10,11.0,11,14,12,13,6,3,3,4,3,3,4,0,4,5,0,8,7,7,8,7,6,0,5,3,5,9,10,7,14,15,16,6,17,11,9,3,4,5,5,4,5,0,3,0,0,,
2022-03-06 11:00:00,2,1,0,0,1,1,0,0,0,0,0,0,3,0,1,5,4,6,5,8,11,7,5,7,6,4,3,2,1,2,3,3,4,14,14,13,0,0,14,13,11,11,10,11,8,6,6,6,4,5,3,4,6,5,3.0,2,1,0,1,0,0,0,0,2,3,5,3,7,0,8,9,9,11,0.0,12,11,5,10,4,3,4,5,4,4,9,4,0,3,8,6,2,6,4,6,0,0,4,3,4,5,6,7,10,12,11,0,1,3,0,2,3,3,2,1,0,0,0,0,0,,
2022-03-06 12:00:00,0,2,1,1,5,0,3,4,0,3,2,1,0,1,6,2,2,3,7,10,11,10,8,14,0,15,13,11,8,9,9,9,8,15,18,8,11,0,12,12,7,7,0,8,7,4,4,5,7,0,7,6,7,5,4.0,2,0,6,5,4,0,1,0,0,4,0,2,4,6,8,5,9,10,12.0,14,12,11,8,5,5,4,4,7,8,8,10,9,9,0,12,9,13,11,6,6,10,8,6,5,6,7,4,10,11,10,9,10,9,10,7,5,8,5,2,1,2,0,1,0,,
2022-03-06 13:00:00,0,4,3,0,3,0,4,0,3,0,0,2,0,2,2,5,5,7,2,8,9,11,8,14,0,14,14,10,10,10,14,14,15,17,10,16,19,16,17,18,17,18,11,6,13,12,8,10,8,6,9,10,7,7,5.0,2,0,1,4,0,2,1,1,0,1,0,0,3,7,4,4,6,9,8.0,10,10,10,8,7,6,6,6,7,6,10,10,10,12,7,12,13,13,9,8,7,6,4,1,6,9,11,9,10,13,12,12,6,9,11,2,0,4,3,1,2,0,0,0,0,,
2022-03-06 14:00:00,0,0,2,4,8,7,6,6,3,2,0,4,3,0,4,10,4,3,4,14,16,12,10,13,11,3,13,10,5,8,11,12,14,18,15,8,12,12,12,17,13,14,13,9,10,11,9,9,8,9,5,11,13,12,11.0,6,5,5,5,1,0,0,0,1,2,2,3,4,5,7,6,6,7,5.0,8,7,6,6,6,10,11,11,10,12,13,15,13,12,14,13,12,15,13,3,11,10,4,2,2,3,0,2,6,0,7,5,5,3,2,5,2,5,4,2,1,0,0,0,0,,
2022-03-06 15:00:00,0,0,0,0,3,0,1,2,2,0,1,0,0,2,3,4,5,7,10,14,17,17,7,13,0,12,7,6,4,1,7,2,3,9,14,0,11,10,10,12,6,6,0,0,5,2,9,6,9,11,9,11,11,9,7.0,6,4,2,4,3,0,0,0,1,2,0,4,6,8,9,6,8,0,7.0,0,4,8,8,14,12,11,13,7,11,13,14,15,15,0,14,13,14,10,10,7,8,5,4,3,2,3,8,18,19,21,8,4,6,2,3,1,3,5,4,1,0,0,0,0,,
2022-03-06 16:00:00,1,0,0,1,6,5,8,0,6,6,0,4,5,0,6,7,5,6,5,7,6,6,12,17,16,15,14,9,4,5,6,7,9,12,10,0,11,8,5,6,7,9,0,6,8,8,9,8,11,0,7,8,13,11,8.0,9,5,4,2,2,0,1,0,0,1,0,3,5,6,8,7,9,0,8.0,8,11,11,11,15,14,13,5,6,9,10,12,8,10,8,0,10,12,10,8,9,7,5,7,7,6,6,10,24,25,20,17,12,8,5,4,2,1,2,3,2,2,1,0,0,,
2022-03-06 17:00:00,0,0,0,0,2,0,4,2,0,0,2,0,3,0,0,4,5,4,6,7,8,8,6,14,15,10,12,11,10,9,7,10,6,11,8,6,7,0,10,10,8,10,12,11,12,12,15,14,22,21,17,19,17,16,10.0,11,6,10,4,5,4,3,1,0,2,0,1,2,4,5,0,0,3,0.0,3,2,1,0,4,2,3,3,4,14,21,22,19,20,19,16,15,17,11,9,7,0,4,3,4,7,3,6,17,16,15,13,10,6,3,4,3,2,0,1,0,1,0,0,0,,
2022-03-06 18:00:00,1,2,3,1,9,8,6,2,2,1,1,1,0,2,2,1,0,0,0,4,6,0,8,20,21,19,16,13,10,14,14,7,11,9,7,0,8,0,5,5,2,1,0,0,0,5,4,0,6,6,6,0,11,9,5.0,4,0,0,2,1,0,0,0,0,2,0,2,0,5,0,6,7,5,0.0,6,7,6,4,12,11,13,13,0,14,16,17,16,17,18,17,9,16,12,11,14,11,7,9,4,4,4,9,15,0,14,10,8,6,5,3,1,4,4,1,1,0,0,0,0,,
2022-03-06 19:00:00,0,1,0,0,3,0,5,0,0,0,3,2,0,0,0,0,1,1,0,2,3,3,3,16,9,15,14,10,8,4,7,6,5,6,6,4,0,0,7,4,3,4,8,2,1,3,10,1,7,0,4,6,10,9,4.0,3,6,4,2,3,0,1,0,0,0,0,2,2,4,3,2,4,2,1.0,5,6,7,8,8,6,0,11,12,12,14,14,13,12,11,10,7,5,5,4,3,2,5,1,4,1,2,4,14,14,12,7,4,2,5,5,6,4,3,5,3,1,0,0,0,,
2022-03-06 20:00:00,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,3,3,0,4,3,2,5,15,2,15,11,8,6,7,0,6,7,10,10,9,7,0,5,5,6,5,5,4,4,3,3,1,4,5,4,5,9,0,7.0,4,0,0,0,3,1,0,0,0,2,0,0,3,3,3,1,2,0,2.0,2,5,1,5,3,5,0,7,8,3,10,11,7,9,8,0,8,8,10,4,3,10,5,6,5,0,4,5,18,19,18,10,9,6,6,4,3,3,4,2,1,2,0,1,0,,
2022-03-06 21:00:00,0,0,0,1,6,4,3,1,0,1,0,0,2,1,2,1,1,0,0,2,0,0,2,23,24,20,17,12,8,7,0,6,0,7,7,6,5,4,3,4,3,1,0,0,1,0,0,1,4,0,2,4,11,10,3.0,4,0,4,3,2,0,1,0,0,4,0,1,0,2,0,1,4,2,5.0,4,3,2,4,4,5,6,6,7,9,9,9,8,0,4,8,7,6,5,0,4,0,2,2,3,0,2,8,25,0,24,19,14,11,8,3,2,0,1,0,0,0,0,0,0,,
2022-03-06 22:00:00,0,0,0,0,5,0,3,2,3,1,0,1,2,0,0,0,1,2,0,3,0,0,1,8,0,5,7,6,7,8,7,0,0,5,5,4,1,0,0,5,6,4,0,3,0,0,0,0,1,0,0,2,5,1,3.0,4,0,2,0,0,0,0,0,0,0,0,1,1,2,3,1,2,3,0.0,0,4,0,4,2,2,6,6,4,7,8,5,7,6,4,8,8,9,11,9,8,5,4,3,2,0,0,3,15,17,14,8,7,3,2,3,2,2,3,2,2,1,0,0,0,,
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,0,0,0,5,0,0,0,4,5,4,0,5,0,3,4,4,0,0,0,3,3,7,6,4.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0.0,0,0,1,2,3,2,1,1,3,4,2,5,4,5,3,4,5,6,3,4,2,2,1,0,1,0,0,2,9,7,8,5,5,3,3,2,0,0,0,1,0,0,0,0,0,,
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
