Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_지축교앞,4_진관중고교약수사입구,5_진관초교입구,6_푸르지오625동앞.관음사입구,7_삼천리골입구56사단북한산부대,8_입곡삼거리,9_하나고.삼천사.진관사입구,10_제각말5단지.은평뉴타운도서관,11_기자촌사거리,12_신도초교.은평메디텍고등학교,13_두산위브205동앞,14_두산위브253동앞,15_진관동주민센터.은평우체국,16_구파발(가상),17_구파발역2번출구,18_롯데캐슬823동앞,19_진관중고교.약수사앞,20_아이파크714동앞,21_아이파크701동앞,22_진관초교앞,23_생태공원앞,24_아이파크709동앞,25_진관중고교.약수사앞,26_래미안909동앞,27_구파발역.롯데몰,28_진관동주민센터.은평우체국,29_동부센트레빌324동앞,30_동부센트레빌320동앞,31_신도초교.은평메디텍고등학교,32_기자촌11단지앞,33_제각말5단지.은평뉴타운도서관,34_하나고.삼천사.진관사입구,35_삼천리골입구56사단북한산부대,36_푸르지오618동앞.관음사입구,37_진관초교관음사입구,38_진관중고교약수사입구,39_지축교앞,40_진관공영차고지
2022-03-30 11:00:00,0,0,0,0,0,0,0,0,1,4,0,4,0,3,4,3,7,0,0,6,4,5,7,11,11,12,4,5,2,0,2,1,0,0,0,0,0,0,0,0
2022-03-30 12:00:00,0,0,0,0,0,1,0,0,2,3,4,9,8,10,7,5,7,6,5,4,5,0,3,5,8,7,4,5,5,4,4,3,2,1,0,0,0,0,0,0
2022-03-30 13:00:00,0,0,0,0,0,1,0,0,4,9,11,14,14,14,13,10,6,6,5,4,3,7,7,5,7,9,4,5,0,3,3,2,2,0,1,0,0,0,0,0
2022-03-30 14:00:00,0,1,0,0,0,1,3,0,5,6,5,27,29,22,16,13,12,9,9,8,1,6,6,9,29,6,12,12,11,10,9,9,7,4,2,0,1,0,0,0
2022-03-30 15:00:00,0,0,1,0,1,0,0,0,2,5,3,8,12,10,9,6,20,22,19,10,6,9,9,11,8,6,27,25,14,10,9,7,4,1,0,0,0,0,0,0
2022-03-30 16:00:00,0,1,0,0,0,0,1,0,4,8,9,10,13,11,10,7,11,9,8,7,9,6,7,8,14,13,10,11,5,7,3,3,2,1,0,0,0,0,0,0
2022-03-30 17:00:00,1,1,0,1,0,1,0,0,4,7,0,11,15,15,12,7,22,23,23,14,9,12,6,7,6,4,9,13,11,12,10,8,3,1,0,0,0,0,0,0
2022-03-30 18:00:00,0,2,0,0,1,1,4,0,1,5,4,5,7,5,6,5,39,37,17,13,11,9,8,4,5,11,17,17,16,14,11,7,2,2,1,0,0,0,0,0
2022-03-30 19:00:00,0,0,0,0,2,3,0,0,2,4,1,5,5,2,4,3,21,19,34,20,13,11,4,3,5,2,23,26,22,19,12,11,2,0,0,0,0,0,0,0
2022-03-30 20:00:00,0,2,0,0,0,0,0,1,1,0,0,1,2,1,3,0,26,19,17,15,13,9,3,1,0,4,9,15,11,14,10,7,1,0,0,0,0,0,0,0
2022-03-30 21:00:00,0,0,0,0,0,0,0,1,3,2,2,4,5,2,6,3,16,12,13,10,9,7,5,0,1,1,11,11,10,7,6,3,0,0,0,0,1,0,0,0
2022-03-30 22:00:00,0,0,0,0,0,0,0,0,1,1,0,0,2,1,3,2,14,10,8,6,0,7,0,0,1,3,11,13,13,11,9,6,2,2,1,0,0,0,0,0
2022-03-30 23:00:00,0,0,0,0,0,1,0,0,0,1,0,3,1,2,3,2,4,4,5,3,0,4,1,1,0,0,6,6,4,5,4,3,0,0,0,0,1,0,0,0
2022-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 04:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 05:00:00,0,0,0,0,0,0,1,0,0,0,1,2,4,0,0,2,0,0,0,1,3,4,6,9,10,12,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 06:00:00,0,1,0,0,0,0,0,1,2,6,10,12,18,10,0,11,2,1,0,0,3,0,8,11,12,11,5,4,1,0,2,1,0,0,1,0,1,0,0,0
2022-03-31 07:00:00,0,0,0,0,1,2,2,0,2,16,23,28,38,40,25,34,22,21,4,3,1,7,24,28,35,29,14,11,10,4,3,2,1,0,0,0,0,0,0,0
2022-03-31 08:00:00,0,2,1,3,0,3,2,0,7,14,15,13,18,18,17,16,9,7,11,10,1,4,15,17,18,22,29,32,29,14,2,1,7,0,0,0,1,1,0,0
2022-03-31 09:00:00,0,0,0,0,0,0,1,0,3,7,6,11,18,19,17,13,4,3,2,1,1,2,10,10,12,13,2,0,1,0,1,0,0,0,0,0,0,0,0,0
2022-03-31 10:00:00,0,1,0,0,0,2,0,1,3,5,4,6,8,9,6,4,6,1,1,0,0,1,8,6,9,8,4,3,4,0,1,3,0,0,1,0,1,0,0,0
2022-03-31 11:00:00,0,1,0,0,0,0,0,1,2,7,8,9,11,8,9,7,2,1,1,4,3,2,8,7,9,6,4,7,6,4,3,3,1,0,0,0,0,0,0,0
2022-03-31 12:00:00,0,0,0,0,0,0,0,0,2,6,0,6,5,5,5,4,3,4,2,0,4,3,8,9,17,13,9,9,3,8,6,4,6,1,0,0,0,0,0,0
2022-03-31 13:00:00,0,0,0,0,0,1,0,0,3,8,0,9,7,7,5,3,6,2,0,3,3,4,5,5,8,8,8,9,7,7,4,6,2,1,1,0,1,0,0,0
2022-03-31 14:00:00,0,0,0,0,0,0,0,1,2,5,6,7,8,6,7,5,7,8,6,7,3,8,13,7,14,15,11,8,8,6,7,6,4,0,0,0,0,0,0,0
2022-03-31 15:00:00,0,0,0,2,0,3,0,0,5,3,4,20,2,19,20,18,12,12,13,12,11,12,6,4,31,31,24,19,16,6,14,4,7,4,1,0,0,0,0,0
2022-03-31 16:00:00,0,0,1,0,0,0,0,0,5,9,10,17,19,16,14,11,15,11,12,10,9,10,5,4,5,5,12,17,15,11,9,6,2,2,0,0,1,0,0,0
2022-03-31 17:00:00,0,2,0,0,0,0,0,0,3,4,0,5,6,3,5,2,13,13,12,10,9,8,9,0,8,8,14,14,8,12,7,3,2,1,0,0,1,0,0,0
2022-03-31 18:00:00,0,1,0,0,0,0,1,0,1,4,6,8,10,11,8,6,26,19,25,14,11,9,6,7,9,8,12,16,15,14,10,9,4,1,2,0,0,1,0,0
2022-03-31 19:00:00,1,0,0,0,0,0,1,0,0,3,0,4,3,0,2,1,17,18,15,12,10,7,3,1,2,5,21,26,25,18,13,9,3,2,0,0,0,0,0,0
2022-03-31 20:00:00,0,0,0,0,0,0,0,0,1,4,0,0,6,2,5,0,15,16,14,12,11,10,2,3,0,2,15,20,14,12,8,5,1,0,0,0,0,0,0,0
2022-03-31 21:00:00,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,8,7,8,7,6,5,1,1,2,1,8,12,11,8,6,3,1,0,0,0,0,0,0,0
2022-03-31 22:00:00,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,11,8,7,5,4,1,0,0,0,0,8,9,7,5,3,2,0,0,1,0,0,0,0,0
2022-03-31 23:00:00,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0,19,18,17,14,9,4,1,0,2,1,7,8,4,4,4,1,3,2,0,0,0,0,0,0
2022-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 05:00:00,0,0,0,0,0,0,0,0,0,1,2,2,4,0,1,3,2,0,1,1,0,0,6,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 06:00:00,0,0,0,0,0,1,0,0,0,5,7,10,10,12,11,7,3,0,0,1,1,1,8,12,10,20,4,3,0,0,0,1,0,0,0,0,2,0,0,0
2022-04-01 07:00:00,0,2,1,0,2,2,3,0,5,13,18,30,47,48,47,42,21,8,7,1,2,7,20,25,33,40,12,4,3,2,1,3,0,2,0,0,0,0,0,0
2022-04-01 08:00:00,0,2,1,2,0,3,3,0,4,13,14,15,20,22,20,19,15,13,16,4,15,10,15,13,17,18,25,27,12,13,5,0,0,1,1,0,0,1,0,0
2022-04-01 09:00:00,0,0,0,1,1,2,0,0,1,2,3,5,8,0,7,8,3,2,1,1,1,3,9,15,17,5,2,2,0,1,0,1,0,0,0,0,1,0,0,0
2022-04-01 10:00:00,0,1,0,0,0,1,0,0,2,4,4,6,8,9,8,7,6,5,5,4,2,6,8,11,16,14,5,2,0,0,1,0,0,0,2,0,1,0,0,0
2022-04-01 11:00:00,0,0,0,0,0,0,0,0,2,4,3,7,9,10,5,5,5,3,6,1,5,1,7,8,9,6,5,7,6,0,5,3,2,0,0,0,1,0,0,0
2022-04-01 12:00:00,0,0,0,0,0,0,1,0,2,7,7,8,14,15,13,11,5,1,2,3,2,4,4,5,7,6,7,7,5,4,4,3,2,1,0,0,1,0,0,0
2022-04-01 13:00:00,0,1,0,0,0,0,0,2,2,4,5,6,7,4,8,6,3,2,0,2,3,7,8,4,10,11,7,11,14,12,11,7,3,1,0,0,0,0,0,0
2022-04-01 14:00:00,0,0,0,0,0,2,0,0,6,8,9,36,36,32,26,23,10,8,8,6,4,5,8,6,24,26,11,11,3,11,19,18,11,8,2,1,0,0,0,0
2022-04-01 15:00:00,0,1,0,0,2,0,0,0,3,7,6,10,12,10,6,4,15,14,12,9,7,6,7,8,17,5,20,17,14,10,7,6,3,2,1,0,0,0,0,0
2022-04-01 16:00:00,3,0,0,0,0,1,2,1,3,8,9,18,17,16,14,13,13,14,13,11,13,9,10,12,13,15,13,17,16,12,11,5,1,2,1,0,1,0,0,0
2022-04-01 17:00:00,0,1,0,0,0,0,0,1,2,4,5,10,7,12,8,4,14,8,3,11,8,3,8,12,2,12,12,15,14,13,9,8,4,1,0,0,0,0,0,0
2022-04-01 18:00:00,0,1,0,0,0,0,0,0,3,7,10,11,11,11,11,10,28,26,21,16,11,7,7,8,10,10,15,20,18,14,12,7,2,6,5,4,0,0,3,0
2022-04-01 19:00:00,0,3,0,0,2,0,2,0,3,4,5,3,5,4,7,9,28,26,22,14,13,10,7,1,7,4,13,22,20,13,7,5,1,0,0,0,0,0,0,0
2022-04-01 20:00:00,0,0,0,0,2,0,0,1,1,6,0,3,7,0,3,2,14,14,11,10,9,6,3,3,4,1,12,15,13,12,6,4,2,1,1,0,0,0,0,0
2022-04-01 21:00:00,0,3,0,0,0,0,0,0,0,2,2,3,2,1,3,1,18,16,13,11,10,0,2,2,0,5,15,17,13,8,6,7,2,1,0,0,0,0,0,0
2022-04-01 22:00:00,0,2,0,0,0,1,1,0,2,4,1,2,0,2,3,1,11,11,10,8,0,8,2,0,2,3,12,9,9,6,4,3,2,0,0,0,0,0,0,0
2022-04-01 23:00:00,0,0,0,0,0,0,0,0,0,1,0,1,3,4,2,2,19,15,14,9,4,3,0,0,1,2,8,9,8,6,4,6,3,1,0,0,0,0,0,0
2022-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 05:00:00,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 06:00:00,0,0,0,0,0,0,0,0,1,1,2,2,3,4,2,3,2,0,0,0,0,0,2,4,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 07:00:00,0,1,1,0,0,1,0,0,1,3,5,6,9,5,4,7,0,0,0,0,0,1,5,7,8,4,2,3,0,0,0,0,2,1,0,0,1,0,0,0
2022-04-02 08:00:00,0,1,0,0,0,0,0,0,2,0,3,5,7,4,3,5,4,1,3,0,2,3,6,8,9,12,4,0,3,4,0,0,2,0,0,0,0,0,0,0
2022-04-02 09:00:00,0,0,0,0,0,0,0,0,2,4,5,10,11,10,9,7,3,2,0,1,0,2,7,9,10,9,7,5,6,3,0,1,3,1,0,0,0,0,0,0
2022-04-02 10:00:00,0,0,0,0,0,0,0,2,3,7,8,10,14,11,5,2,4,3,2,1,1,3,9,11,12,12,5,4,5,4,2,0,2,1,0,0,0,0,0,0
2022-04-02 11:00:00,0,0,0,0,0,1,0,0,5,9,12,9,13,14,10,9,11,12,9,7,8,5,7,12,12,16,8,9,9,11,9,0,2,0,0,0,0,0,0,0
2022-04-02 12:00:00,0,1,0,0,0,1,0,0,3,5,6,8,6,6,9,8,9,7,6,6,4,3,6,7,8,10,10,12,12,8,5,2,4,0,0,0,0,0,0,0
2022-04-02 13:00:00,0,1,0,0,0,1,0,0,3,6,7,9,15,14,12,5,6,3,0,2,0,1,13,10,14,12,7,9,7,8,5,3,2,0,0,0,0,0,0,0
2022-04-02 14:00:00,0,0,2,0,0,2,3,0,8,9,10,10,11,10,8,9,4,3,0,3,1,5,3,5,5,6,8,6,7,6,5,1,3,2,0,0,1,0,0,0
2022-04-02 15:00:00,0,0,0,0,0,1,0,2,7,9,11,12,14,7,13,9,7,8,7,2,2,2,5,7,9,10,18,19,4,3,2,2,0,1,0,0,0,0,0,0
2022-04-02 16:00:00,0,0,0,0,1,0,2,1,10,12,0,18,0,19,13,2,8,8,4,4,6,2,7,10,0,9,9,13,13,13,16,12,8,4,2,2,0,0,0,0
2022-04-02 17:00:00,0,0,0,0,0,0,0,0,3,5,7,9,8,9,0,7,11,7,12,9,1,8,2,3,4,4,14,13,11,12,6,5,2,0,0,0,0,0,2,0
2022-04-02 18:00:00,0,2,0,0,0,0,3,0,8,8,5,11,9,8,7,7,10,7,0,6,0,5,4,5,1,11,8,15,13,11,7,6,2,2,0,0,0,0,0,0
2022-04-02 19:00:00,0,0,0,0,0,0,1,2,4,5,6,5,4,4,4,3,7,8,7,6,5,5,2,7,2,9,21,13,12,10,6,3,3,6,3,3,0,0,0,0
2022-04-02 20:00:00,0,1,0,0,0,0,0,1,2,3,0,3,1,3,2,2,9,8,7,5,0,3,2,0,0,1,9,16,3,10,5,1,0,0,0,0,0,0,0,0
2022-04-02 21:00:00,0,1,0,0,0,0,0,0,2,2,0,2,0,4,1,2,6,7,7,5,3,2,2,0,0,0,8,9,3,8,7,4,1,0,1,1,0,0,0,0
2022-04-02 22:00:00,0,0,0,0,0,0,0,0,2,0,3,0,0,0,4,0,5,3,3,4,3,3,0,1,0,0,3,8,0,4,6,3,2,1,0,0,0,0,0,0
2022-04-02 23:00:00,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,15,8,14,13,12,10,2,0,0,1,5,7,6,5,2,0,1,0,0,0,0,0,0,0
2022-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 04:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 05:00:00,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 06:00:00,0,0,0,0,0,1,0,0,0,2,0,1,0,3,0,2,2,1,0,0,0,0,3,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 07:00:00,0,1,0,0,0,1,0,0,0,1,0,2,4,3,2,2,0,0,0,0,0,0,3,2,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 08:00:00,0,1,0,0,0,0,0,0,1,4,2,6,8,7,5,3,2,0,0,0,2,0,5,7,3,7,6,4,0,4,3,1,0,1,1,0,0,0,0,0
2022-04-03 09:00:00,0,1,0,0,0,1,0,0,2,6,0,7,8,5,6,4,8,0,6,0,4,2,5,4,6,9,4,5,0,4,1,0,0,1,0,0,2,0,0,0
2022-04-03 10:00:00,0,0,0,0,0,2,0,0,4,10,8,10,7,10,10,9,5,0,0,0,5,4,16,17,19,20,5,2,6,0,2,3,2,1,0,0,0,0,0,0
2022-04-03 11:00:00,0,1,0,2,0,0,0,0,3,8,4,11,14,15,6,0,4,5,0,3,2,2,4,9,10,3,6,5,5,7,4,6,4,3,0,0,0,0,0,0
2022-04-03 12:00:00,0,0,0,3,0,0,0,2,2,7,4,11,13,11,9,9,4,3,2,0,0,2,11,12,13,12,4,8,6,4,7,8,6,2,0,0,3,0,2,0
2022-04-03 13:00:00,0,2,0,3,0,6,5,2,6,7,8,13,16,11,14,9,6,4,6,5,5,4,6,6,7,13,7,8,8,8,10,8,5,9,4,0,0,1,0,0
2022-04-03 14:00:00,0,2,3,0,0,2,3,3,4,7,8,12,13,5,10,6,12,7,9,6,5,3,3,4,3,5,8,11,10,9,8,5,2,3,2,0,1,0,0,0
2022-04-03 15:00:00,1,2,1,0,0,0,0,2,4,4,5,8,4,10,7,9,6,4,5,3,2,4,6,9,10,9,7,8,7,6,5,2,3,5,2,0,0,0,0,0
2022-04-03 16:00:00,0,2,0,1,0,2,0,3,13,17,18,22,20,8,19,17,9,8,6,2,4,0,2,3,4,3,12,14,11,9,7,6,5,1,0,0,0,0,0,0
2022-04-03 17:00:00,0,1,0,1,1,0,2,2,11,12,9,9,10,10,9,8,13,13,12,11,10,9,4,2,0,4,6,9,9,6,6,4,2,2,0,0,0,0,0,0
2022-04-03 18:00:00,0,0,0,0,0,2,3,7,7,4,8,9,11,4,8,7,14,13,10,9,9,7,3,2,4,7,12,14,14,12,9,3,1,2,1,0,0,0,0,0
2022-04-03 19:00:00,0,0,0,0,0,0,1,0,5,4,0,4,6,0,3,4,8,1,5,1,0,1,1,2,4,0,9,10,9,6,3,3,2,0,0,0,0,0,0,0
2022-04-03 20:00:00,1,2,0,0,0,0,0,1,0,0,0,2,0,0,1,1,6,5,3,5,4,2,2,0,0,1,8,10,10,8,6,5,2,1,0,0,0,0,0,0
2022-04-03 21:00:00,0,0,0,2,0,0,0,0,3,3,0,2,2,1,2,1,7,5,4,3,2,0,1,0,0,2,9,4,8,4,3,1,2,1,0,0,0,0,0,0
2022-04-03 22:00:00,0,0,0,0,0,0,0,0,2,2,0,1,0,1,2,0,6,4,3,2,6,1,5,1,0,3,8,9,6,7,5,4,3,2,1,0,0,0,0,0
2022-04-03 23:00:00,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,7,6,5,4,0,0,0,3,1,5,8,9,8,7,6,1,0,0,0,0,0,0,0
2022-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 05:00:00,0,0,0,0,0,0,0,0,1,1,0,3,4,5,0,0,2,1,1,0,0,0,4,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 06:00:00,0,0,0,0,0,1,2,0,1,7,12,14,16,17,14,13,1,0,0,0,1,2,8,10,4,7,2,1,0,1,2,0,1,0,0,0,0,0,0,0
2022-04-04 07:00:00,0,1,1,0,0,0,2,1,2,14,20,25,47,49,49,46,28,25,11,0,0,9,21,25,31,31,8,5,3,1,0,3,2,3,0,0,0,0,0,0
2022-04-04 08:00:00,0,2,1,1,0,2,2,3,7,17,19,20,22,22,26,20,11,9,11,12,13,7,13,15,17,18,24,29,28,9,3,0,0,0,1,1,0,0,0,0
2022-04-04 09:00:00,0,0,0,0,0,2,0,0,2,6,6,8,12,4,7,8,3,0,0,0,2,2,5,6,9,10,2,3,2,0,1,0,1,0,0,0,0,0,0,0
2022-04-04 10:00:00,0,0,0,0,1,1,0,2,2,5,5,7,11,10,10,5,3,2,2,2,3,5,7,7,9,9,3,3,2,0,1,0,2,0,2,0,0,0,1,0
2022-04-04 11:00:00,0,0,0,0,0,0,0,0,1,3,5,9,5,8,6,5,6,2,4,2,0,4,7,9,9,10,6,7,5,4,3,4,3,0,0,0,0,0,0,0
2022-04-04 12:00:00,0,0,0,0,0,1,0,0,2,4,5,4,4,3,3,1,4,5,3,2,0,5,7,10,11,10,9,9,8,2,9,6,2,1,2,0,1,1,0,0
2022-04-04 13:00:00,1,1,2,1,0,2,1,0,1,3,5,6,7,8,9,7,6,6,4,4,3,2,8,10,12,12,8,7,6,5,4,1,1,0,1,0,0,0,0,0
2022-04-04 14:00:00,0,1,0,0,1,1,0,0,3,5,4,9,5,8,5,4,13,11,5,10,4,7,10,10,14,12,10,11,5,5,9,6,2,1,0,0,0,0,0,0
2022-04-04 15:00:00,0,2,0,1,0,0,3,2,5,5,6,25,25,24,23,18,10,9,10,9,7,6,6,7,39,10,33,31,6,5,8,4,5,1,1,1,0,0,0,0
2022-04-04 16:00:00,0,0,1,1,1,0,0,0,6,8,8,13,15,16,15,12,15,12,8,7,5,7,10,12,16,14,9,27,22,14,12,7,1,2,0,0,0,0,0,0
2022-04-04 17:00:00,0,1,0,0,0,1,0,0,4,6,2,10,12,11,7,5,15,16,13,11,11,10,5,6,7,7,12,17,15,14,8,7,2,0,0,0,1,0,0,0
2022-04-04 18:00:00,0,0,0,0,0,0,1,0,2,3,3,6,7,6,7,6,25,27,24,18,15,14,5,8,4,5,20,27,22,17,12,10,3,2,1,0,0,0,0,0
2022-04-04 19:00:00,0,1,0,0,0,0,0,1,2,4,5,5,6,4,5,4,29,20,19,15,12,14,6,2,6,8,19,19,14,12,7,6,2,2,0,0,0,0,0,0
2022-04-04 20:00:00,1,0,0,0,0,0,0,2,1,1,1,2,2,2,0,1,19,29,28,13,9,10,4,4,3,5,11,12,11,6,6,2,1,1,0,0,0,0,0,0
2022-04-04 21:00:00,0,0,0,0,0,0,0,0,1,1,0,4,1,2,3,2,18,17,15,11,9,8,1,2,0,2,8,10,7,9,8,4,1,0,0,0,0,0,0,0
2022-04-04 22:00:00,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,0,26,28,24,16,12,7,1,0,1,2,6,8,2,6,5,2,1,0,0,0,0,0,0,0
2022-04-04 23:00:00,0,0,0,0,0,2,0,0,0,3,2,0,3,2,1,0,10,9,8,4,3,7,1,1,3,2,6,7,5,3,0,2,1,0,0,0,0,0,0,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0,0,0,0,1,2,4,7,7,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-05 06:00:00,0,1,0,0,3,0,0,5,6,6,10,16,19,7,17,14,0,0,0,0,2,3,11,9,10,10,6,4,3,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 07:00:00,0,2,0,0,0,1,2,0,1,17,23,34,44,48,48,30,32,29,23,2,1,6,22,27,35,24,4,3,2,4,1,2,2,0,0,0,0,0,0,0
2022-04-05 08:00:00,0,0,2,0,0,0,3,3,7,18,21,27,29,30,27,25,23,22,13,12,11,7,19,25,29,29,32,35,37,19,1,0,2,2,2,0,0,1,0,0
2022-04-05 09:00:00,0,0,0,0,0,0,1,1,3,6,8,12,19,18,15,12,3,2,5,1,4,4,11,14,16,18,6,7,4,1,5,2,1,1,0,0,0,0,0,0
2022-04-05 10:00:00,0,0,0,0,0,0,2,0,4,7,7,9,10,9,9,7,8,7,8,7,0,3,7,9,13,10,6,6,0,2,5,4,3,0,0,0,0,0,0,0
