Unnamed: 0,1_강동공영차고지,2_강일초등학교,3_미사강변루나리움.강일리버5단지,4_미사강변리버뷰자이.베라체,5_강동리버스트상가,6_강동리버스트6.7단지,7_강일리버파크1단지.3단지,8_강일동주민센터,9_강동공영차고지,10_고덕리엔파크1단지,11_해뜨는주유소,12_상일동역4번출구.센트럴푸르지오,13_상일동역1번출구,14_고덕그라시움,15_고덕평생학습관.온조대왕체육관,16_강동아트센터.강동경희대병원,17_명일동현대아파트,18_고덕삼환.주공9단지아파트,19_명일여자고등학교,20_명일1동주민센터,21_명일역3번출구.래미안솔베뉴,22_서울시동부기술교육원,23_암사3동주민센터(강동롯데캐슬퍼스트),24_강일중.선사고,25_신암중학교,26_삼성광나루아파트.암사동유적,27_암사역선사현대아파트,28_천호동공원,29_서울현대요양병원,30_천호역현대백화점.노동권익센터,31_천호역.풍납시장,32_영파여고.강동구청역,33_현대아파트앞,34_풍납동극동.쌍용아파트,35_잠실파크리오아파트상가.올림픽회관,36_잠실파크리오아파트앞,37_잠실나루역,38_잠실중학교.장미종합상가,39_잠실역.잠실대교남단,40_석촌호수.한솔병원,41_송파여성문화회관,42_송파초등학교.송파동성당,43_송파나루역,44_서울방이동고분군,45_삼익아파트미성아파트,46_송파경찰서.오금역,47_가락래미안앞,48_개롱역3번출구,49_삼환아파트,50_거여역현대아파트,51_거여역3번출구.현대2차아파트,52_마천동사거리,53_청암노인요양원,54_마천시장마천동우방아파트앞,55_파크데일아파트입구,56_파크데일아파트2단지앞,57_파크데일아파트1단지앞,58_파크데일아파트입구,59_남천초교마천동우방아파트앞,60_청암노인요양원,61_마천동사거리,62_거여역2번출구,63_거여역,64_보인고교.오금동삼성아파트,65_오금동상아아파트,66_오금공원앞,67_오금동현대아파트,68_한양삼익아파트,69_서울방이동고분군,70_방이우체국,71_송파초등학교.송파동성당,72_송파여성문화회관,73_석촌호수.한솔병원,74_잠실역,75_잠실중학교,76_잠실나루역,77_잠실진주아파트,78_올림픽회관,79_풍납동극동.쌍용아파트,80_강동구청역농협중앙회,81_강동구청역1번출구.영파여고,82_천호역,83_천호역현대백화점.노동권익센터,84_서울현대요양병원,85_천호동공원,86_암사역2번출구.암사종합시장,87_삼성광나루아파트.암사동유적,88_신암중학교,89_강일중.선사고,90_암사3동주민센터프라이어팰리스,91_서울시동부기술교육원,92_명일역2번출구,93_명일1동주민센터,94_명일여자고등학교,95_고덕삼환.주공9단지아파트,96_한영중고한영외고,97_강동아트센터.강동경희대병원후문,98_강동경희대병원.명일동이마트,99_고덕그라시움,100_상일동역8번출구,101_상일동역6번출구.고덕아르테온,102_해뜨는주유소,103_고덕리엔파크1단지,104_강일동주민센터,105_강일리버파크1단지,106_강동리버스트7.6단지,107_강동리버스트상가,108_강동리버스트8단지,109_강일리버5단지.미사강변루나리움,110_강일초등학교,111_강일리버파크6단지
2022-03-14 09:00:00,0,0,4,5,14,28,20,27,28,23,26,15,11,15,14,13,14,16,21,20,20,21,22,23,21,21,17,19,20,15,14,12,9,10,9,11,6,7,8,7,7,8,8,7,8,5,4,6,5,4,4,2,0,3,1,2,12,14,20,23,23,16,17,13,14,18,19,20,22,20,17,14,11,11,6,5,3,6,2,5,6,5,10,11,10,14,14,14,10,13,11,9,12,16,17,15,14,9,8,7,8,7,6,4,2,3,0,0,1,0,0
2022-03-14 10:00:00,0,0,1,4,7,15,15,17,17,17,18,14,12,10,10,12,6,13,12,10,12,14,15,18,19,19,12,13,10,10,8,1,1,10,9,9,7,7,6,9,10,5,8,5,6,6,4,3,7,2,5,6,0,1,3,2,6,1,8,7,10,10,9,10,10,10,10,11,12,12,11,9,9,4,4,4,0,6,6,8,6,7,7,4,3,7,5,6,5,6,6,5,7,4,4,9,8,7,0,3,10,5,10,9,8,4,1,0,1,0,0
2022-03-14 11:00:00,0,0,0,5,11,14,15,15,17,19,15,9,8,0,8,9,8,9,10,11,12,15,21,25,27,24,18,19,18,12,11,10,0,13,12,9,8,10,11,7,8,7,6,3,5,4,4,4,0,5,5,8,0,3,2,3,8,10,13,12,11,10,12,10,11,8,9,10,12,11,10,9,7,7,8,3,4,3,7,6,7,8,9,11,11,14,15,13,10,11,10,8,9,9,8,5,4,7,7,6,16,16,0,13,11,7,3,0,0,0,0
2022-03-14 12:00:00,0,0,0,3,6,9,9,8,5,9,0,7,7,0,6,8,10,12,11,9,11,12,13,20,22,18,13,12,10,6,6,7,3,8,6,13,12,12,11,10,11,8,8,6,7,9,7,11,10,11,17,14,11,9,5,5,7,3,6,8,8,6,11,11,11,10,8,9,10,11,12,10,9,6,7,6,6,7,6,2,5,7,8,8,7,9,10,9,8,9,6,7,7,4,4,3,3,10,0,11,15,0,14,12,12,9,1,0,0,0,0
2022-03-14 13:00:00,0,0,0,9,13,22,17,10,23,22,15,16,16,0,12,12,12,6,15,13,16,16,15,14,13,11,6,7,6,6,5,3,3,5,6,7,6,10,9,7,8,12,8,8,10,10,5,12,7,9,10,7,6,8,5,1,9,4,10,3,9,10,11,8,12,7,10,9,9,11,10,12,13,6,6,6,0,7,8,9,12,11,10,9,10,11,12,10,9,9,9,10,12,8,9,12,5,12,12,12,16,16,15,16,14,10,3,2,0,0,0
2022-03-14 14:00:00,0,1,1,2,7,14,7,7,6,8,8,8,9,6,6,7,7,9,15,14,14,15,15,17,20,17,11,6,9,7,6,5,6,7,8,9,9,11,10,9,12,12,11,10,8,9,8,10,10,8,9,8,7,5,5,3,7,9,10,11,9,8,6,5,9,7,9,10,11,8,12,16,15,10,9,9,7,8,5,11,7,12,11,13,12,11,8,11,13,15,12,6,8,0,7,6,4,7,0,8,18,16,13,14,12,5,2,1,0,0,0
2022-03-14 15:00:00,0,0,1,2,7,12,16,15,13,16,12,13,9,10,9,17,21,23,23,23,21,17,20,28,31,26,18,8,7,6,5,4,5,3,8,7,8,11,13,12,10,11,12,11,13,33,33,42,48,46,39,39,29,36,28,3,5,5,7,0,11,8,11,10,9,10,20,14,17,16,14,10,15,13,18,15,13,8,10,10,8,9,13,14,12,13,14,15,17,17,15,13,14,12,13,13,14,16,17,16,25,27,22,17,13,10,3,0,0,0,0
2022-03-14 16:00:00,0,1,0,3,4,9,11,11,12,14,10,9,10,11,13,13,12,13,13,13,16,16,15,18,16,13,17,19,17,10,9,27,25,24,23,24,20,24,23,25,24,26,25,20,26,28,25,25,25,17,17,17,22,21,14,3,7,8,9,9,11,8,11,11,12,12,13,13,12,12,11,12,18,15,15,15,23,20,19,22,27,26,22,19,12,20,17,15,15,15,12,11,14,14,13,14,15,18,16,18,24,24,22,21,17,6,2,1,0,0,0
2022-03-14 17:00:00,0,0,0,2,7,19,20,12,14,21,20,14,11,0,9,15,14,11,15,14,18,16,19,21,21,21,15,16,14,12,13,9,9,9,8,8,9,11,13,16,19,21,19,18,18,22,11,18,16,14,13,13,12,11,8,1,5,3,8,7,10,9,9,10,11,9,12,11,12,11,11,11,12,15,19,12,19,17,16,18,21,23,33,34,26,39,17,18,18,17,16,14,12,9,11,6,10,16,12,14,27,29,11,27,24,12,3,0,0,0,0
2022-03-14 18:00:00,0,0,1,2,7,10,0,15,14,16,17,15,12,13,14,17,20,20,17,16,20,24,22,25,25,23,16,17,9,11,11,11,10,12,12,13,15,20,30,31,37,35,30,26,28,31,32,35,35,26,25,25,24,24,26,4,8,7,13,14,12,11,16,18,19,21,16,17,18,21,19,15,13,13,20,23,22,23,22,23,28,26,39,33,30,48,44,43,37,27,22,22,24,19,15,13,16,18,19,22,51,31,49,38,33,21,9,0,0,0,0
2022-03-14 19:00:00,0,0,1,1,8,10,8,9,10,9,7,7,8,5,7,10,12,11,9,10,15,11,10,10,10,6,8,8,3,3,4,3,2,3,7,6,6,14,17,17,16,18,24,22,21,22,20,27,28,28,25,23,19,18,15,2,2,1,5,5,6,6,6,5,5,0,8,9,8,8,9,8,9,13,19,17,15,8,18,15,15,16,29,26,22,38,50,47,33,18,13,14,24,19,16,14,17,22,21,31,55,54,55,50,47,16,6,2,1,0,0
2022-03-14 20:00:00,0,1,0,2,3,5,0,4,6,5,7,5,4,4,2,4,5,3,4,7,15,7,10,10,4,8,6,3,4,2,4,2,1,5,3,2,5,6,10,11,12,7,8,11,12,14,8,19,20,21,20,17,13,14,13,0,1,0,4,0,4,3,3,2,4,0,5,4,3,5,11,9,9,10,11,13,12,7,10,10,13,13,18,15,12,17,18,18,15,16,14,14,15,12,12,10,14,15,0,17,31,29,27,25,21,9,5,1,0,0,0
2022-03-14 21:00:00,0,0,0,2,2,5,4,3,5,4,2,4,5,0,2,8,10,0,8,6,11,8,7,8,6,7,7,6,6,5,4,3,3,4,5,2,4,11,10,11,16,17,20,13,19,16,14,17,9,17,16,16,14,11,9,0,1,2,5,3,4,5,8,3,6,7,8,4,11,12,11,10,6,9,5,7,0,0,9,12,14,5,22,20,18,32,33,29,18,12,7,10,11,5,9,7,8,11,7,14,24,25,26,23,20,11,5,2,0,0,0
2022-03-14 22:00:00,0,0,1,1,2,2,0,0,3,2,1,3,1,0,2,3,3,2,2,3,7,4,5,6,0,7,7,6,4,2,2,3,1,5,6,4,5,11,11,10,12,11,13,27,27,27,23,20,15,15,12,12,11,6,8,0,3,0,0,0,4,2,5,5,4,5,6,6,9,12,13,15,12,12,11,11,7,6,8,7,7,8,15,14,17,20,17,15,9,8,3,12,13,9,7,8,11,15,14,15,28,27,18,27,26,13,5,2,0,0,0
2022-03-14 23:00:00,0,0,0,1,3,5,3,3,5,0,3,3,7,5,0,8,4,0,3,9,10,9,9,7,3,8,6,8,0,8,4,3,0,4,6,7,6,3,6,5,8,7,8,6,6,9,4,6,5,8,4,7,3,6,4,1,4,5,4,2,3,4,5,3,7,3,7,7,6,0,5,3,4,5,6,8,5,7,6,8,9,9,15,16,13,18,15,13,10,6,4,6,11,10,5,4,4,5,0,7,15,7,6,14,11,5,4,1,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,0,0,0,1,2,3,4,5,4,6,2,0,0,0,5,0,0,3,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,0,0,0,5,3,10,11,8,10,10,12,7,8,10,0,5,0,12,5,6,7,8,12,17,19,16,11,10,10,6,3,7,0,3,8,7,2,5,4,7,9,0,2,9,6,0,5,2,0,4,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,0,1,2,10,26,37,38,21,20,22,20,6,4,0,0,4,5,6,11,11,6,12,22,30,32,27,9,15,12,14,12,11,10,11,0,10,6,4,3,3,0,3,3,2,2,2,1,1,0,1,0,1,0,1,2,8,9,9,11,12,12,12,13,13,5,12,8,6,7,6,6,5,7,8,6,5,4,4,0,0,3,0,5,4,5,0,6,5,3,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 07:00:00,0,0,4,17,29,54,55,57,61,40,51,19,18,19,13,16,24,30,35,33,31,35,43,51,53,27,14,18,21,19,18,17,18,17,17,14,7,7,12,8,8,9,8,7,13,8,0,3,2,0,4,0,1,2,4,35,45,31,37,40,43,38,38,33,35,36,25,18,17,19,15,17,16,9,11,15,20,29,28,21,5,6,9,8,17,17,19,19,23,38,37,32,34,31,26,10,9,11,10,8,10,12,0,10,8,5,2,2,0,0,0
2022-03-15 08:00:00,0,0,4,12,23,45,47,48,49,51,42,19,21,16,18,16,21,24,23,23,21,36,53,59,63,48,20,24,28,20,26,22,19,16,22,26,22,11,20,15,18,16,18,17,18,12,7,10,8,6,4,2,4,0,3,21,28,30,52,54,53,53,53,42,36,33,25,24,24,23,23,24,18,10,7,4,5,6,9,10,12,11,10,9,8,7,8,8,11,21,20,13,15,16,12,10,10,9,8,8,13,12,11,7,6,3,3,2,1,0,0
2022-03-15 09:00:00,0,0,2,5,17,30,29,31,30,29,25,14,15,0,11,14,14,12,13,12,13,16,22,32,34,39,17,22,22,21,17,16,7,13,13,14,11,7,7,6,6,5,7,9,9,8,7,7,6,7,6,5,4,1,0,6,15,16,20,22,24,22,27,28,29,32,25,28,25,19,22,23,18,11,5,6,2,6,5,5,4,5,7,6,5,3,9,8,9,12,11,10,7,6,9,7,8,10,11,8,10,0,0,4,3,2,0,0,0,0,0
2022-03-15 10:00:00,0,0,0,2,7,14,13,13,14,14,15,9,6,0,4,10,11,12,9,10,11,13,18,23,24,19,8,9,8,8,7,7,9,10,4,4,4,10,8,4,5,3,4,5,6,4,2,2,4,3,4,3,1,3,0,2,8,6,11,5,13,13,12,12,10,0,11,10,9,9,13,11,10,5,3,3,4,3,3,5,6,5,6,5,5,7,9,8,8,8,7,10,9,8,5,9,8,6,7,9,9,10,9,6,4,4,2,0,0,0,0
2022-03-15 11:00:00,0,1,0,4,9,17,16,17,19,18,16,10,8,0,6,6,9,11,4,13,11,10,12,13,12,10,10,8,7,4,4,8,9,7,9,7,4,8,8,5,6,6,6,7,6,7,1,6,3,5,5,4,0,2,1,4,8,7,9,10,8,10,9,11,7,11,11,12,12,9,10,8,11,9,7,0,0,6,7,8,8,10,11,10,0,8,8,4,6,7,6,7,8,6,7,4,5,6,7,5,10,4,5,7,6,3,1,0,0,0,0
2022-03-15 12:00:00,0,0,1,5,10,17,10,16,14,0,12,9,8,8,2,7,10,12,13,14,13,10,18,22,26,25,16,16,17,6,7,6,8,7,8,7,10,11,10,8,9,12,11,11,12,10,3,9,3,8,7,7,5,4,3,2,4,0,6,8,9,8,7,6,12,13,10,8,10,8,7,8,9,7,6,2,3,5,6,0,8,7,9,9,10,12,15,11,9,7,6,7,5,6,7,2,4,6,3,8,11,11,0,16,14,9,3,3,0,0,0
2022-03-15 13:00:00,0,1,0,4,5,14,13,12,15,11,7,11,8,6,9,10,15,17,16,18,15,14,14,19,18,17,12,17,16,14,13,12,10,8,7,7,8,10,10,10,10,11,7,12,12,10,6,10,4,10,12,11,5,10,6,1,6,7,7,9,8,8,7,0,7,8,11,12,12,5,7,9,7,7,5,5,0,5,6,7,7,7,12,16,14,15,13,15,16,15,14,10,11,9,0,7,5,9,0,5,10,9,2,11,5,6,4,0,0,0,0
2022-03-15 14:00:00,0,0,0,4,5,11,8,10,13,10,14,9,11,10,9,13,15,13,22,24,23,22,18,21,18,16,12,10,8,7,8,5,6,7,6,9,7,9,11,9,8,7,8,10,9,8,7,6,7,5,9,9,8,7,6,2,7,6,8,8,9,8,10,6,13,0,14,11,13,13,12,8,11,9,11,13,12,11,12,12,14,12,15,13,14,12,14,12,11,10,8,9,10,10,11,7,10,9,5,10,11,4,8,7,5,5,1,2,1,0,0
2022-03-15 15:00:00,0,0,1,3,7,11,14,13,12,0,13,10,11,0,10,11,17,19,23,24,23,22,21,22,21,20,21,16,16,12,8,7,7,7,8,7,9,10,9,12,14,13,10,13,17,19,12,24,26,21,18,17,16,18,14,2,6,8,6,5,7,8,6,8,8,9,14,17,17,16,14,11,8,9,10,12,6,14,15,17,18,19,29,31,29,27,29,28,25,29,26,21,22,21,16,11,11,19,18,15,16,15,13,11,7,4,1,0,0,0,0
2022-03-15 16:00:00,0,0,1,4,8,16,13,17,17,18,15,12,11,9,10,8,14,14,16,16,21,21,22,23,21,16,16,13,9,13,12,21,21,6,20,17,16,16,18,14,14,17,15,14,19,39,38,40,44,38,38,33,29,26,21,2,6,4,9,10,10,11,11,10,12,10,12,11,10,12,13,13,14,14,22,25,27,23,26,28,30,25,28,29,23,24,25,23,17,15,15,13,18,20,18,16,15,17,14,14,21,22,0,21,18,7,3,0,0,0,0
2022-03-15 17:00:00,0,0,2,3,4,12,8,12,13,14,15,12,14,13,9,16,15,15,14,14,16,15,13,18,17,17,11,8,6,5,7,8,9,10,9,13,13,17,17,15,17,16,16,18,16,21,20,21,19,17,19,18,15,17,13,3,11,12,14,11,15,14,17,15,17,16,16,15,13,12,12,11,12,13,14,13,11,13,17,17,20,15,17,17,15,21,16,19,17,15,13,11,14,13,15,16,10,18,0,20,26,26,21,23,20,8,4,1,0,0,0
2022-03-15 18:00:00,0,0,1,4,6,7,9,11,9,10,12,8,11,10,7,10,14,16,16,14,19,21,25,27,25,21,15,17,19,10,12,11,12,16,14,13,15,20,28,30,35,36,39,36,37,33,28,34,33,34,34,30,27,23,20,1,6,7,5,8,12,15,14,14,14,0,13,14,15,13,16,17,14,14,18,19,17,20,23,22,23,23,31,27,23,40,42,33,28,27,22,24,22,23,24,22,21,20,19,24,30,29,27,25,17,15,2,1,0,0,0
2022-03-15 19:00:00,0,2,1,2,7,13,14,15,0,11,10,8,7,6,7,8,9,8,9,12,17,16,12,10,12,10,11,12,10,6,7,6,8,6,6,8,9,16,18,19,27,26,28,26,26,32,27,30,29,28,28,23,21,20,19,4,5,2,7,4,8,4,8,7,4,6,7,9,13,11,11,10,9,12,15,18,20,20,22,15,21,23,27,30,26,30,28,23,21,17,12,13,15,15,11,14,12,14,14,27,60,59,56,48,31,20,10,3,1,0,0
2022-03-15 20:00:00,0,1,0,2,3,4,0,5,6,16,14,9,11,9,8,10,12,13,12,14,20,15,12,9,6,6,9,9,5,4,1,2,0,5,6,6,7,10,9,8,18,17,18,11,11,16,9,18,15,17,17,16,13,12,9,2,1,0,3,3,4,5,6,4,8,7,6,6,9,8,9,7,7,8,9,10,11,10,11,12,14,16,26,26,25,35,36,32,21,16,14,17,17,16,14,7,11,14,15,21,32,31,19,29,24,10,6,3,0,0,0
2022-03-15 21:00:00,0,0,0,2,1,5,0,0,4,3,4,6,6,5,2,9,12,11,14,11,11,12,10,7,6,5,7,2,2,7,6,6,4,6,7,6,7,10,14,12,13,14,16,16,15,14,13,14,14,13,14,15,10,14,14,2,2,2,4,3,5,6,5,5,7,7,7,6,5,5,5,6,4,7,7,10,7,8,7,8,11,13,22,21,19,29,28,17,20,13,10,12,13,14,15,8,12,14,9,16,43,46,44,39,36,21,10,0,0,0,0
2022-03-15 22:00:00,0,0,0,0,1,0,0,0,0,1,1,3,2,0,4,11,12,9,8,11,12,11,12,13,12,7,4,5,2,3,5,3,4,4,3,0,5,8,9,8,9,10,12,14,14,17,13,19,18,16,15,14,11,10,8,0,1,2,1,0,3,2,3,5,6,0,7,7,8,12,11,12,15,18,19,18,17,16,14,11,10,6,11,10,9,8,9,5,7,7,8,6,5,5,3,14,16,15,5,16,22,18,18,21,18,7,5,1,0,0,0
2022-03-15 23:00:00,0,1,0,0,1,0,0,2,0,0,2,2,1,0,0,5,4,0,5,0,8,1,8,8,7,6,7,7,8,3,3,4,0,3,3,4,2,5,5,7,8,3,7,5,5,6,3,7,4,5,8,7,4,5,4,1,2,2,2,3,3,1,6,1,8,9,6,8,11,10,9,10,11,7,6,6,0,4,5,3,5,6,9,9,8,18,17,17,12,8,5,10,8,7,5,4,7,8,0,10,26,26,27,26,23,11,2,1,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,0,0,1,3,4,3,4,0,7,2,0,0,0,1,0,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,2,0,3,4,12,12,3,11,3,11,7,8,0,0,7,3,7,5,5,8,7,7,8,7,8,8,12,12,7,10,3,0,11,12,11,7,4,5,4,7,8,7,7,4,2,3,1,3,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,0,0,1,6,16,30,32,14,33,36,30,11,9,8,8,7,9,10,10,10,8,9,12,19,23,21,15,16,15,9,7,7,2,6,7,6,5,4,3,1,0,1,0,2,3,2,0,1,0,0,2,3,1,2,1,6,9,8,13,18,17,12,13,10,7,9,7,9,9,10,6,4,5,3,2,0,0,3,0,4,5,6,7,6,6,7,4,6,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 07:00:00,0,0,3,10,22,37,38,39,42,45,41,20,15,15,13,13,16,19,26,24,21,30,40,49,54,43,18,27,39,21,19,16,15,15,16,13,11,10,11,9,10,0,9,8,8,4,6,7,3,3,4,2,1,3,3,17,29,25,30,32,31,32,37,31,32,33,24,19,14,16,16,15,11,9,11,16,19,23,24,19,5,4,7,9,12,15,17,21,23,31,29,27,31,28,24,11,8,6,5,5,8,8,0,7,6,6,4,3,2,0,0
2022-03-16 08:00:00,0,0,4,16,29,48,50,48,45,43,42,25,27,26,25,23,27,31,30,26,27,29,49,56,60,53,24,31,25,19,25,20,18,19,20,19,19,12,13,9,9,8,8,9,10,7,0,4,3,4,6,3,3,3,4,37,50,19,60,25,56,53,53,40,38,37,28,24,24,28,24,23,17,8,5,6,5,6,5,5,5,8,11,12,16,17,17,14,15,19,17,11,11,7,10,8,8,9,0,9,12,11,0,10,11,7,2,1,0,0,0
2022-03-16 09:00:00,0,0,2,8,12,32,34,27,30,31,31,22,21,0,16,13,15,14,14,13,11,21,26,32,34,26,21,19,17,11,10,9,7,6,9,10,8,7,10,9,7,3,7,10,10,10,7,6,4,0,5,4,3,1,2,4,13,12,15,15,15,15,19,20,26,27,22,25,22,24,25,25,16,9,4,3,7,6,2,5,5,7,7,7,9,12,12,14,16,16,12,15,13,12,14,11,10,4,3,9,10,9,8,5,3,2,1,1,0,0,0
2022-03-16 10:00:00,0,2,1,4,11,18,21,15,25,27,26,15,16,17,12,12,13,11,11,11,13,14,15,21,24,21,12,15,12,8,8,6,6,5,5,5,6,5,6,5,6,7,5,7,6,5,0,5,4,3,4,3,1,3,2,1,6,0,6,7,8,11,12,10,10,13,10,12,9,12,12,11,9,7,5,5,5,3,0,3,4,1,4,0,3,5,5,10,11,13,11,11,10,9,8,8,6,3,3,7,9,9,0,7,5,3,1,0,0,0,0
2022-03-16 11:00:00,0,0,0,3,6,15,16,12,16,18,18,12,10,7,6,7,9,10,9,10,9,9,9,10,11,11,20,9,18,9,13,14,14,5,14,16,14,13,7,6,8,8,3,3,6,5,4,3,4,3,4,4,3,2,2,2,5,7,8,7,7,10,9,0,10,11,8,11,7,9,8,5,7,8,10,11,7,11,13,12,9,9,14,17,15,13,13,12,10,6,2,3,2,5,5,0,1,5,0,4,5,0,6,4,0,2,3,0,0,0,0
2022-03-16 12:00:00,0,1,1,4,9,16,15,17,14,15,16,13,9,6,6,10,9,11,9,12,12,11,14,17,19,16,13,13,11,8,8,9,6,7,10,9,7,9,7,8,11,10,10,8,11,10,6,10,9,9,7,7,4,6,4,3,7,9,13,11,12,11,10,6,9,10,9,10,9,6,6,6,6,4,5,6,8,6,5,5,8,8,16,17,14,14,15,16,14,13,11,11,13,12,11,10,8,10,4,13,19,19,4,15,11,6,2,0,0,0,0
2022-03-16 13:00:00,0,0,1,6,7,13,13,15,15,16,17,12,14,15,15,15,9,8,12,13,11,8,10,10,9,9,9,7,4,8,9,4,4,8,7,2,8,7,6,9,8,9,5,8,2,8,6,9,10,10,10,9,7,8,5,3,8,9,12,13,12,11,12,14,13,9,11,12,11,10,9,8,10,10,6,5,5,6,5,7,7,10,12,14,13,15,15,11,12,13,11,13,12,11,10,10,6,13,10,6,13,12,10,12,10,6,2,0,0,0,0
