Unnamed: 0,1_광명차고지,2_하안버스공영차고지,3_자동차경매장.가림초등학교,4_가림중학교,5_하안3동주민센터.하안주공7.8단지,6_하안사거리.7단지,7_하안4동주민센터.하안주공4.10단지,8_하안2동주민센터.하안주공1.2.3.4단지,9_광명시민체육관,10_하안1동주민센터,11_복지관운동장,12_철산푸르지오하늘채아파트,13_광명경찰서,14_광명성애병원,15_철산래미안자이아파트,16_디지털3단지사거리,17_금천패션아울렛사거리.W몰,18_디지털단지오거리,19_가리봉시장,20_구로4동자치회관,21_구로시장,22_구로4동우체국.고대구로병원정문,23_구로119안전센터,24_우리유엔미아파트,25_쌍용구로정비사업소,26_신도림동.구로역,27_신도림역,28_문래동남성아파트,29_남부지방법원등기국.구로세무서(에이스하이테크시티),30_영등포역,31_전경련회관,32_여의도역,33_샛강역4번출구.여의도자이,34_샛강역.앙카라공원,35_진주아파트,36_시범아파트,37_원효로3가,38_원효로2가사거리,39_남정초등학교,40_용산e편한세상,41_용산꿈나무종합타운,42_용산경찰서,43_남영역,44_숙대입구역.청파동주민센터,45_청파동,46_서계동,47_서울역서부,48_서울역버스환승센터,49_갈월동,50_갈월동4호선숙대입구,51_남영역,52_용산경찰서,53_용산꿈나무종합타운.원효로우체국,54_원효로2가,55_원효로3가,56_시범아파트.대교아파트,57_KBS별관,58_샛강역1번출구.여의도자이,59_여의도역,60_여의도지하차도입구,61_영등포역,62_남부지방법원등기국.구로세무서(에이스하이테크시티),63_문래동남성아파트,64_신도림역,65_신도림동.구로역,66_구로역,67_쌍용구로정비사업소,68_우리유앤미아파트,69_구로119안전센터,70_구로4동우체국.고대구로병원정문,71_구로시장,72_남구로역,73_가리봉시장,74_금천패션아울렛사거리.마리오,75_디지털3단지사거리,76_광명성애병원,77_광명경찰서,78_철산4단지,79_광명이편한세상센트레빌아파트,80_하안1동주민센터,81_광명시민체육관,82_하안2동주민센터.하안주공1.2.3.4단지,83_하안4동주민센터.하안주공4.10단지,84_하안사거리.7단지,85_하안3동주민센터.하안주공7.8단지,86_가림중학교,87_가림초등학교.자동차경매장,88_하안버스공영차고지,89_광명공영차고지종점
2022-03-05 04:00:00,0,0,0,0,0,1,4,6,0,7,8,9,4,5,11,10,0,0,9,8,8,10,11,0,0,0,9,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,1,0,2,3,2,4,3,0,2,2,2,0,0,1,0,2,2,8,9,10,14,7,13,15,13,14,13,13,8,11,10,12,11,8,6,7,6,5,6,2,0,6,7,6,5,2,0,0,0,0,0,3,1,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,0,0,0,0,1,3,4,0,3,4,0,5,6,8,7,2,6,7,6,4,7,5,7,6,7,9,0,6,6,5,1,4,3,3,3,2,0,2,0,0,1,0,1,0,3,1,2,3,0,2,0,0,4,5,4,2,0,0,4,0,3,2,2,3,7,6,4,6,0,9,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-03-05 07:00:00,0,0,0,1,0,0,2,4,5,0,0,1,2,0,2,1,2,1,3,2,3,2,6,7,6,8,6,0,5,6,5,7,6,5,4,4,5,0,5,3,6,7,0,5,4,1,1,0,1,0,2,2,0,3,1,2,3,2,2,0,2,1,0,4,0,0,2,4,3,5,5,4,0,6,5,4,3,2,0,3,0,2,0,0,1,0,0,0,0
2022-03-05 08:00:00,0,0,0,0,1,2,3,4,0,7,7,9,5,0,10,10,9,9,11,9,3,8,10,11,8,9,10,9,9,9,8,6,5,6,7,5,6,5,5,4,6,4,3,4,4,1,0,4,5,0,3,6,5,0,7,7,4,4,6,8,5,4,0,5,4,4,9,9,9,8,2,5,6,7,3,5,6,2,4,1,4,3,5,4,0,0,0,0,0
2022-03-05 09:00:00,0,1,2,0,2,0,4,6,2,6,6,7,6,6,7,2,3,4,4,5,4,5,8,9,8,7,10,2,11,11,9,8,7,6,5,6,6,4,5,4,4,4,4,3,3,1,0,3,0,3,4,5,6,8,7,9,10,11,9,8,6,3,0,9,8,8,9,11,12,10,9,7,4,8,7,3,4,7,6,4,3,4,6,3,1,0,0,0,0
2022-03-05 10:00:00,0,1,0,2,0,4,6,7,0,8,0,7,5,2,5,6,3,4,2,5,7,10,11,10,11,11,9,0,6,8,11,11,8,6,5,6,5,3,3,0,4,5,0,6,5,4,2,1,2,0,2,3,0,5,7,7,9,6,11,2,10,9,8,7,8,2,8,8,7,9,3,5,2,7,1,3,3,1,3,4,3,0,3,1,0,0,2,0,0
2022-03-05 11:00:00,0,1,0,0,0,2,2,3,4,4,2,3,4,7,10,9,5,6,5,5,4,11,11,9,10,13,10,6,9,9,10,9,9,12,12,11,8,9,5,4,5,6,5,6,7,6,6,7,3,8,12,13,12,14,15,17,11,19,18,21,13,0,0,5,6,0,10,5,8,5,0,4,3,8,0,7,1,3,0,4,0,0,2,0,0,0,0,0,0
2022-03-05 12:00:00,0,0,2,3,6,6,10,13,14,15,16,13,10,12,10,11,12,6,12,11,10,13,14,16,14,13,10,10,11,11,5,10,9,8,10,3,5,3,6,4,3,3,7,3,4,0,3,5,6,6,9,8,10,9,11,11,12,12,14,13,16,13,12,9,8,7,9,6,7,9,11,8,6,7,4,5,4,3,1,0,2,2,2,0,0,0,0,0,0
2022-03-05 13:00:00,0,1,0,1,3,6,7,8,4,7,6,7,6,8,0,7,11,13,15,17,16,19,21,21,15,14,14,12,11,9,7,8,7,8,6,5,9,8,10,8,7,8,7,6,7,6,4,7,8,0,3,9,10,9,11,14,18,20,20,21,16,17,14,13,12,14,13,13,10,12,14,14,5,9,6,7,4,7,4,1,2,1,1,1,0,0,0,0,0
2022-03-05 14:00:00,0,0,0,0,0,4,6,6,5,5,0,6,7,0,9,8,5,6,7,3,11,13,14,13,12,15,19,20,17,17,15,12,13,12,6,10,8,6,0,5,2,4,5,5,2,3,2,3,2,3,4,6,8,7,10,10,14,14,13,10,13,14,12,11,12,2,13,12,8,11,7,8,5,6,7,8,5,6,0,4,5,4,4,2,1,0,1,0,0
2022-03-05 15:00:00,0,0,0,0,0,3,4,3,6,0,5,9,6,5,6,7,8,7,0,8,6,9,11,9,7,9,11,12,12,12,8,13,15,13,8,7,4,4,0,1,7,8,10,7,6,1,2,4,5,4,5,6,6,7,9,11,14,13,11,14,10,9,9,11,8,0,12,10,5,12,11,7,8,9,3,8,13,12,11,10,9,5,1,0,1,0,0,0,0
2022-03-05 16:00:00,0,0,0,0,0,2,4,5,5,6,7,6,0,8,0,6,10,0,0,4,2,8,8,7,8,5,9,6,7,11,13,11,12,13,13,14,11,3,10,8,6,0,0,8,7,3,2,5,2,3,4,4,7,8,12,12,23,24,25,24,27,29,25,22,21,0,20,20,14,12,11,9,6,7,9,8,8,7,7,5,6,5,5,3,2,0,0,0,0
2022-03-05 17:00:00,0,0,1,0,1,2,3,3,0,0,0,2,5,13,13,3,17,22,22,23,14,15,12,10,11,10,9,8,7,11,12,14,12,9,9,6,4,3,6,6,7,9,7,4,6,6,4,3,4,0,7,7,4,3,9,10,18,24,28,33,22,19,21,25,22,0,25,25,23,16,18,13,11,24,24,19,21,16,15,11,10,8,8,4,1,0,0,0,0
2022-03-05 18:00:00,0,0,0,0,0,1,0,2,2,0,3,3,4,7,4,0,7,8,10,11,9,9,4,8,7,9,5,6,8,10,11,11,12,12,11,8,9,6,9,8,7,0,3,3,0,2,1,1,2,3,5,4,4,6,5,6,13,0,11,14,23,22,11,23,23,22,20,19,21,16,14,11,7,10,10,8,11,5,4,3,9,3,2,2,0,1,0,0,0
2022-03-05 19:00:00,0,0,0,0,1,3,0,4,0,5,1,4,4,0,3,2,6,0,7,8,8,10,11,8,7,7,5,4,5,8,9,11,10,7,7,9,8,7,7,6,5,5,3,5,4,3,1,1,0,0,3,3,2,3,5,8,12,13,13,12,11,9,8,10,11,0,10,7,7,6,5,5,4,7,8,6,4,5,1,5,0,7,3,2,0,0,0,0,0
2022-03-05 20:00:00,0,1,0,0,1,0,2,0,0,0,0,0,5,0,4,0,9,12,11,10,7,10,8,11,9,6,4,1,3,8,13,9,10,7,6,5,7,6,3,5,0,3,2,4,1,3,4,1,0,2,3,2,5,8,9,10,10,13,10,14,12,12,10,12,11,0,10,9,9,7,7,5,4,3,0,3,4,5,4,3,0,2,0,1,0,0,0,0,0
2022-03-05 21:00:00,0,1,0,0,0,4,3,0,2,0,1,2,0,0,0,0,4,5,0,3,0,4,3,3,2,0,2,5,2,6,2,5,6,0,5,4,3,3,2,0,0,1,2,0,2,0,4,2,1,2,6,5,5,7,8,5,9,8,9,15,18,19,18,22,19,0,23,19,13,10,10,8,5,10,6,9,6,4,3,1,2,1,0,0,0,0,0,0,0
2022-03-05 22:00:00,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,5,3,2,3,3,1,2,3,4,5,3,6,0,5,4,0,4,3,3,1,2,2,1,0,3,2,1,0,1,2,0,0,3,2,0,1,4,3,7,8,7,8,18,17,15,13,12,0,19,18,9,8,6,5,4,5,4,3,8,8,6,5,0,4,2,0,0,0,0,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,4,4,3,2,1,0,0,0,0,1,2,2,4,2,1,0,1,0,0,5,1,4,5,3,0,4,3,2,3,10,5,9,13,12,10,11,4,9,6,4,0,6,8,7,8,7,8,7,2,0,0,3,1,0,0,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,0,2,0,3,0,0,4,3,0,4,2,1,0,1,0,0,0,0,2,3,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,0,0,1,1,2,3,3,0,0,0,0,4,3,1,0,4,0,3,2,2,5,0,3,3,0,2,2,3,0,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,0,0,0,1,1,3,0,0,2,3,1,0,1,0,0,0,5,6,5,8,6,5,3,3,1,3,0,3,4,4,3,2,2,1,3,1,4,0,3,3,2,1,0,0,0,1,2,2,3,1,0,0,1,3,3,2,2,0,0,2,1,3,2,0,6,4,5,3,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,0,0,0,0,0,2,0,3,0,4,0,0,2,0,4,3,0,2,1,0,0,3,4,6,6,8,7,1,5,6,4,4,3,4,3,3,1,2,0,0,0,2,2,0,0,0,0,1,0,0,2,0,0,0,1,0,3,2,1,0,2,1,0,0,0,0,3,2,2,3,0,2,0,4,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0
2022-03-06 08:00:00,0,0,0,0,1,0,0,0,1,2,0,0,0,3,3,2,0,1,0,2,0,5,5,7,0,6,7,0,0,6,7,2,1,0,2,0,2,0,0,0,2,0,2,1,1,0,0,3,2,0,5,3,4,6,9,9,6,5,3,6,2,3,1,4,3,4,6,5,4,5,0,4,2,4,5,4,3,2,0,3,2,0,2,0,0,0,0,0,0
2022-03-06 09:00:00,0,0,0,0,1,2,7,8,9,6,0,7,0,6,8,7,5,3,5,7,7,4,3,5,5,6,6,3,4,6,5,5,3,5,6,0,0,0,5,0,6,5,6,5,3,0,2,2,0,0,4,0,6,9,12,8,10,5,3,0,5,0,0,6,0,0,9,9,15,8,9,6,5,8,7,5,3,2,4,3,3,1,0,0,2,0,1,0,0
2022-03-06 10:00:00,0,0,0,1,1,3,2,3,3,5,0,2,3,2,6,0,5,7,9,11,8,19,17,18,17,14,14,5,12,10,11,9,9,8,2,10,0,7,5,0,7,8,7,3,3,0,1,1,2,3,1,5,4,5,7,11,5,10,7,8,5,4,3,4,2,3,3,5,2,3,3,2,5,4,0,2,1,0,0,2,0,0,3,1,2,2,0,1,0
2022-03-06 11:00:00,0,1,0,0,1,2,2,2,0,5,0,4,4,0,0,1,6,8,6,7,7,11,14,13,11,12,9,0,5,6,7,8,8,8,7,8,5,4,6,4,3,4,3,2,3,5,2,4,2,3,4,5,6,0,7,6,6,7,11,0,10,0,0,4,0,4,6,4,3,6,5,0,6,5,4,3,2,0,1,0,0,2,1,0,0,0,0,0,0
2022-03-06 12:00:00,2,0,0,3,0,3,4,6,8,11,10,12,13,16,10,5,6,6,8,7,9,14,16,12,11,15,11,0,10,5,6,7,7,9,11,12,11,5,11,9,9,8,8,5,4,4,4,3,3,3,5,6,9,10,11,12,11,11,9,10,9,11,12,14,11,13,11,13,2,10,11,5,14,10,0,8,1,0,9,8,0,6,3,1,0,0,0,0,0
2022-03-06 13:00:00,0,0,1,0,0,0,2,1,0,3,0,2,2,1,5,16,13,12,11,8,9,12,12,12,10,8,7,0,7,10,7,10,11,9,10,11,6,5,5,4,7,3,6,6,7,8,5,6,3,5,5,6,5,6,7,10,11,10,9,6,9,4,5,9,0,10,20,17,17,17,16,15,12,9,8,3,8,8,7,4,4,2,6,1,0,0,0,0,0
2022-03-06 14:00:00,2,3,0,0,2,4,7,5,9,8,10,7,10,0,14,13,9,0,9,10,10,9,9,7,3,11,9,8,5,10,4,7,7,0,6,7,4,3,7,4,3,5,7,4,3,1,0,2,4,2,6,5,6,4,6,7,12,10,9,10,11,7,6,13,10,11,9,7,8,9,7,6,7,13,0,12,7,6,1,5,0,0,4,2,1,0,0,0,0
2022-03-06 15:00:00,0,0,0,0,1,4,0,3,3,5,0,5,7,8,10,8,13,14,15,14,11,13,14,14,7,17,12,11,9,7,8,8,10,5,10,6,0,3,3,1,0,2,4,7,2,2,0,4,6,0,6,8,6,9,11,12,14,13,12,13,9,10,9,8,9,8,8,6,10,9,10,10,11,9,7,7,4,5,3,0,4,3,5,3,0,0,0,0,0
2022-03-06 16:00:00,0,0,0,0,1,5,8,10,10,5,8,11,10,11,11,10,8,9,9,7,7,8,9,5,3,7,6,4,1,6,7,8,4,9,9,7,8,7,0,4,4,4,4,0,3,1,0,3,3,3,4,6,8,7,14,15,14,10,15,17,20,21,20,22,16,15,13,12,10,13,12,10,9,8,2,7,7,9,0,8,0,3,2,1,0,0,0,0,0
2022-03-06 17:00:00,0,0,0,0,0,3,0,3,4,4,0,5,1,4,0,0,10,14,11,13,13,13,12,10,6,8,8,7,7,11,11,10,0,9,6,6,6,7,6,0,3,0,2,0,1,1,0,3,3,0,4,5,7,7,8,9,7,10,8,9,11,12,10,13,13,11,13,11,10,7,6,6,0,9,10,10,10,9,8,7,0,10,6,3,0,0,0,0,0
2022-03-06 18:00:00,0,0,0,0,0,2,0,0,0,0,1,1,0,12,3,11,12,11,8,8,7,9,5,7,6,8,7,3,4,7,10,10,10,12,12,5,8,0,3,6,1,0,0,4,3,2,3,4,8,3,12,0,4,6,7,5,6,7,6,6,8,3,0,10,10,0,8,8,8,8,9,6,6,13,0,5,10,5,6,3,2,8,10,6,2,0,0,0,0
2022-03-06 19:00:00,0,2,0,3,3,5,0,3,7,6,0,0,7,5,9,4,7,0,7,6,5,4,3,3,3,4,2,5,0,7,0,8,0,7,5,5,5,2,0,4,1,0,2,2,1,0,1,1,1,2,5,0,3,2,13,11,11,9,7,9,12,11,11,10,9,0,15,14,12,9,7,6,5,6,7,5,3,4,1,6,4,7,5,1,0,0,0,0,0
2022-03-06 20:00:00,0,1,0,0,0,3,1,4,1,0,0,0,5,0,3,4,5,4,3,4,5,4,5,3,2,3,2,3,2,5,3,3,0,0,3,5,3,3,0,2,2,0,1,1,0,0,1,5,0,0,4,3,2,4,5,3,7,8,7,8,12,5,7,11,9,8,8,8,7,5,3,4,4,8,0,0,7,0,5,4,0,0,2,0,0,0,0,0,0
2022-03-06 21:00:00,0,0,0,0,0,1,0,3,2,0,0,5,2,3,0,5,4,2,3,4,3,3,4,3,2,0,2,0,1,4,0,5,0,4,4,4,4,0,0,0,1,0,2,3,3,1,1,0,0,0,4,5,6,6,6,5,7,0,7,9,14,0,13,8,7,0,7,5,4,6,5,4,7,15,14,12,9,6,6,5,3,2,0,0,0,0,0,0,0
2022-03-06 22:00:00,0,1,0,0,0,2,0,4,0,0,0,3,2,2,1,0,3,4,5,7,0,4,3,2,2,0,1,1,3,6,4,5,4,5,4,2,3,3,4,3,0,0,4,4,2,0,0,1,1,0,2,3,2,3,0,1,6,0,5,6,9,8,4,12,4,2,10,9,10,7,6,5,0,4,4,4,5,3,0,0,2,3,1,0,0,0,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,3,1,0,0,0,0,0,1,1,2,0,1,3,2,0,4,6,4,2,3,0,1,3,2,0,7,0,8,5,0,0,6,5,4,3,2,0,0,1,3,2,5,0,0,2,1,1,0,0,0,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,1,2,0,2,5,8,13,0,14,17,22,20,17,18,18,0,10,16,18,18,19,22,22,20,18,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,0,0,0,1,2,3,4,5,0,4,1,0,0,7,5,2,0,7,16,18,20,23,24,25,24,22,0,21,22,19,14,9,12,9,2,4,0,0,0,5,10,0,0,8,0,3,4,0,5,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,0,0,1,1,4,5,7,6,10,11,12,11,11,17,16,6,13,7,14,9,14,19,9,20,13,9,6,10,10,10,10,5,7,5,5,6,5,0,3,4,4,2,0,3,1,1,4,3,0,1,3,4,5,3,5,4,4,2,2,1,2,3,3,0,5,8,9,11,5,10,6,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 07:00:00,0,1,1,0,4,6,11,18,19,23,27,32,33,32,19,14,9,15,14,15,13,14,15,19,21,29,25,21,22,27,20,16,13,12,10,8,11,9,8,6,5,3,4,5,5,4,2,5,7,8,17,19,26,17,21,20,16,14,10,10,11,7,9,8,6,7,11,17,16,14,11,7,0,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-03-07 08:00:00,0,1,0,0,1,3,8,11,11,15,12,12,13,15,39,34,29,31,31,39,35,30,30,31,34,31,29,26,28,28,27,25,21,21,19,18,13,10,13,12,10,8,10,10,9,5,2,6,9,13,19,23,29,34,42,37,29,24,13,9,8,8,7,12,12,14,24,21,14,15,18,17,15,15,8,7,5,6,3,3,5,6,1,0,2,0,0,0,0
2022-03-07 09:00:00,0,1,2,4,6,9,12,14,16,15,8,15,12,13,19,12,10,4,12,12,11,13,15,16,18,19,17,12,15,17,17,17,16,17,17,16,12,11,8,5,8,6,8,7,5,3,1,2,4,7,6,5,3,6,8,9,11,11,14,9,8,5,6,6,0,7,8,11,10,10,9,9,11,10,3,4,3,3,0,0,4,1,2,0,0,1,0,0,0
2022-03-07 10:00:00,1,0,1,2,3,5,5,3,6,7,7,7,7,0,17,14,8,6,0,9,5,6,8,4,10,17,13,5,12,13,11,7,6,6,5,6,3,1,2,1,0,2,5,3,3,1,0,2,2,3,4,0,3,5,9,12,11,10,9,10,9,9,6,5,2,3,7,5,4,4,3,4,3,6,4,1,4,1,0,2,3,0,3,2,2,1,0,0,0
2022-03-07 11:00:00,0,0,0,0,0,0,0,2,4,5,1,2,0,4,3,0,0,1,4,4,5,8,9,8,9,5,7,8,6,14,13,12,12,11,8,8,6,5,1,0,4,0,1,3,3,2,0,1,3,4,7,8,7,4,6,10,10,7,11,13,7,7,6,5,3,3,5,6,7,7,5,5,5,3,4,5,4,3,2,0,0,0,0,0,0,0,0,0,0
2022-03-07 12:00:00,1,0,1,0,3,4,5,6,7,10,0,4,6,9,8,6,8,6,7,8,9,8,10,8,8,8,13,5,12,11,10,6,0,6,5,7,9,5,8,7,6,0,4,6,5,2,1,4,5,6,4,6,7,5,7,6,9,9,11,6,7,7,5,7,8,0,9,5,6,8,5,8,8,7,5,2,1,2,0,0,0,4,2,1,0,0,0,0,0
2022-03-07 13:00:00,0,2,0,1,3,1,3,5,4,5,0,6,6,8,10,10,11,8,6,12,13,16,9,12,11,9,12,4,13,12,8,15,14,15,13,11,8,4,5,3,3,2,8,6,7,3,4,3,4,0,0,1,2,8,8,9,8,9,12,13,10,10,9,11,10,11,12,13,12,9,2,6,7,8,6,4,3,3,2,4,0,1,5,3,2,1,0,0,0
2022-03-07 14:00:00,0,0,0,0,2,4,0,3,0,4,0,2,5,4,7,8,5,6,8,0,5,7,6,7,6,9,8,4,5,9,8,6,6,6,5,4,7,7,3,5,5,0,4,6,2,0,1,3,4,0,5,6,7,8,13,13,16,20,23,16,10,9,5,8,7,0,12,13,10,14,13,10,8,7,0,6,5,4,2,1,5,0,2,1,0,0,0,0,0
2022-03-07 15:00:00,1,0,0,0,1,2,0,3,0,4,5,6,0,9,10,8,9,2,11,8,11,14,10,9,6,5,6,6,6,9,7,8,10,9,11,11,7,8,7,9,2,4,7,3,1,1,0,5,2,6,7,5,6,6,8,28,30,25,27,30,23,23,12,23,23,11,20,19,14,13,12,9,7,7,5,6,6,5,0,5,4,3,4,3,1,0,0,0,0
2022-03-07 16:00:00,1,3,0,4,5,10,11,0,13,2,0,12,10,9,9,12,10,11,12,12,11,16,15,14,11,15,13,15,14,7,6,8,8,0,5,5,4,1,3,0,0,4,6,4,3,3,3,3,4,5,4,5,7,8,9,16,19,14,21,27,22,19,19,21,20,13,8,12,4,13,9,4,5,4,4,3,3,2,2,2,0,2,3,0,1,0,0,0,0
2022-03-07 17:00:00,1,0,0,2,2,7,9,7,9,7,3,2,9,8,9,10,8,9,10,11,12,17,15,12,10,13,15,13,12,13,14,15,13,14,15,17,12,12,0,9,8,8,9,10,6,0,2,2,5,7,10,12,11,12,14,16,19,22,25,43,24,24,22,19,17,16,23,22,24,18,17,7,5,5,3,4,2,2,1,2,0,0,1,0,0,0,0,0,0
2022-03-07 18:00:00,0,0,0,0,0,6,0,5,3,1,0,1,0,0,0,13,14,15,16,18,16,18,21,20,18,16,14,15,15,20,20,25,24,20,21,22,18,17,15,13,11,11,13,11,7,4,2,6,7,8,11,13,17,25,36,31,34,29,27,37,32,32,31,33,37,19,33,33,31,10,8,5,1,5,15,13,18,17,11,16,12,10,9,4,0,0,0,0,0
2022-03-07 19:00:00,0,1,2,0,0,3,1,4,4,3,4,0,5,0,4,5,7,6,0,5,3,6,5,5,4,3,1,4,7,8,7,18,20,22,22,20,16,11,9,6,5,4,5,6,3,5,4,4,6,0,7,6,5,10,12,14,20,18,19,27,18,17,17,17,15,13,22,19,16,29,25,20,19,26,35,26,27,30,27,23,11,16,12,3,0,0,0,0,0
2022-03-07 20:00:00,1,0,0,1,0,2,0,0,2,0,0,0,3,0,2,5,5,3,4,6,5,5,4,5,4,2,3,0,0,4,7,4,0,5,8,7,7,2,1,3,2,2,1,3,1,0,2,1,4,0,6,5,0,3,5,8,13,14,16,19,15,14,12,12,10,10,9,5,5,7,3,4,1,3,5,3,7,0,6,5,4,1,0,0,0,0,0,0,0
2022-03-07 21:00:00,0,1,0,0,0,2,0,0,1,1,0,1,2,0,0,3,4,0,5,2,4,3,4,0,0,0,6,6,5,6,5,7,5,4,7,6,3,0,5,2,4,0,5,3,3,2,1,4,3,5,7,0,6,7,7,7,8,11,13,16,13,14,14,16,16,15,15,13,11,9,0,6,5,12,14,4,11,12,13,11,0,8,6,2,1,0,0,0,0
2022-03-07 22:00:00,0,0,0,0,0,2,3,0,1,1,0,0,3,0,0,1,2,5,0,1,3,2,4,1,1,2,3,3,0,4,5,4,0,5,4,0,4,2,0,1,3,2,3,4,2,0,0,1,2,0,2,0,3,3,4,3,8,6,11,12,12,10,10,14,7,15,18,16,13,7,4,5,0,3,4,3,4,3,2,1,2,0,2,1,0,0,0,0,0
