Unnamed: 0,1_복정역환승센터4번승강장,2_위례서일로마을입구,3_위례자이,4_위례자이아파트,5_위례아트리버푸르지오,6_위례35단지아파트,7_위례신안인스빌.중앙푸르지오,8_송파와이즈더샵.엠코타운센트로엘,9_위례별초등학교.위례스타힐스,10_위례동주민센터.위례송파푸르지오,11_송파더센트레.힐스테이트송파,12_송파꿈에그린아파트,13_위례포레샤인.위례31단지후문,14_장지역2번출구,15_송파푸르지오시티.한화오벨리스크,16_강남한양수자인아파트,17_세곡2지구3.4단지,18_래미안포레아파트,19_강남더샵라르고오피스텔,20_못골마을.LH강남아이파크,21_래미안강남힐즈,22_세곡중학교.세명초등학교,23_세곡푸르지오,24_세곡푸르지오,25_헌인마을.서울농업기술센터,26_헌인릉.강남서초과학화예비군훈련장,27_서울특별시어린이병원.강동송파과학화예비군훈련장,28_안골마을,29_서초포레스타입구,30_탑성마을,31_염곡마을.서초50플러스센터,32_코트라,33_양재2동주민센터.양재꽃시장,34_언남고교,35_교육개발원입구,36_양재역.서초문화예술회관,37_뱅뱅사거리,38_래미안아파트.파이낸셜뉴스(중),39_신분당선강남역,40_지하철2호선강남역,41_논현역,42_신사역3번출구,43_신사역1번출구,44_신사동고개,45_언북중학교입구,46_제일은행.호림아트센터앞,47_일지아트홀.압구정동노인복지센터,48_한양아파트.압구정로데오역,49_압구정파출소,50_현대아파트,51_광림교회.현대고등학교,52_신사중학교,53_신사역.푸른저축은행,54_논현역,55_지하철2호선강남역,56_신분당선강남역,57_래미안아파트.파이낸셜뉴스(중),58_뱅뱅사거리,59_양재역.서초문화예술회관,60_교육개발원입구,61_시민의숲,62_AT센터.양재꽃시장,63_하나로마트.코트라,64_염곡마을.서초50플러스센터,65_탑성마을,66_서초포레스타입구,67_안골마을,68_서울특별시어린이병원.강동송파과학화예비군훈련장,69_헌인릉.강남서초과학화예비군훈련장,70_헌인농장,71_헌인마을.서울농업기술센터,72_세곡푸르지오,73_세곡중학교.세명초등학교,74_래미안강남힐즈,75_못골마을,76_강남현대힐스테이트에코,77_래미안포레아파트,78_세곡2지구3.4단지,79_강남한양수자인아파트,80_송파푸르지오시티.한화오벨리스크,81_장지역.가든파이브,82_위례31단지.위례포레샤인후문,83_위례아이파크아파트앞,84_힐스테이트송파.송파더센트레,85_위례동주민센터.위례스타힐스,86_위례별초등학교.위례스타힐스,87_송파와이즈더샵.엠코타운센트로엘,88_위례중앙푸르지오.신안인스빌,89_위례35단지아파트,90_위례보미리즌빌.위례아트리버푸르지오,91_위례중앙중학교,92_위례자이,93_위례서일로마을입구,94_복정고등학교.복정지구,95_복정역환승센터2번승강장
2022-03-05 04:00:00,0,1,0,0,0,0,0,0,1,2,0,1,2,1,0,2,0,2,3,0,0,8,5,0,0,6,0,7,8,0,0,9,7,5,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,0,0,0,1,1,0,0,0,2,0,1,3,3,2,2,1,0,4,5,1,6,4,5,4,3,3,4,3,0,0,3,8,2,1,9,9,3,5,4,4,3,3,0,2,2,1,0,1,2,0,1,1,2,1,2,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,1,0,0,0,0,0,0,0,0,1,0,4,4,6,5,2,5,4,3,4,3,4,5,5,4,4,2,7,9,0,0,8,3,0,5,8,4,5,1,4,5,4,6,4,3,1,1,0,1,0,0,0,4,7,10,10,2,7,9,8,0,5,6,0,5,5,6,0,0,1,0,5,5,3,3,5,6,0,5,2,4,2,2,0,1,1,0,2,3,4,0,0,0,0,0
2022-03-05 07:00:00,3,4,0,0,1,1,0,1,2,3,5,7,8,3,4,2,3,3,5,4,7,7,8,8,7,0,0,6,7,0,7,4,6,5,5,5,3,1,6,9,10,9,5,4,3,2,0,0,1,2,0,4,1,4,5,3,2,7,12,5,4,9,5,2,4,3,4,4,2,0,0,5,3,6,5,4,1,2,3,3,5,5,3,2,2,2,1,2,3,2,4,5,3,0,0
2022-03-05 08:00:00,4,6,0,2,3,3,2,4,6,7,8,13,16,7,7,8,9,8,8,9,8,18,14,17,18,16,18,17,14,0,16,14,14,7,14,16,6,14,11,17,19,16,15,13,12,7,2,2,3,3,3,6,6,6,5,2,2,2,6,7,4,8,5,2,1,6,2,5,6,0,0,7,9,3,9,3,7,3,4,3,8,3,3,2,0,2,3,4,4,5,4,8,5,7,0
2022-03-05 09:00:00,11,6,5,6,5,3,3,2,5,7,8,11,13,7,7,7,8,3,9,10,11,16,19,21,22,0,23,26,25,0,24,22,19,20,23,21,21,23,22,28,28,24,25,22,15,10,6,3,3,4,2,6,10,9,5,5,6,7,8,7,0,7,4,0,4,3,4,4,0,0,3,7,9,8,9,7,8,9,8,6,8,10,3,4,2,1,2,3,5,8,9,10,14,0,0
2022-03-05 10:00:00,5,5,4,4,2,0,1,3,4,12,5,14,16,8,11,10,11,3,10,12,13,13,13,12,11,0,11,15,16,0,17,10,9,10,12,9,10,11,17,25,25,24,27,24,21,12,4,4,5,5,7,10,9,9,9,5,4,4,15,16,4,17,12,3,0,10,10,9,0,0,7,8,10,10,10,8,9,12,15,14,10,5,6,6,7,4,3,2,2,3,4,0,4,0,0
2022-03-05 11:00:00,3,3,0,2,3,1,2,1,6,8,11,13,15,5,7,8,8,10,11,10,12,13,14,12,0,13,14,13,17,13,14,15,15,19,17,17,18,18,23,32,34,27,27,24,20,11,6,4,6,7,9,9,13,12,10,10,9,8,11,10,9,12,8,0,0,10,11,10,0,0,5,9,12,13,12,13,16,13,15,10,7,6,5,4,4,6,7,5,3,4,5,10,0,0,0
2022-03-05 12:00:00,5,1,0,4,2,3,3,4,7,7,9,11,15,10,15,13,15,15,18,15,15,19,18,18,0,17,14,15,15,0,16,12,16,16,15,15,15,14,17,31,34,29,27,26,26,20,5,8,15,15,11,14,18,17,11,8,9,7,10,10,9,11,11,12,0,12,12,8,7,8,9,12,10,14,16,17,17,16,15,10,12,12,5,4,3,3,4,5,4,5,4,0,0,0,0
2022-03-05 13:00:00,11,5,0,10,4,3,1,3,4,10,12,19,21,13,13,14,15,13,18,15,20,23,23,22,12,0,19,21,20,0,21,19,20,20,21,20,20,24,23,29,29,27,24,19,16,13,6,7,10,7,10,15,15,12,10,14,15,14,11,13,10,9,8,6,6,9,10,7,0,0,9,9,13,13,14,12,16,15,15,10,19,17,13,11,8,4,5,3,3,5,6,4,4,5,0
2022-03-05 14:00:00,6,5,3,2,1,3,1,2,4,9,8,10,11,12,18,9,8,20,21,20,21,20,21,10,0,20,0,19,11,18,19,16,17,12,14,19,20,21,27,42,44,31,29,26,21,18,6,8,10,7,10,13,12,11,12,11,6,11,10,8,8,11,11,11,0,9,11,10,9,10,9,10,12,14,13,10,12,12,12,11,8,5,6,5,5,2,0,4,5,6,7,7,8,7,0
2022-03-05 15:00:00,5,6,0,5,2,2,1,2,6,11,13,14,9,8,9,9,7,7,12,9,11,12,6,7,8,0,8,12,14,0,10,17,20,19,18,19,16,20,22,30,24,20,23,20,20,11,6,5,8,13,12,16,17,14,15,20,23,17,16,18,17,15,16,0,10,15,16,13,0,17,0,17,15,15,16,19,19,20,19,10,6,5,5,3,1,4,6,6,7,8,0,0,4,7,0
2022-03-05 16:00:00,8,10,3,7,4,8,6,7,1,13,14,20,20,8,10,9,0,9,10,7,9,12,9,10,0,11,10,12,14,13,15,15,21,24,25,22,20,20,22,34,27,26,24,21,20,16,10,9,9,11,18,24,26,20,19,20,15,17,17,17,19,18,11,10,10,10,16,18,8,10,6,15,13,17,17,15,15,8,14,6,12,12,5,4,1,3,4,2,3,5,5,6,8,0,0
2022-03-05 17:00:00,10,10,0,7,3,5,4,0,7,8,9,13,18,14,12,11,13,8,13,16,16,18,17,0,18,21,22,26,29,8,0,30,27,27,23,20,20,23,35,40,36,28,30,28,22,17,8,14,13,17,20,33,25,20,13,13,12,11,15,18,19,29,25,24,22,20,16,17,16,8,15,14,14,13,14,15,10,15,12,9,13,14,9,6,3,2,4,3,2,3,0,4,3,0,0
2022-03-05 18:00:00,4,4,3,2,1,3,2,2,4,6,7,12,13,12,18,0,14,15,18,8,17,15,11,0,0,8,10,12,11,7,0,12,14,17,15,13,21,27,30,23,18,14,19,17,16,12,7,10,3,9,11,36,33,31,21,20,15,15,16,19,19,17,18,5,19,19,13,18,0,15,17,20,14,13,13,16,17,18,9,8,10,7,2,1,3,1,4,2,4,6,2,3,2,0,0
2022-03-05 19:00:00,8,7,6,5,1,3,1,2,2,4,1,9,4,5,7,0,4,14,15,9,10,9,6,0,5,4,6,3,7,0,2,10,7,4,5,5,7,7,9,10,11,9,11,7,9,8,8,9,9,8,12,14,15,16,17,15,15,16,21,20,19,18,19,20,16,19,12,10,0,0,7,14,12,12,13,13,13,14,12,11,10,6,5,4,3,1,0,3,5,2,0,0,1,0,0
2022-03-05 20:00:00,5,0,0,0,3,4,3,2,3,5,0,6,5,14,15,11,7,14,9,8,13,11,8,3,0,6,6,3,3,0,7,7,5,4,8,8,8,9,11,10,12,11,11,9,7,6,10,11,10,8,7,12,13,12,7,8,5,7,13,12,11,13,14,0,11,10,10,10,9,0,8,9,8,7,6,9,11,10,3,2,10,3,2,1,0,3,0,0,4,5,0,0,0,0,0
2022-03-05 21:00:00,6,2,4,2,5,4,0,0,1,5,1,9,8,9,11,13,11,6,8,9,8,7,6,0,0,1,0,3,0,0,0,3,5,6,4,6,4,6,6,6,6,4,4,6,5,3,3,6,6,8,13,13,8,12,12,13,9,11,17,11,9,21,19,10,8,15,12,10,0,0,15,11,10,9,4,7,5,4,3,5,8,6,7,6,2,1,0,0,1,0,0,2,2,0,0
2022-03-05 22:00:00,7,6,0,0,5,4,0,1,0,7,0,12,8,7,9,0,9,3,7,4,4,4,4,0,0,0,4,4,3,3,0,4,6,3,2,3,1,3,5,6,9,5,7,6,6,5,3,4,2,3,4,6,6,8,14,15,16,16,16,17,16,19,18,0,0,17,14,18,0,0,8,15,11,9,9,7,7,7,6,5,10,8,4,3,3,2,0,2,3,4,5,0,0,1,0
2022-03-05 23:00:00,0,0,0,0,2,0,0,0,1,2,0,4,5,3,4,5,0,2,7,5,6,3,5,0,0,0,4,0,0,0,0,3,6,7,5,6,5,4,7,11,13,8,12,6,11,7,4,7,7,9,6,6,7,13,14,11,10,7,10,8,10,12,11,0,9,15,10,0,0,0,14,13,8,7,5,6,3,2,0,4,10,9,5,4,3,1,0,1,1,0,0,0,0,1,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,4,0,0,0,5,6,0,0,0,1,0,6,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,1,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,3,4,3,0,2,0,3,4,0,0,1,3,0,1,0,1,0,2,3,2,2,3,0,0,1,0,1,0,1,0,0,2,0,3,2,0,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,4,0,2,3,3,4,5,0,4,3,3,5,6,0,0,1,4,2,4,3,3,3,2,3,2,2,3,2,0,1,0,0,0,2,0,1,1,4,4,5,6,2,6,0,2,3,2,0,0,1,0,0,0,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-03-06 07:00:00,2,0,0,0,0,1,0,0,2,1,0,5,4,3,3,1,0,1,2,2,0,4,5,0,4,0,3,4,6,0,0,3,5,3,0,4,3,1,3,5,0,4,2,2,0,0,3,2,1,1,0,2,1,3,4,7,6,6,8,0,7,10,8,6,0,5,3,0,2,0,0,3,5,3,0,3,2,6,0,5,3,0,1,0,0,2,2,2,1,0,0,0,1,2,0
2022-03-06 08:00:00,4,0,0,1,0,1,0,0,3,3,4,7,7,3,4,3,2,2,6,7,9,8,8,7,7,4,9,7,11,0,6,7,7,6,3,6,3,6,7,9,8,6,5,4,2,2,1,2,2,1,0,3,4,7,8,6,5,6,9,9,6,8,5,4,3,3,4,2,3,0,0,3,5,5,2,5,2,3,0,2,4,3,1,2,1,1,2,3,4,0,4,6,0,0,0
2022-03-06 09:00:00,6,3,0,5,3,3,2,5,2,3,4,9,14,7,5,1,8,7,4,4,4,12,13,8,0,0,9,14,13,8,14,11,12,11,12,10,10,8,11,14,13,16,17,14,10,7,2,1,2,2,2,5,7,11,9,6,7,6,5,4,4,3,5,0,0,3,8,9,0,0,0,7,5,6,6,7,5,6,7,4,6,1,2,2,1,0,1,2,4,0,5,7,0,0,0
2022-03-06 10:00:00,4,3,2,2,0,2,2,1,6,3,8,13,11,5,7,6,8,9,11,6,10,15,13,7,4,0,13,14,12,11,11,13,12,14,14,13,12,12,15,12,12,12,9,7,4,5,3,3,1,5,4,4,5,4,4,3,0,2,4,4,3,4,3,4,1,5,3,6,0,0,0,6,9,7,8,10,13,12,11,5,5,5,3,3,1,1,1,2,2,3,4,0,0,0,0
2022-03-06 11:00:00,1,1,0,0,0,0,1,4,5,7,6,14,17,6,7,5,6,5,4,7,9,10,9,8,7,9,10,11,10,5,12,12,13,10,11,12,7,10,12,16,16,14,9,5,8,4,1,2,3,2,3,5,7,8,8,9,4,3,8,5,5,7,8,9,3,4,6,4,0,0,0,8,10,12,12,13,12,14,8,10,7,6,5,4,0,1,0,1,2,4,4,7,5,6,0
2022-03-06 12:00:00,6,4,7,2,1,3,2,4,8,4,5,12,11,4,5,5,7,6,9,8,9,9,8,10,9,10,8,8,11,7,6,11,8,8,13,11,9,10,13,23,22,21,20,19,16,12,3,2,2,3,5,7,10,10,13,4,11,0,9,12,12,15,16,0,0,14,13,0,0,0,0,12,10,11,12,16,17,18,19,12,10,4,9,6,4,3,0,0,0,1,0,0,2,0,0
2022-03-06 13:00:00,2,1,0,0,5,3,2,1,4,6,8,11,12,6,8,5,9,8,11,8,16,18,21,20,21,20,20,23,13,0,22,10,18,17,16,14,13,15,16,21,22,21,17,12,18,10,7,6,5,1,5,6,11,9,10,12,12,13,15,11,5,9,10,7,5,6,8,5,7,0,0,8,8,9,8,10,11,10,9,7,9,8,6,5,5,8,7,4,6,7,10,12,6,1,0
2022-03-06 14:00:00,0,1,0,0,0,3,2,4,5,3,5,6,7,10,13,11,7,10,9,8,7,7,5,0,0,0,0,10,13,0,0,14,9,11,11,15,19,16,15,15,17,18,15,12,14,11,6,6,4,8,7,8,9,9,9,11,10,5,7,4,9,8,9,9,3,11,11,5,0,10,2,10,13,18,20,20,19,18,19,18,13,12,6,3,2,3,3,3,3,5,4,3,2,4,0
2022-03-06 15:00:00,11,0,0,0,3,1,1,3,5,0,3,5,6,8,16,15,11,10,13,14,12,13,17,16,0,0,15,13,17,16,13,14,14,12,13,14,11,11,14,17,16,14,16,17,14,13,9,10,8,11,10,13,16,21,20,14,12,12,12,4,11,13,12,6,7,12,7,8,0,11,5,9,10,12,11,14,15,16,12,10,7,1,6,5,3,1,1,1,1,2,0,0,3,0,0
2022-03-06 16:00:00,6,5,3,3,9,5,2,3,3,5,0,11,12,12,14,17,17,15,21,17,18,12,14,0,3,6,12,11,9,0,10,13,14,10,10,10,11,10,14,17,16,13,12,11,11,8,7,11,16,9,9,13,5,10,15,14,13,15,19,19,18,21,20,19,17,16,14,15,0,16,15,12,12,14,15,15,20,24,12,20,12,10,6,3,4,2,2,2,5,5,3,7,0,0,0
2022-03-06 17:00:00,5,6,0,3,5,4,1,3,3,3,5,11,10,7,10,8,10,5,8,9,8,8,7,8,0,5,6,10,10,0,11,12,14,16,18,13,15,15,21,24,23,18,15,11,6,10,3,3,5,6,9,12,14,14,13,13,11,12,13,13,8,13,15,0,8,16,14,13,0,9,14,9,10,9,6,12,14,14,12,9,12,5,9,7,5,0,0,0,0,3,0,3,0,0,0
2022-03-06 18:00:00,3,1,0,0,0,1,0,0,0,0,0,3,4,13,13,14,6,13,12,9,6,4,7,4,0,6,4,4,5,0,0,8,8,10,8,8,3,5,10,13,8,12,8,7,11,9,9,8,8,5,5,9,10,12,12,12,13,15,17,14,16,18,13,0,17,14,14,13,0,0,12,11,12,13,11,14,13,13,11,8,12,10,7,5,4,2,1,1,3,0,1,4,5,6,0
2022-03-06 19:00:00,6,6,6,5,3,6,4,3,5,7,5,9,10,6,12,11,12,13,15,13,9,7,3,3,0,2,2,7,8,0,0,9,11,12,15,9,4,10,10,10,9,5,11,10,9,4,5,12,12,12,10,10,10,9,10,9,10,11,14,13,8,14,12,0,13,11,11,8,0,0,0,10,9,5,5,8,7,6,0,4,9,8,7,0,2,0,0,2,1,3,0,4,2,3,0
2022-03-06 20:00:00,4,6,5,3,1,7,6,1,2,7,9,5,6,6,8,7,0,10,8,6,8,6,5,6,5,4,3,4,6,0,4,6,6,4,6,6,0,2,5,7,8,8,7,6,6,3,5,9,5,5,3,8,7,10,10,9,8,7,10,12,9,11,12,0,6,10,11,5,0,12,13,12,7,10,6,6,5,5,4,3,12,9,2,1,0,2,3,0,0,4,0,2,6,0,0
2022-03-06 21:00:00,4,0,3,2,2,4,0,2,0,4,0,9,8,12,14,15,16,13,13,10,6,4,4,3,0,4,0,3,3,0,0,3,4,0,7,5,6,7,6,6,7,4,5,4,2,7,4,3,3,4,6,8,9,10,13,10,9,8,7,8,9,8,9,0,9,10,5,0,0,0,9,7,7,7,5,5,3,4,5,3,8,7,4,2,2,1,1,0,0,2,0,0,3,1,0
2022-03-06 22:00:00,6,7,0,0,6,2,3,2,3,3,3,6,7,5,6,1,5,4,2,3,5,5,3,6,2,4,5,4,0,0,3,3,2,2,3,2,4,5,6,5,5,4,4,3,5,2,3,5,5,3,7,6,8,8,12,13,11,11,12,11,13,12,12,0,7,10,9,12,0,0,7,11,12,12,6,7,5,1,0,3,9,4,1,3,2,1,2,0,1,3,0,0,3,1,0
2022-03-06 23:00:00,0,0,3,0,0,0,2,3,1,0,4,7,6,4,5,4,0,5,6,5,3,2,0,3,0,0,3,0,0,0,0,2,2,1,0,3,4,5,6,7,8,6,7,5,2,2,3,4,3,2,0,0,3,7,9,10,9,10,12,2,11,8,12,13,12,11,0,4,0,0,12,9,7,6,5,4,0,1,0,3,5,8,5,3,1,1,0,0,0,0,0,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,0,0,1,2,0,1,3,0,2,4,4,2,3,0,4,5,6,4,10,12,0,0,12,2,13,13,0,12,11,10,8,8,0,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,2,0,0,0,0,1,0,0,2,3,3,8,10,6,3,5,4,5,6,6,7,10,9,11,6,6,7,10,12,0,12,3,9,5,3,8,8,7,6,4,3,5,2,1,0,1,2,4,2,4,1,2,5,6,5,3,4,8,4,10,0,14,11,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,3,0,0,0,2,2,0,4,4,5,8,18,19,9,10,11,11,12,13,10,11,16,17,18,14,11,12,15,0,14,12,10,11,12,11,9,6,5,5,8,9,4,9,7,3,2,0,0,1,3,1,2,5,6,7,13,14,15,19,21,22,21,12,13,0,10,11,9,2,5,3,9,10,9,9,8,4,7,6,6,5,4,3,3,2,2,3,6,7,0,10,11,0,0,0
2022-03-07 07:00:00,6,5,0,0,1,1,0,4,12,13,14,26,32,19,27,30,33,32,34,33,33,42,41,35,20,28,34,30,31,16,30,22,18,22,22,23,23,21,21,30,28,27,28,24,13,3,1,5,8,7,6,13,14,17,16,11,10,22,32,32,33,38,17,10,16,18,25,22,21,22,22,30,30,27,10,11,12,10,12,5,11,3,6,2,1,2,3,4,6,5,8,12,11,0,8
2022-03-07 08:00:00,12,11,4,9,6,4,3,9,13,12,12,24,29,20,25,26,28,28,37,35,35,38,42,42,41,40,39,37,42,43,43,35,42,46,36,41,39,34,33,53,54,52,59,39,26,12,3,9,9,6,7,9,17,16,16,19,18,15,35,26,23,26,17,15,12,15,14,15,6,8,14,19,19,21,16,21,24,25,25,8,9,11,6,6,3,7,9,15,20,24,28,29,28,26,0
2022-03-07 09:00:00,5,3,0,1,2,3,2,2,8,7,17,31,30,6,10,11,13,9,14,12,13,17,18,18,20,10,26,27,31,30,29,23,22,22,23,22,24,22,33,48,43,35,47,29,18,6,2,5,6,8,9,8,9,9,14,10,6,8,14,13,14,16,10,10,0,8,7,6,0,5,3,6,6,7,7,6,8,9,9,9,3,5,4,3,2,5,9,10,11,8,9,12,12,0,0
2022-03-07 10:00:00,3,3,0,2,2,1,1,1,2,3,3,4,7,6,6,4,7,5,6,9,10,14,11,13,12,0,11,13,15,9,17,18,15,17,15,13,12,19,17,17,17,15,16,13,10,8,4,4,5,6,8,2,8,9,8,6,5,5,3,4,2,6,4,4,3,5,6,7,0,0,0,6,8,6,5,9,7,8,8,6,10,3,3,2,1,1,2,2,6,7,9,10,11,5,0
2022-03-07 11:00:00,5,4,0,0,2,4,3,5,7,7,4,8,11,6,8,9,7,7,6,11,13,14,12,12,13,14,6,15,18,11,17,16,16,6,9,10,9,12,12,13,13,12,12,10,9,8,2,4,3,6,5,7,8,9,7,9,3,6,6,6,3,9,11,10,4,11,10,9,3,4,3,8,7,8,10,9,8,8,7,8,11,7,5,3,0,1,0,2,2,3,0,3,4,0,0
2022-03-07 12:00:00,6,4,0,5,3,2,1,4,4,6,8,14,15,10,9,8,7,6,10,28,28,30,27,11,26,25,14,14,15,8,12,15,13,12,15,10,14,18,18,21,19,17,16,14,10,8,5,6,5,5,8,10,9,9,10,11,10,8,14,11,15,13,11,0,4,9,8,7,4,2,6,9,10,11,33,34,29,29,28,23,14,12,4,2,4,3,6,3,2,0,8,9,9,10,0
2022-03-07 13:00:00,5,4,0,4,5,5,3,1,3,2,5,10,12,10,8,0,9,10,8,10,9,13,13,15,6,14,15,14,14,15,16,15,13,12,13,11,10,13,14,15,16,10,14,9,14,10,4,4,4,7,9,5,10,7,6,7,7,7,8,5,6,9,9,0,6,12,12,0,11,0,13,11,10,8,5,6,7,8,8,7,11,9,7,6,2,2,3,5,4,5,4,0,4,3,0
2022-03-07 14:00:00,7,8,0,8,6,2,0,2,3,5,6,9,11,9,8,10,9,5,10,9,10,9,8,2,5,9,6,8,9,0,8,10,12,13,13,11,13,14,12,17,18,16,16,12,10,9,5,7,7,6,8,8,8,6,6,8,8,11,13,14,9,14,15,16,15,12,14,15,10,0,10,13,25,24,23,23,16,14,12,10,21,19,11,8,7,3,4,2,3,3,4,5,0,2,0
2022-03-07 15:00:00,7,5,4,1,4,3,2,3,6,5,6,10,13,11,13,9,14,6,10,10,9,14,12,11,10,8,11,14,12,10,13,20,16,12,14,12,12,14,17,20,19,15,14,9,9,8,3,5,7,9,7,11,13,11,14,10,9,8,12,8,12,13,13,12,11,14,15,16,17,0,16,15,12,16,16,10,18,19,17,11,13,12,6,2,2,2,3,3,2,3,4,3,0,0,0
2022-03-07 16:00:00,10,10,4,4,7,7,4,3,6,4,5,12,15,8,11,10,12,11,11,10,10,10,11,0,10,11,13,13,15,0,18,20,19,21,19,15,15,17,22,20,15,14,14,12,11,7,6,7,9,14,18,23,20,17,13,17,19,16,17,16,16,17,17,20,19,16,17,18,14,8,18,16,14,12,18,22,26,28,27,17,11,10,8,5,4,3,5,5,5,8,7,8,7,7,0
2022-03-07 17:00:00,8,8,7,5,8,7,7,8,6,7,4,7,9,8,19,18,18,13,16,15,15,16,14,7,9,15,10,14,13,0,11,24,20,21,29,18,17,17,24,24,26,15,14,15,16,10,6,6,5,6,8,12,27,26,14,16,15,16,21,22,22,23,28,27,26,26,28,23,22,0,30,30,24,25,23,23,25,18,23,14,15,9,11,10,8,4,3,4,2,4,5,0,3,5,0
