Unnamed: 0,1_복정역환승센터4번승강장,2_위례서일로마을입구,3_위례자이,4_위례자이아파트,5_위례아트리버푸르지오,6_위례35단지아파트,7_위례신안인스빌.중앙푸르지오,8_송파와이즈더샵.엠코타운센트로엘,9_위례별초등학교.위례스타힐스,10_위례동주민센터.위례송파푸르지오,11_송파더센트레.힐스테이트송파,12_송파꿈에그린아파트,13_위례포레샤인.위례31단지후문,14_장지역2번출구,15_송파푸르지오시티.한화오벨리스크,16_강남한양수자인아파트,17_세곡2지구3.4단지,18_래미안포레아파트,19_강남더샵라르고오피스텔,20_못골마을.LH강남아이파크,21_래미안강남힐즈,22_세곡중학교.세명초등학교,23_세곡푸르지오,24_세곡푸르지오,25_헌인마을.서울농업기술센터,26_헌인릉.강남서초과학화예비군훈련장,27_서울특별시어린이병원.강동송파과학화예비군훈련장,28_안골마을,29_서초포레스타입구,30_탑성마을,31_염곡마을.서초50플러스센터,32_코트라,33_양재2동주민센터.양재꽃시장,34_언남고교,35_교육개발원입구,36_양재역.서초문화예술회관,37_뱅뱅사거리,38_래미안아파트.파이낸셜뉴스(중),39_신분당선강남역,40_지하철2호선강남역,41_논현역,42_신사역3번출구,43_신사역1번출구,44_신사동고개,45_언북중학교입구,46_제일은행.호림아트센터앞,47_일지아트홀.압구정동노인복지센터,48_한양아파트.압구정로데오역,49_압구정파출소,50_현대아파트,51_광림교회.현대고등학교,52_신사중학교,53_신사역.푸른저축은행,54_논현역,55_지하철2호선강남역,56_신분당선강남역,57_래미안아파트.파이낸셜뉴스(중),58_뱅뱅사거리,59_양재역.서초문화예술회관,60_교육개발원입구,61_시민의숲,62_AT센터.양재꽃시장,63_하나로마트.코트라,64_염곡마을.서초50플러스센터,65_탑성마을,66_서초포레스타입구,67_안골마을,68_서울특별시어린이병원.강동송파과학화예비군훈련장,69_헌인릉.강남서초과학화예비군훈련장,70_헌인농장,71_헌인마을.서울농업기술센터,72_세곡푸르지오,73_세곡중학교.세명초등학교,74_래미안강남힐즈,75_못골마을,76_강남현대힐스테이트에코,77_래미안포레아파트,78_세곡2지구3.4단지,79_강남한양수자인아파트,80_송파푸르지오시티.한화오벨리스크,81_장지역.가든파이브,82_위례31단지.위례포레샤인후문,83_위례아이파크아파트앞,84_힐스테이트송파.송파더센트레,85_위례동주민센터.위례스타힐스,86_위례별초등학교.위례스타힐스,87_송파와이즈더샵.엠코타운센트로엘,88_위례중앙푸르지오.신안인스빌,89_위례35단지아파트,90_위례보미리즌빌.위례아트리버푸르지오,91_위례중앙중학교,92_위례자이,93_위례서일로마을입구,94_복정고등학교.복정지구,95_복정역환승센터2번승강장
2022-03-27 05:00:00,1,0,0,0,0,1,0,1,2,1,1,3,2,2,4,0,1,0,6,2,5,8,10,0,1,1,0,0,2,0,1,1,0,0,2,1,1,2,3,3,3,3,0,2,3,0,1,0,0,2,1,0,4,7,8,7,0,7,4,3,2,0,1,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,1,0,0,0,0,1,0,3,0,4,0,2,3,1,2,0,3,4,2,0,2,6,4,7,9,8,7,9,10,0,3,9,8,7,8,7,6,3,4,5,5,7,3,2,2,6,2,0,0,1,0,2,2,4,2,4,5,6,8,7,6,5,4,0,2,3,2,2,0,0,0,1,3,0,2,0,4,2,3,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-03-27 07:00:00,2,0,0,0,0,1,3,1,3,4,0,7,11,9,5,3,3,2,1,4,6,8,7,6,0,0,0,7,0,0,5,3,3,2,3,2,4,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2,3,0,1,2,3,3,0,0,0,1,1,4,0,2,1,3,2,4,3,4,2,0,3,1,1,1,1,0,0,1,2,1,1,0,0,0,0,0
2022-03-27 08:00:00,6,3,0,0,1,0,0,1,4,6,6,9,11,5,6,5,6,6,8,7,9,13,13,6,8,12,10,11,7,0,5,7,7,8,7,5,6,8,6,7,5,6,6,4,2,2,3,2,1,1,1,2,2,4,5,4,5,6,8,9,10,11,8,4,0,10,5,8,4,2,0,8,10,0,6,6,6,0,0,5,5,0,0,0,0,1,1,3,3,0,4,5,4,4,0
2022-03-27 09:00:00,5,3,0,3,2,3,1,4,3,4,5,7,9,4,8,5,10,1,11,8,9,12,14,15,12,16,17,14,15,0,14,12,12,12,10,10,8,12,10,9,9,8,6,9,9,5,2,2,2,1,2,4,4,5,3,2,3,3,5,2,4,6,5,0,2,1,3,2,0,0,5,8,10,9,7,6,5,7,8,8,3,4,5,4,2,0,3,4,9,10,0,11,11,0,0
2022-03-27 10:00:00,6,5,0,4,1,2,1,2,4,6,7,8,9,5,7,5,6,7,8,9,9,10,10,0,0,0,9,12,12,0,10,10,9,10,9,8,11,13,14,15,13,11,10,11,9,8,6,4,3,4,5,7,4,8,7,9,6,7,11,10,7,11,12,13,11,3,10,9,8,0,0,8,13,14,5,15,5,13,11,9,6,4,3,2,2,2,4,2,3,5,6,7,6,0,0
2022-03-27 11:00:00,1,0,0,0,1,2,0,1,4,8,2,12,12,4,6,0,0,2,7,5,6,8,10,8,0,10,0,12,11,10,13,12,11,13,16,16,16,18,24,29,27,28,26,24,20,14,2,3,3,4,5,13,12,4,7,6,6,4,6,7,7,12,9,7,8,7,6,0,6,7,0,9,11,14,12,12,10,13,11,9,5,4,2,1,2,2,1,2,4,0,5,6,5,0,0
2022-03-27 12:00:00,6,6,4,4,3,2,2,3,9,10,12,22,13,8,9,8,6,9,10,19,17,10,8,11,7,9,0,15,16,15,17,23,20,14,17,15,11,10,14,17,16,15,14,12,6,8,4,5,10,10,13,11,11,13,11,9,8,10,12,14,11,12,12,10,0,10,6,9,8,6,0,8,10,9,16,10,14,16,7,12,13,7,6,4,1,3,4,5,4,6,0,5,0,0,0
2022-03-27 13:00:00,4,1,0,0,1,2,1,1,5,7,7,19,19,7,12,11,12,11,13,12,16,15,16,17,11,15,16,19,22,21,20,22,23,25,17,26,25,24,21,26,24,26,26,22,22,18,7,8,8,8,6,10,12,11,8,11,12,13,16,16,9,17,9,16,9,15,15,9,14,0,15,14,16,18,20,15,19,8,18,17,9,8,4,0,3,2,2,1,2,1,3,6,3,4,0
2022-03-27 14:00:00,6,2,0,0,5,1,3,1,4,7,8,13,14,12,12,8,7,10,11,12,14,15,14,13,14,0,0,14,15,0,13,13,16,16,16,17,18,21,21,26,23,23,22,21,17,17,8,8,9,11,11,11,10,15,14,13,9,5,11,8,8,10,11,12,0,9,12,10,8,9,10,7,16,17,19,20,12,23,21,16,21,4,13,11,6,4,6,7,6,7,6,0,0,4,0
2022-03-27 15:00:00,2,3,0,2,0,1,1,2,3,4,4,7,8,18,21,22,23,22,9,22,21,20,14,0,10,0,12,11,14,0,0,12,14,12,14,14,14,15,17,24,22,19,14,15,13,11,6,5,5,5,7,10,17,12,16,10,9,11,14,15,11,10,15,12,0,14,13,15,9,0,11,13,13,14,12,12,12,14,10,11,15,11,7,6,3,4,2,0,5,8,0,2,2,7,0
2022-03-27 16:00:00,9,8,0,8,3,0,8,1,3,7,7,12,9,6,9,11,13,12,12,9,13,9,9,4,0,10,10,11,14,0,7,15,14,10,15,16,17,21,20,22,20,18,17,16,16,10,8,15,9,12,11,22,17,16,15,16,17,11,14,17,13,16,19,18,11,17,18,2,19,0,8,11,12,12,10,10,10,8,0,7,10,7,5,0,3,5,3,5,4,5,3,6,6,0,0
2022-03-27 17:00:00,5,0,2,4,4,3,2,8,9,10,12,17,17,13,19,21,15,20,13,19,18,14,10,9,8,9,10,10,11,0,10,13,19,19,18,17,16,20,23,30,31,28,23,23,20,11,7,7,8,9,10,15,20,19,20,19,17,16,20,20,18,21,23,25,13,21,22,22,0,23,7,17,16,14,13,12,9,9,9,7,16,15,7,6,2,3,2,2,5,4,5,2,2,2,0
2022-03-27 18:00:00,6,0,0,3,4,5,0,5,6,1,0,8,8,11,15,12,14,14,12,10,11,10,6,6,5,8,0,7,9,0,0,12,5,11,13,9,9,8,12,17,16,9,7,3,7,4,6,12,11,13,17,16,18,17,13,19,19,16,17,18,19,17,14,12,11,14,9,13,0,0,0,13,9,10,10,10,11,12,15,10,13,12,9,6,2,1,4,5,3,5,4,0,0,4,0
2022-03-27 19:00:00,8,8,7,3,1,9,5,0,3,4,5,10,8,10,15,0,10,14,12,13,14,12,11,9,0,4,0,8,5,0,0,12,12,11,10,9,9,8,11,11,9,7,7,2,8,6,3,8,7,8,10,15,14,12,13,16,12,4,14,14,13,17,20,13,6,19,18,0,11,0,19,18,13,12,9,6,9,0,8,9,17,15,7,5,3,1,2,3,0,2,0,3,4,3,0
2022-03-27 20:00:00,3,2,1,0,2,3,2,0,2,4,0,5,6,8,10,9,2,10,13,12,11,7,8,1,0,4,7,7,10,0,0,10,9,8,7,4,4,5,6,13,16,11,9,5,6,4,4,8,10,12,19,17,16,15,19,17,18,16,19,14,16,19,10,6,6,8,9,10,9,8,7,5,4,7,2,8,8,7,5,6,13,9,8,4,4,4,3,2,0,5,0,0,0,0,0
2022-03-27 21:00:00,1,0,1,0,0,0,0,0,0,2,0,3,3,5,7,0,3,6,8,4,5,4,3,4,0,0,3,3,0,0,0,4,5,0,5,4,4,9,5,9,9,8,8,7,5,7,7,1,6,5,6,9,11,10,19,18,17,15,17,15,15,16,11,6,15,13,12,12,0,0,0,10,10,6,9,7,6,4,3,6,14,11,7,5,2,2,1,2,5,5,6,0,4,7,0
2022-03-27 22:00:00,5,6,5,5,4,3,1,2,3,3,3,5,4,5,4,0,4,0,2,2,4,5,6,0,0,0,7,6,1,0,7,2,7,2,2,4,1,6,7,8,8,6,10,8,4,5,3,3,2,1,0,4,6,7,16,21,20,19,19,18,17,18,17,16,8,12,11,11,0,0,6,10,9,9,7,5,0,6,4,5,10,9,8,4,2,1,2,1,2,3,0,0,5,0,0
2022-03-27 23:00:00,0,0,0,3,0,0,1,0,0,4,0,5,6,3,5,1,0,4,5,0,5,3,2,4,0,0,1,3,4,3,4,6,5,0,4,5,4,3,5,11,12,10,9,4,4,0,4,6,0,3,2,4,6,7,11,14,10,13,10,10,7,8,6,0,7,3,12,8,0,0,0,11,9,8,1,7,7,0,4,4,7,8,5,0,3,1,1,0,0,0,0,0,1,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,8,0,0,0,8,1,6,2,0,5,3,4,3,2,1,0,4,3,2,0,8,11,0,0,4,12,14,18,17,16,15,14,0,12,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,1,1,0,0,2,3,2,1,2,1,1,5,7,9,10,1,3,2,6,5,6,9,11,10,9,5,4,10,11,0,10,7,6,7,5,7,8,6,4,3,3,6,5,2,0,0,0,1,2,2,2,3,9,14,4,8,7,5,6,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,3,0,0,1,0,4,3,4,7,8,10,18,22,19,7,0,9,11,11,11,14,18,13,0,12,11,10,12,14,15,14,13,12,9,10,11,11,8,8,11,10,8,9,5,1,0,0,4,1,3,1,2,4,5,15,21,20,20,20,21,19,18,10,9,9,7,7,6,6,5,4,7,7,6,7,7,5,7,8,6,5,4,3,3,2,3,5,3,4,0,5,5,0,4,0
2022-03-28 07:00:00,6,5,0,3,2,1,1,2,10,13,15,31,38,14,19,20,27,28,27,25,33,37,33,35,32,33,32,31,35,0,33,23,25,25,26,22,20,16,16,22,24,18,15,14,9,4,2,6,6,7,7,8,16,18,16,12,13,15,24,23,22,38,17,15,14,16,26,25,25,23,22,22,12,23,12,14,14,6,9,7,9,5,4,1,3,5,9,12,17,20,28,21,28,27,0
2022-03-28 08:00:00,14,13,0,12,7,3,2,4,9,10,12,23,33,12,17,19,22,26,30,35,31,34,34,32,31,20,30,33,34,32,32,28,31,30,29,29,24,30,42,44,41,43,57,43,26,9,4,10,9,8,8,12,18,20,22,23,21,21,37,33,27,32,24,22,13,18,20,18,17,16,12,14,19,19,20,19,20,21,25,9,10,8,4,3,2,3,5,4,13,15,21,26,24,24,0
2022-03-28 09:00:00,5,5,2,4,3,2,1,4,9,8,10,19,24,8,9,10,12,13,15,15,18,21,25,18,17,15,16,24,25,14,24,24,21,20,19,25,24,32,35,50,52,48,47,34,25,14,7,5,4,5,4,6,10,13,14,12,7,6,12,12,12,16,10,11,3,11,9,8,7,5,5,7,10,9,10,9,11,11,15,9,8,6,5,1,2,3,4,2,4,1,5,6,5,5,0
2022-03-28 10:00:00,3,2,0,1,3,1,2,3,2,3,2,4,6,6,8,9,7,8,10,11,10,16,17,9,11,10,18,19,14,18,17,14,14,12,17,12,11,17,19,25,22,19,19,15,10,5,3,2,2,2,2,4,6,5,5,6,5,7,7,5,4,7,8,1,0,11,6,7,12,3,6,8,9,10,9,8,6,6,6,7,7,8,1,1,1,0,4,5,6,7,8,0,7,0,0
2022-03-28 11:00:00,5,6,0,2,4,3,1,2,3,3,0,8,10,7,11,10,9,11,6,12,14,15,14,0,15,16,14,15,16,0,13,15,12,11,12,11,10,15,17,21,20,18,17,10,7,4,3,3,4,5,9,15,15,16,15,11,9,6,8,6,7,9,9,10,5,13,11,9,2,12,11,10,7,6,6,6,6,7,5,4,4,4,4,1,2,1,3,3,4,5,5,5,5,0,0
2022-03-28 12:00:00,7,6,4,4,4,5,3,4,5,5,7,15,18,5,7,12,10,9,10,10,10,14,16,16,14,13,14,15,16,15,14,40,18,15,15,12,11,11,12,16,17,18,17,16,11,7,5,4,3,3,6,8,8,10,9,8,8,9,10,8,9,11,10,5,8,10,8,9,4,7,8,8,9,9,8,9,8,7,7,7,9,6,5,2,3,4,5,2,6,4,6,0,5,3,0
2022-03-28 13:00:00,6,8,3,7,6,4,2,1,3,6,7,8,17,7,9,8,7,6,8,10,11,12,14,0,13,14,6,14,14,0,14,19,15,13,14,12,12,13,12,18,22,16,16,15,11,7,3,6,9,8,10,17,16,14,18,12,11,10,9,7,7,12,13,14,13,12,7,5,0,13,5,14,16,13,12,13,14,16,4,9,15,13,8,5,3,2,5,4,4,4,6,3,5,3,0
2022-03-28 14:00:00,7,8,0,0,2,5,4,2,2,3,4,7,6,4,6,5,8,1,7,3,8,9,8,0,2,9,3,7,11,8,10,11,11,13,11,9,8,9,11,16,14,9,11,8,6,5,5,4,4,7,5,11,9,10,8,10,14,13,13,14,10,16,14,13,10,8,8,12,13,10,7,11,24,25,19,17,14,10,10,9,37,5,4,2,3,5,0,4,3,3,0,2,1,0,0
2022-03-28 15:00:00,9,4,0,0,4,3,3,2,4,6,7,14,13,9,10,12,10,9,10,22,23,25,22,0,21,6,19,16,13,14,15,16,14,16,18,18,20,23,24,22,18,11,10,7,7,6,9,7,9,8,13,18,16,11,16,17,18,16,18,13,14,21,28,28,27,24,16,2,12,11,14,14,16,16,19,20,19,18,15,13,36,31,13,13,7,4,4,4,5,4,5,1,3,4,0
2022-03-28 16:00:00,8,15,7,13,11,5,3,2,3,6,7,10,10,10,14,11,15,17,19,20,19,23,22,5,22,7,20,20,21,0,19,23,16,15,14,12,13,13,11,11,19,14,13,11,11,8,5,5,9,13,13,13,14,12,13,12,13,14,13,16,15,14,17,16,15,13,27,30,31,21,29,26,19,18,16,17,18,20,21,13,13,11,5,4,3,6,7,3,3,2,3,3,4,4,0
2022-03-28 17:00:00,10,9,8,4,7,7,3,2,4,7,7,13,13,13,20,21,24,22,21,22,19,17,13,11,12,16,17,17,16,14,16,35,34,35,36,25,24,24,20,32,33,26,26,20,18,16,8,5,5,5,11,20,20,19,16,18,20,15,18,21,23,26,27,17,25,24,25,26,27,12,32,27,26,25,27,30,14,15,17,13,21,20,7,6,6,3,1,3,3,5,4,4,3,5,0
2022-03-28 18:00:00,15,13,12,11,10,5,2,4,7,8,9,14,6,13,25,22,24,25,20,22,25,19,17,17,20,21,21,19,20,0,25,64,49,49,41,28,24,42,39,36,33,20,18,13,12,15,12,11,12,12,19,29,42,37,21,22,23,29,33,35,32,42,49,0,44,48,49,51,43,0,52,49,37,33,37,33,36,39,36,24,25,22,10,8,7,5,7,5,4,6,7,5,8,8,0
2022-03-28 19:00:00,8,8,7,6,5,10,6,5,2,3,4,12,7,11,18,17,20,17,17,15,13,12,9,0,8,10,9,10,13,0,15,19,21,21,19,18,13,14,14,14,14,11,14,11,7,6,8,4,6,12,15,14,15,12,15,16,16,16,24,23,24,29,28,20,27,25,26,25,15,26,26,27,35,35,31,31,32,30,27,14,20,18,9,6,5,1,1,0,7,8,9,0,2,0,0
2022-03-28 20:00:00,7,2,5,3,2,3,2,4,2,5,6,7,8,9,14,13,0,6,13,10,9,10,7,0,3,8,7,3,5,0,0,8,7,11,8,6,4,10,8,9,8,8,7,7,8,6,6,6,9,8,13,14,12,13,13,16,19,18,18,18,9,22,24,19,23,19,19,12,22,0,11,19,19,16,15,13,14,12,11,10,26,22,7,4,3,1,4,4,6,9,8,0,3,3,0
2022-03-28 21:00:00,9,10,4,9,8,8,4,3,3,6,7,17,17,12,18,15,12,11,9,8,10,10,11,0,0,0,4,10,11,0,0,7,6,7,8,7,6,6,7,11,10,5,6,4,6,6,6,2,5,6,7,11,10,16,17,18,19,19,21,20,21,28,28,19,23,20,18,17,18,18,19,18,15,15,13,11,13,12,10,7,7,4,6,2,4,0,3,1,4,9,0,0,9,10,0
2022-03-28 22:00:00,11,10,6,6,5,7,4,1,2,4,5,9,4,11,16,13,10,3,11,12,12,10,9,0,0,0,4,8,9,0,0,8,8,3,8,6,6,7,10,8,7,4,6,5,5,2,4,7,5,3,5,7,9,8,9,13,12,12,15,14,17,21,22,0,21,21,19,15,18,19,0,14,12,14,11,9,11,7,8,6,12,8,5,6,2,2,0,1,5,4,2,0,0,1,0
2022-03-28 23:00:00,0,0,0,0,0,0,0,0,1,2,4,6,3,4,6,2,1,0,7,3,3,5,6,5,0,5,4,5,6,3,0,8,6,2,7,7,5,6,8,8,8,7,6,4,6,4,4,4,3,5,4,0,9,5,9,14,12,12,18,20,21,22,15,0,21,18,17,13,0,0,18,18,13,9,8,6,6,5,5,3,13,6,8,3,5,2,1,0,1,1,0,0,0,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,1,8,0,8,0,8,0,0,0,8,6,4,5,4,3,4,4,5,6,2,0,10,13,15,0,16,17,6,20,0,18,21,21,20,20,18,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,0,0,0,0,0,3,0,1,2,3,5,10,4,8,5,3,4,5,6,7,6,7,7,6,6,5,5,7,8,0,6,7,7,1,6,7,3,12,10,5,5,2,0,0,3,1,0,1,1,2,2,5,7,5,6,5,5,8,9,8,7,10,9,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 06:00:00,5,4,0,2,0,4,3,1,5,8,10,21,22,10,9,7,11,10,11,11,14,17,14,16,15,8,14,13,15,5,15,12,10,6,10,10,8,8,6,8,6,5,9,8,3,2,2,3,1,1,2,3,5,10,10,14,15,16,14,3,14,14,8,3,7,2,9,2,8,4,0,9,8,5,9,10,0,0,5,9,10,2,9,6,3,1,2,3,3,0,5,6,0,5,0
2022-03-29 07:00:00,7,7,6,3,4,3,3,4,9,9,13,24,31,17,19,24,35,17,37,32,36,42,43,41,32,31,28,29,31,32,33,25,21,20,18,22,14,13,18,24,23,19,19,15,9,5,3,3,6,8,8,8,13,14,17,21,27,20,29,26,25,30,18,16,15,14,18,15,16,17,17,20,24,24,14,12,15,16,17,7,7,5,4,1,2,4,6,8,12,13,20,23,23,22,0
2022-03-29 08:00:00,10,9,0,8,5,2,2,2,13,16,20,38,46,22,17,19,21,21,26,32,31,33,38,37,40,36,35,32,40,41,39,27,27,25,22,25,23,22,38,41,43,44,46,31,22,12,3,8,10,6,6,12,20,23,27,35,22,32,47,45,44,51,26,25,24,25,26,25,23,22,20,18,17,17,15,16,18,21,20,11,14,13,7,3,2,6,6,10,13,16,21,31,20,12,0
2022-03-29 09:00:00,5,3,0,2,1,3,1,4,9,11,13,21,26,8,7,8,10,12,15,10,12,21,22,23,24,10,26,31,36,20,24,34,31,30,26,23,26,32,38,42,41,41,53,42,28,8,2,3,4,6,7,8,8,15,16,15,11,9,14,9,12,13,11,10,0,8,10,10,9,0,7,10,10,11,12,13,13,10,12,10,8,8,7,4,2,3,4,7,12,14,17,24,20,22,5
2022-03-29 10:00:00,2,3,0,1,1,2,4,5,6,7,2,9,9,6,7,8,6,5,7,8,10,15,13,13,13,12,14,15,17,12,20,20,14,19,19,17,17,14,16,21,21,21,20,22,14,12,3,4,4,4,4,7,6,7,7,9,8,7,6,6,5,8,5,6,4,6,6,6,2,0,0,4,6,6,7,7,8,9,7,4,6,3,4,1,1,1,3,3,5,6,5,8,9,4,0
2022-03-29 11:00:00,5,5,0,0,0,3,2,3,4,7,8,12,15,6,10,0,0,9,9,10,11,13,13,5,15,16,14,13,14,7,16,13,12,0,10,15,11,12,13,15,18,14,14,12,10,10,4,6,3,5,4,6,6,8,9,9,6,8,9,10,10,12,9,0,8,10,11,9,0,8,7,6,6,7,8,7,7,7,7,9,11,8,9,5,5,4,6,7,8,0,7,1,6,6,0
2022-03-29 12:00:00,6,5,0,0,2,1,2,1,5,7,6,10,14,8,10,12,7,11,13,13,14,19,21,20,6,9,17,18,19,10,19,21,20,21,21,20,18,17,16,20,19,14,13,10,11,7,5,4,5,4,7,7,10,9,10,9,7,10,12,6,3,7,10,10,9,9,9,9,8,0,8,9,11,11,8,10,9,8,7,7,7,8,4,3,2,1,2,3,5,4,6,4,5,0,0
2022-03-29 13:00:00,5,5,4,4,5,6,6,7,4,5,3,12,13,8,9,8,9,5,10,11,14,15,14,13,0,14,15,14,15,10,15,15,14,13,13,13,10,12,14,12,18,14,15,10,8,6,1,3,4,5,8,11,10,11,16,17,16,15,17,11,17,17,10,16,9,6,7,8,0,8,8,8,9,11,11,12,13,16,15,13,8,8,6,4,4,4,5,3,6,8,7,2,7,6,0
2022-03-29 14:00:00,7,5,0,0,6,3,1,3,4,4,4,7,7,5,6,3,3,6,7,15,15,8,9,0,0,9,11,13,5,0,7,12,13,12,9,11,12,13,21,23,22,17,16,12,12,8,4,5,4,4,7,8,10,8,9,10,12,13,14,15,14,13,10,15,13,13,12,12,0,11,7,11,14,12,12,11,12,13,11,10,8,7,4,3,5,4,3,3,2,3,0,2,0,3,0
2022-03-29 15:00:00,6,8,0,6,5,4,4,2,2,5,5,9,11,9,11,12,8,15,14,22,20,17,15,2,14,7,13,11,12,11,12,17,18,18,20,16,14,14,15,15,14,11,18,16,14,11,8,8,7,11,14,15,15,11,13,16,11,10,11,12,11,15,18,13,17,19,18,16,16,0,16,16,25,24,34,35,35,33,30,21,20,13,7,3,2,3,5,4,4,3,4,5,4,0,0
2022-03-29 16:00:00,11,8,4,5,10,10,8,6,5,7,7,13,13,10,11,12,13,12,14,15,14,17,18,15,19,7,20,19,20,0,22,23,23,23,22,19,18,22,25,34,32,13,12,8,7,7,6,7,7,10,18,20,20,21,15,12,12,16,22,23,22,23,24,22,20,18,18,18,13,0,20,16,16,11,13,13,13,15,18,15,25,25,17,13,8,6,4,5,3,1,3,4,5,0,0
2022-03-29 17:00:00,14,14,12,9,7,7,6,7,7,9,11,11,11,7,15,16,18,16,20,20,19,15,12,0,15,9,17,21,21,0,0,36,37,40,41,22,21,22,23,28,32,28,29,23,17,11,8,11,10,8,9,16,28,20,17,17,16,13,14,19,23,29,38,39,9,38,40,42,18,24,23,19,19,21,23,23,22,22,20,14,16,14,7,2,4,3,5,4,6,7,6,6,1,0,0
2022-03-29 18:00:00,17,16,14,13,11,7,6,2,5,7,4,12,11,11,20,22,23,23,24,28,25,25,20,18,10,17,17,18,16,15,18,52,47,47,41,32,31,50,35,31,28,19,19,15,13,14,13,10,16,15,21,32,40,43,31,30,29,29,36,42,43,46,52,52,33,42,40,38,32,26,43,39,32,31,39,37,36,40,38,26,29,24,12,7,4,6,1,2,6,11,13,0,13,5,0
