Unnamed: 0,1_상진운수종점(기점가상),2_상진운수종점,3_석관중고등학교앞,4_석관동코오롱아파트,5_한천로쌍용아파트앞,6_이문동쌍용아파트,7_신이문역,8_쌍용아파트,9_이문동현대아파트,10_중화2동주민센터,11_지하철7호선중화역3번출구,12_지하철7호선중화역2번출구,13_중흥초등학교,14_이화연립경동제일교회앞,15_쌍용아파트신내테크노타운앞,16_엘지아파트앞,17_신현중학교,18_중랑구청,19_신내동성3차아파트,20_신내동성1.2차아파트,21_신내9단지아파트.서울의료원,22_중랑소방서,23_신내7단지아파트홈플러스,24_봉화산역2번출구,25_신내우체국.5단지두산대림아파트,26_구립도서관체육관,27_신내4단지아파트,28_태릉고등학교.원묵초등학교,29_지하철6호선화랑대역,30_예수사랑교회,31_화랑타운아파트,32_공릉우방아파트,33_원자력병원,34_효성화운트빌원자력병원후문,35_태릉현대아파트,36_청솔아파트,37_지하철6호선화랑대역,38_태릉고등학교.원묵초등학교,39_신내4단지아파트,40_구립도서관체육관,41_신내우체국.5단지두산대림아파트,42_봉화산역3번출구,43_신내7단지아파트홈플러스,44_중랑소방서,45_신내8단지아파트.서울의료원,46_신내9단지아파트,47_신내10단지아파트,48_중랑구청,49_신현중학교,50_엘지아파트앞,51_쌍용아파트신내테크노타운앞,52_이화연립경동제일교회앞,53_중흥초등학교,54_지하철7호선중화역2번출구,55_지하철7호선중화역3번출구,56_중화2동주민센터,57_이문동현대아파트앞,58_신이문역,59_쌍용아파트,60_이문동쌍용아파트,61_한천로쌍용아파트앞,62_석관동코오롱아파트,63_석관고등학교,64_상진운수종점
2022-03-20 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 04:00:00,1,1,1,2,1,2,2,3,1,0,4,4,0,2,3,3,1,2,2,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 05:00:00,0,0,1,1,2,0,4,3,5,3,2,0,2,1,3,4,3,5,3,2,4,0,0,3,0,0,0,2,0,2,1,1,0,1,1,1,0,0,2,0,1,0,0,0,1,2,3,5,6,7,5,2,4,2,3,1,0,2,0,1,0,0,0,0
2022-03-20 06:00:00,1,0,1,2,3,1,4,0,4,3,3,4,2,0,0,1,3,2,0,3,1,0,2,2,1,0,0,2,3,0,2,1,1,2,1,3,0,0,1,0,4,3,0,0,3,2,0,4,0,3,3,5,4,3,4,3,3,2,0,0,2,1,0,0
2022-03-20 07:00:00,0,0,2,3,0,0,4,5,6,4,3,4,0,4,2,0,3,3,2,3,3,1,1,0,2,0,1,0,1,1,0,0,1,0,2,2,0,0,1,0,1,2,0,0,3,2,4,3,4,6,8,5,5,3,3,5,3,0,0,0,0,0,0,0
2022-03-20 08:00:00,2,0,3,4,5,0,8,9,10,9,8,6,7,5,6,9,8,4,3,8,5,7,2,5,3,0,0,0,2,1,0,0,2,0,4,1,3,0,4,5,5,6,6,1,7,7,9,8,6,10,7,0,9,6,6,3,5,3,0,2,2,0,0,0
2022-03-20 09:00:00,2,0,3,5,5,2,6,7,6,6,9,11,11,3,10,12,11,8,8,7,6,7,6,5,5,2,2,0,0,3,0,0,2,2,3,0,3,1,4,0,3,4,0,2,7,8,12,12,13,16,17,18,17,16,8,8,4,2,0,0,1,0,0,0
2022-03-20 10:00:00,1,0,2,4,5,3,8,12,14,14,13,15,19,17,18,18,13,8,11,12,12,11,9,8,9,6,5,0,7,4,5,1,1,2,3,4,5,4,0,1,5,6,3,4,5,6,7,7,10,12,12,12,11,14,12,13,1,4,5,0,2,1,0,0
2022-03-20 11:00:00,0,0,2,3,5,2,5,5,11,7,7,7,6,5,6,0,4,6,6,8,10,9,5,5,4,3,4,0,3,0,2,0,2,5,6,2,1,0,1,4,3,3,0,2,4,5,7,9,10,8,12,11,9,8,9,10,7,6,0,0,0,5,4,0
2022-03-20 12:00:00,4,0,5,6,6,5,7,8,9,8,8,13,0,12,11,10,9,9,8,7,8,4,6,6,5,6,0,0,2,3,0,2,0,2,5,4,4,0,2,7,4,8,7,0,6,8,11,18,20,9,20,20,15,8,8,11,4,2,0,0,1,0,1,0
2022-03-20 13:00:00,1,0,4,3,6,0,10,8,11,7,5,7,5,4,4,1,0,5,5,7,10,4,3,9,0,7,4,1,7,4,3,3,2,2,3,3,6,0,2,7,1,6,6,0,7,5,6,11,13,10,14,13,13,7,16,8,13,5,4,2,1,1,0,0
2022-03-20 14:00:00,1,2,3,5,4,4,5,7,8,5,12,11,10,12,11,10,6,5,5,6,8,3,8,7,3,6,0,2,4,4,3,1,2,4,5,6,6,4,5,3,0,8,7,8,6,9,8,8,7,0,6,9,11,9,16,17,16,5,4,1,3,1,0,0
2022-03-20 15:00:00,4,0,3,3,4,5,11,11,14,11,9,8,6,6,7,0,4,4,4,4,5,1,3,2,1,8,3,2,0,6,5,3,2,3,5,3,4,5,4,2,5,9,8,8,7,6,5,7,6,6,8,8,8,7,9,7,6,4,3,0,2,0,0,0
2022-03-20 16:00:00,0,0,1,3,2,3,12,13,7,8,10,10,8,8,8,6,6,7,5,5,7,7,6,4,2,2,3,0,2,4,3,0,3,4,1,2,5,0,4,4,1,11,9,0,9,8,7,10,12,14,15,11,10,10,10,13,12,5,0,4,3,2,0,0
2022-03-20 17:00:00,0,0,2,3,2,4,7,9,9,8,9,10,0,9,8,7,7,7,6,5,7,2,4,3,1,4,1,5,3,2,1,0,1,3,3,2,4,2,5,7,6,15,16,15,13,12,11,8,10,12,6,13,10,7,16,17,14,7,0,0,5,1,0,0
2022-03-20 18:00:00,0,0,1,2,3,2,11,13,9,10,7,9,9,7,5,6,4,10,5,4,5,0,3,4,0,4,3,1,3,2,2,0,1,4,1,3,2,1,0,2,0,5,7,5,5,4,6,7,7,8,5,8,9,7,12,9,6,6,4,5,4,3,0,0
2022-03-20 19:00:00,1,0,2,3,1,0,10,7,11,7,17,17,16,15,16,15,4,5,8,6,5,0,4,6,0,5,0,0,4,3,3,2,4,7,2,6,2,7,0,5,2,8,7,6,5,7,6,9,3,2,0,10,9,5,9,6,6,5,3,2,1,3,0,0
2022-03-20 20:00:00,1,0,1,2,2,1,18,19,18,11,10,6,9,8,5,7,14,12,6,5,4,3,3,4,3,2,3,0,0,2,1,0,1,2,1,0,3,1,1,1,2,6,7,3,5,4,4,6,5,7,6,7,5,4,10,5,9,5,1,4,2,3,1,0
2022-03-20 21:00:00,1,0,1,2,3,0,14,9,10,9,12,13,12,11,7,5,4,3,3,3,3,2,2,1,0,0,0,0,2,3,0,1,2,1,0,2,5,0,3,4,1,7,0,3,4,4,4,5,4,4,2,0,2,2,6,7,6,4,1,0,5,1,0,0
2022-03-20 22:00:00,1,0,0,0,1,1,5,0,5,4,12,13,12,11,10,3,9,8,7,3,5,0,2,3,1,2,0,0,1,1,1,0,1,1,0,3,4,3,1,0,1,5,3,2,3,6,2,5,3,3,3,2,2,2,12,5,9,11,9,6,2,2,0,0
2022-03-20 23:00:00,0,0,2,1,1,0,4,4,2,4,11,10,10,10,7,6,0,5,4,4,2,0,1,2,4,3,0,0,0,2,0,0,1,0,1,0,4,2,0,0,0,5,0,4,5,2,0,5,0,0,4,4,3,4,6,7,6,3,0,2,1,0,0,0
2022-03-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 04:00:00,1,0,2,1,2,3,2,5,4,3,4,0,2,2,3,3,2,4,5,6,0,2,0,0,0,0,0,0,5,4,0,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,3,0,2,3,0,0,0,0,0,0,0,0,0
2022-03-21 05:00:00,1,0,3,4,6,2,5,9,10,8,5,5,7,8,6,7,6,8,7,9,9,2,0,4,0,3,4,0,2,3,1,2,2,1,2,0,1,0,3,0,0,2,0,0,1,8,11,10,5,3,12,13,7,6,7,12,10,1,0,0,1,0,0,0
2022-03-21 06:00:00,2,0,5,6,5,2,7,8,9,7,9,4,3,8,9,8,6,7,6,12,12,7,10,3,1,0,2,0,3,2,0,0,1,4,7,4,3,0,2,0,0,5,0,3,6,7,10,15,18,15,17,19,18,11,13,14,2,5,0,4,2,0,0,0
2022-03-21 07:00:00,0,0,4,6,7,8,18,20,27,28,28,29,30,27,27,25,18,15,19,28,33,32,34,24,19,15,13,5,11,11,7,8,4,8,19,18,6,0,6,0,3,7,7,6,10,17,25,27,28,30,28,29,25,16,17,19,19,10,0,2,4,1,0,0
2022-03-21 08:00:00,2,0,5,9,13,14,26,21,36,33,32,42,44,47,48,50,47,21,21,19,21,22,19,12,11,10,7,9,13,16,15,10,2,4,12,16,12,9,13,13,8,16,9,13,17,20,26,26,27,33,41,42,37,20,20,22,17,8,0,4,3,2,1,0
2022-03-21 09:00:00,1,0,2,5,2,3,8,10,10,8,9,13,15,5,12,11,10,7,8,9,10,8,8,6,5,3,2,0,4,4,3,2,5,2,7,6,4,1,5,3,2,9,10,9,8,8,7,11,12,17,19,15,19,11,12,14,13,2,0,1,1,0,0,0
2022-03-21 10:00:00,2,0,3,4,0,5,6,8,11,8,7,9,1,8,3,0,7,6,8,11,10,9,6,3,2,3,0,2,4,3,2,1,9,10,6,9,6,0,3,5,6,6,6,0,10,11,11,10,11,11,11,11,9,9,9,5,0,4,2,2,3,2,0,0
2022-03-21 11:00:00,1,1,3,4,3,2,10,11,13,12,10,11,10,8,7,9,5,8,8,11,12,10,7,6,0,3,2,0,1,2,0,0,4,2,5,3,5,4,6,7,7,9,10,4,5,3,11,11,13,13,11,12,12,8,10,13,13,9,7,5,3,2,0,0
2022-03-21 12:00:00,2,1,2,4,5,2,8,13,15,11,13,14,8,13,14,13,9,10,7,7,7,6,6,4,4,3,0,2,4,4,1,2,2,2,4,5,4,0,5,6,4,6,6,0,7,7,7,13,8,7,8,12,9,6,10,9,8,3,1,0,0,2,0,0
2022-03-21 13:00:00,2,0,4,3,3,5,5,7,10,9,9,10,9,5,9,7,8,7,7,7,7,6,6,8,7,6,6,4,6,4,2,3,1,2,4,5,3,2,3,4,3,7,3,6,5,5,6,9,8,4,9,8,4,7,9,4,7,3,1,1,2,1,0,0
2022-03-21 14:00:00,1,0,4,3,3,2,7,10,11,12,10,12,14,15,14,13,10,7,7,5,7,6,5,9,10,10,0,2,7,6,4,5,5,2,5,5,6,0,8,7,8,8,5,7,6,6,7,9,10,6,8,10,9,4,7,8,6,4,4,1,2,1,0,0
2022-03-21 15:00:00,1,2,3,4,4,2,14,12,12,9,19,25,18,17,25,23,21,8,7,4,6,5,5,5,6,5,6,3,3,5,3,2,6,3,5,8,7,6,7,8,8,15,10,14,14,12,10,11,11,11,12,12,11,7,9,9,8,6,4,4,3,1,2,0
2022-03-21 16:00:00,1,0,2,4,5,0,12,12,13,13,17,19,21,20,19,17,13,13,12,11,11,10,8,7,6,4,5,0,3,3,2,2,7,5,10,9,13,24,27,33,32,32,30,28,15,26,21,13,19,20,18,19,17,10,15,14,13,5,2,5,3,2,0,0
2022-03-21 17:00:00,2,0,3,7,8,3,19,20,19,15,21,25,23,22,19,18,14,12,8,10,11,7,9,6,6,5,4,5,5,4,4,2,8,9,14,13,8,3,8,8,9,11,13,12,16,16,16,18,21,21,11,19,14,8,17,17,15,7,6,6,4,2,0,0
2022-03-21 18:00:00,1,0,2,5,6,0,34,5,31,21,47,42,38,35,34,32,23,15,12,9,9,6,10,11,4,6,12,0,14,7,6,3,5,7,4,12,14,8,6,11,12,25,27,24,20,16,14,14,12,14,9,12,15,11,27,23,24,10,9,11,9,4,1,0
2022-03-21 19:00:00,3,2,4,5,6,3,27,17,27,22,30,31,30,28,25,23,22,17,13,9,11,8,9,8,4,7,6,1,5,4,3,2,2,2,4,1,6,5,5,2,5,22,22,18,17,9,9,10,9,9,11,8,12,8,25,23,20,12,13,8,11,4,2,0
2022-03-21 20:00:00,1,0,2,2,3,0,11,6,9,9,15,19,18,17,23,20,19,11,9,4,4,5,5,4,4,4,0,0,5,4,3,2,1,2,2,0,4,2,3,2,2,13,6,15,9,5,4,12,5,7,7,13,11,9,12,5,10,7,3,0,1,0,0,0
2022-03-21 21:00:00,1,0,2,2,3,0,8,6,8,7,15,17,14,14,12,10,7,10,8,6,7,3,6,6,7,5,5,0,7,6,4,1,1,1,2,0,4,3,3,4,3,11,7,10,8,6,5,12,11,2,10,10,9,4,9,8,6,5,2,2,6,2,0,0
2022-03-21 22:00:00,3,0,1,0,1,0,11,0,3,10,21,19,17,15,14,12,9,8,7,6,5,4,3,5,6,5,3,4,3,4,3,3,1,1,0,2,5,0,3,1,4,11,4,9,8,7,5,10,6,4,5,4,9,4,8,4,5,7,6,5,4,1,0,0
2022-03-21 23:00:00,0,0,1,1,1,1,5,0,4,3,11,6,7,8,8,2,6,6,5,2,0,0,0,0,2,1,1,0,1,1,0,1,1,0,1,0,2,1,0,2,1,11,0,8,6,4,3,3,4,0,2,0,1,5,8,7,7,6,5,4,3,2,0,0
2022-03-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 04:00:00,1,1,2,3,4,0,1,5,2,5,5,2,4,4,4,5,4,3,5,4,0,3,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,4,0,0,0,0,0,1,0,0,2,0,0,0
2022-03-22 05:00:00,1,0,2,2,4,1,5,7,8,5,4,2,5,4,4,6,4,8,8,7,8,0,5,4,2,1,5,4,3,2,1,1,1,0,1,2,1,0,1,1,0,3,1,0,4,5,7,9,3,10,11,5,10,6,7,10,9,3,0,2,1,0,0,0
2022-03-22 06:00:00,1,0,3,4,4,4,6,9,7,7,8,6,4,7,7,6,6,6,3,8,9,5,8,3,3,1,2,2,3,3,0,2,1,3,4,4,3,2,1,0,0,7,0,2,3,6,7,10,12,13,17,17,13,9,10,9,5,2,0,1,2,0,0,0
2022-03-22 07:00:00,1,0,4,9,7,8,16,11,17,20,26,29,31,26,31,29,26,20,19,24,22,23,21,16,17,11,10,8,8,6,4,5,5,10,14,13,8,0,10,4,8,6,6,4,8,13,22,27,30,36,39,32,26,21,25,25,23,5,2,0,2,1,0,0
2022-03-22 08:00:00,1,1,4,8,9,8,15,18,26,21,43,51,51,54,53,48,39,11,13,20,26,27,21,9,7,8,9,7,13,14,13,12,3,5,11,18,9,0,8,9,12,19,13,17,18,23,26,30,31,36,40,44,40,26,29,34,31,7,3,3,4,2,1,0
2022-03-22 09:00:00,1,0,3,4,0,0,9,6,11,8,9,10,12,10,8,14,9,15,14,11,11,10,10,5,6,5,6,3,6,6,5,0,6,7,7,7,5,0,6,5,4,6,7,8,12,14,16,16,19,20,16,20,17,8,11,11,17,4,0,0,3,0,0,0
2022-03-22 10:00:00,0,0,4,2,5,2,6,7,9,5,8,10,12,10,4,9,7,9,8,10,11,5,10,6,4,4,0,0,5,5,4,3,6,7,9,8,8,6,6,4,3,6,6,4,9,8,9,12,14,14,13,11,10,7,7,10,9,4,0,0,2,1,0,0
2022-03-22 11:00:00,0,1,2,3,3,3,6,7,8,6,7,9,5,8,8,7,5,4,5,6,4,3,5,3,4,6,4,7,8,5,3,1,9,4,10,8,6,0,0,5,5,9,11,3,13,11,10,14,14,17,18,11,14,8,10,11,8,4,1,0,3,1,0,0
2022-03-22 12:00:00,3,0,1,4,4,2,10,11,13,11,10,12,11,9,5,9,7,8,10,11,12,0,9,7,4,6,4,6,4,6,5,5,3,4,5,6,4,4,4,5,6,8,7,6,7,8,6,6,8,9,8,7,7,4,7,6,6,3,0,0,2,1,0,0
2022-03-22 13:00:00,2,0,3,0,2,2,10,10,11,10,11,8,11,10,13,11,10,11,7,7,6,5,5,5,1,2,3,4,7,4,3,4,3,4,6,7,6,5,4,3,4,7,6,6,4,8,10,10,5,11,10,5,6,5,5,4,4,2,1,1,0,1,0,0
2022-03-22 14:00:00,0,1,3,0,6,2,11,13,14,10,9,13,12,11,8,7,7,4,10,9,8,4,5,7,8,7,7,0,8,9,8,6,5,7,6,5,5,0,5,7,6,7,10,8,10,14,13,12,14,10,12,6,9,8,10,9,8,3,1,0,1,0,0,0
2022-03-22 15:00:00,1,1,2,3,3,1,11,13,11,12,14,20,23,21,21,11,15,17,14,12,10,5,4,7,3,3,3,2,5,2,1,0,6,8,9,13,10,13,4,12,10,11,9,11,14,12,11,11,11,9,6,10,9,7,10,6,8,7,6,5,5,3,2,0
2022-03-22 16:00:00,1,0,2,3,5,2,11,13,13,13,16,17,18,17,15,14,11,10,9,8,9,9,7,8,10,6,9,6,8,6,4,3,4,3,5,7,7,3,9,18,20,23,23,12,23,22,19,15,14,14,15,14,15,9,13,11,8,5,4,3,4,2,0,0
2022-03-22 17:00:00,1,2,4,6,6,4,19,19,22,18,19,21,19,18,15,15,14,9,7,9,16,5,17,9,5,3,9,4,7,5,3,5,7,6,10,8,7,4,5,8,7,19,15,18,17,15,13,21,22,23,22,22,20,10,13,12,12,7,5,3,3,2,1,0
2022-03-22 18:00:00,0,0,4,5,6,0,31,14,24,23,39,40,37,22,19,18,14,21,18,13,14,13,12,8,9,8,5,7,8,6,8,5,7,8,10,11,9,8,8,11,10,31,32,30,27,21,18,19,19,20,23,12,23,14,21,22,21,12,9,9,8,4,1,0
2022-03-22 19:00:00,2,1,3,4,2,2,27,28,28,23,38,41,37,36,32,30,25,16,11,7,8,3,6,7,5,5,7,0,7,5,4,3,2,3,6,4,11,7,7,4,5,16,16,15,12,12,9,20,19,18,19,17,16,11,26,25,17,11,9,10,8,7,3,0
2022-03-22 20:00:00,1,0,2,2,3,0,14,13,14,12,21,23,21,20,22,20,18,8,6,4,4,6,5,8,2,5,4,1,6,2,5,1,1,2,1,4,4,4,2,4,5,16,8,15,16,12,8,11,10,9,8,9,8,4,9,8,4,6,0,1,4,2,0,0
2022-03-22 21:00:00,2,0,1,3,2,1,12,10,11,10,15,16,15,12,13,11,9,8,10,8,9,1,2,3,0,10,1,0,9,5,0,4,5,2,2,4,5,2,4,2,1,11,13,11,10,5,5,9,10,3,5,6,9,5,8,7,7,4,3,2,1,1,0,0
2022-03-22 22:00:00,0,0,0,1,3,0,9,0,9,6,20,17,19,19,17,15,11,8,5,4,2,1,1,3,4,2,2,5,4,3,1,1,2,2,3,4,4,1,0,5,0,12,13,12,9,5,4,10,11,3,3,2,10,9,10,11,10,8,7,5,2,1,0,0
2022-03-22 23:00:00,0,0,1,1,2,0,5,0,4,2,16,19,18,17,12,10,8,8,5,4,5,0,3,2,0,1,2,0,1,1,1,0,3,0,0,2,3,0,0,0,1,8,9,7,7,4,3,4,3,4,1,5,4,1,9,10,9,8,3,7,5,4,3,0
2022-03-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 04:00:00,1,0,2,2,1,0,2,3,3,4,5,6,10,2,4,0,0,4,5,4,3,2,0,0,2,3,0,0,2,1,0,1,1,1,1,0,1,0,2,0,1,0,0,0,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2022-03-23 05:00:00,1,0,2,2,3,2,6,5,8,7,5,0,5,9,4,8,7,5,6,4,5,4,3,3,2,1,2,0,3,1,2,0,1,0,2,2,1,0,2,1,0,1,0,0,2,3,4,6,3,7,6,8,9,8,9,12,10,3,0,0,2,0,0,0
2022-03-23 06:00:00,1,0,2,6,7,3,8,11,14,9,11,10,11,1,10,9,7,5,4,10,11,5,9,4,1,2,0,0,2,2,1,1,2,3,8,3,2,1,1,2,0,6,2,5,4,6,8,11,12,13,14,15,16,8,6,8,3,3,0,2,0,0,0,0
2022-03-23 07:00:00,2,0,4,8,9,4,14,17,21,19,20,20,22,22,21,20,16,15,21,25,26,25,22,14,16,11,12,8,8,8,2,6,5,8,11,13,9,8,10,6,5,6,3,7,14,25,30,38,43,40,43,43,36,20,21,23,23,6,3,3,3,2,0,0
2022-03-23 08:00:00,2,0,3,11,13,8,20,26,27,21,31,36,40,39,41,40,36,10,11,16,21,22,18,9,8,5,11,10,11,11,8,7,2,3,7,9,9,2,14,14,14,24,5,20,20,23,24,26,27,46,51,52,46,25,27,33,32,12,0,11,3,7,5,0
2022-03-23 09:00:00,1,0,3,5,4,5,8,9,11,9,11,14,15,14,11,12,12,9,11,14,16,7,13,5,4,3,2,4,7,4,6,2,3,2,5,3,3,2,6,4,5,10,12,6,9,12,15,14,16,16,17,16,16,8,9,11,9,3,0,0,2,1,1,0
2022-03-23 10:00:00,0,0,0,2,1,2,5,4,7,5,8,10,9,11,12,8,11,11,12,11,12,7,10,5,3,2,4,0,8,7,3,6,6,7,10,3,5,4,6,6,5,9,11,9,10,10,9,12,13,14,15,13,12,8,9,10,11,4,2,1,1,0,1,0
2022-03-23 11:00:00,1,1,2,3,0,0,7,5,3,8,7,10,11,5,12,10,9,4,6,7,9,7,4,4,5,0,4,1,5,4,1,2,5,6,4,1,3,0,3,5,0,6,7,6,10,9,8,12,10,12,15,14,12,6,6,7,0,4,0,0,3,2,1,0
2022-03-23 12:00:00,1,0,4,5,6,3,8,7,8,6,7,8,7,5,6,6,4,6,6,5,6,4,6,5,1,4,5,0,7,5,4,5,3,5,5,6,7,4,6,4,5,7,5,5,8,9,8,10,11,10,7,9,6,7,6,7,0,4,3,2,1,2,1,0
2022-03-23 13:00:00,2,1,1,2,3,1,7,5,9,7,11,12,10,14,10,15,8,14,16,12,12,11,8,7,8,7,4,3,5,5,4,4,3,4,3,4,4,5,5,4,4,5,5,4,6,5,7,11,15,8,16,8,14,11,8,6,7,3,0,2,3,2,0,0
2022-03-23 14:00:00,1,1,5,4,0,0,7,9,6,7,11,16,15,12,13,12,12,10,9,10,8,9,9,7,7,6,3,5,5,6,5,4,8,10,11,5,12,1,14,13,4,12,11,13,14,15,14,8,9,8,8,10,8,5,7,6,5,3,0,2,1,0,0,0
2022-03-23 15:00:00,1,0,2,2,2,3,13,13,13,7,9,10,11,10,8,6,6,10,6,6,7,4,7,6,7,4,8,1,10,7,5,5,8,7,11,11,10,7,12,18,17,19,11,18,17,16,16,15,14,15,13,11,13,10,13,10,9,6,5,4,2,1,0,0
2022-03-23 16:00:00,3,1,4,4,7,4,21,22,23,19,27,20,26,16,17,17,17,14,13,12,13,12,9,7,5,4,7,5,6,6,3,5,10,10,16,15,12,15,7,16,17,14,15,13,13,10,12,16,16,17,19,21,20,10,11,11,10,6,5,4,4,2,0,0
2022-03-23 17:00:00,2,1,4,5,6,2,20,21,20,14,18,23,15,21,19,17,18,10,8,7,8,5,5,7,7,8,7,7,8,8,7,2,7,8,10,9,14,15,7,14,13,18,19,18,21,21,18,11,12,12,14,16,13,9,15,17,14,6,5,2,6,2,1,0
2022-03-23 18:00:00,1,0,3,5,6,5,37,40,37,29,35,35,32,29,30,29,24,19,16,17,13,12,13,11,10,9,8,0,10,7,6,2,6,7,1,6,5,7,6,8,8,27,30,26,24,18,18,27,11,30,35,32,27,13,22,24,18,9,10,9,7,3,2,0
2022-03-23 19:00:00,3,2,3,5,8,0,26,27,27,17,31,33,31,32,29,27,21,16,15,10,9,8,6,6,5,5,4,0,6,4,4,4,2,1,3,3,7,4,4,4,3,25,26,24,20,15,11,10,12,12,13,12,13,10,20,15,14,7,8,4,7,2,0,0
2022-03-23 20:00:00,1,0,2,3,4,0,19,8,18,16,24,23,22,21,21,18,11,13,8,6,6,5,5,5,2,4,3,3,3,3,2,1,1,3,3,2,7,3,5,6,4,16,15,13,6,9,8,10,8,9,0,4,7,4,13,11,9,6,5,4,3,2,0,0
2022-03-23 21:00:00,1,0,3,3,1,0,11,12,10,11,15,16,15,14,12,7,8,7,7,4,5,0,4,5,4,4,1,0,4,3,3,2,2,0,2,2,3,2,0,4,0,11,11,10,8,7,5,6,4,2,7,1,5,3,11,8,3,5,3,2,2,2,0,0
