Unnamed: 0,1_상진운수종점(기점가상),2_상진운수종점,3_석관중고등학교앞,4_석관동코오롱아파트,5_한천로쌍용아파트앞,6_이문동쌍용아파트,7_신이문역,8_쌍용아파트,9_이문동현대아파트,10_중화2동주민센터,11_지하철7호선중화역3번출구,12_지하철7호선중화역2번출구,13_중흥초등학교,14_이화연립경동제일교회앞,15_쌍용아파트신내테크노타운앞,16_엘지아파트앞,17_신현중학교,18_중랑구청,19_신내동성3차아파트,20_신내동성1.2차아파트,21_신내9단지아파트.서울의료원,22_중랑소방서,23_신내7단지아파트홈플러스,24_봉화산역2번출구,25_신내우체국.5단지두산대림아파트,26_구립도서관체육관,27_신내4단지아파트,28_태릉고등학교.원묵초등학교,29_지하철6호선화랑대역,30_예수사랑교회,31_화랑타운아파트,32_공릉우방아파트,33_원자력병원,34_효성화운트빌원자력병원후문,35_태릉현대아파트,36_청솔아파트,37_지하철6호선화랑대역,38_태릉고등학교.원묵초등학교,39_신내4단지아파트,40_구립도서관체육관,41_신내우체국.5단지두산대림아파트,42_봉화산역3번출구,43_신내7단지아파트홈플러스,44_중랑소방서,45_신내8단지아파트.서울의료원,46_신내9단지아파트,47_신내10단지아파트,48_중랑구청,49_신현중학교,50_엘지아파트앞,51_쌍용아파트신내테크노타운앞,52_이화연립경동제일교회앞,53_중흥초등학교,54_지하철7호선중화역2번출구,55_지하철7호선중화역3번출구,56_중화2동주민센터,57_이문동현대아파트앞,58_신이문역,59_쌍용아파트,60_이문동쌍용아파트,61_한천로쌍용아파트앞,62_석관동코오롱아파트,63_석관고등학교,64_상진운수종점
2022-03-23 22:00:00,3,0,0,0,1,0,10,0,9,7,12,12,13,10,13,9,8,10,11,9,9,8,7,7,3,6,5,3,5,4,3,0,5,2,1,6,6,0,3,6,10,20,9,17,17,13,10,8,9,6,5,8,9,6,14,11,10,7,3,1,5,3,2,0
2022-03-23 23:00:00,0,0,1,1,2,0,10,4,9,7,19,18,14,15,10,9,8,6,5,5,1,4,2,3,2,1,1,0,1,0,0,1,2,1,0,1,2,0,3,5,1,7,5,7,6,5,4,5,4,2,3,3,1,3,7,7,6,4,3,4,1,2,0,0
2022-03-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 04:00:00,2,0,3,2,3,4,4,6,7,5,3,3,4,4,3,4,0,3,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,5,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0
2022-03-24 05:00:00,1,1,2,3,3,4,6,7,6,6,5,0,4,2,5,6,6,9,10,8,8,7,4,5,4,0,3,2,2,3,2,1,1,0,0,1,2,1,1,0,0,1,0,0,2,2,4,6,7,8,9,5,7,6,8,10,7,1,0,0,1,0,0,0
2022-03-24 06:00:00,1,0,4,6,2,3,5,6,8,6,6,5,3,0,4,3,4,3,5,12,13,0,12,4,2,3,3,0,4,2,1,1,1,4,5,3,2,1,2,2,0,3,1,1,4,7,13,18,21,10,10,11,9,6,7,9,8,3,1,0,2,1,0,0
2022-03-24 07:00:00,1,0,4,7,8,7,13,16,23,23,34,39,40,34,34,33,19,14,19,29,35,17,31,19,18,10,11,8,14,8,7,5,4,6,11,12,7,3,7,6,4,5,6,6,10,12,21,25,26,30,34,37,32,18,17,20,17,4,3,2,1,1,0,0
2022-03-24 08:00:00,1,2,3,7,8,6,16,25,31,28,25,28,30,28,26,25,21,16,17,18,19,17,16,10,11,10,11,6,14,13,8,11,3,2,11,13,11,0,12,11,13,23,14,22,20,23,25,24,27,30,34,39,32,19,19,26,26,7,6,0,6,2,1,0
2022-03-24 09:00:00,1,0,1,3,0,4,6,8,9,9,12,16,16,11,10,15,13,10,10,10,12,5,11,6,2,5,3,4,4,5,3,2,2,3,5,7,2,0,3,2,5,6,7,3,10,10,11,14,15,16,14,15,14,10,12,16,10,4,0,3,2,2,1,0
2022-03-24 10:00:00,1,0,2,4,0,4,8,10,5,8,8,12,15,14,13,12,9,5,6,7,6,5,5,7,5,2,4,6,4,5,6,4,5,5,6,5,3,0,4,3,4,6,7,3,9,7,10,15,14,16,18,18,14,12,13,14,14,5,4,0,3,1,1,0
2022-03-24 11:00:00,0,0,1,3,2,4,7,8,10,9,9,10,11,6,7,7,8,7,5,6,6,5,3,4,0,4,3,0,3,2,3,2,6,3,7,9,6,4,4,6,0,8,5,5,8,9,8,10,7,8,7,9,6,5,7,11,6,6,1,5,4,3,2,0
2022-03-24 12:00:00,1,0,2,5,2,3,6,4,8,7,10,13,14,5,14,13,12,7,8,5,4,5,3,4,3,3,2,4,1,4,3,0,3,0,3,3,4,3,4,5,0,6,7,4,8,4,5,6,11,13,14,12,8,11,11,12,8,5,4,1,2,0,3,0
2022-03-24 13:00:00,0,0,4,2,2,3,11,12,12,11,16,16,16,17,15,11,11,8,7,8,8,7,6,5,4,5,6,7,9,7,4,4,3,2,4,4,4,0,4,4,2,7,4,6,7,9,9,6,8,11,12,11,9,8,8,7,4,2,0,1,1,0,0,0
2022-03-24 14:00:00,2,0,2,3,1,1,5,6,7,6,8,11,9,10,9,7,6,7,5,6,4,4,7,7,0,5,3,5,6,2,2,7,7,8,9,8,10,6,12,13,2,17,18,17,15,13,4,9,7,3,6,6,7,6,11,8,9,6,0,1,2,1,0,0
2022-03-24 15:00:00,1,0,3,7,3,3,15,14,13,11,13,14,12,10,9,8,7,10,10,8,6,5,4,7,5,0,2,4,3,3,2,3,6,1,9,6,6,6,5,6,1,8,6,6,7,7,13,10,9,6,10,9,9,6,10,11,9,6,5,4,3,1,0,0
2022-03-24 16:00:00,0,0,2,3,4,5,13,15,16,12,19,21,19,14,17,15,12,9,10,8,5,4,7,8,6,4,6,3,7,6,3,4,4,7,8,9,15,19,20,21,22,28,27,26,24,21,16,12,19,20,19,12,20,17,16,13,6,8,0,7,5,2,1,0
2022-03-24 17:00:00,2,0,3,5,4,3,23,24,25,22,25,23,21,19,18,13,12,16,15,15,16,14,7,5,7,6,5,5,4,4,2,1,5,5,7,6,7,5,5,6,6,16,13,12,15,10,22,22,20,20,19,18,17,12,21,19,16,11,9,7,8,3,1,0
2022-03-24 18:00:00,2,0,4,5,6,6,31,30,29,16,40,45,43,41,34,28,24,22,21,12,11,10,7,7,6,6,7,6,8,6,5,3,5,6,7,4,7,6,6,6,6,29,22,25,21,16,15,17,16,16,17,16,13,11,19,23,18,8,5,6,5,2,1,0
2022-03-24 19:00:00,1,0,3,5,6,7,36,37,35,26,34,37,36,32,31,28,26,18,14,14,12,5,9,4,2,8,6,1,6,7,6,5,3,4,2,5,7,7,5,5,5,19,21,16,18,14,11,13,13,14,14,13,9,8,23,24,19,8,9,8,9,5,3,0
2022-03-24 20:00:00,1,0,3,4,3,0,12,8,9,11,18,15,12,12,11,10,9,8,7,5,5,5,4,3,0,1,0,0,4,3,2,1,2,0,2,1,3,2,4,5,3,14,15,8,12,10,7,15,13,13,13,12,11,11,11,13,9,9,10,8,5,3,1,0
2022-03-24 21:00:00,3,0,4,2,3,2,9,10,7,7,13,18,9,20,6,19,19,17,15,8,6,4,3,5,0,3,3,4,4,3,1,2,3,4,2,1,6,0,5,3,2,13,12,11,7,7,6,10,0,12,11,3,10,4,9,7,8,7,5,4,3,4,3,0
2022-03-24 22:00:00,1,0,1,1,0,1,11,3,10,9,19,18,19,19,17,13,11,10,8,6,7,5,8,4,9,7,2,0,7,5,2,1,2,2,0,1,5,0,3,2,3,9,11,7,7,5,4,10,10,9,8,9,8,7,14,5,12,6,5,3,2,2,0,0
2022-03-24 23:00:00,0,0,1,1,0,0,13,0,12,11,9,8,7,8,7,5,3,4,4,3,1,0,0,2,2,3,1,0,1,1,0,1,3,0,2,1,1,0,1,0,2,8,7,6,8,7,3,8,6,2,7,6,6,4,11,12,2,7,0,4,2,1,0,0
2022-03-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 04:00:00,0,0,1,0,1,1,0,3,2,2,2,3,0,4,3,0,2,4,5,4,0,0,0,0,0,0,4,0,3,2,2,1,1,0,3,0,2,0,1,0,1,0,0,0,0,0,1,2,3,1,0,0,4,0,5,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,1,0,2,3,3,4,6,6,7,7,6,3,5,6,8,7,7,4,5,10,9,8,7,4,0,3,4,2,3,3,2,1,1,2,2,0,1,0,2,1,1,0,0,0,3,4,5,6,4,3,5,7,7,6,7,8,7,2,0,0,3,2,0,0
2022-03-25 06:00:00,1,0,2,5,6,4,5,3,6,5,7,8,1,6,8,5,4,7,8,10,11,5,9,4,0,2,6,5,2,2,1,0,2,4,5,5,2,0,2,2,0,5,6,5,4,8,9,7,8,8,8,9,10,9,7,8,4,3,0,2,2,1,0,0
2022-03-25 07:00:00,2,0,6,8,7,8,14,19,31,24,26,28,27,26,24,23,19,17,25,26,36,37,33,25,18,10,9,9,12,9,6,8,6,8,12,11,9,5,6,7,5,4,5,6,11,17,25,36,37,40,40,30,26,17,19,14,17,4,3,2,3,2,0,0
2022-03-25 08:00:00,2,0,8,11,13,10,18,23,34,28,30,32,34,33,31,32,28,13,12,15,20,18,14,9,11,11,4,11,9,9,6,8,2,2,10,13,14,2,15,14,16,22,21,19,19,21,22,32,38,43,48,48,44,27,29,32,31,5,0,0,4,3,2,0
2022-03-25 09:00:00,1,0,2,4,3,0,10,8,11,11,10,9,11,10,8,9,9,10,10,9,10,11,10,6,7,6,7,3,4,6,1,4,3,2,8,7,4,1,4,5,3,8,9,8,8,12,11,13,12,14,15,15,14,10,10,15,7,2,0,1,3,2,1,0
2022-03-25 10:00:00,3,0,4,6,0,3,10,6,12,8,6,8,9,8,7,7,7,6,6,7,9,10,9,6,4,5,0,5,6,8,3,7,10,11,13,12,5,4,0,5,4,6,7,0,10,10,11,15,19,20,11,21,13,9,8,6,10,4,0,2,3,1,0,0
2022-03-25 11:00:00,0,0,2,4,3,0,5,6,7,5,7,8,9,8,7,6,5,6,4,8,7,6,6,6,5,3,2,1,4,3,1,1,4,2,6,5,4,4,4,3,5,5,4,0,9,9,8,10,9,10,11,10,15,6,8,9,8,6,4,5,4,2,0,0
2022-03-25 12:00:00,1,0,3,5,4,0,7,10,9,7,8,9,10,9,6,6,5,4,6,7,8,7,4,5,4,3,5,0,6,7,5,4,7,3,6,6,6,3,6,7,2,7,6,3,5,6,6,10,4,8,10,11,10,6,8,6,5,3,2,1,1,0,0,0
2022-03-25 13:00:00,1,2,3,3,4,4,7,7,9,5,8,12,4,10,10,13,11,8,8,9,7,6,5,3,4,3,2,4,3,5,2,3,5,4,6,4,4,0,4,5,0,7,7,0,6,6,6,6,7,5,9,7,10,6,10,8,11,5,4,0,2,1,0,0
2022-03-25 14:00:00,1,0,2,6,7,0,14,15,16,10,10,10,9,10,9,10,12,12,11,9,9,1,8,6,5,6,4,2,7,7,6,4,4,0,5,4,6,7,10,6,3,8,10,3,8,8,10,16,17,17,19,19,17,7,9,10,8,5,3,0,3,0,0,0
2022-03-25 15:00:00,1,0,3,5,4,0,16,13,13,13,16,19,8,16,16,15,11,8,7,8,11,10,10,9,5,8,4,3,6,3,3,2,4,7,9,9,8,9,9,9,8,13,13,6,16,11,9,11,10,9,8,7,6,4,8,9,7,3,2,0,2,2,0,0
2022-03-25 16:00:00,0,0,1,2,3,2,13,11,12,9,10,14,23,25,20,20,20,12,13,12,12,11,8,10,8,3,6,2,11,6,5,3,5,7,8,8,11,12,15,23,23,27,29,26,24,21,18,20,21,21,21,20,17,12,10,13,9,7,7,5,4,3,2,0
2022-03-25 17:00:00,2,0,3,6,4,0,27,32,29,21,29,31,27,25,27,21,15,12,12,8,8,7,8,6,7,9,10,9,8,9,4,4,7,3,9,9,9,1,10,9,8,16,17,15,20,20,19,12,12,13,12,15,11,13,21,20,18,7,5,5,4,3,0,0
2022-03-25 18:00:00,1,1,3,7,7,7,34,34,31,24,40,38,35,32,29,24,19,16,16,14,11,15,16,11,1,4,9,0,12,4,3,1,6,3,8,11,7,6,4,6,5,20,23,14,23,18,16,27,21,26,33,20,25,13,20,19,16,8,6,5,6,3,2,0
2022-03-25 19:00:00,1,1,5,8,3,5,22,9,21,22,44,47,47,46,35,29,26,24,22,16,17,16,16,13,11,8,7,0,8,5,5,2,3,2,4,3,7,5,6,4,8,26,25,24,17,11,7,7,9,8,7,8,7,7,22,25,19,11,9,7,8,4,1,0
2022-03-25 20:00:00,1,1,2,2,3,0,13,1,8,10,13,12,13,11,11,13,9,7,7,4,4,6,5,7,2,3,2,1,2,7,6,3,1,1,2,2,3,0,6,4,7,11,10,11,10,7,5,11,13,12,14,4,10,3,8,6,5,6,5,5,5,1,0,0
2022-03-25 21:00:00,1,0,2,2,3,0,9,9,8,6,14,16,15,14,13,12,11,9,9,7,6,1,2,6,4,3,2,2,3,3,1,3,3,2,3,2,4,3,2,3,3,9,10,9,5,8,3,8,7,5,7,6,6,4,8,8,6,3,2,0,0,2,0,0
2022-03-25 22:00:00,1,0,2,2,0,0,7,0,5,4,23,25,19,13,9,7,7,7,6,4,4,2,3,4,5,4,3,0,6,5,3,1,1,0,2,1,4,3,2,5,1,14,10,13,9,9,4,5,4,3,4,2,3,2,12,8,9,6,3,5,3,1,0,0
2022-03-25 23:00:00,0,0,1,2,2,2,14,15,13,9,17,16,14,13,10,9,7,6,5,3,4,1,2,0,2,3,2,0,4,3,2,0,1,0,0,2,4,3,2,0,0,10,4,9,8,7,6,6,7,4,6,3,4,2,9,4,7,6,5,4,3,2,2,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,1,0,0,2,3,2,4,3,4,2,6,0,6,4,2,7,4,6,4,5,0,4,0,0,0,3,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,1,0,2,4,4,4,6,6,5,2,3,3,2,0,2,1,4,6,5,5,0,4,2,0,0,0,2,1,1,0,0,2,2,2,2,0,1,2,1,1,0,0,0,2,3,3,2,5,1,6,6,6,3,6,8,7,4,5,3,3,2,1,0
2022-03-26 06:00:00,1,0,1,2,2,3,4,6,8,4,3,4,2,0,1,0,2,5,2,3,4,2,3,1,0,0,2,2,3,1,0,2,1,0,3,0,1,0,1,0,3,0,1,0,3,4,5,8,2,6,8,7,5,3,3,5,0,1,0,0,1,0,0,0
2022-03-26 07:00:00,0,0,1,2,3,0,5,3,5,7,3,5,1,3,6,5,3,5,5,5,6,0,5,3,2,1,0,0,0,1,1,0,1,3,6,7,4,0,5,0,4,3,0,2,7,5,7,6,4,6,8,10,9,6,8,7,7,2,0,1,0,0,0,0
2022-03-26 08:00:00,2,1,4,5,7,6,11,12,15,11,10,12,11,5,9,3,8,7,6,10,11,0,9,3,3,1,4,2,2,3,1,0,2,2,4,5,3,0,4,0,6,9,4,8,5,7,10,9,5,12,13,14,12,13,15,17,7,6,0,5,1,1,0,0
2022-03-26 09:00:00,1,0,3,4,1,4,9,11,16,12,7,8,8,9,9,0,2,7,7,10,11,9,6,5,3,4,3,2,2,1,0,0,2,3,4,5,4,4,7,5,1,5,6,5,7,10,11,12,15,15,17,16,16,9,12,10,10,5,0,4,3,1,0,0
2022-03-26 10:00:00,2,0,2,5,6,7,8,10,12,11,9,10,9,5,9,7,7,5,4,5,8,6,6,3,4,3,4,0,3,2,3,0,1,2,5,3,3,0,3,5,2,7,4,5,7,11,11,12,15,10,15,12,9,7,10,7,8,3,0,2,1,0,0,0
2022-03-26 11:00:00,0,0,2,3,4,5,10,12,12,11,10,9,10,9,7,8,6,7,8,4,6,6,5,3,0,2,1,0,1,3,1,2,1,2,4,2,3,3,5,7,6,9,6,0,6,10,11,12,14,16,8,17,17,14,16,17,16,3,2,3,1,1,0,0
2022-03-26 12:00:00,1,0,3,5,6,7,9,6,10,9,8,9,8,7,0,6,6,9,9,12,10,10,9,7,0,6,4,4,7,3,1,3,2,1,8,9,8,0,3,7,9,12,13,11,10,10,12,16,15,14,14,8,13,11,12,14,13,6,0,1,4,1,0,0
2022-03-26 13:00:00,1,0,2,4,0,2,10,10,13,17,14,15,13,14,13,12,1,13,11,10,8,9,9,6,7,4,5,3,1,4,0,2,5,7,4,6,4,0,3,7,6,10,11,13,12,12,14,16,6,0,20,16,18,10,10,10,7,4,4,3,2,0,0,0
2022-03-26 14:00:00,2,0,2,3,4,1,16,12,20,17,14,14,12,5,13,11,9,8,9,8,9,7,5,5,3,5,3,0,5,4,2,3,2,2,2,2,2,0,2,0,0,7,9,10,9,10,11,12,11,0,11,13,10,7,10,11,10,4,4,2,1,0,0,0
2022-03-26 15:00:00,1,0,3,4,8,0,14,15,13,8,7,6,9,5,6,6,5,8,7,6,6,6,5,6,5,0,6,0,5,5,2,2,3,4,6,1,5,1,4,2,1,5,4,0,5,5,3,9,8,9,11,10,7,6,7,9,7,4,1,2,1,1,0,0
2022-03-26 16:00:00,1,2,0,4,2,0,10,14,13,9,9,14,6,12,6,8,8,6,6,4,3,3,3,4,2,5,0,0,3,3,2,1,2,4,7,0,3,2,2,0,3,8,9,8,7,8,7,13,4,11,12,11,3,7,12,15,11,7,6,5,4,3,0,0
2022-03-26 17:00:00,0,0,2,3,4,2,14,16,16,14,14,18,17,16,15,14,13,13,7,8,11,9,9,5,5,3,4,1,4,2,3,1,2,4,4,2,6,1,5,3,3,12,10,6,8,8,11,11,12,10,15,8,9,8,10,11,10,7,3,5,3,1,0,0
2022-03-26 18:00:00,1,0,3,4,5,4,18,19,17,12,13,17,10,18,9,15,13,10,4,4,2,3,2,3,0,2,1,0,4,1,0,0,2,0,6,8,5,3,7,4,8,14,16,14,12,11,9,13,13,10,12,10,9,8,12,12,11,5,4,0,3,2,1,0
2022-03-26 19:00:00,0,1,4,3,4,0,8,6,5,7,10,9,7,7,7,1,6,5,6,4,6,3,6,3,4,5,2,0,2,3,2,1,1,0,3,4,3,0,3,5,6,8,3,3,6,7,6,7,4,6,6,6,5,5,12,13,6,7,1,4,3,3,2,0
2022-03-26 20:00:00,0,0,1,3,0,0,10,11,11,10,10,11,10,9,8,6,7,4,2,3,2,2,3,2,3,5,0,0,1,4,1,1,0,1,2,0,3,0,2,5,0,7,8,6,5,5,5,5,4,5,1,4,5,4,12,13,12,8,5,1,0,3,1,0
2022-03-26 21:00:00,1,0,1,2,0,0,7,9,3,8,11,14,13,11,12,11,10,8,6,3,2,0,6,6,2,5,2,2,2,1,0,0,2,0,3,4,5,4,1,3,1,6,4,3,3,3,2,5,0,3,4,0,1,4,7,9,8,6,5,7,7,4,0,0
2022-03-26 22:00:00,0,1,1,0,2,0,6,7,6,7,12,14,6,13,12,11,10,6,4,2,2,0,2,2,3,1,1,0,4,2,2,0,2,1,0,1,3,1,0,6,0,11,7,7,8,4,6,7,5,0,1,6,5,4,7,6,4,3,2,1,0,0,1,0
2022-03-26 23:00:00,0,0,1,1,0,0,6,3,2,5,10,13,12,12,10,9,8,7,4,2,2,0,1,1,2,0,0,0,0,3,0,0,3,0,2,1,3,0,2,0,1,5,4,3,3,1,0,3,3,2,2,3,1,2,6,0,5,5,3,2,1,1,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,1,0,0,2,1,1,1,2,4,0,2,3,2,0,1,3,2,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,0,1,2,2,0,4,4,6,5,4,0,3,3,0,0,1,3,1,2,1,0,0,0,0,2,2,1,1,1,0,0,2,1,1,1,2,0,0,0,0,0,0,0,1,0,2,4,2,0,0,3,2,1,3,0,0,1,2,1,1,0,0,0
2022-03-27 06:00:00,1,0,0,2,3,1,4,5,3,5,5,3,2,3,3,0,1,2,1,2,2,1,1,2,0,0,0,1,0,1,1,0,2,0,1,1,4,3,0,0,0,1,0,2,2,3,3,4,2,4,3,6,5,5,7,6,5,2,0,0,1,0,0,0
2022-03-27 07:00:00,1,0,1,2,3,0,3,4,4,3,3,2,2,0,1,0,2,2,2,3,4,2,0,3,2,0,0,0,2,0,1,0,1,1,3,2,4,0,5,4,6,3,0,0,4,5,6,5,5,6,4,3,5,4,2,3,4,0,0,0,1,0,0,0
2022-03-27 08:00:00,2,1,4,4,5,5,8,10,6,9,5,5,4,2,4,2,3,2,0,3,4,1,2,2,3,1,4,1,3,0,2,0,2,2,8,6,4,0,5,5,5,6,5,4,8,8,11,13,14,12,15,16,15,8,7,9,3,4,0,0,3,2,1,0
2022-03-27 09:00:00,0,0,2,4,3,3,6,7,9,8,13,14,6,15,13,0,11,7,9,10,12,11,0,7,2,6,0,0,4,3,2,0,2,3,4,2,3,0,5,5,4,5,6,7,3,9,10,10,13,13,14,14,13,6,6,9,8,3,2,2,1,2,1,0
2022-03-27 10:00:00,1,0,3,4,5,5,6,9,9,8,6,9,7,8,8,7,5,5,6,10,12,11,10,8,2,4,9,0,4,6,3,1,1,1,4,5,4,0,4,2,3,7,0,6,5,7,5,6,6,8,9,9,6,8,10,10,8,5,2,0,2,0,1,0
2022-03-27 11:00:00,0,0,3,4,0,0,10,14,14,11,12,17,18,18,6,17,12,12,10,10,5,9,6,3,5,3,2,0,6,3,0,2,3,4,4,2,4,0,5,4,5,6,7,4,8,7,5,8,8,9,10,9,8,6,6,8,6,2,2,1,0,0,0,0
2022-03-27 12:00:00,2,0,1,3,4,2,9,10,13,9,10,10,5,10,9,5,6,6,7,7,9,8,7,5,2,2,3,0,3,3,1,0,3,4,3,2,5,0,4,2,1,3,3,3,5,6,7,10,10,11,11,12,10,10,11,11,0,10,13,12,4,0,0,0
2022-03-27 13:00:00,0,0,1,2,4,0,6,8,10,8,9,11,12,13,11,10,9,7,5,6,8,4,1,7,4,6,0,0,5,9,5,2,3,3,4,3,4,0,7,9,6,13,9,9,12,11,12,9,9,8,10,9,5,9,13,14,12,7,6,0,4,2,0,0
2022-03-27 14:00:00,2,0,2,3,4,4,8,6,9,6,8,10,10,5,8,7,5,4,5,6,10,5,4,8,5,7,0,5,5,4,3,2,3,3,5,3,3,3,0,4,2,5,6,0,9,2,8,13,5,14,16,7,15,11,7,7,6,5,2,4,1,0,0,0
2022-03-27 15:00:00,1,0,2,3,5,2,9,10,14,12,12,15,6,13,11,5,8,7,4,5,4,6,5,2,3,6,3,0,7,5,4,2,1,3,4,3,3,4,5,9,0,11,12,5,12,9,8,10,12,12,12,14,11,9,8,8,5,4,2,2,3,2,0,0
2022-03-27 16:00:00,0,0,2,0,0,2,9,8,9,8,9,9,11,10,8,7,6,3,2,5,2,3,3,4,3,3,3,4,0,1,0,0,2,3,3,3,7,0,2,6,1,6,3,5,8,8,6,7,8,9,10,9,9,8,8,10,5,3,1,1,2,1,0,0
2022-03-27 17:00:00,1,0,3,5,4,5,15,6,15,13,11,12,11,10,8,7,7,5,6,5,6,0,0,8,0,7,5,6,1,4,3,1,1,1,2,3,5,1,3,3,0,8,2,6,6,7,5,9,9,9,6,10,8,2,8,7,5,5,6,5,3,2,0,0
2022-03-27 18:00:00,2,0,2,2,2,0,13,17,7,13,12,16,17,16,16,14,13,5,4,3,3,0,2,4,3,0,2,0,3,3,3,3,1,2,3,0,3,2,3,3,1,11,9,10,9,9,8,8,6,0,9,8,6,6,10,11,8,6,2,5,4,3,3,0
