Unnamed: 0,1_우이동도선사입구(기점가상),2_우이동도선사입구.북한산우이역,3_우이동성원아파트,4_진성빌라사거리,5_서라벌중학교.우이동대우아파트,6_덕성여대솔밭근린공원,7_국립4.19민주묘지입구사거리,8_북부성모병원,9_수유2동주민센터우이시장,10_광산사거리,11_강북구청,12_수유(강북구청)역,13_수유역,14_수유시장.성신여대미아캠퍼스앞,15_미아역.신일중고,16_도봉세무서.성북시장,17_미아사거리역,18_월곡뉴타운,19_길음뉴타운,20_정릉길음시장.길음뉴타운9단지,21_숭덕초교,22_정릉2동주민센터,23_봉국사,24_고려대사범대학부속고등학교,25_청덕초교,26_국민대학교앞,27_롯데아파트,28_일성아파트,29_평창동주민센터,30_평창파출소,31_갑을씨티텔앞,32_세검정초등학교,33_세검정.상명대,34_홍지문,35_유원하나아파트,36_서울여자간호대학,37_문화촌현대아파트,38_유진상가,39_홍은현대아파트,40_정원여중.스위스그랜드호텔,41_동신병원,42_서대문구청.서대문구의회,43_서대문자연사박물관입구,44_한성화교중고교.서대문소방서,45_연희3거리,46_연희교차로,47_서대문우체국,48_연세대앞,49_신촌기차역,50_신촌역2호선,51_신촌로터리,52_창전현대홈타운,53_광흥창역.서강동주민센터,54_국회의사당,55_국회의사당역,56_여의도역,57_샛강역4번출구.여의도자이,58_공군호텔,59_서울지방병무청,60_서울공업고등학교,61_대림초등학교,62_신대방삼거리,63_보라매병원입구,64_롯데백화점관악점,65_롯데관악점.건강보험관악지사,66_서울특별시.보라매병원,67_보라매삼성아파트.모자원고개,68_신대방삼거리,69_대림초등학교,70_서울공업고등학교,71_강남중학교,72_서울지방병무청앞,73_공군호텔,74_샛강역1번출구.여의도자이,75_여의도역,76_국회의사당역.국민은행,77_국회의사당,78_광흥창역.서강동주민센터,79_창전현대홈타운,80_신촌로터리,81_현대백화점,82_동교동삼거리연희동방면,83_연희동대우아파트,84_연희교차로,85_연희3거리,86_한성화교중고교.서대문소방서,87_서대문자연사박물관입구,88_서대문구청.보건소.구의회,89_서대문구보건소별관,90_정원여중,91_홍은현대아파트.스위스그랜드호텔,92_유진상가,93_문화촌현대아파트,94_서울여자간호대학,95_유원하나아파트,96_홍지문.옥천암,97_세검정.상명대,98_세검정초등학교,99_화정박물관,100_서울예술고등학교.평창동주민센터,101_예능교회,102_벽산평창힐스아파트,103_롯데아파트,104_평창동삼성아파트,105_국민대앞,106_청덕초등학교,107_북악중학교,108_봉국사,109_정릉2동주민센터,110_숭덕초교,111_정릉길음시장,112_돈암동삼성아파트입구,113_월곡뉴타운,114_미아사거리역,115_도봉세무서.성북시장,116_미아역.신일중고,117_수유시장.성신여대미아캠퍼스앞,118_수유역.강북구청,119_강북구청,120_광산사거리,121_수유2동주민센터우이시장,122_북부성모의원,123_국립4.19민주묘지입구사거리,124_덕성여대입구,125_서라벌중학교.우이동대우아파트,126_북서울교회,127_동아운수앞,128_우이동성원아파트,129_동아운수종점(가상)
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,0,3,4,5,10,4,13,17,22,28,25,24,23,25,34,37,34,26,22,23,20,18,22,19,17,14,10,0,13,0,3,2,11,3,12,15,12,13,14,15,17,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,0,0,2,2,5,5,2,7,10,12,10,10,8,7,12,7,13,14,13,14,17,17,16,13,11,9,9,8,8,9,2,7,0,0,8,8,7,7,10,13,15,16,17,7,21,20,12,10,11,13,14,5,13,9,6,5,3,3,2,2,2,2,0,1,2,3,5,5,6,7,10,9,10,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,0,2,2,5,7,6,8,9,9,12,10,8,8,9,10,12,13,15,19,18,17,15,16,17,11,14,13,12,12,9,8,16,16,7,16,15,20,22,23,24,22,22,23,20,24,23,19,18,16,18,22,22,19,13,8,7,6,5,3,4,4,5,4,4,6,3,5,9,9,10,12,14,15,14,8,7,8,6,5,5,2,5,6,7,6,4,7,7,9,6,8,7,6,10,0,0,7,11,12,8,3,13,14,9,18,19,10,11,20,18,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 07:00:00,0,2,5,9,15,12,17,29,40,46,44,23,22,26,25,26,32,37,41,40,43,45,42,36,25,25,22,20,16,15,14,13,12,11,15,21,25,30,30,30,33,35,40,39,45,45,44,44,42,40,42,42,57,35,28,40,36,27,25,16,18,17,15,11,13,18,34,32,27,40,50,55,62,39,21,16,12,14,13,14,14,20,21,21,25,23,22,20,22,20,21,20,25,32,33,34,20,25,24,20,21,16,20,22,17,19,20,18,22,24,27,28,20,16,14,15,10,10,9,6,7,8,3,2,1,0,0,0,0
2022-03-17 08:00:00,3,4,9,15,20,19,20,25,31,37,38,34,41,39,41,42,48,55,55,51,49,52,49,41,36,33,32,35,37,32,30,24,23,20,21,20,23,24,33,39,42,45,47,43,41,41,36,39,39,41,42,43,58,27,22,30,29,30,30,16,30,27,23,16,20,22,33,39,45,49,58,60,63,51,43,26,21,22,21,17,17,30,31,29,29,28,25,26,23,25,28,25,24,24,20,19,20,37,33,23,22,23,23,24,25,24,26,25,26,26,32,29,24,20,19,12,13,15,18,15,16,20,18,9,6,3,2,0,0
2022-03-17 09:00:00,6,1,4,6,9,10,14,18,22,24,22,26,28,27,28,26,24,26,34,32,28,25,28,32,28,25,29,19,26,25,18,22,17,13,10,13,12,13,20,22,22,26,27,27,27,23,22,26,25,27,27,31,49,22,18,19,17,15,15,15,17,19,14,11,13,8,12,19,38,30,32,32,37,31,28,16,19,13,15,12,10,15,16,16,14,11,12,12,12,12,13,14,15,14,15,14,13,14,14,14,15,16,19,12,16,17,19,16,23,22,23,19,13,14,13,13,12,11,15,13,8,7,9,7,6,5,3,0,0
2022-03-17 10:00:00,0,1,3,4,11,16,12,18,22,25,24,21,19,19,19,20,24,28,32,28,29,30,30,28,26,21,23,22,22,21,20,21,14,13,11,12,14,16,16,16,18,16,17,16,15,18,18,16,12,10,12,13,21,16,8,6,6,5,8,10,16,14,14,8,8,11,13,11,10,11,15,18,21,17,13,11,15,11,12,6,7,10,13,13,13,12,10,11,12,7,12,10,11,15,9,16,16,17,15,14,8,9,17,17,16,18,22,13,24,23,23,18,17,15,15,10,13,12,13,12,9,9,7,3,2,1,0,0,0
2022-03-17 11:00:00,0,1,4,5,6,9,7,14,16,19,19,19,19,20,19,22,25,27,38,37,37,37,38,26,34,25,26,24,23,22,21,19,13,0,14,15,15,19,18,13,14,13,15,17,16,14,14,10,12,10,11,13,23,15,14,12,9,10,10,8,8,6,4,4,5,14,15,12,11,12,15,15,19,16,13,15,16,17,15,12,13,14,14,16,19,17,16,17,17,14,16,17,16,15,14,10,15,13,12,14,15,17,15,9,13,14,15,15,17,16,18,16,12,11,11,10,10,14,15,14,12,11,4,6,5,3,2,0,0
2022-03-17 12:00:00,0,2,2,3,9,10,10,12,16,17,18,15,16,19,18,17,22,21,28,25,23,22,21,24,22,17,16,13,16,14,14,15,13,12,12,16,15,15,14,20,20,20,19,19,20,19,17,13,15,14,21,22,25,25,22,21,21,20,13,11,11,9,7,5,6,10,11,10,11,16,19,17,24,19,16,17,17,13,12,13,13,18,21,17,16,17,15,16,20,21,21,18,17,19,21,22,24,25,24,24,25,12,14,26,25,28,28,24,29,28,26,22,17,15,12,14,14,14,17,12,8,6,9,8,4,3,2,0,0
2022-03-17 13:00:00,0,3,5,6,7,10,13,14,19,19,23,18,19,20,18,19,24,24,28,26,26,25,25,27,23,16,18,17,16,14,13,13,15,13,14,16,17,17,13,19,17,15,16,17,15,14,13,11,10,11,13,15,18,15,15,15,16,12,11,9,8,7,5,6,4,7,10,13,12,13,13,12,15,17,18,24,27,22,18,21,22,28,25,19,15,15,15,18,20,19,23,15,17,19,18,19,15,15,13,14,15,17,19,18,26,18,28,18,27,26,28,26,20,17,18,18,20,23,20,16,13,12,10,10,1,3,2,0,0
2022-03-17 14:00:00,0,1,1,2,9,13,12,12,14,16,16,18,18,19,21,22,27,27,29,28,26,23,21,19,19,18,17,17,18,18,15,19,16,15,19,14,15,13,14,16,14,15,15,16,15,16,15,16,16,13,16,16,21,16,19,18,16,14,14,13,9,10,8,7,5,14,15,11,12,18,14,15,17,16,17,22,22,20,18,17,18,22,24,20,17,23,23,25,27,27,29,14,13,15,12,16,25,26,27,29,27,26,27,25,28,30,35,27,34,30,29,26,21,14,16,14,14,15,17,14,13,9,9,5,6,5,2,1,1
2022-03-17 15:00:00,0,3,3,5,6,9,12,15,14,14,13,16,14,21,21,22,28,26,33,27,23,19,20,21,20,21,22,23,23,25,17,22,25,24,25,27,24,23,19,26,25,26,27,30,28,30,25,22,23,19,20,19,17,15,22,18,35,20,11,10,10,8,6,6,4,17,16,11,11,14,19,17,22,23,22,22,32,21,20,18,23,21,24,26,25,22,24,26,22,21,27,25,21,16,9,13,26,24,28,27,23,26,28,22,31,33,33,32,34,37,35,27,29,25,22,20,21,15,16,14,8,10,8,5,3,2,1,0,0
2022-03-17 16:00:00,0,3,3,4,7,13,17,21,24,25,23,22,20,18,19,21,24,28,37,32,30,24,23,22,22,22,20,18,18,21,20,20,22,21,15,19,18,17,18,20,20,18,20,19,22,25,26,27,26,26,31,32,29,28,29,29,34,28,21,16,14,12,7,4,3,13,15,10,10,14,16,21,28,26,23,23,31,27,26,25,19,26,30,34,33,30,30,25,23,24,23,22,21,19,18,16,27,30,19,30,28,22,30,20,36,42,51,50,52,48,48,39,32,29,27,26,27,27,28,19,16,15,10,8,6,4,1,0,0
2022-03-17 17:00:00,0,1,1,4,6,12,15,16,18,19,19,19,18,22,21,25,35,34,35,32,27,25,26,23,21,25,21,22,26,26,25,27,26,25,24,24,22,20,19,19,17,18,18,22,21,26,20,23,27,23,27,23,25,25,34,35,38,33,32,30,28,25,23,19,9,33,31,15,18,19,22,23,27,29,39,69,72,51,50,40,37,32,29,26,27,26,22,21,24,22,25,26,23,19,20,20,26,28,30,28,30,28,29,28,49,50,53,53,50,44,44,37,31,22,18,22,22,33,29,28,20,17,13,10,6,2,2,0,0
2022-03-17 18:00:00,0,3,4,5,6,11,11,12,17,17,22,21,20,25,26,26,29,33,35,34,33,32,29,22,27,27,26,25,27,27,23,25,28,20,26,24,23,24,22,20,19,31,32,30,26,27,26,31,32,28,28,26,27,31,55,52,47,33,30,28,20,17,16,9,14,63,60,36,38,41,40,38,39,40,34,53,61,41,40,40,43,47,42,44,45,42,37,36,36,31,31,24,21,24,18,25,44,49,49,49,50,22,55,53,58,59,63,65,61,61,61,53,43,39,41,37,29,38,24,21,18,16,10,7,5,4,1,0,0
2022-03-17 19:00:00,0,3,4,5,7,5,11,10,14,10,13,15,16,17,19,18,21,23,26,22,17,14,14,13,14,15,14,14,16,16,0,17,18,22,25,26,24,21,23,23,20,19,22,21,23,12,20,19,18,16,17,17,20,22,25,44,48,43,28,24,27,28,19,8,5,14,16,14,15,19,20,19,23,26,27,43,51,34,34,30,29,34,35,33,33,29,28,25,35,35,34,30,27,23,21,21,22,23,26,13,26,26,26,13,30,31,30,29,25,27,32,25,23,27,23,20,19,37,37,31,25,24,18,15,9,6,4,0,0
2022-03-17 20:00:00,0,0,1,1,2,4,3,4,6,8,7,8,8,10,10,12,18,24,28,28,22,18,17,15,15,16,15,14,13,13,12,11,13,12,8,12,11,11,8,7,10,9,7,10,11,14,9,13,14,13,16,15,18,16,19,26,24,19,20,19,12,13,10,4,3,10,12,10,8,9,10,11,12,15,19,26,31,19,18,16,22,24,23,25,23,22,20,20,15,13,11,14,14,14,11,11,14,15,14,14,12,0,11,11,14,14,19,17,18,17,21,21,17,21,25,19,18,24,25,21,18,17,7,6,5,2,1,0,0
2022-03-17 21:00:00,1,1,2,2,4,6,6,8,9,9,11,11,6,13,15,17,15,16,19,15,13,12,11,11,12,9,13,12,14,9,13,14,13,11,7,9,8,9,10,11,11,10,10,11,12,14,13,12,14,13,16,18,23,28,37,34,35,23,17,21,15,13,9,3,4,8,7,7,7,9,10,11,11,12,13,20,23,23,22,18,23,34,30,27,25,21,21,20,18,16,15,17,15,16,14,15,15,15,10,14,16,15,14,13,17,18,18,0,21,21,22,18,17,14,14,11,10,12,14,10,9,7,8,6,3,2,2,0,0
2022-03-17 22:00:00,0,0,1,3,2,4,6,6,9,11,10,8,7,5,8,0,9,15,17,14,13,11,10,10,9,13,11,12,11,12,8,11,11,10,9,7,6,7,4,7,6,4,6,9,8,8,8,9,11,11,18,20,25,22,26,29,31,27,22,18,15,12,8,5,2,6,6,4,10,13,11,10,12,11,19,28,30,24,19,14,21,28,29,26,26,25,25,23,21,20,19,19,17,16,16,0,18,12,17,18,16,17,18,12,25,19,30,11,29,23,24,15,15,14,12,13,16,22,21,16,10,8,6,5,3,1,1,0,0
2022-03-17 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,4,3,0,3,7,0,2,6,3,2,4,5,9,10,5,10,9,6,8,11,10,14,12,17,16,19,33,33,24,15,11,11,9,5,4,3,7,8,9,10,9,9,9,3,11,12,14,19,12,10,11,13,24,25,27,27,26,25,24,22,19,18,16,16,13,9,8,12,12,10,9,16,14,8,8,16,14,20,4,20,19,11,20,20,16,16,15,13,13,12,10,10,8,7,6,5,2,3,0,0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 04:00:00,0,3,4,5,8,3,10,13,20,26,27,24,8,29,37,36,34,23,19,22,17,16,0,16,14,11,0,0,9,0,4,3,10,11,10,12,12,13,14,8,17,19,20,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 05:00:00,2,0,1,2,3,4,4,5,9,11,11,10,9,11,11,11,16,14,19,21,23,17,16,18,16,11,8,6,10,11,9,9,0,0,8,9,9,10,12,13,15,17,22,23,22,21,17,14,13,14,18,12,17,9,6,5,1,4,3,0,4,2,1,2,3,2,3,6,7,0,0,6,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 06:00:00,5,1,3,3,1,3,3,12,17,11,16,7,6,10,10,12,14,16,19,19,18,11,17,15,14,11,9,12,10,9,8,9,10,9,10,13,17,24,15,22,21,22,23,24,25,30,15,14,13,14,14,14,22,12,10,8,7,6,5,4,6,8,5,3,5,6,10,13,9,10,13,14,15,14,16,15,15,12,11,8,10,13,15,10,13,12,13,11,15,11,14,14,15,18,11,0,12,13,13,7,0,6,13,7,14,15,16,0,15,12,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 07:00:00,0,1,3,5,8,12,14,22,29,37,37,25,25,28,29,31,44,45,51,50,47,43,42,29,20,18,13,16,13,14,13,13,11,10,14,20,19,24,24,35,35,28,30,31,31,30,29,31,32,33,31,32,47,32,27,32,24,20,17,13,17,15,15,9,13,14,27,32,35,40,44,46,50,36,22,12,14,10,12,8,10,13,13,14,13,13,13,13,14,12,13,16,17,20,19,21,21,20,21,19,17,16,20,21,20,22,23,20,26,23,24,21,15,11,11,8,8,6,3,4,3,4,2,3,2,1,1,0,0
2022-03-18 08:00:00,0,1,4,7,12,14,19,23,30,37,44,41,45,43,38,40,50,55,59,50,38,48,46,40,36,30,29,29,27,26,23,20,16,16,17,27,30,32,34,36,34,34,35,39,39,40,34,34,35,35,37,36,55,29,25,31,30,28,28,24,36,34,24,19,20,16,28,31,36,36,47,48,53,44,34,29,24,22,21,19,23,44,44,43,43,41,33,24,23,24,29,28,25,22,24,26,23,25,25,34,36,37,38,37,38,40,44,25,28,24,23,18,15,17,15,15,11,11,14,12,11,11,9,5,2,1,1,0,0
2022-03-18 09:00:00,0,1,3,7,10,9,11,19,22,23,26,20,21,26,28,29,32,30,35,49,41,41,40,35,35,21,20,18,19,21,18,19,16,6,16,15,18,18,16,27,31,28,30,29,30,34,32,31,28,25,28,30,53,27,22,20,16,14,15,13,25,27,21,14,9,11,13,14,16,25,28,33,39,34,26,15,16,15,13,7,6,13,16,13,11,9,6,10,11,11,12,15,14,19,20,21,22,19,17,18,17,16,12,15,14,17,20,19,43,20,45,27,19,23,19,21,17,11,9,7,5,5,5,4,3,0,2,0,0
2022-03-18 10:00:00,0,3,2,7,9,11,13,16,19,18,20,17,16,16,16,18,22,21,27,23,21,20,16,18,17,16,17,16,11,16,12,14,8,6,9,10,9,12,13,14,16,20,12,21,17,18,17,15,11,9,10,12,18,13,8,19,20,18,18,16,16,17,12,8,10,13,11,14,14,16,20,24,25,23,23,18,18,15,13,9,8,11,15,13,12,14,14,15,18,18,19,20,19,24,26,26,27,28,12,26,24,11,17,23,24,30,34,33,36,19,21,20,17,15,13,13,8,13,12,11,10,10,7,5,2,1,0,0,0
2022-03-18 11:00:00,0,1,2,5,10,12,14,16,16,17,25,26,27,23,25,24,29,36,45,43,29,40,39,25,38,31,18,15,30,28,28,26,12,12,9,12,13,14,13,13,12,15,16,17,14,16,13,16,13,6,15,15,21,11,9,8,8,8,3,5,7,7,6,4,3,9,8,7,9,12,15,16,22,20,18,20,21,18,17,16,15,24,24,27,23,21,20,22,22,0,21,19,18,16,18,11,20,21,21,19,19,17,17,16,18,20,20,15,23,32,35,29,24,16,18,17,16,17,21,18,14,14,7,2,2,1,1,0,0
2022-03-18 12:00:00,2,2,3,4,8,12,12,10,18,12,10,15,16,17,16,15,18,22,28,27,22,23,22,22,20,17,21,22,17,17,16,17,12,11,13,14,12,12,14,18,19,18,14,20,19,20,15,15,13,12,11,12,18,16,13,15,14,14,11,8,9,7,5,4,5,9,10,11,10,13,14,16,20,18,16,18,19,17,17,12,12,13,12,12,13,11,13,12,15,15,14,16,15,12,13,14,13,15,16,20,14,19,20,18,19,20,24,13,30,28,27,20,18,19,18,19,20,16,16,12,11,10,11,5,3,3,1,0,0
2022-03-18 13:00:00,3,1,3,4,7,13,15,15,18,21,19,19,17,18,19,18,24,26,31,30,31,30,29,25,20,14,16,15,15,16,8,18,20,12,19,21,18,16,16,17,18,20,28,17,17,18,15,17,14,12,14,13,18,13,13,14,14,11,10,8,9,10,9,8,5,9,11,11,12,13,16,18,19,17,19,20,22,19,20,16,12,12,10,11,11,12,14,13,14,15,17,14,12,15,17,18,13,16,12,15,14,15,13,13,17,19,23,18,19,20,24,19,15,13,14,12,17,18,18,13,11,8,7,4,2,2,1,0,0
2022-03-18 14:00:00,2,1,3,4,7,13,12,15,15,18,17,14,17,20,20,19,26,25,28,25,26,26,26,28,25,21,20,17,19,18,17,16,17,16,18,16,16,15,15,21,17,20,33,34,32,26,14,12,10,9,16,15,18,14,16,20,22,19,17,14,11,10,8,4,5,11,12,8,9,12,13,16,24,28,21,27,32,28,26,21,23,21,18,18,14,17,16,18,14,12,14,14,14,15,17,16,21,22,22,20,26,27,27,24,26,26,36,36,33,29,26,21,20,17,14,14,14,16,18,13,10,9,7,6,5,4,1,0,0
2022-03-18 15:00:00,0,3,3,5,7,10,12,14,17,19,22,22,24,25,22,23,25,26,33,30,25,26,20,25,23,19,17,16,19,20,16,20,18,14,20,22,25,27,25,26,26,26,27,30,21,23,18,19,20,17,16,17,17,18,18,17,21,16,14,14,13,9,6,3,4,16,16,11,11,25,30,29,34,29,22,23,30,25,23,18,19,21,21,22,20,21,19,16,17,17,18,16,11,13,14,15,24,25,24,25,28,25,28,25,34,40,53,52,54,56,57,56,44,26,27,25,24,25,26,22,19,19,15,11,8,5,2,0,0
2022-03-18 16:00:00,0,2,5,6,8,12,14,14,17,18,18,15,16,15,18,18,31,39,37,31,26,27,17,26,26,27,28,27,26,25,24,19,26,28,26,27,32,29,30,29,27,26,28,31,29,25,24,24,20,22,25,25,31,24,22,24,26,16,13,13,10,10,10,7,6,23,23,21,23,24,29,30,32,32,31,37,45,35,29,21,23,28,24,23,25,18,28,29,25,24,24,21,19,19,18,19,24,27,26,25,27,27,24,24,33,34,43,32,38,40,37,33,28,25,21,26,29,28,28,23,21,20,12,11,7,5,2,1,0
2022-03-18 17:00:00,0,1,1,2,5,10,13,14,20,23,18,20,19,23,22,22,26,33,37,28,28,25,18,26,22,24,23,22,23,23,22,26,30,27,26,26,23,27,27,29,26,29,30,32,30,28,25,25,21,20,27,26,33,27,33,34,37,29,27,23,22,20,12,4,7,36,32,17,20,23,30,30,32,36,35,57,63,40,46,38,35,32,31,30,30,30,30,28,25,24,25,24,20,19,17,19,26,30,25,27,29,27,28,28,46,51,53,54,52,44,47,41,39,34,31,31,26,24,23,21,21,20,20,8,7,3,0,0,0
2022-03-18 18:00:00,0,2,4,5,9,15,18,19,22,21,23,22,26,26,29,33,38,43,44,41,32,25,23,23,20,20,16,19,19,18,19,21,22,22,21,25,24,21,20,21,20,37,38,42,37,37,27,23,20,20,26,25,32,33,48,56,51,40,32,27,23,22,17,10,11,52,46,24,30,33,32,30,35,34,35,52,60,49,48,38,32,32,29,32,32,21,30,28,22,21,19,25,23,22,23,22,27,28,29,30,32,31,34,22,47,52,55,46,55,57,59,55,49,44,44,44,43,34,33,29,24,23,18,14,10,7,5,0,0
2022-03-18 19:00:00,0,2,3,4,10,8,6,9,12,13,13,16,19,17,20,15,25,23,29,27,24,20,19,17,16,17,16,17,18,18,16,18,20,12,18,17,16,13,11,12,13,17,15,17,16,21,20,20,19,23,23,22,24,27,32,33,31,24,28,17,21,19,10,5,4,20,17,19,6,32,34,33,36,32,34,43,55,43,41,34,30,29,30,33,33,28,27,27,20,18,18,20,20,19,18,12,18,17,16,28,27,13,26,27,28,28,29,28,27,25,31,28,23,23,22,23,21,27,29,25,17,13,10,9,6,5,7,0,0
2022-03-18 20:00:00,0,2,3,6,3,7,8,8,9,10,11,14,15,16,13,12,16,19,20,20,17,13,14,14,13,12,14,5,15,14,13,11,11,12,11,12,12,13,12,16,16,18,17,18,16,18,17,16,15,16,17,17,17,17,19,29,31,18,15,12,9,9,8,4,11,19,17,10,9,9,11,10,11,12,19,28,32,28,28,17,23,22,26,25,22,20,21,20,21,21,18,15,13,10,9,5,11,11,3,12,0,4,12,0,16,19,23,15,23,22,23,21,20,18,19,19,19,25,22,19,14,13,9,5,7,5,1,0,0
2022-03-18 21:00:00,0,1,0,0,2,3,3,5,6,8,7,7,7,10,15,15,23,28,30,28,26,22,20,17,16,16,15,14,11,11,7,8,12,8,10,11,10,12,11,12,10,12,12,15,18,17,14,17,20,18,19,20,22,16,27,25,30,19,17,17,12,9,8,5,5,8,7,6,8,7,7,8,10,12,18,30,30,21,14,16,18,24,27,29,30,26,25,23,25,24,19,12,12,13,10,7,15,11,14,11,17,13,12,8,19,18,16,17,17,19,17,15,14,14,12,11,10,21,23,22,17,15,14,6,2,2,1,0,0
2022-03-18 22:00:00,0,1,2,3,3,4,5,4,5,7,7,9,13,14,11,13,16,19,20,18,17,15,12,15,14,13,10,0,14,14,13,9,9,12,10,9,8,9,7,10,6,6,5,11,9,10,11,14,15,18,24,25,28,27,32,29,29,23,19,16,19,13,8,5,3,8,7,8,7,8,9,12,16,17,20,24,26,21,20,18,23,33,32,33,35,36,37,35,34,31,29,28,25,25,23,21,15,17,19,20,17,16,16,18,21,22,21,0,19,19,18,16,12,14,13,18,16,18,21,17,17,14,15,13,9,7,4,0,0
2022-03-18 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,0,0,8,6,0,7,5,9,11,10,10,0,5,9,9,11,13,13,25,24,26,25,25,32,32,24,22,18,15,10,7,3,1,6,4,7,6,7,6,3,7,9,13,16,17,13,13,11,16,28,27,26,24,21,22,24,21,22,19,24,22,21,18,11,17,18,16,13,12,12,9,11,13,11,14,13,14,15,23,23,11,24,20,12,11,17,18,13,15,13,9,9,6,5,4,0,0
