Unnamed: 0,1_한성운수종점(기점가상),2_북부시장입구,3_강북경찰서입구,4_대한병원,5_수유중앙시장,6_광산사거리,7_수유2동주민센터우이시장,8_북부성모의원,9_인수동장미원,10_가오리역,11_우이초등학교,12_강북노인종합복지관,13_신일병원,14_수유역.강북구청,15_수유역.노스페이스문화센터,16_강북구청사거리,17_수송초등학교,18_북부수도사업소,19_강북보건소,20_번동주공4단지,21_번동주공3단지,22_번동주공1단지,23_월계2교.참누리아파트,24_광운초교앞,25_남대문중학교,26_장위3동주민센터,27_장삼주유소,28_장위사거리,29_석관중고등학교앞,30_석관동코오롱아파트,31_한천로쌍용아파트앞,32_이문동삼익아파트,33_동일스위트리버아파트.휘봉고교,34_서울준법지원센터.동성빌라,35_휘경여중고휘경주공아파트앞,36_배봉산입구,37_전곡시장앞,38_답십리촬영소.우성그린아파트,39_동답초교.대림아파트,40_동답한신동아아파트,41_동아.위더스빌아파트,42_고미술상가,43_답십리역사거리,44_답십리초등학교.현대시장,45_답십리2동시온교회앞,46_답십리2동두산아파트,47_답십리2동한양아파트앞,48_동답한신.대림아파트동대문체육관,49_촬영소사거리.우성그린아파트,50_전곡시장앞,51_장안동현대아파트앞,52_휘경여중고휘경주공아파트,53_서울준법지원센터.동성빌라,54_동일스위트리버앞.휘봉고교,55_휘경유수지견인차고지앞,56_이문동삼익아파트,57_한천로쌍용아파트앞,58_석관동코오롱아파트,59_석관고등학교,60_장위사거리,61_장삼주유소,62_장위3동주민센터,63_남대문중학교,64_광운초교,65_월계2교,66_번동주공1단지,67_번동주공3단지,68_초안교,69_강북보건소,70_한성운수차고지,71_북부수도사업소,72_수송초등학교,73_강북구청사거리,74_수유역.강북구청,75_신일병원,76_강북노인종합복지관,77_우이초등학교,78_가오리역,79_인수동장미원,80_북부성모병원,81_수유2동주민센터우이시장,82_광산사거리,83_강북구청,84_수유(강북구청)역,85_수유역,86_수유사거리,87_강북경찰서입구,88_북부시장입구,89_한성운수종점
2022-03-05 04:00:00,0,0,0,0,0,1,0,2,3,2,0,3,1,3,1,4,5,3,0,0,7,7,7,2,0,0,6,0,0,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,2,0,2,1,1,0,0,1,4,6,4,4,6,7,8,10,6,8,2,7,6,5,5,3,4,3,4,5,5,4,5,4,3,3,1,5,5,3,3,7,3,4,3,3,3,0,2,5,6,6,8,0,0,0,7,9,11,10,6,7,4,5,6,0,0,5,4,4,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,1,0,0,0,0,1,0,4,6,7,8,7,8,10,8,11,10,10,1,11,12,5,11,10,12,0,14,13,13,14,15,14,11,10,11,0,6,4,7,5,4,4,4,0,4,0,0,5,3,4,5,4,3,2,6,5,5,6,7,6,8,7,7,8,9,9,8,7,6,9,9,7,3,3,1,2,0,2,1,4,0,3,1,0,0,0,1,0
2022-03-05 07:00:00,0,0,1,0,0,0,2,1,4,6,10,11,5,8,6,9,10,13,13,14,15,17,17,14,15,16,15,16,17,17,18,20,18,16,17,14,15,14,13,11,8,5,8,5,6,4,4,4,5,8,7,7,6,6,3,7,9,9,11,9,13,12,11,13,14,7,12,8,14,6,14,14,11,6,3,2,2,1,1,6,7,8,6,1,0,1,0,0,0
2022-03-05 08:00:00,0,3,0,0,0,0,2,2,4,7,9,11,11,13,19,20,22,24,25,15,26,12,27,26,28,31,30,26,19,25,30,32,29,25,25,23,16,14,15,16,14,13,6,7,7,10,11,11,9,12,13,14,4,13,7,7,12,11,5,10,9,11,10,10,16,14,17,17,16,17,23,25,17,8,7,5,4,2,4,5,10,12,8,4,1,1,0,0,0
2022-03-05 09:00:00,0,1,1,0,0,2,1,3,4,7,14,16,14,11,13,10,12,14,12,9,11,8,12,12,11,12,9,11,12,14,20,20,16,15,13,12,11,9,10,12,10,9,6,6,3,7,2,8,8,6,10,8,8,9,1,7,8,8,9,12,13,15,9,15,13,12,12,13,13,14,16,16,15,6,3,2,2,3,5,7,9,9,5,1,0,1,0,0,0
2022-03-05 10:00:00,0,1,2,1,0,2,0,1,3,4,9,13,12,10,11,12,11,11,13,5,9,8,15,7,11,13,14,14,15,14,14,14,16,19,15,0,7,6,6,8,9,7,7,7,8,4,7,5,5,6,6,10,11,5,7,6,6,11,12,13,10,11,11,15,14,13,16,11,19,20,19,18,15,10,7,6,8,7,5,6,8,8,6,2,1,1,2,0,0
2022-03-05 11:00:00,0,2,0,0,0,1,2,1,6,7,10,13,12,11,12,14,15,15,15,15,16,16,17,16,17,10,9,8,9,11,9,8,10,9,11,10,14,18,15,13,11,9,9,9,8,10,0,9,9,8,9,10,10,9,6,10,9,0,15,15,16,8,20,24,22,12,25,26,29,25,28,28,20,9,7,5,5,7,7,7,8,9,7,2,0,1,0,0,0
2022-03-05 12:00:00,0,1,2,0,1,4,4,1,6,11,14,16,16,13,18,24,25,23,14,21,22,21,19,17,16,17,17,17,14,17,17,17,17,17,14,12,10,10,6,11,11,10,9,8,10,12,11,10,15,18,18,18,16,14,0,14,16,17,16,16,15,10,17,25,24,11,16,25,25,26,28,25,18,15,13,12,6,4,2,4,7,11,8,2,1,1,1,0,0
2022-03-05 13:00:00,0,1,2,0,1,1,1,2,5,7,9,21,20,20,22,22,21,17,18,16,11,20,22,22,0,13,10,23,20,17,17,18,16,14,17,12,11,9,8,9,9,7,6,7,8,11,6,10,10,10,12,13,10,17,0,16,15,13,12,13,11,0,0,13,15,13,16,16,18,13,29,28,23,11,12,10,10,7,6,10,16,16,10,2,1,0,0,0,0
2022-03-05 14:00:00,0,1,0,1,0,1,2,1,4,7,9,10,12,8,15,19,19,19,18,17,9,18,15,14,0,13,10,12,12,14,18,14,15,14,12,10,10,10,9,9,9,8,8,10,11,13,12,12,16,16,18,19,19,4,18,16,18,15,20,19,18,17,19,21,26,28,28,28,30,28,26,27,19,12,12,8,7,4,5,5,8,7,4,3,4,3,0,2,0
2022-03-05 15:00:00,0,1,1,0,0,2,1,0,3,4,6,9,9,11,13,16,17,18,16,0,16,12,12,13,6,9,4,10,9,13,15,17,20,20,21,19,16,15,13,11,9,8,9,10,8,10,5,5,12,16,18,8,11,20,12,19,18,9,23,21,14,22,23,27,28,27,17,25,26,18,32,32,21,10,4,8,6,8,9,9,8,10,11,6,5,2,6,3,0
2022-03-05 16:00:00,0,3,0,0,1,2,1,2,6,10,14,13,13,10,11,16,17,13,12,0,13,14,16,16,14,14,13,15,14,12,13,13,13,14,14,13,14,15,12,7,7,7,15,13,12,14,9,8,15,11,17,19,16,17,16,18,19,20,20,11,18,19,19,19,22,15,19,23,23,20,20,20,16,19,14,13,11,7,3,4,6,9,8,0,0,0,0,0,0
2022-03-05 17:00:00,0,1,2,1,0,3,2,3,5,10,11,12,14,12,14,16,15,15,7,13,15,15,15,14,11,13,12,10,11,12,13,13,12,12,13,11,8,9,8,11,11,8,13,12,12,14,15,14,16,18,20,21,20,20,19,18,20,21,18,17,18,19,19,23,26,27,27,28,27,26,28,25,19,17,11,9,10,7,6,6,8,4,7,3,2,1,1,0,0
2022-03-05 18:00:00,0,4,0,0,2,2,1,0,2,4,4,5,4,8,16,17,16,18,16,13,15,16,13,12,13,15,12,16,14,15,19,19,20,20,16,13,14,12,5,10,9,5,14,13,12,12,6,6,17,16,17,20,17,19,18,18,19,20,21,13,10,6,13,24,28,27,33,35,22,31,30,28,18,16,19,16,10,6,3,2,7,6,4,2,0,0,0,3,0
2022-03-05 19:00:00,0,1,0,1,2,1,2,2,4,7,11,14,11,10,9,13,14,17,16,14,12,1,6,11,0,10,8,9,11,4,10,8,7,8,8,10,12,6,11,9,8,5,7,10,9,10,10,7,12,18,20,23,20,14,13,13,13,12,14,14,7,16,15,15,18,19,22,6,24,23,12,9,17,12,10,9,7,3,2,1,3,4,0,0,0,0,0,0,0
2022-03-05 20:00:00,0,1,0,0,0,0,0,0,2,2,3,4,3,9,21,20,19,16,15,13,12,14,11,6,7,13,10,10,8,7,8,7,15,17,16,7,15,16,13,10,5,8,11,10,12,11,8,12,11,13,13,13,10,9,7,10,10,6,5,7,6,0,4,6,5,5,4,5,5,7,6,8,8,9,7,8,6,4,2,2,3,2,1,2,0,1,0,2,0
2022-03-05 21:00:00,0,1,0,0,1,0,0,0,2,4,2,4,5,6,9,11,12,11,10,0,0,13,10,8,7,7,9,7,8,7,7,7,4,6,6,4,4,6,4,4,3,0,14,13,6,8,7,0,9,6,9,10,0,9,9,9,9,8,7,9,8,9,2,10,12,11,10,11,5,10,11,9,7,7,8,7,6,4,3,3,2,2,2,2,0,0,0,1,0
2022-03-05 22:00:00,0,2,3,0,2,0,3,1,1,3,3,5,8,10,11,13,14,10,11,10,10,6,9,8,6,7,6,6,4,7,4,6,5,4,5,4,4,3,1,2,3,0,10,10,11,9,8,0,11,13,16,19,19,18,21,16,10,9,10,11,13,12,13,12,13,8,11,0,8,10,10,9,10,6,5,4,3,4,3,1,3,0,2,1,0,0,0,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,7,14,15,16,12,12,9,8,11,9,4,0,8,6,7,7,8,6,4,0,5,5,4,4,2,2,0,3,2,6,6,7,8,7,7,9,10,9,8,10,4,9,8,7,6,7,6,7,0,6,7,8,6,8,9,5,9,10,7,6,10,9,10,11,6,3,3,1,2,0,2,0,3,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,1,0,0,0,0,0,1,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,3,0,5,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,1,1,0,0,1,2,0,0,1,2,0,0,2,3,3,4,5,2,7,4,4,4,3,3,0,0,3,3,3,5,2,0,3,2,0,0,6,0,1,2,5,2,0,1,0,0,2,4,3,3,4,0,0,0,4,2,5,2,0,4,3,0,1,4,0,3,2,3,0,0,0,2,0,0,0,0,0,0,2,3,4,3,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,1,0,0,0,0,0,3,2,3,0,1,3,3,4,3,4,5,0,8,4,9,10,5,8,5,7,8,9,8,10,3,1,6,7,2,6,5,6,6,6,5,4,0,5,0,0,4,1,4,5,3,0,0,6,5,5,4,3,2,1,3,1,3,4,6,2,3,5,8,9,7,3,2,0,4,1,0,2,2,4,3,1,0,0,0,0,0
2022-03-06 07:00:00,0,1,0,0,0,0,2,0,3,0,3,7,8,7,8,7,0,9,7,8,5,8,4,8,7,9,0,8,10,11,9,6,8,6,7,1,5,2,0,2,1,4,6,7,8,1,2,4,0,2,4,5,0,0,0,4,3,2,5,6,4,0,0,5,4,5,1,2,2,0,5,4,4,5,3,0,2,3,5,3,3,3,1,1,0,2,1,0,0
2022-03-06 08:00:00,0,1,2,0,0,0,4,7,6,7,9,12,12,10,14,14,13,12,9,0,9,7,11,8,4,11,9,7,9,12,13,14,8,9,12,12,9,7,7,10,10,6,4,4,4,9,8,5,9,10,11,11,6,6,7,10,8,3,9,8,0,2,9,10,12,13,14,11,10,9,10,10,8,6,7,5,3,2,2,4,6,7,4,1,0,0,0,0,0
2022-03-06 09:00:00,0,3,1,0,0,3,1,0,4,6,8,9,8,7,10,13,15,9,10,11,10,10,10,6,8,11,5,9,12,13,13,15,13,12,14,13,12,10,8,8,9,7,6,6,7,6,7,7,6,3,8,9,4,0,3,1,3,5,7,8,8,8,10,11,12,10,11,14,17,7,20,19,17,10,10,6,5,3,3,3,4,5,3,1,0,2,1,0,0
2022-03-06 10:00:00,0,1,2,0,3,0,3,2,2,4,12,13,10,9,9,10,11,15,15,9,16,17,17,16,0,17,17,16,15,14,13,14,14,12,13,14,13,11,9,10,9,8,4,7,6,8,6,7,8,10,6,9,7,6,8,8,9,8,9,10,9,12,15,15,15,16,21,23,24,23,24,23,18,15,9,6,4,4,3,4,5,0,6,4,1,0,0,0,0
2022-03-06 11:00:00,0,2,0,1,0,2,0,3,3,4,4,10,11,7,10,9,8,9,8,7,9,5,7,5,0,6,4,0,5,4,6,8,9,9,8,5,5,4,4,5,3,3,1,3,2,2,2,3,5,6,6,4,0,5,8,9,6,8,8,9,7,7,10,10,16,16,19,18,21,9,27,25,23,14,15,5,0,4,3,2,3,4,4,2,3,2,2,1,0
2022-03-06 12:00:00,0,1,0,0,0,1,2,0,4,5,11,13,12,10,16,21,20,21,19,5,18,16,16,17,16,15,7,12,11,8,13,5,12,12,10,8,7,7,7,10,11,7,7,6,6,8,9,10,9,6,8,10,11,10,12,8,11,11,13,13,10,13,12,15,15,16,16,17,21,22,23,21,18,8,14,13,10,3,11,13,11,8,3,2,1,1,0,0,0
2022-03-06 13:00:00,0,1,1,2,1,1,2,1,4,6,9,12,11,7,13,10,0,14,18,19,6,9,21,16,0,10,9,9,9,10,13,13,11,10,12,10,9,9,5,3,9,7,9,13,14,12,7,6,11,13,14,10,13,14,12,8,10,11,12,7,8,15,16,17,18,9,12,13,15,14,15,14,12,9,8,8,8,4,3,2,5,2,4,2,0,1,0,0,0
2022-03-06 14:00:00,0,0,1,0,0,0,1,2,3,6,6,7,6,18,9,9,9,10,12,0,13,13,15,8,5,9,14,13,11,12,11,13,14,11,9,7,9,8,9,8,7,3,11,13,12,12,2,7,9,7,7,8,7,6,5,8,7,7,6,8,9,7,15,16,19,6,20,21,22,21,25,26,22,13,10,6,4,5,7,9,9,10,7,2,3,1,2,0,0
2022-03-06 15:00:00,0,1,0,0,0,2,2,1,3,6,7,7,6,17,18,11,11,18,11,16,7,7,17,7,6,7,6,16,17,8,19,20,19,12,18,0,17,16,15,13,3,3,21,12,9,9,6,6,11,11,12,13,11,10,12,10,9,9,5,11,6,12,10,17,17,9,16,18,16,17,19,20,17,9,5,4,4,4,6,5,4,5,2,1,0,0,0,0,0
2022-03-06 16:00:00,0,0,0,1,2,0,2,3,6,7,10,10,8,6,12,11,13,11,13,14,15,14,14,13,13,11,9,10,6,10,12,13,14,12,10,10,12,10,8,8,9,7,9,11,10,5,7,5,11,5,8,14,3,10,14,15,13,13,12,13,4,12,18,23,28,29,28,27,26,25,28,27,23,15,7,7,5,4,4,3,2,0,4,3,0,1,2,0,0
2022-03-06 17:00:00,0,3,1,0,0,3,3,1,3,5,3,4,5,6,7,12,7,13,12,11,11,9,8,8,3,2,6,4,11,9,5,10,11,6,10,11,13,10,6,7,8,7,13,15,14,10,10,5,12,10,12,13,13,13,15,9,17,15,16,14,15,16,15,17,17,19,14,19,20,13,11,17,15,10,6,5,4,5,3,2,3,3,2,0,0,0,1,0,0
2022-03-06 18:00:00,0,0,0,3,1,4,2,3,4,8,5,9,9,9,10,13,13,16,17,17,16,16,13,12,0,8,11,9,8,5,8,9,2,0,9,10,10,6,5,6,4,3,10,9,8,7,3,4,8,7,9,11,8,11,12,12,11,12,11,10,10,4,0,10,9,9,10,10,11,18,16,14,13,13,8,11,9,3,2,4,3,3,2,0,0,4,0,0,0
2022-03-06 19:00:00,0,1,0,1,0,1,0,0,3,5,7,9,7,5,9,10,11,10,8,5,7,6,4,5,5,4,3,4,4,5,4,3,5,4,4,4,5,4,4,4,4,3,10,7,8,8,9,2,12,14,14,13,11,13,10,10,8,11,10,9,7,10,11,6,12,8,8,8,9,12,12,11,10,8,10,11,9,4,1,7,6,7,6,2,0,3,2,1,0
2022-03-06 20:00:00,0,0,0,0,0,1,2,4,3,4,8,10,13,8,15,17,15,14,5,13,0,0,10,3,9,8,7,7,4,5,8,7,3,0,5,10,8,7,4,3,5,4,9,10,8,7,9,0,7,7,7,3,2,0,4,5,8,9,3,10,6,7,9,8,10,10,9,2,8,8,9,5,7,8,7,6,6,1,1,3,4,5,5,2,2,1,0,1,0
2022-03-06 21:00:00,0,1,1,1,0,0,0,0,2,1,5,6,7,6,12,9,12,9,10,8,7,5,5,6,6,7,5,4,6,5,7,4,5,0,5,4,3,4,3,3,0,2,12,10,6,6,5,0,10,11,12,5,11,0,10,5,9,7,6,6,0,7,6,5,6,6,2,0,8,0,4,2,3,9,7,3,6,3,1,2,1,2,1,1,0,1,0,0,0
2022-03-06 22:00:00,0,2,0,0,1,2,2,2,3,4,1,3,3,7,10,11,7,10,7,8,11,10,9,11,10,10,2,10,0,9,10,9,10,4,11,10,7,5,4,2,0,2,7,8,8,12,11,0,12,12,14,16,13,0,12,12,9,8,9,11,6,10,6,9,8,5,9,4,9,8,9,8,6,4,5,2,3,2,2,2,3,2,3,2,1,0,2,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,1,0,0,2,0,3,5,4,3,4,0,2,3,7,6,4,1,2,6,9,0,6,8,3,6,0,4,3,3,0,1,1,4,0,9,8,2,4,3,3,5,5,7,6,0,1,0,5,7,4,5,6,2,0,6,8,4,7,2,2,6,3,3,2,5,6,4,5,5,5,2,1,0,2,2,1,0,1,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,0,0,2,0,2,3,4,2,7,3,4,5,6,6,8,5,9,11,10,7,6,0,6,5,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,0,0,1,1,0,1,0,2,2,5,7,8,6,10,11,11,5,9,6,8,10,9,10,7,9,8,9,7,9,9,10,8,9,8,6,7,9,9,7,8,7,3,0,0,2,1,2,6,7,8,11,10,4,11,4,12,13,11,9,8,7,0,6,0,7,7,6,6,5,7,6,4,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,1,1,0,2,0,3,0,4,5,7,8,8,9,10,9,10,9,10,8,12,11,12,13,8,14,13,12,12,14,16,16,12,14,13,12,11,10,12,10,11,8,6,3,5,5,4,0,5,5,5,7,8,0,7,6,5,5,6,7,6,7,7,8,7,8,8,10,6,9,12,12,11,4,3,0,2,1,2,6,12,13,9,1,0,2,0,0,0
2022-03-07 07:00:00,0,2,0,1,0,2,3,4,8,13,19,23,26,20,24,24,27,25,26,24,28,26,33,37,38,40,37,37,28,22,32,37,33,16,23,19,16,17,18,18,15,12,7,7,8,15,15,12,17,16,17,16,13,14,8,13,13,9,16,10,11,12,13,16,17,18,15,16,16,19,23,27,25,11,6,4,3,2,3,10,17,20,9,1,0,0,0,0,0
2022-03-07 08:00:00,0,2,0,1,0,2,1,2,13,18,21,27,27,28,39,40,39,30,30,28,28,32,34,33,28,27,25,29,30,34,39,40,38,36,37,34,27,25,24,25,20,17,9,11,9,13,10,11,23,22,23,24,24,24,26,26,27,26,27,29,28,26,26,31,31,31,33,41,42,46,50,53,37,20,14,12,9,5,6,15,21,29,24,6,5,5,4,4,0
2022-03-07 09:00:00,0,1,0,2,0,1,2,2,7,18,18,22,18,14,21,23,25,26,23,14,22,14,15,12,10,12,13,12,12,14,20,21,22,21,21,20,20,17,12,11,11,8,8,7,6,8,7,6,7,7,7,9,0,6,3,7,7,8,6,9,8,6,9,9,16,18,21,22,21,21,22,21,17,12,10,7,6,4,4,6,12,12,11,2,0,1,0,1,0
2022-03-07 10:00:00,0,1,2,2,0,3,1,3,5,7,10,11,14,14,15,16,14,14,14,8,13,21,20,18,0,16,12,13,11,13,16,8,16,9,14,14,16,16,17,17,15,10,6,6,4,5,4,1,5,5,6,9,5,8,7,9,7,3,10,7,5,7,8,10,12,6,15,14,17,17,21,23,18,10,8,6,5,4,6,7,6,9,7,2,0,2,0,1,0
2022-03-07 11:00:00,0,2,1,0,1,2,1,2,5,8,8,11,12,11,14,15,16,13,12,13,12,10,8,9,8,10,9,8,9,10,11,10,9,8,8,10,4,9,7,6,6,5,6,6,6,5,4,5,6,6,7,8,9,8,3,9,9,10,7,11,10,9,10,9,10,9,12,7,16,15,17,15,14,11,11,6,4,3,5,5,7,6,4,3,2,1,1,0,0
2022-03-07 12:00:00,0,2,0,0,0,1,3,4,5,7,9,12,14,14,16,19,16,16,15,16,15,9,10,9,8,13,11,14,13,11,11,10,10,12,11,9,12,13,12,9,8,7,12,11,4,12,11,11,12,7,13,14,15,14,6,14,12,9,12,13,11,14,10,15,16,15,15,16,19,20,25,26,18,14,11,8,7,4,3,2,3,4,3,0,0,0,0,0,0
2022-03-07 13:00:00,0,1,1,0,2,1,1,1,4,6,11,12,11,11,17,19,18,17,13,11,12,9,15,13,17,15,6,13,12,11,13,14,13,11,12,11,12,11,8,7,6,5,11,12,11,11,12,4,12,13,12,13,13,8,12,9,9,11,12,10,9,11,11,14,13,15,18,11,23,25,30,26,21,11,10,8,7,8,5,4,5,3,6,3,0,2,0,0,0
2022-03-07 14:00:00,0,3,1,1,0,3,0,5,12,12,15,15,14,12,16,18,17,16,16,12,9,15,15,14,13,12,11,8,10,8,9,9,9,7,8,7,6,5,6,9,9,9,12,14,12,15,14,8,17,16,17,17,19,9,19,18,16,15,15,13,11,11,12,13,14,15,15,16,20,21,21,20,16,13,13,12,11,7,5,6,12,11,9,3,0,2,3,0,0
2022-03-07 15:00:00,0,2,2,0,0,1,1,0,6,8,12,14,14,16,21,22,23,20,20,19,18,16,15,14,13,15,9,15,10,17,15,17,16,14,16,16,15,14,12,15,11,9,11,11,11,11,12,13,11,10,10,9,14,6,10,13,11,10,9,10,9,14,16,22,17,22,20,23,27,24,27,25,23,19,17,16,12,8,7,5,5,4,4,1,0,3,0,1,0
2022-03-07 16:00:00,0,1,2,3,3,2,2,2,5,6,11,12,12,14,19,16,20,20,20,14,20,18,14,12,11,14,13,11,13,13,15,8,15,14,18,14,20,19,12,11,12,11,15,15,13,11,10,11,11,12,13,15,14,12,14,13,14,15,40,40,41,43,39,37,28,26,25,24,26,25,26,23,20,18,14,10,9,6,4,6,9,6,1,0,2,3,0,0,0
2022-03-07 17:00:00,0,3,2,1,2,3,2,3,5,6,9,13,13,11,21,21,18,19,17,16,19,20,18,16,14,13,0,11,11,15,18,13,17,10,13,12,11,10,8,7,10,12,19,20,21,23,22,21,22,21,24,25,17,14,24,22,23,24,26,27,30,30,33,33,35,36,35,34,34,33,34,31,27,25,19,16,11,9,5,10,9,9,7,1,1,0,0,0,0
2022-03-07 18:00:00,0,2,3,1,2,1,3,3,6,9,12,11,14,18,26,27,28,30,32,30,31,28,24,19,17,14,13,14,15,13,13,15,17,16,14,15,15,11,8,9,8,14,36,38,39,42,40,39,36,34,38,38,40,39,39,34,37,39,39,38,38,38,31,33,31,27,29,30,34,36,37,33,27,28,24,18,14,7,4,3,5,6,6,1,0,0,1,1,0
2022-03-07 19:00:00,0,0,1,2,0,1,2,0,4,5,10,10,11,14,28,27,25,16,15,12,14,13,12,13,0,15,14,16,15,15,16,14,13,14,10,8,8,7,9,8,10,11,36,36,34,29,26,25,29,28,31,34,35,34,32,27,24,22,26,31,33,34,38,34,35,33,33,31,33,31,30,27,22,23,20,17,14,12,6,4,3,2,1,0,0,0,1,0,0
2022-03-07 20:00:00,0,2,0,0,0,2,2,1,5,5,4,6,8,8,18,17,18,12,11,5,10,9,10,8,0,10,7,8,7,7,9,11,10,9,8,10,7,6,4,3,4,4,14,15,16,14,12,10,11,12,13,12,11,0,0,11,9,9,8,7,11,6,13,14,15,18,10,16,14,13,11,9,8,10,9,7,7,4,2,3,2,2,1,0,0,1,1,0,0
2022-03-07 21:00:00,0,0,0,1,0,0,0,0,0,7,8,9,12,10,13,14,10,6,13,0,12,8,7,4,0,5,4,6,6,5,7,8,4,0,7,3,5,4,4,5,6,5,12,11,10,8,5,7,6,7,8,10,9,4,8,5,7,6,6,7,8,10,11,6,7,10,10,10,8,8,9,8,7,11,12,9,8,5,3,2,2,4,1,1,1,0,0,0,0
2022-03-07 22:00:00,0,3,0,1,2,1,0,1,1,2,2,5,5,9,10,12,4,11,8,0,7,7,5,5,4,4,0,6,0,6,5,5,7,3,4,4,3,2,3,3,5,3,10,10,9,12,10,11,12,10,11,13,16,6,10,14,15,12,13,12,5,11,10,10,10,4,11,8,6,6,12,11,4,10,4,7,4,3,2,3,5,2,4,2,0,1,0,0,0
2022-03-07 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,6,4,0,0,10,9,10,7,0,4,3,8,0,7,6,5,0,4,3,0,3,0,2,1,2,2,6,6,6,7,3,0,9,8,7,7,3,6,0,2,7,6,0,5,7,0,0,10,8,9,5,4,0,8,7,5,5,8,7,4,3,2,0,0,2,2,1,0,0,2,1,0,0
