Unnamed: 0,1_서부운수기점,2_KT가좌지사,3_동도하이츠아파트,4_응암정보도서관,5_서울중앙교회앞,6_은가어린이공원구150번종점,7_우성공인중개사,8_응암정보도서관,9_대림시장,10_응암3동주민센터,11_서서울농협본점,12_백련산SK뷰아이파크아파트,13_신진과학기술고등학교,14_본서부병원,15_은평세무서,16_은평구청,17_녹번역,18_녹번동대림JR아파트앞,19_녹번역,20_은평구청,21_은평세무서,22_본서부병원,23_신진과학기술고등학교,24_응암시장,25_응암3동주민센터,26_응암정보도서관,27_서울중앙교회앞,28_은가어린이공원구150번종점,29_우성공인중개사,30_응암정보도서관,31_대림시장,32_동도하이츠아파트,33_KT가좌지사,34_서부운수기점(가상)
2022-03-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2022-03-13 05:00:00,0,0,0,1,0,3,0,5,0,0,3,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 06:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 07:00:00,0,0,0,0,0,4,2,0,5,6,2,5,4,4,4,3,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0
2022-03-13 08:00:00,0,0,0,0,0,2,3,0,0,0,4,3,7,11,10,5,0,1,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0
2022-03-13 09:00:00,0,2,3,1,1,3,3,4,3,4,0,5,6,6,4,6,2,0,3,6,6,3,3,3,1,3,1,2,0,0,1,0,0,0
2022-03-13 10:00:00,0,0,0,1,0,3,4,5,4,5,5,0,6,6,8,6,2,2,3,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0
2022-03-13 11:00:00,0,0,0,0,1,3,0,4,5,4,8,12,7,15,0,10,0,0,1,2,3,2,0,2,1,1,0,2,0,0,1,0,0,0
2022-03-13 12:00:00,0,2,0,4,11,12,0,14,15,13,12,12,14,14,15,3,1,1,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0
2022-03-13 13:00:00,0,0,0,2,0,4,3,2,2,3,1,0,0,5,7,13,0,1,4,3,0,3,1,1,0,1,1,1,0,2,3,0,0,0
2022-03-13 14:00:00,0,1,0,1,2,3,0,6,7,5,4,5,0,5,6,4,0,0,4,5,6,2,5,5,3,6,5,2,0,1,0,0,0,0
2022-03-13 15:00:00,0,0,0,2,0,1,0,1,5,0,6,3,2,4,4,0,1,0,3,4,0,0,4,3,5,6,5,2,0,1,0,0,0,0
2022-03-13 16:00:00,0,1,1,2,1,6,7,0,4,0,4,2,5,1,4,3,1,2,4,3,4,5,6,6,0,5,4,1,0,0,1,0,0,0
2022-03-13 17:00:00,0,0,0,3,3,4,0,3,6,6,7,7,6,0,7,5,1,0,7,11,12,10,12,8,8,5,3,3,1,0,0,0,0,0
2022-03-13 18:00:00,0,0,0,0,0,3,0,0,4,2,0,0,3,2,0,1,0,0,7,4,5,7,8,8,1,7,6,1,0,0,3,0,0,0
2022-03-13 19:00:00,0,0,0,1,0,1,2,0,4,0,3,5,6,0,4,3,2,0,4,0,0,5,6,2,4,0,0,0,0,0,0,0,0,0
2022-03-13 20:00:00,0,0,0,1,0,2,0,1,0,0,0,0,2,1,0,0,0,0,2,2,3,0,2,2,3,1,0,0,0,0,2,0,1,0
2022-03-13 21:00:00,0,0,0,0,0,1,2,0,2,5,0,4,3,0,0,0,0,0,6,0,0,0,7,7,0,5,4,3,0,4,2,0,0,0
2022-03-13 22:00:00,0,0,0,1,0,1,0,0,1,2,1,0,0,0,0,1,0,0,4,1,6,5,6,7,1,4,1,1,0,0,1,0,0,0
2022-03-13 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,0,0,0,0,0,5,0,3,0,8,12,0,10,5,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-03-14 05:00:00,0,0,0,0,1,3,0,0,4,0,0,0,0,2,3,2,0,1,3,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0
2022-03-14 06:00:00,0,0,0,2,4,7,8,8,1,10,14,14,17,17,21,17,0,0,3,0,1,2,0,0,0,2,0,4,3,1,0,0,0,0
2022-03-14 07:00:00,0,0,1,1,5,13,18,19,21,26,30,37,42,47,47,41,40,0,1,0,0,2,9,7,2,2,3,2,0,0,0,0,0,0
2022-03-14 08:00:00,0,1,0,2,6,18,19,23,25,30,35,36,41,37,36,31,1,1,7,6,7,5,7,6,5,3,4,3,3,2,0,1,1,0
2022-03-14 09:00:00,0,0,1,0,1,9,10,11,13,14,15,16,20,20,18,13,0,1,3,4,2,1,2,2,0,0,0,0,0,0,0,0,0,0
2022-03-14 10:00:00,1,1,0,4,2,3,4,1,5,2,6,9,7,7,4,4,1,0,3,4,0,0,3,0,5,3,1,3,4,2,1,0,0,0
2022-03-14 11:00:00,0,0,0,1,2,5,2,5,3,0,5,8,10,8,7,6,1,3,2,4,6,3,0,3,2,1,0,1,0,0,0,0,0,0
2022-03-14 12:00:00,0,0,0,0,1,3,0,3,7,0,6,6,6,0,6,5,1,0,2,3,4,8,6,6,5,7,5,2,0,1,0,0,0,0
2022-03-14 13:00:00,0,1,0,2,1,1,0,0,1,0,2,3,3,1,0,2,1,1,6,7,8,8,9,10,9,8,7,4,2,2,0,0,0,0
2022-03-14 14:00:00,0,0,0,2,0,3,0,4,4,0,0,0,3,1,0,0,0,1,4,5,4,6,5,5,4,1,0,3,0,1,1,0,0,0
2022-03-14 15:00:00,1,0,2,0,0,4,0,0,5,6,8,7,5,4,3,2,0,1,4,6,6,6,7,9,9,10,8,3,0,2,1,0,0,0
2022-03-14 16:00:00,0,0,0,0,0,2,0,3,0,0,0,0,1,0,2,1,0,3,6,9,11,5,12,11,10,6,4,1,1,0,2,1,0,0
2022-03-14 17:00:00,0,0,0,3,2,4,0,5,7,4,10,11,8,8,8,3,1,1,8,8,0,10,12,14,12,5,4,1,0,0,4,1,0,0
2022-03-14 18:00:00,0,1,0,2,6,3,0,5,8,9,11,9,7,5,6,5,1,2,17,20,20,16,17,19,17,13,12,1,1,2,0,1,0,0
2022-03-14 19:00:00,0,0,0,0,0,4,0,2,7,2,8,7,5,0,3,1,2,0,14,14,13,14,12,12,11,9,7,1,0,0,0,0,0,0
2022-03-14 20:00:00,0,0,1,0,1,3,0,0,5,0,4,0,5,5,4,2,0,1,9,11,12,13,11,9,0,2,0,0,0,0,0,0,0,0
2022-03-14 21:00:00,0,0,0,3,0,1,2,0,3,3,2,1,3,0,2,0,1,0,4,0,4,0,3,3,8,2,7,4,0,0,0,0,0,0
2022-03-14 22:00:00,0,0,0,0,0,1,0,0,0,3,4,0,3,0,1,0,0,0,3,4,5,0,7,0,0,3,2,2,0,0,1,0,0,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,3,5,4,2,2,0,0,0,0,1,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,0,0,0,0,0,4,0,1,0,5,9,0,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-03-15 05:00:00,0,1,0,0,0,4,0,5,5,6,4,8,7,6,0,4,0,1,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,0,0,0,0,3,8,9,11,12,6,8,10,13,14,15,12,0,0,2,1,3,0,1,2,0,1,0,0,0,0,0,0,0,0
2022-03-15 07:00:00,0,0,0,0,3,9,10,8,12,17,18,23,29,30,31,28,1,0,1,0,0,2,4,5,3,0,0,0,0,0,0,0,0,0
2022-03-15 08:00:00,0,0,0,0,2,12,15,19,19,0,20,21,22,21,20,17,0,0,2,2,0,5,4,6,3,0,2,4,3,1,2,2,0,0
2022-03-15 09:00:00,0,0,0,1,2,8,4,10,13,17,20,21,24,20,19,16,0,2,4,5,5,7,4,5,3,2,0,2,1,0,0,0,0,0
2022-03-15 10:00:00,0,0,0,1,2,6,9,10,8,8,9,3,9,6,8,6,2,0,2,3,4,7,0,8,7,7,5,2,0,0,0,0,0,0
2022-03-15 11:00:00,0,1,2,2,0,4,5,7,7,9,14,15,16,17,13,9,0,0,4,5,3,5,0,5,3,4,0,3,0,1,2,0,0,0
2022-03-15 12:00:00,0,1,0,2,0,2,4,7,6,1,0,0,7,6,3,4,0,0,1,0,2,4,4,5,2,2,1,3,2,2,1,0,0,0
2022-03-15 13:00:00,0,0,0,3,0,2,3,0,6,8,5,9,8,6,4,1,0,2,5,0,5,4,4,4,3,4,3,7,6,7,4,3,2,0
2022-03-15 14:00:00,0,0,0,2,5,8,4,5,8,9,9,11,14,15,15,9,3,0,3,4,3,6,7,6,6,7,9,2,0,0,0,0,0,0
2022-03-15 15:00:00,0,0,0,1,1,2,4,5,7,9,5,5,8,6,5,4,1,0,1,6,5,6,6,5,7,7,5,1,1,0,2,1,0,0
2022-03-15 16:00:00,0,0,0,3,3,6,7,9,5,8,7,8,9,8,5,8,3,1,5,9,5,10,13,4,5,15,10,1,1,0,0,0,0,0
2022-03-15 17:00:00,0,1,0,2,4,5,1,4,8,9,7,9,10,9,8,6,1,0,11,13,13,12,14,12,13,13,12,1,0,0,2,0,1,0
2022-03-15 18:00:00,1,0,0,3,4,3,4,5,8,0,6,3,5,4,3,3,3,3,17,22,0,19,18,18,17,14,12,0,0,0,3,0,0,0
2022-03-15 19:00:00,0,0,0,1,0,2,0,1,5,7,5,7,8,7,7,4,1,2,34,36,34,34,24,18,15,7,6,0,0,0,0,1,0,0
2022-03-15 20:00:00,0,0,0,0,0,0,0,0,2,0,3,0,0,2,1,0,0,0,9,6,7,8,9,8,1,9,0,1,0,0,0,0,0,0
2022-03-15 21:00:00,0,1,0,1,2,2,0,0,2,3,0,0,2,1,0,0,0,0,3,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0
2022-03-15 22:00:00,0,0,0,0,0,0,0,1,3,0,0,1,0,0,2,1,0,0,9,6,11,11,11,10,9,7,5,2,0,0,0,0,0,0
2022-03-15 23:00:00,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,0,0,0,0,5,0,4,0,6,11,0,10,4,3,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,0,0,0,1,3,4,6,4,0,6,7,5,4,5,4,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2022-03-16 06:00:00,0,0,0,0,2,5,7,5,0,8,7,7,10,12,11,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-03-16 07:00:00,0,0,0,0,4,18,20,20,21,22,10,24,26,25,0,20,1,0,5,6,4,4,6,5,4,3,2,1,0,0,0,0,0,0
2022-03-16 08:00:00,0,0,0,1,2,12,9,8,13,16,20,27,39,36,32,28,0,0,7,8,6,0,7,7,5,1,0,1,2,0,0,1,0,0
2022-03-16 09:00:00,0,0,0,1,1,7,7,6,7,8,10,10,14,17,25,18,1,0,2,0,0,1,2,2,1,3,0,3,0,2,2,1,0,0
2022-03-16 10:00:00,1,0,0,0,3,6,3,2,10,0,3,11,4,10,9,5,0,0,0,1,2,0,4,6,0,1,0,1,1,2,0,0,1,0
2022-03-16 11:00:00,1,0,1,2,0,5,6,7,7,6,8,0,9,4,8,3,0,0,1,2,4,1,5,5,4,6,3,2,0,3,1,0,0,0
2022-03-16 12:00:00,0,1,0,0,0,4,2,1,5,6,0,7,6,7,6,4,0,1,1,3,4,6,5,7,5,4,4,3,0,2,0,0,0,0
2022-03-16 13:00:00,0,1,0,3,5,3,4,7,9,11,11,0,12,9,6,5,0,2,4,4,3,3,2,2,3,4,5,3,1,0,1,2,1,0
2022-03-16 14:00:00,0,0,0,1,1,2,3,1,2,6,5,0,0,2,3,1,0,0,3,0,0,6,6,10,9,8,0,2,0,1,0,0,0,0
2022-03-16 15:00:00,0,0,0,3,0,2,0,4,12,11,0,3,9,9,8,7,0,0,3,7,8,8,11,12,11,13,11,1,0,0,0,0,0,0
2022-03-16 16:00:00,1,0,0,2,3,2,0,2,3,3,6,8,0,7,6,6,1,1,4,5,7,6,6,8,4,8,6,2,3,0,4,0,3,0
2022-03-16 17:00:00,0,0,0,2,2,3,4,3,11,13,14,14,16,12,12,10,0,2,6,4,5,5,9,8,6,6,7,7,0,5,3,2,0,0
2022-03-16 18:00:00,0,0,0,2,3,1,0,3,5,0,4,0,3,2,0,6,2,2,24,26,27,25,25,22,18,9,9,2,1,1,1,0,0,0
2022-03-16 19:00:00,0,0,0,1,2,2,0,2,3,0,4,0,2,3,2,4,1,1,14,15,16,19,22,20,17,11,11,4,0,0,1,1,0,0
2022-03-16 20:00:00,0,0,0,2,0,1,0,0,1,0,0,0,2,2,3,2,1,0,10,0,10,8,11,9,5,4,3,0,0,0,0,0,0,0
2022-03-16 21:00:00,0,1,0,2,1,1,0,2,5,0,3,1,2,0,0,1,0,0,5,2,8,8,7,6,7,9,8,1,0,0,0,0,0,0
2022-03-16 22:00:00,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,9,12,14,16,15,15,2,8,7,0,0,0,0,0,0,0
2022-03-16 23:00:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,0,0,0,0,0,4,0,1,0,7,8,0,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-03-17 05:00:00,0,0,0,0,1,3,0,0,0,0,5,6,0,4,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,0,0,0,0,2,5,6,8,7,1,2,2,6,0,7,6,0,0,2,3,0,0,2,2,1,0,0,0,0,0,0,0,0,0
2022-03-17 07:00:00,0,0,1,2,6,24,27,30,32,33,34,39,43,44,46,21,1,0,4,0,2,2,3,4,2,1,0,0,1,0,0,1,0,0
2022-03-17 08:00:00,0,1,0,2,10,28,27,30,29,30,31,39,50,54,58,48,1,1,3,2,1,2,0,5,3,1,0,2,3,2,1,0,0,0
2022-03-17 09:00:00,0,1,0,0,0,3,5,3,11,15,19,21,23,20,20,14,0,1,8,8,6,7,6,5,3,2,0,3,2,1,1,0,0,0
2022-03-17 10:00:00,0,1,0,0,1,8,0,10,12,7,9,0,14,13,17,13,2,1,3,2,0,3,2,3,2,0,1,2,0,1,2,0,1,0
2022-03-17 11:00:00,0,1,0,1,0,3,2,3,4,3,5,0,0,4,2,1,0,1,2,3,3,4,6,5,3,6,4,3,0,2,2,0,1,0
2022-03-17 12:00:00,0,0,0,1,2,4,0,5,5,7,8,6,0,5,4,4,0,0,1,0,0,2,0,5,1,3,0,1,0,0,0,0,0,0
2022-03-17 13:00:00,0,0,0,3,1,6,0,7,10,9,2,7,7,6,5,3,0,1,3,0,2,5,1,4,2,3,1,1,0,1,2,0,0,0
2022-03-17 14:00:00,0,0,0,2,0,3,0,3,8,5,8,7,4,7,6,5,3,0,6,7,9,11,11,15,11,6,3,2,1,0,2,1,0,0
2022-03-17 15:00:00,0,0,0,4,3,2,0,3,6,0,6,7,5,3,0,2,1,0,5,8,9,11,12,9,8,5,4,2,0,1,0,0,0,0
2022-03-17 16:00:00,0,1,0,3,2,5,6,4,7,6,8,4,9,11,9,8,2,2,10,12,15,18,7,5,6,11,11,1,0,1,0,0,1,0
2022-03-17 17:00:00,0,1,0,4,0,5,3,6,7,9,12,12,11,11,8,6,0,0,13,14,15,0,6,14,16,17,14,2,0,3,2,0,1,0
2022-03-17 18:00:00,1,3,4,6,5,5,3,6,10,9,9,6,9,8,3,6,4,3,19,18,19,21,20,17,10,17,11,0,0,0,2,0,0,0
2022-03-17 19:00:00,1,1,0,1,0,1,0,2,4,3,5,4,6,4,3,2,2,1,21,22,22,24,23,23,22,15,12,1,0,0,0,0,0,0
2022-03-17 20:00:00,0,0,0,1,0,1,0,0,1,1,2,3,4,0,2,2,1,1,8,8,8,8,8,9,7,6,5,0,0,0,0,0,0,0
2022-03-17 21:00:00,0,0,1,0,0,0,0,1,2,3,2,0,1,0,0,2,1,0,4,0,4,5,9,10,8,8,5,1,0,0,0,0,0,0
2022-03-17 22:00:00,0,0,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,8,9,8,7,7,9,3,5,2,0,0,0,0,0,0,0
2022-03-17 23:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,4,2,1,0,0,0,0,0,0,0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 04:00:00,0,0,0,0,0,5,0,2,6,9,12,0,9,4,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-03-18 05:00:00,0,0,0,1,2,3,0,0,4,0,4,0,0,4,5,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 06:00:00,0,0,0,0,1,6,6,7,3,0,6,2,3,4,7,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2022-03-18 07:00:00,0,0,0,1,5,10,15,16,15,19,22,28,35,37,41,34,1,0,2,0,0,3,4,3,2,1,2,2,1,0,1,0,0,0
2022-03-18 08:00:00,0,1,0,0,5,22,25,28,31,14,19,31,34,38,41,33,1,0,6,4,1,0,4,5,1,3,2,0,1,0,0,0,0,0
2022-03-18 09:00:00,0,0,1,0,2,9,11,13,12,7,12,14,16,15,14,9,0,0,1,0,2,1,2,3,0,1,0,2,0,1,0,0,0,0
2022-03-18 10:00:00,0,0,0,1,2,3,4,4,6,6,8,9,7,8,10,5,0,1,2,3,2,3,3,4,2,2,3,2,0,0,1,0,0,0
2022-03-18 11:00:00,1,0,0,2,2,8,5,4,9,8,8,9,10,9,9,6,0,0,1,0,0,4,5,4,3,4,3,1,2,0,0,0,1,0
2022-03-18 12:00:00,0,0,0,2,1,8,10,10,3,4,8,7,8,6,3,1,2,0,3,2,4,6,4,4,5,4,2,2,3,2,0,0,0,0
2022-03-18 13:00:00,0,0,0,3,0,3,4,2,5,2,1,0,3,2,0,5,0,1,8,0,7,3,5,4,4,5,4,2,0,1,1,0,0,0
2022-03-18 14:00:00,0,0,0,1,2,4,4,4,5,6,2,5,6,5,6,4,0,1,6,8,12,12,13,10,8,3,2,2,0,0,2,0,1,0
2022-03-18 15:00:00,0,0,0,1,0,2,3,0,2,2,0,3,1,3,2,1,1,0,0,2,3,4,3,3,5,2,1,1,0,0,1,0,0,0
2022-03-18 16:00:00,0,0,1,2,3,7,0,0,6,0,3,4,6,7,8,7,1,0,5,7,8,11,16,9,9,10,8,1,1,1,2,0,1,0
2022-03-18 17:00:00,0,1,3,4,0,3,0,5,7,10,12,14,12,11,10,6,0,0,6,0,7,6,9,9,6,5,4,4,0,1,3,0,2,0
2022-03-18 18:00:00,0,0,0,2,2,5,0,0,5,6,8,7,4,6,8,7,1,4,22,26,24,23,18,17,15,12,7,3,0,0,1,0,0,0
2022-03-18 19:00:00,1,0,0,0,2,1,0,0,3,4,2,3,4,2,1,0,4,4,15,14,13,15,14,12,9,4,3,0,0,0,1,0,2,0
2022-03-18 20:00:00,0,0,0,1,0,1,0,1,2,0,0,0,2,0,0,0,0,0,9,10,11,12,13,15,12,7,0,1,0,0,0,0,0,0
2022-03-18 21:00:00,0,0,0,1,2,0,0,0,2,0,0,0,1,1,1,1,0,0,4,0,0,0,6,1,9,8,0,1,0,0,0,0,0,0
2022-03-18 22:00:00,0,0,0,2,0,2,1,0,3,0,1,3,0,2,0,1,0,0,6,7,9,8,8,8,10,9,1,0,0,0,0,0,0,0
2022-03-18 23:00:00,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,2,0,4,1,0,0,1,0,0,0
2022-03-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 04:00:00,0,0,0,0,0,1,0,0,2,3,5,0,0,3,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 05:00:00,0,0,0,0,1,3,0,6,7,9,10,9,7,7,9,8,0,1,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0
2022-03-19 06:00:00,0,2,0,0,3,0,4,2,0,2,3,0,2,1,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 07:00:00,0,0,1,0,0,3,4,2,3,4,0,4,3,7,9,8,6,0,0,1,0,0,2,3,0,2,1,1,0,0,0,0,0,0
2022-03-19 08:00:00,0,1,0,0,6,11,12,13,12,7,11,10,14,13,12,10,0,0,4,5,1,2,1,2,2,0,0,1,0,0,0,0,0,0
2022-03-19 09:00:00,0,0,1,0,0,4,6,4,5,8,9,11,7,8,8,8,1,3,2,6,6,9,7,8,7,3,2,0,0,0,0,0,0,0
2022-03-19 10:00:00,0,0,0,2,0,9,0,8,6,0,7,0,10,8,9,7,0,0,3,5,0,4,2,1,0,0,0,0,1,0,3,0,0,0
2022-03-19 11:00:00,0,0,1,2,2,4,4,6,7,8,9,9,10,11,12,10,0,0,3,8,9,12,0,7,4,4,0,4,3,3,2,0,1,0
2022-03-19 12:00:00,0,2,1,3,1,5,0,0,3,4,7,8,7,12,17,13,0,0,0,1,1,2,3,4,2,4,2,2,0,3,2,1,0,0
2022-03-19 13:00:00,0,0,1,2,2,7,8,6,6,0,6,0,5,0,4,3,1,1,3,2,4,6,4,4,3,6,5,0,0,0,1,0,0,0
2022-03-19 14:00:00,0,0,0,1,0,4,0,4,0,3,5,0,0,3,2,1,2,2,3,4,5,0,1,4,2,3,0,2,4,2,0,0,0,0
2022-03-19 15:00:00,0,1,0,3,3,1,2,3,4,4,6,6,8,7,6,3,1,2,6,8,9,13,12,11,8,4,3,3,4,3,1,0,0,0
2022-03-19 16:00:00,0,1,0,3,0,4,5,5,6,5,8,7,9,7,5,5,2,4,9,10,10,6,7,5,1,3,0,0,0,0,1,0,0,0
2022-03-19 17:00:00,0,0,0,1,0,2,0,2,4,3,4,0,5,4,0,1,0,0,9,11,10,5,11,10,8,8,2,1,0,0,1,0,0,0
2022-03-19 18:00:00,0,0,0,6,5,2,0,3,4,0,4,0,6,3,0,4,1,1,13,14,15,16,16,11,8,6,2,2,0,1,1,0,0,0
2022-03-19 19:00:00,0,2,0,3,3,0,0,0,0,2,0,0,1,7,6,3,1,1,2,0,3,0,5,0,0,1,3,0,0,0,0,0,0,0
2022-03-19 20:00:00,0,0,1,3,2,1,0,0,2,1,3,0,1,0,3,2,1,2,7,9,8,11,10,9,0,7,6,1,0,0,0,0,0,0
2022-03-19 21:00:00,0,0,0,0,0,1,0,0,3,0,1,2,1,2,0,1,0,0,7,8,6,5,4,7,6,1,0,2,0,1,0,0,0,0
2022-03-19 22:00:00,0,0,1,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,3,3,4,5,7,0,0,5,4,1,0,0,0,0,0,0
2022-03-19 23:00:00,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
