Unnamed: 0,1_서부운수기점,2_KT가좌지사,3_동도하이츠아파트,4_응암정보도서관,5_서울중앙교회앞,6_은가어린이공원구150번종점,7_우성공인중개사,8_응암정보도서관,9_대림시장,10_응암3동주민센터,11_서서울농협본점,12_백련산SK뷰아이파크아파트,13_신진과학기술고등학교,14_본서부병원,15_은평세무서,16_은평구청,17_녹번역,18_녹번동대림JR아파트앞,19_녹번역,20_은평구청,21_은평세무서,22_본서부병원,23_신진과학기술고등학교,24_응암시장,25_응암3동주민센터,26_응암정보도서관,27_서울중앙교회앞,28_은가어린이공원구150번종점,29_우성공인중개사,30_응암정보도서관,31_대림시장,32_동도하이츠아파트,33_KT가좌지사,34_서부운수기점(가상)
2022-03-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 04:00:00,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 05:00:00,0,0,0,1,0,3,0,1,4,6,8,0,6,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 06:00:00,0,1,0,0,1,3,0,4,5,0,4,0,5,0,7,6,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2022-03-20 07:00:00,0,0,0,0,2,4,5,3,4,5,0,5,0,0,0,0,0,1,3,2,2,0,0,0,1,0,0,2,0,0,2,0,0,0
2022-03-20 08:00:00,0,0,0,0,0,1,0,0,4,0,6,5,7,0,7,5,0,1,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0
2022-03-20 09:00:00,0,0,1,2,0,7,9,8,8,8,0,0,7,5,7,6,0,1,2,6,7,6,4,2,3,2,1,1,0,0,0,0,0,0
2022-03-20 10:00:00,0,0,0,0,0,5,6,4,5,7,8,8,10,12,12,10,2,3,6,6,5,8,6,5,8,3,0,3,4,5,3,0,1,0
2022-03-20 11:00:00,0,0,0,0,0,5,0,2,6,7,10,11,13,15,19,11,1,0,2,0,1,4,0,3,2,3,0,2,1,0,1,0,0,0
2022-03-20 12:00:00,0,1,0,0,2,5,6,8,5,7,6,6,9,6,12,10,1,0,3,0,0,5,6,5,5,3,3,1,0,0,0,0,0,0
2022-03-20 13:00:00,0,0,0,0,0,4,4,5,7,0,7,5,5,5,6,4,1,1,1,0,0,1,1,2,0,5,7,3,0,1,0,0,0,0
2022-03-20 14:00:00,0,0,0,1,2,3,3,4,5,0,5,6,8,2,9,8,0,0,3,4,3,4,8,8,5,4,1,2,0,0,0,0,0,0
2022-03-20 15:00:00,0,1,0,0,0,2,3,3,6,3,5,3,4,4,4,1,0,0,10,5,10,6,9,10,5,4,4,3,3,1,1,0,0,0
2022-03-20 16:00:00,0,0,0,1,1,4,0,3,4,4,7,5,7,10,11,6,0,0,4,6,7,0,5,0,2,4,2,3,0,2,2,0,0,0
2022-03-20 17:00:00,0,0,2,2,0,3,0,1,7,6,7,0,7,7,5,5,1,1,8,10,4,13,15,14,13,12,11,1,0,0,0,0,0,0
2022-03-20 18:00:00,0,0,0,1,0,3,0,3,0,0,2,1,0,0,0,0,0,1,3,0,0,4,5,5,2,2,4,1,0,0,2,1,0,0
2022-03-20 19:00:00,0,0,0,2,2,2,3,0,3,0,4,2,3,2,0,1,0,1,6,2,0,6,7,2,6,5,4,1,0,0,0,0,0,0
2022-03-20 20:00:00,0,2,0,0,1,2,3,0,5,3,0,5,7,5,0,4,1,0,3,7,7,6,6,2,7,6,4,1,0,0,0,0,0,0
2022-03-20 21:00:00,0,0,1,3,0,1,0,1,0,0,2,0,0,2,0,0,1,0,6,1,0,4,6,5,5,4,3,0,0,0,1,0,0,0
2022-03-20 22:00:00,0,1,1,0,0,0,0,0,2,3,0,0,4,2,0,2,1,0,11,4,7,10,9,9,7,7,0,0,0,0,0,0,0,0
2022-03-20 23:00:00,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,5,4,1,0,0,2,0,1,0
2022-03-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 04:00:00,0,0,0,0,0,5,0,0,1,10,12,0,9,3,2,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-03-21 05:00:00,0,0,0,0,0,4,5,4,7,8,1,1,0,11,0,6,0,1,2,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0
2022-03-21 06:00:00,0,0,0,0,1,8,10,11,3,6,7,9,12,10,12,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 07:00:00,0,0,1,0,2,7,11,13,13,16,19,21,25,28,29,24,2,1,4,3,3,1,5,5,4,2,1,2,3,2,0,0,0,0
2022-03-21 08:00:00,0,1,0,2,6,15,18,18,25,0,26,27,31,32,36,29,0,0,5,4,4,3,4,3,0,5,3,0,0,1,0,1,0,0
2022-03-21 09:00:00,0,0,0,1,0,7,9,7,7,8,9,12,13,12,14,15,0,1,2,0,1,0,2,3,1,1,0,2,0,0,0,0,0,0
2022-03-21 10:00:00,0,0,0,1,0,1,1,2,3,6,9,10,8,6,6,3,1,1,3,0,1,0,2,4,3,2,0,1,0,0,1,0,0,0
2022-03-21 11:00:00,0,1,0,3,0,4,5,4,5,5,7,8,7,6,5,0,1,3,2,3,3,4,4,3,1,3,2,0,0,2,0,0,0,0
2022-03-21 12:00:00,0,1,0,1,0,0,0,1,4,0,4,6,5,8,2,0,0,0,1,2,0,4,7,9,8,3,3,2,0,1,0,0,0,0
2022-03-21 13:00:00,0,0,0,2,2,3,0,0,5,5,7,8,0,7,6,6,2,1,3,0,2,5,4,5,4,4,4,4,1,3,1,0,0,0
2022-03-21 14:00:00,0,1,1,4,3,5,0,6,6,7,2,7,6,5,4,3,4,1,4,1,0,7,4,8,3,4,3,2,0,0,1,0,0,0
2022-03-21 15:00:00,0,1,0,3,4,2,0,3,4,5,9,11,10,9,8,4,3,1,3,0,4,2,3,7,6,5,4,4,1,0,3,0,0,0
2022-03-21 16:00:00,0,0,0,6,3,4,0,4,5,6,0,5,6,0,6,4,1,0,7,8,0,9,9,10,10,11,9,4,0,2,0,0,0,0
2022-03-21 17:00:00,0,0,0,2,0,3,4,0,5,6,6,0,5,4,7,5,0,0,10,12,14,0,15,12,8,7,8,4,0,1,2,1,0,0
2022-03-21 18:00:00,2,0,0,4,3,2,0,3,5,6,7,6,3,3,6,4,4,1,23,26,27,28,30,29,26,20,16,0,0,0,0,0,1,0
2022-03-21 19:00:00,0,0,0,1,2,2,0,1,3,0,3,2,3,2,0,0,0,3,14,18,16,19,16,16,13,17,14,1,0,1,0,0,0,0
2022-03-21 20:00:00,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,18,18,15,16,16,17,0,13,10,0,0,0,1,0,0,0
2022-03-21 21:00:00,0,0,0,1,0,0,0,0,4,5,5,3,0,4,0,3,0,0,10,0,9,4,7,5,4,6,4,1,0,0,0,0,0,0
2022-03-21 22:00:00,2,2,1,0,0,1,1,2,0,2,3,0,3,2,2,1,0,0,6,10,11,4,9,8,7,7,4,1,0,0,0,0,0,0
2022-03-21 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0
2022-03-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 04:00:00,0,0,0,0,0,3,4,0,3,6,9,0,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-03-22 05:00:00,0,0,0,0,1,3,4,5,1,0,0,2,6,6,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 06:00:00,0,0,0,0,1,7,9,10,9,0,3,4,9,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-03-22 07:00:00,0,0,1,2,7,21,26,27,28,31,40,51,64,64,17,20,1,0,2,3,2,1,4,4,2,1,1,2,1,0,0,0,0,0
2022-03-22 08:00:00,0,1,0,2,5,16,18,21,24,27,28,30,34,38,64,53,0,2,7,8,6,5,6,7,5,6,5,4,5,4,3,0,0,0
2022-03-22 09:00:00,0,0,0,1,2,10,12,15,15,17,19,26,32,36,39,31,0,1,1,5,1,2,1,2,2,1,0,1,2,1,0,1,0,0
2022-03-22 10:00:00,0,0,1,2,2,5,3,2,4,4,5,5,8,10,11,7,1,1,0,0,0,1,2,0,0,3,1,2,0,1,2,1,0,0
2022-03-22 11:00:00,1,0,0,2,2,3,4,0,2,3,4,6,5,4,5,0,1,2,4,5,3,2,3,2,2,3,2,0,0,0,0,0,0,0
2022-03-22 12:00:00,0,0,1,2,1,1,0,0,4,3,2,0,3,2,0,1,0,0,6,0,8,7,9,9,2,4,3,5,0,4,2,0,0,0
2022-03-22 13:00:00,1,0,2,1,1,2,3,0,1,0,0,2,0,1,0,0,0,1,6,2,0,3,4,3,0,5,4,2,0,1,2,2,1,0
2022-03-22 14:00:00,0,0,0,2,0,3,4,5,6,5,7,6,6,8,6,5,0,0,4,3,6,5,5,4,5,4,0,1,0,0,0,0,0,0
2022-03-22 15:00:00,0,0,0,2,0,1,0,1,7,8,9,10,8,8,6,3,0,0,1,2,1,4,5,4,3,8,6,2,1,1,0,0,0,0
2022-03-22 16:00:00,0,1,0,2,3,5,7,6,9,10,0,11,3,8,7,5,1,1,7,9,5,7,7,0,7,6,4,0,0,0,0,0,0,0
2022-03-22 17:00:00,1,0,0,2,2,6,2,5,8,7,7,6,4,6,9,7,1,1,10,9,10,11,13,13,8,11,10,2,2,2,1,0,0,0
2022-03-22 18:00:00,0,3,4,4,6,2,0,0,6,0,10,9,7,8,7,5,1,2,22,23,22,23,18,17,16,12,11,2,0,0,1,1,0,0
2022-03-22 19:00:00,0,1,0,3,4,4,0,4,6,0,7,7,8,7,6,5,1,2,21,22,22,20,20,20,17,8,5,1,0,0,0,0,0,0
2022-03-22 20:00:00,0,0,0,1,0,0,0,1,2,1,0,0,0,1,2,0,0,1,4,0,5,6,5,5,1,3,0,0,0,0,0,0,0,0
2022-03-22 21:00:00,0,1,2,0,0,1,0,0,3,1,0,3,3,4,0,2,0,0,2,4,5,4,0,5,4,2,2,0,0,0,0,0,0,0
2022-03-22 22:00:00,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,10,11,10,13,12,11,9,0,0,0,0,1,0,0,0
2022-03-22 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,12,5,4,3,2,0,0,0,0,0,0,0
2022-03-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 04:00:00,0,0,0,0,0,4,0,1,0,7,11,0,9,1,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2022-03-23 05:00:00,0,0,1,2,4,6,0,9,0,0,9,6,10,9,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 06:00:00,0,0,0,0,2,8,10,11,13,0,4,0,5,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 07:00:00,0,0,0,0,5,18,21,8,24,32,39,50,58,56,54,46,0,0,5,0,3,4,3,3,0,1,0,1,3,0,0,0,0,0
2022-03-23 08:00:00,0,1,0,2,7,27,17,16,28,18,30,39,45,45,48,45,2,2,4,4,3,4,6,4,3,2,0,3,2,1,1,0,0,0
2022-03-23 09:00:00,0,0,0,1,1,7,8,10,12,13,13,15,14,13,12,10,0,0,3,4,3,4,3,3,2,3,0,1,0,0,0,0,0,0
2022-03-23 10:00:00,1,0,2,0,0,3,0,2,3,3,5,6,9,8,0,7,1,2,1,3,2,0,3,4,2,2,2,2,3,2,1,0,0,0
2022-03-23 11:00:00,0,1,0,3,1,4,4,5,7,7,0,0,4,4,4,2,0,1,1,3,0,7,8,6,0,5,4,2,0,1,0,0,0,0
2022-03-23 12:00:00,0,0,1,2,0,2,0,0,8,10,11,8,5,7,5,4,2,2,3,0,2,3,2,3,1,1,0,1,0,0,1,0,0,0
2022-03-23 13:00:00,0,0,0,2,2,3,0,2,6,7,7,9,7,7,7,6,0,1,6,5,0,0,8,11,10,9,8,3,0,1,0,0,0,0
2022-03-23 14:00:00,0,1,0,4,0,4,5,6,7,5,4,1,3,2,1,0,0,1,5,6,5,6,5,6,5,3,0,1,0,2,1,0,0,0
2022-03-23 15:00:00,0,0,0,4,0,4,1,3,7,8,1,4,4,4,2,1,0,0,3,4,0,0,7,6,5,2,0,4,2,1,1,0,0,0
2022-03-23 16:00:00,0,2,1,3,6,6,7,4,4,5,5,4,5,6,5,2,1,2,9,13,13,12,13,14,14,10,10,3,0,0,6,4,2,0
2022-03-23 17:00:00,0,1,0,2,0,5,6,0,8,5,6,3,7,12,8,6,0,0,17,19,18,18,16,14,12,8,5,1,1,0,3,1,0,0
2022-03-23 18:00:00,0,0,0,1,2,1,0,0,1,0,2,4,5,4,8,5,2,4,30,30,26,28,25,20,12,11,10,0,0,0,1,0,0,0
2022-03-23 19:00:00,0,0,0,3,1,3,4,2,5,0,0,4,4,0,4,4,0,0,16,16,14,13,18,18,17,12,11,0,0,0,0,0,0,0
2022-03-23 20:00:00,0,1,0,3,0,2,2,1,0,0,3,2,3,5,4,0,1,0,5,6,4,7,11,11,3,4,0,0,0,0,0,0,0,0
2022-03-23 21:00:00,0,0,0,1,2,1,0,0,4,0,5,2,1,1,0,0,0,0,12,2,12,13,13,14,14,9,6,1,0,0,0,0,0,0
2022-03-23 22:00:00,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,13,14,13,12,8,5,4,4,3,0,0,1,2,0,0,0
2022-03-23 23:00:00,0,2,0,3,0,0,0,1,2,1,0,0,0,1,0,0,0,0,6,7,5,0,4,2,3,3,2,1,0,0,0,0,0,0
2022-03-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 04:00:00,0,0,0,0,0,5,0,0,6,8,11,0,8,2,2,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2022-03-24 05:00:00,0,0,1,0,0,2,2,0,3,1,5,7,8,7,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 06:00:00,0,0,0,0,1,8,11,12,5,8,9,11,14,15,14,10,0,1,2,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2022-03-24 07:00:00,0,0,1,2,4,12,17,18,19,22,24,25,30,32,38,22,1,0,2,0,0,2,5,6,7,3,2,1,0,0,0,0,0,0
2022-03-24 08:00:00,0,1,0,0,2,11,13,16,18,20,25,28,38,39,46,40,0,2,5,3,4,0,5,4,3,2,0,7,0,1,0,0,0,0
2022-03-24 09:00:00,0,0,0,1,0,8,9,11,12,15,19,21,23,22,25,20,0,1,3,4,4,0,1,4,1,2,1,3,0,0,1,0,0,0
2022-03-24 10:00:00,0,0,0,2,1,4,5,6,7,7,9,11,17,15,12,8,2,0,1,0,0,1,1,2,1,2,1,1,2,0,1,0,0,0
2022-03-24 11:00:00,0,0,0,1,2,2,3,5,4,0,3,2,2,3,2,0,0,0,3,2,5,6,6,6,6,2,1,1,0,0,1,0,0,0
2022-03-24 12:00:00,0,2,1,0,1,3,0,4,5,6,5,5,4,5,3,0,1,0,0,0,0,0,4,6,3,2,0,3,0,2,1,0,0,0
2022-03-24 13:00:00,0,0,0,3,4,4,5,4,6,6,6,5,5,0,0,1,0,0,3,3,3,4,4,5,2,2,0,1,0,0,1,0,0,0
2022-03-24 14:00:00,0,0,0,2,1,4,0,1,9,10,10,8,8,4,3,4,1,1,6,7,4,8,9,9,4,3,2,1,0,0,1,0,0,0
2022-03-24 15:00:00,0,0,0,1,0,5,0,4,5,5,5,3,4,5,3,3,0,1,4,3,0,5,5,4,5,11,9,2,0,0,0,0,1,0
2022-03-24 16:00:00,1,3,1,5,7,2,3,4,7,6,5,4,6,7,6,4,2,3,6,3,4,4,4,5,3,2,3,1,0,0,1,0,0,0
2022-03-24 17:00:00,0,0,0,3,4,5,2,5,7,5,6,5,4,5,4,4,0,0,10,12,11,10,13,12,11,7,6,1,0,0,0,0,0,0
2022-03-24 18:00:00,0,0,0,2,2,2,4,5,6,6,0,0,0,4,0,2,2,3,26,33,25,23,19,21,15,10,10,8,0,0,0,0,0,0
2022-03-24 19:00:00,0,0,0,2,3,1,1,2,4,3,4,4,4,5,4,2,1,1,14,18,20,20,18,17,13,10,9,2,0,0,2,0,0,0
2022-03-24 20:00:00,0,0,0,2,0,1,0,1,0,2,3,0,3,4,0,3,0,0,9,12,11,11,10,9,2,6,0,0,0,0,0,0,0,0
2022-03-24 21:00:00,2,3,0,0,2,0,0,0,4,5,4,3,0,0,1,0,1,0,7,8,8,0,6,5,10,5,4,0,0,0,0,0,0,0
2022-03-24 22:00:00,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,5,6,7,7,8,7,4,7,6,0,0,0,0,0,0,0
2022-03-24 23:00:00,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,1,3,0,0,0,0,0,0,0
2022-03-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 04:00:00,0,0,0,0,0,4,0,0,1,6,9,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2022-03-25 05:00:00,0,1,0,0,0,1,2,3,0,0,1,3,1,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-03-25 06:00:00,0,0,0,0,2,4,5,6,7,7,6,8,10,0,10,8,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-03-25 07:00:00,0,0,0,0,2,10,11,10,12,17,19,22,28,31,19,16,1,0,1,0,0,3,4,5,0,4,3,0,0,0,0,1,0,0
2022-03-25 08:00:00,0,0,0,1,2,10,13,13,18,21,24,29,37,38,34,26,0,2,3,6,2,0,0,5,3,2,0,4,4,2,0,0,0,0
2022-03-25 09:00:00,0,0,0,0,1,10,11,11,12,13,19,22,21,19,19,16,0,0,1,3,0,4,5,4,3,4,3,1,0,0,0,0,0,0
2022-03-25 10:00:00,1,0,0,1,3,3,5,2,4,3,5,10,8,3,7,5,0,1,2,3,0,3,2,2,1,1,0,2,0,0,1,0,0,0
2022-03-25 11:00:00,0,2,1,3,4,7,8,9,10,11,9,10,0,12,10,8,0,3,3,5,6,6,5,5,3,4,3,2,0,1,2,1,0,0
2022-03-25 12:00:00,0,0,0,4,3,2,1,0,5,5,6,3,0,6,4,2,0,0,1,0,2,5,0,5,4,5,6,3,0,2,2,1,0,0
2022-03-25 13:00:00,0,0,0,1,0,2,0,0,1,2,3,2,0,0,0,0,0,0,2,0,3,3,2,1,0,3,0,1,3,1,0,0,0,0
2022-03-25 14:00:00,0,0,0,1,2,4,0,3,6,7,6,0,5,4,3,2,0,0,6,9,9,8,8,5,8,2,1,3,0,1,0,0,0,0
2022-03-25 15:00:00,0,0,0,3,0,2,1,7,12,14,14,13,7,5,5,4,1,0,6,7,7,10,10,8,8,10,9,1,3,4,3,1,0,0
2022-03-25 16:00:00,0,0,0,4,5,7,8,10,10,0,11,10,9,9,11,6,1,0,6,5,4,5,7,5,6,5,3,1,1,0,1,0,0,0
2022-03-25 17:00:00,0,1,1,0,0,1,5,2,8,9,9,9,9,8,4,3,2,0,7,8,11,14,16,15,10,8,7,1,1,0,0,0,0,0
2022-03-25 18:00:00,1,3,2,4,0,4,0,0,7,3,8,7,1,4,8,4,1,0,19,22,22,23,23,17,11,13,11,3,0,1,1,0,0,0
2022-03-25 19:00:00,0,0,0,2,3,3,3,0,2,0,3,0,6,5,3,0,0,0,5,8,8,10,9,10,10,9,3,1,0,1,0,0,0,0
2022-03-25 20:00:00,0,0,0,2,0,1,0,1,1,0,0,0,0,2,0,2,1,0,8,3,7,9,10,10,6,6,4,0,0,0,2,0,0,0
2022-03-25 21:00:00,1,0,0,0,0,0,0,0,3,1,2,1,1,1,0,0,0,0,2,0,3,4,3,5,10,10,6,1,0,0,0,0,0,0
2022-03-25 22:00:00,0,1,0,2,1,0,0,2,4,2,1,0,3,3,1,2,1,0,11,0,13,14,13,14,15,12,9,1,0,0,0,0,0,0
2022-03-25 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,4,5,3,0,0,0,0,3,0,1,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,0,0,0,0,1,0,0,0,2,4,5,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,0,0,1,0,4,0,0,5,3,0,0,0,0,4,3,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0
2022-03-26 06:00:00,1,0,0,0,0,2,0,1,3,0,4,5,0,0,0,3,0,0,2,3,0,2,2,1,1,1,0,0,0,0,0,0,0,0
2022-03-26 07:00:00,0,0,0,0,2,7,8,9,10,11,12,14,16,17,22,15,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2022-03-26 08:00:00,0,0,0,0,3,6,8,3,10,5,7,9,8,9,9,7,0,1,2,2,1,0,1,0,0,1,0,1,2,1,0,0,0,0
2022-03-26 09:00:00,0,0,0,1,1,7,10,13,12,13,12,14,15,16,19,16,1,6,6,3,3,3,4,1,0,0,0,1,0,0,0,0,0,0
2022-03-26 10:00:00,0,1,0,0,1,3,5,6,5,0,12,14,14,13,10,5,1,0,1,2,3,2,1,2,3,3,3,3,0,0,0,0,0,0
2022-03-26 11:00:00,0,1,2,1,3,9,0,5,6,5,7,0,7,6,5,3,0,0,3,3,2,6,5,2,3,2,1,2,0,1,0,0,0,0
2022-03-26 12:00:00,0,1,0,0,1,3,10,11,12,16,18,19,18,16,16,13,1,0,4,5,1,6,7,6,5,2,1,2,0,1,1,0,0,0
2022-03-26 13:00:00,0,0,0,2,1,4,5,6,6,6,5,4,5,9,15,12,0,1,6,4,7,11,2,9,6,3,0,2,0,2,1,0,0,0
2022-03-26 14:00:00,0,0,0,3,0,3,4,3,5,8,11,14,15,16,14,8,2,0,1,3,3,4,8,7,2,7,6,2,0,1,0,0,0,0
2022-03-26 15:00:00,0,0,0,2,4,2,0,3,4,3,7,7,9,10,11,10,1,3,3,4,6,10,9,11,9,7,6,3,0,1,0,0,0,0
2022-03-26 16:00:00,0,1,0,4,3,5,3,4,6,6,0,8,9,7,9,9,1,0,5,7,4,6,9,6,5,3,2,3,4,2,1,0,0,0
2022-03-26 17:00:00,1,3,0,2,3,5,0,6,6,6,8,8,8,14,17,10,3,0,9,11,12,14,14,11,9,5,3,5,1,2,1,0,0,0
2022-03-26 18:00:00,0,0,0,2,3,8,9,0,16,8,11,13,11,10,9,4,1,2,7,10,9,8,8,8,3,7,3,0,0,0,2,1,0,0
2022-03-26 19:00:00,0,0,0,1,3,2,0,0,2,0,2,0,0,5,3,2,0,1,9,0,7,5,6,9,6,3,2,0,1,0,1,0,0,0
2022-03-26 20:00:00,3,5,4,0,3,3,0,0,3,2,3,6,0,7,0,5,2,0,6,0,0,4,5,4,3,5,1,0,0,0,0,0,0,0
2022-03-26 21:00:00,0,1,0,2,1,0,0,1,3,0,0,2,0,3,2,0,0,0,5,7,6,7,8,0,6,5,5,0,1,0,0,0,0,0
2022-03-26 22:00:00,0,0,0,1,0,0,0,1,3,3,0,2,1,2,0,1,1,0,6,0,7,8,6,10,0,9,6,2,0,0,0,0,0,0
2022-03-26 23:00:00,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,5,6,5,4,6,0,6,5,4,0,0,0,0,0,0,0
